"","YQ","p","d","revenue","cost_of_revenue","cost_of_goods_services","cost_of_financing_revenue","gross_profit","operating_expenses","selling_general_administrative","general_administrative","other_operating_expenses","operating_income_loss","pretax_income_loss_adj","pretax_income_loss","income_tax_expense_benefit_net","income_loss_from_continuing_operations","income_loss_incl_minority_interest","minority_interest","net_income","net_income_common","cash_cash_equivalents_short_term_investments","cash_cash_equivalents","accounts_notes_receivable","notes_receivable_net","other_short_term_assets","misc_short_term_assets","total_current_assets","property_plant_equipment_net","long_term_investments_receivables","other_long_term_assets","intangible_assets","misc_long_term_assets","total_noncurrent_assets","total_assets","payables_accruals","other_payables_accruals","other_short_term_liabilities","misc_short_term_liabilities","total_current_liabilities","long_term_debt","other_long_term_liabilities","total_noncurrent_liabilities","total_liabilities","share_capital_additional_paid_in_capital","retained_earnings","other_equity","equity_before_minority_interest","minority_interest_2","total_equity","total_liabilities_equity","net_income_starting_line","depreciation_amortization_2","non_cash_items","change_in_working_capital","net_cash_from_operating_activities","change_in_fixed_assets_intangibles","net_cash_from_investing_activities","dividends_paid","cash_from_repayment_of_debt","cash_from_repurchase_of_equity","decrease_in_capital_stock","other_financing_activities","net_cash_from_financing_activities","net_cash_before_disc_operations_and_fx","net_cash_before_fx","effect_of_foreign_exchange_rates","net_change_in_cash","ebitda","total_debt","free_cash_flow","gross_profit_margin","operating_margin","net_profit_margin","return_on_equity","return_on_assets","free_cash_flow_to_net_income","current_ratio","liabilities_to_equity_ratio","debt_ratio","earnings_per_share_basic","earnings_per_share_diluted","sales_per_share","equity_per_share","free_cash_flow_per_share","dividends_per_share","return_on_invested_capital","cash_return_on_invested_capital","dividend_payout_ratio","net_debt_ebitda","net_debt_ebit"
"29","2017_Q2",33.0107936507937,"Up",637420000,-375757000,-361801000,-13956000,261663000,-111466000,-15913000,-15913000,-95553000,150197000,150197000,150197000,-39767000,110430000,110430000,-2877000,107553000,107553000,891455000,891455000,87778000,87778000,1046019000,1046019000,2025252000,206143000,382074000,1771789000,387908000,248774000,2360006000,4385258000,801861000,801861000,1165453000,1165453000,1967314000,1195956000,8801000,1204757000,3172071000,347788000,1101988000,-296699000,1153077000,60110000,1213187000,4385258000,110430000,7662000,113860000,-132628000,99324000,-3712000,-3712000,-192264000,137500000,-106048000,-106048000,-63215000,-224027000,-128415000,-128415000,18570000,-109845000,157859000,1195956000,61286000,0.4105,0.23563,0.16873,0.08865,0.02453,0.56982,1.02945,2.61466,0.27272,0.87573,0.81056,5.19008,9.38872,0.49901,1.56547,0.124,0.02535,1.78762,1.92894,2.02734
"30","2017_Q3",32.9336507936508,"Down",729946000,-427378000,-414612000,-12766000,302568000,-130067000,-18338000,-18338000,-111729000,172501000,172501000,172501000,-51600000,120901000,120901000,-523000.000000001,120378000,120378000,955639000,955639000,127269000,127269000,1318457000,1318457000,2401365000,200301000,421727000,1746369000,389216000,243625000,2368397000,4769762000,891113000,891113000,1377481000,1377481000,2268594000,1189489000,8966000,1198455000,3467049000,354785000,1166026000,-277785000,1243026000,59687000,1302713000,4769762000,120901000,7709000,140034000,4601999.99999997,273246000,-5503000,-5503000,-50163000,43157000,-78844000,-78844000,-5388999.99999999,-91239000,176504000,176504000,72484000,248988000,180210000,1189489000,230909000,0.41451,0.23632,0.16491,0.09241,0.02524,1.9182,1.05853,2.66141,0.24938,0.98374,0.91099,5.96516,10.15808,1.887,0.40994,0.06818,0.09232,0.41671,1.29765,1.35564
"31","2017_Q4",35.9050793650794,"Up",638131000,-375059000,-361787000,-13272000,263072000,-118860000,-18325000,-18325000,-100535000,144212000,144212000,144212000,-32742000,111470000,111470000,-2260000,109210000,109210000,1254010000,1254010000,100670000,100670000,1139071000,1139071000,2493751000,200800000,426948000,1714889000,392068000,222951000,2342637000,4836388000,1003665000,1003665000,1270031000,1270031000,2273696000,1189936000,4281000,1194217000,3467913000,350212000,1219303000,-261673000,1307842000,60633000,1368475000,4836388000,111470000,7838000,86970000,126580000,332858000,-5965000,-5965000,-49866000,-48553000,-67646000,-67646000,-2628000,-168693000,158200000,158200000,37037000,195237000,152050000,1189936000,305407000,0.41225,0.22599,0.17114,0.0798,0.02258,2.79651,1.09678,2.53414,0.24604,0.90075,0.82489,5.26321,10.7869,2.51895,0.41129,0.06207,0.11917,0.45661,-0.4214,-0.4443
"32","2018_Q1",42.4291803278689,"Up",692332000,-388197000,-374673000,-13524000,304135000,54401000,-18729000,-18729000,73130000,358536000,358536000,358536000,-441490000,-82954000,-82954000,-604000,-83558000,-83558000,1483836000,1483836000,83816000,83816000,1458770000,1458770000,3026422000,205301000,427186000,1269768000,391364000,228144000,1902255000,4928677000,904056000,904056000,1565926000,1565926000,2469982000,1190383000,9407000,1199790000,3669772000,351908000,1080413000,-232518000,1199803000,59102000,1258905000,4928677000,-82954000,8289000,326648000,71704000,323687000,-11740000,-11740000,-49157000,271460000,-54203000,-54203000,-2648999.99999999,165451000,477398000,477398000,35545000,512943000,366825000,1190383000,868279000,0.43929,0.51787,-0.12069,-0.06637,-0.01695,-10.39133,1.22528,2.91505,0.24152,-0.69709,-0.62969,5.77584,10.00946,7.2437,0.4101,-0.01399,0.35315,-0.5883,-0.79998,-0.81848
"33","2018_Q2",41.2634375,"Down",768205000,-418554000,-405047000,-13507000,349651000,-163823000,-35184000,-35184000,-128639000,185828000,185828000,185828000,-24167000,161661000,161661000,-1969000,159692000,159692000,962280000,962280000,130928000,130928000,1445266000,1445266000,2538474000,213923000,354952000,1377746000,388328000,351037000,1946621000,4485095000,608949000,608949000,1619615000,1619615000,2228564000,1190830000,9520000,1200350000,3428914000,210137000,1005548000,-219124000,996561000,59620000,1056181000,4485095000,161661000,8234000,108156000,-316760000,-38709000,-14927000,-14927000,-202384000,-104116000,-145949000,-145949000,-134339000,-586788000,-640424000,-640424000,49406000,-591018000,194062000,1190830000,-113458000,0.45515,0.2419,0.20788,0.1512,0.03561,-0.71048,1.13906,3.24652,0.26551,1.33154,1.20848,6.40544,8.30951,-0.94603,1.68752,0.16046,-0.05028,1.26734,1.17772,1.2299
"34","2018_Q3",39.0839682539683,"Down",771528000,-429749000,-416159000,-13590000,341779000,-141839000,-33227000,-33227000,-108612000,199940000,199940000,199940000,-51561000.0000001,148379000,148379000,-1416000,146963000,146963000,845167000,845167000,103909000,103909000,1648239000,1648239000,2597315000,216183000,505194000,1309300000,382360000,308485000,2030677000,4627992000,680658000,680658000,1635769000,1635769000,2316427000,1191277000,7184000,1198461000,3514888000,216280000,1092381000,-253499000,1055162000,57942000,1113104000,4627992000,148379000,8442000,130673000,-184009000,103485000,-15789000,-15789000,-52844000,169612000,-77846000,-77846000,-11320000,27602000,115298000,115298000,-96168000,19130000,208382000,1191277000,60145000,0.44299,0.25915,0.19048,0.13203,0.03176,0.409250000000001,1.12126,3.15774,0.25741,1.22157,1.12832,6.41303,8.77063,0.499929999999999,0.43925,0.08644,0.02602,0.35957,1.66094,1.73107
"35","2018_Q4",31.6622222222222,"Down",640800000,-358306000,-343987000,-14319000,282494000,-143813000,-34748000,-34748000,-109065000,138681000,138681000,138681000,-29956000,108725000,108725000,-1651000,107074000,107074000,1132395000,1132395000,93979000,93979000,1600665000,1600665000,2827039000,214279000,609595000,1293865000,379241000,304235000,2117739000,4944778000,766253000,766253000,1616757000,1616757000,2383010000,1433702000,6481000,1440183000,3823193000,186880000,1140610000,-260365000,1067125000,54460000,1121585000,4944778000,108725000,8627000,75893000,33439000,226684000,-7262000,-7262000,-52622000,244325000,-82796000,-82796000,-5402000,103505000,322927000,322927000,-19593000,303334000,147308000,1433702000,203441000,0.44085,0.21642,0.16709,0.09547,0.02165,1.9,1.18633,3.40874,0.28994,0.89634,0.82454,5.3643,8.93317,1.70305,0.44051,0.06234,0.07941,0.49145,2.04542,2.17266
"36","2019_Q1",30.3465573770492,"Down",704300000,-366607000,-349542000,-17065000,337693000,-181376000,-138449000,-29805000,-42927000,156317000,156317000,156317000,-42633000,113684000,113684000,-288000,113396000,113396000,1246537000,1246537000,184137000,184137000,1546745000,1546745000,2977419000,212946000,575148000,1231728000,375318000,258634000,2019822000,4997241000,856124000,856124000,1731193000,1731193000,2587317000,1434260000,5571000,1439831000,4027148000,-4894000,1195563000,-273818000,916851000,53242000,970093000,4997241000,113684000,8800000,86229000,198865000,407578000,-8231000,-8231000,-51789000,37667000,-246281000,-246281000,-10020000,-270423000,128924000,128924000,-23291000,105633000,165117000,1434260000,398384000,0.47947,0.22195,0.16101,0.11689,0.02269,3.51321,1.15077,4.1513,0.28701,0.97475,0.89415,6.05416,7.88125,3.42451,0.44518,0.06854,0.16531,0.45671,1.13691,1.20091
"37","2019_Q2",29.5166666666667,"Down",661678000,-390258000,-372254000,-18004000,271420000,-151757000,-28930000,-28930000,-122827000,119663000,119663000,119663000,-23187000,96476000,96476000,566000,97042000,97042000,1011353000,1011353000,192178000,192178000,1680546000,1680546000,2884077000,209616000,615781000,1790003000,375682000,822617000,2615400000,5499477000,556760000,556760000,2411096000,2411096000,2967856000,1759297000,952000,1760249000,4728105000,-201675000,1171754000,-268858000,701221000,70151000,771372000,5499477000,96476000,8186000,128509000,-394422000,-161251000,-5801000,-5801000,-103402000,503021000,-192097000,-192097000,-113950000,93572000,-73480000,-73480000,-29740000,-103220000,127849000,1759297000,-249187000,0.4102,0.18085,0.14666,0.1258,0.01765,-2.56783,0.97177,6.12947,0.3199,0.86688,0.80319,5.91078,6.26402,-2.22599,0.92369,0.07918,-0.09843,1.06554,5.85021,6.25042
"38","2019_Q3",29.5365625,"Up",650801000,-392581000,-372470000,-20111000,258220000,-156535000,-28493000,-28493000,-128042000,101685000,101685000,101685000,-28172000,73513000,73513000,-7736000,65777000,65777000,919221000,919221000,202268000,202268000,1844127000,1844127000,2965616000,206456000,575424000,1759977000,374436000,796465000,2541857000,5507473000,578589000,578589000,2530158000,2530158000,3108747000,1678131000,2717000,1680848000,4789595000,-289115000,1179901000,-271984000,618802000,99076000,717878000,5507473000,73513000,8061000,147280000,14962000,243816000,-12178000,-12178000,-51922000,43141000,-159615000,-159615000,-12444000,-180840000,50798000,50798000,21039000,71837000,109746000,1678131000,140702000,0.39677,0.15625,0.10107,0.09163,0.01194,2.13908,0.95396,6.67188,0.3047,0.58739,0.56619,5.8117,5.52595,1.25648,0.46367,0.04907,0.05866,0.78936,6.91515,7.46334
"39","2019_Q4",31.8896875,"Up",611073000,-411368000,-391363000,-20005000,199705000,-147332000,-28425000,-28425000,-118907000,52373000,52373000,52373000,-4177000,48196000,48196000,-1492000,46704000,46704000,959001000,959001000,199387000,199387000,1798348000,1798348000,2956736000,216968000,535848000,1842327000,368996000,872148000,2595143000,5551879000,665732000,665732000,2519007000,2519007000,3184739000,1678921000,1998000,1680919000,4865658000,-266319000,1168382000,-288621000,613442000,72779000,686221000,5551879000,48196000,8610000,91216000,87822000,235844000,-22592000,-22592000,-50235000,29374000,-78569000,-78569000,-1969000,-101399000,111853000,111853000,-83786000,28067000,60983000,1678921000,130390000,0.32681,0.08571,0.07643,0.06806,0.00841,2.79184,0.92841,7.09051,0.30241,0.42736,0.41011,5.59152,5.61319,1.19311,0.45967,0.04095,0.05508,1.0756,11.80526,13.74601
"40","2020_Q1",31.5629032258065,"Down",743406000,-449373000,-427308000,-22065000,294033000,-175559000,-143234000,-28201000,-32325000,118474000,118474000,118474000,-38943000,79531000,79531000,-2554000,76977000,76977000,1231593000,1231593000,125696000,125696000,1761408000,1761408000,3118697000,219842000,531995000,1769047000,373594000,808703000,2520884000,5639581000,850121000,850121000,2424813000,2424813000,3274934000,1679562000,3511000,1683073000,4958007000,-289931000,1193570000,-293648000,609991000,71583000,681574000,5639581000,79531000,10715000,163981000,105317000,359544000,-1677000,-1677000,-49365000,-150954000,-64406000,-64406000,9342000.00000001,-255383000,102484000,102484000,64506000,166990000,129189000,1679562000,271772000,0.39552,0.15937,0.10355,0.11294,0.01365,3.53056,0.95229,7.27435,0.29782,0.71574,0.67856,6.9123,5.67179,2.52698,0.459,0.05343,0.11493,0.6413,3.46755,3.78116
"41","2020_Q2",23.4936507936508,"Down",558157000,-339898000,-319755000,-20143000,218259000,-134162000,-46576000,-26390000,-87586000,84097000,84097000,84097000,-25766000,58331000,58331000,5691000,64022000,64022000,793477000,793477000,109710000,109710000,1601078000,1601078000,2504265000,220318000,505753000,1864787000,357245000,937996000,2590858000,5095123000,560700000,560700000,2293639000,2293639000,2854339000,1680204000,963000,1681167000,4535506000,-299331000,1119176000,-333412000,486433000,73184000,559617000,5095123000,58331000,8986000,151879000,-375172000,-155976000,-11942000,-11942000,-48759000,-96209000,-95227000,-95227000,-69983000,-310178000,-478096000,-478096000,-61851000,-539947000,93083000,1680204000,-268265000,0.39104,0.15067,0.1147,0.1144,0.01257,-4.1902,0.87735,8.10466,0.32977,0.60225,0.56101,5.25058,4.57587,-2.52357,0.45868,0.05033,-0.11972,0.7616,9.5262,10.5441
"42","2020_Q3",27.1428125,"Up",592264000,-371540000,-351568000,-19972000,220724000,-124859000,-30570000,-24053000,-94289000,95865000,95865000,95865000,-22789000,73076000,73076000,382000,73458000,73458000,896843000,896843000,132616000,132616000,1715318000,1715318000,2744777000,228621000,523366000,1815354000,369159000,882952000,2567341000,5312118000,587879000,587879000,2356505000,2356505000,2944384000,1680845000,2921000,1683766000,4628150000,-230497000,1140015000,-308921000,600597000,83371000,683968000,5312118000,73076000,8328000,126626000,-52358000,155672000,-12820000,-12820000,-49133000,51797000,0,0,-6443000.00000001,-3779000,139073000,139073000,37980000,177053000,104193000,1680845000,61804000,0.37268,0.16186,0.12403,0.1074,0.01383,0.84135,0.93221,6.76662,0.31642,0.6887,0.65889,5.55271,5.63084,0.579439999999999,0.46064,0.05178,0.0261,0.66886,7.52452,8.17819
"43","2020_Q4",33.7509375,"Up",598022000,-374969000,-354625000,-20344000,223053000,-118373000,-33758000,-26196000,-83256000,104680000,104680000,104680000,-28165000,76515000,76515000,-1423000,75092000,75092000,1109745000,1109745000,106746000,106746000,1703329000,1703329000,2919820000,233481000,535245000,1778451000,373841000,847490000,2547177000,5466997000,673070000,673070000,2331160000,2331160000,3004230000,1681487000,2582000,1684069000,4688299000,-186712000,1160310000,-279785000,693813000,84885000,778698000,5466997000,76515000,8402000,82419000,88374000,255710000,-9297000,-9297000,-49341000,-18892000,0,0,-2228000,-70461000,175952000,175952000,76105000,252057000,113082000,1681487000,220324000,0.37298,0.17504,0.12557,0.09643,0.01374,2.93405,0.9719,6.02069,0.30757,0.70069,0.66346,5.5802,6.47403,2.05586,0.46041,0.05053,0.08946,0.65707,5.05599,5.46181
"44","2021_Q1",38.3980327868852,"Up",898326000,-544908000,-524736000,-20172000,353418000,-136358000,-34592000,-26431000,-103125000,217060000,217060000,217060000,-22290000,194770000,194770000,-4881000,189889000,189889000,1389876000,1389876000,121261000,121261000,1800831000,1800831000,3311968000,257587000,658532000,1743774000,384071000,821255000,2659893000,5971861000,734544000,734544000,2332651000,2332651000,3288646000,1682741000,1041000,1683782000,4972428000,-145246000,1295386000,-238368000,911772000,87661000,999433000,5971861000,194770000,9379000,-99336000,215712000,320525000,-28880000,-28880000,-49365000,-105196000,0,0,-8372000,-162933000,128712000,128712000,95393000,224105000,226439000,1904192000,435561000,0.39342,0.24163,0.21138,0.19,0.0318,2.29377,1.00709,4.97525,0.31886,1.76943,1.64914,8.37082,8.49612,4.05867,0.46,0.08237,0.14995,0.25997,2.27132,2.36946
"45","2021_Q2",41.8914285714286,"Up",679904000,-421343000,-401546000,-19797000,258561000,-124271000,-35930000,-29279000,-88326000,134290000,134290000,134290000,-43464000,90826000,90826000,-3526000,87300000,87300000,974696000,974696000,183376000,183376000,2185474000,2185474000,3343546000,250538000,782351000,1833124000,381947000,944341000,2866013000,6209559000,696975000,696975000,2385321000,2385321000,3082296000,1683362000,2202000,1685564000,4767860000,-258191000,1278907000,-255711000,765005000,676694000,1441699000,6209559000,90826000,9361000,-55365000,-168162000,-123340000,-6870000,-6870000,-49441000,-68954000,452348000,452348000,-89434000,244519000,114309000,114309000,-79205000,35104000,143651000,1683362000,12083000,0.38029,0.19751,0.1284,0.06055,0.01406,0.13841,1.08476,3.30711,0.27109,0.81367,0.75374,6.33698,7.13015,0.11262,0.46081,0.04373,0.00385999999999997,0.56633,4.93325,5.27713
"46","2021_Q3",43.05671875,"Up",843264000,-378025919.777327,-358123740.251492,-19902179.5258351,235041380.958087,-1058422000,-40634000,-31302000,-1017773000,206185000,166261000,166261000,-41345000,124916000,124916000,-1738000,123178000,123178000,979899000,979899000,169578000,169578000,2374860000,2374860000,3524337000,252002000,867707000,1762754000,380867000,889523000,2882463000,6406800000,1873025000,1873025000,1341601000,1341601000,3214626000,1683984000,1335000,1685319000,4899945000,-294590000,1348121000,-226648000,826883000,679972000,1506855000,6406800000,124916000,9577000,98181000,-94257000,138417000,-9898000,-9898000,-49523000,122278000,-111093000,-111093000,-5366000,-43704000,84815000,84815000,16791000,101606000,215762000,1683984000,152952000,0.383848050135805,0.24451,0.14607,0.08175,0.01923,1.24172,1.09634,3.25177,0.26284,1.14807,1.06351,7.85956,7.70688,1.42557,0.46157,0.0541,0.04791,0.40204,3.26325,3.41482
"47","2021_Q4",43.57890625,"Up",737807000,-440005000,-419627000,-20378000,297802000,-142843000,-44059000,-34137000,-98769000,154959000,154959000,154959000,-39446000,115513000,115513000,-8304000,107209000,107209000,1184772000,1184772000,153049000,153049000,2523341000,2523341000,3861162000,247595000,914975000,1702848000,379847000,842468000,2865418000,6726580000,711779000,711779000,2776158000,2776158000,3487937000,1684606000,1322999.99999997,1685929000,5173866000,-277850000,1402191000,-246534000,877807000,674907000,1552714000,6726580000,115513000,9377000,51820000,221437000,398147000,-7823000,-7823000,-48629000,232298000,-52448000,-52448000,-10764000,120457000,510781000,510781000,-55292000,455489000,164336000,1684606000,417396000,0.40363,0.21003,0.14531,0.06905,0.01594,3.89329,1.107,3.33214,0.25044,1.01701,0.9488,6.99902,8.3271,3.95952,0.46131,0.04812,0.12888,0.45359,3.04154,3.22559
"48","2022_Q1",36.3941935483871,"Down",1012841000,-477791790.111337,-456883504.874254,-20908285.2370825,339717509.520957,754394000,-52634000,-35784000,806983000,230613000,270537000,270537000,-59247000,211290000,211290000,-912999.999999999,210377000,210377000,1465022000,1465022000,152294931.642532,152294931.642532,2770801000,2770801000,4235823000,250005000,1007339000,1654014000,379571000,839135000,2911358000,7147181000,972303000,972303000,2208657000,2208657000,3180960000,1685227000,628030000,2313257000,5494217000,145857000,1560636000,-223847000,975220000,677744000,1652964000,7147181000,211290000,1e+07,31456000,200109000,452855000,-14465000,-14465000,-48351000,55031000,-119956000,-119956000,-12160000,-125436000,312954000,312954000,-43966000,268988000,240613000,1685227000,485504000,0.418871474932098,0.22769,0.20771,0.12727,0.02943,2.30778,1.33162,3.32386,0.23579,2.00954,1.8737,9.67474,9.31538,4.63757,0.46185,0.06523,0.12241,0.22983,0.91518,0.95487
"49","2022_Q2",32.2298387096774,"Down",716144000,-418093000,-396841000,-21252000,298051000,-138323000,-43826000,-29703000,-94482000,159728000,159728000,159728000,-38753000,120975000,120975000,-7099000,113876000,113876000,878167000,878167000,156872000,156872000,2913512000,2913512000,3948551000,249406000,869844000,1780545000,379615000,971703000,2899795000,6848346000,501325000,501325000,3100660000,3100660000,3601985000,1685849000,15884000.0000001,1701733000,5303718000,-495553000,1583005000,-237626000,849826000,694802000,1544628000,6848346000,120975000,10258000,178234000,-522997000,-213530000,-13508000,-13508000,-46664000,281397000,-175797000,-175797000,-78179000,-19243000,-246281000,-246281000,-51822000,-298103000,169986000,1685849000,-327766000,0.41619,0.22304,0.15901,0.07372,0.01663,-2.87827,1.09622,3.43365,0.24617,1.08775,1.01422,6.84066,8.1176,-3.13085,0.44574,0.04945,-0.10096,0.40978,4.75146,5.05661
"50","2022_Q3",34.8196875,"Up",660658000,-201664129.66599,-180477235.377237,-21186894.2887526,121162671.43713,-910549000,-51224000,-28551000,-859310000,168202000,125838000,125838000,-34187000,91651000,91651000,3829000,95480000,95480000,907472000,907472000,156742000,156742000,2900978000,2900978000,3965192000,231502000,787139000,1727963000,378004000,941772000,2746604000,6711796000,494464000,494464000,3114588000,3114588000,3609052000,1686471000,13606000,1700077000,5309129000,-622491000,1628182000,-290029000,715662000,687005000,1402667000,6711796000,91651000,10787000,222882000,-26689000,298631000,-5976000,-5976000,-46012000,212252000,-199388000,-199388000,-9783000,-42931000,249724000,249724000,-156145000,93579000,178989000,1686471000,180511000,0.384048575203707,0.2546,0.14452,0.06807,0.01423,1.89056,1.09868,3.78502,0.25127,0.96777,0.92922,6.6963,7.25381,1.82962,0.46637,0.0456,0.05818,0.4819,4.35222,4.63133
