"","YQ","p","d","revenue","cost_of_revenue","gross_profit","operating_expenses","selling_general_administrative","operating_income_loss","non_operating_income_loss","other_non_operating_income_loss","pretax_income_loss_adj","pretax_income_loss","income_tax_expense_benefit_net","income_loss_from_continuing_operations","income_loss_incl_minority_interest","net_income","net_income_common","cash_cash_equivalents_short_term_investments","cash_cash_equivalents","short_term_investments","accounts_notes_receivable","accounts_receivable_net","other_short_term_assets","prepaid_expenses","misc_short_term_assets","total_current_assets","property_plant_equipment_net","other_long_term_assets","intangible_assets","misc_long_term_assets","total_noncurrent_assets","total_assets","payables_accruals","other_short_term_liabilities","misc_short_term_liabilities","total_current_liabilities","other_long_term_liabilities","misc_long_term_liabilities","total_noncurrent_liabilities","total_liabilities","share_capital_additional_paid_in_capital","treasury_stock","retained_earnings","equity_before_minority_interest","total_equity","total_liabilities_equity","net_income_starting_line","depreciation_amortization_2","non_cash_items","change_in_working_capital","net_cash_from_operating_activities","change_in_fixed_assets_intangibles","net_change_in_long_term_investment","other_investing_activities","net_cash_from_investing_activities","cash_from_repurchase_of_equity","increase_in_capital_stock","other_financing_activities","net_cash_from_financing_activities","net_cash_before_disc_operations_and_fx","net_cash_before_fx","net_change_in_cash","ebitda","total_debt","free_cash_flow","gross_profit_margin","operating_margin","net_profit_margin","return_on_equity","return_on_assets","free_cash_flow_to_net_income","current_ratio","liabilities_to_equity_ratio","debt_ratio","earnings_per_share_basic","earnings_per_share_diluted","sales_per_share","equity_per_share","free_cash_flow_per_share","return_on_invested_capital","cash_return_on_invested_capital","net_debt_ebitda","net_debt_ebit"
"32","2018_Q3",10.5519047619048,"Up",122088000,-54234000,67854000,-52565000,-52424000,15289000,282000,282000,15571000,12842000,5376000,18218000,18218000,18218000,18218000,173743000,171596000,2147000,34057000,34057000,40299000,20484000,19815000,248099000,9141000,18098000,13723000,4375000,27239000,275338000,61747000,58761000,58761000,120508000,10749000,10749000,10749000,131257000,204074000,-508188000,448195000,144081000,144081000,275338000,18218000,1774000,8523000,-22663000,5852000,-482000,-15000.0000000037,-205000,-702000,98000.0000000298,97999.9999999999,-2472000,-2374000,2775999.99999999,2775999.99999999,2775999.99999999,17063000,1.16415321826935e-10,-11458000,0.55578,0.12523,0.14922,0.12644,0.06617,-0.62894,2.05878,0.91099,4.33680868994202e-19,0.67052,0.66615,4.49349,5.30294,-0.42172,0.11766,-0.074,-10.18244,-11.36392
"33","2018_Q4",8.54015873015873,"Down",109795000,-55272000,54523000,-55633000,-55633000,-1110000,367000,367000,-743000,-1968000,491000,-1477000,-1477000,-1477000,-1477000,165294000,163091000,2203000,28920000,28920000,40213000,20427000,19786000,234427000,14715000,22020000,13332000,8688000,36735000,271162000,58369000,58399000,58399000,116768000,14609000,14609000,14609000,131377000,204566000,-508188000,443407000,139785000,139785000,271162000,-1477000,1667000,9539000,-11180000,-1451000,-405000,-17000,-230000,-652000,455000,455000,-1228000,-773000,-2876000,-2876000,-2876000,557000,0,-11519000,0.49659,-0.01011,-0.01345,-0.01057,-0.00545,7.79892,2.00763,0.93985,0,-0.05458,-0.05354,4.05731,5.16555,-0.42567,-0.00957,-0.07461,-296.75763,148.91351
"34","2019_Q1",8.06213114754098,"Down",94713000,-51580000,43133000,-52732000,-52732000,-9599000,148000,148000,-9451000,-13450000,35000,-13415000,-13415000,-13415000,-13415000,168375000,166307000,2068000,27015000,27015000,36874000,18255000,18619000,232264000,16860000,20368000,12441000,7927000,37228000,269492000,62792000,63834000,63834000,126626000,6618000,6618000,15252000,141878000,205810000,-508188000,429992000,127614000,127614000,269492000,-13415000,1586000,7417000,7489000,3077000,-885000,-17000,-173000,-1075000,-2312000,112000,2359000,47000.0000000002,2049000,2049000,2049000,-8013000,8634000,-1444000,0.45541,-0.10135,-0.14164,-0.10512,-0.04978,0.107640000000001,1.83425,1.11177,0.03204,-0.4942,-0.48341,3.48915,4.7012,-0.0531999999999999,-0.0939,-0.01011,19.93523,16.64142
"35","2019_Q2",4.98571428571429,"Down",109764000,-51938000,57826000,-64992000,-64992000,-7166000,599000,599000,-6567000,-6596000,-46000,-6642000,-6642000,-6642000,-6642000,144073000,141837000,2236000,32069000,32069000,39048000,19796000,19252000,215190000,18778000,41207000,12050000,29157000,59985000,275175000,83898000,55943000,55943000,139841000,13351000,13351000,13351000,153192000,206821000,-508188000,423350000,121983000,121983000,275175000,-6642000,1498000,9611000,-20893000,-16426000,-6495000,-22000,-163000,-6680000,60000,60000,-755000,-695000,-23801000,-23801000,-23801000,-5668000,0,-33010000,0.52682,-0.06529,-0.06051,-0.05445,-0.02414,4.96989,1.53882,1.25585,0,-0.24437,-0.24437,4.03841,4.48797,-1.2145,-0.04908,-0.24392,25.41867,20.10508
"36","2019_Q3",3.0084375,"Down",107495000,-55088000,52407000,-67342000,-67342000,-14935000,297000,297000,-14638000,-20032000,2435000,-17597000,-17597000,-17597000,-17597000,106961000,104617000,2344000,33720000,33720000,45803000,25754000,20049000,186484000,28496000,82164000,47199000,34965000,110660000,297144000,83886000,59384000,59384000,143270000,31484000,31484000,31484000,174754000,185952000,-469315000,405753000,122390000,122390000,297144000,-17597000,2700000,12991000,-3786000,-5692000,-11272000,-52000,-130000,-30740000,96000,96000,-50999.9999999995,44999.9999999998,-36387000,-36387000,-36387000,-12235000,0,-29728000,0.48753,-0.13894,-0.1637,-0.14378,-0.05922,1.68938,1.30163,1.42785,0,-0.58207,-0.58207,3.55567,4.04836,-0.98333,-0.11436,-0.1932,8.74221000000001,7.16177
"37","2019_Q4",1.99859375,"Down",104251000,-51406000,52845000,-58227000,-58227000,-5382000,144000,144000,-5238000,-7705000,147000,-7558000,-7558000,-7558000,-7558000,81530000,79145000,2385000,35675000,35675000,50449000,24705000,25744000,167654000,32995000,70460000,45932000,24528000,103455000,271109000,68343000,54461000,54461000,122804000,30049000,30049000,30049000,152853000,189376000,-469315000,398195000,118256000,118256000,271109000,-7558000,2973000,11332000,-22872000,-16125000,-9189000,-28000,-161000,-9378000,0,0,-4000,-4000,-25507000,-25507000,-25507000,-2409000,0,-34617000,0.5069,-0.05163,-0.0725,-0.06391,-0.02788,4.58018,1.36522,1.29256,0,-0.24962,-0.24962,3.44313,3.90567,-1.14331,-0.05096,-0.23342,33.84392,15.14864
"38","2020_Q1",1.65403225806452,"Down",96285000,-141654000,-45369000,37720000,37720000,-7649000,-25000,-25000,-7674000,-21249000,-1766000,-23015000,-23015000,-23015000,-23015000,71782000,69280000,2502000,34951000,34951000,43781000,20524000,23257000,150514000,34294000,65330000,44419000,20911000,99624000,250138000,68160000,55284000,55284000,123444000,27756000,27756000,27756000,151200000,193073000,-469315000,375180000,98938000,98938000,250138000,-23015000,3058000,15011000,-2897000,-7843000,-4073000,-24000,-296000,-4596000,96000,96000,-9000,87000,-12352000,-12352000,-12352000,-4591000,0,-9795000.00000001,-0.47119,-0.07944,-0.23903,-0.23262,-0.09201,0.42559,1.21929,1.52823,0,-0.76012,-0.76012,3.18003,3.26765,-0.3235,-0.18166,-0.07731,15.63537,9.38449
"39","2020_Q2",2.26936507936508,"Up",97872000,-67149000,30723000,-38455000,-38455000,-7732000,-262000,-262000,-7994000,-10757000,12777000,2020000,2020000,2020000,2020000,63515000,61303000,2212000,46710000,46710000,53103000,28472000,24631000,163328000,33313000,65227000,43179000,22048000,98540000,261868000,62833000,62529000,62529000,125362000,31521000,31521000,31521000,156883000,197009000,-469315000,377291000,104985000,104985000,261868000,2020000,2978000,11732000,-22936000,-6206000,-1213000,-36000,-95000,-1344000,69183.6799351845,167868.034593072,947000,947000,-6603000,-6603000,-6603000,-4754000,0,-41680000,0.31391,-0.079,0.02064,0.01924,0.00771,-20.63366,1.30285,1.49434,0,0.06658,0.06301,3.22584,3.46028,-1.37376,0.0148,-0.30533,13.36033,8.21456
"40","2020_Q3",4.405,"Up",103940000,-64916000,39024000,-33256000,-33256000,5768000,161000,161000,5929000,5446000,-299000,5147000,5147000,5147000,5147000,76324000,75073000,1251000,42237000,42237000,45967000,20063000,25904000,164528000,32449000,67143000,41887000,25256000,99592000,264120000,58558000,62065000,62065000,120623000,31492000,31492000,31492000,152115000,176826000,-447259000,382438000,112005000,112005000,264120000,5147000,2905000,6150000,-1280000,12922000,-357000,1170000,-50999.9999999991,762000.000000001,6000.00000000001,112000,1353000,1359000,15043000,15043000,15043000,8673000,0,7335000,0.37545,0.05549,0.04952,0.04595,0.01949,1.4251,1.36399,1.35811,0,0.16016,0.16639,3.23438,3.48534,0.22825,0.03587,0.05112,-8.80018,-13.23232
"41","2020_Q4",4.10796875,"Down",102166000,-66617000,35549000,-34711000,-34711000,838000,39000,39000,877000,693000,428000,1121000,1121000,1121000,1121000,87967000,86628000,1339000,39709000,39709000,46778000,20145000,26633000,174454000,31431000,65197000,40597000,24600000,96628000,271082000,67845000,59554000,59554000,127399000,29429000,29429000,29429000,156828000,177954000,-447259000,383559000,114254000,114254000,271082000,1121000,2866000,6686000,2717000,13390000,-1017000,-18000,-53000,-1088000,0,0,-18000,-18000,12284000,12284000,12284000,3704000,0,4976000,0.34795,0.0082,0.01097,0.00981,0.00414,4.43889,1.36935,1.37263,0,0.03433,0.03294,3.12846,3.49861,0.15237,0.0078,0.03463,-23.74919,-104.97255
"42","2021_Q1",5.29590163934426,"Up",93143000,-61727000,31416000,-32550000,-32550000,-1134000,-58000,-58000,-1192000,-57402000,162000,-57240000,-57240000,-57240000,-57240000,36977000,35462000,1515000,7203999.99999999,7203999.99999999,32652000,12617000,20035000,76833000,30575000,53898000,31785000,22113000,84473000,161306000,62693000,8089999.99999999,8089999.99999999,70783000,31306000,31306000,31306000,102089000,180157000,-447259000,326319000,59217000,59217000,161306000,-57240000,2654000,60621000,-815000.000000001,5220000,-566000,-18000,-62398000,-62982000,105000,105000,-2789000,-2000.00000000012,-57764000,-57764000,-57764000,1520000,4.54747350886464e-13,-23000,0.33729,-0.01217,-0.61454,-0.96661,-0.35485,0.000399999999999956,1.08547,1.72398,0,-1.7503,-1.85784,2.84815,1.81075,-0.000699999999999978,-0.63233,-0.000250000000000007,-24.32697,32.60758
"43","2021_Q2",3.05936507936508,"Down",76859000,-44469000,32390000,-41727000,-41727000,-9337000,-73000,-73000,-9410000,-9410000,-83000,-9493000,-9493000,-9493000,-9493000,36418000,35052000,1366000,6831000,6831000,35426000,15393000,20033000,78675000,29565000,51806000,30921000,20885000,81371000,160046000,69038000,8077000,8077000,77115000,32025000,32025000,32025000,109140000,170780000,-436700000,316826000,50906000,50906000,160046000,-9493000,2285000,5052000,2932000,776000,-184000,217000,-143000,-110000,136616.774706651,143371.922663177,-1078000,-1078000,-412000,-412000,-412000,-7052000,0,-4221000,0.42142,-0.12148,-0.12351,-0.18648,-0.05931,0.44464,1.02023,2.14395,0,-0.28969,-0.28969,2.34548,1.55348,-0.12881,-0.11447,-0.0509,5.16421,3.9004
"44","2021_Q3",2.470625,"Down",69186000,-41229000,27957000,-30105000,-30105000,-2148000,232000,232000,-1916000,-4257000.00000001,224000,-4033000,-4033000,-4033000,-4033000,25457000,23981000,1476000,7922000,7922000,26514000,13231000,13283000,59893000,28615000,65387000,30433000,34954000,94002000,153895000,51439000,10582000,10582000,62021000,44766000,44766000,44766000,106787000,171015000,-436700000,312793000,47108000,47108000,153895000,-4033000,1977000,2772000,-17752000,-17036000,-549000,-34000,-190000.000000007,-773000,76000,76000,-88000,-12000,-17821000,-17821000,-17821000,-171000,0,-18696000,0.40408,-0.03105,-0.05829,-0.08561,-0.02621,4.63576,0.96569,2.26685,0,-0.12307,-0.12307,2.11132,1.43758,-0.57054,-0.0439,-0.2035,148.87135,11.85149
"45","2021_Q4",1.75375,"Down",62226000,-36936000,25290000,-30081000,-30081000,-4791000,-69000,-69000,-4860000,-5160000,-59000,-5219000,-5219000,-5219000,-5219000,32930000,31608000,1322000,8539000,8539000,25372000,15564000,9808000,66841000,27711000,63223000,29998000,33225000,90934000,157775000,57878000,13083000,13083000,70961000,43950000,43950000,43950000,114911000,171990000,-436700000,307574000,42864000,42864000,157775000,-5219000,2035000,3263000,4590000,4669000,-422000,153000,-232000,-501000,0,0,-16000,-16000,4152000,4152000,4152000,-2756000,0,1471000,0.40642,-0.07699,-0.08387,-0.12176,-0.03308,-0.28185,0.94194,2.68083,0,-0.15728,-0.15728,1.87529,1.29178,0.04433,-0.06012,0.01694,11.94848,6.8733
"46","2022_Q1",1.12661290322581,"Down",54762000,-37543000,17219000,-40910000,-26575000,-23691000,40000,40000,-23651000,-23651000,47000,-23604000,-23604000,-23604000,-23604000,29239000,28265000,974000,9631000,9631000,22711000,13423000,9288000,61581000,26382000,61071000,29499000,31572000,87453000,149034000,74769000,14939000,14939000,89708000,39320000,39320000,39320000,129028000,172736000,-436700000,283970000,20006000,20006000,149034000,-23604000,2036000,2776000,14950000,-3842000,-281000,417000,-156000,-20000,49000,49000,-50000,-1000,-3863000,-3863000,-3863000,-21655000,0,-7033000,0.31443,-0.43262,-0.43103,-1.17985,-0.15838,0.29796,0.68646,6.44947,0,-0.83436,-0.83436,1.93574,0.70718,-0.2486,-0.39787,-0.11855,1.35022000000002,1.23418
"47","2022_Q2",0.815806451612903,"Down",61633000,-39829000,21804000,-29036000,-29036000,-7232000,-127000,-127000,-7359000,-7359000,-78000,-7437000,-7437000,-7437000,-7437000,34603000,33698000,905000,6596000,6596000,23326000,17243000,6083000,64525000,24965000,59261000,29079000,30182000,84226000,148751000,85521000,15157000,15157000,100678000,36806000,36806000,36806000,137484000,171434000,-436700000,276533000,11267000,11267000,148751000,-7437000,2033000,528000,7482000,2606000,-24000,6000,-227000,-245000,106043.387079081,105810.450942649,-133000,-133000,2228000,2228000,2228000,-5199000,0,2337000,0.35377,-0.11734,-0.12067,-0.66007,-0.05,-0.31424,0.6409,12.20236,0,-0.22248,-0.22248,1.84381,0.33706,0.06991,-0.1547,0.04861,6.6557,4.78471
"48","2022_Q3",0.494375,"Down",51380000,-34995000,16385000,-27028000,-26108000,-10643000,-3824000,-3824000,-14467000,-4665000,-8000,-4673000,-4673000,-4673000,-4673000,21039000,20812000,227000,4951000,4951000,14712000,8633000,6079000,40702000,1100000,43631000,23915000,19716000,44731000,85433000,35523000,7405000,7405000,42928000,35900000,35900000,35900000,78828000,171445000,-436700000,271860000,6605000,6605000,85433000,-4673000,1878000,-8266000,-48732000,-59793000,48921000,6e+05,-268000,49253000,35000,35000,-11000,-2350000,-12890000,-12890000,-12890000,-8765000,0,-8568000,0.3189,-0.20714,-0.09095,-0.70749,-0.0547,1.83351,0.94815,11.9346,0,-0.13695,-0.13695,1.50577,0.19357,-0.2511,-0.10994,-0.20158,2.40034,1.97679
