"","YQ","p","d","revenue","cost_of_revenue","gross_profit","operating_expenses","selling_general_administrative","depreciation_amortization","other_operating_expenses","operating_income_loss","non_operating_income_loss","income_loss_from_affiliates","other_non_operating_income_loss","pretax_income_loss_adj","pretax_income_loss","income_tax_expense_benefit_net","income_loss_from_continuing_operations","net_extraordinary_gains_losses","discontinued_operations","income_loss_incl_minority_interest","net_income","net_income_common","cash_cash_equivalents_short_term_investments","cash_cash_equivalents","accounts_notes_receivable","accounts_receivable_net","inventories","raw_materials","other_short_term_assets","misc_short_term_assets","total_current_assets","property_plant_equipment_net","other_long_term_assets","deferred_tax_assets_long_term","investments_in_affiliates","misc_long_term_assets","total_noncurrent_assets","total_assets","payables_accruals","accounts_payable","other_short_term_liabilities","misc_short_term_liabilities","total_current_liabilities","long_term_debt","total_noncurrent_liabilities","total_liabilities","share_capital_additional_paid_in_capital","retained_earnings","equity_before_minority_interest","total_equity","total_liabilities_equity","net_income_starting_line","depreciation_amortization_2","non_cash_items","change_in_working_capital","net_cash_from_operating_activities","change_in_fixed_assets_intangibles","net_cash_from_investing_activities","cash_from_repayment_of_debt","other_financing_activities","net_cash_from_financing_activities","net_cash_before_disc_operations_and_fx","net_cash_before_fx","net_change_in_cash","ebitda","total_debt","free_cash_flow","gross_profit_margin","operating_margin","net_profit_margin","return_on_equity","return_on_assets","free_cash_flow_to_net_income","current_ratio","liabilities_to_equity_ratio","debt_ratio","earnings_per_share_basic","earnings_per_share_diluted","sales_per_share","equity_per_share","free_cash_flow_per_share","return_on_invested_capital","cash_return_on_invested_capital","net_debt_ebitda","net_debt_ebit"
"30","2018_Q2",15.371875,"Down",372489000,-311660000,60829000,-54148000,-37285000,-2507000,-14356000,6681000,-3246000,-101000,-3145000,3435000,-22469000,-108106000,-130575000,-372000,-372000,-130947000,-130947000,-130947000,177812000,177812000,31804000,31804000,1626721000,1626721000,12170000,12082000,1848507000,18742000,210733000,200101000,4277000,6355000,229475000,2077982000,97535000,97535000,103157000,103157000,200692000,1324509000,1324509000,1525201000,874385000,-321604000,552781000,552781000,2077982000,-130947000,2507000,110877000,-84661000,-102224000,-3702000,-4039000,-401481000,393029000,-8452000,-114715000,-114715000,-114715000,9188000,1324509000,28931000,0.1633,0.01794,-0.35155,-0.23689,-0.06302,-0.220939999999999,9.21067,2.75914,0.6374,-4.08507,-4.08507,11.62031,17.24477,0.90254,-0.06975,0.01541,124.80377,171.63553
"31","2018_Q3",13.1615873015873,"Down",455178000,-380101000,75077000,-61252000,-40852000,-3066000,-17334000,13825000,-1197000,256000,-1453000,12628000,12628000,-1012000,11616000,-58000,-58000,11558000,11558000,11558000,158787000,158787000,30183000,30183000,1677361000,1677361000,12895000,12783000,1879226000,20166000,208111000,199229000,4293000,4589000,228277000,2107503000,117143000,117143000,97937000,97937000,215080000,1325457000,1325457000,1540537000,877012000,-310046000,566966000,566966000,2107503000,11558000,3066000,3180000,-31765000,-13961000,-4490000,-4265000,-16000,-82000,-98000,-18324000,-18324000,-18324000,16891000,1325457000,-18352000,0.16494,0.03037,0.02539,0.02039,0.00548,-1.58782,8.73733,2.71716,0.62892,0.35961,0.35323,14.16235,17.64051,-0.571,0.00611,-0.0097,69.07051,84.38843
"32","2018_Q4",9.94746031746032,"Down",511521000,-428277000,83244000,-65664000,-42473000,-3656000,-19535000,17580000,117000,147000,-30000,17697000,17697000,-4268000,13429000,-20000,-20000,13409000,13409000,13409000,136298000,136298000,28005000,28005000,1767983000,1767983000,12286000,12167000,1944572000,22212000,210243000,195145000,4237000,10861000,232455000,2177027000,143135000,143135000,124722000,124722000,267857000,1326503000,1326503000,1594360000,879304000,-296637000,582667000,582667000,2177027000,13409000,3656000,6531000,-40887000,-17291000,-5702000,-5609000,-12000,-192999.99999994,-205000,-23105000,-23105000,-23105000,21236000,1326503000,-21085000,0.16274,0.03437,0.02621,0.02301,0.00615999999999999,-1.57245,7.25974,2.73631,0.60932,0.41712,0.409739999999999,15.91194,18.12508,-0.65589,0.00701999999999999,-0.01104,56.04657,67.70222
"33","2019_Q1",11.9613114754098,"Up",767945000,-642080000,125865000,-82403000,-48048000,-4578000,-29777000,43462000,55000,-268000,323000,43517000,41582000,18902000,60484000,121000,121000,60605000,60605000,60605000,139805000,139805000,24647000,24647000,1692284000,1692284000,13443000,13443000,1870179000,20843000,237080000,213955000,4035000,9339000,257923000,2128102000,126432000,126432000,126389000,126389000,252821000,1231254000,1231254000,1484075000,880059000,-236032000,644027000,644027000,2128102000,60605000,4578000,17963000,105168000,188314000,-3126000,-60235000,279044000,-402404000,-123296000,4783000,4783000,4783000,48040000,1231254000,131180000,0.1639,0.0566,0.07892,0.0941,0.02848,2.16451,7.39725,2.30437,0.57857,1.88086,1.9511,23.83294,19.98718,4.07113,0.03232,0.06995,22.71959,25.11272
"34","2019_Q2",10.9119047619048,"Down",402040000,-341385000,60655000,-57149000,-38642000,-2770000,-15737000,3506000,-106000,-64000.0000000001,-42000,3400000,3400000.00000001,3922000,7322000,-11000,-11000,7311000,7311000,7311000,84399000,84399000,19349000,19349000,1722120000,1722120000,12637000,12637000,1838505000,24408000,240477000,218025000,3650000,8197000,264885000,2103390000,99864000,99864000,112633000,112633000,212497000,1255784000,1255784000,1468281000,863830000,-228721000,635109000,635109000,2103390000,7311000,2770000,-919000,-63852000,-54690000,-6354000,-6300000,23520999.9999999,-2243000,4777999.99999997,-56212000,-56212000,-56212000,6276000,1255784000,-67852000,0.15087,0.00871999999999998,0.01818,0.01151,0.00348,-9.28081,8.65191,2.31186,0.59703,0.2299,0.22808,12.64237,19.97135,-2.13364,0.00387,-0.03588,186.64516,334.10867
"35","2019_Q3",12.04546875,"Up",421260000,-503940000,-82680000,-56270000,-37372000,-2900000,-15998000,-138950000,-256000,81000,-337000,-139206000,-138990000,38158000,-100832000,-30000,-30000,-100862000,-100862000,-100862000,86441000,86441000,18486000,18486000,1634399000,1634399000,12197000,12197000,1751523000,26662000,277156000,256347000,3726000,6478000,303818000,2055341000,125403000,125403000,99020000,99020000,224423000,1301760000,1301760000,1526183000,858741000,-329583000,529158000,529158000,2055341000,-100862000,2900000,111127000,-41509000,-28344000,-5154000,-9202000,46417000,-43000,39148000,1602000,1602000,1602000,-136050000,1301760000,-220871000,-0.19627,-0.32984,-0.23943,-0.19061,-0.04907,2.18983,7.80456,2.88417,0.63335,-3.28273,-3.3101,13.71066,17.22239,-7.18864,-0.05509,-0.12063,-8.93288,-8.74645
"36","2019_Q4",15.15828125,"Up",482738000,-410974000,71764000,-62221000,-40749000,-3242000,-18230000,9543000,-456000,299000,-755000,9087000,9444999.99999997,2180000,11625000,-23000,-23000,11602000,11602000,11602000,68491000,68491000,20287000,20287000,1702724000,1702724000,16293000,16293000,1807795000,28276000,284208000,258713000,3941000,10178000,312484000,2120279000,152441000,152441000,117635000,117635000,270076000,1316367000,1316367000,1586443000,851817000,-317981000,533836000,533836000,2120279000,11602000,3242000,593999.99999997,-26609000,-11171000,-4857000,-4789000,12729000,-2999.9999999851,2106000.00000001,-13854000,-13854000,-13854000,12785000,1316367000,-20861000,0.14866,0.01977,0.02403,0.02173,0.00547,-1.79805,6.69365,2.97178,0.62085,0.38351,0.383509999999999,15.95723,17.6463,-0.68957,0.00627,-0.01127,97.60469,130.76349
"37","2020_Q1",12.3833870967742,"Down",781701000,-516786000,264915000,-80292000,-44608000,-5847000,-29837000,184623000,-1004000,88000,-1092000,183619000,9507000,-7043000,2464000,-35000,-35000,2429000,2429000,2429000,106741000,106741000,26395000,26395000,1504248000,1504248000,20988000,16053000,1658372000,27421000,271851000,246957000,3962000,9556000,299272000,1957644000,131152000,131152000,109429000,109429000,240581000,1178309000,1178309000,1418890000,854306000,-315552000,538754000,538754000,1957644000,2429000,5847000,35716000,163848000,207840000,-4740000,-4834000,-159215000,-5817000,-164996000,38010000,38010000,38010000,190470000,1178309000,356621000,0.3389,0.23618,0.00311,0.00451,0.00124,146.81803,6.8932,2.63365,0.6019,0.08181,0.08181,26.32876,18.14598,12.01149,0.00141,0.20769,5.62591,5.80409
"38","2020_Q2",7.99190476190476,"Down",417804000,-354667000,63137000,-59191000,-39699000,-3427000,-16065000,3946000,-1353000,-13000,-1340000,2593000,2593000,210999.999999999,2804000,-58000,-58000,2746000,2746000,2746000,41277000,41277000,19439000,19439000,1574280000,1574280000,23371000,18759000,1658367000,26623000,283114000,247382000,3930000,20426000,309737000,1968104000,110153000,110153000,110609000,110609000,220762000,1208062000,1208062000,1428824000,852086000,-312806000,539280000,539280000,1968104000,2746000,3427000,2041999.99999999,-92745000,-84530000,-2632000,-2547000,28850000,-4531000,24319000,-62758000,-62758000,-62758000,7373000,1208062000,-88215000,0.15112,0.00943999999999998,0.00657,0.00509,0.0014,-32.12491,7.51201,2.6495,0.61382,0.0923100000000001,0.09111,14.04572,18.1295,-2.96561,0.00157,-0.05049,158.25105,295.68804
"39","2020_Q3",11.68515625,"Up",489413000,-410568000,78845000,-62421000,-40050000,-3627000,-18744000,16424000,-1639000,147000,-1786000,14785000,14785000,-4170000,10615000,-1000,-1000,10614000,10614000,10614000,294265000,294265000,20574000,20574000,1595300000,1595300000,27506000,18282000,1937645000,25820000,275530000,238766000,4040000,21348000,301350000,2238995000,137238000,137238000,125483000,125483000,262721000,1428792000,1428792000,1691513000,849674000,-302192000,547482000,547482000,2238995000,10614000,3627000,4926000,19450000,38617000,-2710000,-2795000,2.2e+08,1870000,216689000,252511000,252511000,252511000,20051000,1428792000,40961000,0.1611,0.03356,0.02169,0.01939,0.00474,3.85915,7.3753,3.08962,0.63814,0.35534,0.35359,16.38477,18.32882,1.37131,0.00537,0.02073,56.58207,69.07739
"40","2020_Q4",14.3696875,"Up",533112000,-441788000,91324000,-65907000,-41276000,-3780000,-20851000,25417000,-2900000,3999.99999999997,-2904000,22517000,20251000,-4981000,15270000,-82000,-82000,15188000,15188000,15188000,152266000,152266000,17846000,17846000,1511560000,1511560000,22310000,13086000,1703982000,24078000,274103000,233986000,4044000,24697000,298181000,2002163000,131200000,131200000,126922000,126922000,258122000,1179725000,1179725000,1437847000,851320000,-287004000,564316000,564316000,2002163000,15188000,3780000,8784000,77117000,104869000,-1954000,-1954000,-2.5e+08,-110000,-250110000,-147195000,-147195000,-147195000,29197000,1179725000,109341000,0.1713,0.04768,0.02849,0.02691,0.00759,7.19917,6.60146,2.54795,0.58923,0.51314,0.5082,18.01176,19.06602,3.6942,0.00871,0.06269,35.19057,40.42409
"41","2021_Q1",18.4337704918033,"Up",686748000,-569511000,117237000,-81014000,-49361000,-4806000,-26847000,36223000,-1926000,209000,-2135000,34297000,33660000,-9033000,24627000,-949000,-949000,23678000,23678000,23678000,327693000,327693000,19817000,19817000,1350738000,1350738000,24087000,14835000,1722335000,22280000,262865000,225143000,4003000,22343000,285145000,2007480000,132192000,132192000,151316000,151316000,283508000,1130801000,1130801000,1414309000,856497000,-263326000,593171000,593171000,2007480000,23678000,4806000,14529000,187126000,230139000,-2868000,-2868000,-5e+07,-117000,-50095000,177176000,177176000,177176000,41029000,1130801000,234320000,0.17071,0.05275,0.03448,0.03992,0.01179,9.89611,6.07508,2.38432,0.56329,0.79988,0.7959,23.19938,20.03821,7.91568,0.01373,0.13592,19.57415,22.17122
"42","2021_Q2",21.9560317460317,"Up",428539000,-352781000,75758000,-57605000,-37976000,-3122000,-16507000,18153000,-1527000,-75000,-1452000,16626000,16161000,-4125000,12036000,-38999.9999999998,-38999.9999999998,11997000,11997000,11997000,244628000,244628000,18599000,18599000,1413990000,1413990000,26623000,17420000,1703840000,22111000,258523000,221168000,3928000,22051000,280634000,1984474000,120863000,120863000,125824000,125824000,246687000,1131725000,1131725000,1378412000,857391000,-251329000,606062000,606062000,1984474000,11997000,3122000,8060000,-97757000,-74578000,-2858000,-2858000,51263536.6609589,-3047000,-3043999.99999997,-80480000,-80480000,-80480000,21275000,1131725000,-75215000,0.17678,0.04236,0.028,0.0198,0.00605,-6.26948,6.90689,2.27437,0.57029,0.40298,0.39876,14.39451,20.35746,-2.52645,0.0069,-0.04328,41.69669,48.86779
"43","2021_Q3",17.89546875,"Down",549889000,-451963000,97926000,-64308000,-39741000,-3683000,-20884000,33618000,-708000,186000,-894000,32910000,32347000,-7704000,24643000,-115000,-115000,24528000,24528000,24528000,355533000,355533000,17158000,17158000,1383616000,1383616000,27365000,18162000,1783672000,21989000,249910000,213624000,4114000,20796000,271899000,2055571000,150632000,150632000,148171000,148171000,298803000,1123001000,1123001000,1421804000,860568000,-226801000,633767000,633767000,2055571000,24528000,3683000,10473000,86033000,124717000,-3486000,-3486000,-10212000.0000001,0,-9584000,111647000,111647000,111647000,37301000,1123001000,127552000,0.17808,0.06114,0.04461,0.0387,0.01193,5.20026,5.96939,2.24342,0.54632,0.81888,0.81181,18.35839,21.15872,4.2584,0.01396,0.07261,20.575,22.82908
"44","2021_Q4",20.09265625,"Up",570932000,-455178000,115754000,-66830000,-42186000,-3689000,-20955000,48924000,303000,313000,-10000,49227000,47946000,-10804000,37142000,-7000.00000000006,-7000.00000000006,37135000,37135000,37135000,358334000,358334000,23028000,23028000,1408071000,1408071000,34192000,24690000,1823625000,22055000,246949000,204729000,4361000,26483000,269004000,2092629000,155084000,155084000,153887000,153887000,308971000,1110053000,1110053000,1419024000,863271000,-189666000,673605000,673605000,2092629000,37135000,3689000,14935000,-27356000,28403000,-3667000,-3667000,-14916000,-424000,-15407000,9329000,9329000,9329000,52613000,1110053000,32394000,0.20275,0.08569,0.06504,0.05513,0.01775,0.87233,5.90225,2.10661,0.53046,1.24355,1.23167,19.11901,22.55726,1.08479,0.02082,0.01816,14.2877,15.36504
"45","2022_Q1",17.7529032258065,"Down",590943000,-475273000,115670000,-68643000,-43382000,-3482000,-21779000,47027000,814000,170000,644000,47841000,47272000,1087000,48359000,2000,2000,48361000,48361000,48361000,246715000,246715000,25685000,25685000,1501602000,1485397087.47761,37357000,27428000,1811359000,22885000,244566000,204766000,4464000,23960000,267451000,2078810000,133391000,133391000,166505000,166505000,299896000,1054030000,1054030000,1353926000,866189000,-141305000,724884000,724884000,2078810000,48361000,3482000,2156000,-100885000,-46886000,-4178000,-4178000,-57348000,-474000,-57817000,-108881000,-108881000,-108881000,50509000,1054030000,-55641000,0.19574,0.07958,0.08184,0.06672,0.02326,-1.15053,6.03996,1.86778,0.50704,1.61451,1.58889,19.72835,24.19991,-1.85755,0.02719,-0.03128,15.98359,17.16705
"46","2022_Q2",14.6167741935484,"Down",454149000,-356749000,97400000,-56461000,-37767000,-2881000,-15813000,40939000,419000,98369.6762670447,419000,41358000,41358000,-6463000,34895000,-10000,-10000,34885000,34885000,34885000,157701000,157701000,20802000,20802000,1581801000,1581801000,38800000,29196000,1799104000,22898000,238189000,198946000,4590000,23277000,261087000,2060191000,114701000,114701000,135293000,135293000,249994000,1054938000,1054938000,1304932000,861679000,-106420000,755259000,755259000,2060191000,34885000,2881000,8485000,-124068000,-77817000,-2811000,-2811000,-79244540.0572745,-6618000,-6618000.00000001,-87246000,-87246000,-87246000,43820000,1054938000,-76596000,0.21447,0.09014,0.07681,0.04619,0.01693,-2.19567,7.19659,1.72779,0.51206,1.14995,1.13543,14.97063,24.89646,-2.52492,0.01927,-0.04231,20.47551,21.91644
"47","2022_Q3",13.7109375,"Down",508506000,-387821000,120685000,-65139000,-45530000,-3031000,-16578000,55546000,303000,451000,-148000,55849000,54750000,-10072000,44678000,-6000,-6000,44672000,44672000,44672000,163905000,163905000,24289000,24289000,1676972000,1676972000,43209000,33343000,1908375000,23168000,228461000,190876000,4667000,21542000,251629000,2160004000,147257000,147257000,160495000,160495000,307752000,1049895000,1049895000,1357647000,864105000,-61748000,802357000,802357000,2160004000,44672000,3031000,13315000,-41331000,19687000,-3225000,-3225000,-6113000.00000003,-2000,-6111000,10351000,10351000,10351000,58577000,1049895000,24093000,0.23733,0.10923,0.08785,0.05568,0.02068,0.53933,6.20102,1.69207,0.48606,1.47257,1.45398,16.76246,26.449,0.7942,0.02412,0.01301,15.12522,15.95056
