"","YQ","p","d","revenue","sales_services_revenue","other_revenue","cost_of_revenue","gross_profit","operating_expenses","selling_general_administrative","depreciation_amortization","operating_income_loss","non_operating_income_loss","interest_expense_net","interest_expense","interest_income","income_loss_from_affiliates","pretax_income_loss_adj","abnormal_gains_losses","pretax_income_loss","income_tax_expense_benefit_net","income_loss_from_continuing_operations","income_loss_incl_minority_interest","net_income","net_income_common","cash_cash_equivalents_short_term_investments","cash_cash_equivalents","accounts_notes_receivable","accounts_receivable_net","inventories","other_short_term_assets","misc_short_term_assets","total_current_assets","property_plant_equipment_net","long_term_investments_receivables","other_long_term_assets","intangible_assets","deferred_tax_assets_long_term","misc_long_term_assets","total_noncurrent_assets","total_assets","payables_accruals","accounts_payable","interest_dividends_payable","other_payables_accruals","short_term_debt","other_short_term_liabilities","deferred_revenue_short_term","deferred_tax_liabilities_short_term","total_current_liabilities","long_term_debt","other_long_term_liabilities","pension_liabilities","misc_long_term_liabilities","total_noncurrent_liabilities","total_liabilities","share_capital_additional_paid_in_capital","treasury_stock","retained_earnings","other_equity","equity_before_minority_interest","minority_interest_2","total_equity","total_liabilities_equity","net_income_starting_line","depreciation_amortization_2","non_cash_items","change_in_working_capital","net_cash_from_operating_activities","change_in_fixed_assets_intangibles","other_investing_activities","net_cash_from_investing_activities","cash_from_repayment_of_debt","net_cash_from_financing_activities","net_cash_before_disc_operations_and_fx","net_cash_before_fx","effect_of_foreign_exchange_rates","net_change_in_cash","ebitda","total_debt","free_cash_flow","gross_profit_margin","operating_margin","net_profit_margin","return_on_equity","return_on_assets","free_cash_flow_to_net_income","current_ratio","liabilities_to_equity_ratio","debt_ratio","earnings_per_share_basic","earnings_per_share_diluted","sales_per_share","equity_per_share","free_cash_flow_per_share","piotroski_f_score","return_on_invested_capital","cash_return_on_invested_capital","net_debt_ebitda","net_debt_ebit"
"30","2017_Q3",23.5050793650794,"Up",3.144e+09,2.787e+09,3.57e+08,-2.723e+09,4.21e+08,-1.83e+08,-6.7e+07,-1.21e+08,2.38e+08,-5.1e+07,-6.7e+07,-7.1e+07,4e+06,1.6e+07,1.87e+08,5.8e+07,2.45e+08,1.6e+07,2.61e+08,2.61e+08,2.61e+08,2.61e+08,1.522e+09,1.522e+09,1.206e+09,1.206e+09,1.727e+09,2.68e+08,2.68e+08,4.723e+09,4.01e+09,5.48e+08,2.99e+08,1.71e+08,4e+06,1.24e+08,4.857e+09,9.58e+09,2.359e+09,1.948e+09,7.3e+07,3.38e+08,1.75e+08,2.17e+08,7.7e+07,1.4e+08,2.751e+09,2.752e+09,1.522e+09,1.151e+09,3.43e+08,4.274e+09,7.025e+09,4.118e+09,-9.6e+07,-1.65e+08,-1.303e+09,2.554e+09,1e+06,2.555e+09,9.58e+09,2.61e+08,1.21e+08,-6.7e+07,62999999.9999999,3.78e+08,-7.3e+07,1e+06,-7.2e+07,-1.08e+08,-1.19e+08,1.87e+08,1.87e+08,9e+06,1.96e+08,3.59e+08,2.927e+09,3.33e+08,0.13391,0.0757,0.08302,0.10215,0.02724,1.27586,1.71683,2.74951,0.30553,1.48272,1.48272,17.86079,14.50906,1.89174,8,0.03855,0.04754,3.91365,5.90336000000002
"31","2017_Q4",27.981746031746,"Up",3.248e+09,2.977e+09,2.71e+08,-2.828e+09,4.2e+08,-1.93e+08,-7.5e+07,-1.18e+08,2.27e+08,-5.8e+07,-6.7e+07,-7.2e+07,5e+06,9e+06,1.69e+08,-2.2e+07,1.47e+08,0,1.47e+08,1.47e+08,1.47e+08,1.47e+08,1.694e+09,1.694e+09,1.317e+09,1.317e+09,1.737e+09,2.53e+08,2.53e+08,5.001e+09,4.111e+09,4.7e+08,2.96e+08,1.69e+08,0,1.27e+08,4.877e+09,9.878e+09,2.413e+09,2.018e+09,6.2e+07,3.33e+08,3e+06,2.36e+08,7.9e+07,1.57e+08,2.652e+09,2.896e+09,1.522e+09,1.119e+09,3.74e+08,4.418e+09,7.07e+09,4.113e+09,-9.2e+07,-1.8e+07,-1.196e+09,2.807e+09,1e+06,2.808e+09,9.878e+09,1.47e+08,1.18e+08,2.3e+07,1.7e+07,3.05e+08,-1.71e+08,-3e+06,-6.9e+07,-6.1e+07,-6.8e+07,1.68e+08,1.68e+08,5e+06,1.73e+08,3.45e+08,2.899e+09,1.91e+08,0.12931,0.06989,0.04526,0.05235,0.01488,1.29932,1.88575,2.51781,0.29348,0.83294,0.83294,18.40393,15.90512,1.08225,8,0.02144,0.02642,3.49275,5.30837
"32","2018_Q1",37.975737704918,"Up",3.133e+09,2.87e+09,2.63e+08,-2.748e+09,3.85e+08,-2.21e+08,-9.7e+07,-1.25e+08,1.64e+08,-4.1e+07,-5.6e+07,-6e+07,4e+06,1.5e+07,1.23e+08,-5.3e+07,7e+07,8.9e+07,1.59e+08,1.59e+08,1.59e+08,1.59e+08,1.553e+09,1.553e+09,1.173e+09,1.173e+09,1.738e+09,2.91e+08,2.91e+08,4.755e+09,4.28e+09,4.8e+08,3.47e+08,1.67e+08,5.6e+07,1.24e+08,5.107e+09,9.862e+09,2.564e+09,2.148e+09,6.9e+07,3.47e+08,3e+06,2.06e+08,7.4e+07,1.32e+08,2.773e+09,2.7e+09,1.068e+09,7.59e+08,3.03e+08,3.768e+09,6.541e+09,4.108e+09,-7.6e+07,1.33e+08,-8.45e+08,3.32e+09,1e+06,3.321e+09,9.862e+09,1.59e+08,1.25e+08,-1.12e+08,1.08e+08,2.8e+08,-2.09e+08,1e+06,-1.97e+08,-2.21e+08,-2.24e+08,-1.41e+08,-1.41e+08,2e+06,-1.39e+08,2.89e+08,2.703e+09,98999999.9999999,0.12289,0.05235,0.05075,0.04788,0.01612,0.622639999999999,1.71475,1.96959,0.27408,0.88665,0.88665,17.47097,18.51377,0.55207,7,0.02369,0.01396,3.97924,7.0122
"33","2018_Q2",34.516875,"Down",3.149e+09,2.821e+09,3.28e+08,-2.808e+09,3.41e+08,-2.06e+08,-7.8e+07,-1.28e+08,1.35e+08,-5.2e+07,-5.5e+07,-6e+07,5e+06,3e+06,8.3e+07,-6.4e+07,1.9e+07,-1e+06,1.8e+07,1.8e+07,1.8e+07,1.8e+07,1.372e+09,1.372e+09,1.347e+09,1.347e+09,1.824e+09,2.87e+08,2.87e+08,4.83e+09,4.357e+09,4.91e+08,3.48e+08,1.65e+08,5.6e+07,1.27e+08,5.196e+09,1.0026e+10,2.45e+09,2.077e+09,4.7e+07,3.26e+08,2.81e+08,2.28e+08,9.7e+07,1.31e+08,2.959e+09,2.571e+09,1.057e+09,7.28e+08,3.23e+08,3.628e+09,6.587e+09,4.072e+09,-1e+06,1.42e+08,-7.75e+08,3.438e+09,1e+06,3.439e+09,1.0026e+10,1.8e+07,1.28e+08,6.6e+07,-3.11e+08,-9.9e+07,-2.08e+08,0,-2.08e+08,1.02e+08,1.17e+08,-1.9e+08,-1.9e+08,1e+07,-1.8e+08,2.63e+08,2.852e+09,-2.55e+08,0.10829,0.04287,0.00572,0.00523,0.0018,-14.16667,1.63231,1.91538,0.28446,0.10096,0.10096,17.66233,19.2833,-1.43026,5,0.00367,-0.0347,5.62738,10.96296
"34","2018_Q3",31.1803174603175,"Down",3.609e+09,3.242e+09,3.67e+08,-3.121e+09,4.88e+08,-2.23e+08,-9.2e+07,-1.3e+08,2.65e+08,-1.1e+07,-3e+07,-3.5e+07,5e+06,1.9e+07,2.54e+08,-2.8e+07,2.26e+08,-1.2e+07,2.14e+08,2.14e+08,2.14e+08,2.14e+08,1.231e+09,1.231e+09,1.43e+09,1.43e+09,1.848e+09,3.03e+08,3.03e+08,4.812e+09,4.401e+09,4.98e+08,3.47e+08,1.62e+08,5.6e+07,1.29e+08,5.246e+09,1.0058e+10,2.671e+09,2.239e+09,4.6e+07,3.86e+08,4e+06,2.27e+08,9.2e+07,1.35e+08,2.902e+09,2.541e+09,1.009e+09,6.92e+08,3.11e+08,3.55e+09,6.452e+09,4.077e+09,-1000000.00000001,3.47e+08,-8.18e+08,3.605e+09,1e+06,3.606e+09,1.0058e+10,2.14e+08,1.3e+08,7999999.99999997,3.8e+07,3.9e+08,-1.72e+08,-1e+06,-1.73e+08,-3.36e+08,-3.44e+08,-1.27e+08,-1.27e+08,-2e+07,-1.47e+08,3.95e+08,2.545e+09,2.73e+08,0.13522,0.07343,0.0593,0.05935,0.02128,1.2757,1.65817,1.78924,0.25303,1.19618,1.19618,20.17294,20.15058,1.52597,6,0.03115,0.03813,3.32658,4.95849
"35","2018_Q4",24.2334920634921,"Down",3.729e+09,3.352e+09,3.77e+08,-3.172e+09,5.57e+08,-2.06e+08,-8.1e+07,-1.26e+08,3.51e+08,-2e+07,-3.7e+07,-4.3e+07,6e+06,1.7e+07,3.31e+08,-1.7e+07,3.14e+08,-2.3e+07,2.91e+08,2.91e+08,2.91e+08,2.91e+08,1.344e+09,1.344e+09,1.463e+09,1.463e+09,1.95e+09,3.11e+08,3.11e+08,5.068e+09,4.643e+09,5.08e+08,3.5e+08,1.6e+08,5.6e+07,1.34e+08,5.501e+09,1.0569e+10,2.882e+09,2.419e+09,3.8e+07,4.25e+08,4e+06,2.5e+08,1.06e+08,1.44e+08,3.136e+09,2.498e+09,9.93e+08,6.66e+08,3.2e+08,3.491e+09,6.627e+09,4.086e+09,-3e+06,6.29e+08,-7.71e+08,3.941e+09,1e+06,3.942e+09,1.0569e+10,2.91e+08,1.26e+08,9e+06,5e+06,4.31e+08,-2.56e+08,0,-2.56e+08,-4.8e+07,-5.7e+07,1.18e+08,1.18e+08,-3e+06,1.15e+08,4.77e+08,2.502e+09,2.49e+08,0.14937,0.09413,0.07804,0.07382,0.02753,0.85567,1.61607,1.68113,0.23673,1.62455,1.62455,20.81775,22.00127,1.39008,7,0.04034,0.03348,2.42767,3.29915
"36","2019_Q1",20.636393442623,"Down",3.691e+09,3.343e+09,3.48e+08,-3.204e+09,4.87e+08,-2.19e+08,-8.5e+07,-1.37e+08,2.68e+08,-1e+06,-2.3e+07,-3e+07,7e+06,2.2e+07,2.67e+08,-1.4e+07,2.53e+08,3.39e+08,5.92e+08,5.92e+08,5.92e+08,5.92e+08,1e+09,1e+09,1.435e+09,1.435e+09,2.092e+09,3.03e+08,3.03e+08,4.83e+09,4.865e+09,5.13e+08,7.74e+08,1.58e+08,4.45e+08,1.71e+08,6.152e+09,1.0982e+10,2.933e+09,2.454e+09,3.9e+07,4.4e+08,6.5e+07,1.99e+08,8.1e+07,1.18e+08,3.197e+09,2.316e+09,1.266e+09,9.8e+08,2.72e+08,3.582e+09,6.779e+09,4.094e+09,-7.8e+07,1.212e+09,-1.026e+09,4.202e+09,1e+06,4.203e+09,1.0982e+10,5.92e+08,1.37e+08,-3.28e+08,-1.85e+08,2.16e+08,-3.55e+08,2.9e+07,-3.26e+08,-1.49e+08,-2.31e+08,-3.41e+08,-3.41e+08,-4e+06,-3.45e+08,4.05e+08,2.381e+09,-4.74e+08,0.13194,0.07261,0.16039,0.14085,0.05391,-0.800679999999999,1.51079,1.6129,0.21681,3.33472,3.33472,20.79132,23.66977,-2.67003,7,0.07656,-0.06038,3.40988,5.15299
"37","2019_Q2",14.987619047619,"Down",3.499e+09,3.124e+09,3.75e+08,-3.172e+09,3.27e+08,-2.21e+08,-7.8e+07,-1.43e+08,1.06e+08,-1.7e+07,-2.6e+07,-3.1e+07,5e+06,9e+06,8.9e+07,-2.7e+07,6.2e+07,-8e+06,5.4e+07,5.4e+07,5.4e+07,5.4e+07,6.76e+08,6.76e+08,1.489e+09,1.489e+09,2.133e+09,3.32e+08,3.32e+08,4.63e+09,4.989e+09,5.35e+08,9.98e+08,1.56e+08,4.27e+08,4.15e+08,6.522e+09,1.1152e+10,2.787e+09,2.428e+09,2.6e+07,3.33e+08,6.6e+07,2.87e+08,1.19e+08,1.15e+08,3.14e+09,2.326e+09,1.45e+09,9.54e+08,4.84e+08,3.776e+09,6.916e+09,4.102e+09,-1.26e+08,1.255e+09,-9.96e+08,4.235e+09,1e+06,4.236e+09,1.1152e+10,5.4e+07,1.43e+08,3.1e+07,-1.99e+08,2.9e+07,-3.02e+08,-37717604.0488229,-3.02e+08,0,-5.6e+07,-3.29e+08,-3.29e+08,-2e+06,-3.31e+08,2.49e+08,2.392e+09,-2.44e+08,0.09346,0.03029,0.01543,0.01275,0.00484,-4.51852,1.47452,1.63267,0.21449,0.30938,0.30938,20.04641,24.26308,-1.39792,6,0.0078,-0.03021,6.89157,16.18868
"38","2019_Q3",12.57546875,"Down",3.545e+09,3.175e+09,3.7e+08,-3.227e+09,3.18e+08,-2.31e+08,-8.2e+07,-1.5e+08,8.7e+07,-3e+06,-3.1e+07,-3.6e+07,5e+06,2.8e+07,8.4e+07,-2.3e+07,6.1e+07,7e+06,6.8e+07,6.8e+07,6.8e+07,6.8e+07,6.51e+08,6.51e+08,1.42e+09,1.42e+09,2.166e+09,3.1e+08,3.1e+08,4.547e+09,5.233e+09,5.5e+08,9.61e+08,1.54e+08,4.33e+08,3.74e+08,6.744e+09,1.1291e+10,2.871e+09,2.498e+09,3.9e+07,3.34e+08,7e+07,2.82e+08,1.17e+08,1.11e+08,3.223e+09,2.345e+09,1.411e+09,9.26e+08,4.67e+08,3.756e+09,6.979e+09,4.115e+09,-1.55e+08,1.314e+09,-9.63e+08,4.311e+09,1e+06,4.312e+09,1.1291e+10,6.8e+07,1.5e+08,-1e+07,1.29e+08,3.37e+08,-3.25e+08,0,-3.25e+08,-1e+06,-4e+07,-2.8e+07,-2.8e+07,1e+06,-2.7e+07,2.37e+08,2.415e+09,3.4e+07,0.0897,0.02454,0.01918,0.01577,0.00602,0.5,1.4108,1.61851,0.21389,0.39442,0.39442,20.56205,25.00508,0.19721,5,0.00946,0.00418,7.44304,20.27586
"39","2019_Q4",12.16796875,"Down",3.069e+09,2.702e+09,3.67e+08,-2.902e+09,1.67e+08,-2.25e+08,-6.3e+07,-1.61e+08,-5.8e+07,6e+06,-2.5e+07,-2.8e+07,3e+06,3.1e+07,-5.2e+07,-7.6e+07,-1.28e+08,4.4e+07,-8.4e+07,-8.4e+07,-8.4e+07,-8.4e+07,4.76e+08,4.76e+08,1.183e+09,1.183e+09,2.071e+09,3.12e+08,3.12e+08,4.042e+09,5.31e+09,5.76e+08,9.89e+08,1.52e+08,4.6e+08,3.77e+08,6.875e+09,1.0917e+10,2.509e+09,2.138e+09,2.6e+07,3.45e+08,6.7e+07,2.74e+08,1.11e+08,1.07e+08,2.85e+09,2.5e+09,1.367e+09,9.05e+08,4.54e+08,3.867e+09,6.717e+09,4.126e+09,-1.73e+08,1.221e+09,-9.75e+08,4.199e+09,1e+06,4.2e+09,1.0917e+10,-8.4e+07,1.61e+08,1e+07,-5.7e+07,3e+07,-3.47e+08,0,-3.47e+08,1.62e+08,1.36e+08,-1.81e+08,-1.81e+08,-5e+06,-1.86e+08,1.03e+08,2.567e+09,-3.45e+08,0.05442,-0.0189,-0.02737,-0.02,-0.00769,4.10714,1.41825,1.59929,0.23514,-0.49243,-0.49243,17.99124,24.61558,-2.02248,4,-0.00934,-0.04241,20.30097,-36.05172
"40","2020_Q1",8.23064516129032,"Down",2.824e+09,2.505e+09,3.19e+08,-2.781e+09,4.3e+07,-2.28e+08,-6.6e+07,-1.62e+08,-1.85e+08,-3.8e+07,-4.9e+07,-5.3e+07,4e+06,1.1e+07,-2.23e+08,-2.24e+08,-4.47e+08,-2.21e+08,-6.68e+08,-6.68e+08,-6.68e+08,-6.68e+08,7.49e+08,7.49e+08,9.56e+08,9.56e+08,1.785e+09,3.23e+08,3.23e+08,3.813e+09,5.447e+09,1.466e+09,8.82e+08,1.5e+08,1.9e+07,7.13e+08,7.795e+09,1.1608e+10,2.435e+09,2.054e+09,4.5e+07,3.36e+08,1.4e+07,1.76e+08,113660079.641068,1.16e+08,2.625e+09,3.627e+09,1.263e+09,5.32e+08,7.27e+08,4.89e+09,7.515e+09,4.199e+09,-1.73e+08,5.44e+08,-4.78e+08,4.092e+09,1e+06,4.093e+09,1.1608e+10,-6.68e+08,1.62e+08,4.72e+08,3.2e+08,2.86e+08,-2.74e+08,-7.1e+08,-9.84e+08,1.146e+09,1.137e+09,4.39e+08,4.39e+08,4e+06,4.43e+08,-2.3e+07,3.641e+09,2.44e+08,0.01523,-0.06551,-0.23654,-0.16321,-0.05755,-0.36527,1.45257,1.83606,0.31366,-3.9729,-3.9729,16.79563,24.33701,1.45118,3,-0.07714,0.02712,-125.73913,-15.63243
"41","2020_Q2",7.67444444444445,"Down",2.748e+09,2.397e+09,3.51e+08,-2.605e+09,1.43e+08,-2.32e+08,-7.2e+07,-1.6e+08,-8.9e+07,-4.6e+07,-4.6e+07,-5e+07,4e+06,0,-1.35e+08,-2.75e+08,-4.1e+08,1.9e+07,-3.91e+08,-3.91e+08,-3.91e+08,-3.91e+08,1.35e+09,1.35e+09,1.085e+09,1.085e+09,2.075e+09,1.76e+08,1.76e+08,4.686e+09,5.407e+09,1.421e+09,8.52e+08,1.34e+08,5e+06,7.13e+08,7.68e+09,1.2366e+10,2.4e+09,2.033e+09,4.2e+07,3.25e+08,9.9e+07,2.78e+08,1e+08,1.18e+08,2.777e+09,4.616e+09,1.247e+09,5.84e+08,6.57e+08,5.863e+09,8.64e+09,4.203e+09,-1.75e+08,1.51e+08,-4.54e+08,3.725e+09,1e+06,3.726e+09,1.2366e+10,-3.91e+08,1.6e+08,2.86e+08,-1.97e+08,-1.42e+08,-2.81e+08,-4e+06,-2.77e+08,9.86e+08,9.83e+08,5.64e+08,5.64e+08,-6e+06,5.58e+08,7.1e+07,4.715e+09,-4.26e+08,0.05204,-0.03239,-0.14229,-0.10494,-0.03162,1.08951,1.68743,2.31884,0.38129,-2.29697,-2.29697,16.14343,21.88293,-2.50258,3,-0.04036,-0.04397,47.39437,-37.80899
"42","2020_Q3",7.460625,"Down",2.091e+09,2e+09,9.1e+07,-2.274e+09,-1.83e+08,-2.21e+08,-6.2e+07,-1.59e+08,-4.04e+08,-9.4e+07,-6.3e+07,-6.4e+07,1e+06,-3.1e+07,-4.98e+08,-9.6e+07,-5.94e+08,5e+06,-5.89e+08,-5.89e+08,-5.89e+08,-5.89e+08,2.3e+09,2.3e+09,8.79e+08,8.79e+08,1.634e+09,1.11e+08,1.11e+08,4.924e+09,5.41e+09,1.376e+09,8.41e+08,1.32e+08,1.9e+07,6.9e+08,7.627e+09,1.2551e+10,1.799e+09,1.385e+09,6e+07,3.54e+08,9.4e+07,2.48e+08,7.4e+07,1.16e+08,2.141e+09,5.505e+09,1.251e+09,5.63e+08,6.82e+08,6.756e+09,8.897e+09,4.62e+09,-1.75e+08,-4.38e+08,-3.9e+08,3.617e+09,3.7e+07,3.654e+09,1.2551e+10,-5.89e+08,1.59e+08,1.01e+08,1.09e+08,-2.2e+08,-1.73e+08,-3e+06,-1.76e+08,8.74e+08,1.323e+09,9.27e+08,9.27e+08,5e+06,9.32e+08,-2.45e+08,5.599e+09,-3.14e+08,-0.08752,-0.19321,-0.28168,-0.16119,-0.04693,0.53311,2.29986,2.43487,0.4461,-3.35946,-3.35946,11.92635,20.63014,-1.79095,2,-0.05607,-0.02989,-13.46531,-8.16584
"43","2020_Q4",12.2584375,"Up",2.34e+09,2.072e+09,2.68e+08,-2.295e+09,4.5e+07,-2.27e+08,-6.5e+07,-1.62e+08,-1.82e+08,-8.2e+07,-5.7e+07,-5.8e+07,1e+06,-2.5e+07,-2.64e+08,6e+06,-2.58e+08,2.4e+07,-2.34e+08,-2.34e+08,-2.34e+08,-2.34e+08,1.696e+09,1.696e+09,9.96e+08,9.96e+08,1.398e+09,1.54e+08,1.54e+08,4.244e+09,5.43e+09,1.286e+09,7.71e+08,1.31e+08,2.1e+07,6.19e+08,7.487e+09,1.1731e+10,1.919e+09,1.533e+09,7.4e+07,3.12e+08,2.62e+08,2.82e+08,1.13e+08,1.09e+08,2.463e+09,4.628e+09,1.136e+09,5.43e+08,5.87e+08,5.764e+09,8.227e+09,4.627e+09,-1.75e+08,-6.71e+08,-3.32e+08,3.449e+09,5.5e+07,3.504e+09,1.1731e+10,-2.34e+08,1.62e+08,-3e+06,2.88e+08,2.13e+08,-1.34e+08,8e+06,-1.34e+08,-7.44e+08,-7.32e+08,-6.53e+08,-6.53e+08,1.1e+07,-6.42e+08,-2e+07,4.89e+09,1.1e+08,0.01923,-0.07778,-0.1,-0.06678,-0.01995,-0.47009,1.7231,2.34789,0.41684,-1.06003,-1.06003,10.60032,15.62415,0.49831,3,-0.02455,0.01154,-159.7,-17.54945
"44","2021_Q1",19.4881967213115,"Up",2.562e+09,2468838011.51621,333158655.778705,-2.381e+09,1.81e+08,-3.57e+08,-7.8e+07,-1.62e+08,-1.76e+08,-5.1e+07,-1.07e+08,-1.08e+08,1e+06,5.6e+07,-2.27e+08,1.82e+08,-4.5e+07,9.4e+07,4.9e+07,4.9e+07,4.9e+07,4.9e+07,1.985e+09,1.985e+09,9.14e+08,9.14e+08,1.402e+09,1.31e+08,1.31e+08,4.432e+09,5.444e+09,1.177e+09,1.006e+09,1.29e+08,2.2e+07,8.51e+08,7.627e+09,1.2059e+10,2.251e+09,1.884e+09,5.9e+07,3.08e+08,1.92e+08,2.13e+08,127152851.158848,1.54e+08,2.656e+09,4.695e+09,8.29e+08,3.22e+08,4.96e+08,5.524e+09,8.18e+09,4.631e+09,-1.75e+08,-6.23e+08,-4.7e+07,3.786e+09,9.3e+07,3.879e+09,1.2059e+10,4.9e+07,1.62e+08,-1.97e+08,2.73e+08,2.87e+08,3e+07,-6e+06,2.4e+07,-29999999.9999998,7e+06,3.18e+08,3.18e+08,1.3e+07,3.31e+08,-1.4e+07,4.887e+09,1.95e+08,0.07065,-0.0687,0.01913,0.01263,0.00406,3.97959,1.66867,2.10879,0.40526,0.22214,0.22214,11.61452,17.16337,0.88401,6,0.00511,0.02032,-207.28571,-16.48864
"45","2021_Q2",24.3046031746032,"Up",3.664e+09,3.369e+09,2.95e+08,-3.074e+09,5.9e+08,-2.91e+08,-1.02e+08,-1.89e+08,2.99e+08,-4.6e+07,-9.1e+07,-9.2e+07,1e+06,4.5e+07,2.53e+08,-1.61e+08,9.2e+07,-1e+06,9.1e+07,9.1e+07,9.1e+07,9.1e+07,7.53e+08,7.53e+08,1.517e+09,1.517e+09,1.75e+09,2.3e+08,2.3e+08,4.25e+09,7.563e+09,5.45e+08,2.331e+09,5.39e+08,1.4e+07,8.69e+08,1.0439e+10,1.4689e+10,2.747e+09,2.402e+09,6e+07,2.85e+08,4.5e+07,3.52e+08,1.26e+08,1.68e+08,3.144e+09,5.787e+09,1.038e+09,2.88e+08,6.96e+08,6.825e+09,9.969e+09,5.431e+09,-1.82e+08,-5.32e+08,-9e+07,4.627e+09,9.3e+07,4.72e+09,1.4689e+10,9.1e+07,1.89e+08,1.14e+08,-2.83e+08,1.11e+08,-1.36e+08,-1e+06,-7.62e+08,-1.354e+09,-5.73e+08,-1.224e+09,-1.224e+09,-1.2e+07,-1.236e+09,4.88e+08,5.832e+09,7e+07,0.16103,0.0816,0.02484,0.01928,0.0062,0.76923,1.35178,2.11208,0.39703,0.34737,0.34737,13.98639,17.6624,0.26721,6,0.00785,0.00604,10.40779,16.98662
"46","2021_Q3",24.7028125,"Up",5.025e+09,4.684e+09,3.41e+08,-3.678e+09,1.347e+09,-3.08e+08,-1.06e+08,-2.02e+08,1.039e+09,-7.9e+07,-8.3e+07,-8.4e+07,1e+06,4000000.00000001,9.6e+08,14999999.9999999,9.75e+08,3.7e+07,1.012e+09,1.012e+09,1.012e+09,1.012e+09,1.329e+09,1.329e+09,1.903e+09,1.903e+09,1.914e+09,4.92e+08,3.38e+08,5.638e+09,7.375e+09,5.72e+08,2.499e+09,5.33e+08,4.4e+07,1.013e+09,1.0446e+10,1.6084e+10,3.2e+09,2.675e+09,1e+08,4.25e+08,7.63e+08,4.88e+08,1.44e+08,2.08e+08,4.451e+09,4.803e+09,8.87e+08,2.08e+08,6.33e+08,5.69e+09,1.0141e+10,5.447e+09,-1.83e+08,4.8e+08,1.07e+08,5.851e+09,9.2e+07,5.943e+09,1.6084e+10,1.012e+09,2.02e+08,-9.1e+07,-1.31e+08,9.92e+08,-1.23e+08,1.86264514923096e-09,-1.23e+08,-2.8e+08,-2.82e+08,5.87e+08,5.87e+08,3e+06,5.9e+08,1.241e+09,5.566e+09,9.5e+08,0.26806,0.20677,0.20139,0.17028,0.06292,0.93874,1.26668,1.70638,0.34606,3.74572,3.86305,18.59906,21.65633,3.51624,6,0.08164,0.07664,3.41418000000001,4.07796
"47","2021_Q4",23.31015625,"Down",5.964e+09,5085272626.90456,362990893.97603,-3.881e+09,2.083e+09,-3.04e+08,-1.08e+08,-1.96e+08,1.779e+09,-1.7e+07,-7.4e+07,-7.5e+07,1e+06,5.7e+07,1.762e+09,5e+08,2.262e+09,-2.6e+08,2.002e+09,2.002e+09,2.002e+09,2.002e+09,2.044e+09,2.044e+09,2.275e+09,2.275e+09,2.086e+09,3.94e+08,3.94e+08,6.799e+09,7.38e+09,6.28e+08,2.526e+09,5.27e+08,4.6e+07,1.044e+09,1.0534e+10,1.7333e+10,3.594e+09,3e+09,5.2e+07,5.42e+08,6.1e+07,3.75e+08,162139713.171438,3.15e+08,4.03e+09,4.272e+09,1.023e+09,2.02e+08,6.21e+08,5.295e+09,9.325e+09,5.464e+09,-1.84e+08,2.48e+09,1.56e+08,7.916e+09,9.2e+07,8.008e+09,1.7333e+10,2.002e+09,1.96e+08,-4.36e+08,-2.6e+08,1.502e+09,4.51e+08,-2e+06,4.49e+08,-1.264e+09,-1.265e+09,6.86e+08,6.86e+08,-6e+06,6.8e+08,1.975e+09,4.333e+09,2.426e+09,0.34926,0.29829,0.33568,0.25,0.1155,1.21179,1.6871,1.16446,0.24999,7.41001,7.17298,22.07458,29.29953,8.97937,6,0.14981,0.18153,1.15899,1.28668
"48","2022_Q1",26.8175806451613,"Up",5.622e+09,4867991671.66654,362730568.893837,-3.9e+09,1.722e+09,-1.44e+08,-1.1e+08,-2.04e+08,1.578e+09,-1.67e+08,-6.1e+07,-6.2e+07,1e+06,-1.06e+08,1.411e+09,-3.96e+08,1.015e+09,5.4e+07,1.069e+09,1.069e+09,1.069e+09,1.069e+09,2.522e+09,2.522e+09,1.968e+09,1.968e+09,2.21e+09,4.52e+08,4.52e+08,7.152e+09,7.254e+09,6.94e+08,2.716e+09,5.19e+08,3.2e+07,1.245e+09,1.0664e+10,1.7816e+10,3.401e+09,2.908e+09,6.8e+07,4.25e+08,2.8e+07,4.23e+08,171870726.563643,3.65e+08,3.852e+09,3.863e+09,9.98e+08,2.35e+08,6.41e+08,4.861e+09,8.713e+09,5.479e+09,-3.34e+08,3.534e+09,3.31e+08,9.01e+09,9.3e+07,9.103e+09,1.7816e+10,1.069e+09,2.04e+08,2.77e+08,-6.5e+07,1.485e+09,-4.02e+08,-2e+06,-4.04e+08,-4.62e+08,-6.27e+08,4.54e+08,4.54e+08,-6e+06,4.48e+08,1.782e+09,3.891e+09,1.261e+09,0.3063,0.28068,0.19015,0.11743,0.06,1.17961,1.8567,0.95716,0.2184,3.42033,3.42033,17.98792,28.82803,4.03464,8,0.0764,0.09012,0.768240000000001,0.86755
