"","YQ","p","d","revenue","cost_of_revenue","gross_profit","operating_expenses","selling_general_administrative","operating_income_loss","non_operating_income_loss","interest_expense_net","other_non_operating_income_loss","pretax_income_loss_adj","pretax_income_loss","income_tax_expense_benefit_net","income_loss_from_continuing_operations","income_loss_incl_minority_interest","minority_interest","net_income","net_income_common","cash_cash_equivalents_short_term_investments","cash_cash_equivalents","accounts_notes_receivable","inventories","other_short_term_assets","prepaid_expenses","total_current_assets","property_plant_equipment_net","other_long_term_assets","goodwill","other_intangible_assets","misc_long_term_assets","total_noncurrent_assets","total_assets","payables_accruals","accounts_payable","other_payables_accruals","total_current_liabilities","long_term_debt","other_long_term_liabilities","total_noncurrent_liabilities","total_liabilities","share_capital_additional_paid_in_capital","retained_earnings","other_equity","equity_before_minority_interest","minority_interest_2","total_equity","total_liabilities_equity","net_income_starting_line","change_in_working_capital","net_cash_from_operating_activities","change_in_fixed_assets_intangibles","net_change_in_long_term_investment","other_investing_activities","net_cash_from_investing_activities","dividends_paid","cash_from_repurchase_of_equity","net_cash_from_financing_activities","net_cash_before_disc_operations_and_fx","net_cash_before_fx","effect_of_foreign_exchange_rates","net_change_in_cash","total_debt","gross_profit_margin","operating_margin","net_profit_margin","return_on_equity","return_on_assets","current_ratio","liabilities_to_equity_ratio","debt_ratio","earnings_per_share_basic","earnings_per_share_diluted","sales_per_share","equity_per_share","dividends_per_share","piotroski_f_score","return_on_invested_capital","dividend_payout_ratio","net_debt_ebit"
"24","2016_Q1",25.1447540983607,"Down",1.715e+09,-1.183e+09,5.32e+08,-3.2e+08,-3.2e+08,2.12e+08,-5.2e+07,-5.4e+07,2e+06,1.6e+08,1.6e+08,-7.4e+07,8.6e+07,8.5e+07,-1e+07,7.5e+07,7.5e+07,1.716e+09,1.468e+09,8.53e+08,6.87e+08,7.2e+07,7.2e+07,3.328e+09,1.027e+09,1.309e+09,8.39e+08,1.6e+08,3.1e+08,2.336e+09,5.664e+09,1.399e+09,7.49e+08,6.5e+08,2.403e+09,2.403e+09,8e+08,3.203e+09,5.606e+09,3.3e+08,-3e+08,-1.65e+08,-1.35e+08,1.93e+08,5.8e+07,5.664e+09,-1.87e+08,1.54e+08,3.88e+08,-4.1e+07,3e+06,-7e+06,-4.5e+07,-3.2e+07,-4.9e+07,-1.48e+08,1.95e+08,1.95e+08,-6e+06,1.89e+08,2.403e+09,0.3102,0.12362,0.04373,1.2931,0.01324,1.38494,96.65517,0.42426,0.22523,0.22388,5.15015,-0.40541,0.0961,6,0.03281,0.42667,3.24057
"25","2016_Q2",28.8809375,"Up",1.72e+09,-1.151e+09,5.69e+08,-3.35e+08,-3.35e+08,2.34e+08,-5.7e+07,-5.6e+07,-1e+06,1.77e+08,1.77e+08,-5.8e+07,1.19e+08,1.19e+08,-1e+07,1.09e+08,1.09e+08,2.37e+09,2.175e+09,1.036e+09,7.55e+08,8.7e+07,8.7e+07,4.248e+09,1.04e+09,1.266e+09,8.44e+08,1.58e+08,2.64e+08,2.306e+09,6.554e+09,1.486e+09,8.34e+08,6.52e+08,2.789e+09,2.993e+09,6.88e+08,3.681e+09,6.47e+09,3.29e+08,-3.1e+08,-1.45e+08,-1.26e+08,2.1e+08,8.4e+07,6.554e+09,2.19e+08,-2.89e+08,-7e+07,-3.7e+07,0,5.7e+07,2e+07,-3.2e+07,-8.5e+07,7.51e+08,7.01e+08,7.01e+08,6e+06,7.07e+08,2.993e+09,0.33081,0.13605,0.06337,1.29762,0.01663,1.52313,77.02381,0.45667,0.3303,0.32733,5.21212,-0.38182,0.09697,6,0.03745,0.29358,2.66239
"26","2016_Q3",31.76671875,"Up",2.001e+09,-1.301e+09,7e+08,-3.65e+08,-3.65e+08,3.35e+08,-8.2e+07,-8.7e+07,5e+06,2.53e+08,2.53e+08,-9e+07,1.63e+08,1.63e+08,-1.3e+07,1.5e+08,1.5e+08,1.091e+09,9.56e+08,1.113e+09,7.65e+08,8.8e+07,8.8e+07,3.057e+09,1.039e+09,1.228e+09,8.4e+08,1.56e+08,2.32e+08,2.267e+09,5.324e+09,1.629e+09,9.13e+08,7.16e+08,1.632e+09,2.993e+09,6.29e+08,3.622e+09,5.254e+09,3.26e+08,-2.73e+08,-1.7e+08,-1.17e+08,1.87e+08,7e+07,5.324e+09,2.14e+08,45999999.9999999,2.6e+08,-4.2e+07,1.3e+07,5.4e+07,2.5e+07,-6.2e+07,-8.2e+07,-1.489e+09,-1.204e+09,-1.204e+09,-1.5e+07,-1.219e+09,2.993e+09,0.34983,0.16742,0.07496,2.14286,0.02817,1.87316,75.05714,0.56217,0.45732,0.45317,6.10061,-0.35671,0.18902,8,0.05742,0.41333,5.67761
"27","2016_Q4",29.5398412698413,"Down",1.877e+09,-1.263e+09,6.14e+08,-3.45e+08,-3.45e+08,2.69e+08,-4.2e+07,-4.3e+07,1e+06,2.27e+08,2.27e+08,-8.1e+07,1.46e+08,1.46e+08,-1.2e+07,1.34e+08,1.34e+08,1.223e+09,1.041e+09,1.054e+09,7.58e+08,8.7e+07,8.7e+07,3.122e+09,1.049e+09,1.202e+09,8.41e+08,1.55e+08,2.06e+08,2.251e+09,5.373e+09,1.508e+09,8.66e+08,6.42e+08,1.511e+09,2.993e+09,7.66e+08,3.759e+09,5.27e+09,3.25e+08,-2.53e+08,-1.7e+08,-9.8e+07,2.01e+08,1.03e+08,5.373e+09,2.37e+08,5.6e+07,2.93e+08,-3.8e+07,1e+06,-4.8e+07,-8.5e+07,-3.2e+07,-7.4e+07,-1.22e+08,8.6e+07,8.6e+07,-1e+06,8.5e+07,2.993e+09,0.32712,0.14331,0.07139,1.30097,0.02494,2.06618,51.16505,0.55704,0.41104,0.40729,5.75767,-0.30061,0.09816,8,0.04298,0.23881,6.57993
"28","2017_Q1",30.8670967741935,"Up",1.763e+09,-1.184e+09,5.79e+08,-3.3e+08,-3.3e+08,2.49e+08,-7.4e+07,-4.3e+07,-3.1e+07,1.75e+08,1.75e+08,-6.7e+07,1.08e+08,1.08e+08,-8e+06,1e+08,1e+08,1.191e+09,9.9e+08,9.17e+08,7.12e+08,1.14e+08,1.14e+08,2.934e+09,1.06e+09,1.143e+09,8.32e+08,1.54e+08,1.57e+08,2.203e+09,5.137e+09,1.458e+09,8e+08,6.58e+08,1.46e+09,2.995e+09,7.85e+08,3.78e+09,5.24e+09,3.18e+08,-3.81e+08,-2.35e+08,-2.98e+08,1.95e+08,-1.03e+08,5.137e+09,-1.34e+08,9.7e+07,3.06e+08,-6.3e+07,1.8e+07,-3.9e+07,-8.4e+07,-3.3e+07,-2.17e+08,-2.49e+08,-27000000.0000002,-27000000.0000002,-2.4e+07,-50999999.9999998,2.995e+09,0.32842,0.14124,0.05672,-0.97087,0.01947,2.00959,-50.87379,0.58303,0.3125,0.30581,5.50938,-0.93125,0.10312,8,0.03617,0.33,7.24498
"29","2017_Q2",33.8896825396825,"Up",1.778e+09,-1.173e+09,6.05e+08,-3.48e+08,-3.48e+08,2.57e+08,-4.7e+07,-4.3e+07,-4e+06,2.1e+08,2.1e+08,-6.2e+07,1.48e+08,1.48e+08,-1e+07,1.38e+08,1.38e+08,8.83e+08,6.89e+08,1.144e+09,8.26e+08,1.05e+08,1.05e+08,2.958e+09,1.074e+09,1.107e+09,8.35e+08,1.54e+08,1.18e+08,2.181e+09,5.139e+09,1.421e+09,9.03e+08,5.18e+08,1.424e+09,2.996e+09,7.78e+08,3.774e+09,5.198e+09,3.16e+08,-3.7e+08,-2.14e+08,-2.68e+08,2.09e+08,-5.9e+07,5.139e+09,2.46e+08,-3.95e+08,-1.49e+08,-3.1e+07,3e+06,2e+06,-2.6e+07,-3.2e+07,-8.7e+07,-1.33e+08,-3.08e+08,-3.08e+08,7e+06,-3.01e+08,2.996e+09,0.34027,0.14454,0.07762,-2.33898,0.02685,2.07725,-88.10169,0.58299,0.43533,0.42991,5.60883,-0.84543,0.10095,6,0.04576,0.23188,8.22179
"30","2017_Q3",35.0095238095238,"Up",2.066e+09,-1.32e+09,7.46e+08,-3.74e+08,-3.74e+08,3.72e+08,-1.1e+08,-1.53e+08,4.3e+07,2.62e+08,2.62e+08,-8.6e+07,1.76e+08,1.76e+08,-1.3e+07,1.63e+08,1.63e+08,1.136e+09,9.92e+08,1.231e+09,8.5e+08,8.9e+07,8.9e+07,3.306e+09,1.08e+09,1.103e+09,7.97e+08,1.56e+08,1.5e+08,2.183e+09,5.489e+09,1.575e+09,9.6e+08,6.15e+08,1.692e+09,2.967e+09,7.6e+08,3.727e+09,5.419e+09,3.15e+08,-2.88e+08,-1.58e+08,-1.31e+08,2.01e+08,7e+07,5.489e+09,2.89e+08,1.5e+07,3.04e+08,-4e+07,2e+06,6.2e+07,1.5e+08,-6.7e+07,-4.7e+07,-1.72e+08,2.82e+08,2.82e+08,2.1e+07,3.03e+08,2.967e+09,0.36108,0.18006,0.0789,2.32857,0.0297,1.9539,77.41429,0.54054,0.51746,0.51097,6.55873,-0.41587,0.2127,9,0.06057,0.41104,4.92204
"31","2017_Q4",37.8430158730159,"Up",1.945e+09,-1.288e+09,6.57e+08,-3.48e+08,-3.48e+08,3.09e+08,-4.5e+07,-4.3e+07,-2e+06,2.64e+08,2.64e+08,-1e+08,1.64e+08,1.64e+08,-1.2e+07,1.52e+08,1.52e+08,1.218e+09,1.141e+09,1.128e+09,8.66e+08,9.6e+07,9.6e+07,3.308e+09,1.097e+09,1.078e+09,8.01e+08,1.56e+08,1.21e+08,2.175e+09,5.483e+09,1.591e+09,9.16e+08,6.75e+08,1.708e+09,2.969e+09,7.46e+08,3.715e+09,5.423e+09,3.11e+08,-3.43e+08,-1.27e+08,-1.59e+08,2.19e+08,6e+07,5.483e+09,2.14e+08,9.8e+07,3.12e+08,-3.6e+07,1e+06,6.6e+07,3.3e+07,-3.2e+07,-1.78e+08,-2.13e+08,1.32e+08,1.32e+08,1.7e+07,1.49e+08,2.969e+09,0.33779,0.15887,0.07815,2.53333,0.02772,1.93677,90.38333,0.54149,0.48562,0.48101,6.21406,-0.50799,0.10224,8,0.04874,0.21053,5.66667
"32","2018_Q1",40.0988524590164,"Up",1.853e+09,-1.249e+09,6.04e+08,-3.48e+08,-3.48e+08,2.56e+08,-1.08e+08,-3.9e+07,-6.9e+07,1.48e+08,1.48e+08,-5.6e+07,9.2e+07,9.2e+07,-1.2e+07,8e+07,8e+07,1.302e+09,1.194e+09,1.066e+09,7.84e+08,1.11e+08,1.11e+08,3.263e+09,1.129e+09,1.142e+09,8.41e+08,1.87e+08,1.14e+08,2.271e+09,5.534e+09,1.551e+09,8.24e+08,7.27e+08,1.667e+09,2.969e+09,7.15e+08,3.684e+09,5.351e+09,3.1e+08,-2.98e+08,-6.5e+07,-5.3e+07,2.36e+08,1.83e+08,5.534e+09,-1.69e+08,1.31e+08,2.84e+08,-4.2e+07,1e+06,-5.2e+07,-1.82e+08,-3.3e+07,-1.9e+07,-5.9e+07,4.3e+07,4.3e+07,1e+07,5.3e+07,2.969e+09,0.32596,0.13815,0.04317,0.43716,0.01446,1.95741,29.24044,0.5365,0.25723,0.25316,5.9582,-0.17042,0.10611,6,0.02922,0.4125,6.51172
"33","2018_Q2",36.03375,"Down",1.92e+09,-1.301e+09,6.19e+08,-3.75e+08,-3.75e+08,2.44e+08,-4.4e+07,-4.1e+07,-3e+06,2e+08,2e+08,-3.9e+07,1.61e+08,1.61e+08,-1.2e+07,1.49e+08,1.49e+08,4.69e+08,3.7e+08,1.356e+09,1.05e+09,1.18e+08,1.18e+08,2.993e+09,1.183e+09,1.454e+09,8.91e+08,4.29e+08,1.34e+08,2.637e+09,5.63e+09,1.654e+09,1.008e+09,6.46e+08,1.77e+09,2.971e+09,7.06e+08,3.677e+09,5.447e+09,3.08e+08,-2.96e+08,-8.4e+07,-7.2e+07,2.55e+08,1.83e+08,5.63e+09,2.1e+08,-2.65e+08,-5.5e+07,-3.9e+07,0,1.3e+07,-5.74e+08,-3.3e+07,-1.5e+08,-2.15e+08,-8.44e+08,-8.44e+08,2e+07,-8.24e+08,2.971e+09,0.3224,0.12708,0.0776,0.81421,0.02647,1.69096,29.76503,0.52771,0.48065,0.47604,6.19355,-0.23226,0.10645,4,0.04715,0.22148,10.2541
"34","2018_Q3",36.0961904761905,"Up",2.297e+09,-1.547e+09,7.5e+08,-3.92e+08,-3.92e+08,3.58e+08,-4.6e+07,-3.8e+07,-8e+06,3.12e+08,3.12e+08,-8.8e+07,2.24e+08,2.24e+08,-1.3e+07,2.11e+08,2.11e+08,3.84e+08,3.84e+08,1.444e+09,1.017e+09,1.17e+08,1.17e+08,2.962e+09,1.187e+09,1.416e+09,8.9e+08,4.17e+08,1.09e+08,2.603e+09,5.565e+09,1.768e+09,1.093e+09,6.75e+08,1.77e+09,2.97e+09,6.99e+08,3.669e+09,5.439e+09,3.05e+08,-2.21e+08,-1.18e+08,-3.4e+07,1.6e+08,1.26e+08,5.565e+09,2.89e+08,58999999.9999999,3.48e+08,-6.3e+07,3e+06,9e+07,3e+07,-1.21e+08,-1.15e+08,-3.52e+08,26000000.0000001,26000000.0000001,-1.2e+07,1.4e+07,2.97e+09,0.32651,0.15586,0.09186,1.6746,0.03792,1.67345,43.16667,0.53369,0.68954,0.68285,7.50654,-0.11111,0.39542,7,0.08748,0.57346,7.22346
"35","2018_Q4",29.2615873015873,"Down",2.101e+09,-1.434e+09,6.67e+08,-3.67e+08,-3.67e+08,3e+08,-3.8e+07,-3.8e+07,0,2.62e+08,2.62e+08,-7.1e+07,1.91e+08,1.91e+08,-1.1e+07,1.8e+08,1.8e+08,5.69e+08,5.69e+08,1.298e+09,1.005e+09,1.18e+08,1.18e+08,2.99e+09,1.211e+09,1.409e+09,8.96e+08,4.12e+08,1.01e+08,2.62e+09,5.61e+09,1.751e+09,1.04e+09,7.11e+08,1.753e+09,2.971e+09,6.79e+08,3.65e+09,5.403e+09,3.03e+08,-1.54e+08,-1.13e+08,3.6e+07,1.71e+08,2.07e+08,5.61e+09,2.3e+08,1.31e+08,3.61e+08,-5.5e+07,1e+06,-2e+06,-5.7e+07,-3.3e+07,-8.1e+07,-1.19e+08,1.85e+08,1.85e+08,0,1.85e+08,2.971e+09,0.31747,0.14279,0.08567,0.86957,0.03209,1.70565,26.10145,0.52959,0.59211,0.58824,6.91118,0.11842,0.10855,7,0.05522,0.18333,8.00667
"36","2019_Q1",33.7247540983607,"Up",3.36e+08,-4.5e+07,2.91e+08,-1.16e+08,-1.16e+08,1.75e+08,-4.2e+07,-3.9e+07,-3e+06,1.33e+08,1.33e+08,-2.3e+07,1.1e+08,2.08e+08,-1.4e+07,1.94e+08,1.94e+08,5.59e+08,5.59e+08,1.153e+09,9.46e+08,1.08e+08,1.08e+08,2.766e+09,1.223e+09,1.404e+09,8.98e+08,4.06e+08,1e+08,2.627e+09,5.393e+09,1.676e+09,9.26e+08,7.5e+08,1.684e+09,2.971e+09,6.69e+08,3.64e+09,5.324e+09,2.94e+08,-2.78e+08,-1.27e+08,-1.11e+08,1.8e+08,6.9e+07,5.393e+09,5.5e+07,1.26e+08,3.78e+08,-4.8e+07,-4e+06,1999999.99999999,-5e+07,-3.6e+07,-2.94e+08,-3.34e+08,-6e+06,-6e+06,-4e+06,-1e+07,2.971e+09,0.86607,0.52083,0.57738,2.81159,0.03597,1.64252,77.15942,0.5509,0.64667,0.64667,1.12,-0.37,0.12,6,0.06201,0.18557,13.78286
"37","2019_Q2",36.5644444444444,"Up",1.908e+09,-1.309e+09,5.99e+08,-3.72e+08,-3.72e+08,2.27e+08,-4.3e+07,-3.9e+07,-4e+06,1.84e+08,1.68e+08,-4.1e+07,1.27e+08,1.27e+08,-1.1e+07,1.16e+08,1.16e+08,3.16e+08,3.16e+08,1.321e+09,1.011e+09,1.1e+08,1.1e+08,2.758e+09,1.222e+09,1.622e+09,8.89e+08,3.92e+08,3.41e+08,2.844e+09,5.602e+09,1.634e+09,9.54e+08,6.8e+08,1.929e+09,2.771e+09,8.6e+08,3.631e+09,5.56e+09,2.91e+08,-3.14e+08,-1.23e+08,-1.46e+08,1.88e+08,4.2e+07,5.602e+09,1.83e+08,-3.14e+08,-1.31e+08,-3.3e+07,-2327755.77170363,-5e+06,-3.8e+07,-3.5e+07,-1.07e+08,-7.2e+07,-2.41e+08,-2.41e+08,-2e+06,-2.43e+08,2.771e+09,0.31394,0.11897,0.0608,2.7619,0.02071,1.42976,132.38095,0.49464,0.3959,0.39456,6.51195,-0.49829,0.11945,3,0.04111,0.30172,10.81498
"38","2019_Q3",38.1440625,"Up",2.275e+09,-1.493e+09,7.82e+08,-3.9e+08,-3.9e+08,3.92e+08,-4.5e+07,-4.1e+07,-4e+06,3.47e+08,3.47e+08,-9.5e+07,2.52e+08,2.52e+08,-1.2e+07,2.4e+08,2.4e+08,3.25e+08,3.25e+08,1.423e+09,9.75e+08,1.2e+08,1.2e+08,2.843e+09,1.212e+09,1.598e+09,8.91e+08,3.87e+08,3.2e+08,2.81e+09,5.653e+09,1.722e+09,1.023e+09,6.99e+08,1.953e+09,2.771e+09,8.58e+08,3.629e+09,5.582e+09,2.87e+08,-2.61e+08,-1.17e+08,-9.1e+07,1.62e+08,7.1e+07,5.653e+09,3.27e+08,1.7e+07,3.44e+08,-2.3e+07,1e+06,-3e+06,-2.5e+07,-7.7e+07,-1.69e+08,-3.14e+08,5000000.00000003,5000000.00000003,4e+06,9e+06,2.771e+09,0.34374,0.17231,0.10549,3.38028,0.04246,1.45571,78.61972,0.49018,0.83045,0.82759,7.87197,-0.31488,0.26644,7,0.08568,0.32083,6.2398
"39","2019_Q4",43.386875,"Up",8.85e+08,-4.6e+08,4.25e+08,-2.02e+08,-2.02e+08,2.23e+08,-4.8e+07,-3.9e+07,-9e+06,1.75e+08,1.82e+08,-4.5e+07,1.37e+08,1.38e+08,-1.2e+07,1.26e+08,1.26e+08,4.75e+08,4.75e+08,1.177e+09,9.24e+08,2.16e+08,1.05e+08,2.792e+09,1.017e+09,1.711e+09,6.87e+08,2.64e+08,7.6e+08,2.728e+09,5.52e+09,1.561e+09,8.79e+08,6.82e+08,1.909e+09,2.771e+09,8.17e+08,3.588e+09,5.497e+09,2.84e+08,-3.09e+08,-1.18e+08,-1.43e+08,1.66e+08,2.3e+07,5.52e+09,2.44e+08,1.48e+08,3.92e+08,-4e+07,0,-3e+06,-4.1e+07,-3.5e+07,-1.41e+08,-2.04e+08,1.47e+08,1.47e+08,8e+06,1.55e+08,2.771e+09,0.48023,0.25198,0.14237,5.47826,0.02283,1.46255,239,0.50199,0.44211,0.44056,3.10526,-0.50175,0.12281,6,0.04459,0.27778,10.29596
"40","2020_Q1",41.8033870967742,"Down",1.639e+09,-1.074e+09,5.65e+08,-3.1e+08,-3.1e+08,2.55e+08,-3.8e+07,-4e+07,2e+06,2.17e+08,2.17e+08,-4.9e+07,1.68e+08,4.63e+08,-1e+07,4.53e+08,4.53e+08,6.97e+08,6.97e+08,9.97e+08,7.54e+08,2.63e+08,9e+07,2.711e+09,8.78e+08,1.438e+09,5.09e+08,2.59e+08,6.7e+08,2.316e+09,5.027e+09,1.397e+09,6.97e+08,7e+08,1.548e+09,2.771e+09,7.64e+08,3.535e+09,5.083e+09,2.76e+08,-3.32e+08,-1.79e+08,-2.35e+08,1.79e+08,-5.6e+07,5.027e+09,2.26e+08,1.43e+08,2.28e+08,-3.2e+07,-2.3283064365387e-10,-2e+06,6.86e+08,-3.9e+07,-4.52e+08,-7.01e+08,2.13e+08,2.13e+08,4e+06,2.17e+08,2.773e+09,0.34472,0.15558,0.27639,-8.08929,0.09011,1.75129,-90.76786,0.55162,1.6121,1.60638,5.83274,-0.8363,0.13879,6,0.14134,0.08609,8.14118
"41","2020_Q2",41.63,"Down",1.581e+09,-1.034e+09,5.47e+08,-3.22e+08,-3.22e+08,2.25e+08,-5.1e+07,-3.5e+07,-1.6e+07,1.74e+08,1.74e+08,-3.3e+07,1.41e+08,5.38e+08,-8e+06,5.3e+08,5.3e+08,7.67e+08,7.67e+08,1.142e+09,7.56e+08,8e+07,8e+07,2.745e+09,8.61e+08,1.234e+09,5.18e+08,2.64e+08,4.52e+08,2.095e+09,4.84e+09,1.499e+09,7.43e+08,7.56e+08,1.504e+09,2.771e+09,7.3e+08,3.501e+09,5.005e+09,2.63e+08,-4.12e+08,-1.99e+08,-3.48e+08,1.83e+08,-1.65e+08,4.84e+09,7e+06,-9.9e+07,-9.2e+07,-2.4e+07,1e+06,1e+06,8.07e+08,-3.7e+07,-5.82e+08,-6.39e+08,7.6e+07,7.6e+07,-6e+06,7e+07,2.771e+09,0.34598,0.14231,0.33523,-3.21212,0.1095,1.82513,-30.33333,0.57252,1.94139,1.93431,5.79121,-1.27473,0.13553,5,0.16996,0.06981,8.90667
"42","2020_Q3",53.91953125,"Up",1.764e+09,-1.136e+09,6.28e+08,-2.89e+08,-2.89e+08,3.39e+08,-3.7e+07,-3.5e+07,-2e+06,3.02e+08,3.02e+08,-8.2e+07,2.2e+08,2.34e+08,-1e+07,2.24e+08,2.24e+08,1.089e+09,1.089e+09,1.308e+09,7.5e+08,7.8e+07,7.8e+07,3.225e+09,8.61e+08,1.216e+09,5.21e+08,2.59e+08,4.36e+08,2.077e+09,5.302e+09,1.747e+09,8.45e+08,9.02e+08,2.154e+09,2.372e+09,7.39e+08,3.111e+09,5.265e+09,2.71e+08,-2.23e+08,-1.84e+08,-1.36e+08,1.73e+08,3.7e+07,5.302e+09,2.76e+08,1.06e+08,3.82e+08,-2.1e+07,0,1e+06,-8e+06,-5.9e+07,1000000.00000012,-5.5e+07,3.19e+08,3.19e+08,3e+06,3.22e+08,2.372e+09,0.35601,0.19218,0.12698,6.05405,0.04225,1.49721,142.2973,0.44738,0.85824,0.85496,6.75862,-0.52107,0.22605,7,0.0899,0.26339,3.78466
"43","2020_Q4",53.16875,"Down",1.983e+09,-1.231e+09,7.52e+08,-3.28e+08,-3.28e+08,4.24e+08,-4.4e+07,-4e+07,-4e+06,3.8e+08,3.8e+08,-8.7e+07,2.93e+08,2.93e+08,-1.8e+07,2.75e+08,2.75e+08,1.326e+09,1.326e+09,1.262e+09,8.11e+08,8.8e+07,8.8e+07,3.487e+09,8.78e+08,1.21e+09,5.28e+08,2.53e+08,4.29e+08,2.088e+09,5.575e+09,1.732e+09,9.33e+08,7.99e+08,1.737e+09,2.787e+09,7.1e+08,3.497e+09,5.234e+09,2.82e+08,1.5e+07,-1.56e+08,1.41e+08,2e+08,3.41e+08,5.575e+09,3.07e+08,-2.4e+07,2.83e+08,-2.7e+07,-1e+06,-4e+06,-2.9e+07,-3.5e+07,5e+06,-2.7e+07,2.27e+08,2.27e+08,1e+07,2.37e+08,2.787e+09,0.37922,0.21382,0.13868,0.80645,0.04933,2.00748,15.34897,0.49991,1.05364,1.04962,7.5977,0.54023,0.1341,8,0.08077,0.12727,3.44575
"44","2021_Q1",54.0460655737705,"Up",1.86e+09,-1.2e+09,6.6e+08,-3.53e+08,-3.53e+08,3.07e+08,-3.2e+07,-3.4e+07,2e+06,2.75e+08,2.75e+08,-6.7e+07,2.08e+08,2.11e+08,-1.6e+07,1.95e+08,1.95e+08,1.326e+09,1.326e+09,1.138e+09,8.76e+08,1.49e+08,1.49e+08,3.489e+09,9.08e+08,1.38e+09,5.63e+08,3.57e+08,4.6e+08,2.288e+09,5.777e+09,1.931e+09,8.93e+08,1.038e+09,1.934e+09,2.792e+09,6.3e+08,3.422e+09,5.356e+09,2.58e+08,7.9e+07,-1.42e+08,1.95e+08,2.26e+08,4.21e+08,5.777e+09,6.86e+08,1.09e+08,3.8e+08,-4.1e+07,3e+06,0,-2.39e+08,-1.4e+07,-1.25e+08,-1.65e+08,-2.4e+07,-2.4e+07,2.4e+07,0,2.795e+09,0.35484,0.16505,0.10484,0.46318,0.03375,1.80403,12.72209,0.48382,0.74713,0.75581,7.12644,0.74713,0.05364,8,0.05434,0.0717900000000001,4.78502
"45","2021_Q2",59.7590476190476,"Up",1.97e+09,-1.27e+09,7e+08,-3.35e+08,-3.35e+08,3.65e+08,-2.08e+08,-2.02e+08,-6e+06,1.57e+08,1.57e+08,-4.3e+07,1.14e+08,1.14e+08,-2e+07,9.4e+07,9.4e+07,8.38e+08,8.38e+08,1.305e+09,9.48e+08,1.15e+08,9.7e+07,3.206e+09,8.94e+08,1.474e+09,5.88e+08,3.78e+08,5.08e+08,2.368e+09,5.574e+09,1.728e+09,9.25e+08,8.03e+08,1.748e+09,2.955e+09,6.29e+08,3.584e+09,5.332e+09,2.53e+08,-1.16e+08,-1.54e+08,-1.7e+07,2.59e+08,2.42e+08,5.574e+09,3.23e+08,-4.12e+08,-8.9e+07,-3e+07,184926341.374542,5e+06,-2.5e+07,-3.6e+07,-3.03e+08,-3.59e+08,-4.73e+08,-4.73e+08,-1.3e+07,-4.86e+08,2.961e+09,0.35533,0.18528,0.04772,0.38843,0.01686,1.8341,22.03306,0.53122,0.36719,0.36576,7.69531,-0.06641,0.14062,6,0.03392,0.38298,5.81644
"46","2021_Q3",57.7559375,"Down",2.179e+09,-1.388e+09,7.91e+08,-3.54e+08,-3.54e+08,4.37e+08,-4.4e+08,-2.5e+07,-4.15e+08,-3e+06,-3000000.00000003,-1.2e+07,-1.5e+07,-1.5e+07,-2.1e+07,-3.6e+07,-3.6e+07,7.69e+08,7.69e+08,1.352e+09,1.021e+09,1.17e+08,1.17e+08,3.259e+09,8.96e+08,1.268e+09,5.92e+08,3.72e+08,3.04e+08,2.164e+09,5.423e+09,1.768e+09,1.021e+09,7.47e+08,1.778e+09,2.95e+09,6.1e+08,3.56e+09,5.338e+09,2.47e+08,-6.4e+08,2.39e+08,-1.54e+08,2.39e+08,8.5e+07,5.423e+09,2.87e+08,41000000.0000001,3.28e+08,-2.3e+07,1.68e+08,-1999999.99999999,1.47e+08,-1.03e+08,-4.46e+08,-5.5e+08,-74999999.9999999,-74999999.9999999,4e+06,-71000000.0000001,2.96e+09,0.36301,0.20055,-0.01652,-0.42353,-0.00664,1.83296,62.8,0.54582,-0.14062,-0.14008,8.51172,-0.60156,0.40234,6,0.01833,-2.86111,5.01373
"47","2021_Q4",63.22828125,"Up",2.204e+09,-1.451e+09,7.53e+08,-3.68e+08,-3.68e+08,3.85e+08,-4.3e+07,-2.6e+07,-1.7e+07,3.42e+08,3.42e+08,-1.03e+08,2.39e+08,2.39e+08,-1.9e+07,2.2e+08,2.2e+08,8.54e+08,8.54e+08,1.33e+09,1.107e+09,1.13e+08,1.13e+08,3.404e+09,8.87e+08,1.304e+09,6.17e+08,3.95e+08,2.92e+08,2.191e+09,5.595e+09,1.869e+09,1.037e+09,8.32e+08,1.879e+09,2.95e+09,6.4e+08,3.59e+09,5.469e+09,2.43e+08,-5.95e+08,2.26e+08,-1.26e+08,2.52e+08,1.26e+08,5.595e+09,2.94e+08,6.2e+07,3.56e+08,-2.9e+07,-1.68e+08,1.74e+08,-7.9e+07,-5.8e+07,-1.28e+08,-1.86e+08,9.1e+07,9.1e+07,-6e+06,8.5e+07,2.96e+09,0.34165,0.17468,0.09982,1.74603,0.03932,1.8116,43.40476,0.52904,0.89431,0.89069,8.95935,-0.5122,0.23577,5,0.07461,0.26364,5.47013
