"","YQ","p","d","revenue","cost_of_revenue","gross_profit","operating_expenses","selling_general_administrative","research_development","other_operating_expenses","operating_income_loss","non_operating_income_loss","interest_expense_net","income_loss_from_affiliates","other_non_operating_income_loss","pretax_income_loss_adj","abnormal_gains_losses","pretax_income_loss","income_tax_expense_benefit_net","income_loss_from_continuing_operations","net_extraordinary_gains_losses","discontinued_operations","income_loss_incl_minority_interest","net_income","net_income_common","cash_cash_equivalents_short_term_investments","cash_cash_equivalents","accounts_notes_receivable","inventories","other_short_term_assets","misc_short_term_assets","total_current_assets","property_plant_equipment_net","other_long_term_assets","intangible_assets","goodwill","deferred_tax_assets_long_term","investments_in_affiliates","misc_long_term_assets","total_noncurrent_assets","total_assets","payables_accruals","accounts_payable","other_payables_accruals","short_term_debt","total_current_liabilities","long_term_debt","other_long_term_liabilities","deferred_tax_liabilities_long_term","misc_long_term_liabilities","total_noncurrent_liabilities","total_liabilities","share_capital_additional_paid_in_capital","retained_earnings","other_equity","equity_before_minority_interest","minority_interest_2","total_equity","total_liabilities_equity","net_income_starting_line","net_income_2","depreciation_amortization_2","non_cash_items","change_in_working_capital","net_cash_from_operating_activities","change_in_fixed_assets_intangibles","other_investing_activities","net_cash_from_investing_activities","dividends_paid","cash_from_repayment_of_debt","cash_from_repurchase_of_equity","increase_in_capital_stock","other_financing_activities","net_cash_from_financing_activities","net_cash_before_disc_operations_and_fx","net_cash_before_fx","effect_of_foreign_exchange_rates","net_change_in_cash","ebitda","total_debt","free_cash_flow","gross_profit_margin","operating_margin","net_profit_margin","return_on_equity","return_on_assets","free_cash_flow_to_net_income","current_ratio","liabilities_to_equity_ratio","debt_ratio","earnings_per_share_basic","earnings_per_share_diluted","sales_per_share","equity_per_share","free_cash_flow_per_share","dividends_per_share","return_on_invested_capital","cash_return_on_invested_capital","dividend_payout_ratio","net_debt_ebitda","net_debt_ebit"
"30","2017_Q3",22.9774603174603,"Up",2.054e+09,-1.618e+09,4.36e+08,-2.2e+08,-1.93e+08,-3.4e+07,7000000.00000001,2.16e+08,-4.4e+07,-4.7e+07,3e+06,9.31322574615479e-10,1.72e+08,-1e+07,1.62e+08,-2.4e+07,1.38e+08,4.5e+07,4.5e+07,1.83e+08,1.83e+08,1.83e+08,5.09e+08,5.09e+08,1.586e+09,1.52e+09,3.65e+08,3.07e+08,3.98e+09,4.228e+09,1.48e+09,7.9e+07,1.37e+08,4.31e+08,3.25e+08,5.08e+08,5.708e+09,9.688e+09,1.839e+09,1.138e+09,7.01e+08,4.4e+07,1.883e+09,4.072e+09,1.855e+09,4.54e+08,1.401e+09,5.927e+09,7.81e+09,3.514e+09,-1.64e+08,-1.533e+09,1.667e+09,2.11e+08,1.878e+09,9.688e+09,1.38e+08,1.83e+08,7.9e+07,2.2e+07,-3.2e+07,3.01e+08,-5e+07,-3e+06,-6e+07,-3e+07,-1.57e+08,3e+06,3e+06,-9000000.00000001,-1.93e+08,4.8e+07,4.8e+07,3e+06,5.1e+07,2.95e+08,4.116e+09,2.37e+08,0.21227,0.10516,0.08909,0.09744,0.01889,1.29508,2.11365,4.15868,0.42486,0.76826,0.75031,8.62301,6.99832,0.99496,0.12594,0.02714,0.03019,0.16393,12.22712,16.69907
"31","2017_Q4",26.5226984126984,"Up",2.169e+09,-1.697e+09,4.72e+08,-2.38e+08,-1.98e+08,-3.5e+07,-5e+06,2.34e+08,-3.5e+07,-3.9e+07,1e+06,3e+06,1.99e+08,-4.8e+07,1.51e+08,-3.5e+07,1.16e+08,6.3e+07,6.3e+07,1.79e+08,1.79e+08,1.79e+08,4.4e+08,4.4e+08,1.223e+09,1.084e+09,3.02e+09,2.28e+08,5.767e+09,3.035e+09,1.181e+09,5.6e+07,1.39e+08,2.68e+08,2.55e+08,4.63e+08,4.216e+09,9.983e+09,1.428e+09,8.71e+08,5.57e+08,2.9e+07,3.09e+09,2.845e+09,1.457e+09,4.26e+08,1.031e+09,4.302e+09,7.392e+09,3.686e+09,-4.8e+07,-1.377e+09,2.111e+09,4.8e+08,2.591e+09,9.983e+09,1.16e+08,1.79e+08,8e+07,5.5e+07,1e+07,3.49e+08,-5.8e+07,6e+06,-1.11e+08,-3e+07,-5.49e+08,2e+06,2e+06,4.52e+08,-1.25e+08,1.13e+08,1.13e+08,4e+06,1.17e+08,3.14e+08,2.874e+09,3.01e+08,0.21761,0.10788,0.08253,0.06909,0.01793,1.68156,1.86634,2.85295,0.28789,0.75084,0.73331,9.09815,8.85487,1.26258,0.12584,0.03019,0.04348,0.1676,7.75159,10.40171
"32","2018_Q1",28.4650819672131,"Up",2.203e+09,-1.695e+09,5.08e+08,-2.36e+08,-2.15e+08,-3.5e+07,1.4e+07,2.72e+08,-2.1e+07,-3.1e+07,9e+06,1e+06,2.51e+08,-3.5e+07,2.16e+08,1.4e+07,2.3e+08,5.7e+07,5.7e+07,2.87e+08,2.87e+08,2.87e+08,4.7e+08,4.7e+08,1.256e+09,1.073e+09,3.18e+09,2.4e+08,5.979e+09,3.098e+09,1.167e+09,5.6e+07,1.4e+08,2.08e+08,2.66e+08,4.97e+08,4.265e+09,1.0244e+10,1.533e+09,9.46e+08,5.87e+08,4e+07,3.265e+09,2.258e+09,1.35e+09,2.64e+08,1.086e+09,3.608e+09,6.873e+09,3.892e+09,1.61e+08,-1.283e+09,2.62e+09,7.51e+08,3.371e+09,1.0244e+10,2.3e+08,2.87e+08,8.4e+07,-5.6e+07,4.6e+07,4.76e+08,-1.23e+08,-1e+06,-2.3e+08,-3e+07,-6.13e+08,1.3e+07,1.3e+07,4.6e+08,-1.7e+08,7.6e+07,7.6e+07,6e+06,8.2e+07,3.56e+08,2.298e+09,2.65e+08,0.23059,0.12347,0.13028,0.08514,0.02802,0.92334,1.83124,2.03886,0.22433,1.19783,1.17095,9.19449,10.93489,1.10601,0.12521,0.04516,0.03775,0.10453,5.13483,6.72059
"33","2018_Q2",27.03203125,"Down",2.295e+09,-1.755e+09,5.4e+08,-2.42e+08,-1.92e+08,-3.8e+07,-1.2e+07,2.98e+08,-7e+06,-2.7e+07,1.3e+07,7e+06,2.91e+08,-2e+06,2.89e+08,-5.3e+07,2.36e+08,1.14e+08,1.14e+08,3.5e+08,3.5e+08,3.5e+08,4.44e+08,4.44e+08,1.374e+09,1.203e+09,3.364e+09,2.35e+08,6.385e+09,3.117e+09,1.201e+09,5.5e+07,1.41e+08,2.12e+08,2.84e+08,5.09e+08,4.318e+09,1.0703e+10,1.526e+09,9.61e+08,5.65e+08,3.6e+07,3.283e+09,2.298e+09,1.353e+09,2.69e+08,1.084e+09,3.651e+09,6.934e+09,3.942e+09,3.93e+08,-1.224e+09,2.91e+09,8.59e+08,3.769e+09,1.0703e+10,2.36e+08,3.5e+08,8.2e+07,6e+06,-2.13e+08,1.63e+08,-5.5e+07,-4269047.50677138,-1.36e+08,-3.9e+07,-1.4e+07,-4.6e+07,5e+06,1.3e+07,-8.6e+07,-5.9e+07,-5.9e+07,1.6e+07,-4.3e+07,3.8e+08,2.334e+09,1.65e+08,0.23529,0.12985,0.15251,0.09286,0.0327,0.47143,1.94487,1.83975,0.21807,1.45349,1.42334,9.53073,12.08472,0.68522,0.16196,0.05217,0.02213,0.11143,4.97368,6.34228
"34","2018_Q3",26.7638095238095,"Down",2.404e+09,-1.849e+09,5.55e+08,-2.54e+08,-2.07e+08,-3.8e+07,-9e+06,3.01e+08,-3e+06,-2.9e+07,1.8e+07,8e+06,2.98e+08,-4999999.99999999,2.93e+08,-4000000.00000001,2.89e+08,3.34e+08,3.34e+08,6.23e+08,6.23e+08,6.23e+08,4.08e+08,4.08e+08,1.355e+09,1.178e+09,3.432e+09,2.15e+08,6.373e+09,3.014e+09,1.667e+09,1.18e+08,3.93e+08,2.99e+08,2.96e+08,5.61e+08,4.681e+09,1.1054e+10,1.462e+09,9.62e+08,5e+08,2.55e+08,3.295e+09,2.311e+09,1.378e+09,2.93e+08,1.085e+09,3.689e+09,6.984e+09,3.98e+09,7.24e+08,-1.352e+09,3.064e+09,1.006e+09,4.07e+09,1.1054e+10,2.89e+08,6.23e+08,8.3e+07,-9.2e+07,-5.2e+07,4.77e+08,-5.4e+07,-999999.999999996,-5.05e+08,-3.9e+07,2.97e+08,-7.4e+07,1e+07,-3.4e+07,1.5e+08,1.22e+08,1.22e+08,-3.5e+07,8.7e+07,3.84e+08,2.566e+09,2.82e+08,0.23087,0.12521,0.25915,0.15307,0.05636,0.452649999999999,1.93414,1.71597,0.23213,2.60888,2.56907,10.067,12.83082,1.1809,0.16332,0.08261,0.03519,0.0625999999999999,5.61979,7.16944
"35","2018_Q4",18.9592063492064,"Down",2.444e+09,-1.92e+09,5.24e+08,-2.51e+08,-2.13e+08,-3.7e+07,-1e+06,2.73e+08,-1.1e+07,-3e+07,1.4e+07,5e+06,2.62e+08,-6e+06,2.56e+08,-2.7e+07,2.29e+08,-2.37e+08,-2.37e+08,-8e+06,-8e+06,-8e+06,4.46e+08,4.46e+08,1.379e+09,1.231e+09,3.161e+09,1.95e+08,6.217e+09,3.004e+09,1.675e+09,1.19e+08,3.88e+08,3e+08,3.03e+08,5.65e+08,4.679e+09,1.0896e+10,1.538e+09,9.64e+08,5.74e+08,2e+08,3.302e+09,2.277e+09,1.353e+09,2.8e+08,1.073e+09,3.63e+09,6.932e+09,3.985e+09,6.71e+08,-1.373e+09,2.958e+09,1.006e+09,3.964e+09,1.0896e+10,2.29e+08,-8e+06,8.5e+07,-1.4e+07,-5e+06,2.94e+08,-7.1e+07,1e+06,-1.7e+08,-4e+07,-1.01e+08,-3.8e+07,2e+06,-2e+06,-1.81e+08,-5.7e+07,-5.7e+07,-9000000.00000001,-6.6e+07,3.58e+08,2.477e+09,3.09e+08,0.2144,0.1117,-0.00327,-0.00201999999999999,-0.000730000000000001,-38.625,1.8828,1.74874,0.22733,-0.03366,-0.03325,10.28187,12.44426,1.29996,0.16828,0.00411,0.03965,-5,5.67318,7.43956
"36","2019_Q1",20.0667213114754,"Up",4.61e+08,-3.16e+08,1.45e+08,-1.95e+08,-1.77e+08,-3.2e+07,1.4e+07,-5e+07,-7e+06,-2.9e+07,1e+07,1.2e+07,-5.7e+07,-4.7e+07,-1.04e+08,3.9e+07,-6.5e+07,-2.5e+08,-2.5e+08,-3.15e+08,-6.28e+08,-6.28e+08,3.4e+08,3.4e+08,1.254e+09,1.134e+09,2.3e+08,1.64e+08,2.958e+09,3.064e+09,1.931e+09,2.19e+08,2.75e+08,3.24e+08,5.26e+08,5.87e+08,4.995e+09,7.953e+09,1.515e+09,9.29e+08,5.86e+08,9.6e+07,1.611e+09,2.224e+09,1.369e+09,2.96e+08,1.073e+09,3.593e+09,5.204e+09,3.987e+09,2.92e+08,-1.332e+09,2.52e+09,2.29e+08,2.749e+09,7.953e+09,-6.5e+07,-3.15e+08,4999999.99999999,-4.6e+07,1.76e+08,2.73e+08,-7.1e+07,2e+06,-1.62e+08,-3.8e+07,-1.29e+08,-1.02e+08,9.31322574615479e-10,-3.8e+07,-3.07e+08,-1.96e+08,-1.96e+08,-7e+06,-2.03e+08,-4.5e+07,2.32e+09,2.1e+07,0.31453,-0.10846,-1.36226,-0.22845,-0.07896,-0.0334399999999988,1.83613,1.89305,0.29171,-2.6712,-2.64532,1.96087,10.71884,0.0893200000000001,0.16163,-0.09164,0.00326,-0.0605100000000016,-44,-39.6
"37","2019_Q2",18.8473015873016,"Down",2.034e+09,-1.637e+09,3.97e+08,-2.51e+08,-2.16e+08,-3.7e+07,2e+06,1.46e+08,-1.6e+07,-3e+07,1e+07,4e+06,1.3e+08,5.2e+07,1.82e+08,-5.2e+07,1.3e+08,1e+06,1e+06,1.31e+08,1.31e+08,1.31e+08,4.44e+08,4.44e+08,1.276e+09,1.228e+09,1.88e+08,1.2e+08,3.136e+09,3.055e+09,2.449e+09,2.15e+08,2.77e+08,2.92e+08,6.12e+08,1.053e+09,5.504e+09,8.64e+09,1.387e+09,8.81e+08,5.06e+08,2.76e+08,1.718e+09,2.323e+09,1.736e+09,2.79e+08,1.457e+09,4.059e+09,5.777e+09,4.013e+09,3.6e+08,-1.292e+09,2.62e+09,2.43e+08,2.863e+09,8.64e+09,1.3e+08,1.31e+08,9e+07,-2.8e+07,-2.23e+08,-3.1e+07,-7e+07,1.6e+07,-5.4e+07,-3.9e+07,2.94e+08,-3.2e+07,1e+06,-4e+07,1.83e+08,9.8e+07,9.8e+07,6e+06,1.04e+08,2.36e+08,2.599e+09,-5e+06,0.19518,0.07178,0.06441,0.04576,0.01516,-0.03817,1.82538,2.01781,0.30081,0.56199,0.55721,8.72587,11.23981,-0.02145,0.16731,0.02362,-0.000690000000000002,0.29771,9.13136000000002,14.76027
"38","2019_Q3",18.6990625,"Down",2.194e+09,-1.761e+09,4.33e+08,-2.3e+08,-1.96e+08,-3.9e+07,5e+06,2.03e+08,-1.5e+07,-2.9e+07,1.2e+07,2e+06,1.88e+08,-1.8e+07,1.7e+08,-5e+07,1.2e+08,-1999999.99999999,-1999999.99999999,1.18e+08,1.18e+08,1.18e+08,4.49e+08,4.49e+08,1.296e+09,1.094e+09,1.74e+08,1.15e+08,3.013e+09,3.047e+09,2.44e+09,2.12e+08,2.75e+08,2.93e+08,5.96e+08,1.064e+09,5.487e+09,8.5e+09,1.362e+09,8.98e+08,4.64e+08,2.28e+08,1.65e+09,2.277e+09,1.753e+09,3.24e+08,1.429e+09,4.03e+09,5.68e+09,4.016e+09,4.32e+08,-1.295e+09,2.611e+09,2.09e+08,2.82e+09,8.5e+09,1.2e+08,1.18e+08,9.2e+07,5.8e+07,3.4e+07,3.04e+08,-6.6e+07,1999999.99999999,-6.4e+07,-3.8e+07,-1.02e+08,-8.1e+07,1e+06,-9999999.99999999,-2.31e+08,9000000.00000006,9000000.00000006,-4e+06,5000000.00000003,2.95e+08,2.505e+09,3.13e+08,0.19736,0.09253,0.0537799999999999,0.04184,0.01388,2.65254,1.82606,2.01418,0.29471,0.51149,0.5084,9.51019,11.31773,1.35674,0.16472,0.02204,0.04422,0.32203,6.96949,10.12808
"39","2019_Q4",21.1196875,"Up",9.12e+08,-6.7e+08,2.42e+08,-2.14e+08,-1.73e+08,-3.3e+07,-8e+06,2.8e+07,2e+06,-2.7e+07,1.9e+07,1e+07,3e+07,-1.05e+08,-7.5e+07,-1.1e+07,-8.6e+07,1.27e+08,1.27e+08,4.1e+07,1e+07,1e+07,4.18e+08,4.18e+08,1.078e+09,9.61e+08,1.272e+09,1.11e+08,3.729e+09,2.324e+09,2.062e+09,2.02e+08,2.74e+08,3.09e+08,4.54e+08,8.23e+08,4.386e+09,8.115e+09,1.15e+09,7.15e+08,4.35e+08,1.32e+08,1.905e+09,2.204e+09,1.368e+09,1.98e+08,1.17e+09,3.572e+09,5.477e+09,4.012e+09,4.24e+08,-1.331e+09,2.482e+09,1.56e+08,2.638e+09,8.115e+09,-8.6e+07,4.1e+07,1.9e+07,1.53e+08,7.5e+07,3.83e+08,-4.5e+07,5.2e+07,-2.4e+07,-3.8e+07,-1.34e+08,-8.1e+07,0,-1.3e+08,-3.83e+08,-2.4e+07,-2.4e+07,-7e+06,-3.1e+07,4.7e+07,2.336e+09,8.8e+07,0.26535,0.0307,0.01096,0.00379,0.00123,8.8,1.95748,2.07619,0.28786,0.04403,0.04371,4.01585,10.92911,0.38749,0.16733,0.00757,0.01388,3.8,40.80851,68.5
"40","2020_Q1",17.9038709677419,"Down",1.657e+09,-1.347e+09,3.1e+08,-2.59e+08,-2.01e+08,-2.8e+07,-3e+07,5.1e+07,-8e+06,-2.5e+07,1.3e+07,4e+06,4.3e+07,7.1e+07,1.14e+08,1.51e+08,2.65e+08,4.3e+07,4.3e+07,3.08e+08,3.03e+08,3.03e+08,5.25e+08,5.25e+08,9.4e+08,9.14e+08,1.376e+09,1.68e+08,3.755e+09,2.383e+09,2.182e+09,1.97e+08,2.76e+08,2.92e+08,5.35e+08,8.82e+08,4.565e+09,8.32e+09,1.242e+09,7.65e+08,4.77e+08,2.12e+08,2.008e+09,2.177e+09,1.311e+09,2.9e+07,1.282e+09,3.488e+09,5.496e+09,4.011e+09,6.9e+08,-1.379e+09,2.687e+09,1.37e+08,2.824e+09,8.32e+09,2.65e+08,3.08e+08,6.9e+07,-2.06e+08,9.4e+07,2.41e+08,-4.3e+07,-4.7e+07,-1.18e+08,-3.5e+07,3.1e+07,-1.2e+07,1.16415321826935e-10,-2999999.99999999,-1.9e+07,1.04e+08,1.04e+08,3e+06,1.07e+08,1.2e+08,2.389e+09,2e+07,0.18709,0.03078,0.18286,0.10729,0.03642,0.0660100000000003,1.87002,1.94618,0.28714,1.34846,1.33834,7.37428,11.95817,0.08901,0.15576,0.05181,0.00307,0.11551,15.53333,36.54902
"41","2020_Q2",15.5919047619048,"Down",1.593e+09,-1.296e+09,2.97e+08,-2.4e+08,-1.99e+08,-3.6e+07,-5e+06,5.7e+07,-6e+06,-1.8e+07,2e+06,1e+07,5.1e+07,-1.13e+08,-6.2e+07,-7e+06,-6.9e+07,7.77e+08,7.77e+08,7.08e+08,7.05e+08,7.05e+08,1.594e+09,1.594e+09,1.013e+09,1.008e+09,1.59e+08,1.59e+08,3.774e+09,2.357e+09,2.327e+09,3.51e+08,3.96e+08,2.87e+08,4.26e+08,8.67e+08,4.684e+09,8.458e+09,1.595e+09,8.25e+08,7.7e+08,1.34e+08,1.774e+09,2.049e+09,1.252e+09,5.4e+07,1.198e+09,3.301e+09,5.075e+09,4.037e+09,1.35e+09,-1.413e+09,3.243e+09,1.4e+08,3.383e+09,8.458e+09,-6.9e+07,7.08e+08,6.7e+07,1.25e+08,-1.63e+08,-7.5e+07,-6.1e+07,3e+06,1.511e+09,-3.7e+07,-1.9e+08,-9.6e+07,529754.442769402,-3.1e+07,-3.54e+08,1.082e+09,1.082e+09,-1.3e+07,1.069e+09,1.24e+08,2.183e+09,-9.3e+07,0.18644,0.03578,0.44256,0.20839,0.08335,-0.13191,2.1274,1.50015,0.2581,3.1586,3.1586,7.1371,14.52957,-0.41667,0.16577,0.10883,-0.01364,0.05248,4.75,10.33333
"42","2020_Q3",19.2834375,"Up",1.247e+09,-1.085e+09,1.62e+08,-2.12e+08,-1.86e+08,-3.2e+07,6e+06,-5e+07,-1.2e+07,-2.1e+07,2e+06,7e+06,-6.2e+07,-1.5e+07,-7.7e+07,1.3e+07,-6.4e+07,5000000.00000024,5000000.00000024,-5.9e+07,-61999999.9999999,-61999999.9999999,1.254e+09,1.254e+09,8.28e+08,8.85e+08,1.37e+08,1.37e+08,3.104e+09,2.457e+09,2.565e+09,4.08e+08,5.22e+08,2.89e+08,4.27e+08,9.19e+08,5.022e+09,8.126e+09,1.333e+09,5.87e+08,7.46e+08,6.5e+08,2.027e+09,1.527e+09,1.248e+09,4e+07,1.208e+09,2.775e+09,4.802e+09,4.04e+09,1.252e+09,-1.38e+09,3.181e+09,1.43e+08,3.324e+09,8.126e+09,-6.4e+07,-5.9e+07,6.9e+07,-7e+06,8.7e+07,8e+07,-5.5e+07,2e+06,-3.59e+08,-3.6e+07,-2.8e+07,1e+06,1e+06,0,-6.3e+07,-3.42e+08,-3.42e+08,2e+06,-3.4e+08,1.9e+07,2.177e+09,3.8e+07,0.12991,-0.0401,-0.04972,-0.01865,-0.00763,-0.6129,1.53133,1.44465,0.26791,-0.28233,-0.28233,5.67851,14.48543,0.17304,0.16393,-0.00385,0.00563,-0.58065,48.57895,-18.46
"43","2020_Q4",23.40203125,"Up",1.51e+09,-1.231e+09,2.79e+08,-2.08e+08,-1.78e+08,-3.3e+07,3e+06,7.1e+07,7e+06,-2.4e+07,2.1e+07,1e+07,7.8e+07,-6e+06,7.2e+07,-1.5e+07,5.7e+07,0,0,5.7e+07,4.8e+07,4.8e+07,1.168e+09,1.168e+09,8.81e+08,8.19e+08,1.33e+08,1.33e+08,3.001e+09,2.477e+09,2.619e+09,4.03e+08,5.23e+08,2.95e+08,4.48e+08,9.5e+08,5.096e+09,8.097e+09,1.308e+09,6.96e+08,6.12e+08,5.67e+08,1.921e+09,1.557e+09,1.242e+09,5e+07,1.192e+09,2.799e+09,4.72e+09,4.045e+09,1.26e+09,-1.352e+09,3.222e+09,1.55e+08,3.377e+09,8.097e+09,5.7e+07,5.7e+07,7e+07,-1.54e+08,9.2e+07,8.3e+07,-5.4e+07,0,-4.7e+07,-4.3e+07,-9.3e+07,1e+06,1e+06,6e+06,-1.29e+08,-9.3e+07,-9.3e+07,7e+06,-8.6e+07,1.41e+08,2.124e+09,1.94e+08,0.18477,0.04702,0.03179,0.01421,0.00593000000000002,4.04167,1.56221,1.39769,0.26232,0.21858,0.21858,6.87614,14.67213,0.88342,0.19581,0.0135,0.02877,0.89583,6.78014,13.46479
"44","2021_Q1",26.5775409836066,"Up",1.668e+09,-1.306e+09,3.62e+08,-2.05e+08,-2.12e+08,-3.4e+07,4.1e+07,1.57e+08,3e+06,-2.3e+07,1.7e+07,9e+06,1.6e+08,2.44e+08,4.04e+08,-3.7e+07,3.67e+08,-7e+06,-7e+06,3.6e+08,3.43e+08,3.43e+08,1.593e+09,1.593e+09,9.02e+08,8.48e+08,2.25e+08,2.25e+08,3.568e+09,2.505e+09,2.64e+09,4.53e+08,5.33e+08,2.88e+08,3.73e+08,9.93e+08,5.145e+09,8.713e+09,1.334e+09,8.42e+08,4.92e+08,5.93e+08,1.979e+09,1.528e+09,1.533e+09,2.12e+08,1.321e+09,3.061e+09,5.04e+09,4.051e+09,1.564e+09,-1.365e+09,3.519e+09,1.54e+08,3.673e+09,8.713e+09,3.67e+08,3.6e+08,7.7e+07,-1.34e+08,-1.43e+08,1.65e+08,-4000000.00000001,1e+08,3.58e+08,-2.8e+07,-5.4e+07,1e+06,1e+06,-2.8e+07,-1.09e+08,4.14e+08,4.14e+08,1.1e+07,4.25e+08,2.34e+08,2.121e+09,1.24e+08,0.21703,0.09412,0.20564,0.09338,0.03937,0.36152,1.80293,1.37218,0.24343,1.55909,1.52309,7.58182,15.99545,0.56364,0.12727,0.05063,0.01692,0.08163,2.25641,3.36306
"45","2021_Q2",27.13,"Up",1.837e+09,-1.445e+09,3.92e+08,-2.42e+08,-2.07e+08,-3.8e+07,3e+06,1.5e+08,2.6e+07,-1.9e+07,3.8e+07,7e+06,1.76e+08,-4.3e+07,1.33e+08,-3.4e+07,9.9e+07,1e+06,1e+06,1e+08,8.3e+07,8.3e+07,6.73e+08,6.73e+08,1.01e+09,1.006e+09,2.4e+08,2.4e+08,2.929e+09,2.514e+09,2.857e+09,4.22e+08,7.39e+08,2.82e+08,4.11e+08,1.003e+09,5.371e+09,8.3e+09,1.458e+09,9.09e+08,5.49e+08,56999999.9999999,1.564e+09,1.51e+09,1.492e+09,2.16e+08,1.276e+09,3.002e+09,4.566e+09,4.088e+09,1.603e+09,-1.397e+09,3.563e+09,1.71e+08,3.734e+09,8.3e+09,9.9e+07,1e+08,7.4e+07,1.7e+07,-2.06e+08,-1.7e+07,-9.8e+07,1.5e+07,-3.23e+08,-4.3e+07,-5.39e+08,3e+06,3e+06,-62286192.4764555,-5.79e+08,-9.19e+08,-9.19e+08,-1e+06,-9.2e+08,2.24e+08,1.567e+09,-4.6e+07,0.21339,0.08165,0.04518,0.02223,0.01,-0.55422,1.87276,1.22282,0.1888,0.37659,0.37287,8.33485,16.16606,-0.20871,0.1951,0.01855,-0.00677,0.51807,3.99107,5.96
"46","2021_Q3",25.31359375,"Down",2.024e+09,-1.593e+09,4.31e+08,-2.39e+08,-2.09e+08,-3.7e+07,7e+06,1.92e+08,3.7e+07,-1.8e+07,4.6e+07,9e+06,2.29e+08,-1.6e+07,2.13e+08,-4.2e+07,1.71e+08,1e+06,1e+06,1.72e+08,1.56e+08,1.56e+08,5.1e+08,5.1e+08,1.11e+09,1.193e+09,2.21e+08,2.21e+08,3.034e+09,2.551e+09,2.921e+09,4.15e+08,7.44e+08,2.85e+08,4.33e+08,1.044e+09,5.472e+09,8.506e+09,1.521e+09,9.95e+08,5.26e+08,4.4e+07,1.614e+09,1.521e+09,1.486e+09,2.22e+08,1.264e+09,3.007e+09,4.621e+09,4.096e+09,1.714e+09,-1.352e+09,3.727e+09,1.58e+08,3.885e+09,8.506e+09,1.71e+08,1.72e+08,7.3e+07,1.5e+07,-2.66e+08,-7e+06,-7.6e+07,3.2e+07,-46000000.0000001,-4.2e+07,-1.5e+07,3e+06,3e+06,-5.8e+07,-1.12e+08,-1.65e+08,-1.65e+08,2e+06,-1.63e+08,2.65e+08,1.565e+09,-3.5e+07,0.21294,0.09486,0.07708,0.04015,0.01834,-0.22436,1.8798,1.18945,0.18399,0.7078,0.70081,9.1833,16.91016,-0.1588,0.19056,0.02855,-0.00505,0.26923,3.98113,5.49479
"47","2021_Q4",31.59171875,"Up",2.097e+09,-1.66e+09,4.37e+08,-2.08e+08,-1.76e+08,-3.5e+07,3e+06,2.29e+08,2.6e+07,-1.5e+07,3.4e+07,7e+06,2.55e+08,-2e+06,2.53e+08,-3.4e+07,2.19e+08,6e+06,6e+06,2.25e+08,2.09e+08,2.09e+08,5.05e+08,5.05e+08,1.216e+09,1.174e+09,2.19e+08,2.19e+08,3.114e+09,2.54e+09,2.915e+09,4.04e+08,7.41e+08,2.81e+08,4.66e+08,1.023e+09,5.455e+09,8.569e+09,1.554e+09,9.55e+08,5.99e+08,1.6e+07,1.624e+09,1.567e+09,1.424e+09,2.01e+08,1.223e+09,2.991e+09,4.615e+09,4.099e+09,1.881e+09,-1.368e+09,3.779e+09,1.75e+08,3.954e+09,8.569e+09,1.91e+08,262493764.268386,5.8e+07,-4.1e+07,-3e+06,1.86e+08,-6.7e+07,9e+06,-7e+07,-3.4e+07,2.4e+07,-1.01e+08,1e+06,-7e+06,-1.18e+08,-2e+06,-2e+06,-3e+06,-5e+06,2.87e+08,1.583e+09,2.51e+08,0.20839,0.1092,0.09967,0.05286,0.02439,1.20096,1.91749,1.16717,0.18474,0.96759,0.95434,9.70833,17.49537,1.16204,0.15741,0.03491,0.03606,0.16268,3.7561,4.70742
"48","2022_Q1",36.6606451612903,"Up",2.495e+09,-1.98e+09,5.15e+08,-2.79e+08,-2.59e+08,-4e+07,2e+07,2.36e+08,1.9e+07,-1.5e+07,2.5e+07,9e+06,2.55e+08,4.59e+08,7.14e+08,-9.9e+07,6.15e+08,-8e+06,-8e+06,6.07e+08,5.97e+08,5.97e+08,1.041e+09,1.041e+09,9.88e+08,1.038e+09,8.61e+08,5.15e+08,3.928e+09,2.443e+09,3.021e+09,4.69e+08,6.5e+08,1.8e+08,4.7e+08,1.252e+09,5.464e+09,9.392e+09,1.827e+09,1.054e+09,7.73e+08,1.2e+07,2.051e+09,1.538e+09,1.244e+09,1.61e+08,1.083e+09,2.782e+09,4.833e+09,4.105e+09,2.435e+09,-1.228e+09,4.378e+09,1.81e+08,4.559e+09,9.392e+09,6.43e+08,264514213.625337,9.1e+07,2.3e+07,1.4e+07,7.9e+08,-1.01e+08,-3.6e+07,-8.5e+07,-4e+07,-2.1e+07,-9.5e+07,3e+06,-1.2e+07,-1.68e+08,5.37e+08,5.37e+08,-1e+06,5.36e+08,3.27e+08,1.55e+09,3.39e+08,0.20641,0.09459,0.23928,0.13095,0.06356,0.56784,1.91516,1.0601,0.16503,2.76389,2.72603,11.55093,20.26852,1.56944,0.18519,0.08663,0.0461,0.067,1.55657,2.15678
