"","YQ","p","d","revenue","cost_of_revenue","gross_profit","operating_expenses","selling_general_administrative","operating_income_loss","non_operating_income_loss","interest_expense_net","other_non_operating_income_loss","pretax_income_loss_adj","abnormal_gains_losses","pretax_income_loss","income_tax_expense_benefit_net","income_loss_from_continuing_operations","net_extraordinary_gains_losses","discontinued_operations","income_loss_incl_minority_interest","net_income","net_income_common","cash_cash_equivalents_short_term_investments","cash_cash_equivalents","accounts_notes_receivable","accounts_receivable_net","other_short_term_assets","misc_short_term_assets","total_current_assets","property_plant_equipment_net","other_long_term_assets","intangible_assets","misc_long_term_assets","total_noncurrent_assets","total_assets","payables_accruals","accounts_payable","accrued_taxes","other_payables_accruals","other_short_term_liabilities","misc_short_term_liabilities","total_current_liabilities","long_term_debt","other_long_term_liabilities","deferred_compensation","deferred_tax_liabilities_long_term","misc_long_term_liabilities","total_noncurrent_liabilities","total_liabilities","share_capital_additional_paid_in_capital","treasury_stock","retained_earnings","other_equity","equity_before_minority_interest","total_equity","total_liabilities_equity","net_income_starting_line","depreciation_amortization_2","non_cash_items","change_in_working_capital","net_cash_from_discontinued_operations_operating","net_cash_from_operating_activities","change_in_fixed_assets_intangibles","acquisition_of_fixed_assets_intangibles","net_change_in_long_term_investment","net_cash_from_acquisitions_divestitures","other_investing_activities","net_cash_from_investing_activities","cash_from_repayment_of_debt","cash_from_repurchase_of_equity","increase_in_capital_stock","decrease_in_capital_stock","other_financing_activities","net_cash_from_financing_activities","net_cash_before_disc_operations_and_fx","net_cash_before_fx","net_change_in_cash","ebitda","total_debt","free_cash_flow","gross_profit_margin","operating_margin","net_profit_margin","return_on_equity","return_on_assets","free_cash_flow_to_net_income","current_ratio","liabilities_to_equity_ratio","debt_ratio","earnings_per_share_basic","earnings_per_share_diluted","sales_per_share","equity_per_share","free_cash_flow_per_share","piotroski_f_score","return_on_invested_capital","cash_return_on_invested_capital","net_debt_ebitda","net_debt_ebit"
"28","2017_Q1",13.4322580645161,"Up",178785000,-171544000,7241000,-9049000,-9049000,-1808000,-99000,-1574000,1475000,-1907000,375000,-1532000,966999.999999998,-565000.000000002,-121000,-121000,-686000,-686000,-686000,3494000,3494000,175354000,175354000,262744000,262744000,441592000,19450000,657546000,584401000,73145000,676996000,1118588000,92041000,45772000,1048000,45221000,246346000,246346000,339447000,193121000,105999000,69912000,3545000,32542000,299120000,638567000,656911000,-471311000,294925000,-504000,480021000,480021000,1118588000,-1107000,5739000,5207000,29445000,-120000,39164000,-1298000,-1298000,-1409000,32160000,-74464000,-45011000,-27196000,1625000,2812000,-1187000,77584000,52013000,46166000,46166000,46166000,3931000,194181000,31111000,0.0405,-0.01011,-0.00384000000000002,-0.00143000000000001,-0.000609999999999999,-45.35131,1.30092,1.33029,0.17359,-0.01294,-0.01268,3.37165,9.05256,0.58671,6,-0.000880000000000001,0.03988,48.50852,-105.46847
"29","2017_Q2",14.9785714285714,"Up",241459000,-192766000,48693000,-8768000,-8768000,39925000,1220000,-1517000,2737000,41145000,22000,41167000,-16141000,25026000,-152000,-152000,24874000,24874000,24874000,2424000,2424000,220859000,220859000,209351000,209351000,432634000,19945000,658608000,582404000,76204000,678553000,1111187000,91606000,47057000,18128000,26421000,185148000,185148000,277769000,214143000,112010000,72890000,2864000,36256000,326153000,603922000,661372000,-473582000,319799000,-324000,507265000,507265000,1111187000,24874000,5641000,1545000,-46434000,-118000,-14492000,-1760000,-1760000,-6993000,-4344000,61944000,48847000,21300000,182000,2453000,-2271000,-58136000,-36654000,-2299000,-2299000,-2299000,45566000,215158000,13513000,0.20166,0.16535,0.10302,0.04904,0.02239,0.54326,1.55753,1.19055,0.19363,0.46674,0.4505,4.53078,9.51842,0.25356,4,0.02981,0.01619,4.6687,5.32834
"30","2017_Q3",15.0730158730159,"Up",211016000,-188120000,22896000,-9232000,-9232000,13664000,2072000,-1692000,3764000,15736000,23000,15759000,-4343000,11416000,-418000,-418000,10998000,10998000,10998000,1161000,1161000,218317000,218317000,209117000,209117000,428595000,23728000,698343000,618846000,79497000,722071000,1150666000,105224000,62013000,6946000,36265000,183814000,183814000,290248000,212296000,124760000,76251000,4464000,44045000,337056000,627304000,669838000,-476986000,330797000,-287000,523362000,523362000,1150666000,10998000,5638000,1813000,20703000,-422000,38730000,-4989000,-4989000,-420000,-22217000,10536000,-17090000,-2100000,-208000,3196000,-3404000,-12322000,-14630000,7009999.99999999,7009999.99999999,7009999.99999999,19302000,213506000,39359000,0.1085,0.06475,0.05212,0.02101,0.00956,3.57874000000001,1.47665,1.1986,0.18555,0.20378,0.19693,3.9098,9.6971,0.72926,6,0.01276,0.04568,11.00119,15.54047
"31","2017_Q4",15.7261904761905,"Up",207723000,-184723000,2.3e+07,-7979000,-7979000,15021000,1015000,-1777000,2792000,16036000,0,16036000,-6172000,9864000,-206000,-206000,9658000,9658000,9658000,1278000,1278000,213418000,213418000,189159000,189159000,403855000,24446000,700387000,615316000,85071000,724833000,1128688000,96541000,47576000,10470000,38495000,164293000,164293000,262462000,207797000,127943000,81720000,2189000,44034000,335740000,598202000,671874000,-481572000,340455000,-271000,530486000,530486000,1128688000,9658000,5888000,1660000,-3385000,-208000,13613000,-2121000,-2121000,-138000,-8e+05,14765000,11706000,-4600000,-4008000,578000,-4586000,-19414000,-28022000,-2703000,-2703000,-2703000,20909000,209425000,21575000,0.11072,0.07231,0.04649,0.01821,0.00856,2.2339,1.53872,1.12765,0.18555,0.17836,0.17289,3.83621,9.79696,0.39845,5,0.01113,0.02486,9.9549,13.85707
"32","2018_Q1",17.3959016393443,"Up",195142000,-189975000,5167000,-7316000,-7316000,-2149000,3507000,-1689000,5196000,1358000,0,1358000,3368000,4726000,121000,121000,4847000,4847000,4847000,424000,424000,188300000,188300000,259449000,259449000,448173000,26081000,701977000,613206000,88771000,728058000,1176231000,96639000,51375000,15725883.1527774,45264000,237607000,237607000,334246000,178500000,132606000,85589000,3339000,43678000,311106000,645352000,676805000,-491046000,345302000,-182000,530879000,530879000,1176231000,4847000,5894000,9137000,19186000,121000,39185000,-3022000,-3022000,790000,-732000.000000004,-89180000,-92144000,-27500000,-7693000,1781000,-9474000,68906000,33713000,-19246000,-19246000,-19246000,3745000,178500000,16541000,0.02648,-0.01101,0.02484,0.00913,0.00412,3.41263,1.34085,1.21563,0.15176,0.0897,0.08681,3.61133,9.82454,0.30611,7,0.00576,0.01965,47.55033,-82.86459
"33","2018_Q2",20.215625,"Up",266090000,-204750000,61340000,-10028000,-10028000,51312000,-3009000,-1780000,-1229000,48303000,663000,48966000,-13156000,35810000,41000,41000,35851000,35851000,35851000,295000,295000,261336000,261336000,201931000,201931000,463562000,27318000,723473000,631956000,91517000,750791000,1214353000,107533000,63157000,13586000,30790000,179065000,179065000,288341000,216524000,137872000,86581000,2791000,48500000,354396000,642737000,680513000,-491604000,382775000,-68000,571616000,571616000,1214353000,35851000,5775000,2131000,-64396000,139000,-20500000,-2641000,-2641000,-2825000,-15568000,1278000,-19756000,36200000,1713000,2271000,-558000,-58209000,-20296000,-60552000,-60552000,-60552000,57087000,218267000,3206000,0.23052,0.19284,0.13473,0.06272,0.02952,0.08943,1.60769,1.12442,0.17974,0.66304,0.64107,4.92112,10.57158,0.05929,6,0.03864,0.00346,3.81824,4.24797
"34","2018_Q3",23.1579365079365,"Up",232641000,-205102000,27539000,-9993000,-9993000,17546000,-1187000,-1817000,629999.999999999,16359000,1.16415321826935e-10,16359000,-3238000,13121000,-15000,-15000,13106000,13106000,13106000,1921000,1921000,245639000,245639000,198712000,198712000,446272000,28649000,735203000,640312000,94891000,763852000,1210124000,130560000,80823000,6987000,42750000,173220000,173220000,305412000,181853000,134033000,89987000,4e+06,40046000,315886000,621298000,688294000,-495455000,395881000,106000,588826000,588826000,1210124000,13106000,5901000,5101000,37789000,-291000,61606000,-2852000,-2852000,-247000,-8172000,-57000,-11328000,-34500000,-1697000,2154000,-3851000,-19037000,-55234000,-4956000,-4956000,-4956000,23447000,183485000,61622000,0.11838,0.07542,0.05634,0.02226,0.01083,4.70182,1.46121,1.05515,0.15162,0.24005,0.23234,4.26106,10.78495,1.12867,7,0.01446,0.06799,7.74359,10.34789
"35","2018_Q4",21.3696825396825,"Down",224249000,-198607000,25642000,-10279000,-10279000,15363000,1529000,-1614000,3143000,16892000,0,16892000,-3297000,13595000,-9000,-9000,13586000,13586000,13586000,3493000,3493000,234906000,234906000,185438000,185438000,423837000,31400000,734619000,636202000,98417000,766019000,1189856000,119106000,57764000,6304000,55038000,161168000,161168000,281797000,168580000,137564000,93310000,5636000,38618000,306144000,587941000,691454000,-499167000,409467000,161000,601915000,601915000,1189856000,13586000,5852000,3124000,-386000,-10000,22166000,-4307000,-4307000,1028000,-872000,-4032000,-8183000,-13100000,-2061000,1651000,-3712000,-12147000,-27308000,-13325000,-13325000,-13325000,21215000,170103000,19819000,0.11435,0.06851,0.06058,0.02257,0.01142,1.45878,1.50405,0.97678,0.14296,0.24792,0.23899,4.09221,10.98405,0.36167,7,0.01494,0.02179,7.85341,10.84489
"36","2019_Q1",20.2129508196721,"Down",199023000,-181824000,17199000,-8873000,-8873000,8326000,-11065000,-1434000,-9631000,-2739000,362000,-2377000,1424000,-952999.999999993,-20000,-20000,-973000,-973000,-973000,640000,640000,207287000,207287000,215611000,215611000,423538000,34205000,725288000,637009000,88279000,759493000,1183031000,123047000,58630000,464000,63953000,198267000,198267000,321314000,135500000,132554000,84435000,6764000,41355000,268054000,589368000,693712000,-508530000,408963000,-482000,593663000,593663000,1183031000,-973000,6147000,7942000,28882000,-21999.9999999999,41976000,-4824000,-4824000,-4144000,-4468000,5127000,-8309000,-31600000,-9148000,215000,-9363000,34206000,-6542000,27125000,27125000,27125000,14473000,135500000,37107000,0.08642,0.04183,-0.00489,-0.00164,-0.000820000000000003,-38.13669,1.31814,0.99277,0.11454,-0.01776,-0.01714,3.63333,10.83782,0.67742,4,-0.00113,0.04306,9.31804,16.19745
"37","2019_Q2",20.0473015873016,"Down",269998000,-215496000,54502000,-11680000,-11680000,42822000,7859000,-1401000,9260000,50681000,497000,51178000,-13613000,37565000,-96000,-96000,37469000,37469000,37469000,2143000,2143000,264434000,264434000,191284000,191284000,457861000,37328000,882130000,635881000,246249000,919458000,1377319000,109380000,61541000,13864000,33975000,201742000,201742000,311122000,1.82e+08,260710000,95983000,6834000,157893000,442710000,753832000,697544000,-520088000,446331000,-3e+05,623487000,623487000,1377319000,37469000,5659000,1957000,-69747000,-91000,-24753000,-5452000,-5452000,-2605000,-1291000,-388000,-9736000,46500000,-10158000,1400000,-11558000,-26317000,10025000,-24464000,-24464000,-24464000,48481000,1.82e+08,-13105000,0.20186,0.1586,0.13878,0.0601,0.0272,-0.34976,1.47164,1.20906,0.13214,0.6902,0.67011,4.97353,11.48501,-0.2414,3,0.03514,-0.01229,3.70985,4.20011
"38","2019_Q3",22.4828125,"Up",235498000,-198148000,37350000,-10566000,-10566000,26784000,-4898000,-1587000,-3311000.00000001,21886000,50000,21936000,-5322000,16614000,-22000,-22000,16592000,16592000,16592000,2628000,2628000,271781000,271781000,183606000,183606000,458015000,36848000,882060000,632425000,249635000,918908000,1376923000,137226000,87668000,7307000,42251000,187510000,187510000,324736000,1.59e+08,259127000,100365000,8504000,150258000,418127000,742863000,702121000,-530262000,462923000,-722000,634060000,634060000,1376923000,16592000,5317000,4302000,18150000,-28000,44333000,-1464000,-1464000,-759000,-2000,1082000,-1143000,-2.3e+07,-8531000,1643000,-10174000,-20570000,-52101000,-8911000,-8911000,-8911000,32101000,1.59e+08,54109000,0.1586,0.11373,0.07045,0.02617,0.01205,3.26115,1.41042,1.1716,0.11547,0.30675,0.29902,4.3539,11.72253,1.00037,7,0.01577,0.05143,4.87125,5.83826
"39","2019_Q4",26.0196875,"Up",239790000,-209146000,30644000,-11670000,-11670000,18974000,5246000,-1521000,6767000,24220000,-145000,24075000,-6069000,18006000,-2e+05,-2e+05,17806000,17806000,17806000,2723000,2723000,260969000,260969000,184207000,184207000,447899000,38118000,911046000,658442000,252604000,949164000,1397063000,125659000,63725000,7104000,54830000,184422000,184422000,310081000,1.6e+08,270686000,100529000,9882000,160275000,430686000,740767000,707774000,-531356000,480729000,-851000,656296000,656296000,1397063000,17806000,5634000,4689000,1890000,-185000,29834000,-3363000,-3363000,-49000,-10447000,47000,-13812000,1e+06,718000,1812000,-1094000,-16115000,-14397000,1625000,1625000,1625000,24608000,1.6e+08,29204000,0.1278,0.07913,0.07426,0.02713,0.01275,1.64012,1.44446,1.12871,0.11453,0.32811,0.31835,4.41854,12.09339,0.53813,7,0.01638,0.02687,6.3913,8.28908
"40","2020_Q1",25.4590322580645,"Down",203138000,-200706000,2432000,-10490000,-10490000,-8058000,3743000,-1256000,4999000,-4315000.00000001,15000,-4300000,3164000,-1136000,-16999.9999999999,-16999.9999999999,-1153000,-1153000,-1153000,567000,567000,222031000,222031000,233422000,233422000,456020000,39412000,905342000,654671000,250671000,944754000,1400774000,128465000,68510000,57000,59898000,237461000,237461000,365926000,105500000,270110000,106851000,11720000,151539000,375610000,741536000,716035000,-535693000,479576000,-680000,659238000,659238000,1400774000,-1152999.99999999,5735000,10675000,33548000,-34000,48771000,-3594000,-3594000,155000,-1000.00000000373,446000,-2994000,-54500000,1416000,5753000,-4337000,55008000,1924000.00000001,47701000,47701000,47701000,-2323000,105500000,24467000,0.01197,-0.03967,-0.00568,-0.00175,-0.000819999999999998,-21.22029,1.24621,1.12484,0.07532,-0.0211399999999999,-0.0205,3.72382,12.0848,0.44852,4,-0.00111,0.02364,-45.17133,-13.02221
"41","2020_Q2",22.6934920634921,"Down",277455000,-199827000,77628000,-10489000,-10489000,67139000,-16919000,-1119000,-15800000,50220000,95000,50315000,-13453000,36862000,-14000,-14000,36848000,36848000,36848000,216942000,216942000,263180000,263180000,195451000,195451000,675573000,39899000,901086000,666112000,234974000,940985000,1616558000,105227000,62329000,13089000,29809000,204202000,204202000,309429000,3.83e+08,253869000,92613000,11469000,149787000,636869000,946298000,720948000,-565180000,516424000,-1932000,670260000,670260000,1616558000,36848000,5704000,3818000,-65001000,-16000,-18647000,-2641000,-2641000,13671000,-7848000,1173000,4355000,277500000,-28474000,1013000,-29487000,-41254000,207772000,193480000,193480000,193480000,72843000,3.83e+08,18654000,0.27979,0.24198,0.13281,0.05498,0.02279,0.50624,2.18329,1.41184,0.23692,0.67523,0.65865,5.08429,12.28235,0.34183,3,0.02819,0.01427,2.27967,2.47335
"42","2020_Q3",23.7453125,"Up",236943000,-209016000,27927000,-11160000,-11160000,16767000,11262000,-2074000,13336000,28029000,57000,28086000,-6607000,21479000,-11000,-11000,21468000,21468000,21468000,9620000.00000006,9620000.00000006,267198000,267198000,195356000,195356000,472174000,40199000,915235000,661180000,254055000,955434000,1427608000,144472000,86484000,17803000,40185000,188827000,188827000,333299000,1.2e+08,279089000,107709000,12332000,159048000,399089000,732388000,726399000,-566762000,537892000,-2309000,695220000,695220000,1427608000,21468000,5787000,4656000,42288000,-29000,74170000,-2665000,-2665000,8198000,610999.999999998,2308000,8452000,-2.63e+08,2672000,2214000,458000,-18004000,-278332000,-195710000,-195710000,-195710000,22554000,1.2e+08,68784000,0.11786,0.0707600000000001,0.0906,0.03088,0.01504,3.20402,1.41667,1.05346,0.08406,0.39652,0.38972,4.37641,12.84092,1.27046,7,0.01962,0.06286,4.89403,6.58317
"43","2020_Q4",24.60953125,"Up",238389000,-204760000,33629000,-11339000,-11339000,22290000,4940000,-974000,5914000,27230000,-74000,27156000,-7060000,20096000,-19000,-19000,20077000,20077000,20077000,6113000,6113000,248886000,248886000,170892000,170892000,425891000,41733000,957492000,695562000,261930000,999225000,1425116000,116093000,50592000,10175000,55326000,181963000,181963000,298056000,1.1e+08,299056000,113749000,9332000,175975000,409056000,707112000,733034000,-570504000,557969000,-2495000,718004000,718004000,1425116000,20077000,5786000,-122000,553000,-21000,26273000,-4180000,-4180000,7651000,-25894000,125000,-22298000,-1e+07,-1562000,1492000,-3054000,-11936000,-23498000,-19523000,-19523000,-19523000,28076000,1.1e+08,31509000,0.14107,0.0935,0.08422,0.02796,0.01409,1.56941,1.4289,0.98483,0.07719,0.36904,0.36247,4.38183,13.19763,0.57917,7,0.01781,0.02796,3.70021,4.6607
"44","2021_Q1",29.4540983606557,"Up",211110000,-211748000,-638000.000000007,-13078000,-13078000,-13716000,12234000,-816000,13050000,-1481999.99999999,-587000,-2069000,1979000,-90000,-4000,-4000,-94000,-94000,-94000,4652000.00000001,4652000.00000001,216175000,216175000,215604000,215604000,436431000,41346000,1035977000,756750000,279227000,1077323000,1513754000,146885000,64119000,2788000,79978000,231389000,231389000,378274000,1.08e+08,324860000,127332000,8752000,188776000,432860000,811134000,742311000,-595297000,557875000,-2269000,702620000,702620000,1513754000,-94000.0000000075,5862000,4521000,54765000,-5000,65049000,-2090000,-2090000,4520000,-37588000,-1757000,-36915000,-2000000.00000003,-24686000,1767000,-26453000,44135000,17449000,45583000,45583000,45583000,-7854000.00000001,1.08e+08,42842000,-0.00302000000000002,-0.06497,-0.000449999999999992,-0.000130000000000002,-5.99999999999993e-05,-455.76596,1.15374,1.15444,0.07135,-0.00174000000000007,-0.00171000000000004,3.90684,13.00281,0.79284,5,-8.00000000000037e-05,0.03773,-13.15865,-7.53485
"45","2021_Q2",33.4246031746032,"Up",300730000,-223971000,76759000,-14483000,-14483000,62276000,3912000,-877000,4789000,66188000,-18258865.1782192,66188000,-15972000,50216000,-7000,-7000,50209000,50209000,50209000,6778000,6778000,270610000,270610000,194087000,194087000,471475000,39910000,1040458000,756684000,283774000,1080368000,1551843000,125467000,60216000,15028000,50223000,208207000,208207000,333674000,1.62e+08,328386000,133478000,12371000,182537000,490386000,824060000,750553000,-629439000,608084000,-1415000,727783000,727783000,1551843000,50209000,6252000,7017000,-78299000,-6000,-14827000,-1146000,-1146000,3090000,-2012000,297000,229000,5.4e+07,-27270000,4408000,-31678000,-29690000,-2960000,-17558000,-17558000,-17558000,68528000,1.62e+08,5055000,0.25524,0.20708,0.16696,0.06899,0.03235,0.10068,1.41298,1.13229,0.10439,0.94084,0.92235,5.63524,13.63758,0.09472,5,0.04122,0.00415,2.26509,2.49249
"46","2021_Q3",32.54421875,"Down",278648000,-236934000,41714000,-13816000,-13816000,27898000,7414000,-959000,8373000,35312000,-24083000,11229000,-2616000,8613000,-6000,-6000,8607000,8607000,8607000,4677000,4677000,292496000,292496000,211998000,211998000,509171000,40069000,1107388000,807939000,299449000,1147457000,1656628000,174332000,99018000,2397000,72917000,249432000,249432000,423764000,163300000,357232000,142330000,14399000,200503000,520532000,944296000,758770000,-661772000,616691000,-1357000,712332000,712332000,1656628000,8607000,6624000,-2048000,67945000,-7000,81121000,-2112000,-2112000,-3025000,-31375000,-3854000,-40366000,1300000.00000001,-31788000,1040000,-32828000,-9133999.99999999,-39622000,1132999.99999999,1132999.99999999,1132999.99999999,71090195.2595143,163300000,-3719499.76480833,0.28002370146694,0.233579582048156,0.170474412298981,0.180504013952358,0.0848910156986475,269.232911151873,1.20154,1.32564,0.09857,0.917114912107733,0.896298761543646,5.78751234088914,13.47276,-0.0578521301643829,6.0839443711361,0.108079241827271,-0.0508341034581976,33.4944182049813,23.3682442310955
"47","2021_Q4",37.28,"Up",282719000,-238328000,44391000,-13035000,-13035000,31356000,-2149000,-1016000,-1133000,29207000,0,29207000,-7512000,21695000,-4000,-4000,21691000,21691000,21691000,2749000,2749000,293890000,293890000,238465000,238465000,535104000,42531000,1135133000,843246000,291887000,1177664000,1712768000,180502000,75607000,7971000,96924000,261329000,261329000,441831000,190200000,360090000,136059000,16226000,207805000,550290000,992121000,766680000,-683217000,638382000,-1198000,720647000,720647000,1712768000,21691000,7045000,5934000,-20013000,-5000,14652000,-3193000,-3193000,-2315000,-22983000,-2100000,-30591000,26900000,-18749000,1695000,-20444000,36109000,44260000,28321000,28321000,28321000,12193815.1651455,190200000,16509736.5133038,0.0886599918425981,0.0318297340306444,0.0330758987357154,0.260296018603144,0.12192202093153,173.663306823919,1.21111,1.37671,0.11105,0.136004489523103,0.129083484618684,4.76928030783855,13.74835,0.327486189895393,6.97859249484813,0.155328989103028,-0.0898361379442634,56.8459622733084,39.2064656414606
"48","2022_Q1",39.1645161290323,"Up",242828000,-246402000,-3574000.00000001,-14816000,-14816000,-18390000,5196000,-1016000,6212000,-13194000,-390000,-13584000,3971000,-9613000,-7000,-7000,-9619999.99999999,-9619999.99999999,-9619999.99999999,1997000,1997000,242168000,242168000,207509000,207509000,451674000,43423000,1132837000,840783000,292054000,1176260000,1627934000,181460000,65757000,1671000,114032000,241829000,241829000,423289000,310151000,344797000,136321000,15440000,193036000,654948000,1078237000,771469000,-694716000,628762000,-967000,704548000,704548000,1782785000,-9620000.00000001,7157000,9038000,43639000,-6000,50208000,-2533000,-2533000,-9853000,-654000,1758000,-11282000,-34900000,-15369000,168000,-15537000,-20414000,-70683000,-31757000,-31757000,-31757000,-11233000,0,25902000,-0.0147200000000001,-0.0757300000000002,-0.0396199999999999,0.246312513952358,0.113559515698647,-2.6925200000003,1.32757887484125,1.39862485272604,0.134637213823976,-0.185379999999999,-0.1798,4.6794,14.2531192818401,0.49914,6.6339443711361,0.145011741827271,-0.0851201034581976,53.1403252049813,36.9408767310955
"49","2022_Q2",40.4011290322581,"Up",391722000,-290299000,101423000,-16309000,-16309000,85114000,-7662000,-1259000,-6403000,77452000,-8210250.3386821,77452000,-19321000,58131000,-4000,-4000,58127000,58127000,58127000,558000,558000,365758000,365758000,245243000,245243000,611559000,43184000,1287701000,951902000,335799000,1330885000,1942444000,154805000,70431000,17678000,66696000,303570000,303570000,458375000,298900000,425321000,132284000,18960000,274077000,724221000,1182596000,779089000,-707088000,686889000,958000,759848000,759848000,1942444000,58127000,8173000,7876000,-125062000,-4000,-50890000,-833000,-833000,-6080000,-72414000,-2204000,-81531000,143600000,-1975000,3224000,-5199000,28821000,170446000,38025000,38025000,38025000,93287000,298900000,-13287000,0.25892,0.21728,0.14839,0.0765,0.02992,-0.22859,1.33419,1.55636,0.15388,1.11701,1.11701,7.52761,14.60179,-0.25533,4,0.03917,-0.00894999999999997,3.19811,3.50519999999998
"50","2022_Q3",43.65775,"Up",361952000,-289736000,72216000,-10926000,-10926000,61290000,-11735000,4163000,-15898000,49555000,-135000,49420000,-12622000,36798000,13000,13000,36811000,36811000,36811000,3881000,3881000,410481000,410481000,239680000,239680000,654042000,45690000,1272865000,946468000,326397000,1318555000,1972597000,233372000,125852000,12757000,94763000,297976000,297976000,531348000,529718000,410726000,118779000,20873000,271074000,940444000,1471792000,782500000,-737559000,718144000,1438000,764523000,764523000,2236315000,31255000,8292000,6057000,33799000,-5000,79398000,-2807000,-2807000,-3686000,135000,-1867000,-8225000,-32900000,-28483000,672000,-29155000,-17408000,-78791000,-7618000,-7618000,-7618000,400427505.21233,0,-130415881.625752,1.13823684665477,1.1529996580394,0.754660155517349,-0.31119502325393,-0.158880026164412,343.422541487896,1.09117087547625,1.97600294182187,0.159520858528073,4.99497220081542,4.95833862308117,14.9671788243638,14.5396196544796,-2.4917404701345,-1.97324061856017,-0.200153736378784,0.166410172430329,-112.160080341636,-74.1668420518258
