"","YQ","p","d","revenue","cost_of_revenue","gross_profit","operating_expenses","selling_general_administrative","operating_income_loss","non_operating_income_loss","interest_expense_net","income_loss_from_affiliates","pretax_income_loss_adj","abnormal_gains_losses","pretax_income_loss","income_tax_expense_benefit_net","income_loss_from_continuing_operations","income_loss_incl_minority_interest","minority_interest","net_income","net_income_common","cash_cash_equivalents_short_term_investments","cash_cash_equivalents","accounts_notes_receivable","accounts_receivable_net","inventories","other_short_term_assets","misc_short_term_assets","total_current_assets","property_plant_equipment_net","other_long_term_assets","intangible_assets","misc_long_term_assets","total_noncurrent_assets","total_assets","payables_accruals","accounts_payable","other_payables_accruals","other_short_term_liabilities","misc_short_term_liabilities","total_current_liabilities","long_term_debt","other_long_term_liabilities","deferred_tax_liabilities_long_term","misc_long_term_liabilities","total_noncurrent_liabilities","total_liabilities","share_capital_additional_paid_in_capital","treasury_stock","retained_earnings","other_equity","equity_before_minority_interest","minority_interest_2","total_equity","total_liabilities_equity","net_income_starting_line","depreciation_amortization_2","non_cash_items","change_in_working_capital","net_cash_from_operating_activities","change_in_fixed_assets_intangibles","other_investing_activities","net_cash_from_investing_activities","cash_from_repayment_of_debt","other_financing_activities","net_cash_from_financing_activities","net_cash_before_disc_operations_and_fx","net_cash_before_fx","effect_of_foreign_exchange_rates","net_change_in_cash","ebitda","total_debt","free_cash_flow","gross_profit_margin","operating_margin","net_profit_margin","return_on_equity","return_on_assets","free_cash_flow_to_net_income","current_ratio","liabilities_to_equity_ratio","debt_ratio","earnings_per_share_basic","earnings_per_share_diluted","sales_per_share","equity_per_share","free_cash_flow_per_share","return_on_invested_capital","cash_return_on_invested_capital","net_debt_ebitda","net_debt_ebit"
"21","2016_Q2",74.72359375,"Up",8.02e+08,-6.81e+08,1.21e+08,-5.6e+07,-5.6e+07,6.5e+07,-6e+06,-2e+06,0,5.9e+07,-1e+07,4.9e+07,-1.3e+07,3.6e+07,2.3e+07,-4e+06,1.9e+07,1.9e+07,8.01e+08,8.01e+08,5.38e+08,5.38e+08,1.82e+08,2.11e+08,2.11e+08,1.732e+09,3.49e+08,2.31e+08,1.29e+08,1.02e+08,6.36e+08,2.368e+09,5.79e+08,4.8e+08,9.9e+07,3.13e+08,3.13e+08,9.28e+08,6.07e+08,1.01e+08,2.2e+07,7.9e+07,7.08e+08,1.636e+09,1.244e+09,-1.7e+09,1.213e+09,-1.71e+08,5.86e+08,1.46e+08,7.32e+08,2.368e+09,2.3e+07,2.1e+07,3e+06,-1.05e+08,-5.8e+07,-2.5e+07,3.95e+08,3.73e+08,-1e+06,-1.1e+07,-2.248e+09,-1.933e+09,-1.933e+09,7e+06,-1.926e+09,8.6e+07,6.43e+08,-3.1e+07,0.15087,0.08105,0.02369,0.02596,0.00801999999999999,-1.63158,1.86638,2.23497,0.27154,0.49869,0.49351,21.04987,15.38058,-0.81365,1.18902,-0.021,-1.83721,-2.43077
"22","2016_Q3",69.915,"Down",7.73e+08,-6.64e+08,1.09e+08,-5.4e+07,-5.4e+07,5.5e+07,0,-3e+06,3e+06,5.5e+07,-6999999.99999999,4.8e+07,-9e+06,3.9e+07,3e+07,-4e+06,2.6e+07,2.6e+07,8.46e+08,8.46e+08,4.83e+08,4.83e+08,1.87e+08,1.95e+08,1.95e+08,1.711e+09,3.42e+08,2.33e+08,1.23e+08,1.1e+08,6.33e+08,2.344e+09,5.51e+08,4.55e+08,9.6e+07,2.94e+08,2.94e+08,8.7e+08,6.06e+08,1.04e+08,2.3e+07,8.1e+07,7.1e+08,1.58e+09,1.246e+09,-1.699e+09,1.239e+09,-1.7e+08,6.16e+08,1.48e+08,7.64e+08,2.344e+09,3e+07,2e+07,1000000.00000001,1.9e+07,7e+07,-1.2e+07,-4e+06,-15000000.0000001,-1e+07,0,-9999999.99999952,45000000.0000002,45000000.0000002,-3e+06,4.2e+07,7.5e+07,6.31e+08,9.1e+07,0.14101,0.07115,0.03364,0.03403,0.01109,3.5,1.96667,2.06806,0.2692,0.75362,0.74499,22.4058,17.85507,2.63768,0.01734,0.06071,-2.86667,-3.90909
"23","2016_Q4",75.1431746031746,"Up",7.7e+08,-6.65e+08,1.05e+08,-5.3e+07,-5.3e+07,5.2e+07,-1.7e+07,-5e+06,0,3.5e+07,-5e+06,3e+07,-5e+06,2.5e+07,3.2e+07,-4e+06,2.8e+07,2.8e+07,8.5e+08,8.5e+08,4.97e+08,4.97e+08,1.76e+08,2.04e+08,2.04e+08,1.727e+09,3.42e+08,2.57e+08,1.37e+08,1.2e+08,6.46e+08,2.373e+09,5.37e+08,4.29e+08,1.08e+08,3.08e+08,3.08e+08,8.69e+08,6.03e+08,1.07e+08,2.5e+07,8.2e+07,7.1e+08,1.579e+09,1.247e+09,-1.699e+09,1.267e+09,-1.67e+08,6.48e+08,1.46e+08,7.94e+08,2.373e+09,3.2e+07,2.1e+07,2e+07,-4.7e+07,2.6e+07,-1.9e+07,4e+06,-1.9e+07,-2e+06,0,-2e+06,5e+06,5e+06,2e+06,7e+06,7.3e+07,6.27e+08,1.2e+07,0.13636,0.06753,0.03636,0.03526,0.0118,0.42857,1.98734,1.98866,0.26422,0.81871,0.80925,22.51462,18.94737,0.35088,0.01832,0.00785,-3.05479,-4.28846
"24","2017_Q1",92.1801612903226,"Up",8.16e+08,-6.95e+08,1.21e+08,-6.1e+07,-6.1e+07,6e+07,1e+06,-2e+06,-1e+06,6.1e+07,-2.7e+07,3.4e+07,-3e+06,3.1e+07,6000000.00000001,-4e+06,2e+06,2e+06,8.78e+08,8.78e+08,5.05e+08,5.05e+08,1.51e+08,1.74e+08,1.74e+08,1.708e+09,3.45e+08,2.75e+08,1.29e+08,1.46e+08,6.65e+08,2.373e+09,5.66e+08,4.63e+08,1.03e+08,3.09e+08,3.09e+08,9.11e+08,6.49e+08,8.9e+07,2e+07,6.9e+07,7.38e+08,1.649e+09,1.328e+09,-1.778e+09,1.269e+09,-2.33e+08,5.86e+08,1.38e+08,7.24e+08,2.373e+09,6e+06,2.2e+07,3.1e+07,1.9e+07,7.8e+07,-1.9e+07,-3.66e+08,-1.773e+09,1.1e+07,-1.3e+07,1.734e+09,38999999.9999999,38999999.9999999,-1.7e+07,2.2e+07,8.2e+07,6.85e+08,8.5e+07,0.14828,0.07353,0.00245,0.00276,0.00084,42.5,1.87486,2.27762,0.28866,0.0602399999999998,0.05952,24.57831,17.6506,2.56024,-1.15754,0.05674,-2.35366,-3.21667
"25","2017_Q2",98.8119047619048,"Up",8.1e+08,-6.81e+08,1.29e+08,-5.2e+07,-5.2e+07,7.7e+07,-1e+06,-5e+06,2e+06,7.6e+07,1e+06,7.7e+07,-1.6e+07,6.1e+07,6.9e+07,-4e+06,6.5e+07,6.5e+07,6.88e+08,6.88e+08,5.52e+08,5.52e+08,1.62e+08,1.78e+08,1.78e+08,1.58e+09,3.46e+08,2.75e+08,1.28e+08,1.47e+08,6.58e+08,2.238e+09,5.5e+08,4.63e+08,8.7e+07,2.24e+08,2.24e+08,8.23e+08,6.49e+08,8.6e+07,2e+07,6.6e+07,7.35e+08,1.558e+09,1.303e+09,-1.876e+09,1.332e+09,-2.11e+08,5.48e+08,1.32e+08,6.8e+08,2.238e+09,6.7e+07,1.9e+07,-3e+06,-9.4e+07,-1.1e+07,-3.2e+07,-4.7e+07,-6.9e+07,1.3e+07,-3e+06,-1.16e+08,-1.96e+08,-1.96e+08,6e+06,-1.9e+08,9.6e+07,6.98e+08,-1.4e+07,0.15926,0.09506,0.08025,0.09559,0.02904,-0.21538,1.91981,2.29118,0.31189,2,1.9697,24.92308,16.86154,-0.43077,0.0450799999999996,-0.00956,0.10417,0.129869999999999
"26","2017_Q3",113.356031746032,"Up",7.74e+08,-6.63e+08,1.11e+08,-5.4e+07,-5.4e+07,5.7e+07,4e+06,-4e+06,3e+06,6.1e+07,-5e+06,5.6e+07,-1e+07,4.6e+07,4.6e+07,-3e+06,4.3e+07,4.3e+07,7.3e+08,7.3e+08,5.19e+08,5.19e+08,1.65e+08,1.63e+08,1.63e+08,1.577e+09,3.52e+08,2.78e+08,1.27e+08,1.51e+08,6.69e+08,2.246e+09,5.29e+08,4.39e+08,9e+07,2.34e+08,2.34e+08,8.05e+08,6.52e+08,8.4e+07,2.2e+07,6.2e+07,7.36e+08,1.541e+09,1.332e+09,-1.936e+09,1.377e+09,-2.04e+08,5.69e+08,1.36e+08,7.05e+08,2.246e+09,4.8e+07,2.2e+07,-2e+06,2.8e+07,9.6e+07,-1.5e+07,0,-7000000.00000024,-8e+06,-1.1e+07,-53999999.9999998,3.5e+07,3.5e+07,7e+06,4.2e+07,7.9e+07,6.94e+08,1.02e+08,0.14341,0.07364,0.05556,0.06099,0.01915,2.37209,1.95901,2.18582,0.30899,1.35647,1.3354,24.4164,17.94953,3.21767,0.029,0.06878,-0.4557,-0.63158
"27","2017_Q4",126.711904761905,"Up",7.65e+08,-6.51e+08,1.14e+08,-5.5e+07,-5.5e+07,5.9e+07,2e+06,-3e+06,1e+06,6.1e+07,-6e+06,5.5e+07,-8e+06,4.7e+07,4.7e+07,-4e+06,4.3e+07,4.3e+07,7.32e+08,7.32e+08,5.06e+08,5.06e+08,1.74e+08,1.84e+08,1.84e+08,1.596e+09,3.61e+08,2.82e+08,1.28e+08,1.54e+08,6.83e+08,2.279e+09,5.31e+08,4.29e+08,1.02e+08,2.35e+08,2.35e+08,8.1e+08,6.52e+08,8.4e+07,2.2e+07,6.2e+07,7.36e+08,1.546e+09,1.334e+09,-1.945e+09,1.42e+09,-1.94e+08,6.15e+08,1.18e+08,7.33e+08,2.279e+09,4.7e+07,2.1e+07,-1e+06,-2.3e+07,4.4e+07,-2.2e+07,1e+06,-1.9e+07,1e+06,-1.9e+07,-2.8e+07,-3e+06,-3e+06,4e+06,1e+06,8e+07,6.96e+08,4.3e+07,0.14902,0.07712,0.05621,0.05866,0.01887,1,1.97037,2.10914,0.3054,1.37821,1.35647,24.51923,19.71154,1.37821,0.02842,0.02842,-0.45,-0.61017
"28","2018_Q1",125.077704918033,"Down",7.97e+08,-6.6e+08,1.37e+08,-6.5e+07,-6.5e+07,7.2e+07,-4.65661287307739e-10,-4e+06,1e+06,7.2e+07,-3.7e+07,3.5e+07,-1.4e+07,2.1e+07,3e+07,-5e+06,2.5e+07,2.5e+07,7.06e+08,7.06e+08,5.3e+08,5.3e+08,1.89e+08,1.78e+08,1.78e+08,1.603e+09,3.77e+08,2.83e+08,1.32e+08,1.51e+08,7.01e+08,2.304e+09,5.75e+08,4.7e+08,1.05e+08,1.8e+08,1.8e+08,8.01e+08,6.24e+08,1.18e+08,2.3e+07,9.5e+07,7.42e+08,1.543e+09,1.34e+09,-1.974e+09,1.445e+09,-1.74e+08,6.37e+08,1.24e+08,7.61e+08,2.304e+09,3e+07,2.5e+07,3.4e+07,-3000000.00000001,8.6e+07,-3e+07,4.8e+07,-8.3e+07,2e+06,-6e+06,-3.3e+07,-3e+07,-3e+07,2e+06,-2.8e+07,9.7e+07,6.7e+08,7.8e+07,0.17189,0.09034,0.03137,0.03285,0.01085,3.12,2.00125,2.0276,0.2908,0.80645,0.7837,25.70968,20.54839,2.51613,0.01549,0.05036,-0.37113,-0.5
"29","2018_Q2",125.03328125,"Down",8.14e+08,-6.85e+08,1.29e+08,-4.4e+07,-4.4e+07,8.5e+07,8e+06,-2e+06,3e+06,9.3e+07,-5e+06,8.8e+07,-2.1e+07,6.7e+07,6.9e+07,-4e+06,6.5e+07,6.5e+07,5.23e+08,5.23e+08,4.98e+08,4.98e+08,1.99e+08,1.97e+08,1.97e+08,1.417e+09,3.89e+08,2.94e+08,1.33e+08,1.61e+08,7.28e+08,2.145e+09,5.73e+08,4.93e+08,8e+07,1.79e+08,1.79e+08,7.87e+08,6.22e+08,1.21e+08,2.2e+07,9.9e+07,7.43e+08,1.53e+09,1.292e+09,-2.139e+09,1.51e+09,-1.57e+08,5.06e+08,1.09e+08,6.15e+08,2.145e+09,6.9e+07,2.2e+07,-1.2e+07,2e+06,8.1e+07,-4.4e+07,3e+06,-4.1e+07,-1.2e+07,-4e+06,-2.3e+08,-1.9e+08,-1.9e+08,7e+06,-1.83e+08,1.07e+08,6.57e+08,8.6e+07,0.15848,0.10442,0.07985,0.10569,0.0303,1.32308,1.80051,2.4878,0.30629,2.13115,2.11039,26.68852,16.59016,2.81967,0.05671,0.06174,1.25234,1.57647
"30","2018_Q3",115.675079365079,"Down",7.58e+08,-6.54e+08,1.04e+08,-5.5e+07,-5.5e+07,4.9e+07,5e+06,-2e+06,4e+06,5.4e+07,-5e+06,4.9e+07,-1.2e+07,3.7e+07,3.6e+07,-1e+06,3.5e+07,3.5e+07,5.25e+08,5.25e+08,4.38e+08,4.38e+08,1.97e+08,1.76e+08,1.76e+08,1.336e+09,3.72e+08,2.8e+08,1.25e+08,1.55e+08,7e+08,2.036e+09,5.11e+08,4.35e+08,7.6e+07,1.62e+08,1.62e+08,7.03e+08,6.08e+08,1.09e+08,2.2e+07,8.7e+07,7.17e+08,1.42e+09,1.303e+09,-2.137e+09,1.545e+09,-1.95e+08,5.16e+08,1e+08,6.16e+08,2.036e+09,3.6e+07,2.3e+07,4e+06,-1.8e+07,4.5e+07,-2.5e+07,-7.45058059692383e-09,-2.5e+07,-4e+06,1e+06,-3e+06,1.7e+07,1.7e+07,-1.5e+07,2000000.00000003,7.2e+07,6.38e+08,4.1e+07,0.1372,0.06464,0.04617,0.05682,0.01719,1.17143,1.90043,2.30519,0.31336,1.17845,1.16667,25.52189,17.37374,1.38047,0.02568,0.03008,1.56944,2.30612
"31","2018_Q4",75.4042857142857,"Down",6.81e+08,-5.99e+08,8.2e+07,-4e+07,-4e+07,4.2e+07,8e+06,-2e+06,3e+06,5e+07,-1.8e+07,3.2e+07,-9e+06,2.3e+07,2.4e+07,-3e+06,2.1e+07,2.1e+07,4.39e+08,4.39e+08,4.48e+08,4.48e+08,2.22e+08,1.95e+08,1.95e+08,1.304e+09,3.84e+08,2.71e+08,1.3e+08,1.41e+08,6.94e+08,1.998e+09,4.97e+08,4.32e+08,6.5e+07,1.66e+08,1.66e+08,6.95e+08,6.04e+08,1.08e+08,2.2e+07,8.6e+07,7.12e+08,1.407e+09,1.332e+09,-2.214e+09,1.566e+09,-2.08e+08,4.76e+08,1.15e+08,5.91e+08,1.998e+09,2.4e+07,2.2e+07,-4e+06,-6.1e+07,-1.9e+07,-2.7e+07,1e+07,-1e+06,3e+06,-1.4e+07,-6.1e+07,-8.1e+07,-8.1e+07,-5e+06,-8.6e+07,6.4e+07,6.36e+08,-1.5e+07,0.12041,0.06167,0.03084,0.03553,0.01051,-0.71429,1.87626,2.38071,0.31832,0.71918,0.71186,23.32192,16.30137,-0.5137,0.01573,-0.01124,3.07812,4.69048
"32","2019_Q1",75.2406557377049,"Down",7.31e+08,-6.35e+08,9.6e+07,-5.4e+07,-5.4e+07,4.2e+07,6e+06,-1e+06,3e+06,4.8e+07,-1e+06,4.7e+07,-1e+06,4.6e+07,4.5e+07,-2e+06,4.3e+07,4.3e+07,4.63e+08,4.63e+08,4.86e+08,4.86e+08,1.84e+08,1.63e+08,1.63e+08,1.296e+09,3.97e+08,2.72e+08,1.29e+08,1.43e+08,7.11e+08,2.007e+09,5.03e+08,4.36e+08,6.7e+07,1.61e+08,1.61e+08,7.21e+08,6.05e+08,9.9e+07,2.3e+07,7.6e+07,7.04e+08,1.425e+09,1.336e+09,-2.264e+09,1.609e+09,-2.16e+08,4.65e+08,1.17e+08,5.82e+08,2.007e+09,4.5e+07,2.4e+07,2e+06,2.6e+07,9.7e+07,-3.1e+07,0,-3.1e+07,2.5e+07,-1.6e+07,-4.1e+07,2.5e+07,2.5e+07,0,2.5e+07,6.6e+07,6.62e+08,6.2e+07,0.13133,0.05746,0.05882,0.07388,0.02143,1.44186,1.7975,2.44845,0.32985,1.5035,1.50877,25.55944,16.25874,2.16783,0.03202,0.04617,3.01515,4.7381
"33","2019_Q2",61.062380952381,"Down",7.37e+08,-6.71e+08,6.6e+07,-5.7e+07,-5.7e+07,9e+06,3e+06,-2e+06,3e+06,1.2e+07,1e+06,1.3e+07,5e+06,1.8e+07,1.8e+07,-2e+06,1.6e+07,1.6e+07,4.32e+08,4.32e+08,4.84e+08,4.84e+08,1.95e+08,1.72e+08,1.72e+08,1.283e+09,4.06e+08,4.48e+08,1.28e+08,3.2e+08,8.99e+08,2.182e+09,5.07e+08,4.4e+08,6.7e+07,1.76e+08,1.76e+08,7.39e+08,6.03e+08,2.35e+08,2.4e+07,2.11e+08,8.38e+08,1.577e+09,1.333e+09,-2.257e+09,1.623e+09,-2.12e+08,4.87e+08,1.18e+08,6.05e+08,2.182e+09,1.6e+07,2.5e+07,5e+06,-4.2e+07,4e+06,-3.7e+07,3e+06,-3.4e+07,-2e+06,0,-2e+06,-3.2e+07,-3.2e+07,-5942576.07007547,-3.2e+07,3.4e+07,6.59e+08,-5e+07,0.08955,0.01221,0.02171,0.02645,0.00733,-3.125,1.73613,2.60661,0.30202,0.56738,0.56338,26.13475,17.2695,-1.77305,0.01067,-0.03336,6.67647,25.22222
"34","2019_Q3",66.7371875,"Up",7.33e+08,-6.63e+08,7e+07,-5.8e+07,-5.8e+07,1.2e+07,4e+06,-2e+06,3e+06,1.6e+07,0,1.6e+07,-8e+06,8e+06,8e+06,-1e+06,7e+06,7e+06,4.35e+08,4.35e+08,4.68e+08,4.68e+08,1.87e+08,1.93e+08,1.93e+08,1.283e+09,4.14e+08,4.47e+08,1.26e+08,3.21e+08,9.09e+08,2.192e+09,5.18e+08,4.47e+08,7.1e+07,1.9e+08,1.9e+08,7.62e+08,6e+08,2.37e+08,2.6e+07,2.11e+08,8.37e+08,1.599e+09,1.339e+09,-2.277e+09,1.63e+09,-2.15e+08,4.77e+08,1.16e+08,5.93e+08,2.192e+09,8e+06,2.4e+07,5e+06,2e+07,5.7e+07,-3.4e+07,1e+06,-3.3e+07,-1e+06,-1.86264514923096e-09,-2.1e+07,3e+06,3e+06,-12124820.4282261,2999999.99999999,3.6e+07,6.54e+08,3e+07,0.0955,0.01637,0.00955,0.0118,0.00319,4.28571,1.68373,2.69646,0.29836,0.25,0.25,26.17857,17.03571,1.07143,0.00472,0.02022,6.08333,18.25
"35","2019_Q4",89.08984375,"Up",7.31e+08,-6.47e+08,8.4e+07,-5.2e+07,-5.2e+07,3.2e+07,0,-3e+06,1e+06,3.2e+07,-3e+06,2.9e+07,-1.3e+07,1.6e+07,1.6e+07,-4e+06,1.2e+07,1.2e+07,4.43e+08,4.43e+08,4.57e+08,4.57e+08,1.92e+08,1.95e+08,1.95e+08,1.287e+09,4.1e+08,4.19e+08,1.24e+08,2.95e+08,8.77e+08,2.164e+09,5.37e+08,4.64e+08,7.3e+07,1.78e+08,1.78e+08,7.62e+08,5.95e+08,2.23e+08,2.7e+07,1.96e+08,8.18e+08,1.58e+09,1.341e+09,-2.277e+09,1.644e+09,-2.34e+08,4.74e+08,1.1e+08,5.84e+08,2.164e+09,1.8e+07,2.5e+07,0,1.2e+07,5.5e+07,-3.8e+07,7e+06,-2.7e+07,-5e+06,-7e+06,-1.2e+07,1.6e+07,1.6e+07,-8e+06,8e+06,5.7e+07,6.42e+08,4.4e+07,0.11491,0.04378,0.01642,0.02055,0.00555,3.66667,1.68898,2.70548,0.29667,0.42705,0.42553,26.01423,16.86833,1.56584,0.00828,0.03037,3.49123,6.21875
"36","2020_Q1",72.5662903225806,"Down",7.44e+08,-6.4e+08,1.04e+08,-5.4e+07,-5.4e+07,5e+07,-4.65661287307739e-10,-2e+06,-1e+06,5e+07,-2e+06,4.8e+07,-8e+06,4e+07,3.9e+07,-4e+06,3.5e+07,3.5e+07,4.66e+08,4.66e+08,5.14e+08,5.14e+08,1.69e+08,1.96e+08,1.96e+08,1.345e+09,4.36e+08,4.9e+08,1.27e+08,3.15e+08,9.26e+08,2.271e+09,5.84e+08,5.11e+08,7.3e+07,1.77e+08,1.77e+08,7.98e+08,3.48e+08,5.3e+08,2.7e+07,2.11e+08,8.78e+08,1.676e+09,1.343e+09,-2.275e+09,1.679e+09,-2.67e+08,4.8e+08,1.15e+08,5.95e+08,2.271e+09,3.9e+07,2.6e+07,9e+06,-7e+06,6.7e+07,-3.3e+07,3e+06,-3.4e+07,-1.1e+07,6e+06,-1.4e+07,1.9e+07,1.9e+07,4e+06,2.3e+07,7.6e+07,3.85e+08,4.4e+07,0.13978,0.0672,0.04704,0.05882,0.01541,1.25714,1.68546,2.81681,0.16953,1.24555,1.24113,26.47687,17.08185,1.56584,0.02914,0.02914,-1.06579,-1.62
"37","2020_Q2",62.8387301587302,"Down",6.43e+08,-5.9e+08,5.3e+07,-5.4e+07,-5.4e+07,-1e+06,3e+06,-2e+06,1e+06,2e+06,-3.3e+07,-3.1e+07,-5e+06,-3.6e+07,-3.6e+07,1e+06,-3.5e+07,-3.5e+07,8.22e+08,8.22e+08,4.01e+08,4.01e+08,1.8e+08,1.8e+08,1.8e+08,1.583e+09,4.2e+08,4.37e+08,1.26e+08,3.11e+08,9.05e+08,2.488e+09,5.01e+08,4.42e+08,5.9e+07,1.92e+08,1.92e+08,7.29e+08,1.032e+09,2.26e+08,2.7e+07,1.99e+08,1.258e+09,1.987e+09,1.338e+09,-2.284e+09,1.644e+09,-3.04e+08,3.94e+08,1.07e+08,5.01e+08,2.488e+09,-3.6e+07,2.5e+07,1e+07,2.6e+07,2.5e+07,-4.4e+07,3e+06,-4.1e+07,4e+08,-7e+06,3.77e+08,3.61e+08,3.61e+08,-5e+06,3.56e+08,2.4e+07,1.068e+09,1.1e+07,0.08243,-0.00156,-0.05443,-0.06986,-0.01407,-0.31429,2.17147,3.96607,0.42926,-1.25448,-1.25448,23.04659,14.12186,0.39427,-0.0195,0.00613,10.25,-246
"38","2020_Q3",73.8778125,"Up",3.71e+08,-3.67e+08,3999999.99999999,-4.1e+07,-4.1e+07,-3.7e+07,1e+06,-3e+06,1e+06,-3.6e+07,-3999999.99999999,-4e+07,-2e+06,-4.2e+07,-4.2e+07,-3e+06,-4.5e+07,-4.5e+07,7.55e+08,7.55e+08,3.34e+08,3.34e+08,1.7e+08,1.67e+08,1.67e+08,1.426e+09,4.16e+08,4.28e+08,1.25e+08,3.03e+08,8.94e+08,2.32e+09,3.91e+08,3.32e+08,5.9e+07,1.85e+08,1.85e+08,5.98e+08,1.029e+09,2.25e+08,2.8e+07,1.97e+08,1.254e+09,1.852e+09,1.342e+09,-2.284e+09,1.599e+09,-2.99e+08,3.58e+08,1.1e+08,4.68e+08,2.32e+09,-4.2e+07,2.5e+07,-1e+06,-2e+07,-3.8e+07,-2.1e+07,5e+06,-1.6e+07,-1.4e+07,0,-1.4e+07,-67999999.9999999,-67999999.9999999,2e+06,-66000000.0000001,-1.2e+07,1.051e+09,-5.1e+07,0.01078,-0.09973,-0.12129,-0.09615,-0.0194,1.13333,2.38462,3.95726,0.45302,-1.6129,-1.6129,13.29749,12.83154,-1.82796,-0.0258,-0.02924,-24.66667,-8
"39","2020_Q4",105.39828125,"Up",7.47e+08,-6.48e+08,9.9e+07,-4.5e+07,-4.5e+07,5.4e+07,0,-5e+06,2e+06,5.4e+07,-3.2e+07,2.2e+07,-1.2e+07,1e+07,1e+07,-4e+06,6e+06,6e+06,4.31e+08,4.31e+08,4.76e+08,4.76e+08,1.64e+08,1.97e+08,1.97e+08,1.268e+09,4.18e+08,4.27e+08,1.26e+08,3.01e+08,8.96e+08,2.164e+09,5.68e+08,4.94e+08,7.4e+07,2.2e+08,2.2e+08,7.88e+08,6.28e+08,2.46e+08,2.9e+07,2.17e+08,8.74e+08,1.662e+09,1.345e+09,-2.283e+09,1.605e+09,-2.82e+08,3.85e+08,1.17e+08,5.02e+08,2.164e+09,1e+07,2.5e+07,1e+06,7.4e+07,1.1e+08,-1.8e+07,-2e+06,-2e+07,-4.23e+08,0,-4.23e+08,-3.33e+08,-3.33e+08,9e+06,-3.24e+08,7.9e+07,6.28e+08,1.47e+08,0.13253,0.07229,0.00803,0.01195,0.00277,24.5,1.60914,3.31076,0.2902,0.21505,0.21505,26.77419,13.79928,5.26882,0.00436,0.10683,2.49366999999999,3.64814999999999
"40","2021_Q1",131.215409836066,"Up",7.87e+08,-6.98e+08,8.9e+07,-5.3e+07,-5.3e+07,3.6e+07,5.82076609134674e-11,-1e+06,2e+06,3.6e+07,-7000000.00000001,2.9e+07,-9e+06,2e+07,2e+07,-2e+06,1.8e+07,1.8e+07,4.96e+08,4.96e+08,4.84e+08,4.84e+08,1.77e+08,1.84e+08,1.84e+08,1.341e+09,4.36e+08,4.94e+08,1.27e+08,3.07e+08,9.3e+08,2.271e+09,5.83e+08,5e+08,8.3e+07,2.41e+08,2.41e+08,8.24e+08,3.49e+08,5.88e+08,2.8e+07,2.38e+08,9.37e+08,1.761e+09,1.349e+09,-2.281e+09,1.623e+09,-3.04e+08,3.87e+08,1.23e+08,5.1e+08,2.271e+09,2e+07,2.9e+07,1e+07,1.2e+07,7.1e+07,-2.1e+07,9.31322574615479e-10,-2.1e+07,0,2e+06,2e+06,5.2e+07,5.2e+07,1.3e+07,65000000.0000001,6.5e+07,3.49e+08,6.5e+07,0.11309,0.04574,0.02287,0.03529,0.00793,3.61111,1.62743,3.45294,0.15368,0.64516,0.64516,28.20789,13.87097,2.32975,0.01244,0.04492,-2.26154,-4.08333
"41","2021_Q2",120.214126984127,"Down",7.46e+08,-6.73e+08,7.3e+07,-4.5e+07,-4.5e+07,2.8e+07,2e+06,-2e+06,1292476.64403587,3e+07,1e+06,3.1e+07,-1.2e+07,1.9e+07,1.9e+07,-3e+06,1.6e+07,1.6e+07,4.82e+08,4.82e+08,4.66e+08,4.66e+08,1.88e+08,1.56e+08,1.56e+08,1.292e+09,4.14e+08,4.65e+08,1.23e+08,2.85e+08,8.79e+08,2.171e+09,5.55e+08,4.86e+08,6.9e+07,2.2e+08,2.2e+08,7.75e+08,3.49e+08,5.41e+08,3e+07,2.04e+08,8.9e+08,1.665e+09,1.338e+09,-2.272e+09,1.639e+09,-3.21e+08,3.84e+08,1.22e+08,5.06e+08,2.171e+09,1.9e+07,2.7e+07,5e+06,-4e+07,1.1e+07,-1.8e+07,3e+06,-1.5e+07,126132712.248534,10812600.4293482,137994803.713802,-4e+06,-4e+06,-1e+07,-1.4e+07,5.5e+07,3.49e+08,9e+06,0.09786,0.03753,0.02145,0.03162,0.00737,0.5625,1.6671,3.29051,0.16076,0.57348,0.56338,26.73835,13.76344,0.32258,0.01146,0.00645,-2.41818,-4.75
"42","2021_Q3",107.91421875,"Down",6.1e+08,-5.75e+08,3.5e+07,-4.4e+07,-4.4e+07,-9e+06,3e+06,-2e+06,965720.755705856,-6e+06,-1e+06,-7e+06,-4e+06,-1.1e+07,-1.1e+07,0,-1.1e+07,-1.1e+07,4.66e+08,4.66e+08,4.26e+08,4.26e+08,2.1e+08,1.42e+08,1.42e+08,1.244e+09,4.1e+08,4.68e+08,1.22e+08,2.83e+08,8.78e+08,2.122e+09,4.97e+08,4.27e+08,7e+07,2.52e+08,2.52e+08,7.55e+08,3.49e+08,5.31e+08,2.8e+07,2.05e+08,8.8e+08,1.635e+09,1.342e+09,-2.271e+09,1.628e+09,-3.05e+08,3.94e+08,9.3e+07,4.87e+08,2.122e+09,-1.1e+07,2.8e+07,7e+06,-3.4e+07,-1e+07,-1.5e+07,-1e+06,-1.6e+07,5999999.99999988,1e+06,6e+06,-2e+07,-2e+07,4e+06,-1.6e+07,1.9e+07,3.55e+08,-2.6e+07,0.05738,-0.01475,-0.01803,-0.02259,-0.00518,2.36364,1.64768,3.35729,0.1673,-0.39427,-0.38732,21.8638,14.12186,-0.9319,-0.00728,-0.01894,-5.84211,12.33333
