"","YQ","p","d","revenue","sales_services_revenue","cost_of_revenue","cost_of_goods_services","gross_profit","operating_expenses","selling_general_administrative","research_development","operating_income_loss","non_operating_income_loss","interest_expense_net","interest_expense","interest_income","other_non_operating_income_loss","pretax_income_loss_adj","pretax_income_loss","income_tax_expense_benefit_net","income_loss_from_continuing_operations","income_loss_incl_minority_interest","net_income","net_income_common","cash_cash_equivalents_short_term_investments","cash_cash_equivalents","accounts_notes_receivable","accounts_receivable_net","inventories","other_short_term_assets","prepaid_expenses","total_current_assets","property_plant_equipment_net","other_long_term_assets","misc_long_term_assets","total_noncurrent_assets","total_assets","payables_accruals","accounts_payable","other_payables_accruals","short_term_debt","current_portion_of_long_term_debt","other_short_term_liabilities","deferred_revenue_short_term","misc_short_term_liabilities","total_current_liabilities","other_long_term_liabilities","deferred_revenue_long_term","misc_long_term_liabilities","total_noncurrent_liabilities","total_liabilities","share_capital_additional_paid_in_capital","common_stock","additional_paid_in_capital","retained_earnings","equity_before_minority_interest","minority_interest_2","total_equity","total_liabilities_equity","net_income_starting_line","depreciation_amortization_2","non_cash_items","stock_based_compensation","other_non_cash_adjustments","change_in_working_capital","change_in_accounts_receivable","change_in_inventories","change_in_other","net_cash_from_operating_activities","change_in_fixed_assets_intangibles","acquisition_of_fixed_assets_intangibles","purchase_of_fixed_assets","net_cash_from_investing_activities","cash_from_repayment_of_debt","cash_from_repayment_of_long_term_debt_net","repayments_of_long_term_debt","cash_from_long_term_debt","cash_from_repurchase_of_equity","increase_in_capital_stock","net_cash_from_financing_activities","net_cash_before_disc_operations_and_fx","net_cash_before_fx","net_change_in_cash","ebitda","total_debt","free_cash_flow","gross_profit_margin","operating_margin","net_profit_margin","return_on_equity","return_on_assets","free_cash_flow_to_net_income","current_ratio","liabilities_to_equity_ratio","debt_ratio","earnings_per_share_basic","earnings_per_share_diluted","sales_per_share","equity_per_share","free_cash_flow_per_share","return_on_invested_capital","cash_return_on_invested_capital","net_debt_ebitda","net_debt_ebit"
"24","2016_Q3",14.43796875,"Down",1270017000,1270017000,-995241000,-995241000,274776000,-512816000,-321152000,-191664000,-238040000,-51499000,-44126000,-46368000,2242000,-7373000,-289539000,-289539000,-3649000,-293188000,-293188000,-293188000,-293188000,3246301000,3246301000,178594000,178594000,1609607000,169203000,144678000,5203705000,3993250000,2671997000,2671997000,6665247000,11868952000,1673090000,1114878000,558212000,626826000,626826000,1466488000,558816000,907672000,3766404000,2925106000,533253000,2391853000,5545108000,9311512000,5383879000,148000,5383731000,-2897778000,2520294000,37145999.9999999,2557440000,11868952000,-293188000,183232000,100808000,67311000,33497000,159484000,157901000,-705260000,554487000,150336000,-294720000,-294720000,-294720000,-319854000,231937000,231937000,-588825000,820762000,1759374000,1759374000,1976584000,1807066000,1807066000,1804512000,-54808000,3246828000,-186395000,0.21636,-0.18743,-0.23085,-0.11464,-0.0247,0.63575,1.38161,3.64095,0.27356,-0.13963,-0.13963,0.60484,1.20029,-0.08877,-0.03359,-0.02135,-0.00961999999999819,-0.00220999999999982
"25","2016_Q4",13.1422222222222,"Down",2298436000,2298436000,-1661701000,-1661701000,636735000,-551113000,-336811000,-214302000,85622000,-55611000,-43855000,-46713000,2858000,-11756000,30011000,30011000,-8133000,21878000,21878000,21878000,21878000,3084257000,3084257000,326895000,326895000,1604571000,156689000,132978000,5172412000,4309048000,3110937000,3110937000,7419985000,12592397000,2301302000,1606284000,695018000,260771000,260771000,1520317000,625899000,894418000,4082390000,3374829000,581202000,2793627000,5818249000,9900639000,5531078000,150000,5530928000,-2875900000,2680488000,11270000,2691758000,12592397000,21878000,280468000,157024000,89543000,67481000,-35721000,-109084000,-580283000,169067000,423649000,-247611000,-247611000,-247611000,-268006000,-361546000,-361546000,-1111969000,750423000,42983000,42983000,-320870000,-165227000,-165227000,-162044000,366090000,2704191000,90891000,0.27703,0.03725,0.00952,0.00813,0.00174,4.15445,1.26701,3.67813,0.21475,0.00979,0.00929,1.02845,1.1994,0.04067,0.00249,0.01036,-1.03818,-4.43888
"26","2017_Q1",16.9191935483871,"Up",2284631000,2284631000,-1849353000,-1849353000,435278000,-701976000,-456016000,-245960000,-266698000,58299000,-62925000,-65104000,2179000,121224000,-208399000,-208399000,-11070000,-219469000,-219469000,-121337000,-121337000,3393216000,3393216000,499142000,499142000,2067454000,299984000,194465000,6259796000,5982957000,9915021000,9538876000,16404280000,22664076000,3070369000,1860341000,1210028000,1150147000,1150147000,1606489000,763126000,843363000,5827005000,4953662000,851790000,4101872000,10912875000,16739880000,7773888000,161000,7773727000,-2997237000,4752911000,1171285000,5924196000,22664076000,-219469000,326939000,-9084000,87713000,-96797000,-546595000,-106055000,-667489000,173837000,-448209000,-681281000,-681281000,-681281000,-259406000,1184164000,1184164000,-195561000,1379725000,10356000.0000002,10356000.0000002,1372827000,665212000,665212000,645160000,60241000,7109360000,-1156565000,0.19052,-0.11674,-0.05311,-0.02048,-0.00535,9.53184,1.07427,2.82568,0.31368,-0.05212,-0.05493,0.98138,2.04165,-0.49681,-0.00675,-0.0643,61.68795,-13.9339
"27","2017_Q2",22.0126984126984,"Up",2696270000,2696270000,-2028324000,-2028324000,667946000,-925495000,-603455000,-322040000,-257549000,-114354000,-96256000,-99346000,3090000,-18098000,-371903000,-371903000,-25278000,-397181000,-397181000,-330277000,-330277000,4006593000,4006593000,440349000,440349000,2220336000,360611000,271665000,7027889000,7016551000,10522936000,10093344000,18025837000,25053726000,3535700000,2075333000,1460367000,1003311000,1003311000,1706428000,841494000,864934000,6245439000,5480958000,955078000,4525880000,12629474000,18874913000,8351675000,161000,8351514000,-3343187000,4987719000,1191094000,6178813000,25053726000,-397181000,376602000,213548000,103717000,109831000,-262780000,91541000,-583479000,226627000,-69811000,-772572000,-772572000,-772572000,-881719000,1225273000,1225273000,-799248000,2024521000,510365000,510365000,1598749000,647219000,647219000,658862000,119053000,8151827000,-891021000,0.24773,-0.09552,-0.12249,-0.05345,-0.01318,2.6978,1.12528,3.05478,0.32537,-0.13581,-0.13581,1.10869,2.05093,-0.36638,-0.01667,-0.04497,34.81839,-16.09493
"28","2017_Q3",23.0720634920635,"Up",2789557000,2789557000,-2122942000,-2122942000,666615000,-907531000,-537757000,-369774000,-240916000,-144864000,-103656000,-108441000,4785000,-41208000,-385780000,-385780000,-15647000,-401427000,-401427000,-336397000,-336397000,3035924000,3035924000,453539000,453539000,2438111000,431870000,313501000,6359444000,8399229000,10812369000,10387756000,19684261000,26043705000,3870060000,2359316000,1510744000,816533000,816533000,1859762000,913398000,946364000,6546355000,5788141000,1035579000,4752562000,12911103000,19457458000,8774375000,163000,8774212000,-3679584000,5105752000,1480495000,6586247000,26043705000,-401427000,389171000,293177000,116042000,177135000,-481093000,-14498000,-537676000,60378000,-200172000,-1157912000,-1157912000,-1157912000,-1157912000,156695000,156695000,-563045000,719740000,101606000,101606000,428767000,-929317000,-929317000,-913024000,148255000,7939495000,-1475103000,0.23897,-0.08636,-0.12059,-0.05108,-0.01292,4.38501,0.97145,2.95426,0.30485,-0.13574,-0.13574,1.12565,2.06028,-0.59524,-0.01656,-0.07262,33.07525,-20.35386
"29","2017_Q4",21.7503174603175,"Down",2984675000,2984675000,-2535535000,-2535535000,449140000,-984620000,-652998000,-331622000,-535480000,-135968000,-111578000,-117109000,5531000,-24390000,-671448000,-671448000,285000,-671163000,-671163000,-619376000,-619376000,3530030000,3530030000,607734000,607734000,2471382000,459587000,321406000,7068733000,9394397000,11180066000,10762592000,21038341000,28107074000,3863562000,2385778000,1477784000,424224000,424224000,2181154000,951734000,1229420000,6468940000,5875920000,1082870000,4793050000,15457636000,21926576000,8989190000,168000,8989022000,-4298960000,4711480000,1469018000,6180498000,28107074000,-671163000,400624000,219745000,112653000,107092000,-249768000,-182686000,-380955000,156781000,-300562000,-1244727000,-1244727000,-1244727000,-1244727000,2027635000,2027635000,-1045689000,3073324000,80415000,80415000,2101506000,556217000,556217000,564017000,-134856000,10005940000,-1629636000,0.15048,-0.17941,-0.20752,-0.10021,-0.02204,2.63109,1.09272,3.5477,0.35599,-0.24682,-0.24682,1.18939,1.87752,-0.64941,-0.02807,-0.07386,-48.02093,-12.09365
"30","2018_Q1",21.9950819672131,"Up",3288249000,3288249000,-2849463000,-2849463000,438786000,-1036927000,-682290000,-354637000,-598141000,-181760000,-140083000,-146363000,6280000,-41677000,-779901000,-779901000,9094000,-770807000,-770807000,-675350000,-675350000,3367914000,3367914000,515381000,515381000,2263537000,423688000,268365000,6570520000,10027522000,11600678000,11178939000,22084852000,28655372000,4121616000,2390250000,1731366000,896549000,896549000,2656505000,1015253000,1641252000,7674670000,5929991000,1177799000,4752192000,15348310000,23022980000,9178193000,169000,9178024000,-4974299000,4237242000,1395150000,5632392000,28655372000,-770807000,469606000,314054000,134348000,179706000,497038000,81008000.0000001,-199313000,397463000,509891000,-906143000,-906143000,-906143000,-911519000,263198000,263198000,-1568593000,1831791000,19788000,19788000,285842000,-115786000,-115786000,-111796000,-128535000,10314868000,-546734000,0.13344,-0.1819,-0.20538,-0.1199,-0.02357,0.80956,0.85613,4.0876,0.35996,-0.26736,-0.26736,1.30178,1.67748,-0.21645,-0.03087,-0.02499,-54.04718,-11.61424
"31","2018_Q2",20.3221875,"Down",3408751000,3408751000,-2952225000,-2952225000,456526000,-1053500000,-686404000,-367096000,-596974000,-182048000,-144332000,-149546000,5214000,-37716000,-779022000,-779022000,-5605000,-784627000,-784627000,-709551000,-709551000,2665673000,2665673000,652848000,652848000,2565826000,499573000,379379000,6383920000,10519226000,9918529000,9510817000,20887509000,27271429000,4501929000,2603498000,1898431000,1998030000,1998030000,2150400000,536465000,1613935000,8650359000,4136936000,818250000,3318686000,12898106000,21548465000,9419066000,170000,9418896000,-5051292000,4450695000,1272269000,5722964000,27271429000,-784627000,416233000,295444000,141639000,153805000,-325426000,-169142000,-419277000,-54990000,-398376000,-728637000,-728637000,-728637000,-728637000,262714000,262714000,-1425675000,1688389000,94018000,94018000,371660000,-755353000,-755353000,-745251000,-180741000,10759200000,-1229199000,0.13393,-0.17513,-0.20816,-0.12398,-0.02602,1.73236,0.73799,3.76526,0.39452,-0.27966,-0.27966,1.34351,1.75418,-0.48447,-0.03441,-0.05961,-44.7797,-13.55759
"32","2018_Q3",20.8273015873016,"Up",4002231000,4002231000,-3383301000,-3383301000,618930000,-1136888000,-750759000,-386129000,-517958000,-107607000,-158518000,-163582000,5064000,50911000,-625565000,-728999000,-13707000,-742706000,-742706000,-717539000,-717539000,2236424000,2236424000,569874000,569874000,3324643000,568856000,422034000,6699797000,10969348000,9806014000,9441324000,21210203000,2.791e+10,4845472000,3030493000,1814979000,2103185000,2103185000,2192705000,576321000,1616384000,9141362000,3988135000,795820000,3192315000,13498931000,22640293000,9656707000,170000,9656537000,-5768831000,3906421000,1363286000,5269707000,2.791e+10,-742706000,485255000,294776000,197344000,97432000,-166989000,70633000,-822487000,-6872000,-129664000,-677213000,-677213000,-677213000,-682817000,245597000,245597000,-908723000,1154320000,31053000,31053000,398622000,-413859000,-413859000,-436470000,-32703000,11613981000,-863198000,0.15465,-0.12942,-0.17928,-0.13616,-0.02571,1.203,0.73291,4.29631,0.41612,-0.28139,-0.28139,1.56953,1.53196,-0.33851,-0.03438,-0.04136,-286.74914,-18.10486
"33","2018_Q4",21.5104761904762,"Up",6824413000,6824413000,-5300748000,-5300748000,1523665000,-1080724000,-729876000,-350848000,442941000,-145437000,-168313000,-175220000,6907000,22876000,297504000,271320000,-16647000,254673000,254673000,311516000,311516000,2967504000,2967504000,1155001000,1155001000,3314127000,483859000,325232000,7920491000,11246295000,9673030000,9316328000,21342222000,29262713000,5587079000,3596984000,1990095000,2106538000,2106538000,2081707000,570920000,1510787000,9775324000,3961207000,950126000,3011081000,13631186000,23406510000,9957882000,171000,9957711000,-5457315000,4508838000,1347365000,5856203000,29262713000,254673000,502825000,282465000,204728000,77737000,351318000,-587594000,-57795000,278430000,1391281000,-559765000,-559765000,-559765000,-560965000,-221931000,-221931000,-982711000,760780000,94874000,94874000,-84218000,746098000,746098000,739728000,945766000,11776517000,753966000,0.22327,0.06491,0.04565,0.05319,0.01065,2.42031,0.81025,3.99687,0.40244,0.12152,0.11654,2.66226,1.75893,0.29413,0.01443,0.03492,9.31416,19.88755
"34","2019_Q1",20.074262295082,"Down",7225605000,7225605000,-5782726000,-5782726000,1442879000,-1023888000,-667961000,-355927000,418991000,-181908000,-167837000,-174652000,6815000,-14071000,237083000,231701000,-22041000,209660000,209660000,139574000,139574000,3685618000,3685618000,949022000,949022000,3113446000,558222000,365671000,8306308000,11330077000,9681681000,9331030000,21433306000,29739614000,5498704000,3404451000,2094253000,2567699000,2567699000,1925733000,630292000,1295441000,9992136000,4030202000,990873000,3039329000,13433874000,23426010000,10249293000,173000,10249120000,-5317832000,4923243000,1390361000,6313604000,29739614000,209660000,496687000,114315000,205289000,-90974000,414097000,189103000,276559000,-220568000,1234759000,-353385000,-353385000,-353385000,-364581000,-197380000,361620000,-2210891000,2572511000,76055000,76055000,-112064000,758114000,758114000,753993000,915678000,11971371000,998431000,0.19969,0.05799,0.01932,0.02211,0.00469,7.15342,0.83128,3.7104,0.40254,0.05408,0.05648,2.79958,1.90752,0.38684,0.00625,0.04474,9.04875999999994,19.77549
"35","2019_Q2",15.5633333333333,"Down",4541464000,4541464000,-3975721000,-3975721000,565743000,-1044103000,-703929000,-340174000,-478360000,-122941000,-148691000,-157453000,8762000,25750000,-601301000,-644772000,-22873000,-667645000,-667645000,-702135000,-702135000,2198169000,2198169000,1046945000,1046945000,3836850000,595858000,464908000,7677822000,9850929000,10970592000,10622712000,21234702000,28912524000,5525778000,3248827000,2276951000,1705711000,1705711000,2011311000,762810000,1248501000,9242800000,3843868000,1157343000,2686525000,13631818000,22874618000,10563920000,174000,10563746000,-5923305000,4605596000,1432310000,6037906000,28912524000,-667645000,467577000,236563000,208378000,28185000,-676101000,-99640000,-796140000,247256000,-639606000,-305193000,-305193000,-305193000,-305843000,-677190000,-677190000,-2037365000,1360175000,77953000,77953000,-653019000,-1598468000,-1598468000,-1593590000,-10783000,11493661000,-969204000,0.12457,-0.10533,-0.15461,-0.11629,-0.02428,1.38037,0.83068,3.7885,0.39753,-0.27059,-0.27059,1.75019,1.77491,-0.37351,-0.03285,-0.04534,-862.05064,-19.432
"36","2019_Q3",15.6559375,"Up",6349676000,6349676000,-5428630000,-5428630000,921046000,-971159000,-647261000,-323898000,-50113000,-202373000,-161617000,-171979000,10362000,-40756000,-252486000,-369831000,-19431000,-389262000,-389262000,-408334000,-408334000,4954740000,4954740000,1147100000,1147100000,3382358000,697754000,569748000,10181952000,10082458000,11207879000,10727046000,21690645000,31872597000,5756530000,3133587000,2622943000,1791085000,1791085000,2041158000,883293000,1157865000,9588773000,3898962000,1182042000,2716920000,15133363000,24722136000,12052637000,179000,12052458000,-6331639000,5715393000,1435068000,7150461000,31872597000,-389262000,578572000,387148000,209863000,177285000,287148000,-68672000.0000001,267814000,10531000.0000001,863606000,-267874000,-267874000,-267874000,-241545000,1765016000,1984339000,-1662967000,3647306000,1009920000,1009920000,2142841000,2764902000,2764902000,2765495000,528459000,13025486000,567164000,0.14505,-0.00788999999999997,-0.06431,-0.05711,-0.01281,-1.38897,1.06186,3.45742,0.40867,-0.15408,-0.15408,2.39602,2.15667,0.21402,-0.01696,0.02356,15.2722299999999,-161.05094
"37","2019_Q4",21.69171875,"Up",6302860000,6302860000,-5111649000,-5111649000,1191211000,-929738000,-595810000,-333928000,261473000,-85686000,-170692000,-185568000,14876000,85006000,175787000,175603000,-25696000,149907000,149907000,143469000,143469000,5.338e+09,5.338e+09,1.128e+09,1.128e+09,3.581e+09,8.93e+08,6.6e+08,1.094e+10,1.019e+10,1.1267e+10,1.073e+10,2.1855e+10,3.2795e+10,5.965e+09,3.468e+09,2.497e+09,2.03e+09,2.03e+09,2.151e+09,1.045e+09,1.106e+09,1.0146e+10,3.854e+09,1.14e+09,2.714e+09,1.5167e+10,2.5313e+10,1.2348e+10,0,1.2348e+10,-6.188e+09,6.04e+09,1.442e+09,7.482e+09,3.2795e+10,149907000,530851000,266289000,198759000,67530000,-191047000,18312000,-423674000,121213000,7.56e+08,-409933000,-409933000,-409933000,-485612000,128174000,210851000,-1900668000,2111519000,69127000,69127000,118178000,388566000,388566000,377095000,792324000,1.3343e+10,217040000,0.189,0.04148,0.02276,0.01918,0.00437,1.5128,1.07826,3.38319,0.40686,0.05363,0.05363,2.35615,2.25788,0.08113,0.00581,0.00879,10.10319,30.61502
"38","2020_Q1",41.4551612903226,"Up",7.384e+09,6.79e+09,-5.993e+09,-5.993e+09,1.391e+09,-1.044e+09,-6.99e+08,-3.45e+08,3.47e+08,-1.85e+08,-1.6e+08,-1.7e+08,1e+07,-2.5e+07,1.62e+08,1.74e+08,-4.2e+07,1.32e+08,1.32e+08,1.05e+08,1.05e+08,6.268e+09,6.268e+09,1.324e+09,1.324e+09,3.552e+09,9.59e+08,9.59e+08,1.2103e+10,1.0396e+10,1.181e+10,1.1273e+10,2.2206e+10,3.4309e+10,6.993e+09,3.771e+09,3.222e+09,1.785e+09,1.785e+09,1.889e+09,1.163e+09,7.26e+08,1.0667e+10,3.898e+09,1.207e+09,2.691e+09,1.5532e+10,2.6199e+10,1.2737e+10,1e+06,1.2736e+10,-6.083e+09,6.618e+09,1.492e+09,8.11e+09,3.4309e+10,1.32e+08,5.77e+08,4.85e+08,2.81e+08,2.04e+08,2.31e+08,-2.17e+08,1.284e+09,-6.93e+08,1.425e+09,-4.54e+08,-4.54e+08,-4.49e+08,-4.03e+08,-2.44e+08,-5.46e+08,6.788e+09,-7.334e+09,-4.6e+07,-4.6e+07,-7.9e+07,9.43e+08,9.43e+08,9.57e+08,9.24e+08,1.3419e+10,7.43e+08,0.18838,0.04699,0.01422,0.01295,0.00306,7.07619,1.13462,3.23046,0.39112,0.03889,0.03889,2.73481,2.45111,0.27519,0.00413,0.02922,7.73917999999999,20.60807
"39","2020_Q2",54.0977777777778,"Up",5.985e+09,5.985e+09,-4.751e+09,-4.751e+09,1.234e+09,-9.51e+08,-6.27e+08,-3.24e+08,2.83e+08,-2.13e+08,-1.59e+08,-1.69e+08,1e+07,-5.4e+07,7e+07,7e+07,-2e+06,6.8e+07,6.8e+07,1.6e+07,1.6e+07,8.08e+09,8.08e+09,1.274e+09,1.274e+09,4.494e+09,1.045e+09,1.045e+09,1.4893e+10,1.0638e+10,1.1719e+10,1.1203e+10,2.2357e+10,3.725e+10,6.795e+09,3.97e+09,2.825e+09,3.217e+09,3.217e+09,1.974e+09,1.186e+09,7.88e+08,1.1986e+10,3.866e+09,1.199e+09,2.667e+09,1.4532e+10,2.6518e+10,1.539e+10,0,1.539e+10,-6.104e+09,9.173e+09,1.559e+09,1.0732e+10,3.725e+10,6.8e+07,5.53e+08,3.86e+08,2.11e+08,1.75e+08,-1.447e+09,-1.4e+07,-8.88e+08,-2.8e+08,-4.4e+08,-4.81e+08,-4.81e+08,-4.81e+08,-4.8e+08,2.87e+08,2.87e+08,-2.418e+09,2.705e+09,2.469e+09,2.469e+09,2.708e+09,1.788e+09,1.788e+09,1.764e+09,8.36e+08,1.3883e+10,-1.09e+09,0.20618,0.04728,0.00267,0.00149,0.00043,-68.125,1.24253,2.47093,0.3727,0.00583,0.00536,2.18033,3.34171,-0.39709,0.00056,-0.03827,6.94139,20.5053
"40","2020_Q3",118.06953125,"Up",6.036e+09,6.036e+09,-4.769e+09,-4.769e+09,1.267e+09,-9.4e+08,-6.61e+08,-2.79e+08,3.27e+08,-1.77e+08,-1.62e+08,-1.7e+08,8e+06,-1.5e+07,1.5e+08,1.5e+08,-2.1e+07,1.29e+08,1.29e+08,1.04e+08,1.04e+08,8.615e+09,8.615e+09,1.485e+09,1.485e+09,4.018e+09,1.218e+09,1.218e+09,1.5336e+10,1.1009e+10,1.179e+10,1.1282e+10,2.2799e+10,3.8135e+10,6.748e+09,3.638e+09,3.11e+09,3.679e+09,3.679e+09,1.843e+09,1.13e+09,7.13e+08,1.227e+10,4.068e+09,1.198e+09,2.87e+09,1.4484e+10,2.6754e+10,1.5895e+10,1.16415321826935e-10,1.5895e+10,-6e+09,9.855e+09,1.526e+09,1.1381e+10,3.8135e+10,1.29e+08,5.67e+08,5.14e+08,3.47e+08,1.67e+08,-2.46e+08,-2.22e+08,3.17e+08,-2.34e+08,9.64e+08,-5.66e+08,-5.66e+08,-5.66e+08,-5.66e+08,1.11e+08,1.11e+08,-1.962e+09,2.073e+09,56999999.999999,56999999.999999,1.23e+08,5.21e+08,5.21e+08,5.59e+08,8.94e+08,1.4095e+10,1.03e+08,0.20991,0.05417,0.01723,0.00914,0.00273,0.990380000000002,1.24988,2.35076,0.36961,0.03748,0.03349,2.17514,3.55135,0.03712,0.00352,0.00349,6.12975,16.75841
"41","2020_Q4",170.65015625,"Up",8.771e+09,8.771e+09,-6.708e+09,-6.708e+09,2.063e+09,-1.254e+09,-8.88e+08,-3.66e+08,8.09e+08,-2.54e+08,-1.57e+08,-1.63e+08,6e+06,-9.7e+07,5.55e+08,5.55e+08,-1.86e+08,3.69e+08,3.69e+08,3.31e+08,3.31e+08,1.4531e+10,1.4531e+10,1.757e+09,1.757e+09,4.218e+09,1.238e+09,1.238e+09,2.1744e+10,1.1848e+10,1.2099e+10,1.1578e+10,2.3947e+10,4.5691e+10,8.21e+09,4.958e+09,3.252e+09,3.126e+09,3.126e+09,1.966e+09,1.258e+09,7.08e+08,1.3302e+10,4.282e+09,1.233e+09,3.049e+09,1.4841e+10,2.8143e+10,2.1575e+10,1e+06,2.1574e+10,-5.669e+09,1.6031e+10,1.517e+09,1.7548e+10,4.5691e+10,3.69e+08,5.84e+08,1.72e+08,5.43e+08,-3.71e+08,1.275e+09,-3.14e+08,4.44e+08,7.73e+08,2.4e+09,-1.026e+09,-1.026e+09,-1.021e+09,-1.039e+09,-5.81e+08,-5.81e+08,-3.405e+09,2.824e+09,5.117e+09,5.117e+09,4.45e+09,5.811e+09,5.811e+09,5.897e+09,1.393e+09,1.3685e+10,1.828e+09,0.23521,0.09224,0.03774,0.01886,0.00724,5.52266,1.63464,1.60377,0.29951,0.11725,0.09619,3.10698,5.67871,0.64754,0.00932,0.05147,-0.60732,-1.04574
"42","2021_Q1",251.062295081967,"Up",1.0744e+10,9.164e+09,-8.678e+09,-8.678e+09,2.066e+09,-1.491e+09,-9.69e+08,-5.22e+08,5.75e+08,-1.96e+08,-2.4e+08,-2.46e+08,6e+06,4.4e+07,3.79e+08,3.79e+08,-8.3e+07,2.96e+08,2.96e+08,2.7e+08,2.7e+08,1.9384e+10,1.9384e+10,1.886e+09,1.886e+09,4.101e+09,1.346e+09,1.346e+09,2.6717e+10,1.2747e+10,1.2684e+10,1.2164e+10,2.5431e+10,5.2148e+10,9.906e+09,6.051e+09,3.855e+09,2.132e+09,2.132e+09,2.21e+09,1.458e+09,7.52e+08,1.4248e+10,4.614e+09,1.284e+09,3.33e+09,1.417e+10,2.8418e+10,2.7261e+10,1e+06,2.726e+10,-5.399e+09,2.2225e+10,1.505e+09,2.373e+10,5.2148e+10,2.96e+08,6.18e+08,1.503e+09,6.33e+08,8.7e+08,6.02e+08,-1.02e+08,1.463e+09,-7.59e+08,3.019e+09,-1.169e+09,-1.169e+09,-1.164e+09,-1.047e+09,-2.305e+09,-2.305e+09,5.537e+09,-7.842e+09,5.043e+09,5.043e+09,2.692e+09,4.664e+09,4.664e+09,4.898e+09,1.193e+09,1.1688e+10,7.09e+08,0.19229,0.05352,0.02513,0.01138,0.00518,2.62593,1.87514,1.19756,0.22413,0.09464,0.07792,3.76586,7.79005,0.24851,0.00674,0.01771,-6.45096,-13.38435
"43","2021_Q2",217.086031746032,"Down",1.0389e+10,9.871e+09,-8.174e+09,-8.174e+09,2.215e+09,-1.722e+09,-1.056e+09,-6.66e+08,4.93e+08,-6.1e+07,-8.9e+07,-9.9e+07,1e+07,2.8e+07,4.32e+08,5.33e+08,-6.9e+07,4.64e+08,4.64e+08,4.38e+08,4.38e+08,1.7141e+10,1.7141e+10,1.89e+09,1.89e+09,4.132e+09,1.542e+09,1.542e+09,2.4705e+10,1.7264e+10,1.1003e+10,1.0498e+10,2.8267e+10,5.2972e+10,1.0721e+10,6.648e+09,4.073e+09,1.819e+09,1.819e+09,2.337e+09,1.592e+09,7.45e+08,1.4877e+10,4.577e+09,1.294e+09,3.283e+09,1.363e+10,2.8507e+10,2.7624e+10,1e+06,2.7623e+10,-4.75e+09,2.3017e+10,1.448e+09,2.4465e+10,5.2972e+10,4.64e+08,6.21e+08,1.42e+08,6.14e+08,-4.72e+08,4.14e+08,-2.4e+07,4.23e+08,1.5e+07,1.641e+09,-1.36e+09,-1.36e+09,-1.36e+09,-2.582e+09,-1.162e+09,-1.156e+09,-4.139e+09,2.983e+09,1.83e+08,1.83e+08,-1.016e+09,-1.957e+09,-1.957e+09,-2.178e+09,1.114e+09,1.0872e+10,2.37e+08,0.21321,0.04745,0.04216,0.0179,0.00827,0.5411,1.66062,1.16522,0.20524,0.15193,0.12886,3.60354,7.9837,0.08221,0.01097,0.00594,-5.62747,-12.71602
"44","2021_Q3",235.3653125,"Up",1.1958e+10,1.1604e+10,-9.074e+09,-9.074e+09,2.884e+09,-1.549e+09,-9.73e+08,-5.76e+08,1.335e+09,-1.9e+07,-6.4e+07,-7.5e+07,1.1e+07,4.5e+07,1.316e+09,1.293e+09,-1.15e+08,1.178e+09,1.178e+09,1.142e+09,1.142e+09,1.6229e+10,1.6229e+10,2.129e+09,2.129e+09,4.733e+09,1.602e+09,1.602e+09,2.4693e+10,1.9413e+10,1.104e+10,1.0554e+10,3.0453e+10,5.5146e+10,1.2336e+10,7.558e+09,4.778e+09,1.53e+09,1.53e+09,2.505e+09,1.693e+09,8.12e+08,1.6371e+10,4.654e+09,1.318e+09,3.336e+09,1.2525e+10,2.8896e+10,2.8206e+10,1e+06,2.8205e+10,-3.608e+09,2.4804e+10,1.446e+09,2.625e+10,5.5146e+10,1.178e+09,6.81e+08,9.9e+07,4.74e+08,-3.75e+08,1.66e+08,-2.59e+08,3.51e+08,7.4e+07,2.124e+09,-1.515e+09,-1.515e+09,-1.515e+09,-1.515e+09,-1.588e+09,-1.586e+09,-3.465e+09,1.879e+09,7e+07,7e+07,-1.549e+09,-9.4e+08,-9.4e+08,-8.98e+08,2.016e+09,9.401e+09,7.82e+08,0.24118,0.11164,0.0955,0.0435,0.02071,0.68476,1.50834,1.1008,0.17047,0.39612,0.33598,4.14776,8.60354,0.27125,0.02833,0.0194,-3.3869,-5.11461
