"","YQ","p","d","revenue","cost_of_revenue","gross_profit","operating_expenses","selling_general_administrative","operating_income_loss","non_operating_income_loss","interest_expense_net","pretax_income_loss_adj","abnormal_gains_losses","pretax_income_loss","income_tax_expense_benefit_net","income_loss_from_continuing_operations","income_loss_incl_minority_interest","net_income","net_income_common","cash_cash_equivalents_short_term_investments","cash_cash_equivalents","accounts_notes_receivable","accounts_receivable_net","inventories","other_short_term_assets","misc_short_term_assets","total_current_assets","property_plant_equipment_net","other_long_term_assets","goodwill","misc_long_term_assets","total_noncurrent_assets","total_assets","payables_accruals","accounts_payable","other_payables_accruals","short_term_debt","other_short_term_liabilities","misc_short_term_liabilities","total_current_liabilities","long_term_debt","other_long_term_liabilities","misc_long_term_liabilities","total_noncurrent_liabilities","total_liabilities","share_capital_additional_paid_in_capital","common_stock","retained_earnings","other_equity","equity_before_minority_interest","total_equity","total_liabilities_equity","net_income_starting_line","depreciation_amortization_2","non_cash_items","stock_based_compensation","other_non_cash_adjustments","change_in_working_capital","change_in_accounts_receivable","change_in_inventories","change_in_accounts_payable","change_in_other","net_cash_from_operating_activities","change_in_fixed_assets_intangibles","acquisition_of_fixed_assets_intangibles","purchase_of_fixed_assets","net_change_in_long_term_investment","increase_in_long_term_investment","other_investing_activities","net_cash_from_investing_activities","dividends_paid","cash_from_repayment_of_debt","cash_from_repurchase_of_equity","increase_in_capital_stock","other_financing_activities","net_cash_from_financing_activities","net_cash_before_disc_operations_and_fx","net_cash_before_fx","effect_of_foreign_exchange_rates","net_change_in_cash","ebitda","total_debt","free_cash_flow","gross_profit_margin","operating_margin","net_profit_margin","return_on_equity","return_on_assets","free_cash_flow_to_net_income","current_ratio","liabilities_to_equity_ratio","debt_ratio","earnings_per_share_basic","earnings_per_share_diluted","sales_per_share","equity_per_share","free_cash_flow_per_share","dividends_per_share","piotroski_f_score","return_on_invested_capital","cash_return_on_invested_capital","dividend_payout_ratio","net_debt_ebitda","net_debt_ebit"
"29","2017_Q2",45.1833333333333,"Up",8.528e+09,-6.506e+09,2.022e+09,-1.722e+09,-1.722e+09,3e+08,-8e+06,-1.9e+07,2.92e+08,0,2.92e+08,-1.04e+08,1.88e+08,1.88e+08,1.88e+08,1.88e+08,3.599e+09,1.651e+09,1.011e+09,1.011e+09,4.637e+09,4.09e+08,4.09e+08,9.656e+09,2.287e+09,1.012e+09,4.25e+08,5.87e+08,3.299e+09,1.2955e+10,5.665e+09,4.599e+09,9.73e+08,4.5e+07,7.6e+08,3.89e+08,6.47e+09,1.302e+09,6.84e+08,6.84e+08,1.986e+09,8.456e+09,3.1e+07,3.1e+07,4.202e+09,2.66e+08,4.499e+09,4.499e+09,1.2955e+10,1.88e+08,1.61e+08,4.2e+07,3.1e+07,-1e+06,-1.48e+08,3.33e+08,2.23e+08,-3.82e+08,-3.22e+08,2.43e+08,-1.53e+08,-1.53e+08,-1.53e+08,-2.71e+08,-1.134e+09,1e+06,-4.23e+08,-1.05e+08,-1e+07,-2.98e+08,7.5e+07,0,-4.13e+08,-5.93e+08,-5.93e+08,-6e+06,-5.99e+08,4.61e+08,1.347e+09,2.64e+08,0.2371,0.03518,0.02205,0.04179,0.01451,1.40426,1.49243,1.87953,0.10398,0.58096,0.57545,26.35352,13.90297,0.81582,0.32447,7,0.04487,0.04043,0.55851,-4.88503,-7.50667
"30","2017_Q3",48.7387301587302,"Up",8.94e+09,-6.787e+09,2.153e+09,-1.83e+09,-1.83e+09,3.23e+08,-1.1e+07,-1.8e+07,3.12e+08,-2e+06,3.1e+08,-1.01e+08,2.09e+08,2.09e+08,2.09e+08,2.09e+08,3.49e+09,1.365e+09,9.65e+08,9.65e+08,5.167e+09,4.56e+08,4.56e+08,1.0078e+10,2.327e+09,1.039e+09,4.25e+08,6.14e+08,3.366e+09,1.3444e+10,6.251e+09,5.072e+09,1.096e+09,4.4e+07,8.1e+08,3.83e+08,7.105e+09,1.31e+09,6.82e+08,6.82e+08,1.992e+09,9.097e+09,3e+07,3e+07,3.996e+09,3.21e+08,4.347e+09,4.347e+09,1.3444e+10,2.09e+08,1.68e+08,3.4e+07,3.6e+07,1e+06,3.8e+07,67999999.9999999,-5.08e+08,3.97e+08,8.1e+07,4.49e+08,-1.43e+08,-1.43e+08,-1.43e+08,-1.44e+08,-1.087e+09,2e+06,-2.85e+08,-1.03e+08,-9e+06,-3.48e+08,5e+07,-1e+06,-4.61e+08,-2.97e+08,-2.97e+08,2.4e+07,-2.73e+08,4.91e+08,1.354e+09,4.87e+08,0.24083,0.03613,0.02338,0.04808,0.01555,2.33014,1.41844,2.09271,0.10071,0.6515,0.64726,27.86783,13.5505,1.51808,0.32107,7,0.04888,0.0763,0.49282,-4.35031,-6.613
"31","2017_Q4",50.6595238095238,"Up",9.32e+09,-7.04e+09,2.28e+09,-1.932e+09,-1.932e+09,3.48e+08,-8e+06,-2e+07,3.4e+08,2e+06,3.42e+08,-1.04e+08,2.38e+08,2.39e+08,2.39e+08,2.39e+08,3.34e+09,1.103e+09,9.71e+08,9.71e+08,6.663e+09,4.31e+08,4.31e+08,1.1405e+10,2.352e+09,1.028e+09,4.25e+08,6.03e+08,3.38e+09,1.4785e+10,7.806e+09,6.587e+09,1.139e+09,5.45e+08,8.01e+08,3.75e+08,9.152e+09,7.84e+08,6.97e+08,6.97e+08,1.481e+09,1.0633e+10,3e+07,3e+07,3.818e+09,3.04e+08,4.152e+09,4.152e+09,1.4785e+10,2.39e+08,1.71e+08,2e+07,3e+07,-5e+06,8.1e+07,1.2e+07,-1.526e+09,1.515e+09,8e+07,5.11e+08,-1.93e+08,-1.93e+08,-1.93e+08,-1.14e+08,-1.826e+09,-1e+06,-3.08e+08,-1.02e+08,-1.2e+07,-3.47e+08,2e+07,0,-4.61e+08,-2.58e+08,-2.58e+08,-3e+06,-2.61e+08,5.19e+08,1.329e+09,5.11e+08,0.24464,0.03734,0.02564,0.05756,0.01617,2.13808,1.24618,2.56093,0.08989,0.75585,0.74688,29.47502,13.13093,1.61607,0.32258,7,0.0552,0.08271,0.42678,-3.87476,-5.77874
"32","2018_Q1",61.835737704918,"Up",1.5363e+10,-1.1942e+10,3.421e+09,-2.539e+09,-2.539e+09,8.82e+08,0,-1.8e+07,8.82e+08,-9e+06,8.73e+08,-5.09e+08,3.64e+08,3.64e+08,3.64e+08,3.64e+08,3.133e+09,1.101e+09,1.049e+09,1.049e+09,5.209e+09,4.38e+08,4.38e+08,9.829e+09,2.421e+09,7.99e+08,4.25e+08,3.74e+08,3.22e+09,1.3049e+10,6.435e+09,4.873e+09,1.425e+09,5.44e+08,8.38e+08,3.85e+08,7.817e+09,8.11e+08,8.09e+08,8.09e+08,1.62e+09,9.437e+09,2.8e+07,2.8e+07,3.27e+09,3.14e+08,3.612e+09,3.612e+09,1.3049e+10,3.64e+08,1.83e+08,1.92e+08,3.2e+07,2e+06,1.99e+08,-9.8e+07,1.476e+09,-1.726e+09,5.47e+08,9.38e+08,-1.97e+08,-1.99e+08,-1.99e+08,2.22e+08,-2.78e+08,-1.1e+07,14000000.0000001,-9.9e+07,-1.5e+07,-8.48e+08,1.8e+07,0,-9.62e+08,-1e+07,-1e+07,1e+07,0,1.065e+09,1.355e+09,1.576e+09,0.22268,0.05741,0.02369,0.10078,0.02789,4.32967,1.25739,2.61268,0.10384,1.51037,1.40649,63.74689,14.98755,6.53942,0.41079,6,0.08016,0.27285,0.27198,-1.66948,-2.01587
"33","2018_Q2",64.0284375,"Up",9.109e+09,-6.984e+09,2.125e+09,-1.83e+09,-1.83e+09,2.95e+08,-8e+06,-1.9e+07,2.87e+08,-3e+07,2.57e+08,-4.9e+07,2.08e+08,2.08e+08,2.08e+08,2.08e+08,2.633e+09,1.848e+09,8.6e+08,8.6e+08,4.964e+09,4.73e+08,4.73e+08,8.93e+09,2.385e+09,7.67e+08,4.25e+08,3.42e+08,3.152e+09,1.2082e+10,5.849e+09,4.619e+09,1.076e+09,5.5e+08,6.56e+08,2.85e+08,7.055e+09,7.92e+08,8.15e+08,8.15e+08,1.607e+09,8.662e+09,2.8e+07,2.8e+07,3.082e+09,3.1e+08,3.42e+09,3.42e+09,1.2082e+10,2.08e+08,1.76e+08,6.9e+07,3.2e+07,2.8e+07,-2.49e+08,1.89e+08,2.43e+08,-2.14e+08,-4.67e+08,2.04e+08,-1.81e+08,-1.81e+08,-1.81e+08,1.245e+09,0,9e+06,1.073e+09,-1.28e+08,-1.1e+07,-3.76e+08,2.4e+07,-1e+06,-5.16e+08,7.61e+08,7.61e+08,-1.2e+07,7.49e+08,4.71e+08,1.342e+09,9e+07,0.23329,0.03239,0.02283,0.06082,0.01722,0.43269,1.26577,2.53275,0.11107,0.73602,0.72147,32.23284,12.10191,0.31847,0.45294,6,0.06025,0.01614,0.61538,-2.74098,-4.37627
"34","2018_Q3",67.4792063492064,"Up",9.379e+09,-7.15e+09,2.229e+09,-1.877e+09,-1.877e+09,3.52e+08,-6e+06,-1.9e+07,3.46e+08,-1.7e+07,3.29e+08,-84999999.9999999,2.44e+08,2.44e+08,2.44e+08,2.44e+08,2.33e+09,1.865e+09,9.15e+08,9.15e+08,5.016e+09,5.1e+08,5.1e+08,8.771e+09,2.432e+09,7.9e+08,4.25e+08,3.65e+08,3.222e+09,1.1993e+10,6.469e+09,5.338e+09,1.119e+09,4.7e+07,7.13e+08,2.75e+08,7.229e+09,8.01e+08,7.77e+08,7.77e+08,1.578e+09,8.807e+09,2.7e+07,2.7e+07,2.863e+09,2.96e+08,3.186e+09,3.186e+09,1.1993e+10,2.44e+08,1.82e+08,4.6e+07,3.1e+07,1.9e+07,4.32e+08,-6.9e+07,-5.6e+07,6.99e+08,-1.42e+08,9.04e+08,-1.94e+08,-1.94e+08,-1.94e+08,3.2e+08,-1.49011611938477e-08,1e+06,1.27e+08,-1.25e+08,-5.12e+08,-3.69e+08,5e+06,-2e+06,-1.008e+09,23000000.0000001,23000000.0000001,-4e+06,19000000.0000001,5.34e+08,8.48e+08,8.57e+08,0.23766,0.03753,0.02602,0.07659,0.02035,3.5123,1.21331,2.76428,0.07071,0.87455,0.86006,33.61649,11.41935,3.07168,0.44803,7,0.0767,0.17813,0.5123,-2.77528,-4.21023
"35","2018_Q4",57.2796825396825,"Down",9.59e+09,-7.266e+09,2.324e+09,-2.002e+09,-2.002e+09,3.22e+08,-4e+06,-1.5e+07,3.18e+08,1.2e+07,3.3e+08,-5.3e+07,2.77e+08,2.77e+08,2.77e+08,2.77e+08,1.304e+09,1.228e+09,9.21e+08,9.21e+08,8.168e+09,5.08e+08,5.08e+08,1.0901e+10,2.525e+09,1.574e+09,9.21e+08,6.53e+08,4.099e+09,1.5e+10,9.157e+09,7.964e+09,1.193e+09,4.6e+07,7.3e+08,2.81e+08,9.933e+09,1.28e+09,7.75e+08,7.75e+08,2.055e+09,1.1988e+10,2.7e+07,2.7e+07,2.685e+09,3e+08,3.012e+09,3.012e+09,1.5e+10,2.77e+08,1.92e+08,2.9e+07,2.9e+07,-1e+07,-4.99e+08,1e+06,-3.137e+09,2.6e+09,3.7e+07,-1e+06,-2.44e+08,-2.44e+08,-2.44e+08,4.05e+08,0,5e+06,-6.26e+08,-1.23e+08,4.86e+08,-3.62e+08,8e+06,-3e+06,-2e+06,-6.29e+08,-6.29e+08,0,-6.29e+08,5.14e+08,1.326e+09,-1.76e+08,0.24234,0.03358,0.02888,0.09197,0.01847,-0.63538,1.09745,3.98008,0.0884,1.00984,0.99177,34.96172,10.98068,-0.64163,0.44841,4,0.07823,-0.03442,0.44404,0.0428,0.06832
"36","2019_Q1",55.0575409836066,"Down",1.4801e+10,-1.1518e+10,3.283e+09,-2.306e+09,-2.306e+09,9.77e+08,-6e+06,-2e+07,9.71e+08,1e+06,9.72e+08,-2.37e+08,7.35e+08,7.35e+08,7.35e+08,7.35e+08,1.98e+09,1.98e+09,1.015e+09,1.015e+09,5.409e+09,4.66e+08,4.66e+08,8.87e+09,2.51e+09,1.521e+09,9.15e+08,6.06e+08,4.031e+09,1.2901e+10,6.721e+09,5.257e+09,1.464e+09,5.6e+07,7.36e+08,7.36e+08,7.513e+09,1.332e+09,7.5e+08,7.5e+08,2.082e+09,9.595e+09,2.7e+07,2.7e+07,2.985e+09,2.94e+08,3.306e+09,3.306e+09,1.2901e+10,7.35e+08,2.2e+08,1e+07,3.1e+07,-1.6e+07,3.36e+08,-9.3e+07,2.756e+09,-2.653e+09,3.26e+08,1.301e+09,-2e+08,-2e+08,-2e+08,1.28e+08,0,1e+06,-6.6e+07,-1.21e+08,-1.1e+07,-3.6e+08,1e+06,0,-4.92e+08,7.43e+08,7.43e+08,2e+06,7.45e+08,1.197e+09,1.388e+09,1.57e+09,0.22181,0.06601,0.04966,0.22232,0.05697,2.13605,1.18062,2.9023,0.10759,2.72525,2.67955,54.8795,12.25806,5.82128,0.44865,4,0.15724,0.28839,0.16463,-0.49457,-0.605939999999999
"37","2019_Q2",62.0861904761905,"Up",9.142e+09,-6.973e+09,2.169e+09,-1.835e+09,-1.835e+09,3.34e+08,-4e+06,-1.8e+07,3.3e+08,-41970939.7178748,3.3e+08,-6.5e+07,2.65e+08,2.65e+08,2.65e+08,2.65e+08,1.561e+09,1.561e+09,8.33e+08,8.33e+08,5.195e+09,4.25e+08,4.25e+08,8.014e+09,2.334e+09,4.202e+09,9.15e+08,3.287e+09,6.536e+09,1.455e+10,5.844e+09,4.718e+09,1.126e+09,1.4e+07,1.313e+09,9.04e+08,7.171e+09,1.193e+09,2.832e+09,2.832e+09,4.025e+09,1.1196e+10,2.7e+07,2.7e+07,3.038e+09,2.89e+08,3.354e+09,3.354e+09,1.455e+10,2.65e+08,2e+08,5e+07,3.6e+07,1e+06,-5.13e+08,1.82e+08,2.07e+08,-5.19e+08,-3.83e+08,2e+06,-1.93e+08,-1.93e+08,-1.93e+08,-368755088.768471,-237191797.972085,1e+06,-1.92e+08,-1.34e+08,-4e+06,-8.7e+07,1.1e+07,-1e+06,-2.26e+08,-4.16e+08,-4.16e+08,-1e+06,-4.17e+08,5.34e+08,1.207e+09,-1.07e+08,0.23726,0.03653,0.02899,0.07901,0.01821,-0.40377,1.11756,3.3381,0.08296,0.99028,0.97606,34.16293,12.53363,-0.39985,0.50075,5,0.05397,-0.01447,0.50566,-0.66292,-1.05988
"38","2019_Q3",62.516875,"Up",9.536e+09,-7.253e+09,2.283e+09,-1.922e+09,-1.922e+09,3.61e+08,-6e+06,-1.6e+07,3.55e+08,-4.8e+07,3.07e+08,-6.9e+07,2.38e+08,2.38e+08,2.38e+08,2.38e+08,1.609e+09,1.289e+09,9.66e+08,9.66e+08,5.208e+09,4.09e+08,4.09e+08,8.192e+09,2.361e+09,4.425e+09,9.65e+08,3.46e+09,6.786e+09,1.4978e+10,6.187e+09,5.045e+09,1.142e+09,1.4e+07,1.375e+09,1.375e+09,7.576e+09,1.247e+09,2.87e+09,2.87e+09,4.117e+09,1.1693e+10,2.6e+07,2.6e+07,2.965e+09,2.94e+08,3.285e+09,3.285e+09,1.4978e+10,2.38e+08,2.01e+08,9.1e+07,3.8e+07,5.6e+07,92999999.9999998,-1.25e+08,-8e+06,3.06e+08,-80000000.0000001,6.23e+08,-1.92e+08,-1.92e+08,-1.92e+08,-3.19e+08,-3.19e+08,0,-6.36e+08,-1.33e+08,-4000000.00000003,-2.14e+08,1.6e+07,1e+06,-3.5e+08,-3.63e+08,-3.63e+08,2.3283064365387e-10,-3.63e+08,5.62e+08,1.261e+09,5.32e+08,0.23941,0.03786,0.02496,0.07245,0.01589,2.23529,1.08131,3.55951,0.08419,0.89072,0.8805,35.68862,12.29416,1.99102,0.49775,5,0.05003,0.07174,0.55882,-0.61922,-0.96399
"39","2019_Q4",69.1075,"Up",9.764e+09,-7.403e+09,2.361e+09,-1.973e+09,-1.973e+09,3.88e+08,-7e+06,-1.6e+07,3.81e+08,8e+06,3.89e+08,-9.6e+07,2.93e+08,2.93e+08,2.93e+08,2.93e+08,1.205e+09,1.205e+09,1.056e+09,1.056e+09,7.569e+09,3.45e+08,3.45e+08,1.0175e+10,2.359e+09,4.392e+09,9.82e+08,3.41e+09,6.751e+09,1.6926e+10,8.352e+09,7.232e+09,1.12e+09,1.4e+07,1.36e+09,9.15e+08,9.726e+09,1.239e+09,2.836e+09,2.836e+09,4.075e+09,1.3801e+10,2.6e+07,2.6e+07,2.809e+09,2.9e+08,3.125e+09,3.125e+09,1.6926e+10,2.93e+08,2.06e+08,4.5e+07,3.5e+07,0,-2.32e+08,-9.3e+07,-2.358e+09,2.197e+09,2.2e+07,3.12e+08,-2.01e+08,-2.01e+08,-2.01e+08,3.22e+08,0,0,1.01e+08,-1.31e+08,-3e+06,-3.5e+08,1.8e+07,-520170.69212543,-4.84e+08,-7.1e+07,-7.1e+07,-1e+06,-7.2e+07,5.94e+08,1.253e+09,2.57e+08,0.24181,0.03974,0.03001,0.09376,0.01731,0.87713,1.04616,4.41632,0.07403,1.11322,1.10358,37.09726,11.8731,0.97644,0.49772,5,0.05877,0.03563,0.4471,0.08081,0.12371
"40","2020_Q1",72.0324193548387,"Up",1.5196e+10,-1.1961e+10,3.235e+09,-2.268e+09,-2.268e+09,9.67e+08,1.86264514923096e-09,-1.4e+07,9.67e+08,-7.45058059692383e-09,9.67e+08,-2.22e+08,7.45e+08,7.45e+08,7.45e+08,7.45e+08,2.229e+09,2.229e+09,1.149e+09,1.149e+09,5.174e+09,3.05e+08,3.05e+08,8.857e+09,2.328e+09,4.406e+09,9.84e+08,3.422e+09,6.734e+09,1.5591e+10,6.604e+09,5.288e+09,1.316e+09,13999999.9999999,1.442e+09,9.41e+08,8.06e+09,1.257e+09,2.795e+09,2.795e+09,4.052e+09,1.2112e+10,2.6e+07,2.6e+07,3.158e+09,2.95e+08,3.479e+09,3.479e+09,1.5591e+10,7.45e+08,2.05e+08,8.9e+07,3.4e+07,5e+06,5.89e+08,-9.5e+07,2.396e+09,-1.937e+09,2.25e+08,1.628e+09,-1.57e+08,-1.57e+08,-1.57e+08,-1.1e+07,-1.1e+07,2.3283064365387e-10,-1.68e+08,-1.29e+08,-4000000.00000006,-3.04e+08,3e+06,-999999.999999999,-4.38e+08,1.022e+09,1.022e+09,1e+06,1.023e+09,1.172e+09,1.271e+09,1.826e+09,0.21288,0.06364,0.04903,0.21414,0.04778,2.45101,1.09888,3.48146,0.08152,2.84786,2.81026,58.08869,13.29893,6.98012,0.49312,5,0.11584,0.24201,0.17315,-0.81741,-0.99069
"41","2020_Q2",69.617619047619,"Down",8.562e+09,-6.597e+09,1.965e+09,-1.735e+09,-1.735e+09,2.3e+08,-1.1e+07,-1.7e+07,2.19e+08,-1e+06,2.18e+08,-5.9e+07,1.59e+08,1.59e+08,1.59e+08,1.59e+08,3.919e+09,3.919e+09,7.49e+08,7.49e+08,3.993e+09,3.35e+08,3.35e+08,8.996e+09,2.291e+09,4.318e+09,9.86e+08,3.332e+09,6.609e+09,1.5605e+10,5.41e+09,4.428e+09,9.82e+08,1.923e+09,1.471e+09,9.4e+08,8.804e+09,6.21e+08,2.77e+09,2.77e+09,3.391e+09,1.2195e+10,4.1e+07,2.6e+07,3.126e+09,2.43e+08,3.41e+09,3.41e+09,1.5605e+10,1.59e+08,2.07e+08,3.6e+07,1.5e+07,2.1e+07,4.25e+08,3.83e+08,1.136e+09,-8.16e+08,-2.78e+08,8.27e+08,-1.78e+08,-1.78e+08,-1.78e+08,-5e+06,-5e+06,4e+06,-1.79e+08,-1.41e+08,1.25e+09,-6.2e+07,12111201.2041672,2e+06,1.049e+09,1.697e+09,1.697e+09,-1.8e+07,1.679e+09,4.37e+08,2.544e+09,7.43e+08,0.2295,0.02686,0.01857,0.04663,0.01019,4.67296,1.02181,3.57625,0.16302,0.61556,0.6106,33.1475,13.2017,2.8765,0.54588,5,0.03439,0.08517,0.88679,-3.14645,-5.97826
"42","2020_Q3",94.46171875,"Up",9.91e+09,-7.64e+09,2.27e+09,-1.702e+09,-1.702e+09,5.68e+08,-7e+06,-1.5e+07,5.61e+08,0,5.61e+08,-1.29e+08,4.32e+08,4.32e+08,4.32e+08,4.32e+08,5.305e+09,5.305e+09,9.06e+08,9.06e+08,4.136e+09,3.36e+08,3.36e+08,1.0683e+10,2.277e+09,4.452e+09,9.86e+08,3.466e+09,6.729e+09,1.7412e+10,7.759e+09,6.613e+09,1.146e+09,6.81e+08,1.64e+09,9.41e+08,1.008e+10,6.32e+08,2.922e+09,2.922e+09,3.554e+09,1.3634e+10,1.09e+08,2.6e+07,3.413e+09,2.56e+08,3.778e+09,3.778e+09,1.7412e+10,4.32e+08,2.07e+08,5.2e+07,5e+07,-1.1e+07,2.27e+09,-1.51e+08,-1.22e+08,2.159e+09,3.84e+08,2.961e+09,-1.62e+08,-1.62e+08,-1.62e+08,-4.1e+07,-4.1e+07,-1e+06,-2.04e+08,-1.43e+08,-1.257e+09,2.2e+07,2.2e+07,-3e+06,-1.381e+09,1.376e+09,1.376e+09,1.2e+07,1.388e+09,7.75e+08,1.313e+09,3.012e+09,0.22906,0.05732,0.04359,0.11435,0.02481,6.97222,1.05982,3.60879,0.07541,1.66346,1.64634,38.15941,14.54755,11.598,0.55064,6,0.07176,0.37589,0.33102,-5.15097,-7.02817
"43","2020_Q4",103.83375,"Up",1.1853e+10,-9.058e+09,2.795e+09,-2.123e+09,-2.123e+09,6.72e+08,-6e+06,-1.1e+07,6.66e+08,-1.11e+08,5.55e+08,-1.64e+08,3.91e+08,3.91e+08,3.91e+08,3.91e+08,5.681e+09,5.136e+09,1.028e+09,1.028e+09,7.459e+09,3.83e+08,3.83e+08,1.4551e+10,2.265e+09,4.386e+09,9.86e+08,3.4e+09,6.651e+09,2.1202e+10,1.0524e+10,9.11e+09,1.414e+09,6.7e+08,1.751e+09,9.63e+08,1.2945e+10,1.256e+09,2.915e+09,2.915e+09,4.171e+09,1.7116e+10,1.59e+08,2.6e+07,3.659e+09,2.68e+08,4.086e+09,4.086e+09,2.1202e+10,3.91e+08,2.14e+08,1.6e+08,4.2e+07,1.12e+08,-6.46e+08,-1.26e+08,-3.314e+09,2.481e+09,3.13e+08,1.19e+08,-1.94e+08,-1.94e+08,-1.94e+08,-5.74e+08,-5.74e+08,-2e+06,-7.7e+08,-1.42e+08,6.38e+08,6e+06,6e+06,0,5.02e+08,-1.49e+08,-1.49e+08,-2e+06,-1.51e+08,8.86e+08,1.926e+09,2.1e+08,0.23581,0.05669,0.03299,0.09569,0.01844,0.53708,1.12406,4.18894,0.09084,1.50442,1.47714,45.606,15.72143,0.808,0.54636,7,0.05971,0.02352,0.36317,-4.23815,-5.5878
"44","2021_Q1",104.546885245902,"Up",1.6937e+10,-1.3394e+10,3.543e+09,-2.368e+09,-2.368e+09,1.175e+09,9e+06,-9e+06,1.184e+09,-1.41e+08,1.043e+09,-2.27e+08,8.16e+08,8.16e+08,8.16e+08,8.16e+08,5.494e+09,5.494e+09,1.061e+09,1.061e+09,5.612e+09,3.73e+08,3.73e+08,1.254e+10,2.26e+09,4.267e+09,9.86e+08,3.281e+09,6.527e+09,1.9067e+10,8.676e+09,6.979e+09,1.697e+09,1.24e+08,1.721e+09,1.01e+09,1.0521e+10,1.253e+09,2.706e+09,2.706e+09,3.959e+09,1.448e+10,2.6e+07,2.6e+07,4.233e+09,3.28e+08,4.587e+09,4.587e+09,1.9067e+10,8.16e+08,2.11e+08,1.08e+08,2.8e+07,1.35e+08,-1.15e+08,-3.3e+07,1.865e+09,-2.148e+09,2.01e+08,1.02e+09,-1.79e+08,-1.79e+08,-1.79e+08,5.46e+08,0,-2e+06,3.65e+08,-1.42e+08,-6.55e+08,-2.5e+08,1.86264514923096e-09,1e+06,-1.046e+09,3.39e+08,3.39e+08,1.5e+07,3.54e+08,1.386e+09,1.377e+09,1.319e+09,0.20919,0.06937,0.04818,0.17789,0.0428,1.61642,1.1919,3.15675,0.07222,3.22402,3.17881,66.91821,18.12327,5.21138,0.56104,6,0.1105,0.15213,0.17402,-2.97042,-3.50383
"45","2021_Q2",109.623968253968,"Up",1.1637e+10,-8.922e+09,2.715e+09,-1.988e+09,-1.988e+09,7.27e+08,-3e+06,-6e+06,7.24e+08,4.2e+07,7.66e+08,-1.72e+08,5.95e+08,5.95e+08,5.95e+08,5.95e+08,4.338e+09,4.278e+09,8.5e+08,8.5e+08,5.721e+09,3.59e+08,3.59e+08,1.1268e+10,2.233e+09,4.204e+09,9.86e+08,3.218e+09,6.437e+09,1.7705e+10,7.831e+09,6.36e+09,1.471e+09,1.25e+08,1.685e+09,9.51e+08,9.641e+09,1.229e+09,2.677e+09,2.677e+09,3.906e+09,1.3547e+10,5.8e+07,2.5e+07,3.762e+09,3.38e+08,4.158e+09,4.158e+09,1.7705e+10,5.95e+08,2.16e+08,1e+06,3.7e+07,-3.6e+07,-7.07e+08,2.1e+08,-9e+07,-6.3e+08,-1.97e+08,1.05e+08,-1.61e+08,-1.61e+08,-1.61e+08,-9e+07,-9e+07,-2e+06,-2.53e+08,-1.75e+08,-1467290206.90269,-9.27e+08,11280423.2834739,1.3e+07,-1.089e+09,-1.237e+09,-1.237e+09,5e+06,-1.232e+09,9.43e+08,1.354e+09,2.47e+08,0.23331,0.06247,0.05113,0.1431,0.03361,0.41513,1.16876,3.25806,0.07648,2.35085,2.31788,45.97787,16.42829,0.9759,0.69143,7,0.09403,0.03016,0.29412,-3.16437,-4.10454
"46","2021_Q3",106.22375,"Down",1.1849e+10,-9.039e+09,2.81e+09,-2.009e+09,-2.009e+09,8.01e+08,-3e+06,-6e+06,7.98e+08,-4e+06,7.94e+08,-6.4e+07,7.34e+08,7.34e+08,7.34e+08,7.34e+08,4.34e+09,4.34e+09,8.83e+08,8.83e+08,6.417e+09,4e+08,4e+08,1.204e+10,2.226e+09,4.313e+09,9.86e+08,3.327e+09,6.539e+09,1.8579e+10,8.443e+09,6.946e+09,1.497e+09,1.24e+08,1.79e+09,9.36e+08,1.0357e+10,1.243e+09,2.644e+09,2.644e+09,3.887e+09,1.4244e+10,2.5e+07,23496873.2902159,3.975e+09,3.35e+08,4.335e+09,4.335e+09,1.8579e+10,7.34e+08,2.14e+08,3.4e+07,56580606.3764819,3.6e+07,-2.23e+08,497687823.871321,-6037341553.61957,4152157489.92782,-709270082.400436,7.59e+08,-1.62e+08,-1.62e+08,-1.62e+08,5.7e+07,-582664064.594803,0,-1.05e+08,-1.75e+08,-932348313.483529,-3.96e+08,26042087.5440288,-2e+06,-5.73e+08,8.1e+07,8.1e+07,0,81000000.0000002,1.015e+09,1.367e+09,6.94e+08,0.23715,0.0676,0.06195,0.16932,0.03951,0.9455,1.1625,3.28581,0.07358,2.93248,2.90463,47.33919,17.31922,2.77267,0.69916,8,0.10891,0.08315,0.23842,-2.92906,-3.71161
