"","YQ","p","d","revenue","cost_of_revenue","gross_profit","operating_expenses","selling_general_administrative","depreciation_amortization","operating_income_loss","non_operating_income_loss","interest_expense_net","other_non_operating_income_loss","pretax_income_loss_adj","pretax_income_loss","income_tax_expense_benefit_net","income_loss_from_continuing_operations","income_loss_incl_minority_interest","net_income","net_income_common","cash_cash_equivalents_short_term_investments","cash_cash_equivalents","accounts_notes_receivable","accounts_receivable_net","inventories","other_short_term_assets","prepaid_expenses","total_current_assets","property_plant_equipment_net","other_long_term_assets","intangible_assets","goodwill","misc_long_term_assets","total_noncurrent_assets","total_assets","payables_accruals","accounts_payable","other_payables_accruals","short_term_debt","total_current_liabilities","long_term_debt","other_long_term_liabilities","deferred_tax_liabilities_long_term","misc_long_term_liabilities","total_noncurrent_liabilities","total_liabilities","share_capital_additional_paid_in_capital","retained_earnings","equity_before_minority_interest","total_equity","total_liabilities_equity","net_income_starting_line","net_income_2","depreciation_amortization_2","non_cash_items","change_in_working_capital","net_cash_from_operating_activities","change_in_fixed_assets_intangibles","acquisition_of_fixed_assets_intangibles","purchase_of_fixed_assets","net_cash_from_investing_activities","dividends_paid","cash_from_repayment_of_debt","net_cash_from_financing_activities","net_cash_before_disc_operations_and_fx","net_cash_before_fx","net_change_in_cash","ebitda","total_debt","free_cash_flow","gross_profit_margin","operating_margin","net_profit_margin","return_on_equity","return_on_assets","free_cash_flow_to_net_income","current_ratio","liabilities_to_equity_ratio","debt_ratio","earnings_per_share_basic","earnings_per_share_diluted","sales_per_share","equity_per_share","free_cash_flow_per_share","dividends_per_share","return_on_invested_capital","cash_return_on_invested_capital","dividend_payout_ratio","net_debt_ebitda","net_debt_ebit"
"32","2018_Q1",77.7598360655738,"Down",337990109,-319355621,18634488,-16586200,-16068017,-518183,2048288,-277708,-279971,2263,1770580,1770580,-741000,1029580,1029580,1029580,1029580,523065,523065,30690403,30690403,72909996,4218811,4218811,108342275,13307986,10154626,3494311,6349827,310488,23462612,131804887,29206676,17631552,11031055,373645,29580321,31685361,2370363,2336263,34100,34055724,63636045,20834233,60935911,68168842,68168842,131804887,1029580,1029580,518183,-106648,-18643272,-17202157,-800269,-804268,-804268,-800269,-127058,18617620,18403701,401275,401275,401275,2566471,32059006,-16136070,0.05513,0.00606,0.00305,0.0151,0.00781,-15.67248,3.66265,0.93351,0.24323,1.5178,1.47883,498.26209,100.49392,-23.78765,0.18731,0.01127,-0.15727,0.12341,12.28767,15.39624
"33","2018_Q2",80.175,"Up",315513209,-297321447,18191762,-16884613,-16353608,-531005,1307149,-197058,-202191,5133,1110091,1110091,370000,1480091,1480091,1480091,1480091,570560,570560,30511104,30511104,49699948,7982638,7982638,88764250,13014903,10135281,3461811,6349827,323643,23150184,111914434,23969843,15022223,8290525,376478,24346321,15191156,1889240,1854151,35089,17080396,41426717,22018061,62086133,70487717,70487717,111914434,1480091,1480091,531005,-151156,15193996,17053936,-291018,-291318,-291318,-291018,-129026,-16491372,-16715423,47495,47495,47495,1838154,15567634,16371132,0.05766,0.00414,0.00469,0.021,0.01323,11.0609,3.6459,0.58772,0.1391,2.1523,2.12672,458.80885,102.5009,23.80636,0.18763,0.0183,0.18615,0.08717,8.15877,11.47312
"34","2018_Q3",74.7549206349206,"Down",295207286,-278141110,17066176,-16157323,-15619420,-537903,908853,-285954,-313364,27410,622899,622899,-284000,338899,338899,338899,338899,564817,564817,29245698,29245698,76092792,3002475,3002475,108905782,13616571,10126404,3446186,6349827,330391,23742975,132648757,27219146,17720165,9323381,379302,27598448,33006075,1949019,1912941,36078,34955094,62553542,22045003,62296042,70095215,70095215,132648757,338899,338899,537903,293319,-16958972,-15788851,-1075449,-1075449,-1075449,-1075449,-329833,17817743,16858557,-5743,-5743,-5743,1446756,33385377,-16303665,0.05781,0.00308,0.00115,0.00483,0.00255,-48.10774,3.94608,0.89241,0.25168,0.49154,0.48471,428.17112,101.66669,-23.64697,0.47839,0.00634,-0.15464,0.97325,22.68562,36.11207
"35","2018_Q4",74.0336507936508,"Down",349043200,-329930190,19113010,-17623065,-17008355,-614710,1489945,-242895,-261510,18615,1247050,1247050,-462000,785050,785050,785050,785050,275320,275320,33943794,33943794,51009431,10062688,10062688,95291233,13715318,10095804,3430561,6349827,315416,23811122,119102355,30475478,19122752,10796906,382209,30857687,22845712,1700899,1663832,37067,24546611,55404298,22050596,62953155,63698057,63698057,119102355,785050,785050,614710,160762,16265179,17825701,-748591,-753591,-753591,-748591,-127937,-10157456,-17366607,-289497,-289497,-289497,2104655,23227921,18083243,0.05476,0.00427,0.00225,0.01232,0.00659,23.03451,3.08809,0.8698,0.19502,1.2056,1.18123,536.02552,97.82108,27.77043,0.19647,0.0103,0.20404,0.16297,10.90564,15.405
"36","2019_Q1",81.0524590163934,"Up",362542963,-339982713,22560250,-18434379,-17799851,-634528,4125871,-414424,-417308,2884,3711447,1798570,-788000,1010570,1010570,1010570,1010570,520644,520644,31428845,31428845,78869615,5212887,4940775,116031991,15768484,8153679,3414936,4436950,301793,23922163,139954154,33349187,20826834,12522353,1096306,34445493,39086988,1820856,1782801,38055,40907844,75353337,22077539,63848030,64600817,64600817,139954154,1010570,1010570,634528,2414260,-17254688,-13195330,-1105249,-1105749,-1105749,-1105249,-115695,14680656,14545903,245324,245324,245324,4760399,40183294,-12811538,0.06223,0.01138,0.00279,0.01564,0.00722,-12.67754,3.36857,1.16645,0.28712,1.64216,1.60391,589.1262,104.97524,-20.81853,0.188,0.01056,-0.12018,0.11448,8.33179,9.61316
"37","2019_Q2",81.9944444444444,"Up",344733920,-324101782,20632138,-18565222,-17957214,-608008,2066916,-319595,-322950,3355,1747321,1747321,-502000,1245321,1245321,1245321,1245321,821708,821708,30728786,30728786,56552256,9309284,9262230,97412034,16332606,8087789,3399311,4436950,251528,24420395,121832429,26225818,16764367,9461451,959282,27185100,26875690,2098787,2059743,39044,28974477,56159577,23119274,64796415,65672852,65672852,121832429,1245321,1245321,608008,603998,12183316,14640643,-956976,-956976,-956976,-956976,-116196,-12348322,-13382603,301064,301064,301064,2674924,27834972,14403264,0.05985,0.006,0.00361,0.01896,0.01022,11.5659,3.58329,0.85514,0.22847,2.01555,1.99403,557.95008,106.29117,23.31161,0.18806,0.01424,0.15065,0.09331,10.0987,13.06936
"38","2019_Q3",76.7984375,"Down",310715873,-290126453,20589420,-18032910,-17391682,-641228,2556510,-360295,-396576,36281,2196215,2196215,-673000,1523215,1523215,1523215,1523215,642116,642116,28016243,28016243,57650559,7343497,7343497,93652415,16915409,8114532,3383686,4436950,293896,25029941,118682356,30361878,20570694,9789554,803612,31165490,20618313,2049752,2009719,40033,22668065,53833555,23156933,66203466,64848801,64848801,118682356,1523215,1523215,641228,286478,7526755,9977676,-1178556,-1202256,-1202256,-1178556,-296904,-6413047,-8978712,-179592,-179592,-179592,3197738,21421925,10218937,0.06626,0.00823,0.0049,0.02349,0.01283,6.70879,3.005,0.83014,0.1805,2.48936,2.4443,507.79695,105.98114,16.70061,0.48522,0.02061,0.1157,0.19492,6.49828,8.12819
"39","2019_Q4",64.288125,"Down",369981516,-349455624,20525892,-19133189,-18513047,-620142,1392703,-366024,-381469,15445,1026679,1026679,-361000,665679,665679,665679,665679,314007,314007,34459786,34459786,66946540,10753072,10638796,112473405,17376511,8092300,3373269,4436950,282081,25468811,137942216,34383491,23403140,10980351,808103,35191594,35374986,1936262,1895240,41022,37311248,72502842,23193734,66757379,65439374,65439374,137942216,665679,665679,620142,420715,-15489657,-13783121,-1194245,-1226745,-1226745,-1194245,-111766,14761164,14649257,-328109,-328109,-328109,2012845,36183089,-14310057,0.05548,0.00376,0.0018,0.01017,0.00483,-21.49693,3.19603,1.10794,0.26231,1.123,1.09854,624.16011,110.39645,-24.14112,0.18855,0.00751,-0.13818,0.1679,17.82009,25.75501
"40","2020_Q1",65.5090322580645,"Up",366956848,-344680867,22275981,-19069153,-18320940,-748213,3206828,-491831,-497869,6038,2714997,-158272,-73000,-231272,-231272,-231272,-231272,337704,337704,24665620,24665620,102343517,7498837,7148459,134845678,17655415,5210529,5e+05,4436950,273579,22865944,157711622,31054391,18647572,12406819,532747,31587138,63502358,1865384,1823373,42010.9999999995,65367742,96954880,23174200,66414397,60756742,60756742,157711622,-231272,-231272,748213,2909667,-25715463,-22288855,-1051303,-1052303,-1052303,-1051303,-111710,27852016,23363855,23697,23697,23697,3955041,64035105,-22738725,0.0607,0.00874,-0.00063,-0.00381,-0.00147,98.32027,4.26901,1.59579,0.40603,-0.40622,-0.39488,644.54269,106.7164,-39.93952,0.19621,-0.000940000000000001,-0.17953,-0.48302,16.10537,19.86306
"41","2020_Q2",54.572380952381,"Down",360101103,-339256392,20844711,-19678196,-18952735,-725461,1166515,-465645,-472423,6778,700870,700870,-249000,451870,451870,451870,451870,439991,439991,31466281,31466281,62958790,8719157,8464551,103584219,18323979,25692259,5e+05,4436950,20755309,44016238,147600457,25758917,17189294,8569623,537285,31756784,36513555,17375846,1978165,15397681,53889401,85646185,24201646,66592637,61954272,61954272,147600457,451870,451870,725461,655723,26597200,28430254,-1228462,-1228462,-1228462,-1228462,-107084,-26984265,-27099505,102287,102287,102287,1891976,37050840,27509714,0.05789,0.00324,0.00125,0.00729,0.00306,60.87971,3.2618,1.38241,0.25102,0.80321,0.79583,640.09098,110.12566,48.89938,0.19035,0.0048,0.23638,0.23698,19.35059,31.38481
"42","2020_Q3",60.413125,"Up",337886516,-317193063,20693453,-19303791,-18512891,-790900,1389662,-357344,-387263,29919,1032318,1032318,-333000,699318,699318,699318,699318,661957,661957,27811495,27811495,84912508,7159362,6986997,120545322,18287881,25033110,5e+05,4436950,20096160,43320991,163866313,32743633,22985979,9757654,542004,38719437,46070192,16522601,1925536,14597065,62592793,101312230,24232837,67184900,62554083,62554083,163866313,699318,699318,790900,274185,-9789872,-8025468.99999999,-1016677,-1016677,-1016677,-1016677,-273601,9561356,9264111.99999999,221966,221966,221966,2180562,46612196,-8292987,0.06124,0.00411,0.00207,0.01118,0.00427,-11.85868,3.1133,1.61959,0.28445,1.23624,1.22276,597.31035,110.5821,-14.66021,0.48367,0.00774,-0.0659800000000001,0.39124,21.07266,33.06577
"43","2020_Q4",72.83578125,"Up",396854324,-375202044,21652280,-19179324,-18377640,-801684,2472956,-419056,-461581,42525,2053900,2053900,-586000,1579566,1579566,1579566,1579566,596564,596564,33626042,33626042,82009219,7259528,7259528,123491353,18236033,28541937,5e+05,4436950,23604987,53426636,176917989,31235009,20719129,10035231,546657,37268629,59097800,16566994,1820511,14746483,75664794,112933423,24259570,68657375,63984566,63984566,176917989,1579566,1579566,801684,87310,-4746545,-2277985,-639395,-655995,-655995,-10639395,-107091,13032261,12851987,-65393,-65393,-65393,3274640,59644457,-1525300,0.05456,0.00623,0.00398,0.02469,0.00893,-0.96564,3.31355,1.76501,0.33713,2.79334,2.77162,701.80578,113.15169,-2.69737,0.18938,0.01203,-0.01088,0.0678,18.03187,23.87745
"44","2021_Q1",106.095245901639,"Up",426436820,-401893332,24543488,-20006365,-19207961,-798404,4537123,-336930,-371984,35054,4200193,3714923,-975000,2811836,2811836,2811836,2811836,661195,661195,34278429,34278429,98971773,2091645,2091645,136003042,17497274,27756862,514541.469564074,4436950,22819912,51998231,188001273,35742887,22108299,13067180,516850,41866835,64580476,16762422,1806575,14955847,81342898,123209733,24290755,71362334,64791540,64791540,188001273,2811836,2811836,798404,114761,-6648753,-2923752,-428439,-455439,-455439,-428439,-106877,5452869,3416822,64631,64631,64631,5335527,65097326,-766665,0.05755,0.01064,0.00659,0.0434,0.01496,-0.27266,3.24847,1.90163,0.34626,5.1038,5.00126,774.03086,117.60394,-1.39158,0.19399,0.0199,-0.00523000000000003,0.03801,12.07681,14.20198
"45","2021_Q2",126.313333333333,"Up",404744774,-381282795,23461979,-19374101,-18599816,-774285,4087878,-334607,-376430,41823,3753271,3753271,-1011000,3077610,3077610,3077610,3077610,515098,515098,29712850,29712850,67832187,7884267,7884267,105944402,17171501,27440782,5e+05,4436950,22503832,51801716,157746118,31126196,17054417,13606226,512344,37394716,38529130,16272086,1939311,14332775,54801216,92195932,25016073,71401400,65550186,65550186,157746118,3077610,3077610,774285,290425,22559298,26701618,-430505,-432505,-432505,-430505,-105599,-26055852,-26417210,-146097,-146097,-146097,4862163,39041474,28001956,0.05797,0.0101,0.0076,0.04695,0.01951,9.0986,2.83314,1.40649,0.2475,5.6148,5.57478,738.41692,119.58985,51.08681,0.19265,0.02634,0.23168,0.03431,7.92371,9.42454
"46","2021_Q3",150.4903125,"Up",378513489,-355540703,22972786,-19802092,-19022167,-779925,3170694,-226278,-310543,84265,2944416,2944416,-829000,2428908,2428908,2428908,2428908,616109,616109,32883402,32883402,81088400,6273802,6188097,120861713,16670297,26386073,5e+05,4436950,21449123,50663295,171525008,34948602,22553918,12394684,516189,41208934,47481066,15050974,1854823,13196151,62532040,103740974,24926599,73724722,67784034,67784034,171525008,2428908,2428908,779925,-53758.0000000001,-8577189,-5422114.00000001,-279124,-288062,-288062,-279124,-3038531,8955781.00000001,5802249,101011,101011,101011,3950619,47997255,-4076694,0.06069,0.00838,0.00642,0.03583,0.01416,-1.67841,2.9329,1.53046,0.27983,4.40552,4.31098,686.54241,122.94572,-7.39425000000001,5.51124,0.04179,-0.03116,1.25099,11.99335,14.94346
"47","2021_Q4",152.62625,"Up",438313031,-412771325,25541706,-21242297,-20501117,-741180,4299409,-286492,-329929,43437,4012917,4012917,-1076000,3691210,3691210,3691210,3691210,699895,699895,36526770,36526770,95640441,5769066,5769066,138636172,16425171,25934834,523266.351302518,4436950,20997884,50144758,188780930,40293301,24788839,15008602,555832,46353073,56688580,14344092,1585882,12758210,71032672,117385745,24952126,77310346,71395185,71395185,188780930,3691210,3691210,741180,274879,-13259453,-8552184,-505601,-534391,-534391,-505601,-105586,9247157,9141571,83786,83786,83786,5040589,57244412,-7648465,0.05827,0.00981,0.00842,0.0517,0.01955,-2.07208,2.99087,1.64417,0.30323,6.7146,6.61814,797.32565,129.87342,-13.91316,0.19207,0.02655,-0.05349,0.0286,11.21784,13.1517
"48","2022_Q1",165.33564516129,"Up",450807287,-422234982,28572305,-22305667,-21508040,-797627,6266638,-288955,-322658,33703,5977683,5977683,-1585000,6347537,6347537,6347537,6347537,519591,519591,35844163,35844163,95212085,4999125,4999125,136574964,16012524,26443298,569799.053907555,4436950,21506348,51836165,188411129,41061009,24235042,15958807,561202,47135601,48705130,14957772,1531228,13426544,63662902,110798503,24927615,83552298,77612626,77612626,188411129,6347537,9824679.25794449,797627,-259141,1322297,8208320,-254924,-1733651.23848195,-1733651.23848195,-254924,-105585,-7978080,-8133700,-180304,-180304,-180304,7064265,49266332,9716638,0.06338,0.0139,0.01408,0.08178,0.03369,1.53077,2.89749,1.42758,0.26148,11.52943,11.17322,818.82929,140.97264,17.64893,0.19178,0.0455,0.06851,0.0166300000000002,6.90047,7.77877
"49","2022_Q2",159.050967741935,"Down",422571278,-395638615,26932663,-23174985,-22390740,-784245,3757678,-281988,-322097,40109,3475690,3475690,-1245000,3001055,3001055,3001055,3001055,840961,840961,30861247,30861247,97742318,4830698,4830698,134275224,15449705,25517134,639598.10781511,4436950,20580184,51373547,185648771,32146199,18372775,12578912,566624,38268405,53358297,14441895,2704876,11737019,67800192,106068597,27008883,83438578,79580174,79580174,185648771,3001055,23654795.7738335,784245,1079643,-5471891,-606948,-302084,-4398123.71544586,-4398123.71544586,-127084,-3114775,4658589,1055402,321370,321370,321370,4541923,53924921,12948,0.06374,0.00889,0.0071,0.03771,0.01617,0.00431,3.50878,1.33285,0.29047,5.32531,5.18349,749.84345,141.21327,0.02298,5.5271,0.04134,9e-05,1.03789,11.68755,14.1268
"50","2022_Q3",190.10765625,"Up",391888191,-365211270,26676921,-22733572,-21915350,-818222,3943349,-183962,-244921,60959,3759387,3759387,-1345000,3006183,3006183,3006183,3006183,527555,527555,33556601,33556601,90248795,6146338,5476104,130479289,15282499,24956897,732663.513025183,4436950,20019947,50690782,181170071,39359550,25601210,13758340,572100,45390008,39957012,13789599,2630427,11159172,53746611,99136619,26564214,86336525,82033452,82033452,181170071,-14074254.0689049,48007039.5476669,514912.932015012,7317719.54230008,-73837978.457299,-80079600.0518888,-1539438.21994873,-9040089.43089171,-9040089.43089171,-934607.825540598,-8397094.41309254,93526467.7473847,83652310.126512,2638102.24908263,2638102.24908263,2638102.24908263,-8208932.88653784,40529112,-84681139.1627956,0.06807,0.01006,0.00767,0.03665,0.01659,-15.0326441665602,2.87463,1.20849,0.22371,5.33441,5.19235,695.39699,145.56656,-153.8877388387,14.7347762698924,0.02205,-0.586862966923373,2.56599886718812,38.5692840012877,10.14406
