"","YQ","p","d","revenue","cost_of_revenue","gross_profit","operating_expenses","selling_general_administrative","depreciation_amortization","other_operating_expenses","operating_income_loss","non_operating_income_loss","interest_expense_net","other_non_operating_income_loss","pretax_income_loss_adj","abnormal_gains_losses","pretax_income_loss","income_tax_expense_benefit_net","income_loss_from_continuing_operations","income_loss_incl_minority_interest","minority_interest","net_income","net_income_common","cash_cash_equivalents_short_term_investments","cash_cash_equivalents","accounts_notes_receivable","accounts_receivable_net","inventories","other_short_term_assets","derivative_hedging_assets_short_term","misc_short_term_assets","total_current_assets","property_plant_equipment_net","property_plant_equipment","accumulated_depreciation","other_long_term_assets","intangible_assets","goodwill","derivative_hedging_assets_long_term","misc_long_term_assets","total_noncurrent_assets","total_assets","payables_accruals","accounts_payable","interest_dividends_payable","other_payables_accruals","short_term_debt","short_term_borrowings","current_portion_of_long_term_debt","other_short_term_liabilities","liabilities_from_derivatives_hedging_short_term","misc_short_term_liabilities","total_current_liabilities","long_term_debt","long_term_borrowings","other_long_term_liabilities","pension_liabilities","pensions","deferred_tax_liabilities_long_term","liabilities_from_derivatives_hedging_long_term","misc_long_term_liabilities","total_noncurrent_liabilities","total_liabilities","share_capital_additional_paid_in_capital","retained_earnings","other_equity","equity_before_minority_interest","minority_interest_2","total_equity","total_liabilities_equity","net_income_starting_line","depreciation_amortization_2","non_cash_items","change_in_working_capital","net_cash_from_operating_activities","other_investing_activities","net_cash_from_investing_activities","dividends_paid","cash_from_repayment_of_debt","cash_from_repurchase_of_equity","other_financing_activities","net_cash_from_financing_activities","net_cash_before_disc_operations_and_fx","net_cash_before_fx","net_change_in_cash","ebitda","total_debt","gross_profit_margin","operating_margin","net_profit_margin","return_on_equity","return_on_assets","current_ratio","liabilities_to_equity_ratio","debt_ratio","earnings_per_share_basic","earnings_per_share_diluted","sales_per_share","equity_per_share","dividends_per_share","piotroski_f_score","return_on_invested_capital","dividend_payout_ratio","net_debt_ebitda","net_debt_ebit"
"29","2017_Q2",75.3907936507937,"Up",3.236e+09,-1.709e+09,1.527e+09,-9.42e+08,-5.84e+08,-2.49e+08,-1.09e+08,5.85e+08,-6.5e+07,-1.22e+08,5.7e+07,5.2e+08,-1.6e+07,5.04e+08,-1.1e+08,3.94e+08,3.94e+08,6e+06,4e+08,4e+08,8.2e+07,8.2e+07,1.408e+09,1.408e+09,3.54e+08,7.23e+08,6.8e+07,6.55e+08,2.567e+09,1.9866e+10,3.0287e+10,-1.0421e+10,9.716e+09,8.37e+08,2.292e+09,7.3e+07,6.514e+09,2.9582e+10,3.2149e+10,1.189e+09,9.1e+08,1.48e+08,1.31e+08,7.2e+07,5.9e+07,1.3e+07,5.73e+08,3.3e+07,5.4e+08,1.834e+09,1.1758e+10,1.1755e+10,8.869e+09,1.085e+09,1.022e+09,4.361e+09,9.3e+07,3.33e+09,2.0627e+10,2.2461e+10,3.958e+09,5.365e+09,-1.29e+08,9.194e+09,4.94e+08,9.688e+09,3.2149e+10,3.94e+08,2.49e+08,9.7e+07,4.7e+07,7.87e+08,-5.3e+08,-6.42e+08,-1.48e+08,5.6e+07,-5.1e+07,-1.3e+07,-1.56e+08,-1.1e+07,-1.1e+07,-1.1e+07,8.34e+08,1.183e+10,0.47188,0.18078,0.12361,0.04129,0.01244,1.39967,2.31844,0.36797,1.90182,1.90182,15.38571,43.7133,0.70367,7,0.01803,0.37,14.08633,20.08205
"30","2017_Q3",77.6726984126984,"Up",2.855e+09,-1.644e+09,1.211e+09,-8.88e+08,-5.42e+08,-2.49e+08,-9.7e+07,3.23e+08,-7.1e+07,-1.31e+08,6e+07,2.52e+08,-2e+07,2.32e+08,-5.7e+07,1.75e+08,1.75e+08,2e+06,1.77e+08,1.77e+08,6.2e+07,6.2e+07,1.451e+09,1.451e+09,3.9e+08,7.28e+08,8.1e+07,6.47e+08,2.631e+09,2.0063e+10,3.0599e+10,-1.0536e+10,9.888e+09,8.9e+08,2.291e+09,5.8e+07,6.649e+09,2.9951e+10,3.2582e+10,1.389e+09,9.88e+08,2.96e+08,1.05e+08,8.32e+08,4.2e+08,4.12e+08,5.26e+08,3.9e+07,4.87e+08,2.747e+09,1.1358e+10,1.1356e+10,8.906e+09,1.055e+09,1.019e+09,4.431e+09,6.3e+07,3.357e+09,2.0264e+10,2.3011e+10,3.968e+09,5.245e+09,-1.25e+08,9.088e+09,4.83e+08,9.571e+09,3.2582e+10,1.75e+08,2.49e+08,6.8e+07,-9.6e+07,3.96e+08,-5.43e+08,-6.06e+08,-1.48e+08,3.54e+08,0,-1.4e+07,1.92e+08,-1.8e+07,-1.8e+07,-1.8e+07,5.72e+08,1.219e+10,0.42417,0.11313,0.062,0.01849,0.00543,0.95777,2.40424,0.37413,0.84155,0.84155,13.57423,43.20932,0.70367,6,0.0106,0.83616,21.2028,37.54799
"31","2017_Q4",80.2436507936508,"Up",3.245e+09,-1.906e+09,1.339e+09,-8.99e+08,-5.5e+08,-2.58e+08,-9.1e+07,4.4e+08,-8.1e+07,-1.42e+08,6.1e+07,3.59e+08,-2.2e+07,3.37e+08,-7.4e+07,2.63e+08,2.63e+08,7e+06,2.7e+08,2.7e+08,6.3e+07,6.3e+07,1.395e+09,1.395e+09,3.63e+08,9.94e+08,7.6e+07,9.18e+08,2.815e+09,2.0307e+10,3.0924e+10,-1.0617e+10,9.949e+09,8.83e+08,2.293e+09,6.2e+07,6.711e+09,3.0256e+10,3.3071e+10,1.273e+09,9.94e+08,1.48e+08,1.31e+08,7.68e+08,6.59e+08,1.09e+08,5.57e+08,4.2e+07,5.15e+08,2.598e+09,1.1795e+10,1.1794e+10,8.825e+09,9.28e+08,9.22e+08,4.534e+09,4.8e+07,3.315e+09,2.062e+10,2.3218e+10,3.978e+09,5.515e+09,-1.2e+08,9.373e+09,4.8e+08,9.853e+09,3.3071e+10,2.63e+08,2.58e+08,1.01e+08,-2.55e+08,3.67e+08,-5.35e+08,-5.54e+08,-1.48e+08,3.75e+08,0,-3.8e+07,1.89e+08,2e+06,2e+06,2e+06,6.98e+08,1.2563e+10,0.41263,0.13559,0.0832,0.0274,0.00816,1.08353,2.35644,0.37988,1.28373,1.28373,15.4285,44.56436,0.70367,5,0.01338,0.54815,17.90831,28.40909
"32","2018_Q1",74.6306557377049,"Down",3.271e+09,-1.905e+09,1.366e+09,-9.62e+08,-5.94e+08,-2.74e+08,-9.4e+07,4.04e+08,-1.42e+08,-1.29e+08,-1.3e+07,2.62e+08,-4.8e+07,2.14e+08,6.6e+07,2.8e+08,2.8e+08,7e+06,2.87e+08,2.87e+08,6.6e+07,6.6e+07,1.758e+09,1.758e+09,3.8e+08,8.77e+08,1.03e+08,7.74e+08,3.081e+09,2.0721e+10,3.1424e+10,-1.0703e+10,9.965e+09,8.67e+08,2.293e+09,5.1e+07,6.754e+09,3.0686e+10,3.3767e+10,1.44e+09,1.171e+09,1.58e+08,1.11e+08,7.3e+08,6.21e+08,1.09e+08,6.42e+08,9.9e+07,5.43e+08,2.812e+09,1.2185e+10,1.2184e+10,8.78e+09,9.85e+08,9.24e+08,2.01e+09,4.7e+07,5.738e+09,2.0965e+10,2.3777e+10,3.989e+09,5.643e+09,-1.2e+08,9.512e+09,4.78e+08,9.99e+09,3.3767e+10,2.8e+08,2.74e+08,-3e+07,43000000.0000001,5.67e+08,-6.55e+08,-7.6e+08,-1.48e+08,3.5e+08,0,-5999999.99999999,1.96e+08,3000000.00000001,3000000.00000001,3000000.00000001,6.78e+08,1.2915e+10,0.41761,0.12351,0.08774,0.02873,0.0085,1.09566,2.38008,0.38247,1.36455,1.36455,15.55212,45.22525,0.70367,5,0.01373,0.51568,18.95133,31.80446
"33","2018_Q2",74.37109375,"Down",3.753e+09,-2.326e+09,1.427e+09,-9.26e+08,-5.34e+08,-2.81e+08,-1.11e+08,5.01e+08,-7.6e+07,-1.32e+08,5.6e+07,4.25e+08,-6e+06,4.19e+08,-6.8e+07,3.51e+08,3.51e+08,1e+07,3.61e+08,3.61e+08,1.64e+08,1.64e+08,1.709e+09,1.709e+09,3.6e+08,7.24e+08,8.4e+07,6.4e+08,2.957e+09,2.087e+10,3.1656e+10,-1.0786e+10,1.0014e+10,8.67e+08,2.293e+09,5.8e+07,6.796e+09,3.0884e+10,3.3841e+10,1.212e+09,9.2e+08,1.6e+08,1.32e+08,7.41e+08,6.35e+08,1.06e+08,5.88e+08,6.9e+07,5.19e+08,2.541e+09,1.2185e+10,1.2185e+10,8.752e+09,7.62e+08,7.37e+08,2.058e+09,5.8e+07,5.874e+09,2.0937e+10,2.3478e+10,4.163e+09,5.848e+09,-1.23e+08,9.888e+09,4.75e+08,1.0363e+10,3.3841e+10,3.51e+08,2.81e+08,6.2e+07,1.44e+08,8.38e+08,-5.22e+08,-5.86e+08,-1.58e+08,1.4e+07,0,-1.1e+07,-1.55e+08,9.7e+07,9.7e+07,9.7e+07,7.82e+08,1.2926e+10,0.38023,0.13349,0.09619,0.03484,0.01067,1.16372,2.26556,0.38196,1.70686,1.70686,17.74468,46.75177,0.74704,5,0.0162,0.43767,16.31969,25.47305
"34","2018_Q3",80.7579365079365,"Up",3.159e+09,-1.877e+09,1.282e+09,-9.52e+08,-5.83e+08,-2.72e+08,-9.7e+07,3.3e+08,-6.5e+07,-1.32e+08,6.7e+07,2.65e+08,-1e+07,2.55e+08,-1.9e+07,2.36e+08,2.36e+08,-2e+06,2.34e+08,2.34e+08,6.3e+07,6.3e+07,1.69e+09,1.69e+09,3.62e+08,7.8e+08,7.8e+07,7.02e+08,2.895e+09,2.1239e+10,3.2122e+10,-1.0883e+10,1.0196e+10,8.62e+08,2.293e+09,4.5e+07,6.987e+09,3.1435e+10,3.433e+10,1.493e+09,1.059e+09,3.21e+08,1.13e+08,4.79e+08,4.74e+08,5000000.00000001,5.27e+08,4.3e+07,4.84e+08,2.499e+09,1.2705e+10,1.2705e+10,8.808e+09,7.27e+08,7.27e+08,2.078e+09,6.4e+07,5.939e+09,2.1513e+10,2.4012e+10,4.205e+09,5.76e+09,-1.21e+08,9.844e+09,4.74e+08,1.0318e+10,3.433e+10,2.36e+08,2.72e+08,1.1e+07,7.6e+07,5.95e+08,-6.25e+08,-7.94e+08,-1.51e+08,2.57e+08,6e+06,-1.3e+07,9.9e+07,-1e+08,-1e+08,-1e+08,6.02e+08,1.3184e+10,0.40582,0.10446,0.07407,0.02268,0.00682,1.15846,2.3272,0.38404,1.10027,1.10027,14.85365,46.28659,0.71,6,0.01192,0.6453,21.79568,39.76061
"35","2018_Q4",85.2433333333333,"Up",3.55e+09,-2.135e+09,1.415e+09,-9.76e+08,-6.04e+08,-2.73e+08,-9.9e+07,4.39e+08,-5.1e+07,-1.39e+08,8.8e+07,3.88e+08,-1.9e+07,3.69e+08,-3.4e+07,3.35e+08,3.35e+08,-1e+06,3.34e+08,3.34e+08,8.4e+07,8.4e+07,1.69e+09,1.69e+09,3.77e+08,9.52e+08,9.7e+07,8.55e+08,3.103e+09,2.1612e+10,3.26e+10,-1.0988e+10,1.0577e+10,8.64e+08,2.293e+09,3.1e+07,7.344e+09,3.2189e+10,3.5292e+10,1.464e+09,1.16e+09,1.61e+08,1.43e+08,7.8e+07,7.7e+07,1e+06,5.75e+08,7.9e+07,4.96e+08,2.117e+09,1.362e+10,1.362e+10,8.865e+09,7.19e+08,7.19e+08,2.114e+09,6.6e+07,5.966e+09,2.2485e+10,2.4602e+10,4.232e+09,6.093e+09,-1.18e+08,1.0207e+10,4.83e+08,1.069e+10,3.5292e+10,3.35e+08,2.73e+08,2.4e+07,-1.8e+07,6.14e+08,-6.44e+08,-9.56e+08,-1.5e+08,5.13e+08,1e+06,-4e+06,3.6e+08,1.8e+07,1.8e+07,1.8e+07,7.12e+08,1.3698e+10,0.39859,0.12366,0.09408,0.03124,0.00946,1.46575,2.3014,0.38813,1.56184,1.56184,16.60042,47.72972,0.70143,6,0.01456,0.4491,19.12079,31.01139
"36","2019_Q1",88.8837704918033,"Up",3.75e+09,-2.273e+09,1.477e+09,-1.126e+09,-7.3e+08,-2.98e+08,-9.8e+07,3.51e+08,-1.86e+08,-1.44e+08,-4.2e+07,1.65e+08,8e+06,1.73e+08,2.3e+07,1.96e+08,1.96e+08,-5e+06,1.91e+08,1.91e+08,7.1e+07,7.1e+07,1.789e+09,1.789e+09,4.05e+08,9.95e+08,1.02e+08,8.93e+08,3.26e+09,2.165e+10,3.181e+10,-1.016e+10,1.1378e+10,8.49e+08,2.293e+09,3.1e+07,8.16e+09,3.3028e+10,3.6288e+10,1.628e+09,1.329e+09,1.72e+08,1.27e+08,2.108e+09,6.09e+08,1.499e+09,7.02e+08,6.7e+07,6.35e+08,4.438e+09,1.2134e+10,1.2127e+10,8.999e+09,8.37e+08,8.37e+08,2.113e+09,8.9e+07,5.96e+09,2.1133e+10,2.5571e+10,4.245e+09,6.112e+09,-1.2e+08,1.0237e+10,4.8e+08,1.0717e+10,3.6288e+10,1.96e+08,2.98e+08,5e+06,1.34e+08,6.33e+08,-1.556e+09,-1.011e+09,-1.61e+08,5.31e+08,-7e+06,-1.3e+07,3.5e+08,-2.8e+07,-2.8e+07,-2.8e+07,6.49e+08,1.4242e+10,0.39387,0.0936,0.05093,0.01782,0.00526,0.73457,2.38602,0.39247,0.89808,0.89808,17.63254,48.13448,0.75702,5,0.01037,0.84293,21.83513,40.37322
"37","2019_Q2",95.1866666666667,"Up",3.514e+09,-1.967e+09,1.547e+09,-1.005e+09,-5.91e+08,-2.96e+08,-1.18e+08,5.42e+08,-7.1e+07,-1.48e+08,7.7e+07,4.71e+08,-9e+06,4.62e+08,-5.4e+07,4.08e+08,4.08e+08,-7e+06,4.01e+08,4.01e+08,5.6e+07,5.6e+07,1.683e+09,1.683e+09,4.09e+08,6.92e+08,7.2e+07,6.2e+08,2.84e+09,2.1864e+10,3.2214e+10,-1.035e+10,1.173e+10,8.46e+08,2.293e+09,2.2e+07,8.493e+09,3.3594e+10,3.6434e+10,1.303e+09,9.81e+08,1.73e+08,1.49e+08,1.655e+09,1.56e+08,1.499e+09,6.89e+08,5e+07,6.39e+08,3.647e+09,1.277e+10,1.277e+10,8.997e+09,7.22e+08,7.22e+08,2.166e+09,5.2e+07,6.057e+09,2.1767e+10,2.5414e+10,4.324e+09,6.364e+09,-1.43e+08,1.0545e+10,4.75e+08,1.102e+10,3.6434e+10,4.08e+08,2.96e+08,7.8e+07,-3e+07,7.52e+08,-7.26e+08,-7.48e+08,-1.72e+08,1.91e+08,54067543.8333898,-3.8e+07,-1.9e+07,-1.5e+07,-1.5e+07,-1.5e+07,8.38e+08,1.4425e+10,0.44024,0.15424,0.11411,0.03639,0.01101,0.77872,2.30617,0.39592,1.87515,1.8649,16.43208,49.31026,0.8043,6,0.01664,0.42893,17.14678,26.51107
"38","2019_Q3",98.7215625,"Up",2.888e+09,-1.618e+09,1.27e+09,-9.57e+08,-5.6e+08,-3.05e+08,-9.2e+07,3.13e+08,-9e+07,-1.51e+08,6.1e+07,2.23e+08,-2.3e+07,2e+08,-2.1e+07,1.79e+08,1.79e+08,5e+06,1.84e+08,1.84e+08,6.2e+07,6.2e+07,1.436e+09,1.436e+09,4.31e+08,7.97e+08,1.13e+08,6.84e+08,2.726e+09,2.2297e+10,3.2834e+10,-1.0537e+10,1.1828e+10,8.37e+08,2.293e+09,4.6e+07,8.569e+09,3.4125e+10,3.6851e+10,1.538e+09,1.051e+09,3.46e+08,1.41e+08,1.501e+09,2999999.99999994,1.498e+09,6.15e+08,9.4e+07,5.21e+08,3.654e+09,1.3564e+10,1.3564e+10,9.064e+09,7.15e+08,7.15e+08,2.199e+09,6.8e+07,6.082e+09,2.2628e+10,2.6282e+10,4.344e+09,6.198e+09,-1.46e+08,1.0396e+10,1.73e+08,1.0569e+10,3.6851e+10,1.79e+08,3.05e+08,7.8e+07,5.3e+07,6.15e+08,-7.5e+08,-7.66e+08,-1.73e+08,6.41e+08,5.96046447753906e-08,-3.16e+08,1.52e+08,999999.999999996,999999.999999996,999999.999999996,6.18e+08,1.5065e+10,0.43975,0.10838,0.06371,0.01741,0.00499,0.74603,2.48671,0.40881,0.85106,0.85571,13.358,48.08511,0.80019,5,0.01029,0.94022,24.2767,47.93291
"39","2019_Q4",97.0665625,"Down",3.119e+09,-1.657e+09,1.462e+09,-1.011e+09,-5.88e+08,-3.22e+08,-1.01e+08,4.51e+08,-7.7e+07,-1.58e+08,8.1e+07,3.74e+08,-1e+07,3.64e+08,-4.7e+07,3.17e+08,3.17e+08,0,3.17e+08,3.17e+08,7.6e+07,7.6e+07,1.453e+09,1.453e+09,3.93e+08,1.063e+09,7.5e+07,8.35e+08,2.985e+09,2.3758e+10,3.3473e+10,-9.715e+09,1.1602e+10,9.4e+08,2.293e+09,3.6e+07,8.259e+09,3.536e+10,3.8345e+10,1.359e+09,1.033e+09,1.73e+08,1.53e+08,1.93e+09,7.24e+08,1.206e+09,5.08e+08,96331657.1533325,5.08e+08,3.797e+09,1.3854e+10,1.3854e+10,9.79e+09,6.58e+08,6.58e+08,2.42e+09,1.42e+08,6.57e+09,2.3644e+10,2.7441e+10,4.37e+09,6.516e+09,-1.46e+08,1.074e+10,1.64e+08,1.0904e+10,3.8345e+10,3.17e+08,3.22e+08,2.22e+08,-3.27e+08,5.34e+08,-7.8e+08,-1.044e+09,-1.73e+08,7.16e+08,0,-1.9e+07,5.24e+08,1.4e+07,1.4e+07,1.4e+07,7.73e+08,1.5784e+10,0.46874,0.1446,0.10164,0.02907,0.00827,0.78615,2.5166,0.41163,1.47425,1.45047,14.50529,49.94768,0.80456,5,0.01343,0.54574,20.32083,34.82927
"40","2020_Q1",92.0745161290323,"Down",2.647e+09,-1.591e+09,1.056e+09,-9.18e+08,-5.77e+08,-2.46e+08,-9.5e+07,1.38e+08,-1.4e+08,-1.02e+08,-3.8e+07,-2e+06,-1.1e+07,-12999999.9999999,5.1e+07,3.8e+07,2.68e+08,-999999.999999999,2.67e+08,2.67e+08,9.3e+07,9.3e+07,1.642e+09,1.642e+09,3.86e+08,9.65e+08,1.33e+08,8.32e+08,3.086e+09,2.5317e+10,3.5072e+10,-9.755e+09,1.2003e+10,2.393e+09,2.464e+09,4.1e+07,6.651e+09,3.9182e+10,4.2268e+10,1.418e+09,1.076e+09,1.95e+08,1.47e+08,1.515e+09,8.28e+08,6.87e+08,1.064e+09,8.3e+07,9.81e+08,3.997e+09,1.5935e+10,1.5924e+10,1.05e+10,1.193e+09,8.08e+08,2.481e+09,8.6e+07,6.74e+09,2.6435e+10,3.0432e+10,5.233e+09,6.587e+09,-1.48e+08,1.1672e+10,1.64e+08,1.1836e+10,4.2268e+10,2.68e+08,3.4e+08,5e+07,89999999.9999999,7.48e+08,-1.006e+09,-3.174e+09,-1.74e+08,3.56e+08,1.023e+09,1.238e+09,2.443e+09,1.7e+07,1.7e+07,1.7e+07,4.78e+08,1.745e+10,0.39894,0.05213,0.10087,0.02256,0.00632,0.77208,2.57114,0.41284,1.18971,1.20869,11.79459,52.00847,0.77531,6,0.01108,0.65169,36.31172,125.77536
"41","2020_Q2",81.1604761904762,"Down",3.022e+09,-1.435e+09,1.587e+09,-1.051e+09,-1136985540.86956,-3.53e+08,-6.98e+08,5.36e+08,-1.55e+08,-1.65e+08,1e+07,3.81e+08,1e+07,3.91e+08,-4.9e+07,3.42e+08,3.42e+08,-2e+06,3.4e+08,3.4e+08,5.52e+08,5.52e+08,1.482e+09,1.482e+09,4.13e+08,1.079e+09,1.12e+08,9.67e+08,3.526e+09,2.6236e+10,3.6146e+10,-9.91e+09,1.347e+10,2.402e+09,2.466e+09,5.8e+07,8.461e+09,3.9706e+10,4.3232e+10,1.392e+09,1.028e+09,1.95e+08,1.69e+08,1.518e+09,1.131e+09,3.87e+08,1.062e+09,8.8e+07,9.74e+08,3.972e+09,1.7016e+10,1.7016e+10,1.0256e+10,7.95e+08,7.95e+08,2.718e+09,4.7e+07,6.696e+09,2.7272e+10,3.1244e+10,5.235e+09,6.732e+09,-1.45e+08,1.1822e+10,1.66e+08,1.1988e+10,4.3232e+10,3.42e+08,3.53e+08,2.24e+08,1.42e+08,1.061e+09,-1.218e+09,-1.342e+09,-1.95e+08,1.095e+09,1444302148.48038,-3.6e+07,8.64e+08,5.83e+08,5.83e+08,5.83e+08,8.89e+08,1.8534e+10,0.52515,0.17737,0.11251,0.02836,0.00786,0.88771,2.60627,0.42871,1.50709,1.50709,13.39539,52.40248,0.86436,5,0.01312,0.57353,20.22722,33.54851
"42","2020_Q3",90.40859375,"Up",2.583e+09,-1.163e+09,1.42e+09,-9.98e+08,-1774248545.28251,-3.5e+08,-6.48e+08,4.22e+08,-8.4e+07,-1.73e+08,8.9e+07,3.38e+08,-5.5e+07,2.83e+08,-6000000.00000001,2.77e+08,2.77e+08,0,2.77e+08,2.77e+08,5.79e+08,5.79e+08,1.375e+09,1.375e+09,4.36e+08,1.107e+09,1.05e+08,1.002e+09,3.497e+09,2.6724e+10,3.6684e+10,-9.96e+09,1.3518e+10,2.38e+09,2.465e+09,4.3e+07,8.517e+09,4.0242e+10,4.3739e+10,1.574e+09,1.025e+09,3.9e+08,1.59e+08,1.584e+09,9.14e+08,6.7e+08,1.038e+09,5.2e+07,9.86e+08,4.196e+09,1.7332e+10,1.7332e+10,1.0319e+10,7.79e+08,7.79e+08,2.813e+09,3.3e+07,6.694e+09,2.7651e+10,3.1847e+10,5.247e+09,6.618e+09,-1.41e+08,1.1724e+10,1.68e+08,1.1892e+10,4.3739e+10,2.77e+08,3.5e+08,1.33e+08,-1.4e+08,6.2e+08,-8.45e+08,-8.43e+08,-1.95e+08,3.76e+08,1116235351.14785,-1.3e+07,1.68e+08,-5.5e+07,-5.5e+07,-5.5e+07,7.72e+08,1.8916e+10,0.54975,0.16338,0.10724,0.02329,0.00633,0.83341,2.67802,0.43247,1.22784,1.22784,11.44947,51.96809,0.86436,6,0.01148,0.70397,23.75259,43.45261
"43","2020_Q4",98.4165625,"Up",2.738e+09,-1.621e+09,1.117e+09,-8.45e+08,-1.651e+09,-2.46e+08,1.052e+09,2.72e+08,-7e+07,-8.7e+07,1.7e+07,2.02e+08,-1.8e+07,1.84e+08,3.6e+07,2.2e+08,4.77e+08,-1e+06,4.76e+08,4.76e+08,9.45e+08,9.45e+08,1.419e+09,1.419e+09,4.03e+08,1.054e+09,6.5e+07,9.89e+08,3.821e+09,2.7159e+10,3.7256e+10,-1.0097e+10,1.3459e+10,2.358e+09,2.465e+09,2.9e+07,8.482e+09,4.0618e+10,4.4439e+10,1.327e+09,9.64e+08,1.96e+08,1.67e+08,1.455e+09,9.88e+08,4.67e+08,6.35e+08,6e+07,5.75e+08,3.417e+09,1.8198e+10,1.8198e+10,1.0336e+10,6.82e+08,6.82e+08,2.899e+09,4.4e+07,6.711e+09,2.8534e+10,3.1951e+10,5.369e+09,7.092e+09,-1.38e+08,1.2323e+10,1.65e+08,1.2488e+10,4.4439e+10,4.77e+08,3.56e+08,6.6e+07,2.01e+08,1.1e+09,-9.11e+08,-9.08e+08,-1.84e+08,7.31e+08,486300878.241403,-3.98e+08,1.49e+08,3.41e+08,3.41e+08,3.41e+08,6.28e+08,1.9653e+10,0.40796,0.09934,0.17385,0.03812,0.01071,1.11823,2.55854,0.44225,2.10993,2.07747,12.13652,54.62323,0.8156,5,0.01554,0.38655,29.78981,68.77941
"44","2021_Q1",98.9849180327869,"Up",3.08e+09,-1.62e+09,1.46e+09,-1.098e+09,-6.54e+08,-3.43e+08,-1.01e+08,3.62e+08,-1.08e+08,-1.47e+08,3.9e+07,2.54e+08,-3e+07,2.24e+08,-1.8e+07,2.06e+08,2.75e+08,0,2.75e+08,2.75e+08,4.72e+08,4.72e+08,1.542e+09,1.542e+09,3.73e+08,1.111e+09,1.16e+08,7.78e+08,3.498e+09,2.4499e+10,3.4016e+10,-9.517e+09,1.7322e+10,1.99e+08,1.993e+09,4e+07,6.67e+09,4.1998e+10,4.5496e+10,1.368e+09,1e+09,2.1e+08,1.58e+08,5.07e+08,3.8e+07,4.69e+08,8.16e+08,6.8e+07,6.49e+08,2.691e+09,1.9001e+10,1.8977e+10,1.1215e+10,1.204e+09,7.97e+08,2.069e+09,8.96e+08,7.046e+09,3.0216e+10,3.2907e+10,5.406e+09,7.156e+09,-1.37e+08,1.2425e+10,1.64e+08,1.2589e+10,4.5496e+10,2.75e+08,3.84e+08,5.9e+07,1.98e+08,9.16e+08,-9.83e+08,-9.77e+08,-1.86e+08,-1.82e+08,2e+06,-1.9e+07,-3.85e+08,-4.46e+08,-4.46e+08,-4.46e+08,7.46e+08,1.9508e+10,0.47403,0.11753,0.08929,0.02184,0.00604,1.29989,2.61395,0.42878,1.19409,1.21266,13.37386,53.95137,0.80764,6,0.01064,0.67636,25.51743,52.58564
"45","2021_Q2",111.090952380952,"Up",3.581e+09,-2.139e+09,1.442e+09,-1.009e+09,-5.67e+08,-3.27e+08,-1.15e+08,4.33e+08,-1.18e+08,-1.51e+08,3.3e+07,3.15e+08,-4e+06,3.11e+08,6e+06,3.17e+08,3.94e+08,2291059.49984494,3.94e+08,3.94e+08,1.568e+09,1.568e+09,1.553e+09,1.553e+09,4.6e+08,7.95e+08,7.3e+07,7.22e+08,4.376e+09,2.8272e+10,3.843e+10,-1.0158e+10,1.2195e+10,2.318e+09,2.466e+09,3.7e+07,6.798e+09,4.2323e+10,4.6699e+10,1.334e+09,9.55e+08,2.1e+08,1.69e+08,5.21e+08,5.2e+07,4.69e+08,7.4e+08,8.9e+07,6.51e+08,2.595e+09,2.0131e+10,2.0131e+10,1.1259e+10,1.177e+09,7.73e+08,2.894e+09,1.19e+08,7.069e+09,3.139e+10,3.3985e+10,5.344e+09,7.342e+09,-1.34e+08,1.2552e+10,1.62e+08,1.2714e+10,4.6699e+10,3.97e+08,3.68e+08,6e+07,2.32e+08,1.057e+09,-7.06e+08,-7.05e+08,-2.1e+08,1.003e+09,-5.4e+07,-3.7e+07,7.02e+08,1.054e+09,1.054e+09,1.054e+09,8.01e+08,2.0652e+10,0.40268,0.12092,0.11003,0.03099,0.00844,1.68632,2.67304,0.44224,1.72845,1.72845,15.70959,55.06471,0.92125,6,0.01354,0.53299,23.82522,44.0739
"46","2021_Q3",112.33875,"Up",3.021e+09,1.205e+09,4.226e+09,-3.957e+09,-5.68e+08,-3.39e+08,-3.05e+09,2.69e+08,-1.16e+08,-1.6e+08,4.4e+07,1.53e+08,-3.8e+07,1.15e+08,-1000000.00000001,1.14e+08,1.82e+08,4388079.33312658,1.82e+08,1.82e+08,3.448e+09,3.448e+09,1.55e+09,1.55e+09,4.69e+08,9.35e+08,1.71e+08,7.64e+08,6.402e+09,2.914e+10,3.9486e+10,-1.0346e+10,1.2234e+10,2.296e+09,2.466e+09,5e+07,6.82e+09,4.3234e+10,4.9636e+10,1.711e+09,1.173e+09,3.7e+08,1.68e+08,1.116e+09,6.9e+07,1.047e+09,9.1e+08,2.32e+08,6.78e+08,3.737e+09,2.2029e+10,2.2029e+10,1.1331e+10,1.149e+09,7.53e+08,2.952e+09,1.64e+08,7.066e+09,3.336e+10,3.7097e+10,5.361e+09,7.149e+09,-1.32e+08,1.2378e+10,1.61e+08,1.2539e+10,4.9636e+10,1.79e+08,3.8e+08,7.1e+07,2.29e+08,8.59e+08,-1.224e+09,-1.223e+09,-2.1e+08,2.48e+09,0,-2.6e+07,2.244e+09,1.88e+09,1.88e+09,1.88e+09,6.49e+08,2.3145e+10,1.39887,0.08904,0.06024,0.01451,0.00367,1.71314,2.95853,0.46629,0.79842,0.79842,13.25291,54.30138,0.92125,6,0.00834,1.15385,30.34977,73.22305
