"","YQ","p","d","revenue","cost_of_revenue","gross_profit","operating_expenses","selling_general_administrative","depreciation_amortization","other_operating_expenses","operating_income_loss","non_operating_income_loss","interest_expense_net","income_loss_from_affiliates","other_non_operating_income_loss","pretax_income_loss_adj","abnormal_gains_losses","pretax_income_loss","income_tax_expense_benefit_net","income_loss_from_continuing_operations","income_loss_incl_minority_interest","minority_interest","net_income","preferred_dividends","net_income_common","cash_cash_equivalents_short_term_investments","cash_cash_equivalents","accounts_notes_receivable","notes_receivable_net","other_short_term_assets","misc_short_term_assets","total_current_assets","property_plant_equipment_net","property_plant_equipment","accumulated_depreciation","other_long_term_assets","investments_in_affiliates","misc_long_term_assets","total_noncurrent_assets","total_assets","payables_accruals","accounts_payable","interest_dividends_payable","other_payables_accruals","other_short_term_liabilities","misc_short_term_liabilities","total_current_liabilities","long_term_debt","total_noncurrent_liabilities","total_liabilities","preferred_equity","share_capital_additional_paid_in_capital","other_equity","equity_before_minority_interest","minority_interest_2","total_equity","total_liabilities_equity","net_income_starting_line","depreciation_amortization_2","non_cash_items","change_in_working_capital","net_cash_from_operating_activities","change_in_fixed_assets_intangibles","net_cash_from_acquisitions_divestitures","other_investing_activities","net_cash_from_investing_activities","dividends_paid","cash_from_repayment_of_debt","other_financing_activities","net_cash_from_financing_activities","net_cash_before_disc_operations_and_fx","net_cash_before_fx","net_change_in_cash","ebitda","total_debt","free_cash_flow","gross_profit_margin","operating_margin","net_profit_margin","return_on_equity","return_on_assets","free_cash_flow_to_net_income","current_ratio","liabilities_to_equity_ratio","debt_ratio","earnings_per_share_basic","earnings_per_share_diluted","sales_per_share","equity_per_share","free_cash_flow_per_share","dividends_per_share","return_on_invested_capital","cash_return_on_invested_capital","dividend_payout_ratio","net_debt_ebitda","net_debt_ebit"
"27","2016_Q4",27.8752380952381,"Down",243252000,-76506000,166746000,-120790000,-11826000,-107328000,-1636000,45956000,-16191000,-31954000,15285000,478000,29765000,-205000,29560000,-93999.9999999998,29466000,29466000,-2510000,26956000,-929000,26027000,3301000,3301000,19694000,19694000,21233000,21233000,44228000,6480363000,9330265000,-2849902000,1126578000,917941000,208637000,7606941000,7651169000,242725000,91601000,28135000,122989000,37300000,37300000,280025000,3544390000,3544390000,3824415000,46458000,4634211000,-1757763000,2922906000,903848000,3826754000,7651169000,29466000,107328000,7721000,12137000,156652000,-18891000,-9197000,-121059000,-149147000,-79507000,80411000,-10230000,-9371000,-1866000,-1866000,-1866000,153284000,3544390000,146624000,0.68549,0.18892,0.107,0.0068,0.0034,5.63353,0.15794,0.99939,0.46325,0.09774,0.09701,0.91345,10.80149,0.5506,0.29856,0.01432,0.01989,3.05479,23.10149,77.0539
"28","2017_Q1",29.3204838709677,"Up",243008000,-75404000,167604000,-119620000,-13256000,-103995000,-2369000,47984000,7131000,-29295000,35945000,481000,55115000,1102000,56217000,3063000,259746000,259746000,-22323000,237423000,-930000,236493000,2112000,2112000,19790000,19790000,19994000,19994000,41896000,6692128000,9615200000,-2923072000,945560000,827025000,118535000,7637688000,7679584000,237416000,103835000,29257000,104324000,34238000,34238000,271654000,3401478000,3401478000,3673132000,46458000,4638086000,-1591434000,3093110000,913342000,4006452000,7679584000,259746000,103995000,-178084000,-31850000,153807000,-172127000,-10330000,341782000,159325000,-79763000,-223069000,-11462000,-314321000,-1189000,-1189000,-1189000,151979000,3401478000,-55061000,0.68971,0.19746,0.97319,0.05903,0.0308,-0.23282,0.15423,0.9168,0.44292,0.88734,0.88086,0.91178,11.43128,-0.20659,0.29928,0.04269,-0.00743,0.33727,22.36734,70.84374
"29","2017_Q2",31.4930158730159,"Up",243841000,-76423000,167418000,-121406000,-13075000,-106640000,-1691000,46012000,-18914000,-30539000,11198000,427000,27098000,-502000,26596000,-332000,28396000,28396000,-2429000,25967000,-929000,25038000,2460000,2460000,19790000,19790000,19757000,19757000,42007000,6760909000,9787569000,-3026660000,932995000,818990000,114005000,7693904000,7735911000,217036000,74608000,27887000,114541000,36894000,36894000,253930000,3537292000,3537292000,3791222000,46458000,4638616000,-1648909000,3036165000,908524000,3944689000,7735911000,28396000,106640000,-4281000,-10494000,120261000,-88569000,-24193000,-50061000,-162823000,-79867000,135327000,-12787000,42673000,111000,111000,111000,152652000,3537292000,53921000,0.68659,0.1887,0.10268,0.00635,0.00324,2.15357,0.16543,0.9611,0.45726,0.09385,0.09319,0.91398,11.20622,0.20211,0.29936,0.01402,0.00721,3.18983,23.15615,76.82413
"30","2017_Q3",32.3377777777778,"Up",247979000,-76763000,171216000,-123820000,-11434000,-110017000,-2369000,47396000,-34777000,-33866000,-1426000,515000,12619000,-1191000,11428000,-366000,11062000,11062000,-905000,10157000,-929000,9228000,1411000,1411000,17290000,17290000,19602000,19602000,38303000,6756889000,9888492000,-3131603000,972742000,843167000,129575000,7729631000,7767934000,231685000,92161000,28482000,111042000,35336000,35336000,267021000,3634648000,3634648000,3901669000,46458000,4643226000,-1797069000,2892615000,973650000,3866265000,7767934000,11062000,110017000,11982000,-13705000,119356000,-30164000,-43316000,-46412000,-119892000,-83831000,98555000.0000001,-15392000,-667999.99999994,-1204000,-1204000,-1204000,157413000,3634648000,113910000,0.69045,0.19113,0.0372099999999999,0.00239,0.00119,12.34395,0.14345,1.00916,0.4679,0.03457,0.0343299999999999,0.92886,10.66088,0.42667,0.31401,0.01241,0.01519,9.08442,23.08092,76.65704
"31","2017_Q4",32.6825396825397,"Up",251091000,-80370000,170721000,-123173000,-12467000,-108756000,-1950000,47548000,-27795000,-30095000,1819000,481000,19753000,-2056000,17697000,-127000,17570000,17570000,-1380000,16190000,-926000,15264000,1788000,1788000,18594000,18594000,20413000,20413000,40795000,6753022000,9988873000,-3235851000,966888000,839864000,127024000,7719910000,7760705000,252992000,96009000,30192000,126791000,32619000,32619000,285611000,3679011000,3679011000,3964622000,46201000,4646479000,-1847657000,2845023000,951060000,3796083000,7760705000,17570000,108756000,5326000,18007000,149659000,-41511000,-34661000,-24484000,-100656000,-83866000,44565000,-8514000,-47815000,1188000,1188000,1188000,156304000,3679011000,132927000,0.67992,0.18937,0.06079,0.00402,0.00197,8.70853,0.14283,1.0444,0.47406,0.05716,0.05673,0.94021,10.4802,0.49775,0.31404,0.01326,0.01778,5.49437,23.5261,77.33707
"32","2018_Q1",29.8509836065574,"Down",252880000,-79318000,173562000,-125689000,-11590000,-111049000,-3050000,47873000,-13997000,-34211000,19666000,548000,33876000,-586000,33290000,1065000,75627000,75627000,-6383000,69244000,-924000,68320000,2038000,2038000,19469000,19469000,19792000,19792000,41299000,6847040000,10173352000,-3326312000,844934000,720830000,124104000,7691974000,7733273000,246192000,102956000,33432000,109804000,31916000,31916000,278108000,3671663000,3671663000,3949771000,46201000,4653883000,-1874284000,2825800000,957702000,3783502000,7733273000,75627000,111049000,-49943000,-7094000.00000001,129639000,-62659000,-21672000,60296000,-24035000,-83937000,-6281000,-15757000,-105975000,-371000,-371000,-371000,158922000,3671663000,88104000,0.68634,0.18931,0.27017,0.01806,0.00883,1.28958,0.1485,1.04395,0.47479,0.25562,0.2542,0.94614,10.39973,0.32964,0.31405,0.02042,0.01182,1.22859,23.09073,76.65333
"33","2018_Q2",30.9340625,"Up",253305000,-80757000,172548000,-123595000,-11759000,-109827000,-2009000,48953000,-28861000,-29943000,-1677000,2759000,20092000,-940000,19152000,-227000,89225000,89225000,-7469000,81756000,-955000,80801000,1083000,1083000,39469000,39469000,19770000,19770000,60322000,6795926000,10202951000,-3407025000,852800000,732578000,120222000,7648726000,7709048000,231156000,83054000,28850000,119252000,35321000,35321000,266477000,3680673000,3680673000,3947150000,46201000,4641442000,-1810183000,2877460000,884438000,3761898000,7709048000,89225000,109827000,-62696000,-4100000,132256000,-15198000,-19736000,10348000,-24586000,-83966000,9768000,-14461000,-108647000,-977000,-977000,-977000,158780000,3680673000,139709000,0.68119,0.19326,0.31899,0.02148,0.01048,1.72905,0.22637,1.04924,0.47745,0.30201,0.30014,0.94677,10.58233,0.52219,0.31384,0.02214,0.01877,1.03917,23.17414,75.16577
"34","2018_Q3",33.572380952381,"Up",259743000,-80416000,179327000,-123402000,-12373000,-108204000,-2825000,55925000,-32502000,-31598000,-2032000,1128000,23423000,-745999.999999998,22677000,-233000,22444000,22444000,-1843000,20601000,-971000,19630000,1055000,1055000,40709000,40709000,29857000,29857000,71621000,6757548000,10276372000,-3518824000,878189000,739910000,138279000,7635737000,7707358000,229648000,74344000,38201000,117103000,34519000,34519000,264167000,3752112000,3752112000,4016279000,46201000,4641824000,-1930531000,2757494000,933585000,3691079000,7707358000,22444000,108204000,6817000,-14620000,122845000,-30915000,-21809000,-33945000,-86669000,-87285000,71107000,-9939000,-26117000,10059000,10059000,10059000,164129000,3752112000,118827000,0.6904,0.21531,0.07557,0.00532,0.00255,6.05334,0.27112,1.0881,0.48682,0.07344,0.07303,0.97169,10.14288,0.44453,0.32653,0.01436,0.01596,4.44651,22.85432,67.07299
"35","2018_Q4",35.1298412698413,"Up",266144000,-85682000,180462000,-124773000,-11896000,-109563000,-3314000,55689000,-34595000,-34401000,-1382000,1188000,21094000,-678000,20416000,-158000,20258000,20258000,-1648000,18610000,-971000,17639000,1084000,1084000,41009000,41009000,26996000,26996000,69089000,6701337000,10246118000,-3544781000,908358000,767376000,140982000,7609695000,7678784000,235515000,73812000,27750000,133953000,31821000,31821000,267336000,3811180000,3811180000,4078516000,46201000,4622254000,-2075200000,2593255000,1007013000,3600268000,7678784000,20258000,109563000,6320000,15482000,151623000,-33231000,-43514000,-15106000,-91851000,-87286000,60896000,-36214000,-62604000,-2832000,-2832000,-2832000,165252000,3811180000,147661000,0.67806,0.20924,0.06628,0.0049,0.0023,8.37128,0.25844,1.13284,0.49633,0.06588,0.06556,0.99407,9.51348,0.55153,0.32602,0.01416,0.01992,4.94847,23.05628,68.41739
"36","2019_Q1",38.0580327868852,"Up",267667000,-84600000,183067000,-122992000,-10955000,-108085000,-3952000,60075000,-36530000,-38226000,36000,1660000,23545000,136440000,159985000,-70000,89615000,89615000,-7476000,82139000,-971000,81168000,185216000,185216000,42259000,42259000,23675000,23675000,251150000,6541999000,10196159000,-3654160000,918579000,780869000,137710000,7460578000,7711728000,233364000,76343000,38747000,118274000,35060000,35060000,268424000,3547787000,3547787000,3816211000,46201000,4923487000,-2064063000,2905625000,989892000,3895517000,7711728000,89615000,108085000,-58093000,14345000,153952000,-189103000,85059000,193602000,89558000,-87540000,-264834000,-10150000,-62699000,180811000,180811000,180811000,168160000,3547787000,-6528000,0.68394,0.22444,0.30324,0.02084,0.01053,-0.08043,0.93565,0.97964,0.46005,0.30048,0.29965,0.99089,10.5854,-0.02417,0.32407,0.02267,-0.00088,1.0785,19.99626,55.97288
"37","2019_Q2",39.7804761904762,"Up",270673000,-85942000,184731000,-132237000,-12467000,-114124000,-5646000,52494000,-23680000,-33542000,49000,9813000,28814000,105673287.891454,28814000,-2212000,26602000,26602000,-2099000,24503000,-1011000,23492000,1043000.00000006,1043000.00000006,36974000,36974000,23111000,23111000,61128000,6916456000,10680555000,-3764099000,978141000,749100000,229041000,7894597000,7955725000,227484000,65334000,29397000,132753000,124550000,124550000,352034000,3589829000,3589829000,3941863000,46201000,5187013000,-2284232000,2948982000,1064880000,4013862000,7955725000,26602000,114124000,11775000,-15168000,137333000,-448205000,-21389000,9845000,-459749000,-89870000,42217000,-6847000,137679000,-184737000,-184737000,-184737000,166618000,3589829000,-294543000,0.68249,0.19394,0.08679,0.00585000000000001,0.00295,-12.53801,0.17364,0.98206,0.45123,0.08481,0.08464,0.97715,10.47928,-1.06332,0.32444,0.01491,-0.03874,3.82556,21.53901,68.36564
"38","2019_Q3",41.9140625,"Up",281308000,-86734000,194574000,-134685000,-12338000,-119612000,-2735000,59889000,-26482000,-34417000,6625000,1310000,33407000,5036000,38443000,-125000,38318000,38318000,-2699000,35619000,-1031000,34588000,981000,981000,37494000,37494000,23042000,23042000,61517000,7132619000,11011516000,-3878897000,1003130000,7.69e+08,234130000,8135749000,8197266000,234809000,63250000,42029000,129530000,123321000,123321000,358130000,3870589000,3870589000,4228719000,46201000,5247650000,-2344447000,2949404000,1019143000,3968547000,8197266000,38318000,119612000,-3750000,-5092000,149088000,-365252000,-30485000,49493000,-346244000,-97554000,280130000,-6244000,197025000,-130999.999999881,-130999.999999881,-130999.999999881,179501000,3870589000,-190718000,0.69168,0.21289,0.12295,0.00872,0.00422,-5.51399,0.17177,1.06556,0.47218,0.12266,0.12239,0.9976,10.29556,-0.67634,0.34595,0.01686,-0.02433,2.82046,21.55758,64.613
"39","2019_Q4",43.03015625,"Up",295394000,-93668000,201726000,-143958000,-12197000,-129010000,-2751000,57768000,-27935000,-42523000,12713000,1875000,29833000,1088000,30921000,-1499000,29422000,29422000,-2218000,27204000,-1031000,26173000,1895000,1895000,37899000,37899000,21646000,21646000,61440000,7563787000,11564395000,-4000608000,1072370000,791180000,281190000,8636157000,8697597000,251227000,72680000,27577000,150970000,166517000,166517000,417744000,3935897000,3935897000,4353641000,46201000,5705711000,-2505350000,3246562000,1097394000,4343956000,8697597000,29422000,129010000,-1472000,13495000,170455000,687828000,-1289823000,25186000,-576809000,-98301000,64465000,-9429000,405872000,-482000,-482000,-482000,186778000,3935897000,889600000,0.6829,0.19556,0.0886,0.00603,0.00301,33.98923,0.14708,1.00223,0.45253,0.09062,0.09034,1.02281,11.08135,3.08027,0.34037,0.01503,0.10744,3.75582,21.06245,68.10002
"40","2020_Q1",40.8651612903226,"Down",304818000,54676000,359494000,-313396000,-14531000,-145177000,-153688000,46098000,60457000,-60435000,118486000,2406000,106555000,-1316000,105239000,-2000,105237000,105237000,-7598000,97639000,-1031000,96608000,8106000,8106000,153650000,153650000,25185000,25185000,186941000,8470748000,12602078000,-4131330000,978783000,588262000,390521000,9449531000,9636472000,274058000,90032000,45199000,138827000,246911000,246911000,520969000,4707524000,4707524000,5228493000,46200000,5784921000,-2472579000,3358542000,1049437000,4407979000,9636472000,105237000,145177000,-80241000,3655000,173828000,-1467049000,1248638000,-85474000,-303885000,-101417000,200921000,-23003000,139807000,9750000.00000001,9750000.00000001,9750000.00000001,191275000,4707524000,-1272117000,1.17937,0.15123,0.31694,0.02192,0.01003,-13.16782,0.35883,1.18614,0.48851,0.3295,0.32839,1.03965,11.29744,-4.33882,0.3459,0.02172,-0.13956,1.04978,24.56891,101.94408
"41","2020_Q2",34.0220634920635,"Down",321481000,-103831000,217650000,-177445000,-14978000,-157501000,-4966000,40205000,-33250000,-39317000,3367000,2700000,6955000,-1251000,5704000,-164000,5540000,5540000,-319000,5221000,-1066000,4155000,980000,980000,151543000,151543000,21949000,21949000,174472000,8545527000,12776796000,-4231269000,971106000,588395000,382711000,9516633000,9691105000,262141000,82254000,31494000,148393000,246303000,246303000,508444000,4885138000,4885138000,5393582000,46201000,5791420000,-2373506000,3464115000,833408000,4297523000,9691105000,5540000,157501000,3967000,-31552000,135456000,-177189000,-16139000,-20716000,-214044000,-101945000,181753000,-11582000,68226000,-10362000,-10362000,-10362000,197706000,4885138000,-10871000,0.67702,0.12506,0.01292,0.000969999999999995,0.00043,-2.61637000000001,0.34315,1.25504,0.50408,0.01411,0.01408,1.09178,11.60751,-0.0369200000000012,0.34621,0.01155,-0.00118000000000001,24.5355,24.70415,121.48136
"42","2020_Q3",32.30859375,"Down",307256000,-102526000,204730000,-174154000,-10971000,-157083000,-6100000,30576000,-28155000,-38597000,8021000,2421000,2420999.99999999,61201000,63622000,-1526000,62096000,62096000,-4325000,57771000,-1062000,56709000,833000,833000,155956000,155956000,22043000,22043000,178832000,8403115000,12775436000,-4372321000,982524000,598058000,384466000,9385639000,9564471000,305557000,111264000,47087000,147206000,242699000,242699000,548256000,4766804000,4766804000,5315060000,44765000,5797379000,-2444822000,3397322000,852089000,4249411000,9564471000,62096000,157083000,-55631000,18011000,181559000,-35979000.0000002,-3902000,92031000,52150000,-107265000,-116457000,-10040000,-233762000,-52999.9999999963,-52999.9999999963,-52999.9999999963,187659000,4766804000,171217000,0.66632,0.09951,0.18457,0.01335,0.00593,3.01922,0.32618,1.25078,0.49839,0.19242,0.19223,1.04257,11.37574,0.58097,0.36397,0.01819,0.01899,1.89149999999999,25.39698,155.87294
"43","2020_Q4",33.90984375,"Up",310044000,-106592000,203452000,-173337000,-11958000,-155836000,-5543000,30115000,-57145000,-62268000,2940000,2183000,-27030000,0,-27030000,-187000,-27217000,-27217000,1959000,-25258000,-1051000,-26309000,927000,927000,156996000,156996000,23273000,23273000,181196000,8348249000,12815357000,-4467108000,1021943000,646355000,375588000,9370192000,9551388000,297097000,102197000,30606000,164294000,243207000,243207000,540304000,4917646000,4917646000,5457950000,44764000,5776268000,-2508376000,3312656000,780782000,4093438000,9551388000,-27217000,155836000,22262000,-11304000,139577000,-148296000,-46852000,64311000,-130837000,-107266000,131546000,-11901000,-7416000,1324000,1324000,1324000,185951000,4917646000,26538000,0.6562,0.09713,-0.08486,-0.00643,-0.00275,-1.0087,0.33536,1.33334,0.51486,-0.08927,-0.08929,1.05202,11.08839,0.0900500000000001,0.36397,0.00898,0.00295,-4.07716,26.44094,163.26478
"44","2021_Q1",38.8247540983607,"Up",302384000,75467000,377851000,-346790000,-11978000,-148209000,-186603000,31061000,-59038000,-62524000,4516000,-1030000,-27977000,57196000,29219000,-668000,28551000,28551000,-2019000,26532000,-1051000,25481000,1409000,1409000,157992000,157992000,22762000,22762000,182163000,8466106000,13056683000,-4590577000,989264000,600233000,389031000,9455370000,9637533000,301500000,110999000,44760000,145741000,244600000,244600000,546100000,4976548000,4976548000,5522648000,1000,5929113000,-2694914000,3234200000,880685000,4114885000,9637533000,28551000,148209000,-7056000.00000001,-21980000,147724000,-343248000,-9180000.00000001,184317000,-168111000,-107091000,36464000,-11249000,20358000,-29000,-29000,-29000,179270000,4976548000,-185290000,1.24957,0.10272,0.0842699999999999,0.00619,0.00264,-7.27169,0.33357,1.34211,0.51637,0.08658,0.08641,1.02747,10.9895,-0.6296,0.36389,0.01458,-0.02038,4.20278,27.75221,160.17318
"45","2021_Q2",44.5212698412698,"Up",301441000,-60376000,241065000,-211247000,-12736000,-146689000,-51822000,29818000,-71177000,-78156000,4922000,2057000,-41359000,45252000,3893000,-619000,3274000,3274000,-170000,3104000,-1056000,2048000,1172000,1172000,155206000,155206000,33428000,33428000,189806000,8365879000,13095581000,-4729702000,1010871000,620111000,390760000,9376750000,9566556000,276497000,104218000,23149000,149130000,242797000,242797000,519294000,5041175000,5041175000,5560469000,1000.00000000745,5933414000,-2931687000,3001728000,1004359000,4006087000,9566556000,3274000,146689000,-5029000,-21329000,123605000,-100662000,-48604000,190305000,41039000,-107878000,-32473000,-13864000,-154215000,10429000,10429000,10429000,176507000,5041175000,55135000,0.79971,0.09892,0.00679,0.000509999999999999,0.000210000000000001,26.92139,0.36551,1.38801,0.52696,0.00691,0.0069,1.01654,10.12261,0.18593,0.36379,0.01215,0.00609,52.6748,28.55413,169.02552
"46","2021_Q3",50.9115625,"Up",311348000,-60608000,250740000,-217416000,-15127000,-148771000,-53518000,33324000,-23117000,-35404000,9751000,2536000,10207000,2463000,12670000,-135000,12535000,12535000,-815000,11720000,-1057000,10663000,3370000,3370000,139047000,139047000,32700000,32700000,175117000,8741018000,13612142000,-4871124000,1003136000,619172000,383964000,9744154000,9919271000,313775000,119405000,43536000,150834000,243940000,243940000,557715000,5452107000,5452107000,6009822000,1000,5935570000,-3151301000,2784270000,1125179000,3909449000,9919271000,12535000,148771000,25138000,20108000,206552000,-347511000,-5101999.99999999,-3163000,-355776000,-108664000,269231000,-9873000,150694000,1470000,1470000,1470000,182095000,5452107000,-145173000,0.80534,0.10703,0.03425,0.00273,0.00107,-13.61465,0.31399,1.53726,0.54965,0.03596,0.0359,1.04995,9.38928,-0.48956,0.36644,0.01275,-0.01551,10.19075,29.9225,163.50789
"47","2021_Q4",53.9940625,"Up",329770000,-67569000,262201000,-227463000,-15810000,-155905000,-55748000,34738000,-13601000,-36289000,14450000,8238000,21137000,-1568000,19569000,-529000,19040000,19040000,-1309000,17731000,-1058000,16673000,1063000,1063000,25741000,25741000,28170000,28170000,54974000,9290028000,14273137000,-4983109000,1055562000,643902000,411660000,10345590000,10400564000,316954000,114601000,25674000,176679000,244908000,244908000,561862000,5522439000,5522439000,6084301000,44764000,6393631000,-3341708000,3096687000,1219576000,4316263000,10400564000,19040000,155905000,-5748000,-16185000,153012000,-707603000,-13959000,115024000,-606538000,-108659000,73269000,-17258000,446689000,-6837000,-6837000,-6837000,190643000,5522439000,-532616000,0.7951,0.10534,0.05056,0.00386,0.0016,-31.94482,0.09784,1.40962,0.53097,0.05614,0.05594,1.11034,10.2759,-1.79333,0.36586,0.01274,-0.05413,6.51706,28.96186,158.9434
"48","2022_Q1",54.8087096774194,"Up",348208000,-68081000,280127000,-242343000,-13868000,-168468000,-60007000,37784000,2359000,-36418000,36523000,2254000,40143000,86157000,126300000,-156000,126144000,126144000,-8683000,117461000,-1058000,116403000,967000,967000,26860000,26860000,27451000,27451000,55278000,9603707000,14740296000,-5136589000,1116235000,702461000,413774000,10719942000,10775220000,340758000,136954000,45980000,157824000,247929000,247929000,588687000,5412787000,5412787000,6001474000,30369215.4306136,6932215000,-3489341000,3442874000,1330872000,4773746000,10775220000,126144000,168468000,-109220000,-4601000,180791000,-433285000,-44656000,126963000,-350978000,-112804000,-108818000,-8722000,169372000,-815000,-815000,-815000,206252000,5412787000,-231478000,0.80448,0.10851,0.33429,0.02438,0.0108,-1.98859,0.0939,1.25718,0.50234,0.3876,0.37486,1.15946,11.46409,-0.77078,0.37562,0.0225,-0.02272,0.96908,26.23887,143.23047
"49","2022_Q2",49,"Down",357266000,-70060000,287206000,-240081000,-14908000,-166697000,-58476000,47125000,-32944000,-35916000,5412000,-2440000,14181000,765000,14946000,-343000,14603000,14603000,-898000,13705000,-1092000,12613000,895000,895000,26577000,26577000,26032000,26032000,53504000,9543202000,14832104000,-5288902000,1088258000,669343000,418915000,10631460000,10684964000,306217000,117240000,25700000,163277000,244710000,244710000,550927000,5479010000,5479010000,6029937000,1000,6939655000,-3546983000,3392673000,1262354000,4655027000,10684964000,14603000,166697000,19733000,-40013000,161020000,-107047000,-48233000,68469000,-86811000,-116455000,67368000,-26514000,-75700000,-1491000,-1491000,-1491000,213822000,5479010000,67105000,0.8039,0.1319,0.0353,0.00271,0.00118,5.3203,0.09712,1.29536,0.51278,0.04066,0.03994,1.15172,10.93701,0.21633,0.37542,0.01274,0.00662,9.23293,25.61998,116.24647
"50","2022_Q3",44.96703125,"Down",369167000,-72357000,296810000,-2.45e+08,-16585000,-170600000,-57815000,51810000,-45060000,-36832000,-11229000,3001000,6750000,-1074000,5676000,-312000,5364000.00000001,5364000.00000001,-280000.000000002,5084000.00000001,-1109000,3975000,921000,921000,37548000,37548000,27768000,27768000,66237000,9828365000,15271716000,-5443351000,1102384000,691864000,410520000,10930749000,10996986000,352596000,137095000,45917000,169584000,244357000,244357000,596953000,5517234000,5517234000,6114187000,44764000,7247075000,-3422415000,3869424000,1013375000,4882799000,10996986000,5364000.00000001,170600000,26269000,34834000,237067000,-441135000,-43637000,-3500000,-488272000,-122110000,38448000,-13738000,252967000,1762000,1762000,1762000,222410000,5517234000,-183579000,0.804,0.14034,0.01077,0.00081,0.00036,-46.1834,0.11096,1.25219,0.5017,0.01281,0.01259,1.19009,12.32962,-0.59181,0.39365,0.01212,-0.01765,30.7195,24.80245,106.47197
