"","YQ","p","d","revenue","cost_of_revenue","gross_profit","operating_expenses","depreciation_amortization","other_operating_expenses","operating_income_loss","non_operating_income_loss","interest_expense_net","other_investment_income_loss","income_loss_from_affiliates","other_non_operating_income_loss","pretax_income_loss_adj","abnormal_gains_losses","pretax_income_loss","income_tax_expense_benefit_net","income_loss_from_continuing_operations","income_loss_incl_minority_interest","net_income","net_income_common","cash_cash_equivalents_short_term_investments","cash_cash_equivalents","accounts_notes_receivable","accounts_receivable_net","other_short_term_assets","misc_short_term_assets","total_current_assets","property_plant_equipment_net","other_long_term_assets","intangible_assets","goodwill","deferred_tax_assets_long_term","misc_long_term_assets","total_noncurrent_assets","total_assets","payables_accruals","accounts_payable","other_payables_accruals","short_term_debt","other_short_term_liabilities","deferred_revenue_short_term","total_current_liabilities","long_term_debt","other_long_term_liabilities","misc_long_term_liabilities","total_noncurrent_liabilities","total_liabilities","share_capital_additional_paid_in_capital","retained_earnings","other_equity","equity_before_minority_interest","total_equity","total_liabilities_equity","net_income_starting_line","depreciation_amortization_2","non_cash_items","change_in_working_capital","net_cash_from_operating_activities","change_in_fixed_assets_intangibles","disposition_of_fixed_assets_intangibles","acquisition_of_fixed_assets_intangibles","net_cash_from_acquisitions_divestitures","other_investing_activities","net_cash_from_investing_activities","cash_from_repayment_of_debt","other_financing_activities","net_cash_from_financing_activities","net_cash_before_disc_operations_and_fx","net_cash_before_fx","effect_of_foreign_exchange_rates","net_change_in_cash","ebitda","total_debt","free_cash_flow","gross_profit_margin","operating_margin","net_profit_margin","return_on_equity","return_on_assets","free_cash_flow_to_net_income","current_ratio","liabilities_to_equity_ratio","debt_ratio","earnings_per_share_basic","earnings_per_share_diluted","sales_per_share","equity_per_share","free_cash_flow_per_share","return_on_invested_capital","cash_return_on_invested_capital","net_debt_ebitda","net_debt_ebit"
"26","2020_Q2",4.37174603174603,"Down",941500000,-325100000,616400000,-750400000,-122500000,-627900000,-1.34e+08,-110500000,-71300000,-9400000,-2900000,-26900000,-244500000,-1863600000,-2108100000,-68200000,-2176300000,-2176300000,-2176300000,-2176300000,299800000,299800000,126800000,126800000,125200000,125200000,551800000,2520400000,8166100000,175100000,2.938e+09,5e+05,5052500000,10686500000,11238300000,600100000,337100000,2.63e+08,30200000,981800000,400300000,1612100000,5020800000,5679400000,5631700000,10700200000,12312300000,2004600000,-2902600000,-119600000,-1.074e+09,-1.074e+09,11238300000,-2176300000,122500000,1981499999,-111700000,-184000001,-88300000,3400000,-91700000,-1369111.61487829,900000.000000002,-87400000,317800000,-1100000,312400000,40999999,40999999,-6700000,34299999,-11500000,5.051e+09,-143300000,0.6547,-0.14233,-2.31152,2.02635,-0.19365,0.0658500000000011,0.34229,-11.46397,0.44945,-20.87678,-20.87678,9.03161,-10.30265,-1.37465,-0.22493,-0.01484,-413.14783,-35.45672
"27","2020_Q3",5.0053125,"Up",18900000,-4700000,14200000,-4.84e+08,-119700000,-364300000,-469800000,-84100000,-79600000,1300000,-12400000,6600000.00000001,-553900000,-13400000,-567300000,6100000,-561200000,-561200000,-561200000,-561200000,4.98e+08,4.98e+08,70700000,70700000,1.11e+08,1.11e+08,679700000,2417500000,8174400000,174300000,2988400000,6e+05,5011100000,10591900000,11271600000,693600000,436100000,257500000,3e+07,987600000,406100000,1711200000,5.498e+09,5637800000,5594600000,11135800000,1.2847e+10,2008300000,-3463700000,-63600000,-1575400000,-1575400000,11271600000,-561200000,119700000,21600001,1.88e+08,-231899999,-34700000,3e+05,-3.5e+07,-9299999.99999999,-1e+05,-44100000,482700000,-9200000,473500000,197500001,197500001,1100000,198600001,-350100000,5.528e+09,-202900000,0.75132,-24.85714,-29.69312,0.35623,-0.04979,0.36155,0.39721,-8.15475,0.49044,-5.37965,-5.37965,0.18118,-15.10176,-1.945,-0.05852,-0.02116,-14.36732,-10.70668
"28","2020_Q4",3.26921875,"Down",119500000,-35400000,84100000.0000001,-562600000,-123500000,-439100000,-478500000,-214300000,-82800000,4100000,-10600000,-1.25e+08,-692800000,-208400000,-901200000,-4600000,-905800000,-905800000,-905800000,-905800000,417900000,417900000,97500000,97500000,93200000,93200000,608600000,2332500000,7935100000,164500000,2874400000,6e+05,4895600000,10267600000,10876200000,645800000,376900000,268900000,30500000,911900000,400900000,1588200000,5803800000,5819600000,5776200000,11623400000,13211600000,2126100000,-4387800000,-5.2e+07,-2370100000,-2335400000,10876200000,-905800000,123500000,333600000,9.3e+07,-355700000,-24400000,4900000,-29300000,9300000,-8200000,-23300000,262200000,31600000,296600000,-82400000,-82400000,2800000,-79600000,-3.55e+08,5834300000,-281800000,0.70377,-4.00417999999999,-7.57992,0.38786,-0.08328,0.31111,0.3832,-5.6571,0.53643,-8.40884,-8.40884,1.10936,-22.00241,-2.61604,-0.0972,-0.03024,-15.25746,-11.31954
"29","2021_Q1",7.64540983606557,"Up",162500000,-46300000,116200000,-598100000,-132600000,-465500000,-481900000,2.8e+07,-77300000,-6100000,-5e+06,116400000,-453900000,-4.99e+08,-952900000,6800000,-946100000,-946100000,-945800000,-945800000,308300000,308300000,9.1e+07,9.1e+07,87700000,87700000,4.87e+08,2322500000,7466900000,163200000,2547300000,3e+05,4756100000,9789400000,10276400000,556600000,298800000,257800000,2e+07,1001900000,405400000,1578500000,5695800000,5860300000,5819800000,11556100000,13134600000,2467900000,-5335300000,38700000,-2885100000,-2858200000,10276400000,-946100000,132600000,416100000,39500000,-357900000,-6600000,11200000,-17800000,6200000,6e+05,2e+05,-7100000,-4800000,247800000,-109900000,-109900000,2500000,-107400000,-349300000,5715800000,-323200000,0.71508,-2.96554,-5.82031,0.33091,-0.09204,0.34172,0.30852,-4.59541,0.55621,-6.19937,-6.19937,1.06513,-18.91075,-2.11846,-0.10824,-0.03707,-15.48096,-11.22121
"30","2021_Q2",26.4873015873016,"Up",148300000,-31700000,116600000,-537700000,-114100000,-423600000,-421100000,-134900000,-151500000,2e+06,-2800000,17400000,-5.56e+08,-17999999.9999999,-5.74e+08,6800000,-567200000,-567200000,-566900000,-566900000,813100000,813100000,8.6e+07,8.6e+07,116900000,116900000,1.016e+09,2200300000,7272400000,158300000,2.491e+09,1300000,4621800000,9472700000,10488700000,556599999,264899999,291700000,2e+07,1007900000,404300000,1584499999,5439400000,5751800000,5717800000,11191200000,12775699999,3661600000,-5902300000,-12300000,-2309400000,-2.287e+09,10488699999,-567200000,114100000,105100000,35100000,-312900000,-6700000,5200000,-11900000,-9300000,-4163613.92108076,-1.6e+07,292399999,-19300000,854699999,525799999,525799999,-5100000,520699999,-3.07e+08,5459400000,-285400000,0.78624,-2.83951,-3.82266,0.24788,-0.05405,0.50344,0.64121,-5.58623,0.5205,-1.41686,-1.41686,0.37065,-5.7719,-0.7133,-0.06352,-0.03198,-15.13453,-11.03372
"31","2021_Q3",40.30515625,"Up",444700000,-125200000,319500000,-611800000,-105700000,-506100000,-292300000,-41800000,-88100000,6300000,-2700000,42700000,-334100000,-15100000,-349200000,5200000,-3.44e+08,-3.44e+08,-343600000,-343600000,1811200000,1811200000,88500000,88500000,112600000,112600000,2012300000,2115900000,7200900000,156800000,2472100000,2700000,4569300000,9316800000,11329100000,521900000,235200000,286700000,2e+07,1016500000,402100000,1558400000,5480400000,5.695e+09,5666500000,11175400000,12733800000,4852500000,-6265400000,8199999,-1404700001,-1404700001,11329099999,-3.44e+08,105700000,33800000,-29300000,-233800000,-21700000,-3800000,-17900000,44500000,-9300000,13500000,-7e+06,-4e+05,1212200000,991900000,991900000,5600000,997500000,-186600000,5500400000,-242800000,0.71846,-0.6573,-0.77266,0.24461,-0.03033,0.70664,1.29126,-9.06514,0.48551,-0.85876,-0.85876,1.11144,-3.51078,-0.60683,-0.03509,-0.0248,-19.77063,-12.62128
"32","2021_Q4",35.2059375,"Down",763200000,-219400000,543800000,-687600000,-103700000,-583900000,-143800000,-70300000,-88700000,-13935174.1210781,6700000,11700000,-214100000,-1.2e+07,-226100000,1900000,-224200000,-224200000,-224200000,-224200000,1612500000,1612500000,129600000,129600000,120800000,120800000,1862900000,2032900000,7161700000,154700000,2451200000,2400000,4553400000,9194600000,11057500000,660900000,267600000,393300000,2e+07,1008200000,392100000,1689100000,5432800000,5578299999,5549399999,11011099999,12700199999,4857400000,-6489500000,-10600000,-1642700000,-1642700000,11057499999,-224200000,103700000,23500000,-16900000,-113900000,-22100000,-3009603.515662,-24581354.6089354,-6800000,1e+05,-28800000,-47599999,-6e+05,-48299999,-190999999,-190999999,-8400000,-199399999,-40100000,5452800000,-8.1e+07,0.71253,-0.18842,-0.29376,0.13648,-0.02028,0.36128,1.1029,-7.7313,0.49313,-0.43676,-0.43676,1.48676,-3.20009,-0.15779,-0.02388,-0.00863,-95.76808,-26.70584
"33","2022_Q1",18.5961290322581,"Down",1171700000,-369300000,802400000,-784300000,-101500000,-682800000,18100000,-59800000,-86600000,900000.000000007,9800000,16100000,-41700000,-8.9e+07,-130700000,-3700000,-134400000,-134400000,-134400000,-134400000,1592500000,1592500000,168500000,168500000,109300000,109300000,1870300000,1962500000,6988700000,153400000,2429800000,6e+05,4404900000,8951200000,10821500000,744600000,377100000,367500000,2e+07,1023300000,408600000,1787900000,5.408e+09,5415100000,5383800000,10823100000,1.2611e+10,4862500000,-6.624e+09,-28100000,-1789500000,-1789500000,10821500000,-134400000,101500000,92300000,-12899999,46500001,-3.4e+07,3464797.76276055,-29842680.2056862,-2399999,-5e+05,-36899999,-8800001,-19100000,-27900001,-18299999,-18299999,-1600000,-19899999,119600000,5.428e+09,76400001,0.68482,0.01545,-0.11471,0.0751,-0.01242,-0.56845,1.04609,-7.04722,0.50159,-0.26182,-0.26182,2.28255,-3.48626,0.14883,-0.01484,0.00844,32.0694,211.90608
"34","2022_Q2",14.5427419354839,"Down",785700000,-232400000,553300000,-719800000,-98700000,-621100000,-166500000,-1.6e+08,-8.2e+07,63400000,-5100000,-136300000,-326500000,-10800000,-337300000,-99999.9999999991,-337400000,-337400000,-337400000,-337400000,1164900000,1164900000,105800000,105800000,133800000,133800000,1404500000,1881500000,7059400000,151800000,2415400000,6e+05,4491600000,8940900000,10345400000,660700000,295400000,365300000,2e+07,985099999,379800000,1665799999,5501800000,5356100000,5.325e+09,10857900000,12523699999,4.817e+09,-6961400000,-33900000,-2178300000,-2178300000,10345399999,-337400000,98700000,64400000,-120700000,-2.95e+08,-27600000,7200000,-34800000,-27900000,6e+05,-54900000,28800000,-104400000,-76300000,-426200000,-426200000,-5500000,-431700000,-67800000,5521800000,-2.16e+08,0.70421,-0.21191,-0.42943,0.15489,-0.03261,0.64019,0.84314,-5.7493,0.53374,-0.65645,-0.65645,1.52866,-4.23811,-0.42025,-0.0387,-0.02483,-64.26106,-26.16757
"35","2022_Q3",13.6553125,"Down",1166400000,-393300000,773100000,-789500000,-97400000,-692100000,-16400000,-94100000,-79500000,-57300000,-1e+06,43700000,-110500000,-10500000,-1.21e+08,-6e+05,-121600000,-121600000,-121600000,-121600000,965200000,965200000,120700000,120700000,125500000,125500000,1211400000,1815300000,6791600000,148100000,2354600000,4e+05,4288500000,8606900000,9818300000,634800000,308900000,325900000,2e+07,961900000,373100000,1616700000,5358200000,5170199998,5138999998,10528399998,12145099998,4836400000,-7.083e+09,-80200000,-2326800000,-2326800000,9818299998,-121600000,97400000,23700000,-76100000,-76600000,-40400000,0,-40400000,10100000,-29100000,-4.8e+07,-92400000,32700000,-59700000,-184300000,-184300000,-16400000,-200700000,8.1e+07,5378200000,-34900000,0.66281,-0.01406,-0.10425,0.05226,-0.01239,0.28701,0.7493,-5.21966,0.54777,-0.2357,-0.2357,2.26086,-4.51009,-0.06765,-0.01479,-0.00424,54.48148,-269.08537
