"","YQ","p","d","revenue","cost_of_revenue","gross_profit","operating_expenses","operating_income_loss","non_operating_income_loss","interest_expense_net","pretax_income_loss_adj","pretax_income_loss","income_tax_expense_benefit_net","income_loss_from_continuing_operations","income_loss_incl_minority_interest","net_income","net_income_common","cash_cash_equivalents_short_term_investments","cash_cash_equivalents","accounts_notes_receivable","accounts_receivable_net","inventories","other_short_term_assets","prepaid_expenses","total_current_assets","other_long_term_assets","misc_long_term_assets","total_noncurrent_assets","total_assets","payables_accruals","accounts_payable","other_payables_accruals","other_short_term_liabilities","misc_short_term_liabilities","total_current_liabilities","long_term_debt","other_long_term_liabilities","misc_long_term_liabilities","total_noncurrent_liabilities","total_liabilities","share_capital_additional_paid_in_capital","retained_earnings","equity_before_minority_interest","total_equity","total_liabilities_equity","net_income_starting_line","depreciation_amortization_2","non_cash_items","change_in_working_capital","net_cash_from_operating_activities","change_in_fixed_assets_intangibles","other_investing_activities","net_cash_from_investing_activities","cash_from_repayment_of_debt","other_financing_activities","net_cash_from_financing_activities","net_cash_before_disc_operations_and_fx","net_cash_before_fx","net_change_in_cash","ebitda","total_debt","free_cash_flow","gross_profit_margin","operating_margin","net_profit_margin","return_on_equity","return_on_assets","free_cash_flow_to_net_income","current_ratio","liabilities_to_equity_ratio","debt_ratio","earnings_per_share_basic","earnings_per_share_diluted","sales_per_share","equity_per_share","free_cash_flow_per_share","return_on_invested_capital","cash_return_on_invested_capital","net_debt_ebitda","net_debt_ebit"
"34","2019_Q1",18.5208196721311,"Up",352286000,-296699000,55587000,-53413000,2174000,-2260000,-2805000,-86000.0000000019,-2242000,83000,-2159000,-2159000,-2159000,-1925000,56745000,56745000,77500000,77500000,491091000,15556000,15556000,640892000,151546000,140128000,151546000,792438000,328794000,16607000,312187000,46409000,0,420452000,20676000,15999000,11044000,36675000,457127000,248423000,89228000,335311000,335311000,792438000,-2159000,5716000,2460000,28862000,34879000,-2383000,15567000,-2115000,-945000.000000002,-27091000,-28036000,4728000,4728000,4502000,7890000,65925000,34286000,0.15779,0.00617,-0.00546000000000001,-0.00574000000000001,-0.00243,-17.81091,1.52429,1.36329,0.08319,-0.0881399999999999,-0.08807,16.12957,15.35236,1.5698,-0.00461,0.08217,1.1635,4.22263
"35","2019_Q2",16.797619047619,"Down",278292000,-224392000,53900000,-52690000,1210000,-1725000,-2519000,-515000,-515000,70000,-445000,-445000,-445000,-445000,63331000,63331000,85853000,85853000,568262000,12229000,12229000,729675000,255431000,243366000,255431000,985106000,433029000,26039000,406990000,47531000,12137000,526204000,23871000,106289000,101948000,130160000,656364000,248534000,83319000,328742000,328742000,985106000,-445000,6064000,3896000,-6663000,2852000,-5074000,-2964000,-8038000,-505000,12280000,11775000,6589000,6589000,6586000,7274000,69515000,-4533000,0.19368,0.00435,-0.0016,-0.00135,-0.00045,10.18652,1.38668,1.99659,0.07057,-0.02035,-0.02035,12.72366,15.03027,-0.20725,-0.00088,-0.00898,0.85015,5.11074
"36","2019_Q3",17.8209375,"Up",314979000,-250953000,64026000,-54855000,9171000,-1744000,-2364000,7427000,7427000,-1916000,5511000,5511000,5511000,5435000,49517000,49517000,86486000,86486000,629246000,8270000,8270000,773519000,255677000,243504000,255677000,1029196000,511132000,18928000,492204000,42724000,12184000,553856000,34581000,104800000,100308000,139381000,693237000,249228000,88830000,335959000,335959000,1029196000,5511000,7200000,3882000,-25748000,-9155000,-6606000,6000.00000000373,-6600000,-35293000,37165000,1872000,-13883000,-13883000,-13814000,16371000,34581000,-14067000,0.20327,0.02912,0.01726,0.01618,0.00528,-2.58822000000001,1.39661,2.06346,0.0336,0.24747,0.24736,14.342,15.29729,-0.64052,0.01143,-0.02959,-0.91235,-1.62861
"37","2019_Q4",15.57921875,"Down",360936000,-289162000,71774000,-58235000,13539000,-1130000,-2403000,12409000,12409000,-4195000,8214000,8214000,8214000,8290000,52420000,52420000,88907000,88907000,624215000,7857000,7857000,773399000,108035000,93287000,256125000,1029524000,522837000,24439000,498398000,24880000,12002000,547717000,35754000,103774000,98188000,139528000,687245000,249984000,97044000,342279000,342279000,1029524000,8214000,7797000,4689000,-22686000,-1986000,-7336000,2971000,-16117000,8822000,12433000,21255000,3152000,3152000,2903000,21336000,35754000,-4491000,0.19886,0.03751,0.02297,0.02422,0.00805,-0.54174,1.41204,2.00785,0.03473,0.37726,0.37713,16.42559,15.57655,-0.20438,0.01721,-0.00932,-0.78112,-1.23096
"38","2020_Q1",11.3533870967742,"Down",350964000,-289846000,61118000,-59942000,1176000,-2081000,606000,-905000,-4669000,5342000,673000,673000,673000,673000.000000001,43721000,43721000,72776000,72776000,597394000,13655000,13655000,727546000,102235000,89394000,247797000,975343000,427157000,16976000,410132000,40968000,12468544.1543465,494163000,37789000,98287000,96232000,136076000,630239000,250607000,97717000,345104000,345104000,975343000,673000,7006000,4581000,-3016000,9244000,-3585000,6000,-5714000,196000.000000007,-12229000,-12033000,-8503000,-8503000,-8699000,8182000,63827000,-3761000,0.17414,0.00335000000000001,0.00192,0.00195,0.00069,-5.58841,1.47228,1.82623,0.06544,0.0306199999999999,0.0306099999999999,15.97033,15.70368,-0.17114,0.00133,-0.00741,2.45735,17.09694
"39","2020_Q2",9.56063492063492,"Down",310208000,-251798000,58410000,-53058000,5352000,-1988000,-2118000,3364000,3148000,-886000,2262000,2262000,2262000,2262000,50835000,50835000,76430000,76430000,583435000,10626000,10626000,721326000,100120000,85708000,248413000,969739000,435934000,23119000,412815000,41483000,12320000,477417000,49522000,95722000,91914000,145244000,622661000,251051000,99775000,347078000,347078000,969739000,2262000,5375000,3784000,-16863000,-5442000,-5101000,-21000,-5122000,-197000,17911000,17714000,7150000,7150000,7114000,10727000,49522000,-10351000,0.18829,0.01725,0.00729,0.00652,0.00233,-4.57604,1.51089,1.79401,0.05107,0.10276,0.10276,14.09268,15.76767,-0.47024,0.00459,-0.02102,-0.1224,-0.24533
"40","2020_Q3",12.14984375,"Up",303465000,-240775000,62690000,-53079000,9611000,-1318000,-1880000,8293000,8293000,-1893000,6400000,6400000,6400000,6400000,44484000,44484000,75782000,75782000,570680000,7144000,7144000,698090000,249935000,235212000,249935000,948025000,414992000,20734000,394258000,34874000,12158000,449866000,48665000,94702000,92401000,143367000,593233000,251587000,106175000,354792000,354792000,948025000,6400000,5911000,2093000,4073000,18477000,-4883000,1000,-11672000,-1643000,-11552000,-13195000,-6390000,-6390000,-6351000,15522000,48665000,16605000,0.20658,0.03167,0.02109,0.01804,0.00675,2.59453,1.55177,1.67206,0.05133,0.28928,0.28928,13.71655,16.03652,0.75054,0.01285,0.03333,0.26936,0.435020000000001
"41","2020_Q4",17.15625,"Up",360872000,-288322000,72550000,-54115000,18435000,-2056000,-1697000,16379000,13824000,-3912000,9912000,9912000,9912000,9912000,41808000,41808000,73531000,73531000,532746000,8737000,8737000,656822000,95514000,82530000,244034000,900856000,349703000,23433000,326270000,27081000,12373000,381207000,55109000,96972000,91158000,152081000,533288000,252270000,116087000,367568000,367568000,900856000,9912000,6445000,8927000,22495000,47779000,-5426000,4000,-5422000,2749000,-48047000,-45298000,-2941000,-2941000,-2676000,24880000,59532000,45861000,0.20104,0.05108,0.02747,0.02697,0.011,4.62682,1.72301,1.45086,0.06608,0.44788,0.44776,16.30618,16.60874,2.07225,0.01891,0.08751,0.71238,0.96143
"42","2021_Q1",24.0731147540984,"Up",436677000,-368965000,67712000,-60522000,7190000,-1293000,-960000,5897000,5488000,-4706000,782000,782000,782000,782000,78990000,78990000,69109000,69109000,418458000,13677000,13677000,580234000,88390000,75535000,235555000,815789000,241719000,20045000,210626000,59418000,11476488.6163884,317500000,44906000,82102000,82102000,127008000,444508000,252913000,116869000,371281000,371281000,815789000,782000,5970000,-2311000,107741000,112182000,1913000,6000,1919000,-11525000,-65635000,-77160000,36941000,36941000,37182000,13160000,61269000,127520000,0.15506,0.01647,0.00179,0.00211,0.000960000000000001,163.06905,1.82751,1.19723,0.0751,0.0353300000000001,0.03532,19.72968,16.775,5.76153,0.00152,0.24778,-1.34658,-2.46467
"43","2021_Q2",28.0004761904762,"Up",372706000,-301728000,70978000,-56442000,14536000,-857000,-857000,13679000,13679000,-3132000,10547000,10547000,10547000,10547000,89729000,89729000,71928000,71928000,415660000,11275000,11275000,588592000,83785000,70043000,242149000,830741000,245344000,24618000,206218000,59733000,10624000,310205000,64868000,76585000,76585000,141453000,451658000,252547000,127416000,379083000,379083000,830741000,10547000,5207000,2359000,8843000,26956000,-8991000,7000,-8984000,3281000,-10115000,-6834000,11138000,11138000,10739000,19743000,69996000,22727000,0.19044,0.039,0.0283,0.02782,0.0127,2.15483,1.89743,1.19145,0.08426,0.47724,0.47715,16.86452,17.15308,1.02837,0.02006,0.04323,-0.99949,-1.35753
"44","2021_Q3",28.07828125,"Up",377630000,-302612000,75018000,-57074000,17944000,-814000,-814000,17130000,15632000,-4383000,11249000,11249000,11249000,11249000,65584000,65584000,82068000,82068000,427109000,20684000,20684000,595445000,81269000,68013000,243926000,839371000,256284000,20649000,233300000,48732000,10755000,310471000,63624000,73424000,73424000,137048000,447519000,253129000,138665000,391852000,391852000,839371000,11249000,5395000,4032000,-19071000,1605000,-10423000,-971000,-11394000,-1947000,-12616000,-14563000,-24352000,-24352000,-24145000,23339000,69079000,-1771999.99999999,0.19865,0.04752,0.02979,0.02871,0.0134,-0.157530000000041,1.91788,1.14206,0.0823,0.509,0.50891,17.08733,17.73086,-0.0801799999999997,0.02105,-0.00332000000000001,0.14975,0.19477
"45","2021_Q4",31.07953125,"Up",453975000,-361495000,92480000,-62943000,29537000,-714000,-714000,28823000,28823000,-7007000,21816000,21816000,21816000,21816000,90540000,90540000,85842000,85842000,412674000,15121000,15121000,604177000,75714000,61020000,251042000,855219000,254887000,24312000,223792000,45129000,9922000,305683000,70502000,65456000,65456000,135958000,441641000,253782000,160482000,413578000,413578000,855219000,21816000,5734000,2252000,13912000,43714000,-9612000,984000,-8628000,-1547000,-8371000,-9918000,25168000,25168000,24956000,35271000,76169000,46578000,0.20371,0.06506,0.04806,0.05275,0.02551,2.13504,1.97648,1.06785,0.08906,0.96732,0.96732,20.12928,18.33807,2.06527,0.03929,0.08389,-0.40745,-0.48654
"46","2022_Q1",30.3296774193548,"Down",507595000,-413347000,94248000,-64585000,29663000,-896000,-896000,28767000,28767000,-6332000,22435000,22435000,22435000,22435000,146149000,146149000,94287000,94287000,421758000,28135000,28135000,690329000,78095000,57191000,256338000,946667000,225098000,25644000,194754000,143747000,9601000,374721000,74772000,61975000,59969000,136747000,511468000,254455000,182916000,435199000,435199000,946667000,22435000,5803000,6010000,52393000,86641000,7445000,6000,-26192000,1349000,-5369000,-4020000,56429000,56429000,55609000,35466000,80648000,101636000,0.18568,0.05844,0.0442,0.05155,0.0237,4.53024,1.84225,1.17525,0.08519,0.99477,0.99477,22.50679,19.29675,4.50655,0.03883,0.17589,-1.84687,-2.20817
"47","2022_Q2",24.9304838709677,"Down",461007000,-372313000,88694000,-64152000,24542000,-958000,-958000,23584000,23584000,-6044000,17540000,17540000,17540000,17540000,147095000,147095000,84870000,84870000,494167000,22223000,22223000,748355000,78353000,55012000,261842000,1010197000,272245000,26817000,235972000,138984000,9481000,417499000,81974000,59241000,57240000,141215000,558714000,254390000,200456000,451483000,451483000,1010197000,17540000,5224000,1739000,-19182000,5321000,-4275000,6000,-11944000,6672000,1317000,7989000,1366000,1366000,946000,29766000,88244000,12353000,0.19239,0.05324,0.03805,0.03885,0.01736,0.70428,1.79247,1.23751,0.08735,0.78612,0.78581,20.66184,20.23499,0.55365,0.02928,0.02062,-1.97712,-2.39797
"48","2022_Q3",28.3275,"Up",496543000,-393844000,102699000,-68828000,33871000,-721000,-721000,33150000,33150000,-8191000,24959000,24959000,24959000,24959000,142057000,142057000,96369000,96369000,556383000,17736000,17736000,812545000,76362000,53108000,265326000,1077871000,351733000,28344000,317100000,101284000,9465000,459667000,86500000,57427000,55436000,143927000,603594000,255188000,225415000,474277000,474277000,1077871000,24959000,5763000,3383000,-60379000,-26274000,-8604000,-877000,-9481000,-2136000,34399000,32263000,-3492000,-3492000,-5038000.00000001,39634000,93150000,-21158000,0.20683,0.06821,0.05027,0.05263,0.02316,-0.847710000000001,1.76768,1.27266,0.08642,1.11489,1.11464,22.17997,21.18538,-0.9451,0.03994,-0.03386,-1.23397,-1.44392
