"","YQ","p","d","revenue","cost_of_revenue","gross_profit","operating_expenses","selling_general_administrative","depreciation_amortization","operating_income_loss","non_operating_income_loss","interest_expense_net","other_non_operating_income_loss","pretax_income_loss_adj","abnormal_gains_losses","pretax_income_loss","income_tax_expense_benefit_net","income_loss_from_continuing_operations","income_loss_incl_minority_interest","net_income","net_income_common","cash_cash_equivalents_short_term_investments","cash_cash_equivalents","accounts_notes_receivable","accounts_receivable_net","inventories","other_short_term_assets","prepaid_expenses","income_taxes_receivable","misc_short_term_assets","total_current_assets","property_plant_equipment_net","other_long_term_assets","goodwill","misc_long_term_assets","total_noncurrent_assets","total_assets","payables_accruals","accounts_payable","accrued_taxes","other_payables_accruals","total_current_liabilities","other_long_term_liabilities","pension_liabilities","pensions","deferred_tax_liabilities_long_term","misc_long_term_liabilities","total_noncurrent_liabilities","total_liabilities","share_capital_additional_paid_in_capital","retained_earnings","other_equity","equity_before_minority_interest","total_equity","total_liabilities_equity","net_income_starting_line","depreciation_amortization_2","non_cash_items","change_in_working_capital","net_cash_from_operating_activities","change_in_fixed_assets_intangibles","net_cash_from_investing_activities","cash_from_repurchase_of_equity","decrease_in_capital_stock","net_cash_from_financing_activities","net_cash_before_disc_operations_and_fx","net_cash_before_fx","net_change_in_cash","ebitda","total_debt","free_cash_flow","gross_profit_margin","operating_margin","net_profit_margin","return_on_equity","return_on_assets","free_cash_flow_to_net_income","current_ratio","liabilities_to_equity_ratio","debt_ratio","earnings_per_share_basic","earnings_per_share_diluted","sales_per_share","equity_per_share","free_cash_flow_per_share","return_on_invested_capital","cash_return_on_invested_capital","net_debt_ebitda","net_debt_ebit"
"30","2018_Q1",19.9316393442623,"Down",427299000,-285731000,141568000,-80035000,-42011000,-38024000,61533000,3107000,362000,2745000,64640000,-1249000,63391000,-5688000,57703000,57703000,57703000,57703000,91050000,91050000,377853000,377853000,114866000,56366000,8992000,40243000,7131000,640135000,443928000,63161000,32150000,31011000,507089000,1147224000,145360000,103462000,3224000,38674000,145360000,90167000,35635000,35635000,39437000,15095000,90167000,235527000,21654000,906745000,-16702000,911697000,911697000,1147224000,57703000,38879000,-51634000,-20535000,24413000,-39902000,-39902000,-59999.9999999963,-60000.0000000037,-30353000,-45842000,-45842000,-45842000,100412000,0,45663000,0.33131,0.144,0.13504,0.06329,0.0503,0.79135,4.40379,0.25834,0,0.26987,0.26987,1.99842,4.26389,0.21356,0.08783,0.04558,-0.90676,-1.47968999999996
"31","2018_Q2",16.34140625,"Down",436334000,-295605000,140729000,-81294000,-43814000,-37480000,59435000,5692000,297000,5395000,65127000,1363000,66490000,-14360000,52130000,52130000,52130000,52130000,100983000,100983000,384702000,384702000,120944000,45453000,6953000,29942000,8558000,652082000,466076000,62859000,32150000,30709000,528935000,1181017000,178511000,127171000,8010000,43330000,178511000,88799000,34818000,34818000,38460000,15521000,88799000,267310000,21547000,909185000,-17025000,913707000,913707000,1181017000,52130000,38148000,12497000,6888000,109663000,-47363000,-47363000,-30710000,-30710000,-52367000,9933000,9933000,9933000,97583000,0,71468000,0.32253,0.13621,0.11947,0.05705,0.04414,1.37096,3.6529,0.29256,0,0.24441,0.24441,2.0457,4.28381,0.33507,0.0736,0.07129,-1.03484,-1.69905
"32","2018_Q3",14.1446031746032,"Down",467926000,-312079000,155847000,-82628000,-42534000,-40094000,73219000,4449000,345000,4104000,77668000,1810000,79478000,-19535000,59943000,59943000,59943000,59943000,94175000,94175000,376815000,376815000,126504000,33564000,6382000,21258000,5924000,631058000,523330000,64260000,32150000,32110000,587590000,1218648000,183396000,138971000,7566000,36859000,183396000,90265000,30833000,30833000,44715000,14717000,90265000,273661000,21483000,940308000,-16804000,944987000,944987000,1218648000,59943000,41262000,15678000,2658000.00000001,119541000,-95434000,-95434000,-9386000,-9386000,-30915000,-6808000.00000001,-6808000.00000001,-6808000.00000001,114481000,0,41240000,0.33306,0.15648,0.1281,0.06343,0.04919,0.68799,3.44096,0.28959,0,0.28179,0.28179,2.19972,4.44238,0.19387,0.0787,0.03984,-0.82263,-1.28621
"33","2018_Q4",13.1953968253968,"Down",439994000,-300947000,139047000,-84780000,-41787000,-42993000,54267000,920000,633000,287000,55187000,286000,55473000,-5506000,49967000,49967000,49967000,49967000,128373000,128373000,382755000,382755000,128957000,23505000,6344000,11578000,5583000,663590000,515805000,66267000,32150000,34117000,582072000,1245662000,177585000,127161000,4999000,45425000,177585000,91476000,30294000,30294000,45913000,15269000,91476000,269061000,21480000,971382000,-16261000,976601000,976601000,1245662000,49967000,43871000,2534000,-3624000,92748000,-46682000,-34818000,-64000,-64000,-23732000,34198000,34198000,34198000,98138000,0,53338000,0.31602,0.12334,0.11356,0.05116,0.04011,1.06746,3.73675,0.27551,0,0.23523,0.23523,2.07139,4.59761,0.2511,0.06687,0.04994,-1.30809,-2.36558
"34","2019_Q1",10.4954098360656,"Down",376751000,-274417000,102334000,-82569000,-40016000,-42553000,19765000,189000,662000,-473000,19954000,-115000,19839000,-6477000,13362000,13362000,13362000,13362000,116262000,116262000,323533000,323533000,130083000,49060000,9766000,35832000,3462000,618938000,517982000,62660000,32150000,30510000,580642000,1199580000,143237000,103401000,4706000,35130000,143237000,105924000,29638000,29638000,60375000,15911000,105924000,249161000,21454000,947711000,-18746000,950419000,950419000,1199580000,13362000,43508000,-13905000,24092000,67057000,-39894000,-42112000,40160000,40160000,-37056000,-12111000,-12111000,-12111000,63273000,0,53948000,0.27162,0.05246,0.03547,0.01406,0.01114,4.03742,4.32108,0.26216,0,0.06286,0.06286,1.77252,4.47149,0.25381,0.08785,0.05107,-1.83747,-5.88222
"35","2019_Q2",9.38031746031746,"Down",334656000,-252395000,82261000,-87926000,-45421000,-42505000,-5665000,1156000,711000,445000,-4509000,3504000,-1005000,266000,-739000,-739000,-739000,-739000,113014000,113014000,319205000,319205000,124464000,21169000,9343000,8613000,3213000,577852000,537289000,111351000,32150000,79201000,648640000,1226492000,150980000,109892000,3519000,37569000,163527000,135102000,32553000,32553000,52986000,49563000,135102000,298629000,21514000,927556000,-21207000,927863000,927863000,1226492000,-739000,43062000,19144000,15679000,77146000,-56210000,-56210000,-2698000,-2698000,-24184000,-3248000,-3248000,-3248000,37397000,0,-3400000,0.24581,-0.01693,-0.00221,-8e-04,-6e-04,4.60081,3.53368,0.32185,0,-0.00348,-0.00348,1.57492,4.3666,-0.016,0.01952,-0.0032,-3.02201,19.94951
"36","2019_Q3",5.8853125,"Down",358516000,-265088000,93428000,-86174000,-43293000,-42881000,7254000,377000,430000,-52999.9999999999,7631000,1133000,8764000.00000001,-2593000,6171000,6171000,6171000,6171000,47642000,47642000,358002000,358002000,118606000,15877000,8154000,4674000,3049000,540127000,574858000,108982000,32150000,76832000,683840000,1223967000,160203000,122766000,1059000,36378000,172384000,129908000,33675000,33675000,47823000,48410000,129908000,302292000,21458000,920917000,-20700000,921675000,921675000,1223967000,6171000,43747000,1300000,-34934000,16284000,-66267000,-66267000,-4651000,-4650999.99999999,-15389000,-65372000,-65372000,-65372000,51001000,0,-47607000,0.2606,0.02023,0.01721,0.00669999999999999,0.00504,-7.71463,3.13328,0.32798,0,0.02906,0.02906,1.68841,4.34058,-0.2242,0.01608,-0.04527,-0.93414,-6.56768999999999
"37","2019_Q4",4.44359375,"Down",293240000,-225230000,68010000,-87272000,-42571000,-44701000,-19262000,-763000,174000,-937000,-20025000,-73377000,-93402000,24221000,-69181000,-69181000,-69181000,-69181000,49523000,49523000,288563000,288563000,107028000,35997000,6531000,20771000,3310000,481111000,528925000,99827000,32150000,67677000,628752000,1109863000,125154000,82813000,849000,41492000,136220000,118468000,33575000,33575000,38680000,46213000,118468000,254688000,21450000,854170000,-20445000,855175000,855175000,1109863000,-69181000,45706000,51250000,48508000,76283000,-74392000,-74392000,-10000,-10000,-10000,1881000,1881000,1881000,26444000,0,-23661000,0.23193,-0.06569,-0.23592,-0.0809,-0.06233,0.34202,3.53187,0.29782,0,-0.32629,-0.32629,1.38304,4.03337,-0.1116,-0.07105,-0.0243,-1.87275,2.57102
"38","2020_Q1",3.66838709677419,"Down",235997000,-176882000,59115000,-77164000,-36842000,-40322000,-18049000,417000,257000,160000,-17632000,-9826000.00000001,-27458000,4096000,-23362000,-23362000,-23362000,-23362000,50023000,50023000,242574000,242574000,100947000,43314000,10459000,24145000,3325000,436858000,516727000,99633000,32150000,67483000,616360000,1053218000,90777000,53147000,1534000,36096000,101402000,121483000,39254000,39254000,37319000,44910000,121483000,222885000,21443000,832113000,-23223000,830333000,830333000,1053218000,-23362000,40092000,-14500000,37198000,39428000,-38919000,-38919000,-2000.00000000012,-2000.00000000012,-9000,500000.000000007,500000.000000007,500000.000000007,22043000,0,16226000,0.25049,-0.07648,-0.09899,-0.02814,-0.02218,-0.69455,4.30818,0.26843,0,-0.11018,-0.11018,1.11304,3.91613,0.07653,-0.02454,0.01705,-2.26934,2.77151
"39","2020_Q2",3.01634920634921,"Down",243777000,-181944000,61833000,-75823000,-36530000,-39293000,-13990000,-87000,221000,-308000,-14077000,-204717000,-218794000,58371000,-160423000,-160423000,-160423000,-160423000,82646000,82646000,247965000,247965000,97267000,51946000,8701000,3.5e+07,2860000,479824000,295262000,94046000,32150000,61896000,389308000,869132000,107963000,70601000,1791000,35571000,118178000,79719000,33208000,33208000,4068000,42443000,79719000,197897000,21526000,672912000,-23203000,671235000,671235000,869132000,-160423000,39532000,173220000,2510000,54839000,-21424000,-21424000,-661435.011778188,-661435.011778188,-792000,32623000,32623000,32623000,25542000,0,-51743000,0.25365,-0.05739,-0.65807,-0.239,-0.18458,0.32254,4.06018,0.29483,0,-0.7556,-0.7556,1.14821,3.16156,-0.24371,-0.21257,-0.0689,-3.23569,5.90751
"40","2020_Q3",3.0859375,"Up",89300000,-80037000,9263000,-48348000,-28775000,-19573000,-39085000,-1484000,-3000,-1481000,-40569000,1555000,-39014000,13921000,-25093000,-25093000,-25093000,-25093000,145405000,145405000,109183000,109183000,93392000,61123000,5855000,46907000,2976000,409103000,278358000,95407000,32150000,63257000,373765000,782868000,49403000,21083000,435000,27885000,58814000,75401000,37420000,37420000,902000.000000004,37079000,75401000,134215000,21512000,649844000,-22703000,648653000,648653000,782868000,-25093000,19392000,-3578000.00000003,76539000,67260000,-4495000,-4495000,-1134057.27241498,-1134057.27241498,-6000,62759000,62759000,62759000,-19693000,0,38430000,0.10373,-0.43768,-0.281,-0.03868,-0.0320499999999999,-1.5315,6.95588,0.20691,0,-0.11814,-0.11814,0.42042,3.05379,0.18092,-0.03465,0.05308,7.38359,3.72023
"41","2020_Q4",2.97890625,"Down",116588000,-100872000,15716000,-51031000,-32376000,-18655000,-35315000,725000,-44000,769000,-34590000,3563000,-31027000,14590000,-16437000,-16437000,-16437000,-16437000,145619000,145619000,123157000,123157000,84566000,76986000,4149000,64308000,3144000,430328000,275124000,95425000,32150000,63275000,370549000,800877000,83688000,46713000,2967000,34008000,93262000,70060000,31619000,31619000,1786000,36655000,70060000,163322000,21507000,638590000,-22542000,637555000,637555000,800877000,-16437000,18658000,1501000,5543000,9265000,-9022000,-9022000,-827000,-827000,-29000,214000,214000,214000,-16657000,0,-34726000,0.1348,-0.3029,-0.14098,-0.02578,-0.02052,2.11267,4.61418,0.25617,0,-0.07737,-0.07737,0.54877,3.00092,-0.16345,-0.02436,-0.04907,8.74221,4.12343
"42","2021_Q1",5.02426229508197,"Up",148637000,-117886000,30751000,-44026000,-26017000,-18009000,-13275000,1050000,-51000,1101000,-12225000,-8370999.99999999,-20596000,10357000,-10239000,-10239000,-10239000,-10239000,84496000,84496000,161771000,161771000,82918000,99174000,9124000,82943000,3075000,428359000,264411000,97735000,32150000,65585000,362146000,790505000,70373000,41080000,1115000,28178000,79565000,79373000,33080000,33080000,13332000,32961000,79373000,158938000,21495000,627778000,-17706000,631567000,631567000,790505000,-10239000,17727000,12376000,-73270000,-53406000,-7718000,-7718000,1000,1000,999.999999999942,-61123000,-61123000,-61123000,4452000,0,-86893000,0.20689,-0.08931,-0.06889,-0.01621,-0.01295,8.48647,5.38376,0.25166,0,-0.04812,-0.04812,0.6985,2.96796,-0.40834,-0.0144,-0.12222,-18.97934,6.36505
"43","2021_Q2",5.34047619047619,"Up",182610000,-146223000,36387000,-48368000,-30595000,-17773000,-11981000,145000,-362000,507000,-11836000,1460000,-10376000,714000,-9662000,-9662000,-9662000,-9662000,85421000,85421000,186891000,186891000,80165000,97164000,8027000,82612000,2493000,449641000,257309000,93123000,32150000,60973000,350432000,800073000,94953000,60649000,1302000,33002000,103547000,73350000,31088000,31088000,12631000,29631000,73350000,176897000,21574000,619019000,-17417000,623176000,623176000,800073000,-9662000,17800000,-673000,1799000,9264000,-7782000,-7782000,-557000,-557000,-557000,925000,925000,925000,5819000,0,-878000,0.19926,-0.06561,-0.05291,-0.0155,-0.01208,0.09087,4.34239,0.28386,0,-0.04537,-0.04537,0.85749,2.92627,-0.00412,-0.01387,-0.00126,-14.67967,7.12971
"44","2021_Q3",4.145625,"Down",188757000,-145789000,42968000,-47299000,-29403000,-17896000,-4331000,527000,-89000,616000,-3804000,3111000,-693000,-33000.0000000009,-726000,-726000,-726000,-726000,121015000,121015000,180674000,180674000,81198000,63341000,5659000,51002000,2648000,446228000,251396000,92582000,32150000,60432000,343978000,790206000,88314000,53524000,1418000,33372000,96223000,69849000,32789000,32789000,9093000,27967000,69849000,166072000,21573000,619756000,-17195000,624134000,624134000,790206000,-726000,17789000,-5226000,33765000,45602000,-9999000,-9999000,-9000,-9000,-8999.99999999988,35594000,35594000,35594000,13458000,0,37257000,0.22764,-0.02294,-0.00385,-0.00116,-0.000920000000000001,-51.31818,4.63744,0.26608,0,-0.00341,-0.00341,0.88635,2.93077,0.17495,-0.00105,0.05369,-8.99205,27.94158
"45","2021_Q4",4.86359375,"Up",225310000,-170621000,54689000,-49552000,-31446000,-18106000,5137000,-817000,-1265000,448000,4320000,2837000,7157000,-1891000,5266000,5266000,5266000,5266000,80835000,80835000,238192000,238192000,79881000,58947000,4371000,51021000,2863000,457855000,253095000,115690000,32150000,83540000,368785000,826640000,92142000,60862000,689000,30591000,120721000,75136000,30945000,30945000,9099000,35092000,75136000,195857000,21564000,626501000,-17282000,630783000,630783000,826640000,5266000,18165000,-1413000,-50468000,-28450000,-11333000,-11333000,-1000,-1000,-397000,-40180000,-40180000,-40180000,23302000,0,-36608000,0.24273,0.0228,0.02337,0.00835,0.00637,-6.95177,3.79267,0.3105,0,0.02472,0.02442,1.05788,2.96166,-0.17188,0.00746,-0.05186,-3.46902,-15.73584
"46","2022_Q1",7.90870967741935,"Up",268252000,-200629000,67623000,-51039000,-32128000,-18911000,16584000,302000,-154000,456000,16886000,3474000,20360000,-8021000,12339000,12339000,12339000,12339000,82433000,82433000,258635000,258635000,78983000,71959000,9773000,58504000,2990000,492010000,254408000,117947000,32150000,85797000,372355000,864365000,104268000,74404000,656000,29208000,130849000,91725000,35376000,32191630.3150327,17749000,38600000,91725000,222574000,21563000,640936000,-20708000,641791000,641791000,864365000,12339000,18752000,7894000,-17682000,21303000,-18517000,-18517000,0,0,-1188000,1597999.99999999,1597999.99999999,1597999.99999999,35336000,0,7157999.99999999,0.25209,0.06182,0.046,0.01923,0.01428,0.580110000000001,3.76014,0.3468,0,0.05518,0.05518,1.19964,2.87012,0.03201,0.01682,0.00976000000000001,-2.33283,-4.97063000000001
"47","2022_Q2",9.45758064516129,"Up",284624000,-208837000,75787000,-55706000,-36240000,-19466000,20081000,341000,-163000,504000,20422000,2954000,23376000,-8297000,15079000,15079000,15079000,15079000,73189000,73189000,285517000,285517000,84381000,74115000,13545000,57448000,2430000,517202000,257137000,116829000,32150000,84679000,373966000,891168000,109883000,76974000,982000,31927000,139232000,94168000,32570000,32570000,24787000,36811000,94168000,233400000,21648000,656517000,-20397000,657768000,657768000,891168000,15079000,19343000,5518000,-31692000,8248000,-15259000,-15259000,-910000,-910000,-2233000,-9244000,-9244000,-9244000,39424000,0,770000,0.26627,0.07055,0.05298,0.02292,0.01692,0.05106,3.71468,0.35484,0,0.06993,0.06993,1.3199,3.05031,0.00357,0.02005,0.00102,-1.85646,-3.64469
"48","2022_Q3",7.19328125,"Down",375507000,-260917000,114590000,-55973000,-35879000,-20094000,58617000,-15000,-94000,79000,58602000,1798000,60400000,-13461000,46939000,46939000,46939000,46939000,78233000,78233000,357582000,357582000,90090000,57315000,8717000,45477000,2429000,583220000,269521000,112338000,32150000,80188000,381859000,965079000,145352000,102190000,528000,42634000,173233000,85184000,24247000,24247000,25663000,35274000,85184000,258417000,21666000,705133000,-20137000,706662000,706662000,965079000,46939000,20520000,710000,-33564000,34605000,-28171000,-28171000,0,0,-1390000,5044000,5044000,5044000,79137000,0,30863000,0.30516,0.1561,0.125,0.06642,0.04864,0.65751,3.36668,0.36569,0,0.21674,0.21674,1.73392,3.26305,0.14251,0.05928,0.03898,-0.98858,-1.33465
