"","YQ","p","d","revenue","cost_of_revenue","gross_profit","operating_expenses","selling_general_administrative","research_development","operating_income_loss","non_operating_income_loss","interest_expense_net","other_non_operating_income_loss","pretax_income_loss_adj","pretax_income_loss","income_tax_expense_benefit_net","income_loss_from_continuing_operations","income_loss_incl_minority_interest","net_income","net_income_common","cash_cash_equivalents_short_term_investments","cash_cash_equivalents","accounts_notes_receivable","accounts_receivable_net","inventories","other_short_term_assets","prepaid_expenses","total_current_assets","property_plant_equipment_net","other_long_term_assets","goodwill","other_intangible_assets","deferred_tax_assets_long_term","misc_long_term_assets","total_noncurrent_assets","total_assets","payables_accruals","accounts_payable","accrued_taxes","other_payables_accruals","other_short_term_liabilities","misc_short_term_liabilities","total_current_liabilities","other_long_term_liabilities","misc_long_term_liabilities","total_noncurrent_liabilities","total_liabilities","share_capital_additional_paid_in_capital","treasury_stock","retained_earnings","other_equity","equity_before_minority_interest","total_equity","total_liabilities_equity","net_income_starting_line","depreciation_amortization_2","non_cash_items","change_in_working_capital","net_cash_from_operating_activities","change_in_fixed_assets_intangibles","other_investing_activities","net_cash_from_investing_activities","dividends_paid","cash_from_repurchase_of_equity","increase_in_capital_stock","other_financing_activities","net_cash_from_financing_activities","net_cash_before_disc_operations_and_fx","net_cash_before_fx","effect_of_foreign_exchange_rates","net_change_in_cash","ebitda","total_debt","free_cash_flow","gross_profit_margin","operating_margin","net_profit_margin","return_on_equity","return_on_assets","free_cash_flow_to_net_income","current_ratio","liabilities_to_equity_ratio","debt_ratio","earnings_per_share_basic","earnings_per_share_diluted","sales_per_share","equity_per_share","free_cash_flow_per_share","dividends_per_share","return_on_invested_capital","cash_return_on_invested_capital","dividend_payout_ratio","net_debt_ebitda","net_debt_ebit"
"28","2017_Q1",33.5353225806452,"Up",282106000,-141017000,141089000,-107686000,-98418000,-9268000,33403000,-1384000,-1705000,321000,32019000,32019000,-6883000,25136000,25136000,25136000,25136000,141228000,141228000,147333000,147333000,99427000,19436000,19436000,407424000,102444000,534096000,429871000,59806000,27238000,17181000,636540000,1043964000,75784000,62245000,6136000,7403000,297997000,297997000,378709000,61657000,61657000,61657000,440366000,313686000,-108714000,453371000,-54745000,603598000,603598000,1043964000,25136000,7536000,823000,6931000,40426000,-9672000,-263000,-9935000,-10205000,4583000,4583000,-424000,-30348000,143000,143000,-510999.999999998,-368000.000000004,40939000,4928000,45081000,0.50013,0.11841,0.0891,0.04164,0.02408,1.79348,1.07582,0.72957,0.00472,0.49916,0.49446,5.60212,11.98638,0.89523,0.20265,0.05273,0.06727,0.40599,-3.32934,-4.08047
"29","2017_Q2",33.3150793650794,"Down",280176000,-139818000,140358000,-107150000,-98004000,-9146000,33208000,-2221000,-1732000,-489000,30987000,30987000,-8434000,22553000,22553000,22553000,22553000,166301000,166301000,145831000,145831000,97402000,20392000,20392000,429926000,99824000,520517000,424345000,57590000,23032000,15550000,620341000,1050267000,68603000,58011000,3219000,7373000,302149000,302149000,376106000,60107000,60107000,60107000,436213000,313254000,-97840000,465554000,-66914000,614054000,614054000,1050267000,22553000,7234000,5182000,-976000,33993000,-3959000,1511000,-2448000,-10370000,8813000,8813000,-28371000,-2363000,29182000,29182000,-4109000,25073000,40442000,5354000,43941000,0.50096,0.11853,0.0805,0.03673,0.02147,1.94834,1.1431,0.71038,0.0051,0.44541,0.43831,5.53336,12.12731,0.86782,0.2048,0.04845,0.06467,0.45981,-3.9797,-4.84663
"30","2017_Q3",30.7322222222222,"Down",268001000,-133843000,134158000,-104196000,-94715000,-9481000,29962000,-862000,-1458000,596000,29100000,29100000,-3803000,25297000,25297000,25297000,25297000,125208000,125208000,140018000,140018000,97408000,19051000,19051000,381685000,96884000,524567000,424857000,55980000,27403000,16327000,621451000,1003136000,67143000,58515000,2011000,6617000,234590000,234590000,307424000,60820000,60820000,60820000,368244000,313736000,-90998000,480368000,-68214000,634892000,634892000,1003136000,25297000,6868000,-4335000,-8489000,19341000,-3276000,-918000,-4194000,-10482000,5846000,5846000,27731000,-54939000,-39792000,-39792000,-1301000,-41093000,36830000,5691000,28868000,0.50059,0.1118,0.09439,0.03984,0.02522,1.14116,1.24156,0.58001,0.00567,0.49549,0.48691,5.24936,12.4357,0.56544,0.20531,0.05101,0.04116,0.41436,-3.2451,-3.98895
"31","2017_Q4",34.865873015873,"Up",275927000,-136018000,139909000,-108359000,-98409000,-9950000,31550000,-922000,-1375000,453000,30628000,30628000,-8075000,22553000,22553000,22553000,22553000,129077000,129077000,145755000,145755000,97477000,20343000,20343000,392652000,96174000,524422000,425935000,54107000,26228000,18152000,620596000,1013248000,69959000,60144000,2706000,7109000,217995000,217995000,292026000,57159000,57159000,57159000,349185000,322484000,-87493000,492411000,-63339000,664063000,664063000,1013248000,22553000,6687000,3891000,4697000,37828000,-3621000,-555000,-4176000,-10510000,4015000,4015000,-16243000,-32684000,968000,968000,2901000,3869000,38237000,4072000,47388000,0.50705,0.11434,0.08174,0.03396,0.02226,2.10118,1.34458,0.52583,0.00402,0.44026,0.43204,5.38636,12.96314,0.92506,0.20517,0.04559,0.06534,0.46601,-3.26922,-3.96212
"32","2018_Q1",34.6314754098361,"Down",289212000,-145345000,143867000,-107572000,-96525000,-11047000,36295000,-378000,-939000,561000,35917000,35917000,-10675000,25242000,25242000,25242000,25242000,133944000,133944000,149638000,149638000,107024000,17208000,17208000,407814000,98103000,544306000,437697000,53076000,35456000,18077000,642409000,1050223000,82160000,66817000,7373000,7970000,206346000,206346000,291734000,58349000,58349000,58349000,350083000,323156000,-85470000,507136000,-44682000,700140000,700140000,1050223000,25242000,6514000,-3861000,24975000,52870000,-4311000,-124000,-4435000,-10518000,1054000,1054000,-33258000,-46255000,2180000.00000001,2180000.00000001,2687000,4867000,42809000,3228000,74148000,0.49744,0.1255,0.08728,0.03605,0.02403,2.93749,1.3979,0.50002,0.00307,0.49196,0.48343,5.63667,13.64556,1.44513,0.20499,0.04695,0.09734,0.41669,-3.05347,-3.60149
"33","2018_Q2",35.169375,"Up",290151000,-144086000,146065000,-110654000,-100134000,-10520000,35411000,-647000,-863000,216000,34764000,34764000,-8928000,25836000,25836000,25836000,25836000,142237000,142237000,152698000,152698000,109662000,19045000,19045000,423642000,95714000,538257000,433704000,51200000,36281000,17072000,633971000,1057613000,82718000,64902000,9574000,8242000,204128000,204128000,287595000,57347000,57347000,57347000,344942000,323205000,-80806000,522334000,-52062000,712671000,712671000,1057613000,25836000,6564000,2576000,-257000,34719000,-3802000,974000,-2828000,-10639000,3249000,3249000,-25174000,-21663000,10228000,10228000,-1935000,8293000,41975000,749000,46844000,0.50341,0.12204,0.08904,0.03625,0.02443,1.81313,1.47305,0.48401,0.00071,0.50226,0.49321,5.64057,13.85441,0.91065,0.20682,0.04732,0.06078,0.41179,-3.37077,-3.99559
"34","2018_Q3",36.6126984126984,"Up",287780000,-144088000,143692000,-108896000,-97582000,-11314000,34796000,227000,-829000,1056000,35023000,35023000,-30750000,4273000,4273000,4273000,4273000,115327000,115327000,164400000,164400000,113445000,20950000,20950000,414122000,97781000,522482000,443873000,50131000,9899000,18579000,620263000,1034385000,78447000,64365000,6085000,7997000,163255000,163255000,242287000,60125000,60125000,60125000,302412000,326281000,-75090000,515872000,-35090000,731973000,731973000,1034385000,4273000,6276000,29349000,-32157000,7741000,-4667000,-1703000,-6370000,-10734000,6699000,6699000,22832000,-31979000,-30608000,-30608000,3698000,-26910000,41072000,585000,34998000,0.49931,0.12091,0.01485,0.00584,0.00413,8.1905,1.70922,0.41315,0.00057,0.08265,0.08105,5.56656,14.15863,0.67697,0.20763,0.01893,0.04415,2.51205,-2.79368,-3.29756
"35","2018_Q4",38.56,"Up",298421000,-147339000,151082000,-113373000,-101695000,-11678000,37709000,-730000,-761000,30999.9999999997,36979000,36979000,-10979000,2.6e+07,2.6e+07,2.6e+07,2.6e+07,130903000,130903000,161319000,161319000,115533000,17295000,17295000,425050000,98449000,509908000,435426000,48036000,8688000,17758000,608357000,1033407000,81963000,68627000,5564000,7772000,157588000,157588000,239551000,59209000,59209000,59209000,298760000,327949000,-76291000,531135000,-48146000,734647000,734647000,1033407000,2.6e+07,6207000,2157000,12398000,46762000,-6286000,532000,-5754000,-10737000,63000,63000,-1280000,-23652000,17356000,17356000,-1780000,15576000,43916000,0,61007000,0.50627,0.12636,0.08713,0.03539,0.02516,2.34642,1.77436,0.40667,0,0.50244,0.49309,5.76692,14.1969,1.17895,0.20749,0.04628,0.07685,0.41296,-2.98076,-3.4714
"36","2019_Q1",42.7385245901639,"Up",297499000,-150047000,147452000,-102672000,-90931000,-11741000,44780000,469000,-715000,1184000,45249000,45249000,-10298000,34951000,34951000,34951000,34951000,181427000,181427000,161282000,161282000,113071000,15559000,15559000,471339000,97945000,487647000,419815000,42588000,7582000,17662000,585592000,1056931000,78741000,66538000,3885000,8318000,164804000,164804000,243545000,61274000,61274000,61274000,304819000,326179000,-71120000,553454000,-56401000,752112000,752112000,1056931000,34951000,6395000,4888000,7586000,53820000,-7022000,-72000,12047000,-10763000,626000,2088000,376000,-13386000,52481000,52481000,-1957000,50524000,51175000,-5.82076609134674e-11,62037000,0.49564,0.15052,0.11748,0.04647,0.03307,1.77497,1.93533,0.40528,-1.0842021724855e-19,0.67443,0.66873,5.74067,14.51309,1.19709,0.20769,0.0562,0.07627,0.30795,-3.54523,-4.05152
"37","2019_Q2",44.7790476190476,"Up",293196000,-146657000,146539000,-105917000,-94591000,-11326000,40622000,-729000,-712000,-17000.0000000002,39893000,39893000,-9256000,30637000,30637000,30637000,30637000,192176000,192176000,169327000,169327000,114016000,18497000,18497000,494016000,98057000,481553000,415129000,41033000,7770000,17621000,579610000,1073626000,78049000,64735000,4937000,8377000,157935000,157935000,235984000,64699000,64699000,64699000,300683000,326730000,-58414000,570858000,-66231000,772943000,772943000,1073626000,30637000,5960000,7129000,-24908000,18818000,-6009000,337000,-5672000,-11096000,12138000,12138000,-6115000,664000,13810000,13810000,-3061000,10749000,46582000,0,24921000,0.4998,0.13855,0.10449,0.03964,0.02854,0.81343,2.09343,0.38901,0,0.5869,0.57852,5.61667,14.80705,0.4774,0.21256,0.04982,0.02975,0.36218,-4.12554,-4.73084
"38","2019_Q3",47.40875,"Up",282426000,-142616000,139810000,-103780000,-92706000,-11074000,36030000,660000,-717000,1377000,36690000,36690000,-7463000,29227000,29227000,29227000,29227000,202209000,202209000,161981000,161981000,118519000,18973000,18973000,501682000,99378000,482280000,417240000,39652000,7076000,18312000,581658000,1083340000,72075000,60504000,4426000,7145000,143223000,143223000,215298000,64661000,64661000,64661000,279959000,329526000,-54498000,588918000,-60565000,803381000,803381000,1083340000,29227000,5949000,5099000,-14905000,25370000,-6118000,-789000,-6907000,-11167000,5179000,5179000,961000.000000003,-10715000,7748000,7748000,2285000,10033000,41979000,9.31322574615479e-10,28419000,0.49503,0.12757,0.10349,0.03638,0.02698,0.97235,2.33017,0.34848,8.67361737988404e-19,0.55638,0.54932,5.37637,15.29346,0.54099,0.21258,0.04653,0.03274,0.38208,-4.81691,-5.61224
"39","2019_Q4",52.80640625,"Up",289745000,-143996000,145749000,-106128000,-94691000,-11437000,39621000,1357000,-708000,2065000,40978000,40978000,-6197000,34781000,34781000,34781000,34781000,238432000,238432000,162094000,162094000,119895000,18746000,18746000,539167000,99491000,477219000,412378000,38135000,7068000,19638000,576710000,1115877000,76848000,64584000,4378000,7886000,151321000,151321000,228169000,63164000,63164000,63164000,291333000,330599000,-50083000,612474000,-68446000,824544000,824544000,1115877000,34781000,5927000,1879000,10127000,52714000,-5401000,-1358000,-6759000,-11225000,3016000,3016000,-31000,-8220000,37735000,37735000,-1512000,36223000,45548000,0,56471000,0.50303,0.13674,0.12004,0.04218,0.03117,1.62362,2.36302,0.35333,0,0.65917,0.65034,5.49123,15.62672,1.07024,0.21274,0.05183,0.06361,0.32273,-5.23474,-6.01782
"40","2020_Q1",48.1453225806452,"Down",295278000,-148698000,146580000,-100425000,-89094000,-11331000,46155000,928000,-693000,-3425000,47083000,47083000,-10470000,36613000,36613000,36613000,36613000,279072000,279072000,158114000,158114000,120037000,16056000,16056000,573279000,110048000,473981000,410987000,36123000,7298000,19573000,584029000,1157308000,79474000,64810000,6557000,8107000,112305000,112305000,241945000,64589000,64589000,64589000,306534000,330517000,-46332000,637843000,-71254000,850774000,850774000,1157308000,36613000,5963000,8157000,14576000,65309000,-15297000,172000,-15125000,-11244000,2143000,5325000,-256000,-9357000,40827000,40827000,-187000,40640000,52118000,50166000,61867000,0.49641,0.15631,0.124,0.04303,0.03164,1.68976,2.36946,0.3603,0.04335,0.69229,0.68248,5.58319,16.08664,1.1698,0.2126,0.04957,0.06408,0.3071,-4.39207,-4.95951
"41","2020_Q2",43.6919047619048,"Down",286947000,-145542000,141405000,-100514000,-89547000,-10967000,40891000,679000,-701000,1380000,41570000,41570000,-4072000,37498000,37498000,37498000,37498000,295093000,295093000,162561000,162561000,119612000,16642000,16642000,593908000,112565000,524749000,411328000,34860000,7447000,71114000,637314000,1231222000,138854000,59385000,6790000,72679000,117093000,117093000,255947000,98740000,98740000,98740000,354687000,327789000,-43779000,663808000,-71283000,876535000,876535000,1231222000,37498000,5634000,6160000,-10444000,38848000,-7724000,527000,-7197000,-11533000,3411000,3411000,-7204000,-15326000,16325000,16325000,-304000,16021000,46525000,0,32429000,0.49279,0.1425,0.13068,0.04278,0.03046,0.86482,2.32043,0.40465,0,0.70561,0.69782,5.39953,16.49389,0.61022,0.21702,0.05027,0.03325,0.30756,-6.34268,-7.21658
"42","2020_Q3",43.76140625,"Up",276665000,-137538000,139127000,-97883000,-87366000,-10517000,41244000,1113000,-647000,1760000,42357000,42357000,-8804000,33553000,33553000,33553000,33553000,289803000,289803000,151511000,151511000,120788000,18889000,18889000,580991000,112782000,522025000,410455000,33580000,7120000,70870000,634807000,1215798000,103572000,51233000,6075000,46264000,113118000,113118000,216690000,99184000,99184000,99184000,315874000,329811000,-43155000,685758000,-72490000,899924000,899924000,1215798000,33553000,6038000,2160000,-27492000,14259000,-5376000,-3933000,-9309000,-11603000,1275000,1275000,-395000,-10723000,-5773000,-5773000,482999.999999999,-5290000,47282000,0,23218000,0.50287,0.14908,0.12128,0.03728,0.0276,0.69198,2.68121,0.351,6.93889390390723e-18,0.62926,0.62336,5.18867,16.87748,0.43544,0.21761,0.0452,0.02324,0.34581,-6.12925,-7.02655
"43","2020_Q4",42.4371875,"Down",265943000,-136416000,129527000,-93037000,-83223000,-9814000,36490000,-516000,-628000,-3140000,35974000,22153000,-8520000,13633000,13633000,13633000,13633000,238880000,238880000,145133000,145133000,124575000,22502000,22502000,531090000,111383000,497869000,404039000,23444000,7006000,63380000,609252000,1140342000,116178000,58819000,8101000,49258000,111781000,111781000,227959000,91781000,91781000,91781000,319740000,331516000,-106751000,688079000,-92242000,820602000,820602000,1140342000,13633000,6059000,14070000,9044000,42806000,-8516000,-1013000,-9529000,-11311000,-63587000,526000,-1e+05,-74998000,-41721000,-41721000,-9202000,-50923000,42549000,0,51597000,0.48705,0.13721,0.05126,0.01661,0.01196,3.78471,2.32976,0.38964,0,0.25916,0.25735,5.05547,15.59932,0.98084,0.21502,0.02734,0.05655,0.82968,-5.61423,-6.54645
"44","2021_Q1",50.3975409836066,"Up",251744000,-133238000,118506000,-85287000,-75923000,-9364000,33219000,1637000,-190000,5079000,34856000,34856000,-6925000,27685000,27685000,27685000,27685000,217643000,217643000,146181000,146181000,135662000,9962000,9962000,509448000,115068000,517950000,416034000,22334000,8845000,70737000,633018000,1142466000,120802000,62547000,8652000,49603000,65086000,65086000,185888000,93506000,93506000,93506000,279394000,332309000,-107216000,704456000,-66477000,863072000,863072000,1142466000,27685000,5706000,2367000,9306000,45064000,-5661000,-4423000,-10084000,-11309000,-101999.999999985,299000,-1232000,-62473000,-27493000,-27493000,6256000,-21237000,38925000,-4.65661287307739e-10,49495000,0.47074,0.13196,0.10997,0.03208,0.02423,1.78779,2.74062,0.32372,0,0.53258,0.52846,4.84281,16.60297,0.95214,0.21755,0.04076,0.05174,0.40849,-5.59134,-6.55176
"45","2021_Q2",54.4331746031746,"Up",277227000,-141799000,135428000,-93240000,-83037000,-10203000,42188000,49000,-106000,6194635.48341325,42237000,42237000,-8582000,33481000,33481000,33481000,33481000,256333000,256333000,156735000,156735000,120220000,11489000,11489000,544777000,119960000,510970000,412718000,20910000,8976000,68366000,630930000,1175707000,137521000,62907000,10707000,63907000,67440000,67440000,204961000,90345000,90345000,90345000,295306000,332669000,-109146000,726546000,-69668000,880401000,880401000,1175707000,33481000,5635000,2307000,21415000,62838000,-9321000,119000,-9202000,-11391000,-2560000,160000,-2583000,-16551000,37085000,37085000,1605000,38690000,47823000,0,68499000,0.48851,0.15218,0.12077,0.03803,0.02848,2.04591,2.65795,0.33542,0,0.64361,0.64027,5.32914,16.92395,1.31676,0.21897,0.04622,0.07056,0.34022,-5.36004,-6.07597
"46","2021_Q3",51.1940625,"Down",265838000,-136316000,129522000,-92110000,-82234000,-9876000,37412000,1985000,-51000,2191000,39397000,39397000,-8206000,30860000,30860000,30860000,30860000,277588000,277588000,154052000,154052000,122922000,12774000,12774000,567336000,122088000,518458000,420726000,19809000,8261000,69662000,640546000,1207882000,137492000,67483000,9393000,60616000,64052000,64052000,201544000,87003000,87003000,87003000,288547000,334625000,-109789000,745960000,-51461000,919335000,919335000,1207882000,30860000,5786000,-75999.9999999995,-519000,36051000,-5190000,-2e+06,-7190000,-11446000,-562000,311000,-23000,-12277000,16584000,16584000,4671000,21255000,43198000,0,45695000,0.48722,0.14073,0.11609,0.03357,0.02555,1.48072,2.81495,0.31386,-2.16840434497101e-19,0.59324,0.59024,5.1104,17.67306,0.87843,0.22003,0.04204,0.04541,0.3709,-6.42595,-7.41976
"47","2021_Q4",51.125,"Down",295503000,-146656000,148847000,-102122000,-90817000,-11305000,46725000,1050000,-131000,1181000,47775000,47775000,-10229000,37291000,37291000,37291000,37291000,321801000,321801000,163381000,163381000,122847000,13032000,13032000,621061000,121126000,517990000,422091000,18528000,8334000,69037000,639116000,1260177000,153773000,72234000,2711000,78828000,67342000,67342000,221115000,87436000,87436000,87436000,308551000,337505000,-109128000,771797000,-48548000,951626000,951626000,1260177000,37291000,5819000,1389000,11520000,56019000,-6900000,4448000,-2452000,-11453000,1141000,1141000,-134000,-10446000,43121000,43121000,1092000,44213000,52544000,0,67393000,0.50371,0.15812,0.12619,0.03919,0.02959,1.80722,2.80877,0.32424,0,0.71686,0.71318,5.68057,18.29346,1.29552,0.22017,0.04691,0.06486,0.30713,-6.12441,-6.88713
"48","2022_Q1",47.8417741935484,"Down",306130000,-158481000,147649000,-106847000,-93680000,-13167000,40802000,812000,-149000,961000,41614000,41614000,-8593000,28027000,28027000,28027000,28027000,147335000,147335000,170579000,170579000,136107000,11083000,11083000,465104000,121741000,790911000,614137000,92334000,16343000,68097000,912652000,1377756000,180294000,82152000,3915000,94227000,77290000,77290000,257584000,119144000,119144000,157144000,414728000,339160000,-109061000,788369000,-55953000,963028000,963028000,1377756000,28027000,8243000,2436000,12051000,50757000,-5778000,13000.0000000019,-249748000,-11456000,153000,153000,-10000,26950000,-172041000,-172041000,-2425000,-174466000,49045000,3.8e+07,63911000,0.48231,0.13328,0.09155,0.0291,0.02034,2.28034,1.80564,0.43065,0.02758,0.53877,0.53601,5.88485,18.50279,1.22859,0.22022,0.03525,0.05705,0.40875,-2.22928,-2.67965
"49","2022_Q2",45.2793548387097,"Down",321475000,-166487000,154988000,-110653000,-96746000,-13907000,44335000,361000,-182000,543000,44696000,44696000,-9650000,35046000,35046000,35046000,35046000,157553000,157553000,182791000,182791000,152295000,12452000,12452000,505091000,128618000,776769000,610836000,88219000,16377000,61337000,905387000,1410478000,187434000,79497000,5593000,102344000,79059000,79059000,266493000,113092000,113092000,180092000,446585000,340730000,-127986000,811820000,-60671000,963893000,963893000,1410478000,35046000,8509000,3317000,-19381000,27491000,-11328000,2000,-11326000,-11595000,-18773000,151000,-3224000,-4592000,11573000,11573000,-1355000,10218000,52844000,6.7e+07,31785000,0.48212,0.13791,0.10902,0.03636,0.02485,0.90695,1.89533,0.46331,0.0475,0.67331,0.67331,6.17627,18.5186,0.61066,0.22277,0.04077,0.02778,0.33085,-1.71359,-2.04247
"50","2022_Q3",45.64328125,"Up",318055000,-168693000,149362000,-106490000,-92525000,-13965000,42872000,-830000,-252000,-578000,42042000,42042000,-8227000,33815000,33815000,33815000,33815000,147407000,147407000,172471000,172471000,167456000,12681000,12681000,500015000,126551000,760497000,601681000,83608000,15234000,59974000,887048000,1387063000,154045000,80611000,4783000,68651000,73451000,73451000,227496000,109999000,109999000,192999000,420495000,342437000,-130911000,833981000,-78939000,966568000,966568000,1387063000,33815000,8487000,2253000,-47718000,-3163000,-5112000,57000,-5055000,-11654000,-2573000,223000,-1686000,87000,-8130999.99999997,-8130999.99999997,-2015000,-10146000,51359000,8.3e+07,6756000,0.46961,0.13479,0.10632,0.03498,0.02438,0.19979,2.19791,0.43504,0.05984,0.64966,0.64966,6.11057,18.56999,0.1298,0.2239,0.03921,0.00583,0.34464,-1.25405,-1.50231
