"","YQ","p","d","revenue","cost_of_revenue","gross_profit","operating_expenses","selling_general_administrative","research_development","operating_income_loss","non_operating_income_loss","interest_expense_net","pretax_income_loss_adj","abnormal_gains_losses","pretax_income_loss","income_tax_expense_benefit_net","income_loss_from_continuing_operations","income_loss_incl_minority_interest","net_income","net_income_common","cash_cash_equivalents_short_term_investments","cash_cash_equivalents","short_term_investments","accounts_notes_receivable","accounts_receivable_net","inventories","other_short_term_assets","prepaid_expenses","total_current_assets","property_plant_equipment_net","other_long_term_assets","misc_long_term_assets","total_noncurrent_assets","total_assets","payables_accruals","accounts_payable","other_payables_accruals","other_short_term_liabilities","misc_short_term_liabilities","total_current_liabilities","other_long_term_liabilities","misc_long_term_liabilities","total_noncurrent_liabilities","total_liabilities","share_capital_additional_paid_in_capital","retained_earnings","equity_before_minority_interest","total_equity","total_liabilities_equity","net_income_starting_line","depreciation_amortization_2","non_cash_items","change_in_working_capital","net_cash_from_operating_activities","change_in_fixed_assets_intangibles","net_cash_from_investing_activities","net_cash_before_disc_operations_and_fx","net_cash_before_fx","net_change_in_cash","ebitda","total_debt","free_cash_flow","gross_profit_margin","operating_margin","net_profit_margin","return_on_equity","return_on_assets","free_cash_flow_to_net_income","current_ratio","liabilities_to_equity_ratio","debt_ratio","earnings_per_share_basic","earnings_per_share_diluted","sales_per_share","equity_per_share","free_cash_flow_per_share","return_on_invested_capital","cash_return_on_invested_capital","net_debt_ebitda","net_debt_ebit"
"35","2019_Q3",12.1021875,"Down",26670000,-16759000,9911000,-3297000,-2474000,-823000,6614000,507000,507000,7121000,2204000,9325000,-1865000,7460000,7460000,7460000,7460000,114742000,11586000,103156000,2412000,2412000,20139000,14939000,926000,152232000,8366000,53000,53000,8419000,160651000,4442000,2155000,2287000,4020000,4020000,8462000,2202000,0,2202000,10664000,13351000,136636000,149987000,149987000,160651000,7460000,397000,3922000,-3863000,7916000,-599000,-599000,7317000,7317000,7317000,7011000,0,4414000,0.37162,0.24799,0.27972,0.04974,0.04644,0.591689999999999,17.99007,0.0711,0,0.51303,0.5071,1.83412,10.31477,0.30356,0.04902,0.029,-16.366,-17.34835
"36","2019_Q4",12.03625,"Down",18848000,-14098000,4750000,-3352000,-2471000,-881000,1398000,567000,567000,1965000,1090000,3055000,-611000,2444000,2444000,2444000,2444000,111202000,6435000,104767000,1482000,1482000,19995000,21467000,945000,154146000,8301000,53000,53000,8354000,162500000,5256000,2594000,2662000,2462000,2462000,7718000,2333000,0,2333000,10051000,13369000,139080000,152449000,152449000,162500000,2444000,405000,-290000,-7370000,-4811000,-340000,-340000,-5151000,-5151000,-5151000,1803000,0,-5296000,0.25202,0.07417,0.12967,0.01603,0.01504,-2.16694,19.97227,0.06593,0,0.16808,0.16624,1.2962,10.48408,-0.36421,0.01579,-0.03422,-61.6761,-79.54363
"37","2020_Q1",10.8420967741935,"Down",14484000,-11650000,2834000,-3380000,-2512000,-868000,-546000,1746000,1746000,1200000,-1147000,53000,-74000,-21000,-21000,-21000,-21000,115624000,10302000,105322000,1603000,1603000,25366000,14337000,499000,156930000,8389000,53000,53000,8442000,165372000,4567000,1907000,2660000,1918000,1918000,6485000,3372000,-10405.6533755277,3372000,9857000,13618000,141897000,155515000,155515000,165372000,-21000,412000,-1025000,4774000,4140000,-504000,-504000,3867000,3867000,3867000,-134000,0,4210000,0.19566,-0.0377,-0.00145,-0.00014,-0.00013,-200.47619,24.19892,0.06338,0,-0.00144,-0.00143,0.99335,10.66559,0.28873,-0.00013,0.0265,862.86567,211.76557
"38","2020_Q2",11.5661904761905,"Up",18964000,-15983000,2981000,-4039000,-3194000,-845000,-1058000,804000,804000,-254000,2193000,1939000,-388000,1551000,1551000,1551000,1551000,121575000,14343000,107232000,1662000,1662000,25691000,14837000,1454000,163765000,7977000,53000,53000,8030000,171795000,7137000,2714000,4423000,4921000,4921000,12058000,1715000,3.63797880709171e-12,1715000,13773000,13636000,144386000,158022000,158022000,171795000,2489000,418000,-3549000,4689000,4047000,-6000,-6000,4041000,4041000,4041000,-640000,0,4431000,0.15719,-0.05579,0.08179,0.00982,0.00903,2.85687,13.58144,0.08716,0,0.10633,0.10537,1.30015,10.83381,0.30378,0.00971,0.02774,189.96094,114.91021
"39","2020_Q3",12.20125,"Up",25059000,-16382000,8677000,-2359000,-1749000,-610000,6318000,581000,591000,6899000,-6546000,353000,-70000,283000,283000,283000,283000,121013000,18738000,102275000,2366000,2366000,27063000,10936000,2144000,161378000,8276000,53000,53000,8329000,169707000,7101000,4380000,2721000,4713000,4713000,11814000,509000,0,509000,12323000,13653000,143731000,157384000,157384000,169707000,-655000,413000,3793000,1556000,5107000,-712000,-712000,4395000,4395000,4395000,6731000,0,7645000,0.34626,0.25212,0.01129,0.0018,0.00167,27.01413,13.6599,0.0783,0,0.0194,0.01924,1.71802,10.79007,0.52413,0.00179,0.04842,-17.97846,-19.15369
"40","2020_Q4",12.08921875,"Down",22940000,-17555000,5385000,-3371000,-2522000,-849000,2014000,502000,512000,2516000,2888000,5404000,-1082000,4322000,4322000,4322000,4322000,124239000,18564000,105675000,1609000,1609000,24562000,11713000,1649000,162123000,8391000,53000,53000,8444000,170567000,4783000,2089000,2694000,2651000,2651000,7434000,1306000,0,1306000,8740000,13774000,148053000,161827000,161827000,170567000,4322000,413000,-2560000,-1924000,251000,-528000,-528000,-174000,-174000,-174000,2427000,0,1057000,0.23474,0.08779,0.1884,0.02671,0.02534,0.24456,21.80831,0.05401,0,0.29595,0.29355,1.5708,11.08101,0.07238,0.02649,0.00648,-51.19036,-61.68769
"41","2021_Q1",13.4285245901639,"Up",10457000,-8547000,1910000,-3648000,-2891000,-757000,-1738000,418000,414000,-1320000,305000,-1015000,390000,-625000,-625000,-625000,-625000,125082000,35584000,89498000,1992000,1992000,27090000,7594000,1189000,161758000,8341000,995000,995000,9336000,171094000,4333000,1728000,2605000,4181000,4181000,8514000,1360000,614000,1360000,9874000,13792000,147428000,161220000,161220000,171094000,-625000,399000,15635000,1960000,17369000,-349000,-349000,17020000,17020000,17020000,-1339000,0,-118000.000000001,0.18265,-0.1662,-0.05977,-0.00388,-0.00365,0.188800000000001,18.99906,0.06125,0,-0.0428,-0.04243,0.71604,11.03944,-0.00807999999999998,-0.00384,-0.000730000000000001,93.41449,71.96893
"42","2021_Q2",12.3214285714286,"Down",20106000,-16401000,3705000,-4748000,-3399000,-1349000,-1043000,277000,277000,-766000,423000,-343000,69000.0000000002,-274000,-274000,-274000,-274000,116006000,23957000,92049000,2764000,2764000,35473000,5823000,1114000,160066000,12087000,1159000,1159000,13246000,173312000,5610000,3224000,2386000,3117000,3117000,8727000,1814000,686000,1814000,10541000,13792000,148979000,162771000,162771000,173312000,-274000,750000,-617999.999999996,-839000.000000001,-981000.000000004,-1003000,-1003000,-1984000,-1984000,-1984000,-293000,0,-2204000,0.18427,-0.05188,-0.01363,-0.00168,-0.00158,8.0438,18.34147,0.06476,0,-0.01876,-0.0186,1.37656,11.14412,-0.1509,-0.00166,-0.01339,395.92491,111.22339
"43","2021_Q3",11.5465625,"Down",20210000,-14788000,5422000,-4198000,-3633000,-565000,1224000,853000,853000,2077000,3065000,5142000,-1029000,4113000,4113000,4113000,4113000,123063000,29417000,93646000,3543000,3543000,38104000,1204000,1204000,165914000,12252000,1054000,1054000,13306000,179220000,5831000,2697000,3134000,6438000,6438000,12269000,1836000,589000,1836000,14105000,13848000,151267000,165115000,165115000,179220000,4113000,460000,-3004000,8695000,10264000,-726000,-14503000,-4183000,-4183000,-4183000,1684000,0,10682000,0.26828,0.06056,0.20351,0.02491,0.02295,2.59713,13.52303,0.08543,0,0.2814,0.27883,1.38273,11.29687,0.73084,0.02464,0.06398,-73.07779,-100.54167
"44","2021_Q4",11.55453125,"Up",24919000,-19315000,5604000,-4378000,-3203000,-1175000,1226000,307000,307000,1533000,1385000,2918000,-583000,2335000,2335000,2335000,2335000,122889000,27544000,95345000,3120000,3120000,40832000,1233000,1233000,168074000,12251000,948000,948000,13199000,181273000,7280000,4406000,2874000,4849000,4849000,12129000,1694000,491000,1694000,13823000,13848000,153602000,167450000,167450000,181273000,2335000,721000,-1643000,-2566000,-1153000,-720000,-720000,-1873000,-1873000,-1873000,1947000,0,-756000,0.22489,0.0492,0.0937,0.01394,0.01288,-0.32377,13.8572,0.08255,0,0.15981,0.15841,1.7055,11.46054,-0.05174,0.0138,-0.00447,-63.1171,-100.23573
"45","2022_Q1",10.8046774193548,"Down",20043000,-16596000,3447000,-4153000,-2964000,-1189000,-706000,325000,325000,-381000,-702000,-1083000,714000,-369000,-369000,-369000,-369000,118208000,23232000,94976000,2622000,2622000,41888000,4105000,2202000,166823000,11801000,838000,838000,12639000,179462000,5750000,3105000,2645000,5637000,5637000,11387000,786000,392000,786000,12173000,14056000,153233000,167289000,167289000,179462000,-369000,660000,-614000,-3987000,-4310000,-210000,-210000.000000002,-4312000,-4312000,-4312000,-46000,0,-4957000,0.17198,-0.03522,-0.01841,-0.00221,-0.00206,13.4336,14.6503,0.07277,0,-0.02524,-0.02502,1.37121,11.44482,-0.33913,-0.0022,-0.02949,2569.73913,167.43343
"46","2022_Q2",10.0782258064516,"Down",25825000,-20010000,5815000,-3696000,-2799000,-897000,2119000,493000,493000,2612000,1962000,4574000,-1098000,3476000,3476000,3476000,3476000,116930000,21248000,95682000,3376000,3376000,45734000,4597000,3372000,170637000,12051000,778000,778000,12829000,183466000,6622000,4455000,2167000,9114000,9114000,15736000,715000,308000,715000,16451000,14056000,152959000,167015000,167015000,183466000,3476000,705000,-1696000,-5383000,-2898000,-705000,-705000,-3603000,-3603000,-3603000,2824000,0,-2166000,0.22517,0.08205,0.1346,0.02081,0.01895,-0.62313,10.84373,0.0985,0,0.23781,0.23568,1.76678,11.42608,-0.14818,0.02072,-0.01291,-41.4058099999997,-55.18169
"47","2022_Q3",9.7375,"Down",24935000,-20853000,4082000,-5336000,-3964000,-1372000,-1254000,-57000,80000,-1311000,-3027000,-4338000,1027000,-3311000,-3311000,-3311000,-3311000,117072000,22571000,94501000,3924000,3924000,47222000,5385000,3756000,173603000,12205000,711000,711000,12916000,186519000,8183000,5741000,2442000,10693000,10693000,18876000,189000,189000,189000,19065000,14056000,153398000,167454000,167454000,186519000,-3311000,594000,1790000,4870000,3943000,-1001000,-1001000,2942000,2942000,2942000,-660000,0,2182000,0.16371,-0.05029,-0.13279,-0.01977,-0.01775,-0.659019999999998,9.19702,0.11385,0,-0.22652,-0.22652,1.70589,11.45611,0.14928,-0.01975,0.01302,177.38182,93.35885
