"","YQ","p","d","revenue","cost_of_revenue","gross_profit","operating_expenses","selling_general_administrative","operating_income_loss","non_operating_income_loss","interest_expense_net","pretax_income_loss_adj","pretax_income_loss","income_tax_expense_benefit_net","income_loss_from_continuing_operations","income_loss_incl_minority_interest","minority_interest","net_income","net_income_common","cash_cash_equivalents_short_term_investments","cash_cash_equivalents","accounts_notes_receivable","accounts_receivable_net","other_short_term_assets","prepaid_expenses","misc_short_term_assets","total_current_assets","property_plant_equipment_net","other_long_term_assets","goodwill","other_intangible_assets","deferred_tax_assets_long_term","misc_long_term_assets","total_noncurrent_assets","total_assets","payables_accruals","other_payables_accruals","short_term_debt","other_short_term_liabilities","liabilities_from_derivatives_hedging_short_term","misc_short_term_liabilities","total_current_liabilities","long_term_debt","other_long_term_liabilities","deferred_tax_liabilities_long_term","misc_long_term_liabilities","total_noncurrent_liabilities","total_liabilities","share_capital_additional_paid_in_capital","retained_earnings","other_equity","equity_before_minority_interest","minority_interest_2","total_equity","total_liabilities_equity","net_income_starting_line","depreciation_amortization_2","non_cash_items","change_in_working_capital","net_cash_from_operating_activities","change_in_fixed_assets_intangibles","other_investing_activities","net_cash_from_investing_activities","dividends_paid","cash_from_repayment_of_debt","cash_from_repurchase_of_equity","other_financing_activities","net_cash_from_financing_activities","net_cash_before_disc_operations_and_fx","net_cash_before_fx","effect_of_foreign_exchange_rates","net_change_in_cash","ebitda","total_debt","free_cash_flow","gross_profit_margin","operating_margin","net_profit_margin","return_on_equity","return_on_assets","free_cash_flow_to_net_income","current_ratio","liabilities_to_equity_ratio","debt_ratio","earnings_per_share_basic","earnings_per_share_diluted","sales_per_share","equity_per_share","free_cash_flow_per_share","dividends_per_share","return_on_invested_capital","cash_return_on_invested_capital","dividend_payout_ratio","net_debt_ebitda","net_debt_ebit"
"27","2016_Q4",70.3807936507936,"Down",951885000,-469981000,481904000,-361516000,-361516000,120388000,-44143000,-44143000,76245000,76245000,-14021000,62224000,62224000,-6714000,55510000,55510000,825500000,825500000,172848000,172848000,1066755000,58497000,1008258000,2065103000,366445000,2267553000,1556904000,645541000,24549000,40559000,2633998000,4699101000,310858000,285572000,86402000,1350872000,1160951000,189921000,1748132000,1787675000,210544000,195354000,15190000,1998219000,3746351000,136405000,981013000,-277301000,840117000,112633000,952750000,4699101000,62224000,108555000,31126000,-83770000,118135000,-38907000,-1039000,-39880000,-1539000,12368000,-59573000,-5476000,-54220000,24035000,24035000,-1560000,22475000,228943000,1874077000,120287000,0.50626,0.12647,0.05832,0.05826,0.01181,2.16694,1.18132,3.93214,0.39882,0.42935,0.42648,7.36257,6.49808,0.93039,0.0119,0.01878,0.0396000000000001,0.02772,4.58008,8.70998
"28","2017_Q1",76.8238709677419,"Up",950187000,-478491000,471696000,-391470000,-391470000,80226000,-49408000,-49408000,30818000,30818000,-2917000,27901000,27901000,-3802000,24099000,24099000,1162779000,1162779000,275032000,275032000,1678195000,131341000,1546854000,3116006000,526370000,7021974000,4807594000,2085292000,15789000,113299000,7548344000,10664350000,804887000,804887000,177785000,1869284000,1477212000,392072000,2851956000,4260827000,772225000,676472000,95753000,5033052000,7885008000,1816278000,1137230000,-322717000,2630791000,148551000,2779342000,10664350000,97413000,-48428000,-8646000,136080000,176419000,-198831000,42559000,-194055000,-1063000,28777999.9999998,612000,-17687000,10640000,-6996000.00000006,-6996000.00000006,-22109000,-29105000.0000001,31798000,4438612000,-28036000,0.49642,0.08443,0.02536,0.00867,0.00226,-1.16337,1.09259,2.83701,0.41621,0.17212,0.1709,6.78627,18.78922,-0.200230000000002,0.00759,0.00315,-0.00351,0.04411,103.0201,40.83256
"29","2017_Q2",84.7231746031746,"Up",919762000,-455936000,463826000,-358856000,-358856000,104970000,-39690000,-39690000,65280000,65280000,-12321000,52959000,52959000,-4146000,48813000,48813000,1261845000,1261845000,264042000,264042000,873293000,113823000,759470000,2399180000,551951000,7008585000,4859387000,1997420000,15838000,135940000,7560536000,9959716000,824319000,824319000,179004000,1089539000,813136000,276403000,2092862000,4221258000,769305000,636908000,132397000,4990563000,7083425000,1826166000,1192519000,-287806000,2730879000,145412000,2876291000,9959716000,52959000,109033000,16547000,115426000,293965000,-46219000,-422000.000000007,-46641000,-1522000,-158521000,982000,-904000,-159965000,87359000,87359000,11707000,99066000,214003000,4400262000,295531000,0.50429,0.11413,0.05307,0.01697,0.0049,6.05435,1.14636,2.46269,0.44181,0.31717,0.31518,5.97632,17.74439,1.92027,0.00989,0.00626,0.03673,0.03118,14.66529,29.89823
"30","2017_Q3",92.3401587301587,"Up",962240000,-469149000,493091000,-361239000,-361239000,131852000,-46529000,-46529000,85323000,85323000,-12880000,72443000,72443000,-5533000,66910000,66910000,1080576000,1080576000,283640000,283640000,1151855000,147396000,1004459000,2516071000,537879000,6982831000,4890016000,1927167000,16388000,149260000,7520710000,10036781000,823236000,823236000,86510000,1188718000,870434000,318284000,2098464000,4175411000,758268000,617308000,140960000,4933679000,7032143000,1838889000,1255552000,-243459000,2850982000,153656000,3004638000,10036781000,72443000,107281000,28681000,-234309000,-25904000,-43738999.9999999,-33820000,-40062000,-2029000,-110543000,-554000,-17858000,-130984000,-196950000,-196950000,15681000,-181269000,239133000,4261921000,-26035000,0.51244,0.13703,0.06954,0.02227,0.00667,-0.389099999999998,1.19901,2.34043,0.42463,0.43868,0.43574,6.30874,18.6919,-0.17069,0.0133,0.00859,-0.00324,0.03032,13.30366,24.12815
"31","2017_Q4",98.0033333333333,"Up",1038908000,-493884000,545024000,-372553000,-372553000,172471000,-38416000,-38416000,134055000,134055000,-15692000,118363000,118363000,-7623000,110740000,110740000,1186050000,1186050000,296366000,296366000,2067881000,220649000,1847232000,3550297000,577188000,8154064000,5616414000,2328709000,16736000,192205000,8731252000,12281549000,992363000,992363000,93408000,2038140000,1550627000,487513000,3123911000,4677910000,784775000,632648000,152127000,5462685000,8586596000,2376331000,1357526000,-202508000,3531349000,163604000,3694953000,12281549000,118363000,113649000,38706000,-178656000,92062000,-609663000,-13814000,-623454000,-1590000,673064000,-47342000,-59000,624073000,92681000,92681000,12793000,105474000,286120000,4771318000,-486507000,0.52461,0.16601,0.10659,0.02997,0.00902,-4.39324,1.13649,2.32387,0.38849,0.71649,0.7126,6.72171,22.84775,-3.14769,0.01029,0.01214,-0.05259,0.01436,12.53064,20.78766
"32","2018_Q1",108.318360655738,"Up",1054253000,-509068000,545185000,-395610000,-395610000,149575000,-41550000,-41550000,108025000,108025000,142280000,250305000,250305000,-8343000,241962000,241962000,1335855000,1335855000,301887000,301887000,2665837000,206545000,2459292000,4303579000,588348000,8106142000,5703992000,2181707000,13146000,207297000,8694490000,12998069000,1039607000,1039607000,100308000,2675675000,2040509000,635166000,3815590000,4559408000,657840000,436879000,220961000,5217248000,9032838000,2379774000,1597897000,-183144000,3794527000,170704000,3965231000,12998069000,250305000,121188000,-157898000,-61330000,152265000,-7407000.00000012,19059000,-25868000,-1591000,30315000.0000001,-9542999.99999999,-1.86264514923096e-09,19181000.0000001,145578000,145578000,4227000,149805000,270763000,4659716000,59746000.0000001,0.51713,0.14188,0.22951,0.06102,0.01862,0.24692,1.12789,2.27801,0.35849,1.53508,1.5287,6.68849,24.07359,0.37905,0.01009,0.02624,0.00644,0.00658,12.27591,22.22204
"33","2018_Q2",110.73359375,"Up",794977000,-252386000,542591000,-386421000,-386421000,156170000,-33911000,-33911000,122259000,122259000,-24673000,97586000,97586000,-6187000,91399000,91399000,1005823000,1005823000,288101000,288101000,2863954000,213841000,2650113000,4157878000,599774000,8145645000,5714945000,2096261000,11420000,323019000,8745419000,12903297000,1039379000,1039379000,107479000,2762061000,2314444000,447617000,3908919000,4176851000,677737000,452470000,225267000,4854588000,8763507000,2390022000,1738545000,-176961000,3951606000,188184000,4139790000,12903297000,97586000,121743000,33321000,31891000,284541000,-43775000,-1586000.00000001,-45361000,-1593000,-571337000,1555000,-586000,-571961000,-332781000,-332781000,2749000,-330032000,277913000,4284330000,290702000,0.68252,0.19645,0.11497,0.02208,0.00708,3.18058,1.06369,2.1169,0.33203,0.57368,0.57112,4.98978,24.80279,1.82463,0.01,0.01022,0.03194,0.01743,11.79688,20.99319
"34","2018_Q3",117.903333333333,"Up",833164000,-264544000,568620000,-377883000,-377883000,190737000,-45152000,-45152000,145585000,145585000,-27856000,117729000,117729000,-8660000,109069000,109069000,1099529000,1099529000,317222000,317222000,2242193000,208255000,2033938000,3658944000,615803000,8025130000,5671875000,1997367000,10049000,345839000,8640933000,12299877000,1027934000,1027934000,74717000,2261716000,1714375000,547341000,3364367000,4255142000,664367000,443874000,220493000,4919509000,8283876000,2254783000,1819213000,-243629000,3830367000,185634000,4016001000,12299877000,117729000,123648000,34271000,-53433000,222215000,-58894000.0000001,91000,-58743999.9999999,-1578000,152531000,-182465000,-10298000,-41810000,121661000,121661000,-27955000,93706000.0000001,314385000,4329859000,229914000,0.68248,0.22893,0.13091,0.02716,0.00887,2.10797,1.08756,2.06272,0.35202,0.68596,0.68306,5.23993,24.0899,1.44597,0.00992,0.01228,0.02552,0.01447,10.27508,16.93604
"35","2018_Q4",107.998888888889,"Down",857670000,-265013000,592657000,-369495000,-369495000,223162000,-43221000,-43221000,179941000,179941000,6088000,186029000,186029000,-9659000,176370000,176370000,990604000,990604000,321664000,321664000,3101722000,207496000,2894226000,4413990000,640976000,8784270000,6130921000,2278968000,9237000,365144000,9425246000,13839236000,1065435000,1065435000,92689000,3108947000,2423069000,685878000,4267071000,4707510000,689087000,516357000,172730000,5396597000,9663668000,2250828000,1994003000,-270545000,3974286000,201282000,4175568000,13839236000,186029000,124057000,24777000,-180613000,154250000,-822473000,-1019000,-823420000,-1579000,605896000,-32240000,-7346000,564731000,-104439000,-104439000,-4486000,-108925000,347219000,4800199000,-661955000,0.69101,0.2602,0.20564,0.04224,0.01274,-3.75322,1.03443,2.31434,0.34685,1.11508,1.1113,5.42253,25.12699,-4.18514,0.00998,0.01841,-0.06849,0.00895,10.97174,17.07098
"36","2019_Q1",119.035901639344,"Up",880555000,-313071000,567484000,-400498000,-400498000,166986000,-52616000,-52616000,114370000,114370000,-31047000,83323000,83323000,-8108000,75215000,75215000,1210878000,1210878000,348400000,348400000,1816930000,216708000,1600222000,3376208000,653542000,9201024000,6341355000,2488618000,8128000,362923000,9854566000,13230774000,1176703000,1176703000,115075000,1976842000,1276356000,700486000,3268620000,5015168000,760643000,585025000,175618000,5775811000,9044431000,2235167000,2066415000,-310175000,3991407000,194936000,4186343000,13230774000,83323000,153365000,50759000,157629000,445076000,711852000,-791000,-548762000,-1582000,353593000,19270000,-35311000,335970000,232284000,232284000,-12010000,220274000,320351000,5130243000,1220879000,0.64446,0.18964,0.08542,0.01797,0.00568,16.23186,1.03292,2.16046,0.38775,0.47545,0.47405,5.56623,25.23077,7.71751,0.01,0.00762,0.12115,0.02103,12.2346,23.47122
"37","2019_Q2",145.79126984127,"Up",883039000,-305230000,577809000,-378317000,-378317000,199492000,-56147000,-56147000,143345000,143345000,-24140000,119205000,119205000,-6864000,112341000,112341000,1277633000,1277633000,381608000,381608000,3010510000,235139000,2775371000,4669751000,674199000,9405671000,6345998000,2405333000,7288000,647052000,10079870000,14749621000,1161421000,1161421000,133019000,3221782000,2579876000,641906000,4516222000,5170377000,920561000,569169000,351392000,6090938000,10607160000,2151623000,2111798000,-312608000,3950813000,191648000,4142461000,14749621000,119205000,148630000,43243000,-81349000,229729000,-129953000,13672000,-116281000,-1571000,115590000,-157656000,-5572000,-49209000,64239000,64239000,2516000,66755000,348122000,5303396000,160960000,0.65434,0.22592,0.12722,0.02712,0.00762,1.43278,1.034,2.56059,0.35956,0.71319,0.71094,5.60592,25.0815,1.02184,0.00997,0.01099,0.01553,0.01398,11.56423,20.18007
"38","2019_Q3",160.03515625,"Up",935151000,-302275000,632876000,-411150000,-411150000,221726000,-59438000,-59438000,162288000,162288000,-32248000,130040000,130040000,-9581000,120459000,120459000,1047727000,1047727000,394603000,394603000,3105349000,261082000,2844267000,4547679000,712396000,9323997000,6345563000,2308333000,6950000,663151000,10036393000,14584072000,1117938000,1117938000,151062000,3214582000,2478373000,736209000,4483582000,5000585000,924789000,556130000,368659000,5925374000,10408956000,2126065000,2204445000,-339906000,3990604000,184512000,4175116000,14584072000,130040000,145123000,51259000,-308798000,17624000,-81603999.9999999,-490000,-82094000,-1566000,-66546000,-74555000,-20667000,-163334000,-227804000,-227804000,-2102000,-229906000,366849000,5151647000,8695000,0.67676,0.2371,0.12881,0.02885,0.00826,0.0721799999999984,1.0143,2.49309,0.35324,0.76841,0.766,5.96538,25.45629,0.0554699999999997,0.00999,0.0119,0.00085,0.013,11.18695,18.50897
"39","2019_Q4",168.381875,"Up",1105941000,-427720000,678221000,-504184000,-504184000,174037000,-84931000,-84931000,89106000,89106000,16623000,105729000,105729000,-10687000,95042000,95042000,2127616000,2127616000,868133000,868133000,1996819000,440512000,1556307000,4992568000,1423271000,38796208000,23754450000,13184391000,12477000,1844890000,40219479000,45212047000,1849424000,1849424000,33373000,2400355000,1852731000,547624000,4283152000,8987704000,3985473000,3352727000,632746000,12973177000,17256329000,25904804000,2297897000,-428067000,27774634000,181084000,27955718000,45212047000,105729000,183745000,7620000,804942000,1102036000,10540000,15930000,-307913000,-1590000,414092000,20224000,-110307000,322419000,1116542000,1116542000,-36653000,1079889000,357782000,9021077000,1156641000,0.61325,0.15737,0.08594,0.0034,0.0021,12.16979,1.16563,0.61727,0.19953,0.53618,0.53479,6.23923,156.69221,6.52526,0.00897,0.00236,0.02824,0.01673,19.26721,39.60917
"40","2020_Q1",179.465161290323,"Up",1987761000,-1038578000,949183000,-753021000,-753021000,196162000,-72976000,-72976000,123186000,123186000,-22425000,114302000,114302000,-11531000,102771000,102771000,1678273000,1678273000,895232000,895232000,1792943000,439165000,1353778000,4366448000,1382802000,38730912000,23759740000,13154655000,6292000,1810225000,40113714000,44480162000,1822166000,1822166000,35137000,1722043000,1258806000,463237000,3579346000,9090364000,3755463000,3145641000,609822000,12845827000,16425173000,25833307000,2333011000,-310571000,27855747000,199242000,28054989000,44480162000,114302000,400837000,97519000,-570769000,41888999.9999999,-106851000,6292000,-410798000,-58771000,19605000.0000001,-74882000,-24502000,-138550000,-507459000,-507459000,58116000,-449343000,596999000,9125501000,-58196000,0.47751,0.09868,0.0517,0.00366,0.00231,-0.566270000000001,1.2199,0.58546,0.20516,0.34069,0.33857,6.58954,92.34337,-0.192919999999999,0.19483,0.00395,-0.00142,0.57186,12.47444,37.96468
"41","2020_Q2",163.655396825397,"Down",1903598000,-933871000,969727000,-725748000,-725748000,243979000,-90138000,-90138000,153841000,153841000,-15502000,150608000,150608000,-7033000,143575000,143575000,1800061000,1800061000,799798000,799798000,1469811000,423523000,1046288000,4069670000,1441910000,38338018000,23662373000,12814791000,6778000,1854076000,39779928000,43849598000,1636823000,1636823000,70551000,1328905000,953723000,375182000,3036279000,9636076000,3656810000,3024409000,632401000,13292886000,16329165000,25525184000,2335407000,-539780000,27320811000,199622000,27520433000,43849598000,150608000,397818000,50399000,-162251000,436574000,-104802000,2348000,-169650000,-58279000,417930000,-392879000,-44253000,-77481000,189443000,189443000,-67655000,121788000,641797000,9706627000,390246000,0.50942,0.12817,0.07542,0.00522,0.00327,2.71806,1.34035,0.59335,0.22136,0.47956,0.47725,6.3583,91.25553,1.30348,0.19466,0.00494,0.00955,0.40591,12.31942,32.40675
"42","2020_Q3",170.32953125,"Up",1671952000,-893740000,778212000,-670638000,-670638000,107574000,-80068000,-80068000,27506000,27506000,-836000.000000002,39442000,39442000,-2114000,37328000,37328000,1825625000,1825625000,788697000,788697000,1737019000,422208000,1314811000,4351341000,1477635000,38172501000,23679923000,12538621000,6220000,1947737000,39650136000,44001477000,1606028000,1606028000,833334000,1789981000,1350507000,439474000,4229343000,8440267000,3698878000,2972142000,726736000,12139145000,16368488000,25570582000,2314423000,-459146000,27425859000,207130000,27632989000,44001477000,39442000,402675000,54491000,27107000.0000001,523715000,-103582000,9840000,-100641000,-58312000,-385667000,14349000.0000001,-2979000,-432609000,-9535000.00000024,-9535000.00000024,35099000,25564000.0000001,510249000,9273601000,434610000,0.46545,0.06434,0.02233,0.00135,0.00085,11.643,1.02885,0.59235,0.21076,0.12478,0.12433,5.5892,91.68235,1.45286,0.19493,0.00236,0.0107,1.56215,14.59675,69.23584
"43","2020_Q4",183.7653125,"Up",1917815000,-900921000,1016894000,-726475000,-726475000,290419000,-52993000,-52993000,237426000,237426000,-42834000,230230000,230230000,-9259000,220971000,220971000,2220822000,2220822000,822033000,822033000,1925795000,540487000,1385308000,4968650000,1526178000,38054954000,23745340000,12251680000,6822000,2051112000,39581132000,44549782000,1696048000,1696048000,831500000,1887706000,1448335000,439371000,4415254000,8436962000,3733724000,2966020000,767704000,12170686000,16585940000,25620599000,2476962000,-351904000,27745657000,218185000,27963842000,44549782000,230232000,406899000,37807000,-90467000,584471000,-121029000,-612999.999999993,-124727000,-58434000,-24770000,8423000,-9764000,-84545000,375199000,375199000,19998000,395197000,697318000,9268462000,528656000,0.53024,0.15143,0.11522,0.0079,0.00496,2.39242,1.12534,0.59312,0.20805,0.7384,0.73536,6.40863,92.71577,1.76657,0.19526,0.00682,0.0129,0.26444,10.10678,24.26715
"44","2021_Q1",196.496885245902,"Up",1930193000,-922195000,1007998000,-756017000,-756017000,251981000,-76798000,-76798000,175183000,175183000,-17981000,184820000,184820000,-2174000,182646000,182646000,1945868000,1945868000,794172000,794172000,1852320000,621467000,1230853000,4592360000,1578532000,38030653000,23871451000,12015883000,7627000,2135692000,39609185000,44201545000,2061384000,2061384000,827357000,1660350000,1301652000,358698000,4549091000,8466407000,3699003000,2948390000,750613000,12165410000,16714501000,24963769000,2570874000,-202273000,27332370000,154674000,27487044000,44201545000,184818000,407048000,41360000,136164000,769390000,-106823000,147120000,-43324000,-58191000,-81700000,-194899000,-616717000,-951507000,-225441000,-225441000,94390000,-131051000,659029000,9293764000,706351000,0.52223,0.13055,0.09463,0.00664,0.00413,3.86732,1.00951,0.60809,0.21026,0.61064,0.60783,6.45323,91.38052,2.36155,0.19455,0.00595,0.01745,0.3186,11.14958,29.16052
"45","2021_Q2",198.670952380952,"Up",1990007000,-925246000,1064761000,-789502000,-789502000,275259000,-78907000,-78907000,196352000,196352000,-20675000,198410000,198410000,-1729000,196681000,196681000,2082414000,2082414000,824822000,824822000,1971594000,574592000,1397002000,4878830000,1580743000,37798155000,23853850000,11698884000,8120000,2237301000,39378898000,44257728000,2096637000,2096637000,64530000,1954998000,1495638000,459360000,4116165000,9627052000,3672320000,2895401000,776919000,13299372000,17415537000,24403323000,2500812000,-212373000,26691762000,150429000,26842191000,44257728000,198410000,425573000,23716000,-48293000,599406000,-86159000,292999.99999997,-96940000,-57574000,520058000,-785250000,-46256000,-369022000,133444000,133444000,-21141000,112303000,700832000,9691582000,587055000,0.53505,0.13832,0.09883,0.00733,0.00444,2.98481,1.18529,0.64881,0.21898,0.66351,0.66073,6.71336,90.04558,1.98045,0.19423,0.00632,0.0146,0.29273,10.85734,27.64367
"46","2021_Q3",171.730625,"Down",2137437000,-936310000,1201127000,-838569000,-838569000,362558000,-75101000,-75101000,287457000,287457000,-60808000,266813000,266813000,-3223000,263590000,263590000,1799549000,1799549000,878431000,878431000,2221897000,673154000,1548743000,4899877000,1642283000,38607513000,24422012000,11815103000,8094000,2362304000,40249796000,45149673000,2184201000,2184201000,52611000,2142816000,1655278000,487538000,4379628000,10216979000,3702926000,2873676000,829250000,13919905000,18299533000,24201763000,2664707000,-172707000,26693763000,156377000,26850140000,45149673000,266813000,422043000,65975000,-244596000,510235000,-133420000,449000,-1065005000,-57301000,604917000,-258380000,-11977000,277259000,-277511000,-277511000,15161000,-262350000,784601000,10269590000,467393000,0.56195,0.16962,0.12332,0.00982,0.00584,1.77318,1.11879,0.68154,0.22746,0.88923,0.88551,7.21072,90.05233,1.57677,0.19331,0.00786,0.01145,0.21739,10.79535,23.36189
"47","2021_Q4",136.489375,"Down",2202337000,-944172000,1258165000,-858082000,-858082000,400083000,-75867000,-75867000,324216000,324216000,-50117000,305463000,305463000,-8727000,296736000,296736000,2347732000,2347732000,904142000,904142000,2540463000,628042000,1912421000,5792337000,1667287000,38294851000,24344275000,11529826000,8480000,2412270000,39962138000,45754475000,2387972000,2387972000,39147999.9999999,2607187000,2018840000,588347000,5034307000,10709791000,3656028000,2831349000,824679000,14365819000,19400126000,23544800000,2845192000,-242965000,26147027000,207322000,26354349000,45754475000,305463000,418562000,67877000,126067000,917969000,-131166000,506000.000000004,-133929000,-73328000,595066000,-751489000,11325000,-218426000,565614000,565614000,-36724000,528890000,818645000,10748939000,863663000,0.57129,0.18166,0.13474,0.01126,0.00649,2.91054,1.15057,0.73613,0.23493,1.00841,1.00445,7.48427,88.85628,2.93501,0.24919,0.00908,0.02119,0.24712,10.26233,20.99866
"48","2022_Q1",138.572580645161,"Up",2193981000,-967997000,1225984000,-905008000,-905008000,320976000,-84456000,-84456000,236520000,236520000,-37434000,217178000,217178000,-8725000,208453000,208453000,1979308000,1979308000,946247000,946247000,1785430000,637112000,1143539000,4710985000,1687586000,38881142000,24813274000,11633709000,12117000,2422042000,40568728000,45279713000,2542256000,2542256000,562707000,1358051000,1358051000,631849519.032523,4463014000,11414809000,3532473000,2793427000,739046000,14947282000,19410296000,22880261000,2982122000,-234182000,25628201000,241216000,25869417000,45279713000,217178000,425206000,112192000,-1361000,753215000,-142471000,9574000,-997952000,-71523000,660386000,-688965000,4926000.00000001,-95176000,-339913000,-339913000,-5678000,-345591000,746182000,11977516000,639784000,0.55879,0.1463,0.09501,0.00806,0.0046,3.0692,1.05556,0.75032,0.26452,0.73601,0.7346,7.74651,90.48803,2.25895,0.25253,0.00677,0.01546,0.34311,13.39915,31.14939
"49","2022_Q2",125.674838709677,"Down",2156254000,-957158000,1199096000,-823149000,-823149000,375947000,-91572000,-91572000,284375000,284375000,-52218000,249636000,249636000,-4903000,244733000,244733000,2045277000,2045277000,972961000,972961000,2134172000,683753000,1450419000,5152410000,1716257000,38566593000,24793799000,11292243000,22754000,2457797000,40282850000,45435260000,2550112000,2550112000,120226000,2196836000,1699491000,497345000,4867174000,11723798000,3449483000,2725980000,723503000,15173281000,20040455000,22338086000,3068683000,-247205000,25159564000,235241000,25394805000,45435260000,249636000,428672000,28212000,-76520000,6.3e+08,-156102000,5000,-160823000,-70243000,369158000,-641714000,-33535000,-376334000,92843000,92843000,-36147000,56696000,804619000,11844024000,624215000,0.5561,0.17435,0.1135,0.00964,0.00539,2.5506,1.0586,0.78916,0.26068,0.8501,0.84839,7.48993,87.39389,2.16826,0.244,0.00774,0.01534,0.28702,12.17812,26.06417
"50","2022_Q3",122.82875,"Down",2280906000,-962299000,1318607000,-863179000,-863179000,455428000,-96232000,-96232000,359196000,-626090000,-52776000,-665051000,-665051000,-7948000,-672999000,-672999000,1933309000,1933309000,989172000,989172000,2294515000,684393000,1544124000,5216996000,1689292000,37269536000,23496495000,10272685000,30564000,3469792000,38958828000,44175824000,2338867000,2338867000,1749283000,1893655000,1799689000,93966000,5981805000,10883721000,3333771000,2626096000,707675000,14217492000,20199297000,21800574000,2326259000,-371178000,23755655000,220872000,23976527000,44175824000,-665051000,427576000,1002844000,-197236000,568133000,-167925000,11000,-202874000,-69072000,312649000,-584661000,-25232000,-366316000,-1057000,-1057000,-78821000,-79878000,883004000,12633004000,570619000,0.57811,0.19967,-0.29506,-0.02807,-0.01523,-0.84787,0.87214,0.84246,0.28597,-2.41928,-2.41928,8.19936,85.3964,2.05125,0.2483,-0.01512,0.01429,-0.10263,12.11738,23.49371
