"","YQ","p","d","revenue","cost_of_revenue","gross_profit","operating_expenses","selling_general_administrative","depreciation_amortization","operating_income_loss","non_operating_income_loss","interest_expense_net","pretax_income_loss_adj","pretax_income_loss","income_tax_expense_benefit_net","income_loss_from_continuing_operations","income_loss_incl_minority_interest","net_income","net_income_common","cash_cash_equivalents_short_term_investments","cash_cash_equivalents","inventories","other_short_term_assets","misc_short_term_assets","total_current_assets","property_plant_equipment_net","other_long_term_assets","misc_long_term_assets","total_noncurrent_assets","total_assets","payables_accruals","accounts_payable","other_payables_accruals","short_term_debt","total_current_liabilities","long_term_debt","other_long_term_liabilities","deferred_tax_liabilities_long_term","misc_long_term_liabilities","total_noncurrent_liabilities","total_liabilities","share_capital_additional_paid_in_capital","treasury_stock","retained_earnings","equity_before_minority_interest","total_equity","total_liabilities_equity","net_income_starting_line","depreciation_amortization_2","non_cash_items","change_in_working_capital","net_cash_from_operating_activities","change_in_fixed_assets_intangibles","net_cash_from_investing_activities","dividends_paid","cash_from_repayment_of_debt","cash_from_repurchase_of_equity","other_financing_activities","net_cash_from_financing_activities","net_cash_before_disc_operations_and_fx","net_cash_before_fx","net_change_in_cash","ebitda","total_debt","free_cash_flow","gross_profit_margin","operating_margin","net_profit_margin","return_on_equity","return_on_assets","free_cash_flow_to_net_income","current_ratio","liabilities_to_equity_ratio","debt_ratio","earnings_per_share_basic","earnings_per_share_diluted","sales_per_share","equity_per_share","free_cash_flow_per_share","dividends_per_share","piotroski_f_score","return_on_invested_capital","cash_return_on_invested_capital","dividend_payout_ratio","net_debt_ebitda","net_debt_ebit"
"22","2015_Q3",41.17515625,"Down",4.267e+09,-2.606e+09,1.661e+09,-1.237e+09,-1.005e+09,-2.32e+08,4.24e+08,-8.4e+07,-8.4e+07,3.4e+08,2.09e+08,-7.9e+07,1.3e+08,1.3e+08,1.3e+08,1.3e+08,9.34e+08,9.34e+08,4.252e+09,3.1e+08,3.1e+08,5.496e+09,8.528e+09,2.32e+08,2.32e+08,8.76e+09,1.4256e+10,2.744e+09,1.566e+09,1.125e+09,4.34e+08,3.178e+09,4.612e+09,7.89e+08,2.35e+08,5.54e+08,5.401e+09,8.579e+09,2.918e+09,-9.308e+09,1.2085e+10,5.677e+09,5.677e+09,1.4256e+10,1.3e+08,2.32e+08,1.05e+08,-2.16e+08,2.51e+08,-2.01e+08,-1.99e+08,-8.8e+07,1.64e+08,-3.9e+08,1e+06,-3.13e+08,-2.61e+08,-2.61e+08,-2.61e+08,6.56e+08,5.046e+09,3.18e+08,0.38927,0.09937,0.03047,0.0229,0.00912,2.44615,1.72939,1.51119,0.35396,0.66327,0.6599,21.77041,28.96429,1.62245,0.44898,6,0.01894,0.02762,0.67692,6.26829,9.69811
"23","2015_Q4",34.16921875,"Down",4.427e+09,-2.784e+09,1.643e+09,-1.335e+09,-1.099e+09,-2.36e+08,3.08e+08,-8e+07,-8e+07,2.28e+08,1.9e+08,-7e+07,1.2e+08,1.2e+08,1.2e+08,1.2e+08,5.01e+08,5.01e+08,5.254e+09,3.12e+08,3.12e+08,6.067e+09,8.499e+09,2.28e+08,2.28e+08,8.727e+09,1.4794e+10,3.413e+09,2.141e+09,1.244e+09,5.26e+08,3.939e+09,4.609e+09,7.72e+08,2.16e+08,5.56e+08,5.381e+09,9.32e+09,2.93e+09,-9.556e+09,1.2118e+10,5.474e+09,5.474e+09,1.4794e+10,1.2e+08,2.36e+08,3.7e+07,-3.39e+08,5.4e+07,-1.74e+08,-1.74e+08,-8.6e+07,1.2e+07,-2.4e+08,1e+06,-3.13e+08,-4.33e+08,-4.33e+08,-4.33e+08,5.44e+08,5.135e+09,1.01e+08,0.37113,0.06957,0.02711,0.02192,0.00811,0.84167,1.54024,1.70259,0.3471,0.62827,0.625,23.17801,28.65969,0.5288,0.45026,4,0.0181,0.00887,0.71667,8.51838,15.04545
"24","2016_Q1",35.0196721311475,"Up",6.387e+09,-4.275e+09,2.112e+09,-1.571e+09,-1.332e+09,-2.39e+08,5.41e+08,-7.9e+07,-7.9e+07,4.62e+08,4.62e+08,-1.66e+08,2.96e+08,2.96e+08,2.96e+08,2.96e+08,7.07e+08,7.07e+08,4.038e+09,3.31e+08,3.31e+08,5.076e+09,8.308e+09,2.22e+08,2.22e+08,8.53e+09,1.3606e+10,2.587e+09,1.251e+09,1.206e+09,1.27e+08,2.714e+09,4.581e+09,8.2e+08,2.57e+08,5.63e+08,5.401e+09,8.115e+09,2.948e+09,-9.769e+09,1.2329e+10,5.491e+09,5.491e+09,1.3606e+10,2.96e+08,2.39e+08,6.9e+07,4.73e+08,1.077e+09,-1.39e+08,-1.33e+08,-8.5e+07,-4.32e+08,-2.11e+08,-1e+07,-7.38e+08,2.06e+08,2.06e+08,2.06e+08,7.8e+08,4.708e+09,1.28e+09,0.33067,0.0847,0.04634,0.05391,0.02176,4.32432,1.8703,1.47787,0.34602,1.6,1.56614,34.52432,29.68108,6.91892,0.45946,5,0.03458,0.11616,0.28716,5.12949,7.39556
"25","2016_Q2",29.98015625,"Down",3.972e+09,-2.56e+09,1.412e+09,-1.306e+09,-1.008e+09,-2.98e+08,1.06e+08,-7.9e+07,-7.9e+07,2.7e+07,2.7e+07,-1e+07,1.7e+07,1.7e+07,1.7e+07,1.7e+07,4.23e+08,4.23e+08,4.084e+09,3.48e+08,3.48e+08,4.855e+09,8.23e+09,2.19e+08,2.19e+08,8.449e+09,1.3304e+10,2.52e+09,1.346e+09,1.126e+09,1.27e+08,2.647e+09,4.563e+09,7.97e+08,2.39e+08,5.58e+08,5.36e+09,8.007e+09,2.965e+09,-9.906e+09,1.2254e+10,5.297e+09,5.297e+09,1.3304e+10,1.7e+07,2.34e+08,6.5e+07,-1.76e+08,1.4e+08,-1.77e+08,-1.74e+08,-9.1e+07,-4.3e+07,-1.2e+08,4e+06,-2.5e+08,-2.84e+08,-2.84e+08,-2.84e+08,3.4e+08,4.69e+09,-3e+06,0.35549,0.02669,0.00428,0.00321,0.00128,-0.17647,1.83415,1.51161,0.35253,0.0929,0.09239,21.70492,28.94536,-0.01639,0.49727,4,0.01001,-0.00028,5.35294,12.55,40.25472
"26","2016_Q3",32.02421875,"Up",4.182e+09,-2.532e+09,1.65e+09,-1.348e+09,-9.86e+08,-3.62e+08,3.02e+08,-7.8e+07,-7.8e+07,2.24e+08,2.24e+08,-8.4e+07,1.4e+08,1.4e+08,1.4e+08,1.4e+08,7e+08,7e+08,3.928e+09,3.27e+08,3.27e+08,4.955e+09,8.192e+09,2.13e+08,2.13e+08,8.405e+09,1.336e+10,2.676e+09,1.375e+09,1.146e+09,1.27e+08,2.803e+09,4.502e+09,8.4e+08,1.84e+08,6.56e+08,5.342e+09,8.145e+09,2.977e+09,-1.0047e+10,1.2301e+10,5.215e+09,5.215e+09,1.336e+10,1.4e+08,2.34e+08,-4.6e+07,3.78e+08,7.06e+08,-1.63e+08,-1.63e+08,-9.1e+07,-3.4e+07,-1.41e+08,0,-2.66e+08,2.77e+08,2.77e+08,2.77e+08,5.36e+08,4.629e+09,8.35e+08,0.39455,0.07221,0.03348,0.02685,0.01048,5.96429,1.76775,1.56184,0.34648,0.77778,0.77348,23.23333,28.97222,4.63889,0.50556,8,0.02162,0.07815,0.65,7.33022,13.00993
"27","2016_Q4",38.2392063492063,"Up",4.327e+09,-2.72e+09,1.607e+09,-1.306e+09,-1.08e+09,-2.26e+08,3.01e+08,-7.6e+07,-7.6e+07,2.25e+08,2.25e+08,-7.9e+07,1.46e+08,1.46e+08,1.46e+08,1.46e+08,5.97e+08,5.97e+08,4.721e+09,3.36e+08,3.36e+08,5.654e+09,8.203e+09,2.19e+08,2.19e+08,8.422e+09,1.4076e+10,3.398e+09,2.097e+09,1.235e+09,1.28e+08,3.526e+09,4.496e+09,9.47e+08,2.98e+08,6.49e+08,5.443e+09,8.969e+09,2.985e+09,-1.0221e+10,1.2358e+10,5.107e+09,5.107e+09,1.4076e+10,1.46e+08,2.32e+08,1.29e+08,-6.9e+07,4.38e+08,-2.51e+08,-2.47e+08,-8.8e+07,-3.3e+07,-1.74e+08,1e+06,-2.94e+08,-1.03e+08,-1.03e+08,-1.03e+08,5.33e+08,4.624e+09,2.92e+08,0.37139,0.06956,0.03374,0.02859,0.01037,2,1.60352,1.75622,0.3285,0.82486,0.82486,24.44633,28.85311,1.64972,0.49718,8,0.02191,0.02735,0.60274,7.55535,13.37874
"28","2017_Q1",31.873064516129,"Down",6.205e+09,-4.132e+09,2.073e+09,-1.599e+09,-1.361e+09,-2.38e+08,4.74e+08,-7.5e+07,-7.5e+07,3.99e+08,3.99e+08,-1.46e+08,2.53e+08,2.53e+08,2.53e+08,2.53e+08,1.074e+09,1.074e+09,3.795e+09,3.78e+08,3.78e+08,5.247e+09,8.103e+09,2.24e+08,2.24e+08,8.327e+09,1.3574e+10,2.843e+09,1.507e+09,1.224e+09,1.31e+08,2.974e+09,4.48e+09,9.43e+08,2.72e+08,6.71e+08,5.423e+09,8.397e+09,3.007e+09,-1.0338e+10,1.2522e+10,5.177e+09,5.177e+09,1.3574e+10,2.53e+08,2.38e+08,-6999999.99999997,3.85e+08,8.69e+08,-1.77e+08,-1.72e+08,-8.8e+07,-3.4e+07,-1.04e+08,6e+06,-2.2e+08,4.77e+08,4.77e+08,4.77e+08,7.12e+08,4.611e+09,1.066e+09,0.33409,0.07639,0.04077,0.04887,0.01864,4.21344,1.76429,1.62198,0.33969,1.47093,1.45402,36.07558,30.09884,6.19767,0.51163,6,0.03178,0.09934,0.34783,4.9677,7.46203
"29","2017_Q2",30.3553968253968,"Down",4.065e+09,-2.428e+09,1.637e+09,-1.452e+09,-1.214e+09,-2.38e+08,1.85e+08,-7.6e+07,-7.6e+07,1.09e+08,1.09e+08,-4.3e+07,6.6e+07,6.6e+07,6.6e+07,6.6e+07,6.25e+08,6.25e+08,3.991e+09,3.78e+08,3.78e+08,4.994e+09,8.069e+09,2.31e+08,2.31e+08,8.3e+09,1.3294e+10,2.764e+09,1.48e+09,1.147e+09,1.34e+08,2.898e+09,4.452e+09,9.57e+08,2.83e+08,6.74e+08,5.409e+09,8.307e+09,3.017e+09,-1.0503e+10,1.2486e+10,4.987e+09,4.987e+09,1.3294e+10,6.6e+07,2.38e+08,1.1e+07,-2.69e+08,4.6e+07,-2.16e+08,-2.03e+08,-9.4e+07,-4.2e+07,-1.56e+08,0,-2.92e+08,-4.49e+08,-4.49e+08,-4.49e+08,4.23e+08,4.586e+09,-1.9e+07,0.40271,0.04551,0.01624,0.01323,0.00496,-0.28788,1.72326,1.66573,0.34497,0.38824,0.38596,23.91176,29.33529,-0.11176,0.55294,7,0.01519,-0.0018,1.42424,9.36407,21.41081
"30","2017_Q3",32.9431746031746,"Up",4.395e+09,-2.525e+09,1.87e+09,-1.464e+09,-1.22e+09,-2.44e+08,4.06e+08,-7.4e+07,-7.4e+07,3.32e+08,3.32e+08,-1.24e+08,2.08e+08,2.08e+08,2.08e+08,2.08e+08,5.52e+08,5.52e+08,3.853e+09,3.81e+08,3.81e+08,4.786e+09,8.068e+09,2.3e+08,2.3e+08,8.298e+09,1.3084e+10,2.538e+09,1.37e+09,1.125e+09,1.33e+08,2.671e+09,4.433e+09,9.59e+08,2.68e+08,6.91e+08,5.392e+09,8.063e+09,3.03e+09,-1.0596e+10,1.2599e+10,5.021e+09,5.021e+09,1.3084e+10,2.08e+08,2.44e+08,2999999.99999999,-1.25e+08,3.3e+08,-1.83e+08,-1.8e+08,-9.2e+07,-3.7e+07,-9.4e+07,0,-2.23e+08,-72999999.9999999,-72999999.9999999,-72999999.9999999,6.5e+08,4.566e+09,4.66e+08,0.42548,0.09238,0.04733,0.04143,0.0159,2.24038,1.79184,1.60586,0.34898,1.2381,1.2381,26.16071,29.8869,2.77381,0.54762,8,0.02845,0.04419,0.44231,6.17538,9.8867
"31","2017_Q4",37.4522222222222,"Up",4.567e+09,-2.727e+09,1.84e+09,-1.582e+09,-1.34e+09,-2.42e+08,2.58e+08,-7.5e+07,-7.5e+07,1.83e+08,1.83e+08,-6.6e+07,1.17e+08,1.17e+08,1.17e+08,1.17e+08,7.36e+08,7.36e+08,4.632e+09,3.79e+08,3.79e+08,5.747e+09,7.974e+09,2.26e+08,2.26e+08,8.2e+09,1.3947e+10,3.431e+09,2.113e+09,1.294e+09,1.31e+08,3.562e+09,4.418e+09,9.45e+08,2.72e+08,6.73e+08,5.363e+09,8.925e+09,3.043e+09,-1.0633e+10,1.2624e+10,5.022e+09,5.022e+09,1.3947e+10,1.17e+08,2.42e+08,1.8e+07,1.16e+08,4.93e+08,-1.48e+08,-1.46e+08,-9.1e+07,-3.4e+07,-3.8e+07,10843931.6283595,-1.63e+08,1.84e+08,1.84e+08,1.84e+08,5e+08,4.549e+09,5.34e+08,0.40289,0.05649,0.02562,0.0233,0.00839,4.5641,1.61342,1.77718,0.32616,0.70482,0.70482,27.51205,30.25301,3.21687,0.54819,8,0.01978,0.05078,0.77778,7.626,14.77907
"32","2018_Q1",52.1418032786885,"Up",6.068e+09,-4.496e+09,1.572e+09,-1.005e+09,-7.38e+08,-2.67e+08,5.67e+08,-7.4e+07,-7.4e+07,4.93e+08,4.93e+08,-2.5e+07,4.68e+08,4.68e+08,4.68e+08,4.68e+08,1.308e+09,1.308e+09,3.542e+09,5.3e+08,5.3e+08,5.38e+09,7.773e+09,2.36e+08,2.36e+08,8.009e+09,1.3389e+10,2.583e+09,1.271e+09,1.213e+09,1.26e+08,2.709e+09,4.388e+09,8.73e+08,2.11e+08,6.62e+08,5.261e+09,7.97e+09,3.082e+09,-1.0651e+10,1.2999e+10,5.419e+09,5.419e+09,1.3389e+10,4.68e+08,2.67e+08,-3.6e+07,1.23e+08,8.22e+08,-1.25e+08,-1.2e+08,-9.1e+07,-3.9e+07,0,-3.72529029846191e-09,-1.3e+08,5.72e+08,5.72e+08,5.72e+08,8.34e+08,4.514e+09,8.57e+08,0.25906,0.09344,0.07713,0.08636,0.03495,1.8312,1.98597,1.47075,0.33714,2.85366,2.8024,37,33.04268,5.22561,0.55488,7,0.05173,0.07931,0.19444,3.84412,5.65432
"33","2018_Q2",55.2965625,"Up",4.208e+09,-2.496e+09,1.712e+09,-1.502e+09,-1.259e+09,-2.43e+08,2.1e+08,-7.1e+07,-7.1e+07,1.39e+08,9.7e+07,-2.2e+07,7.5e+07,7.5e+07,7.5e+07,7.5e+07,8.22e+08,8.22e+08,3.726e+09,4.35e+08,4.35e+08,4.983e+09,7.694e+09,2.39e+08,2.39e+08,7.933e+09,1.2916e+10,2.707e+09,1.454e+09,1.135e+09,1.23e+08,2.83e+09,3.864e+09,8.66e+08,1.98e+08,6.68e+08,4.73e+09,7.56e+09,3.129e+09,-1.0737e+10,1.2972e+10,5.356e+09,5.356e+09,1.2916e+10,7.5e+07,2.43e+08,6.2e+07,7e+06,3.87e+08,-1.33e+08,-1.33e+08,-1.01e+08,-5.85e+08,-5.4e+07,-59189478.3992471,-7.4e+08,-4.86e+08,-4.86e+08,-4.86e+08,4.53e+08,3.987e+09,3.49e+08,0.40684,0.0499,0.01782,0.014,0.00581,4.65333,1.76078,1.4115,0.30869,0.45455,0.4491,25.50303,32.46061,2.11515,0.61212,9,0.01724,0.03419,1.34667,6.98675,15.07143
"34","2018_Q3",63.2265079365079,"Up",4.57e+09,-2.605e+09,1.965e+09,-1.513e+09,-1.273e+09,-2.4e+08,4.52e+08,-6.4e+07,-6.4e+07,3.88e+08,3.88e+08,-9.5e+07,2.93e+08,2.93e+08,2.93e+08,2.93e+08,1.066e+09,1.066e+09,3.572e+09,4.04e+08,4.04e+08,5.042e+09,7.635e+09,2.38e+08,2.38e+08,7.873e+09,1.2915e+10,2.648e+09,1.404e+09,1.174e+09,1.22e+08,2.77e+09,3.81e+09,8.48e+08,1.88e+08,6.6e+08,4.658e+09,7.428e+09,3.167e+09,-1.0835e+10,1.3163e+10,5.487e+09,5.487e+09,1.2915e+10,2.93e+08,2.4e+08,1.8e+07,1.09e+08,6.6e+08,-1.79e+08,-1.73e+08,-1.01e+08,-62999999.9999999,-7.9e+07,-135799638.95955,-2.43e+08,2.44e+08,2.44e+08,2.44e+08,6.92e+08,3.932e+09,7.17e+08,0.42998,0.09891,0.06411,0.0534,0.02269,2.4471,1.82022,1.35375,0.30445,1.77576,1.76506,27.69697,33.25455,4.34545,0.61212,9,0.03838,0.06984,0.34471,4.14162,6.34071
"35","2018_Q4",59.1042857142857,"Down",4.628e+09,-2.753e+09,1.875e+09,-1.617e+09,-1.375e+09,-2.42e+08,2.58e+08,-6.2e+07,-6.2e+07,1.96e+08,1.96e+08,-3.5e+07,1.61e+08,1.61e+08,1.61e+08,1.61e+08,1.047e+09,1.047e+09,4.844e+09,4.46e+08,4.46e+08,6.337e+09,7.538e+09,2.43e+08,2.43e+08,7.781e+09,1.4118e+10,3.886e+09,2.583e+09,1.289e+09,1.21e+08,4.007e+09,3.8e+09,8.58e+08,2.01e+08,6.57e+08,4.658e+09,8.665e+09,3.189e+09,-1.0952e+10,1.3224e+10,5.453e+09,5.453e+09,1.4118e+10,1.61e+08,2.42e+08,3.5e+07,-6.2e+07,3.76e+08,-1.46e+08,-1.46e+08,-9.9e+07,-4.1e+07,-1.09e+08,-184509980.040079,-2.49e+08,-1.9e+07,-1.9e+07,-1.9e+07,5e+08,3.921e+09,3.27e+08,0.40514,0.05575,0.03479,0.02953,0.0114,2.03106,1.58148,1.58903,0.27773,0.98171,0.97576,28.21951,33.25,1.9939,0.60366,8,0.02541,0.03196,0.61491,5.748,11.13953
"36","2019_Q1",57.6588524590164,"Down",6.823e+09,-4.345e+09,2.478e+09,-1.933e+09,-1.694e+09,-2.39e+08,5.45e+08,-5.9e+07,-5.9e+07,4.86e+08,3.61e+08,-8.9e+07,2.72e+08,2.72e+08,2.72e+08,2.72e+08,9.34e+08,9.34e+08,3.475e+09,4.26e+08,4.26e+08,4.835e+09,7.428e+09,2.06e+08,2.06e+08,7.634e+09,1.2469e+10,2.615e+09,1.187e+09,1.364e+09,117093087.509681,2.73e+09,3.384e+09,8.28e+08,1.84e+08,6.44e+08,4.212e+09,6.942e+09,3.208e+09,-1.1076e+10,1.3395e+10,5.527e+09,5.527e+09,1.2469e+10,2.72e+08,2.39e+08,9.4e+07,79000000.0000001,6.84e+08,-1.2e+08,-1.2e+08,-9.9e+07,-3e+08,-1.18e+08,-1.6e+08,-6.77e+08,-1.13e+08,-1.13e+08,-1.13e+08,7.84e+08,3.384e+09,8.32e+08,0.36318,0.07988,0.03987,0.04921,0.02181,3.05882,1.77106,1.25602,0.27139,1.67901,1.67901,42.11728,34.11728,5.1358,0.61111,7,0.03809,0.08543,0.36397,3.125,4.49541
"37","2019_Q2",51.82,"Down",4.087e+09,-2.415e+09,1.672e+09,-1.554e+09,-1.275e+09,-2.79e+08,1.18e+08,-5.2e+07,-5.2e+07,6.6e+07,6.6e+07,-4e+06,6.2e+07,6.2e+07,6.2e+07,6.2e+07,5.43e+08,5.43e+08,3.68e+09,4.12e+08,4.12e+08,4.635e+09,7.211e+09,2.62e+09,2.62e+09,9.831e+09,1.4466e+10,2.519e+09,1.295e+09,1.184e+09,111967625.130732,2.792e+09,5.76e+09,4.72e+08,2.33e+08,2.39e+08,6.232e+09,9.024e+09,3.227e+09,-1.1221e+10,1.3436e+10,5.442e+09,5.442e+09,1.4466e+10,6.2e+07,2.3e+08,1.21e+08,-2.77e+08,1.36e+08,-2.38e+08,-2.38e+08,-1.08e+08,-6.2e+07,-1.19e+08,-51569563.4491462,-2.89e+08,-3.91e+08,-3.91e+08,-3.91e+08,3.48e+08,5.76e+09,-1.63e+08,0.4091,0.02887,0.01517,0.01139,0.00429,-2.62903,1.6601,1.65821,0.39818,0.38509,0.38272,25.38509,33.80124,-1.01242,0.67081,5,0.01456,-0.01396,1.74194,14.99138,44.21186
"38","2019_Q3",42.7484375,"Down",4.43e+09,-2.55e+09,1.88e+09,-1.504e+09,-1.269e+09,-2.35e+08,3.76e+08,-5.3e+07,-5.3e+07,3.23e+08,3.23e+08,-8.2e+07,2.41e+08,2.41e+08,2.41e+08,2.41e+08,6.25e+08,6.25e+08,3.656e+09,3.97e+08,3.97e+08,4.678e+09,7.276e+09,2.588e+09,2.588e+09,9.864e+09,1.4542e+10,2.563e+09,1.33e+09,1.199e+09,108608350.186417,2.84e+09,5.772e+09,4.75e+08,2.54e+08,2.21e+08,6.247e+09,9.087e+09,3.24e+09,-1.1353e+10,1.3568e+10,5.455e+09,5.455e+09,1.4542e+10,2.41e+08,2.28e+08,7e+07,1e+06,5.4e+08,-2.01e+08,-2.01e+08,-1.06e+08,-3.1e+07,-1.33e+08,1.3e+07,-2.57e+08,81999999.9999999,81999999.9999999,81999999.9999999,6.04e+08,5.772e+09,4.86e+08,0.42438,0.08488,0.0544,0.04418,0.01657,2.0166,1.64718,1.66581,0.39692,1.51572,1.50625,27.86164,34.30818,3.0566,0.66667,4,0.02965,0.04153,0.43983,8.52152,13.68883
"39","2019_Q4",44.9,"Up",4.625e+09,-2.775e+09,1.85e+09,-1.646e+09,-1.418e+09,-2.28e+08,2.04e+08,-5.2e+07,-5.2e+07,1.52e+08,1.61e+08,-3.8e+07,1.23e+08,1.23e+08,1.23e+08,1.23e+08,4.9e+08,4.9e+08,4.887e+09,4.04e+08,3.79e+08,5.781e+09,7.364e+09,2.594e+09,2.594e+09,9.958e+09,1.5739e+10,3.803e+09,2.454e+09,1.347e+09,1.1e+08,4.075e+09,5.831e+09,4.78e+08,2.58e+08,2.2e+08,6.309e+09,1.0384e+10,3.26e+09,-1.149e+10,1.3585e+10,5.355e+09,5.355e+09,1.5739e+10,1.23e+08,2.29e+08,4.6e+07,-2.9e+07,3.69e+08,-2.39e+08,-2.31e+08,-1.05e+08,-1e+06,-1.33e+08,-3.4e+07,-2.73e+08,-1.35e+08,-1.35e+08,-1.35e+08,4.33e+08,5.941e+09,2.03e+08,0.4,0.04411,0.02659,0.02297,0.00781,1.65041,1.41865,1.93912,0.37747,0.7987,0.79355,30.03247,34.77273,1.31818,0.68182,4,0.01936,0.01724,0.85366,12.58891,26.72059
"40","2020_Q1",33.5629032258065,"Down",6.832e+09,-4.4e+09,2.432e+09,-1.918e+09,-1.743e+09,-1.75e+08,5.14e+08,-5e+07,-5e+07,4.64e+08,3.51e+08,-8.6e+07,2.65e+08,2.65e+08,2.65e+08,2.65e+08,7.23e+08,7.23e+08,3.537e+09,3.89e+08,3.89e+08,4.649e+09,7.352e+09,2.554e+09,2.554e+09,9.906e+09,1.4555e+10,2.487e+09,1.206e+09,1.281e+09,117255433.995505,2.769e+09,5.842e+09,4.94e+08,2.6e+08,2.34e+08,6.336e+09,9.105e+09,3.276e+09,-1.1571e+10,1.3745e+10,5.45e+09,5.45e+09,1.4555e+10,2.65e+08,2.3e+08,8.6e+07,3.1e+07,6.12e+08,-1.77e+08,-1.67e+08,-1.04e+08,-1.4e+07,-8.4e+07,-1e+07,-2.12e+08,2.33e+08,2.33e+08,2.33e+08,7.44e+08,5.842e+09,6.84e+08,0.35597,0.07523,0.03879,0.04862,0.01821,2.58113,1.67895,1.67064,0.40137,1.72078,1.70968,44.36364,35.38961,4.44156,0.67532,4,0.03131,0.05803,0.39245,6.88038,9.95914
"41","2020_Q2",17.9163492063492,"Down",2.428e+09,-1.787e+09,6.41e+08,-1.293e+09,-1.066e+09,-2.27e+08,-6.52e+08,-5.8e+07,-5.8e+07,-7.1e+08,-7.76e+08,2.35e+08,-5.41e+08,-5.41e+08,-5.41e+08,-5.41e+08,2.039e+09,2.039e+09,3.557e+09,5.74e+08,5.74e+08,6.17e+09,7.169e+09,2.53e+09,2.53e+09,9.699e+09,1.5869e+10,3.004e+09,1.866e+09,1.138e+09,1.24e+08,3.287e+09,4.8e+09,2.992e+09,1.65e+08,2.827e+09,7.792e+09,1.1079e+10,3.293e+09,-1.1593e+10,1.309e+10,4.79e+09,4.79e+09,1.5869e+10,-5.41e+08,2.27e+08,2.04e+08,1.63e+08,5.3e+07,-1.62e+08,-1.62e+08,-1.08e+08,1.577e+09,-8e+06,-3.6e+07,1.425e+09,1.316e+09,1.316e+09,1.316e+09,-4.25e+08,4.924e+09,-6.59e+08,0.264,-0.26853,-0.22282,-0.11294,-0.03409,1.21811,1.87709,2.31294,0.31029,-3.51299,-3.51299,15.76623,31.1039,-4.27922,0.7013,5,-0.03408,-0.05187,-0.19963,-6.78824,-4.42485
"42","2020_Q3",19.66921875,"Up",3.407e+09,-2.149e+09,1.258e+09,-1.269e+09,-1.05e+09,-2.19e+08,-1.1e+07,-7.8e+07,-7.8e+07,-8.9e+07,39999999.9999998,7e+06,4.7e+07,4.7e+07,4.7e+07,4.7e+07,2.428e+09,2.428e+09,2.698e+09,5.62e+08,5.62e+08,5.688e+09,6.97e+09,2.577e+09,2.577e+09,9.547e+09,1.5235e+10,2.28e+09,1.064e+09,1.216e+09,1.26e+08,2.566e+09,4.806e+09,3.026e+09,1.22e+08,2.904e+09,7.832e+09,1.0398e+10,3.294e+09,-1.1594e+10,1.3137e+10,4.837e+09,4.837e+09,1.5235e+10,4.7e+07,2.19e+08,-1.3e+08,1.15e+08,2.51e+08,1.59e+08,1.59e+08,0,-1.8e+07,0,-3e+06,-2.1e+07,3.89e+08,3.89e+08,3.89e+08,2.08e+08,4.932e+09,4.75e+08,0.36924,-0.00323000000000001,0.0138,0.00972000000000002,0.00309,10.10638,2.21668,2.14968,0.32373,0.305189999999999,0.305189999999999,22.12338,31.40909,3.08442,0,6,0.00366999999999999,0.03712,-5.55111512312578e-17,12.03846,-227.63636
"43","2020_Q4",27.0384375,"Up",3.979e+09,-2.424e+09,1.555e+09,-1.512e+09,-1.302e+09,-2.1e+08,4.3e+07,-7.8e+07,-7.8e+07,-3.5e+07,-5.6e+07,4.4e+07,-1.2e+07,-1.2e+07,-1.2e+07,-1.2e+07,1.939e+09,1.939e+09,3.607e+09,4.5e+08,4.5e+08,5.996e+09,6.876e+09,2.572e+09,2.572e+09,9.448e+09,1.5444e+10,3.456e+09,2.184e+09,1.272e+09,1.27e+08,3.743e+09,3.852e+09,3.011e+09,7.4e+07,2.937e+09,6.863e+09,1.0606e+10,3.307e+09,-1.1594e+10,1.3125e+10,4.838e+09,4.838e+09,1.5444e+10,-1.2e+07,2.1e+08,6e+06,4.02e+08,6.06e+08,-6.7e+07,-6.7e+07,0,-1.027e+09,0,-1e+06,-1.028e+09,-4.89e+08,-4.89e+08,-4.89e+08,2.53e+08,3.979e+09,5.44e+08,0.3908,0.01081,-0.00302,-0.00248,-0.00078,-45.33333,1.60192,2.19223,0.25764,-0.07792,-0.07792,25.83766,31.41558,3.53247,0,5,-0.00101,0.04599,0,8.06324,47.44186
