"","YQ","p","d","revenue","cost_of_revenue","gross_profit","operating_expenses","selling_general_administrative","depreciation_amortization","other_operating_expenses","operating_income_loss","non_operating_income_loss","interest_expense_net","pretax_income_loss_adj","abnormal_gains_losses","pretax_income_loss","income_tax_expense_benefit_net","income_loss_from_affiliates_net_of_taxes","income_loss_from_continuing_operations","net_extraordinary_gains_losses","discontinued_operations","income_loss_incl_minority_interest","net_income","net_income_common","cash_cash_equivalents_short_term_investments","cash_cash_equivalents","accounts_notes_receivable","inventories","other_short_term_assets","misc_short_term_assets","total_current_assets","property_plant_equipment_net","property_plant_equipment","long_term_investments_receivables","other_long_term_assets","goodwill","misc_long_term_assets","total_noncurrent_assets","total_assets","payables_accruals","accounts_payable","other_payables_accruals","short_term_debt","total_current_liabilities","long_term_debt","other_long_term_liabilities","pension_liabilities","pensions","other_post_retirement_benefits","deferred_tax_liabilities_long_term","misc_long_term_liabilities","total_noncurrent_liabilities","total_liabilities","share_capital_additional_paid_in_capital","common_stock","additional_paid_in_capital","treasury_stock","retained_earnings","other_equity","equity_before_minority_interest","minority_interest_2","total_equity","total_liabilities_equity","net_income_starting_line","net_income_2","depreciation_amortization_2","non_cash_items","change_in_working_capital","net_cash_from_operating_activities","change_in_fixed_assets_intangibles","other_investing_activities","net_cash_from_investing_activities","dividends_paid","cash_from_repayment_of_debt","cash_from_repurchase_of_equity","other_financing_activities","net_cash_from_financing_activities","net_cash_before_disc_operations_and_fx","net_cash_before_fx","effect_of_foreign_exchange_rates","net_change_in_cash","ebitda","total_debt","free_cash_flow","gross_profit_margin","operating_margin","net_profit_margin","return_on_equity","return_on_assets","free_cash_flow_to_net_income","current_ratio","liabilities_to_equity_ratio","debt_ratio","earnings_per_share_basic","earnings_per_share_diluted","sales_per_share","equity_per_share","free_cash_flow_per_share","dividends_per_share","piotroski_f_score","return_on_invested_capital","cash_return_on_invested_capital","dividend_payout_ratio","net_debt_ebitda","net_debt_ebit"
"29","2017_Q2",40.4426984126984,"Up",5.132e+09,-3.638e+09,1.494e+09,-1.141e+09,-7.41e+08,-3.2e+08,-8e+07,3.53e+08,-1.42e+08,-1.42e+08,2.11e+08,6e+06,2.17e+08,-7.3e+07,4.8e+07,1.92e+08,1.7e+07,1.7e+07,2.09e+08,2.09e+08,2.09e+08,9.98e+08,9.98e+08,3.078e+09,2.394e+09,2.51e+08,2.51e+08,6.721e+09,1.452e+10,1.452e+10,3.11e+08,1.1749e+10,3.402e+09,8.347e+09,2.658e+10,3.3301e+10,3.813e+09,2.38e+09,1.433e+09,4.54e+08,4.267e+09,1.7109e+10,7.331e+09,3.7e+09,3.375e+09,3.25e+08,3.185e+09,4.46e+08,2.444e+10,2.8707e+10,6.577e+09,4.49e+08,6.128e+09,-1.682e+09,4.832e+09,-5.152e+09,4.575e+09,1.9e+07,4.594e+09,3.3301e+10,2.09e+08,2.09e+08,3.45e+08,7.6e+07,3e+06,6.33e+08,-3.73e+08,-2.7e+07,-4e+08,-1.91e+08,-4.1e+07,-4.6e+07,-6e+06,-2.84e+08,-5.1e+07,-5.1e+07,1.6e+07,-3.5e+07,6.98e+08,1.7563e+10,4.01e+08,0.29111,0.06878,0.04072,0.04549,0.00628,1.91866,1.57511,6.2488,0.5274,0.48026,0.47576,11.79289,10.51295,0.92146,0.4389,3,0.01356,0.0136,0.91388,23.73209,46.92635
"30","2017_Q3",42.488253968254,"Up",5.383e+09,-3.749e+09,1.634e+09,-1.173e+09,-7.52e+08,-3.34e+08,-8.7e+07,4.61e+08,-1.37e+08,-1.37e+08,3.24e+08,-3.47e+08,-22999999.9999999,8.7e+07,2e+07,8.4e+07,-4e+06,-4e+06,8e+07,8e+07,8e+07,1.041e+09,1.041e+09,3.283e+09,2.361e+09,5.52e+08,5.52e+08,7.237e+09,1.4491e+10,1.4491e+10,3.25e+08,1.1824e+10,3.409e+09,8.415e+09,2.664e+10,3.3877e+10,4.178e+09,2.362e+09,1.816e+09,8.24e+08,5.002e+09,1.6679e+10,7.631e+09,3.675e+09,3.357e+09,3.18e+08,3.499e+09,4.57e+08,2.431e+10,2.9312e+10,6.617e+09,4.49e+08,6.168e+09,-1.681e+09,4.717e+09,-5.108e+09,4.545e+09,2e+07,4.565e+09,3.3877e+10,8e+07,8e+07,3.57e+08,7.32e+08,-5.24e+08,6.45e+08,-2.74e+08,-1.6e+07,-3.34e+08,-1.91e+08,-74999999.9999999,7.45058059692383e-09,0,-2.66e+08,4.5e+07,44999999.9999998,-2e+06,4.3e+07,8.18e+08,1.7503e+10,-6.7e+07,0.30355,0.08564,0.01486,0.01752,0.00236,-0.8375,1.44682,6.42103,0.51666,0.18348,0.18193,12.3457,10.42378,-0.15366,0.43805,5,0.00912,-0.00226,2.3875,20.12469,35.70933
"31","2017_Q4",43.7407936507936,"Up",5.517e+09,-3.713e+09,1.804e+09,-1.195e+09,-7.55e+08,-3.5e+08,-9e+07,6.09e+08,-1.52e+08,-1.52e+08,4.57e+08,0,4.57e+08,-1.36e+08,4.5e+07,3.66e+08,2.9e+07,2.9e+07,3.95e+08,3.95e+08,3.95e+08,9.98e+08,9.98e+08,3.343e+09,2.465e+09,4.05e+08,4.05e+08,7.211e+09,1.4533e+10,1.4533e+10,3.36e+08,1.1733e+10,3.42e+09,8.313e+09,2.6602e+10,3.3813e+10,3.911e+09,2.408e+09,1.503e+09,9.58e+08,4.869e+09,1.7662e+10,6.349e+09,2.384e+09,2.069e+09,3.15e+08,3.505e+09,4.6e+08,2.4011e+10,2.888e+10,6.625e+09,4.49e+08,6.176e+09,-1.68e+09,4.918e+09,-4.949e+09,4.914e+09,1.9e+07,4.933e+09,3.3813e+10,3.95e+08,3.95e+08,3.73e+08,-1.56e+09,8.3e+07,-7.09e+08,-2.66e+08,-1.1e+07,-2.74e+08,-1.91e+08,1.113e+09,0,8e+06,9.3e+08,-5.3e+07,-5.3e+07,1e+07,-4.3e+07,9.82e+08,1.862e+10,9.35e+08,0.32699,0.11039,0.0716,0.08007,0.01168,2.36709,1.481,5.85445,0.55068,0.90592,0.89615,12.65302,11.27006,2.14439,0.43805,5,0.0196,0.03127,0.48354,17.94501,28.93596
"32","2018_Q1",45.6252459016393,"Up",5.711e+09,-3.702e+09,2.009e+09,-1.588e+09,-8.07e+08,-3.39e+08,-4.42e+08,4.21e+08,-1.41e+08,-1.41e+08,2.8e+08,-8.3e+07,1.97e+08,1.207e+09,6.4e+07,1.468e+09,-8000000.00000003,-8000000.00000003,1.46e+09,1.46e+09,1.46e+09,1.018e+09,1.018e+09,3.287e+09,2.313e+09,1.659e+09,2.82e+08,8.277e+09,1.3713e+10,1.3713e+10,3.9e+08,1.1523e+10,3.411e+09,8.112e+09,2.5626e+10,3.3903e+10,3.986e+09,2.458e+09,1.528e+09,3.11e+08,5.102e+09,1.7137e+10,5.123e+09,2.265e+09,1.939e+09,3.26e+08,2.291e+09,5.67e+08,2.226e+10,2.7362e+10,6.655e+09,4.49e+08,6.206e+09,-1.68e+09,6.18e+09,-4.633e+09,6.522e+09,1.9e+07,6.541e+09,3.3903e+10,1.46e+09,1.46e+09,3.48e+08,-7.89e+08,36000000.0000001,1.055e+09,-4.52e+08,2.02e+08,-2.5e+08,-1.96e+08,-5.14e+08,-1e+06,-6.8e+07,-7.79e+08,2.6e+07,2.6e+07,-6e+06,2e+07,7.69e+08,1.7448e+10,-8.54e+08,0.35178,0.07372,0.25565,0.22321,0.04306,-0.58493,1.6223,4.18315,0.51464,3.34845,3.28403,13.09795,14.95795,-1.95861,0.44952,6,0.05688,-0.02933,0.13425,21.36541,39.02613
"33","2018_Q2",42.3009375,"Down",5.621e+09,-3.948e+09,1.673e+09,-1.16e+09,-7.87e+08,-3.25e+08,-4.8e+07,5.13e+08,-1.35e+08,-1.35e+08,3.78e+08,-2.2e+07,3.56e+08,-8.9e+07,9.5e+07,3.62e+08,3.68e+08,3.68e+08,7.3e+08,7.29e+08,7.29e+08,1.141e+09,1.141e+09,3.416e+09,2.057e+09,6.46e+08,6.46e+08,7.26e+09,1.3788e+10,1.3788e+10,1.49e+09,1.1492e+10,3.414e+09,8.078e+09,2.677e+10,3.403e+10,3.878e+09,2.534e+09,1.344e+09,5.87e+08,4.465e+09,1.7052e+10,5.248e+09,2.21e+09,1.893e+09,3.17e+08,2.48e+09,5.58e+08,2.23e+10,2.6765e+10,6.624e+09,4.49e+08,6.175e+09,-1.632e+09,6.783e+09,-4.53e+09,7.245e+09,2e+07,7.265e+09,3.403e+10,7.3e+08,7.3e+08,3.25e+08,-3.98e+08,6e+06,6.63e+08,-4.88e+08,-2e+06,-4.89e+08,-1.97e+08,1.89e+08,-3.1e+07,-1.7e+07,-5.6e+07,1.18e+08,1.18e+08,5e+06,1.23e+08,8.38e+08,1.7639e+10,4.45e+08,0.29763,0.09126,0.12969,0.10034,0.02142,0.61043,1.62598,3.6841,0.51834,1.66951,1.65074,12.87283,16.59201,1.01911,0.45116,7,0.03071,0.01476,0.27023,19.68735,32.15984
"34","2018_Q3",41.455873015873,"Down",5.833e+09,-3.922e+09,1.911e+09,-1.262e+09,-8.54e+08,-3.3e+08,-78000000.0000001,6.49e+08,-1.33e+08,-1.33e+08,5.16e+08,-2.6e+07,4.9e+08,-1.3e+08,7e+07,4.3e+08,-23000000.0000001,-23000000.0000001,4.07e+08,4.05e+08,4.05e+08,1.073e+09,1.073e+09,3.526e+09,2.05e+09,6.23e+08,6.23e+08,7.272e+09,1.3589e+10,1.3589e+10,1.538e+09,1.1397e+10,3.378e+09,8.019e+09,2.6524e+10,3.3796e+10,3.934e+09,2.478e+09,1.456e+09,6.84e+08,4.618e+09,1.71e+10,5.214e+09,2.155e+09,1.84e+09,3.15e+08,2.502e+09,5.57e+08,2.2314e+10,2.6932e+10,6.668e+09,4.49e+08,6.219e+09,-1.931e+09,6.988e+09,-4.881e+09,6.844e+09,2e+07,6.864e+09,3.3796e+10,4.07e+08,4.07e+08,3.3e+08,1.44e+08,-8e+07,8.01e+08,-4.39e+08,5e+06,-4.75e+08,-1.96e+08,1.49e+08,-3e+08,-7e+06,-3.54e+08,-2.8e+07,-2.8e+07,-4e+07,-6.8e+07,9.79e+08,1.7784e+10,5.9e+08,0.32762,0.11126,0.06943,0.059,0.01198,1.45679,1.57471,3.92366,0.52622,0.92818,0.91818,13.36804,15.68505,1.35216,0.44919,7,0.02013,0.01976,0.48395,17.06946,25.74884
"35","2018_Q4",35.4363492063492,"Down",5.901e+09,-3.887e+09,2.014e+09,-1.206e+09,-8.02e+08,-3.35e+08,-6.9e+07,8.08e+08,-1.33e+08,-1.33e+08,6.75e+08,-1.22e+08,5.53e+08,-8.3e+07,9.2e+07,5.62e+08,0,0,5.62e+08,5.62e+08,5.62e+08,1.026e+09,1.026e+09,3.58e+09,2.13e+09,5.82e+08,5.82e+08,7.318e+09,1.3476e+10,1.3476e+10,1.615e+09,1.1394e+10,3.371e+09,8.023e+09,2.6485e+10,3.3803e+10,4.048e+09,2.51e+09,1.538e+09,5.55e+08,4.603e+09,1.6996e+10,5.146e+09,2.09e+09,1.785e+09,3.05e+08,2.512e+09,5.44e+08,2.2142e+10,2.6745e+10,6.705e+09,4.49e+08,6.256e+09,-2.131e+09,7.353e+09,-4.887e+09,7.04e+09,1.8e+07,7.058e+09,3.3803e+10,5.62e+08,5.62e+08,3.35e+08,6.9e+07,-2.5e+07,9.41e+08,-3.47e+08,-3.9e+07,-3.46e+08,-1.95e+08,-2.31e+08,-2.01e+08,-9e+06,-6.36e+08,-4.1e+07,-4.1e+07,-6e+06,-4.7e+07,1.143e+09,1.7551e+10,8.54e+08,0.3413,0.13693,0.09524,0.07963,0.01663,1.51957,1.58983,3.78932,0.51921,1.30633,1.29362,13.71642,16.36393,1.98506,0.45326,9,0.02544,0.0287,0.34698,14.45757,20.45173
"36","2019_Q1",36.9801639344262,"Up",5.951e+09,-3.798e+09,2.153e+09,-1.161e+09,-8.47e+08,-3.38e+08,2.4e+07,9.92e+08,-6.29e+08,-1.35e+08,3.63e+08,1.9e+07,3.82e+08,-1.43e+08,7.9e+07,3.18e+08,0,0,3.18e+08,3.16e+08,3.16e+08,5.89e+08,5.89e+08,3.521e+09,2.241e+09,6.45e+08,6.45e+08,6.996e+09,1.3469e+10,1.3469e+10,1.648e+09,1.1463e+10,3.374e+09,8.089e+09,2.658e+10,3.3576e+10,4.055e+09,2.413e+09,1.642e+09,6.39e+08,4.694e+09,1.6313e+10,5.186e+09,2.026e+09,1.762e+09,2.64e+08,2.6e+09,5.6e+08,2.1499e+10,2.6193e+10,6.729e+09,4.49e+08,6.28e+09,-2.332e+09,7.465e+09,-4.5e+09,7.362e+09,2.1e+07,7.383e+09,3.3576e+10,3.18e+08,3.18e+08,3.38e+08,5.05e+08,-3.4e+08,8.21e+08,-2.75e+08,2.4e+07,-2.59e+08,-2.01e+08,-6.26e+08,-2e+08,2.7e+07,-1e+09,-4.38e+08,-4.38e+08,1e+06,-4.37e+08,1.33e+09,1.6952e+10,8.58e+08,0.36179,0.16669,0.0531,0.0428,0.00941,2.71519,1.49041,3.54774,0.50488,0.74383,0.73075,14.008,17.32933,2.01964,0.47313,7,0.01751,0.02906,0.63608,12.30301,16.49496
"37","2019_Q2",36.4926984126984,"Down",5.643e+09,-3.929e+09,1.714e+09,-1.16e+09,-8.02e+08,-3.15e+08,-4.3e+07,5.54e+08,-1.43e+08,-1.33e+08,4.11e+08,7e+06,4.18e+08,-1.06e+08,1.14e+08,4.26e+08,0,0,4.26e+08,4.24e+08,4.24e+08,6.41e+08,6.41e+08,3.493e+09,2.301e+09,6.27e+08,6.27e+08,7.062e+09,1.3472e+10,1.3472e+10,1.77e+09,1.1874e+10,3.393e+09,8.481e+09,2.7116e+10,3.4178e+10,4.144e+09,2.518e+09,1.626e+09,8.09e+08,4.953e+09,1.6546e+10,5.21e+09,1.987e+09,1.727e+09,2.6e+08,2.634e+09,5.89e+08,2.1756e+10,2.6709e+10,6.608e+09,4.49e+08,6.159e+09,-2.398e+09,8.211e+09,-4.975e+09,7.446e+09,2.3e+07,7.469e+09,3.4178e+10,4.26e+08,4.26e+08,3.15e+08,-2.1e+07,1.3e+07,7.33e+08,-2.9e+08,-4e+06,-2.94e+08,-2.01e+08,6.6e+07,-2.29e+08,-2.5e+07,-3.89e+08,5e+07,5e+07,2e+06,5.2e+07,8.69e+08,1.7355e+10,6.98e+08,0.30374,0.09817,0.07514,0.05677,0.01241,1.64623,1.4258,3.57598,0.50778,1.00253,0.99582,13.3427,17.60583,1.6504,0.47526,6,0.02081,0.02324,0.47406,19.2336,30.16968
"38","2019_Q3",34.13828125,"Down",5.667e+09,-3.901e+09,1.766e+09,-1.15e+09,-7.86e+08,-3.21e+08,-4.3e+07,6.16e+08,-1.3e+08,-1.22e+08,4.86e+08,-1.52e+08,3.34e+08,-1.28e+08,8e+07,2.86e+08,0,0,2.86e+08,2.92e+08,2.92e+08,7.87e+08,7.87e+08,3.477e+09,2.224e+09,9e+08,6.14e+08,7.388e+09,1.3367e+10,1.3367e+10,1.646e+09,1.1946e+10,3.441e+09,8.505e+09,2.6959e+10,3.4347e+10,4.123e+09,2.498e+09,1.625e+09,6.76e+08,5.049e+09,1.6633e+10,5.166e+09,1.951e+09,1.694e+09,2.57e+08,2.624e+09,5.91e+08,2.1799e+10,2.6848e+10,6.678e+09,4.49e+08,6.229e+09,-2.628e+09,8.302e+09,-4.87e+09,7.482e+09,1.7e+07,7.499e+09,3.4347e+10,2.86e+08,2.86e+08,3.21e+08,3.75e+08,8.5e+07,1.067e+09,-3.34e+08,-5e+06,-4.21e+08,-1.97e+08,-7.4e+07,-2.31e+08,1.5e+07,-4.87e+08,1.59e+08,1.59e+08,8e+06,1.67e+08,9.37e+08,1.7309e+10,8.16e+08,0.31163,0.1087,0.05153,0.03894,0.0085,2.79452,1.46326,3.58021,0.50395,0.69809,0.69198,13.54829,17.88747,1.95084,0.47097,5,0.01631,0.02722,0.67466,17.63287,26.82143
"39","2019_Q4",37.10421875,"Up",5.568e+09,-3.772e+09,1.796e+09,-1.151e+09,-7.82e+08,-3.27e+08,-4.2e+07,6.45e+08,-1.32e+08,-1.23e+08,5.13e+08,-6.1e+07,4.52e+08,-1.37e+08,2.7e+07,3.42e+08,0,0,3.42e+08,3.44e+08,3.44e+08,6.97e+08,6.97e+08,3.305e+09,2.194e+09,8.55e+08,5.77e+08,7.051e+09,1.3223e+10,1.3223e+10,1.651e+09,1.1923e+10,3.412e+09,8.511e+09,2.6797e+10,3.3848e+10,4.079e+09,2.349e+09,1.73e+09,4.02e+08,4.729e+09,1.6552e+10,5.111e+09,1.901e+09,1.653e+09,2.48e+08,2.643e+09,5.67e+08,2.1663e+10,2.6392e+10,6.71e+09,4.49e+08,6.261e+09,-2.702e+09,8.447e+09,-5.014e+09,7.441e+09,1.5e+07,7.456e+09,3.3848e+10,3.42e+08,3.42e+08,3.27e+08,1.35e+08,7.8e+07,8.82e+08,-2.74e+08,-5e+06,-2.79e+08,-1.97e+08,-3.83e+08,-7.5e+07,-1.6e+07,-6.71e+08,-6.8e+07,-8.7e+07,-2.4e+07,-1.11e+08,9.72e+08,1.6954e+10,9.13e+08,0.32256,0.11584,0.06178,0.04614,0.01016,2.65407,1.49101,3.5397,0.50089,0.83038,0.82262,13.44055,17.96177,2.20388,0.47554,5,0.01833,0.03093,0.57267,16.72531,25.20465
"40","2020_Q1",33.1593548387097,"Down",1.439e+09,-1.067e+09,3.72e+08,-4.43e+08,-3.29e+08,-1.09e+08,-5e+06,-7.1e+07,-1.3e+08,-1.21e+08,-2.01e+08,-8.2e+07,-2.83e+08,-1.06e+08,2.9e+07,-3.6e+08,5.26e+08,5.26e+08,1.66e+08,1.65e+08,1.65e+08,5.11e+08,5.11e+08,3.28e+09,2.208e+09,6.4e+08,6.4e+08,6.639e+09,1.3395e+10,1.3395e+10,1.721e+09,1.1716e+10,3.347e+09,8.369e+09,2.6832e+10,3.3471e+10,2.889e+09,2.423e+09,4.66e+08,4.388e+09,8.646e+09,1.1986e+10,5.121e+09,1.848e+09,1.578e+09,2.7e+08,2.633e+09,6.4e+08,1.7107e+10,2.5753e+10,6.746e+09,4.49e+08,6.297e+09,-2.702e+09,8.408e+09,-4.739e+09,7.713e+09,5e+06,7.718e+09,3.3471e+10,1.66e+08,1.66e+08,3.43e+08,2.53e+08,1.66e+08,9.28e+08,-3.6e+08,-6000000.00000001,-3.06e+08,-2.01e+08,-6.48e+08,-2.98023223876953e-08,7e+06,-8.42e+08,-2.2e+08,-2.01e+08,1.5e+07,-1.86e+08,2.72e+08,1.6374e+10,1.84e+08,0.25851,-0.04934,0.11466,0.02138,0.00493,1.11515,0.76787,3.33675,0.4892,0.39829,0.39417,3.47359,18.61835,0.44416,0.48519,5,0.01253,0.0063,1.21818,58.31985,-223.42254
"41","2020_Q2",28.8344444444444,"Down",5.352e+09,-3.746e+09,1.606e+09,-1.192e+09,-8.25e+08,-3.23e+08,-4.4e+07,4.14e+08,-1.11e+08,-1.17e+08,3.03e+08,-3.19e+08,-1.6e+07,-9.4e+07,-3.1e+07,-1.41e+08,833436364.05913,833436364.05913,-1.41e+08,-1.41e+08,-1.41e+08,1.239e+09,1.239e+09,3.226e+09,2.002e+09,7.48e+08,6.36e+08,7.215e+09,1.2999e+10,1.2999e+10,1.37e+09,1.1631e+10,3.304e+09,8.327e+09,2.6e+10,3.3215e+10,4.094e+09,2.379e+09,1.715e+09,4.884e+09,9.342e+09,1.1941e+10,5.071e+09,1.773e+09,1.521e+09,2.52e+08,2.662e+09,6.36e+08,1.7012e+10,2.6354e+10,6.701e+09,4.49e+08,6.252e+09,-2.651e+09,8.062e+09,-5.255e+09,6.857e+09,4e+06,6.861e+09,3.3215e+10,-1.41e+08,-1.41e+08,3.23e+08,5.67e+08,-1e+08,6.49e+08,-2.85e+08,2.5e+08,-3.5e+07,-2.02e+08,4.15e+08,-4.1e+07,-7e+06,1.65e+08,7.79e+08,7.7e+08,-4.2e+07,7.28e+08,7.37e+08,1.6825e+10,4.46e+08,0.30007,0.07735,-0.02635,-0.02055,-0.00425,-3.16312,0.77232,3.84113,0.50655,-0.3401,-0.3401,12.90928,16.53941,1.07577,0.48723,4,0.00212,0.01551,-1.43262,21.1479,37.64734
"42","2020_Q3",32.4859375,"Up",4.866e+09,-3.427e+09,1.439e+09,-1.05e+09,-6.97e+08,-3.12e+08,-4.1e+07,3.89e+08,-1.02e+08,-1.16e+08,2.87e+08,-2.6e+07,2.61e+08,-6.7e+07,7.2e+07,2.66e+08,796403804.909724,796403804.909724,2.66e+08,2.66e+08,2.66e+08,8.47e+08,8.47e+08,3.06e+09,2.01e+09,6.82e+08,5.7e+08,6.599e+09,1.2879e+10,1.2879e+10,1.407e+09,1.1634e+10,3.304e+09,8.33e+09,2.592e+10,3.2519e+10,3.709e+09,2.206e+09,1.503e+09,4.253e+09,8.33e+09,1.1815e+10,5.314e+09,1.721e+09,1.472e+09,2.49e+08,2.654e+09,9.39e+08,1.7129e+10,2.5459e+10,6.732e+09,4.49e+08,6.283e+09,-2.649e+09,8.123e+09,-5.149e+09,7.057e+09,3e+06,7.06e+09,3.2519e+10,2.66e+08,2.66e+08,3.12e+08,2.5e+07,2.87e+08,8.9e+08,-2.5e+08,15000000.0000001,-2.99e+08,-2.01e+08,-7.63e+08,0,-1.8e+07,-9.82e+08,-3.91e+08,-3.95e+08,2999999.99999999,-3.92e+08,7.01e+08,1.6068e+10,8.05e+08,0.29573,0.07994,0.05467,0.03768,0.00818,3.02632,0.7922,3.60609,0.49411,0.64063,0.63706,11.71911,16.99584,1.93874,0.48408,5,0.01642,0.0283,0.75564,21.71327,39.12853
"43","2020_Q4",41.646875,"Up",5.123e+09,-3.541e+09,1.582e+09,-1.101e+09,-7.37e+08,-3.2e+08,-4.4e+07,4.81e+08,-1.01e+08,-1.12e+08,3.8e+08,-9.8e+07,2.82e+08,-5e+07,-2.8e+07,2.04e+08,555669343.305456,555669343.305456,2.04e+08,2.04e+08,2.04e+08,6.78e+08,6.78e+08,3.034e+09,2.007e+09,5.569e+09,5.455e+09,1.1288e+10,1.2698e+10,1.2698e+10,1.1e+09,6.754e+09,3.304e+09,3.45e+09,2.0552e+10,3.184e+10,3.701e+09,2.226e+09,1.475e+09,4.399e+09,8.476e+09,1.0906e+10,5.362e+09,1.667e+09,1.421e+09,2.46e+08,2.639e+09,1.056e+09,1.6268e+10,2.4744e+10,6.751e+09,4.49e+08,6.302e+09,-2.648e+09,8.122e+09,-5.132e+09,7.093e+09,3e+06,7.096e+09,3.184e+10,2.04e+08,2.04e+08,3.2e+08,2.27e+08,-1.6e+07,7.35e+08,-1.19e+08,2.53e+08,1.34e+08,-2.02e+08,-7.39e+08,-1e+06,-1e+08,-1.042e+09,-1.73e+08,-1.71e+08,2e+06,-1.69e+08,8.01e+08,1.5305e+10,7.16e+08,0.3088,0.09389,0.03982,0.02875,0.00641,3.5098,1.33176,3.48703,0.48068,0.49168,0.48845,12.34748,17.09559,1.72571,0.48686,5,0.01462,0.02579,0.9902,18.26092,30.40956
"44","2021_Q1",45.7904918032787,"Up",2.224e+09,-1.625e+09,5.99e+08,-5.24e+08,-3.81e+08,-1.36e+08,-7e+06,7.5e+07,-9.1e+07,-1.01e+08,-15999999.9999999,-1.82e+08,-1.98e+08,3.5e+07,6.4e+07,-9.9e+07,2.52e+08,2.52e+08,1.53e+08,1.53e+08,1.53e+08,4.68e+08,4.68e+08,2.632e+09,1.626e+09,6.51e+09,5.322e+09,1.1236e+10,1.0963e+10,1.0963e+10,1.178e+09,8.341e+09,3.115e+09,5.226e+09,2.0482e+10,3.1718e+10,2.445e+09,2.035e+09,4.1e+08,4.246e+09,8.284e+09,1.039e+10,5.176e+09,1.267e+09,1.032e+09,2.35e+08,2.572e+09,1.337e+09,1.5566e+10,2.385e+10,6.774e+09,4.49e+08,6.325e+09,-2.648e+09,8.07e+09,-4.342e+09,7.854e+09,1.4e+07,7.868e+09,3.1718e+10,1.53e+08,1.53e+08,3.32e+08,1.51e+08,1.53e+08,7.89e+08,-8.9e+07,-19000000.0000001,-68999999.9999999,-2.01e+08,-5.73e+08,0,-6.7e+07,-8.41e+08,-1.21e+08,-1.12e+08,2.9e+07,-8.3e+07,4.07e+08,1.4636e+10,4.36e+08,0.26933,0.03372,0.06879,0.01945,0.00482,2.84967,1.35635,3.03127,0.46144,0.36839,0.36285,5.35485,18.9105,1.04978,0.48396,7,0.01279,0.01575,1.31373,34.81081,188.90667
"45","2021_Q2",54.1655555555556,"Up",4.593e+09,-3.348e+09,1.245e+09,-9.4e+08,-6.37e+08,-2.68e+08,-3.5e+07,3.05e+08,-4.1e+07,-9.3e+07,2.64e+08,4.2e+07,3.06e+08,-8.8e+07,4.9e+07,2.67e+08,8.2e+07,8.2e+07,3.49e+08,3.49e+08,3.49e+08,7.87e+08,7.87e+08,3.342e+09,1.828e+09,6.21e+09,5.515e+09,1.2167e+10,1.1952e+10,1.1952e+10,7.11e+08,6.647e+09,3.242e+09,3.405e+09,1.931e+10,3.1477e+10,2.717e+09,2.354e+09,3.63e+08,4.251e+09,8.39e+09,1.0324e+10,4.992e+09,1.214e+09,9.68e+08,2.46e+08,2.756e+09,1.022e+09,1.5316e+10,2.3706e+10,6.716e+09,4.49e+08,6.267e+09,-2.719e+09,8.214e+09,-4.453e+09,7.758e+09,1.3e+07,7.771e+09,3.1477e+10,3.49e+08,3.49e+08,3.09e+08,-7e+07,-7.6e+07,5.12e+08,-218207337.955148,3.08e+08,2.58e+08,-2.02e+08,-1.09e+08,-1.55e+08,-3.8e+07,-5.04e+08,2.66e+08,2.12e+08,-2e+07,1.92e+08,6.14e+08,1.4575e+10,-14652982.2557081,0.27106,0.06641,0.07599,0.04491,0.01109,1.21216329014826,1.45018,3.05057,0.46304,0.84138,0.83711,11.07289,18.70313,-0.117804636349196,0.48699,6,0.02016,-0.00247348799853126,0.5788,22.45603,45.20656
"46","2021_Q3",53.3109375,"Down",4.77e+09,-3.402e+09,1.368e+09,-1.046e+09,-7.38e+08,-2.72e+08,-3.6e+07,3.22e+08,-3.5e+07,-8.6e+07,2.87e+08,-3.5e+07,2.52e+08,-4.6e+07,1.04e+08,3.1e+08,1.24e+08,1.24e+08,4.34e+08,4.32e+08,4.32e+08,7.06e+08,7.06e+08,3.608e+09,1.828e+09,6.084e+09,5.514e+09,1.2226e+10,1.188e+10,1.188e+10,6.22e+08,6.72e+09,3.317e+09,3.403e+09,1.9222e+10,3.1448e+10,3.025e+09,2.565e+09,4.6e+08,4.336e+09,8.635e+09,9.432e+09,5.027e+09,1.132e+09,8.89e+08,2.43e+08,2.764e+09,1.131e+09,1.4459e+10,2.3094e+10,6.779e+09,4.49e+08,6.33e+09,-2.775e+09,8.442e+09,-4.094e+09,8.352e+09,2e+06,8.354e+09,3.1448e+10,4.34e+08,4.34e+08,3.06e+08,7.8e+07,-5.2e+07,7.66e+08,-2.22e+08,4.9e+08,3.28e+08,-2.01e+08,-7.99e+08,-5.8e+07,-1.53e+08,-1.211e+09,-1.17e+08,-1.08e+08,2.7e+07,-8.1e+07,6.28e+08,1.3768e+10,4e+08,0.28679,0.06751,0.09057,0.05171,0.01374,0.925930000000001,1.41587,2.76442,0.4378,1.04147,1.0362,11.49961,20.13516,0.96433,0.48457,8,0.02332,0.01473,0.46528,20.79936,40.56522
