"","YQ","p","d","revenue","cost_of_revenue","gross_profit","operating_expenses","selling_general_administrative","selling_marketing","general_administrative","research_development","depreciation_amortization","operating_income_loss","non_operating_income_loss","interest_expense_net","interest_expense","interest_income","foreign_exchange_gain_loss","pretax_income_loss_adj","pretax_income_loss","income_tax_expense_benefit_net","income_loss_from_continuing_operations","income_loss_incl_minority_interest","net_income","net_income_common","cash_cash_equivalents_short_term_investments","cash_cash_equivalents","short_term_investments","accounts_notes_receivable","accounts_receivable_net","other_short_term_assets","misc_short_term_assets","total_current_assets","property_plant_equipment_net","property_plant_equipment","other_long_term_assets","intangible_assets","goodwill","deferred_tax_assets_long_term","misc_long_term_assets","total_noncurrent_assets","total_assets","payables_accruals","other_payables_accruals","short_term_debt","other_short_term_liabilities","misc_short_term_liabilities","total_current_liabilities","long_term_debt","other_long_term_liabilities","misc_long_term_liabilities","total_noncurrent_liabilities","total_liabilities","share_capital_additional_paid_in_capital","retained_earnings","other_equity","equity_before_minority_interest","total_equity","total_liabilities_equity","net_income_starting_line","depreciation_amortization_2","non_cash_items","change_in_working_capital","net_cash_from_operating_activities","change_in_fixed_assets_intangibles","net_cash_from_investing_activities","dividends_paid","cash_from_repayment_of_debt","other_financing_activities","net_cash_from_financing_activities","net_cash_before_disc_operations_and_fx","net_cash_before_fx","effect_of_foreign_exchange_rates","net_change_in_cash","ebitda","total_debt","free_cash_flow","gross_profit_margin","operating_margin","net_profit_margin","return_on_equity","return_on_assets","free_cash_flow_to_net_income","current_ratio","liabilities_to_equity_ratio","debt_ratio","earnings_per_share_basic","earnings_per_share_diluted","sales_per_share","equity_per_share","free_cash_flow_per_share","dividends_per_share","return_on_invested_capital","cash_return_on_invested_capital","dividend_payout_ratio","net_debt_ebitda","net_debt_ebit"
"27","2016_Q4",55.1896825396825,"Up",74608000,-22425000,52183000,-27890000,-16589000,-4463000,-12126000,-8563000,-2738000,24293000,453000,-1287000,-1922000,635000,578000,24746000,24746000,-789000,23957000,23957000,24067000,24067000,102781000,99806000,2975000,60795000,60795000,21807000,21807000,185383000,36187000,36187000,539545000,69038000,428063000,33435000,9009000,575732000,761115000,36480000,36480000,12373000,22468000,1863000,71321000,242892000,6696000,4968000,249588000,320909000,19467000,440604000,-31291000,428780000,440206000,761115000,23957000,2738000,-757000,-3864000,22074000,-2230000,-3350000,-2490000,11862000,-70000,3184000,21908000,21908000,-116000,21792000,27031000,255265000,21726000,0.69943,0.32561,0.32258,0.05467,0.03162,0.90273,2.59928,0.729,0.33538,0.74233,0.73588,2.30122,13.22538,0.67012,0.0768,0.03782,0.03094,0.10346,5.64108,6.27687
"28","2017_Q1",56.5287096774194,"Up",80046000,-22522000,57524000,-29863000,-19137000,-4467000,-14670000,-8068000,-2658000,27661000,-2202000,-1363000,-1995000,632000,-839000,25459000,25459000,-516000,24943000,24943000,24629000,24629000,117223000,114118000,3105000,62713000,62713000,27110000,27110000,207046000,37061000,37061000,559648000,72223000,441404000,31345000,14676000,596709000,803755000,37935000,37935000,12373000,39404000,16559000,89712000,259853000,15554000,13668000,275407000,365119000,3209000,457364000,-33677000,426896000,438636000,803755000,24943000,2658000,2189000,908000,30698000,-1557000,-13511000,-2428000,16874000,-851000,-1619000,15568000,15568000,-1256000,14312000,30319000,272226000,30186000,0.71864,0.34556,0.30769,0.05615,0.03064,1.22563,2.3079,0.8324,0.33869,0.76345,0.75856,2.48128,13.23298,0.93571,0.07526,0.03725,0.04155,0.09858,5.1124,5.60367
"29","2017_Q2",54.8812698412698,"Down",79103000,-25187000,53916000,-28226000,-17021000,-4337000,-12684000,-8350000,-2855000,25690000,1802000,-1694000,-2468000,774000,3496000,27492000,27492000,-869000,26623000,26623000,26427000,26427000,123455000,120195000,3260000,68424000,68424000,25145000,25145000,217024000,38823000,38823000,559343000,70570000,443304000,33741000,11728000,598166000,815190000,30543000,30543000,12373000,26147000,2219000,69063000,296742000,16070000,14728000,312812000,381875000,3152000,448621000,-31160000,420613000,433315000,815190000,26623000,2855000,-1155000,-12536000,15787000,-2705000,-4224000,-2428000,36874000,-167000,-6186000,5377000,5377000,786000,6163000,28545000,309115000,14173000,0.68159,0.32477,0.33408,0.06099,0.03242,0.53631,3.14241,0.88129,0.37919,0.83085,0.82654,2.48697,13.22391,0.44559,0.07634,0.03804,0.01869,0.09188,6.50412,7.22694
"30","2017_Q3",54.9761904761905,"Up",87387000,-30932000,56455000,-29916000,-18740000,-4142000,-14598000,-8417000,-2759000,26539000,-2944000,-2553000,-3018000,465000,-391000,23595000,23595000,302000,23897000,23897000,23434000,23434000,81310000,68449000,12861000,83345000,83345000,29465000,29465000,194120000,40939000,40939000,688270000,79963000,557502000,35328000,15477000,729209000,923329000,45788000,45788000,12373000,28283000,6266000,86444000,313648000,44798000,43460000,358446000,444890000,3144000,464963000,-30419000,437688000,478439000,923329000,23897000,2759000,-2549000,-8662000,15445000,-2251000,-71635000,-2372000,16870000,-70000,9213000,-46977000,-46977000,-825000,-47802000,29298000,326021000,18083000,0.64603,0.3037,0.26816,0.04898,0.02538,0.77166,2.24562,0.92988,0.35309,0.74417,0.74071,2.77507,13.89927,0.57425,0.07533,0.03039,0.02129,0.10122,8.35248,9.22081
"31","2017_Q4",69.4168253968254,"Up",92800000,-34937000,57863000,-29952000,-18707000,-3833000,-14874000,-8536000,-2709000,27911000,-3577000,-3177000,-3552000,375000,-4e+05,24334000,24334000,204000,24538000,24538000,24184000,24184000,102258000,96734000,5524000,102813000,102813000,35703000,35703000,240774000,41430000,41430000,743728000,85705000,559163000,35398000,63462000,785158000,1025932000,57851000,57851000,12373000,78542000,57957000,148766000,330609000,44636000,43315000,375245000,524011000,3805000,486771000,-29760000,460816000,501921000,1025932000,24538000,2709000,1102000,-9383000,18966000,-1414000,1907000,-2376000,16874000,-90000,14408000,35281000,35281000,420000,35701000,30620000,342982000,19619000,0.62352,0.30077,0.2606,0.04818,0.02357,0.81124,1.61847,1.04401,0.33431,0.76889,0.76478,2.95043,14.65094,0.62376,0.07554,0.02986,0.02206,0.09825,7.86166,8.6247
"32","2018_Q1",77.6365573770492,"Up",104681000,-38438000,66243000,-33162000,-21811000,-3991000,-17820000,-8551000,-2800000,33081000,-5142000,-4248000,-4345000,97000,-894000,27939000,27939000,-414000,27525000,27525000,26573000,26573000,89487000,63895000,25592000,117838000,117838000,45607000,45607000,252932000,41704000,41704000,818377000,87766000,666863000,43529000,20219000,860081000,1113013000,92517000,92517000,14381000,40034000,17194000,146932000,385507000,46815000,45392000,432322000,579254000,4558000,510975000,-24023000,491510000,533759000,1113013000,27525000,2800000,-4084000,367999.999999998,26609000,-1015000,-133159000,-2369000,63033000,-71000,60593000,-45957000,-45957000,1672000,-44285000,35881000,399888000,35648000,0.63281,0.31602,0.25385,0.04978,0.02387,1.34151,1.72142,1.08524,0.35928,0.84471,0.83975,3.32764,15.62432,1.13319,0.07531,0.02952,0.03636,0.08915,8.65085,9.38306
"33","2018_Q2",73.3625,"Down",108230000,-39591000,68639000,-34743000,-23502000,-3998000,-19504000,-8434000,-2807000,33896000,-5314000,-4726000,-4847000,121000,-641000,28582000,28582000,-2126000,26456000,26456000,26208000,26208000,130254000,111898000,18356000,117443000,117443000,43170000,43170000,290867000,40647000,40647000,830930000,85734000,672159000,48489000,24548000,871577000,1162444000,94407000,94407000,13841000,50427000,22730000,158675000,409472000,53370000,44548000,462842000,621517000,3146000,523668000,-28782000,498032000,540927000,1162444000,26456000,2807000,868000,-4638000,25493000,-531000,2487000,-2369000,24160000,-36000,21755000,49735000,49735000,-1723000,48012000,36703000,423313000,33660000,0.6342,0.31318,0.24215,0.04845,0.02255,1.28434,1.8331,1.14898,0.36416,0.83248,0.82782,3.43784,15.81958,1.06918,0.07525,0.02808,0.03308,0.09039,7.98461,8.64583
"34","2018_Q3",76.2315873015873,"Up",124626000,-43559000,81067000,-42752000,-31547000,-4823000,-26724000,-8671000,-2534000,38315000,-7022000,-5665000,-5750000,85000,-1357000,31293000,31293000,-2222000,29071000,29071000,29180000,29180000,134672000,113410000,21262000,148317000,148317000,45240000,45240000,328229000,41061000,41061000,988287000,84097000,825526000,46819000,31845000,1029348000,1357577000,110613000,110613000,13937000,69527000,38346000,194077000,591644000,23954000,16802000,615598000,809675000,3880000,550480000,-54960000,499400000,547902000,1357577000,29071000,2534000,3760000,-20965000,14400000,-941000,-180418000,-2368000,176570000,-63999.9999999999,171954000,5936000,5936000,-4822000,1114000.00000001,40849000,605581000,21165000,0.65048,0.30744,0.23414,0.05326,0.02149,0.72533,1.69123,1.47777,0.44607,0.92738,0.92266,3.96078,15.8716,0.67265,0.07526,0.02679,0.01798,0.08115,11.52804,12.29046
"35","2018_Q4",51.0526984126984,"Down",128643000,-42963000,85680000,-46442000,-32909000,-4721000,-28188000,-11010000,-2523000,39238000,-8278000,-7364000,-7467000,103000,-921000,30960000,30960000,-1679000,29281000,29281000,29242000,29242000,155468000,134987000,20481000,153171000,153171000,40053000,40053000,348692000,45648000,45648000,1034555000,79003000,870311000,44656000,40585000,1080203000,1428895000,127962000,127962000,13925000,81025000,50730000,222912000,629676000,34717000,26564000,664393000,887305000,4564000,577353000,-85833000,496084000,541590000,1428895000,29281000,2523000,-543000,3011000,34272000,-4368000,-52478000,-2369000,43038000,-47000,40622000,22416000,22416000,-4899000,17517000,41761000,643601000,42083000,0.66603,0.30501,0.22731,0.05399,0.02046,1.43913,1.56426,1.63833,0.45042,0.92855,0.92456,4.08494,15.7527,1.33631,0.07523,0.02591,0.0345,0.08101,11.68873,12.44031
"36","2019_Q1",50.6204918032787,"Down",136327000,-42302000,94025000,-52495000,-38104000,-4045000,-34059000,-10963000,-3428000,41530000,-6783000,-8910000,-9037000,127000,2127000,34747000,34747000,-26474000,8273000,8273000,8509000,8509000,178958000,147766000,31192000,174340000,174340000,74082000,74082000,427380000,50294000,50294000,1133273000,93503000,946685000,54629000,38456000,1183567000,1610947000,157289000,157289000,18593000,141546000,92170000,317428000,699253000,49829000,39496000,749082000,1066510000,6454000,535118000,-63377000,478195000,544437000,1610947000,8273000,3428000,-13129000,10718000,9289999.99999999,-2192000,-17350000,-2210000,63297000,-8414000,14476000,6416000.00000001,6416000.00000001,5755000,12171000,44958000,717846000,79958000,0.6897,0.30464,0.06242,0.01563,0.00528,9.39687,1.34638,1.95892,0.4456,0.27331,0.27252,4.37886,15.35975,2.56827,0.07099,0.00817,0.06094,0.25972,11.98648,12.97587
"37","2019_Q2",47.792380952381,"Down",142924000,-45929000,96995000,-42864000,-27565000,-6121000,-21444000,-11242000,-4057000,54131000,-30172000,-9468000,-9818000,350000,-255000,23959000,23959000,1084000,25043000,25043000,25710000,25710000,96416000,76999000,19417000,162155000,162155000,93976000,93976000,352547000,69017000,69017000,1159428000,90614000,965640000,58686000,44488000,1228445000,1580992000,148439000,148439000,17809000,75906000,40442000,242154000,709112000,60678000,50747000,769790000,1011944000,7402000,556364000,-59895000,503871000,569048000,1580992000,25043000,4057000,-15977000,25372000,38495000,-1798000,-87046000,-2297000,9901000,2887000,-481000,-49032000,-49032000,190000,-48842000,58188000,726921000,80678000,0.67865,0.37874,0.17989,0.04518,0.01626,3.138,1.45588,1.77831,0.45979,0.84229,0.84009,4.68235,16.50737,2.6431,0.07525,0.02064,0.05947,0.08934,10.83565,11.64776
"38","2019_Q3",40.448125,"Down",144275000,-50954000,93321000,-52039000,-37359000,-4493000,-32866000,-11397000,-3283000,41282000,-11932000,-11634000,-11763000,129000,401000,29350000,29350000,-1004000,28346000,28346000,28851000,28851000,107070000,102210000,4860000,175323000,175323000,87781000,87781000,370174000,70269000,70269000,1182060000,88511000,971929000,60135000,61485000,1252329000,1622503000,194873000,194873000,19627000,57932000,26248000,272432000,703580000,58938000,49495000,762518000,1034950000,8242000,582913000,-55484000,535671000,587553000,1622503000,28346000,3283000,-1568000,-30314000,-253000,-2923000,-13784000,-2302000,36680000,2167000,36545000,22508000,22508000,331000.000000001,22839000,44565000,723207000,12332000,0.64683,0.28613,0.19997,0.0491,0.01778,0.42744,1.35878,1.76146,0.44574,0.94507,0.94075,4.72599,17.54688,0.40396,0.07541,0.02274,0.009,0.07979,13.82558,14.92508
"39","2019_Q4",35.665,"Down",147233000,-55171000,92062000,-66055000,-51184000,-4284000,-46900000,-11245000,-3626000,26007000,-11160000,-10871000,-10970000,99000,-641000,14847000,14847000,217000,15064000,15064000,20509000,20509000,129037000,124242000,4795000,165397000,165397000,86055000,86055000,380489000,69605000,69605000,1155245000,88353000,958813000,59906000,48173000,1224850000,1605339000,162032000,162032000,21456000,70344000,41425000,253832000,698029000,70162000,61218000,768191000,1022023000,9257000,599148000,-74236000,534169000,583316000,1605339000,15064000,3626000,14991000,-11740000,21941000,-1148000,7570000,-2299000,-45541000,32053000,-17767000,11744000,11744000,-2918000,8826000,29633000,719485000,16528000,0.62528,0.17664,0.1393,0.03516,0.01278,0.80589,1.49898,1.75209,0.44818,0.67245,0.67194,4.82747,17.51431,0.54192,0.07538,0.01661,0.01204,0.1121,19.92535,22.70343
"40","2020_Q1",27.5727419354839,"Down",146183000,-53111000,93072000,-58819000,-43899000,-4680000,-39219000,-11418000,-3502000,34253000,-11618000,-9730000,-9781000,51000,-1881000,22635000,22635000,-517000,22118000,22118000,21650000,21650000,77671000,73228000,4443000,179172000,179172000,107091000,107091000,363934000,48421000,48421000,1179264000,89010000,952404000,69227000,68623000,1227685000,1591619000,134038000,134038000,23258000,77589000,77589000,234885000,692504000,64785000,50354000,757289000,992174000,10009000,618503000,-78398000,550114000,599445000,1591619000,22118000,3502000,-2848000.00000001,-22162000,609999.999999993,961000,-3436000,-2295000,3160999.99999999,-18258000,-17392000,-20218000,-20218000,-917000,-21135000,37755000,715762000,17071000,0.63668,0.23432,0.1481,0.03612,0.0136,0.7885,1.54941,1.65515,0.44971,0.71,0.70793,4.79399,18.04067,0.55983,0.07526,0.01735,0.01237,0.106,16.90083,18.62876
"41","2020_Q2",19.9957142857143,"Down",137876000,-57457000,80419000,-46106000,-33048000,-3804000,-29244000,-9417000,-3641000,34313000,-8584000,-9183000,-9237000,54000,618000,25729000,25729000,-1284000,24445000,24445000,24723000,24723000,71090000,61854000,9236000,135889000,135889000,112139000,112139000,319118000,46831000,46831000,1137661000,84804000,921367000,66842000,64648000,1184492000,1503610000,82204000,82204000,24859000,80098000,42173000,187161000,686949000,57784000,47900000,744733000,931894000,11259000,639596000,-128192000,522663000,571716000,1503610000,24445000,3641000,2675000,-1183000,29578000,-557000,-9609000,-2301000,-3968000,-26534000,-32167000,-12198000,-12198000,-10173000,-22371000,37954000,711808000,37498000,0.58327,0.24887,0.17931,0.04324,0.01644,1.51673,1.70505,1.62999,0.4734,0.81123,0.80576,4.52408,17.14999,1.23041,0.0755,0.02015,0.02796,0.09307,16.88144,18.67275
"42","2020_Q3",21.67015625,"Up",111312000,-49093000,62219000,-30369000,-18922000,-3458000,-15464000,-8338000,-3109000,31850000,-6909000,-7118000,-7147000,29000,91000.0000000002,24941000,24941000,-1677000,23264000,23264000,23475000,23475000,108672000,77315000,31357000,129768000,129768000,89489000,89489000,327929000,63057000,63057000,1124990000,82615000,925355000,66605000,50415000,1188047000,1515976000,88307000,88307000,24604000,85076000,49941000,197987000,682476000,45987000,37418000,728463000,926450000,12386000,660767000,-132469000,540684000,589526000,1515976000,23264000,3109000,1372000,1076000,28821000,-2e+05,-26876000,-2304000,-4201000,4817000,-1688000,257000,257000,143000,4e+05,34959000,707080000,37512000,0.55896,0.28613,0.21089,0.03982,0.01549,1.59796,1.65632,1.57152,0.46642,0.76957,0.76443,3.6491,17.72502,1.22974,0.07553,0.0192,0.02794,0.09815,17.11742,18.78832
"43","2020_Q4",27.4609375,"Up",154305000,-85976000,68329000,-36430000,-24263000,-3375000,-20888000,-8775000,-3392000,31899000,-8067000,-7466000,-7495000,29000,-597000,23832000,23832000,152000,23984000,23984000,24682000,24682000,112545000,88023000,24522000,151847000,151847000,82576000,82576000,346968000,48525000,48525000,1155057000,80679000,938680000,66992000,68706000,1203582000,1550550000,81020000,81020000,40193000,77195000,77195000,198408000,677010000,44562000,43327000,721572000,919980000,13590000,683131000,-114295000,582426000,630570000,1550550000,23984000,3392000,1769000,-15780000,13365000,-707000,-2685000,-2318000,1657000,-227000,-888000,9792000,9792000,2808000,12600000,35291000,717203000,18652000,0.44282,0.20673,0.15996,0.03914,0.01592,0.75569,1.74876,1.45897,0.46255,0.80856,0.80001,5.05487,19.07967,0.61102,0.07594,0.01939,0.0134,0.09391,17.13349,18.95539
"44","2021_Q1",37.7434426229508,"Up",222116000,-150736000,71380000,-37472000,-25139000,-3198000,-21941000,-8737000,-3596000,33908000,-8085000,-7644000,-7699000,55000,-499000,25823000,19655000,-2521000,17134000,17134000,19497000,19497000,130054000,105035000,25019000,147558000,147558000,84286000,84286000,361898000,52521000,52521000,1155434000,72527000,949037000,63402000,70468000,1207955000,1569853000,93199000,93199000,29796000,68395000,68395000,191390000,671542000,46817000,45582000,718359000,909749000,14178000,700304000,-101503000,612979000,660104000,1569853000,17134000,3596000,11916000,-4054000,28592000,-3873000,-5636000,-2322000,-13106000,8218000,-7210000,15746000,15746000,2469000,18215000,37504000,701338000,32098000,0.32136,0.15266,0.08778,0.02954,0.01242,1.6463,1.89089,1.37819,0.44675,0.63853,0.64903,7.27438,20.07529,1.05122,0.07605,0.01549,0.02279,0.1191,15.23262,16.84806
"45","2021_Q2",30.39,"Down",290053000,-220358000,69695000,-38509000,-25164000,-3827000,-21337000,-9545000,-3800000,31186000,-8697000,-8071000,-8079000,8000,-625000,22489000,22489000,-1202000,21287000,21287000,21591000,21591000,122403000,99578000,22825000,149004000,149004000,89817000,89817000,361224000,52892000,52892000,1152167000,69905000,946312000,66406000,69544000,1205059000,1566283000,67520000,67520000,24404000,85971000,85971000,177895000,666027000,45852000,36706000,711879000,889774000,15536000,719574000,-105422000,629688000,676509000,1566283000,21287000,3800000,-1650000,-14859000,8578000,-270000,382000,-2321000,-5710000,-4636000,-12667000,-3707000,-3707000,-1379000,-5086000,34986000,690431000,21059000,0.24028,0.10752,0.07444,0.03192,0.01378,0.97536,2.03055,1.31524,0.44081,0.70656,0.70258,9.49188,20.60632,0.68915,0.07595,0.01693,0.01491,0.1075,16.23587,18.2142
"46","2021_Q3",28.83046875,"Down",246322000,-178203000,68119000,-40854000,-26727000,-3392000,-23335000,-10142000,-3985000,27265000,-11689000,-10445000,-10462000,17000,9000,15576000,15576000,-627000,14949000,14949000,15721000,15721000,98935000,85069000,13866000,155663000,155663000,92406000,92406000,347004000,53171000,53171000,1146049000,67957000,942062000,65943000,70087000,1199220000,1546224000,65078000,65078000,29825000,81800000,81800000,176703000,638454000,49264000,47906000,687718000,864421000,16776000,732974000,-113996000,635754000,681803000,1546224000,14949000,3985000,2531000,-8383000,13082000,-1435000,6057000,-2321000,-25736000,-2417000,-30474000,-11335000,-11335000,-3427000,-14762000,31250000,668279000,22059000,0.27654,0.11069,0.06382,0.02306,0.01017,1.40316,1.96377,1.26785,0.4322,0.51446,0.51157,8.0608,20.80483,0.72187,0.07595,0.01289,0.01576,0.14764,18.21901,20.88186
"47","2021_Q4",31.4678125,"Up",191736000,-120799000,70937000,-42801000,-28816000,-3079580.1041997,-24450248.6311274,-10151000,-3834000,28136000,-12383000,-10961000,-11240887.6275223,39061.9668370693,-160000,15753000,15753000,-730000,15023000,15023000,15451000,15451000,101013000,87671000,13342000,162705000,162705000,91753000,91753000,355471000,54076000,54076000,1140285000,65959000,940600000,66508000,67218000,1194361000,1549832000,70872000,70872000,35296000,73840000,73840000,180008000,631190000,46930000,45572000,678120000,858128000,18062000,746104000,-118083000,646083000,691704000,1549832000,15023000,3834000,2662000,-3353000,18166000,-3620000,-4460000,-2321000,-14285000,6801000,-9805000,3901000,3901000,-416000,3485000,31970000,666486000,25727000,0.36997,0.14674,0.08058,0.02234,0.00997,1.66507,1.97475,1.2406,0.43004,0.50418,0.50327,6.25648,21.08213,0.83949,0.07574,0.01265,0.01831,0.15022,17.68761,20.09785
"48","2022_Q1",30.893064516129,"Down",266827000,-186030000,80797000,-48374000,-34638000,-3250269.15721799,-25051330.9470811,-10177000,-3559000,32423000,-12718000,-11810000,-10627837.5811506,53339.4334417714,342000,19705000,19705000,-4025000,15680000,15680000,15425000,15425000,116088000,99625000,16463000,154961000,154961000,95515000,95515000,366564000,54359000,58272823.3126722,1152326000,63442000,939249000,84514000,65121000,1206685000,1573249000,97541000,97541000,36827000,70827000,70827000,205195000,624078000,44422000,43272000,668500000,873695000,18136000,759208000,-122022000,655322000,699554000,1573249000,15680000,3559000,-4010000,14416000,29645000,-2140000,-6577000,-2321000,4212000,-12163000,-10272000,12796000,12796000,-1882000,10914000,35982000,660905000,52283000,0.30281,0.12151,0.05781,0.02205,0.0098,3.3895,1.78642,1.24893,0.42009,0.50333,0.50243,8.70675,21.38361,1.70603,0.07574,0.01263,0.03722,0.15047,15.14138,16.80341
"49","2022_Q2",27.7388709677419,"Down",286253000,-210843000,75410000,-45300000,-30678000,-3765000,-26913000,-10258000,-4364000,30110000,-10029000,-10189000,-10251000,62000,894000,20081000,20081000,-1704000,18377000,18377000,19191000,19191000,92137000,75943000,16194000,153774000,153774000,93658000,93658000,339569000,61740000,61740000,1158710000,60781000,931558000,101100000,65271000,1220450000,1560019000,86152000,86152000,650452000,76866000,76866000,813470000,266000,41024000,39874000,41290000,854760000,19066000,776081000,-133306000,661841000,705259000,1560019000,18377000,4364000,-15332000,-1842000,5567000,-9303000,-11512000,-2318000,-9234000,-3794000,-15346000,-21291000,-21291000,-1088000,-22379000,34474000,650718000,25033000,0.26344,0.10519,0.06704,0.02721,0.0123,1.30441,0.41743,1.21198,0.41712,0.62622,0.62509,9.34063,21.59633,0.81684,0.07564,0.0154,0.01792,0.12079,16.20296,18.55135
"50","2022_Q3",21.881875,"Down",250781000,-169330000,81451000,-51344000,-36247000,-4511000,-31736000,-10223000,-4874000,30107000,-8777000,-11598000,-11664000,66000,3229000,21330000,21330000,-2478000,18852000,18852000,19343000,19343000,87278000,67511000,19767000,164645000,164645000,102724000,102724000,354647000,58405000,58405000,1134392000,57520000,906807000,105389000,64676000,1192797000,1547444000,102542000,102542000,644128000,81033000,81033000,827703000,227000.000000119,40124000,38974000,40351000,868054000,20006000,793106000,-176649000,636463000,679390000,1547444000,18852000,4874000,-2110000,-5739000,15877000,-304000,-5479000,-2318000,-8371000,1920000,-8769000,1629000,1629000,-10679000,-9050000.00000001,34981000,644355000,31416000,0.32479,0.12005,0.07713,0.02847,0.0125,1.62415,0.42847,1.2777,0.4164,0.63118,0.63004,8.18316,20.76822,1.02513,0.07564,0.01588,0.02303,0.11984,15.92513,18.50324
