"","YQ","p","d","revenue","cost_of_revenue","gross_profit","operating_expenses","selling_general_administrative","research_development","operating_income_loss","non_operating_income_loss","other_non_operating_income_loss","pretax_income_loss_adj","pretax_income_loss","income_tax_expense_benefit_net","income_loss_from_continuing_operations","income_loss_incl_minority_interest","net_income","net_income_common","cash_cash_equivalents_short_term_investments","cash_cash_equivalents","short_term_investments","accounts_notes_receivable","accounts_receivable_net","inventories","other_short_term_assets","misc_short_term_assets","total_current_assets","property_plant_equipment_net","long_term_investments_receivables","other_long_term_assets","goodwill","deferred_tax_assets_long_term","misc_long_term_assets","total_noncurrent_assets","total_assets","payables_accruals","accounts_payable","other_payables_accruals","other_short_term_liabilities","deferred_revenue_short_term","total_current_liabilities","other_long_term_liabilities","deferred_revenue_long_term","misc_long_term_liabilities","total_noncurrent_liabilities","total_liabilities","share_capital_additional_paid_in_capital","retained_earnings","other_equity","equity_before_minority_interest","total_equity","total_liabilities_equity","net_income_starting_line","depreciation_amortization_2","non_cash_items","stock_based_compensation","deferred_income_taxes","other_non_cash_adjustments","change_in_working_capital","change_in_accounts_receivable","change_in_inventories","change_in_other","net_cash_from_operating_activities","change_in_fixed_assets_intangibles","acquisition_of_fixed_assets_intangibles","purchase_of_fixed_assets","net_change_in_long_term_investment","decrease_in_long_term_investment","increase_in_long_term_investment","net_cash_from_investing_activities","cash_from_repurchase_of_equity","increase_in_capital_stock","decrease_in_capital_stock","net_cash_from_financing_activities","net_cash_before_disc_operations_and_fx","net_cash_before_fx","effect_of_foreign_exchange_rates","net_change_in_cash","ebitda","total_debt","free_cash_flow","gross_profit_margin","operating_margin","net_profit_margin","return_on_equity","return_on_assets","free_cash_flow_to_net_income","current_ratio","liabilities_to_equity_ratio","debt_ratio","earnings_per_share_basic","earnings_per_share_diluted","sales_per_share","equity_per_share","free_cash_flow_per_share","return_on_invested_capital","cash_return_on_invested_capital","net_debt_ebitda","net_debt_ebit"
"26","2016_Q3",121.4040625,"Up",483677000,-82230000,401447000,-277566000,-191272000,-86294000,123881000,133000,133000,124014000,115066000,-39651000,75415000,75415000,75415000,75415000,775005000,398325000,376680000,266185000,266185000,35179000,117612000,66939000,1193981000,107545000,319287000,621327000,555965000,680000,64682000,1048159000,2242140000,180754000,37243000,143511000,619681000,619681000,800435000,260711000,222977000,32190000,260711000,1061146000,25181000,1169371000,-13558000,1180994000,1180994000,2242140000,75415000,14084000,45189000,41773000,3187000,229000,-1570000.00000001,12748000,-1608000,-12710000,133118000,-16501000,-16501000,-16501000,45994000,77579000,-31585000,29462000,-199922000,120000,-200042000,-199738000,-37158000.0000001,-37158000.0000001,2186000,-34972000,137965000,-2.77555756156289e-17,159545000,0.82999,0.25612,0.15592,0.06386,0.03364,2.11556,1.49167,0.89852,-6.46234853557053e-27,1.11645,1.11225,7.16039,17.48352,2.36192,0.05231,0.11066,-5.6174,-6.25604
"27","2016_Q4",135.478095238095,"Up",496522000,-84343000,412179000,-273844000,-190802000,-83042000,138335000,978000,978000,139313000,139840000,-48051000,91789000,91789000,91789000,91789000,810708000,429597000,381111000,263249000,263249000,33805000,100201000,50741000,1207963000,115135000,313488000,617197000,555965000,7e+05,60532000,1045820000,2253783000,172574000,37452000,135122000,626836000,626836000,799410000,267308000,229332000,30761000,267308000,1066718000,9996000,1190386000,-13317000,1187065000,1187065000,2253783000,91789000,14437000,40653000,38437000,1871000,345000,23597000,2581000,1375000,19641000,170476000,-16116000,-16116000,-16116000,533000,86834000,-86301000,-15562000,-123770000,26254000,-150024000,-123552000,31362000,31362000,-90000,31272000,152772000,0,208304000,0.83013,0.27861,0.18486,0.07732,0.04073,2.26938,1.51107,0.89862,0,1.37304,1.3652,7.42729,17.75688,3.11594,0.06311,0.14323,-5.30665,-5.86047
"28","2017_Q1",142.669032258065,"Up",525349000,-84949000,440400000,-277137000,-193391000,-83746000,163263000,268000,268000,163531000,162901000,-53966000,108935000,108935000,108935000,108935000,882395000,514571000,367824000,268175000,268175000,34051000,104180000,52579000,1288801000,123248000,276375000,617899000,555965000,2044000,59890000,1017522000,2306323000,212470000,34117000,178353000,631768000,631768000,844238000,276823000,238473000,34138000,276823000,1121061000,13191000,1185265000,-13194000,1185262000,1185262000,2306323000,108935000,14492000,33310000,38317000,-6328000,1321000,47333000,-5575000,-247000,53155000,204070000,-19079000,-19079000,-17579000,48446000,177928000,-129482000,29335000,-150002000,21000,-150023000,-148990000,84415000,84415000,559000,84974000,177755000,-4.44089209850063e-16,259975000,0.8383,0.31077,0.20736,0.09191,0.04723,2.38651,1.52658,0.94583,-1.03397576569128e-25,1.6561,1.62543,7.9867,18.01912,3.95231,0.07451,0.17781,-4.96411,-5.40475
"29","2017_Q2",130.997936507937,"Down",515958000,-85262000,430696000,-293242000,-206192000,-87050000,137454000,2643000,2643000,140097000,140097000,-45879000,94218000,94218000,94218000,94218000,973843000,572934000,400909000,313211000,313211000,33678000,106764000,52706000,1427496000,128667000,222999000,617933000,555965000,1956000,60012000,969599000,2397095000,248757000,49925000,198832000,669926000,669926000,918683000,283419000,244322000,35841000,283419000,1202102000,17280000,1193761000,-16048000,1194993000,1194993000,2397095000,94218000,14887000,43987000,46611000,-2945000,321000,36220000,-45327000,374000,81173000,189312000,-18133000,-18133000,-14133000,17972000,116955000,-98983000,-129000,-131185000,18836000,-150021000,-128245000,60938000,60938000,-2575000,58363000,152341000,0,216307000,0.83475,0.26641,0.18261,0.07884,0.03931,2.29581,1.55385,1.00595,0,1.44517,1.43527,7.91407,18.32952,3.31785,0.06373,0.14631,-6.39252,-7.08486
"30","2017_Q3",120.708888888889,"Down",518248000,-87912000,430336000,-291948000,-202714000,-89234000,138388000,1302000,1302000,139690000,139825000,-46687000,93138000,93138000,93138000,93138000,1014624000,655773000,358851000,293872000,293872000,32548000,103799000,51022000,1444843000,126705000,200253000,616116000,555965000,1992000,58159000,943074000,2387917000,231523000,47289000,184234000,684495000,684495000,916018000,287294000,245094000,37051000,287294000,1203312000,19401000,1180673000,-15469000,1184605000,1184605000,2387917000,93138000,15391000,46753000,43895000,2731000,127000,20058000,19175000,1130000,-247000,175340000,-9582000,-9582000,-9582000,64189000,111442000,-47253000,54539000,-149989000,31999.9999999963,-150021000,-147690000,82189000,82189000,650000,82839000,153779000,7.105427357601e-15,210942000,0.83037,0.26703,0.17972,0.07862,0.039,2.26483,1.57731,1.01579,1.65436122510606e-24,1.44447,1.43228,8.03747,18.37195,3.27148,0.06328,0.14331,-6.59794,-7.33173
"31","2017_Q4",124.22253968254,"Up",517837000,-89770000,428067000,-288922000,-200320000,-88602000,139145000,2589000,2589000,141734000,141733000,-44071000,97662000,97662000,97662000,97662000,1014248000,690912000,323336000,295085000,295085000,31045000,105523000,51513000,1445901000,125139000,234587000,612945000,555965000,2050000,54930000,972671000,2418572000,223256000,44544000,178712000,686085000,686085000,909341000,304624000,257777000,41293000,304624000,1213965000,17532000,1202533000,-15458000,1204607000,1204607000,2418572000,97662000,15325000,41615000,43234000,-1093000,-526000,7962000,-1143000,1503000,7602000,162564000,-7460000,-7460000,-7460000,188000,109338000,-109150000,-7323000,-121932000,28091000,-150023000,-120700000,34541000,34541000,598000,35139000,154470000,0,199043000,0.82664,0.2687,0.1886,0.08107,0.04038,2.03808,1.59005,1.00777,0,1.52752,1.51741,8.09943,18.84112,3.11321,0.06471,0.13188,-6.56599,-7.28914
"32","2018_Q1",143.355409836066,"Up",537998000,-90541000,447457000,-285379000,-199900000,-85479000,162078000,5027000,5027000,167105000,153862000,-18119000,135743000,135743000,135743000,135743000,1016928000,673228000,343700000,291924000,291924000,29834000,67538000,67538000,1406224000,122420000,284802000,663043000,555965000,53303000,53775000,1070265000,2476489000,238139000,50760000,187379000,696404000,696404000,934543000,312554000,267902000,44589000,312554000,1247097000,17627000,1229762000,-17997000,1229392000,1229392000,2476489000,135743000,15545000,38272000,41586000,-3319000,5000.00000000012,23505000,3180000,1211000,19114000,213065000,-7506000,-7506000,-7506000,-71880000,119572000,-191452000,-79372000,-149945000,80000.0000000112,-150025000,-149397000,-15704000,-15704000,-1980000,-17684000,177623000,-1.13686837721616e-13,211741000,0.83171,0.30126,0.25231,0.11041,0.05481,1.55987,1.50472,1.0144,0,2.15182,2.1188,8.52841,19.48848,3.35655,0.08803,0.13732,-5.7252,-6.27431
"33","2018_Q2",166.7125,"Up",523191000,-87387000,435804000,-293807000,-207918000,-85889000,141997000,2145000,2145000,144142000,144142000,-55713000,88429000,88429000,88429000,88429000,1004556000,611996000,392560000,291093000,291093000,29112000,56056000,56056000,1380817000,117310000,348210000,647402000,555965000,39719000,51718000,1112922000,2493739000,223282000,46748000,176534000,721994000,721994000,945276000,321285000,269279000,51970000,321285000,1266561000,20029000,1226627000,-19478000,1227178000,1227178000,2493739000,88429000,15180000,55816000,40948000,14226000,642000,30532000,238000,722000,29572000,189957000,-5491000,-6491000,-6491000,-115613000,123019000,-238632000,-121104000,-130110000,19915000,-150025000,-130110000,-61257000,-61257000,46000,-61211000,157177000,0,237931000,0.83297,0.27141,0.16902,0.07206,0.03546,2.69064,1.46076,1.03209,0,1.4218,1.41373,8.41211,19.73114,3.82556,0.05711,0.15366,-6.39124,-7.07449
"34","2018_Q3",183.009206349206,"Up",533304000,-89645000,443659000,-300302000,-209246000,-91056000,143357000,2790000,2790000,146147000,146147000,-36511000,109636000,109636000,109636000,109636000,1024673000,595917000,428756000,290919000,290919000,29512000,62125000,62125000,1407229000,117392000,350241000,642284000,555965000,36982000,49337000,1109917000,2517146000,226195000,40271000,185924000,735976000,735976000,962171000,328361000,274564000,53770000,328361000,1290532000,21120000,1226474000,-20980000,1226614000,1226614000,2517146000,109636000,14869000,44837000,41320000,3416000,101000,15413000,76000,-4e+05,15737000,184755000,-9755000,-9755000,-9755000,-41592000,73190000,-114782000,-51347000,-150019000,2000,-150021000,-150019000,-16611000,-16611000,530000,-16081000,158226000,0,200395000,0.83191,0.26881,0.20558,0.08938,0.04356,1.82782,1.46256,1.05211,-2.11758236813575e-22,1.78502,1.76664,8.6829,19.97092,3.2627,0.07051,0.12887,-6.47601,-7.1477
"35","2018_Q4",171.577301587302,"Down",542203000,-91009000,451194000,-299241000,-205180000,-94061000,151953000,2259000,2259000,154212000,154212000,-31469000,122743000,122743000,122743000,122743000,1084500000,599268000,485232000,297375000,297375000,31322000,55853000,55853000,1469050000,126108000,329412000,636496000,555965000,35153000,45378000,1092016000,2561066000,207893000,44647000,163246000,736032000,736032000,943925000,351166000,291675000,59466000,351166000,1295091000,20008000,1267950000,-21983000,1265975000,1265975000,2561066000,122743000,14032000,41153000,38739000,1599000,815000,4123000,-7259000,-1810000,13192000,182051000,-19828000,-19828000,-19828000,-35652000,110018000,-145670000,-55438000,-121117000,28901000,-150018000,-121117000,5496000,5496000,-2164000,3332000,165985000,0,181749000,0.83215,0.28025,0.22638,0.09696,0.04793,1.48073,1.55632,1.023,0,2.01317,1.99151,8.89295,20.7639,2.98096,0.0759,0.11239,-6.53372,-7.13708
"36","2019_Q1",160.92393442623,"Down",562709000,-93440000,469269000,-297251000,-202173000,-95078000,172018000,5667000,5667000,177685000,159259000,-26378000,132881000,132881000,132881000,132881000,1039412000,424707000,614705000,295352000,295352000,30568000,52326000,52326000,1417658000,145042000,411184000,631592000,555965000,33441000,42186000,1187818000,2605476000,238736000,57757000,180979000,715697000,715697000,954433000,365551000,299624000,65892000,365551000,1319984000,20427000,1287243000,-22178000,1285492000,1285492000,2605476000,132881000,15410000,38053000,36848000,1569000,-364000,17961000,2056000,754000,15151000,204305000,-17391000,-17391000,-17391000,-210701000,145639000,-356340000,-228134000,-150017000,7.45058059692383e-09,-150017000,-150017000,-173846000,-173846000,-752000,-174598000,187428000,0,214376000,0.83395,0.3057,0.23615,0.10337,0.051,1.61329,1.48534,1.02683,0,2.19772,2.14983,9.30667,21.2608,3.54557,0.08048,0.12984,-5.54566,-6.04246
"37","2019_Q2",149.70746031746,"Down",543770000,-86714000,457056000,-298840000,-206802000,-92038000,158216000,7095000,7095000,165311000,165311000,-34406000,130905000,130905000,130905000,130905000,1132596000,480121000,652475000,325688000,325688000,31559000,129793000,129793000,1619636000,179224000,413690000,679346000,555965000,23131000,100250000,1272260000,2891896000,251305000,66859000,184446000,796385000,796385000,1047690000,435018000,353136000,81473000,435018000,1482708000,13277000,1417904000,-21993000,1409188000,1409188000,2891896000,130905000,14001000,41654000,38689000,2714000,251000,11298000,-28921000,-991000,41210000,197858000,-21046000,-21046000,-21046000,-39347000,151537000,-190884000,-60393000,-82132000,18900000,-101032000,-82132000,55333000,55333000,46000,55379000,172217000,0,196875000,0.84053,0.29096,0.24074,0.09289,0.04527,1.50395,1.54591,1.05217,0,2.17392,2.15855,9.03032,23.40222,3.26948,0.07098,0.10675,-6.57656,-7.15854
"38","2019_Q3",138.28,"Down",544895000,-88178000,456717000,-313924000,-217610000,-96314000,142793000,7434000,7434000,150227000,150227000,-34140000,116087000,116087000,116087000,116087000,1313777000,726662000,587115000,321484000,321484000,33463000,138736000,138736000,1807460000,208221000,301357000,673198000,555965000,21551000,95682000,1182776000,2990236000,265451000,68156000,197295000,809336000,809336000,1074787000,448041000,352109000,95530000,448041000,1522828000,29401000,1457348000,-19341000,1467408000,1467408000,2990236000,116087000,14245000,40092000,39494000,892000,-294000,23128000,4502000,-1904000,20530000,193552000,-29010000,-29010000,-29010000,182359000,202562000,-20203000,153349000,-100013000,-3.72529029846191e-09,-100013000,-100013000,246888000,246888000,-311000,246577000,157038000,-2.3283064365387e-10,185296000,0.83817,0.26206,0.21304,0.07911,0.03882,1.59618,1.68169,1.03777,5.42101086242752e-20,1.94496,1.93385,9.12936,24.58546,3.10451,0.06061,0.09674,-8.36598,-9.20057
"39","2019_Q4",140.85640625,"Up",563394000,-90767000,472627000,-369887000,-252993000,-116894000,102740000,4722000,4722000,107462000,107462000,-21557000,85905000,85905000,85905000,85905000,986487000,688350000,298137000,320465000,320465000,36009000,161940000,161940000,1504901000,226002000,161619000,1284753000,1065379000,25079000,194295000,1672374000,3177275000,268825000,55630000,213195000,803241000,803241000,1072066000,481427000,363271000,117804000,481427000,1553493000,98722000,1543253000,-18193000,1623782000,1623782000,3177275000,85905000,18399000,48278000,40999000,6565000,714000,-2237000,8170000,-2546000,-7861000,150345000,-32952000,-32952000,-32952000,430961000,429983000,978000,-213541000,26555000,26555000,0,26555000,-36641000,-36641000,154000,-36487000,121139000,0,107507000,0.83889,0.18236,0.15248,0.0529,0.02704,1.25146,1.40374,0.95671,0,1.43206,1.42128,9.39193,27.0689,1.79217,0.04081,0.05107,-8.14343,-9.60178
"40","2020_Q1",122.312419354839,"Down",590388000,-90918000,499470000,-384756000,-281944000,-102812000,114714000,3397000,3397000,118111000,118111000,-23274000,94837000,94837000,94837000,94837000,972282000,599219000,373063000,322029000,322029000,34401000,182874000,182874000,1511586000,223426000,358402000,1296861000,1065379000,27701000,203781000,1878689000,3390275000,298496000,62627000,235869000,807030000,807030000,1105526000,523252000,391086000,131853000,523252000,1628778000,142597000,1638090000,-19190000,1761497000,1761497000,3390275000,94837000,21862000,56476000,43732000,-2731000,15475000,32911000,-2056000,1609000,33358000,206086000,-20534000,-20534000,-20534000,-273515000,119363000,-392878000,-294049000,143000,143000.000000004,0,143000,-87820000,-87820000,-1289000,-89109000,136576000,-3.72529029846191e-09,172227000,0.846,0.1943,0.16064,0.05384,0.02797,1.81603,1.3673,0.92466,0,1.57309,1.56218,9.79296,29.21852,2.85679,0.04151,0.07538,-7.11898,-8.4757
"41","2020_Q2",134.635714285714,"Up",569305000,-88642000,480663000,-350528000,-254523000,-96005000,130135000,5220000,5220000,135355000,127555000,-29028000,98527000,98527000,98527000,98527000,1162218000,735457000,426761000,354668000,354668000,32381000,188204000,188204000,1737471000,229800000,312044000,1596045000,1065379000,29380000,501286000,2137889000,3875360000,302757000,52407000,250350000,847750000,847750000,1150507000,795395000,390223000,404914000,795395000,1945902000,211217000,1736617000,-18376000,1929458000,1929458000,3875360000,98527000,18979000,54619000,47661000,-1714000,8672000,-28113000,-32683000,2020000,2550000,144012000,-22304000,-22304000,-22304000,-7096000,173461000,-180557000,-29400000,20959000,20959000,-42063790.7673247,20959000,135571000,135571000,820000,136391000,149114000,0,127725000,0.8443,0.22859,0.17307,0.05106,0.02542,1.29635,1.51018,1.00852,0,1.62454,1.62011,9.38688,31.81352,2.10597,0.03616,0.04687,-7.79416,-8.93086
"42","2020_Q3",134.49046875,"Down",583449000,-101238000,482211000,-398513000,-289485000,-109028000,83698000,-141000,-141000,83557000,83557000,-22178000,61379000,61379000,61379000,61379000,821145000,572888000,248257000,338655000,338655000,30942000,217989000,217989000,1408731000,232006000,204969000,2595271000,1864991000,47230000,683050000,3032246000,4440977000,343102000,56200000,286902000,889629000,889629000,1252006000,812092000,391475000,420396000,1190777000,2442783000,223101000,1797996000,-22903000,1998194000,1998194000,4440977000,61379000,24133000,68205000,50786000,7067000,10352000,28091000,3.7e+07,1439000,-10348000,181808000,-13159000,-13159000,-13159000,282120000,296686000,-14566000,-686613000,-49525000,483999.999999993,-50009000,347435000,-157370000,-157370000,-1910000,-159280000,107831000,397960000,144941000,0.82648,0.14345,0.1052,0.03072,0.01382,2.36141,1.12518,1.2225,0.08961,1.00841,1.00261,9.58564,32.82886,2.38127,0.01913,0.04518,-3.92452,-5.05609
"43","2020_Q4",151.80796875,"Up",583252000,-106040000,477212000,-389591000,-273600000,-115991000,87621000,141000,141000,87762000,87762000,-17890000,69872000,69872000,69872000,69872000,1093571000,714268000,379303000,304874000,304874000,28826000,238163000,238163000,1665434000,228293000,112928000,2566702000,1858966000,47919000,659817000,2907923000,4573357000,355427000,54389000,301038000,888614000,888614000,1263316000,782276000,386438000,395394000,1156142000,2419458000,304526000,1867868000,-18495000,2153899000,2153899000,4573357000,69872000,26225000,60747000,50868000,-996000,10875000,2330000,33707000,2116000,-33493000,159174000,-12394000,-12394000,-12394000,-34409000,161164000,-195573000,-46803000,30556000,30556000,0,25556000,137927000,137927000,234000,138161000,113846000,393141000,121672000,0.81819,0.15023,0.1198,0.03244,0.01528,1.74136,1.3183,1.12329,0.08596,1.14587,1.13591,9.56511,35.32314,1.99538,0.02099,0.03655,-6.15243,-7.99386
"44","2021_Q1",196.970983606557,"Up",614816000,-111967000,502849000,-404236000,-283936000,-120300000,98613000,-1090000,-1090000,97523000,97523000,-19860000,77663000,77663000,77663000,77663000,1209889000,849556000,360333000,296183000,296183000,27898000,259506000,259506000,1793476000,229239000,102939000,2552266000,1858966000,45173000,648127000,2884444000,4677920000,385870000,64472000,321398000,883134000,883134000,1288279000,788326000,389498000,398226000,1157373000,2445652000,305453000,1945531000,-18716000,2232268000,2232268000,4677920000,77663000,26520000,76604000,53115586.9659715,-1110750.27512345,6701857.18430206,-4883000,-21920862.6868925,1877816.18677651,-17603285.8831402,175904000,-12083000,-8041391.61170402,-8041391.57014816,27897000,9786167.15647703,-179744022.110205,15813999.9999999,-49171000,836000,-50007000,-56707000,135011000,135011000,856000,135867000,125133000,388322000,128027000,0.81789,0.16039,0.12632,0.03479,0.0166,1.64849,1.39215,1.09559,0.08301,1.27002,1.25332,10.05406,36.50419,2.09362,0.02278,0.03756,-6.56555,-8.33122
"45","2021_Q2",192.340158730159,"Down",624617000,-114979000,509638000,-391890000,-277699000,-114191000,117748000,-683000,-683000,117065000,117065000,-29387000,87678000,87678000,87678000,87678000,1373344000,1026829000,346515000,346670000,346670000,26455000,283341000,283341000,2029810000,215649000,88753000,2565127000,1863892000,47236000,653999000,2869529000,4899339000,363334000,57542000,305792000,936640000,936640000,1319249000,814271000,422185000,390121000,1178500000,2497749000,386236000,2033209000,-17855000,2401590000,2401590000,4899339000,87678000,27660000,74253000,58069000,-693999.999999998,16878000,-52228000,-54416000,1443000,745000,137363000,-4697000,-4697000,-4697000,26587000,69352000,-42765000,20643000,27196000,27196000,-411585405.809424,17715000,175721000,175721000,1655000,177376000,145408000,383504000,117870000,0.81592,0.18851,0.14037,0.03651,0.0179,1.34435,1.53861,1.04004,0.07828,1.42705,1.40776,10.16629,39.08838,1.91846,0.02436,0.03275,-6.80733,-8.40643
"46","2021_Q3",199.95640625,"Up",645287000,-128585000,516702000,-463201000,-322748000,-140453000,53501000,-1377000,-1377000,52124000,52124000,-8883000,43241000,43241000,43241000,43241000,643271000,532166000,111105000,374404000,374404000,24571000,293402000,293402000,1335648000,207599000,19078000,2956867000,2209639000,68624000,678604000,3183544000,4519192000,378432000,53567000,324865000,929397000,929397000,1327104000,824859000,437506000,385465000,1184269000,2511373000,39507000,1987506000,-19194000,2007819000,2007819000,4519192000,43241000,28525000,89292000,63220000,-17268000,43340000,-32582000,-25233000,1884000,-9233000,128476000,-9393000,-9393000,-9393000,304385000,327345000,-22960000,-115080000,-498509000,1491000,-5e+08,-506956000,-493560000,-493560000,-1161000,-494721000,82026000,378685000,48934000,0.80073,0.08291,0.06701,0.02154,0.00957,1.13166,1.00644,1.2508,0.08379,0.71265,0.69405,10.63496,33.09083,0.80648,0.01346,0.01524,-3.22564,-4.94544
"47","2021_Q4",221.993125,"Up",651515000,-120904000,530611000,-434199000,-300916000,-133283000,96412000,-2163000,-2163000,94249000,94249000,-4645000,89604000,89604000,89604000,89604000,767919000,583811000,184108000,382897000,382897000,22649000,293246000,293246000,1466711000,196780000,95222000,3026408000,2209639000,128809000,687960000,3318410000,4785121000,383660000,49372000,334288000,952029000,952029000,1354964000,883397000,488581000,392893000,1237988000,2592952000,133994000,2077110000,-18935000,2192169000,2192169000,4785121000,89604000,28800000,11359000,61468000,-60130000,10021000,52541000,-9036000,1922000,59655000,182304000,-9444000,-9444000,-9444000,-149810000,39724000.0000001,-189534000,-159254000,36011000,36011000,0,28019000,51069000,51069000,613000,51682000,125212000,373866000,172954000,0.81443,0.14798,0.13753,0.04087,0.01873,1.9302,1.08247,1.18282,0.07813,1.48874,1.45442,10.82467,36.42203,2.87356,0.02598,0.05014,-3.14709,-4.08718
"48","2022_Q1",209.869838709677,"Down",681997000,-128678000,553319000,-426955000,-302255000,-124700000,126364000,-2865000,-2865000,123499000,123499000,-12781000,110718000,110718000,110718000,110718000,910607000,580977000,329630000,340536000,340536000,22055000,337902000,337902000,1611100000,191164000,132778000,3062238000,2216553000,128193000,717492000,3386180000,4997280000,403583000,62096000,341487000,968669000,968669000,1391527000,895768000,521173000,372181000,1245540000,2637067000,192458000,2187828000,-20073000,2360213000,2360213000,4997280000,110718000,30439000,71255000,46377094.9616962,-139767710.410474,-147855887.235496,-15359000,-64103544.6581505,618498.44767305,294630909.845533,197053000,-7117000,4981533.31019117,4981533.29269397,-184527000,-1431673596.69746,-636169740.69044,-191644000,1054000,1053999.99999999,0,-7058000,-1649000,-1649000,-1107000,-2755999.99999994,156803000,369047000,147108000,0.81132,0.18529,0.16234,0.04691,0.02216,1.32867,1.15779,1.1173,0.07385,1.82198,1.78393,11.22296,38.83973,2.42081,0.03054,0.04058,-3.45376,-4.28571
"49","2022_Q2",173.931290322581,"Down",687100000,-135073000,552027000,-429967000,-299696000,-130271000,122060000,-2431000,-2431000,119629000,111720000,-18161000,93559000,93559000,93559000,93559000,858954000,512406000,346548000,419282000,419282000,20795000,388942000,388942000,1687973000,185355000,76991000,3136589000,2260407000,148333000,727849000,3398935000,5086908000,373098000,58253000,314845000,1039515000,1039515000,1431888000,904705000,536984000,364998000,1249659000,2681547000,145189000,2281387000,-21215000,2405361000,2405361000,5086908000,93559000,30260000,72065000,11994784.8850886,-267534631.231423,-486856661.706487,-105518000,-236797383.974451,-2717504.65698085,768392729.536598,90366000,-10564000,41639599.9305735,41639599.8780819,36482000,-4648007790.09239,-1474351972.07132,-41993000,-97430000,27581000,-125011000,-116025000,-67652000,-67652000,-3107491.08904495,-67652000,152320000,364229000,54399000,0.80342,0.17765,0.13617,0.0389,0.01839,0.58144,1.17884,1.11482,0.0716,1.54577,1.51867,11.35215,39.74095,0.89877,0.02546,0.01481,-3.24793,-4.05313
"50","2022_Q3",158.370625,"Down",634224000,-126359000,507865000,-433218000,-297380000,-135838000,74647000,-1934000,-1934000,72713000,72713000,-16477000,56236000,56236000,56236000,56236000,887134000,586543000,300591000,414218000,414218000,27883000,405596000,405596000,1734831000,178742000,34911000,3128689000,2259951000,158357000,710381000,3342342000,5077173000,370337000,69131000,301206000,1043482000,1043482000,1773229000,906816000,556254000,347833000,906816000,2680045000,82133000,2337623000,-22628000,2397128000,2397128000,5077173000,56236000,29538000,65088000,-47631430.2298227,-454784262.462846,-1063547323.41297,-24353000,-573479267.948903,-8777009.3139617,1553638459.0732,126509000,-5228000,108286199.861147,108286199.756164,85140000,-10170438580.1848,-2815565444.14264,79912000,-123965000,1047000,-125012000,-132186000,74235000,74235000,-997000,73238000,104185000,359410000,91081000,0.80077,0.1177,0.08867,0.02346,0.01108,1.61962,0.97835,1.11802,0.07079,0.92478,0.90876,10.4296,39.41996,1.4978,0.01535,0.02486,-5.06526,-7.06959
