"","YQ","p","d","revenue","sales_services_revenue","other_revenue","cost_of_revenue","gross_profit","operating_expenses","selling_general_administrative","selling_marketing","general_administrative","research_development","depreciation_amortization","operating_income_loss","non_operating_income_loss","interest_expense_net","other_non_operating_income_loss","pretax_income_loss_adj","pretax_income_loss","income_tax_expense_benefit_net","income_loss_from_continuing_operations","income_loss_incl_minority_interest","net_income","net_income_common","cash_cash_equivalents_short_term_investments","cash_cash_equivalents","accounts_notes_receivable","accounts_receivable_net","inventories","other_short_term_assets","prepaid_expenses","misc_short_term_assets","total_current_assets","property_plant_equipment_net","other_long_term_assets","intangible_assets","goodwill","misc_long_term_assets","total_noncurrent_assets","total_assets","payables_accruals","accounts_payable","other_payables_accruals","short_term_debt","other_short_term_liabilities","deferred_revenue_short_term","misc_short_term_liabilities","total_current_liabilities","long_term_debt","other_long_term_liabilities","deferred_revenue_long_term","misc_long_term_liabilities","total_noncurrent_liabilities","total_liabilities","share_capital_additional_paid_in_capital","retained_earnings","other_equity","equity_before_minority_interest","total_equity","total_liabilities_equity","net_income_starting_line","depreciation_amortization_2","non_cash_items","change_in_working_capital","net_cash_from_operating_activities","change_in_fixed_assets_intangibles","other_investing_activities","net_cash_from_investing_activities","cash_from_repayment_of_debt","cash_from_repurchase_of_equity","other_financing_activities","net_cash_from_financing_activities","net_cash_before_disc_operations_and_fx","net_cash_before_fx","net_change_in_cash","ebitda","total_debt","free_cash_flow","gross_profit_margin","operating_margin","net_profit_margin","return_on_equity","return_on_assets","free_cash_flow_to_net_income","current_ratio","liabilities_to_equity_ratio","debt_ratio","earnings_per_share_basic","earnings_per_share_diluted","sales_per_share","equity_per_share","free_cash_flow_per_share","return_on_invested_capital","cash_return_on_invested_capital","net_debt_ebitda","net_debt_ebit"
"27","2016_Q4",3.93269841269841,"Up",1277646000,1135320000,142326000,-215836000,1061810000,-669631000,-309674000,-99194000,-210480000,-19254000,-67880000,392179000,-86722000,-89092000,2370000,305457000,305457000,-111556000,193901000,193901000,193901000,193901000,572382000,572382000,233419000,233419000,28030000,207538000,202289000,5249000,1041369000,1381114000,6000344000,2556568000,2205107000,137655000,7381458000,8422827000,728969000,620599000,108370000,358701000,1814298000,1811283000,3015000,2901968000,5743389000,283984000,170662000,106641000,6027373000,8929341000,3602102000,-4096008000,-82000,-506514000,-506514000,8422827000,193901000,67880000,150758000,9277000,421816000,-65074000,-215000,-65289000,-4070000,-229304000,-27224000,-260598000,95929000,95929000,95929000,460059000,6102090000,515818000,0.83107,0.30695,0.15176,-0.38281,0.02302,2.66021,0.35885,-17.62901,0.72447,0.03981,0.03941,0.26234,-0.104,0.10591,0.03298,0.08773,12.01956,14.09996
"28","2017_Q1",4.45306451612903,"Up",1302998000,1155703000,147295000,-231760000,1071238000,-741678000,-330793000,-107446000,-223347000,-24558000,-66764000,329560000,-81085000,-80337000,-747999.999999998,248475000,224246000,-19619000,204627000,204627000,204627000,204627000,213939000,213939000,223029000,223029000,20363000,185318000,179148000,6170000,642649000,1398693000,5962253000,2544801000,2205107000,128015000,7360946000,8003595000,827667000,713034000,114633000,5485000,1835449000,1832609000,2840000,2668601000,5842764000,284245000,176319000,101508000,6127009000,8795610000,3122411000,-3891381000,-139000,-792015000,-792015000,8003595000,204627000,66764000,84747000,146995000,503133000,-73583000,-126999.999999999,-73710000,-262235000,-448234000,-29318000,-787866000,-358443000,-358443000,-358443000,396324000,5848249000,489355000,0.82213,0.25292,0.15704,-0.25836,0.02557,2.39145,0.24082,-11.10536,0.7307,0.04269,0.04228,0.27181,-0.16522,0.10208,0.04732,0.09163,14.21642,17.09646
"29","2017_Q2",4.63809523809524,"Up",1294066000,1143931000,150135000,-219807000,1074259000,-680419000,-302598000,-96909000,-205689000,-23817000,-76704000,393840000,-72794000,-81657000,8863000,321046000,321046000,-113973000,207073000,207073000,207073000,207073000,230488000,230488000,234348000,234348000,16972000,193924000,187078000,6846000,675732000,1408152000,5847922000,2533273000,2205107000,132717000,7256074000,7931806000,712332000,630445000,81887000,4637000,1859714000,1856874000,2840000,2576683000,5983213000,292988000,179991000,106579000,6276201000,8852884000,2778874000,-3684308000,-156000,-921078000,-921078000,7931806000,207073000,76704000,152997000,-127449000,309325000,-53365000,-7021000,-60386000,136331000,-305975000,-15609000,-232390000,16549000,16549000,16549000,470544000,5987850000,403703000,0.83014,0.30434,0.16002,-0.22482,0.02611,1.94957,0.26225,-9.61144,0.75492,0.04396,0.04328,0.27473,-0.19554,0.08571,0.04743,0.07532,12.23554,14.61853
"30","2017_Q3",5.03269841269841,"Up",1347569000,1180863000,166706000,-220553000,1127016000,-710663000,-316468000,-106707000,-209761000,-27783000,-73519000,416353000,-94731000,-82794000,-11937000,321622000,321622000,-119513000,202109000,202109000,202109000,202109000,42738000,42738000,234352000,234352000,19581000,198566000,186481000,12085000,495237000,1410265000,6269098000,2536675000,2290240000,569159000,7852467000,8347704000,771483000,663892000,107591000,5160000,1867483000,1864643000,2840000,2644126000,6453757000,291511000,180647000,104446000,6745268000,9389394000,2452685000,-3482199000,2607000,-1041690000,-1041690000,8347704000,202109000,73519000,163124000,44459000,483211000,-66152000,-131128000,-606862000,467669000,-477849000,-6986000,-63667000,-187318000,-187318000,-187318000,489872000,6458917000,587692000,0.83633,0.30897,0.14998,-0.19402,0.02421,2.9078,0.1873,-9.01362,0.77374,0.04344,0.04268,0.28965,-0.2239,0.12632,0.04355,0.10295,13.09766,15.41043
"31","2017_Q4",5.03428571428571,"Up",1379596000,1209826000,169770000,-222526000,1157070000,-723105000,-317261000,-114519000,-202742000,-29433000,-79913000,433965000,-5663000,-92634000,86971000,428302000,384623000,-108901000,275722000,275722000,275722000,275722000,73553000,73553000,225001000,225001000,22469000,175539000,163164000,12375000,496562000,1427614000,6728240000,2528709000,2286559000,1135970000,8155854000,8652416000,829321000,736782000,92539000,4220000,1849303000,1846285000,3018000,2682844000,6728349000,291324000,178180000,106726000,7019673000,9702517000,2163843000,-3206477000,6287000,-1050101000,-1050101000,8652416000,275722000,79913000,111134000,54459000,521228000,-87200000,-240000,-397414000,259596000,-211665000,-94761000,-93046000,30768000,30768000,30768000,513878000,6732569000,590038000,0.8387,0.31456,0.19986,-0.26257,0.03187,2.13997,0.18509,-9.2396,0.77811,0.0597,0.05861,0.29872,-0.22737,0.12776,0.05389,0.09877,12.95836,15.34459
"32","2018_Q1",5.4827868852459,"Up",1403898000,1229835000,174063000,-228773000,1175125000,-778419000,-334927000,-119604000,-215323000,-31394000,-68466000,396706000,-159788000,-88735000,-71053000,236918000,236918000,-273914000,-36996000,-36996000,-36996000,-36996000,69022000,69022000,241727000,241727000,20199000,139953000,129669000,10284000,470901000,1462766000,6395707000,2522846000,2286582000,1080751000,7858473000,8329374000,931769000,794341000,137428000,5105000,1884664000,1881825000,2839000,2821538000,6741243000,290467000,174579000,107719000,7031710000,9853248000,1718346000,-3243473000,18407000,-1523874000,-1523874000,8329374000,-36996000,68466000,384575000,125780000,541825000,-81253000,-252000.00000003,-81687000,6897000.00000003,-412772000,-8328000.00000001,-464591000,-4453000,-4453000,-4453000,465172000,6746348000,783613000,0.83704,0.28257,-0.02635,0.02428,-0.00444,-21.18102,0.1669,-6.46592,0.80995,-0.00810000000000001,-0.00792,0.30726,-0.33352,0.1715,0.00243,0.14214,14.35453,16.83193
"33","2018_Q2",6.176875,"Up",1375102000,1194221000,180881000,-224520000,1150582000,-726991000,-314010000,-106711000,-207299000,-30637000,-72212000,423591000,-53901000,-89789000,35888000,369690000,369690000,-80249000,289441000,289441000,289441000,289441000,78539000,78539000,244779000,244779000,17353000,159954000,147077000,12877000,500625000,1464394000,6334269000,2516984000,2286582000,1100084000,7798663000,8299288000,848530000,764146000,84384000,4911000,1914355000,1910432000,3923000,2767796000,6807448000,288512000,165956000,114387000,7095960000,9863756000,1365448000,-2939629000,12836000,-1564468000,-1564468000,8299288000,289441000,72212000,87710000,-34665000,414698000,-81405000,-3589000,-84994000,61184000,-308759000,-23309000,-320281000,9423000,9423000,9423000,495803000,6812359000,459982000,0.83672,0.30804,0.21049,-0.18501,0.03488,1.58921,0.18087,-6.30486,0.82084,0.06444,0.06311,0.30617,-0.34833,0.10241,0.0612,0.08308,13.58164,15.89699
"34","2018_Q3",6.37587301587302,"Up",1432299000,1223044000,209255000,-232384000,1199915000,-838288000,-331896000,-119435000,-212461000,-27485000,-74623000,361627000,1295000,-86917000,88212000,362922000,362922000,-70570000,292352000,292352000,292352000,292352000,63516000,63516000,247148000,247148000,18967000,151707000,138015000,13692000,481338000,1468930000,6348886000,2511121000,2286582000,1179880000,7817816000,8299154000,999402000,871373000,128029000,4660000,1939429000,1935326000,4103000,2943491000,6443289000,282942000,160286000,114487000,6726231000,9669722000,1272115000,-2647277000,4594000,-1370568000,-1370568000,8299154000,292352000,74623000,28032000,184411000,579418000,-92868000,-307000.000000002,-99313000,-371512000,-25456000,-48192000,-494447000,-14342000,-14342000,-14342000,436250000,6447949000,598363000,0.83775,0.25248,0.20411,-0.21331,0.03523,2.04672,0.16353,-7.05527,0.77694,0.06523,0.06371,0.31957,-0.3058,0.13351,0.06373,0.11163,14.6348,17.65475
"35","2018_Q4",5.57809523809524,"Down",1467383000,1249325000,218058000,-221720000,1245663000,-763106000,-313570000,-118280000,-195290000,-31011000,-75510000,482557000,-127984000,-86218000,-41766000,354573000,354573000,-11525000,343048000,343048000,343048000,343048000,46044000,46044000,245768000,245768000,19514000,183122000,173035000,10087000,494448000,1498297000,6280762000,2505384000,2289985000,1154395000,7779059000,8273507000,884067000,799094000,84973000,4411000,1925897000,1921517000,4380000,2814375000,6562152000,272355000,154145000,110041000,6834507000,9648882000,926825000,-2308361000,12448000,-1375375000,-1375375000,8273507000,343048000,75510000,129361000,-195649000,352270000,-64462000,-236000,-66957000,113849000,-327538000,-39780000,-302785000,-17472000,-17472000,-17472000,558067000,6566563000,309481000,0.8489,0.32886,0.23378,-0.24942,0.04146,0.90215,0.17569,-7.01546,0.79369,0.07668,0.07499,0.32801,-0.30744,0.06918,0.07181,0.05664,11.68411,13.51243
"36","2019_Q1",5.48065573770492,"Down",1496216000,1940410000,-444194000,-236376000,1259840000,-797615000,-348524000,-139574000,-208950000,-33867000,-78655000,462225000,-125410000,-87076000,-38334000,336815000,333815000,-82656000,251159000,251159000,251159000,251159000,54431000,54431000,232986000,232986000,22198000,168618000,158033000,10585000,478233000,1512865000,6181638000,2501361000,2289985000,1097589000,7694503000,8172736000,863283000,735079000,128204000,3447000,1935948000,1931613000,4335000,2802678000,6884536000,302443000,148983000,106209000,7186979000,9989657000,246581000,-2057309000,-6193000,-1816921000,-1816921000,8172736000,251159000,78655000,171897000,31903000,533614000,-116265000,-9868000,-127736000,180479000,-652247000,127281000,-397487000,8391000,8391000,8391000,540880000,6887983000,539174000,0.84202,0.30893,0.16786,-0.13823,0.03073,2.14674,0.17063,-5.49812,0.8428,0.05708,0.0559,0.34002,-0.4129,0.12253,0.0566,0.10034,12.63414,14.78404
"37","2019_Q2",5.24079365079365,"Down",1.744e+09,1.744e+09,-556071290.27534,-2.56e+08,1.488e+09,-1.079e+09,-4.26e+08,-1.83e+08,-2.43e+08,-5.4e+07,-1.07e+08,4.09e+08,-8.9e+07,-9e+07,1e+06,3.2e+08,2.43e+08,-8.1e+07,1.62e+08,1.62e+08,1.62e+08,1.62e+08,6.2e+07,6.2e+07,5.92e+08,5.92e+08,2e+07,2.33e+08,2.21e+08,1.2e+07,9.07e+08,1.586e+09,8.732e+09,3.581e+09,3.831e+09,1.022e+09,1.0318e+10,1.1225e+10,1.158e+09,1.072e+09,8.6e+07,4e+06,2.044e+09,1.994e+09,5e+07,3.206e+09,7.181e+09,6.84e+08,1.45e+08,4.91e+08,7.865e+09,1.1071e+10,2.076e+09,-1.895e+09,1e+06,1.54e+08,1.54e+08,1.1225e+10,1.62e+08,1.07e+08,1.67e+08,-4.2e+07,3.94e+08,-9e+07,3.79e+08,2.84e+08,-9e+06,-5.76e+08,-3e+07,-6.72e+08,6e+06,6e+06,6e+06,5.16e+08,7.185e+09,4.65e+08,0.85321,0.23452,0.09289,1.05195,0.01443,2.87037,0.28291,71.88961,0.64009,0.03544,0.03463,0.38154,0.0336899999999999,0.10173,0.0273,0.05796,13.80426,17.41565
"38","2019_Q3",5.6784375,"Up",1.977e+09,1.977e+09,-182511639.822978,-2.82e+08,1.695e+09,-1.249e+09,-4.56e+08,-2.32e+08,-2.24e+08,-7.4e+07,-1.19e+08,4.46e+08,-1e+08,-9.7e+07,-3e+06,3.46e+08,3.39e+08,-7.6e+07,2.63e+08,2.63e+08,2.63e+08,2.63e+08,2.15e+08,2.15e+08,6.28e+08,6.28e+08,1.7e+07,2.22e+08,2.11e+08,1.1e+07,1.082e+09,1.583e+09,8.651e+09,3.543e+09,3.852e+09,1.038e+09,1.0234e+10,1.1316e+10,1.236e+09,1.102e+09,1.34e+08,3e+06,2.025e+09,1.974e+09,5.1e+07,3.264e+09,7.843e+09,6.98e+08,1.4e+08,5.1e+08,8.541e+09,1.1805e+10,1.163e+09,-1.632e+09,8e+06,-4.89e+08,-4.89e+08,1.1316e+10,2.63e+08,1.19e+08,1.51e+08,1.4e+07,5.47e+08,-7e+07,-1e+06,-7.5e+07,6.5e+08,-8.97e+08,-1.4e+07,-3.17e+08,1.55e+08,1.55e+08,1.55e+08,5.65e+08,7.846e+09,5.85e+08,0.85736,0.22559,0.13303,-0.53783,0.02324,2.22433,0.3315,-24.1411,0.69335,0.05759,0.05624,0.43289,-0.10707,0.12809,0.0396,0.07263,13.50619,17.10987
"39","2019_Q4",6.234375,"Up",2.011e+09,1.89e+09,1.21e+08,-2.89e+08,1.722e+09,-1.246e+09,-4.58e+08,-2.33e+08,-2.25e+08,-7.8e+07,-1.18e+08,4.76e+08,-1.04e+08,-1.04e+08,0,3.72e+08,3.16e+08,-7e+07,2.46e+08,2.46e+08,2.46e+08,2.46e+08,7.9e+07,7.9e+07,6.32e+08,6.32e+08,1.4e+07,2.11e+08,2e+08,1.1e+07,9.36e+08,1.609e+09,8.543e+09,3.505e+09,3.856e+09,1.014e+09,1.0152e+10,1.1088e+10,1.26e+09,1.156e+09,1.04e+08,2000000.00000001,1.989e+09,1.938e+09,5.1e+07,3.251e+09,7.904e+09,6.81e+08,1.34e+08,4.99e+08,8.585e+09,1.1836e+10,6.42e+08,-1.386e+09,3e+06,-7.48e+08,-7.48e+08,1.1088e+10,2.46e+08,1.18e+08,2.21e+08,-4.1e+07,5.44e+08,-7.9e+07,-3.12e+08,-8.3e+07,4.11e+08,-4.78e+08,-4.76e+08,-5.97e+08,-1.36e+08,-1.36e+08,-1.36e+08,5.94e+08,7.906e+09,5.44e+08,0.85629,0.2367,0.12233,-0.32888,0.02219,2.21138,0.28791,-15.82353,0.71302,0.05529,0.05384,0.45201,-0.16813,0.12227,0.03827,0.0694,13.17677,16.44328
"40","2020_Q1",6.06225806451613,"Down",2.062e+09,2.018e+09,4.4e+07,-2.6e+09,-5.38e+08,1.365e+09,-1.21e+08,-2.89e+08,1.68e+08,-7.4e+07,-1.24e+08,8.27e+08,-1e+08,-9.9e+07,-999999.999999999,7.27e+08,2.99e+08,-5.6e+07,2.43e+08,2.43e+08,2.43e+08,2.43e+08,1.06e+08,1.06e+08,6.7e+08,6.7e+08,1.1e+07,2.16e+08,1.94e+08,2.2e+07,1.003e+09,1.626e+09,8.52e+09,3.467e+09,3.843e+09,1.057e+09,1.0146e+10,1.1149e+10,1.311e+09,1.151e+09,1.6e+08,2e+06,1.98e+09,1.93e+09,5e+07,3.293e+09,7.842e+09,7.5e+08,1.3e+08,5.5e+08,8.592e+09,1.1885e+10,3.99e+08,-1.143e+09,8e+06,-7.36e+08,-7.36e+08,1.1149e+10,2.43e+08,1.24e+08,1.7e+08,-5e+06,5.32e+08,-1.24e+08,-12000000.0000001,-1.29e+08,-4.87e+08,-2e+08,3.73e+08,-3.73e+08,30000000.0000001,30000000.0000001,30000000.0000001,9.51e+08,7.844e+09,8.78e+08,-0.26091,0.40107,0.11785,-0.33016,0.0218,3.61317,0.30459,-16.1481,0.70356,0.05501,0.05351,0.46683,-0.16663,0.19878,0.03843,0.11173,8.1367,9.35671
"41","2020_Q2",5.20571428571429,"Down",1.952e+09,1.911e+09,4.1e+07,-8.5e+08,1.102e+09,-5.35e+08,-3.32e+08,-2.25e+08,-1.07e+08,-7.1e+07,-1.32e+08,5.67e+08,-9.5e+07,-9.9e+07,4e+06,4.72e+08,3.73e+08,-8e+07,2.93e+08,2.93e+08,2.93e+08,2.93e+08,4e+07,4e+07,6.04e+08,6.04e+08,1.2e+07,2.27e+08,2.12e+08,1.5e+07,8.83e+08,1.609e+09,8.443e+09,3.429e+09,3.843e+09,1.082e+09,1.0052e+10,1.0935e+10,1.127e+09,1.029e+09,9.8e+07,1999999.99999988,1.973e+09,1.923e+09,5e+07,3.102e+09,7.847e+09,7.33e+08,1.26e+08,5.37e+08,8.58e+09,1.1682e+10,1.2e+08,-8.5e+08,-1.7e+07,-7.47e+08,-7.47e+08,1.0935e+10,2.93e+08,1.32e+08,1.77e+08,-1.86e+08,4.16e+08,-6.2e+07,3e+06,-1.45e+08,-2e+06,-2.43e+08,-3.5e+07,-3.39e+08,-6.8e+07,-6.8e+07,-6.8e+07,6.99e+08,7.849e+09,5.31e+08,0.56455,0.29047,0.1501,-0.39224,0.02679,1.81229,0.28466,-15.63855,0.71779,0.06652,0.06489,0.44313,-0.16958,0.12054,0.04493,0.06777,11.17167,13.77249
"42","2020_Q3",5.33875,"Up",1.874e+09,1.839e+09,3.5e+07,-8.66e+08,1.008e+09,-5.21e+08,-3.36e+08,-2.17e+08,-1.19e+08,-6.1e+07,-1.24e+08,4.87e+08,-9.8e+07,-1.02e+08,4e+06,3.89e+08,3.17e+08,-7.4e+07,2.43e+08,2.43e+08,2.43e+08,2.43e+08,1.77e+09,1.77e+09,4.97e+08,4.97e+08,1.2e+07,2.16e+08,2.05e+08,1.1e+07,2.495e+09,1.592e+09,8.378e+09,3.398e+09,3.86e+09,1.079e+09,9.97e+09,1.2465e+10,1.179e+09,1.022e+09,1.57e+08,1.492e+09,1.881e+09,1.833e+09,4.8e+07,4.552e+09,7.841e+09,7.4e+08,1.23e+08,5.47e+08,8.581e+09,1.3133e+10,-4.5e+07,-6.07e+08,-7e+06,-6.68e+08,-6.68e+08,1.2465e+10,2.43e+08,1.24e+08,1.59e+08,6.5e+07,5.91e+08,-8.7e+07,0,-1.2e+08,1.48e+09,-1.56e+08,-8e+06,1.258e+09,1.729e+09,1.729e+09,1.729e+09,6.11e+08,9.333e+09,6.63e+08,0.53789,0.25987,0.12967,-0.36377,0.01949,2.7284,0.54811,-19.66018,0.74874,0.05562,0.0545,0.42893,-0.1529,0.15175,0.032,0.07049,12.37807,15.52977
"43","2020_Q4",5.73015625,"Up",2.025e+09,1.986e+09,3.9e+07,-8.95e+08,1.13e+09,-5.42e+08,-3.53e+08,-2.22e+08,-1.31e+08,-6.4e+07,-1.25e+08,5.88e+08,-9.4e+07,-9.6e+07,2e+06,4.94e+08,3.44e+08,-7.2e+07,2.72e+08,2.72e+08,2.72e+08,2.72e+08,3.3e+07,3.3e+07,5.82e+08,5.82e+08,1e+07,2.04e+08,1.94e+08,1e+07,8.29e+08,1.587e+09,8.286e+09,3.36e+09,3.86e+09,1.066e+09,9.873e+09,1.0702e+10,1.172e+09,1.088e+09,8.4e+07,2e+06,1.84e+09,1.792e+09,4.8e+07,3.014e+09,7.845e+09,7.54e+08,1.21e+08,5.42e+08,8.599e+09,1.1613e+10,3999999.99999999,-8.91e+08,7612133.82710841,-9.11e+08,-9.11e+08,1.0702e+10,2.72e+08,1.25e+08,1.79e+08,-1.33e+08,4.43e+08,-8.1e+07,-8.1e+07,-7.9e+07,-1.534e+09,-4.71e+08,-3.8e+07,-2.101e+09,-1.737e+09,-1.737e+09,-1.737e+09,7.13e+08,7.847e+09,5.71e+08,0.55802,0.29037,0.13432,-0.29857,0.02542,2.09926,0.27505,-12.74753,0.73323,0.06286,0.06152,0.46799,-0.21054,0.13196,0.04291,0.07425,10.95933,13.28912
"44","2021_Q1",5.70213114754098,"Down",2.189e+09,2020417338.43257,39106470.8785857,-9.68e+08,1.221e+09,-6.39e+08,-4.47e+08,-216282538.993159,-132413543.305828,-6.7e+07,-1.25e+08,5.82e+08,-1.01e+08,-9.7e+07,-4e+06,4.81e+08,-6.04e+08,-7.3e+07,-6.77e+08,-6.77e+08,-6.77e+08,-6.77e+08,7.1e+07,7.1e+07,6.72e+08,6.72e+08,9173037.62509299,2.24e+08,2.04e+08,2e+07,9.67e+08,1.629e+09,7.737e+09,3.34e+09,3.122e+09,1.164e+09,9.366e+09,1.0333e+10,1.397e+09,1.223e+09,1.74e+08,1e+06,1.769e+09,1.721e+09,4.8e+07,3.167e+09,8.499e+09,9.52e+08,1.18e+08,5.68e+08,9.451e+09,1.2618e+10,-1.5e+07,-2.285e+09,1.5e+07,-2.285e+09,-2.285e+09,1.0333e+10,-6.77e+08,1.25e+08,1.134e+09,-13999999.9999999,5.68e+08,-1.2e+08,-5e+06,-3.97e+08,6.48e+08,-6.85e+08,-3.3e+07,-1.32e+08,3.9e+07,3.9e+07,3.9e+07,7.07e+08,8.5e+09,6.46e+08,0.55779,0.26587,-0.30927,0.29628,-0.06552,-0.95421,0.30534,-5.5221,0.82261,-0.16046,-0.15668,0.51884,-0.5416,0.15312,-0.08581,0.09014,11.92221,14.48282
"45","2021_Q2",5.88095238095238,"Up",2.058e+09,2.022e+09,3.6e+07,-9.39e+08,1.119e+09,-5.34e+08,-3.38e+08,-2.17e+08,-1.21e+08,-6.4e+07,-1.32e+08,5.85e+08,-9.7e+07,-1e+08,3e+06,4.88e+08,1.57e+08,6.2e+07,2.19e+08,2.19e+08,2.19e+08,2.19e+08,5.9e+07,5.9e+07,6.11e+08,6.11e+08,8e+06,2.27e+08,2.16e+08,1.1e+07,9.05e+08,1.403e+09,7.68e+09,3.302e+09,3.128e+09,1.139e+09,9.083e+09,9.988e+09,1.137e+09,1.057e+09,8e+07,1000000.00000003,1.712e+09,1.664e+09,4.8e+07,2.85e+09,8.878e+09,8.63e+08,1.15e+08,5.56e+08,9.741e+09,1.2591e+10,4000000.00000001,-2.614e+09,2e+07,-2.603e+09,-2.603e+09,9.988e+09,2.19e+08,1.32e+08,2.6e+08,-3.19e+08,2.92e+08,-7.8e+07,-3e+06,-7.8e+07,3.73e+08,-5.22e+08,-2e+07,-2.3e+08,-1.6e+07,-1.6e+07,-1.6e+07,7.17e+08,8.879e+09,2.58e+08,0.54373,0.28426,0.10641,-0.08413,0.02193,1.17808,0.31754,-4.83711,0.88897,0.05294,0.05187,0.49746,-0.6292,0.06236,0.03922,0.03614,12.30126,15.07692
"46","2021_Q3",5.9084375,"Up",2.159e+09,2.121e+09,3.8e+07,-9.83e+08,1.176e+09,-5.66e+08,-3.69e+08,-2.39e+08,-1.3e+08,-6.6e+07,-1.31e+08,6.1e+08,-9.8e+07,-1.03e+08,5e+06,5.12e+08,5.6e+08,-1.27e+08,4.33e+08,4.33e+08,4.33e+08,4.33e+08,1.124e+09,1.124e+09,6.54e+08,6.54e+08,5e+06,3.46e+08,3.35e+08,1.1e+07,2.129e+09,1.405e+09,7.667e+09,3.263e+09,3.15e+09,1.143e+09,9.072e+09,1.1201e+10,1.305e+09,1.132e+09,1.73e+08,9.98e+08,1.634e+09,1.583e+09,5.1e+07,3.937e+09,8.835e+09,9.44e+08,1.1e+08,5.27e+08,9.779e+09,1.3716e+10,-3e+06,-2.539e+09,2.7e+07,-2.515e+09,-2.515e+09,1.1201e+10,4.33e+08,1.31e+08,1.93e+08,-1.21e+08,6.36e+08,-8.6e+07,-5999999.99999999,-1.12e+08,9.52e+08,-3.28e+08,-2.3e+07,5.41e+08,1.065e+09,1.065e+09,1.065e+09,7.41e+08,9.833e+09,6.61e+08,0.5447,0.28254,0.20056,-0.17217,0.03866,1.52656,0.54077,-5.45368,0.87787,0.10467,0.10256,0.52188,-0.60793,0.15978,0.05967,0.08,11.75304,14.27705
"47","2021_Q4",5.89671875,"Down",2.198e+09,2.158e+09,4e+07,-9.97e+08,1.201e+09,-5.97e+08,-3.94e+08,-2.69e+08,-1.25e+08,-6.8e+07,-1.35e+08,6.04e+08,-1.12e+08,-1.11e+08,-1e+06,4.92e+08,4.33e+08,-9e+07,3.43e+08,3.43e+08,3.43e+08,3.43e+08,1.64e+08,1.64e+08,6.52e+08,6.52e+08,4e+06,2.16e+08,2.06e+08,1e+07,1.036e+09,1.456e+09,7.602e+09,3.225e+09,3.15e+09,1.116e+09,9.058e+09,1.0094e+10,1.282e+09,1.202e+09,8e+07,4262305803.47039,1.55e+09,1.5e+09,5e+07,2.832e+09,8.827e+09,9.9e+08,1.03e+08,5.19e+08,9.817e+09,1.2649e+10,-9e+06,-2.563e+09,1.7e+07,-2.555e+09,-2.555e+09,1.0094e+10,3.43e+08,1.36e+08,-6e+06,-3e+07,4.43e+08,-8e+07,2.2e+08,1.4e+08,-1.102e+09,-3.18e+08,-6.4e+07,-1.543e+09,-9.6e+08,-9.6e+08,-9.6e+08,7.4e+08,8.827e+09,7.2e+08,0.54641,0.2748,0.15605,-0.13425,0.03398,2.09913,0.36582,-4.95068,0.87448,0.08482,0.08327,0.54352,-0.6318,0.17804,0.05536,0.09915,11.70676,14.34272
"48","2022_Q1",6.0841935483871,"Up",2.281e+09,2147636672.72265,38838441.4967051,-1.049e+09,1.232e+09,-6.71e+08,-4.69e+08,-275313052.786104,-121320783.333841,-6.7e+07,-1.35e+08,5.61e+08,-9.9e+07,-1.01e+08,2e+06,4.62e+08,3.76e+08,-5.7e+07,3.19e+08,3.19e+08,3.19e+08,3.19e+08,1.91e+08,1.91e+08,7.22e+08,7.22e+08,8058720.99996085,2.67e+08,2.46e+08,2.1e+07,1.18e+09,1.45e+09,7.644e+09,3.186e+09,3.151e+09,1.107e+09,9.094e+09,1.0274e+10,1.472e+09,1.299e+09,28038612.5857223,10789917410.4112,1.508e+09,1.454e+09,5.4e+07,2.98e+09,8.832e+09,1.087e+09,9.7e+07,5.12e+08,9.919e+09,1.2899e+10,4e+06,-2.636e+09,1.5e+07,-2.625e+09,-2.625e+09,1.0274e+10,3.19e+08,1.34e+08,1.15e+08,5.9e+07,6.27e+08,-1.44e+08,-5e+06,-1.5e+08,1000000.00000024,-3.45e+08,-1.8e+07,-4.5e+08,2.7e+07,2.7e+07,2.7e+07,6.95e+08,8.832e+09,6.67e+08,0.54011,0.24594,0.13985,-0.12152,0.03105,2.09091,0.39597,-4.9139,0.85965,0.07888,0.07745,0.56405,-0.64911,0.16494,0.0558,0.09145,12.43309,15.40285
