"","YQ","p","d","revenue","operating_expenses","selling_general_administrative","depreciation_amortization","operating_income_loss","non_operating_income_loss","interest_expense_net","pretax_income_loss_adj","abnormal_gains_losses","pretax_income_loss","income_loss_from_continuing_operations","income_loss_incl_minority_interest","net_income","net_income_common","cash_cash_equivalents_short_term_investments","cash_cash_equivalents","accounts_notes_receivable","notes_receivable_net","other_short_term_assets","assets_held_for_sale","misc_short_term_assets","total_current_assets","property_plant_equipment_net","property_plant_equipment","accumulated_depreciation","long_term_investments_receivables","other_long_term_assets","misc_long_term_assets","total_noncurrent_assets","total_assets","payables_accruals","other_payables_accruals","short_term_debt","total_current_liabilities","long_term_debt","total_noncurrent_liabilities","total_liabilities","share_capital_additional_paid_in_capital","retained_earnings","equity_before_minority_interest","total_equity","total_liabilities_equity","net_income_starting_line","depreciation_amortization_2","non_cash_items","change_in_working_capital","net_cash_from_operating_activities","change_in_fixed_assets_intangibles","net_change_in_long_term_investment","other_investing_activities","net_cash_from_investing_activities","dividends_paid","cash_from_repayment_of_debt","cash_from_repurchase_of_equity","increase_in_capital_stock","other_financing_activities","net_cash_from_financing_activities","net_cash_before_disc_operations_and_fx","net_cash_before_fx","net_change_in_cash","ebitda","total_debt","operating_margin","net_profit_margin","return_on_equity","return_on_assets","current_ratio","liabilities_to_equity_ratio","debt_ratio","earnings_per_share_basic","earnings_per_share_diluted","sales_per_share","equity_per_share","dividends_per_share","return_on_invested_capital","dividend_payout_ratio","net_debt_ebitda","net_debt_ebit"
"33","2018_Q2",19.32890625,"Up",220199000,-94650000,-16475000,-70361000,125549000,-49610000,-49669000,75939000,12586000,88525000,87933000,87933000,87933000,87933000,71231000,71231000,973032000,653319000,151287000,143419000,7868000,1195550000,6190706000,7611038000,-1420332000,687181000,719192000,39305000,7597079000,8792629000,262573000,262573000,3378660000,3641233000,1265019000,1280996000,4922229000,1621694000,1933153000,3538448000,3870400000,8792629000,87933000,70361000,-17515000,-87879000,52900000,-39268000,-89960000,125901000,-1447000,-131449000,64672000,4857000,4857000,-7619000,-69539000,-18086000,-18086000,-17709000,195910000,4643679000,0.57016,0.39933,0.02272,0.01,0.32834,1.27176,0.52813,0.44207,0.42313,1.10702,17.7891,0.66084,0.02572,1.49488,23.33953,36.41963
"34","2018_Q3",22.0201587301587,"Up",219881000,-85410000,-15237000,-69609000,134471000,-49265000,-49199000,85206000,-1794000,83412000,81986000,81986000,81986000,81986000,10951000,10951000,1023449000,703309000,6380000,3782000,2598000,1040780000,6096198000,7571661000,-1475463000,726671000,710490000,33301000,7533359000,8574139000,257049000,257049000,3325889000,3582938000,1122168000,1136886000,4719824000,1543956000,2011689000,3525488000,3854315000,8574139000,81986000,69609000,-6543000.00000001,19214000,164266000,-32659000,-103002000,128999000,-4803000,-131572000,-136721000,49702000,49702000,-5926000,-224517000,-65054000,-65054000,-65550000,204080000,4448057000,0.61156,0.37287,0.02127,0.00956,0.29048,1.22456,0.51878,0.41096,0.39329,1.10218,17.67188,0.65952,0.02568,1.60481,21.74199,32.99675
"35","2018_Q4",24.4731746031746,"Up",221852000,-82936000,-14240000,-70711000,138916000,-51189000,-51216000,87727000,-28244000,59483000,59062000,59062000,59062000,59062000,9768000,9768000,1045003000,708178000,19197000,17826000,1371000,1073968000,6184790000,7700636000,-1515846000,675135000,708071000,31711000,7567996000,8641964000,253560000,253560000,3327393000,3580953000,1260847000,1275045000,4855998000,1426432000,2068295000,3462345000,3785966000,8641964000,59062000,70711000,12718000,-11192000,131299000,-5242000,-181822000,42094000,-144302000,-132717000,1.4e+08,9547000,9547000,-5880000,10950000,-2053000,-2053000,-2410000,209627000,4588240000,0.62617,0.26622,0.0156,0.00683,0.29991,1.28263,0.53093,0.29397,0.28066,1.10423,17.23323,0.66058,0.02286,2.24708,21.84104,32.95856
"36","2019_Q1",26.6313114754098,"Up",219750000,-88480000,-17556000,-70598000,131270000,-51013000,-51338000,80257000,-15164000,65093000,64903000,64903000,52597000,52597000,10300000,10300000,1024409000,1024409000,2360000,989000,1371000,1037069000,6183791000,7746410000,-1562619000,636888000,733129000,58134000,7553808000,8590877000,272172000,272172000,3328896000,3601068000,1211726000,1225325000,4826393000,1355582000,2130511000,3444441000,3764484000,8590877000,64903000,70598000,62358000,-46951000,150908000,-57774000,556155000,-516641000,-22667000,-132958000,-46999999.9999999,11426000,11426000,40937000,-127595000,646000.000000007,646000.000000007,531999.999999993,201868000,4540622000,0.59736,0.23935,0.01397,0.00612,0.28799,1.28209,0.52854,0.26064,0.24795,1.08897,17.06884,0.65887,0.02231,2.52786,22.442,34.51148
"37","2019_Q2",26.6687301587302,"Up",223688000,-90867000,-16133000,-70852000,132821000,-49975000,-50001000,82846000,-10646000,72200000,72182000,72182000,69702000,69702000,40028000,40028000,1041916000,1041916000,2017000,645000.000000004,1372000,1083961000,6186536000,7818209000,-1631673000,485773000,763796000,89687000,7436105000,8520066000,271902000,271902000,3332675000,3604577000,1096345000,1109847000,4714424000,1385530000,2200213000,3545802000,3805642000,8520066000,72182000,70852000,247000,-33206000,110075000,-16078000,-8138000,94883000,72126000,-136633000,-115725000,108832000,108832000,-9064000,-152590000,29611000,29611000,29729000,203673000,4429020000,0.59378,0.3116,0.01832,0.00818,0.30072,1.2388,0.51983,0.34074,0.32644,1.09352,17.33397,0.66794,0.02502,1.96025,21.54921,33.04441
"38","2019_Q3",29.0121875,"Up",225279000,-91542000,-13875000,-73637000,133737000,-51004000,-50809000,82733000,-7212000,75521000,75671000,75671000,73141000,73141000,32766000,32766000,1116357000,1116357000,5978000,4606000,1372000,1155101000,6684102000,8373540000,-1689438000,378942000,880275000,133562000,7943319000,9098420000,300303000,300303000,3334180000,3634483000,1398604000,1411431000,5045914000,1588534000,2265156000,3802971000,4052506000,9098420000,75671000,73637000,5305999.99999999,723000,155337000,-14923000,-5591000,7845999.99999988,-87138000,-137178000,19900000,48140000,48140000,-6036000,-75174000,-6974999.99999999,-6974999.99999999,-7262000,207374000,4732784000,0.59365,0.32467,0.01805,0.00804,0.31782,1.24513,0.52018,0.34571,0.33173,1.0648,17.975,0.64838,0.02391,1.87553,22.66445,35.14374
"39","2019_Q4",32.01046875,"Up",233195000,-94379000,-13762000,-76696000,138816000,-52157000,-52180000,86659000,48344000,135003000,142948000,142948000,138740000,138740000,40860000,40860000,1134160000,1134160000,3553000,2181000,1372000,1178573000,6532446000,8262290000,-1729844000,413866000,871309000,131075000,7817621000,8996194000,282477000,282477000,3824390000,4106867000,794863000,805865000,4912732000,1536361000,2403896000,3881985000,4083462000,8996194000,142948000,76696000,-54136000,-25165000,140343000,-39826000,-54531000,181480000,86543000,-143441000,-107290000,41917000,41917000,-9660000,-218474000,8412000,8412000,8094000,215512000,4619253000,0.59528,0.59495,0.03398,0.01542,0.28698,1.20308,0.51347,0.63696,0.61251,1.0706,17.82223,0.65854,0.03238,1.03388,21.24426,32.98174
"40","2020_Q1",29.1474193548387,"Down",246668000,-97697000,-14099000,-80498000,148971000,-54765000,-55725000,94206000,-33086000,61120000,61146000,61146000,59540000,59540000,24117000,24117000,1154654000,1154654000,14185000,4922000,9263000,1192956000,7198569000,8985994000,-1787425000,430716000,973883000,129584000,8603168000,9796124000,312040000,312040000,4206402000,4518442000,929738000,941088000,5459530000,1711850000,2463436000,4135428000,4336594000,9796124000,61146000,80498000,72584000,-66236000,147992000,-307014000,59229000,-112711000,-450484000,-146875000,123778000,316469000,316469000,-1093000,292279000,-10213000,-10213000,-8851999.99999999,229469000,5136140000,0.60393,0.24138,0.01373,0.00608,0.26402,1.25894,0.5243,0.27104,0.26116,1.1229,18.82555,0.66861,0.02176,2.46683,22.27762,34.31556
"41","2020_Q2",23.2420634920635,"Down",253024000,-102232000,-15923000,-82643000,150792000,-56006000,-55202000,94786000,-3062000,91724000,92279000,92279000,89915000,89915000,347965000,347965000,1152651000,1152651000,4057000,-2804579.68894298,4057000,1504673000,7102920000,8949912000,-1846992000,435573000,994065000,156122000,8532558000,10037231000,288745000,288745000,4206366000,4495111000,1313283000,1323475000,5818586000,1562040000,2525323000,4021575000,4218645000,10037231000,92279000,82643000,6078000,-41932000,139068000,-46819000,13084000,-39015000,-55154000,-154603000,394621000,1831000,1831000,-6692000,235157000,319071000,319071000,318642000,233435000,5519649000,0.59596,0.35536,0.02131,0.00896,0.33474,1.37925,0.54992,0.39565,0.38342,1.11336,17.69584,0.68029,0.02508,1.71944,22.15471,34.29681
"42","2020_Q3",25.0159375,"Up",256395000,-101210000,-13969000,-83586000,155185000,-55110000,-55252000,100075000,1341000,101416000,101960000,101960000,99307000,99307000,37022000,37022000,1289342000,1289342000,4543000,-2428666.59037475,4543000,1330907000,6905357000,8807944000,-1902587000,445523000,1005797000,166760000,8356677000,9687584000,284959000,284959000,4212775000,4497734000,1012783000,1022458000,5520192000,1411838000,2624630000,3970233000,4167392000,9687584000,101960000,83586000,493000,4337000,190376000,-25866000,35160000,-87430000,-41586000,-152561000,-301859000,-34000.0000000298,-33999.9999999702,-4781000,-459235000,-310445000,-310445000,-310457000,238771000,5225558000,0.60526,0.38732,0.02383,0.01025,0.29591,1.32462,0.53941,0.43669,0.42344,1.12745,17.4584,0.67086,0.02679,1.53626,21.73018,33.43452
"43","2020_Q4",27.76515625,"Up",119177000,-131588000,-14812000,-81072000,-12411000,-54325000,-54262000,-66736000,-27961000,-94697000,-93768000,-93768000,-91291000,-91291000,35951000,35951000,1118952000,1118952000,40085000,35921000,4164000,1194988000,6805924000,8779962000,-1974038000,475361000,922316000,82018000,8203601000,9398589000,277596000,277596000,4199960000,4477556000,973001000,982619000,5460175000,1260322000,2533339000,3744560000,3938414000,9398589000,-93768000,81072000,210963000,-16814000,181453000,45455000,-65467000,117101000,40768000,-152579000,-64625000,-410000,-410000,-5836000,-223450000,-1229000,-1229000,-1450000,68661000,5172961000,-0.10414,-0.76601,-0.02318,-0.00971,0.26688,1.38639,0.5504,-0.40127,-0.38917,0.52384,16.4591,0.67066,0.00672,-1.67135,74.817,-413.90782
"44","2021_Q1",30.7129508196721,"Up",263785000,-105096000,-15185000,-82623000,158689000,-52684000,-58673000,106005000,-35978000,70027000,63074000,63074000,61396000,61396000,163535000,163535000,1119979000,1119979000,85475000,81452000,4023000,1368989000,6705240000,8702154000,-1996914000,467442000,955778000,103403000,8128460000,9497449000,280824000,280824000,5780136289.59846,280824000,5169252000,5180018000,5460842000,1259909000,2594735000,3841876000,4036607000,9497449000,63074000,82623000,27372000,24290000,197359000,-78433000,17223000,35979000,-33085000,-152567000,-14083000,150474000,150474000,-21844000,-38020000,126254000,126254000,127443000,241312000,5169252000,0.60158,0.23275,0.01521,0.00646,4.8749,1.35283,0.54428,0.26836,0.25926,1.15298,16.79252,0.66686,0.02321,2.48497,20.74375,31.5442
"45","2021_Q2",31.5565079365079,"Up",273768000,-103730000,-16152000,-84849000,170038000,-58290000,-58521000,111748000,41746000,153494000,164366000,164366000,159978000,159978000,51376000,51376000,1126737000,1126737000,12444000,7922000,4522000,1190557000,7191368000,9261190000,-2069822000,455476000,985401000,129076000,8632245000,9822802000,256338000,256338000,5222971000,5479309000,184914000,195163000.000002,5674472000,1175449000,2754713000,3953392000,4148330000,9822802000,164366000,84849000,-40241000,-32999000,175975000,-594504000,24275000,181842000,-396330000,-158298000,237421000,73127000,73127000,-43691000,108559000,-111796000,-111796000,-111660000,254887000,5407885000,0.6211,0.58436,0.03856,0.01629,0.21728,1.36789,0.55054,0.68786,0.66683,1.17713,16.99857,0.68064,0.03327,0.9895,21.01523,31.50183
"46","2021_Q3",29.76953125,"Down",257420000,-1.04e+08,-15200000,-85799000,153420000,-58339000,-58879000,95081000,-8466000,86615000,86863000,86863000,84523000,84523000,100824000,100824000,1086671000,1086671000,39071000,35335000,3736000,1226566000,7089232000,9228332000,-2139100000,458664000,984592000,134983000,8532488000,9759054000,266818000,266818000,365831000,632649000,4906734000,4916379000,5549028000,1168302000,2839236000,4012061000,4210026000,9759054000,86863000,85799000,31325000,-1634999.99999999,202352000,-10435000.0000001,-16302000,35965000,9186999.99999994,-158222000,-136854000,151596000,151596000,-19365000,-162845000,48694000,48694000,48661999.9999999,239219000,5272565000,0.59599,0.32835,0.02008,0.00866,1.93878,1.31805,0.54027,0.36343,0.35232,1.10684,17.25083,0.68031,0.02557,1.87194,21.61927,33.70969
"47","2021_Q4",25.7825,"Down",281672000,-104741000,-15372000,-86097000,176931000,-59746000,-58979000,117185000,25074000,142259000,142835000,142835000,138947000,138947000,102664000,102664000,1110701000,1110701000,24869000,21528000,3341000,1238234000,7094421000,9268967000,-2174546000,434028000,1013266000,168171000,8541715000,9779949000,260630000,260630000,363963000,624592999.999999,4909090000,4917888000,5542481000,1056329000,2978183000,4035988000,4237468000,9779949000,142835000,86097000,-17139000,-24513000,187280000,-10968000,-10568000,-43473000,-65009000,-160548000,-1868000,47706000,47706000,-5983000,-120693000,1578000,1578000,1445000,263028000,5273053000,0.62815,0.49329,0.03279,0.01421,1.98247,1.30797,0.53917,0.58869,0.57068,1.19339,17.09969,0.68021,0.03146,1.15546,19.65718,29.22263
"48","2022_Q1",26.6722580645161,"Up",249949000,-184164000,-17904000,-85269000,65785000,-42748000,-58225000,23037000,26737000,49774000,34238000,34238000,33291000,33291000,20534000,20534000,1180786000,1180786000,203025000,203025000,5229857.66031174,1404345000,6847217000,9028745000,-2181528000,10873000,1376043000,529939000,8234133000,9638478000,276716000,276716000,12734499522.8006,276716000,5253536000,5253536000,5530252000,873658000,3011474000,3906838000,4108226000,9638478000,34238000,85269000,71901000,-34879000,156529000,34000,2595000,-66420000,-72021000,-160580000,-1882000.00000003,1581999.99999999,1581999.99999999,-5258000,-166138000,-81630000,-81630000,-81594000,151054000,5253536000,0.26319,0.13319,0.0081,0.00345,5.07504,1.34614,0.54506,0.13367,0.13002,1.00362,15.68715,0.64478,0.02071,4.82353,34.64325,79.54704
"49","2022_Q2",26.455,"Down",249315000,-102740000,-16385000,-82752000,146575000,-58600000,-58145000,87975000,106783000,194758000,195156000,195156000,189607000,189607000,491247000,491247000,1089569000,1089569000,92762000,92762000,11078572.9809352,1673578000,6796950000,9009133000,-2212183000,506942000,1037135000,193873000,8341027000,10014605000,256390000,256390000,43803217318.402,256390000,5628371000,5628371000,5884761000,710432000,3201081000,3917831000,4129844000,10014605000,195156000,82752000,-99091000,-46615000,132202000,-113157000,-44037000,334532000,177338000,-160641000,353312000,-26174000,1147000,-5260000,161237000,470777000,470777000,470370000,229327000,5628371000,0.58791,0.76051,0.04591,0.01893,6.52747,1.42494,0.56202,0.79119,0.7679,1.04033,16.34821,0.67032,0.03589,0.84723,22.40087,35.04775
"50","2022_Q3",29.82234375,"Up",244649000,-105699000,-18775000,-83207000,138950000,-62779000,-58372000,76171000,15081000,91252000,91915000,91915000,89467000,89467000,164949000,164949000,981602000,981602000,61624000,61624000,22563145.9618704,1208175000,6684409000,8971354000,-2286945000,560914000,1067647000,234020000,8312970000,9521145000,268387000,268387000,99895893136.8039,268387000,5312046000,5312046000,5580433000,447048000,3290548000,3741097000,3940712000,9521145000,91915000,83207000,-903000,-1225000,172994000,-10999.9999999702,-54027000,153979000,99828000,-157628000,-312990000,-112602000,2344000,-14773000,-597993000,-325171000,-325171000,-326317000,222157000,5312046000,0.56796,0.3657,0.0227,0.0094,4.50162,1.4161,0.55792,0.37352,0.3614,1.02138,15.61869,0.65808,0.02671,1.76186,23.16874,37.0428
