"","YQ","p","d","revenue","cost_of_revenue","gross_profit","operating_expenses","selling_general_administrative","depreciation_amortization","other_operating_expenses","operating_income_loss","non_operating_income_loss","interest_expense_net","pretax_income_loss_adj","abnormal_gains_losses","pretax_income_loss","income_tax_expense_benefit_net","income_loss_from_continuing_operations","income_loss_incl_minority_interest","minority_interest","net_income","net_income_common","cash_cash_equivalents_short_term_investments","cash_cash_equivalents","other_short_term_assets","misc_short_term_assets","total_current_assets","property_plant_equipment_net","property_plant_equipment","other_long_term_assets","investments_in_affiliates","misc_long_term_assets","total_noncurrent_assets","total_assets","payables_accruals","accounts_payable","short_term_debt","other_short_term_liabilities","misc_short_term_liabilities","total_current_liabilities","other_long_term_liabilities","misc_long_term_liabilities","total_noncurrent_liabilities","total_liabilities","share_capital_additional_paid_in_capital","common_stock","additional_paid_in_capital","retained_earnings","other_equity","equity_before_minority_interest","minority_interest_2","total_equity","total_liabilities_equity","net_income_starting_line","depreciation_amortization_2","non_cash_items","change_in_working_capital","net_cash_from_operating_activities","change_in_fixed_assets_intangibles","net_cash_from_acquisitions_divestitures","other_investing_activities","net_cash_from_investing_activities","dividends_paid","cash_from_repayment_of_debt","cash_from_repurchase_of_equity","increase_in_capital_stock","other_financing_activities","net_cash_from_financing_activities","net_cash_before_disc_operations_and_fx","net_cash_before_fx","net_change_in_cash","ebitda","total_debt","free_cash_flow","gross_profit_margin","operating_margin","net_profit_margin","return_on_equity","return_on_assets","free_cash_flow_to_net_income","current_ratio","liabilities_to_equity_ratio","debt_ratio","earnings_per_share_basic","earnings_per_share_diluted","sales_per_share","equity_per_share","free_cash_flow_per_share","dividends_per_share","return_on_invested_capital","cash_return_on_invested_capital","dividend_payout_ratio","net_debt_ebitda","net_debt_ebit"
"28","2017_Q1",61.6437096774194,"Up",261016000,-64122000,196894000,-70723000,-18355000,-49158000,-3210000,126171000,-33161000,-33161000,93010000,-5600000,87410000,-4843000,90416000,90416000,-8013000,82403000,82403000,43858000,43858000,30495000,30495000,74353000,6770447000,6770447000,246646000,79570000,167076000,7017093000,7091446000,3432297000,101388000,3.65e+08,87669000,87669000,3884966000,1.81898940354586e-12,1.81898940354586e-12,610314000,4495280000,2567379000,1259000,2566120000,-339257000,16770000,2244892000,351274000,2596166000,7091446000,90416000,49158000,3836000.00000001,9694000.00000001,153104000,-324037000,-2551000.00000001,-1136999.99999999,-327725000,-98188000,316478000,1133000,1133000,-19636000,199787000,25166000,25166000,25166000,175329000,975314000,-134171000,0.75434,0.48338,0.3157,0.03174,0.01162,-1.62823,0.01914,1.73151,0.13753,0.6596,0.77704,2.08931,17.9693,-1.07398,0.78595,0.05056,-0.03757,1.19156,5.31262,7.38249
"29","2017_Q2",63.2815873015873,"Up",263008000,-66645000,196363000,-72160000,-18808000,-49432000,-3920000,124203000,-33655000,-33655000,90548000,-1269000,89279000,-3124000,89734000,89734000,-7452000,82282000,82282000,29311000,29311000,18482000,18482000,47793000,6770593000,6770593000,215971000,79385000,136586000,6986564000,7034357000,3393328000,77106000,3.63e+08,79981000,79981000,3836309000,0,0,612233000,4448542000,2568487000,1259000,2567228000,-355187000,22816000,2236116000,349699000,2585815000,7034357000,89734000,49432000,7485000,-33530000,113121000,-44382000,-1519000,44158000,-1743000,-98212000,-18916000,0,0,-10450000,-127578000,-16200000,-16200000,-16200000,173635000,975233000,98847000,0.7466,0.47224,0.31285,0.03182,0.0117,1.20132,0.01246,1.72036,0.13864,0.65508,0.62044,2.09392,17.80271,0.78696,0.78191,0.05069,0.02776,1.1936,5.44776,7.61594
"30","2017_Q3",64.8793650793651,"Up",276003000,-67295000,208708000,-72301000,-21865000,-46632000,-3804000,136407000,-35971000,-35971000,100436000,-7309000,93127000,-2867000,94098000,94098000,-7092000,87006000,87006000,31648000,31648000,21440000,21440000,53088000,6782788000,6782788000,201587000,79294000,122293000,6984375000,7037463000,3639214000,92678000,1.28e+08,77393000,77393000,3844607000,2.91038304567337e-11,2.91038304567337e-11,614173000,4458780000,2571225000,1260000,2569965000,-366437000,17003000,2221791000,356892000,2578683000,7037463000,94098000,46632000,14496000,20702000,175928000,-40442000,-1151000,-2817999.99999999,-44411000,-98256000,-15081000,0,0,-11310000,-124647000,6870000,6870000,6870000,183039000,742173000,166166000,0.75618,0.49422,0.31524,0.03374,0.01236,1.90982,0.01381,1.72909,0.10546,0.69232,0.65525,2.1962,17.67912,1.32221,0.78184,0.05579,0.05004,1.1293,3.88182,5.20886
"31","2017_Q4",70.965873015873,"Up",284156000,-70430000,213726000,-73845000,-19498000,-48075000,-6272000,139881000,-38365000,-38365000,101516000,-1268000,100248000,-3163000,101075000,101075000,-7311000,93764000,93764000,63732000,63732000,21895000,21895000,85627000,6770086000,6770086000,231242000,78512000,152730000,7001328000,7086955000,3799774000,114247000,2.5e+07,85971000,85971000,3910745000,0,0,602485000,4513230000,2568494000,1260000,2567234000,-370959000,17731000,2215266000,358459000,2573725000,7086955000,101075000,48075000,7853000,3577000,160580000,-36321000,-351000,-1525000,-38197000,-98286000,17297000,1266000,1266000,-10063000,-89786000,32597000,32597000,32597000,187956000,627485000,158375000,0.75214,0.49227,0.32997,0.03643,0.01323,1.68908,0.0219,1.75358,0.08854,0.74583,0.70476,2.26027,17.62098,1.25977,0.7818,0.05999,0.04947,1.04823,2.99939,4.03023
"32","2018_Q1",71.4314754098361,"Up",281842000,-67604000,214238000,-73124000,-18790000,-49157000,-5177000,141114000,-38784000,-38784000,102330000,117532000,219862000,5529000,229315000,229315000,-13354000,215961000,215961000,55683000,55683000,30361000,30361000,86044000,7132431000,7132431000,242478000,75907000,166571000,7374909000,7460953000,3952028000,96087000,9.4e+07,81026000,81026000,4127054000,5816000,5816000,610092000,4737146000,2570745000,1260000,2569485000,-253284000,33290000,2350751000,373056000,2723807000,7460953000,229315000,49157000,-111103000,-19623000,147746000,-251621000,-14923000,-18661000,-285205000,-98286000,253644000,2.3283064365387e-10,0,-29341000,126017000,-11442000,-11442000,-11442000,190271000,698276000,-86502000,0.76014,0.50068,0.76625,0.07929,0.02895,-0.40054,0.02085,1.73916,0.09359,1.70215,1.56294,2.22141,18.52805,-0.68179,0.77467,0.09167,-0.02523,0.45511,3.37725,4.55372
"33","2018_Q2",79.77796875,"Up",285485000,-72753000,212732000,-78820000,-21464000,-51749000,-5607000,133912000,-39528000,-39528000,94384000,-1209000,93175000,-1342000,95430000,95430000,-7174000,88256000,88256000,35527000,35527000,18537000,18537000,54064000,7171599000,7171599000,244961000,63868000,181093000,7416560000,7470624000,3954150000,108931000,100500000,87411000,87411000,4142061000,43273000,43273000,611917000,4753978000,2551838000,1260000,2550578000,-263355000,55271000,2343754000,372892000,2716646000,7470624000,95430000,51749000,8457000,15972000,171608000,-86475000,-438000,55985000,-30928000,-98327000,-6204000,799000,799000,-68928000,-172660000,-31980000,-31980000,-31980000,185661000,669144000,116500000,0.74516,0.46907,0.30914,0.03249,0.01181,1.32002,0.01305,1.74994,0.08957,0.70171,0.66516,2.26985,18.63488,0.92628,0.78178,0.05441,0.03397,1.11411,3.41276,4.73159
"34","2018_Q3",80.2488888888889,"Up",296813000,-73083000,223730000,-79014000,-21651000,-51892000,-5471000,144716000,-42159000,-42159000,102557000,-1176000,101381000,-2097000,102713000,102713000,-7560000,95153000,95153000,49194000,49194000,19912000,19912000,69106000,7390080000,7390080000,262763000,97556000,165207000,7652843000,7721949000,4054322000,107252000,2.5e+08,87663000,87663000,4391985000,43737000,43737000,614162000,5006147000,2555708000,1261000,2554447000,-276688000,62930000,2341950000,373852000,2715802000,7721949000,102713000,51892000,9448999.99999999,4080000,168134000,-178818000,-34314000,14965000,-198167000,-108486000,164574000,371000,371000,-11384000,45075000,15042000,15042000,15042000,196608000,820425000,23966999.9999999,0.75377,0.48757,0.32058,0.03504,0.01232,0.25188,0.01573,1.84334,0.10625,0.75594,0.71666,2.35801,18.60549,0.1904,0.86186,0.05688,0.00669,1.14012,3.92268,5.32927
"35","2018_Q4",79.3401587301587,"Down",306953000,-73652000,233301000,-79710000,-19707000,-52283000,-7720000,153591000,-44555000,-44555000,109036000,29667000,138703000,-2638000,139687000,139687000,-9269000,130418000,130418000,45378000,45378000,21205000,21205000,66583000,7425806000,7425806000,306301000,114451000,191850000,7732107000,7798690000,4327381000,126539000,0,96384000,96384000,4423765000,44218000,44218000,604831000,5028596000,2582422000,1264000,2581158000,-255065000,68362000,2395719000,374375000,2770094000,7798690000,139687000,52283000,-22268000,19583000,189285000,-55205000,-18054000,-14675000,-87934000,-108795000,-74843000,33780000,33780000,45984000,-103874000,-2523000,-2523000,-2523000,205874000,560613000,172890000,0.76005,0.50037,0.42488,0.04708,0.01672,1.32566,0.01505,1.81532,0.07189,1.03124,0.97153,2.42714,18.94346,1.36708,0.86027,0.07088,0.05123,0.8342,2.50267,3.35459
"36","2019_Q1",84.5668852459016,"Up",307353000,-72207000,235146000,-78469000,-18434000,-53126000,-6909000,156677000,-46902000,-46902000,109775000,-1162000,108613000,-3167000,109250000,109250000,-7788000,101462000,101462000,57496000,57496000,15194000,15194000,72690000,7491831000,7491831000,283457000,125326000,158131000,7775288000,7847978000,4269602000,101461000,8.1e+07,104383000,104383000,4454985000,45197000,45197000,607571000,5062556000,2641976000,1271000,2640705000,-262902000,34650000,2413724000,371698000,2785422000,7847978000,109250000,53126000,10571000,-24179000,148768000,-114109000,52806000,-65566000,-126869000,-109299000,50717000,56450000,56450000,-13660000,-15792000,6107000,6107000,6107000,209803000,643374000,74682000,0.76507,0.50976,0.33012,0.03643,0.01293,0.73606,0.01632,1.81752,0.08198,0.80375,0.76322,2.43474,19.12064,0.5916,0.86583,0.06067,0.0215,1.07724,2.79251,3.7394
"37","2019_Q2",93.281746031746,"Up",311546000,-78765000,232781000,-84304000,-22678000,-54659000,-6967000,148477000,-45972000,-45972000,102505000,-1162000,101343000,-1813000,102160000,102160000,-7390000,94770000,94770000,38988000,38988000,7840000,7840000,46828000,7782815000,7782815000,302871000,161029000,141842000,8085686000,8132514000,4201260000,99302000,3.35e+08,213736000,213736000,4749996000,44570000,44570000,608706000,5358702000,2649997000,1274000,2648723000,-277655000,11807000,2384149000,389663000,2773812000,8132514000,102160000,54659000,8882000,2758000,168459000,-228398000,-17395000,-1182000,-246975000,-109523000,168052000,1757000,1757000,-7632000,52654000,-25862000,-25862000,-25862000,203136000,899136000,-20691000,0.74718,0.47658,0.30419,0.03417,0.01165,-0.21833,0.00986,1.93189,0.11056,0.746,0.70571,2.4524,18.76732,-0.16287,0.86213,0.05495,-0.00557,1.15567,4.23435,5.79314
"38","2019_Q3",103.50765625,"Up",323602000,-80870000,242732000,-84739000,-23351000,-54406000,-6982000,157993000,-45730000,-45730000,112263000,20000,112283000,-2715000,112689000,112689000,-7861000,104828000,104828000,47667000,47667000,7977000,7977000,55644000,7888512000,7888512000,446563000,174480000,272083000,8335075000,8390719000,4205334000,115056000,3.82e+08,363573000,363573000,4950907000,45081000,45081000,611001000,5561908000,2758084000,1285000,2756799000,-288399000,-27476000,2442209000,386602000,2828811000,8390719000,112689000,54406000,8552000,19301000,194948000,-30047000,-13949000,-149458000,-193454000,-115572000,33650000,99266000,99266000,-10022000,7322000,8816000,8816000,8816000,212399000,947920000,204368000,0.75009,0.48823,0.32394,0.03706,0.01249,1.94956,0.01124,1.96616,0.11297,0.82114,0.77055,2.53485,19.13037,1.60086,0.9053,0.05767,0.05347,1.10249,4.2385,5.69806
"39","2019_Q4",98.3715625,"Down",337505000,-88653000,248852000,-86214000,-22519000,-56051000,-7644000,162638000,-44109000,-44109000,118529000,-1186000,117343000,-4052000,115995000,115995000,-7908000,108087000,108087000,62277000,62277000,4438000,4438000,66715000,7934885000,7934885000,316830000,175442000,141388000,8251715000,8318430000,4207953000,122658000,1.59e+08,430640000,430640000,4797593000,45143000,45143000,612848000,5410441000,2862905000,1294000,2861611000,-296752000,-43439000,2522714000,385275000,2907989000,8318430000,115995000,56051000,8545000,468000,181059000,235286000,-289431000,138197000,84052000,-116440000,-228316000,100659000,100659000,-9943000,-254040000,11071000,11071000,11071000,218689000,726705000,458495000,0.73733,0.48188,0.32025,0.03717,0.01299,4.24191,0.01391,1.86054,0.08736,0.83924,0.78233,2.62054,19.58747,3.55996,0.90409,0.06102,0.1246,1.07728,3.03823,4.08532
"40","2020_Q1",94.7725806451613,"Down",335801000,-87762000,248039000,-83394000,-20870000,-54741000,-7783000,164645000,-31974000,-43248000,132671000,-1209000,131462000,-2728000,120279000,120279000,-7997000,112282000,112282000,109332000,65746000,4987000,4987000,114319000,7961507000,7961507000,456551000,338054000,118497000,8418058000,8532377000,111382000,111382000,4318973000,565551000,565551000,4995906000,45264000,45264000,614777000,5610683000,2869976000,1295000,2868681000,-301049000,-28966000,2539961000,381733000,2921694000,8532377000,120279000,54741000,10020000,-21820000,163220000,-368798000,123016000,-19471000,-265253000,-116579000,231881000,208000,208000,-9459000,106051000,4018000,4018000,4018000,219386000,4888486000,-168504000,0.73865,0.49031,0.33437,0.03843,0.01316,-1.50072,0.02288,1.92035,0.57293,0.86823,0.81813,2.5966,19.64037,-1.30297,0.90145,0.02913,-0.02145,1.03827,21.78423,29.02702
"41","2020_Q2",85.418253968254,"Down",332452000,-90297000,242155000,-84964000,-23011000,-55275000,-6678000,157191000,-42684000,-42684000,114507000,-1209000,113298000,-2179000,116162000,116162000,-7983000,108179000,108179000,93297000,93297000,4633000,4633000,97930000,7949302000,7949302000,502254000,342404000,159850000,8451556000,8549486000,4426545000,116069000,243999999.999999,487278000,487278000,5157823000,45712000,45712000,617033000,5774856000,2874223000,1290000,2872933000,-362264000,-113840000,2398119000,376511000,2774630000,8549486000,116162000,55275000,9911000,7908000,189256000,-45537000,-6441000,-8595000,-60573000,-117197000,75492000,-51260000,944000,-8521000,-101486000,27197000,27197000,27197000,212466000,815321000,177016000,0.72839,0.47282,0.3254,0.03899,0.01265,1.63632,0.01899,2.08131,0.09536,0.83672,0.78882,2.57139,18.54857,1.36915,0.90648,0.06199,0.04869,1.08336,3.3983,4.59329
"42","2020_Q3",95.84515625,"Up",327246000,-89040000,238206000,-88213000,-25337000,-56018000,-6858000,149993000,-39370000,-39370000,110623000,-1233000,109390000,-3177000,111257000,111257000,-8346000,102911000,102911000,56397000,56397000,5354000,5354000,61751000,7935028000,7935028000,533115000,344177000,188938000,8468143000,8529894000,4433001000,132257000,2.07e+08,525121000,525121000,5165122000,46100000,46100000,619254000,5784376000,2886231000,1291000,2884940000,-391285000,-119256000,2375690000,369828000,2745518000,8529894000,111257000,56018000,10025000,25517000,202817000,-29700000,-3100000,-18495000,-51295000,-116318000,-48181000,-14889000,725999.999999996,-8313000,-187701000,-36179000,-36179000,-36179000,206011000,780154000,205005000,0.72791,0.45835,0.31448,0.03748,0.01206,1.99206,0.01196,2.10684,0.09146,0.79818,0.84748,2.53814,18.42597,1.59003,0.90217,0.06138,0.0574,1.13028,3.5132,4.82527
"43","2020_Q4",106.44078125,"Up",343024000,-92322000,250702000,-87495000,-23894000,-56412000,-7189000,163207000,-39068000,-39068000,124139000,-1233000,122906000,-4657000,123854000,123854000,-9221000,114633000,114633000,74803000,74803000,5771000,5771000,80574000,8012101000,8012101000,668429000,347786000,320643000,8680530000,8761104000,4765060000,153838000,94000000.0000001,512695000,512695000,5371755000,46527000,46527000,621527000,5993282000,2890883000,1291000,2889592000,-392891000,-108708000,2389284000,378538000,2767822000,8761104000,123854000,56412000,8307000,2621000,191194000,-121885000,-4396000,-125696000,-251977000,-116185000,198939000,1146000,1200000,-4294000,79606000,18823000,18823000,18823000,219619000,6.69e+08,105012000,0.73086,0.47579,0.33418,0.04142,0.01308,0.91607,0.015,2.16534,0.07636,0.88922,0.87089,2.66086,18.53385,0.81459,0.90126,0.06626,0.03015,1.01354,2.70558,3.64076
"44","2021_Q1",114.116721311475,"Up",353490000,-88956000,264534000,-86860000,-24352000,-56739000,-5769000,177674000,-9951000,-32312000,167723000,18075000,185798000,-3797000,166309000,166309000,-10253000,156056000,156056000,109124000,109124000,18885000,18885000,128009000,7893802000,7893802000,780227000,397444000,382783000,9267839000,9395848000,130012000,130012000,2283454000,1485283000,1485283000,3898749000,47126000,47126000,2560975000,6459724000,3001772000,1314000,3000458000,-354900000,-99093000,2547779000,388345000,2936124000,9395848000,166309000,56739000,-16969000,-18114000,187965000,-146302000,-50855000,-94425000,-591582000,-118065000,465020000,105357000,105357000,-1260000,451052000,47435000,47435000,47435000,234413000,4797303000,73794000,0.74835,0.50263,0.44147,0.05315,0.01661,0.47287,0.03283,2.20009,0.51058,1.19098,1.21785,2.69775,19.44405,0.56318,0.90104,0.03523,0.00948,0.75656,19.99965,26.38641
"45","2021_Q2",142.215238095238,"Up",358857000,-92367000,266490000,-89300000,-23540000,-58599000,-7161000,177190000,-21435000,-28391000,155755000,63883000,219638000,-4137000,215501000,215501000,-12503000,202998000,202998000,604055000,60330000,2465000,2465000,606520000,8183322000,8183322000,546770000,413503000,133267000,8730092000,9336612000,5076461000,129044000,5271576072.46574,883413000,883413000,5959874000,62089000,62089000,62089000,6021963000,3283591000,1336000,3282255000,-284442000,-77180000,2921969000,392680000,3314649000,9336612000,215501000,58599000,-64128000,-6092000,203880000,-43105000,-250000,85950000,42595000,-132540000,-446409000,277974000,277974000,-10714000,-311689000,-65214000,-65214000,-65214000,235789000,0,190729000,0.74261,0.49376,0.56568,0.06124,0.02174,0.93956,0.10177,1.81677,1.11022302462516e-16,1.53778,1.45334,2.71846,22.13486,1.44483,1.00403,0.09937,0.05648,0.65291,-2.56185,-3.40908
"46","2021_Q3",168.8665625,"Up",378630000,-89155000,289475000,-92646000,-26341000,-59570000,-6735000,196829000,-19080000,-27402000,177749000,6251000.00000001,1.84e+08,-5421000,178579000,178579000,-10631000,167948000,167948000,624787000,56006000,3743000,3743000,628530000,8347003000,8347003000,487559000,361228000,126331000,8834562000,9463092000,5259973000,150091000,6910667272.10477,779460000,779460000,6039433000,62704000,62704000,62704000,6102137000,3290189000,1337000,3288852000,-250271000,-71830000,2968088000,392867000,3360955000,9463092000,178579000,59570000,-5842999.99999999,27502000,259808000,-163681000,-6923999.99999999,-17292000,-187897000,-133777000,71779999.9999999,-211000,-211000,-12749000,-74957000,-3046000.00000001,-3046000.00000001,-3046000.00000001,256399000,0,125641000,0.76453,0.51985,0.44357,0.04997,0.01775,0.74809,0.10407,1.8156,0,1.27226,1.20241,2.86824,22.48423,0.95177,1.0134,0.08813,0.0367,0.79654,-2.43678,-3.17426
"47","2021_Q4",190.56859375,"Up",412492000,-92794000,319698000,-93420000,-24395000,-61516000,-7509000,226278000,-19686000,-27941000,206592000,17119408.0300186,206592000,-6772000,199820000,199820000,-11544000,188276000,188276000,671680000,65565000,15717000,15717000,687397000,8272671000,8272671000,748291000,373765000,374526000,9020962000,9708359000,164674000,164674000,5409828000,687786000,687786000,6262288000,63196000,63196000,63195999.9999998,6325484000,3285186000,1338000,3283848000,-229269000,-64155000,2991762000,391113000,3382875000,9708359000,199820000,61516000,-695000,4939000,265580000,-425315000,182581000,-29756000,-272490000,-167274000,211429000,167000,167000,-15880000,28442000,21532000,21532000,21532000,287794000,5409828000,-125810000,0.77504,0.54856,0.45644,0.05566,0.01939,-0.66822,0.10977,1.86985,0.55723,1.40704,1.34076,3.08268,22.35833,-0.94022,1.25009,0.04015,-0.01421,0.88845,16.46368,20.9395
"48","2022_Q1",192.42435483871,"Up",427383000,-94292000,333091000,-98195000,-27918000,-62194000,-8083000,234896000,-23921000,-32746000,210975000,76877000,287852000,-3994000,283858000,283858000,-15431000,268427000,268427000,71126000,71126000,227949000,227949000,299075000,8834649000,8834649000,621566000,457326000,164240000,10175402000,10474477000,142285000,142285000,1320755000,588469000,588469000,2051509000,64048609.4452735,64048609.4452735,4636992000,6688501000,3287287000,1341376.13551243,3307183559.18963,-128245000,-42546000,3116496000,669480000,3785976000,10474477000,283858000,62194000,-74101000,-48783000,223168000,-84695000,-230009000,-105044000,-419748000,-167403000,369891000,-169000,-169000,-10826000,191493000,-5087000,-5087000,-5087000,297090000,5957747000,167606000,0.77937,0.54961,0.62807,0.0709,0.02563,0.6244,0.14578,1.76665,0.56879,2.00603,1.91153,3.19396,23.2905,1.25257,1.25105,0.04473,0.0172,0.62364,19.81427,25.06054
"49","2022_Q2",180.672096774194,"Down",443562000,-103542000,340020000,-104710000,-29762000,-67906000,-7042000,235310000,-14452000,-23549000,220858000,96659070.9849907,220858000,-3141000,217717000,217717000,-14138000,203579000,203579000,65977999.9999999,65978000,6687999.99999997,6687999.99999997,72666000,8940724000,8940724000,884253000,475291000,408962000,10519084000,10591750000,136856000,136856000,1293563000,719558000,719558000,2149977000,64506000,64506000,4563609000,6713586000,3330951000,1343000,3329608000,-127193000,6457000,3210215000,667949000,3878164000,10591750000,217717000,67906000,-156000,1998000,287465000,-210521000,-4321000,93470000,-121372000,-202527000,58905000,-27189621.136634,-358357182.464783,-25999000,-169621000,-3528000,-3528000,-3528000,303216000,5792666000,97834000,0.76657,0.5305,0.45896,0.05249,0.01922,0.48057,0.0338,1.73112,0.5469,1.52038,1.44291,3.31263,23.97467,0.73065,1.51252,0.04171,0.01005,0.99483,18.8865,24.33678
"50","2022_Q3",186.14578125,"Up",474988000,-104252000,370736000,-107855000,-31251000,-69067000,-7537000,262881000,-22216000,-32406000,240665000,12784000,253449000,-5615000,247834000,247834000,-15704000,232130000,232130000,58729000,58729000,11437000,11437000,70166000,9135464000,9135464000,1130783000,544771000,586012000,10968601000,11038767000,171918000,171918000,1887487000,520592000,520592000,2579997000,65377000,65377000,4565530000,7145527000,3335656000,1339000,3334317000,-159091000,25555000,3202120000,691120000,3893240000,11038767000,247834000,69067000,-12465000,48486000,352922000,-217655000,-229319000,-1682000,-448656000,-201024000,374221000,-63008000,-1353674547.39435,-16955000,93234000,-2500000,-2500000,-2500000,331948000,6387640000,168394000,0.78052,0.55345,0.48871,0.05962,0.02103,0.72543,0.0272,1.83537,0.57866,1.72983,1.62627,3.5396,23.86213,1.25487,1.49803,0.04187,0.01628,0.866,19.06597,24.07519
