"","YQ","p","d","revenue","cost_of_revenue","gross_profit","operating_expenses","selling_general_administrative","depreciation_amortization","operating_income_loss","non_operating_income_loss","interest_expense_net","other_non_operating_income_loss","pretax_income_loss_adj","abnormal_gains_losses","pretax_income_loss","income_tax_expense_benefit_net","income_loss_from_continuing_operations","income_loss_incl_minority_interest","minority_interest","net_income","net_income_common","cash_cash_equivalents_short_term_investments","cash_cash_equivalents","accounts_notes_receivable","accounts_receivable_net","other_short_term_assets","prepaid_expenses","total_current_assets","property_plant_equipment_net","property_plant_equipment","accumulated_depreciation","other_long_term_assets","intangible_assets","goodwill","misc_long_term_assets","total_noncurrent_assets","total_assets","payables_accruals","accounts_payable","other_payables_accruals","short_term_debt","other_short_term_liabilities","deferred_revenue_short_term","total_current_liabilities","long_term_debt","other_long_term_liabilities","deferred_tax_liabilities_long_term","misc_long_term_liabilities","total_noncurrent_liabilities","total_liabilities","share_capital_additional_paid_in_capital","common_stock","additional_paid_in_capital","other_equity","equity_before_minority_interest","minority_interest_2","total_equity","total_liabilities_equity","net_income_starting_line","depreciation_amortization_2","non_cash_items","change_in_working_capital","net_cash_from_operating_activities","change_in_fixed_assets_intangibles","net_cash_from_acquisitions_divestitures","other_investing_activities","net_cash_from_investing_activities","dividends_paid","cash_from_repayment_of_debt","other_financing_activities","net_cash_from_financing_activities","net_cash_before_disc_operations_and_fx","net_cash_before_fx","effect_of_foreign_exchange_rates","net_change_in_cash","ebitda","total_debt","free_cash_flow","gross_profit_margin","operating_margin","net_profit_margin","return_on_equity","return_on_assets","free_cash_flow_to_net_income","current_ratio","liabilities_to_equity_ratio","debt_ratio","earnings_per_share_basic","earnings_per_share_diluted","sales_per_share","equity_per_share","free_cash_flow_per_share","dividends_per_share","return_on_invested_capital","cash_return_on_invested_capital","dividend_payout_ratio","net_debt_ebitda","net_debt_ebit"
"27","2016_Q4",22.1274603174603,"Down",942822000,-429808000,513014000,-377614000,-252944000,-124670000,135400000,-106602000,-83300000,-23302000,28798000,379000,29177000,-23418000,5759000,7800000,-720000,7080000,7080000,458128000,458128000,700238000,700238000,308975000,169988000,1467341000,3166528000,5574805000,-2408277000,5271047000,1306011000,3861810000,103226000,8437575000,9904916000,681384000,233971000,447413000,121203000,221440000,202171000,1024027000,6338024000,392611000,192782000,88794000,6730635000,7754662000,3509547000,2634000,3506913000,-1384854000,2124693000,25561000,2150254000,9904916000,5759000,128259000,19778000,59551000,215842000,-94970000,182000,-9677000,-104567000,-127866000,254006000,-5475000,128398000,239673000,239673000,-18534000,221139000,263659000,6459227000,251658000,0.54413,0.14361,0.00751,0.00329,0.00071,35.54492,1.43291,3.60639,0.65212,0.02689,0.02677,3.58121,8.07043,0.9559,0.48569,0.01499,0.02796,18.06017,22.76084,44.32126
"28","2017_Q1",23.9717741935484,"Up",934193000,-416215000,517978000,-375975000,-250545000,-125430000,142003000,-92728000,-85434000,-7294000,49275000,-688000,48587000,1213000,49800000,49525000,-587000,48938000,48938000,236484000,236484000,691249000,691249000,184374000,184374000,1112107000,3083326000,5535783000,-2452457000,5291367000,1252523000,3905021000,133823000,8374693000,9486800000,672454000,222197000,450257000,172975000,201128000,201128000,1046557000,6078206000,370669000,151295000,99540000,6448875000,7495432000,3492431000,2636000,3489795000,-1555884000,1936547000,54821000,1991368000,9486800000,49800000,129340000,-12801000,-44075000,121303000,-83599000,-38890000,-3106000,-28871000,-145409000,-174056000,-2047000,-315964000,-223532000,-223532000,1888000,-221644000,271343000,6251181000,142456000,0.55447,0.15201,0.05239,0.02458,0.00516,2.91095,1.06263,3.76396,0.65893,0.1857,0.18418,3.54492,7.34849,0.54057,0.55177,0.02256,0.01654,2.97129,22.1664,42.35613
"29","2017_Q2",24.0566666666667,"Up",938876000,-426707000,512169000,-364873000,-240166000,-124707000,147296000,-79691000,-86055000,6364000,67605000,459000,68064000,-9220000,58844000,58507000,-382000,58125000,58125000,295628000,295628000,721030000,721030000,181979000,181979000,1198637000,3111740000,5662272000,-2550532000,5361757000,1276929000,3957058000,127770000,8473497000,9672134000,773541000,239894000,533647000,421227000,223701000,223701000,1418469000,5922748000,359835000,151314000,86583000,6282583000,7701052000,3494577000,2641000,3491936000,-1591852000,1902725000,68357000,1971082000,9672134000,58844000,128614000,1076000,-66360000,121837000,-90268000,-9764000,-4271000,-104303000,-2060000,32435000,10595000,36662000,54196000,54196000,4948000,59144000,275910000,6343975000,128502000,0.54551,0.15689,0.06191,0.02949,0.00601,2.21079,0.84502,3.90702,0.6559,0.22029,0.2195,3.5583,7.21125,0.48702,0.00780999999999998,0.00694,0.01481,0.0354399999999999,21.92145,41.06253
"30","2017_Q3",26.0901587301587,"Up",949806000,-414284000,535522000,-365544000,-237445000,-128099000,169978000,-70600000,-89966000,19366000,99378000,1779000,101157000,-18009000,83148000,81122000,-2492000,78630000,78630000,291019000,291019000,730366000,730366000,184491000,184491000,1205876000,3175439000,5826538000,-2651099000,5433378000,1297015000,3988762000,147601000,8608817000,9814693000,826204000,247134000,579070000,423269000,225133000,225133000,1474606000,6028985000,385721000,170890000,85948000,6414706000,7889312000,3507663000,2644000,3505019000,-1651875000,1855788000,69593000,1925381000,9814693000,83148000,132067000,-7213000,-8136000,197840000,-87429000,-26036000,-3202000,-116667000,-145333000,42957000,-987999.999999993,-98246000,-17073000,-17072999.9999999,12464000,-4609000,302045000,6452254000,224489000,0.56382,0.17896,0.08279,0.04084,0.00801,2.855,0.81776,4.09753,0.65741,0.2976,0.29679,3.5948,7.02373,0.84964,0.55005,0.02556,0.02562,1.84831,20.3984,36.24725
"31","2017_Q4",28.0898412698413,"Up",965661000,-418327000,547334000,-370870000,-242357000,-128513000,176464000,-148468000,-88989000,-59479000,27996000,-346000,27650000,-2268000,25382000,24324000,21000,24345000,24345000,337886000,337886000,784884000,784884000,205454000,205454000,1328224000,3344475000,6094095000,-2749620000,5587307000,1385148000,4070656000,131503000,8931782000,10260006000,833946000,252955000,580991000,180390000,218033000,218033000,1232369000,6700094000,391473000,175169000,87484000,7091567000,8323936000,3603869000,2668000,3601201000,-1736881000,1866988000,69082000,1936070000,10260006000,25382000,132542000,51916000,-9590000,199192000,-100668000,-155905000,-5858000,-262431000,-145587000,255509000,-12663000,103064000,39825000,39825000,7042000,46867000,309006000,6880484000,201016000,0.5668,0.18274,0.02521,0.01257,0.00237,8.25697,1.07778,4.2994,0.67061,0.0918,0.09147,3.64128,7.03998,0.75798,0.54897,0.01845,0.02183,5.98016,21.17305,37.07611
"32","2018_Q1",24.2427868852459,"Down",991235000,-4.26e+08,565235000,-406054000,-264997000,-141057000,159181000,-134245000,-88565000,-45680000,24936000,-4137000,20799000,3550000,24349000,21479000,1242000,22721000,22721000,925699000,925699000,835742000,835742000,188874000,188874000,1950315000,3417679000,6251100000,-2833421000,5604408000,1400547000,4070267000,133594000,9022087000,10972402000,942283000,289137000,653146000,146300000,241590000,241590000,1330173000,6896971000,354998000,155728000,73039000,7251969000,8582142000,4167393000,2831000,4164562000,-1869955000,2297438000,92822000,2390260000,10972402000,24349000,144115000,51370000,-17865000,202099000,-110555000,1236000,-6728000,-116047000,-147019000,66551000,572933000,498945000,584997000,584997000,2816000,587813000,303296000,7043271000,171326000,0.57023,0.16059,0.02292,0.00951,0.00207,7.54043,1.46621,3.59046,0.64191,0.08405,0.08369,3.66687,8.49889,0.63378,0.54387,0.01734,0.0175,6.47062,20.1703,38.43155
"33","2018_Q2",24.73203125,"Up",1042458000,-448721000,593737000,-430308000,-269730000,-160578000,163429000,-117777000,-97626000,-20151000,45652000,1130000,46782000,-1168000,45614000,45152000,-468000,44684000,44684000,442491000,442491000,859106000,859106000,223276000,223276000,1524873000,4365471000,7306059000,-2940588000,6107805000,1592488000,4325478000,189839000,10473276000,11998149000,825939000,251214000,574725000,137198000,267925000,267925000,1231062000,8020873000,392062000,169889000,96731000,8412935000,9643997000,4253616000,2859000,4250757000,-1993869000,2259747000,94405000,2354152000,11998149000,45614000,164131000,33061000,-151238000,91568000,-127594000,-1428974000,-5444000,-1562012000,-169006000,1094551000,65657000,985252000,-485192000,-485192000,1984000,-483208000,327560000,8158071000,49896000,0.56955,0.15677,0.04286,0.01898,0.00372,1.11664,1.23866,4.09659,0.67994,0.15664,0.15624,3.65443,7.92174,0.17491,0.59247,0.0196,0.00458,3.78225,23.55471,47.21059
"34","2018_Q3",26.522380952381,"Up",1060823000,-451464000,609359000,-406546000,-250326000,-156220000,202813000,-83051000,-102107000,19056000,119762000,546000,120308000,-26405000,93903000,93543000,-142000,93401000,93401000,188192000,188192000,867041000,867041000,189101000,189101000,1244334000,4406487000,7383554000,-2977067000,6161713000,1530549000,4466634000,164530000,10568200000,11812534000,893104000,293293000,599811000,123818000,256181000,256181000,1273103000,7961761000,424883000,184836000,119095000,8386644000,9659747000,4259755000,2861000,4256894000,-2203815000,2055940000,96847000,2152787000,11812534000,93903000,160247000,-9344000,57432000,301761000,-113183000,-237895000,-8406000,-359484000,-168046000,-18215000.0000005,-3929000,-186499000,-244222000,-244222000,-10077000,-254299000,363060000,8085579000,333714000,0.57442,0.19118,0.08805,0.04339,0.00791,3.57292,0.9774,4.48709,0.68449,0.3266,0.32593,3.70938,7.189,1.1669,0.58761,0.02452,0.0313,1.79919,21.75229,38.93925
"35","2018_Q4",24.8277777777778,"Down",1060991000,-448018000,612973000,-416267000,-258470000,-157797000,196706000,-104166000,-103841000,-325000,92540000,388000,92928000,-14300000,78628000,67023000,125000,67148000,67148000,197676000,197676000,847452000,847452000,170847000,170847000,1215975000,4424693000,7469651000,-3044958000,6165301000,1516851000,4478757000,169693000,10589994000,11805969000,888083000,285810000,602273000,121695000,237574000,237574000,1247352000,8109179000,415817000,181730000,116757000,8524996000,9772348000,4264049000,2862000,4261187000,-2326663000,1937386000,96235000,2033621000,11805969000,78628000,161754000,7947000,-16597000,231214000,-127292000,-43123000,-10882000,-181297000,-168351000,143226000,-3528000,-29194000,20723000,20723000,-11239000,9484000,358460000,8230874000,228871000,0.57774,0.1854,0.06329,0.03302,0.00569,3.40846,0.97485,4.80539,0.69718,0.23465,0.23398,3.7077,6.77031,0.7998,0.58831,0.02205,0.02143,2.50716,22.41031,40.8386
"36","2019_Q1",27.2159016393443,"Up",1061489000,-445751000,615738000,-393376000,-228457000,-164919000,222362000,-92962000,-106074000,13112000,129400000,20893000,150293000,-880000,149413000,149413000,-713000,148700000,148700000,165485000,165485000,846889000,846889000,195740000,195740000,1208114000,4489557000,7600949000,-3111392000,6154576000,1506522000,4441030000,207024000,10644133000,11852247000,1071449000,318765000,752684000,126406000,264823000,264823000,1462678000,8016417000,417031000,183836000,111331000,8433448000,9896126000,4266211000,2863000,4263348000,-2382031000,1884180000,71941000,1956121000,11852247000,149413000,-33392000,123465000,71520000,311006000,-69411000,-48565000,-9359000,-119085000,-168232000,-60087000,6638000,-218881000,-26960000,-26960000,-5231000,-32191000,188970000,8142823000,191959000,0.58007,0.20948,0.14009,0.07602,0.01255,1.29091,0.82596,5.05906,0.68703,0.51948,0.518,3.70826,6.58229,0.6706,0.58771,0.03014,0.01825,1.13135,42.21484,35.87546
"37","2019_Q2",25.6869841269841,"Down",1053863000,-461544000,592319000,-433042000,-270559000,-162483000,159277000,-117646000,-102436000,-15210000,41631000,-602000,41029000,-10553000,30476000,30452000,-891000,29561000,29561000,161475000,161475000,837521000,837521000,210854000,210854000,1209850000,4525583000,7738705000,-3213122000,7953930000,1495338000,4465378000,1993214000,12479513000,13689363000,1123677000,283709000,839968000,125142000,266314000,266314000,1515133000,8365737000,1974657000,190871000,1783786000,10340394000,11855527000,4267846000,2868000,4264978000,-2508445000,1759401000,74435000,1833836000,13689363000,30476000,166591000,25896000,-105896000,117067000,-208594000,-39423000,-63200000,-311217000,-178023000,372220000,-498000,187736000,-6414000,-6414000,2404000,-4010000,325868000,8490879000,21931000,0.56205,0.15114,0.02805,0.01612,0.00216,0.74189,0.79851,6.46488,0.62025,0.10317,0.10282,3.67805,6.14042,0.07654,0.62131,0.01688,0.00178,6.02223,25.56067,52.29508
"38","2019_Q3",25.10390625,"Down",1066907000,-465102000,601805000,-417095000,-252764000,-164331000,184710000,-90122000,-105314000,15192000,94588000,8405000,102993000,-10646000,92347000,92475000,-34000,92441000,92441000,161996000,161996000,852330000,852330000,200777000,200777000,1215103000,4558559000,7840423000,-3281864000,7947320000,1467025000,4473424000,2006871000,12505879000,13720982000,1224481000,303988000,920493000,123527000,268779000,268779000,1616787000,8390183000,1981918000,194532000,1787386000,10372101000,11988888000,4284454000,2870000,4281584000,-2626633000,1657821000,74273000,1732094000,13720982000,92347000,168431000,-10253000,62139000,312664000,-145080000,-5228000,-13209000,-158456000,-175334000,22965000,-500999.999999999,-148634000,5574000,5574000,-5053000,521000,353141000,8513710000,280846000,0.56407,0.17313,0.08664,0.05337,0.00674,3.03811,0.75155,6.92162,0.62049,0.32218,0.32155,3.7184,5.77787,0.97881,0.61108,0.0219,0.02297,1.89671,23.6498,45.21528
"39","2019_Q4",26.6959375,"Up",1062224000,-449372000,612852000,-394712000,-237151000,-157561000,218140000,-93262000,-106677000,13415000,124878000,5334000,130212000,-21928000,108284000,108284000,-609000,107675000,107675000,186778000,186778000,821926000,821926000,195189000,195189000,1203893000,4556719000,7868457000,-3311738000,7816555000,1415287000,4421995000,1979273000,12373274000,13577167000,1177961000,289940000,888021000,394822000,257328000,257328000,1830111000,8220347000,1946761000,189564000,1757197000,10167108000,11997219000,4290835000,2871000,4287964000,-2780005000,1510830000,69118000,1579948000,13577167000,108284000,161639000,-16813000,-34696000,218414000,-140782000,-11848000,-13332000,-165962000,-175551000,157131000,-465000,-19217000,33235000,33235000,-8453000,24782000,379779000,8615169000,226229000,0.57695,0.20536,0.10137,0.06815,0.00793,2.10104,0.65783,7.59343,0.63453,0.37497,0.37427,3.69916,5.26141,0.78783,0.61135,0.02333,0.01863,1.63038,22.19288,38.63753
"40","2020_Q1",25.1295161290323,"Down",1079590000,-457297000,622293000,-405016000,-231190000,-173826000,217277000,-152166000,-104871000,-47295000,65111000,-11203000,53908000,-16804000,37104000,37104000,596000,37700000,37700000,193555000,193555000,850701000,850701000,192083000,192083000,1236339000,4623037000,8048906000,-3425869000,7957440000,1393183000,4485209000,2079048000,12580477000,13816816000,1286460000,324708000,961752000,389013000,274036000,274036000,1949509000,8275566000,2059832000,188128000,1871704000,10335398000,12284907000,4301439000,2873000,4298566000,-2837477000,1463962000,67947000,1531909000,13816816000,37104000,-40338000.0000001,234535000,87209000,318510000,-78489000,-1738000.00000001,-15023000,-95250000,-175618000,-40113000,-5186000,-218858000,4402000.00000001,4402000.00000001,2375000,6777000,176939000,8664579000,202463000,0.57642,0.20126,0.03492,0.02461,0.00273,5.37037,0.63418,8.01935,0.6271,0.13123,0.13087,3.75801,5.09599,0.70477,0.61132,0.0174,0.01652,4.6583,47.87539,38.98721
"41","2020_Q2",21.4363492063492,"Down",1068731000,-466921000,601810000,-401317000,-238733000,-162584000,200493000,-62923000,-105649000,42726000,137570000,-62991000,74579000,-9687000,64892000,64892000,-917000,63975000,63975000,152684000,152684000,831507000,831507000,214865000,214865000,1199056000,4521092000,7950140000,-3429048000,7846188000,1363943000,4372503000,2109742000,12367280000,13566336000,1193307000,321160000,872147000,127557000,260399000,260399000,1581263000,8708017000,2091058000,177316000,1913742000,10799075000,12380338000,4307356000,2879000,4304477000,-3183681000,1123675000,62323000,1185998000,13566336000,64892000,113700000,39595000,-92772000,125415000,-97632000,-118069000,-15470000,-231171000,-181302000,268680000,-13620000,73758000,-31998000,-31998000,-8873000,-40871000,314193000,8835574000,133476000,0.56311,0.1876,0.05986,0.05394,0.00472,2.08638,0.75829,10.43875,0.65129,0.22226,0.22186,3.71293,3.90382,0.46372,0.62987,0.02025,0.01102,2.83395,27.63553,43.3077
"42","2020_Q3",24.678125,"Up",982239000,-406693000,575546000,-405797000,-241947000,-163850000,169749000,-129156000,-103456000,-25700000,40593000,-38023000,2570000,-9683000,-7113000,-7113000,27000,-7086000,-7086000,907180000,907180000,805901000,805901000,184292000,184292000,1897373000,4535728000,8074520000,-3538792000,7934452000,1346282000,4421062000,2167108000,12470180000,14367553000,1251025000,296629000,954396000,880212000,252034000,252034000,2383271000,8750116000,2146323000,184029000,1962294000,10896439000,13279710000,4328684000,2881000,4325803000,-3304384000,1024300000,63543000,1087843000,14367553000,-7113000,112928000,105874000,101970000,313659000,-95509000,-443000.00000003,-17088000,-113040000,-178159000,730228000,-8915000,543154000,743773000,743773000,10723000,754496000,282677000,9630328000,298821000,0.58595,0.17282,-0.00721000000000001,-0.00651000000000002,-0.000489999999999999,-42.17062,0.79612,12.20738,0.67028,-0.0246,-0.02458,3.40972,3.55573,1.03732,0.61846,0.0133,0.02323,-25.14239,30.85907,51.38851
"43","2020_Q4",24.5865625,"Down",1036647000,-434505000,602142000,-389347000,-232095000,-157252000,212795000,-187768000,-104303000,-83465000,25027000,27469000,52496000,-13934000,38562000,38562000,-168000,38394000,38394000,151972000,151972000,791859000,791859000,190194000,190194000,1134025000,4459067000,8100871000,-3641804000,8089568000,1317399000,4461529000,2310640000,12548635000,13682660000,1253887000,302618000,951269000,392586000,244430000,244430000,1890903000,8618856000,2171989000,194638000,1977351000,10790845000,12681748000,4338681000,2882000,4335799000,-3401322000,937359000,63553000,1000912000,13682660000,38562000,108152000,73917000,-32487000,188144000,-2585000,-69000,-13266000,-15920000,-178392000,-740410000,-5284000,-924086000,-751862000,-751862000,-3346000,-755208000,320947000,9011442000,299809000,0.58086,0.20527,0.03704,0.03836,0.00281,7.80875,0.59973,12.67019,0.6586,0.13313,0.13294,3.59441,3.25015,1.03954,0.61855,0.01779,0.02461,4.64635,27.60415,41.63383
"44","2021_Q1",30.2409836065574,"Up",1059653000,-449223000,610430000,-404823000,-236440000,-168383000,205607000,-182233000,-105127000,-77106000,23374000,219686000,243060000,3695000,246755000,246755000,655000,247410000,247410000,205063000,205063000,859344000,859344000,205380000,205380000,1269787000,4502443000,8246337000,-3743894000,8377037000,1326977000,4557609000,2492451000,12879480000,14149267000,1506151000,359863000,1146288000,193759000,295785000,295785000,1995695000,8509555000,2447483000,198377000,2249106000,10957038000,12952733000,4342961000,2883000,4340078000,-3206232000,1136729000,59805000,1196534000,14149267000,246755000,112782000,-156737000,157639000,360439000,317781000,0,-43090000,274691000,-178437000,-400988000,-1e+05,-579525000,55604999.9999998,55604999.9999998,-2514000,53090999.9999995,318389000,8703314000,790114000,0.57607,0.194030000000001,0.23348,0.20677,0.01749,3.19354000000002,0.63626,10.82521,0.61511,0.85782,0.85562,3.67403,3.94127,2.73948,0.61868,0.03449,0.06399,0.72122,26.69141,41.3325
"45","2021_Q2",38.5209523809524,"Up",1082040000,-451909000,630131000,-424365000,-258723000,-165642000,205766000,-109135000,-104422000,-4713000,96631000,-35360000,61271000,-14640000,46631000,46631000,-1028000,45603000,45603000,138944000,138944000,814983000,814983000,220564000,220564000,1174491000,4466640000,8254410000,-3787770000,8303318000,1271604000,4520775000,2510939000,12769958000,13944449000,1278562000,327060000,951502000,363911000,284974000,284974000,1927447000,8552415000,2443279000,191138000,2252141000,10995694000,12923141000,4350039000,2888000,4347151000,-3390332000,959707000,61601000,1021308000,13944449000,46631000,114449000,66990000,-159241000,68829000,-133954000,267027789.187333,-24676000,-158630000,-180992000,210659000,-177000,29490000,-60311000,-60311000,-5808000,-66119000,320215000,8916326000,41660000,0.58235,0.19016,0.04215,0.04465,0.00327,0.91354,0.60935,12.65352,0.63942,0.15793,0.15751,3.74725,3.32359,0.14427,0.6268,0.0183,0.00336,3.96886,27.4109,42.65711
"46","2021_Q3",41.891875,"Up",37716000.0000001,-949158000,-911442000,-852928000,-519558000,-333370000,-1764370000,162020000,-210440000,372460000,-1602350000,2376226000,773876000,-220832000,553044000,553044000,-2474000,550570000,550570000,315928000,315928000,852449000,852449000,222231000,222231000,1390608000,4455606000,8319083000,-3863477000,8468102000,1256181000,4508754000,2703167000,12923708000,14314316000,1385683000,321286000,1064397000,106274000,256245000,256245000,1748202000,8760728000,2592984000,236811000,2356173000,11353712000,13101914000,4395291000,2895000,4392396000,-3247549000,1147742000,64660000,1212402000,14314316000,276522000,112490000,-196136000,127497000,320373000,44424000,178155000,-71300000,151279000,-178832000,-67229000,-54368000,-300429000,171223000,171223000,5761000,176984000,-1651880000,8867002000,-1259127000,-24.16592,-46.78041,14.59778,0.45412,0.03846,-2.28695,0.79545,10.80658,0.61945,1.9067,1.90161,0.13062,3.97478,-4.36052,0.61932,0.05756,-0.09936,0.32481,-5.17656999999999,-4.84653000000001
"47","2021_Q4",44.59234375,"Up",1130148000,-481663000,648485000,-416414000,-241596000,-174818000,232071000,-85308000,-103809000,18501000,146763000,-50635000,96128000,-28017000,68111000,68111000,-428000,67683000,67683000,161439000,161439000,884348000,884348000,223266000,223266000,1269053000,4588618000,8503171000,-3914553000,8376724000,1230330000,4472641000,2673753000,12965342000,14234395000,1250570000,324210000,926360000,318144000,257593000,257593000,1826307000,8815273000,2556279000,236782000,2319497000,11371552000,13197859000,4410148000,2895000,4407253000,-3436266000,973882000,62654000,1036536000,14234395000,68111000,120330000,63126000,-177432000,74135000,94497000,-381907000,-25024000,-312434000,-179078000,271491000,939000,93352000,-144947000,-144947000,-9542000,-154489000,352401000,9133417000,297483000,0.57381,0.20535,0.05989,0.0653,0.00475,4.39524,0.69487,12.73266,0.64164,0.23399,0.23283,3.9071,3.36686,1.02845,0.6191,0.01939,0.02338,2.64583,25.45957,38.66049
"48","2022_Q1",45.5282258064516,"Up",2241627000,-4499000,2237128000,-9274000,-2682000,-6592000,2227854000,-192734000,710000,-193444000,2035120000,-2337380000,-302260000,87199000,-215061000,-215061000,1424000,-213637000,-213637000,255828000,255828000,961419000,961419000,224020000,224020000,1441267000,4668144000,8647303000,-3979159000,8340620000,1181043000,4463531000,2696046000,13008764000,14450031000,1401682000,369145000,1032537000,309428000,307470000,307470000,2018580000,8962513000,2539459000,223934000,2315525000,11501972000,13520552000,4415451000,2899523.17024415,4405849816.33695,-3559499000,855952000,73527000,929479000,14450031000,61461000,117803000,38793999.9999999,77507000,295565000,-343611000,-246000.00000006,190329000,-153528000,-179438000,130622000,5597000.00000001,-43219000.0000001,98818000,98818000,-4429000,94389000,2345657000,9271941000,1992354000,0.99799,0.993860000000009,-0.0952999999999993,-0.22985,-0.01478,-9.32588,0.714,14.54638,0.64166,-0.73652,-0.73211,7.72804,2.95091,6.86867,0.61862,-0.00268,0.15637,-0.83992,3.84374999999999,4.04699000000001
"49","2022_Q2",50.9062903225806,"Up",1248046000,-546622000,701424000,-464338000,-280723000,-183615000,237086000,-170343000,-114442000,-55901000,66743000,-14956000,51787000,-10080000,41707000,41707000,592000,42299000,42299000,195660000,195660000,1063723000,1063723000,268312000,268312000,1527695000,4670647000,8748937000,-4078290000,9429634000,1581429000,5023691000,2824514000,14100281000,15627976000,1307387000,424064000,883323000,91180000,301965000,301965000,1700532000,10143011000,2952234000,347562000,2604672000,13095245000,14795777000,4411957000,2906000,4409051000,-3654234000,757723000,74476000,832199000,15627976000,41707000,120393000,133421000,-241015000,54506000,-155697000,-717907000,-16150000,-889754000,-184361000,975313000,-19399000,771553000,-63695000,-63695000,3527000,-60168000,357479000,10234191000,-29153000,0.56202,0.18997,0.03389,0.05083,0.00271,-0.68921,0.89836,17.77913,0.65486,0.14583,0.14495,4.30266,2.61226,-0.10051,0.63559,0.01617,-0.00208,4.35852,28.08146,42.34131
"50","2022_Q3",49.4846875,"Down",41488000,-1112952000,-1071464000,-947296000,-590788000,-356508000,-2018760000,-147680000,-230114000,82434000,-2166440000,2606322000,439882000,-36166000,403716000,403716000,-3554000,400162000,400162000,144746000,144746000,1116329000,1116329000,280944000,280944000,1542019000,4618169000,8690956000,-4072787000,9462131000,1508526000,4923691000,3029914000,14080300000,15622319000,1392982000,435475000,957507000,86790000,302494000,302494000,1782266000,9993126000,3101195000,325222000,2775973000,13094321000,14876587000,4434916000,2907000,4432009000,-3787967000,646949000,98783000,745732000,15622319000,201858000,116103000,-22297000,-4246000,291418000,-78174000,-750000,-22425000,-101349000,-179862000,-71204000,21513000,-229553000,-39484000,-39484000,-11430000,-50914000,-1902657000,10079916000,-1948911000,-25.82588,-48.65889,9.64525,0.5366,0.02561,-4.87031,0.8652,19.94897,0.64523,1.37956,1.37131,0.14303,2.23037,-6.7189,0.62008,0.04165,-0.13994,0.44947,-5.22173,-4.92142
