"","YQ","p","d","revenue","cost_of_revenue","gross_profit","operating_expenses","selling_general_administrative","research_development","operating_income_loss","non_operating_income_loss","other_investment_income_loss","pretax_income_loss_adj","pretax_income_loss","income_tax_expense_benefit_net","income_loss_from_continuing_operations","income_loss_incl_minority_interest","net_income","net_income_common","cash_cash_equivalents_short_term_investments","cash_cash_equivalents","short_term_investments","accounts_notes_receivable","accounts_receivable_net","inventories","other_short_term_assets","misc_short_term_assets","total_current_assets","property_plant_equipment_net","other_long_term_assets","goodwill","other_intangible_assets","deferred_tax_assets_long_term","misc_long_term_assets","total_noncurrent_assets","total_assets","payables_accruals","accounts_payable","other_payables_accruals","other_short_term_liabilities","deferred_revenue_short_term","misc_short_term_liabilities","total_current_liabilities","other_long_term_liabilities","accrued_liabilities","misc_long_term_liabilities","total_noncurrent_liabilities","total_liabilities","share_capital_additional_paid_in_capital","retained_earnings","other_equity","equity_before_minority_interest","total_equity","total_liabilities_equity","net_income_starting_line","depreciation_amortization_2","non_cash_items","stock_based_compensation","other_non_cash_adjustments","change_in_working_capital","change_in_accounts_receivable","change_in_inventories","change_in_accounts_payable","change_in_other","net_cash_from_operating_activities","change_in_fixed_assets_intangibles","other_change_in_fixed_assets_intangibles","net_change_in_long_term_investment","decrease_in_long_term_investment","increase_in_long_term_investment","other_investing_activities","net_cash_from_investing_activities","dividends_paid","cash_from_repurchase_of_equity","increase_in_capital_stock","decrease_in_capital_stock","other_financing_activities","net_cash_from_financing_activities","net_cash_before_disc_operations_and_fx","net_cash_before_fx","effect_of_foreign_exchange_rates","net_change_in_cash","ebitda","total_debt","free_cash_flow","gross_profit_margin","operating_margin","net_profit_margin","return_on_equity","return_on_assets","free_cash_flow_to_net_income","current_ratio","liabilities_to_equity_ratio","debt_ratio","earnings_per_share_basic","earnings_per_share_diluted","sales_per_share","equity_per_share","free_cash_flow_per_share","dividends_per_share","piotroski_f_score","return_on_invested_capital","cash_return_on_invested_capital","dividend_payout_ratio","net_debt_ebitda","net_debt_ebit"
"29","2017_Q2",47.424126984127,"Down",5.999e+09,-2.443e+09,3.556e+09,-2.778e+09,-5.91e+08,-1.311e+09,7.78e+08,9.2e+07,1.82e+08,8.7e+08,8.7e+08,-1.89e+08,6.81e+08,6.81e+08,6.82e+08,6.82e+08,1.0812e+10,6.885e+09,3.927e+09,2.085e+09,2.085e+09,1.91e+09,9.72e+08,9.72e+08,1.5779e+10,2.27e+09,1.5344e+10,5.686e+09,3.338e+09,2.312e+09,4.008e+09,3.6587e+10,5.2366e+10,2.513e+09,1.648e+09,8.65e+08,3.732e+09,4.87e+08,3.245e+09,7.994e+09,3.231e+09,2.278e+09,9.53e+08,1.3166e+10,2.116e+10,2.14e+08,3.0815e+10,1.86e+08,3.1215e+10,3.1206e+10,5.2366e+10,6.81e+08,3.29e+08,1.5e+08,2.39e+08,-8.9e+07,4.26e+08,1.31e+08,-3.54e+08,-2.08e+08,8.57e+08,1.586e+09,-1.29e+08,-1.29e+08,2.774e+09,6.891e+09,-4.117e+09,-1.964e+09,6.81e+08,-7.84e+08,-3.13e+08,1.31e+08,-4.44e+08,-2.14e+08,-1.311e+09,9.56e+08,9.56e+08,-1.7e+07,9.39e+08,1.107e+09,1.1684e+10,1.593e+09,0.59277,0.12969,0.11369,0.02185,0.01302,2.33578,1.97386,0.67807,0.22312,0.46143,0.45619,4.05886,21.11976,1.07781,0.53045,6,0.03179,0.03454,1.14956,0.78771,1.12082
"30","2017_Q3",45.3514285714286,"Down",5.016e+09,-2.208e+09,2.808e+09,-2.079e+09,-6.15e+08,-1.386e+09,7.29e+08,1.28e+08,2.35e+08,8.57e+08,8.57e+08,-1.07e+08,7.5e+08,7.5e+08,7.49e+08,7.49e+08,9.982e+09,7.124e+09,2.858e+09,4.201e+09,4.201e+09,2.066e+09,6.59e+08,6.59e+08,1.6908e+10,3.065e+09,1.723e+10,6.497e+09,4.084e+09,2.458e+09,4.191e+09,3.9171e+10,5.6079e+10,2.184e+09,1.289e+09,8.95e+08,5.963e+09,5.13e+08,5.45e+09,1.0145e+10,4.661e+09,2.22e+09,2.441e+09,1.46e+10,2.4745e+10,3.46e+08,3.0768e+10,2.3e+08,3.1344e+10,3.1334e+10,5.6079e+10,7.5e+08,3.42e+08,1.48e+08,2.46e+08,-9.8e+07,-4.2e+08,-1.822e+09,1.09e+08,-4.69e+08,1.762e+09,8.2e+08,-1.22e+08,-1.22e+08,1.57e+09,6.255e+09,-4.685e+09,-1.369e+09,7.9e+07,-7.83e+08,-1.24e+08,1.59e+08,-2.83e+08,-1.3e+07,-6.71e+08,2.28e+08,2.28e+08,1.1e+07,2.39e+08,1.071e+09,1.1937e+10,6.36e+08,0.55981,0.14533,0.14932,0.0239,0.01336,0.84913,1.66663,0.78972,0.21286,0.50711,0.50302,3.39607,21.22139,0.4306,0.53013,5,0.03196,0.01327,1.04539,1.8254,2.68176
"31","2017_Q4",52.5226984126984,"Up",5.372e+09,-2.489e+09,2.883e+09,-2.109e+09,-7.11e+08,-1.39e+09,7.74e+08,8.5e+07,2.18e+08,8.59e+08,8.59e+08,6e+06,8.65e+08,8.65e+08,8.66e+08,8.66e+08,2.0863e+10,1.4909e+10,5.954e+09,3.532e+09,3.532e+09,2.002e+09,6.24e+08,6.24e+08,2.7021e+10,3.164e+09,1.7305e+10,6.523e+09,3.88e+09,2.747e+09,4.155e+09,3.7358e+10,6.4379e+10,2.597e+09,1.508e+09,1.089e+09,4.071e+09,5.13e+08,3.558e+09,9.163e+09,4.53e+09,2.111e+09,2.419e+09,2.3933e+10,3.3096e+10,2.25e+08,3.0778e+10,2.91e+08,3.1294e+10,3.1283e+10,6.4379e+10,8.65e+08,3.93e+08,-1.75e+08,2.27e+08,-4.02e+08,-9.12e+08,6.7e+08,6.3e+07,1.34e+08,-1.779e+09,1.71e+08,-1.77e+08,-1.77e+08,-9.15e+08,6.497e+09,-7.412e+09,-1e+07,-1.102e+09,-8.44e+08,-2.59e+08,4.1e+07,-3e+08,-1.69e+08,8.682e+09,7.751e+09,7.751e+09,3.4e+07,7.785e+09,1.167e+09,2.1898e+10,7.2e+07,0.53667,0.14408,0.16121,0.02768,0.01345,0.08314,2.94893,1.05795,0.34014,0.58593,0.58082,3.63464,21.17321,0.04871,0.57104,2,0.02963,0.00125,0.9746,0.88689,1.33721
"32","2018_Q1",55.6360655737705,"Up",5.904e+09,-2.652e+09,3.252e+09,-2.919e+09,-7.41e+08,-1.398e+09,3.33e+08,1.01e+08,2.65e+08,4.34e+08,4.34e+08,-2.65e+08,1.69e+08,1.69e+08,1.69e+08,1.69e+08,3.7308e+10,3.5029e+10,2.279e+09,3.632e+09,3.632e+09,2.035e+09,6.18e+08,6.18e+08,4.3593e+10,3.216e+09,1.7407e+10,6.623e+09,3.737e+09,2.9e+09,4.147e+09,2.1893e+10,6.5486e+10,3.154e+09,1.971e+09,1.183e+09,5.258e+09,5.02e+08,4.756e+09,1.0907e+10,4.435e+09,2.003e+09,2.432e+09,2.3833e+10,3.474e+10,2.74e+08,3.0088e+10,3.84e+08,3.0746e+10,3.0746e+10,6.5486e+10,1.69e+08,3.97e+08,2.6e+08,2.02e+08,5.8e+07,1.598e+09,-83000000.0000002,-1.8e+07,4.98e+08,1.201e+09,2.424e+09,-2.39e+08,-2.62e+08,1.8514e+10,2.2072e+10,-3.558e+09,5.3e+08,1.8805e+10,-8.41e+08,-1.49e+08,1.66e+08,-3.15e+08,-1.38e+08,-1.129e+09,2.01e+10,2.01e+10,2e+07,2.012e+10,7.3e+08,2.1893e+10,2.354e+09,0.55081,0.0564,0.02862,0.00550000000000001,0.00258,13.92899,3.99679,1.1299,0.33432,0.11458,0.1138,4.00271,20.84475,1.59593,0.57017,5,0.0177,0.04124,4.97633,-21.11644,-46.2912900000001
"33","2018_Q2",49.21046875,"Down",6.035e+09,-2.663e+09,3.372e+09,-3.376e+09,-7.73e+08,-1.42e+09,-4e+06,-5.6e+07,1.14e+08,-6e+07,-6e+07,-5.923e+09,-5.983e+09,-5.983e+09,-5.983e+09,-5.983e+09,3.5403e+10,3.3362e+10,2.041e+09,3.053e+09,3.053e+09,1.872e+09,6.38e+08,6.38e+08,4.0966e+10,3.224e+09,1.5714e+10,6.638e+09,3.548e+09,1.241e+09,4.287e+09,2.3385e+10,6.4351e+10,2.726e+09,1.685e+09,1.041e+09,5.836e+09,4.87e+08,5.349e+09,1.2027e+10,9.019e+09,1.906e+09,7.113e+09,2.84e+10,4.0427e+10,2.65e+08,2.3273e+10,3.86e+08,2.3924e+10,2.3924e+10,6.4351e+10,-5.983e+09,3.63e+08,5.903e+09,2.48e+08,5.655e+09,1.479e+09,5.81e+08,1.62e+08,-2.48e+08,9.84e+08,1.762e+09,-2.26e+08,-2.26e+08,-2.923e+09,2.704e+09,-5.627e+09,-1.12e+08,-3.261e+09,-8.44e+08,-9.1e+07,1.34e+08,-2.25e+08,-1.97e+08,-1.65e+08,-1.664e+09,-1.664e+09,-3e+06,-1.667e+09,3.59e+08,2.2846e+10,7.535e+09,0.55874,-0.00066,-0.99138,-0.25008,-0.09297,-1.2594,3.40617,1.68981,0.35502,-4.05078,-4.05078,4.08599,16.1977,5.10156,0.57143,4,-0.09211,0.13506,-0.14107,-34.97772,3139.25
"34","2018_Q3",58.5665079365079,"Up",5.294e+09,-2.239e+09,3.055e+09,-2.58e+09,-8.68e+08,-1.402e+09,4.75e+08,-8.3e+07,9.7e+07,3.92e+08,3.92e+08,1000000.00000191,3.93e+08,3.93e+08,3.93e+08,3.93e+08,3.9571e+10,3.7946e+10,1.625e+09,3.535e+09,3.535e+09,1.797e+09,6.41e+08,6.41e+08,4.5544e+10,3.224e+09,1.5323e+10,6.676e+09,3.435e+09,1.126e+09,4.086e+09,1.8582e+10,6.4126e+10,2.716e+09,1.454e+09,1.262e+09,6.211e+09,5.02e+08,5.709e+09,1.266e+10,8.286e+09,1.803e+09,6.483e+09,2.7647e+10,4.0307e+10,4.95e+08,2.2779e+10,5.45e+08,2.3819e+10,2.3819e+10,6.4126e+10,3.93e+08,3.88e+08,277000000.000001,2.22e+08,5.5e+07,-5.42e+08,-4.87e+08,8.1e+07,-2.63e+08,1.27e+08,5.16e+08,-1.85e+08,-1.85e+08,4.824e+09,4.955e+09,-1.31e+08,1.03e+08,4.742e+09,-8.45e+08,999999.999999762,2.01e+08,-2e+08,-1.31e+08,-7.09e+08,4.549e+09,4.549e+09,3.5e+07,4.584e+09,8.63e+08,2.3094e+10,1.35e+08,0.57707,0.08972,0.0742300000000001,0.0165,0.00613,0.343509999999998,3.59747,1.69222,0.36013,0.26518,0.26305,3.5722,16.0722,0.0910900000000012,0.57018,5,0.02243,0.00245000000000001,2.15013,-19.0927,-34.68842
"35","2018_Q4",54.5004761904762,"Down",5.599e+09,-2.492e+09,3.107e+09,-2.183e+09,-6.56e+08,-1.415e+09,9.24e+08,3.2e+07,2.43e+08,9.56e+08,9.56e+08,2.63e+08,1.219e+09,1.219e+09,1.219e+09,1.219e+09,3.591e+10,3.5619e+10,2.91e+08,3.163e+09,3.163e+09,1.785e+09,3.46e+09,3.46e+09,4.4318e+10,3.073e+09,1.4664e+10,6.63e+09,3.174e+09,8.44e+08,4.016e+09,1.7772e+10,6.209e+10,3.023e+09,1.644e+09,1.379e+09,6.086e+09,5.07e+08,5.579e+09,1.6212e+10,7.432e+09,1.708e+09,5.724e+09,2.281e+10,3.9022e+10,0,2.2745e+10,3.23e+08,2.3068e+10,2.3068e+10,6.209e+10,1.219e+09,4.14e+08,-4.88e+08,1.89e+08,-6.77e+08,9.08e+08,3.76e+08,2e+06,2.15e+08,3.15e+08,2.053e+09,-2.14e+08,-2.14e+08,1.32e+09,1.446e+09,-1.26e+08,2.8e+07,1.134e+09,-9.11e+08,-9.48e+08,5.2e+07,-1e+09,-2.987e+09,-5.463e+09,-2.276e+09,-2.276e+09,-5.1e+07,-2.327e+09,1.338e+09,2.2481e+10,1.769e+09,0.55492,0.16503,0.21772,0.05284,0.01963,1.45119,2.73365,1.69161,0.36207,0.82476,0.81977,3.78823,15.60758,1.19689,0.61637,7,0.0402,0.03339,0.74733,-10.03662,-14.53355
"36","2019_Q1",49.0145901639344,"Down",5.683e+09,-2.85e+09,2.833e+09,-3.607e+09,-6.89e+08,-1.388e+09,-7.74e+08,-1.22e+08,8.5e+07,-8.96e+08,-8.96e+08,3.03e+08,-5.93e+08,-5.93e+08,-5.93e+08,-5.93e+08,1.2088e+10,1.1777e+10,3.11e+08,2.904e+09,2.904e+09,1.693e+09,6.99e+08,6.99e+08,1.7384e+10,2.975e+09,1.2359e+10,6.498e+09,2.955e+09,9.36e+08,1.97e+09,1.5334e+10,3.2718e+10,2.906e+09,1.825e+09,1.081e+09,7.478e+09,5e+08,6.978e+09,1.1389e+10,5.157e+09,1.62e+09,3.537e+09,2.0522e+10,3.1911e+10,-5.96046447753906e-08,5.42e+08,2.65e+08,8.07e+08,8.07e+08,3.2718e+10,-5.93e+08,3.96e+08,-1.53e+08,2.24e+08,-3.77e+08,-7.3e+07,2.64e+08,9.2e+07,2.02e+08,-6.31e+08,-4.23e+08,-1.59e+08,-1.59e+08,252999999.999999,3.05e+08,-5.2e+07,-3.28e+08,-234000000.000001,-8.66e+08,-2.0939e+10,2.16e+08,-2.1155e+10,2.767e+09,-2.5163e+10,-2.582e+10,-2.582e+10,-2.2e+07,-2.5842e+10,-3.78e+08,1.637e+10,-9.13e+08,0.4985,-0.1362,-0.10435,-0.73482,-0.01812,1.53963,1.52639,39.54275,0.50034,-0.41908,-0.42539,4.01625,0.570320000000004,-0.64523,0.61201,3,0.01222,-0.04088,-1.46037,-11.32804,-5.53229999999997
"37","2019_Q2",67.1888888888889,"Up",4.842e+09,-2.188e+09,2.654e+09,-1.944e+09,-5.26e+08,-1.269e+09,7.1e+08,-1.51e+08,5e+06,5.59e+08,5.59e+08,5.09e+08,1.068e+09,1.068e+09,1.068e+09,1.068e+09,1.0315e+10,1.0066e+10,2.49e+08,3.426e+09,3.426e+09,1.698e+09,8.55e+08,8.55e+08,1.6294e+10,2.932e+09,1.502e+10,6.295e+09,2.746e+09,3.923e+09,2.056e+09,1.7952e+10,3.4246e+10,2.243e+09,1.422e+09,8.21e+08,7.315e+09,4.84e+08,6.831e+09,1.0556e+10,4.685e+09,1.42e+09,3.265e+09,2.0073e+10,3.0629e+10,0,3.415e+09,2.02e+08,3.617e+09,3.617e+09,3.4246e+10,1.068e+09,3.53e+08,-2.73e+08,2.3e+08,-5.03e+08,-7.92e+08,4.15e+08,-1.8e+07,-4.03e+08,-7.86e+08,3.56e+08,-1.52e+08,-1.52e+08,3.5e+07,3.5e+07,0,-3.5e+07,-1.52e+08,-7.5e+08,-9.91e+08,2.8e+07,-1019000000.00001,-1.4e+08,-1.887e+09,-1.683e+09,-1.708e+09,-3e+06,-1.711e+09,1.063e+09,1.6386e+10,-3.9e+08,0.54812,0.14663,0.22057,0.29527,0.03119,-0.36517,1.54358,8.46807,0.47848,0.88046,0.87326,3.99176,2.98186,-0.32152,0.6183,4,0.07364,-0.0158,0.70225,5.71119,8.5507
"38","2019_Q3",69.63328125,"Up",4.982e+09,-2.179e+09,2.803e+09,-1.863e+09,-5.74e+08,-1.308e+09,9.4e+08,-1.33e+08,2.8e+07,8.07e+08,8.07e+08,-1.44e+08,6.63e+08,6.63e+08,6.63e+08,6.63e+08,1.033e+10,1.0135e+10,1.95e+08,3.638e+09,3.638e+09,1.725e+09,6.31e+08,6.31e+08,1.6324e+10,2.945e+09,1.4754e+10,6.299e+09,2.51e+09,3.832e+09,2.113e+09,1.7699e+10,3.4023e+10,2.3e+09,1.667e+09,6.33e+08,8.071e+09,1.33e+09,6.741e+09,1.1369e+10,3.383e+09,4.78e+08,2.905e+09,1.8788e+10,3.0157e+10,3.84e+08,3.309e+09,1.73e+08,3.866e+09,3.866e+09,3.4023e+10,6.63e+08,3.45e+08,-1.6e+08,2.22e+08,-3.82e+08,-5.4e+07,-2.15e+08,-3.1e+07,2.3e+08,-38000000.0000001,7.94e+08,-1.7e+08,-1.7e+08,96000000.0000001,5.7e+07,3.9e+07,-3.5e+07,-1.09e+08,-7.52e+08,149000000.000002,1.49e+08,0,-41000000.000001,-6.44e+08,4.1e+07,6.6e+07,3e+06,68999999.9999962,1.285e+09,1.6403e+10,1.205e+09,0.56263,0.18868,0.13308,0.1715,0.01949,1.8175,1.43583,7.80057,0.48212,0.54658,0.54478,4.10717,3.18714,0.9934,0.61995,6,0.05983,0.05095,1.13424,4.72607,6.46063999999999
"39","2019_Q4",78.0528125,"Up",9.635e+09,-2.114e+09,7.521e+09,-2.204e+09,-5.46e+08,-1.38e+09,5.317e+09,1.84e+08,3.44e+08,5.501e+09,5.501e+09,-3.352e+09,2.149e+09,2.149e+09,2.149e+09,2.149e+09,1.4358e+10,1.3923e+10,4.35e+08,2.39e+09,2.39e+09,1.774e+09,6.82e+08,6.82e+08,1.9204e+10,3.037e+09,1.1892e+10,6.308e+09,2.35e+09,1.172e+09,2.062e+09,1.4929e+10,3.4133e+10,2.601e+09,1.587e+09,1.014e+09,5.976e+09,1.251e+09,4.725e+09,1.1577e+10,3.667e+09,5.27e+08,3.14e+09,1.7093e+10,2.867e+10,5.81e+08,4.687e+09,1.95e+08,5.463e+09,5.463e+09,3.4133e+10,2.149e+09,3.53e+08,3.104e+09,2.46e+08,2.858e+09,-6.97e+08,1.251e+09,-4.6e+07,-9.4e+07,-1.808e+09,4.909e+09,-2.48e+08,-2.48e+08,3.8e+07,3.2e+07,6e+06,2e+06,-2.08e+08,-7.55e+08,1.8e+07,8.7e+07,-6.9e+07,-1.79e+08,-9.15e+08,3.786e+09,3.786e+09,2e+06,3.788e+09,5.67e+09,1.6426e+10,8.077e+09,0.78059,0.55184,0.22304,0.39337,0.06296,3.75849,1.65881,5.24803,0.48124,1.76727,1.74432,7.92352,4.4926,6.64227,0.62089,7,0.11363,0.31605,0.35133,0.36473,0.38894
"40","2020_Q1",77.0383870967742,"Down",4.814e+09,-2.118e+09,2.696e+09,-1.996e+09,-5.49e+08,-1.441e+09,700000000.000002,-8.6e+07,6.4e+07,6.14e+08,6.14e+08,-1.08e+08,5.06e+08,5.06e+08,5.06e+08,5.06e+08,1.226e+10,1.1839e+10,4.21e+08,2.471e+09,2.471e+09,1.4e+09,6.34e+08,6.34e+08,1.6765e+10,3.081e+09,1.3111e+10,6.282e+09,2.172e+09,1.196e+09,3.461e+09,1.6192e+10,3.2957e+10,2.416e+09,1.368e+09,1.048e+09,4.023e+09,5.65e+08,3.458e+09,8.935e+09,5.676e+09,1.16e+09,4.516e+09,1.9113e+10,2.8048e+10,3.43e+08,4.466e+09,1e+08,4.909e+09,4.909e+09,3.2957e+10,5.06e+08,3.5e+08,5.2e+07,3.39e+08,-2.87e+08,3.19e+08,-7.8e+07,3.68e+08,-1.76e+08,204999999.999999,1.227e+09,-3.17e+08,-3.17e+08,9.7e+07,1.42e+08,-4.5e+07,1.35e+08,-3.37e+08,-7.11e+08,-5.55e+08,1.5e+08,-7.05e+08,-1.176e+09,-2.94e+09,-2.05e+09,-2.05e+09,-3.4e+07,-2.084e+09,1.05e+09,1.5933e+10,1.16e+09,0.56003,0.14541,0.10511,0.10308,0.01535,2.29249,1.87633,5.71359,0.48345,0.422369999999999,0.41887,4.01836,4.09766,0.96828,0.59349,9,0.04589,0.0437400000000001,1.40514,3.4981,5.24714
"41","2020_Q2",75.9822222222222,"Down",5.077e+09,-2.113e+09,2.964e+09,-1.934e+09,-5.28e+08,-1.406e+09,1.03e+09,-8.3e+07,6.5e+07,9.47e+08,9.47e+08,-2.2e+07,9.25e+08,9.25e+08,9.25e+08,9.25e+08,1.1423e+10,1.1109e+10,3.14e+08,2.737e+09,2.737e+09,1.42e+09,6.25e+08,6.25e+08,1.6205e+10,3.171e+09,1.3735e+10,6.297e+09,2.045e+09,1.254e+09,4.139e+09,1.6906e+10,3.3111e+10,2.657e+09,1.718e+09,9.39e+08,4.039e+09,5.11e+08,3.528e+09,9.194e+09,5.967e+09,1.061e+09,4.906e+09,1.9404e+10,2.8598e+10,0,4.376e+09,1.37e+08,4.513e+09,4.513e+09,3.3111e+10,9.25e+08,3.51e+08,1.3e+08,2.94e+08,-1.64e+08,-2.88e+08,-2.62e+08,-1.7e+07,3.96e+08,-4.05e+08,1.118e+09,-2.96e+08,-2.96e+08,1.19e+08,1.29e+08,-1e+07,4.9e+07,-2.03e+08,-7.1e+08,-7.62e+08,235072889.835615,-7.62e+08,-1.87e+08,-1.659e+09,-7.44e+08,-7.44e+08,1.4e+07,-7.3e+08,1.381e+09,1.5935e+10,8.19e+08,0.58381,0.20288,0.18219,0.20496,0.02794,0.88541,1.76256,6.3368,0.48126,0.80857,0.7981,4.43794,3.94493,0.71591,0.62063,8,0.0619,0.03101,0.76757,3.2672,4.38058
"42","2020_Q3",101.8815625,"Up",5.215e+09,-2.297e+09,2.918e+09,-1.927e+09,-4.83e+08,-1.467e+09,9.91e+08,-3.93e+08,-2.47e+08,5.98e+08,5.98e+08,-1.3e+08,4.68e+08,4.68e+08,4.68e+08,4.68e+08,9.946e+09,8.403e+09,1.543e+09,3.081e+09,3.081e+09,1.7e+09,5.86e+08,5.86e+08,1.5313e+10,3.358e+09,1.3267e+10,6.294e+09,1.889e+09,1.249e+09,3.835e+09,1.6625e+10,3.1938e+10,2.76e+09,2.061e+09,6.99e+08,4.515e+09,5.29e+08,3.986e+09,9.774e+09,5.67e+09,9.68e+08,4.702e+09,1.9119e+10,2.8893e+10,2.98023223876953e-08,2.99e+09,5.5e+07,3.045e+09,3.045e+09,3.1938e+10,4.68e+08,3.4e+08,3.36e+08,3.09e+08,3.77e+08,-6.1e+07,-3.45e+08,-2.8e+08,3.59e+08,2.05e+08,1.083e+09,-3.45e+08,-3.45e+08,-1.142e+09,1.27e+08,-1.269e+09,-2.6e+07,-1.566e+09,-7.05e+08,-1.404e+09,1.74e+08,-1.578e+09,-1e+08,-2.209e+09,-2.692e+09,-2.692e+09,-1.4e+07,-2.706e+09,1.331e+09,1.5948e+10,1.055e+09,0.55954,0.19003,0.08974,0.15369,0.01465,2.25427,1.56671,9.48867,0.49934,0.41053,0.4066,4.57456,2.67105,0.92544,0.61842,7,0.04756,0.04278,1.50641,4.50939,6.05651
"43","2020_Q4",133.52625,"Up",4.893e+09,-2.079e+09,2.814e+09,-2.032e+09,-5.12e+08,-1.52e+09,7.82e+08,8.6e+07,2.28e+08,8.68e+08,8.68e+08,-2.3e+07,8.45e+08,8.45e+08,8.45e+08,8.45e+08,1.06e+10,6.12e+09,4.48e+09,1.847e+09,1.847e+09,2.343e+09,7.68e+08,7.68e+08,1.5558e+10,3.487e+09,1.3283e+10,6.299e+09,1.749e+09,1.345e+09,3.89e+09,1.677e+10,3.2328e+10,3.066e+09,2.046e+09,1.02e+09,4.348e+09,5.5e+08,3.798e+09,7.914e+09,5.683e+09,8.64e+08,4.819e+09,2.1108e+10,2.9022e+10,1.13e+08,3.081e+09,1.12e+08,3.306e+09,3.306e+09,3.2328e+10,8.45e+08,3.63e+08,-5.4e+07,2.96e+08,-2.41e+08,7.18e+08,1.229e+09,-6.41e+08,-1e+07,1.4e+08,1.872e+09,-4.18e+08,-4.18e+08,-2.726e+09,7.55e+08,-3.481e+09,1.9e+07,-3.156e+09,-7.33e+08,-1.08e+08,2e+06,-1.1e+08,-1.52e+08,-1.003e+09,-2.287e+09,-2.287e+09,4e+06,-2.283e+09,1.145e+09,1.5925e+10,1.468e+09,0.57511,0.15982,0.1727,0.2556,0.02614,1.73728,1.96588,8.77858,0.49261,0.74978,0.74123,4.34161,2.93345,1.30257,0.6504,5,0.06334,0.05892,0.86746,4.65066,6.80946
"44","2021_Q1",138.887704918033,"Up",8.346e+09,-2.766e+09,5.58e+09,-2.128e+09,-5.51e+08,-1.582e+09,3.452e+09,-1.46e+08,-45999999.9999999,3.306e+09,3.306e+09,-3.46e+08,2.96e+09,2.96e+09,2.96e+09,2.96e+09,1.1214e+10,6.707e+09,4.507e+09,4.003e+09,4.003e+09,2.598e+09,7.04e+08,7.04e+08,1.8519e+10,3.711e+09,1.3364e+10,6.323e+09,1.653e+09,1.351e+09,4.037e+09,1.7075e+10,3.5594e+10,3.301e+09,2.248e+09,1.053e+09,4.871e+09,5.68e+08,4.303e+09,8.672e+09,5.619e+09,7.61e+08,4.858e+09,2.0845e+10,2.9517e+10,5.86e+08,5.284e+09,2.07e+08,6.077e+09,6.077e+09,3.5594e+10,2.96e+09,3.39e+08,4.18e+08,331681408.741168,-310372410.335949,-1.976e+09,726215090.826317,-342625893.79874,-27295252.3765865,92226978.2992202,1.741e+09,-3.48e+08,-3.48e+08,3.5e+07,1355246120.74583,-3416152822.52134,999999.999999993,-3.38e+08,-7.34e+08,1.53e+08,1.53e+08,0,-3.6e+07,-8.36e+08,5.67e+08,5.67e+08,2e+07,5.87e+08,3.791e+09,1.5726e+10,1.813e+09,0.66858,0.41361,0.35466,0.48708,0.08316,0.6125,2.13549,4.85717,0.44182,2.62179,2.5829,7.39238,5.38264,1.60585,0.65013,7,0.13471,0.06611,0.24797,1.19019,1.30707
"45","2021_Q2",130.810158730159,"Down",8.235e+09,-3.489e+09,4.746e+09,-2.22e+09,-5.67e+08,-1.653e+09,2.526e+09,7.8e+07,2.19e+08,2.604e+09,2.604e+09,-1.49e+08,2.455e+09,2.455e+09,2.455e+09,2.455e+09,1.2298e+10,7.076e+09,5.222e+09,4.148e+09,4.148e+09,2.552e+09,7.94e+08,7.94e+08,1.9792e+10,4.033e+09,1.3654e+10,6.358e+09,1.541e+09,1.319e+09,4.436e+09,1.7687e+10,3.7479e+10,3.578e+09,2.429e+09,1.149e+09,5.145e+09,5.4e+08,4.605e+09,9.223e+09,5.645e+09,6.44e+08,5.001e+09,2.0876e+10,3.0099e+10,1.13e+08,6.974e+09,2.93e+08,7.38e+09,7.38e+09,3.7479e+10,2.455e+09,3.64e+08,2.32e+08,3.92e+08,-1.6e+08,1.24e+08,-1.41e+08,62000000.0000001,1.29e+08,74000000.0000001,3.175e+09,-4.69e+08,-4.69e+08,-6.26e+08,1.622e+09,-2.248e+09,3.1e+07,-1.202e+09,-7.39e+08,-4.44e+08,261278114.928475,-4.44e+08,-4.63e+08,-1.645e+09,3.28e+08,3.28e+08,4.1e+07,3.69e+08,2.89e+09,1.5731e+10,2.694e+09,0.57632,0.30674,0.29812,0.33266,0.0655,1.09735,2.14594,4.07846,0.41973,2.1649,2.1237,7.2619,6.50794,2.37566,0.65168,7,0.11107,0.09368,0.30102,1.18789,1.35907
