"","YQ","p","d","revenue","cost_of_revenue","gross_profit","operating_expenses","depreciation_amortization","other_operating_expenses","operating_income_loss","non_operating_income_loss","interest_expense_net","other_non_operating_income_loss","pretax_income_loss_adj","abnormal_gains_losses","pretax_income_loss","income_tax_expense_benefit_net","income_loss_from_continuing_operations","income_loss_incl_minority_interest","net_income","preferred_dividends","net_income_common","cash_cash_equivalents_short_term_investments","cash_cash_equivalents","accounts_notes_receivable","accounts_receivable_net","inventories","other_short_term_assets","misc_short_term_assets","total_current_assets","property_plant_equipment_net","other_long_term_assets","misc_long_term_assets","total_noncurrent_assets","total_assets","payables_accruals","accounts_payable","short_term_debt","other_short_term_liabilities","misc_short_term_liabilities","total_current_liabilities","long_term_debt","other_long_term_liabilities","pension_liabilities","deferred_tax_liabilities_long_term","misc_long_term_liabilities","total_noncurrent_liabilities","total_liabilities","share_capital_additional_paid_in_capital","retained_earnings","other_equity","equity_before_minority_interest","minority_interest_2","total_equity","total_liabilities_equity","net_income_starting_line","depreciation_amortization_2","non_cash_items","other_non_cash_adjustments","change_in_working_capital","change_in_accounts_receivable","change_in_inventories","change_in_other","net_cash_from_operating_activities","change_in_fixed_assets_intangibles","other_change_in_fixed_assets_intangibles","other_investing_activities","net_cash_from_investing_activities","dividends_paid","cash_from_repayment_of_debt","cash_from_repayment_of_short_term_debt_net","cash_from_repayment_of_long_term_debt_net","cash_from_long_term_debt","cash_from_repurchase_of_equity","increase_in_capital_stock","other_financing_activities","net_cash_from_financing_activities","net_cash_before_disc_operations_and_fx","net_cash_before_fx","net_change_in_cash","ebitda","total_debt","free_cash_flow","gross_profit_margin","operating_margin","net_profit_margin","return_on_equity","return_on_assets","free_cash_flow_to_net_income","current_ratio","liabilities_to_equity_ratio","debt_ratio","earnings_per_share_basic","earnings_per_share_diluted","sales_per_share","equity_per_share","free_cash_flow_per_share","dividends_per_share","piotroski_f_score","return_on_invested_capital","cash_return_on_invested_capital","dividend_payout_ratio","net_debt_ebitda","net_debt_ebit"
"29","2017_Q2",63.527619047619,"Up",2.463e+09,-7.84e+08,1.679e+09,-1.203e+09,-4.99e+08,-7.04e+08,4.76e+08,-1.19e+08,-1.52e+08,3.3e+07,3.57e+08,-5e+06,3.52e+08,4e+07,3.92e+08,3.92e+08,3.93e+08,-3.1e+07,3.62e+08,1.5e+08,1.5e+08,6.88e+08,6.88e+08,2.37e+08,7.05e+08,6.36e+08,2.046e+09,3.7168e+10,1.2526e+10,1.2526e+10,4.9694e+10,5.174e+10,8.44e+08,8.44e+08,1.276e+09,2.296e+09,1.973e+09,4.416e+09,1.1662e+10,2.1413e+10,1.358e+09,8.523e+09,1.1532e+10,3.3075e+10,3.7491e+10,2.51e+09,9.59e+09,-4.9e+07,1.2051e+10,2.198e+09,1.4249e+10,5.174e+10,3.92e+08,5.2e+08,-1.7e+07,-1.7e+07,-1.1e+07,2.7e+07,2e+06,1.86e+08,8.84e+08,-9.44e+08,-9.44e+08,3e+06,-9.41e+08,-1.77e+08,4.71e+08,-1.013e+09,1.484e+09,1.524e+09,1.74e+08,1.74e+08,-3.56e+08,1.12e+08,5.5e+07,5.5e+07,5.5e+07,9.96e+08,1.2938e+10,1e+06,0.68169,0.19326,0.14698,0.02541,0.007,0.00276,0.46332,2.63113,0.25006,1.11043,1.1003,7.55521,36.96626,0.00307,0.54294,5,0.01109,2e-05,0.48895,12.83936,26.86555
"30","2017_Q3",63.1649206349206,"Down",2.965e+09,-1.175e+09,1.79e+09,-1.304e+09,-5.12e+08,-7.92e+08,4.86e+08,-1.35e+08,-1.59e+08,2.4e+07,3.51e+08,-1.6e+07,3.35e+08,-2.6e+07,3.09e+08,3.09e+08,3.09e+08,-3.1e+07,2.78e+08,9.8e+07,9.8e+07,8.33e+08,8.33e+08,2.35e+08,9.81e+08,9.23e+08,2.546e+09,3.7512e+10,1.2695e+10,1.2695e+10,5.0207e+10,5.2753e+10,1.113e+09,1.113e+09,1.147e+09,2.342e+09,2.137e+09,4.602e+09,1.1662e+10,2.1677e+10,1.377e+09,8.709e+09,1.1591e+10,3.3339e+10,3.7941e+10,2.515e+09,9.679e+09,-4.8e+07,1.2146e+10,2.666e+09,1.4812e+10,5.2753e+10,3.09e+08,5.28e+08,-7.3e+07,-7.3e+07,-2.1e+08,-1.41e+08,5999999.99999999,-3.35e+08,5.54e+08,-8.15e+08,-8.15e+08,9.4e+07,-7.21e+08,-1.77e+08,-1.32e+08,2.71e+08,-4.03e+08,-1e+06,4.74e+08,4.74e+08,-54000000.0000001,1.11e+08,-5.6e+07,-5.6e+07,-5.6e+07,1.014e+09,1.2809e+10,1.5e+07,0.60371,0.16391,0.09376,0.01877,0.00527,0.05396,0.55324,2.5615,0.24281,0.85276,0.84498,9.09509,37.25767,0.04601,0.54294,5,0.00923,0.000299999999999999,0.63669,12.5355,26.15432
"31","2017_Q4",61.3304761904762,"Down",3.672e+09,-1.783e+09,1.889e+09,-1.343e+09,-5.24e+08,-8.19e+08,5.46e+08,-1.13e+08,-1.62e+08,4.9e+07,4.33e+08,-1e+06,4.32e+08,6.9e+07,5.01e+08,5.01e+08,5.02e+08,-3.2e+07,4.7e+08,1.17e+08,1.17e+08,1.105e+09,1.105e+09,2.29e+08,9.55e+08,7.4e+08,2.758e+09,3.7961e+10,1.2873e+10,1.2873e+10,5.0834e+10,5.3592e+10,1.104e+09,1.104e+09,1.491e+09,2.814e+09,2.721e+09,5.409e+09,1.1638e+10,2.1922e+10,1.378e+09,9.141e+09,1.1403e+10,3.356e+10,3.8969e+10,2.52e+09,9.944e+09,-4.8e+07,1.2416e+10,2.207e+09,1.4623e+10,5.3592e+10,5.01e+08,5.43e+08,2.4e+07,2.4e+07,1.92e+08,-2.73e+08,2e+06,5.08e+08,1.26e+09,-9.15e+08,-9.15e+08,7.4e+07,-8.41e+08,-1.76e+08,3.14e+08,3.41e+08,-2.7e+07,7.13e+08,-4.59e+08,1.6e+07,-7.8e+07,-3.99e+08,2e+07,2e+07,2e+07,1.089e+09,1.3129e+10,2.97e+08,0.51443,0.14869,0.128,0.03214,0.00877,0.63191,0.50989,2.66491,0.24498,1.44172,1.43293,11.2638,38.08589,0.91104,0.53988,6,0.013,0.00598,0.37447,11.94858,23.8315
"32","2018_Q1",49.9880327868852,"Down",3.22e+09,-1.131e+09,2.089e+09,-1.412e+09,-5.06e+08,-9.06e+08,6.77e+08,-1.31e+08,-1.66e+08,3.5e+07,5.46e+08,-7.16e+08,-1.7e+08,-3.64e+08,-5.34e+08,-5.34e+08,-5.15e+08,-3e+07,-5.45e+08,1.091e+09,1.091e+09,7.17e+08,7.17e+08,2.42e+08,1.467e+09,9.05e+08,3.729e+09,3.905e+10,9.801e+09,9.801e+09,4.8851e+10,5.258e+10,1.503e+09,1.503e+09,2.874e+09,2.691e+09,2.668e+09,7.068e+09,1.1642e+10,1.9985e+10,9.43e+08,4.567e+09,1.4475e+10,3.1627e+10,3.8695e+10,2.526e+09,9.188e+09,-4.3e+07,1.1671e+10,2.212e+09,1.3883e+10,5.2578e+10,-5.34e+08,5.24e+08,1.052e+09,1.052e+09,-1.43e+08,3.93e+08,-2.2e+07,-5.75e+08,8.99e+08,-1.17e+09,-1.17e+09,8.7e+07,-1.083e+09,-1.77e+08,1.379e+09,1.485e+09,-1.06e+08,-3e+06,1.3e+07,13000000.0000001,-3.2e+07,1.183e+09,9.99e+08,9.99e+08,9.99e+08,1.201e+09,1.4516e+10,2.52e+08,0.64876,0.21025,-0.16925,-0.03926,-0.01037,-0.46239,0.52759,2.78722,0.27607,-1.67178,-1.67178,9.8773,35.80061,0.77301,0.54294,5,-0.00761,0.00521,-0.32477,11.17818,19.83013
"33","2018_Q2",51.12671875,"Up",2.564e+09,-9.26e+08,1.638e+09,-1.244e+09,-4.62e+08,-7.82e+08,3.94e+08,-1.17e+08,-1.7e+08,5.3e+07,2.77e+08,-6.6e+07,2.11e+08,3.1e+07,2.42e+08,2.42e+08,2.48e+08,-3e+07,2.18e+08,1.05e+08,1.05e+08,6.28e+08,6.28e+08,2.47e+08,1.501e+09,8.43e+08,2.992e+09,3.9235e+10,9.716e+09,9.716e+09,4.8951e+10,5.1943e+10,1.033e+09,1.033e+09,5.49e+08,3.065e+09,2.831e+09,4.647e+09,1.3367e+10,2.004e+10,9.09e+08,4.685e+09,1.4446e+10,3.3407e+10,3.8054e+10,2.531e+09,9.211e+09,-4.6e+07,1.1696e+10,2.193e+09,1.3889e+10,5.1943e+10,2.42e+08,4.79e+08,4.1e+07,4.1e+07,9.7e+07,7.7e+07,-7e+06,2.43e+08,8.59e+08,-1.137e+09,-1.137e+09,4e+07,-1.097e+09,-1.97e+08,-5.19e+08,-2.261e+09,1.742e+09,1.783e+09,2e+06,2e+06,-3.1e+07,-7.45e+08,-9.83e+08,-1.026e+09,-1.026e+09,8.73e+08,1.3916e+10,-1.98e+08,0.63885,0.15367,0.08502,0.0157,0.0042,-0.90826,0.64386,2.73987,0.26791,0.66871,0.66667,7.86503,35.8773,-0.60736,0.60429,6,0.00867,-0.00414,0.90367,15.82016,35.0533
"34","2018_Q3",55.3361904761905,"Up",2.815e+09,-1.112e+09,1.703e+09,-1.279e+09,-4.63e+08,-8.16e+08,4.24e+08,-1.3e+08,-1.8e+08,5e+07,2.94e+08,-5000000.00000006,2.89e+08,9e+06,2.98e+08,2.98e+08,3.06e+08,-3e+07,2.76e+08,99000000.0000001,99000000.0000001,8.22e+08,8.22e+08,2.52e+08,1.486e+09,1.022e+09,3.257e+09,3.9831e+10,9.732e+09,9.732e+09,4.9563e+10,5.282e+10,1.255e+09,1.255e+09,7.79e+08,2.888e+09,2.869e+09,4.922e+09,1.3845e+10,2.0081e+10,8.99e+08,4.781e+09,1.4401e+10,3.3926e+10,3.8848e+10,2.537e+09,9.286e+09,-4.4e+07,1.1779e+10,2.193e+09,1.3972e+10,5.282e+10,2.98e+08,5.95e+08,-5.7e+07,-56999999.9999999,-4.78e+08,-1.35e+08,-7e+06,-5.48e+08,3.58e+08,-9.44e+08,-1.022e+09,5.3e+07,-8.91e+08,-1.97e+08,6.92e+08,2.3e+08,4.62e+08,6.34e+08,7e+06,7000000.00000001,-1.1e+07,4.91e+08,-4.2e+07,999999.999999762,999999.999999762,1.019e+09,1.4624e+10,-4.12e+08,0.60497,0.15062,0.09805,0.01975,0.00523,-1.49275,0.66172,2.78042,0.27686,0.84663,0.84404,8.63497,36.1319,-1.2638,0.60429,6,0.00972,-0.00846,0.71377,14.25417,34.25708
"35","2018_Q4",51.9039682539683,"Down",4.269e+09,-2.306e+09,1.963e+09,-1.237e+09,-4.66e+08,-7.71e+08,7.26e+08,-1.2e+08,-1.88e+08,6.8e+07,6.06e+08,2.1e+07,6.27e+08,-8.3e+07,5.44e+08,5.44e+08,5.44e+08,-3.1e+07,5.13e+08,7.1e+07,7.1e+07,1.044e+09,1.044e+09,2.61e+08,1.502e+09,1.07e+09,3.383e+09,4.0412e+10,9.768e+09,9.768e+09,5.018e+10,5.3563e+10,1.288e+09,1.288e+09,1.82e+08,3.249e+09,3.147e+09,4.719e+09,1.4629e+10,1.9926e+10,8.97e+08,5.043e+09,1.3986e+10,3.4555e+10,3.9274e+10,2.541e+09,9.597e+09,-4.2e+07,1.2096e+10,2.193e+09,1.4289e+10,5.3563e+10,5.44e+08,5.65e+08,9.5e+07,9.5e+07,-1.5e+08,-2.67e+08,-1.1e+07,1.04e+08,1.054e+09,-1.082e+09,-1.082e+09,5.7e+07,-1.025e+09,-1.97e+08,1.82e+08,-1.97e+08,3.79e+08,8.2e+08,1.1e+07,1.1e+07,-5.3e+07,-5.7e+07,-2.8e+07,-2.8e+07,-2.8e+07,1.291e+09,1.4811e+10,1.42e+08,0.45983,0.17006,0.12017,0.0359,0.00958,0.2768,0.71689,2.74855,0.27652,1.57362,1.56881,13.09509,37.10429,0.43558,0.60429,7,0.01448,0.0029,0.38402,11.41751,20.30303
"36","2019_Q1",50.3437704918033,"Down",3.009e+09,-1.062e+09,1.947e+09,-1.303e+09,-4.8e+08,-8.23e+08,6.44e+08,-1.7e+08,-1.96e+08,2.6e+07,4.74e+08,-2.69e+09,-2.216e+09,7.82e+08,-1.434e+09,-1.4e+09,-1.4e+09,-3e+07,-1.43e+09,1.44e+08,1.44e+08,7.3e+08,7.3e+08,2.82e+08,1.721e+09,1.211e+09,3.359e+09,4.1348e+10,1.2008e+10,1.2008e+10,5.3356e+10,5.6715e+10,1.511e+09,1.511e+09,7.99e+08,3.085e+09,3.064e+09,5.395e+09,1.4632e+10,2.4036e+10,8.69e+08,4.576e+09,1.8591e+10,3.8668e+10,4.4063e+10,2.545e+09,7.964e+09,-5e+07,1.0459e+10,2.193e+09,1.2652e+10,5.6715e+10,-1.434e+09,3.01e+08,-7.06e+08,-7.06e+08,2.745e+09,2.86e+08,-2.4e+07,2.534e+09,9.06e+08,-1.346e+09,-1.268e+09,1.17e+08,-1.226e+09,-1.97e+08,-2.62e+09,6.17e+08,-3.237e+09,-3.237e+09,-2e+07,-2e+07,3.23e+09,3.93e+08,72999999.9999999,72999999.9999999,72999999.9999999,9.45e+08,1.5431e+10,1.562e+09,0.64706,0.21402,-0.47524,-0.11303,-0.02521,-1.09231,0.62261,3.48269,0.27208,-4.3865,-4.42724,9.23006,32.08282,4.79141,0.60429,4,-0.02366,0.02997,-0.13776,16.17672,23.73758
"37","2019_Q2",52.8819047619048,"Up",2.824e+09,-1.005e+09,1.819e+09,-1.472e+09,-4.8e+08,-9.92e+08,3.47e+08,-1.57e+08,-1.94e+08,3.7e+07,1.9e+08,4e+06,1.94e+08,1.12e+08,3.06e+08,3.06e+08,3.06e+08,-3e+07,2.76e+08,3.28e+08,3.28e+08,7.16e+08,7.16e+08,3.12e+08,2.184e+09,1.426e+09,3.999e+09,4.1764e+10,1.303e+10,1.303e+10,5.4794e+10,5.8793e+10,1.366e+09,1.366e+09,1.011e+09,2.998e+09,2.894e+09,5.375e+09,1.5683e+10,2.5016e+10,8.69e+08,4.685e+09,1.9462e+10,4.0699e+10,4.6074e+10,2.55e+09,8.034e+09,-5.8e+07,1.0526e+10,2.193e+09,1.2719e+10,5.8793e+10,3.08e+08,4.98e+08,-2.03e+08,-2.03e+08,-3.93e+08,9e+06,-3e+07,-4.03e+08,2.1e+08,-1.074e+09,-1.074e+09,8.8e+07,-9.86e+08,-2e+08,1.259e+09,2.12e+08,1.047e+09,1.087e+09,2.2e+07,2.2e+07,-7.2e+07,1.009e+09,2.33e+08,2.33e+08,2.33e+08,8.45e+08,1.6694e+10,-7.34e+08,0.64412,0.12288,0.09773,0.0217,0.00469,-2.65942,0.744,3.62245,0.28395,0.84663,0.84404,8.66258,32.28834,-2.25153,0.6135,6,0.00875,-0.01349,0.72464,19.36805,47.16427
"38","2019_Q3",61.8446875,"Up",2.812e+09,-1.135e+09,1.677e+09,-1.009e+09,-3.21e+08,-6.88e+08,6.68e+08,-1.55e+08,-2.11e+08,5.6e+07,5.13e+08,-1.67e+08,3.46e+08,7.8e+07,4.24e+08,4.24e+08,4.24e+08,-3e+07,3.94e+08,2.57e+08,2.57e+08,7.95e+08,7.95e+08,3.31e+08,1.991e+09,1.402e+09,3.936e+09,4.2414e+10,1.3171e+10,1.3171e+10,5.5585e+10,5.9521e+10,1.578e+09,1.578e+09,1.692e+09,2.395e+09,2.395e+09,5.665e+09,1.5883e+10,2.506e+10,8.64e+08,4.856e+09,1.934e+10,4.0943e+10,4.6608e+10,2.555e+09,8.222e+09,-5.7e+07,1.072e+10,2.193e+09,1.2913e+10,5.9521e+10,4.22e+08,3.39e+08,1.44e+08,1.44e+08,-5.17e+08,-8.1e+07,-1.9e+07,-6.07e+08,3.88e+08,-1.161e+09,-1.161e+09,1.1e+07,-1.15e+09,-1.99e+08,8.73e+08,2.79e+08,5.94e+08,5.95e+08,2999999.99999988,3000000.00000012,-3.5e+07,6.42e+08,-1.2e+08,-1.2e+08,-1.2e+08,1.007e+09,1.7575e+10,-7.49e+08,0.59637,0.23755,0.14011,0.03051,0.00662,-1.90102,0.69479,3.60939,0.29527,1.20859,1.20489,8.62577,32.88344,-2.29755,0.61043,4,0.01068,-0.01348,0.50508,17.19762,25.92515
"39","2019_Q4",61.3228125,"Down",3.741e+09,-1.775e+09,1.966e+09,-1.332e+09,-4.59e+08,-8.73e+08,6.34e+08,-1.56e+08,-2.14e+08,5.8e+07,4.78e+08,2e+06,4.8e+08,2.2e+07,5.02e+08,5.02e+08,5.02e+08,-3.1e+07,4.71e+08,5.47e+08,5.47e+08,1.099e+09,1.099e+09,3.48e+08,2.029e+09,1.56e+09,4.662e+09,4.3235e+10,1.6315e+10,1.6315e+10,5.955e+10,6.4212e+10,1.663e+09,1.663e+09,1.479e+09,2.861e+09,2.861e+09,6.003e+09,1.7066e+10,2.579e+10,8.61e+08,5.023e+09,1.9906e+10,4.2856e+10,4.8859e+10,4.746e+09,8.469e+09,-5.5e+07,1.316e+10,2.193e+09,1.5353e+10,6.4212e+10,5.02e+08,4.79e+08,-2.297e+09,-2.297e+09,-9.9e+07,-3.11e+08,-1.9e+07,1.68e+08,-1.415e+09,-1.262e+09,-1.262e+09,4.9e+07,-1.209e+09,-1.95e+08,9.67e+08,-2.13e+08,1.18e+09,1.22e+09,2.191e+09,2.191e+09,-5.6e+07,2.907e+09,2.83e+08,2.83e+08,2.83e+08,1.113e+09,1.8545e+10,-2.7e+08,0.52553,0.16947,0.1259,0.03068,0.00734,-0.57325,0.77661,3.18237,0.28881,1.35735,1.35345,10.78098,37.92507,-0.7781,0.56196,4,0.01116,-0.00452,0.41401,16.17071,28.38801
"40","2020_Q1",60.5803225806452,"Down",2.97e+09,-9.24e+08,2.046e+09,-1.334e+09,-4.7e+08,2.154e+09,7.12e+08,-1.8e+08,-2.22e+08,4.2e+07,5.32e+08,-4.25e+08,1.07e+08,6.6e+07,1.73e+08,1.73e+08,1.73e+08,-3e+07,1.43e+08,6.8e+07,6.8e+07,7.88e+08,7.88e+08,3.64e+08,1.852e+09,1.52e+09,3.56e+09,4.4285e+10,1.6537e+10,1.6537e+10,6.0822e+10,6.4382e+10,1.752e+09,1.752e+09,1.029e+09,2.742e+09,2.742e+09,5.523e+09,1.7864e+10,2.5499e+10,6.74e+08,5.078e+09,1.9747e+10,4.3363e+10,4.8886e+10,4.99e+09,8.382e+09,-6.9e+07,1.3303e+10,2.193e+09,1.5496e+10,6.4382e+10,1.73e+08,4.87e+08,-2.27e+08,-2.27e+08,7.7e+07,3.83e+08,3.56e+08,-3.78e+08,5.1e+08,-1.38e+09,-1.38e+09,-4.2e+07,-1.426e+09,6.87e+08,3.43e+08,-3.6e+08,7.03e+08,6.22e+08,1.75e+08,1.75e+08,4.3e+07,4.38e+08,-4.78e+08,-4.78e+08,-4.78e+08,1.199e+09,1.8893e+10,-1.7e+08,0.68889,0.23973,0.04815,0.00923,0.00222,-1.18881,0.64458,3.15475,0.29345,0.39612,0.39503,8.22715,36.85042,-0.47091,-1.90305,6,-0.00908,-0.00284,-4.8042,15.70058,26.43961
"41","2020_Q2",50.8455555555556,"Down",2.79e+09,-9.28e+08,1.862e+09,-1.476e+09,-4.84e+08,-9.92e+08,3.86e+08,-1.73e+08,-2.25e+08,5.2e+07,2.13e+08,-8.4e+07,1.29e+08,8.4e+07,2.13e+08,2.13e+08,2.13e+08,-3e+07,1.83e+08,1.337e+09,1.337e+09,7.95e+08,7.95e+08,3.63e+08,2.007e+09,1.667e+09,4.911e+09,4.482e+10,1.6295e+10,1.6295e+10,6.1115e+10,6.6026e+10,1.454e+09,1.454e+09,2.176e+09,2.618e+09,2.618e+09,6.248e+09,1.9125e+10,2.5109e+10,6.64e+08,5.173e+09,1.9272e+10,4.4234e+10,5.0482e+10,5.085e+09,8.333e+09,-6.7e+07,1.3351e+10,2.193e+09,1.5544e+10,6.6026e+10,2.13e+08,5.01e+08,4.2e+07,4.2e+07,-4.41e+08,-3e+07,1e+06,-2.83e+08,3.15e+08,-1.268e+09,-1.268e+09,-1e+07,-1.278e+09,-2.26e+08,2.404e+09,6.85e+08,1.719e+09,1.719e+09,7.4e+07,7.4e+07,-2.1e+07,2.231e+09,1.268e+09,1.268e+09,1.268e+09,8.87e+08,2.1301e+10,-9.06e+08,0.66738,0.13835,0.06559,0.01177,0.00277,-4.95082,0.78601,3.24768,0.32262,0.50413,0.50275,7.68595,36.77961,-2.49587,0.62259,5,0.0066,-0.01462,1.23497,22.50733,51.72021
"42","2020_Q3",47.59,"Down",2.987e+09,-1.068e+09,1.919e+09,-1.336e+09,-4.89e+08,-8.47e+08,5.83e+08,-1.48e+08,-2.29e+08,8.1e+07,4.35e+08,-8.3e+07,3.52e+08,-3999999.99999997,3.48e+08,3.48e+08,3.48e+08,-3e+07,3.18e+08,5.24e+08,5.24e+08,9.36e+08,9.36e+08,3.82e+08,2.325e+09,2.168e+09,4.796e+09,4.5553e+10,1.6702e+10,1.6702e+10,6.2255e+10,6.7051e+10,1.969e+09,1.657e+09,1.504e+09,2.426e+09,2.426e+09,5.899e+09,1.9238e+10,2.5468e+10,6.56e+08,5.295e+09,1.9517e+10,4.4706e+10,5.0605e+10,5.908e+09,8.41e+09,-6.5e+07,1.4253e+10,2.193e+09,1.6446e+10,6.7051e+10,3.48e+08,5.04e+08,-3.2e+07,-3.2e+07,-5.1e+08,-7.8e+07,-20000000.0000001,-5.55e+08,3.1e+08,-1.246e+09,-1.246e+09,1.32e+08,-1.114e+09,-2.28e+08,-566999999.999999,-1.574e+09,1.007e+09,1.007e+09,8.1e+08,8.1e+08,-2.3e+07,-8e+06,-8.12e+08,-8.12e+08,-8.12e+08,1.087e+09,2.0742e+10,-6.65e+08,0.64245,0.19518,0.10646,0.01934,0.00474,-2.09119,0.81302,3.07704,0.30935,0.85714,0.85484,8.05121,38.41779,-1.79245,0.61456,4,0.00871,-0.01061,0.71698,18.59982,34.67925
"43","2020_Q4",54.54234375,"Up",4.644e+09,-1.817e+09,2.827e+09,-1.864e+09,-4.9e+08,1.511e+09,9.63e+08,-1.38e+08,-2.22e+08,8.4e+07,8.25e+08,-1.342e+09,-5.17e+08,2.75e+08,-2.42e+08,-2.42e+08,-2.42e+08,-4.6e+07,-2.88e+08,9.2e+07,9.2e+07,1.399e+09,1.399e+09,3.87e+08,3.269e+09,2.859e+09,5.855e+09,4.647e+10,1.6231e+10,1.6231e+10,6.2701e+10,6.8556e+10,1.691e+09,1.691e+09,2.78e+09,4.145e+09,4.145e+09,8.616e+09,1.8958e+10,2.5333e+10,6.41e+08,5.161e+09,1.9531e+10,4.4291e+10,5.2907e+10,5.93e+09,7.881e+09,-6.3e+07,1.3748e+10,1.901e+09,1.5649e+10,6.8556e+10,-2.42e+08,5.07e+08,-2.47e+08,-2.47e+08,5.08e+08,-4.48e+08,-5e+06,9.68e+08,5.26e+08,-1.383e+09,-1.383e+09,1e+06,-1.382e+09,3.57e+08,9.93e+08,9.2e+08,7.3e+07,7.3e+07,1.2e+07,1.2e+07,-2.47e+08,4.24e+08,-4.32e+08,-4.32e+08,-4.32e+08,1.47e+09,2.1738e+10,3.2e+08,0.60874,0.20736,-0.06202,-0.0184,-0.0042,-1.11111,0.67955,3.38086,0.31708,-0.75989,-0.75789,12.2533,36.27441,0.84433,-0.94195,4,-0.01028,0.0051,1.23958,14.72517,22.47767
"44","2021_Q1",53.7173770491803,"Down",3.157e+09,-1.119e+09,2.038e+09,-1.338e+09,-5.04e+08,-1.1e+08,7e+08,-1.92e+08,-2.26e+08,3.4e+07,5.08e+08,9.4e+07,6.02e+08,-49999999.9999999,5.52e+08,5.52e+08,5.52e+08,-2.6e+07,5.26e+08,8.7e+07,8.7e+07,1.13e+09,1.13e+09,4.05e+08,3.439e+09,3.158e+09,5.061e+09,4.7839e+10,1.6419e+10,1.6419e+10,6.4311e+10,6.9372e+10,1.98e+09,1.98e+09,3.427e+09,4.87e+09,4.87e+09,1.0277e+10,1.9632e+10,2.3514e+10,5.63e+08,5.368e+09,1.7583e+10,4.3146e+10,5.3423e+10,5.962e+09,8.155e+09,-6.9e+07,1.4048e+10,1.901e+09,1.5949e+10,6.9372e+10,5.52e+08,5.17e+08,-3.49e+08,-3.49e+08,-6.08e+08,5.56e+08,1.11e+08,-1.268e+09,1.12e+08,-1.587e+09,-1.587e+09,7.4e+07,-1.513e+09,4.13e+08,1.316e+09,7.38e+08,5.78e+08,5.78e+08,1.6e+07,1.6e+07,-1.12e+08,1.396e+09,-5e+06,-5000000.00000006,-5000000.00000006,1.217e+09,2.3059e+10,-9.28e+08,0.64555,0.22173,0.16661,0.03298,0.00758,-1.76426,0.49246,3.34961,0.3324,1.38786,1.38421,8.32982,37.06596,-2.44855,-1.08971,3,0.00181,-0.01484,-0.78517,18.87592,32.81714
"45","2021_Q2",53.8026984126984,"Up",2.96e+09,-1.013e+09,1.947e+09,-1.492e+09,-5.25e+08,-1.26e+08,4.55e+08,-1.45e+08,-2.17e+08,7.2e+07,3.1e+08,-5.6e+07,2.54e+08,3.6e+07,2.9e+08,2.9e+08,2.9e+08,-3.1e+07,2.59e+08,3.89e+08,3.89e+08,1.093e+09,1.093e+09,4.16e+08,3.43e+09,3.267e+09,5.328e+09,4.8284e+10,1.6893e+10,1.6834e+10,6.5177e+10,7.0505e+10,1.602e+09,1.602e+09,3.429e+09,4.466e+09,4.466e+09,9.497e+09,2.0165e+10,2.362e+10,5.54e+08,5.474e+09,1.7592e+10,4.3785e+10,5.3282e+10,5.989e+09,8.163e+09,-6.7e+07,1.5322e+10,1.901e+09,1.7223e+10,7.0505e+10,2.9e+08,5.42e+08,-6e+07,-6e+07,-7e+08,621161729.5436,-1.51e+08,-5.49e+08,7.2e+07,-1.358e+09,-1.358e+09,5.2e+07,-1.306e+09,-212443235.793982,5.31e+08,-5.12e+08,1.043e+09,1.223e+09,1.5e+07,1.5e+07,9.65e+08,1.535e+09,3.01e+08,3.01e+08,3.01e+08,9.97e+08,2.3594e+10,-1.097e+09,0.65777,0.15372,0.0875,0.01504,0.00367,-4.23552,0.56102,3.09365,0.33464,0.68338,0.68158,7.81003,37.16359,-2.89446,0.557026318569095,4,0.00402,-0.01702,-2.37804581882046,23.27482,51
"46","2021_Q3",53.68390625,"Down",3.315e+09,-1.283e+09,2.032e+09,-1.404e+09,-5.33e+08,-1.17e+08,6.28e+08,-1.56e+08,-2.32e+08,7.6e+07,4.72e+08,-4.3e+07,4.29e+08,-6.8e+07,3.61e+08,3.61e+08,3.61e+08,-4.3e+07,3.18e+08,83999999.9999999,83999999.9999999,1.314e+09,1.314e+09,4.06e+08,3.117e+09,3.06e+09,4.921e+09,4.8989e+10,1.7194e+10,1.7173e+10,6.6241e+10,7.1162e+10,1.797e+09,1.797e+09,3.236e+09,2.782e+09,2.782e+09,7.815e+09,2.2891e+10,2.3143e+10,5.43e+08,5.614e+09,1.6986e+10,4.6034e+10,5.3849e+10,6.013e+09,8.229e+09,-6.5e+07,1.5412e+10,1.901e+09,1.7313e+10,7.1162e+10,3.61e+08,5.48e+08,1e+07,1e+07,-2.365e+09,-2.93e+08,1.48e+08,-2.22e+09,-1.446e+09,-1.235e+09,-1.235e+09,7.5e+07,-1.16e+09,-874809331.868897,2.526e+09,2.72e+08,2.254e+09,2.73e+09,1e+07,9999999.99999999,-2.65e+08,2.301e+09,-3.05e+08,-3.05e+08,-3.05e+08,1.176e+09,2.6127e+10,-2.356e+09,0.61297,0.18944,0.09593,0.01837,0.00447,-7.40881,0.62969,3.11032,0.36715,0.83905,0.83684,8.7467,37.40633,-6.21636,2.30125174818033,2,0.00478,-0.03538,-2.68043879379484,22.14541,41.46975
