"","YQ","p","d","revenue","cost_of_revenue","gross_profit","operating_expenses","selling_general_administrative","operating_income_loss","non_operating_income_loss","pretax_income_loss_adj","pretax_income_loss","income_tax_expense_benefit_net","income_loss_from_continuing_operations","income_loss_incl_minority_interest","net_income","net_income_common","cash_cash_equivalents_short_term_investments","cash_cash_equivalents","short_term_investments","accounts_notes_receivable","accounts_receivable_net","inventories","other_short_term_assets","misc_short_term_assets","total_current_assets","property_plant_equipment_net","long_term_investments_receivables","other_long_term_assets","goodwill","misc_long_term_assets","total_noncurrent_assets","total_assets","payables_accruals","accounts_payable","other_payables_accruals","total_current_liabilities","total_noncurrent_liabilities","total_liabilities","share_capital_additional_paid_in_capital","retained_earnings","equity_before_minority_interest","total_equity","total_liabilities_equity","net_income_starting_line","depreciation_amortization_2","non_cash_items","change_in_working_capital","net_cash_from_operating_activities","change_in_fixed_assets_intangibles","net_change_in_long_term_investment","net_cash_from_investing_activities","cash_from_repurchase_of_equity","increase_in_capital_stock","net_cash_from_financing_activities","net_cash_before_disc_operations_and_fx","net_cash_before_fx","net_change_in_cash","ebitda","total_debt","free_cash_flow","gross_profit_margin","operating_margin","net_profit_margin","return_on_equity","return_on_assets","free_cash_flow_to_net_income","current_ratio","liabilities_to_equity_ratio","debt_ratio","earnings_per_share_basic","earnings_per_share_diluted","sales_per_share","equity_per_share","free_cash_flow_per_share","return_on_invested_capital","cash_return_on_invested_capital","net_debt_ebitda","net_debt_ebit"
"36","2019_Q4",12.92546875,"Up",21892244,-13479617,8412627,-6870994,-6870994,1541633,212894,1754527,1754527,-454000,1300527,1300527,1300527,1300527,20669061,6030842,14638219,9302944,9302944,9424262,883613,883613,40279880,4470145,22519000,10154056,4708511,202856,37143201,77423081,4095318,1566900,2528418,4095318,356694,4452012,57037989,15933080,72971069,72971069,77423081,1300527,549370,405692,-1818740,436849,-547482,-1507000,-2054482,167951,167951,-257152,-1874785,-1874785,-1874785,2091003,-1.45519152283669e-11,178781,0.38427,0.07042,0.05941,0.01782,0.0168,0.13747,9.83559,0.06101,2.16840434497101e-19,0.09672,0.09668,1.62813,5.42686,0.0133,0.01774,0.00243999999999998,-9.88476,-13.40725
"37","2020_Q1",12.0085483870968,"Down",23968423,-14663868,9304555,-7126376,-7126376,2178179,220985,2399164,2399164,-511437,1887727,1887727,1887727,1887727,23605991,10081721,13524270,9118639,9118639,9012980,769161,769161,42506771,5413241,23902000,10066551,4708511,210905,39381792,81888563,6607062,3173599,3433463,6607062,348114,6955176,57112580,17820807,74933387,74933387,81888563,1887727,565015,162101,3208399,5823242,-1412557,-241000,-1653557,2580,2580,-118806,4050879,4050879,4050879,2743194,0,5050473,0.3882,0.09088,0.07876,0.02519,0.02305,2.67543,6.43354,0.09282,0,0.1398,0.1398,1.77507,5.54946,0.37403,0.02508,0.06709,-8.60529,-10.83749
"38","2020_Q2",12.9520634920635,"Up",19377991,-11650456,7727535,-7326620,-7326620,400915,223243,624158,624158,-123000,501158,501158,501158,501158,25110171,10586850,14523321,7025727,7025727,10630441,825065,825065,43591404,5682166,21704000,12185860,4708511,2417642,39572026,83163430,4763989,2316100,2447889,5280156,2041714,7321870,57519595,18321965,75841560,75841560,83163430,501158,606972,212535,-1420496,-99831,-788469,1227000,438531,169652,169652,166429,505129,505129,505129,1007887,1940024,-1078078,0.39878,0.02069,0.02586,0.00661,0.00603,-2.15117,8.2557,0.09654,0.02333,0.03709,0.03679,1.43412,5.61287,-0.07979,0.00643,-0.01384,-22.98883,-57.79317
"39","2020_Q3",17.90296875,"Up",20408509,-12257076,8151433,-7431261,-7431261,720172,217725,937897,937897,-190000,747897,747897,747897,747897,23284397,8575556,14708841,8069531,8069531,11688103,687881,687881,43729912,5563814,25130000,12783200,4708511,3105751,43477014,87206926,7673628,3873534,3800094,8387636,2570548,10958184,57178880,19069862,76248742,76248742,87206926,747897,603989,60347,983922,2396155,-394867,-3583930,-3978797,-428654,0,-428652,-2011294,-2011294,-2011294,1324161,2468858,2103216,0.39941,0.03529,0.03665,0.00981,0.00858,2.81217,5.21362,0.14372,0.02831,0.05531,0.05531,1.50938,5.63923,0.15555,0.00949,0.02668,-15.71979,-28.90357
"40","2020_Q4",23.40515625,"Up",25970045,-15179875,10790170,-7207157,-7207157,3583013,174555,3757568,3757568,-763000,2994568,2994568,2994568,2994568,20372495,9278968,11093527,9099727,9099727,14881952,602700,602700,44956874,5354082,28072000,12480272,4708511,2896644,45906354,90863228,8145138,3878915,4266223,8817522,2401525,11219047,57579751,22064430,79644181,79644181,90863228,2994568,613556,204675,-3668892,143907,-310005,681999.999999999,371995,179124,179124,187510,703412,703412,703412,4196569,2299835,980672,0.41549,0.13797,0.11531,0.0376,0.03296,0.32748,5.09858,0.14086,0.02531,0.22185,0.22185,1.92399,5.90043,0.0726500000000001,0.0365,0.01195,-4.30653,-5.04398
"41","2021_Q1",31.7186885245902,"Up",27318455,-16072593,11245862,-7565962,-7565962,3679900,155477,3835377,3835377,-786000,3049377,3049377,3049377,3049377,27032163,16449636,10582527,10496672,10496672,14408538,585436,585436,52522809,4952819,25143000,12678802,4708511,2805957,42774621,95297430,9749225,3689587,6059638,10414809,2129343,12544152,57639405,25113873,82753278,82753278,95297430,3049377,597483,-41557,611466,4216769,-312659,3439930,3127271,-122,224,-171287,7172753,7172753,7172753,4277383,0,5362190,0.41166,0.1347,0.11162,0.03685,0.032,1.75845,5.04309,0.15158,0,0.21716,0.21887,1.94546,5.89319,0.38186,0.03592,0.06317,-6.31979,-7.3459
"42","2021_Q2",35.5168253968254,"Up",27092000,-15723000,11369000,-7656000,-7656000,3713000,134000,3847000,3847000,-684000,3163000,3163000,3163000,3163000,28276603,19151076,9125527,9797641,9797641,13687589,449596,449596,52211429,5002750,26142000,12831505,4708511,3197426,43976255,96187684,6894380,1866249,5028131,7768856,2307390,10076246,57834126,28277312,86111438,86111438,96187684,3163000,568000,289000,-1304000,2716000,-379000,458000,79000,179000,179000,-94000,2701000,2701000,2701000,4281000,2307390,3282000,0.41964,0.13705,0.11675,0.03673,0.03288,1.03762,6.72061,0.11701,0.02399,0.231,0.23093,1.9786,6.28893,0.23969,0.03577,0.03712,-6.06616,-6.99413
"43","2021_Q3",42.02125,"Up",29692000,-16750000,12942000,-8490000,-8490000,4452000,123000,4575000,4575000,-935000,3640000,3640000,3640000,3640000,32296552,22338721,9957831,13195295,13195295,14627176,717599,717599,60836622,4749530,25565000,12666351,4708511,2986585,42980881,103817503,11000779,5011965,5988814,11888456,2080562,13969018,57931389,31917096,89848485,89848485,103817503,3640000,571000,544000,-772000,3983000,-303000,-255000,-558000,0,0,-237000,3188000,3188000,3188000,5023000,2080562,4883000,0.43587,0.14994,0.12259,0.04051,0.03506,1.34148,5.11729,0.15547,0.02004,0.26512,0.26416,2.16261,6.54408,0.35565,0.0396,0.05312,-6.01553,-6.78706
"44","2021_Q4",62.78171875,"Up",39113000,-21598000,17515000,-9435000,-9435000,8080000,-257000,7823000,7823000,-1725000,6098000,6098000,6098000,6098000,32170223,21305392,10864831,16182713,16182713,20979139,652320,652320,69984395,4925245,26721221,12427114,4708511,2775291,44073580,114057975,14813576,6648416,8165160,15714639,1849067,17563706,58479060,38015209,96494269,96494269,114057975,6098000,586000,343000,-5609000,1418000,-593000,-2063000,-2656000,204000,204000,204000,-1034000,-1034000,-1034000,8666000,1849067,4189000,0.44781,0.20658,0.15591,0.0632,0.05346,0.68695,4.45345,0.18202,0.01621,0.44475,0.44388,2.85264,7.03766,0.30552,0.06201,0.0426,-3.49886,-3.75262
"45","2022_Q1",62.7729032258065,"Down",44858000,-25507000,19351000,-10362000,-10362000,8989000,5e+05,9489000,9489000,-2063000,7426000,7426000,7426000,7426000,23590000,13216000,10374000,19438000,19438000,27524000,953000,953000,71505000,4998000,36913000,12494000,4709000,2724000,54405000,125910000,19557000,9215000,10342000,20472000,1615000,22087000,58383000,45441000,103824000,103824000,125911000,7426000,577000,120000,-5337000,2786000,-771000,-9694000,-10465000,1000,1000,-409000,-8088000,-8088000,-8088000,9566000,0,5521000,0.43138,0.20039,0.16554,0.07152,0.05898,0.74347,3.49282,0.21274,0,0.54054,0.53582,3.26521,7.55734,0.40187,0.07043,0.05236,-2.46603,-2.62432
"46","2022_Q2",58.7,"Down",51109000,-28137000,22972000,-9923000,-9923000,13049000,120000,13169000,13169000,-2780000,10389000,10389000,10389000,10389000,23055000,12682000,10373000,16330000,16330000,43574000,1085000,1085000,84044000,6574000,35192000,11954000,4709000,2333000,53720000,137764000,21375000,12366000,9009000,22077000,1214000,23291000,58643000,55830000,114473000,114473000,137764000,10389000,639000,429000,-11491000,-33999.9999999995,-2051000,1732000,-319000,249000,249000,-181000,-534000,-534000,-534000,13688000,0,2926000,0.44947,0.25532,0.20327,0.09076,0.07541,0.28164,3.80686,0.20346,-1.73472347597681e-18,0.75621,0.74962,3.72022,8.33248,0.21298,0.0898,0.02529,-1.68432,-1.7668
"47","2022_Q3",97.29890625,"Up",53495000,-30331000,23164000,-11232000,-11232000,11932000,121000,12053000,12053000,-2816000,9237000,9237000,9237000,9237000,14662000,13923000,739000,21836000,21836000,60918000,1601000,1601000,99017000,8701000,28448000,23802000,4709000,14034000,60951000,159968000,22587000,15024000,7563000,25345000,11194000,36539000,59087000,65067000,123429000,123429000,159968000,9237000,723000,560000,-21768000,-11248000,-2791000,15406000,12615000,0,0,-126000,1241000,1241000,1241000,12655000,0,-9088000,0.43301,0.22305,0.17267,0.07484,0.05774,-0.98387,3.90677,0.29603,0,0.6721,0.66464,3.89238,8.9809,-0.66126,0.06861,-0.06751,-1.15859,-1.2288
