"","YQ","p","d","revenue","cost_of_revenue","gross_profit","operating_expenses","selling_general_administrative","research_development","depreciation_amortization","operating_income_loss","pretax_income_loss_adj","abnormal_gains_losses","pretax_income_loss","income_tax_expense_benefit_net","income_loss_from_continuing_operations","income_loss_incl_minority_interest","net_income","net_income_common","cash_cash_equivalents_short_term_investments","cash_cash_equivalents","accounts_notes_receivable","accounts_receivable_net","inventories","total_current_assets","property_plant_equipment_net","long_term_investments_receivables","other_long_term_assets","goodwill","misc_long_term_assets","total_noncurrent_assets","total_assets","payables_accruals","accounts_payable","accrued_taxes","short_term_debt","total_current_liabilities","long_term_debt","other_long_term_liabilities","deferred_tax_liabilities_long_term","total_noncurrent_liabilities","total_liabilities","share_capital_additional_paid_in_capital","retained_earnings","other_equity","equity_before_minority_interest","total_equity","total_liabilities_equity","net_income_starting_line","depreciation_amortization_2","non_cash_items","change_in_working_capital","net_cash_from_operating_activities","change_in_fixed_assets_intangibles","net_cash_from_investing_activities","dividends_paid","cash_from_repayment_of_debt","net_cash_from_financing_activities","net_cash_before_disc_operations_and_fx","net_cash_before_fx","net_change_in_cash","ebitda","total_debt","free_cash_flow","gross_profit_margin","operating_margin","net_profit_margin","return_on_equity","return_on_assets","free_cash_flow_to_net_income","current_ratio","liabilities_to_equity_ratio","debt_ratio","earnings_per_share_basic","earnings_per_share_diluted","sales_per_share","equity_per_share","free_cash_flow_per_share","dividends_per_share","piotroski_f_score","return_on_invested_capital","cash_return_on_invested_capital","dividend_payout_ratio","net_debt_ebitda","net_debt_ebit"
"22","2015_Q3",29.3325,"Down",7.301e+09,-5.69e+09,1.611e+09,-6.23e+08,-2.72e+08,-1.6e+07,-3.35e+08,9.83e+08,9.83e+08,-3.87e+08,5.96e+08,-4.76e+08,1.2e+08,1.2e+08,1.2e+08,1.2e+08,2.8e+07,2.8e+07,2.105e+09,2.105e+09,1.664e+09,4.174e+09,3.6842e+10,1.529e+09,2.89e+08,2.24e+08,6.5e+07,3.866e+10,4.2834e+10,3.972e+09,3.606e+09,3.66e+08,1.976e+09,5.948e+09,6.008e+09,8.119e+09,4.146e+09,1.4127e+10,2.0075e+10,1.566e+09,2.3344e+10,-2.151e+09,2.2759e+10,2.2759e+10,4.2834e+10,1.2e+08,3.35e+08,2.29e+08,-3.07e+08,3.77e+08,-7.08e+08,-7.24e+08,-1.1e+08,4.25e+08,3.15e+08,-3.2e+07,-3.2e+07,-3.2e+07,1.318e+09,7.984e+09,7.79e+08,0.22065,0.13464,0.01644,0.00527,0.0028,6.49167,0.70175,0.88207,0.18639,0.14158,0.14106,8.61373,26.85111,0.91907,0.12978,4,0.00592,0.02005,0.91667,6.03642,8.09359
"23","2015_Q4",27.51421875,"Down",7.155e+09,-5.404e+09,1.751e+09,-6.86e+08,-2.67e+08,-1.9e+07,-4e+08,1.053e+09,1.053e+09,-4.16e+08,6.37e+08,-1.58e+08,4.79e+08,4.79e+08,4.79e+08,4.79e+08,3.66e+08,3.66e+08,1.702e+09,1.702e+09,1.729e+09,4.113e+09,3.7565e+10,1.484e+09,2.9e+08,2.24e+08,6.6e+07,3.9339e+10,4.3452e+10,3.817e+09,3.393e+09,4.24e+08,1.953e+09,5.77e+09,6.473e+09,8.048e+09,4.148e+09,1.4521e+10,2.0291e+10,1.566e+09,2.3704e+10,-2.109e+09,2.3161e+10,2.3161e+10,4.3452e+10,4.79e+08,4e+08,5.7e+07,1.68e+08,1.104e+09,-6.19e+08,-6.19e+08,-1.1e+08,-3.7e+07,-1.47e+08,3.38e+08,3.38e+08,3.38e+08,1.453e+09,8.426e+09,1.16e+09,0.24472,0.14717,0.06695,0.02068,0.01102,2.42171,0.71282,0.87608,0.19392,0.56513,0.56293,8.44148,27.32539,1.36857,0.12978,5,0.01486,0.02927,0.22965,5.54714,7.65432
"24","2016_Q1",26.6588524590164,"Down",6.229e+09,-4.96e+09,1.269e+09,-7.33e+08,-3.14e+08,-2.1e+07,-3.98e+08,5.17e+08,5.17e+08,-3.88e+08,1.29e+08,-2.7e+07,1.02e+08,1.02e+08,1.02e+08,1.02e+08,2.03e+08,2.03e+08,1.581e+09,1.581e+09,1.614e+09,3.67e+09,3.7799e+10,1.254e+09,4.47e+08,2.24e+08,2.23e+08,3.95e+10,4.317e+10,3.441e+09,2.989e+09,4.52e+08,1.952e+09,5.393e+09,6.564e+09,7.788e+09,4.191e+09,1.4352e+10,1.9745e+10,1.566e+09,2.3687e+10,-1.828e+09,2.3425e+10,2.3425e+10,4.317e+10,1.02e+08,3.98e+08,5.1e+07,-1.46e+08,4.05e+08,-5.39e+08,-5.39e+08,-1.19e+08,9e+07,-2.9e+07,-1.63e+08,-1.63e+08,-1.63e+08,9.15e+08,8.516e+09,2.57e+08,0.20372,0.083,0.01638,0.00435,0.00236,2.51961,0.68051,0.8429,0.19727,0.12034,0.11996,7.34899,27.63686,0.30321,0.1404,4,0.00556,0.00647,1.16667,9.08525,16.0793
"25","2016_Q2",27.1353125,"Up",5.222e+09,-4.257e+09,9.65e+08,-7.11e+08,-2.7e+08,-1.7e+07,-4.24e+08,2.39e+08,2.39e+08,-3.88e+08,-1.49e+08,4.8e+07,-1.01e+08,-1.01e+08,-1.01e+08,-1.01e+08,1.55e+08,1.55e+08,1.639e+09,1.639e+09,1.622e+09,3.693e+09,3.7081e+10,1.42e+09,9.91e+08,1.86e+08,8.05e+08,3.9492e+10,4.3185e+10,3.275e+09,2.832e+09,4.43e+08,1.843e+09,5.118e+09,7.052e+09,7.669e+09,4.194e+09,1.4721e+10,1.9839e+10,1.566e+09,2.3467e+10,-1.687e+09,2.3346e+10,2.3346e+10,4.3185e+10,-1.01e+08,4.24e+08,-1.12e+08,-1.62e+08,4.9e+07,-3.58e+08,-3.58e+08,-1.19e+08,3.8e+08,2.61e+08,-4.8e+07,-4.8e+07,-4.8e+07,6.63e+08,8.895e+09,9.5e+07,0.1848,0.04577,-0.01934,-0.00433,-0.00234,-0.94059,0.72157,0.84978,0.20597,-0.11916,-0.11877,6.16092,27.54365,0.11208,0.1404,4,0.00045,0.00238,-1.17822,13.1825,36.56904
"26","2016_Q3",26.7146875,"Down",6.248e+09,-5.351e+09,8.97e+08,-7.16e+08,-2.67e+08,-4.2e+07,-4.07e+08,1.63e+08,1.63e+08,-4.15e+08,-2.52e+08,7.1e+07,-1.81e+08,-1.81e+08,-1.81e+08,-1.81e+08,1.95e+08,1.95e+08,1.977e+09,1.977e+09,1.47e+09,3.981e+09,3.6966e+10,1.309e+09,9.88e+08,1.86e+08,8.02e+08,3.9263e+10,4.3244e+10,3.644e+09,3.179e+09,4.65e+08,1.862e+09,5.506e+09,7.046e+09,7.62e+09,4.165e+09,1.4666e+10,2.0172e+10,1.566e+09,2.316e+10,-1.654e+09,2.3072e+10,2.3072e+10,4.3244e+10,-1.81e+08,4.07e+08,-1.11e+08,3.28e+08,4.43e+08,-2.96e+08,-2.97e+08,-1.18e+08,12000000.0000001,-1.06e+08,4e+07,4e+07,4e+07,5.7e+08,8.908e+09,5.31e+08,0.14357,0.02609,-0.02897,-0.00785,-0.00419,-2.9337,0.72303,0.87431,0.20599,-0.21354,-0.21279,7.3714,27.22039,0.62647,0.13922,4,-0.00159,0.01341,-0.65193,15.28596,53.45399
"27","2016_Q4",29.0496825396825,"Up",7.442e+09,-5.118e+09,2.324e+09,-6.89e+08,-2.75e+08,-1.6e+07,-3.98e+08,1.616e+09,1.616e+09,-4.34e+08,1.182e+09,-1.79e+08,1.003e+09,1.003e+09,1.003e+09,1.003e+09,2.48e+08,2.48e+08,1.702e+09,1.702e+09,1.488e+09,3.438e+09,3.6742e+10,1.224e+09,6.9e+08,1.86e+08,5.04e+08,3.8656e+10,4.2094e+10,3.35e+09,2.898e+09,4.52e+08,2.71e+08,3.621e+09,7.039e+09,7.452e+09,4.008e+09,1.4491e+10,1.8112e+10,1.566e+09,2.4036e+10,-1.62e+09,2.3982e+10,2.3982e+10,4.2094e+10,1.003e+09,3.98e+08,-6.94e+08,6.5e+07,7.72e+08,1.005e+09,1.005e+09,-1.27e+08,-1.597e+09,-1.724e+09,5.3e+07,5.3e+07,5.3e+07,2.014e+09,7.31e+09,3.263e+09,0.31228,0.21715,0.13478,0.04182,0.02383,3.25324,0.94946,0.75523,0.17366,1.18334,1.17889,8.78008,28.29401,3.84969,0.14983,7,0.02917,0.08422,0.12662,3.50645,4.37005
"28","2017_Q1",28.0929032258065,"Down",8.442e+09,-5.618e+09,2.824e+09,-7.35e+08,-3.17e+08,-1.9e+07,-3.99e+08,2.076e+09,2.076e+09,-4.13e+08,1.663e+09,-2.19e+08,1.444e+09,1.444e+09,1.444e+09,1.444e+09,3.91e+08,3.91e+08,2.023e+09,2.023e+09,1.417e+09,3.831e+09,3.6333e+10,1.03e+09,4.6e+08,1.86e+08,2.74e+08,3.7823e+10,4.1654e+10,3.681e+09,3.193e+09,4.88e+08,2.02e+08,3.883e+09,5.032e+09,7.718e+09,4.062e+09,1.275e+10,1.6633e+10,1.566e+09,2.5352e+10,-1.897e+09,2.5021e+10,2.5021e+10,4.1654e+10,1.444e+09,3.99e+08,-1.213e+09,1.21e+08,7.51e+08,1.597e+09,1.597e+09,-1.28e+08,-2.077e+09,-2.205e+09,1.43e+08,1.43e+08,1.43e+08,2.475e+09,5.234e+09,4.412e+09,0.33452,0.24591,0.17105,0.05771,0.03467,3.0554,0.98661,0.66476,0.12565,1.70363,1.69842,9.95989,29.51982,5.20529,0.15101,8,0.0414,0.11619,0.0886400000000001,1.95677,2.33285000000001
"29","2017_Q2",25.5590476190476,"Down",7.156e+09,-5.678e+09,1.478e+09,-6.5e+08,-2.03e+08,-2.2e+07,-3.92e+08,8.14e+08,8.14e+08,-3.94e+08,4.2e+08,-8.7e+07,3.33e+08,3.33e+08,3.33e+08,3.33e+08,6.72e+08,6.72e+08,1.745e+09,1.745e+09,1.489e+09,3.906e+09,3.6063e+10,1.014e+09,4.27e+08,1.86e+08,2.41e+08,3.7504e+10,4.141e+10,3.007e+09,2.983e+09,2.4e+07,2.02e+08,3.209e+09,5.026e+09,7.871e+09,4.251e+09,1.2897e+10,1.6106e+10,1.566e+09,2.5558e+10,-1.82e+09,2.5304e+10,2.5304e+10,4.141e+10,3.33e+08,3.92e+08,1.8e+07,-3.89e+08,3.54e+08,6.1e+07,6.1e+07,-1.27e+08,-7e+06,-1.34e+08,2.81e+08,2.81e+08,2.81e+08,1.206e+09,5.228e+09,9.65e+08,0.20654,0.11375,0.04653,0.01316,0.00804,2.8979,1.2172,0.6365,0.12625,0.39287,0.39163,8.44266,29.8537,1.13851,0.14983,9,0.01198,0.02513,0.38138,3.77778,5.59705
"30","2017_Q3",26.1052380952381,"Up",7.033e+09,-6.137e+09,8.96e+08,-5.83e+08,-1.98e+08,0,-3.52e+08,2.96e+08,2.96e+08,-4.21e+08,-1.25e+08,4.8e+07,-7.7e+07,-7.7e+07,-7.7e+07,-7.7e+07,6.23e+08,6.23e+08,1.599e+09,1.599e+09,1.534e+09,3.756e+09,3.5846e+10,9.07e+08,5.96e+08,1.86e+08,4.1e+08,3.7349e+10,4.1105e+10,3.002e+09,2.962e+09,4e+07,2.03e+08,3.205e+09,5.019e+09,7.881e+09,4.203e+09,1.29e+10,1.6105e+10,1.56e+09,2.5224e+10,-1.784e+09,2.5e+10,2.5e+10,4.1105e+10,-7.7e+07,3.52e+08,-67999999.9999999,2.85e+08,4.92e+08,-2.81e+08,-2.81e+08,-1.27e+08,-6e+06,-2.6e+08,-48999999.9999999,-48999999.9999999,-48999999.9999999,6.48e+08,5.222e+09,6.04e+08,0.1274,0.04209,-0.01095,-0.00308,-0.00187,-7.84416,1.17192,0.6442,0.12704,-0.0909100000000001,-0.0906,8.30342,29.51594,0.71311,0.14994,7,0.00131,0.01585,-1.64935,7.09722,15.53716
"31","2017_Q4",27.4822222222222,"Up",7.158e+09,-5.565e+09,1.593e+09,-6.41e+08,-2.17e+08,-7e+06,-3.91e+08,9.34e+08,9.34e+08,-4.38e+08,4.96e+08,-1.25e+08,3.71e+08,3.71e+08,3.71e+08,3.71e+08,8.33e+08,8.33e+08,1.896e+09,1.896e+09,1.43e+09,4.159e+09,3.5596e+10,9.31e+08,6.84e+08,1.86e+08,4.98e+08,3.7211e+10,4.137e+10,3.1e+09,3.041e+09,5.9e+07,2.02e+08,3.302e+09,5.013e+09,8.034e+09,4.336e+09,1.3047e+10,1.6349e+10,1.547e+09,2.5224e+10,-1.75e+09,2.5021e+10,2.5021e+10,4.137e+10,3.71e+08,3.91e+08,1.25e+08,-5e+07,8.37e+08,-2.33e+08,-2.34e+08,-1.36e+08,-7e+06,-3.93e+08,2.1e+08,2.1e+08,2.1e+08,1.325e+09,5.215e+09,1.167e+09,0.22255,0.13048,0.05183,0.01483,0.00897,3.14555,1.25954,0.65341,0.12606,0.44067,0.43905,8.5022,29.71968,1.38615,0.16154,6,0.01325,0.03049,0.36658,3.30717,4.69165
"32","2018_Q1",25.6008196721311,"Down",8.077e+09,-6.463e+09,1.614e+09,-1.374e+09,-2.75e+08,-1.54e+08,-1.037e+09,2.11e+08,2.11e+08,-4.2e+08,-2.09e+08,7.2e+07,-1.37e+08,-1.37e+08,-1.37e+08,-1.37e+08,1.195e+09,1.195e+09,2.712e+09,2.712e+09,1.5e+09,5.407e+09,3.4473e+10,8.65e+08,8.56e+08,1.86e+08,6.7e+08,3.6194e+10,4.1601e+10,3.934e+09,3.877e+09,5.7e+07,2.02e+08,4.136e+09,5.005e+09,8.025e+09,4.245e+09,1.303e+10,1.7166e+10,1.536e+09,2.4714e+10,-1.815e+09,2.4435e+10,2.4435e+10,4.1601e+10,-1.37e+08,1.037e+09,2.6e+07,1.54e+08,1.08e+09,-3.08e+08,-3.27e+08,-1.34e+08,-7000000.00000001,-3.91e+08,3.62e+08,3.62e+08,3.62e+08,1.248e+09,5.207e+09,1.022e+09,0.19983,0.02612,-0.01696,-0.00560999999999999,-0.00329,-7.45985,1.3073,0.70252,0.12517,-0.16405,-0.16356,9.6719,29.25997,1.22381,0.16046,5,-7.99999999999985e-05,0.02713,-0.9781,3.21474,19.01422
"33","2018_Q2",27.92359375,"Up",7.934e+09,-6.211e+09,1.723e+09,-6.06e+08,-1.94e+08,-8e+06,-3.77e+08,1.094e+09,1.094e+09,-3.97e+08,6.97e+08,-1.81e+08,5.16e+08,5.16e+08,5.16e+08,5.16e+08,1.425e+09,1.425e+09,2.285e+09,2.285e+09,1.717e+09,5.427e+09,3.4352e+10,8.5e+08,9.51e+08,1.86e+08,7.65e+08,3.6153e+10,4.158e+10,3.534e+09,3.461e+09,7.3e+07,2.02e+08,3.736e+09,4.999e+09,8.261e+09,4.41e+09,1.326e+10,1.6996e+10,1.523e+09,2.4861e+10,-1.8e+09,2.4584e+10,2.4584e+10,4.158e+10,5.16e+08,3.77e+08,1.75e+08,-8.3e+07,9.85e+08,-3.59e+08,-3.65e+08,-1.34e+08,-6e+06,-3.9e+08,2.3e+08,2.3e+08,2.3e+08,1.471e+09,5.201e+09,1.21e+09,0.21717,0.13789,0.06504,0.02099,0.01241,2.34496,1.45262,0.69134,0.12508,0.62244,0.62057,9.57057,29.65501,1.45959,0.16164,9,0.01708,0.0318,0.25969,2.56696,3.45155
"34","2018_Q3",28.7549206349206,"Up",9.543e+09,-8.183e+09,1.36e+09,-6.58e+08,-2.73e+08,-1e+06,-3.58e+08,6.76e+08,6.76e+08,-4.12e+08,2.64e+08,-68000000.0000001,1.96e+08,1.96e+08,1.96e+08,1.96e+08,8.73e+08,8.73e+08,2.625e+09,2.625e+09,1.677e+09,5.175e+09,3.4244e+10,8.6e+08,1.111e+09,1.86e+08,9.25e+08,3.6215e+10,4.139e+10,4.012e+09,3.923e+09,8.9e+07,2.02e+08,4.214e+09,4.992e+09,8.419e+09,4.476e+09,1.3411e+10,1.7625e+10,1.483e+09,2.4049e+10,-1.767e+09,2.3765e+10,2.3765e+10,4.139e+10,1.96e+08,3.58e+08,1.5e+07,2.9e+08,8.59e+08,-3.48e+08,-3.79e+08,-1.32e+08,-7e+06,-1.032e+09,-5.52e+08,-5.52e+08,-5.52e+08,1.034e+09,5.194e+09,1.044e+09,0.14251,0.07084,0.02054,0.00825,0.00474,5.32653,1.22805,0.74164,0.12549,0.24014,0.23935,11.69199,29.11664,1.2791,0.16173,9,0.00878,0.02793,0.67347,4.17892,6.39201
"35","2018_Q4",27.3795238095238,"Down",9.732e+09,-7.579e+09,2.153e+09,-6.65e+08,-2.24e+08,-4e+06,-4.1e+08,1.458e+09,1.458e+09,-4.32e+08,1.026e+09,-2.77e+08,7.49e+08,7.49e+08,7.49e+08,7.49e+08,1.148e+09,1.148e+09,2.729e+09,2.729e+09,1.856e+09,5.733e+09,3.4206e+10,8.37e+08,1.043e+09,1.86e+08,8.57e+08,3.6086e+10,4.1819e+10,4.576e+09,4.565e+09,1.1e+07,2.02e+08,4.778e+09,4.986e+09,8.076e+09,4.742e+09,1.3062e+10,1.784e+10,1.465e+09,2.4247e+10,-1.733e+09,2.3979e+10,2.3979e+10,4.1819e+10,7.49e+08,3.64e+08,3.12e+08,-2.18e+08,1.207e+09,-3.14e+08,-3.52e+08,-1.55e+08,-7e+06,-5.8e+08,2.75e+08,2.75e+08,2.75e+08,1.822e+09,5.188e+09,1.567e+09,0.22123,0.14982,0.07696,0.03124,0.01791,2.09212,1.19987,0.74398,0.12406,0.9393,0.9359,12.20467,30.07148,1.96514,0.19438,7,0.02427,0.04208,0.20694,2.21734,2.77092
"36","2019_Q1",24.6603278688525,"Down",7.89e+09,-5.689e+09,2.201e+09,-6.6e+08,-2.17e+08,-6e+06,-4.1e+08,1.512e+09,1.512e+09,-4.26e+08,1.086e+09,-2.33e+08,8.53e+08,8.53e+08,8.53e+08,8.53e+08,9.88e+08,9.88e+08,2.529e+09,2.529e+09,1.838e+09,5.355e+09,3.4225e+10,8.57e+08,1.019e+09,1.86e+08,8.33e+08,3.6101e+10,4.1456e+10,3.753e+09,3.688e+09,6.5e+07,2.02e+08,3.955e+09,7.921e+09,5.091e+09,5.091e+09,1.3012e+10,1.6967e+10,1.446e+09,2.456e+10,-1.517e+09,2.4489e+10,2.4489e+10,4.1456e+10,8.53e+08,4.1e+08,2.96e+08,-6.88e+08,8.71e+08,-4.11e+08,-4.63e+08,-1.51e+08,-7e+06,-5.68e+08,-1.6e+08,-1.6e+08,-1.6e+08,1.922e+09,8.123e+09,1.056e+09,0.27896,0.19163,0.10811,0.03483,0.02058,1.23798,1.35398,0.69284,0.19594,1.08331,1.08016,10.02032,31.10109,1.34112,0.19177,7,0.02663,0.02801,0.17702,3.71228,4.71892
"37","2019_Q2",25.5460317460317,"Up",7.982e+09,-6.49e+09,1.492e+09,-6.72e+08,-2.13e+08,-3.3e+07,-3.9e+08,7.92e+08,7.92e+08,-3.94e+08,3.98e+08,-1.05e+08,2.93e+08,2.93e+08,2.93e+08,2.93e+08,1.011e+09,1.011e+09,3.233e+09,3.233e+09,1.819e+09,6.063e+09,3.4244e+10,8.54e+08,1.336e+09,1.86e+08,1.15e+09,3.6434e+10,4.2497e+10,4.75e+09,4.713e+09,3.7e+07,2.02e+08,4.952e+09,8.08e+09,5.146e+09,5.146e+09,1.3226e+10,1.8178e+10,1.427e+09,2.4364e+10,-1.472e+09,2.4319e+10,2.4319e+10,4.2497e+10,2.93e+08,3.9e+08,1e+06,3.19e+08,1.003e+09,-4.09e+08,-4.63e+08,-1.49e+08,-7e+06,-5.17e+08,2.3e+07,2.3e+07,2.3e+07,1.182e+09,8.282e+09,1.197e+09,0.18692,0.09922,0.03671,0.01205,0.00689,4.08532,1.22435,0.74748,0.19488,0.37685,0.37574,10.26624,31.27846,1.53955,0.19164,4,0.01171,0.03171,0.50853,6.15144,9.18056
"38","2019_Q3",24.15125,"Down",9.261e+09,-7.377e+09,1.884e+09,-6.69e+08,-2.36e+08,-5e+06,-3.92e+08,1.192e+09,1.192e+09,-4.63e+08,7.29e+08,4.83e+08,1.212e+09,1.212e+09,1.212e+09,1.212e+09,1.087e+09,1.087e+09,3.134e+09,3.134e+09,1.859e+09,6.08e+09,3.4238e+10,8.94e+08,7.17e+08,1.86e+08,5.31e+08,3.5849e+10,4.1929e+10,4.013e+09,3.985e+09,2.8e+07,2e+08,4.213e+09,4.968e+09,7.726e+09,4.65e+09,1.2694e+10,1.6907e+10,1.41e+09,2.5056e+10,-1.444e+09,2.5022e+10,2.5022e+10,4.1929e+10,1.212e+09,3.92e+08,-4.82e+08,-9.6e+07,1.026e+09,-3.8e+08,-4.29e+08,-1.47e+08,-6e+06,-5.21e+08,7.6e+07,7.6e+07,7.6e+07,1.584e+09,5.168e+09,6.25e+08,0.20343,0.12871,0.13087,0.04844,0.02891,0.51568,1.44315,0.67569,0.12326,1.57915,1.57403,12.06645,32.60195,0.81433,0.19153,7,0.03584,0.01648,0.12129,2.57639,3.42366
"39","2019_Q4",23.3534375,"Down",8.736e+09,-7e+09,1.736e+09,-6.76e+08,-2.17e+08,-4e+06,-4.19e+08,1.04e+09,1.04e+09,-4.86e+08,5.54e+08,-1.3e+08,4.24e+08,4.24e+08,4.24e+08,4.24e+08,1.531e+09,1.531e+09,2.884e+09,2.884e+09,1.595e+09,6.01e+09,3.4232e+10,9.12e+08,7.53e+08,1.86e+08,5.67e+08,3.5897e+10,4.1907e+10,3.94e+09,3.904e+09,3.6e+07,1.97e+08,4.137e+09,4.964e+09,7.841e+09,4.768e+09,1.2805e+10,1.6942e+10,1.391e+09,2.499e+10,-1.416e+09,2.4965e+10,2.4965e+10,4.1907e+10,4.24e+08,4.19e+08,8.8e+07,4.45e+08,1.376e+09,-3.87e+08,-4.13e+08,-1.69e+08,-7e+06,-5.19e+08,4.44e+08,4.44e+08,4.44e+08,1.459e+09,5.161e+09,1.647e+09,0.19872,0.11905,0.04853,0.01698,0.01012,3.88443,1.45274,0.67863,0.12315,0.55951,0.55775,11.52811,32.94405,2.1734,0.22301,6,0.01562,0.04338,0.39858,2.48801,3.49038
"40","2020_Q1",19.3687096774194,"Down",8.122e+09,-6.599e+09,1.523e+09,-5.28e+08,-2.34e+08,-5e+06,-3.97e+08,1.066e+09,1.066e+09,-7.01e+08,3.65e+08,-94000000.0000001,2.71e+08,2.71e+08,2.71e+08,2.71e+08,1.718e+09,1.718e+09,2.699e+09,2.699e+09,1.912e+09,6.329e+09,3.4203e+10,8.91e+08,7.64e+08,1.86e+08,5.78e+08,3.5858e+10,4.2187e+10,4.366e+09,4.26e+09,1.06e+08,2.29e+08,4.595e+09,4.961e+09,8.355e+09,4.718e+09,1.3316e+10,1.7911e+10,1.375e+09,2.4812e+10,-1.911e+09,2.4276e+10,2.4276e+10,4.2187e+10,2.71e+08,3.97e+08,1.1e+08,2.46e+08,1.024e+09,-3.78e+08,-3.99e+08,-1.66e+08,2.9e+07,-4.38e+08,1.87e+08,1.87e+08,1.87e+08,1.463e+09,5.19e+09,1.425e+09,0.18752,0.13125,0.03337,0.01116,0.00642,5.2583,1.37737,0.73781,0.12302,0.3623,0.36133,10.85829,32.45455,1.90508,0.22193,7,0.01155,0.03768,0.61255,2.37321,3.25704
"41","2020_Q2",14.0777777777778,"Down",6.69e+09,-5.805e+09,8.85e+08,-6.7e+08,-1.66e+08,-1e+06,-4.73e+08,2.15e+08,2.15e+08,-4.7e+08,-2.55e+08,6.7e+07,-1.88e+08,-1.88e+08,-1.88e+08,-1.88e+08,1.388e+09,1.388e+09,1.556e+09,1.556e+09,1.743e+09,4.687e+09,3.4076e+10,9.02e+08,7.48e+08,1.66e+08,5.82e+08,3.5726e+10,4.0413e+10,3.237e+09,3.235e+09,2e+06,2.29e+08,3.466e+09,4.969e+09,8.408e+09,4.675e+09,1.3377e+10,1.6843e+10,1.357e+09,2.4204e+10,-1.991e+09,2.357e+10,2.357e+10,4.0413e+10,-1.88e+08,4.53e+08,3.37e+08,-1.79e+08,4.23e+08,-3.01e+08,-3.08e+08,-1.64e+08,-7e+06,-4.45e+08,-3.3e+08,-3.3e+08,-3.3e+08,6.68e+08,5.198e+09,1.21e+08,0.13229,0.03214,-0.0281,-0.00798,-0.00465,-0.64362,1.35228,0.71459,0.12862,-0.25443,-0.25375,9.054,31.89877,0.16376,0.22195,5,-0.00065,0.00325,-0.87234,5.70359,17.72093
"42","2020_Q3",14.81625,"Up",3.71e+09,-3.388e+09,3.22e+08,-6.29e+08,-1.83e+08,-3e+06,-4.13e+08,-3.07e+08,-3.07e+08,-3.86e+08,-6.93e+08,1.67e+08,-5.26e+08,-5.26e+08,-5.26e+08,-5.26e+08,2.33e+08,2.33e+08,1.866e+09,1.866e+09,1.994e+09,4.093e+09,3.3861e+10,8.82e+08,6.64e+08,1.66e+08,4.98e+08,3.5407e+10,3.95e+10,3.176e+09,3.176e+09,0,2.28e+08,3.404e+09,8.718e+09,4.462e+09,4.462e+09,1.318e+10,1.6584e+10,1.357e+09,2.3516e+10,-1.957e+09,2.2916e+10,2.2916e+10,3.95e+10,-5.26e+08,4.13e+08,-5.33e+08,-1.7e+08,-8.16e+08,-1.65e+08,-1.72e+08,-1.62e+08,-5e+06,-1.67e+08,-1.155e+09,-1.155e+09,-1.155e+09,1.06e+08,8.946e+09,-3.96e+08,0.08679,-0.08275,-0.14178,-0.02295,-0.01332,0.752849999999994,1.20241,0.72369,0.22648,-0.71652,-0.71848,5.05381,31.21646,-0.53944,0.22068,1,-0.01002,-0.0109,-0.307979999999999,82.19811,-28.38111
"43","2020_Q4",15.31796875,"Up",5.955e+09,-4.88e+09,1.075e+09,-5.92e+08,-1.5e+08,-2e+06,-4.09e+08,4.83e+08,4.83e+08,-4.8e+08,3e+06,0,3e+06,3e+06,3e+06,3e+06,8.17e+08,8.17e+08,1.732e+09,1.732e+09,1.852e+09,4.401e+09,3.3582e+10,7.71e+08,6.28e+08,1.66e+08,4.62e+08,3.4981e+10,3.9382e+10,3.229e+09,3.229e+09,34149894.3506934,2.27e+08,3.456e+09,4.962e+09,8.172e+09,4.459e+09,1.3134e+10,1.659e+10,1.357e+09,2.3358e+10,-1.923e+09,2.2792e+10,2.2792e+10,3.9382e+10,3e+06,4.09e+08,-2.2e+07,4.85e+08,8.75e+08,-1.23e+08,-1.25e+08,-1.62e+08,-4e+06,-1.66e+08,5.84e+08,5.84e+08,5.84e+08,8.92e+08,5.189e+09,1.254e+09,0.18052,0.08111,5e-04,0.00013,8e-05,418,1.27344,0.72789,0.13176,0.00409,0.00409,8.11197,31.04754,1.70821,0.22068,4,0.00456,0.03469,54,4.90135,9.05176
"44","2021_Q1",21.2781967213115,"Up",6.033e+09,-4.755e+09,1.278e+09,-2.156e+09,-2.42e+08,-7e+06,-1.998e+09,-8.78e+08,-8.78e+08,-5.85e+08,-1.463e+09,3.17e+08,-1.146e+09,-1.146e+09,-1.146e+09,-1.146e+09,7.71e+08,7.71e+08,1.919e+09,1.919e+09,1.834e+09,4.524e+09,3.2034e+10,7.81e+08,6.92e+08,1.66e+08,5.26e+08,3.3507e+10,3.8031e+10,3.153e+09,3.153e+09,47388493.1428559,2.27e+08,3.38e+09,4.957e+09,8.276e+09,4.176e+09,1.3233e+10,1.6613e+10,1.357e+09,2.205e+10,-1.989e+09,2.1418e+10,2.1418e+10,3.8031e+10,-1.146e+09,1.998e+09,-3.18e+08,-2.18e+08,3.16e+08,-1.97e+08,-1.97e+08,-1.61e+08,-4e+06,-1.65e+08,-4.6e+07,-4.6e+07,-4.6e+07,1.12e+09,5.184e+09,3.88e+08,0.21183,-0.14553,-0.18996,-0.05351,-0.03013,-0.338570000000004,1.33846,0.77566,0.13631,-1.5611,-1.5611,8.21823,29.17586,0.52854,0.21932,4,-0.02824,0.01112,-0.14049,3.94018,-5.02620000000001
