"","YQ","p","d","revenue","cost_of_revenue","gross_profit","operating_expenses","depreciation_amortization","other_operating_expenses","operating_income_loss","non_operating_income_loss","interest_expense_net","interest_income","pretax_income_loss_adj","abnormal_gains_losses","pretax_income_loss","income_tax_expense_benefit_net","income_loss_from_continuing_operations","income_loss_incl_minority_interest","net_income","net_income_common","cash_cash_equivalents_short_term_investments","cash_cash_equivalents","accounts_notes_receivable","accounts_receivable_net","other_short_term_assets","prepaid_expenses","misc_short_term_assets","total_current_assets","property_plant_equipment_net","property_plant_equipment","accumulated_depreciation","other_long_term_assets","goodwill","misc_long_term_assets","total_noncurrent_assets","total_assets","payables_accruals","accounts_payable","other_payables_accruals","other_short_term_liabilities","misc_short_term_liabilities","total_current_liabilities","other_long_term_liabilities","deferred_tax_liabilities_long_term","misc_long_term_liabilities","total_noncurrent_liabilities","total_liabilities","share_capital_additional_paid_in_capital","retained_earnings","equity_before_minority_interest","total_equity","total_liabilities_equity","net_income_starting_line","depreciation_amortization_2","non_cash_items","change_in_working_capital","net_cash_from_operating_activities","change_in_fixed_assets_intangibles","disposition_of_fixed_assets_intangibles","disposition_of_fixed_assets","acquisition_of_fixed_assets_intangibles","purchase_of_fixed_assets","other_investing_activities","net_cash_from_investing_activities","net_cash_from_financing_activities","net_cash_before_disc_operations_and_fx","net_cash_before_fx","net_change_in_cash","ebitda","total_debt","free_cash_flow","gross_profit_margin","operating_margin","net_profit_margin","return_on_equity","return_on_assets","free_cash_flow_to_net_income","current_ratio","liabilities_to_equity_ratio","debt_ratio","earnings_per_share_basic","earnings_per_share_diluted","sales_per_share","equity_per_share","free_cash_flow_per_share","piotroski_f_score","return_on_invested_capital","cash_return_on_invested_capital","net_debt_ebitda","net_debt_ebit"
"31","2017_Q4",21.415873015873,"Up",182114000,-101139000,80975000,-75446000,-28784000,-46662000,5529000,62000,62000,237000,5591000,7470000,13061000,-5146000,7915000,7915000,7915000,7915000,51291000,51291000,70755000,70755000,49676000,11462000,30656000,171722000,454278000,696459000,-242181000,171694000,132185000,22821000,625972000,797694000,40058000,26411000,13647000,52335000,52335000,92393000,167765000,95695000,72070000,167765000,260158000,4254000,657236000,537536000,537536000,797694000,7915000,28814000,-5435000,-4912000,26382000,-25579000,29091000,29091000,-54670000,-54670000,17000,-113197000,-25049000,-111864000,-111864000,-111864000,34343000,0,8998000,0.44464,0.03036,0.04346,0.01472,0.00992,1.13683,1.8586,0.48398,0,0.09502,0.09498,2.18619,6.45286,0.10802,5,0.01358,0.01276,-1.49349,-9.27672
"32","2018_Q1",20.033606557377,"Down",165704000,-98502000,67202000,-64162000,-29372000,-34790000,3040000,179000,179000,179000,3219000,6829000,10048000,28557000,38605000,38605000,38605000,38605000,75378000,75378000,64293000,64293000,31164000,10989000,13782000,170835000,442862000,666763000,-223901000,175430000,132410000,24261000,618292000,789127000,27201000,14366000,12835000,48120000,48120000,75321000,139161000,65488000,73673000,139161000,214482000,4425000,694174000,574645000,574645000,789127000,38605000,29526000,-36944000,1136000,32323000,-9699000,69532000,69532000,-79231000,-79231000,428000,-8364000,-1667000,22292000,22292000,22292000,32566000,9.09494701772928e-13,-4554000,0.40555,0.01835,0.23298,0.06718,0.04892,-0.11796,2.26809,0.37324,0,0.46342,0.46325,1.98915,6.89817,-0.05467,5,0.05642,-0.00638,-2.31462,-24.79539
"33","2018_Q2",17.56,"Down",156695000,-90949000,65746000,-55667000,-25601000,-30066000,10079000,342000,342000,342000,10421000,2869000,13290000,88000,13378000,13378000,13378000,13378000,105019000,105019000,61571000,61571000,42659000,11045000,21923000,209249000,439143000,662474000,-223331000,174824000,132410000,22825000,613967000,823216000,51055000,38771000,12284000,47315000,47315000,98370000,139757000,72172000,67585000,139757000,238127000,4321000,705885000,585089000,585089000,823216000,13378000,25783000,2438000,-9372000,32227000,-5892000,26126000,26126000,-32018000,-32018000,436000,-5456000,-3057000,23714000,23714000,23714000,35862000,0,20510000,0.41958,0.06432,0.08538,0.02286,0.01625,1.53311,2.12716,0.40699,0,0.16058,0.16051,1.88089,7.02312,0.24619,4,0.02076,0.0283,-2.92842,-10.41959
"34","2018_Q3",18.8901587301587,"Up",155826000,-86499000,69327000,-52564000,-24757000,-27807000,16763000,423000,423000,423000,17186000,5385000,22571000,-4767000,17804000,17804000,17804000,17804000,106402000,106402000,58483000,58483000,31293000,9900000,17032000,196178000,416654000,636291000,-219637000,172424000,132410000,21141000,589078000,785256000,24488000,11823000,12665000,43857000,43857000,68345000,135122000,71291000,63831000,135122000,203467000,4369000,722045000,581789000,581789000,785256000,17804000,24960000,-6006000,736000,37494000,-16685000,38233000,38233000,-54918000,-54918000,24000,-16661000,-21300000,-467000,-467000,-467000,41723000,0,30541000,0.4449,0.10758,0.11426,0.0306,0.02267,1.7154,2.87041,0.34973,0,0.21626,0.21617,1.89282,7.06698,0.37098,6,0.02713,0.0426,-2.5502,-6.34743
"35","2018_Q4",18.1568253968254,"Down",151279000,-82586000,68693000,-50717000,-25132000,-25585000,17976000,586000,586000,586000,18562000,7156000,25718000,-6663000,19055000,19055000,19055000,19055000,1.2e+08,1.2e+08,55520000,55520000,40686000,9898000,25422000,216206000,425288000,635857000,-210569000,172021000,132410000,20091000,597309000,813515000,38242000,26431000,11811000,43222000,43222000,81464000,137012000,76443000,60569000,137012000,218476000,4280000,739461000,595039000,595039000,813515000,19055000,25343000,-3200000,-2272000,38926000,-20039000,20551000,20551000,-40590000,-40590000,103000,-19936000,-5860000,13130000,13130000,13130000,43319000,0,27671000,0.45408,0.11883,0.12596,0.03202,0.02342,1.45216,2.65401,0.36716,0,0.2325,0.23243,1.84586,7.26047,0.33763,7,0.02827,0.0378,-2.77015,-6.67557
"36","2019_Q1",18.9429508196721,"Up",147003000,-78374000,68629000,-48623000,-25029000,-23594000,20006000,779000,779000,779000,20785000,9553000,30338000,-7898000,22440000,22440000,22440000,22440000,161448000,161448000,48955000,48955000,22099000,9378000,12551000,232502000,403120000,603670000,-200550000,170591000,132410000,19152000,573711000,806213000,20001000,10552000,9449000,44688000,44688000,64689000,125552000,71041000,54511000,125552000,190241000,4361000,760262000,615972000,615972000,806213000,22440000,25243000,-14901000,5114000,37896000,4092000,45842000,45842000,-41750000,-41750000,147000,4239000,-1672000,40463000,40463000,40463000,45249000,1.16415321826935e-10,62353000,0.46685,0.13609,0.15265,0.03643,0.02783,2.77865,3.59415,0.30885,0,0.27392,0.27383,1.79443,7.51901,0.76113,6,0.03247,0.08409,-3.56799,-8.06998
"37","2019_Q2",18.2365079365079,"Down",139536000,-76976000,62560000,-45558000,-22227000,-23331000,17002000,1145000,1145000,1145000,18147000,3841000,21988000,-4670000,17318000,17318000,17318000,17318000,176303000,176303000,53279000,53279000,23692000,10521000,13171000,253274000,410255000,621771000,-211516000,169406000,132410000,18330000,579661000,832935000,30148000,16586000,11552000,43782000,43782000,73930000,127178000,73795000,53383000,127178000,201108000,4331000,775940000,631827000,631827000,832935000,17318000,22451000,-1042000,-2958000,35769000,-20456000,13753000,13753000,-34209000,-34209000,4000,-20452000,-1747000,13570000,13570000,13570000,39453000,0,20709000,0.44834,0.12185,0.12411,0.02741,0.02079,1.19581,3.42586,0.3183,0,0.21136,0.21131,1.70299,7.71123,0.25275,7,0.02498,0.02728,-4.46868,-10.36954
"38","2019_Q3",19.15078125,"Up",142145000,-76771000,65374000,-43885000,-22615000,-21270000,21489000,1229000,1229000,1229000,22718000,7542000,30260000,-7899000,22361000,22361000,22361000,22361000,205642000,205642000,53643000,53643000,21197000,9217000,11980000,280482000,410801000,625367000,-214566000,168554000,132410000,17643000,579355000,859837000,34872000,23785000,10470000,41943000,41943000,76815000,129693000,76138000,53555000,129693000,206508000,4706000,796661000,653329000,653329000,859837000,22361000,22846000,-4641000,-4659000,35907000,-7275000,24999000,24999000,-32274000,-32274000,2999.99999999999,-7272000,-213999.999999999,28421000,28421000,28421000,44335000,0,40300000,0.45991,0.15118,0.15731,0.03423,0.02601,1.80224,3.6514,0.31609,1.73472347597681e-18,0.2728,0.27261,1.73415,7.97054,0.49166,7,0.02856,0.05147,-4.63837,-9.56964
"39","2019_Q4",20.50203125,"Up",147908000,-86120000,61788000,-47644000,-25572000,-22072000,14144000,676000,676000,1128000,14820000,12595000,27415000,-6914000,20501000,20501000,20501000,20501000,111934000,111934000,60645000,60645000,25794000,10441000,15353000,198373000,533657000,737628000,-203971000,217013000,165021000,18363000,750670000,949043000,26721000,16277000,9521000,45798000,45798000,86794000,149928000,95153000,54775000,189114000,275908000,4852000,815520000,673135000,673135000,949043000,20501000,25704000,-11635000,3133000,37703000,-26467000,27598000,27598000,-54065000,-54065000,-17000,-88611000,-43263000,-94171000,-94171000,-94171000,39848000,53461000,23428000,0.41775,0.09563,0.13861,0.03046,0.0216,1.14277,2.28556,0.40989,0.05633,0.25004,0.24988,1.80395,8.20986,0.28574,3,0.02713,0.02673,-1.4674,-4.13412
"40","2020_Q1",18.1943548387097,"Down",167226000,-102143000,65083000,-54784000,-29798000,-507000,10299000,-147000,-147000,453000,10152000,7363000,17515000,-4728000,12787000,12787000,12787000,12787000,76684000,76684000,56753000,56753000,18377000,9107000,8947000,151814000,526287000,739143000,-212856000,220830000,168295000,19393000,747117000,898931000,11060000,11060000,9564222.22139785,52347000,52347000,63407000,150865000,93698000,57167000,150865000,214272000,5048000,826666000,684659000,684659000,898931000,12787000,29931000,-7259000,1534000,36993000,-16640000,26592000,26592000,-43232000,-43232000,-16000,-16456000,-55219000,-34682000,-34682000,-34682000,40230000,0,29852000,0.38919,0.06159,0.07647,0.01868,0.01422,2.33456,2.39428,0.31296,0,0.15589,0.1558,2.03872,8.34696,0.36394,4,0.01727,0.03573,-1.90614,-7.44577
"41","2020_Q2",19.252380952381,"Up",166318000,-96195000,70123000,-52568000,-26634000,-19134000,17555000,377000,377000,377000,17932000,-229000,17703000,-4465000,13238000,13238000,13238000,13238000,64183000,64183000,62849000,62849000,22228000,8100000,10996000,149260000,545716000,784237000,-238521000,218315000,168295000,18184000,764031000,913291000,29277000,18112000,11165000,42442000,42442000,71719000,156884000,100531000,56353000,156884000,228603000,5339000,838276000,684688000,684688000,913291000,13238000,26761000,8706000,-8648000,40057000,-39683000,2409000,2409000,-42092000,-42092000,51000,-39632000,-14145000,-13720000,-13720000,-13720000,44316000,0,450000,0.42162,0.10555,0.07959,0.01933,0.01449,0.03399,2.08118,0.33388,0,0.1617,0.16155,2.03149,8.36311,0.0055,5,0.01766,0.00053,-1.4483,-3.65611
"42","2020_Q3",19.53546875,"Up",160873000,-86434000,74439000,-52698000,-27169000,-17931000,21741000,157000,157000,157000,21898000,3247000,25145000,-5963000,19182000,19182000,19182000,19182000,82457000,82457000,64133000,64133000,23055000,7893000,15162000,169645000,543492000,797690000,-254198000,217362000,168295000,17829000,760854000,930499000,30708000,15914000,14263000,40822000,40822000,71530000,156354000,102294000,54060000,156354000,227884000,5513000,855830000,702615000,702615000,930499000,19182000,27287000,-1063000,-1705000,43701000,-24248000,16429000,16429000,-40677000,-40677000,-7999.99999999999,-24256000,-1676000,17769000,17769000,17769000,49028000,0,29038000,0.46272,0.13514,0.11924,0.0273,0.02061,1.51382,2.37166,0.32434,0,0.23579,0.23561,1.97749,8.63673,0.35694,6,0.02423,0.03381,-1.68183,-3.7927
"43","2020_Q4",18.12125,"Down",162282000,-88395000,73887000,-52268000,-27624000,-17526000,21619000,170000,170000,170000,21789000,5721000,27510000,-6796000,20714000,20714000,20714000,20714000,81949000,81949000,62538000,62538000,29110000,8245000,20865000,173597000,569544000,820779000,-251235000,216610000,168295000,17668000,786154000,959751000,43153000,23321000,16333000,41070000,41070000,84223000,153819000,102252000,51567000,153819000,238042000,5305000,874916000,721709000,721709000,959751000,20714000,27738000,-5617000,6394000,49229000,-48420000,32635000,32635000,-81055000,-81055000,29000,-48391000,-1772000,-934000,-934000,-934000,49357000,0,14127000,0.4553,0.13322,0.12764,0.0287,0.02158,0.682,2.06116,0.32983,0,0.25457,0.25447,1.99442,8.86969,0.17362,7,0.02552,0.01614,-1.66033,-3.7906
"44","2021_Q1",18.2608196721311,"Up",155789000,-84552000,71237000,-53563000,-28510000,-18922000,17674000,138000,138000,138000,17812000,6091000,23903000,-6231000,17672000,17672000,17672000,17672000,113852000,113852000,55577000,55577000,23583000,8241000,15342000,193012000,539280000,779360000,-240080000,218884000,168295000,17679000,758164000,951176000,32783000,12751000,18557000,38259000,38259000,71042000,155800000,104004000,51796000,155800000,226842000,5237000,890970000,724334000,724334000,951176000,17672000,28595000,-6616000,6212000,45863000,1174000,41687000,41687000,-40513000,-40513000,57000,1231000,-15145000,31949000,31949000,31949000,46269000,-1.16415321826935e-10,59886000,0.45727,0.11345,0.11344,0.0244,0.01858,3.38875,2.71687,0.31317,0,0.21828,0.21813,1.92422,8.94659,0.73968,7,0.02192,0.06804,-2.46065,-6.44178
"45","2021_Q2",17.7793650793651,"Down",152402000,-88939000,63463000,-49416000,-26926000,-16802000,14047000,138000,138000,138000,14185000,4232000,18417000,-4683000,13734000,13734000,13734000,13734000,148212000,148212000,60568000,60568000,17887000,8758000,9129000,226667000,512833000,760068000,-247235000,209921000,168295000,17478000,722754000,949421000,42967000,16954000,19053000,41089000,41089000,84056000,142948000,92450000,50498000,142948000,227004000,5383000,903105000,722417000,722417000,949421000,13734000,26983000,-7041000,1756000,35432000,15402000,25152000,25152000,-9750000,-9750000,78000,15480000,-16717000,34195000,34195000,34195000,41030000,0,62871000,0.41642,0.09217,0.09012,0.01901,0.01447,4.57776,2.69662,0.31423,0,0.17135,0.17123,1.90141,9.01309,0.7844,5,0.01772,0.07265,-3.61228,-10.55115
"46","2021_Q3",16.24640625,"Down",154128000,-87735000,66393000,-46897000,-25956000,-15271000,19496000,174000,174000,174000,19670000,7856000,27526000,-6783000,20743000,20743000,20743000,20743000,167241000,167241000,59290000,59290000,20980000,8768000,12212000,247511000,500381000,744891000,-244510000,209093000,168295000,17248000,709474000,956985000,38696000,18952000,18654000,38523000,38523000,77219000,1.38e+08,90471000,47529000,1.38e+08,215219000,5438000,922249000,741766000,741766000,956985000,20743000,25994000,-9616000,-9778000,27343000,-6957000,30878000,30878000,-37835000,-37835000,-252000,-7209000,-1613000,18521000,18521000,18521000,45490000,0,35538000,0.43077,0.12649,0.13458,0.02796,0.02168,1.71325,3.20531,0.29014,0,0.2588,0.25862,1.92295,9.25449,0.44338,6,0.0254,0.04039,-3.67643,-8.57822
"47","2021_Q4",16.66640625,"Up",152612000,-87991000,64621000,-46602000,-25280000,-15950000,18019000,181000,181000,162735.383046655,18200000,15254000,33454000,-8988000,24466000,24466000,24466000,24466000,180366000,180366000,58538000,58538000,19670000,9272000,10398000,258574000,491058000,725502000,-234444000,208648000,168295000,17400000,699706000,958280000,79039000,14430000,19001000,3.8e+07,3.8e+07,117039000,132425000,87217000,45208000,132425000,249464000,5226000,905620000,708816000,708816000,958280000,24465000,25309000,-18348000,1493000,32919000,-3237000,14174678.166162,14174678.166162,-47833529.1804759,-47833529.1804759,-7000,-3244000,-16480000,13195000,13195000,13195000,43328000,0,50572000,0.42343,0.11807,0.16032,0.03452,0.02553,2.06703,2.2093,0.35194,0,0.30661,0.30644,1.91255,8.88296,0.63377,6,0.02908,0.06012,-4.1628,-10.00977
"48","2022_Q1",14.8179032258065,"Down",148142000,-84967000,63175000,-46768000,-25921000,-16055000,16407000,147000,147000,133213.425575144,16554000,10096000,26650000,-6316000,20334000,20334000,20334000,20334000,157742000,157742000,52812000,52812000,22669000,9168000,9406000,233223000,487915000,710760000,-222845000,207404000,168295000,16754000,695319000,928542000,34506000,14668240.0161043,34506000,37088000,37088000,71594000,129846000,89971000,39875000,129846000,201440000,5048000,924375000,727102000,727102000,928542000,20335000,25946000,-7152000,-11405000,27724000,-7664000,-6179659.34880601,-6179659.34880601,-35282736.751212,-35282736.751212,-10000,-7674000,-43334000,-23284000,-23284000,-23284000,42353000,-5.82076609134674e-11,29600000,0.42645,0.11075,0.13726,0.02797,0.0219,1.45569,3.25758,0.27705,-5.42101086242752e-20,0.26083,0.2609,1.90026,9.32672,0.37969,6,0.07353,0.03454,-3.72446,-9.61431
"49","2022_Q2",13.7553225806452,"Down",151275000,-88349000,62926000,-44789000,-23311000,-16399000,18137000,146000,146000,146000,18283000,4258000,22541000,-5766000,16775000,16775000,16775000,16775000,187085000,187085000,61583000,61583000,19819000,10043000,9776000,268487000,471979000,705631000,-233652000,206647000,168295000,16594000,678626000,947113000,38124000,20278000,14394000,39419000,39419000,77543000,127042000,88227000,38815000,127042000,204585000,5112000,939571000,742528000,742528000,947113000,16775000,23311000,-5731000,3238000,37593000,-8381000,13648000,13648000,-22029000,-22029000,-100599.36736818,-8381000,-41000,29171000,29171000,29171000,41448000,0,42071000,0.41597,0.11989,0.11089,0.02259,0.01771,2.50796,3.46243,0.27552,0,0.21258,0.21251,1.91698,9.40945,0.53313,6,0.01929,0.04838,-4.51373,-10.3151
"50","2022_Q3",14.986875,"Up",187822000,-107915000,79907000,-56564000,-24309000,-26188000,23343000,86000,86000,260000,23429000,81712000,105141000,-28235000,76906000,76906000,76906000,76906000,171879000,171879000,95712000,95712000,28525000,8570000,19955000,296116000,510807000,749751000,-238944000,306280000,208800000,48250000,817087000,1113203000,58549000,28804000,16410000,57955000,57955000,126352000,160326000,77262000,83064000,168949000,295301000,5098000,1014898000,817902000,817902000,1113203000,76906000,24309000,-92605000,12305000,20915000,87638000,116172000,116172000,-28534000,-28534000,-9000.00000000003,-34420000,-2717000,-16222000,-16222000,-16222000,47652000,18471000,175830000,0.42544,0.12428,0.40946,0.09403,0.06909,2.2863,2.34358,0.36105,0.01659,0.97431,0.974,2.37948,10.36185,2.22756,5,0.07874,0.17641,-3.21934,-6.57191
