"","YQ","p","d","revenue","cost_of_revenue","gross_profit","operating_expenses","selling_general_administrative","depreciation_amortization","other_operating_expenses","operating_income_loss","non_operating_income_loss","interest_expense_net","income_loss_from_affiliates","pretax_income_loss_adj","abnormal_gains_losses","pretax_income_loss","income_tax_expense_benefit_net","income_loss_from_continuing_operations","income_loss_incl_minority_interest","minority_interest","net_income","net_income_common","cash_cash_equivalents_short_term_investments","cash_cash_equivalents","accounts_notes_receivable","accounts_receivable_net","inventories","other_short_term_assets","misc_short_term_assets","total_current_assets","property_plant_equipment_net","other_long_term_assets","misc_long_term_assets","total_noncurrent_assets","total_assets","payables_accruals","accounts_payable","other_short_term_liabilities","misc_short_term_liabilities","total_current_liabilities","long_term_debt","other_long_term_liabilities","deferred_tax_liabilities_long_term","misc_long_term_liabilities","total_noncurrent_liabilities","total_liabilities","preferred_equity","share_capital_additional_paid_in_capital","retained_earnings","other_equity","equity_before_minority_interest","minority_interest_2","total_equity","total_liabilities_equity","net_income_starting_line","depreciation_amortization_2","non_cash_items","change_in_working_capital","net_cash_from_operating_activities","change_in_fixed_assets_intangibles","other_investing_activities","net_cash_from_investing_activities","cash_from_repayment_of_debt","other_financing_activities","net_cash_from_financing_activities","net_cash_before_disc_operations_and_fx","net_cash_before_fx","net_change_in_cash","ebitda","total_debt","free_cash_flow","gross_profit_margin","operating_margin","net_profit_margin","return_on_equity","return_on_assets","free_cash_flow_to_net_income","current_ratio","liabilities_to_equity_ratio","debt_ratio","earnings_per_share_basic","earnings_per_share_diluted","sales_per_share","equity_per_share","free_cash_flow_per_share","return_on_invested_capital","cash_return_on_invested_capital","net_debt_ebitda","net_debt_ebit"
"28","2018_Q2",38.48703125,"Up",2455600000,-1.941e+09,514600000,-428300000,-56700000,-198100000,-173500000,86300000,17600000,16100000,1500000,103900000,-56100000,47800000,-8899999.99999994,38900000,38900000,-1.6e+07,22900000,-7e+06,219800000,219800000,745600000,745600000,96700000,98200000,98200000,1160300000,10841600000,2437900000,61200000,13592900000,14753200000,1030700000,1030700000,53600000,53600000,1384300000,5064200000,1116800000,509600000,607200000,6.181e+09,7565300000,223500000,6141400000,-49100000,34400000,6314200000,873700000,7187900000,14753200000,38900000,198100000,41999999.9999999,75400000,354400000,-595900000,-81400000,-677300000,3.1e+08,2.6e+08,405500000,82600000,82600000,82600000,284400000,5364200000,-227200000,0.20956,0.03514,-0.00285,-0.00097,-0.00047,32.45714,0.83819,1.0525,0.3636,-0.0320100000000003,-0.0320100000000003,11.22817,27.84957,-1.03887,0.01577,-0.01662,18.08861,59.61066
"29","2018_Q3",44.0003174603175,"Up",2444400000,-1905200000,539200000,-383800000,-57100000,-202600000,-124100000,155400000,-60200000,-62100000,1900000,95200000,58600000,153800000,-32700000,121100000,121100000,-1.2e+07,109100000,79100000,281600000,281600000,867200000,867200000,181400000,101300000,101300000,1431500000,11421300000,2379400000,48500000,14164600000,15596100000,1670100000,1670100000,103200000,103200000,1953300000,5392500000,769500000,519200000,250300000,6.162e+09,8115300000,230600000,6233900000,6e+07,-37900000,6448400000,1032400000,7480800000,15596100000,121100000,202600000,-7.4e+07,-60400000,189300000,-495100000,-64500000,-559600000,-5.5e+07,395500000,432100000,61800000,61800000,61800000,3.58e+08,5572500000,-164800000,0.22059,0.06357,0.03236,0.01057,0.00507,-2.08344,0.73286,1.08482,0.3573,0.35776,0.35503,11.05563,28.12212,-0.74536,0.02183,-0.01192,14.77905,34.04698
"30","2018_Q4",40.5649206349206,"Down",2986300000,-2383500000,602800000,-526300000,-63100000,-206400000,-256800000,76500000,-75200000,-78200000,3e+06,1300000,-16600000,-15300000,3900000,-11400000,-11400000,-12400000,-23800000,-54200000,203200000,203200000,1037200000,1037200000,177900000,308100000,142400000,1726400000,12080900000,2320300000,34100000,14842700000,16569100000,2088400000,2088400000,1.78e+08,1.78e+08,2556400000,5678900000,825600000,487500000,338100000,6504500000,9060900000,2.38e+08,6270700000,-23800000,-125900000,6319400000,1188800000,7508200000,16569100000,-11400000,206400000,102600000,73300000,370900000,-871100000,-84800000,-955900000,2.25e+08,308800000,506600000,-78400000,-78400000,-78400000,282900000,5968900000,-518800000,0.20186,0.02562,-0.01815,-0.00722,-0.00327,9.57195999999999,0.67532,1.2068,0.36024,-0.23929,-0.23929,13.18455,26.84945,-2.29051,0.01238,-0.03627,20.3807,75.36863
"31","2019_Q1",35.907868852459,"Down",2597700000,-2008500000,589200000,-459899999,-79999999,-208800000,-171100000,129300001,-60600000,-61600000,9e+05,68700001,-189100000,-120399999,32200000,-88199999,-88199999,-18400000,-106599999,-137199999,232100000,232100000,865500000,865500000,164700000,156600000,156600000,1418900000,12928400000,2100400000,70600000,15519300000,16938200000,1737300000,1737300000,33600000,33600000,2798800000,5632400000,790500000,525200000,265300000,6422900000,9221700000,245700000,6155100000,-130400000,94300000,6325100000,1391400000,7716500000,16938200000,-88200000,208800000,1.6e+08,-51200000,229400000,-895800001,223700000,-954100001,583400000,289400000,753600000,28899999,28899999,28899999,338100001,6660300000,-641100000,0.22682,0.04977,-0.05282,-0.01778,-0.0081,4.67274,0.50697,1.19506,0.39321,-0.59523,-0.59965,11.26985,26.37484,-2.78134,0.00623,-0.04227,19.01272,49.71539
"32","2019_Q2",34.7542857142857,"Down",2299400000,-1.726e+09,573400000,-512100000,-81100000,-237400000,-193600000,61300000,-77800000,-80600000,2800000,-16500000,-11100000,-27600000,2900000,-24700000,-24700000,-14200000,-38900000,-69700000,124900000,124900000,752800000,752800000,197900000,105400000,105400000,1.181e+09,13703400000,2078900000,92100000,16388200000,17569200000,1680200000,1680200000,43300000,43300000,2041600000,7118500000,818200000,507600000,310600000,7936700000,9978300000,253600000,5925900000,-169300000,48900000,6009900000,1.581e+09,7590900000,17569200000,-24700000,237400000,40700000,54200000,307600000,-942800000,-126400000,-1069200000,370200000,528300000,654400000,-107200000,-107200000,-107200000,298700000,7436600000,-592800000,0.24937,0.02666,-0.03031,-0.00918,-0.00397,8.50502,0.57847,1.31451,0.42327,-0.30017,-0.30017,9.90267,24.79027,-2.55297,0.01101,-0.03741,24.47841,119.27732
"33","2019_Q3",34.1890625,"Down",1995300000,-1361600000,633700000,-519900000,-72500000,-237200000,-210200000,113800000,-6.9e+07,-72100000,3100000,44800000,8e+05,45600000,3300000,48900000,48900000,-59100000,-10200000,-41200000,226500000,226500000,637200000,637200000,205100000,143100000,143100000,1211900000,14368800000,2060800000,116900000,17106300000,18318200000,1297800000,1297800000,50900000,50900000,1.658e+09,6.639e+09,820400000,512700000,307700000,7459400000,9117400000,261700000,5.688e+09,-179500000,8.3e+07,5.804e+09,3396800000,9200800000,18318200000,48900000,237200000,15200000,-56600000,244700000,-805800000,-87400000,-893200000,448400000,536300000,750100000,101600000,101600000,101600000,3.51e+08,6948300000,-514700000,0.3176,0.05703,-0.02065,-0.00448,-0.00225,12.49272,0.73094,0.99094,0.37931,-0.17728,-0.17728,8.58563,23.84811,-2.21472,0.0114,-0.03033,19.15043,59.06678
"34","2019_Q4",35.53078125,"Up",1902500000,-1328100000,574400000,-532900000,-69900000,-244300000,-218700000,41500000,-79100000,-89100000,1e+07,-37600000,65900000,28300000,3800000,32100000,32100000,-79400000,-47300000,-78700000,326300000,326300000,7.44e+08,7.44e+08,210900000,194800000,194800000,1.476e+09,14696900000,2027100000,126100000,17442500000,18918500000,1327800000,1327800000,83500000,83500000,1669300000,7279700000,879500000,527700000,351800000,8159200000,9828500000,270100000,5457400000,-226800000,140900000,5588500000,3501500000,9.09e+09,18918500000,32100000,244300000,53300000,3.7e+07,366700000,-682800000,25200000,-657600000,560600000,69699999,390699999,99799999,99799999,99799999,285800000,7537700000,-363800000,0.30192,0.02181,-0.04137,-0.00866,-0.00416,4.62262,0.8842,1.08124,0.39843,-0.33835,-0.33835,8.17928,22.865,-1.56406,0.00919,-0.02078,25.23233,173.76867
"35","2020_Q1",27.838064516129,"Down",2473900000,-1792300000,681600000,-4.8e+08,-57200000,-252700000,-170100000,201600000,-72900000,-9.6e+07,23100000,128700000,-221700000,-9.3e+07,77900000,-15100000,-15100000,-97700000,-112800000,-144400000,331100000,331100000,8.55e+08,8.55e+08,161500000,310700000,1.73e+08,1658300000,14548500000,2608300000,134600000,17156800000,18815100000,1379900000,1131600000,110500000,110500000,1872600000,7440200000,780600000,434200000,346400000,8220800000,10093400000,278800000,5221400000,-339600000,92500000,5199600000,3522100000,8721700000,18815100000,-15100000,252700000,256700000,-23500000,470800000,-446400000,246500000,-451900000,-250100000,485100001,-14099999,4800001,4800001,4800001,454300000,7822400000,-93500000,0.27552,0.08149,-0.05837,-0.01656,-0.00767,0.64751,0.88556,1.15727,0.41575,-0.62027,-0.62027,10.62672,21.13746,-0.40163,0.00524,-0.0054,16.48976,37.15923
"36","2020_Q2",14.3114285714286,"Down",2048900000,-1202100000,846800000,-481500000,-60500000,-239100000,-181900000,365300000,-77400000,-9.8e+07,20600000,287900000,-2403500000,-2115600000,295300000,-1820300000,-1820300000,82500000,-1737800000,-1769700000,375200000,375200000,438100000,438100000,100200000,300800000,300800000,1214300000,12411800000,1663900000,175900000,14812500000,16026800000,873600000,873600000,41800000,41800000,1.196e+09,7639800000,530700000,204400000,326300000,8170500000,9366500000,287800000,4991900000,-2077400000,168400000,3314100000,3346200000,6660300000,16026800000,-1820300000,239100000,2031200000,2600000.00000001,452600000,-341700000,6400000.00000006,-201900000,1.36e+08,-100400000,-206600000,44100000,44100000,44100000,604400000,7920400000,-3e+07,0.41329,0.17829,-0.86373,-0.26571,-0.11042,0.0169500000000009,1.0153,1.40632,0.4942,-7.59528,-7.59528,8.79356,12.98841,-0.12876,-0.10129,-0.00199,12.48379,20.6548
"37","2020_Q3",16.8028125,"Up",1523500000,-880099999,643400001,-430300000,-61400000,-204500000,-164400000,213100001,-8.1e+07,-96700000,14900000,132100001,21800000,153900001,23200000,177100001,177100001,-96100000,81000001,48900001,196200000,196200000,547200000,547200000,219300000,262300000,262300000,1.225e+09,12417400000,1598700000,145900000,14740400000,15965400000,887400000,742500000,170400000,170400000,1319700000,7579600000,5e+08,134600000,365400000,8079600000,9399300000,2.97e+08,4949300000,-1996400000,21600000,3214600000,3351500000,6566100000,15965400000,177100000,204500000,-27700000,-67600000,286300000,-274200000,4e+06,-270200000,-55800000,-92400000,-195100000,-1.79e+08,-1.79e+08,-1.79e+08,417600001,7841500000,52600001,0.42232,0.13988,0.0321,0.00745000000000001,0.00305999999999999,1.07566,0.92824,1.43149,0.49116,0.20969,0.20969,6.53302,12.51115,0.22556,0.00641,0.00353,18.30771,35.87658
"38","2020_Q4",20.4975,"Up",2115100000,-1322900001,792199999,-496700000,-58700000,-203700000,-234300000,295499999,-77700000,-97700000,18600000,217799999,-13700000,204099999,-31900000,172199999,172199999,-102900000,69299999,36799999,2.75e+08,2.75e+08,609800000,609800000,261700000,297900000,235700000,1444400000,12292800000,1596100000,178500000,14607700000,16052100000,908400000,687200000,210600000,124700000,1380899999,7652200000,5.01e+08,131100000,369900000,8153200000,9534099999,306500000,4911900000,-1927100000,-90800000,3141500000,3376500000,6.518e+09,16052099999,172200000,203700000,51400000,-70500000,356800000,-187200000,4999999.99999999,-181900000,59500000,-108000001,-96100001,78799999,78799999,78799999,499199999,7914099999,273399999,0.37454,0.13971,0.0174,0.00565,0.00229,7.42935,1.04598,1.46273,0.49303,0.157669999999999,0.15767,9.06213,12.14653,1.17138,0.00588,0.01831,15.30268,25.85144
"39","2021_Q1",29.8534426229508,"Up",2572800000,-1781400000,791400000,-526200000,-7.4e+07,-217800000,-234400000,265200000,-79200000,-98900000,18500000,1.86e+08,-1500000.00000012,184500000,-38500000,1.46e+08,1.46e+08,-112400000,33600000,-8e+05,242800000,242800000,862800000,862800000,181500000,173200000,173200000,1460300000,12173600000,2241800000,145400000,14415400000,15875700000,1268200000,1020200000,142600000,142600000,1779400000,7387100000,504600000,152100000,352500000,7891700000,9671100000,301400000,4840100000,-1893500000,-141800000,2955300000,3249300000,6204600000,15875700000,1.46e+08,217800000,90200000,194800000,648800000,-148500000,2100000,-84100000,-162700000,-289299999,-596899999,-32199999,-32199999,-32199999,4.83e+08,7755700000,567800000,0.3076,0.10308,-0.00031,-0.000129999999999994,-4.99999999999984e-05,-709.75,0.82067,1.5587,0.48853,-0.00349,-0.00349,11.22513,11.57897,2.47731,0.00323,0.03925,15.55466,28.32919
"40","2021_Q2",37.5455555555556,"Up",3632700000,-2836300000,796400000,-452300000,-61400000,-216200000,-174700000,344100000,-86500000,-98400000,11800000,257600000,-14700000,242900000,-1.5e+07,227900000,227900000,-81500000,146400000,124600000,248500000,248500000,997100000,997100000,51600000,111600000,111600000,1408800000,12060700000,2178900000,133600000,14239600000,15648400000,1331800000,1151700000,151200000,151200000,1.765e+09,7090700000,520600000,161300000,359300000,7611300000,9376300000,749700000,4361700000,-1747100000,-158400000,3046400000,3225700000,6272100000,15648400000,227900000,216200000,62300000,173400000,679800000,-96200000,6200000,-9e+07,-391200000,-136300000,-584100000,5700000,5700000,5700000,560300000,7372700000,652500000,0.21923,0.09472,0.0343,0.01987,0.00796,5.23675999999989,0.79819,1.49492,0.47115,0.5453,0.45359,15.89803,10.0512,2.85558,0.01218,0.04606,12.71497,20.70387
"41","2021_Q3",42.79921875,"Up",3.416e+09,-2.709e+09,7.07e+08,-461200000,-63700000,-211800000,-185700000,245800000,-81900000,-94800000,12800000,163900000,-1900000,1.62e+08,-6600000,155400000,155400000,-99200000,56200000,34300000,2.09e+08,2.09e+08,901800000,901800000,65599999,141500000,141500000,1317899999,11996600000,2097300000,95200000,14093900000,15411799999,1438400000,1213400000,2.92e+08,2.92e+08,2102100000,6603800000,559700000,124100000,435600000,7163500000,9265600000,749700000,4.331e+09,-1690900000,-294400000,2935900000,3210300000,6146200000,15411800000,155400000,211800000,102100000,154500000,623800000,-1.02e+08,6500000,-95900000,-4.02e+08,-120700001,-567400001,-39500001,-39500001,-39500001,457600000,6975500000,516700000,0.20697,0.07196,0.01004,0.00558000000000001,0.00223,15.06414,0.62694,1.50753,0.45261,0.15011,0.12486,14.94967,9.56761,2.26127,0.00577,0.03777,14.78693,27.52848
"42","2021_Q4",52.22890625,"Up",4459700000,-3614700000,8.45e+08,-478500000,-67300000,-222800000,-188400000,366500000,-76500000,-9.1e+07,14300000,2.9e+08,-300222872.736578,2.9e+08,-2e+06,2.88e+08,2.88e+08,-105800000,182200000,160400000,228600000,228600000,1.291e+09,1.291e+09,316800000,156900000,156900000,1993300000,11922400000,2.057e+09,98200000,13979400000,15972700000,2043400000,1892500000,472300000,472300000,2868300000,6434100000,520700000,78700000,4.42e+08,6954800000,9823100000,749700000,4299900000,-1508700000,-442100000,2934800000,3214800000,6149600000,15972700000,2.88e+08,222900000,13600000,-29300000,495200000,-115500000,2e+06,-113700000,-193200000,-116699999,-361899999,19600001,19600001,19600001,589400000,6786700000,446600000,0.18947,0.08218,0.03597,0.02608,0.01004,2.78428999999999,0.69494,1.59736,0.42489,0.70166,0.69257,19.50875,9.55862,1.95363,0.01545,0.03319,11.12674,17.89386
"43","2022_Q1",61.841935483871,"Up",5441400000,-4569500000,871900000,-511200000,-80800000,-219800000,-210600000,360700000,-166300000,-103700000,-62800000,194400000,-452400000,-2.58e+08,8800000,-249200000,-249200000,-64400000,-313600000,-335400000,158500000,158500000,1331900000,1331900000,153400000,1.26e+08,1.26e+08,1769800000,11667700000,1770700000,89400000,13438400000,15208200000,1877500000,1402300000,258200000,258200000,2298500000,6434400000,546900000,1.36e+08,410900000,6981300000,9279800000,749700000,4269100000,-1822300000,-230900000,2761500000,3166900000,5928400000,15208200000,-249200000,219700000,626400000,-92800000,504100000,-191400000,5600000,-173600000,-193100000,-120100000,-400600000,-70100000,-70100000,-70100000,580400000,6597200000,287400000,0.16023,0.06629,-0.06164,-0.05658,-0.02205,-0.85689,0.76998,1.56531,0.43379,-1.46207,-0.81646,23.72014,8.76983,1.25283,-0.02204,0.02199,11.09356,17.85057
"44","2022_Q2",70.6337096774194,"Up",4959100000,-4204100000,7.55e+08,-459199999,-67099999,-209100000,-1.83e+08,295800001,-88500000,-93600000,5600000.00000001,207300001,-15800000,191500001,-22900000,168600001,168600001,-80600000,88000001,13100001.0000001,135900000,135900000,1567200000,1567200000,97500000,99900000,99900000,1900500000,1.1653e+10,1741900000,95300000,13394900000,15295400000,2126800000,2.006e+09,499800000,499800000,2910400000,6964900000,653100000,8.8e+07,565100000,7.618e+09,10528400000,749700000,4.126e+09,-1734300000,-418400000,2446700000,2320300000,4.767e+09,15295400000,168600000,209100000,231300000,139200000,748200000,-203400000,6800000,-1.97e+08,631100000,-1024700000,-573800000,-22600000,-22600000,-22600000,504900001,7248700000,463600001,0.15225,0.05965,0.00264,0.00275,0.00086,35.38931,0.653,2.2086,0.47391,0.0572600000000001,0.0474000000000002,21.67439,7.41696,2.02622,0.00956,0.03659,14.08754,24.04598
"45","2022_Q3",64.94234375,"Down",6055800000,-5047400000,1008400000,-556500001,-70900001,-269900000,-215700000,451899999,-79200000,-81100000,1400000,372699999,402100000,774799999,-87200000,687599999,687599999,-91200000,596399999,372699999,1.54e+08,1.54e+08,1612600000,1612600000,202200000,195300000,195300000,2164100000,11878300000,1291900000,1.16e+08,13170200000,15334300000,2313300000,2156200000,425500000,425500000,3153400000,7046200000,733800000,213400000,520400000,7.78e+09,10933400000,763624343.280616,3834600000,-1137900000,-276400000,2069900000,2.331e+09,4400900000,15334300000,687600000,269900000,-295600000,-26400000,635500000,-213800000,8.64e+08,445400000,182600000,-1061500000,-1062800000,18100000,18100000,18100000,721799999,7460800000,568799999,0.16652,0.07462,0.06154,0.08469,0.0243,1.52616,0.68628,2.48436,0.48654,1.63608,1.60855,26.58385,9.08648,2.49693,0.03831,0.04516,10.12303,16.16906
