"","YQ","p","d","revenue","cost_of_revenue","gross_profit","operating_expenses","selling_general_administrative","research_development","other_operating_expenses","operating_income_loss","non_operating_income_loss","interest_expense_net","income_loss_from_affiliates","other_non_operating_income_loss","pretax_income_loss_adj","pretax_income_loss","income_tax_expense_benefit_net","income_loss_from_continuing_operations","income_loss_incl_minority_interest","minority_interest","net_income","net_income_common","cash_cash_equivalents_short_term_investments","cash_cash_equivalents","short_term_investments","inventories","other_short_term_assets","prepaid_expenses","misc_short_term_assets","total_current_assets","property_plant_equipment_net","other_long_term_assets","goodwill","other_intangible_assets","investments_in_affiliates","misc_long_term_assets","total_noncurrent_assets","total_assets","payables_accruals","accounts_payable","other_payables_accruals","short_term_debt","short_term_borrowings","other_short_term_liabilities","deferred_revenue_short_term","misc_short_term_liabilities","total_current_liabilities","long_term_debt","other_long_term_liabilities","pension_liabilities","other_post_retirement_benefits","misc_long_term_liabilities","total_noncurrent_liabilities","total_liabilities","share_capital_additional_paid_in_capital","common_stock","treasury_stock","retained_earnings","other_equity","equity_before_minority_interest","minority_interest_2","total_equity","total_liabilities_equity","net_income_starting_line","depreciation_amortization_2","non_cash_items","stock_based_compensation","deferred_income_taxes","other_non_cash_adjustments","change_in_working_capital","change_in_accounts_receivable","change_in_inventories","change_in_accounts_payable","change_in_other","net_cash_from_operating_activities","change_in_fixed_assets_intangibles","acquisition_of_fixed_assets_intangibles","net_change_in_long_term_investment","decrease_in_long_term_investment","increase_in_long_term_investment","other_investing_activities","net_cash_from_investing_activities","dividends_paid","cash_from_repayment_of_debt","cash_from_repayment_of_short_term_debt_net","cash_from_repayment_of_long_term_debt_net","repayments_of_long_term_debt","cash_from_repurchase_of_equity","decrease_in_capital_stock","other_financing_activities","net_cash_from_financing_activities","net_cash_before_disc_operations_and_fx","net_cash_before_fx","effect_of_foreign_exchange_rates","net_change_in_cash","ebitda","total_debt","free_cash_flow","gross_profit_margin","operating_margin","net_profit_margin","return_on_equity","return_on_assets","free_cash_flow_to_net_income","current_ratio","liabilities_to_equity_ratio","debt_ratio","earnings_per_share_basic","earnings_per_share_diluted","sales_per_share","equity_per_share","free_cash_flow_per_share","dividends_per_share","piotroski_f_score","return_on_invested_capital","cash_return_on_invested_capital","dividend_payout_ratio","net_debt_ebitda","net_debt_ebit"
"41","2020_Q2",149.502380952381,"Up",5.011e+09,-3.717e+09,1.294e+09,-7.89e+08,-5.46e+08,-2.38e+08,-5e+06,5.05e+08,1.5e+08,-2.3e+07,1.29e+08,4.4e+07,6.55e+08,6.55e+08,-1.27e+08,5.28e+08,5.28e+08,-1.7e+07,5.11e+08,5.11e+08,2.03e+09,1.691e+09,3.39e+08,3.579e+09,4.181e+09,6.76e+08,3.505e+09,9.79e+09,4.128e+09,6.158e+09,1.283e+09,9.65e+08,1.304e+09,1.617e+09,1.0286e+10,2.0076e+10,3.941e+09,2.648e+09,1.293e+09,1.771e+09,1.738e+09,1.27e+09,5.27e+08,7.43e+08,6.982e+09,1.58e+09,3.496e+09,5.88e+08,5.88e+08,2.071e+09,5.076e+09,1.2058e+10,2.334e+09,2.334e+09,-7.744e+09,1.4728e+10,-2.25e+09,7.068e+09,9.5e+08,8.018e+09,2.0076e+10,5.28e+08,1.68e+08,-1.8e+08,4e+06,-1.1e+07,-1.73e+08,-1.37e+08,1.07e+08,-1.71e+08,1.71e+08,-2.44e+08,3.79e+08,-7.5e+07,-7.5e+07,-2.1e+07,-1.16e+08,9.5e+07,-3e+06,-9.9e+07,-1.95e+08,9.72e+08,9.82e+08,-1e+07,-1e+07,-5.37e+08,-5.5e+08,-6e+06,2.34e+08,5.14e+08,5.14e+08,4.8e+07,5.62e+08,6.73e+08,3.351e+09,5.88e+08,0.25823,0.10078,0.10198,0.06373,0.02545,1.15068,1.40218,1.50387,0.16692,3.42264,3.41349,33.5633,47.34092,3.93838,1.3061,5,0.04749,0.03956,0.3816,1.96285,2.61584
"42","2020_Q3",187.74703125,"Up",3.852e+09,-2.962e+09,8.9e+08,-6.69e+08,-4.7e+08,-1.89e+08,-1e+07,2.21e+08,1.41e+08,-2.3e+07,1.15e+08,4.9e+07,3.62e+08,3.62e+08,-9.3e+07,2.69e+08,2.69e+08,7e+06,2.76e+08,2.76e+08,2.104e+09,1.751e+09,3.53e+08,3.655e+09,4.075e+09,6.34e+08,3.441e+09,9.834e+09,4.067e+09,6.413e+09,1.284e+09,1.017e+09,1.362e+09,1.752e+09,1.048e+10,2.0314e+10,3.51e+09,2.281e+09,1.229e+09,2.202e+09,2.136e+09,1.204e+09,5.23e+08,6.81e+08,6.916e+09,1.639e+09,3.629e+09,5.78e+08,5.78e+08,2.222e+09,5.268e+09,1.2184e+10,2.352e+09,2.352e+09,-7.729e+09,1.4811e+10,-2.242e+09,7.192e+09,9.38e+08,8.13e+09,2.0314e+10,2.69e+08,1.65e+08,-9.2e+07,8e+06,0,-1e+08,-3.64e+08,6.3e+07,-52999999.9999999,-3.91e+08,1.7e+07,-2.2e+07,-7.7e+07,-7.7e+07,-1e+07,-1.69e+08,1.59e+08,-4.8e+07,-1.35e+08,-1.93e+08,3.74e+08,3.89e+08,-14999999.9999999,-1.5e+07,19000000.0000001,0,2.6e+07,2.26e+08,6.9e+07,6.9e+07,-9e+06,60000000.0000004,3.86e+08,3.841e+09,37999999.9999999,0.23105,0.05737,0.07165,0.03395,0.01359,0.13768,1.42192,1.49865,0.18908,1.87119,1.86613,26.11525,48.75932,0.257629999999999,1.30847,2,0.03006,0.00243999999999999,0.69928,4.5,7.85973
"43","2020_Q4",212.87796875,"Up",5.118e+09,-3.769e+09,1.349e+09,-7.77e+08,-5.33e+08,-2.24e+08,-2e+07,5.72e+08,1.14e+08,-2.5e+07,9.8e+07,4.1e+07,6.86e+08,6.86e+08,-1.82e+08,5.04e+08,5.04e+08,-3e+06,5.01e+08,5.01e+08,3.312e+09,2.967e+09,3.45e+08,3.47e+09,4.28e+09,6.52e+08,3.628e+09,1.1062e+10,4.087e+09,6.419e+09,1.288e+09,9.9e+08,1.418e+09,1.713e+09,1.0506e+10,2.1568e+10,4.02e+09,2.597e+09,1.423e+09,5.03e+08,4.45e+08,1.186e+09,5.4e+08,6.46e+08,5.709e+09,3.609e+09,3.609e+09,5.71e+08,5.71e+08,2.201e+09,7.218e+09,1.2927e+10,2.385e+09,2.385e+09,-7.696e+09,1.5118e+10,-2.107e+09,7.7e+09,9.41e+08,8.641e+09,2.1568e+10,5.04e+08,1.66e+08,-2.7e+07,1e+07,4e+06,-4.1e+07,5.8e+08,-1.23e+08,1.74e+08,3.29e+08,2e+08,1.223e+09,-1.16e+08,-1.16e+08,1.7e+07,6.93e+08,-6.76e+08,-4e+06,-1.03e+08,-1.94e+08,2.74e+08,-1.709e+09,1.983e+09,-1.6e+07,4.6e+07,0,-2.2e+07,1.04e+08,1.224e+09,1.224e+09,-8e+06,1.216e+09,7.38e+08,4.112e+09,1.384e+09,0.26358,0.11176,0.09789,0.05798,0.02323,2.76248,1.93764,1.49601,0.19065,3.38285,3.36016,34.55773,51.9919,9.34504,1.30993,6,0.04248,0.08459,0.38723,1.08401,1.3986
"44","2021_Q1",238.259344262295,"Up",5.83e+09,-4.469e+09,1.361e+09,-8.42e+08,-5.76e+08,-2.55e+08,-1.1e+07,5.19e+08,1.16e+08,-2.9e+07,1.1e+08,3.5e+07,6.35e+08,6.35e+08,-1.25e+08,5.1e+08,5.1e+08,-9e+06,5.01e+08,5.01e+08,3.862e+09,3.401e+09,4.61e+08,3.425e+09,4.61e+09,7.9e+08,3.82e+09,1.1897e+10,4.255e+09,6.472e+09,1.293e+09,9.63e+08,1.441e+09,1.733e+09,1.0727e+10,2.2624e+10,4.416e+09,2.82e+09,1.596e+09,5.54e+08,4.92e+08,1.365e+09,6.91e+08,6.74e+08,6.335e+09,3.61e+09,3.69e+09,6.3e+08,6.3e+08,2.22e+09,7.3e+09,1.3635e+10,2.404e+09,2.404e+09,-7.779e+09,1.5419e+10,-1.982e+09,8.062e+09,9.27e+08,8.989e+09,2.2624e+10,5.1e+08,1.74e+08,2.3e+07,8538221.51494795,4371789.57823548,-110155403.346562,4.35e+08,-394591894.882106,-51734682.8660676,752440011.281073,32879693.1323241,1.142e+09,-2.6e+08,2.68e+08,-1.1e+08,674059672.030523,-601513183.080289,-1.2e+07,-3.82e+08,-2e+08,-1.6e+07,-1367565458.33794,1481885367.42589,-14830612.0273103,-1.69e+08,-9.1e+07,1.01e+08,-2.84e+08,4.76e+08,4.76e+08,-4.2e+07,4.34e+08,6.93e+08,4.164e+09,9.93e+08,0.23345,0.08902,0.08593,0.05573,0.02214,1.98204,1.87798,1.51685,0.18405,3.38742,3.35566,39.41853,54.5098,6.714,1.35227,6,0.04162,0.05896,0.3992,0.43579,0.58189
"45","2021_Q2",245.13619047619,"Up",6.092e+09,-4.606e+09,1.486e+09,-8.42e+08,-5.74e+08,-2.6e+08,-8e+06,6.44e+08,1.39e+08,-2.8e+07,1.66e+08,1e+06,7.83e+08,7.83e+08,-1.72e+08,6.11e+08,6.11e+08,-8e+06,6.03e+08,6.03e+08,3.355e+09,2.958e+09,3.97e+08,3.753e+09,5.014e+09,8.05e+08,4.209e+09,1.2122e+10,4.196e+09,6.644e+09,1.29e+09,9.64e+08,1.592e+09,1.713e+09,1.084e+10,2.2962e+10,4.793e+09,3.279e+09,1.514e+09,4.71e+08,4.1e+08,1.396e+09,7.73e+08,6.23e+08,6.66e+09,3.62e+09,3.651e+09,6.21e+08,6.21e+08,2.202e+09,7.271e+09,1.3931e+10,2.393e+09,2.393e+09,-8.172e+09,1.5825e+10,-1.937e+09,8.109e+09,9.22e+08,9.031e+09,2.2962e+10,6.11e+08,1.7e+08,-1.18e+08,8e+06,8e+06,-1.34e+08,-3.24e+08,-3.74e+08,-3.36e+08,4.65e+08,-78999999.9999999,3.39e+08,-8.7e+07,-8.7e+07,6.4e+07,2.07e+08,-1.43e+08,-2e+06,-2.5e+07,-1.97e+08,-1.24e+08,-1.08e+08,-1.6e+07,-1.6e+07,-4e+08,-4.18e+08,-2.4e+07,-7.45e+08,-4.31e+08,-4.31e+08,-1.2e+07,-4.43e+08,8.14e+08,4.091e+09,5.75e+08,0.24393,0.10571,0.09898,0.06677,0.02626,0.95357,1.82012,1.54258,0.17816,4.10204,4.06608,41.44218,55.16327,3.91156,1.34014,6,0.0477,0.03428,0.3267,0.90418,1.14286
"46","2021_Q3",225.953125,"Down",6.111e+09,-4.633e+09,1.478e+09,-8.8e+08,-6e+08,-2.76e+08,-4e+06,5.98e+08,1.81e+08,-2.9e+07,1.37e+08,7.3e+07,7.79e+08,7.79e+08,-1.67e+08,6.12e+08,6.12e+08,-1.2e+07,6e+08,6e+08,2.919e+09,2.481e+09,4.38e+08,4.076e+09,4.936e+09,8.04e+08,4.132e+09,1.1931e+10,4.174e+09,6.503e+09,1.291e+09,9.42e+08,1.494e+09,1.68e+09,1.0677e+10,2.2608e+10,4.881e+09,3.172e+09,1.709e+09,2.57e+08,2e+08,1.466e+09,8.05e+08,6.61e+08,6.604e+09,3.62e+09,3.591e+09,6.17e+08,6.17e+08,2.146e+09,7.211e+09,1.3815e+10,2.405e+09,2.405e+09,-8.838e+09,1.6228e+10,-1.929e+09,7.866e+09,9.27e+08,8.793e+09,2.2608e+10,6.12e+08,1.67e+08,3.4e+07,1e+07,9e+06,1.5e+07,-1.97e+08,4.3e+07,-2.92e+08,-8.8e+07,1.4e+08,6.16e+08,-1.05e+08,-1.25e+08,-4.5e+07,1.74e+08,-2.19e+08,2.9e+07,-1.21e+08,-1.97e+08,-1.14e+08,-1.17e+08,3e+06,-1.7e+07,-6.64e+08,-6.72e+08,-2e+06,-9.77e+08,-4.82e+08,-4.82e+08,5e+06,-4.77e+08,7.65e+08,3.877e+09,6.3e+08,0.24186,0.09786,0.09818,0.06824,0.02654,1.05,1.80663,1.57114,0.17149,4.08163,4.04585,41.57143,53.5102,4.28571,1.34014,7,0.04901,0.03874,0.32833,1.25229,1.60201
"47","2021_Q4",221.0290625,"Down",5.968e+09,-4.554e+09,1.414e+09,-8.42e+08,-5.71e+08,-2.66e+08,-5e+06,5.72e+08,1.03e+08,-2.8e+07,9.4e+07,3.7e+07,6.75e+08,6.75e+08,-1.34e+08,5.41e+08,5.41e+08,-7e+06,5.34e+08,5.34e+08,3.018e+09,2.588e+09,4.3e+08,4.322e+09,4.98e+09,8.28e+08,4.152e+09,1.232e+10,4.185e+09,6.558e+09,1.289e+09,9.21e+08,1.543e+09,1.705e+09,1.0743e+10,2.3063e+10,5.021e+09,3.21e+09,1.811e+09,3.4e+08,2.85e+08,1.5e+09,8.06e+08,6.94e+08,6.861e+09,3.602e+09,3.597e+09,6.23e+08,6.23e+08,2.138e+09,7.199e+09,1.406e+10,2.412e+09,2.412e+09,-8.974e+09,1.6555e+10,-1.911e+09,8.082e+09,9.21e+08,9.003e+09,2.3063e+10,5.41e+08,1.6e+08,1.7e+07,8964010.27889632,-14149358.7340402,129177125.521951,-1.49e+08,10037741.0841901,-257625311.511953,-64277748.98116,128775600.817071,5.69e+08,-1.5e+08,-1.5e+08,1.4e+07,236882374.675838,-289034787.532326,4e+06,-1.32e+08,-2.07e+08,0,-263215583.448201,149751594.421781,-15340869.4902652,-1.37e+08,-1.38e+08,-1.3e+07,-3.57e+08,8e+07,8e+07,2.7e+07,1.07e+08,7.32e+08,3.942e+09,5.67e+08,0.23693,0.09584,0.08948,0.05931,0.02315,1.0618,1.79566,1.5617,0.17092,3.72125,3.69039,41.58885,56.32056,3.95122,1.44251,6,0.0448,0.03428,0.38764,1.2623,1.61538
"48","2022_Q1",211.169677419355,"Down",5.85e+09,-4.533e+09,1.317e+09,-9.31e+08,-6.29e+08,-2.88e+08,-1.4e+07,3.86e+08,1.28e+08,-2.6e+07,1.09e+08,4.5e+07,5.14e+08,5.14e+08,-1.14e+08,4e+08,4e+08,-6e+06,3.94e+08,3.94e+08,3.187e+09,2.592e+09,5.95e+08,4.355e+09,4.767e+09,7.77e+08,3.99e+09,1.2309e+10,4.422e+09,6.979e+09,1.287e+09,9e+08,1.538e+09,1.766e+09,1.1401e+10,2.371e+10,4.894e+09,3.021e+09,1.873e+09,5.8e+08,398220508.150066,1.61e+09,8.55e+08,7.55e+08,7.084e+09,3.579e+09,3.646e+09,611207594.203834,611207636.076164,2.796e+09,7.225e+09,1.4309e+10,2.099e+09,2410653800.89536,-9.123e+09,1.6741e+10,-1.571e+09,8.146e+09,1.255e+09,9.401e+09,2.371e+10,4e+08,1.65e+08,8e+06,6122551.9956613,-47358682.8307528,157721807.150333,1.59e+08,-308894164.764606,-282016107.325788,306886887.011989,-82688254.0255004,7.32e+08,-3.92e+08,3.62e+08,-1.66e+08,262561511.157352,-246322137.520571,-3.7e+07,-5.95e+08,-2.08e+08,2.34e+08,-191055371.285219,77114650.9956789,-15544189.6756233,-2.01e+08,-1.74e+08,2.7e+07,-1.48e+08,-10999999.9999999,-10999999.9999999,1.5e+07,4000000.00000006,5.51e+08,4.159e+09,4.32e+08,0.22513,0.06598,0.06735,0.04191,0.01662,1.09645,1.73758,1.52207,0.17541,2.74564,2.72287,40.76655,56.76655,3.01045,1.44948,5,0.03499,0.02511,0.52792,1.76407,2.51813
"49","2022_Q2",196.583225806452,"Down",6.385e+09,-4.853e+09,1.532e+09,-1.024e+09,-6.15e+08,-2.98e+08,-1.11e+08,5.08e+08,7e+07,-1.7e+07,9.6e+07,-9e+06,5.78e+08,5.78e+08,-1.55e+08,4.23e+08,4.23e+08,-5e+06,4.18e+08,4.18e+08,2.803e+09,2.276e+09,5.27e+08,4.586e+09,5.207e+09,8.39e+08,4.368e+09,1.2596e+10,4.381e+09,7.145e+09,1.286e+09,9.17e+08,1.592e+09,1.844e+09,1.1526e+10,2.4122e+10,5.208e+09,3.497e+09,1.711e+09,6.23e+08,5.54e+08,1.681e+09,8.83e+08,7.98e+08,7.512e+09,3.502e+09,3.745e+09,5.93e+08,5.93e+08,2.275e+09,7.247e+09,1.4759e+10,2.411e+09,2.411e+09,-9.412e+09,1.6952e+10,-1.515e+09,8.436e+09,9.27e+08,9.363e+09,2.4122e+10,4.23e+08,1.61e+08,5.3e+07,5e+06,-6.6e+07,1.14e+08,-4.73e+08,-4.17e+08,-2.89e+08,4.84e+08,-2.51e+08,1.64e+08,-1.04e+08,-1.04e+08,5.7e+07,2.54e+08,-1.97e+08,-4.6e+07,-1e+07,-2.07e+08,3e+06,2.7e+07,-2.4e+07,-2.4e+07,-3.02e+08,-3.11e+08,9e+06,-4.97e+08,-3.43e+08,-3.43e+08,2.7e+07,-3.16e+08,6.69e+08,4.125e+09,2.47e+08,0.23994,0.07956,0.06547,0.04464,0.01733,0.59091,1.67678,1.57631,0.17101,2.91289,2.88874,44.49477,58.78746,1.72125,1.44251,4,0.03627,0.01433,0.49522,1.97608,2.60236
"50","2022_Q3",210.68796875,"Up",6.586e+09,-4.86e+09,1.726e+09,-9.24e+08,-6.22e+08,-2.99e+08,-3e+06,8.02e+08,5.3e+07,-3.4e+07,9.5e+07,-7999999.99999999,8.55e+08,8.55e+08,-1.48e+08,7.07e+08,7.07e+08,-5e+06,7.02e+08,7.02e+08,2.998e+09,2.462e+09,5.36e+08,4.765e+09,4.999e+09,8.43e+08,4.156e+09,1.2762e+10,4.389e+09,7.326e+09,1.391e+09,1.054e+09,1.544e+09,1.876e+09,1.1715e+10,2.4477e+10,5.069e+09,3.405e+09,1.664e+09,9.35e+08,8.7e+08,1.667e+09,8.71e+08,7.96e+08,7.671e+09,3.49e+09,3.661e+09,5.89e+08,5.89e+08,2.22e+09,7.151e+09,1.4822e+10,2.423e+09,2.423e+09,-9.439e+09,1.745e+10,-1.696e+09,8.738e+09,9.17e+08,9.655e+09,2.4477e+10,7.07e+08,1.67e+08,-2.9e+07,9e+06,-4.6e+07,8e+06,-2.46e+08,1.65e+08,-2.09e+08,-5.8e+07,-1.44e+08,5.99e+08,-1.47e+08,-1.47e+08,-2.9e+07,2.07e+08,-2.36e+08,-6.2e+07,-5.66e+08,-2.04e+08,3.5e+08,3.41e+08,9e+06,-4.7e+07,-2.6e+07,-3.6e+07,-1.4e+07,1.06e+08,1.39e+08,1.39e+08,4.7e+07,1.86e+08,9.69e+08,4.425e+09,7.24e+08,0.26207,0.12177,0.10659,0.07271,0.02868,1.03134,1.66367,1.53516,0.18078,4.93671,4.90566,46.31505,61.44866,5.09142,1.4346,6,0.05107,0.04081,0.2906,1.47265,1.7793
