"","YQ","p","d","revenue","cost_of_revenue","gross_profit","operating_expenses","selling_general_administrative","depreciation_amortization","operating_income_loss","non_operating_income_loss","interest_expense_net","pretax_income_loss_adj","pretax_income_loss","income_tax_expense_benefit_net","income_loss_from_continuing_operations","income_loss_incl_minority_interest","minority_interest","net_income","net_income_common","cash_cash_equivalents_short_term_investments","cash_cash_equivalents","accounts_notes_receivable","accounts_receivable_net","other_short_term_assets","prepaid_expenses","total_current_assets","property_plant_equipment_net","other_long_term_assets","goodwill","other_intangible_assets","misc_long_term_assets","total_noncurrent_assets","total_assets","payables_accruals","accounts_payable","other_payables_accruals","other_short_term_liabilities","deferred_revenue_short_term","misc_short_term_liabilities","total_current_liabilities","long_term_debt","other_long_term_liabilities","pension_liabilities","misc_long_term_liabilities","total_noncurrent_liabilities","total_liabilities","share_capital_additional_paid_in_capital","treasury_stock","retained_earnings","other_equity","equity_before_minority_interest","minority_interest_2","total_equity","total_liabilities_equity","net_income_starting_line","depreciation_amortization_2","non_cash_items","stock_based_compensation","other_non_cash_adjustments","change_in_working_capital","change_in_accounts_receivable","change_in_other","net_cash_from_operating_activities","change_in_fixed_assets_intangibles","other_change_in_fixed_assets_intangibles","net_cash_from_acquisitions_divestitures","net_cash_from_investing_activities","dividends_paid","cash_from_repurchase_of_equity","increase_in_capital_stock","decrease_in_capital_stock","other_financing_activities","net_cash_from_financing_activities","net_cash_before_disc_operations_and_fx","net_cash_before_fx","effect_of_foreign_exchange_rates","net_change_in_cash","ebitda","total_debt","free_cash_flow","gross_profit_margin","operating_margin","net_profit_margin","return_on_equity","return_on_assets","free_cash_flow_to_net_income","current_ratio","liabilities_to_equity_ratio","debt_ratio","earnings_per_share_basic","earnings_per_share_diluted","sales_per_share","equity_per_share","free_cash_flow_per_share","dividends_per_share","piotroski_f_score","return_on_invested_capital","cash_return_on_invested_capital","dividend_payout_ratio","net_debt_ebitda","net_debt_ebit"
"29","2017_Q2",132.114444444444,"Up",1.453e+09,-4.11e+08,1.042e+09,-3.94e+08,-3.6e+08,-4.3e+07,6.48e+08,-3.7e+07,-3.7e+07,6.11e+08,6.11e+08,-1.81e+08,4.3e+08,4.3e+08,-3.1e+07,3.99e+08,3.99e+08,2.411e+09,2.411e+09,1.108e+09,1.108e+09,1.44e+08,1.44e+08,3.663e+09,2.65e+08,4.726e+09,2.96e+09,1.474e+09,2.92e+08,4.991e+09,8.654e+09,6.1e+08,1.62e+08,4.48e+08,1.859e+09,1.51e+09,3.49e+08,2.469e+09,3.565e+09,6.96e+08,2.71e+08,4.25e+08,4.261e+09,6.73e+09,8.82e+08,-8.867e+09,9.509e+09,-7.35e+08,7.89e+08,1.135e+09,1.924e+09,8.654e+09,4.3e+08,4.3e+07,3.7e+07,1.9e+07,1.8e+07,-1.57e+08,1.2e+07,-1.69e+08,3.53e+08,-2.1e+07,-2.3e+07,-1e+06,-2.2e+07,-1.06e+08,-1.72e+08,2.9e+07,-2.01e+08,-6.8e+07,-3.46e+08,-1.5e+07,-1.5e+07,3.4e+07,1.9e+07,6.91e+08,3.565e+09,6.94e+08,0.71714,0.44597,0.2746,0.20738,0.04611,1.73935,1.4836,3.49792,0.41195,1.54531,1.52991,5.62742,3.05577,2.68784,0.41053,7,0.08165,0.11221,0.26566,1.67004,1.78086
"30","2017_Q3",145.026825396825,"Up",1.509e+09,-4.32e+08,1.077e+09,-4.01e+08,-3.65e+08,-4.5e+07,6.76e+08,-3.7e+07,-3.7e+07,6.39e+08,6.39e+08,-1.82e+08,4.57e+08,4.57e+08,-3.6e+07,4.21e+08,4.21e+08,2.384e+09,2.384e+09,1.166e+09,1.166e+09,1.73e+08,1.73e+08,3.723e+09,2.64e+08,4.804e+09,2.982e+09,1.442e+09,3.8e+08,5.068e+09,8.791e+09,5.35e+08,1.62e+08,3.73e+08,1.827e+09,1.502e+09,3.25e+08,2.362e+09,3.566e+09,6.83e+08,2.69e+08,4.14e+08,4.249e+09,6.611e+09,9.02e+08,-9e+09,9.816e+09,-6.99e+08,1.019e+09,1.161e+09,2.18e+09,8.791e+09,4.57e+08,4.5e+07,4.3e+07,2.2e+07,2.1e+07,-2.24e+08,-6.1e+07,-1.63e+08,3.21e+08,-3.3e+07,-3.3e+07,-6.9e+07,-1.02e+08,-1.06e+08,-1.36e+08,9e+06,-1.45e+08,-3e+07,-2.72e+08,-5.3e+07,-5.3e+07,2.6e+07,-2.7e+07,7.21e+08,3.566e+09,6.46e+08,0.71372,0.44798,0.27899,0.19312,0.04789,1.53444,1.57621,3.03257,0.40564,1.63622,1.61985,5.86475,3.96036,2.51069,0.41197,7,0.08197,0.10048,0.25178,1.63939,1.74852
"31","2017_Q4",156.16126984127,"Up",1.513e+09,-4.19e+08,1.094e+09,-4.36e+08,-3.98e+08,-4.6e+07,6.58e+08,-3.6e+07,-3.6e+07,6.22e+08,6.22e+08,-1.7e+08,4.52e+08,4.52e+08,-3.8e+07,4.14e+08,4.14e+08,2.312e+09,2.312e+09,1.188e+09,1.188e+09,1.53e+08,1.53e+08,3.653e+09,2.59e+08,4.802e+09,2.992e+09,1.421e+09,3.89e+08,5.061e+09,8.714e+09,6.2e+08,1.7e+08,4.5e+08,1.788e+09,1.424e+09,3.64e+08,2.408e+09,3.568e+09,6.84e+08,2.58e+08,4.26e+08,4.252e+09,6.66e+09,8.3e+08,-9.379e+09,1.0066e+10,-6.78e+08,8.39e+08,1.215e+09,2.054e+09,8.714e+09,4.52e+08,4.6e+07,4.4e+07,2.4e+07,2e+07,-1.3e+07,-1.5e+07,2e+06,5.29e+08,-2.1e+07,-2.1e+07,-1e+07,-3.1e+07,-1.04e+08,-4.69e+08,3.1e+07,-5e+08,-2e+07,-5.93e+08,-9.5e+07,-9.5e+07,2.3e+07,-7.2e+07,7.04e+08,3.568e+09,8.4e+08,0.72307,0.4349,0.27363,0.20156,0.04751,2.02899,1.51703,3.24245,0.40946,1.62035,1.60527,5.92172,3.28376,3.28767,0.40705,8,0.08214,0.13321,0.25121,1.78409,1.90881
"32","2018_Q1",177.019344262295,"Up",1.588e+09,-4.33e+08,1.155e+09,-5.27e+08,-4.82e+08,-4.6e+07,6.28e+08,-3.9e+07,-3.9e+07,5.89e+08,5.89e+08,-2.9e+08,2.99e+08,2.99e+08,-3.7e+07,2.62e+08,2.62e+08,2.789e+09,2.777e+09,1.319e+09,1.319e+09,2.16e+08,2.14e+08,4.324e+09,2.75e+08,4.826e+09,2.989e+09,1.388e+09,4.49e+08,5.101e+09,9.425e+09,8.51e+08,1.95e+08,6.56e+08,1.964e+09,1.613e+09,3.51e+08,3.214e+09,3.17e+09,9.23e+08,2.44e+08,6.79e+08,4.093e+09,7.307e+09,9.37e+08,-9.602e+09,1.0023e+10,-6.49e+08,7.09e+08,1.409e+09,2.118e+09,9.425e+09,2.99e+08,4.6e+07,8.7e+07,3.4e+07,5.3e+07,3.81e+08,-1.32e+08,5.13e+08,8.13e+08,-4.6e+07,-4.6e+07,-2999999.99999999,-5.4e+07,-1.05e+08,-1.49e+08,6e+06,-1.55e+08,-4.2e+07,-2.96e+08,4.63e+08,4.63e+08,4e+06,4.67e+08,6.74e+08,3.569e+09,1.299e+09,0.72733,0.39547,0.16499,0.1237,0.0278,4.95802,1.34536,3.44995,0.37867,1.03068,1.01946,6.24705,2.78914,5.11015,0.41306,7,0.05552,0.19652,0.40076,1.15727,1.24204
"33","2018_Q2",189.93359375,"Up",1.567e+09,-4.3e+08,1.137e+09,-4.22e+08,-3.81e+08,-4.5e+07,7.15e+08,-3.4e+07,-3.4e+07,6.81e+08,6.81e+08,-1.47e+08,5.34e+08,5.34e+08,-4.3e+07,4.91e+08,4.91e+08,1.756e+09,1.756e+09,1.313e+09,1.313e+09,2.15e+08,2.15e+08,3.284e+09,2.7e+08,4.943e+09,3.045e+09,1.39e+09,5.08e+08,5.213e+09,8.497e+09,5.73e+08,1.96e+08,3.77e+08,2.162e+09,1.679e+09,4.83e+08,3.135e+09,3.17e+09,7.74e+08,2.35e+08,5.39e+08,3.944e+09,7.079e+09,7.47e+08,-1.0537e+10,1.0427e+10,-6.3e+08,7e+06,1.411e+09,1.418e+09,8.497e+09,5.34e+08,4.5e+07,3.7e+07,1.3e+07,9e+06,-2.56e+08,7e+06,-2.63e+08,3.6e+08,-3.3e+07,-3.3e+07,-5.4e+07,-8.7e+07,-1.27e+08,-1.09e+09,1e+07,-1.1e+09,-9.9e+07,-1.316e+09,-1.043e+09,-1.043e+09,2e+07,-1.023e+09,7.6e+08,3.57e+09,6.18e+08,0.72559,0.45629,0.31334,0.34626,0.05779,1.25866,1.04753,4.99224,0.42015,1.94532,1.93003,6.2084,0.02773,2.44849,0.50317,7,0.10725,0.10725,0.25866,2.38684,2.53706
"34","2018_Q3",198.938571428571,"Up",1.609e+09,-4.54e+08,1.155e+09,-4.71e+08,-4.31e+08,-5.2e+07,6.84e+08,-2.7e+07,-2.7e+07,6.57e+08,6.57e+08,-1.56e+08,5.01e+08,5.01e+08,-4.1e+07,4.6e+08,4.6e+08,1.885e+09,1.885e+09,1.29e+09,1.29e+09,2.93e+08,2.43e+08,3.468e+09,2.73e+08,5.476e+09,3.538e+09,1.453e+09,4.85e+08,5.749e+09,9.217e+09,6.83e+08,1.92e+08,4.91e+08,2.041e+09,1.689e+09,3.52e+08,2.724e+09,3.66e+09,7.66e+08,2.29e+08,5.37e+08,4.426e+09,7.15e+09,1.144e+09,-1.0536e+10,1.068e+10,-7.05e+08,5.83e+08,1.484e+09,2.067e+09,9.217e+09,5.01e+08,5.2e+07,1.21e+08,3.3e+07,1.03e+08,-1.31e+08,1.2e+07,-1.43e+08,5.43e+08,-2.7e+07,-2.7e+07,-1.91e+08,-2.18e+08,-1.26e+08,6e+06,6e+06,0,-5.4e+07,-8.8e+07,2.37e+08,2.37e+08,-5.8e+07,1.79e+08,7.36e+08,3.66e+09,7.34e+08,0.71784,0.42511,0.28589,0.22254,0.04991,1.59565,1.27313,3.45912,0.39709,1.83194,1.81603,6.40781,2.32178,2.92314,0.50179,8,0.09025,0.11304,0.27391,2.41168,2.59503
"35","2018_Q4",173.071428571429,"Down",1.545e+09,-4.06e+08,1.139e+09,-4.3e+08,-3.82e+08,-5.4e+07,7.09e+08,-3.7e+07,-3.7e+07,6.72e+08,6.72e+08,-1.37e+08,5.35e+08,5.35e+08,-3.9e+07,4.96e+08,4.96e+08,2.158e+09,2.158e+09,1.237e+09,1.237e+09,2.33e+08,1.88e+08,3.628e+09,2.75e+08,5.48e+09,3.544e+09,1.42e+09,5.16e+08,5.755e+09,9.383e+09,5.93e+08,1.94e+08,3.99e+08,1.924e+09,1.576e+09,3.48e+08,2.517e+09,3.661e+09,7.62e+08,2.25e+08,5.37e+08,4.423e+09,6.94e+09,1.309e+09,-1.0704e+10,1.1003e+10,-7.03e+08,9.05e+08,1.538e+09,2.443e+09,9.383e+09,5.35e+08,5.4e+07,-2.8e+07,2.7e+07,-5.5e+07,-6.3e+07,4.3e+07,-1.06e+08,4.98e+08,-2.8e+07,-2.8e+07,-1.3e+07,-4.1e+07,-1.26e+08,0,8e+06,-8e+06,-4.9e+07,-1.75e+08,2.82e+08,2.82e+08,-1.4e+07,2.68e+08,7.63e+08,3.661e+09,8.09e+08,0.73722,0.4589,0.32104,0.20303,0.05286,1.63105,1.4414,2.84077,0.39017,1.97374,1.95661,6.14803,3.60127,3.21926,0.50139,7,0.09059,0.11783,0.25403,1.96986,2.11989
"36","2019_Q1",187.679508196721,"Up",1.537e+09,-5.48e+08,9.89e+08,-3.07e+08,-2.3e+08,-5.5e+07,6.82e+08,-1.1e+07,-3.6e+07,6.71e+08,6.71e+08,-1.2e+08,5.51e+08,5.51e+08,-4e+07,5.11e+08,5.11e+08,1.917e+09,1.917e+09,1.449e+09,1.449e+09,2.38e+08,1.97e+08,3.604e+09,2.7e+08,5.584e+09,3.535e+09,1.524e+09,5.25e+08,5.854e+09,9.458e+09,6.37e+08,2.11e+08,4.26e+08,1.992e+09,1.641e+09,3.51e+08,2.629e+09,3.662e+09,8.63e+08,2.29e+08,6.34e+08,4.525e+09,7.154e+09,1.127e+09,-1.1041e+10,1.1284e+10,-7.42e+08,6.28e+08,1.676e+09,2.304e+09,9.458e+09,5.51e+08,5.5e+07,1.08e+08,2.1e+07,6e+06,-5.1e+07,-2.26e+08,1.75e+08,6.63e+08,-1.9e+07,-2.5e+07,-1.43e+08,-1.67e+08,-1.24e+08,-5.42e+08,1e+07,-5.52e+08,-4.3e+07,-7.09e+08,-2.13e+08,-2.13e+08,-3.2e+07,-2.45e+08,7.37e+08,3.662e+09,7.87e+08,0.64346,0.44372,0.33247,0.22179,0.05403,1.54012,1.37086,3.10503,0.38719,2.05386,2.031,6.17765,2.52412,3.16318,0.49839,6,0.09299,0.11524,0.24266,2.36771,2.55865
"37","2019_Q2",212.243333333333,"Up",1.571e+09,-4.39e+08,1.132e+09,-5.3e+08,-3.75e+08,-5.2e+07,6.02e+08,-3.6e+07,-3.6e+07,5.66e+08,5.66e+08,-1.13e+08,4.53e+08,4.53e+08,-4.3e+07,4.1e+08,4.1e+08,1.403e+09,1.403e+09,1.539e+09,1.539e+09,2.4e+08,2.07e+08,3.182e+09,2.68e+08,6.27e+09,3.533e+09,1.492e+09,1.245e+09,6.538e+09,9.72e+09,5.51e+08,2.17e+08,3.34e+08,2.104e+09,1.689e+09,4.15e+08,2.655e+09,3.663e+09,1.367e+09,2.27e+08,1.14e+09,5.03e+09,7.685e+09,1.066e+09,-1.1638e+10,1.1532e+10,-6.33e+08,3.27e+08,1.708e+09,2.035e+09,9.72e+09,4.53e+08,5.2e+07,1.22e+08,1.2e+07,1e+08,-3.34e+08,-8.7e+07,-2.47e+08,2.93e+08,-2e+07,-2e+07,-1e+06,-2.1e+07,-1.41e+08,-6.21e+08,2.3e+07,-6.44e+08,-6.7e+07,-8.29e+08,-5.57e+08,-5.57e+08,3.5e+07,-5.22e+08,6.54e+08,3.663e+09,4.13e+08,0.72056,0.3832,0.26098,0.20147,0.04218,1.00732,1.19849,3.77641,0.37685,1.66194,1.65123,6.36806,1.3255,1.6741,0.57154,4,0.07799,0.05846,0.3439,3.45566,3.75415
"38","2019_Q3",243.4934375,"Up",1.704e+09,-4.59e+08,1.245e+09,-4.26e+08,-3.8e+08,-5.2e+07,8.19e+08,-3.7e+07,-3.7e+07,7.82e+08,7.82e+08,-1.8e+08,6.02e+08,6.02e+08,-4.7e+07,5.55e+08,5.55e+08,1.881e+09,1.881e+09,1.543e+09,1.543e+09,2.7e+08,2.31e+08,3.694e+09,2.8e+08,6.211e+09,3.519e+09,1.453e+09,1.239e+09,6.491e+09,1.0185e+10,5.71e+08,2.14e+08,3.57e+08,2.128e+09,1.709e+09,4.19e+08,2.699e+09,3.664e+09,1.362e+09,2.3e+08,1.132e+09,5.026e+09,7.725e+09,1.084e+09,-1.1631e+10,1.171e+10,-6.51e+08,5.12e+08,1.948e+09,2.46e+09,1.0185e+10,6.02e+08,5.2e+07,5.8e+07,2.1e+07,3.5e+07,5e+06,-7999999.99999997,13000000.0000001,7.17e+08,-2.6e+07,-2.6e+07,-3e+06,-3.2e+07,-1.4e+08,7999999.99999988,8e+06,0,-4.7e+07,-1.79e+08,5.06e+08,5.06e+08,-2.2e+07,4.84e+08,8.71e+08,3.664e+09,1.03e+09,0.73063,0.48063,0.3257,0.22561,0.05449,1.85586,1.36866,3.14024,0.35974,2.25518,2.24242,6.92401,2.08046,4.18529,0.56887,8,0.09284,0.13759,0.25225,2.04707,2.17705
"39","2019_Q4",253.651875,"Up",1.689e+09,-5.62e+08,1.127e+09,-1.89e+08,-2.37e+08,-4.9e+07,9.38e+08,-1.36e+08,-3.2e+07,8.02e+08,8.51e+08,-1.89e+08,6.62e+08,6.62e+08,-4.5e+07,6.17e+08,6.17e+08,1.996e+09,1.996e+09,1.486e+09,1.486e+09,2.4e+08,2.17e+08,3.722e+09,2.98e+08,6.168e+09,3.515e+09,1.427e+09,1.226e+09,6.466e+09,1.0188e+10,6.29e+08,1.88e+08,4.41e+08,2.045e+09,1.614e+09,4.31e+08,3.373e+09,2.966e+09,1.422e+09,2.26e+08,1.196e+09,4.388e+09,7.761e+09,1.129e+09,-1.2153e+10,1.2054e+10,-6.84e+08,3.46e+08,2.081e+09,2.427e+09,1.0188e+10,6.62e+08,4.9e+07,8e+06,2e+07,-3.3e+07,4.3e+07,4.5e+07,-2e+06,7.62e+08,5.4e+07,-3.1e+07,-2.1e+07,3.3e+07,-1.4e+08,-4.93e+08,7e+06,-5e+08,-4.3e+07,-6.76e+08,1.19e+08,1.19e+08,-2e+07,9.9e+07,9.87e+08,3.665e+09,1.273e+09,0.66726,0.55536,0.3653,0.25422,0.06056,2.06321,1.10347,3.19778,0.35974,2.5194,2.50406,6.89669,1.41282,5.19804,0.57166,7,0.10075,0.16942,0.2269,1.69098,1.77932
"40","2020_Q1",268.374032258065,"Up",1.735e+09,-5.16e+08,1.219e+09,-4.01e+08,-3.5e+08,-5.1e+07,8.18e+08,-3e+07,-3.6e+07,7.88e+08,7.31e+08,-1.45e+08,5.86e+08,5.86e+08,-4.5e+07,5.41e+08,5.41e+08,2.894e+09,2.866e+09,1.577e+09,1.577e+09,2.41e+08,2.21e+08,4.712e+09,3.2e+08,6.316e+09,3.575e+09,1.424e+09,1.317e+09,6.636e+09,1.1348e+10,7.04e+08,1.9e+08,5.14e+08,2.389e+09,1.928e+09,4.61e+08,3.093e+09,3.948e+09,1.503e+09,2.59e+08,1.244e+09,5.451e+09,8.544e+09,1.197e+09,-1.2299e+10,1.2205e+10,-6.24e+08,4.79e+08,2.325e+09,2.804e+09,1.1348e+10,5.86e+08,5.1e+07,8.3e+07,2.5e+07,4.5e+07,2.84e+08,-8.5e+07,3.69e+08,1.004e+09,-3.8e+07,-3.8e+07,-6.6e+07,-1.11e+08,-1.39e+08,-94000000.0000001,2e+06,-9.6e+07,-5.2e+07,-6.7e+07,8.26e+08,8.6e+08,7e+06,8.67e+08,8.69e+08,3.948e+09,1.26e+09,0.70259,0.47147,0.31182,0.19294,0.04767,2.32902,1.52344,3.04708,0.3479,2.21812,2.20456,7.11357,1.96392,5.16605,0.56991,8,0.08237,0.15263,0.25693,1.21289,1.28851
"41","2020_Q2",294.922063492064,"Up",1.786e+09,-5.18e+08,1.268e+09,-3.63e+08,-3.14e+08,-4.9e+07,9.05e+08,-3.5e+07,-3.4e+07,8.7e+08,8.77e+08,-1.88e+08,6.89e+08,6.89e+08,-5e+07,6.39e+08,6.39e+08,1.932e+09,1.932e+09,1.504e+09,1.504e+09,2.59e+08,2.39e+08,3.695e+09,3.09e+08,6.459e+09,3.703e+09,1.439e+09,1.317e+09,6.768e+09,1.0463e+10,5.85e+08,2.03e+08,3.82e+08,2.398e+09,1.897e+09,5.01e+08,2.983e+09,3.949e+09,1.457e+09,2.58e+08,1.199e+09,5.406e+09,8.389e+09,1.048e+09,-1.3329e+10,1.2691e+10,-6.6e+08,-2.5e+08,2.324e+09,2.074e+09,1.0463e+10,6.89e+08,4.9e+07,3.7e+07,1.1e+07,3.2e+07,-9.5e+07,7.6e+07,-1.71e+08,6.8e+08,-1.1e+07,-1.1e+07,-1.83e+08,-1.83e+08,-1.61e+08,-1.145e+09,8e+06,-1.153e+09,-9.5e+07,-1.401e+09,-9.04e+08,-9.04e+08,-3e+07,-9.34e+08,9.54e+08,3.949e+09,1.036e+09,0.70997,0.50672,0.35778,0.3081,0.06107,1.62128,1.23869,4.04484,0.37743,2.63941,2.62639,7.37712,-1.03263,4.27922,0.66501,7,0.10695,0.1385,0.25196,2.11426,2.22873
"42","2020_Q3",346.71234375,"Up",1.943e+09,-4.93e+08,1.45e+09,-3.46e+08,-2.95e+08,-5.1e+07,1.104e+09,-3e+07,-4e+07,1.074e+09,1.075e+09,-2.33e+08,8.42e+08,8.42e+08,-5e+07,7.92e+08,7.92e+08,2.667e+09,2.667e+09,1.557e+09,1.557e+09,2.35e+08,2.18e+08,4.459e+09,2.99e+08,6.347e+09,3.7e+09,1.407e+09,1.24e+09,6.646e+09,1.1105e+10,7.55e+08,1.86e+08,5.69e+08,2.285e+09,1.85e+09,4.35e+08,3.04e+09,3.95e+09,1.444e+09,2.6e+08,1.184e+09,5.394e+09,8.434e+09,1.056e+09,-1.3331e+10,1.3189e+10,-7.04e+08,2.1e+08,2.461e+09,2.671e+09,1.1105e+10,8.42e+08,5.1e+07,2.3e+07,1.1e+07,3e+06,2.1e+07,-4.6e+07,6.7e+07,9.37e+08,-5e+06,-7e+06,-2e+06,-3e+06,-1.62e+08,4e+06,4e+06,0,-5.1e+07,-2.09e+08,7.25e+08,7.25e+08,7e+06,7.32e+08,1.155e+09,3.95e+09,1.404e+09,0.74627,0.56819,0.40762,0.29652,0.07132,1.77273,1.46678,3.15762,0.3557,3.28767,3.27408,8.06559,0.87173,5.82814,0.67248,9,0.11829,0.17409,0.20455,1.11082,1.16214
"43","2020_Q4",332.12375,"Down",1.846e+09,-5.17e+08,1.329e+09,-3.94e+08,-3.4e+08,-5.4e+07,9.35e+08,-2.8e+07,-3.5e+07,9.07e+08,6.36e+08,-1.38e+08,4.98e+08,4.98e+08,-4.4e+07,4.54e+08,4.54e+08,3.148e+09,3.148e+09,1.427e+09,1.427e+09,2.66e+08,2.46e+08,4.841e+09,2.98e+08,6.313e+09,3.715e+09,1.376e+09,1.222e+09,6.611e+09,1.1452e+10,6.57e+08,1.86e+08,4.71e+08,2.158e+09,1.72e+09,4.38e+08,2.815e+09,4.11e+09,1.518e+09,2.62e+08,1.256e+09,5.628e+09,8.443e+09,1.211e+09,-1.346e+10,1.3368e+10,-6.77e+08,4.42e+08,2.567e+09,3.009e+09,1.1452e+10,4.98e+08,5.4e+07,3.17e+08,3.8e+07,2.96e+08,-6e+07,1.42e+08,-2.02e+08,8.09e+08,-1.8e+07,-2.5e+07,-4e+06,-1.8e+07,-1.61e+08,-9e+06,2e+06,-1.1e+07,-5.2e+07,-3.4e+08,4.51e+08,4.51e+08,3.3e+07,4.84e+08,9.89e+08,4.11e+09,1.049e+09,0.71993,0.5065,0.24594,0.15088,0.03964,2.31057,1.71972,2.80592,0.35889,1.88695,1.87836,7.67249,1.83707,4.35993,0.66916,6,0.07121,0.12145,0.35463,0.9727,1.02888
"44","2021_Q1",328.414426229508,"Down",1.867e+09,-5.66e+08,1.301e+09,-6.44e+08,-5.92e+08,-5.2e+07,6.57e+08,-1.7e+07,-3.2e+07,6.4e+08,6.4e+08,-1.35e+08,5.05e+08,5.05e+08,-5.1e+07,4.54e+08,4.54e+08,4.117e+09,4.108e+09,1.593e+09,1.593e+09,2.78e+08,2.64e+08,5.988e+09,2.84e+08,6.265e+09,3.735e+09,1.352e+09,8.81e+08,6.549e+09,1.2537e+10,8.68e+08,2.33e+08,6.35e+08,2.719e+09,2.168e+09,5.51e+08,3.587e+09,4.11e+09,1.488e+09,2.91e+08,1.197e+09,5.598e+09,9.185e+09,1.24e+09,-1.3461e+10,1.3367e+10,-6.37e+08,5.09e+08,2.843e+09,3.352e+09,1.2537e+10,5.05e+08,5.2e+07,1.94e+08,3e+07,1.81e+08,3.9e+08,-1.54e+08,5.44e+08,1.141e+09,-2.4e+07,-3.3e+07,-1.2e+07,-3.6e+07,-1.61e+08,2e+06,2e+06,0,-5.7e+07,-2.16e+08,8.89e+08,9.64e+08,-9999999.99999999,9.54e+08,7.09e+08,4.11e+09,1.21e+09,0.69684,0.3519,0.24317,0.13544,0.03621,2.6652,1.66936,2.74016,0.32783,1.88852,1.87992,7.76622,2.1173,5.03328,0.66972,6,0.06872,0.1352,0.35463,-0.00987000000000005,-0.01065
"45","2021_Q2",380.066349206349,"Up",2.016e+09,-5.27e+08,1.489e+09,-4.1e+08,-3.6e+08,-5e+07,1.079e+09,-2.5e+07,-3.2e+07,1.054e+09,1.056e+09,-2.48e+08,8.08e+08,8.08e+08,-5.3e+07,7.55e+08,7.55e+08,4.5e+09,4.5e+09,1.509e+09,1.509e+09,2.97e+08,2.79e+08,6.306e+09,2.81e+08,6.243e+09,3.713e+09,1.332e+09,1.198e+09,6.524e+09,1.283e+10,7.4e+08,2.41e+08,4.99e+08,2.663e+09,2.111e+09,5.52e+08,3.403e+09,4.111e+09,1.41e+09,2.87e+08,1.123e+09,5.521e+09,8.924e+09,1.229e+09,-1.3469e+10,1.392e+10,-6.48e+08,1.032e+09,2.874e+09,3.906e+09,1.283e+10,8.08e+08,5e+07,4.3e+07,1.9e+07,2.7e+07,-1.33e+08,6.5e+07,-1.98e+08,7.68e+08,-1.6e+07,-1.8e+07,-9e+06,-2.4e+07,-1.86e+08,3e+06,3e+06,-1621267921.6961,-1.1e+08,-2.93e+08,4.51e+08,4.51e+08,-5.5e+07,3.96e+08,1.129e+09,4.111e+09,1.228e+09,0.73859,0.53522,0.3745,0.19329,0.05885,1.62649,1.85307,2.28469,0.32042,3.13799,3.125,8.37905,4.28928,5.10391,0.77307,7,0.09982,0.13026,0.24636,-0.34455,-0.36052
"46","2021_Q3",429.33421875,"Up",2.106e+09,-5.28e+08,1.578e+09,-4.25e+08,-3.8e+08,-4.5e+07,1.153e+09,-9e+06,-3.1e+07,1.144e+09,1.144e+09,-2.86e+08,8.58e+08,8.58e+08,-6e+07,7.98e+08,7.98e+08,5.213e+09,5.213e+09,1.421e+09,1.421e+09,2.98e+08,2.9e+08,6.932e+09,2.68e+08,6.198e+09,3.719e+09,1.311e+09,1.168e+09,6.466e+09,1.3398e+10,7.16e+08,2.1e+08,5.06e+08,2.599e+09,2.099e+09,5e+08,3.315e+09,4.112e+09,1.535e+09,2.9e+08,1.245e+09,5.647e+09,8.962e+09,1.257e+09,-1.3465e+10,1.4237e+10,-7.64e+08,1.265e+09,3.171e+09,4.436e+09,1.3398e+10,8.58e+08,4.5e+07,-7e+06,3.1e+07,6000000.00000001,27000000.0000001,8.8e+07,-60999999.9999999,9.23e+08,-7000000.00000001,-7e+06,-1e+06,-8999999.99999999,-1.85e+08,4e+06,4e+06,-4451088192.55964,-5.2e+07,-2.33e+08,6.81e+08,6.81e+08,2.2e+07,7.03e+08,1.198e+09,4.112e+09,1.504e+09,0.74929,0.54748,0.37892,0.17989,0.05956,1.88471,2.0911,2.02029,0.30691,3.31671,3.30298,8.75312,5.25769,6.25104,0.76891,7,0.09749,0.14916,0.23183,-0.91903,-0.9549
"47","2021_Q4",454.03625,"Up",2.087e+09,-5.48e+08,1.539e+09,-4.59e+08,-4.17e+08,-4.2e+07,1.08e+09,-9e+06,-3.1e+07,1.071e+09,1.074e+09,-2.13e+08,8.61e+08,8.61e+08,-6.5e+07,7.96e+08,7.96e+08,5.899e+09,5.899e+09,1.445e+09,1.445e+09,2.94e+08,2.86e+08,7.638e+09,2.56e+08,6.217e+09,3.71e+09,1.288e+09,1.219e+09,6.473e+09,1.4111e+10,8.69e+08,2.44e+08,6.25e+08,2.517e+09,2.006e+09,5.11e+08,3.386e+09,4.113e+09,1.511e+09,2.88e+08,1.223e+09,5.624e+09,9.01e+09,1.295e+09,-1.3472e+10,1.4772e+10,-7.5e+08,1.845e+09,3.256e+09,5.101e+09,1.4111e+10,8.61e+08,4.2e+07,9.8e+07,4e+07,1e+07,-3.4e+07,-3.1e+07,-3e+06,9.67e+08,1e+06,-8e+06,-9e+06,-9e+06,-1.86e+08,3e+06,3e+06,-7170574502.57514,-6.3e+07,-2.46e+08,7.12e+08,7.12e+08,-2.6e+07,6.86e+08,1.122e+09,4.113e+09,1.302e+09,0.73742,0.51749,0.38141,0.15605,0.05641,1.63568,2.25576,1.76632,0.29147,3.30565,3.29334,8.66694,7.66196,5.40698,0.77243,7,0.09156,0.1214,0.23367,-1.5918,-1.6537
