"","YQ","p","d","revenue","cost_of_revenue","gross_profit","operating_expenses","selling_general_administrative","depreciation_amortization","operating_income_loss","non_operating_income_loss","interest_expense_net","other_non_operating_income_loss","pretax_income_loss_adj","pretax_income_loss","income_tax_expense_benefit_net","income_loss_from_continuing_operations","income_loss_incl_minority_interest","net_income","net_income_common","cash_cash_equivalents_short_term_investments","cash_cash_equivalents","accounts_notes_receivable","accounts_receivable_net","other_short_term_assets","prepaid_expenses","total_current_assets","property_plant_equipment_net","other_long_term_assets","goodwill","misc_long_term_assets","total_noncurrent_assets","total_assets","payables_accruals","accounts_payable","total_current_liabilities","long_term_debt","other_long_term_liabilities","misc_long_term_liabilities","total_noncurrent_liabilities","total_liabilities","share_capital_additional_paid_in_capital","retained_earnings","equity_before_minority_interest","total_equity","total_liabilities_equity","net_income_starting_line","depreciation_amortization_2","non_cash_items","change_in_working_capital","net_cash_from_operating_activities","change_in_fixed_assets_intangibles","other_investing_activities","net_cash_from_investing_activities","cash_from_repayment_of_debt","cash_from_repurchase_of_equity","decrease_in_capital_stock","net_cash_from_financing_activities","net_cash_before_disc_operations_and_fx","net_cash_before_fx","net_change_in_cash","ebitda","total_debt","free_cash_flow","gross_profit_margin","operating_margin","net_profit_margin","return_on_equity","return_on_assets","free_cash_flow_to_net_income","current_ratio","liabilities_to_equity_ratio","debt_ratio","earnings_per_share_basic","earnings_per_share_diluted","sales_per_share","equity_per_share","free_cash_flow_per_share","return_on_invested_capital","cash_return_on_invested_capital","net_debt_ebitda","net_debt_ebit"
"33","2018_Q2",17.40546875,"Down",440916000,-319151000,121765000,-63060000,-24971000,-38089000,58705000,-18993000,-19036000,43000,39712000,39712000,-1935000,37777000,37777000,37777000,37777000,56400000,56400000,212634000,212634000,19566000,19566000,288600000,2825203000,150647000,44779000,94673999.9999999,2975850000,3264450000,273415000,269458000,285844000,1455265000,89131000,52804000,1544396000,1830240000,1796856000,-360618000,1434210000,1434210000,3264450000,37777000,38089000,2835000,29778000,108479000,-20684000,-705000,-69850000,19219000,-2525000,-2525000,-34412000,4217000,4217000,4217000,96794000,1467694000,107823000,0.27616,0.13314,0.08568,0.02634,0.01157,2.8542,1.00964,1.27613,0.4496,0.31917,0.31877,3.72524,12.11746,0.91098,0.02972,0.03605,14.58039,24.04044
"34","2018_Q3",20.967619047619,"Up",449929000,-320539000,129390000,-66098000,-27538000,-38560000,63292000,-19071000,-19038000,-33000,44221000,41625000,-2428000,39197000,39197000,39197000,39197000,71368000,71368000,217857000,217857000,50164000,32401000,339389000,2802146000,151242000,43996000,95715000,2953388000,3292777000,278128000,277928000,284321000,1487781000,92757000,59839000,1580538000,1864859000,1800817000,-372899000,1427918000,1427918000,3292777000,39197000,38560000,4800000,-7385000.00000001,75172000,-23297000,-948000,-26243000,23681000,-19000.0000000005,-19000,-28798000,20131000,20131000,20131000,101852000,1493974000,73598000,0.28758,0.14067,0.08712,0.02745,0.0119,1.87764,1.19368,1.306,0.45371,0.33038,0.3301,3.79229,12.03542,0.62033,0.02991,0.02441,13.96738,22.47687
"35","2018_Q4",18.7563492063492,"Down",462728000,-333759000,128969000,-64550000,-25085000,-39465000,64419000,-20583000,-20534000,-49000,43836000,43836000,-2842000,40994000,40994000,40994000,40994000,93625000,93625000,234162000,234162000,39068000,27965000,366855000,3023963000,193214000,43996000,134909000,3217177000,3584032000,309064000,307689000,321859000,1752185000,87913000,58403000,1840098000,2161957000,1805090000,-383015000,1422075000,1422075000,3584032000,40994000,39465000,-309000,20770000,100920000,-23307000,-638000,-134543000,110792000,1981000,0,61820000,28197000,28197000,28197000,103884000,1764980000,104189000,0.27871,0.13922,0.08859,0.02883,0.01144,2.54157,1.1398,1.52028,0.49246,0.34556,0.34483,3.9006,11.98748,0.87827,0.02808,0.03181,16.08867,25.94506
"36","2019_Q1",17.2527868852459,"Down",482193000,-341801000,140392000,-75743000,-29271000,-40387000,64649000,-22262000,-22145000,-117000,42387000,42387000,-1148000,41239000,41239000,41239000,41239000,52802000,52802000,270597000,270597000,50126000,28791000,373525000,2830589000,451546000,48169000,388430000,3282135000,3655660000,352275000,352275000,366396000,1787555000,86650000,60548000,1874205000,2240601000,1808389000,-393330000,1415059000,1415059000,3655660000,41239000,40387000,785000,-44102000,38309000,-41478000,-4412000,-60421000,38736000,-75000,-461000,-8479000.00000001,-30591000,-30591000,-30591000,105036000,1801676000,20604000,0.29115,0.13407,0.08552,0.02914,0.01128,0.49962,1.01946,1.5834,0.49285,0.34788,0.34733,4.06763,11.93699,0.17381,0.02798,0.00624,16.65023,27.05183
"37","2019_Q2",19.2531746031746,"Up",484064000,-345832000,138232000,-64968000,-29445000,-35523000,73264000,-21440000,-21436000,-4000,51824000,51824000,-2484000,49340000,49340000,49340000,49340000,20499000,20499000,273567000,273567000,61265000,28364000,355331000,2794767000,520282000,48169000,458306000,3315049000,3670380000,330617000,330617000,346065000,1828114000,113787000,91093000,1941901000,2287966000,1809338000,-426924000,1382414000,1382414000,3670380000,49340000,35523000,6295000,-13335000,77823000,-45678000,-1391000,-7.8e+07,41046000,-2863000,-3070000,-20560000,-20737000,-20737000,-20737000,108787000,1843562000,52258000,0.28557,0.15135,0.10193,0.03569,0.01344,1.05914,1.02678,1.65505,0.50228,0.41519,0.41491,4.07338,11.63296,0.43975,0.03045,0.01565,16.7581,24.88348
"38","2019_Q3",16.06671875,"Down",490294000,-345679000,144615000,-68955000,-33364000,-35591000,75660000,-20404000,-20662000,258000,55256000,50550000,-1972000,48578000,48578000,48578000,48578000,56745000,56745000,272423000,272423000,62941000,32791000,392109000,2824029000,522753000,48169000,455726000,3346782000,3738891000,330449000,330449000,671601000,1569118000,115581000,96295000,1684699000,2356300000,1813802000,-431211000,1382591000,1382591000,3738891000,48578000,35591000,4349000,281000.000000004,88799000,-58413000,-2017000,-68078000,65965000,208000,-460000,12774000,33495000,33495000,33495000,111251000,1910270000,55091000,0.29496,0.15432,0.09908,0.03514,0.01299,1.13407,0.58384,1.70426,0.51092,0.40748,0.4067,4.11265,11.59736,0.46211,0.02962,0.01616,16.66075,24.49808
"39","2019_Q4",14.83015625,"Down",508522000,-368735000,139787000,-68692000,-32038000,-36654000,71095000,-20615000,-20975000,360000,50480000,50480000,-1486000,48994000,48994000,48994000,48994000,47537000,47537000,271594000,271594000,61514000,35973000,380645000,2836841000,531359000,48169000,464239000,3368200000,3748845000,372411000,372411000,714802000,1521785000,129057000,113180000,1650842000,2365644000,1818449000,-435248000,1383201000,1383201000,3748845000,48994000,36654000,5880000,45922000,137450000,-49331000,-1934000,-51976000,-46902000,0,0,-99291000,-13817000,-13817000,-13817000,107749000,1864176000,105826000,0.27489,0.13981,0.09635,0.03542,0.01307,2.15998,0.53252,1.71027,0.49727,0.4116,0.41129,4.27215,11.62041,0.88906,0.03003,0.03134,16.85992,25.55228
"40","2020_Q1",14.4064516129032,"Down",497809000,-362523000,135286000,-69035000,-32231000,-36804000,66251000,-22065000,-21328000,-737000,44186000,43871000,-1897000,41974000,41974000,41974000,41974000,92120000,92120000,280785000,280785000,62480000,35507000,435385000,2700107000,656139000,50537000,589544000,3356246000,3791631000,337462000,337462000,368811000,1928023000,118048000,105579000,2046071000,2414882000,1823001000,-446252000,1376749000,1376749000,3791631000,41974000,36804000,9981000,-38447000,50312000,-35603000,-1826000,-46535000,94627000,0,-1000,42238000,46015000,46015000,46015000,103055000,1959372000,30902000,0.27176,0.13309,0.08432,0.03049,0.01107,0.73622,1.18051,1.75405,0.51676,0.35264,0.35222,4.18228,11.5666,0.25962,0.02732,0.00895,18.11899,28.18451
"41","2020_Q2",11.4034920634921,"Down",491101000,-362315000,128786000,-69231000,-31279000,-37952000,59555000,-22005000,-22538000,533000,37550000,37014000,-3776000,33238000,33238000,32057000,32057000,335491000,335491000,272598000,272598000,51812000,34962000,659901000,2758682000,660216000,50537000,596016000,3418898000,4078799000,318365000,318365000,353256000,2236427000,110440000,101379000,2346867000,2700123000,1824051000,-468646000,1355405000,1378676000,4078799000,33238000,37952000,10002000,-5815000,75377000,-30809000,-2411000,-42069000,258027000,-3560000,-3560000,199940000,233248000,233248000,233248000,97507000,2271318000,64659000,0.26224,0.12127,0.06528,0.02325,0.00786,2.017,1.86805,1.95849,0.55686,0.26863,0.26554,4.11528,11.35789,0.54182,0.02303,0.01719,19.85321,32.50486
"42","2020_Q3",9.08609375,"Down",472641000,-352927000,119714000,-68764000,-30145000,-38619000,50950000,-20827000,-20996000,169000,30123000,21224000,962000.000000002,22186000,22186000,22186000,22186000,363772000,363772000,246114000,246114000,58520000,39552000,668406000,2725179000,646157000,48569000,583113000,3371336000,4039742000,256708000,256708000,293947000,2227319000,113295000,107642000,2340614000,2634561000,1828370000,-446460000,1381910000,1405181000,4039742000,22186000,38619000,14687000,23405000,98897000,-6183000,-2566000,-8749000,-8313000.00000003,-9.31322574615479e-10,0,-59749000,30399000,30399000,30399000,89569000,2264558000,105829000,0.25329,0.1078,0.04694,0.01579,0.00549,4.77008,2.2739,1.87489,0.56057,0.18546,0.18339,3.95086,11.55153,0.88464,0.01946,0.02797,21.22147,37.30689
"43","2020_Q4",7.191875,"Down",468266000,-347927000,120339000,-74368000,-35883000,-37865000,45971000,-20182000,-20193000,11000,25789000,27086000,-369000,26717000,26717000,26717000,26717000,282462000,282462000,264745000,264745000,46780000,35553000,593987000,2703475000,743741000,48569000,683589000,3447216000,4041203000,278732000,278732000,317376000,2043692000,244143000,230402000,2287835000,2605211000,1832437000,-419716000,1412721000,1435992000,4041203000,26717000,37865000,8024000,34633000,107239000,-9798000,-2774000,-12572000,-183693000,-15000,-15000,-183718000,-89051000,-89051000,-89051000,83836000,2082336000,109040000,0.25699,0.09817,0.05706,0.01861,0.00661,4.0813,1.87156,1.81422,0.51528,0.22332,0.2208,3.91419,11.80879,0.91145,0.0071,0.02898,21.46899,39.15238
"44","2021_Q1",7.69540983606557,"Up",473477000,-343207000,130270000,-63456000,-27031000,-36425000,66814000,-19760000,-19572000,-188000,47054000,-25600000,-1203000,-26803000,-26803000,-26803000,-26803000,113219000,113219000,267705000,267705000,336198000,33243000,717122000,2350272000,641921000,5902000,624906000,2992193000,3709315000,274318000,274318000,313405000,1747664000,234804000,216468000,1982468000,2295873000,1836690000,-446519000,1390171000,1413442000,3709315000,-26803000,36425000,82122000,-17727000,74017000,76605000,-247000,76358000,-307291000,0,-1.16415321826935e-10,-307296000,-156921000,-156921000,-156921000,103239000,1786751000,163320000,0.27513,0.14111,-0.05661,-0.01896,-0.00723,-6.09335,2.28816,1.62431,0.48169,-0.22404,-0.22148,3.95761,11.61991,1.36513,-0.0078,0.04755,16.21027,25.04762
"45","2021_Q2",8.97507936507936,"Up",454718000,-332884000,121834000,-113987000,-29530000,-32712000,7847000,-18576000,-18428000,-148000,-10729000,-12037000,-113531000,-125568000,-125568000,-125568000,-125568000,168141000,168141000,259620000,259620000,325617000,27681000,753378000,2333340000,627086000,5902000,621184000,2960426000,3713804000,346494000,346494000,385408000,1719115000,319046000,210886000,2038161000,2423569000,1839269000,-572305000,1266964000,1290235000,3713804000,-125568000,32712000,106344000,86108000,99596000,-16192000,-1167000,-17359000,-30206000,-1634000,-1634000,-34451000,47786000,47786000,47786000,40559000,1758029000,224006000,0.26793,0.01726,-0.27614,-0.09732,-0.03381,-1.78394,1.95475,1.87839,0.47338,-1.04719,-1.03462,3.79219,10.56605,1.86813,-0.03681,0.06652,39.19939,202.61093
"46","2021_Q3",9.73828125,"Up",464571000,-333070000,131501000,-69862000,-33228000,-34084000,61639000,-23230000,-23222000,-8000,38409000,22142000,-6519000.00000001,15623000,15623000,15623000,15623000,162891000,162891000,282227000,282227000,46131000,37267000,491249000,2318161000,614786000,4844000,609942000,2932947000,3424196000,284604000,284604000,316603000,1480293000,317070000,203411000,1797363000,2113966000,1843598000,-556639000,1286959000,1310230000,3424196000,15623000,34084000,24594000,-91571000,-17270000,303466000,465000,303931000,-299458000,0,4.65661287307739e-10,-299460000,-12799000,-12799000,-12799000,95723000,1512292000,314137000,0.28306,0.13268,0.0336299999999999,0.01192,0.00456,20.10734,1.55162,1.61343,0.44165,0.13029,0.12873,3.87436,10.7328,2.6198,0.00446,0.10006,14.09694,21.892
"47","2021_Q4",9.92328125,"Up",471194000,-338192000,133002000,-68591000,-34600000,-33991000,64411000,-20604000,-20653000,49000,43807000,38630000,-8618000,30012000,30012000,30012000,30012000,455544000,455544000,228889000,228889000,45009000,33875000,729442000,2295570000,596965000,4844000,592121000,2892535000,3621977000,353678000,353678000,387363000,1586363000,308893000,197364000,1895256000,2282619000,1866064000,-526706000,1339358000,1339358000,3621977000,30012000,33991000,9308000,128504000,201815000,-19528000,7479000,-12049000,106057000,-5000,-5000,105157000,294923000,294923000,294923000,98402000,1620048000,215996000,0.28227,0.1367,0.06369,0.02241,0.00829,7.19699,1.8831,1.70426,0.44728,0.24951,0.2459,3.91731,11.13487,1.7957,0.00995,0.06609,11.83415,18.07927
"48","2022_Q1",9.78403225806452,"Down",472133000,-332919000,139214000,-72363000,-38412000,-33951000,66851000,-23344000,-23239000,-105000,43507000,37368000,-9331000,28037000,28037000,28037000,28037000,299645000,299645000,282809000,282809000,44930000,26872000,627384000,2283256000,588298000,4844000,583454000,2871554000,3498938000,305592000,305592000,340968000,1492046000,293456000,177748000,1785502000,2126470000,1871158000,-498690000,1372468000,1372468000,3498938000,28037000,33951000,19105000,-102003000,-20910000,-27876000,-8224000,-36100000,-98961000.0000001,-5.82076609134674e-11,0,-98961000,-155971000,-155971000,-155971000,100802000,1527422000,-19746000,0.29486,0.14159,0.05938,0.02043,0.00801,-0.704280000000002,1.84001,1.54938,0.43654,0.23309,0.22972,3.92512,11.41013,-0.16416,0.00878,-0.00618,12.18009,18.36587
"49","2022_Q2",12.0766129032258,"Up",452988000,-344629000,108359000,-63129000,-31101000,-32028000,45230000,-21878000,-22920000,1042000,23352000,25613000,-6610000,19003000,19003000,19003000,19003000,378204000,378204000,262467000,262467000,40089000,27759000,680760000,2269913000,578879000,4844000,574035000,2848792000,3529552000,326003000,326003000,363075000,1483948000,291012000,173865000,1774960000,2138035000,1871281000,-479764000,1391517000,1391517000,3529552000,19003000,32028000,7005000,39671000,97707000,-2607000,-1205000,-3812000,-8058000,-5144000,-5144000,-14068000,79827000,79827000,79827000,77258000,1521020000,120932000,0.23921,0.09985,0.04195,0.01366,0.00538,6.36384,1.87498,1.53648,0.43094,0.15798,0.15677,3.76596,11.5685,1.00538,0.0062,0.03775,14.7922,25.26677
"50","2022_Q3",10.1015625,"Down",456697000,-3.49e+08,107697000,-65672000,-31513000,-32259000,42025000,-21705000,-21668000,-37000,20320000,14575000,-4013000,10562000,10562000,10562000,10562000,115611000,115611000,273839000,273839000,115794000,42413000,505244000,2197463000,573823000,4844000,568979000,2771286000,3276530000,294435000,294435000,474813000,1148679000,284098000,167200000,1432777000,1907590000,1838135000,-469195000,1368940000,1368940000,3276530000,10562000,32259000,13072000,-59285999.9999999,-3393000.00000003,-20300000,1366000,-18934000,-205690000,-35092000,-35092000,-240802000,-263129000,-263129000,-263129000,74284000,1329057000,-1289000,0.23582,0.09202,0.02313,0.00772,0.00322,-0.12204,1.06409,1.39348,0.40563,0.08744,0.08744,3.78073,11.33266,-0.01067,0.00325,-0.00043,16.33523,28.87438
