"","YQ","p","d","revenue","cost_of_revenue","gross_profit","operating_expenses","selling_general_administrative","other_operating_expenses","operating_income_loss","non_operating_income_loss","interest_expense_net","pretax_income_loss_adj","abnormal_gains_losses","pretax_income_loss","income_tax_expense_benefit_net","income_loss_from_continuing_operations","income_loss_incl_minority_interest","minority_interest","net_income","net_income_common","cash_cash_equivalents_short_term_investments","cash_cash_equivalents","short_term_investments","accounts_notes_receivable","accounts_receivable_net","inventories","other_short_term_assets","misc_short_term_assets","total_current_assets","property_plant_equipment_net","other_long_term_assets","goodwill","misc_long_term_assets","total_noncurrent_assets","total_assets","payables_accruals","accounts_payable","other_payables_accruals","other_short_term_liabilities","misc_short_term_liabilities","total_current_liabilities","long_term_debt","total_noncurrent_liabilities","total_liabilities","share_capital_additional_paid_in_capital","other_equity","equity_before_minority_interest","minority_interest_2","total_equity","total_liabilities_equity","net_income_starting_line","depreciation_amortization_2","non_cash_items","change_in_working_capital","net_cash_from_operating_activities","change_in_fixed_assets_intangibles","acquisition_of_fixed_assets_intangibles","purchase_of_fixed_assets","net_cash_from_acquisitions_divestitures","other_investing_activities","net_cash_from_investing_activities","cash_from_repayment_of_debt","other_financing_activities","net_cash_from_financing_activities","net_cash_before_disc_operations_and_fx","net_cash_before_fx","effect_of_foreign_exchange_rates","net_change_in_cash","ebitda","total_debt","free_cash_flow","gross_profit_margin","operating_margin","net_profit_margin","return_on_equity","return_on_assets","free_cash_flow_to_net_income","current_ratio","liabilities_to_equity_ratio","debt_ratio","earnings_per_share_basic","earnings_per_share_diluted","sales_per_share","equity_per_share","free_cash_flow_per_share","return_on_invested_capital","cash_return_on_invested_capital","net_debt_ebitda","net_debt_ebit"
"31","2018_Q2",36.0696875,"Up",2.983e+09,-1.987e+09,9.96e+08,-4.63e+08,-3.38e+08,-1.25e+08,5.33e+08,-1.47e+08,-1.47e+08,3.86e+08,-2e+06,3.84e+08,-1.7e+07,3.67e+08,4.12e+08,-2.8e+08,1.32e+08,1.32e+08,9.614e+09,1.25e+09,8.364e+09,1.914e+09,1.914e+09,3.497e+09,1.879e+09,1.879e+09,1.6904e+10,9.733e+09,3.861e+09,1.28e+09,1.47e+09,1.3594e+10,3.0498e+10,4.103e+09,2.112e+09,1.991e+09,1.4602e+10,1.364e+10,1.8705e+10,3.8e+07,3.8e+07,1.8743e+10,-2.37e+08,5.182e+09,4.945e+09,6.81e+09,1.1755e+10,3.0498e+10,8.2e+07,1.28e+08,1.56e+09,-2.477e+09,-5.95e+08,-6.2e+07,-6.2e+07,-6.2e+07,-1e+06,1.5e+07,-2.07e+08,-1.8e+07,2.56e+08,2.25e+08,-5.77e+08,-5.17e+08,-3e+06,-5.2e+08,6.61e+08,3.8e+07,-1.861e+09,0.33389,0.17868,0.04425,0.01123,0.00433,-14.09848,0.90372,1.59447,0.00125,0.9635,1.04762,21.77372,36.09489,-13.58394,0.01119,-0.15781,-14.48714,-17.96623
"32","2018_Q3",40.66,"Up",3.423e+09,-2.427e+09,9.96e+08,-4.79e+08,-3.45e+08,-1.34e+08,5.17e+08,-1.19e+08,-1.19e+08,3.98e+08,-4e+06,3.94e+08,16000000.0000001,4.1e+08,5.77e+08,-2.75e+08,3.02e+08,3.02e+08,9.581e+09,8.75e+08,8.706e+09,6.82e+08,6.82e+08,1.951e+09,6.84e+08,6.84e+08,1.2898e+10,6.253e+09,1.1039e+10,3.36e+08,1.0182e+10,1.7292e+10,3.019e+10,1.993e+09,9.84e+08,1.009e+09,1.5749e+10,1.4853e+10,1.7742e+10,-1.19209289550781e-07,-1.19209289550781e-07,1.7742e+10,-2.29e+08,5.645e+09,5.416e+09,7.032e+09,1.2448e+10,3.019e+10,-1.39e+08,1.3e+08,-1.5e+07,-2.7e+07,1.18e+08,-64000000.0000001,-6.4e+07,-6.4e+07,-9e+06,-4000000.00000006,-1.97e+08,-3.4e+07,-71000000.0000001,-1.69e+08,-2.48e+08,-2.88e+08,2e+06,-2.86e+08,6.47e+08,-1.19209289550781e-07,5.4e+08,0.29097,0.15104,0.08823,0.02426,0.01,1.78808,0.72698,1.42529,5.85469173142172e-18,2.20438,2.39683,24.9854,39.53285,3.94161,0.02426,0.04338,-14.80835,-18.53191
"33","2018_Q4",37.2401587301587,"Down",2.569e+09,-2.372e+09,1.97e+08,-4.67e+08,-3.29e+08,-1.38e+08,-2.7e+08,-1.25e+08,-1.25e+08,-3.95e+08,-1.7e+07,-4.12e+08,7.8e+07,-3.34e+08,-1.58e+08,2.76e+08,1.18e+08,1.18e+08,1.0385e+10,1.053e+09,9.332e+09,7e+08,7e+08,1.961e+09,1.139e+09,1.139e+09,1.4185e+10,6.179e+09,1.0611e+10,3.36e+08,9.762e+09,1.679e+10,3.0975e+10,2.094e+09,1.025e+09,1.069e+09,1.6302e+10,1.5515e+10,1.8396e+10,2.43e+08,2.43e+08,1.8639e+10,-2.25e+08,5.837e+09,5.612e+09,6.724e+09,1.2336e+10,3.0975e+10,-3.57e+08,1.25e+08,-3.77e+08,1.262e+09,8.08e+08,-6.7e+07,-6.7e+07,-6.7e+07,-3e+06,1.4e+08,-6.8e+07,9e+06,-6.1e+07,-1.34e+08,6.06e+08,6.56e+08,0,6.56e+08,-1.45e+08,2.43e+08,9.72e+08,0.07668,-0.1051,0.04593,0.00957,0.00381,8.23729,0.77109,1.51094,0.00785,0.86131,0.93651,18.75182,40.9635,7.09489,0.00938,0.07727,69.94483,37.56296
"34","2019_Q1",39.9252459016393,"Up",2.802e+09,-2.207e+09,5.95e+08,-5.15e+08,-3.74e+08,-1.41e+08,80000000.0000001,-1.33e+08,-1.33e+08,-53000000.0000001,-9e+07,-1.43e+08,-6.3e+07,-2.06e+08,1.17e+09,-2.4e+08,9.3e+08,9.3e+08,1.0993e+10,2.656e+09,8.337e+09,4.74e+08,4.74e+08,1.779e+09,3.346e+09,3.346e+09,1.6592e+10,4.688e+09,2.209e+09,2.47e+08,1.461e+09,6.897e+09,2.3489e+10,1.844e+09,8.32e+08,1.012e+09,8.524e+09,7.83e+09,1.0368e+10,1.41e+08,1.41e+08,1.0509e+10,-7.9e+08,7.35e+09,6.56e+09,6.42e+09,1.298e+10,2.3489e+10,1.127e+09,1.25e+08,-2.077e+09,1.374e+09,5.92e+08,-8.7e+07,-8.7e+07,-8.7e+07,-2e+06,3.227e+09,3.059e+09,-3.5e+07,-4e+07,-7.9e+07,3.572e+09,3.583e+09,-6e+06,3.577e+09,2.05e+08,1.41e+08,1.555e+09,0.21235,0.02855,0.33191,0.07165,0.03959,1.67204,1.60031,0.80963,0.006,4.1704,7.38095,12.56502,29.41704,6.97309,0.07088,0.11851,-52.93659,-135.65
"35","2019_Q2",42.9896825396825,"Up",1.855e+09,-1.9e+09,-4.5e+07,-4.67e+08,-3.36e+08,-1.31e+08,-5.12e+08,-1.39e+08,-1.39e+08,-6.51e+08,-7e+06,-6.58e+08,-6e+06,-6.64e+08,-6.64e+08,2.7e+08,-3.94e+08,-3.94e+08,1.0867e+10,2.764e+09,8.103e+09,5.17e+08,5.17e+08,1.852e+09,3.523e+09,3.523e+09,1.6759e+10,4.682e+09,2.383e+09,2.55e+08,1.664e+09,7.065e+09,2.3824e+10,2.79e+09,8.94e+08,1.896e+09,9.382e+09,8.697e+09,1.2172e+10,0,0,1.2172e+10,-8.04e+08,6.643e+09,5.839e+09,5.813e+09,1.1652e+10,2.3824e+10,-1.169e+09,1.23e+08,1.474e+09,-7.16e+08,-2.88e+08,-6.5e+07,-6.5e+07,-6.5e+07,-1e+07,-1e+07,3.14e+08,-2e+06,-2.7e+08,-2.72e+08,-2.46e+08,-2.74e+08,-1e+06,-2.75e+08,-3.89e+08,0,-1.164e+09,-0.02426,-0.27601,-0.2124,-0.03381,-0.01654,2.95431,1.37685,1.04463,0,-1.76682,-1.4812,8.31839,26.18386,-5.21973,-0.03381,-0.0999,27.93573,21.22461
"36","2019_Q3",43.265,"Up",2.196e+09,-2.129e+09,6.7e+07,-4.76e+08,-3.39e+08,-1.37e+08,-4.09e+08,-1.51e+08,-1.51e+08,-5.6e+08,-5e+06,-5.65e+08,-8e+06,-5.73e+08,-5.97e+08,9.9e+07,-4.98e+08,-4.98e+08,1.2866e+10,4.008e+09,8.858e+09,5.08e+08,5.08e+08,1.851e+09,1.944e+09,1.944e+09,1.7169e+10,4.63e+09,2.549e+09,2.77e+08,1.807e+09,7.179e+09,2.4348e+10,2.343e+09,8.41e+08,1.502e+09,1.0545e+10,9.87e+09,1.2888e+10,1.4e+07,1.4e+07,1.2902e+10,-8.07e+08,6.498e+09,5.691e+09,5.755e+09,1.1446e+10,2.4348e+10,-1.48e+08,1.37e+08,-1.462e+09,-5.1e+07,-1.524e+09,-9.1e+07,-9.1e+07,-9.1e+07,-4.1e+07,5.1e+07,-67000000.0000005,1.248e+09,-5e+06,1.243e+09,-3.48e+08,-3.9e+08,-1e+06,-3.91e+08,-2.72e+08,1.4e+07,-4.06e+08,0.03051,-0.18625,-0.22678,-0.04351,-0.02045,0.815260000000001,1.33217,1.12721,0.000570000000000001,-2.23318,-1.87218,9.84753,25.52018,-1.82063,-0.04346,-0.03543,47.25,31.42298
"37","2019_Q4",40.4909375,"Down",2.32e+09,-2.069e+09,2.51e+08,-4.93e+08,-3.52e+08,-1.41e+08,-2.42e+08,-1.53e+08,-1.53e+08,-3.95e+08,-4e+06,-3.99e+08,2.6e+07,-3.73e+08,-3.73e+08,3.24e+08,-4.9e+07,-4.9e+07,1.2703e+10,3.266e+09,9.437e+09,5e+08,5e+08,1.817e+09,1.455e+09,1.455e+09,1.6475e+10,4.592e+09,2.19e+09,2.81e+08,1.46e+09,6.782e+09,2.3257e+10,3.237e+09,8.95e+08,2.342e+09,8.758e+09,8.133e+09,1.1995e+10,1.14e+08,1.14e+08,1.2109e+10,-8.08e+08,6.441e+09,5.633e+09,5.515e+09,1.1148e+10,2.3257e+10,2.1e+07,1.29e+08,-1.53e+09,1.324e+09,-5.6e+07,-6.3e+07,-6.3e+07,-6.3e+07,-1e+06,4.53e+08,3.84e+08,-1.221e+09,1.13e+08,-1.108e+09,-7.8e+08,-7.93e+08,0,-7.93e+08,-1.13e+08,1.14e+08,1.122e+09,0.10819,-0.10431,-0.02112,-0.0044,-0.00211,-22.89796,1.37349,1.0862,0.0049,-0.21973,-0.18421,10.40359,25.26009,5.03139,-0.00435,0.09963,111.40708,52.02066
"38","2020_Q1",38.6322580645161,"Down",2.623e+09,-2.107e+09,5.16e+08,-4.67e+08,-3.48e+08,-1.19e+08,4.9e+07,-1.62e+08,-1.62e+08,-1.13e+08,-4e+06,-1.17e+08,-3.2e+07,-1.49e+08,-1.57e+08,1.19209289550781e-07,-1.57e+08,-1.57e+08,1.3739e+10,3.794e+09,9.945e+09,4.83e+08,4.83e+08,1.795e+09,2.009e+09,2.009e+09,1.8026e+10,4.454e+09,2.159e+09,2.82e+08,1.446e+09,6.613e+09,2.4639e+10,2.398e+09,9.45e+08,1.453e+09,1.1245e+10,1.0606e+10,1.3643e+10,53999999.9999999,53999999.9999999,1.3697e+10,-8.12e+08,6.268e+09,5.456e+09,5.486e+09,1.0942e+10,2.4639e+10,-4.63e+08,1.3e+08,-9.1e+07,8.32e+08,4.08e+08,-6.9e+07,-6.9e+07,-6.9e+07,1.3e+07,1.1e+07,-4.5e+07,7.45e+08,-4.2e+07,7.03e+08,1.066e+09,1.066e+09,2.3283064365387e-10,1.066e+09,1.79e+08,53999999.9999999,9.74e+08,0.196719999999999,0.0186799999999997,-0.0598599999999998,-0.01435,-0.00637,-6.20382,1.32126,1.25178,0.00219,-0.70404,-0.59023,11.76233,24.46637,4.36771,-0.01428,0.08858,-76.45251,-279.28571
"39","2020_Q2",33.298253968254,"Down",-6e+07,-1.81e+09,-1.87e+09,-4.43e+08,-3.08e+08,-1.35e+08,-2.313e+09,-1.71e+08,-1.71e+08,-2.484e+09,-2e+06,-2.486e+09,1.8e+08,-2.306e+09,-2.306e+09,9.22e+08,-1.384e+09,-1.384e+09,1.0578e+10,2.381e+09,8.197e+09,4.72e+08,4.72e+08,1.583e+09,2.308e+09,2.308e+09,1.4941e+10,4.416e+09,4.949e+09,2.81e+08,4.248e+09,9.365e+09,2.4306e+10,2.651e+09,8.3e+08,1.821e+09,9.3e+09,8.767e+09,1.1951e+10,2.938e+09,2.938e+09,1.4889e+10,-8.49e+08,4.484e+09,3.635e+09,5.782e+09,9.417e+09,2.4306e+10,-2.306e+09,1.21e+08,-1.319e+09,2.131e+09,-1.373e+09,-5.3e+07,-5.3e+07,-5.3e+07,-1e+06,-1.6e+07,-3.24e+08,3.6e+07,-2.9e+07,7e+06,-1.69e+09,-1.69e+09,2e+06,-1.688e+09,-2.192e+09,2.938e+09,-2.94e+08,31.16667,38.55,23.06667,-0.14697,-0.05694,0.21243,1.25019,1.58108,0.12088,-6.20628,-5.20301,-0.26906,16.30045,-1.31839,-0.11202,-0.0238,3.4854,3.30307
"40","2020_Q3",35.49484375,"Up",2.709e+09,-1.134e+09,1.575e+09,-3.98e+08,-2.9e+08,-1.08e+08,1.177e+09,-1.75e+08,-1.75e+08,1.002e+09,-1e+07,9.92e+08,-1.28e+08,8.64e+08,8.64e+08,-5.65e+08,2.99e+08,2.99e+08,1.1353e+10,1.855e+09,9.498e+09,4.3e+08,4.3e+08,1.564e+09,3.068e+09,3.068e+09,1.6415e+10,4.354e+09,3.937e+09,2.83e+08,3.245e+09,8.291e+09,2.4706e+10,2.01e+09,6.44e+08,1.366e+09,1.0753e+10,1.0123e+10,1.2763e+10,1.678e+09,1.678e+09,1.4441e+10,-8.42e+08,4.774e+09,3.932e+09,6.333e+09,1.0265e+10,2.4706e+10,8.64e+08,1.32e+08,3.963e+09,-4.724e+09,2.35e+08,-2.09e+08,-2.09e+08,-2.09e+08,8e+06,1.9e+07,-1.82e+08,-79999999.9999999,-4.59e+08,-5.39e+08,-4.86e+08,-4.86e+08,0,-4.86e+08,1.309e+09,1.678e+09,-3.496e+09,0.581399999999995,0.434480000000001,0.110369999999996,0.02913,0.0121,-11.69231,1.28614,1.40682,0.06792,1.34081,1.12406,12.14798,17.63229,-15.67713,0.02504,-0.29272,-7.39114,-8.22005000000001
"41","2020_Q4",37.134375,"Up",7.23e+08,-1.6e+09,-8.77e+08,-4.16e+08,-2.9e+08,-1.26e+08,-1.293e+09,-1.71e+08,-1.71e+08,-1.464e+09,-2e+06,-1.466e+09,6.6e+07,-1.4e+09,-1.4e+09,6.86e+08,-7.14e+08,-7.14e+08,8.772e+09,1.862e+09,6.91e+09,4.43e+08,4.43e+08,1.536e+09,4.369e+09,4.369e+09,1.512e+10,4.297e+09,3.407e+09,2.84e+08,2.723e+09,7.704e+09,2.2824e+10,2.114e+09,6.63e+08,1.451e+09,9.866e+09,9.288e+09,1.198e+10,1.971e+09,1.971e+09,1.3951e+10,-8.56e+08,4.086e+09,3.23e+09,5.643e+09,8.873e+09,2.2824e+10,-1.4e+09,1.26e+08,1.18e+08,3.018e+09,1.862e+09,-5.1e+07,-5.1e+07,-5.1e+07,-9e+06,2.3e+07,-4.5e+07,-4e+07,4e+06,-3.6e+07,1.781e+09,1.781e+09,-3e+06,1.778e+09,-1.167e+09,1.971e+09,1.734e+09,-1.213,-1.78838,-0.98755,-0.08047,-0.03128,-2.42857,1.2621,1.5723,0.08636,-3.20179,-3.20179,3.24215,14.4843,7.77578,-0.06584,0.1599,5.82776,5.25986
"42","2021_Q1",44.0777049180328,"Up",2.751e+09,-1.776e+09,9.75e+08,-4.21e+08,-3.03e+08,-1.18e+08,5.54e+08,-1.71e+08,-1.71e+08,3.83e+08,-7e+06,3.76e+08,-2e+06,3.74e+08,3.74e+08,-2.28e+08,1.46e+08,1.46e+08,1.0592e+10,1.679e+09,8.913e+09,5.01e+08,5.01e+08,1.58e+09,5.049e+09,5.049e+09,1.7722e+10,4.228e+09,3.039e+09,2.94e+08,1.3e+09,7.267e+09,2.4989e+10,2.326e+09,7.38e+08,1.588e+09,5.346e+09,4.139e+09,7.672e+09,8.059e+09,8.059e+09,1.5731e+10,-8.53e+08,4.236e+09,3.383e+09,5.875e+09,9.258e+09,2.4989e+10,374000000.000001,1.31e+08,8.75e+08,-2.52e+09,-1.14e+09,-4.5e+07,-4.5e+07,-4.5e+07,-6e+06,-2e+06,-3e+07,-9.8e+07,12999999.9999999,-8.5e+07,-1.255e+09,-1.255e+09,-3e+06,-1.258e+09,6.85e+08,8.059e+09,-1.878e+09,0.354420000000001,0.201380000000002,0.0530700000000005,0.01577,0.00584,-12.86301,2.30996,1.69918,0.3225,0.65471,0.54887,12.33632,15.1704,-8.42151999999999,0.00843000000000001,-0.10845,-3.69781,-4.57219999999999
"43","2021_Q2",44.548253968254,"Up",3.384e+09,-2.139e+09,1.245e+09,-4.34e+08,-3.16e+08,-1.18e+08,8.11e+08,-1.95e+08,-1.95e+08,6.16e+08,-8746007.20736201,6.16e+08,-1.7e+07,5.99e+08,5.99e+08,-4.37e+08,1.62e+08,1.62e+08,1.3422e+10,1.942e+09,1.148e+10,5.72e+08,5.72e+08,1.559e+09,5.368e+09,5.368e+09,2.0921e+10,4.231e+09,3.145e+09,2.94e+08,2.208e+09,7.376e+09,2.8297e+10,3.154e+09,8.51e+08,2.303e+09,7.505e+09,6.956e+09,1.0659e+10,8.056e+09,8.056e+09,1.8715e+10,-8.56e+08,4.086e+09,3.23e+09,6.352e+09,9.582e+09,2.8297e+10,5.99e+08,1.27e+08,-2.543e+09,1.266e+09,-5.51e+08,-4.8e+07,-4.8e+07,-4.8e+07,-2e+07,2e+06,1.16e+08,-3e+06,2.17e+08,2.14e+08,-2.21e+08,-2.21e+08,6e+06,-2.15e+08,9.38e+08,8.056e+09,2.173e+09,0.36791,0.23966,0.04787,0.01691,0.00572,13.41358,1.96275,1.95314,0.28469,0.72646,0.60902,15.17489,14.4843,9.74439,0.00918,0.1232,-5.72068,-6.61652
"44","2021_Q3",44.915625,"Up",2.988e+09,-2.398e+09,5.9e+08,-4.3e+08,-3.04e+08,-1.26e+08,1.6e+08,-1.58e+08,-1.58e+08,2e+06,-5e+06,-3e+06,-5.9e+07,-6.2e+07,-6.2e+07,-7.4e+07,-1.36e+08,-1.36e+08,1.3097e+10,2.194e+09,1.0903e+10,5.96e+08,5.96e+08,1.568e+09,5.627e+09,5.627e+09,2.0888e+10,4.235e+09,2.778e+09,2.94e+08,1.171e+09,7.013e+09,2.7901e+10,2.705e+09,8.58e+08,1.847e+09,7.106e+09,5.759e+09,9.811e+09,8.065e+09,8.065e+09,1.7876e+10,-8.46e+08,4.581e+09,3.735e+09,6.29e+09,1.0025e+10,2.7901e+10,-6.2e+07,1.32e+08,-1.135e+09,1.252e+09,1.87e+08,-1.12e+08,-1.12e+08,-1.12e+08,0,3.2e+07,1.3e+08,6e+06,6.4e+07,69999999.9999999,3.87e+08,3.87e+08,-9.31322574615479e-10,3.87e+08,2.92e+08,8.065e+09,1.491e+09,0.19746,0.05355,-0.04552,-0.01357,-0.00487,-10.96324,2.12904,1.78314,0.28906,-0.51128,-0.51128,11.23308,14.04135,5.60526,-0.00752,0.08242,-17.23288,-31.45
"45","2021_Q4",44.95046875,"Up",2.682e+09,-2.27e+09,4.12e+08,-4.5e+08,-3.16e+08,-1.34e+08,-3.8e+07,-1.91e+08,-1.58e+08,-2.29e+08,-1e+06,-2.3e+08,1.9e+07,-2.11e+08,-2.11e+08,6.3e+07,-1.48e+08,-1.48e+08,1.1842e+10,1.945e+09,9.897e+09,5.98e+08,5.98e+08,1.59e+09,6.896e+09,6.896e+09,2.0926e+10,4.194e+09,2.853e+09,2.94e+08,1.15e+09,7.047e+09,2.7973e+10,2.611e+09,8.29e+08,1.782e+09,7.643e+09,6.579e+09,1.0254e+10,7.712e+09,7.712e+09,1.7966e+10,-8.46e+08,4.616e+09,3.77e+09,6.237e+09,1.0007e+10,2.7973e+10,-2.11e+08,1.26e+08,1.065e+09,-5.5e+08,4.3e+08,-8.2e+07,-118462856.983882,-118462856.983882,0,2.6e+07,-2.6e+07,-3.55e+08,1.81e+08,-1.74e+08,2.3e+08,2.3e+08,-1e+06,2.29e+08,8.8e+07,7.712e+09,-5.63e+08,0.15362,-0.01417,-0.05518,-0.01479,-0.00529,3.80405,2.04076,1.79534,0.27569,-0.55639,-0.55639,10.08271,14.17293,-2.11654,-0.00835,-0.03177,-46.93182,108.68421
"46","2022_Q1",46.3987096774194,"Up",2.274e+09,-2.674e+09,-4e+08,-4.4e+08,-3.05e+08,-1.35e+08,-8.4e+08,-1.22e+08,-1.55e+08,-9.62e+08,1e+06,-9.61e+08,1.35e+08,-8.26e+08,-8.26e+08,4.3e+08,-3.96e+08,-3.96e+08,1.1472e+10,2.321e+09,9.151e+09,5.46e+08,5.46e+08,1.478e+09,7.645e+09,7.645e+09,2.1141e+10,4.085e+09,2.52e+09,2.9e+08,1.023e+09,6.605e+09,2.7746e+10,2.583e+09,8.05e+08,1.778e+09,8.128e+09,6.951e+09,9.957e+09,7.692e+09,7.692e+09,1.7649e+10,4.298e+09,4312270337.11383,4.298e+09,5.799e+09,1.0097e+10,2.7746e+10,-8.26e+08,1.32e+08,4.471e+09,-3.522e+09,2.55e+08,-6.8e+07,-81149090.8079246,-81149090.8079246,-9.31322574615479e-10,3.53e+08,3.08e+08,-19000000.0000001,2.02e+08,1.83e+08,7.46e+08,7.46e+08,-2e+06,7.44e+08,-7.08e+08,6.938e+09,-4.433e+09,-0.1759,-0.36939,-0.17414,-0.03922,-0.01427,11.19444,2.12323,1.74794,0.25005,-1.48872,-1.48872,8.54887,16.15789,-16.66541,-0.02325,-0.26023,6.40395,5.39762
"47","2022_Q2",47.1685483870968,"Up",4.084e+09,-2.538e+09,1.546e+09,-4.29e+08,-3.01e+08,-1.28e+08,1.117e+09,-1.34e+08,-1.34e+08,9.83e+08,-1685891.70216336,9.83e+08,-9.8e+07,8.85e+08,8.85e+08,-5.62e+08,3.23e+08,3.23e+08,9.557e+09,2.16e+09,7.397e+09,6.04e+08,6.04e+08,1.72e+09,9.459e+09,9.459e+09,2.134e+10,4.067e+09,2.422e+09,2.88e+08,1.084e+09,6.489e+09,2.7829e+10,3.624e+09,1.105e+09,2.519e+09,7.321e+09,6.145e+09,1.0945e+10,7.126e+09,7.126e+09,1.8071e+10,-7.56e+08,4.199e+09,3.443e+09,6.315e+09,9.758e+09,2.7829e+10,8.85e+08,1.22e+08,2.9e+08,6.23e+08,1.92e+09,-7e+07,-7e+07,-7e+07,26267272.8254477,1e+06,3.8e+07,-5.65e+08,1.3e+08,-4.35e+08,1.523e+09,1.523e+09,2e+06,1.525e+09,1.239e+09,7.126e+09,1.89e+09,0.37855,0.27351,0.07909,0.0331,0.01161,5.85139,1.94975,1.85192,0.25606,1.14947,1.14947,14.53381,12.25267,6.72598,0.01913,0.11194,-1.96207,-2.17637
"48","2022_Q3",48.7390625,"Up",3.512e+09,-3.174e+09,3.38e+08,-4.72e+08,-3.15e+08,-1.57e+08,-1.34e+08,-1.51e+08,-1.51e+08,-2.85e+08,-12057675.1064901,-2.85e+08,-2000000.00000006,-2.87e+08,-2.87e+08,1.59e+08,-1.28e+08,-1.28e+08,8.265e+09,2.453e+09,5.812e+09,7.28e+08,7.28e+08,1.787e+09,9.296e+09,9.296e+09,2.0076e+10,4.043e+09,2.776e+09,2.88e+08,1.025e+09,6.819e+09,2.6895e+10,3.211e+09,1.151e+09,2.06e+09,6.392e+09,5.196e+09,8.857e+09,7.134e+09,7.134e+09,1.5991e+10,-32589365800.1642,4.773e+09,4.773e+09,6.131e+09,1.0904e+10,2.6895e+10,-2.87e+08,1.27e+08,2.34e+08,6.35e+08,7.09e+08,-1.52e+08,-1.52e+08,-1.52e+08,98801818.4763432,0,-1.07e+08,9e+06,9.3e+07,1.02e+08,7.04e+08,7.04e+08,4e+06,7.08e+08,-7e+06,6.388e+09,4.78e+08,0.0962399999999999,-0.0381500000000001,-0.03645,-0.01174,-0.00476,-3.73438,2.26668,1.46653,0.23752,-0.4183,-0.4183,11.47712,15.59804,1.56209,-0.0074,0.02764,268.14286,14.00746
