"","YQ","p","d","revenue","cost_of_revenue","gross_profit","operating_expenses","selling_general_administrative","research_development","operating_income_loss","non_operating_income_loss","interest_expense_net","income_loss_from_affiliates","other_non_operating_income_loss","pretax_income_loss_adj","pretax_income_loss","income_tax_expense_benefit_net","income_loss_from_continuing_operations","income_loss_incl_minority_interest","net_income","net_income_common","cash_cash_equivalents_short_term_investments","cash_cash_equivalents","accounts_notes_receivable","accounts_receivable_net","inventories","other_short_term_assets","income_taxes_receivable","misc_short_term_assets","total_current_assets","property_plant_equipment_net","other_long_term_assets","goodwill","deferred_tax_assets_long_term","investments_in_affiliates","misc_long_term_assets","total_noncurrent_assets","total_assets","payables_accruals","accounts_payable","accrued_taxes","other_payables_accruals","other_short_term_liabilities","misc_short_term_liabilities","total_current_liabilities","other_long_term_liabilities","pension_liabilities","deferred_tax_liabilities_long_term","misc_long_term_liabilities","total_noncurrent_liabilities","total_liabilities","share_capital_additional_paid_in_capital","retained_earnings","other_equity","equity_before_minority_interest","total_equity","total_liabilities_equity","net_income_starting_line","depreciation_amortization_2","non_cash_items","change_in_working_capital","net_cash_from_operating_activities","change_in_fixed_assets_intangibles","acquisition_of_fixed_assets_intangibles","purchase_of_fixed_assets","net_cash_from_investing_activities","cash_from_repayment_of_debt","cash_from_repurchase_of_equity","increase_in_capital_stock","net_cash_from_financing_activities","net_cash_before_disc_operations_and_fx","net_cash_before_fx","effect_of_foreign_exchange_rates","net_change_in_cash","ebitda","total_debt","free_cash_flow","gross_profit_margin","operating_margin","net_profit_margin","return_on_equity","return_on_assets","free_cash_flow_to_net_income","current_ratio","liabilities_to_equity_ratio","debt_ratio","earnings_per_share_basic","earnings_per_share_diluted","sales_per_share","equity_per_share","free_cash_flow_per_share","piotroski_f_score","return_on_invested_capital","cash_return_on_invested_capital","net_debt_ebitda","net_debt_ebit"
"29","2017_Q2",101.316507936508,"Up",203828000,-123478000,80350000,-40588000,-34569000,-6961000,39762000,880000,-1248000,1009000,1119000,40642000,39917000,-12885000,27032000,27032000,27032000,27032000,186111000,186111000,134084000,134084000,94795000,25366000,3924000,19715000,440356000,175642000,485390000,228229000,23480000,16726000,47376000,661032000,1101388000,89661000,30297000,15506000,43858000,7099000,7099000,97116000,78883000,8501000,13463000,56919000,325033000,422149000,136334000,631113000,-88208000,679239000,679239000,1101388000,27032000,10547000,4437000,-18782000,23234000,-3667000,-5270000,-5270000,-63408000,-87000,1187000,1187000,-2501000,-42675000,-42675000,1019000,-41656000,50309000,246506000,40745000,0.3942,0.19508,0.13262,0.0398,0.02454,1.50729,4.53433,0.6215,0.22381,1.49712,1.47129,11.28866,37.61846,2.25659,5,0.02691,0.04056,1.20048,1.51891
"30","2017_Q3",118.500634920635,"Up",201424000,-120878000,80546000,-47152000,-40011000,-7141000,33394000,-720000,-1947000,967000,260000,32674000,31594000,-10698000,20896000,20896000,20896000,20896000,177312000,177312000,136993000,136993000,102549000,24587000,4392000,17454000,441441000,173363000,484337000,232247000,19657000,17949000,47258000,657700000,1099141000,99729000,35560000,12387000,51782000,7099000,7099000,107211000,77280000,8501000,11559000,57220000,273675000,380886000,141736000,652009000,-75490000,718255000,718255000,1099141000,20896000,10989000,5197000,4173000,41255000,-4388000,-4426000,-4426000,-3915999.99999999,-50091000,1140000,1140000,-49136000,-11797000,-11797000,2998000,-8799000,44383000,196778000,54866000,0.39988,0.16579,0.10374,0.02909,0.01901,2.62567,4.1175,0.53029,0.17903,1.15193,1.12665,11.10386,39.59509,3.02459,7,0.02106,0.05529,0.43859,0.58292
"31","2017_Q4",150.770476190476,"Up",206783000,-124595000,82188000,-42033000,-39010000,-7410000,40155000,1735000,-1639000,1383000,1991000,41890000,40928000,-15396000,25532000,25532000,25532000,25532000,150993000,150993000,138506000,138506000,114118000,22303000,4383000,17024000,425920000,174855000,480843000,234587000,16007000,19340000,46767000,655698000,1081618000,106489000,35867000,16147000,54475000,7099000,7099000,113987000,80062000,8501000,13680000,57881000,216527000,330514000,142883000,677541000,-69320000,751104000,751104000,1081618000,25532000,11143000,1753000,-3066000,35362000,-1493000,-7982000,-7982000,-1375000,-60107000,494000,494000,-62141000,-28154000,-28154000,1835000,-26319000,51298000,136864000,62135000,0.39746,0.19419,0.12347,0.03399,0.02361,2.43361,3.73657,0.44004,0.12654,1.40425,1.3735,11.37295,41.31031,3.41739,6,0.02638,0.06419,-0.27543,-0.35186
"32","2018_Q1",152.058852459016,"Up",209008000,-133517000,75491000,-56096000,-48061000,-8035000,19395000,1891000,-1297000,1539000,1649000,21286000,20486000,-13487000,6999000.00000001,6998999.99999999,6998999.99999999,6998999.99999999,181159000,181159000,140562000,140562000,112557000,20245000,3087000,16262000,454523000,179611000,4.91e+08,237107000,6008000,18324000,69283000,670611000,1125134000,107547000,36116000,6408000,65023000,5682000,5682000,113808000,107898000,8720000,10706000,88472000,244753000,358561000,147188000,684540000,-65155000,766573000,766573000,1125134000,6999000.00000001,11420000,20445000,267000,39131000,-9572000,-9537000,-9537000,-9571000,-404000,1159000,1159000,591000,30151000,30151000,15000.0000000002,30166000,30815000,137434000,34997000,0.36119,0.0928,0.03349,0.00913,0.00622,5.00029,3.99377,0.46775,0.12215,0.38376,0.3747,11.46003,42.03164,1.91891,5,0.00692,0.03459,-1.41895,-2.25445
"33","2018_Q2",116.768125,"Down",214611000,-138005000,76606000,-45140000,-40597000,-8134000,31466000,-137000,-1210000,1007000,66000,31329000,30907000,-4771000,26136000,26136000,26136000,26136000,173019000,173019000,150038000,150038000,107935000,44793000,2561000,41336000,475785000,181803000,488539000,239052000,5025000,18301000,69163000,670342000,1146127000,93608000,41346000,1748000,50514000,5682000,5682000,99894000,110375000,8720000,13086000,88569000,247210000,347104000,141469000,714888000,-57334000,799023000,799023000,1146127000,26136000,11109000,10388000,-38865000,8768000,-9122000,-9122000,-9122000,-9122000,-149000,-1985000,1014000,-8541000,-8895000,-8895000,755000,-8140000,42575000,137439000,-641000,0.35695,0.14662,0.12178,0.03271,0.0228,-0.02453,4.7629,0.43441,0.11992,1.42913,1.40441,11.73507,43.69111,-0.03505,4,0.02497,-0.00061,-0.8357,-1.13074
"34","2018_Q3",131.566825396825,"Up",214675000,-138002000,76673000,-50907000,-42540000,-8750000,25766000,477000,-1293000,1804000,-34000,26243000,25702000,-8373000,17329000,17329000,17329000,17329000,174700000,174700000,148727000,148727000,117739000,44263000,2732000,41150000,485429000,184478000,478222000,234287000,3501000,19411000,69014000,662700000,1148129000,92462000,37299000,3987000,51176000,5682000,5682000,98744000,108214000,8720000,13879000,85615000,244600000,343344000,144832000,732217000,-72264000,804785000,804785000,1148129000,17329000,10975000,221000,-14475000,14050000,-10028000,-11055000,-11055000,-10028000,-142000.000000004,242000,242000,80000,4102000,4102000,-2421000,1680999.99999999,36741000,136986000,20611000,0.35716,0.12002,0.08072,0.02153,0.01509,1.18939,4.91604,0.42663,0.11931,0.94241,0.92867,11.67473,43.76686,1.12089,4,0.0165,0.01963,-1.02648,-1.46371
"35","2018_Q4",119.956984126984,"Down",226863000,-147734000,79129000,-48436000,-39943000,-7630000,30693000,-1037000,-2e+06,1642000,-679000,29656000,28604000,-8870000,19734000,19734000,19734000,19734000,149556000,149556000,155706000,155706000,125885000,41178000,2820000,38358000,472325000,241504000,555596000,266304000,4478000,17812000,85384000,797100000,1269425000,101472000,39999000,9189000,52284000,5682000,5682000,107590000,97184000,268000,10936000,85980000,335452000,443042000,148049000,751951000,-73617000,826383000,826383000,1269425000,19734000,13236000,-37000,-22327000,10606000,-16380000,-16380000,-16380000,-138385000,101745000,560000,560000,102240000,-25539000,-25539000,395000,-25144000,43929000,238704000,14092000,0.3488,0.13529,0.08699,0.02388,0.01555,0.7141,4.39005,0.53612,0.18804,1.07227,1.05659,12.32683,44.90236,0.7657,3,0.01698,0.01212,2.02937,2.90451
"36","2019_Q1",135.045081967213,"Up",222942000,-144567000,78375000,-49551000,-40966000,-8561000,28824000,-1425000,-2126000,1048000,-347000,27399000,25376000,-924000,24452000,24452000,24452000,24452000,167738000,167738000,144623000,144623000,132637000,40788000,3093000,37695000,485786000,242759000,550799000,264885000,8236000,18667000,62730000,793558000,1279344000,101633000,40321000,7032000,54280000,5547000,5547000,107180000,95358000,1739000,10806000,82813000,323840000,431020000,150755000,776403000,-78834000,848324000,848324000,1279344000,24452000,14753000,-2023000,-3786000,33396000,-10504000,-10558000,-10558000,-9901999.99999997,-5116000.00000001,127000,127000,-5097000,18397000,18397000,-215000,18182000,43577000,228482000,30211000,0.35155,0.12929,0.10968,0.02882,0.01911,1.23552,4.53243,0.50808,0.17859,1.32776,1.30836,12.10589,46.06451,1.64048,5,0.02086,0.02577,1.39395,2.10741
"37","2019_Q2",162.898095238095,"Up",239798000,-154404000,85394000,-51772000,-43252000,-7609000,33622000,303000,-1938000,837000,1404000,33925000,33103000,-4704000,28399000,28399000,28399000,28399000,162074000,162074000,160696000,160696000,133242000,47898000,3190000,44708000,503910000,244911000,550573000,263251000,11316000,15799000,68377000,795484000,1299394000,102818000,43481000,8720000,50617000,5547000,5547000,108365000,99225000,1739000,11151000,86335000,322707000,431072000,146963000,804782000,-83423000,868322000,868322000,1299394000,28399000,12984000,1701000,-26024000,17060000,-12640000,-12647000,-12647000,-10015000,-5098000,872000,872000,-11366000,-4321000,-4321000,-1343000,-5664000,46606000,223482000,12646000,0.35611,0.14021,0.11843,0.03271,0.02186,0.4453,4.65012,0.49644,0.17199,1.53037,1.51931,12.92224,46.79215,0.68147,3,0.02384,0.01062,1.3176,1.82642
"38","2019_Q3",147.39828125,"Down",242852000,-157024000,85828000,-51532000,-43649000,-7843000,34296000,-1697000,-2038000,1742000,-1401000,32599000,31516000,-7223000,24293000,24293000,24293000,24293000,173068000,173068000,156924000,156924000,135067000,44800000,4275000,40525000,509859000,248309000,549185000,263804000,11080000,17534000,68864000,797494000,1307353000,107145000,42214000,9048000,55883000,5547000,5547000,112692000,101665000,1739000,10768000,89158000,297147000,409839000,150395000,829075000,-81956000,897514000,897514000,1307353000,24293000,12115000,4015000,10018000,50441000,-11377000,-11379000,-11379000,-11377000,-28098000,48999.9999999999,48999.9999999999,-28333000,10731000,10731000,263000,10994000,46411000,195482000,52275000,0.35342,0.14122,0.10003,0.02707,0.01858,2.15185,4.52436,0.45664,0.14953,1.3084,1.29701,13.07977,48.3392,2.81548,5,0.02033,0.04376,0.48295,0.65355
"39","2019_Q4",135.14828125,"Down",221842000,-142975000,78867000,-48402000,-40448000,-7830000,30465000,-1167000,-1747000,1498000,-918000,29298000,28718000,-5331000,23387000,23387000,23387000,23387000,140747000,140747000,138532000,138532000,137908000,41305000,3761000,37544000,458492000,252393000,538833000,260552000,12166000,15033000,67907000,791226000,1249718000,99642000,38608000,9642000,51392000,5547000,5547000,105189000,99413000,1739000,8556000,89118000,229895000,335084000,154333000,852462000,-92161000,914634000,914634000,1249718000,23387000,12077000,4090000,8617000,48171000,-14801000,-14801000,-14801000,-14801000,-65098000,672000,672000,-64311000,-30941000,-30941000,-1380000,-32321000,42542000,130482000,41689000,0.35551,0.13733,0.10542,0.02557,0.01871,1.78257,4.35874,0.36636,0.10441,1.25852,1.24911,11.9379,49.21886,2.24339,6,0.02043,0.03642,-0.24129,-0.33694
"40","2020_Q1",113.732096774194,"Down",193768000,-129565000,64203000,-49620000,-41333000,-8403000,14583000,419000,-1146000,1242000,323000,15002000,-38211000,9451000,-28760000,-28760000,-28760000,-28760000,166849000,166849000,122285000,122285000,132859000,42109000,4524000,37585000,464102000,260246000,548833000,262930000,17117000,16461000,80588000,809079000,1273181000,95218000,33019000,10649000,51550000,5007000,5007000,100225000,116056000,1567000,9220000,105269000,239056000,339281000,157103000,823702000,-46905000,933900000,933900000,1273181000,-28760000,11986000,41726000,20699000,45651000,-12770000,-12770000,-12770000,-12770000,-7592000,-1.16415321826935e-10,0,-7833000,25048000,25048000,1054000,26102000,26569000,1.23e+08,25047000,0.33134,0.07526,-0.14842,-0.0308,-0.02259,-0.8709,4.6306,0.36329,0.09661,-1.54748,-1.53739,10.42604,50.2502,1.3477,4,-0.02452,0.02135,-1.65038,-3.00686
"41","2020_Q2",106.99380952381,"Down",198810000,-133180000,65630000,-48155000,-40330000,-7805000,17475000,-775000,-1207000,1218000,-786000,16700000,16700000,-3441000,13259000,13259000,13259000,13259000,308277000,308277000,144202000,144202000,127517000,41297000,4063000,37234000,621293000,260922000,544201000,260870000,18328000,15743000,81302000,805123000,1426416000,92332000,39707000,6626000,45999000,5007000,5007000,97339000,118268000,1596000,9115000,107557000,391268000,488607000,155897000,836961000,-55049000,937809000,937809000,1426416000,13259000,10926000,2941000,-18493000,8633000,-11160000,-11160000,-11160000,-11160000,149904000,664000,664000,145571000,143044000,143044000,-1616000,141428000,28401000,2.73e+08,2189000,0.33011,0.0879,0.06669,0.01414,0.0093,0.1651,6.38278,0.52101,0.19139,0.71021,0.70938,10.6492,50.23349,0.11725,4,0.00998,0.00165,-1.2421,-2.01871
"42","2020_Q3",117.58765625,"Up",191157000,-121188000,69969000,-48877000,-41694000,-7295000,21092000,-123000,-1779000,1022000,634000,20969000,20914000,-6394000,14520000,14520000,14520000,14520000,298742000,298742000,128697000,128697000,124747000,38504000,3801000,34703000,590690000,263051000,546800000,262469000,25474000,16907000,90055000,809851000,1400541000,91858000,35616000,11358000,44884000,5007000,5007000,96865000,118094000,1625000,8493000,107976000,341094000,437959000,159760000,851481000,-48659000,962582000,962582000,1400541000,14520000,14932000,-5406000.00000001,22280000,46326000,-6990000,-6990000,-6990000,-6990000,-50097000,0,1.16415321826935e-10,-50129000,-10793000,-10793000,1258000,-9534999.99999997,36024000,2.23e+08,57708000,0.36603,0.11034,0.07596,0.01508,0.01037,3.97438,6.09807,0.45498,0.15922,0.77743,0.77726,10.23489,51.53836,3.08979,6,0.01114,0.04427,-2.10254,-3.59103
"43","2020_Q4",132.45796875,"Up",201944000,-126426000,75518000,-57311000,-50230000,-7085000,18207000,-1170000,-3553000,937000,1446000,17037000,7624000,-618000,7006000,7006000,7006000,7006000,186123000,186123000,138611000,138611000,109733000,39976000,3406000,36570000,474443000,266104000,531493000,265781000,26907000,12755000,88895000,797597000,1272040000,101349000,35886000,6235000,59228000,5007000,5007000,106356000,118660000,1654000,9497000,107509000,178660000,285016000,163686000,858487000,-35149000,987024000,987024000,1272040000,7006000,22704000,6853000,22151000,58714000,-10794000,-10794000,-10794000,-10794000,-163106000,709000,709000,-162475000,-114555000,-114555000,1936000,-112619000,40911000,6e+07,52886000,0.37396,0.09016,0.03469,0.0071,0.00551,7.54867,4.4609,0.28876,0.04717,0.37489,0.37439,10.80608,52.81592,2.82994,7,0.00601,0.04537,-3.08286,-6.92717
"44","2021_Q1",178.590655737705,"Up",210672000,-129969000,80703000,-57156000,-50029000,-7135000,23547000,3323000,-596000,1700000,2219000,26870000,23296000,-8091000,15205000,15205000,15205000,15205000,191785000,191785000,134421000,134421000,102360000,45609000,2960000,42649000,474175000,272378000,517452000,270172000,28667000,15248000,80061000,789830000,1264005000,107894000,35987000,8558000,63349000,3615000,3615000,111509000,106741000,1612000,8375000,96754000,131741000,243250000,166638000,873692000,-19575000,1020755000,1020755000,1264005000,15205000,22863000,-2066000,15381000,51383000,-11441000,-11441000,-11441000,-11441000,-35031000,-12999.9999999998,-13000,-37156000,2785999.99999999,2785999.99999999,2876000,5662000,46410000,2.5e+07,58441000,0.38307,0.11177,0.07217,0.0149,0.01203,3.84354,4.25235,0.2383,0.01978,0.81354,0.81141,11.27191,54.61503,3.12686,7,0.01319,0.05071,-3.59373,-7.08307
"45","2021_Q2",191.05253968254,"Up",229265000,-139766000,89499000,-50800000,-42413000,-7172000,38699000,4542000,-607000,2181000,2968000,43241000,41735000,-10517000,31218000,31218000,31218000,31218000,199109000,199109000,144049000,144049000,106706000,55916000,2854000,53062000,505780000,267041000,509399000,266437000,28018000,14948000,80137000,776440000,1282220000,125947000,52342000,7629000,65976000,3615000,3615000,129562000,107803000,1635000,9229000,96939000,111803000,241365000,168716000,904910000,-32771000,1040855000,1040855000,1282220000,31218000,10325000,5807000,-10829000,36521000,-3602000,-3602000,-3602000,-3602000,-21253000,704000,704000,-23181000,9738000,9738000,-2414000,7324000,49024000,4e+06,45110000,0.39037,0.1688,0.13617,0.02999,0.02435,1.445,3.90377,0.23189,0.00312,1.66834,1.66283,12.2523,55.625,2.41075,7,0.02708,0.03914,-3.97987,-5.04171
"46","2021_Q3",196.76765625,"Up",234906000,-145073000,89833000,-53341000,-44959000,-7492000,36492000,2765000,-404000,1930000,1239000,39257000,38510000,-9855000,28655000,28655000,28655000,28655000,203945000,203945000,157471000,157471000,110761000,52948000,2904000,50044000,525125000,282543000,505808000,267192000,25986000,16904000,78628000,788351000,1313476000,123407000,53471000,5177000,64759000,3615000,3615000,127022000,109792000,1658000,9537000,98597000,109792000,236814000,173052000,933565000,-29955000,1076662000,1076662000,1313476000,28655000,10672000,4256000,-13898000,29685000,-17099000,-17813000,-17813000,-17099000,-8399000,0,0,-8451000.00000001,4135000,4135000,701000,4836000,47164000,-3.72529029846191e-09,26022000,0.38242,0.15535,0.12198,0.02661,0.02182,0.90811,4.13413,0.21995,-1.30104260698261e-18,1.53137,1.52631,12.55376,57.53858,1.39066,7,0.02415,0.02193,-4.32417,-5.58876
"47","2021_Q4",243.2334375,"Up",238263000,-146609000,91654000,-56848000,-47886000,-7531000,34806000,863000,-441000,1773000,-469000,35669000,34128000,-8999000,25129000,25129000,25129000,25129000,220901000,220901000,163804000,163804000,118216000,51644000,2527000,49117000,554565000,294190000,497285000,264785000,26529000,15415000,76621000,791475000,1346040000,134627000,54818000,7071000,72738000,3615000,3615000,138242000,108537000,1682000,7710000,99145000,108537000,246779000,178596000,958694000,-38029000,1099261000,1099261000,1346040000,25129000,10124000,2052000,2604000,39909000,-21996000,-28738133.6489324,-28738133.6489324,-21996000,-3000,859000,859000,788000,18701000,18701000,-1745000,16956000,44930000,0,34537000,0.38468,0.14608,0.10547,0.02286,0.01867,1.37439,4.01155,0.2245,0,1.34186,1.33445,12.72297,58.69926,1.84424,7,0.02081,0.0286,-4.91656,-6.34664
"48","2022_Q1",272.821612903226,"Up",230452000,-152299000,78153000,-67398000,-57895000,-7709000,10755000,1462000,-1084000,1148000,1398000,12217000,11907000,11224000,23131000,23131000,23131000,23131000,232296000,232296000,163092000,163092000,133384000,55293000,1921000,53372000,584065000,326967000,687534000,370189000,32671000,16328000,86870000,1014501000,1598566000,160108000,64660000,9632000,85816000,3841000,3841000,163949000,125722000,1618000,29451000,94653000,315722000,479671000,182313000,981825000,-45243000,1118895000,1118895000,1598566000,23131000,12163000,1103000,-18149000,18248000,-27714000,-30776212.3220479,-30776212.3220479,-195918000,190031000,-1000,-999.999999999884,189901000,12231000,12231000,-836000.000000001,11395000,22918000,1.9e+08,-34169000,0.33913,0.04667,0.10037,0.02067,0.01447,-1.4772,3.56248,0.4287,0.11886,1.23175,1.21723,12.27179,59.58225,-1.81953,3,0.01612,-0.02382,-1.84554,-3.93268
"49","2022_Q2",265.917580645161,"Down",248266000,-162872000,85394000,-65434000,-57705000,-8260000,19960000,473000,-1069000,1275000,267000,20433000,20364000,-3764000,16600000,16600000,16600000,16600000,182144000,182144000,173387000,173387000,152150000,68848000,2898000,65950000,576529000,349681000,667052000,364684000,32521000,15508000,79088000,1016733000,1593262000,157325000,74916000,1384000,81025000,3841000,3841000,161166000,124618000,1638000,27739000,95241000,314618000,475784000,175967000,998425000,-56914000,1117478000,1117478000,1593262000,16600000,10724000,1830000,-42877000,-13723000,-28249000,-28249000,-28249000,-25987000,-146000,950000,950000,-9694000,-49404000,-49404000,-748000,-50152000,30684000,1.9e+08,-36678000,0.34396,0.0804,0.06686,0.01485,0.01042,-2.20952,3.57724,0.42577,0.11925,0.88566,0.88003,13.2458,59.62109,-1.95689,2,0.01159,-0.02561,0.25603,0.39359
"50","2022_Q3",258.899375,"Down",251970000,-165452000,86518000,-62445000,-56138000,-8050000,24073000,571000,-1548000,1800000,319000,24644000,23967000,-6084000,17883000,17883000,17883000,17883000,225332000,225332000,176642000,176642000,171129000,62593000,3036000,59557000,635696000,360085000,636489000,351811000,38021000,15931000,65438000,996574000,1632270000,150900000,76840000,5815000,68245000,4048000,4048000,154948000,110751000,1475000,26351000,82925000,370751000,525699000,180696000,1016308000,-90433000,1106571000,1106571000,1632270000,17883000,12256000,-3228000,-24864000,2047000,-24956000,-24956000,-24956000,-26256000,70003000,0,0,69878000,45669000,45669000,-2481000,43188000,36329000,2.6e+08,-7407000,0.34337,0.09554,0.07097,0.01616,0.01096,-0.41419,4.10264,0.47507,0.15929,0.95224,0.94126,13.41693,58.92284,-0.39441,2,0.01211,-0.00501,0.95428,1.44012
