"","YQ","p","d","revenue","sales_services_revenue","cost_of_revenue","gross_profit","operating_expenses","selling_general_administrative","depreciation_amortization","operating_income_loss","non_operating_income_loss","interest_expense_net","interest_expense","interest_income","other_non_operating_income_loss","pretax_income_loss_adj","pretax_income_loss","income_tax_expense_benefit_net","income_loss_from_continuing_operations","income_loss_incl_minority_interest","net_income","net_income_common","cash_cash_equivalents_short_term_investments","cash_cash_equivalents","accounts_notes_receivable","accounts_receivable_net","inventories","other_short_term_assets","prepaid_expenses","misc_short_term_assets","total_current_assets","property_plant_equipment_net","property_plant_equipment","accumulated_depreciation","other_long_term_assets","misc_long_term_assets","total_noncurrent_assets","total_assets","payables_accruals","accounts_payable","accrued_taxes","other_payables_accruals","short_term_debt","other_short_term_liabilities","misc_short_term_liabilities","total_current_liabilities","long_term_debt","other_long_term_liabilities","pension_liabilities","pensions","misc_long_term_liabilities","total_noncurrent_liabilities","total_liabilities","share_capital_additional_paid_in_capital","other_equity","equity_before_minority_interest","total_equity","total_liabilities_equity","net_cash_from_operating_activities","change_in_fixed_assets_intangibles","disposition_of_fixed_assets_intangibles","disposition_of_fixed_assets","acquisition_of_fixed_assets_intangibles","purchase_of_fixed_assets","other_investing_activities","net_cash_from_investing_activities","cash_from_repayment_of_debt","other_financing_activities","net_cash_from_financing_activities","net_cash_before_disc_operations_and_fx","net_cash_before_fx","net_change_in_cash","total_debt","gross_profit_margin","operating_margin","net_profit_margin","return_on_equity","return_on_assets","current_ratio","liabilities_to_equity_ratio","debt_ratio","earnings_per_share_basic","earnings_per_share_diluted","sales_per_share","equity_per_share","return_on_invested_capital","net_debt_ebit"
"31","2017_Q4",12.9033333333333,"Up",453189000,453189000,-302506000,150683000,-84967000,-15005000,-69962000,65716000,-4285000,-10769000,-10773000,4000,-114000,61431000,61431000,-5000.00000000001,61426000,61426000,61271000,61271000,18393000,18393000,129031000,129031000,87667000,12560000,10356000,2204000,247651000,1501892000,2938362000,-1436470000,209960000,73561000,1959001000,2206652000,148348000,73597000,20544000,54207000,128220000,27188000,27188000,303756000,449807000,297565000,39497000,39497000,258068000,747372000,1051128000,1187847000,-37694000,1150153000,1155524000,2206652000,161601000,-36990000,948000,948000,-37938000,-37938000,6922000,-130068000,17503000,-3256000,-52597000,-21064000,-21064000,-21064000,578027000,0.33249,0.14501,0.1352,0.05302,0.02777,0.8153,0.90965,0.26195,0.48171,0.48171,3.56294,9.04242,0.06308,8.51595
"32","2018_Q1",13.1414754098361,"Up",483231000,483231000,-314194000,169037000,-90650000,-15778000,-74872000,78387000,-3801000,-10469000,-10481000,12000,-376000,74586000,74586000,-213000,74373000,74373000,74235000,74235000,6756000,6756000,181671000,181671000,60275000,32938000,28117000,4821000,281640000,1476656000,2934188000,-1457532000,206713000,70314000,1937731000,2219371000,158050000,96958000,20336000,40756000,101013000,30571000,30571000,289634000,473028000,305223000,45317000,45317000,259906000,778251000,1067885000,1198078000,-51940000,1146138000,1151486000,2219371000,100037000,-38982000,651000,651000,-39633000,-39633000,-397000.000000002,-39379000,-4485000,-282000,-72295000,-11637000,-11637000,-11637000,574041000,0.34981,0.16221,0.15362,0.06447,0.03345,0.9724,0.9274,0.25865,0.58363,0.58363,3.79913,9.01086,0.06981,7.23698
"33","2018_Q2",12.831875,"Down",457122000,457122000,-297023000,160099000,-79873000,-16651000,-61848000,80226000,-4180000,-10793000,-10858000,65000,-847000,76046000,156046000,10000,156056000,156056000,155908000,155908000,28764000,28764000,157798000,157798000,83944000,23600000,19846000,3754000,294106000,1462934000,2983666000,-1520732000,217583000,81184000,1949308000,2243414000,160044000,92745000,20270000,47029000,68948000,27501000,27501000,256493000,437337000,308618000,42906000,42906000,265712000,745955000,1002448000,1286555000,-50923000,1235632000,1240966000,2243414000,224178000,-51518000,7000,7000,-51525000,-51525000,-10679000,-62197000,-69374000,-2203000,-139973000,22008000,22008000,22008000,506285000,0.35023,0.1755,0.34106,0.12563,0.0695,1.14664,0.8078,0.22568,1.22574,1.22574,3.59386,9.71445,0.1091,5.9522
"34","2018_Q3",14.3204761904762,"Up",516137000,516137000,-338733000,177404000,-89244000,-17026000,-72150000,88160000,-1780000,-9931000,-9955000,24000,-542000,86380000,86380000,-3000,86377000,86377000,86190000,86190000,51225000,51225000,178675000,178675000,68411000,17880000,15908000,1972000,316191000,1466122000,3013346000,-1547224000,211175000,74776000,1949643000,2265834000,156206000,89698000,20574000,45934000,92454000,27239000,27239000,275899000,428214000,306290000,41774000,41774000,264516000,734504000,1010403000,1300011000,-49907000,1250104000,1255431000,2265834000,149066000,-68651000,470000,470000,-69121000,-69121000,2846000,-65805000,13522000,-5275000,-60800000,22461000,22461000,22461000,520668000,0.34371,0.17081,0.16699,0.06865,0.03804,1.14604,0.80483,0.22979,0.67762,0.67762,4.05783,9.82823,0.07455,5.3249
"35","2018_Q4",14.6195238095238,"Up",497758000,497758000,-337101000,160657000,-86032000,-15836000,-70196000,74625000,-651000,-9808000,-9840000,32000,-812000,73974000,73974000,-5000.00000000001,73969000,73969000,73733000,73733000,38355000,38355000,149980000,149980000,66907000,13586000,11436000,2150000,268828000,1462864000,3044530000,-1581666000,205619000,69220000,1948545000,2217373000,180569000,102944000,19252000,58373000,30668000,27633000,27633000,238870000,422123000,306107000,40489000,40489000,265618000,728230000,967100000,1294049000,-49093000,1244956000,1250273000,2217373000,206023000,-61878000,1884000,1884000,-63762000,-63762000,-5409000,-67287000,-68654000,-13713000,-151606000,-12870000,-12870000,-12870000,452791000,0.32276,0.14992,0.14813,0.05897,0.03325,1.12542,0.77351,0.2042,0.57968,0.57968,3.91334,9.78776,0.07116,5.55358
"36","2019_Q1",14.9265573770492,"Up",531840000,531840000,-347241000,184599000,-94840000,-18785000,-76031000,89759000,1816000,-9527000,-9565000,38000,15276000,91575000,51092000,-24000,51068000,51068000,50773000,50773000,244150000,244150000,174914000,174914000,59206000,22416000,20730000,1686000,500686000,1412358000,2925808000,-1513450000,198301000,61902000,1894062000,2394748000,161294000,96397000,16762000,48135000,138722000,30855000,30855000,330871000,574599000,301591000,43135000,43135000,258456000,876190000,1207061000,1229268000,-46871000,1182397000,1187687000,2394748000,115078000,-49024000,47999.9999999995,47999.9999999995,-49072000,-49072000,-936000,-49960000,259753000,-49856000,140677000,205795000,205795000,205795000,713321000,0.34709,0.16877,0.09547,0.04275,0.0212,1.51324,1.01631,0.29787,0.39917,0.39917,4.18129,9.29592,0.05448,5.22701
"37","2019_Q2",14.4014285714286,"Down",526602000,526602000,-332966000,193636000,-88951000,-17812000,-71139000,104685000,1770000,-11331000,-11422000,91000,12777000,106455000,283498000,106000,283604000,283604000,276428000,276428000,30192000,30192000,194538000,194538000,85440000,19565000,15811000,3754000,329735000,1894985000,3474573000,-1579588000,231640000,95241000,2155395000,2485130000,182573000,112684000,18484000,51405000,137805000,28763000,28763000,349141000,439315000,308565000,41917000,41917000,266648000,747880000,1097021000,1426360000,-50455000,1375905000,1388109000,2485130000,143706000,-83940000,103000,103000,-84043000,-84043000,143018000,-115982000,-159341000,-13330000,-241682000,-213958000,-213958000,-213958000,577120000,0.36771,0.19879,0.52493,0.19914,0.11123,0.94442,0.7903,0.23223,2.17326,2.17326,4.14011,10.81727,0.15192,5.22451
"38","2019_Q3",13.35359375,"Down",517054000,517054000,-346903000,170151000,-101745000,-19521000,-76913000,68406000,-10036000,-10573000,-10711000,138000,-13000,58370000,58370000,-186000,58184000,58184000,58070000,58070000,55215000,55215000,178128000,178128000,84661000,13494000,11592000,1902000,331498000,1911631000,3496144000,-1584513000,230920000,94521000,2171223000,2502721000,173261000,108116000,17507000,47638000,121912000,30004000,30004000,325177000,484496000,313569000,40841000,40841000,272728000,798065000,1123242000,1417962000,-50573000,1367389000,1379479000,2502721000,157997000,-80986000,598000,598000,-81584000,-81584000,-1929999.99999997,-93791000,30534000.0000001,-228000,-39182999.9999999,25023000.0000001,25023000.0000001,25023000.0000001,606408000,0.32908,0.1323,0.11231,0.0421,0.0232,1.01944,0.81425,0.2423,0.45654,0.45654,4.06504,10.75032,0.05547,8.05767
"39","2019_Q4",10.178125,"Down",464726000,464726000,-298278000,166448000,-100832000,-17885000,-72348000,65616000,-11175000,-11606000,-11698000,92000,-228000,54441000,39251000,-50000.0000000001,39201000,39201000,39084000,39084000,31817000,31817000,182094000,182094000,114100000,13353000,11600000,1753000,341364000,2025503000,3673436000,-1647933000,231501000,95102000,2285725000,2627089000,170766000,91445000,17611000,61710000,105632000,33320000,33320000,309718000,654102000,311978000,38583000,38583000,273395000,966080000,1275798000,1389959000,-50692000,1339267000,1351291000,2627089000,106715000,-75324000,191000,191000,-75515000,-75515000,-4172000,-213793000,154016000,-183000,83680000,-23398000,-23398000,-23398000,759734000,0.35816,0.14119,0.0841,0.02892,0.01488,1.10218,0.94413,0.28919,0.30728,0.30728,3.65364,10.52922,0.04508,11.09359
"40","2020_Q1",6.80225806451613,"Down",453338000,453338000,-303456000,149882000,-113901000,-17779000,-88675000,35981000,-10385000,-11986000,-12044000,58000,-11975000,25596000,25596000,341000,25937000,25937000,25832000,25832000,36482000,36482000,161679000,161679000,101305000,20119000,18019000,2100000,319585000,2008986000,3684008000,-1675022000,229594000,93195000,2267109000,2586694000,138573000,80566000,15768000,42239000,24776000,32237000,32237000,195586000,784734000,340950000,44858000,44858000,296092000,1125684000,1321270000,1331482000,-77993000,1253489000,1265424000,2586694000,106477000,-64342000,374000,374000,-64716000,-64716000,-208000.000000004,-64550000,50345000,-296260000,-37262000,4665000,4665000,4665000,809510000,0.33062,0.07937,0.05698,0.02041,0.00999,1.63399,1.04413,0.31295,0.20309,0.20309,3.56411,9.85484,-0.07567,21.48434
"41","2020_Q2",3.09904761904762,"Down",350763000,350763000,-234342000,116421000,-92098000,-13438000,-73921000,24323000,-12132000,52000,-20805924.7712429,52000,-12635000,12191000,-144812000,105000,-144707000,-144707000,-144783000,-144783000,29623000,29623000,137261000,137261000,124516000,16092000,14685000,1407000,307492000,1958727000,3621062000,-1662335000,102088000,97715000,2088929000,2396421000,133460000,63107000,21598000,48755000,81034000,32862000,32862000,247356000,747034000,334527000,43361000,43361000,291166000,1081561000,1328917000,1132836000,-77055000,1055781000,1067504000,2396421000,78719000,-47864000,2500000,2500000,-50364000,-50364000,-3470000,-51334000,24865000,-59109000,-34244000,-6859000,-6859000,-6859000,828068000,0.33191,0.06934,-0.41277,-0.13563,-0.06042,1.24312,1.24488,0.34554,-1.13827,-1.13827,2.75767,8.30048,-0.06492,32.82675
"42","2020_Q3",2.91078125,"Down",255202000,255202000,-187164000,68038000,-103138000,-13822000,-83559000,-35100000,-11656000,-23695000,-23725000,30000,11902000,-46756000,-46756000,77000,-46679000,-46679000,-46664000,-46664000,35106000,35106000,104361000,104361000,88393000,13322000,12697000,625000,241182000,1914980000,3615721000,-1700741000,101761000,97388000,2044446000,2285628000,115577000,51184000,19783000,44610000,58399000,30122000,30122000,204098000,720415000,337963000,42924000,42924000,295039000,1058378000,1262476000,1087782000,-76116000,1011666000,1023152000,2285628000,91449000,-33642000,239000,239000,-33881000,-33881000,-2487000,-36129000,-49597000,-239999.99999997,-49837000,5483000,5483000,5483000,778814000,0.2666,-0.13754,-0.18285,-0.04561,-0.02042,1.1817,1.23391,0.34074,-0.36687,-0.36687,2.00638,7.95365,-0.02181,-21.18826
"43","2020_Q4",3.4603125,"Up",355651000,355651000,-232749000,122902000,-83557000,-13871000,-80182000,39345000,-11817000,-11156000,-11186000,30000,-723000,27528000,27528000,-293000,27235000,27235000,27199000,27199000,34135000,34135000,120875000,120875000,74879000,13247000,10984000,2263000,243136000,1860922000,3619568000,-1758646000,99867000,95494000,1988204000,2231340000,126544000,54789000,17397000,54358000,91866000,34965000,34965000,253375000,586274000,338908000,41862000,41862000,297046000,925182000,1178557000,1116626000,-75272000,1041354000,1052783000,2231340000,121620000,-18564000,11000,11000,-18575000,-18575000,-2900000,-21464000,-100989000,-138000,-101127000,-971000,-971000,-971000,678140000,0.34557,0.11063,0.07648,0.02584,0.01219,0.95959,1.11947,0.30392,0.21384,0.21384,2.7961,8.18705,0.01314,16.36815
"44","2021_Q1",5.19098360655738,"Up",366513000,366513000,-226530000,139983000,-94400000,-18675000,-75725000,45583000,-10559000,-10679000,-10702000,23000,-136999.999999998,35024000,35024000,76000,35100000,35100000,35028000,35028000,55574000,55574000,104579000,104579000,56407000,29214000,21565000,7649000,245774000,1800245000,3554090000,-1753845000,92729000,88356000,1920242000,2166016000,106221000,47511000,25054000,33656000,75819000,32565000,32565000,214605000,533957000,345187000,46965000,46965000,298222000,879144000,1093749000,1148565000,-87674000,1060891000,1072267000,2166016000,108857000,-17269000,1012000,1012000,-18281000,-18281000,1072000,-16197000,-68147000,-3074000,-71221000,21439000,21439000,21439000,609776000,0.38193,0.12437,0.09557,0.03267,0.01617,1.14524,1.02003,0.28152,0.27539,0.27539,2.8815,8.34065,0.01728,12.15809
"45","2021_Q2",5.72460317460317,"Up",318622000,318622000,-196520000,122102000,-85774000,-15504000,-59202000,36328000,-11514000,17000,-20398922.5963075,17000,-11593000,24814000,24814000,12000,24826000,24826000,24748000,24748000,34443000,34443000,116333000,116333000,84981000,21057000,15268000,5789000,256814000,1767223000,3575120000,-1807897000,100236000,95863000,1894366000,2151180000,127259000,60140000,22563000,44556000,58251000,25799000,25799000,211309000,499586000,340379000,42842000,42842000,297537000,839965000,1051274000,1174036000,-85443000,1088593000,1099906000,2151180000,54647000,-30298000,1139000,1139000,-31437000,-31437000,7561000,-22737000,-52894000,-147000,-53041000,-21131000,-21131000,-21131000,557837000,0.38322,0.11402,0.07767,0.0225,0.0115,1.21535,0.95579,0.25932,0.19457,0.19457,2.50498,8.55844,0.01239,14.40745
"46","2021_Q3",7.72921875,"Up",-251018000,-251018000,-236165000,-487183000,-51033000,-17492000,-64733000,-538216000,9401000,15000,-29978014.3794684,15000,9045000,-528815000,-528815000,-5000,-528820000,-528820000,-528950000,-528950000,37749000,37749000,132033000,132033000,74505000,16666000,12536000,4130000,260953000,1727954000,3548857000,-1820903000,100332000,95959000,1854560000,2115513000,120810000,55840000,21019000,43951000,58183000,24737000,24737000,203730000,440700000,336563000,42031000,42031000,294532000,777263000,980993000,1206511000,-83212000,1123299000,1134520000,2115513000,-53100000,-22490000,1699000,1699000,-24189000,-24189000,-6567000,-29057000,-59486000,-13267000,-72753000,-154910000,-154910000,-154910000,498883000,0.344428100744835,0.111294476105819,0.0857783721739817,0.0254186689738897,0.0139461133152815,1.28088,0.86468,0.23582,0.234629029452649,0.234629029452649,2.68760000787236,8.94792442199879,0.0153711610203495,15.6167500168837
"47","2021_Q4",10.60828125,"Up",1028900000,1028900000,-255228000,773672000,-113721000,-18655000,-68763000,659951000,-29008000,-29627000,-29646000,19000,-84000,630943000,630943000,-234000,630709000,630709000,630533000,630533000,104611000,104611000,142007000,142007000,65484000,14058000,10931000,3127000,326160000,1696214000,3570201000,-1873987000,100421000,96048000,1822815000,2148975000,146671000,70425000,23797000,52449000,19400000,25014000,25014000,191085000,438632000,337420000,41220000,41220000,296200000,776052000,967137000,1251674000,-80981000,1170693000,1181838000,2148975000,309430000,-29441000,3594000,3594000,-33035000,-33035000,825000,-28616000,-41246000,-14490000,-55736000,225078000,225078000,225078000,458032000,0.302698064110349,0.109268030249158,0.104020873201625,0.0364973348015662,0.0206784357460882,1.70688,0.81833,0.21314,0.348307291469867,0.348307291469867,3.25466973228241,9.35095965319928,0.0225004661038588,10.8949540107441
"48","2022_Q1",13.5511290322581,"Up",473472000,473472000,-324951000,148521000,-87381000,-18509000,-68679000,61139999.9999999,-8910000.00000001,-9546000,-9583000,37000,-387999.999999999,52230000.0000002,52230000,-190000,52040000,52040000,51826000,51826000,122403000,122403000,129531000,129531000,60302000,26992000,21354000,5638000,339228000,1698678000,3608347000,-1909669000,95175000,90802000,1820178000,2159406000,129178000,69586000,17787000,41805000,18731000,29668000,29668000,177577000,431926000,323834000,25590000,25590000,297853000,755760000,933337000,1279183000,-64229000,1214954000,1226069000,2159406000,114225000,-33036000,1287000,1287000,-34323000,-34323000,-29242000,-62278000,-7839000,-26316000,-34155000,17791999.9999999,17791999.9999999,17791999.9999999,450657000,0.31368,0.12913,0.10946,0.04227,0.024,1.91031,0.76124,0.20869,0.40745,0.40745,3.7224,9.55188,0.02591,5.36889
"49","2022_Q2",17.6848387096774,"Up",460863000,460863000,-261746000,199117000,-111282000,-18596000,-63314000,87835000,-8178000,35000,40137281.512112,35000,-9096000,79657000,79657000,-42715000,36942000,36942000,36652000,36652000,128191000,128191000,156698000,156698000,95745000,24063000,19238000,4825000,404697000,1691606000,3666987000,-1975381000,103050000,98677000,1820850000,2225547000,151791000,92904000,15209000,43678000,18157000,32108000,32108000,202056000,429589000,360509000,24857000,24857000,298031000,790098000,992154000,1285725000,-63439000,1222286000,1233393000,2225547000,89036000,-58225000,928000,928000,-59153000,-59153000,12700000,-45525000,-4675000,-33048000,-37723000,5788000,5788000,5788000,447746000,0.43205,0.19059,0.07953,0.02972,0.01647,2.0029,0.80441,0.20118,0.28816,0.28816,3.62327,9.60953,0.01795,3.63813
"50","2022_Q3",21.74975,"Up",-394009000,-394009000,-316502000,-710511000,-124576000,-22457000,-66734000,-835087000,30978000,93000,129467744.536336,93000,29300000,-804109000,-804260000,-6331000,-810591000,-810591000,-809688000,-809688000,106089000,106089000,230577000,230577000,109676000,19742000,15853000,3889000,466084000,1685871000,3656835000,-1970964000,102209000,97836000,1867107000,2333191000,148176000,90408000,13972000,43796000,17585000,30787000,30787000,196548000,426210000,358240000,24130000,24130000,296779000,784450000,980998000,1403733000,-62645000,1341088000,1352193000,2333191000,-80085000,-63757000,-928000,-928000,-62829000,-62829000,-33745000,-130141000,-4431000,-46135000,-50566000,-260792000,-260792000,-260792000,443795000,0.708588082427592,0.307438753177488,-0.00684787731219678,-0.0123719981122721,-0.00832772546931517,2.37135,0.72549,0.19021,-0.116429339538742,-0.116429339538742,2.55483237007739,10.54354,-0.00815668643789585,8.1932220138139
