"","YQ","p","d","revenue","cost_of_revenue","gross_profit","operating_expenses","selling_general_administrative","operating_income_loss","non_operating_income_loss","interest_expense_net","other_non_operating_income_loss","pretax_income_loss_adj","pretax_income_loss","income_tax_expense_benefit_net","income_loss_from_continuing_operations","income_loss_incl_minority_interest","net_income","net_income_common","cash_cash_equivalents_short_term_investments","cash_cash_equivalents","accounts_notes_receivable","accounts_receivable_net","other_short_term_assets","misc_short_term_assets","total_current_assets","property_plant_equipment_net","other_long_term_assets","intangible_assets","misc_long_term_assets","total_noncurrent_assets","total_assets","payables_accruals","other_payables_accruals","short_term_debt","total_current_liabilities","long_term_debt","other_long_term_liabilities","misc_long_term_liabilities","total_noncurrent_liabilities","total_liabilities","share_capital_additional_paid_in_capital","retained_earnings","other_equity","equity_before_minority_interest","total_equity","total_liabilities_equity","net_income_starting_line","depreciation_amortization_2","non_cash_items","change_in_working_capital","net_cash_from_operating_activities","change_in_fixed_assets_intangibles","net_cash_from_investing_activities","dividends_paid","cash_from_repayment_of_debt","cash_from_repurchase_of_equity","increase_in_capital_stock","decrease_in_capital_stock","other_financing_activities","net_cash_from_financing_activities","net_cash_before_disc_operations_and_fx","net_cash_before_fx","net_change_in_cash","ebitda","total_debt","free_cash_flow","gross_profit_margin","operating_margin","net_profit_margin","return_on_equity","return_on_assets","free_cash_flow_to_net_income","current_ratio","liabilities_to_equity_ratio","debt_ratio","earnings_per_share_basic","earnings_per_share_diluted","sales_per_share","equity_per_share","free_cash_flow_per_share","dividends_per_share","return_on_invested_capital","cash_return_on_invested_capital","dividend_payout_ratio","net_debt_ebitda","net_debt_ebit"
"22","2016_Q4",41.9968253968254,"Up",1.868e+09,-1.63e+09,2.38e+08,-8.8e+07,-8.8e+07,1.5e+08,-2.6e+07,-2.5e+07,-1e+06,1.24e+08,7.5e+07,1.7e+07,9.2e+07,9.2e+07,9.1e+07,9.1e+07,4.49e+08,4.49e+08,1.677e+09,1.677e+09,4.3e+08,4.3e+08,2.556e+09,2.31e+08,6.792e+09,1.643e+09,2.6e+08,7.023e+09,9.579e+09,1.938e+09,1.915e+09,4.2e+07,1.98e+09,3.428e+09,1.041e+09,1.74e+08,4.469e+09,6.449e+09,3.31e+09,-1.88e+08,-6e+06,3.116e+09,3.13e+09,9.579e+09,9.2e+07,3.7e+07,1e+07,1.31e+08,2.7e+08,-1.3e+07,1.6e+07,-1.041e+09,5.9e+08,1.8e+07,1.9e+07,-1e+06,-3e+07,-4.63e+08,-1.77e+08,-1.77e+08,-1.77e+08,1.87e+08,3.47e+09,2.88e+08,0.12741,0.0803,0.04872,0.02907,0.0095,3.16484,1.29091,2.06038,0.36225,0.8125,0.79825,16.67857,27.82143,2.57143,9.29464,0.14815,0.03769,11.43956,16.15508,20.14
"23","2017_Q1",46.5654838709677,"Up",2.575e+09,-2.178e+09,3.97e+08,-2.21e+08,-2.18e+08,1.76e+08,-3.7e+07,-3.7e+07,-1e+07,1.39e+08,1.05e+08,-4.5e+07,6e+07,6e+07,5.9e+07,5.9e+07,3.76e+08,3.76e+08,1.657e+09,1.657e+09,3.48e+08,3.48e+08,2.381e+09,2.59e+08,6.492e+09,1.589e+09,2.65e+08,6.751e+09,9.132e+09,1.954e+09,1.931e+09,6.2e+07,2.016e+09,3.225e+09,7.44e+08,2.04e+08,3.969e+09,5.985e+09,3.316e+09,-1.77e+08,-4e+06,3.135e+09,3.147e+09,9.132e+09,6e+07,6.8e+07,1.6e+07,-2.3e+07,1.21e+08,-9e+06,-8e+06,-47999999.9999998,-1.75e+08,-4e+06,0,-4e+06,0,-2.27e+08,-1.14e+08,-1.14e+08,-1.14e+08,2.44e+08,3.287e+09,2.57e+08,0.15417,0.06835,0.02291,0.01875,0.00646,4.35593,1.18105,1.90181,0.35994,0.39073,0.38312,17.05298,20.76159,1.70199,0.317880000000002,0.01491,0.0358,0.813560000000003,11.93033,16.53977
"24","2017_Q2",48.4130158730159,"Up",2.58e+09,-2.233e+09,3.47e+08,-1.81e+08,-1.81e+08,1.66e+08,-2.6e+07,-3.6e+07,3e+06,1.4e+08,1.08e+08,-3.4e+07,7.4e+07,7.4e+07,7.2e+07,7.2e+07,2.06e+08,2.06e+08,1.841e+09,1.841e+09,3.48e+08,3.48e+08,2.395e+09,2.38e+08,6.507e+09,1.52e+09,3.53e+08,6.745e+09,9.14e+09,1.899e+09,1.286e+09,8.4e+07,1.983e+09,3.188e+09,7.81e+08,2.17e+08,3.969e+09,5.952e+09,3.323e+09,-1.54e+08,8e+06,3.177e+09,3.188e+09,9.14e+09,7.4e+07,8.2e+07,1.3e+07,-2.4e+08,-7.1e+07,-7e+06,-5e+06,-5e+07,-2.2e+07,-5e+06,1e+06,-6e+06,-1e+06,-77999999.9999999,-1.54e+08,-1.54e+08,-1.54e+08,2.48e+08,3.272e+09,3.5e+07,0.1345,0.06434,0.02791,0.02258,0.00788,0.48611,1.20777,1.867,0.35799,0.48,0.47059,17.2,21.18,0.23333,0.33333,0.01685,0.00483,0.69444,12.3629,18.46988
"25","2017_Q3",50.9185714285714,"Up",2.571e+09,-2.19e+09,3.81e+08,-1.86e+08,-1.86e+08,1.95e+08,-3.8e+07,-3.4e+07,3e+06,1.57e+08,1.35e+08,-3.7e+07,9.8e+07,9.8e+07,9.8e+07,9.8e+07,2.62e+08,2.62e+08,1.832e+09,1.832e+09,3.4e+08,3.4e+08,2.434e+09,2.15e+08,6.233e+09,1.006e+09,2.92e+08,6.448e+09,8.882e+09,1.826e+09,1.809e+09,8.4e+07,1.91e+09,3.147e+09,5.84e+08,2.22e+08,3.731e+09,5.641e+09,3.321e+09,-1.05e+08,8e+06,3.224e+09,3.241e+09,8.882e+09,9.8e+07,8e+07,3.5e+07,-4.7e+07,1.66e+08,-9e+06,-9e+06,-5.2e+07,-4.7e+07,-1.3e+07,6e+06,-1.9e+07,0,-1.12e+08,4.5e+07,4.5e+07,4.5e+07,2.75e+08,3.231e+09,2.56e+08,0.14819,0.07585,0.03812,0.03024,0.01103,2.61224,1.27435,1.74051,0.36377,0.64901,0.64052,17.02649,21.35099,1.69536,0.34437,0.02126,0.03628,0.53061,10.79636,15.22564
"26","2017_Q4",57.5969841269841,"Up",2.503e+09,-2.136e+09,3.67e+08,-1.94e+08,-1.94e+08,1.73e+08,-3e+07,-3.5e+07,0,1.43e+08,1.16e+08,-3.7e+07,7.9e+07,7.9e+07,8.2e+07,8.2e+07,2.87e+08,2.87e+08,1.797e+09,1.797e+09,4.87e+08,4.87e+08,2.571e+09,2.12e+08,6.14e+09,9.25e+08,2.39e+08,6.352e+09,8.923e+09,1.957e+09,1.939e+09,6.4e+07,2.021e+09,3.043e+09,5.52e+08,2.15e+08,3.595e+09,5.616e+09,3.335e+09,-7.2e+07,3.1e+07,3.294e+09,3.307e+09,8.923e+09,7.9e+07,9.2e+07,1.8e+07,7.8e+07,2.67e+08,-1.9e+07,-1.9e+07,-4.8e+07,-1.25e+08,2e+06,3e+06,-1e+06,-3e+06,-1.74e+08,7.4e+07,7.4e+07,7.4e+07,2.65e+08,3.107e+09,3.61e+08,0.14662,0.06912,0.03276,0.0248,0.00919,4.40244,1.27214,1.69822,0.3482,0.53947,0.53247,16.46711,21.67105,2.375,0.31579,0.01866,0.05182,0.58537,10.64151,16.30058
"27","2018_Q1",60.9714754098361,"Up",2.516e+09,-2.179e+09,3.37e+08,-1.86e+08,-1.76e+08,1.51e+08,-5.9e+07,-3.5e+07,-3.2e+07,9.2e+07,3.4e+07,7.9e+07,1.13e+08,1.13e+08,1.14e+08,1.14e+08,3.9e+08,3.9e+08,1.831e+09,1.831e+09,4.53e+08,4.53e+08,2.674e+09,2.32e+08,6.084e+09,8.56e+08,2.54e+08,6.316e+09,8.99e+09,2.147e+09,2.13e+09,5.5e+07,2.202e+09,3.056e+09,3.49e+08,1.29e+08,3.405e+09,5.607e+09,3.344e+09,-7e+06,3.3e+07,3.37e+09,3.383e+09,8.99e+09,1.13e+08,8.2e+07,5.5e+07,-8.6e+07,1.64e+08,-3.8e+07,-3.8e+07,-4.8e+07,-1.5e+07,-2e+06,3e+06,-5e+06,0,-6.5e+07,6.1e+07,6.1e+07,6.1e+07,2.33e+08,3.111e+09,3e+07,0.13394,0.06002,0.04531,0.0337,0.01268,0.26316,1.21435,1.6574,0.34605,0.73548,0.73077,16.23226,21.74194,0.19355,0.30968,0.02367,0.00438,0.42105,11.67811,18.01987
"28","2018_Q2",57.871875,"Down",2.443e+09,-2.086e+09,3.57e+08,-1.78e+08,-1.78e+08,1.79e+08,-3e+07,-3.4e+07,0,1.49e+08,1.25e+08,-2.3e+07,1.02e+08,1.02e+08,1.02e+08,1.02e+08,2.15e+08,2.15e+08,1.914e+09,1.914e+09,5.06e+08,5.06e+08,2.635e+09,2.27e+08,6.051e+09,8.06e+08,2.69e+08,6.278e+09,8.913e+09,2.022e+09,2.008e+09,8.1e+07,2.103e+09,3.007e+09,3.69e+08,1.48e+08,3.376e+09,5.479e+09,3.338e+09,3.7e+07,5.6e+07,3.431e+09,3.434e+09,8.913e+09,1.02e+08,6.3e+07,2.5e+07,-1.68e+08,2.2e+07,-1.5e+07,-9.6e+07,-5.2e+07,-1.7e+07,-1.8e+07,4e+06,-2.2e+07,-4e+06,-9.1e+07,-1.65e+08,-1.65e+08,-1.65e+08,2.42e+08,3.088e+09,8.2e+07,0.14613,0.07327,0.04175,0.0297,0.01144,0.803919999999999,1.25297,1.59552,0.34646,0.67105,0.66234,16.07237,22.57237,0.53947,0.34211,0.02235,0.0119,0.5098,11.8719,16.05028
"29","2018_Q3",63.3377777777778,"Up",2.529e+09,-2.152e+09,3.77e+08,-1.74e+08,-1.74e+08,2.03e+08,-3e+07,-3.5e+07,1e+06,1.73e+08,1.65e+08,-2e+07,1.45e+08,1.45e+08,1.44e+08,1.44e+08,3.03e+08,3.03e+08,1.779e+09,1.779e+09,5.57e+08,4.58e+08,2.639e+09,2.21e+08,5.91e+09,7.49e+08,2.74e+08,6.131e+09,8.77e+09,1.922e+09,1.91e+09,7.1e+07,2.015e+09,2.99e+09,3.47e+08,1.36e+08,3.337e+09,5.352e+09,3.26e+09,1.33e+08,2.3e+07,3.416e+09,3.418e+09,8.77e+09,1.45e+08,6.6e+07,1.5e+07,4.5e+07,2.71e+08,-1.3e+07,-1.3e+07,-5.1e+07,-2.7e+07,-9e+07,4e+06,-9.4e+07,-2.4e+07,-1.92e+08,6.6e+07,6.6e+07,6.6e+07,2.69e+08,3.061e+09,3.21e+08,0.14907,0.08027,0.05694,0.04213,0.01642,2.22917,1.30968,1.56583,0.34903,0.94737,0.93506,16.63816,22.47368,2.11184,0.33553,0.02857,0.04703,0.35417,10.25279,13.58621
"30","2018_Q4",58.2401587301587,"Down",2.575e+09,-2.174e+09,4.01e+08,-1.95e+08,-1.95e+08,2.06e+08,-2.9e+07,-3.5e+07,2e+06,1.77e+08,1.7e+08,-2.3e+07,1.47e+08,1.47e+08,1.47e+08,1.47e+08,5.15e+08,5.15e+08,1.812e+09,1.812e+09,5.54e+08,4.56e+08,2.881e+09,2.3e+08,5.797e+09,7.02e+08,2.14e+08,6.027e+09,8.908e+09,2.013e+09,2.002e+09,5.6e+07,2.093e+09,2.985e+09,3.73e+08,1.41e+08,3.358e+09,5.451e+09,3.21e+09,2.31e+08,1.3e+07,3.454e+09,3.457e+09,8.908e+09,1.47e+08,6.4e+07,1.7e+07,1.43e+08,3.71e+08,-2.5e+07,1.5e+07,-4.8e+07,-1.5e+07,-6.1e+07,5e+06,-6.6e+07,-1e+07,-1.34e+08,2.52e+08,2.52e+08,2.52e+08,2.7e+08,3.041e+09,4.11e+08,0.15573,0.08,0.05709,0.04252,0.0165,2.79592,1.37649,1.5768,0.34138,0.97351,0.96078,17.05298,22.87417,2.72185,0.31788,0.02838,0.05982,0.32653,9.35556,12.26214
"31","2019_Q1",56.8904918032787,"Down",2.647e+09,-2.278e+09,3.69e+08,-1.82e+08,-1.82e+08,1.87e+08,-3.2e+07,-3.4e+07,-4e+06,1.55e+08,1.5e+08,3.8e+07,1.88e+08,1.88e+08,1.88e+08,1.88e+08,3.27e+08,3.27e+08,1.877e+09,1.877e+09,6.35e+08,5.43e+08,2.839e+09,2.37e+08,5.694e+09,6.52e+08,1.82e+08,5.931e+09,8.77e+09,1.964e+09,1.964e+09,7.2e+07,2.059e+09,3.052e+09,3.48e+08,1.78e+08,3.4e+09,5.459e+09,2.966e+09,3.72e+08,-3e+07,3.308e+09,3.311e+09,8.77e+09,1.88e+08,6.4e+07,1.2e+07,-1.6e+08,1.04e+08,-2e+07,-2e+07,-4.7e+07,0,-2.55e+08,1e+06,-2.56e+08,1.2e+07,-2.9e+08,-2.06e+08,-2.06e+08,-2.06e+08,2.51e+08,3.124e+09,3.3e+07,0.1394,0.07065,0.07102,0.05678,0.02144,0.17553,1.37882,1.64875,0.35621,1.26174,1.24503,17.7651,22.20134,0.22148,0.31544,0.03465,0.00487,0.25,11.14343,14.95722
"32","2019_Q2",69.1709523809524,"Up",2.577e+09,-2.221e+09,3.56e+08,-1.66e+08,-1.66e+08,1.9e+08,5.8e+07,-3.8e+07,9.2e+07,2.48e+08,2.46e+08,-5.7e+07,1.89e+08,1.89e+08,1.89e+08,1.89e+08,5.36e+08,5.36e+08,1.894e+09,1.894e+09,4.3e+08,4.3e+08,2.86e+09,2.2e+08,6.28e+09,6.13e+08,7.96e+08,6.5e+09,9.36e+09,2.256e+09,2.256e+09,6.6e+07,2.322e+09,2.966e+09,7.75e+08,5.81e+08,3.741e+09,6.063e+09,2.767e+09,5.62e+08,-3.5e+07,3.294e+09,3.297e+09,9.36e+09,1.89e+08,5.8e+07,-7.3e+07,1.14e+08,2.88e+08,6.6e+07,2.37e+08,-5.4e+07,-3.1e+07,-2.12e+08,1e+07,-2.22e+08,1.86264514923096e-09,-2.97e+08,2.28e+08,2.28e+08,2.28e+08,2.48e+08,3.032e+09,4.85e+08,0.13815,0.07373,0.07334,0.05732,0.02019,2.56614,1.2317,1.83894,0.32393,1.30345,1.28571,17.77241,22.71724,3.34483,0.37241,0.03421,0.06827,0.28571,10.06452,13.13684
"33","2019_Q3",79.705,"Up",2.728e+09,-2.348e+09,3.8e+08,-1.75e+08,-1.75e+08,2.05e+08,-2.5e+07,-3.3e+07,1999999.99999999,1.8e+08,1.79e+08,-4.1e+07,1.38e+08,1.38e+08,1.36e+08,1.36e+08,6.6e+08,6.6e+08,1.842e+09,1.842e+09,4.12e+08,4.12e+08,2.914e+09,2.16e+08,6.197e+09,5.71e+08,7.65e+08,6.413e+09,9.327e+09,2.181e+09,2.181e+09,6.5e+07,2.246e+09,2.954e+09,7.65e+08,5.8e+08,3.719e+09,5.965e+09,2.78e+09,6.52e+08,-7.3e+07,3.359e+09,3.362e+09,9.327e+09,1.38e+08,5.7e+07,1.4e+07,-2.3e+07,1.86e+08,-1.6e+07,-1.6e+07,-4.7e+07,-1.7e+07,0,5e+06,-5e+06,0,-6.4e+07,1.06e+08,1.06e+08,1.06e+08,2.62e+08,3.019e+09,2.64e+08,0.1393,0.07515,0.04985,0.04045,0.01458,1.94118,1.29742,1.77424,0.32368,0.95105,0.93793,19.07692,23.48951,1.84615,0.32867,0.02561,0.03694,0.34559,9.00382,11.50732
"34","2019_Q4",84.1459375,"Up",2.835e+09,-2.45e+09,3.85e+08,-1.42e+08,-1.77e+08,2.43e+08,-2.9e+07,-2.8e+07,-7e+06,2.14e+08,2.14e+08,-5.2e+07,1.62e+08,1.62e+08,1.61e+08,1.61e+08,6.35e+08,6.35e+08,1.775e+09,1.775e+09,5.14e+08,5.14e+08,2.924e+09,2.28e+08,6.258e+09,5.71e+08,7.98e+08,6.486e+09,9.41e+09,2.45e+09,2.45e+09,7.7e+07,2.527e+09,2.939e+09,6.94e+08,4.98e+08,3.633e+09,6.16e+09,2.59e+09,7.64e+08,-1.08e+08,3.246e+09,3.25e+09,9.41e+09,1.62e+08,5.9e+07,3.2e+07,9.6e+07,3.49e+08,-2.1e+07,-1.02e+08,0,-2e+06,-2.02e+08,1e+06,-2.03e+08,0,-2.04e+08,43000000.0000001,4.3e+07,4.3e+07,3.02e+08,3.016e+09,4.29e+08,0.1358,0.08571,0.05679,0.04954,0.01711,2.6646,1.1571,1.89538,0.32051,1.11806,1.10274,19.6875,22.54167,2.97917,0,0.02313,0.06164,0,7.88411,9.79835
"35","2020_Q1",96.6766129032258,"Up",2.954e+09,-2.527e+09,4.27e+08,-1.66e+08,-1.71e+08,2.61e+08,-3.2e+07,-3.4e+07,0,2.29e+08,2.27e+08,-4.6e+07,1.81e+08,1.81e+08,1.81e+08,1.81e+08,6.68e+08,6.68e+08,1.734e+09,1.734e+09,4.1e+08,4.1e+08,2.812e+09,2.87e+08,6.268e+09,5.3e+08,8.26e+08,6.555e+09,9.367e+09,2.272e+09,2.272e+09,6.1e+07,2.333e+09,2.925e+09,6.92e+08,5.08e+08,3.617e+09,5.95e+09,2.587e+09,8.96e+08,-7e+07,3.413e+09,3.417e+09,9.367e+09,1.4e+08,1.08e+08,1.47e+08,1.16e+08,5.11e+08,-2e+08,-2.934e+09,-9.5e+07,1.819e+09,3.44e+08,1.9e+07,3.25e+08,-5.2e+07,2.016e+09,-4.07e+08,-4.07e+08,-4.07e+08,3.69e+08,2.986e+09,3.31e+08,0.14455,0.08835,0.06127,0.05297,0.01932,1.82873,1.20532,1.74129,0.31878,1.29286,1.27465,21.1,24.37857,2.36429,0.67857,0.0389,0.04665,0.52486,6.28184,8.88123
"36","2020_Q2",94.7374603174603,"Down",2.889e+09,-2.494e+09,3.95e+08,-1.97e+08,-1.97e+08,1.98e+08,-5.6e+07,-4.8e+07,-1.4e+07,1.42e+08,1.3e+08,-1.5e+07,1.15e+08,1.15e+08,1.15e+08,1.15e+08,4.45e+08,4.45e+08,1.793e+09,1.793e+09,6.3e+08,6.3e+08,2.868e+09,4.9e+08,7.63e+09,9.5e+08,9.61e+08,8.12e+09,1.0988e+10,2.497e+09,2.497e+09,1.793e+09,4.29e+09,2.444e+09,8.95e+08,7.19e+08,3.339e+09,7.629e+09,2.579e+09,9.61e+08,-1.85e+08,3.355e+09,3.359e+09,1.0988e+10,1.15e+08,6.1e+07,4.5e+07,1.51e+08,3.72e+08,-4.4e+07,-1.685e+09,-5.1e+07,1.248e+09,-2.4e+07,8e+06,-3.2e+07,-1.2e+07,1.161e+09,-1.52e+08,-1.52e+08,-1.52e+08,2.59e+08,4.237e+09,3.81e+08,0.13673,0.06854,0.03981,0.03424,0.01047,3.31304,0.66853,2.27121,0.3856,0.80986,0.79861,20.34507,23.62676,2.6831,0.35915,0.01955,0.04487,0.44348,14.64093,19.15152
"37","2020_Q3",87.24015625,"Down",2.914e+09,-2.531e+09,3.83e+08,-1.14e+08,-1.86e+08,2.69e+08,-5e+07,-4.1e+07,-1.6e+07,2.19e+08,1.92e+08,-3.8e+07,1.54e+08,1.54e+08,1.53e+08,1.53e+08,5.88e+08,5.88e+08,1.789e+09,1.789e+09,3.81e+08,3.81e+08,3.052e+09,5.69e+08,8.522e+09,1.26e+09,9.96e+08,9.091e+09,1.2143e+10,2.575e+09,2.575e+09,8.54e+08,3.429e+09,4.148e+09,1.019e+09,8.25e+08,5.167e+09,8.596e+09,2.6e+09,1.065e+09,-1.27e+08,3.538e+09,3.547e+09,1.2143e+10,1.54e+08,7.1e+07,3.7e+07,1.6e+08,4.22e+08,-4.6e+07,-1.014e+09,-4.8e+07,7.74e+08,6e+06,8e+06,-2e+06,-2.3e+07,7.09e+08,1.17e+08,1.17e+08,1.17e+08,3.4e+08,5.002e+09,4.92e+08,0.13143,0.09231,0.05251,0.04314,0.0126,3.21569,0.89006,2.42346,0.41192,1.07746,1.0625,20.52113,24.91549,3.46479,0.33803,0.02101,0.05142,0.31373,12.98235,16.40892
"38","2020_Q4",92.895,"Up",3.242e+09,-2.774e+09,4.68e+08,-2.02e+08,-2e+08,2.66e+08,-4.7e+07,-4.4e+07,0,2.19e+08,2.14e+08,-5.1e+07,1.63e+08,1.63e+08,1.63e+08,1.63e+08,5.12e+08,5.12e+08,1.872e+09,1.872e+09,5.23e+08,5.23e+08,3.199e+09,5.77e+08,8.509e+09,1.335e+09,1.016e+09,9.086e+09,1.2285e+10,2.997e+09,2.997e+09,4.01e+08,3.398e+09,4.125e+09,1.047e+09,8.31e+08,5.172e+09,8.57e+09,2.624e+09,1.18e+09,-9.8e+07,3.706e+09,3.715e+09,1.2285e+10,1.63e+08,8.2e+07,1.8e+07,3.29e+08,5.92e+08,-2e+07,-1.5e+07,-4.9e+07,-4.77e+08,8999999.99999999,1e+07,-999999.999999985,0,-5.17e+08,6e+07,6e+07,6e+07,3.48e+08,4.526e+09,7.08e+08,0.14436,0.08205,0.05028,0.04388,0.01327,4.34356,0.94144,2.30686,0.36842,1.14789,1.13194,22.83099,26.09859,4.98592,0.34507,0.02283,0.07623,0.30061,11.53448,15.09023
"39","2021_Q1",98.2298360655738,"Up",3.252e+09,-2.761e+09,4.91e+08,-2.57e+08,-1.87e+08,2.34e+08,-5e+07,-4.6e+07,-8e+06,1.84e+08,2.45e+08,-4.8e+07,1.97e+08,1.97e+08,1.97e+08,1.97e+08,5.24e+08,5.24e+08,2.137e+09,2.137e+09,4.02e+08,4.02e+08,3.339e+09,6.04e+08,8.568e+09,1.216e+09,1.039e+09,9.172e+09,1.2511e+10,2.807e+09,6.32e+08,1e+08,2.907e+09,4.644e+09,1.089e+09,8.55e+08,5.733e+09,8.64e+09,2.58e+09,1.328e+09,-4.6e+07,3.862e+09,3.871e+09,1.2511e+10,1.97e+08,6.8e+07,2e+07,-3.37e+08,-5.2e+07,-6.1e+07,-1.01e+08,-4.8e+07,2.24e+08,-6.1e+07,9e+06,-7e+07,-1.7e+07,9.8e+07,-5.5e+07,-5.5e+07,-5.5e+07,3.02e+08,4.744e+09,-4.8e+07,0.15098,0.07196,0.06058,0.05089,0.01575,-0.24365,1.14861,2.23198,0.37919,1.38732,1.36806,22.90141,27.19718,-0.33803,0.33803,0.02525,-0.00495,0.24365,13.97351,18.03419
"40","2021_Q2",100.151428571429,"Up",3.315e+09,-2.848e+09,4.67e+08,-1.59e+08,-1.59e+08,3.08e+08,-4.1e+07,-4.5e+07,-1e+06,2.67e+08,2.62e+08,-5.7e+07,2.05e+08,2.05e+08,2.05e+08,2.05e+08,3.77e+08,3.77e+08,2.16e+09,2.16e+09,4.52e+08,4.52e+08,3.257e+09,6.55e+08,8.726e+09,1.234e+09,1.036e+09,9.381e+09,1.2638e+10,2.817e+09,2.817e+09,1.03e+08,2.92e+09,4.663e+09,1.075e+09,8.32e+08,5.738e+09,8.658e+09,2.486e+09,1.484e+09,-3.7e+07,3.933e+09,3.98e+09,1.2638e+10,2.05e+08,7.7e+07,7e+06,-50000000.0000002,2.39e+08,-2.6e+07,-2.44e+08,-5e+07,-2.6e+07,-1.1e+08,1.3e+07,-1.23e+08,3.8e+07,-1.48e+08,-1.53e+08,-1.53e+08,-1.53e+08,3.85e+08,4.766e+09,3.66e+08,0.14087,0.09291,0.06184,0.05151,0.01622,1.78537,1.11541,2.17538,0.37712,1.44366,1.42361,23.34507,27.69718,2.57746,0.35211,0.02596,0.03727,0.2439,11.4,14.25
"41","2021_Q3",97.0340625,"Down",3.448e+09,-2.95e+09,4.98e+08,-2.33e+08,-2.33e+08,2.65e+08,-4.2e+07,-4.6e+07,-9.31322574615479e-10,2.23e+08,2.23e+08,-5.3e+07,1.7e+08,1.7e+08,1.69e+08,1.69e+08,3.38e+08,3.38e+08,2.271e+09,2.271e+09,4.03e+08,4.03e+08,3.263e+09,6.54e+08,9.118e+09,1.329e+09,1.082e+09,9.772e+09,1.3035e+10,2.627e+09,2.627e+09,4.81e+08,3.108e+09,4.639e+09,1.14e+09,8.85e+08,5.779e+09,8.887e+09,2.509e+09,1.605e+09,-1.5e+07,4.099e+09,4.148e+09,1.3035e+10,1.7e+08,8e+07,1.7e+07,-2.5e+08,1.7e+07,-2.1e+07,-3.96e+08,-4.8e+07,3.53e+08,7e+06,1e+07,-3e+06,1e+06,3.13e+08,-6.6e+07,-6.6e+07,-6.6e+07,3.45e+08,5.12e+09,1.27e+08,0.14443,0.07686,0.04901,0.04074,0.01297,0.75148,1.04987,2.14248,0.39279,1.19858,1.18182,24.4539,29.07092,0.90071,0.34043,0.02085,0.0122,0.28402,13.86087,18.04528
"42","2021_Q4",91.98734375,"Down",3.483e+09,-2.942e+09,5.41e+08,-2.33e+08,-2.33e+08,3.08e+08,-4e+07,-4.7e+07,2e+06,2.68e+08,2.6e+08,-5.2e+07,2.08e+08,2.08e+08,2.05e+08,2.05e+08,5.87e+08,5.87e+08,2.288e+09,2.288e+09,4.26e+08,4.26e+08,3.569e+09,6.62e+08,9.05e+09,1.321e+09,1.079e+09,9.712e+09,1.3281e+10,2.863e+09,7.21e+08,4.84e+08,3.347e+09,4.616e+09,1.152e+09,8.98e+08,5.768e+09,9.115e+09,2.397e+09,1.758e+09,-4e+07,4.115e+09,4.166e+09,1.3281e+10,2.08e+08,8.7e+07,2.1e+07,2.49e+08,5.65e+08,-2.4e+07,-5.3e+07,-5.1e+07,-2.7e+07,-1.3e+08,1e+07,-1.4e+08,-999999.999999993,-2.09e+08,3.03e+08,3.03e+08,3.03e+08,3.95e+08,5.1e+09,6.72e+08,0.15533,0.08843,0.05886,0.04921,0.01544,3.27805,1.06633,2.18795,0.38401,1.4539,1.43357,24.70213,29.1844,4.76596,0.3617,0.02457,0.0645,0.24878,11.42532,14.6526
"43","2022_Q1",95.0720967741936,"Up",4.15e+09,-3.572e+09,5.78e+08,-3.25e+08,-3.25e+08,2.53e+08,-6.7e+07,-6.1e+07,-4e+06,1.86e+08,1.41e+08,-3.1e+07,1.1e+08,1.1e+08,1.06e+08,1.06e+08,5.16e+08,5.16e+08,2.35e+09,2.35e+09,4.9e+08,4.9e+08,3.643e+09,8.47e+08,8.581e+09,9.52e+08,9.33e+08,9.428e+09,1.3071e+10,2.955e+09,2.955e+09,9.92e+08,3.947e+09,3.928e+09,8.43e+08,8.03e+08,4.771e+09,8.718e+09,2.005e+09,2.367e+09,-7.3e+07,4.299e+09,4.353e+09,1.3071e+10,1.76e+08,8.1e+07,-7e+06,-4e+07,2.1e+08,-3.3e+07,-3.7e+07,-5e+07,-26000000.0000001,7e+06,1.1e+07,-4e+06,0,-6.9e+07,1.04e+08,1.04e+08,1.04e+08,3.34e+08,4.92e+09,2.92e+08,0.13928,0.06096,0.02554,0.02435,0.00811,2.75472,0.92298,2.00276,0.37641,0.75177,0.74126,29.43262,30.48936,2.07092,0.35461,0.01542,0.02887,0.4717,13.18563,17.40711
