"","YQ","p","d","revenue","net_interest_income","total_interest_income","total_interest_expense","total_non_interest_income","commissions_fees_earned","other_non_interest_income","provision_for_loan_losses","net_revenue_after_provisions","total_non_interest_expense","other_operating_expenses","operating_income_loss","pretax_income_loss_adj","pretax_income_loss","income_tax_expense_benefit_net","income_loss_from_continuing_operations","income_loss_incl_minority_interest","minority_interest","net_income","preferred_dividends","net_income_common","cash_cash_equivalents_short_term_investments","interbank_assets","other_interbank_assets","short_long_term_investments","investment_securities_available_for_sale","other_investments","net_loans","reserve_for_loan_losses","total_loans","goodwill","other_assets","total_assets","total_deposits","interest_bearing_deposits","other_deposits","long_term_debt","long_term_borrowings","other_liabilities","total_liabilities","share_capital_additional_paid_in_capital","common_stock","additional_paid_in_capital","treasury_stock","retained_earnings","other_equity","equity_before_minority_interest","minority_interest_2","total_equity","total_liabilities_equity","net_income_starting_line","depreciation_amortization","provision_for_loan_losses_2","non_cash_items","change_in_working_capital","net_cash_from_operating_activities","net_change_in_investments","net_change_in_loans_interbank","other_investing_activities","net_cash_from_investing_activities","dividends_paid","cash_from_repayment_of_debt","cash_from_repurchase_of_equity","net_change_in_deposits","other_financing_activities","net_cash_from_financing_activities","net_cash_before_disc_operations_and_fx","net_cash_before_fx","net_change_in_cash","ebitda","total_debt","operating_margin","net_profit_margin","return_on_equity","return_on_assets","liabilities_to_equity_ratio","debt_ratio","earnings_per_share_basic","earnings_per_share_diluted","sales_per_share","equity_per_share","dividends_per_share","return_on_invested_capital","dividend_payout_ratio","net_debt_ebitda","net_debt_ebit"
"32","2018_Q1",132.06262295082,"Up",4.26e+09,2.345e+09,2.825e+09,-4.8e+08,1.915e+09,9.03e+08,1.012e+09,-1.25e+08,4.135e+09,-3.061e+09,-3.061e+09,1.074e+09,1.074e+09,1.074e+09,1.017e+09,2.091e+09,2.091e+09,-1.1e+07,2.08e+09,-5.7e+07,2.023e+09,5.249e+09,2.8595e+10,2.8595e+10,8.7523e+10,5.7618e+10,1.1392e+10,2.17847e+11,-2.611e+09,2.20458e+11,9.173e+09,3.2381e+10,3.80768e+11,2.65053e+11,1.85189e+11,7.9864e+10,5.4299e+10,5.4299e+10,1.3831e+10,3.33183e+11,1.9084e+10,2.71e+09,1.6374e+10,-6.904e+09,3.5481e+10,-1.48e+08,4.7513e+10,7.2e+07,4.7585e+10,3.80768e+11,2.091e+09,2.58e+08,1.25e+08,-8.7e+08,-7.4e+08,8.64e+08,-1.841e+09,-3.099e+09,-4.32e+08,-5.391e+09,-4.17e+08,1.517e+09,-4.82e+08,4.421e+09,1e+06,5.04e+09,5.13e+08,5.13e+08,5.13e+08,1.332e+09,5.4299e+10,0.25211,0.47488,0.04251,0.00531,7.00185,0.1426,4.26793,4.20582,8.98734,100.2384,0.87975,0.00641,0.20613,36.82432,45.67039
"33","2018_Q2",124.715625,"Down",4.111e+09,2.361e+09,2.918e+09,-5.57e+08,1.75e+09,6.22e+08,1.128e+09,-9.2e+07,4.019e+09,-2.527e+09,-2.527e+09,1.492e+09,1.492e+09,1.492e+09,-2.53e+08,1.239e+09,1.239e+09,-1e+07,1.229e+09,-6.4e+07,1.165e+09,4.649e+09,2.8821e+10,2.8821e+10,8.657e+10,5.6018e+10,1.2008e+10,2.1901e+11,-2.604e+09,2.21614e+11,9.218e+09,3.0893e+10,3.79161e+11,2.64704e+11,1.86401e+11,7.8303e+10,5.3431e+10,5.3431e+10,1.3991e+10,3.32126e+11,1.8937e+10,2.71e+09,1.6227e+10,-7.535e+09,3.6266e+10,-6.99e+08,4.6969e+10,6.6e+07,4.7035e+10,3.79161e+11,1.239e+09,2.8e+08,9.2e+07,-1.37e+08,1.448e+09,2.922e+09,2.95e+08,-1.261e+09,-2.84e+08,-1.25e+09,-4.21e+08,-4.73e+08,-8.07e+08,1.212e+09,-1.783e+09,-2.272e+09,-6e+08,-6e+08,-6e+08,1.772e+09,5.3431e+10,0.36293,0.28339,0.02477,0.00307,7.06125,0.14092,2.463,2.44748,8.69133,99.30021,0.89006,0.00418,0.36137,27.52935,32.69571
"34","2018_Q3",122.33253968254,"Down",4.324e+09,2.413e+09,3.082e+09,-6.69e+08,1.911e+09,6.25e+08,1.286e+09,-8e+07,4.244e+09,-2.584e+09,-2.584e+09,1.66e+09,1.66e+09,1.66e+09,-3.04e+08,1.356e+09,1.356e+09,-1e+07,1.346e+09,-5.6e+07,1.29e+09,5.425e+09,2.1972e+10,2.1972e+10,9.2555e+10,6.0275e+10,1.243e+10,2.20274e+11,-2.581e+09,2.22855e+11,9.218e+09,3.1267e+10,3.80711e+11,2.64885e+11,1.85838e+11,7.9047e+10,5.4413e+10,5.4413e+10,1.4438e+10,3.33736e+11,1.896e+10,2.71e+09,1.625e+10,-8.317e+09,3.7201e+10,-9.4e+08,4.6904e+10,7.1e+07,4.6975e+10,3.80711e+11,1.356e+09,2.87e+08,8e+07,-39999999.9999999,-6.6e+07,1.617e+09,-6.112e+09,5.607e+09,-7.04e+08,-1.209e+09,-4.1e+08,1.314e+09,-7.94e+08,-563000000.000001,8.21e+08,3.68e+08,7.76e+08,7.76e+08,7.76e+08,1.947e+09,5.4413e+10,0.3839,0.29833,0.02746,0.00339,7.10454,0.14292,2.75053,2.73305,9.21962,100.00853,0.8742,0.00447,0.31783,25.16076,29.51084
"35","2018_Q4",110.605396825397,"Down",4.357e+09,2.466e+09,3.223e+09,-7.57e+08,1.891e+09,6.72e+08,1.219e+09,-8.8e+07,4.269e+09,-2.608e+09,-2.608e+09,1.661e+09,1.661e+09,1.661e+09,-2.61e+08,1.4e+09,1.4e+09,-1.1e+07,1.389e+09,-6.4e+07,1.325e+09,5.248e+09,1.98e+10,1.98e+10,9.325e+10,6.1211e+10,1.2446e+10,2.20469e+11,-2.584e+09,2.23053e+11,9.218e+09,3.2095e+10,3.8008e+11,2.64884e+11,1.90148e+11,7.4736e+10,5.2476e+10,5.2476e+10,1.5618e+10,3.32978e+11,1.9009e+10,2.71e+09,1.6299e+10,-8.771e+09,3.808e+10,-1.26e+09,4.7058e+10,4.4e+07,4.7102e+10,3.8008e+11,1.4e+09,2.72e+08,8.8e+07,-4.17e+08,-1.79e+08,1.164e+09,-1.04e+09,1.822e+09,2.3e+07,8.05e+08,-5.09e+08,-1.212e+09,-4.83e+08,4.31e+09,-4.252e+09,-2.146e+09,-1.77e+08,-1.77e+08,-1.77e+08,1.933e+09,5.2476e+10,0.38123,0.30411,0.02813,0.00349,7.0693,0.13807,2.84946,2.83726,9.36989,101.2,1.09462,0.00483,0.38415,24.43249,28.43347
"36","2019_Q1",108.164426229508,"Down",3.398e+09,2.481e+09,3.359e+09,-8.78e+08,9.17e+08,-3.22e+08,1.239e+09,-1.48e+08,3.25e+09,-2.577e+09,-2.577e+09,6.73e+08,6.73e+08,6.73e+08,-1.1e+08,5.63e+08,1.351e+09,-1.4e+07,1.337e+09,-5.6e+07,1.281e+09,5.608e+09,1.0893e+10,1.0893e+10,9.5595e+10,6.3389e+10,1.2894e+10,2.23616e+11,-2.629e+09,2.26245e+11,9.218e+09,3.7385e+10,3.82315e+11,2.67839e+11,1.93879e+11,7.396e+10,5.2414e+10,5.2414e+10,1.4292e+10,3.34545e+11,1.8988e+10,2.711e+09,1.6277e+10,-9.454e+09,3.8919e+10,-7.25e+08,4.7728e+10,4.2e+07,4.777e+10,3.82315e+11,1.351e+09,2.9e+08,1.48e+08,3.74e+08,-2.6e+07,2.137e+09,-590999999.999999,-1.005e+09,-7.19e+08,-2.315e+09,-4.97e+08,-7.186e+09,-7.24e+08,3.731e+09,5.214e+09,538000000.000001,3.6e+08,3.6e+08,3.6e+08,9.63e+08,5.2414e+10,0.19806,0.37699,0.02682,0.00335,7.00324,0.1371,2.77874,2.75484,7.37093,103.53145,1.07809,0.00465,0.38798,48.60436,69.54829
"37","2019_Q2",116.327142857143,"Up",4.286e+09,2.475e+09,3.428e+09,-9.53e+08,1.811e+09,6.05e+08,1.206e+09,-1.89e+08,4.097e+09,-2.578e+09,-2.578e+09,1.519e+09,1.519e+09,1.519e+09,-2.48e+08,1.271e+09,1.271e+09,-1e+07,1.261e+09,-6.4e+07,1.197e+09,5.062e+09,1.5261e+10,1.5261e+10,9.6436e+10,6.5051e+10,1.2567e+10,2.29601e+11,-2.692e+09,2.32293e+11,9.218e+09,3.7259e+10,3.92837e+11,2.71221e+11,1.99615e+11,7.1606e+10,5.2076e+10,5.2076e+10,2.0965e+10,3.44262e+11,1.8884e+10,2.711e+09,1.6173e+10,-1.0085e+10,3.9742e+10,-5e+06,4.8536e+10,3.9e+07,4.8575e+10,3.92837e+11,1.271e+09,2.72e+08,1.89e+08,2.1e+08,-5.41e+08,1.401e+09,-1.25e+08,-6.111e+09,2.13e+08,-6.023e+09,-4.99e+08,1.98e+09,-8.04e+08,5.736e+09,-2.337e+09,4.076e+09,-5.46e+08,-5.46e+08,-5.46e+08,1.791e+09,5.2076e+10,0.35441,0.27928,0.02464,0.00305,7.08723,0.13256,2.63077,2.625,9.41978,106.67253,1.0967,0.00432,0.41688,26.25014,30.95063
"38","2019_Q3",120.28796875,"Up",4.439e+09,2.498e+09,3.497e+09,-9.99e+08,1.941e+09,6.16e+08,1.325e+09,-1.8e+08,4.259e+09,-2.611e+09,-2.611e+09,1.648e+09,1.648e+09,1.648e+09,-2.74e+08,1.374e+09,1.374e+09,-1.2e+07,1.362e+09,-5.6e+07,1.306e+09,5.416e+09,1.8362e+10,1.8362e+10,1.01304e+11,6.9355e+10,1.3001e+10,2.34494e+11,-2.721e+09,2.37215e+11,9.221e+09,3.6964e+10,4.05761e+11,2.7326e+11,2.03393e+11,6.9867e+10,6.2476e+10,6.2476e+10,2.0644e+10,3.5638e+11,1.8959e+10,2.711e+09,1.6248e+10,-1.0866e+10,4.0616e+10,6.31e+08,4.934e+10,4.1e+07,4.9381e+10,4.05761e+11,1.374e+09,3.07e+08,1.8e+08,1.78e+08,2.04e+08,2.243e+09,-2.021e+09,-8.724e+09,-7.15e+08,-1.146e+10,-4.87e+08,8.704e+09,-7.69e+08,3.778e+09,-1.655e+09,9.571e+09,3.54e+08,3.54e+08,3.54e+08,1.955e+09,6.2476e+10,0.37125,0.29421,0.02645,0.00322,7.21695,0.15397,2.89579,2.88938,9.84257,109.40133,1.07982,0.00442,0.37289,29.1867,34.62379
"39","2019_Q4",134.26140625,"Up",3.793e+09,2.504e+09,3.503e+09,-9.99e+08,1.289e+09,-5.8e+07,1.347e+09,-1.83e+08,3.61e+09,-2.623e+09,-2.623e+09,9.87e+08,9.87e+08,9.87e+08,-1.84e+08,8.03e+08,1.392e+09,-1.3e+07,1.379e+09,-6.4e+07,1.315e+09,5.671e+09,1.9036e+10,1.9036e+10,1.01208e+11,6.9057e+10,1.3325e+10,2.34639e+11,-2.738e+09,2.37377e+11,9.233e+09,3.9129e+10,4.08916e+11,2.85583e+11,2.11506e+11,7.4077e+10,5.4522e+10,5.4522e+10,1.9356e+10,3.59461e+11,1.9008e+10,2.711e+09,1.6297e+10,-1.1838e+10,4.1413e+10,8.37e+08,4.942e+10,3.5e+07,4.9455e+10,4.08916e+11,1.392e+09,3.25e+08,1.83e+08,5.4e+07,-1.35e+09,6.04e+08,-1.3394e+10,1.0223e+10,-7.1e+07,-3.242e+09,-5.81e+08,-7.831e+09,-9.8e+08,8.113e+09,4.172e+09,2.893e+09,2.55e+08,2.55e+08,2.55e+08,1.312e+09,5.4522e+10,0.26022,0.34669,0.02659,0.00322,7.26845,0.13333,2.96171,2.95506,8.54279,111.30631,1.30856,0.00464,0.44183,37.23399,49.49443
"40","2020_Q1",121.035161290323,"Down",4.321e+09,2.488e+09,3.334e+09,-8.46e+08,1.833e+09,4.01e+08,1.432e+09,-2.21e+08,4.1e+09,-2.762e+09,-2.762e+09,1.338e+09,1.338e+09,1.338e+09,-1.95e+08,1.143e+09,1.381e+09,-1.4e+07,1.367e+09,-5.6e+07,1.311e+09,5.061e+09,2.3413e+10,2.3413e+10,1.00558e+11,6.9163e+10,1.3734e+10,2.37101e+11,-2.742e+09,2.39843e+11,9.233e+09,3.4929e+10,4.10295e+11,2.8854e+11,2.15761e+11,7.2779e+10,5.1485e+10,5.1485e+10,2.0927e+10,3.60952e+11,1.9081e+10,2.712e+09,1.6369e+10,-1.2781e+10,4.2215e+10,7.99e+08,4.9314e+10,2.9e+07,4.9343e+10,4.10295e+11,1.381e+09,4.11e+08,2.21e+08,5.35e+08,5.67e+08,3.115e+09,1.3127e+10,-1.7335e+10,-1.32e+08,-4.265e+09,-5.64e+08,-8.7e+08,-9.35e+08,4.255e+09,-1.346e+09,540000000.000002,-6.1e+08,-6.1e+08,-6.1e+08,1.749e+09,5.1485e+10,0.30965,0.3034,0.02657,0.0032,7.31516,0.12548,2.99315,2.98633,9.8653,112.58904,1.28767,0.00457,0.43021,26.54317,34.69656
"41","2020_Q2",96.0912698412698,"Down",4.336e+09,2.511e+09,3.2e+09,-6.89e+08,1.825e+09,3.69e+08,1.456e+09,-9.14e+08,3.422e+09,-2.543e+09,-2.543e+09,8.79e+08,8.79e+08,8.79e+08,-1.2e+08,7.59e+08,9.15e+08,-7e+06,9.08e+08,-6.4e+07,8.44e+08,7.493e+09,1.9986e+10,1.9986e+10,1.03751e+11,8.9077e+10,1.3205e+10,2.60699e+11,-3.944e+09,2.64643e+11,9.233e+09,4.4331e+10,4.45493e+11,3.05204e+11,2.2359e+11,8.1614e+10,6.1404e+10,6.1404e+10,2.9595e+10,3.96203e+11,1.9e+10,2.712e+09,1.6288e+10,-1.414e+10,4.1885e+10,2.518e+09,4.9263e+10,2.7e+07,4.929e+10,4.45493e+11,9.15e+08,3.28e+08,9.14e+08,3.38e+08,-3.191e+09,-6.96e+08,-2.102e+09,-2.1152e+10,-1.25e+08,-2.3379e+10,-5.66e+08,2.0743e+10,-1.499e+09,7.829e+09,15376390022.3385,2.6507e+10,2.432e+09,2.432e+09,2.432e+09,1.207e+09,6.1404e+10,0.20272,0.19465,0.01712,0.00189,8.0382,0.13783,1.96737,1.96279,10.10723,114.83217,1.31935,0.00317,0.67062,44.66529,61.3322
"42","2020_Q3",99.15796875,"Up",4.076e+09,2.527e+09,2.855e+09,-3.28e+08,1.549e+09,2.78e+08,1.271e+09,-2.463e+09,1.613e+09,-2.515e+09,-2.515e+09,-9.02e+08,-9.02e+08,-9.02e+08,1.58e+08,-7.44e+08,3.655e+09,-7e+06,3.648e+09,-5.6e+07,3.592e+09,6.338e+09,5.0233e+10,5.0233e+10,1.03436e+11,9.7052e+10,4.943e+09,2.52308e+11,-5.928e+09,2.58236e+11,9.233e+09,3.743e+10,4.58978e+11,3.45997e+11,2.46539e+11,9.9458e+10,4.2704e+10,4.2704e+10,1.7329e+10,4.0603e+11,1.8996e+10,2.712e+09,1.6284e+10,-1.4128e+10,4.4986e+10,3.069e+09,5.2923e+10,2.5e+07,5.2948e+10,4.58978e+11,3.655e+09,3.84e+08,2.463e+09,-8.247e+09,4.772e+09,3.027e+09,6.893e+09,-2.467e+10,-8.1e+07,-1.7858e+10,-5.46e+08,-3.541e+10,1e+07,2.2949e+10,2.6673e+10,1.3676e+10,-1.155e+09,-1.155e+09,-1.155e+09,-5.18e+08,4.2704e+10,-0.2213,0.88126,0.06784,0.00783,7.66847,0.09304,8.41218,8.43192,9.54567,123.94145,1.27869,0.00902,0.152,-70.20463,-40.31707
"43","2020_Q4",119.031875,"Up",4.281e+09,2.484e+09,2.676e+09,-1.92e+08,1.797e+09,3.34e+08,1.463e+09,-5.2e+07,4.229e+09,-2.531e+09,-2.531e+09,1.698e+09,1.698e+09,1.698e+09,-1.66e+08,1.532e+09,1.532e+09,-1.3e+07,1.519e+09,-6.4e+07,1.455e+09,6.629e+09,7.0959e+10,7.0959e+10,9.6123e+10,8.9747e+10,4.938e+09,2.43528e+11,-5.751e+09,2.49279e+11,9.233e+09,3.5345e+10,4.61817e+11,3.55079e+11,2.47798e+11,1.07281e+11,3.8804e+10,3.8804e+10,1.4624e+10,4.08507e+11,1.8548e+10,2.712e+09,1.5836e+10,-1.4216e+10,4.5947e+10,2.997e+09,5.3276e+10,3.4e+07,5.331e+10,4.61817e+11,1.532e+09,2.32e+08,5.2e+07,1e+07,-1.433e+09,3.93e+08,7.557e+09,-1.0589e+10,-1.1e+08,-3.142e+09,-5.57e+08,-4.927e+09,-5.41e+08,1.259e+09,7.806e+09,3.04e+09,2.91e+08,2.91e+08,2.91e+08,1.93e+09,3.8804e+10,0.39664,0.33987,0.02729,0.00315,7.66286,0.08402,3.42353,3.39953,10.07294,125.35529,1.31059,0.00436,0.38282,16.67098,18.94876
"44","2021_Q1",154.895245901639,"Up",4.208e+09,2.424e+09,2.576e+09,-1.52e+08,1.784e+09,3.55e+08,1.429e+09,2.54e+08,4.462e+09,-2.708e+09,-2.708e+09,1.754e+09,1.754e+09,1.754e+09,-2.98e+08,1.456e+09,1.456e+09,-1.4e+07,1.442e+09,-4.9e+07,1.393e+09,7.017e+09,8.5173e+10,8.5173e+10,9.4851e+10,8.7358e+10,6.052e+09,2.36567e+11,-5.361e+09,2.41928e+11,9.233e+09,3.3838e+10,4.66679e+11,3.65345e+11,2.52708e+11,1.12637e+11,3.4174e+10,3.4174e+10,1.3119e+10,4.12638e+11,1.8597e+10,2.713e+09,1.5884e+10,-1.4205e+10,4.6848e+10,2.77e+09,5.401e+10,3.1e+07,5.4041e+10,4.66679e+11,1.456e+09,5.53e+08,-2.54e+08,1.197e+09,-1.017e+09,1.935e+09,1.28e+09,-7.075e+09,-9.48e+08,-6.743e+09,-5.4e+08,-4.537e+09,-9e+06,4.91e+09,5.372e+09,5.196e+09,3.88e+08,3.88e+08,3.88e+08,2.307e+09,3.4174e+10,0.41683,0.33104,0.02578,0.00298,7.63565,0.07323,3.2623,3.28538,9.8548,126.48712,1.26464,0.00414,0.38765,11.77156,15.4829
"45","2021_Q2",177.447142857143,"Up",4.22e+09,2.348e+09,2.483e+09,-1.35e+08,1.872e+09,3.28e+08,1.233e+09,5.51e+08,4.771e+09,-2.574e+09,-2.574e+09,2.197e+09,2.197e+09,2.197e+09,-3.71e+08,1.826e+09,1.826e+09,-1e+07,1.816e+09,-5.8e+07,1.758e+09,7.455e+09,8.6161e+10,8.6161e+10,1.04641e+11,9.6799e+10,6.386e+09,2.32299e+11,-4.714e+09,2.37013e+11,9.317e+09,3.4541e+10,4.74414e+11,3.75067e+11,2.54426e+11,1.20641e+11,2.988e+10,2.988e+10,1.5588e+10,4.20535e+11,1.8592e+10,2.713e+09,1.5879e+10,-1.4146e+10,4.8113e+10,1.29e+09,5.3849e+10,3e+07,5.3879e+10,4.74414e+11,1.826e+09,3.75e+08,-5.51e+08,1.03e+08,-9.73e+08,7.8e+08,-9.28e+09,3.547e+09,-3.39e+08,-6.072e+09,-5.5e+08,-1.777e+09,-3.9e+07,-848980127.6238,8.096e+09,5.73e+09,4.38e+08,4.38e+08,4.38e+08,2.572e+09,2.988e+10,0.52062,0.41659,0.03263,0.00371,7.80517,0.06298,4.12676,4.12676,9.9061,126.4061,1.29108,0.00486,0.31286,8.7189,10.2071
"46","2021_Q3",179.75640625,"Up",4.667e+09,2.581e+09,2.701e+09,-1.2e+08,2.086e+09,1.963e+09,-2.01e+08,-3.02e+08,4.365e+09,-3.05e+09,-3.05e+09,1.315e+09,1.315e+09,1.315e+09,-2.12e+08,1.103e+09,1.103e+09,-1.2e+07,1.091e+09,-4.9e+07,1.042e+09,8.724e+09,7.2447e+10,7.2447e+10,1.34064e+11,1.25058e+11,7.521e+09,2.88974e+11,-5.73e+09,2.94704e+11,1.0958e+10,3.9045e+10,5.54212e+11,4.52883e+11,2.98693e+11,1.5419e+11,3.1528e+10,3.1528e+10,1.5116e+10,4.99527e+11,1.8641e+10,2.713e+09,1.5928e+10,-1.414e+10,4.8663e+10,1.463e+09,5.4627e+10,5.8e+07,5.4685e+10,5.54212e+11,1.103e+09,4.19e+08,3.02e+08,-2e+07,-3.89e+08,1.415e+09,-1.1664e+10,3.1876e+10,-6.79e+08,9.022e+09,-5.4e+08,-2.581e+09,7999999.99999994,-3.73e+09,-2.325e+09,-9.168e+09,1.269e+09,1.269e+09,1.269e+09,1.734e+09,3.1528e+10,0.28177,0.22327,0.01905,0.00188,9.13463,0.05689,2.44601,2.44601,10.9554,128.23239,1.26761,0.00285,0.51823,13.1511,17.34144
"47","2021_Q4",194.8696875,"Up",5.197e+09,2.856e+09,2.975e+09,-1.19e+08,2.341e+09,1.038e+09,5.73e+08,2.03e+08,5.4e+09,-3.587e+09,-3.587e+09,1.813e+09,1.813e+09,1.813e+09,-3.23e+08,1.49e+09,1.49e+09,-1.6e+07,1.474e+09,-5.8e+07,1.416e+09,8.843e+09,7.5478e+10,7.5478e+10,1.33343e+11,1.24127e+11,7.737e+09,2.84875e+11,-5.355e+09,2.9023e+11,1.0885e+10,4.0091e+10,5.53515e+11,4.48902e+11,2.92597e+11,1.56305e+11,3.0067e+10,3.0067e+10,1.8249e+10,4.97218e+11,2.0166e+10,2.713e+09,1.7453e+10,-1.4527e+10,4.9541e+10,1.079e+09,5.6259e+10,3.8e+07,5.6297e+10,5.53515e+11,1.49e+09,4.21e+08,-2.03e+08,1.73e+08,-3.56e+08,1.525e+09,2.52e+09,1.312e+09,-5.2e+08,3.312e+09,-5.95e+08,-1.1047e+10,1.133e+09,1.1562e+10,-5.771e+09,-4.718e+09,1.19e+08,1.19e+08,1.19e+08,2.234e+09,3.0067e+10,0.34886,0.27246,0.02515,0.00256,8.83205,0.05432,3.33962,3.33962,12.25708,132.68632,1.4033,0.00363,0.4202,9.50045,11.70656
"48","2022_Q1",194.665967741935,"Down",5.127e+09,2.862e+09,2.975e+09,-1.13e+08,2.265e+09,-1.83e+09,5.46e+09,3.27e+08,5.454e+09,-3.791e+09,-3.791e+09,1.663e+09,1.663e+09,1.663e+09,-3.57e+08,1.306e+09,1.306e+09,-1.3e+07,1.293e+09,-7.3e+07,1.22e+09,8.004e+09,7.425e+10,67836404619.698,1.41142e+11,125040669389.336,7656965255.66941,2.83504e+11,-4.868e+09,2.88372e+11,1.0916e+10,3.9375e+10,5.57191e+11,4.57278e+11,3.02103e+11,1.55175e+11,2.7657e+10,24962514377.9149,1.653e+10,5.01465e+11,2.017e+10,2712852856.53855,17737097652.8887,-1.5112e+10,5.0228e+10,4.09e+08,5.5695e+10,3.1e+07,5.5726e+10,5.57191e+11,1.306e+09,5.58e+08,-3.27e+08,6.14e+08,1.343e+09,3.494e+09,-1.0958e+10,3.045e+09,-1.144e+09,-9.057e+09,-6.04e+08,7.414e+09,-6.31e+08,-8.152e+09,6.697e+09,4.724e+09,-8.39e+08,-8.39e+08,-8.39e+08,2.221e+09,2.7657e+10,0.32436,0.23796,0.02189,0.00219,8.99876,0.04964,2.87736,2.87736,12.09198,131.35613,1.42453,0.00327,0.49508,8.84872,11.8178
"49","2022_Q2",162.722741935484,"Down",4.692e+09,2.804e+09,2.914e+09,-1.1e+08,1.888e+09,3.77e+08,1.259e+09,2.08e+08,4.9e+09,-3.172e+09,-3.172e+09,1.728e+09,1.728e+09,1.728e+09,-2.99e+08,1.429e+09,1.429e+09,-2.1e+07,1.408e+09,-4.7e+07,1.361e+09,7.572e+09,4.8776e+10,4.8776e+10,1.40209e+11,1.12313e+11,7.798e+09,2.89899e+11,-4.558e+09,2.94457e+11,1.0916e+10,4.3874e+10,5.41246e+11,4.50197e+11,2.99399e+11,1.50798e+11,2.2972e+10,2.2972e+10,1.8861e+10,4.9203e+11,2.02e+10,2.713e+09,1.7487e+10,-1.6346e+10,5.1058e+10,-5.731e+09,4.9181e+10,3.5e+07,4.9216e+10,5.41246e+11,1.429e+09,3.85e+08,-2.08e+08,-1.227e+09,-1.368e+09,-9.89e+08,-6.343e+09,1.8826e+10,2.24e+08,1.2707e+10,-5.76e+08,-5.967e+09,-1.257e+09,-106140297841.001,-4.35e+09,-1.215e+10,-4.32e+08,-4.32e+08,-4.32e+08,2.113e+09,2.2972e+10,0.36829,0.29007,0.02765,0.00251,9.99736,0.04244,3.20991,3.20991,11.06604,115.99292,1.35849,0.00358,0.42322,7.28822,8.91204
"50","2022_Q3",158.79859375,"Down",5.116e+09,3.051e+09,3.281e+09,-2.3e+08,2.065e+09,2.207e+09,-5.51e+08,-3.6e+07,5.08e+09,-3.244e+09,-3.244e+09,1.836e+09,1.836e+09,1.836e+09,-3.4e+08,1.496e+09,1.496e+09,-1.5e+07,1.481e+09,-7.2e+07,1.409e+09,8.582e+09,2.8404e+10,2.8404e+10,1.41173e+11,5.2984e+10,8.441e+09,3.06338e+11,-4.462e+09,3.108e+11,1.0916e+10,4.5373e+10,5.40786e+11,4.40811e+11,2.94373e+11,1.46438e+11,3.1845e+10,3.1845e+10,2.0442e+10,4.93098e+11,2.1245e+10,2.714e+09,1.8531e+10,-1.7076e+10,5.1841e+10,-8.358e+09,4.7652e+10,3.6e+07,4.7688e+10,5.40786e+11,1.496e+09,1.44e+08,3.6e+07,-3.26e+08,1.282e+09,2.632e+09,-3.718e+09,3.399e+09,-1.371e+09,-1.69e+09,-6.97e+08,4.927e+09,2.05e+08,-318463393523.002,-4.367e+09,6.8e+07,1.01e+09,1.01e+09,1.01e+09,1.98e+09,3.1845e+10,0.35887,0.27541,0.02955,0.00261,10.34009,0.05889,3.40338,3.40338,12.35749,115.10145,1.68357,0.00389,0.49468,11.74899,12.67048
