"","YQ","p","d","revenue","cost_of_revenue","gross_profit","operating_expenses","selling_general_administrative","research_development","operating_income_loss","non_operating_income_loss","interest_expense_net","other_investment_income_loss","other_non_operating_income_loss","pretax_income_loss_adj","pretax_income_loss","income_tax_expense_benefit_net","income_loss_from_continuing_operations","income_loss_incl_minority_interest","net_income","net_income_common","cash_cash_equivalents_short_term_investments","cash_cash_equivalents","accounts_notes_receivable","accounts_receivable_net","other_short_term_assets","misc_short_term_assets","total_current_assets","property_plant_equipment_net","other_long_term_assets","intangible_assets","goodwill","deferred_tax_assets_long_term","misc_long_term_assets","total_noncurrent_assets","total_assets","payables_accruals","accounts_payable","other_payables_accruals","other_short_term_liabilities","deferred_revenue_short_term","total_current_liabilities","other_long_term_liabilities","accrued_liabilities","misc_long_term_liabilities","total_noncurrent_liabilities","total_liabilities","share_capital_additional_paid_in_capital","retained_earnings","other_equity","equity_before_minority_interest","total_equity","total_liabilities_equity","net_income_starting_line","depreciation_amortization_2","non_cash_items","change_in_working_capital","net_cash_from_operating_activities","change_in_fixed_assets_intangibles","net_change_in_long_term_investment","net_cash_from_acquisitions_divestitures","net_cash_from_investing_activities","cash_from_repurchase_of_equity","increase_in_capital_stock","decrease_in_capital_stock","other_financing_activities","net_cash_from_financing_activities","net_cash_before_disc_operations_and_fx","net_cash_before_fx","net_change_in_cash","ebitda","total_debt","free_cash_flow","gross_profit_margin","operating_margin","net_profit_margin","return_on_equity","return_on_assets","free_cash_flow_to_net_income","current_ratio","liabilities_to_equity_ratio","debt_ratio","earnings_per_share_basic","earnings_per_share_diluted","sales_per_share","equity_per_share","free_cash_flow_per_share","return_on_invested_capital","cash_return_on_invested_capital","net_debt_ebitda","net_debt_ebit"
"24","2016_Q1",34.4354098360656,"Down",1.868e+09,-2.67e+08,1.601e+09,-1.151e+09,-8.09e+08,-3.42e+08,4.5e+08,6e+06,-6e+06,1.1e+07,1e+06,4.56e+08,4.53e+08,-7.9e+07,3.74e+08,3.74e+08,3.74e+08,3.74e+08,7.509e+09,2.493e+09,1.633e+09,1.633e+09,2.18e+08,2.18e+08,9.36e+09,1.128e+09,5.258e+09,6.16e+08,3.993e+09,4.56e+08,1.93e+08,6.386e+09,1.5746e+10,8.84e+08,1.38e+08,7.46e+08,3.245e+09,3.245e+09,4.129e+09,3.694e+09,1.831e+09,1.863e+09,3.694e+09,7.823e+09,2.732e+09,5.195e+09,-8e+06,7.919e+09,7.923e+09,1.5746e+10,3.74e+08,8.9e+07,1.47e+08,-1.22e+08,4.88e+08,-5.9e+07,1.02e+08,-1.3e+07,2.6e+07,-7.2e+07,3000000.00000001,-7.5e+07,-3.2e+07,-1.04e+08,4.1e+08,4.1e+08,4.1e+08,5.39e+08,-5.82076609134674e-11,4.37e+08,0.85707,0.2409,0.20021,0.0472,0.02375,1.16845,2.26689,0.98738,0,0.87391,0.86877,4.36487,18.50398,1.02112,0.03219,0.03762,-13.93135,-16.68667
"25","2016_Q2",40.07546875,"Up",1.589e+09,-2.51e+08,1.338e+09,-1.093e+09,-7.37e+08,-3.56e+08,2.45e+08,8e+06,-7e+06,1.6e+07,-1e+06,2.53e+08,2e+08,-3.9e+07,1.61e+08,1.61e+08,1.61e+08,1.61e+08,8.246e+09,2.785e+09,1.089e+09,1.089e+09,1.59e+08,1.59e+08,9.494e+09,1.108e+09,5.234e+09,5.82e+08,3.993e+09,4.64e+08,1.95e+08,6.342e+09,1.5836e+10,7.28e+08,1.06e+08,6.22e+08,3.181e+09,3.181e+09,3.909e+09,3.656e+09,1.795e+09,1.861e+09,3.656e+09,7.565e+09,2.901e+09,5.356e+09,1.2e+07,8.269e+09,8.271e+09,1.5836e+10,1.61e+08,8.8e+07,1.38e+08,3.33e+08,7.2e+08,-4.1e+07,-4.2e+08,3e+06,-4.56e+08,5.2e+07,5.2e+07,0,-2.4e+07,2.8e+07,2.92e+08,2.92e+08,2.92e+08,3.33e+08,0,6.64e+08,0.84204,0.15419,0.10132,0.01947,0.01017,4.12422,2.42875,0.91464,-6.7762635780344e-21,0.37873,0.37696,3.73788,19.45157,1.56196,0.0135,0.05567,-24.76276,-33.65714
"26","2016_Q3",48.90390625,"Up",1.693e+09,-2.62e+08,1.431e+09,-1.109e+09,-7.45e+08,-3.64e+08,3.22e+08,1.4e+07,-6e+06,1.9e+07,1e+06,3.36e+08,3.37e+08,-7.2e+07,2.65e+08,2.65e+08,2.65e+08,2.65e+08,8.665e+09,2.991e+09,1.215e+09,1.215e+09,2.63e+08,2.63e+08,1.0143e+10,1.073e+09,5.268e+09,5.77e+08,4.031e+09,4.42e+08,2.18e+08,6.341e+09,1.6484e+10,8.5e+08,1.15e+08,7.35e+08,3.276e+09,3.276e+09,4.126e+09,3.722e+09,1.846e+09,1.876e+09,3.722e+09,7.848e+09,2.995e+09,5.621e+09,2e+07,8.636e+09,8.636e+09,1.6484e+10,2.65e+08,8.6e+07,1.66e+08,6e+07,5.77e+08,-3.8e+07,-2.2e+08,-5.9e+07,-3.2e+08,5.96046447753906e-08,1.49011611938477e-08,0,-5.1e+07,-5.1e+07,2.06e+08,2.06e+08,2.06e+08,4.08e+08,4.65661287307739e-10,5.02e+08,0.84525,0.19019,0.15653,0.03069,0.01608,1.89434,2.45831,0.90875,0,0.6284,0.62352,4.01466,20.47882,1.19041,0.02144,0.04062,-21.23775,-26.90994
"27","2016_Q4",53.9701587301587,"Up",1.778e+09,-2.66e+08,1.512e+09,-1.131e+09,-7.42e+08,-3.89e+08,3.81e+08,6e+06,-7e+06,2.1e+07,-8e+06,3.87e+08,3.87e+08,-6.8e+07,3.19e+08,3.19e+08,3.19e+08,3.19e+08,8.254e+09,2.654e+09,1.119e+09,1.119e+09,1.82e+08,1.82e+08,9.555e+09,1.05e+09,5.264e+09,5.38e+08,4.032e+09,4.62e+08,2.32e+08,6.314e+09,1.5869e+10,7.53e+08,1.04e+08,6.49e+08,3.279e+09,3.279e+09,4.032e+09,3.703e+09,1.815e+09,1.888e+09,3.703e+09,7.735e+09,2.178e+09,5.94e+09,1.6e+07,8.134e+09,8.134e+09,1.5869e+10,3.19e+08,8.7e+07,1.59e+08,5.5e+07,6.2e+08,-3e+07,5.4e+07,0,2.4e+07,-9.62e+08,5.4e+07,-1.016e+09,-1.9e+07,-9.81e+08,-3.37e+08,-3.37e+08,-3.37e+08,4.68e+08,0,5.61e+08,0.85039,0.21429,0.17942,0.03922,0.0201,1.75862,2.36979,0.95095,-1.0842021724855e-19,0.77405,0.76588,4.3143,19.73707,1.36126,0.02695,0.04739,-17.63675,-21.66404
"28","2017_Q1",61.1890322580645,"Up",2.033e+09,-2.74e+08,1.759e+09,-1.216e+09,-8.22e+08,-3.94e+08,5.43e+08,6e+06,-6e+06,2.1e+07,-9e+06,5.49e+08,5.49e+08,-1.08e+08,4.41e+08,4.41e+08,4.41e+08,4.41e+08,8.393e+09,3.22e+09,1.192e+09,1.192e+09,2.66e+08,2.66e+08,9.851e+09,1.042e+09,5.504e+09,5.07e+08,4.032e+09,7.16e+08,2.49e+08,6.546e+09,1.6397e+10,9.4e+08,5.3e+07,8.87e+08,3.349e+09,3.349e+09,4.289e+09,3.892e+09,1.991e+09,1.901e+09,3.892e+09,8.181e+09,1.847e+09,6.373e+09,-4e+06,8.216e+09,8.216e+09,1.6397e+10,4.41e+08,8.4e+07,1.7e+08,-2.31e+08,4.64e+08,-4.4e+07,3.46e+08,-1.4e+07,2.87e+08,-5.56e+08,3e+06,-5.59e+08,-5.9e+07,-6.15e+08,1.36e+08,1.36e+08,1.36e+08,6.27e+08,-7.45058059692383e-09,4.6e+08,0.86522,0.26709,0.21692,0.05368,0.0269,1.04308,2.29681,0.99574,0,1.04199,1.03965,4.80353,19.41261,1.08688,0.03642,0.03799,-13.38596,-15.45672
"29","2017_Q2",64.1007936507936,"Up",1.765e+09,-2.89e+08,1.476e+09,-1.151e+09,-7.3e+08,-4.21e+08,3.25e+08,2e+07,-7e+06,2.3e+07,4e+06,3.45e+08,2.81e+08,-3.6e+07,2.45e+08,2.45e+08,2.45e+08,2.45e+08,8.612e+09,3.864e+09,8.67e+08,8.67e+08,3.01e+08,3.01e+08,9.78e+09,9.93e+08,5.47e+09,4.74e+08,4.032e+09,7.24e+08,2.4e+08,6.463e+09,1.6243e+10,1.013e+09,1.16e+08,8.97e+08,3.997e+09,3.317e+09,5.01e+09,3.163e+09,1.918e+09,1.245e+09,3.163e+09,8.173e+09,1.452e+09,6.605e+09,1.1e+07,8.068e+09,8.068e+09,1.6241e+10,2.45e+08,1.36e+08,2.33e+08,1.63e+08,7.77e+08,-4.9e+07,4.54e+08,0,4.05e+08,-4.18e+08,7e+06,-4.25e+08,-1.2e+08,-5.38e+08,6.44e+08,6.44e+08,6.44e+08,4.61e+08,0,6.11e+08,0.83626,0.18414,0.13881,0.03037,0.01508,2.49388,1.9521,1.01301,0,0.58261,0.57784,4.19718,19.18577,1.45296,0.02181,0.05439,-18.68113,-26.49846
"30","2017_Q3",68.6433333333333,"Up",1.933e+09,-2.7e+08,1.663e+09,-1.204e+09,-7.76e+08,-4.28e+08,4.59e+08,6.9e+07,-6e+06,2.5e+07,5e+07,5.28e+08,4.93e+08,-8.8e+07,4.05e+08,4.05e+08,4.05e+08,4.05e+08,8.902e+09,3.552e+09,1.189e+09,1.189e+09,3.8e+08,3.8e+08,1.0471e+10,1.005e+09,5.699e+09,4.76e+08,4.27e+09,6.91e+08,2.62e+08,6.704e+09,1.7175e+10,1.132e+09,1.16e+08,1.016e+09,4.144e+09,3.464e+09,5.276e+09,3.3e+09,2.04e+09,1.26e+09,3.3e+09,8.576e+09,1.644e+09,6.939e+09,1.6e+07,8.599e+09,8.599e+09,1.7175e+10,4.05e+08,1.34e+08,2.17e+08,-1.35e+08,6.21e+08,-5.6e+07,-6.15e+08,-2.71e+08,-9.42e+08,69000000.0000001,6.9e+07,0,-5.7e+07,1.2e+07,-3.09e+08,-3.09e+08,-3.09e+08,5.93e+08,0,4.9e+08,0.86032,0.23745,0.20952,0.0471,0.02358,1.20988,1.98465,0.99733,0,0.99168,0.98118,4.73312,21.05539,1.19981,0.03404,0.04118,-15.0118,-19.39434
"31","2017_Q4",83.4360317460317,"Up",1.938e+09,-2.78e+08,1.66e+09,-1.247e+09,-7.98e+08,-4.49e+08,4.13e+08,3e+06,-2.8e+07,3.4e+07,-3e+06,4.16e+08,4.14e+08,-1.9e+07,3.95e+08,3.95e+08,3.95e+08,3.95e+08,1.1612e+10,6.012e+09,9e+08,9e+08,4.14e+08,4.14e+08,1.2926e+10,1.031e+09,5.637e+09,4.43e+08,4.271e+09,6.41e+08,2.82e+08,6.668e+09,1.9594e+10,1.025e+09,9.9e+07,9.26e+08,3.5e+09,3.5e+09,4.525e+09,2.833e+09,2.147e+09,6.86e+08,6.795e+09,1.132e+10,8.83e+08,7.382e+09,9e+06,8.274e+09,8.274e+09,1.9594e+10,3.95e+08,1.49e+08,2.42e+08,1.83e+08,9.69e+08,-5.9e+07,-2.59e+08,-6e+06,-3.24e+08,-8.27e+08,2.8e+07,-8.55e+08,-9.4e+07,1.815e+09,2.46e+09,2.46e+09,2.46e+09,5.62e+08,3.962e+09,7.05e+08,0.85655,0.21311,0.20382,0.04774,0.02016,1.78481,2.85657,1.36814,0.2022,0.97115,0.95639,4.7648,20.34258,1.73332,0.02621,0.04678,-13.6121,-18.523
"32","2018_Q1",87.5508196721312,"Up",2.286e+09,-3.04e+08,1.982e+09,-1.4e+09,-9.43e+08,-4.57e+08,5.82e+08,2e+07,-3.3e+07,3.8e+07,1.5e+07,6.02e+08,6.13e+08,-1.088e+09,-4.75e+08,-4.75e+08,-4.75e+08,-4.75e+08,1.1653e+10,5.971e+09,1.394e+09,1.394e+09,7.89e+08,7.89e+08,1.3836e+10,1.074e+09,6.296e+09,5.48e+08,4.597e+09,2.27e+08,9.24e+08,7.37e+09,2.1206e+10,1.372e+09,1.5e+07,1.357e+09,3.438e+09,3.438e+09,4.81e+09,3.808e+09,2.401e+09,1.407e+09,7.772e+09,1.2582e+10,8.48e+08,7.791e+09,-1.5e+07,8.624e+09,8.624e+09,2.1206e+10,-4.75e+08,-8.3e+07,4.13e+08,9.89e+08,8.44e+08,-9.9e+07,-1.18e+08,-4.34e+08,-6.57e+08,-1.51e+08,1.8e+07,-1.69e+08,-8e+07,-2.31e+08,-4.4e+07,-4.4e+07,-4.4e+07,4.99e+08,3.964e+09,2.477e+09,0.86702,0.25459,-0.20779,-0.05508,-0.0224,-5.21474,2.87651,1.45895,0.18693,-1.16299,-1.14729,5.59703,21.11495,6.06467,-0.02897,0.15107,-15.40882,-13.21134
"33","2018_Q2",95.84609375,"Up",2.008e+09,-2.96e+08,1.712e+09,-1.328e+09,-8.75e+08,-4.53e+08,3.84e+08,7.93e+08,-3.4e+07,4.8e+07,7.79e+08,1.177e+09,1.175e+09,-2.33e+08,9.42e+08,9.42e+08,9.42e+08,9.42e+08,1.263e+10,7.101e+09,1.001e+09,1.001e+09,4.7e+08,4.7e+08,1.4101e+10,1.098e+09,6.889e+09,5.35e+08,4.596e+09,4.8e+07,1.71e+09,7.987e+09,2.2088e+10,1.267e+09,1.26e+08,1.141e+09,3.37e+09,3.37e+09,4.637e+09,3.825e+09,2.386e+09,1.439e+09,7.791e+09,1.2428e+10,9.96e+08,8.718e+09,-5.4e+07,9.66e+09,9.66e+09,2.2088e+10,9.42e+08,1.56e+08,-4.34e+08,4.31e+08,1.095e+09,-6.1e+07,1.26e+08,-2.6e+07,3.9e+07,9.1e+07,9.1e+07,0,-9.4e+07,-3e+06,1.131e+09,1.131e+09,1.131e+09,5.4e+08,3.966e+09,1.143e+09,0.85259,0.19124,0.46912,0.09752,0.04265,1.21338,3.04097,1.28654,0.17955,2.32611,2.29235,4.95842,23.85374,2.82245,0.05398,0.0655,-16.04444,-22.5625
"34","2018_Q3",106.395555555556,"Up",2.175e+09,-3.05e+08,1.87e+09,-1.36e+09,-8.79e+08,-4.81e+08,5.1e+08,2.63e+08,-3.3e+07,5.7e+07,2.39e+08,7.73e+08,7.72e+08,-1.28e+08,6.44e+08,6.44e+08,6.44e+08,6.44e+08,1.33e+10,8.121e+09,1.222e+09,1.222e+09,7.26e+08,7.26e+08,1.5248e+10,1.105e+09,7.056e+09,4.96e+08,4.596e+09,2e+07,1.944e+09,8.161e+09,2.3409e+10,1.557e+09,1.19e+08,1.438e+09,3.506e+09,3.506e+09,5.063e+09,3.986e+09,2.524e+09,1.462e+09,7.954e+09,1.3017e+10,1.08e+09,9.362e+09,-5e+07,1.0392e+10,1.0392e+10,2.3409e+10,6.44e+08,1.51e+08,-11999999.9999998,3999999.99999994,7.87e+08,-6e+07,3.56e+08,2.6e+07,3.22e+08,8000000.00000001,8e+06,0,-9.7e+07,-89000000.0000002,1.02e+09,1.02e+09,1.02e+09,6.61e+08,3.968e+09,7.33e+08,0.85977,0.23448,0.29609,0.06197,0.02751,1.1382,3.01165,1.2526,0.16951,1.58187,1.55824,5.34251,25.52615,1.80049,0.0351,0.03995,-14.118,-18.29804
"35","2018_Q4",105.31253968254,"Down",2.2e+09,-3.15e+08,1.885e+09,-1.384e+09,-8.85e+08,-4.99e+08,5.01e+08,-1.5e+08,-3.4e+07,6.3e+07,-1.79e+08,3.51e+08,3.45e+08,-1.1e+07,3.34e+08,3.34e+08,3.34e+08,3.34e+08,1.3527e+10,9.189e+09,1.101e+09,1.101e+09,7.9e+08,7.9e+08,1.5418e+10,1.128e+09,7.416e+09,5.58e+08,4.989e+09,5.9e+07,1.81e+09,8.544e+09,2.3962e+10,1.486e+09,1.58e+08,1.328e+09,3.584e+09,3.584e+09,5.07e+09,4.011e+09,2.617e+09,1.394e+09,7.981e+09,1.3051e+10,1.272e+09,9.69e+09,-5.1e+07,1.0911e+10,1.0911e+10,2.3962e+10,3.34e+08,1.58e+08,3.14e+08,-3.7e+07,7.69e+08,-5.7e+07,8.25e+08,-4.95e+08,2.73e+08,8.2e+07,8.2e+07,0,-4.5e+07,3.7e+07,1.079e+09,1.079e+09,1.079e+09,6.59e+08,3.97e+09,5.76e+08,0.85682,0.22773,0.15182,0.03061,0.01394,1.72455,3.04103,1.19613,0.16568,0.81721,0.80583,5.38282,26.69632,1.40932,0.01768,0.03049,-14.50228,-19.07585
"36","2019_Q1",135.382295081967,"Up",3.23e+09,-6.36e+08,2.594e+09,-2.177e+09,-1.437e+09,-7.4e+08,4.17e+08,-8.8e+08,-3.3e+07,-7e+06,-8.4e+08,-4.63e+08,-4.63e+08,1.33e+08,-3.3e+08,-3.3e+08,-2.7e+08,-2.7e+08,2.849e+09,2.83e+09,1.576e+09,1.576e+09,1.226e+09,1.226e+09,5.651e+09,1.133e+09,7.878e+09,5.41e+08,5.381e+09,1.03e+08,1.853e+09,9.011e+09,1.4662e+10,1.728e+09,1.35e+08,1.593e+09,3.968e+09,3.968e+09,5.696e+09,4.443e+09,3.01e+09,1.433e+09,8.415e+09,1.4111e+10,5.35e+08,1.4e+07,2e+06,5.51e+08,5.51e+08,1.4662e+10,-3.3e+08,2.62e+08,8.56e+08,2.18e+08,1.006e+09,-7.6e+07,4.297e+09,-4.54e+08,3.808e+09,3.6e+07,7.8e+07,-4.2e+07,-8.5e+07,-1.0525e+10,-5.711e+09,-5.711e+09,-5.71e+09,6.79e+08,3.972e+09,6.88e+08,0.8031,0.1291,-0.08359,-0.49002,-0.01841,-2.54815,0.9921,25.6098,0.2709,-0.65809,-0.64834,7.87273,1.343,1.67692,1.19674,0.07673,1.6539,2.69305
"37","2019_Q2",155.726031746032,"Up",2.266e+09,-3.52e+08,1.914e+09,-1.499e+09,-9.66e+08,-5.33e+08,4.15e+08,1.25e+08,-3.4e+07,1.4e+07,1.45e+08,5.4e+08,5.4e+08,-3.5e+07,5.05e+08,5.05e+08,5.05e+08,5.05e+08,3.311e+09,3.311e+09,1.192e+09,1.192e+09,7.85e+08,7.85e+08,5.288e+09,1.139e+09,8.546e+09,3.92e+08,5.414e+09,69000000.0000002,2.671e+09,9.685e+09,1.4973e+10,1.426e+09,1.5e+08,1.276e+09,4.019e+09,4.019e+09,5.445e+09,4.993e+09,3.1e+09,1.893e+09,8.967e+09,1.4412e+10,34000000.0000001,521000000.000001,6e+06,5.61e+08,5.61e+08,1.4973e+10,5.05e+08,1.74e+08,9.3e+07,5.01e+08,1.273e+09,-7.1e+07,0,-4.8e+07,-9.9e+07,-4.88e+08,1.03e+08,-5.91e+08,-2.04e+08,-6.92e+08,4.82e+08,4.82e+08,4.82e+08,5.89e+08,3.974e+09,1.054e+09,0.84466,0.18314,0.22286,0.90018,0.03373,2.08713,0.97117,25.68984,0.26541,1.23046,1.20702,5.52125,1.36691,2.56814,0.0530000000000002,0.11062,1.12564,1.59759
"38","2019_Q3",130.8365625,"Down",2.439e+09,-3.66e+08,2.073e+09,-1.55e+09,-9.96e+08,-5.54e+08,5.23e+08,-5.23e+08,-3.3e+07,1.4e+07,-5.04e+08,-2.38418579101562e-07,0,4.925e+09,4.925e+09,4.925e+09,4.925e+09,4.925e+09,2.948e+09,2.948e+09,1.515e+09,1.515e+09,1.166e+09,1.166e+09,5.629e+09,1.225e+09,1.3518e+10,4.47e+08,5.653e+09,5.128e+09,2.29e+09,1.4743e+10,2.0372e+10,1.695e+09,1.51e+08,1.544e+09,4.163e+09,4.163e+09,5.858e+09,5.339e+09,3.37e+09,1.969e+09,9.315e+09,1.5173e+10,4e+06,5.188e+09,7e+06,5.199e+09,5.199e+09,2.0372e+10,4.925e+09,1.78e+08,-4.337e+09,-6.7e+07,6.99e+08,-8.7e+07,-8e+06,-3.41e+08,-4.36e+08,-4.43e+08,2999999.99999999,-4.46e+08,-1.48e+08,-5.91e+08,-3.28e+08,-3.28e+08,-328000000.000001,7.01e+08,3.976e+09,-4.378e+09,0.84994,0.21443,2.01927,0.9473,0.24175,-0.88893,0.96091,2.91845,0.19517,12.0192,11.83075,5.95225,12.68788,-10.68428,0.33933,-0.30164,1.46648,1.96558
"39","2019_Q4",130.2603125,"Down",3.033e+09,-6.08e+08,2.425e+09,-2.172e+09,-1.413e+09,-7.59e+08,2.53e+08,4.05e+08,-4.1e+07,1.2e+07,4.34e+08,6.58e+08,6.58e+08,-4.8e+07,6.1e+08,6.1e+08,6.6e+08,6.6e+08,2.025e+09,2.025e+09,1.488e+09,1.488e+09,1.128e+09,1.128e+09,4.641e+09,1.238e+09,1.6123e+10,9.1e+08,7.29e+09,5.26e+09,2.663e+09,1.7361e+10,2.2002e+10,1.719e+09,1.56e+08,1.563e+09,4.382e+09,4.382e+09,7.948e+09,5.51e+09,3.503e+09,2.007e+09,8.24e+09,1.6188e+10,5e+07,5.761e+09,3e+06,5.814e+09,5.814e+09,2.2002e+10,6.1e+08,2.74e+08,-2.19e+08,1.5e+08,8.15e+08,-5.7e+07,-1e+07,-2.052e+09,-2.117e+09,-5.4e+07,1.88e+08,-2.42e+08,-1.5e+07,5.24e+08,-7.78e+08,-7.78e+08,-7.78e+08,5.27e+08,4.577e+09,6.68e+08,0.79954,0.08342,0.21761,0.11352,0.03,1.01212,0.58392,2.78431,0.20803,1.61304,1.59399,7.41266,14.20943,1.63259,0.0415099999999999,0.04201,4.8425,10.08696
"40","2020_Q1",114.265967741935,"Down",3.073e+09,-4.73e+08,2.6e+09,-2.271e+09,-1.595e+09,-6.76e+08,3.29e+08,-1e+07,-4.1e+07,2e+07,11000000.0000001,3.19e+08,2.4e+08,7.6e+07,3.16e+08,3.16e+08,3.22e+08,3.22e+08,2.915e+09,2.915e+09,1.883e+09,1.883e+09,1.893e+09,1.893e+09,6.691e+09,1.28e+09,1.8323e+10,1.172e+09,9.329e+09,5.556e+09,2.266e+09,1.9603e+10,2.6294e+10,2.359e+09,2.08e+08,2.151e+09,5.218e+09,5.218e+09,1.0324e+10,6.233e+09,4.05e+09,2.183e+09,8.964e+09,1.9288e+10,2.001e+09,5.009e+09,-4e+06,7.006e+09,7.006e+09,2.6294e+10,3.16e+08,2.47e+08,1.7e+08,3.52e+08,1.085e+09,-4.2e+07,-1.2e+07,4.76837158203125e-07,-76000000.0000002,-4.1e+07,1.4e+07,-5.5e+07,-1.807e+09,-9.48e+08,60999999.9999999,60999999.9999999,59000000.0000001,5.76e+08,5.478e+09,8.1e+08,0.84608,0.10706,0.10478,0.04596,0.01225,2.51553,0.6481,2.75307,0.20834,0.771770000000001,0.759419999999999,7.36533,16.7919,1.9414,0.0172,0.04328,4.44965,7.79027
"41","2020_Q2",114.213333333333,"Down",2.734e+09,-4.84e+08,2.25e+09,-1.828e+09,-1.163e+09,-6.65e+08,4.22e+08,-5e+07,-4.9e+07,5e+06,-6e+06,3.72e+08,3.68e+08,1.8e+07,3.86e+08,3.86e+08,3.86e+08,3.86e+08,5.946e+09,5.946e+09,1.535e+09,1.535e+09,1.224e+09,1.224e+09,8.705e+09,1.292e+09,1.8445e+10,1.106e+09,9.353e+09,5.658e+09,2.328e+09,1.9737e+10,2.8442e+10,2.117e+09,1.95e+08,1.922e+09,5.182e+09,5.182e+09,1.0047e+10,6.255e+09,4.036e+09,2.219e+09,1.0967e+10,2.1014e+10,2.051e+09,5.395e+09,-1.8e+07,7.428e+09,7.428e+09,2.8442e+10,3.86e+08,2.44e+08,1.7e+08,5.74e+08,1.374e+09,-8.3e+07,-5e+06,-3.8e+07,-1.26e+08,-7.5e+07,1.06e+08,-1.81e+08,-1.16e+08,1.793e+09,3.041e+09,3.041e+09,3.04e+09,6.66e+08,7.46e+09,1.139e+09,0.82297,0.15435,0.14119,0.05197,0.01357,2.95078,0.86643,2.82903,0.26229,0.9226,0.91575,6.53468,17.75407,2.72239,0.01826,0.05387,2.27327,3.58768
"42","2020_Q3",118.0521875,"Up",2.875e+09,-4.88e+08,2.387e+09,-1.853e+09,-1.174e+09,-6.79e+08,5.34e+08,-3.9e+07,-5.5e+07,999999.999999998,1.5e+07,4.95e+08,4.95e+08,-4.8e+07,4.47e+08,4.47e+08,4.47e+08,4.47e+08,4.703e+09,4.703e+09,1.97e+09,1.97e+09,1.354e+09,1.354e+09,8.027e+09,1.302e+09,1.8846e+10,1.109e+09,9.547e+09,5.809e+09,2.381e+09,2.0148e+10,2.8175e+10,2.411e+09,2.16e+08,2.195e+09,5.215e+09,5.215e+09,9.126e+09,6.428e+09,4.17e+09,2.258e+09,1.1142e+10,2.0268e+10,2.074e+09,5.842e+09,-9e+06,7.907e+09,7.907e+09,2.8175e+10,4.47e+08,2.52e+08,2.06e+08,-1.85e+08,7.2e+08,-8e+07,-6e+06,-2.97e+08,-3.62e+08,-9.4e+07,3.6e+07,-1.3e+08,-2.52e+08,-1.608e+09,-1.25e+09,-1.25e+09,-1.249e+09,7.86e+08,6.214e+09,5.69e+08,0.83026,0.18574,0.15548,0.05653,0.01587,1.27293,0.87957,2.5633,0.22055,1.06421,1.05661,6.84473,18.8248,1.35466,0.02175,0.02769,1.92239,2.82959
"43","2020_Q4",119.02265625,"Up",2.864e+09,-5.16e+08,2.348e+09,-1.877e+09,-1.163e+09,-7.14e+08,4.71e+08,1.26e+08,-5.2e+07,1e+06,1.77e+08,5.97e+08,5.54e+08,-1.2e+08,4.34e+08,4.34e+08,4.34e+08,4.34e+08,3.898e+09,3.898e+09,1.789e+09,1.789e+09,1.145e+09,1.145e+09,6.832e+09,1.311e+09,1.9181e+10,1.059e+09,9.559e+09,5.865e+09,2.698e+09,2.0492e+10,2.7324e+10,2.422e+09,1.9e+08,2.232e+09,5.205e+09,5.205e+09,7.627e+09,6.509e+09,4.03e+09,2.479e+09,1.1224e+10,1.8851e+10,2.202e+09,6.276e+09,-5e+06,8.473e+09,8.473e+09,2.7324e+10,4.34e+08,2.61e+08,1.49e+08,1.47e+08,9.91e+08,-6.3e+07,-5e+06,-5.5e+07,-1.44e+08,-1.33e+08,1.22e+08,-2.55e+08,-4.5e+07,-1.678e+09,-8.31e+08,-8.31e+08,-8.31e+08,7.32e+08,4.715e+09,9.36e+08,0.81983,0.16446,0.15154,0.05122,0.01588,2.15668,0.89577,2.22483,0.17256,1.03123,1.02504,6.80516,20.13273,2.22403,0.02203,0.04752,1.11612,1.73461
"44","2021_Q1",118.80606557377,"Down",2.338e+09,-3.11e+08,2.027e+09,-1.934e+09,-1.47e+09,-4.64e+08,93000000.0000001,-4e+07,7e+06,5.3e+07,-1e+08,53000000.0000001,2.1e+07,5.068e+09,5.089e+09,5.089e+09,5.145e+09,5.145e+09,4.715e+09,4.692e+09,1.929e+09,1.929e+09,1.968e+09,1.968e+09,8.612e+09,1.334e+09,1.907e+10,9.93e+08,9.599e+09,5.781e+09,2.697e+09,2.0404e+10,2.9016e+10,2.513e+09,1.31e+08,2.382e+09,5.873e+09,5.873e+09,8.386e+09,6.865e+09,4.441e+09,2.424e+09,1.1582e+10,1.9968e+10,1.986e+09,7.067e+09,-5e+06,9.048e+09,9.048e+09,2.9016e+10,7.91e+08,2.68e+08,3.04e+08,-39000000.0000001,1.324e+09,-7.5e+07,1.3e+07,-1.9e+07,-8.1e+07,-3.7e+08,9000000.00000003,-3.79e+08,-9.4e+07,-4.64e+08,7.79e+08,7.79e+08,7.79e+08,3.61e+08,4.717e+09,-4.821e+09,0.86698,0.03978,2.2006,0.56863,0.17732,-0.937029999999999,1.02695,2.2069,0.16257,12.24738,12.1685,5.56547,21.53824,-11.47611,0.24939,-0.23369,0.00554,0.02151
