"","YQ","p","d","revenue","cost_of_revenue","gross_profit","operating_expenses","selling_general_administrative","research_development","depreciation_amortization","other_operating_expenses","operating_income_loss","non_operating_income_loss","interest_expense_net","pretax_income_loss_adj","abnormal_gains_losses","pretax_income_loss","income_tax_expense_benefit_net","income_loss_from_continuing_operations","income_loss_incl_minority_interest","net_income","net_income_common","cash_cash_equivalents_short_term_investments","cash_cash_equivalents","accounts_notes_receivable","accounts_receivable_net","inventories","other_short_term_assets","prepaid_expenses","misc_short_term_assets","total_current_assets","property_plant_equipment_net","other_long_term_assets","misc_long_term_assets","total_noncurrent_assets","total_assets","payables_accruals","accounts_payable","accrued_taxes","total_current_liabilities","other_long_term_liabilities","total_noncurrent_liabilities","total_liabilities","preferred_equity","share_capital_additional_paid_in_capital","retained_earnings","other_equity","equity_before_minority_interest","total_equity","total_liabilities_equity","net_income_starting_line","depreciation_amortization_2","non_cash_items","change_in_working_capital","net_cash_from_operating_activities","change_in_fixed_assets_intangibles","other_investing_activities","net_cash_from_investing_activities","cash_from_repayment_of_debt","net_cash_from_financing_activities","net_cash_before_disc_operations_and_fx","net_cash_before_fx","effect_of_foreign_exchange_rates","net_change_in_cash","ebitda","total_debt","free_cash_flow","gross_profit_margin","operating_margin","net_profit_margin","return_on_equity","return_on_assets","free_cash_flow_to_net_income","current_ratio","liabilities_to_equity_ratio","debt_ratio","earnings_per_share_basic","earnings_per_share_diluted","sales_per_share","equity_per_share","free_cash_flow_per_share","return_on_invested_capital","cash_return_on_invested_capital","net_debt_ebitda","net_debt_ebit"
"34","2020_Q1",2.37274193548387,"Up",7300488,-4283069,3017419,-5690809,-911857,-427582,-190510,-4160860,-2673390,-34258,4042,-2707648,2774847,67198.9999999998,-95187,-27988.0000000002,-27988.0000000002,-27988.0000000002,-27988.0000000002,2131103,2072864,2956012,2956012,8655176,1576543,1129067,447476,15318834,2431061,438598,438598,2869659,18188493,6594816,5425681,1169135,7085581,381191,381191,7466772,3000,8209842,3037924,-529045,10721721,10721721,18188493,-27988.0000000002,190510,-267179,-47380,-152037,-256738,-3,-256741,453365,453365,44586.9999999999,44586.9999999999,121665,166252,-2482880,3e+05,-2691811,0.41332,-0.36619,-0.00383,-0.00260999999999996,-0.00154,96.17733,2.16197,0.69642,0.01649,-0.00520000000000007,-0.00500000000000006,1.35527,1.98984,-0.49971,-0.00245000000000004,-0.23606,0.73749,0.68494
"35","2020_Q2",2.08015873015873,"Down",7541874,-4018421,3523453,-2203411,-1144318,-388204,-192052,-478837,1320042,-8629,8070.63009693829,1311413,-828149,483264,-120816,362448,362448,362448,362448,1444890,1444890,3513588,3513588,7136983,2277308,1533800,743508,14372769,2240493,377071,377071,2617564,16990333,5120668,4031360,1089308,5790676,361833,361833,6152509,3000,8275784,3400372,-841332,10837824,10837824,16990333,362448,192052,-1591,-936814,-383905,-89548,-6,-89554,69357,69357,-404102,-404102,-223872,-627974,1512094,5e+05,606548,0.46719,0.17503,0.04806,0.03344,0.02133,1.67348,2.48205,0.56769,0.02943,0.06729,0.06548,1.40009,2.01139,0.1126,0.03098,0.05184,-0.62489,-0.7158
"36","2020_Q3",3.905625,"Up",6943130,-3688623,3254507,-3151575,-767156,-336608,-190749,-1857062,102932,-9477,7418.11569798785,93455,805888,899343,-224836,674507,674507,674507,674507,2627438,2627438,2478014,2478014,5647774,2738503,2024321,714182,13491729,2078940,328855,328855,2407795,15899524,3618140,2426936,1191204,3792685,328879,539611,4332296,3000,8275784,4074879,-786435,11567228,11567228,15899524,674507,190749,74428,629377,1569061,-17671,-6,-17677,-622939,-412207,1139177,1139177,43371,1182548,293681.000000001,210732,1130223,0.46874,0.01483,0.09715,0.05831,0.04242,1.67563,3.5573,0.37453,0.01325,0.12522,0.12127,1.28893,2.1468,0.20982,0.05571,0.09335,-8.22902,-23.47867
"37","2020_Q4",6.5309375,"Up",11370946,-6422472,4948474,-2822268,-1003013,-404723,-212564,-1201968,2126206,19727,1620.99999999999,2145933,3844,2149777,-538320,1611457,1611457,1611457,1611457,2868661,2868661,5620541,5620541,6872164,2811314,1848486,962828,18172680,2461093,286657,286657,2747750,20920430,6939363,6007857,931506,7203221,310208,520940,7724161,3000,8275784,5686336,-768851,13196269,13196269,20920430,1611457,212564,6696,-886058,944659,-564661,-4,-564665,-150995,-150995,228999,228999,12224,241223,2338770,310732,1426371,0.43519,0.18699,0.14172,0.12211,0.07703,0.88514,2.52285,0.58533,0.01485,0.29915,0.24852,2.11092,2.44922,0.26479,0.11663,0.10323,-1.09371,-1.20305
"38","2021_Q1",9.31819672131147,"Up",12748339,-7086153,5662186,-3391855,-1132244,-393223,-236851,-1629537,2270331,204387,-6345,2474718,35303,2510021,-734561,1775460,1775460,1775460,1775460,3025299,2967042,7173829,7173829,9670036,2917252,2109190,805098,22786416,3052276,398331,319631,3450607,26237023,10340726,8008925,2331801,10548550,318108,318108,10866658,3000,8468269,7461796,-562700,15370365,15370365,26237023,1775460,236851,66316,-1861208,217419,-779861,-2,-779863,505704,505704,-56740,-56740,155121,98381.0000000001,2507182,-5.82076609134674e-11,600674,0.44415,0.17809,0.13927,0.11551,0.06767,0.33832,2.16015,0.70699,0,0.3287,0.2782,2.36014,2.84501,0.1112,0.11317,0.03829,-1.20665,-1.33254
"39","2021_Q2",15.8822222222222,"Up",12896475,-6844521,6051954,-3258146,-1046179,-405105,-236535,-1570327,2793808,-4007,-4007,2789801,-41015,2748786,-687948,2060838,2060838,2060838,2060838,3844182,3785924,4160676,4160676,9929554,4770194,4047264,722930,22704606,2839429,357459,278759,3196888,25901494,7938438,5707207,2231231,8151307,292316,292316,8443623,-28383.5654176883,8526289,9522634,-591052,17457871,17457871,25901494,2060838,236535,95544,-1283770,1109147,-34272,-1,-34273,-237767,-237767,837107,837107,-18225,818882,3030343,0,2400249,0.46927,0.21663,0.1598,0.11805,0.07956,1.1647,2.78539,0.48366,0,0.3795,0.33684,2.37488,3.21486,0.442,0.1161,0.13522,-1.26856,-1.37596
"40","2021_Q3",21.81671875,"Up",14300559,-8107020,6193539,-3154968,-1127913,-445156,-242401,-1339498,3038571,3947.99999999997,3948,3042519,110211,3152730,-744082,2408648,2408648,2408648,2408648,3806839,3748580,5084196,5084196,6151488,7301771,6098975,1202796,22344294,2771130,306215,227515,3077345,25421639,5020644,2631184,2389460,5214227,280000,280000,5494227,3000,8523289,11931282,-530159,19927412,19927412,25421639,2408648,242401,17001,-2506921,161129,-157171,-1,-157172,-79953,-79952.9999999999,-75996,-75996,38652,-37344,3280972,-1.45519152283669e-11,1360962,0.4331,0.21248,0.16843,0.12087,0.09475,0.56503,4.28526,0.27571,0,0.44287,0.38731,2.62939,3.66343,0.25024,0.1192,0.06735,-1.16028,-1.25284
"41","2021_Q4",27.84046875,"Up",22100827,-12571692,9529135,-3790850,-1325611,-468922,-265777,-1730540,5738285,1413,1413,5739698,16049,5755747,-1467936,4287811,4287811,4287811,4287811,2644932,2586671,17164890,17164890,14678324,6078966,4321801,1757165,40567112,3178888,1651951,1573251,4830839,45397951,19489315,16421446,3067869,19888629,1440384,1440384,21329013,130111,8396178,16219093,-676444,24068938,24068938,45397951,4287811,265777,32505,-4710952,-124859,-701215,-2,-701217,-217228,-217228,-1043304,-1043304,-118605,-1161909,6004062,0,2059831,0.43117,0.25964,0.19401,0.17815,0.09445,0.48039,2.03971,0.88616,0,0.78499,0.69374,4.04612,4.38261,0.3771,0.16809,0.08075,-0.44052,-0.46093
"42","2022_Q1",26.9282258064516,"Down",23177952,-13506477,9671475,-4586839,-1121461,-507663,-280823,-2676892,5084636,-1517,-1517,5083119,-124797,4958322,-1141182,3817140,3817140,3817140,3817140,5080698,5022436,12660936,12660936,21081481,5789067,4178427,1610640,44612182,3128086,1426552,1426552,4554638,49166820,17356489,14617671,2738818,18733405,1623192,1812441,20545846,103839.357557401,9364009,20036233,-779268,28620974,28620974,49166820,3817140,280823,1223321,-3684291,1636993,-244674,-1,-244675,1104891,1130891,2523209,2523209,-87444,2435765,5365459,1247544,2577676,0.41727,0.21937,0.16469,0.13337,0.07764,0.67529,2.38142,0.71786,0.02537,0.69196,0.61121,4.20165,5.18835,0.46728,0.12121,0.08185,-0.71441,-0.75387
"43","2022_Q2",23.6383870967742,"Down",24228108,-14601018,9627090,-4062950,-1325642,-533700,-276924,-1926684,5564140,6157,6157,5570297,60515,5630812,-1408057,4222755,4222755,4222755,4222755,4303939,4245676,17743659,17743659,19916817,5442275,3900500,1541775,47406690,3147973,1337699,1337699,4485672,51892362,15556588,11410067,4146521,16584971,1577401,1747358,18332329,3000,9819579,24258988,-521534,33560033,33560033,51892362,4222755,276924,209362,-5395761,-686720,-225064,-1,-225065,-328352,-72552,-984337,-984337,207577,-776760,5841064,919192,1628296,0.39735,0.22966,0.17429,0.12583,0.08138,0.3856,2.85841,0.54625,0.01771,0.77312,0.68211,4.43581,6.1438,0.29812,0.11711,0.04516,-0.57947,-0.60831
"44","2022_Q3",22.54578125,"Down",17938310,-10294238,7644072,-3974593,-1456465,-480843,-287943,-1749342,3669479,-8349,-8349,3661130,60940,3722070,-995150,2726920,2726920,2726920,2726920,5008034,4949771,13823969,13823969,21853273,4800755,3449089,1351666,45486031,2959009,1281109,1281109,4240118,49726149,11409809,7967771,3442038,12027579,1526736,1674159,13701738,3000,9939819,26985908,-904316,36024411,36024411,49726149,2726920,287943,177141,-1551824,1640180,-167700,0,-167700,-455639,-455639,1016841,1016841,-312746,704095,3957422,463553,3233048,0.42613,0.20456,0.15202,0.0757,0.05484,1.1856,3.78181,0.38035,0.00932,0.47298,0.43656,3.11134,6.24779,0.56076,0.07173,0.08505,-1.14834,-1.23845
