"","YQ","p","d","revenue","cost_of_revenue","gross_profit","operating_expenses","selling_general_administrative","operating_income_loss","non_operating_income_loss","interest_expense_net","other_non_operating_income_loss","pretax_income_loss_adj","pretax_income_loss","income_tax_expense_benefit_net","income_loss_from_continuing_operations","income_loss_incl_minority_interest","net_income","net_income_common","cash_cash_equivalents_short_term_investments","cash_cash_equivalents","accounts_notes_receivable","accounts_receivable_net","inventories","other_short_term_assets","misc_short_term_assets","total_current_assets","property_plant_equipment_net","property_plant_equipment","other_long_term_assets","goodwill","misc_long_term_assets","total_noncurrent_assets","total_assets","payables_accruals","accounts_payable","other_payables_accruals","short_term_debt","other_short_term_liabilities","misc_short_term_liabilities","total_current_liabilities","long_term_debt","other_long_term_liabilities","misc_long_term_liabilities","total_noncurrent_liabilities","total_liabilities","preferred_equity","share_capital_additional_paid_in_capital","treasury_stock","retained_earnings","other_equity","equity_before_minority_interest","total_equity","total_liabilities_equity","net_income_starting_line","depreciation_amortization_2","non_cash_items","change_in_working_capital","net_cash_from_operating_activities","change_in_fixed_assets_intangibles","disposition_of_fixed_assets_intangibles","acquisition_of_fixed_assets_intangibles","purchase_of_fixed_assets","net_cash_from_acquisitions_divestitures","net_cash_from_investing_activities","dividends_paid","cash_from_repayment_of_debt","cash_from_repayment_of_long_term_debt_net","repayments_of_long_term_debt","cash_from_repurchase_of_equity","increase_in_capital_stock","net_cash_from_financing_activities","net_cash_before_disc_operations_and_fx","net_cash_before_fx","net_change_in_cash","ebitda","total_debt","free_cash_flow","gross_profit_margin","operating_margin","net_profit_margin","return_on_equity","return_on_assets","free_cash_flow_to_net_income","current_ratio","liabilities_to_equity_ratio","debt_ratio","earnings_per_share_basic","earnings_per_share_diluted","sales_per_share","equity_per_share","free_cash_flow_per_share","dividends_per_share","return_on_invested_capital","cash_return_on_invested_capital","dividend_payout_ratio","net_debt_ebitda","net_debt_ebit"
"27","2016_Q4",52.2514285714286,"Down",288283000,-182682000,105601000,-72526000,-72526000,33075000,-5096000,-5261000,165000,27979000,27979000,-10413000,17566000,17566000,17566000,17566000,6463000,6463000,11492000,11492000,136615000,41390000,41390000,195960000,3.81e+08,692724000,585790000,496105000,11676000,966790000,1162750000,137971000,81467000,55386000,14179000,29973000,29973000,182123000,380326000,26275000,26275000,406601000,588724000,39000,190353000,-106212000,494633000,-4787000,574026000,574026000,1162750000,17566000,11765000,2886000,1391000,33608000,-8591000,1380000,-9971000,-9971000,-4211000,-12802000,-5638000,-16498000,-16498000,-105766000,567000,567000,-21569000,-763000,-763000,-763000,44840000,394505000,48053000,0.36631,0.11473,0.06093,0.0306,0.01511,2.73557,1.07598,1.02561,0.33929,0.54106,0.52805,8.87954,17.67963,1.4801,0.17366,0.02333,0.0483,0.32096,8.65393,11.73218
"28","2017_Q1",51.6122580645161,"Down",252011000,-158788000,93223000,-73133000,-73133000,20090000,-5352000,-5535000,183000,14738000,14738000,-5077000,9661000,9661000,9661000,9661000,8995000,8995000,11465000,11465000,142604000,36166000,32639000,199230000,394634000,712999000,591400000,501736000,11331000,986034000,1185264000,139796000,79492000,60304000,15298000,30799000,30799000,185893000,395503000,22614000,22614000,418117000,604010000,33000,191943000,-106212000,498651000,-3161000,581254000,581254000,1185264000,9661000,11319000,4516000,2685000,28181000,-6442000,116000,-6558000,-6558000,-8883000,-15325000,-5643000,-5682000,-5682000,-86006000,1001000,1001000,-10324000,2532000,2532000,2532000,31409000,410801000,32729000,0.36992,0.07972,0.03834,0.01662,0.00815,3.38774,1.07175,1.03915,0.34659,0.296,0.29024,7.7214,17.80811,1.00279,0.1729,0.01508,0.03226,0.5841,12.7927,20.0003
"29","2017_Q2",45.4968253968254,"Down",278491000,-165607000,112884000,-79135000,-79135000,33749000,-5731000,-5742000,11000,28018000,28018000,-10433000,17585000,17585000,17585000,17585000,6553000,6553000,12399000,12399000,146107000,35888000,35888000,200947000,399359000,725781000,591364000,506359000,10820000,990723000,1191670000,152021000,91605000,56033000,15588000,30257000,30257000,197866000,377159000,22697000,22697000,399856000,597722000,33000,193084000,-106212000,510254000,-3211000,593948000,593948000,1191670000,17585000,11839000,2557000,9460000,41441000,-6643000,93000,-6736000,-6736000,-3971000,-10614000,-5982000,-27940000,-27940000,-108250000,653000,653000,-33269000,-2442000,-2442000,-2442000,45588000,392747000,58838000,0.40534,0.12119,0.06314,0.02961,0.01476,3.34592,1.01557,1.00635,0.32958,0.5377,0.5282,8.5155,18.16032,1.79911,0.18291,0.02335,0.05829,0.34018,8.4714,11.44312
"30","2017_Q3",43.0777777777778,"Down",278016000,-170075000,107941000,-74121000,-74121000,33820000,-5890000,-6117000,227000,27930000,27930000,-10663000,17267000,17267000,17267000,17267000,6368000,6368000,12699000,12699000,147106000,37902000,37755000,204075000,404986000,739711000,600177000,515772000,11212000,1005163000,1209238000,155968000,92939000,63029000,16643000,30718000,30718000,203329000,375920000,22314000,22314000,398234000,601563000,33000,195945000,-106563000,521521000,-3261000,607675000,607675000,1209238000,17267000,12140000,1510000,2726000,33643000,-10270000,1893000,-12163000,-12163000,-10497000,-20767000,-5991000,-8866000,-8866000,-98698000,1796000,1796000,-13061000,-185000,-185000,-185000,45960000,392563000,49079000,0.38825,0.12165,0.06211,0.02841,0.01428,2.84236,1.00367,0.98994,0.32464,0.52717,0.5184,8.488,18.55169,1.49841,0.18291,0.02275,0.048,0.34696,8.40285,11.41913
"31","2017_Q4",47.8879365079365,"Up",285730000,-178744000,106986000,-77687000,-77687000,29299000,-6040000,-6138000,98000,23259000,23259000,-11659000,11600000,11600000,11600000,11600000,7853000,7853000,12861000,12861000,143099000,44083000,39111000,207896000,412576000,756531000,592939000,517989000,10575000,1005515000,1213411000,143907000,86294000,57613000,18161000,33399000,33399000,195467000,381166000,22162000,22162000,403328000,598795000,33000,197339000,-106563000,527119000,-3312000,614616000,614616000,1213411000,11600000,12498000,9713000,-11786000,22025000,-10481000,347000,-10828000,-10828000,-1895000,-12376000,-5993000,-2757000,-2757000,-93566000,586000,586000,-8164000,1485000,1485000,1485000,41797000,399327000,31189000,0.37443,0.10254,0.0406,0.01887,0.00956,2.68871,1.06359,0.97426,0.32909,0.35387,0.34782,8.7166,18.74872,0.95146,0.18282,0.01698,0.0301,0.51664,9.36608,13.36134
"32","2018_Q1",51.2008196721311,"Up",285578000,-177815000,107763000,-77335000,-77335000,30428000,-6181000,-6299000,118000,24247000,24247000,-6764000,17483000,17483000,17483000,17483000,1909000,1909000,11582000,11582000,152367000,41398000,37213000,207256000,416669000,767864000,594507000,522892000,10997000,1011176000,1218432000,141504000,84568000,56936000,18989000,33512000,21571000,194005000,375288000,20663000,20663000,395951000,589956000,33000,199968000,-106563000,539286000,-4248000,628476000,628476000,1218432000,17483000,12858000,3352000,-9567000,24126000,-7657000,1738000,-9395000,-9395000,-7076000,-14733000,-6003000,-11115000,-11115000,-95007000,1781000,1781000,-15337000,-5944000,-5944000,-5944000,43286000,394277000,32826000,0.37735,0.10655,0.06122,0.02782,0.01435,1.8776,1.0683,0.93871,0.32359,0.53253,0.52324,8.69869,19.14234,0.99988,0.18285,0.02251,0.03146,0.34336,9.06455,12.89497
"33","2018_Q2",52.300625,"Up",295811000,-178573000,117238000,-84166000,-84166000,33072000,-6353000,-6580000,227000,26719000,26719000,-6075000,20644000,20644000,20644000,20644000,12662000,12662000,16979000,16979000,158049000,39201000,38473000,226891000,424873000,785731000,610519000,533507000,10681000,1035392000,1262283000,153983000,90683000,63300000,20128000,33311000,33311000,207422000,390665000,19977000,19977000,410642000,618064000,33000,202275000,-107008000,553244000,-4325000,644219000,644219000,1262283000,20644000,13227000,3563000,12737000,50171000,-11137000,303000,-11440000,-11440000,-27518000,-38655000,-6674000,5133000,5133000,-103535000,778000,778000,-763000,10753000,10753000,10753000,46299000,410793000,53974000,0.39633,0.1118,0.06979,0.03205,0.01635,2.61451,1.09386,0.9594,0.32544,0.62837,0.61703,9.00408,19.60813,1.64289,0.20315,0.02541,0.05021,0.32329,8.59913,12.03831
"34","2018_Q3",63.6166666666667,"Up",307105000,-187158000,119947000,-85439000,-85439000,34508000,-6542000,-6803000,261000,27966000,27966000,-6205000,21761000,21761000,21761000,21761000,2173000,2173000,15759000,15759000,156762000,47347000,46520000,222041000,425641000,792083000,615583000,541748000,13047000,1041224000,1263265000,146260000,88975000,57285000,20524000,33094000,33094000,199878000,380180000,19866000,19866000,400046000,599924000,33000,206926000,-107523000,568304000,-4399000,663341000,663341000,1263265000,21761000,13776000,1999000,-11691000,25845000,-10083000,135000,-10218000,-10218000,-11616000,-21445000,-6688000,-11584000,-11584000,-120531000,3383000,3383000,-14889000,-10489000,-10489000,-10489000,48284000,400704000,32715000,0.39057,0.11237,0.07086,0.03281,0.01723,1.50338,1.11088,0.9044,0.3172,0.66121,0.64697,9.33138,20.1546,0.99404,0.20321,0.02625,0.03018,0.30734,8.25389,11.54895
"35","2018_Q4",68.0931746031746,"Up",310111000,-192145000,117966000,-87257000,-87257000,30709000,-6476000,-6797000,321000,24233000,24233000,-3702000,20531000,20531000,20531000,20531000,3579000,3579000,15033000,15033000,158846000,44855000,39579000,222313000,430643000,807230000,614125000,548153000,12756000,1044768000,1267081000,157584000,95166000,62418000,21361000,33678000,33678000,212623000,348761000,19563000,19563000,368324000,580947000,33000,217204000,-108729000,582101000,-4475000,686134000,686134000,1267081000,20531000,14032000,7981000,10047000,52591000,-9051000,54000,-9105000,-9105000,-6918000,-15942000,-6722000,-36508000,-36508000,-132768000,7987000,7987000,-35243000,1406000,1406000,1406000,44741000,370122000,49439000,0.3804,0.09903,0.06621,0.02992,0.0162,2.40802,1.04557,0.8467,0.29211,0.62155,0.60881,9.3882,20.7708,1.4967,0.2035,0.02533,0.04595,0.32741,8.19255,11.93601
"36","2019_Q1",70.7122950819672,"Up",287203000,-177126000,110077000,-81623000,-81623000,28454000,-7012000,-6833000,-179000,21442000,21442000,-4626000,16816000,16816000,16816000,16816000,6214000,6214000,14617000,14617000,171038000,48038000,42452000,239907000,312552000,640421000,759829000,565503000,141053000,1072381000,1312288000,162575000,103602000,58973000,22229000,33643000,21584000,218447000,375771000,18560000,18560000,394331000,612778000,33000,220568000,-108729000,592174000,-4536000,699510000,699510000,1312288000,16816000,14496000,3052000,-10080000,24284000,-13474000,231000,-13705000,-13705000,-16375000,-29841000,-6730000,12430000,12430000,-107155000,2492000,2492000,8192000,2635000,2635000,2635000,42950000,3.98e+08,24022000,0.38327,0.09907,0.05855,0.02404,0.01281,1.42852,1.09824,0.87601,0.30329,0.50767,0.49627,8.67054,21.11692,0.72521,0.20318,0.0211,0.02152,0.40021,9.12191,13.7691
"37","2019_Q2",78.108253968254,"Up",317063000,-188916000,128147000,-91776000,-91776000,36371000,-6982000,-7157000,175000,29389000,29389000,-6783000,22606000,22606000,22606000,22606000,8513000,8513000,17380000,17380000,173655000,46733000,46733000,246281000,311018000,647015000,1021155000,626108000,357246000,1332173000,1578454000,173647000,104828000,65628000,25745000,64405000,51242000,263797000,420818000,175251000,173513000,596069000,859866000,33000,225138000,-108729000,606771000,-4625000,718588000,718588000,1578454000,22606000,14839000,3270000,17504000,58219000,-13893000,103000,-13996000,-13996000,-54720000,-68579000,-7417000,16346000,16346000,-103257000,3730000,3730000,12659000,2299000,2299000,2299000,51210000,446563000,61604000,0.40417,0.11471,0.0713,0.03146,0.01432,2.72512,0.9336,1.19661,0.28291,0.68125,0.66559,9.55498,21.65431,1.85649,0.22352,0.0224,0.04596,0.3281,8.55399,12.04394
"38","2019_Q3",75.25296875,"Down",324114000,-202041000,122073000,-88717000,-88717000,33356000,-6753000,-6960000,207000,26603000,26603000,-6289000,20314000,20314000,20314000,20314000,6050000,6050000,17003000,17003000,170804000,55783000,53991000,249640000,315466000,658339000,1054946000,634694000,383798000,1370412000,1620052000,166855000,108090000,58765000,28413000,66476000,53442000,261744000,437824000,186908000,181066000,624732000,886476000,33000,227344000,-108729000,619641000,-4713000,733576000,733576000,1620052000,20314000,15489000,2204000,-16129000,21878000,-9738000,21000,-9759000,-9759000,-10300000,-19778000,-7431000,2510000,2510000,-104515000,1526000,1526000,-4563000,-2463000,-2463000,-2463000,48845000,466237000,29267000,0.37664,0.10291,0.06268,0.02769,0.01254,1.44073,0.95376,1.20843,0.28779,0.61104,0.59786,9.74926,22.06476,0.88034,0.22352,0.02001,0.02111,0.36581,9.42137,13.79623
"39","2019_Q4",71.023125,"Down",329281000,-204929000,124352000,-92780000,-92780000,31572000,-6710000,-6983000,273000,24862000,24862000,-5982000,18880000,18880000,18880000,18880000,8826000.00000001,8826000.00000001,16973000,16973000,179171000,47535000,45883000,252505000,326273000,676071000,1133435000,673569000,423909000,1459708000,1712213000,175438000,115512000,59926000,31084000,66206000,52571000,272728000,495873000,197020000,189762000,692893000,965621000,33000,229013000,-108729000,631077000,-4802000,746592000,746592000,1712213000,18880000,17001000,3967000,5886000,45734000,-18169000,302000,-18471000,-18471000,-39234000,-57110000,-7433000,20884000,20884000,-109267000,701000,701000,14152000,2776000,2776000,2776000,48573000,526957000,42272000,0.37765,0.09588,0.05734,0.02529,0.01103,2.23898,0.92585,1.29337,0.30776,0.56741,0.55577,9.89604,22.43671,1.27042,0.22339,0.01789,0.02875,0.3937,10.66706,16.4110900000001
"40","2020_Q1",57.2614516129032,"Down",286066000,-183980000,102086000,-101683000,-101683000,403000.000000004,-6983000,-7113000,130000,-6580000,-6580000,2804000,-3776000,-3776000,-3776000,-3776000,345476000,345476000,14510000,14510000,187441000,48593000,40537000,596020000,328637000,328637000,1124800000,671843000,416992000,1453437000,2049457000,157320000,99504000,57816000,32257000,65359000,52230000,254936000,864773000,195308000,185239000,1060081000,1315017000,33000,230170000,-108729000,619855000,-6889000,734440000,734440000,2049457000,-3776000,17657000,12167000,-30550000,-4502000.00000001,-13151000,541000,-13692000,-13692000,-182000,-13344000,-7434000,361716000,361716000,-95686000,214000,214000,354496000,336650000,336650000,336650000,18060000,897030000,-28445000,0.35686,0.00140999999999999,-0.0132,-0.00514,-0.00184,7.5331,2.33792,1.7905,0.43769,-0.11345,-0.11139,8.59522,22.06619,-0.85467,0.22336,0.002,-0.01557,-1.96875,30.54009,1368.62035
"41","2020_Q2",50.5474603174603,"Down",247059000,-159605000,87454000,-76053000,-76053000,11401000,-7394000,-7385000,-9000,4007000,4007000,-1020000,2987000,2987000,2987000,2987000,147174000,147174000,13415000,13415000,176530000,44137000,36792000,381256000,328915000,692618000,1188671000,671831000,481995000,1517586000,1898842000,171187000,110853000,60334000,33744000,76845000,64564000,281776000,676412000,209934000,199473000,886346000,1168122000,33000,231079000,-108729000,615396000,-7059000,730720000,730720000,1898842000,2987000,18410000,1142000,49997000,72536000,-15297000,7000,-15304000,-15304000,-2e+05,-15174000,-7435000,-247364000,-247364000,-247364000,9000,9000,-255664000,-198302000,-198302000,-198302000,29811000,710156000,65531000,0.35398,0.04615,0.01209,0.00409,0.00157,21.93873,1.35305,1.59859,0.37399,0.08974,0.08823,7.42253,21.95244,1.96878,0.22337,0.00631,0.0397,2.48912,18.88504,49.38005
"42","2020_Q3",48.66,"Down",288587000,-184061000,104526000,-80101000,-80101000,24425000,-7245000,-7322000,77000,17180000,17180000,-4334000,12846000,12846000,12846000,12846000,81453000,81453000,14022000,14022000,167739000,52320000,45632000,315534000,328262000,696570000,1199686000,671831000,494244000,1527948000,1843482000,186472000,127615000,58857000,35713000,76130000,64293000,298315000,595898000,212902000,201344000,808800000,1107115000,33000,231492000,-108729000,620800000,-7229000,736367000,736367000,1843482000,12846000,19467000,2437000,18409000,53159000,-8279000,61000,-8340000,-8340000,-2e+05,-8414000,-7440000,-103027000,-103027000,-103027000,999.999999999942,1000,-110466000,-65721000,-65721000,-65721000,43892000,631611000,58356000,0.3622,0.08464,0.04451,0.01745,0.00697,4.54274000000001,1.05772,1.50348,0.34262,0.3858,0.37952,8.66706,22.11412,1.75259,0.22344,0.01283,0.03691,0.57917,12.53436,22.52438
"43","2020_Q4",43.7321875,"Down",284591000,-188453000,96138000,-80449000,-80449000,15689000,-6755000,-6819000,64000,8934000,8934000,-2251000,6683000,6683000,6683000,6683000,24959000,24959000,15298000,15298000,165141000,61957000,55193000,267355000,334293000,711846000,1229029000,689847000,506187000,1563322000,1830677000,197478000,131852000,65626000,37146000,75922000,63783000,310546000,562553000,221535000,209229000,784088000,1094634000,33000,232105000,-108729000,620033000,-7399000,736043000,736043000,1830677000,6683000,19721000,2533000,4584000,33521000,-15250000,320000,-15570000,-15570000,-17695000,-32308000,-7440000,-50266000,-50266000,-50266000,-1000,-1000,-57707000,-56494000,-56494000,-56494000,35410000,599699000,26995000,0.33781,0.05513,0.02348,0.00908,0.00365,4.03935,0.86092,1.48719,0.32758,0.20065,0.19762,8.54474,22.09842,0.81051,0.22338,0.00907,0.01733,1.11327,16.23101,36.63331
"44","2021_Q1",60.1431147540984,"Up",436287000,-247747000,188540000,-138353000,-138353000,50187000,-6034000,-6687000,653000,44153000,44153000,-8645000,35508000,35508000,35508000,35508000,29960000,29960000,15324000,15324000,162282000,58959000,48115000,266525000,327063000,327063000,1218226000,689524000,497021000,1545289000,1811814000,182901000,112378000,70523000,37803000,69912000,57956000,290616000,556330000,215184000,195401000,771514000,1062130000,29000,238642000,-108729000,624361000,-4619000,749684000,749684000,1811814000,35508000,7388000,15496000,-96279000,-37887000,-16125000,579000,-16704000,-16704000,-86341000,-102915000,-7400000,802113000,802113000,-12068000,6162000,6162000,800581000,659779000,659779000,659779000,57575000,594133000,-46184000,0.43215,0.11503,0.08139,0.04736,0.0196,-1.30066,0.9171,1.41677,0.32792,1.06643,1.04929,13.10329,22.51487,-1.38707,0.22225,0.02752,-0.02962,0.2084,9.79892,11.24142
"45","2021_Q2",63.7809523809524,"Up",341818000,-215887000,125931000,-98014000,-98014000,27917000,-6897000,-6941000,44000,21020000,21020000,-5339000,15681000,15681000,15681000,15681000,16878000,16878000,15422000,15422000,167501000,56265000,53180000,256066000,321465000,321465000,1314237000,757667000,523528000,1635702000,1891768000,203219000,121378000,81841000,39986000,77055000,64386000,320260000,577711000,235206000,215808000,812917000,1133177000,29000,240137000,-108729000,631876000,-4722000,758591000,758591000,1891768000,15681000,20278000,3518000,23237000,62714000,-4770000,429000,-5199000,-5199000,-62059000,-66762000,-8152000,-1661000,-1661000,-78661000,779000,779000,-9034000,-13082000,-13082000,-13082000,48195000,617697000,72001000,0.36842,0.08167,0.04588,0.02067,0.00829,4.59161,0.79956,1.49379,0.32652,0.46801,0.46084,10.20184,22.6399,2.14893,0.2433,0.01479,0.04468,0.51986,12.46642,21.52162
"46","2021_Q3",56.89796875,"Down",347699000,-217016000,130683000,-96205000,-96205000,34478000,-6226000,-6276000,49999.9999999999,28252000,28252000,-7267000,20985000,20985000,20985000,20985000,6643000,6643000,15981000,15981000,165073000,55072000,52859000,242769000,315112000,315112000,1295484000,757846000,506353000,1610596000,1853365000,192792000,121148000,71644000,40285000,77828000,64895000,310905000,535645000,233897000,210984000,769542000,1080447000,29000,242460000,-108729000,643983000,-4825000,772918000,772918000,1853365000,20985000,19979000,5303000,-6663000,39604000,-4253000,96705.5521469188,10394836.636984,10394836.636984,-211000,-4447000,-8839000,-37758999.9999999,-1609065109.03873,-193802014.888061,1206000,1206000,-45392000,-10235000,-10235000,-10235000,54457000,575930000,50808000,0.37585,0.09916,0.06035,0.02715,0.01132,2.42116,0.78085,1.39788,0.31075,0.62631,0.61672,10.37736,23.0675,1.51641,0.26381,0.01884,0.0321,0.42121,10.45388,16.5116
"47","2021_Q4",57.51859375,"Up",341781000,-221199000,120582000,-93146000,-93146000,27436000,-5633000,-5676000,43000,21803000,21803000,-5516000,16287000,16287000,16287000,16287000,9514000,9514000,14709000,14709000,169664000,57349000,57349000,251236000,315302000,315302000,1322652000,779091000,512583000,1637954000,1889190000,194488000,117893000,76540000,41192000,76441000,62608000,312121000,557522000,238036000,213777000,795558000,1107679000,29000,243748000,-108729000,651390000,-4927000,781511000,781511000,1889190000,16287000,20197000,3435000,-1.5e+07,24919000,-7392000,-131059.263804108,20937915.5159786,20937915.5159786,-20897000,-28251000,-8722000,15297000,-2814089745.38497,-281582019.850748,125000,125000,6203000,2871000,2871000,2871000,47633000,598714000,30757000,0.3528,0.08027,0.04765,0.02084,0.00862,1.88844,0.80493,1.41736,0.31692,0.4861,0.47865,10.20073,23.32397,0.91797,0.26032,0.01545,0.01901,0.53552,12.36958,21.47543
"48","2022_Q1",47.7190322580645,"Down",328030000,-223390000,104640000,-93173000,-93173000,11467000,-5257000,-5738000,481000,6210000,6210000,2405000,8615000,8615000,8615000,8615000,7948000,7948000,14797000,14797000,166271000,56486000,56486000,245502000,315193000,319193041.291438,1310717000,776714000,502168000,1625910000,1871412000,202841000,131989000,67931000,42092000,77031000,62878000,321964000,533941000,232601000,204041000,766542000,1088506000,29000,244976000,-108729000,651124000,-4494000,782906000,782906000,1871412000,-18634000,16850000,642000,58810000,57668000,-34651000,-5044.44785308104,17659036.636984,17659036.636984,66013000,33200000,-4069000,-385660000,-2631654509.03873,-278383264.888061,4168000,4168000,-385938000,-295070000,-295070000,-295070000,28317000,576033000,50071000,0.319,0.03496,0.02626,0.011,0.0046,5.81207,0.76251,1.39034,0.30781,0.25696,0.2531,9.78405,23.35064,1.49345,0.12136,0.00797,0.03146,0.47232,20.06162,49.54086
"49","2022_Q2",43.9922580645161,"Down",349535000,-227346000,122189000,-95934000,-95934000,26255000,-5580000,-5658000,78000,20675000,20675000,-8191000,12484000,12484000,12484000,12484000,30648000,30648000,11850000,11850000,128666000,76157000,76157000,247321000,307932000,307932000,1260479000,730293000,506508000,1568411000,1815732000,247393000,155948000,75595000,41213000,81208000,66708000,369814000,449775000,226467000,201915000,676242000,1046056000,29000,246088000,-125945000,654097000,-4593000,769676000,769676000,1815732000,12484000,20100000,-4273000,48894000,77205000,-7489000,724000,-8213000.00000001,-8213000.00000001,56345000,48856000,-9466000,-76679000,-76679000,-120588000,-17216000,21301676.4405609,-103361000,22700000,22700000,22700000,46355000,490988000,95951000,0.34958,0.07511,0.03572,0.01622,0.00688,7.68592,0.66877,1.35909,0.27041,0.37285,0.36733,10.43918,22.9862,2.86566,0.28271,0.01476,0.06452,0.75825,9.93075,17.53342
"50","2022_Q3",46.914375,"Up",329818000,-213083000,116735000,-93262000,-93262000,23473000,-5607000,-5705000,97999.9999999999,17866000,17866000,-4745000,13121000,13121000,13121000,13121000,9794000,9794000,12603000,12603000,135006000,83408000,83408000,240811000,307585000,274674126.125686,1240673000,730253000,488621000,1548258000,1789069000,260892000,184098000,66988000,40433000,83836000,69024000,385161000,450102000,232036000,205621000,682138000,1067299000,29000,248307000,-179944000,658070000,-4692000,721770000,721770000,1789069000,13121000,19260000,3174000,7529000,43084000,-10869000,2305324.07975513,-65449394.3949733,-65449394.3949733,-70000,-10939000,-9096000,10096000,5835917181.73121,255421524.813435,-53999000,58158029.3216826,-52999000,-20854000,-20854000,-20854000,42733000,490535000,44138000,0.35394,0.07117,0.03978,0.01818,0.00733,3.36392,0.62522,1.47872,0.27418,0.40743,0.4009,10.24152,22.41153,1.37058,0.28245,0.01538,0.03056,0.69324,11.24988,20.48059
