"","YQ","p","d","revenue","cost_of_revenue","gross_profit","operating_expenses","selling_general_administrative","operating_income_loss","non_operating_income_loss","interest_expense_net","interest_expense","interest_income","foreign_exchange_gain_loss","pretax_income_loss_adj","abnormal_gains_losses","pretax_income_loss","income_tax_expense_benefit_net","income_loss_from_continuing_operations","income_loss_incl_minority_interest","minority_interest","net_income","net_income_common","cash_cash_equivalents_short_term_investments","cash_cash_equivalents","accounts_notes_receivable","accounts_receivable_net","inventories","other_short_term_assets","prepaid_expenses","total_current_assets","property_plant_equipment_net","other_long_term_assets","misc_long_term_assets","total_noncurrent_assets","total_assets","payables_accruals","other_payables_accruals","short_term_debt","total_current_liabilities","long_term_debt","other_long_term_liabilities","pension_liabilities","misc_long_term_liabilities","total_noncurrent_liabilities","total_liabilities","equity_before_minority_interest","minority_interest_2","total_equity","total_liabilities_equity","net_income_starting_line","depreciation_amortization_2","non_cash_items","change_in_working_capital","net_cash_from_operating_activities","change_in_fixed_assets_intangibles","other_investing_activities","net_cash_from_investing_activities","cash_from_repayment_of_debt","cash_from_repurchase_of_equity","increase_in_capital_stock","decrease_in_capital_stock","other_financing_activities","net_cash_from_financing_activities","net_cash_before_disc_operations_and_fx","net_cash_before_fx","effect_of_foreign_exchange_rates","net_change_in_cash","ebitda","total_debt","free_cash_flow","gross_profit_margin","operating_margin","net_profit_margin","return_on_equity","return_on_assets","free_cash_flow_to_net_income","current_ratio","liabilities_to_equity_ratio","debt_ratio","earnings_per_share_basic","earnings_per_share_diluted","sales_per_share","equity_per_share","free_cash_flow_per_share","return_on_invested_capital","cash_return_on_invested_capital","net_debt_ebitda","net_debt_ebit"
"21","2015_Q2",54.1363492063492,"Up",1.997e+09,-1.711e+09,2.86e+08,-9.8e+07,-9.8e+07,1.88e+08,-6.9e+07,-6.3e+07,-6.5e+07,2e+06,-6e+06,1.19e+08,-2e+07,9.9e+07,-3.7e+07,6.2e+07,6.2e+07,-1.8e+07,4.4e+07,4.4e+07,2.8e+08,2.8e+08,1.039e+09,1.039e+09,1.446e+09,3.12e+08,3.12e+08,3.077e+09,2.619e+09,4.448e+09,7.02e+08,7.067e+09,1.0144e+10,2.369e+09,2.369e+09,2.44e+08,2.613e+09,5.746e+09,1.537e+09,8.79e+08,6.58e+08,7.283e+09,9.896e+09,-2.7e+07,2.75e+08,2.48e+08,1.0144e+10,6.2e+07,5.1e+07,2.5e+07,-4.25e+08,-2.87e+08,-5.2e+07,-9e+06,-1.246e+09,9.43e+08,-1e+06,3e+06,-4e+06,-5.6e+07,8.86e+08,-6.47e+08,-6.47e+08,-3.8e+07,-6.85e+08,2.39e+08,5.99e+09,-2.01e+08,0.14321,0.09414,0.02203,0.17742,0.00434,-4.56818,1.17757,39.90323,0.5905,0.31954,0.31655,14.50254,-0.19608,-1.45969,0.00566,-0.02585,23.89121,30.37234
"22","2015_Q3",49.751875,"Down",2.278e+09,-1.905e+09,3.73e+08,-9.9e+07,-9.9e+07,2.74e+08,-6.6e+07,-6.7e+07,-6.9e+07,2e+06,999999.999999999,2.08e+08,-6e+06,2.02e+08,-4.9e+07,1.53e+08,1.53e+08,-1.1e+07,1.42e+08,1.42e+08,2.88e+08,2.88e+08,1.098e+09,1.098e+09,1.454e+09,3.44e+08,3.44e+08,3.184e+09,2.672e+09,4.503e+09,7.13e+08,7.175e+09,1.0359e+10,2.525e+09,2.525e+09,2.08e+08,2.733e+09,5.677e+09,1.545e+09,8.62e+08,6.83e+08,7.222e+09,9.955e+09,1.26e+08,2.78e+08,4.04e+08,1.0359e+10,1.53e+08,6.2e+07,-3e+06,6e+07,2.72e+08,-5.9e+07,-5e+06,-55999999.9999998,-1.78e+08,-3e+06,2e+06,-5e+06,-2.6e+07,-2.07e+08,9e+06,9e+06,-1e+06,8e+06,3.36e+08,5.885e+09,3.86e+08,0.16374,0.12028,0.06234,0.35149,0.01371,2.71831,1.16502,24.64109,0.56811,1.02973,1.01938,16.51922,0.91371,2.79913,0.01813,0.04927,16.65774,20.42701
"23","2015_Q4",50.03421875,"Up",2.46e+09,-2.045e+09,4.15e+08,-9.4e+07,-9.4e+07,3.21e+08,-7.3e+07,-6.4e+07,-6.8e+07,4e+06,-9e+06,2.48e+08,-4e+07,2.08e+08,-4.8e+07,1.6e+08,1.6e+08,-1.9e+07,1.41e+08,1.41e+08,4.66e+08,4.66e+08,1.183e+09,1.183e+09,1.302e+09,3.11e+08,3.11e+08,3.262e+09,2.614e+09,4.353e+09,6.89e+08,6.967e+09,1.0229e+10,2.527e+09,2.527e+09,2.03e+08,2.73e+09,5.608e+09,1.458e+09,7.86e+08,6.72e+08,7.066e+09,9.796e+09,1.4e+08,2.93e+08,4.33e+08,1.0229e+10,1.6e+08,6.1e+07,3.8e+07,7.1e+07,3.3e+08,-6.5e+07,-1e+07,-7.2e+07,-7.6e+07,0,0,0,8e+06,-6.8e+07,1.9e+08,1.9e+08,-1.2e+07,1.78e+08,3.82e+08,5.811e+09,4.36e+08,0.1687,0.13049,0.05732,0.32564,0.01378,3.0922,1.19487,22.62356,0.56809,1.021,1.01366,17.81318,1.01376,3.15713,0.01831,0.05661,13.99215,16.65109
"24","2016_Q1",46.1416393442623,"Down",2.027e+09,-1.692e+09,3.35e+08,-9.9e+07,-9.9e+07,2.36e+08,-7.1e+07,-6.5e+07,-6.8e+07,3e+06,-6e+06,1.65e+08,-3.5e+07,1.3e+08,-4.4e+07,8.6e+07,8.6e+07,-2e+07,6.6e+07,6.6e+07,7.17e+08,7.17e+08,9.12e+08,9.12e+08,1.213e+09,2.07e+08,2.07e+08,3.049e+09,2.699e+09,4.302e+09,7.22e+08,7.001e+09,1.005e+10,2.645e+09,2.645e+09,2.63e+08,2.908e+09,5.255e+09,1.502e+09,7.67e+08,7.35e+08,6.757e+09,9.665e+09,9.4e+07,2.91e+08,3.85e+08,1.005e+10,8.6e+07,6.3e+07,2.7e+07,4.65e+08,6.41e+08,-1.71e+08,-3e+06,-1.74e+08,-1.61e+08,1e+06,1e+06,4.65661287307739e-10,-4.5e+07,-2.05e+08,2.62e+08,2.62e+08,-1.1e+07,2.51e+08,2.99e+08,5.518e+09,6.37e+08,0.16527,0.11643,0.03256,0.17143,0.00657,9.65152,1.04849,25.1039,0.54905,0.47805,0.47427,14.68202,0.68086,4.61394,0.00891,0.08602,16.05686,20.34322
"25","2016_Q2",51.38890625,"Up",1.893e+09,-1.581e+09,3.12e+08,-9.1e+07,-9.1e+07,2.21e+08,-5.5e+07,-6.1e+07,-6.4e+07,3e+06,6e+06,1.66e+08,-2.9e+07,1.37e+08,-3.8e+07,9.9e+07,9.9e+07,-2e+07,7.9e+07,7.9e+07,2.57e+08,2.57e+08,9.8e+08,9.8e+08,1.413e+09,2.54e+08,2.54e+08,2.904e+09,2.727e+09,4.309e+09,6.82e+08,7.036e+09,9.94e+09,2.412e+09,2.412e+09,3.06e+08,2.718e+09,5.293e+09,1.376e+09,7.2e+08,6.56e+08,6.669e+09,9.387e+09,2.49e+08,3.04e+08,5.53e+08,9.94e+09,9.9e+07,6e+07,-1e+07,-5.57e+08,-4.08e+08,-4.7e+07,-1e+06,-4.8e+07,-2.3e+07,-3e+06,1e+06,-4e+06,2.2e+07,-4e+06,-4.6e+08,-4.6e+08,0,-4.6e+08,2.81e+08,5.599e+09,-2.85e+08,0.16482,0.11675,0.04173,0.14286,0.00795,-3.60759,1.06843,16.97468,0.56328,0.57205,0.56835,13.70746,1.80304,-2.06372,0.01049,-0.03786,19.01068,24.17195
"26","2016_Q3",52.6940625,"Up",2.142e+09,-1.756e+09,3.86e+08,-9.4e+07,-9.4e+07,2.92e+08,-4.5e+07,-5.6e+07,-5.8e+07,2e+06,1.1e+07,2.47e+08,3e+06,2.5e+08,-6.5e+07,1.85e+08,1.85e+08,-1.6e+07,1.69e+08,1.69e+08,3.7e+08,3.7e+08,9.29e+08,9.29e+08,1.419e+09,2.4e+08,2.4e+08,2.958e+09,2.7e+09,4.118e+09,6.46e+08,6.818e+09,9.776e+09,2.554e+09,2.554e+09,2.73e+08,2.827e+09,5.011e+09,1.315e+09,6.72e+08,6.43e+08,6.326e+09,9.153e+09,3.18e+08,3.05e+08,6.23e+08,9.776e+09,1.85e+08,6.5e+07,-8e+06,2.29e+08,4.71e+08,-9.1e+07,1.4e+07,-7.7e+07,-2.6e+08,9.31322574615479e-10,4e+06,-4e+06,-1.7e+07,-2.77e+08,1.17e+08,1.17e+08,-4e+06,1.13e+08,3.57e+08,5.284e+09,5.6e+08,0.18021,0.13632,0.0789,0.27127,0.01729,3.31361,1.04634,14.69181,0.54051,1.22022,1.21321,15.4657,2.29603,4.04332,0.0234,0.07754,13.76471,16.82877
"27","2016_Q4",53.1349206349206,"Up",2.326e+09,-1.901e+09,4.25e+08,-9e+07,-9e+07,3.35e+08,-5.1e+07,-5.6e+07,-5.9e+07,3e+06,5e+06,2.84e+08,-3e+07,2.54e+08,-4.8e+07,2.06e+08,2.06e+08,-2.3e+07,1.83e+08,1.83e+08,5.26e+08,5.26e+08,1.047e+09,1.047e+09,1.3e+09,2.17e+08,2.17e+08,3.09e+09,2.746e+09,4.127e+09,6.77e+08,6.873e+09,9.963e+09,2.627e+09,2.627e+09,1.7e+08,2.797e+09,5.097e+09,1.29e+09,6.38e+08,6.52e+08,6.387e+09,9.184e+09,4.69e+08,3.1e+08,7.79e+08,9.963e+09,2.06e+08,6.3e+07,3.7e+07,7e+06,3.13e+08,-1e+08,-3e+06,-1.03e+08,-4e+07,3e+06,3e+06,0,-1e+07,-4.7e+07,1.63e+08,1.63e+08,-7e+06,1.56e+08,3.98e+08,5.267e+09,3.53e+08,0.18272,0.14402,0.07868,0.23492,0.01837,1.92896,1.10476,11.78947,0.52866,1.31939,1.31183,16.77001,3.3814,2.54506,0.02495,0.04812,11.91206,14.15224
"28","2017_Q1",52.5537096774194,"Down",1.923e+09,-1.592e+09,3.31e+08,-9.3e+07,-9.3e+07,2.38e+08,-6.4e+07,-5.8e+07,-6.2e+07,4e+06,-6e+06,1.74e+08,-4.6e+07,1.28e+08,-3.5e+07,9.3e+07,9.3e+07,-2.8e+07,6.5e+07,6.5e+07,5.59e+08,5.59e+08,8.65e+08,8.65e+08,1.245e+09,1.72e+08,1.72e+08,2.841e+09,2.82e+09,3.938e+09,6.75e+08,6.758e+09,9.599e+09,2.702e+09,2.702e+09,1.94e+08,2.896e+09,4.717e+09,1.318e+09,6.2e+08,6.98e+08,6.035e+09,8.931e+09,3.66e+08,3.02e+08,6.68e+08,9.599e+09,9.3e+07,5.9e+07,-1.4e+07,4.16e+08,5.54e+08,-2.25e+08,1.1e+07,-2.14e+08,-2.43e+08,2e+06,2e+06,-3.72529029846191e-09,-4.7e+07,-2.88e+08,5.2e+07,5.2e+07,-1.9e+07,3.3e+07,2.97e+08,4.911e+09,5.23e+08,0.17213,0.12376,0.0338,0.09731,0.00677,8.04615,0.98101,13.36976,0.51162,0.46823,0.46615,13.85247,2.63651,3.76747,0.00942,0.07583,14.6532,18.28571
"29","2017_Q2",55.4942857142857,"Up",1.901e+09,-1.578e+09,3.23e+08,-9e+07,-9e+07,2.33e+08,-5.8e+07,-5.9e+07,-6.2e+07,3e+06,1e+06,1.75e+08,4e+06,1.79e+08,-4.6e+07,1.33e+08,1.33e+08,-2.6e+07,1.07e+08,1.07e+08,3.38e+08,3.38e+08,8.99e+08,8.99e+08,1.417e+09,2.34e+08,2.34e+08,2.888e+09,2.898e+09,4.084e+09,7.27e+08,6.982e+09,9.87e+09,2.402e+09,2.402e+09,9.4e+07,2.496e+09,5.206e+09,1.309e+09,5.96e+08,7.13e+08,6.515e+09,9.011e+09,5.43e+08,3.16e+08,8.59e+08,9.87e+09,1.33e+08,5.9e+07,-8e+06,-5.04e+08,-3.2e+08,-1.04e+08,0,-1.04e+08,3.43e+08,-1.26e+08,7e+06,-1.33e+08,-1.8e+07,1.99e+08,-2.25e+08,-2.25e+08,4e+06,-2.21e+08,2.92e+08,5.3e+09,-2.7e+08,0.16991,0.12257,0.05629,0.12456,0.01084,-2.52336,1.15705,10.4901,0.53698,0.77256,0.76978,13.72563,3.92058,-1.94946,0.01433,-0.03615,16.99315,21.29614
"30","2017_Q3",58.2809523809524,"Up",2.161e+09,-1.805e+09,3.56e+08,-9.1e+07,-9.1e+07,2.65e+08,-6.3e+07,-5.8e+07,-6.1e+07,3e+06,-5e+06,2.02e+08,-1e+06,2.01e+08,-5.3e+07,1.48e+08,1.48e+08,-2e+07,1.28e+08,1.28e+08,3.01e+08,3.01e+08,1.005e+09,1.005e+09,1.49e+09,2.24e+08,2.24e+08,3.02e+09,3.02e+09,4.226e+09,7.14e+08,7.246e+09,1.0266e+10,2.697e+09,2.697e+09,9.7e+07,2.794e+09,5.262e+09,1.275e+09,5.72e+08,7.03e+08,6.537e+09,9.331e+09,6.22e+08,3.13e+08,9.35e+08,1.0266e+10,1.48e+08,6.1e+07,1.9e+07,-3.83e+08,-1.55e+08,-9.1e+07,5.07e+08,4.16e+08,-1.44e+08,-1.43e+08,999999.999999999,-1.44e+08,-2.3e+07,-3.1e+08,-4.9e+07,-4.9e+07,7e+06,-4.2e+07,3.26e+08,5.359e+09,-95000000.0000001,0.16474,0.12263,0.05923,0.1369,0.01247,-0.742189999999999,1.08089,9.97968,0.52201,0.94605,0.94326,15.97191,4.59719,-0.70214,0.01691,-0.01255,15.51534,19.08679
"31","2017_Q4",58.137619047619,"Down",2.468e+09,-2.035e+09,4.33e+08,-8.9e+07,-8.9e+07,3.44e+08,-6e+07,-6e+07,-6.4e+07,4e+06,0,2.84e+08,3e+06,2.87e+08,-7.9e+07,2.08e+08,2.08e+08,-3.1e+07,1.77e+08,1.77e+08,3.74e+08,3.74e+08,1.098e+09,1.098e+09,1.43e+09,2.51e+08,2.51e+08,3.153e+09,3.066e+09,4.277e+09,7.15e+08,7.343e+09,1.0496e+10,2.919e+09,2.919e+09,1.18e+08,3.037e+09,5.114e+09,1.233e+09,5.19e+08,7.14e+08,6.347e+09,9.384e+09,7.98e+08,3.14e+08,1.112e+09,1.0496e+10,2.08e+08,6.3e+07,6.3e+07,-1.29e+08,2.05e+08,-7.9e+07,2.31e+08,1.52e+08,-2.23e+08,-6.2e+07,0,-6.2e+07,-4e+06,-2.89e+08,6.8e+07,6.8e+07,5e+06,7.3e+07,4.07e+08,5.232e+09,2.78e+08,0.17545,0.13938,0.07172,0.15917,0.01686,1.57062,1.0382,8.43885,0.49848,1.3209,1.31696,18.41791,5.95522,2.07463,0.02336,0.03669,11.93612,14.12209
"32","2018_Q1",52.4711475409836,"Down",2.168e+09,-1.835e+09,3.33e+08,-9.7e+07,-9.7e+07,2.36e+08,-6e+07,-6e+07,-6.5e+07,5e+06,0,1.76e+08,-1.4e+07,1.62e+08,-2.23e+08,-6.1e+07,-6.1e+07,-2.8e+07,-8.9e+07,-8.9e+07,4.24e+08,4.24e+08,1.041e+09,1.041e+09,1.385e+09,2.24e+08,2.24e+08,3.074e+09,3.239e+09,4.35e+09,8.32e+08,7.589e+09,1.0663e+10,3.124e+09,7.57e+08,1.26e+08,3.25e+09,5.217e+09,1.273e+09,5.88e+08,6.85e+08,6.49e+09,9.74e+09,6.01e+08,3.22e+08,9.23e+08,1.0663e+10,-6.1e+07,6.4e+07,-3.4e+07,5e+07,1.9e+07,-2.16e+08,2.48e+08,31999999.9999999,3.6e+07,1e+06,1e+06,7.45058059692383e-09,-3.7e+07,5.96046447753906e-08,50999999.9999999,50999999.9999999,-2e+06,4.9e+07,3e+08,5.343e+09,3.57e+08,0.1536,0.10886,-0.04105,-0.09642,-0.00835,-4.01124,0.94585,10.55255,0.50108,-0.66737,-0.66747,16.25675,4.5066,2.67696,-0.01181,0.04735,16.39667,20.84322
"33","2018_Q2",46.04875,"Down",2.197e+09,-1.873e+09,3.24e+08,-9e+07,-9e+07,2.34e+08,-8.6e+07,-6.8e+07,-7.4e+07,6e+06,-1.8e+07,1.48e+08,4e+06,1.52e+08,-3.9e+07,1.13e+08,1.13e+08,-2.3e+07,9e+07,9e+07,2.201e+09,2.201e+09,1.386e+09,1.386e+09,1.431e+09,2.43e+08,2.43e+08,5.261e+09,3.322e+09,4.496e+09,8.75e+08,7.818e+09,1.3079e+10,2.768e+09,7.59e+08,9.3e+07,2.861e+09,7.778e+09,1.328e+09,5.84e+08,7.44e+08,9.106e+09,1.1967e+10,7.65e+08,3.47e+08,1.112e+09,1.3079e+10,1.13e+08,6.5e+07,3.3e+07,-9.62e+08,-7.51e+08,-9.2e+07,1.5e+08,5.8e+07,2.475e+09,-1e+06,0,-1e+06,-1.9e+07,2.455e+09,1.762e+09,1.762e+09,1.4e+07,1.776e+09,2.99e+08,7.871e+09,-7.16e+08,0.14747,0.10651,0.04096,0.08094,0.00688,-7.95556,1.83887,10.76169,0.6018,0.67416,0.67265,16.45693,5.73034,-5.3633,0.00873,-0.06944,18.96321,24.23077
"34","2018_Q3",43.6750793650794,"Down",3.046e+09,-2.579e+09,4.67e+08,-1.59e+08,-1.59e+08,3.08e+08,-1.08e+08,-9.8e+07,-1.03e+08,5e+06,-1e+07,2e+08,1e+06,2.01e+08,-5.5e+07,1.45e+08,1.45e+08,-1.5e+07,1.3e+08,1.3e+08,2.98e+08,2.98e+08,1.79e+09,1.79e+09,1.737e+09,3.3e+08,3.3e+08,4.155e+09,3.688e+09,7.517e+09,7.76e+08,1.1205e+10,1.536e+10,3.414e+09,9.62e+08,1.15e+08,3.529e+09,9.236e+09,1.458e+09,6.14e+08,8.44e+08,1.0694e+10,1.4223e+10,7.84e+08,3.53e+08,1.137e+09,1.536e+10,1.47e+08,1.13e+08,2.8e+07,-29000000.0000001,2.59e+08,-1.03e+08,1.6e+08,-3.85e+09,1.771e+09,-2e+06,1e+06,-3e+06,-6.2e+07,1.707e+09,-1.884e+09,-1.884e+09,-2e+07,-1.904e+09,4.21e+08,9.351e+09,3.44e+08,0.15332,0.10112,0.04268,0.11434,0.00846,2.64615,1.17739,12.50923,0.60879,0.97305,0.9716,22.7994,5.86826,2.57485,0.01088,0.0288,21.50356,29.39286
"35","2018_Q4",45.4544444444444,"Up",3.174e+09,-2.657e+09,5.17e+08,-1.53e+08,-1.53e+08,3.64e+08,-8.5e+07,-9.9e+07,-1.05e+08,6e+06,1.4e+07,2.79e+08,1.4e+07,2.93e+08,-1.02e+08,1.95e+08,1.95e+08,-2.9e+07,1.66e+08,1.66e+08,2.98e+08,2.98e+08,1.968e+09,1.968e+09,1.639e+09,1.93e+08,1.93e+08,4.098e+09,3.722e+09,7.515e+09,7.62e+08,1.1237e+10,1.5335e+10,3.459e+09,9.52e+08,1.42e+08,3.601e+09,8.928e+09,1.496e+09,6.16e+08,8.8e+08,1.0424e+10,1.4025e+10,9.41e+08,3.69e+08,1.31e+09,1.5335e+10,1.93e+08,1.27e+08,5.6e+07,-1.16e+08,2.6e+08,-8.3e+07,1.61e+08,7.3e+07,-2.47e+08,0,0,0,-1.3e+07,-2.6e+08,7.3e+07,7.3e+07,-2.6e+07,4.7e+07,4.91e+08,9.07e+09,3.94e+08,0.16289,0.11468,0.0523,0.12672,0.01082,2.37349,1.13802,10.70611,0.59146,1.24159,1.24066,23.73972,7.03815,2.9469,0.01398,0.03318,17.86558,24.0989
"36","2019_Q1",50.712131147541,"Up",2.734e+09,-1.919e+09,8.15e+08,-5.81e+08,-1.56e+08,2.34e+08,-1.02e+08,-9.8e+07,-1.02e+08,4e+06,-4e+06,1.32e+08,-3.8e+07,9.4e+07,-2e+07,7.5e+07,7.5e+07,-2.2e+07,5.3e+07,5.3e+07,6.07e+08,6.07e+08,1.602e+09,1.602e+09,1.69e+09,1.8e+08,1.8e+08,4.079e+09,3.745e+09,7.438e+09,8.03e+08,1.1183e+10,1.5262e+10,3.743e+09,1.011e+09,1.7e+08,3.913e+09,8.493e+09,1.57e+09,6.83e+08,8.87e+08,1.0063e+10,1.3976e+10,9.37e+08,3.49e+08,1.286e+09,1.5262e+10,7.5e+07,1.2e+08,1.4e+07,5.94e+08,8.03e+08,-1.48e+08,2.4e+07,-1.24e+08,-3.19e+08,-1.16415321826935e-10,2.3283064365387e-10,2.3283064365387e-10,-5e+07,-3.69e+08,3.1e+08,3.1e+08,-5e+06,3.05e+08,3.54e+08,8.663e+09,8.2e+08,0.2981,0.08559,0.01939,0.04121,0.00347,15.4717,1.04242,10.86781,0.56762,0.39623,0.39517,20.43959,7.00508,6.13038,0.0046,0.07119,22.75706,34.42735
"37","2019_Q2",57.3060317460317,"Up",2.755e+09,-2.332e+09,4.23e+08,-1.57e+08,-1.57e+08,2.66e+08,-9.6e+07,-9.5e+07,-9.8e+07,3e+06,-1e+06,1.7e+08,8e+06,1.78e+08,-4.8e+07,1.31e+08,1.31e+08,-2.8e+07,1.03e+08,1.03e+08,3.01e+08,3.01e+08,1.686e+09,1.686e+09,1.851e+09,1.86e+08,1.86e+08,4.024e+09,3.734e+09,7.599e+09,1.045e+09,1.1333e+10,1.5357e+10,3.087e+09,8.64e+08,2.08e+08,3.342e+09,8.814e+09,1.699e+09,6.71e+08,1.028e+09,1.0513e+10,1.3855e+10,1.134e+09,3.68e+08,1.502e+09,1.5357e+10,1.31e+08,1.22e+08,4e+06,-9.23e+08,-6.66e+08,-7e+07,6e+06,-6.4e+07,4.5e+08,1e+06,2e+06,-1e+06,-3.4e+07,4.17e+08,-3.13e+08,-3.13e+08,2e+06,-3.11e+08,3.88e+08,9.022e+09,-5.57e+08,0.15354,0.09655,0.03739,0.06858,0.00671,-5.40777,1.20407,9.22437,0.58748,0.76981,0.76637,20.59043,8.47534,-4.16293,0.00843,-0.04557,22.4768,32.78571
"38","2019_Q3",62.9803125,"Up",3.035e+09,-2.54e+09,4.95e+08,-1.57e+08,-1.57e+08,3.38e+08,-9.4e+07,-9.3e+07,-9.7e+07,4e+06,-999999.999999999,2.44e+08,1.6e+07,2.6e+08,-8.8e+07,1.74e+08,1.74e+08,-3.7e+07,1.37e+08,1.37e+08,3.42e+08,3.42e+08,1.83e+09,1.83e+09,1.837e+09,2.05e+08,2.05e+08,4.214e+09,3.761e+09,7.59e+09,1.036e+09,1.1351e+10,1.5565e+10,3.338e+09,9.83e+08,2.23e+08,3.608e+09,8.549e+09,1.708e+09,6.63e+08,1.045e+09,1.0257e+10,1.3865e+10,1.294e+09,4.06e+08,1.7e+09,1.5565e+10,1.74e+08,1.23e+08,4000000.00000003,1.38e+08,4.39e+08,-7.3e+07,0,-72999999.9999999,-3.2e+08,0,1e+06,-1e+06,2e+06,-3.18e+08,4.8e+07,4.8e+07,1e+06,4.9e+07,4.61e+08,8.772e+09,6.14e+08,0.1631,0.11137,0.04514,0.08059,0.0088,4.48175,1.16796,8.15588,0.56357,1.02392,1.01632,22.68311,9.67115,4.58894,0.01125,0.05041,18.28633,24.94083
"39","2019_Q4",70.10859375,"Up",3.084e+09,-2.576e+09,5.08e+08,-1.56e+08,-1.56e+08,3.52e+08,-9.4e+07,-9e+07,-9.5e+07,5e+06,-4e+06,2.58e+08,-1e+06,2.57e+08,-5.4e+07,2.04e+08,2.04e+08,-2.1e+07,1.83e+08,1.83e+08,3.39e+08,3.39e+08,1.795e+09,1.795e+09,1.74e+09,2.08e+08,2.08e+08,4.082e+09,3.739e+09,7.516e+09,1.149e+09,1.1255e+10,1.5337e+10,3.365e+09,9.56e+08,2.21e+08,3.632e+09,8.042e+09,1.642e+09,6.2e+08,1.022e+09,9.684e+09,1.3316e+10,1.619e+09,4.02e+08,2.021e+09,1.5337e+10,2.04e+08,1.21e+08,-6.82e+08,7.84e+08,4.27e+08,-8.2e+07,1.5e+07,-7.8e+07,-3.22e+08,1e+06,1e+06,0,-2.3e+07,-3.44e+08,5e+06,5e+06,-4e+06,1e+06,4.73e+08,8.263e+09,1.229e+09,0.16472,0.11414,0.05934,0.09055,0.01193,6.71585,1.1239,6.58882,0.53876,1.36465,1.35355,22.99776,12.07308,9.1648,0.01534,0.10305,16.75264,22.51136
"40","2020_Q1",68.4262903225806,"Down",6.85e+08,-1.27e+08,5.58e+08,-5.17e+08,-8.6e+07,4.1e+07,-7.5e+07,-7.4e+07,-7.7e+07,3e+06,-1e+06,-3.4e+07,-3e+07,-6.4e+07,5.4e+07,-9000000.00000003,1.16e+08,-2.9e+07,8.7e+07,8.7e+07,6.07e+08,6.07e+08,1.528e+09,1.528e+09,1.626e+09,2.41e+08,2.41e+08,4.002e+09,3.887e+09,7.616e+09,1.171e+09,1.1503e+10,1.5505e+10,3.711e+09,1.065e+09,1.37e+08,3.899e+09,7.818e+09,1.696e+09,6.83e+08,1.013e+09,9.514e+09,1.3413e+10,1.713e+09,3.79e+08,2.092e+09,1.5505e+10,1.16e+08,1.24e+08,7.37e+08,-14000000.0000001,9.63e+08,-1.68e+08,-2e+06,-1.59e+08,-4.47e+08,-5e+06,-2.3283064365387e-10,-5e+06,-8.9e+07,-5.41e+08,2.63e+08,2.63e+08,2e+06,2.65e+08,1.65e+08,7.955e+09,-7.1e+07,0.8146,0.05985,0.12701,0.04159,0.00561,-0.816090000000001,1.02642,6.41157,0.51306,0.64993,0.64387,5.11729,12.79695,-0.5304,0.00741,-0.00605,44.53333,179.21951
"41","2020_Q2",61.8520634920635,"Down",2.757e+09,-2.22e+09,5.37e+08,-2.84e+08,-1.62e+08,2.53e+08,-6.4e+07,-7.6e+07,-8e+07,4e+06,1.2e+07,1.89e+08,-3.8e+07,1.51e+08,-3.8e+07,1.14e+08,1.14e+08,-2.6e+07,8.8e+07,8.8e+07,7.65e+08,7.65e+08,1.554e+09,1.554e+09,1.668e+09,2.63e+08,2.63e+08,4.25e+09,3.752e+09,7.531e+09,1.389e+09,1.1283e+10,1.5533e+10,3.007e+09,9.3e+08,1.78e+08,3.238e+09,8.631e+09,1.611e+09,6.58e+08,9.53e+08,1.0242e+10,1.348e+10,1.664e+09,3.89e+08,2.053e+09,1.5533e+10,1.14e+08,1.22e+08,5.5e+07,-8.98e+08,-6.07e+08,-1.1e+08,-30436496.837365,-9.6e+07,9.53e+08,-5.6e+07,1e+06,-5.7e+07,-1.5e+07,8.82e+08,1.79e+08,1.79e+08,-2.1e+07,1.58e+08,3.75e+08,8.809e+09,-5.95e+08,0.19478,0.09177,0.03192,0.04286,0.00567,-6.76136,1.31254,6.566,0.56712,0.65623,0.65185,20.55928,12.40865,-4.43699,0.00706,-0.0477,21.45067,31.79447
"42","2020_Q3",71.9259375,"Up",1.686e+09,-1.316e+09,3.7e+08,-1.88e+08,-1e+08,1.82e+08,-6.5e+07,-7e+07,-7.1e+07,1e+06,5e+06,1.17e+08,-1.4e+07,1.03e+08,-3.5e+07,7e+07,1.41e+08,-1.5e+07,1.26e+08,1.26e+08,3.66e+08,3.66e+08,1.604e+09,1.604e+09,1.747e+09,2.56e+08,2.56e+08,3.973e+09,3.817e+09,7.475e+09,1.301e+09,1.1292e+10,1.5265e+10,3.19e+09,1.007e+09,2.03e+08,3.447e+09,7.999e+09,1.598e+09,6.46e+08,9.52e+08,9.597e+09,1.3044e+10,1.815e+09,4.06e+08,2.221e+09,1.5265e+10,1.41e+08,1.17e+08,27999999.9999999,8.3e+07,3.69e+08,-8.9e+07,-41529803.6637781,-8.8e+07,-7e+08,-1e+06,0,-1e+06,1.5e+07,-6.86e+08,-4.05e+08,-4.05e+08,1.1e+07,-3.94e+08,2.99e+08,8.202e+09,3.28e+08,0.21945,0.10795,0.07473,0.05673,0.00825,2.60317,1.1526,5.87303,0.53731,0.94524,0.9403,12.64816,13.6159,2.46062,0.01048,0.02729,26.20736,43.05495
