"","YQ","p","d","revenue","cost_of_revenue","gross_profit","operating_expenses","selling_general_administrative","research_development","operating_income_loss","non_operating_income_loss","interest_expense_net","other_non_operating_income_loss","pretax_income_loss_adj","pretax_income_loss","income_tax_expense_benefit_net","income_loss_from_continuing_operations","income_loss_incl_minority_interest","net_income","net_income_common","cash_cash_equivalents_short_term_investments","cash_cash_equivalents","accounts_notes_receivable","accounts_receivable_net","inventories","other_short_term_assets","misc_short_term_assets","total_current_assets","property_plant_equipment_net","other_long_term_assets","intangible_assets","goodwill","deferred_tax_assets_long_term","misc_long_term_assets","total_noncurrent_assets","total_assets","payables_accruals","accounts_payable","short_term_debt","other_short_term_liabilities","misc_short_term_liabilities","total_current_liabilities","other_long_term_liabilities","pension_liabilities","pensions","deferred_tax_liabilities_long_term","misc_long_term_liabilities","total_noncurrent_liabilities","total_liabilities","share_capital_additional_paid_in_capital","treasury_stock","retained_earnings","other_equity","equity_before_minority_interest","total_equity","total_liabilities_equity","net_income_starting_line","depreciation_amortization_2","non_cash_items","change_in_working_capital","net_cash_from_operating_activities","change_in_fixed_assets_intangibles","other_investing_activities","net_cash_from_investing_activities","dividends_paid","cash_from_repayment_of_debt","cash_from_repurchase_of_equity","increase_in_capital_stock","other_financing_activities","net_cash_from_financing_activities","net_cash_before_disc_operations_and_fx","net_cash_before_fx","effect_of_foreign_exchange_rates","net_change_in_cash","ebitda","total_debt","free_cash_flow","gross_profit_margin","operating_margin","net_profit_margin","return_on_equity","return_on_assets","free_cash_flow_to_net_income","current_ratio","liabilities_to_equity_ratio","debt_ratio","earnings_per_share_basic","earnings_per_share_diluted","sales_per_share","equity_per_share","free_cash_flow_per_share","dividends_per_share","piotroski_f_score","return_on_invested_capital","cash_return_on_invested_capital","dividend_payout_ratio","net_debt_ebitda","net_debt_ebit"
"28","2017_Q1",72.9040322580645,"Down",132897000,-92951000,39946000,-27950000,-23506000,-4444000,11996000,-976000,-1050000,74000,11020000,11020000,-3212000,7808000,7808000,7808000,7808000,101246000,101246000,80610000,80610000,74750000,20169000,16498000,276775000,77627000,133113000,47200000,76803000,4225000,4885000,210740000,487515000,32268000,32268000,197000,55395000,55395000,87860000,31112000,6869000,6869000,1223000,23020000,148088000,235948000,76051000,-277238000,466926000,-14172000,251567000,251567000,487515000,7808000,4110000,-746000,1651000,12823000,-1423000,882000,-541000.000000002,-3083000,-48999.9999999999,0,0,0,-3132000,9150000,9150000,598000,9748000,16106000,117173000,19546000,0.30058,0.09027,0.05875,0.03104,0.01602,2.50333,3.15018,0.93791,0.24035,0.73432,0.73225,12.49854,23.65908,1.83824,0.28995,7,0.02724,0.04888,0.39485,0.988889999999996,1.32769
"29","2017_Q2",80.4612698412698,"Up",110390000,-82016000,28374000,-25639000,-21337000,-4302000,2735000,-1400000,-1044000,-356000,1335000,1335000,-462000,873000,873000,873000,873000,103058000,103058000,69774000,69774000,80139000,21917000,18622000,274888000,75561000,130494000,45998000,76562000,3134000,4800000,206055000,480943000,32533000,32533000,198000,51866000,51866000,84597000,31232000,6789000,6789000,2338000,22105000,148158000,232755000,76285000,-277238000,464710000,-15569000,248188000,248188000,480943000,873000,4035000,2609000,587000,8104000,-1390000,-25000,-1415000,-3089000,-49000,3227521.54677759,-18704.847740142,-635000,-3773000,2916000,2916000,-1104000,1812000,6770000,117124000,6429000,0.25703,0.02478,0.00791,0.00352,0.00182,7.36426,3.24938,0.93782,0.24353,0.08206,0.08185,10.37695,23.33033,0.60434,0.29037,4,0.00999,0.01621,3.53837,2.0777,5.14296
"30","2017_Q3",83.5633333333333,"Up",124125000,-91184000,32941000,-24419000,-20362000,-4057000,8522000,-886000,-1030000,144000,7636000,7636000,-2624000,5012000,5012000,5012000,5012000,102825000,102825000,78828000,78828000,82847000,21176000,15968000,285676000,75632000,129308000,44890000,76577000,3094000,4747000,204940000,490616000,44254000,44254000,199000,46350000,46350000,90803000,29381000,6708000,6708000,1678000,20995000,146257000,237060000,77748000,-277238000,466630000,-13584000,253556000,253556000,490616000,5012000,4085000,-290000,-6189000,2618000,-2804000,1733000,-1071000,-3092000,-49000,647000,647000,0,-2494000,-947000,-947000,714000,-233000,12607000,117075000,6238000,0.26539,0.06866,0.04038,0.01977,0.01022,1.24461,3.14611,0.93494,0.23863,0.4703,0.46955,11.64727,23.79244,0.58534,0.29014,6,0.02026,0.01559,0.61692,1.13032,1.67214
"31","2017_Q4",85.531746031746,"Up",151533000,-105627000,45906000,-28492000,-24144000,-4348000,17414000,-1217000,-611000,-606000,16197000,16197000,-5245000,10952000,10952000,10952000,10952000,113212000,113212000,86772000,86772000,88601000,16821000,11877000,305406000,74409000,131472000,43874000,76843000,6027000,4728000,205881000,511287000,40256000,40256000,2e+05,62501000,62501000,102957000,27799000,6628000,6628000,1111000,20060000,144625000,247582000,80482000,-277238000,474483000,-14022000,263705000,263705000,511287000,10952000,4217000,-1086000,-339000,13744000,-2025000,-464999.999999999,-2490000,-3099000,-49000,1808000,1808000,0,-1340000,9914000,9914000,473000,10387000,21631000,117026000,24512000,0.30294,0.11492,0.07227,0.04153,0.02142,2.23813,2.96635,0.93886,0.22889,1.02576,1.02307,14.19247,24.69842,2.29578,0.29025,9,0.03439,0.06,0.28296,0.17632,0.21902
"32","2018_Q1",85.7962295081967,"Up",131937000,-94146000,37791000,-26261000,-21821000,-4440000,11530000,-983000,-894000,-89000,10547000,10547000,-4205000,6342000,6342000,6342000,6342000,121620000,121620000,73850000,73850000,86155000,11309000,6925000,292934000,74498000,138600000,42808000,77131000,5311000,13350000,213098000,506032000,36717000,36717000,201000,55119000,55119000,92037000,27165000,6295000,6295000,1191000,19679000,143940000,235977000,81786000,-277238000,477615000,-12108000,270055000,270055000,506032000,6342000,4341000,1514000,2786000,14983000,-2644000,-2359000,-5003000,-3210000,-50000,565000,565000,-1.16415321826935e-10,-2695000,7285000,7285000,1123000,8408000,15871000,116976000,20218000,0.28643,0.08739,0.04807,0.02348,0.01253,3.18795,3.18279,0.87381,0.23116,0.59315,0.591,12.33979,25.25767,1.89095,0.30022,6,0.02306,0.04881,0.50615,-0.29261,-0.40278
"33","2018_Q2",89.16921875,"Up",124526000,-92129000,32397000,-26196000,-22143000,-4053000,6201000,-1409000,-861000,-548000,4792000,4792000,-1607000,3185000,3185000,3185000,3185000,109450000,109450000,79774000,79774000,93994000,13016000,9461000,296234000,72940000,134233000,41702000,77127000,3111000,12293000,207173000,503407000,41046000,41046000,202000,48875000,48875000,90123000,27328000,6223000,6223000,1649000,19456000,144052000,234175000,81996000,-277238000,477584000,-13110000,269232000,269232000,503407000,3185000,4335000,3838000,-16328000,-4970000,-1991000,-1001000,-2992000,-3216000,-50000,132000,132000,-828000,-3962000,-11924000,-11924000,-246000,-12170000,10536000,116926000,-6176000,0.26016,0.0498,0.02558,0.01183,0.00633,-1.93909,3.287,0.86979,0.23227,0.29752,0.29655,11.63251,25.15012,-0.57693,0.30042,6,0.01548,-0.01494,1.00973,0.70957,1.20561
"34","2018_Q3",89.211746031746,"Up",130339000,-95023000,35316000,-28250000,-24331000,-3919000,7066000,-1390000,-784000,-606000,5676000,5676000,-3941000,1735000,1735000,1735000,1735000,102211000,102211000,96738000,96738000,102975000,11431000,6092000,313355000,72678000,136321000,40677000,77296000,5773000,12575000,208999000,522354000,46599000,46599000,203000,57720000,57720000,104522000,28099000,6152000,6152000,1179000,20768000,144772000,249294000,85466000,-277238000,476091000,-11259000,273060000,273060000,522354000,1735000,4264000,-2609000,-7317000,-3927000,-2724000,-728000,-3452000,-3228000,-50000,2656000,2656000,-4999.99999999988,-627000,-8006000,-8006000,767000,-7239000,11330000,116876000,5230000,0.27095,0.05421,0.01331,0.00635,0.00332,3.01441,2.99798,0.91296,0.22375,0.1615,0.16117,12.13246,25.41748,0.48683,0.30047,4,0.01187,0.01251,1.86052,1.29435,2.07543
"35","2018_Q4",92.9052380952381,"Up",169571000,-118093000,51478000,-32776000,-28816000,-3960000,18702000,-1257000,-686000,-571000,17445000,17445000,-7066000,10379000,10379000,10379000,10379000,111779000,111779000,92135000,92135000,82635000,63857000,8209000,350406000,59884000,109938000,28656000,64723000,4581000,11978000,169822000,520228000,30281000,30281000,204000,68186000,68186000,98671000,27426000,6080000,6080000,1117000,20229000,144048000,242719000,86428000,-277238000,483243000,-14924000,277509000,277509000,520228000,10379000,4252000,5115000,-2674000,17072000,-2205000,-1018000,-3223000,-3227000,-50000,0,0,0,-3277000,10572000,10572000,-1004000,9568000,22954000,116826000,25141000,0.30358,0.11029,0.06121,0.0374,0.01995,2.4223,3.55126,0.87463,0.22457,0.96486,0.96236,15.76378,25.79799,2.33718,0.29999,7,0.03226,0.05961,0.31092,0.21987,0.26986
"36","2019_Q1",86.8829508196721,"Down",123269000,-90998000,32271000,-25228000,-21128000,-4100000,7043000,-1103000,-716000,-387000,5940000,5940000,-961999.999999999,4978000,4978000,4978000,4978000,160787000,160787000,69107000,69107000,79233000,21924000,7204000,331051000,57248000,111957000,27376000,64671000,6645000,13265000,169205000,500256000,30530000,30530000,205000,49359000,49359000,80094000,26726000,5874000,5874000,1083000,19769000,143296000,223390000,87306000,-277238000,484886000,-18088000,276866000,276866000,500256000,4978000,3663000,1061000,16057000,25759000,-4134000,2018000,27772000,-3335000,-51000,0,0,0,-3386000,50145000,50145000,-1137000,49008000,10706000,116775000,23591000,0.26179,0.05714,0.04038,0.01798,0.00995,4.73905,4.13328,0.80685,0.23343,0.46268,0.46101,11.45729,25.73343,2.19268,0.30997,4,0.01978,0.05612,0.66995,-4.11097,-6.24904
"37","2019_Q2",80.3515873015873,"Down",111951000,-83303000,28648000,-26608000,-23040000,-3568000,2040000,-359000,-551000,192000,1681000,1681000,-469000,1212000,1212000,1212000,1212000,137217000,137217000,84864000,84864000,88912000,14329000,8386000,325322000,60482000,116715000,26576000,64557000,5639000,19943000,177197000,502519000,41338000,41338000,206000,41480000,41480000,83024000,26302000,5803000,5803000,1048000,19451000,142820000,225844000,87580000,-277238000,483811000,-17478000,276675000,276675000,502519000,1212000,3424000,9e+05,-19852000,-14316000,-5701000,970000,-4731000,-3344000,-51000,177000,177000,-1120000,-4338000,-23385000,-23385000,-185000,-23570000,5464000,116724000,-19620000,0.2559,0.01822,0.01083,0.00438,0.00241,-16.18812,3.91841,0.81628,0.23228,0.11258,0.11216,10.39857,25.69896,-1.8224,0.31061,3,0.01086,-0.04675,2.75908,-3.75055,-10.04559
"38","2019_Q3",86.0053125,"Up",109182000,-84708000,24474000,-28934000,-25269000,-3665000,-4460000,-608000,-427000,-181000,-5068000,-5068000,1628000,-3440000,-3440000,-3440000,-3440000,102778000,102778000,88576000,88576000,99984000,25888000,18196000,317226000,65306000,117573000,25853000,64591000,6484000,20645000,182879000,500105000,37419000,37419000,207000,44825000,44825000,82451000,29345000,5732000,5732000,991000,22622000,145811000,228262000,88642000,-277238000,477027000,-16588000,271843000,271843000,500105000,-3440000,3465000,57000.0000000002,-25613000,-25531000,-6e+06,285000,-5715000,-3344000,-51000,0,0,-4000,-3399000,-34645000,-34645000,206000,-34439000,-994999.999999999,116673000,-34236000,0.22416,-0.04085,-0.03151,-0.01265,-0.00688,9.95233,3.84745,0.83968,0.2333,-0.31893,-0.32012,10.12257,25.20332,-3.17411,0.31003,2,-0.000229999999999998,-0.08193,-0.97209,-13.96482,-3.11547
"39","2019_Q4",88.39421875,"Up",121054000,-91055000,29999000,-25524000,-22210000,-3314000,4475000,-1246000,-644000,-602000,3229000,3229000,-332000,2897000,2897000,2897000,2897000,110839000,110839000,94584000,94584000,91091000,20647000,17903000,317161000,70367000,118394000,25103000,64454000,8783000,20054000,188761000,505922000,37509000,37509000,208000,49102000,49102000,86819000,32824000,5661000,5661000,918000,26245000,148709000,235528000,89436000,-277238000,476580000,-18384000,270394000,270394000,505922000,2897000,3563000,-726000,14485000,20219000,-8509000,740000,-7769000,-3344000,-51000,0,0,-115000,-3510000,8940000,8940000,-879000,8061000,8038000,116093000,14346000,0.24782,0.03697,0.02393,0.01071,0.00573,4.95202,3.65313,0.87105,0.22947,0.26861,0.26654,11.22429,25.0713,1.33018,0.31006,4,0.01488,0.03421,1.1543,0.65365,1.17408
"40","2020_Q1",95.6075806451613,"Up",101885000,-70398000,31487000,-27427000,-24038000,-3389000,4060000,-1795000,-743000,-1052000,2265000,2265000,-762000,1503000,1503000,1503000,1503000,127204000,127204000,75551000,75551000,92287000,18448000,15704000,313490000,68968000,117856000,24382000,64387000,11758000,17329000,186824000,500314000,29434000,29434000,209000,52488000,52488000,82131000,34128000,6029000,6029000,872000,27227000,149974000,232105000,90554000,-277238000,474740000,-19847000,268209000,268209000,500314000,1503000,3566000,1859000,16497000,23425000,-3001000,-3000,-3004000,-3343000,-52000,0,0,1.16415321826935e-10,-3395000,17026000,17026000,-661000,16365000,7626000,116055000,21884000,0.30904,0.03985,0.01475,0.0056,0.003,14.56021,3.81695,0.86539,0.23196,0.13933,0.13892,9.44517,24.8641,2.02874,0.30991,5,0.01158,0.05231,2.22422,-1.46197,-2.74606
"41","2020_Q2",89.2355555555555,"Down",109393000,-75319000,34074000,-21798000,-18296000,-3502000,12276000,-1021000,-571000,-450000,11255000,11255000,-2910000,8345000,8345000,8345000,8345000,120910000,120910000,79317000,79317000,97284000,19120000,16376000,316631000,70305000,139875000,23739000,64358000,9902000,41876000,210180000,526811000,30097000,30097000,210000,54494000,54494000,84801000,53205000,5948000,5948000,845000,46412000,169010000,253811000,90603000,-277238000,479732000,-20097000,2.73e+08,2.73e+08,526811000,8345000,4748000,3769000,-15321000,1541000,-4322000,1116000,-3206000,-3353000,-52000,1170677.22891096,1170678.71581076,-1111000,-4516000,-6181000,-6181000,-113000,-6294000,17024000,116015000,291000,0.31148,0.11222,0.07628,0.03057,0.01584,0.03487,3.73381,0.92971,0.22022,0.77304,0.77069,10.13367,25.28949,0.02696,0.31061,5,0.02645,0.00066,0.4018,-0.28754,-0.39875
"42","2020_Q3",96.421875,"Up",113788000,-80382000,33406000,-24764000,-21359000,-3405000,8642000,-1775000,-802000,-973000,6867000,6867000,-1351000,5516000,5516000,5516000,5516000,120012000,101272000,80468000,80468000,105454000,19083000,19083000,325017000,68762000,140551000,23162000,64338000,10162000,42889000,209313000,534330000,33307000,33307000,211000,54303000,54303000,87821000,53417000,5868000,5868000,839000,46710000,169182000,257003000,93563000,-277238000,481890000,-20888000,277327000,277327000,534330000,5516000,4670000,-1004000,-12908000,-3726000,2942000,-24000,-15810000,-3358000,-52000,1545000,1545000,0,-1865000,-21401000,-21401000,1763000,-19638000,13312000,115976000,4697000,0.29358,0.07595,0.04848,0.01989,0.01032,0.851520000000001,3.7009,0.92671,0.21705,0.50956,0.50801,10.51159,25.61912,0.4339,0.31021,5,0.01986,0.01051,0.60877,-0.30319,-0.46702
"43","2020_Q4",111.76484375,"Up",123106000,-83410000,39696000,-23868000,-20472000,-3396000,15828000,-3563000,-789000,-2774000,12265000,12265000,-2171000,10094000,10094000,10094000,10094000,121486000,102474000,84931000,84931000,113301000,19469000,19469000,339187000,72827000,145472000,24053000,67635000,11118000,42666000,218299000,557486000,35310000,35310000,195000,71712000,71712000,107217000,51588000,5787000,5787000,835000,44966000,167311000,274528000,95106000,-277238000,488518000,-23428000,282958000,282958000,557486000,10094000,4728000,5862000,-2536000,18148000,-6933000,411000,-9897000,-3466000,-70000,0,0,0,-3536000,4715000,4715000,-3513000,1202000,20556000,115918000,13258000,0.32245,0.12857,0.08199,0.03567,0.01811,1.31345,3.16356,0.97021,0.20793,0.9317,0.9281,11.36293,26.11759,1.22374,0.31992,6,0.0301,0.02943,0.34337,-0.27087,-0.35178
"44","2021_Q1",152.314918032787,"Up",128405000,-83038000,45367000,-27911000,-24264000,-3647000,17456000,1e+06,-641000,1641000,18456000,18456000,-3782000,14674000,14674000,14674000,14674000,140914000,121403000,84604000,84604000,104792000,17625000,17625000,347935000,79581000,143010000,23477000,68004000,9935000,41594000,222591000,570526000,29554000,29554000,195000,72646000,72646000,102395000,53931000,6374000,6374000,889000,46668000,169613000,272008000,96604000,-277238000,499724000,-20572000,298518000,298518000,570526000,14674000,5250000,352000.000000001,9795000,30071000,-9177000,0,-9601000,-3468000,-53000,1.16415321826935e-10,0,0,-3521000,16949000,16949000,1980000,18929000,22706000,115877000,27106000,0.35331,0.13594,0.11428,0.04916,0.02572,1.84721,3.39797,0.91119,0.20311,1.35394,1.34847,11.84767,27.54364,2.50101,0.31999,7,0.03874,0.05788,0.23634,-1.10266,-1.43429
"45","2021_Q2",161.828412698413,"Up",108485000,-77077000,31408000,-23873000,-20783000,-3090000,7535000,-652000,-898000,246000,6883000,6883000,212000,7095000,7095000,7095000,7095000,146426000,126802000,74909000,74909000,114278000,20837000,20837000,356450000,81295000,137457000,22817000,68027000,9924000,36689000,218752000,575202000,36263000,36263000,214000,65910000,65910000,102387000,53273000,6293000,6293000,902000,46078000,168914000,271301000,96974000,-277238000,503342000,-19177000,303901000,303901000,575202000,7095000,5140000,1714000,1424000,15373000,-5614000,-344112.528906583,-5842000,-3477000,-35000,56000,56000,-1269000,-4725000,4806000,4806000,593000,5399000,12675000,115855000,8273000,0.28951,0.06946,0.0654,0.02335,0.01233,1.16603,3.4814,0.89273,0.20142,0.65422,0.65163,10.00323,28.02222,0.76284,0.32061,4,0.02235,0.01749,0.49006,-2.41191,-4.0572
"46","2021_Q3",159.0975,"Down",143577000,-102403000,41174000,-25366000,-22054000,-3312000,15808000,-1248000,-937000,-311000,14560000,14560000,-2684000,11876000,11876000,11876000,11876000,130330000,110775000,94211000,94211000,121566000,29509000,29509000,375616000,89221000,131811000,22383000,68087000,10347000,30994000,221032000,596648000,39934000,39934000,215000,74687000,74687000,114836000,47189000,6182000,6182000,9e+05,40107000,162788000,277624000,103196000,-277238000,511728000,-18662000,319024000,319024000,596648000,11876000,4738000,3835000,-24694000,-4245000,-10942000,-860000,-11844000,-3490000,-53000,3758000,3758000,0,215000,-15874000,-15874000,-153000,-16027000,20546000,115814000,-12406000,0.28677,0.1101,0.08272,0.03723,0.0199,-1.04463,3.27089,0.87023,0.19411,1.09104,1.0816,13.19035,29.30859,-1.13973,0.32062,4,0.03188,-0.02574,0.29387,-0.70651,-0.91827
"47","2021_Q4",150.85875,"Down",161936000,-117880000,44056000,-22715000,-19613000,-3102000,21341000,-187000,-951000,764000,21154000,21154000,-3357000,17797000,17797000,17797000,17797000,140464000,120801000,107713000,107713000,136601000,32947000,32947000,417725000,92517000,131975000,21893000,68134000,10247000,31701000,224492000,642217000,49351000,49351000,216000,94589000,94589000,144156000,46331000,6086000,6086000,881000,39364000,161888000,306044000,104248000,-277238000,525926000,-16763000,336173000,336173000,642217000,17797000,4810000,-4076000,1001000,19532000,-5976000,-1100000,-7281000,-3599000,-53000,78000,78000,0,-3574000,8677000,8677000,1349000,10026000,26151000,115773000,24533000,0.27206,0.13179,0.1099,0.05294,0.02771,1.37849,2.89773,0.91038,0.18027,1.63801,1.62768,14.90437,30.94091,2.25798,0.33125,6,0.04294,0.04924,0.20223,-0.94417,-1.15697
"48","2022_Q1",136.510967741935,"Down",153648000,-120081000,33567000,-24144000,-20289000,-3855000,9423000,-1634000,-882000,-752000,7789000,7789000,-1985000,5804000,5804000,5804000,5804000,146711000,127107000,93609000,93609000,145244000,30539000,30539000,416103000,91997000,129085000,20367000,67968000,8113000,32637000,221082000,637185000,45209000,45209000,217000,92814000,92814000,138240000,44986000,5754000,5754000,832000,38400000,160500000,298740000,105486000,-277238000,528130000,-17933000,338445000,338445000,637185000,5804000,4489000,4633000,-1618000,13308000,-3979000,1383000,-2652000,-3600000,-54000,73000,73000,0,-3581000,7075000,7075000,-769000,6306000,13912000,115731000,10300000,0.21847,0.06133,0.03777,0.01715,0.00911,1.77464,3.01,0.88268,0.18163,0.53116,0.52639,14.06132,30.97328,0.942620000000001,0.32946,5,0.01884,0.02063,0.62026,-2.22685,-3.2877
"49","2022_Q2",131.595967741935,"Down",166152000,-128714000,37438000,-24077000,-20870000,-3207000,13361000,-3886000,-986000,-2900000,9475000,9475000,-1574000,7901000,7901000,7901000,7901000,114914000,84719000,111959000,111959000,173115000,26345000,26345000,426333000,91639000,131473000,19827000,67735000,6157000,37754000,223112000,649445000,58908000,58908000,219000,88655000,88655000,147782000,44249000,5660000,5660000,798000,37791000,159720000,307502000,108062000,-277238000,532410000,-21291000,341943000,341943000,649445000,7901000,4896000,5639000,-42615000,-24179000,-3061000,-342000,-14158000,-3621000,-54000,2535000,2535000,-1181000,-2321000,-40658000,-40658000,-1730000,-42388000,18257000,115690000,-25845000,0.22532,0.08041,0.04755,0.02311,0.01217,-3.2711,2.88488,0.89928,0.17814,0.72307,0.71658,15.20564,31.2934,-2.36524,0.33138,3,0.02296,-0.0515,0.4583,0.0425,0.05808
"50","2022_Q3",150.64828125,"Up",200136000,-157193000,42943000,-24605000,-20953000,-3652000,18338000,867000,-1015000,1882000,19205000,19205000,-4639000,14566000,14566000,14566000,14566000,93885000,68951000,134694000,134694000,187328000,34350000,34350000,450257000,92291000,134036000,19311000,67679000,5352000,41694000,226327000,676584000,74345000,74345000,220000,86837000,86837000,161402000,43216000,5567000,5567000,783000,36866000,158644000,320046000,109772000,-277238000,543355000,-19351000,356538000,356538000,676584000,14566000,5016000,662000,-31916000,-11672000,-3865000,-2632000,-1458000,-3621000,-54000,521000,521000,0,-3154000,-16284000,-16284000,516000,-15768000,23354000,115648000,-7788000,0.21457,0.09163,0.07278,0.04085,0.02153,-0.53467,2.78966,0.89765,0.17093,1.33303,1.32106,18.31573,32.62908,-0.71273,0.33138,4,0.03529,-0.01511,0.24859,0.93187,1.18677
