"","YQ","p","d","revenue","cost_of_revenue","gross_profit","operating_expenses","selling_general_administrative","research_development","operating_income_loss","non_operating_income_loss","interest_expense_net","other_non_operating_income_loss","pretax_income_loss_adj","pretax_income_loss","income_tax_expense_benefit_net","income_loss_from_continuing_operations","income_loss_incl_minority_interest","minority_interest","net_income","net_income_common","cash_cash_equivalents_short_term_investments","cash_cash_equivalents","accounts_notes_receivable","accounts_receivable_net","inventories","other_short_term_assets","misc_short_term_assets","total_current_assets","property_plant_equipment_net","other_long_term_assets","deferred_tax_assets_long_term","misc_long_term_assets","total_noncurrent_assets","total_assets","payables_accruals","accounts_payable","other_payables_accruals","short_term_debt","total_current_liabilities","long_term_debt","other_long_term_liabilities","misc_long_term_liabilities","total_noncurrent_liabilities","total_liabilities","share_capital_additional_paid_in_capital","retained_earnings","other_equity","equity_before_minority_interest","minority_interest_2","total_equity","total_liabilities_equity","net_income_starting_line","non_cash_items","change_in_working_capital","net_cash_from_operating_activities","change_in_fixed_assets_intangibles","other_investing_activities","net_cash_from_investing_activities","cash_from_repayment_of_debt","cash_from_repurchase_of_equity","increase_in_capital_stock","other_financing_activities","net_cash_from_financing_activities","net_cash_before_disc_operations_and_fx","net_cash_before_fx","effect_of_foreign_exchange_rates","net_change_in_cash","total_debt","gross_profit_margin","operating_margin","net_profit_margin","return_on_equity","return_on_assets","current_ratio","liabilities_to_equity_ratio","debt_ratio","earnings_per_share_basic","earnings_per_share_diluted","sales_per_share","equity_per_share","return_on_invested_capital","net_debt_ebit"
"33","2019_Q1",10.1309836065574,"Up",144660000,-109235000,35425000,-17411000,-13504000,-3907000,18014000,2307000,-580000,2510000,20321000,20321000,-3552000,16769000,16769000,-4282000,12487000,12487000,329277000,329277000,120515000,120515000,29180000,23759000,23759000,502731000,571781000,35497000,18109000,5020000,607278000,1110009000,133623000,89149000,44474000,57453000,191076000,0,14364000,13721000,14364000,205440000,556303000,231445000,-4966000,759671000,144898000,904569000,1110009000,16769000,-61578000,4086000,43610000,-28431000,1481000,-26950000,-469000,-20352000,-4028000,4388000,-16433000,227000,227000,-3892000,-3665000,57453000,0.24488,0.12453,0.08632,0.0138,0.01125,2.63105,0.22711,0.05176,0.18392,0.15714,2.13067,11.18907,0.01279,-15.0896
"34","2019_Q2",8.88380952380952,"Down",124712000,-98610000,26102000,-18055000,-13792000,-4263000,8047000,1108000,-531000,1639000,9155000,9155000,-1387000,7768000,7768000,-2501000,5267000,5267000,232448000,232448000,131066000,131066000,27874000,61618000,57043000,453006000,656873000,36015000,15405000,9338000,692888000,1145894000,132880000,89875000,43005000,61647000,194527000,25392000,12805000,12805000,38197000,232724000,557887000,236665000,343000.000000001,761088000,152082000,913170000,1145894000,7768000,18781000,-45835000,-19286000,-106925000,19000,-101877000,28180000,-10046000,650000,3247000,21381000,-99782000,-99782000,2961000,-96821000,87039000,0.2093,0.06452,0.04223,0.00577,0.0046,2.32876,0.25485,0.07596,0.0791,0.07856,1.87303,11.43067,0.0052,-18.06996
"35","2019_Q3",9.6646875,"Up",131579000,-105569000,26010000,-16811000,-13269000,-3542000,9199000,3931000,-355000,4286000,13130000,13130000,-3278000,9852000,9852000,-1373000,8479000,8479000,167066000,167066000,123371000,123371000,34696000,46835000,38304000,371968000,654357000,58913000,15121000,33610000,713270000,1085238000,138779000,80120000,58659000,505000,139284000,36750000,10876000,10876000,47626000,186910000,559059000,245144000,-6828000,763568000,134760000,898328000,1085238000,9852000,19734000,-12587000,16999000,-33511000,-42000,-32884000,-49767000,383000,383000,-4.65661287307739e-10,-49384000,-65269000,-65269000,-118000,-65387000,37255000,0.19768,0.06991,0.06444,0.00944,0.00781,2.67057,0.20806,0.03433,0.12796,0.11136,1.98577,11.52364,0.00896,-14.11143
"36","2019_Q4",12.5821875,"Up",138113000,-107542000,30571000,-17172000,-13125000,-4047000,13399000,-347000.000000001,-377000,30000.0000000009,13052000,13052000,-3218000,9834000,9834000,-3487000,6347000,6347000,197243000,197243000,134369000,134369000,39982000,48873000,38434000,420467000,636743000,56985000,17498000,30474000,693728000,1114195000,153174000,87938000,65236000,6100000,159274000,43533000,11050000,11050000,54583000,213857000,560137000,251491000,-14427000,763394000,136944000,900338000,1114195000,9834000,21872000,-5915000,25791000,-19713000,-1000,-7718000,13495000,281000,281000,-47000,13729000,31802000,31802000,-1637000,30165000,49633000,0.22135,0.09701,0.04596,0.00705,0.0057,2.6399,0.23753,0.04455,0.09571,0.09534,2.08271,11.51181,0.0066,-11.01649
"37","2020_Q1",13.0814516129032,"Up",156256000,-118098000,38158000,-16682000,-12140000,-4542000,21476000,-6112000,-162000,-4684000,15364000,15364000,-2327000,13037000,13037000,-3337000,9700000,9700000,206530000,206530000,144081463.095337,144081463.095337,48155000,172842000,172842000,427527000,632441000,58697000,20779000,30048000,691138000,1118665000,141081000,91379000,49702000,10873000,151954000,41887000,13732000,13732000,55619000,207573000,524975000,253922000,-9005000,769892000,141200000,911092000,1118665000,13037000,-60369000,8335000,44882000,-18321000,27088000,-8927000,1406000,-10243000,757000,-18948000,-27785000,8170000,8170000,1175000,9345000,52760000,0.2442,0.13744,0.06208,0.01065,0.00867,2.81353,0.22783,0.04716,0.14646,0.14507,2.35929,11.62452,0.00992,-7.16009
"38","2020_Q2",11.4796825396825,"Down",159736000,-125134000,34602000,-18299000,-14219000,-4080000,16303000,3697000,-1798000,759000,2e+07,2e+07,-9072000,10928000,10928000,-628000,10300000,10300000,218309000,218309000,141720000,141720000,49673000,31202000,31202000,440904000,619935000,64621000,17594000,40180000,684556000,1125460000,139720000,84707000,55013000,17934000,157654000,36449000,18556000,18556000,55005000,212659000,529196000,264222000,-11742000,770676000,142125000,912801000,1125460000,10928000,1355999.99999999,-6125000,30785000,-13807000,2278000,-11529000,751000,-1.1e+07,2900421.56759699,2638000,-7611000.00000001,11645000,11645000,149000,11794000,54383000,0.21662,0.10206,0.06448,0.01128,0.00915,2.79666,0.23297,0.04832,0.15712,0.15501,2.43671,11.75635,0.01045,-10.05496
"39","2020_Q3",10.80484375,"Down",142774000,-112341000,30433000,-17728000,-13267000,-4461000,12705000,-952000,775000,-295000,11753000,11753000,-3781000,7972000,7972000,-1688000,6284000,6284000,237790000,237790000,135035000,135035000,56968000,42478000,42478000,472271000,604545000,57072000,19801000,31581000,661617000,1133888000,135701000,76293000,59408000,17671000,153372000,35783000,23075000,23075000,58858000,212230000,530779000,270506000,-15200000,769191000,152467000,921658000,1133888000,7972000,1220000,-1924000,30538000,-16320000,2843000,-13477000,0,-2471000,3423000,4711000,2240000,19301000,19301000,326000,19627000,53454000,0.21316,0.08899,0.04401,0.00682,0.00554,3.07925,0.23027,0.04714,0.09677,0.09606,2.19862,11.84501,0.0063,-14.50893
"40","2020_Q4",10.93875,"Up",157895000,-120161000,37734000,-17799000,-13306000,-4493000,19935000,-2135000,-586000,16000.0000000002,17800000,17800000,-4936000,12864000,12864000,-2088000,10776000,10776000,260597000,260597000,146843000,146843000,54733000,48468000,48468000,510641000,623247000,61954000,22261000,35158000,685201000,1195842000,160626000,94530000,66096000,14683000,175309000,38183000,25665000,25665000,63848000,239157000,532282000,281282000,-6428000,790242000,166443000,956685000,1195842000,12864000,1197000,-20344000,16941000,-6705000,142000,-6563000,-981000,446000.000000001,446000,9999000,9464000,19842000,19842000,3011000,22853000,52866000,0.23898,0.12625,0.06825,0.01126,0.00901,2.91281,0.24999,0.04421,0.16635,0.16516,2.43748,12.19923,0.01041,-10.42042
"41","2021_Q1",12.1009836065574,"Up",149286000,-117401000,31885000,-16900000,-12790000,-4110000,14985000,-2436000,-758000,61000,12549000,12048000,-3469000,8579000,8579000,-2119000,6460000,6460000,278665000,278665000,134470000,134470000,57269000,29735000,29735000,500139000,631475000,56568000,22070000,31061000,688043000,1188182000,129261000,75378000,53883000,13678000,142939000,54980000,27997000,27997000,82977000,225916000,507967000,279037000,17958000,804962000,157304000,962266000,1188182000,8579000,710000,32799000,64782000,-34142000,0,-34142000,13178000,-17130000,370000,-16151000,-20103000,10537000,10537000,7500000,18037000,68658000,0.21358,0.10038,0.04327,0.00671,0.00544,3.49897,0.23477,0.05778,0.10063,0.09974,2.32554,12.53952,0.0061,-14.01448
"42","2021_Q2",13.0780952380952,"Up",152067000,-121538000,30529000,-18763000,-14053000,-4710000,11766000,680000,-823000,121000,12446000,12446000,-2937000,9509000,9509000,-1473000,8036000,8036000,278539000,278539000,139708000,139708000,56407000,31458000,31458000,506112000,672398000,53552000,21549000,29620000,725950000,1232062000,123890000,70870000,53020000,21641000,145531000,79984000,28051000,28051000,108035000,253566000,496400000,287073000,32029000,815502000,162994000,978496000,1232062000,9509000,1301000,-8247000.00000001,26287000,-17532000,336000,-17196000,-1591000,-12444000,765000,-315000,-14350000,-5259000,-5259000,5195000,-64000,101625000,0.20076,0.07737,0.05285,0.00821,0.00652,3.47769,0.25914,0.08248,0.12863,0.12755,2.43405,13.05325,0.00725,-15.03604
"43","2021_Q3",13.5559375,"Up",159763000,-120514000,39249000,-18442000,-14067000,-4375000,20807000,-772000,1246000,38000,20035000,20035000,-3714000,16321000,16321000,-5795000,10526000,10526000,255965000,255965000,143923000,143923000,56384000,39336000,39336000,495608000,717426000,52955000,22591000,29008000,770381000,1265989000,133629000,83292000,50337000,25658000,159287000,88444000,27441000,27441000,115885000,275172000,511851000,297599000,35192000,821392000,169425000,990817000,1265989000,16321000,1422000,-9208000,31932000,-55984000,5282000,-50702000,5394000,-9626000,415000,-56000,-4288000,-23058000,-23058000,491000,-22567000,114102000,0.24567,0.13024,0.06589,0.01062,0.00831,3.11142,0.27772,0.09013,0.16962,0.16824,2.57454,13.23652,0.0093,-6.81804
"44","2021_Q4",14.65484375,"Up",170643000,-125318000,45325000,-16863000,-15083000,-5305000,28462000,3735000,-1060000,494000,32197000,32197000,-7842000,24355000,24355000,-7279000,17076000,17076000,283249000,283249000,151190000,151190000,53165000,42860000,42860000,530464000,699609000,51684000,23691000,27089000,751293000,1281757000,142454000,75640000,66814000,25163000,167617000,92740000,26939000,26939000,119679000,287296000,490039000,302971000,24882000,817892000,176569000,994461000,1281757000,24355000,1311000,7027000,54877000,-18785000,-12999.9999999991,-18798000,3744000,-11429000,1071000,-32000,-7717000,28362000,28362000,-1084000,27278000,117903000,0.26561,0.16679,0.10007,0.01717,0.01332,3.16474,0.2889,0.09199,0.27425,0.27197,2.74059,13.13566,0.01499,-5.80936
"45","2022_Q1",17.9985483870968,"Up",181288000,-129347000,51941000,-18422000,-14322000,-4100000,33519000,-4163000,-1048000,512000,29356000,37328000,-8697000,28631000,28631000,-8820000,19811000,19811000,276670000,276670000,174447000,174447000,55249000,44250000,44250000,550616000,696553000,47033000,24353000,22680000,743586000,1294202000,153900000,81534000,72366000,22248000,176148000,89446000,28046000,28046000,117492000,293640000,485272000,317849000,20571000,823692000,176870000,1000562000,1294202000,28631000,-796000,-11250000,37676000,-16968000,170000,-16798000,-7041000,-10876000,1623000,-9631000,-27548000,-6670000,-6670000,101000,-6569000,111694000,0.28651,0.18489,0.10928,0.0198,0.01531,3.12587,0.29348,0.0863,0.32932,0.32511,3.01353,13.69214,0.01737,-4.92187
"46","2022_Q2",17.5198387096774,"Down",189827000,-129964000,59863000,-21666000,-15727000,-5939000,38197000,4707000,-895000,334000,42904000,42904000,-11178000,31726000,31726000,-8662000,23064000,23064000,314195000,314195000,170673000,170673000,61971000,50940000,50940000,597779000,692289000,45180000,24447000,20733000,737469000,1335248000,172787000,94914000,77873000,18307000,191094000,78540000,26448000,26448000,104988000,296082000,487948000,339912000,10565000,838425000,200741000,1039166000,1335248000,31726000,1457000,5137000,59130000,-19175000,-42999.9999999998,-19218000,-15192000,1318000,3840000,13539000,-335000.000000004,39577000,39577000,-2057000,37520000,96847000,0.31536,0.20122,0.1215,0.02219,0.01727,3.12819,0.28492,0.07253,0.38339,0.3785,3.15547,13.93705,0.01984,-5.69019
"47","2022_Q3",19.67125,"Up",204509000,-134289000,70220000,-20819000,-16613000,-4206000,49401000,8021000,15000,162000,57422000,57422000,-14393000,43029000,43029000,-15597000,27432000,27432000,329282000,329282000,190259000,190259000,57940000,52864000,52864000,630345000,659881000,41661000,23731000,17930000,701542000,1331887000,174061000,78341000,95720000,12410000,186471000,70138000,25048000,25048000,95186000,281657000,489974000,367344000,-22919000,834399000,215831000,1050230000,1331887000,43029000,1584000,-21049000,44159000,-15634000,1238000,-14396000,-12379000,544000,543999.999999999,10004000,-1831000,27932000,27932000,-12860000,15072000,82548000,0.34336,0.24156,0.13414,0.02612,0.0206,3.38039,0.26819,0.06198,0.45263,0.44864,3.3744,13.7676,0.02369,-4.99451
