"","YQ","p","d","revenue","cost_of_revenue","gross_profit","operating_expenses","selling_general_administrative","research_development","operating_income_loss","non_operating_income_loss","other_non_operating_income_loss","pretax_income_loss_adj","abnormal_gains_losses","pretax_income_loss","income_tax_expense_benefit_net","income_loss_from_continuing_operations","income_loss_incl_minority_interest","net_income","net_income_common","cash_cash_equivalents_short_term_investments","cash_cash_equivalents","short_term_investments","accounts_notes_receivable","accounts_receivable_net","inventories","other_short_term_assets","misc_short_term_assets","total_current_assets","property_plant_equipment_net","long_term_investments_receivables","other_long_term_assets","intangible_assets","goodwill","misc_long_term_assets","total_noncurrent_assets","total_assets","payables_accruals","accounts_payable","other_payables_accruals","short_term_debt","total_current_liabilities","long_term_debt","other_long_term_liabilities","deferred_tax_liabilities_long_term","misc_long_term_liabilities","total_noncurrent_liabilities","total_liabilities","share_capital_additional_paid_in_capital","retained_earnings","other_equity","equity_before_minority_interest","total_equity","total_liabilities_equity","net_income_starting_line","depreciation_amortization_2","non_cash_items","change_in_working_capital","net_cash_from_operating_activities","change_in_fixed_assets_intangibles","net_change_in_long_term_investment","other_investing_activities","net_cash_from_investing_activities","dividends_paid","cash_from_repayment_of_debt","cash_from_repurchase_of_equity","other_financing_activities","net_cash_from_financing_activities","net_cash_before_disc_operations_and_fx","net_cash_before_fx","net_change_in_cash","ebitda","total_debt","free_cash_flow","gross_profit_margin","operating_margin","net_profit_margin","return_on_equity","return_on_assets","free_cash_flow_to_net_income","current_ratio","liabilities_to_equity_ratio","debt_ratio","earnings_per_share_basic","earnings_per_share_diluted","sales_per_share","equity_per_share","free_cash_flow_per_share","dividends_per_share","piotroski_f_score","return_on_invested_capital","cash_return_on_invested_capital","dividend_payout_ratio","net_debt_ebitda","net_debt_ebit"
"31","2017_Q4",37.4622222222222,"Up",1.6149e+10,-6.085e+09,1.0064e+10,-4.919e+09,-1.661e+09,-3.209e+09,5.145e+09,-5.7e+07,-5.7e+07,5.088e+09,8.42e+08,5.93e+09,-1.414e+09,4.516e+09,4.516e+09,4.516e+09,4.516e+09,1.0521e+10,9.075e+09,1.446e+09,5.954e+09,5.954e+09,6.929e+09,9.75e+09,9.75e+09,3.3154e+10,3.9472e+10,9.903e+09,4.4559e+10,1.3058e+10,2.4389e+10,7.112e+09,9.3934e+10,1.27088e+11,7.251e+09,3.554e+09,3.697e+09,4.142e+09,2.0689e+10,2.7498e+10,7.965e+09,2.943e+09,5.022e+09,3.5463e+10,5.6152e+10,2.6547e+10,4.2779e+10,1.61e+09,7.0936e+10,7.0936e+10,1.27088e+11,4.516e+09,2.055e+09,-9.42e+08,6.35e+08,6.264e+09,-2.979e+09,2.719e+09,6.344e+09,-6.316e+09,-1.278e+09,-3.57e+08,-8.62e+08,-6.3e+07,-2.56e+09,-2.612e+09,-2.612e+09,-2.612e+09,7.2e+09,3.164e+10,6.27e+09,0.6232,0.3186,0.27965,0.06366,0.03553,1.3884,1.60249,0.79159,0.24896,0.96331,0.93674,3.44475,15.1314,1.33746,0.27261,5,0.05241,0.05672,0.28299,2.93319,4.10476
"32","2018_Q1",41.0567213114754,"Up",1.7053e+10,-6.275e+09,1.0778e+10,-5.148e+09,-1.842e+09,-3.253e+09,5.63e+09,-6.11e+08,-6.11e+08,5.019e+09,1.016e+09,6.035e+09,-6.722e+09,-6.87e+08,-6.87e+08,-6.87e+08,-6.87e+08,5.247e+09,3.433e+09,1.814e+09,5.607e+09,5.607e+09,6.983e+09,1.1663e+10,1.1663e+10,2.95e+10,4.1109e+10,1.2291e+10,4.0349e+10,1.2745e+10,2.4389e+10,3.215e+09,9.3749e+10,1.23249e+11,6.454e+09,2.928e+09,3.526e+09,1.776e+09,1.7421e+10,2.5037e+10,1.1772e+10,7.115e+09,4.657e+09,3.6809e+10,5.423e+10,2.6074e+10,4.2083e+10,8.62e+08,6.9019e+10,6.9019e+10,1.23249e+11,-6.87e+08,2.14e+09,5.5e+08,5.238e+09,7.241e+09,-4.069e+09,-2.66e+08,-2e+07,-5.23e+09,-1.278e+09,-6.561e+09,1.29e+08,5.7e+07,-7.653e+09,-5.642e+09,-5.642e+09,-5.642e+09,7.77e+09,2.6813e+10,1.5661e+10,0.63203,0.33015,-0.04029,-0.00995000000000001,-0.00556999999999999,-22.79622,1.69336,0.78573,0.21755,-0.1467,-0.14333,3.64147,14.7382,3.34422,0.2729,4,0.00549000000000002,0.14554,-1.86026,2.77555,3.83055
"33","2018_Q2",46.15921875,"Up",1.6066e+10,-6.335e+09,9.731e+09,-5.261e+09,-1.9e+09,-3.311e+09,4.47e+09,-1.02e+08,-1.02e+08,4.368e+09,6.43e+08,5.011e+09,-5.57e+08,4.454e+09,4.454e+09,4.454e+09,4.454e+09,5.574e+09,3.554e+09,2.02e+09,4.879e+09,4.879e+09,7.146e+09,1.4031e+10,1.4031e+10,3.163e+10,4.3735e+10,1.2916e+10,4.0315e+10,1.2355e+10,2.4346e+10,3.614e+09,9.6966e+10,1.28596e+11,6.533e+09,4.415e+09,2.118e+09,3.842e+09,1.9961e+10,2.477e+10,1.37e+10,7.338e+09,6.362e+09,3.847e+10,5.8431e+10,2.643e+10,4.4418e+10,-6.83e+08,7.0165e+10,7.0165e+10,1.28596e+11,4.454e+09,2.196e+09,-2.1e+08,-1.56e+08,6.284e+09,-2.91e+09,3.4e+07,-1.915e+09,-4.791e+09,-1.4e+09,1.815e+09,-1.625e+09,-1.62e+08,-1.372e+09,1.21e+08,1.21e+08,1.21e+08,6.666e+09,2.8612e+10,4.157e+09,0.60569,0.27823,0.27723,0.06348,0.03464,0.93332,1.58459,0.83277,0.2225,0.95293,0.92985,3.43731,15.01177,0.88939,0.29953,5,0.05205,0.03696,0.31432,3.45605,5.15391
"34","2018_Q3",42.5415873015873,"Down",1.6962e+10,-6.543e+09,1.0419e+10,-5.146e+09,-1.725e+09,-3.371e+09,5.273e+09,4.59e+08,4.59e+08,5.732e+09,-2.03e+08,5.529e+09,-523000000.000001,5.006e+09,5.006e+09,5.006e+09,5.006e+09,4.877e+09,2.614e+09,2.263e+09,4.636e+09,4.636e+09,7.344e+09,1.0746e+10,1.0746e+10,2.7603e+10,4.5914e+10,1.2316e+10,4.0139e+10,1.2098e+10,2.4351e+10,3.69e+09,9.8369e+10,1.25972e+11,6.744e+09,4.143e+09,2.601e+09,3.51e+09,1.7571e+10,2.4632e+10,1.3722e+10,7.284e+09,6.438e+09,3.8354e+10,5.5925e+10,2.547e+10,4.5666e+10,-1.089e+09,7.0047e+10,7.0047e+10,1.25972e+11,5.006e+09,2.122e+09,2.25e+08,6e+07,7.413e+09,-4.53e+09,1.08e+08,3.275e+09,-1.193e+09,-1.4e+09,-9.93e+08,-3.862e+09,-9.05e+08,-7.16e+09,-9.4e+08,-9.4e+08,-9.4e+08,7.395e+09,2.8142e+10,3.448e+09,0.61426,0.31087,0.29513,0.07147,0.03974,0.68877,1.57094,0.79839,0.2234,1.07679,1.05456,3.64853,15.06711,0.74166,0.30114,7,0.05724,0.03081,0.27966,3.14604,4.4121
"35","2018_Q4",41.1853968253968,"Down",1.9163e+10,-6.803e+09,1.236e+10,-5.083e+09,-1.605e+09,-3.428e+09,7.277e+09,-1.32e+08,-1.32e+08,7.145e+09,-3e+06,7.142e+09,-7.44e+08,6.398e+09,6.398e+09,6.398e+09,6.398e+09,6.048e+09,3.407e+09,2.641e+09,5.457e+09,5.457e+09,7.401e+09,1.0684e+10,1.0684e+10,2.959e+10,4.7071e+10,1.1113e+10,4.0468e+10,1.2007e+10,2.4506e+10,3.955e+09,9.8652e+10,1.28242e+11,6.688e+09,3.593e+09,3.095e+09,3.051e+09,1.9574e+10,2.4823e+10,1.2362e+10,6.364e+09,5.998e+09,3.7185e+10,5.6759e+10,2.5492e+10,4.7094e+10,-1.103e+09,7.1483e+10,7.1483e+10,1.28242e+11,6.398e+09,2.274e+09,5.91e+08,-4.28e+08,8.835e+09,-3.851e+09,-8.65e+08,1.537e+09,-3.435e+09,-1.373e+09,-6.2e+08,-2.432e+09,-1.82e+08,-4.607e+09,7.93e+08,7.93e+08,7.93e+08,9.551e+09,2.7874e+10,6.016e+09,0.64499,0.37974,0.33387,0.0895,0.04989,0.94029,1.5117,0.79402,0.21735,1.39878,1.37651,4.18955,15.62812,1.31526,0.30017,8,0.06956,0.05385,0.2146,2.28521,2.99931
"36","2019_Q1",44.9111475409836,"Up",1.8657e+10,-7.43e+09,1.1227e+10,-5.003e+09,-1.72e+09,-3.433e+09,6.224e+09,-9.9e+07,-9.9e+07,6.125e+09,-4.9e+08,5.635e+09,-4.4e+08,5.195e+09,5.195e+09,5.195e+09,5.195e+09,5.807e+09,3.019e+09,2.788e+09,6.722e+09,6.722e+09,7.253e+09,9.005e+09,9.005e+09,2.8787e+10,4.8976e+10,9.43e+09,4.077e+10,1.1836e+10,2.4513e+10,4.421e+09,9.9176e+10,1.27963e+11,7.446e+09,3.824e+09,3.622e+09,1.261e+09,1.6626e+10,2.5098e+10,1.1676e+10,6.562e+09,5.114e+09,3.6774e+10,5.34e+10,2.5365e+10,5.0172e+10,-9.74e+08,7.4563e+10,7.4563e+10,1.27963e+11,5.195e+09,2.493e+09,5.98e+08,-1.386e+09,6.9e+09,-3.89e+09,-8.31e+08,2.241e+09,-1.82e+09,-1.368e+09,-2.805e+09,-2.256e+09,9.61e+08,-5.468e+09,-3.88e+08,-3.88e+08,-3.88e+08,8.717e+09,2.6359e+10,3.881e+09,0.60176,0.3336,0.27845,0.06967,0.0406,0.74706,1.73144,0.71617,0.20599,1.14251,1.1247,4.10314,16.39828,0.85353,0.30086,8,0.05829,0.03447,0.26333,2.35769,3.30206
"37","2019_Q2",44.1614285714286,"Down",1.6061e+10,-6.972e+09,9.089e+09,-4.915e+09,-1.533e+09,-3.332e+09,4.174e+09,-6.1e+07,-6.1e+07,4.113e+09,4.34e+08,4.547e+09,-5.73e+08,3.974e+09,3.974e+09,3.974e+09,3.974e+09,5.852e+09,3.154e+09,2.698e+09,6.957e+09,6.957e+09,7.765e+09,8.486e+09,8.486e+09,2.906e+10,5.004e+10,8.719e+09,4.1639e+10,1.1457e+10,2.4521e+10,5.661e+09,1.00398e+11,1.29458e+11,6.043e+09,4.059e+09,1.984e+09,2.75e+09,1.8911e+10,2.5737e+10,1.1149e+10,6.302e+09,4.847e+09,3.6886e+10,5.5797e+10,2.5346e+10,4.9128e+10,-8.13e+08,7.3661e+10,7.3661e+10,1.29458e+11,3.974e+09,2.625e+09,1.15e+08,-1.755e+09,4.959e+09,-3.321e+09,6.8e+07,5.31e+08,-2.722e+09,-1.414e+09,8.21e+08,-2.24e+09,7.31e+08,-2.102e+09,1.35e+08,1.35e+08,1.35e+08,6.799e+09,2.8487e+10,2.296e+09,0.5659,0.25988,0.24743,0.05395,0.0307,0.57776,1.53667,0.75748,0.22005,0.88468,0.87073,3.57547,16.39826,0.51113,0.31478,4,0.04756,0.02027,0.35581,3.32917,5.42286
"38","2019_Q3",44.08421875,"Down",1.6505e+10,-6.627e+09,9.878e+09,-5.077e+09,-1.589e+09,-3.438e+09,4.801e+09,-6.3e+07,-6.3e+07,4.738e+09,-1.4e+07,4.724e+09,-5.45e+08,4.179e+09,4.179e+09,4.179e+09,4.179e+09,5.281e+09,2.867e+09,2.414e+09,6.233e+09,6.233e+09,8.696e+09,9.029e+09,9.029e+09,2.9239e+10,5.1377e+10,8.206e+09,4.1937e+10,1.1249e+10,2.4583e+10,6.105e+09,1.0152e+11,1.30759e+11,7.236e+09,4.682e+09,2.554e+09,3.726e+09,1.9705e+10,2.5089e+10,1.1018e+10,6.63e+09,4.388e+09,3.6107e+10,5.5812e+10,2.514e+10,5.0429e+10,-6.22e+08,7.4947e+10,7.4947e+10,1.30759e+11,4.179e+09,2.554e+09,6.44e+08,2.1e+08,7.587e+09,-3.554e+09,3.922e+09,-3.656e+09,-3.288e+09,-1.414e+09,-2.57e+08,-3.034e+09,1.19e+08,-4.586e+09,-2.87e+08,-2.87e+08,-2.87e+08,7.355e+09,2.8815e+10,4.556e+09,0.59849,0.29088,0.2532,0.05576,0.03196,1.09021,1.48384,0.74469,0.22037,0.93574,0.92415,3.6957,16.78168,1.02015,0.31661,5,0.04873,0.03969,0.33836,3.19973,4.9019
"39","2019_Q4",50.4740625,"Up",1.919e+10,-7.895e+09,1.1295e+10,-4.744e+09,-1.636e+09,-3.208e+09,6.551e+09,-4.6e+07,-4.6e+07,6.505e+09,2.14e+08,6.719e+09,-7.29e+08,5.99e+09,5.99e+09,5.99e+09,5.99e+09,5.784e+09,3.935e+09,1.849e+09,6.88e+09,6.88e+09,8.638e+09,8.655e+09,8.655e+09,2.9957e+10,5.3563e+10,8.247e+09,4.2001e+10,1.1019e+10,2.4727e+10,6.255e+09,1.03811e+11,1.33768e+11,8.029e+09,4.809e+09,3.22e+09,5.2e+09,2.5064e+10,2.3707e+10,1.0755e+10,6.67e+09,4.085e+09,3.4462e+10,5.9526e+10,2.529e+10,4.9674e+10,-7.22e+08,7.4242e+10,7.4242e+10,1.33768e+11,5.99e+09,2.679e+09,5.71e+08,1.471e+09,1.0711e+10,-4.672e+09,-2.9e+09,3.662e+09,-3.91e+09,-1.386e+09,-5.57e+08,-4.029e+09,2.39e+08,-5.733e+09,1.068e+09,1.068e+09,1.068e+09,9.23e+09,2.8907e+10,6.758e+09,0.58859,0.34138,0.31214,0.08068,0.04478,1.12821,1.19522,0.80178,0.2161,1.36384,1.35062,4.36931,16.90392,1.53871,0.31557,5,0.06476,0.05933,0.23139,2.5052,3.52969
"40","2020_Q1",53.6235483870968,"Up",2.0209e+10,-8.331e+09,1.1878e+10,-4.976e+09,-1.592e+09,-3.384e+09,6.902e+09,6.54e+08,6.54e+08,7.556e+09,5.12e+08,8.068e+09,-1.163e+09,6.905e+09,6.905e+09,6.905e+09,6.905e+09,5.276e+09,4.194e+09,1.082e+09,7.659e+09,7.659e+09,8.744e+09,9.56e+09,9.56e+09,3.1239e+10,5.5386e+10,7.243e+09,4.2656e+10,1.0827e+10,2.6276e+10,5.553e+09,1.05285e+11,1.36524e+11,7.981e+09,4.128e+09,3.853e+09,3.693e+09,2.231e+10,2.5308e+10,1.1402e+10,6.963e+09,4.439e+09,3.671e+10,5.902e+10,2.5261e+10,5.3523e+10,-1.28e+09,7.7504e+10,7.7504e+10,1.36524e+11,6.905e+09,2.968e+09,-1.24e+08,1.39e+08,9.888e+09,-4.666e+09,1.0212e+10,-8.073e+09,-4.485e+09,-1.362e+09,7.58e+08,-3.523e+09,-1.017e+09,-5.144e+09,259000000.000001,259000000.000001,2.59e+08,9.87e+09,2.9001e+10,6.506e+09,0.58776,0.34153,0.34168,0.08909,0.05058,0.94222,1.40022,0.76151,0.21242,1.59912,1.57973,4.68018,17.94905,1.50672,0.31542,7,0.07011,0.05518,0.19725,2.40375,3.43741
"41","2020_Q2",54.5038095238095,"Up",1.9828e+10,-7.812e+09,1.2016e+10,-4.816e+09,-1.541e+09,-3.275e+09,7.2e+09,-3.13e+08,-3.13e+08,6.887e+09,-2.73e+08,6.614e+09,-9.53e+08,5.661e+09,5.661e+09,5.661e+09,5.661e+09,1.2676e+10,1.138e+10,1.296e+09,8.455e+09,8.455e+09,9.246e+09,1.1124e+10,1.1124e+10,4.1501e+10,5.677e+10,6.823e+09,4.2616e+10,1.0429e+10,2.6276e+10,5.911e+09,1.06209e+11,1.4771e+11,6.996e+09,4.638e+09,2.358e+09,3.464e+09,2.3895e+10,3.6455e+10,1.1006e+10,6.678e+09,4.328e+09,4.7461e+10,7.1356e+10,2.5251e+10,5.2644e+10,-1.541e+09,7.6354e+10,7.6354e+10,1.4771e+11,5.661e+09,3.05e+09,7.45e+08,-3.298e+09,6.158e+09,-3.268e+09,3.772e+09,-4.24e+09,-3.736e+09,-1.408e+09,9.172e+09,-3.726e+09,7.26e+08,4.764e+09,7.186e+09,7.186e+09,7.186e+09,1.025e+10,3.9919e+10,4.637e+09,0.60601,0.36312,0.28551,0.07414,0.03833,0.81911,1.73681,0.93454,0.27025,1.327,1.31285,4.64791,17.89827,1.08697,0.33005,8,0.05554,0.03643,0.24872,2.65785,3.78375
"42","2020_Q3",47.66828125,"Down",1.9728e+10,-9.221e+09,1.0507e+10,-4.801e+09,-1.447e+09,-3.354e+09,5.706e+09,-2.9e+07,-2.9e+07,5.677e+09,2.58e+08,5.935e+09,-8.3e+08,5.105e+09,5.105e+09,5.105e+09,5.105e+09,1.3527e+10,8.736e+09,4.791e+09,7.441e+09,7.441e+09,8.969e+09,1.4453e+10,1.4453e+10,4.439e+10,5.8036e+10,6.785e+09,4.3328e+10,1.0303e+10,2.6943e+10,6.082e+09,1.08149e+11,1.52539e+11,7.878e+09,5.045e+09,2.833e+09,2.254e+09,2.2481e+10,3.6093e+10,1.1955e+10,7.518e+09,4.437e+09,4.8048e+10,7.0529e+10,2.5516e+10,5.7646e+10,-1.152e+09,8.201e+10,8.201e+10,1.52539e+11,5.105e+09,3.063e+09,2.75e+08,2.714e+09,1.1157e+10,-3.408e+09,403000000.000001,-7.605e+09,-1.061e+10,-1.403e+09,-1.7e+09,9e+06,-9.7e+07,-3.191e+09,-2.644e+09,-2.644e+09,-2.644e+09,8.769e+09,3.8347e+10,8.905e+09,0.53259,0.28923,0.25877,0.06225,0.03347,1.74437,1.97456,0.86,0.25139,1.20231,1.19164,4.64626,19.31465,2.09727,0.33043,7,0.04919,0.0673,0.27483,2.83043,4.34981
"43","2020_Q4",45.10203125,"Down",1.8333e+10,-8.592e+09,9.741e+09,-4.707e+09,-1.435e+09,-3.272e+09,5.034e+09,-7.4e+07,-7.4e+07,4.96e+09,8.1e+07,5.041e+09,-7.65e+08,4.276e+09,4.276e+09,4.276e+09,4.276e+09,6.343e+09,3.356e+09,2.987e+09,7.14e+09,7.14e+09,9.273e+09,1.4029e+10,1.4029e+10,3.6785e+10,5.9205e+10,6.399e+09,4.2872e+10,9.881e+09,2.6955e+10,6.036e+09,1.08476e+11,1.45261e+11,8.356e+09,5.159e+09,3.197e+09,5.04e+08,2.2112e+10,3.6059e+10,1.2536e+10,7.806e+09,4.73e+09,4.8595e+10,7.0707e+10,2.3335e+10,5.2159e+10,-9.4e+08,7.4554e+10,7.4554e+10,1.45261e+11,4.276e+09,3.123e+09,4.14e+08,3.66e+08,8.179e+09,-3.716e+09,5.766e+09,-2.816e+09,-7.66e+08,-1.404e+09,-1.75e+09,-7.615e+09,-2.024e+09,-1.2793e+10,-5.38e+09,-5.38e+09,-5.38e+09,8.157e+09,3.6563e+10,5.572e+09,0.53134,0.27459,0.23324,0.05735,0.02944,1.30309,1.66358,0.9484,0.25171,1.02126,1.01544,4.37855,17.80607,1.33079,0.33532,5,0.04593,0.04506,0.32834,3.70479,6.00318
"44","2021_Q1",55.4139344262295,"Up",1.9978e+10,-8.63e+09,1.1348e+10,-5.412e+09,-1.757e+09,-3.655e+09,5.936e+09,-8.8e+07,-8.8e+07,5.848e+09,1.64e+09,7.488e+09,-1.631e+09,5.857e+09,5.857e+09,5.857e+09,5.857e+09,8.157e+09,5.865e+09,2.292e+09,6.782e+09,6.782e+09,8.427e+09,2.3883e+10,1.8483e+10,4.7249e+10,5.6584e+10,7.344e+09,4.1914e+10,9.026e+09,2.6971e+10,5.917e+09,1.05842e+11,1.53091e+11,2.225e+10,5.581e+09,1.6669e+10,2.504e+09,2.4754e+10,3.3897e+10,1.3402e+10,8.421e+09,4.981e+09,4.7299e+10,7.2053e+10,2.5556e+10,5.6233e+10,-7.51e+08,8.1038e+10,8.1038e+10,1.53091e+11,5.857e+09,3.003e+09,-1.169e+09,2.679e+09,1.037e+10,-3.867e+09,-9.751e+09,7.083e+09,-6.412e+09,-1.353e+09,-2.38418579101562e-07,-2e+09,1.904e+09,-1.449e+09,2.509e+09,2.509e+09,2.509e+09,8.939e+09,3.6401e+10,9.382e+09,0.56802,0.29713,0.29317,0.07227,0.03826,1.60184,1.90874,0.88913,0.23777,1.42958,1.42126,4.87625,19.77984,2.28997,0.33024,5,0.05511,0.07171,0.23101,3.15964,4.75809
"45","2021_Q2",54.8812698412698,"Down",1.9673e+10,-8.819e+09,1.0854e+10,-4.951e+09,-1.328e+09,-3.623e+09,5.903e+09,-1.56e+08,-1.56e+08,5.747e+09,-1.841e+09,3.906e+09,-5.45e+08,3.361e+09,3.361e+09,3.361e+09,3.361e+09,7.609e+09,5.192e+09,2.417e+09,7.208e+09,7.208e+09,8.487e+09,2.2469e+10,1.6912e+10,4.5773e+10,5.733e+10,6.813e+09,4.0706e+10,8.408e+09,2.6971e+10,5.327e+09,1.04849e+11,1.50622e+11,2.1504e+10,5.434e+09,1.607e+10,2.647e+09,2.4151e+10,3.3237e+10,1.3427e+10,8.015e+09,5.412e+09,4.6664e+10,7.0815e+10,2.6272e+10,5.4638e+10,-1.103e+09,7.9807e+10,7.9807e+10,1.50622e+11,3.361e+09,2.902e+09,2.335e+09,-3.25e+09,5.348e+09,-3.972e+09,8.6e+07,1.885e+09,-2.001e+09,-1.411e+09,-1876143795.16693,-1.736e+09,-8.73e+08,-4.02e+09,-6.73e+08,-6.73e+08,-6.73e+08,8.805e+09,3.5884e+10,2.128e+09,0.55172,0.30006,0.17084,0.04211,0.02231,0.63314,1.89528,0.88733,0.23824,0.82865,0.82056,4.85035,19.67628,0.52465,0.34788,6,0.03696,0.01648,0.41982,3.21124,4.78994
"46","2021_Q3",51.01703125,"Down",1.9631e+10,-8.425e+09,1.1206e+10,-5.314e+09,-1.599e+09,-3.715e+09,5.892e+09,-9.6e+07,-9.6e+07,5.796e+09,-51000000.0000005,5.745e+09,-6.84e+08,5.061e+09,5.061e+09,5.061e+09,5.061e+09,7.76e+09,4.746e+09,3.014e+09,7.46e+09,7.46e+09,8.817e+09,2.5335e+10,1.9518e+10,4.9372e+10,5.8166e+10,6.917e+09,4.0142e+10,8.018e+09,2.6768e+10,5.356e+09,1.05225e+11,1.54597e+11,2.1141e+10,5.917e+09,1.5224e+10,3.695e+09,2.4836e+10,3.1714e+10,1.284e+10,7.443e+09,5.397e+09,4.4554e+10,6.939e+10,2.6655e+10,5.9647e+10,-1.095e+09,8.5207e+10,8.5207e+10,1.54597e+11,5.061e+09,2.857e+09,7.09e+08,1.74e+08,8.801e+09,-3.602e+09,63000000.0000019,-3.374e+09,-6.913e+09,-1.41e+09,-5e+08,-9e+07,-3.34e+08,-2.334e+09,-446000000.000001,-446000000.000001,-446000000.000001,8.749e+09,3.5409e+10,6.005e+09,0.57083,0.30014,0.25781,0.0594,0.03274,1.18652,1.98792,0.81437,0.22904,1.24778,1.2356,4.83999,21.00764,1.48052,0.34763,7,0.04849,0.045,0.2786,3.16025,4.69263
"47","2021_Q4",48.4359375,"Down",1.9192e+10,-8.446e+09,1.0746e+10,-5.477e+09,-1.674e+09,-3.803e+09,5.269e+09,-7.6e+07,-7.6e+07,5.193e+09,1.665e+09,6.858e+09,-3.5e+07,6.823e+09,6.823e+09,6.823e+09,6.823e+09,1.1874e+10,7.87e+09,4.004e+09,8.4e+09,8.4e+09,9.798e+09,3.1232e+10,2.4834e+10,6.1304e+10,5.9733e+10,7.003e+09,3.9922e+10,7.684e+09,2.6786e+10,5.452e+09,1.06658e+11,1.67962e+11,2.4878e+10,6.792e+09,1.8086e+10,4.694e+09,2.9572e+10,3.561e+10,1.2693e+10,7.242e+09,5.451e+09,4.8303e+10,7.7875e+10,2.7592e+10,6.3642e+10,-1.147e+09,9.0087e+10,9.0087e+10,1.67962e+11,6.823e+09,2.959e+09,2.7e+07,2.36e+08,1.0045e+10,-4.005e+09,1.8138e+10,-2.5352e+10,-1.1219e+10,-1.41e+09,4.974e+09,4.27e+08,3.07e+08,4.298e+09,3.124e+09,3.124e+09,3.124e+09,8.228e+09,4.0304e+10,4.494e+09,0.55992,0.27454,0.35551,0.07574,0.04062,0.65865,2.07304,0.86444,0.23996,1.68261,1.66862,4.73292,22.21628,1.10826,0.34772,8,0.05754,0.03141,0.20665,3.45527,5.39571
"48","2022_Q1",47.298064516129,"Down",2.0528e+10,-9.519e+09,1.1009e+10,-5.991e+09,-1.942e+09,-4.049e+09,5.018e+09,-1.54e+08,-1.54e+08,4.864e+09,3.3e+08,5.194e+09,-5.71e+08,4.623e+09,4.623e+09,4.623e+09,4.623e+09,2.9253e+10,4.827e+09,2.4426e+10,9.457e+09,9.457e+09,1.0776e+10,9.072e+09,2.13e+09,5.8558e+10,6.3245e+10,6.298e+09,4.0305e+10,7.27e+09,2.6963e+10,6.072e+09,1.09848e+11,1.68406e+11,2.2871e+10,5.747e+09,1.6048e+10,4.591e+09,2.7462e+10,3.351e+10,1.2043e+10,2.667e+09,9.376e+09,4.5553e+10,7.3015e+10,2.8006e+10,6.8265e+10,-8.8e+08,9.5391e+10,9.5391e+10,1.68406e+11,4.623e+09,3.074e+09,1.33e+08,-2.568e+09,5.262e+09,-7.154e+09,-1.8319e+10,2.1157e+10,-4.316e+09,-1.413e+09,-2e+09,4e+06,-5.8e+08,-3.989e+09,-3.043e+09,-3.043e+09,-3.043e+09,8.092e+09,3.8101e+10,-1.059e+09,0.53629,0.24445,0.2252,0.04846,0.02745,-0.22907,2.13233,0.76543,0.22624,1.13615,1.12894,5.04497,23.44335,-0.26026,0.34726,6,0.04147,-0.00728,0.30565,1.09343,1.76325
"49","2022_Q2",41.6125806451613,"Down",1.8353e+10,-9.109e+09,9.244e+09,-6.114e+09,-1.752e+09,-4.362e+09,3.13e+09,9.97e+08,9.97e+08,4.127e+09,5.534e+09,9.661e+09,-1.548e+09,8.113e+09,8.113e+09,8.113e+09,8.113e+09,3.8696e+10,6.215e+09,3.2481e+10,7.074e+09,7.074e+09,1.1935e+10,4.863e+09,4.627e+09,6.2568e+10,6.6718e+10,6.036e+09,4.1034e+10,6.813e+09,2.7011e+10,7.21e+09,1.13788e+11,1.76356e+11,2.4863e+10,7.21e+09,1.7653e+10,4.459e+09,2.9322e+10,3.2788e+10,1.111e+10,5.919e+09,5.191e+09,4.3898e+10,7.322e+10,2.9244e+10,7.4894e+10,-1.002e+09,1.03136e+11,1.03136e+11,1.76356e+11,8.113e+09,3.348e+09,-4.722e+09,-8.48e+08,5.891e+09,-4.604e+09,4.682e+09,-9.262e+09,-2.64e+09,-1.487e+09,-2.99e+08,5.89e+08,-6.66e+08,-1.863e+09,1.388e+09,1.388e+09,1.388e+09,6.478e+09,3.7247e+10,2.574e+09,0.50368,0.17054,0.44205,0.07866,0.046,0.31727,2.13382,0.70994,0.2112,1.99386,1.9812,4.51044,25.34677,0.63259,0.36545,6,0.06337,0.01699,0.18329,-0.22368,-0.46294
