"","YQ","p","d","revenue","cost_of_revenue","gross_profit","operating_expenses","selling_general_administrative","research_development","operating_income_loss","non_operating_income_loss","interest_expense_net","interest_expense","interest_income","other_non_operating_income_loss","pretax_income_loss_adj","pretax_income_loss","income_tax_expense_benefit_net","income_loss_from_affiliates_net_of_taxes","income_loss_from_continuing_operations","income_loss_incl_minority_interest","minority_interest","net_income","net_income_common","cash_cash_equivalents_short_term_investments","cash_cash_equivalents","accounts_notes_receivable","inventories","other_short_term_assets","prepaid_expenses","total_current_assets","property_plant_equipment_net","other_long_term_assets","intangible_assets","goodwill","deferred_tax_assets_long_term","investments_in_affiliates","misc_long_term_assets","total_noncurrent_assets","total_assets","payables_accruals","accrued_taxes","other_payables_accruals","short_term_debt","total_current_liabilities","long_term_debt","other_long_term_liabilities","deferred_tax_liabilities_long_term","misc_long_term_liabilities","total_noncurrent_liabilities","total_liabilities","share_capital_additional_paid_in_capital","treasury_stock","retained_earnings","other_equity","equity_before_minority_interest","minority_interest_2","total_equity","total_liabilities_equity","net_income_starting_line","depreciation_amortization_2","non_cash_items","change_in_working_capital","net_cash_from_operating_activities","change_in_fixed_assets_intangibles","acquisition_of_fixed_assets_intangibles","purchase_of_fixed_assets","other_investing_activities","net_cash_from_investing_activities","dividends_paid","cash_from_repayment_of_debt","cash_from_repurchase_of_equity","increase_in_capital_stock","decrease_in_capital_stock","net_cash_from_financing_activities","net_cash_before_disc_operations_and_fx","net_cash_before_fx","effect_of_foreign_exchange_rates","net_change_in_cash","ebitda","total_debt","free_cash_flow","gross_profit_margin","operating_margin","net_profit_margin","return_on_equity","return_on_assets","free_cash_flow_to_net_income","current_ratio","liabilities_to_equity_ratio","debt_ratio","earnings_per_share_basic","earnings_per_share_diluted","sales_per_share","equity_per_share","free_cash_flow_per_share","dividends_per_share","return_on_invested_capital","cash_return_on_invested_capital","dividend_payout_ratio","net_debt_ebitda","net_debt_ebit"
"30","2017_Q3",46.2246031746032,"Down",6.78e+08,-5.09e+08,1.69e+08,-7.9e+07,-6.5e+07,-1.4e+07,9e+07,-1.2e+07,-1.1e+07,-1.3e+07,2e+06,-1e+06,7.8e+07,7.8e+07,1e+06,1e+06,8e+07,8e+07,-6e+06,7.4e+07,7.4e+07,1.33e+08,1.33e+08,5.2e+08,3.95e+08,5.6e+07,5.6e+07,1.104e+09,1.237e+09,7.4e+08,1.34e+08,1.51e+08,2.54e+08,5.4e+07,1.47e+08,1.977e+09,3.081e+09,4.09e+08,3.2e+07,3.77e+08,2.66e+08,6.75e+08,6.64e+08,3.17e+08,4.7e+07,2.7e+08,9.81e+08,1.656e+09,6.3e+07,-7e+06,1.638e+09,-3.89e+08,1.332e+09,9.3e+07,1.425e+09,3.081e+09,8e+07,3.8e+07,-2.5e+07,-1.42e+08,-4.9e+07,-2.3e+07,-2.3e+07,-2.3e+07,-1e+06,-2.4e+07,-1.9e+07,7e+06,4e+06,1.8e+07,-1.4e+07,-1e+07,-8.3e+07,-8.3e+07,2.7e+07,-5.6e+07,1.28e+08,9.3e+08,-3.8e+07,0.24926,0.13274,0.10914,0.05193,0.02402,-0.51351,1.63556,1.16211,0.30185,1.1859,1.17834,10.86538,20.91346,-0.60897,0.30449,0.03481,-0.01422,0.25676,6.22656,8.85556
"31","2017_Q4",52.2998412698413,"Up",7.05e+08,-5.44e+08,1.61e+08,-7.7e+07,-6.3e+07,-1.4e+07,8.4e+07,-1.6e+07,-1e+07,-1.3e+07,3e+06,-6e+06,6.8e+07,6.8e+07,-1.6e+07,3e+06,5.5e+07,5.5e+07,-8e+06,4.7e+07,4.7e+07,1.98e+08,1.98e+08,5.17e+08,3.98e+08,5.1e+07,5.1e+07,1.164e+09,1.267e+09,7.47e+08,1.37e+08,1.53e+08,2.54e+08,5.5e+07,1.48e+08,2.014e+09,3.178e+09,4.21e+08,2.7e+07,3.94e+08,2.58e+08,6.79e+08,6.65e+08,3.3e+08,4.7e+07,2.83e+08,9.95e+08,1.674e+09,6.2e+07,-6e+06,1.655e+09,-3.38e+08,1.4e+09,1.04e+08,1.504e+09,3.178e+09,5.5e+07,3.9e+07,0,3.9e+07,1.33e+08,-4.1e+07,-4.1e+07,-4.1e+07,-1e+06,-4.2e+07,-1.9e+07,-9e+06,-1.3e+07,0,-1.3e+07,-5.2e+07,3.9e+07,3.9e+07,2.6e+07,6.5e+07,1.23e+08,9.23e+08,1.37e+08,0.22837,0.11915,0.06667,0.03125,0.01479,2.91489,1.71429,1.11303,0.29043,0.75441,0.74841,11.31621,22.03852,2.19904,0.30498,0.02394,0.04969,0.40426,5.89431,8.63095
"32","2018_Q1",55.2024590163934,"Up",7.23e+08,-5.55e+08,1.68e+08,-8.8e+07,-7.1e+07,-1.7e+07,8e+07,-2e+06,-1.2e+07,-1.4e+07,2e+06,1e+07,7.8e+07,7.8e+07,0,1e+06,7.9e+07,7.9e+07,-7e+06,7.2e+07,7.2e+07,2.8e+08,2.8e+08,5.27e+08,4.33e+08,5.9e+07,5.9e+07,1.299e+09,1.305e+09,7.34e+08,1.37e+08,1.54e+08,2.37e+08,5.6e+07,1.5e+08,2.039e+09,3.338e+09,4.79e+08,2.2e+07,4.57e+08,2.63e+08,7.42e+08,6.61e+08,2.83e+08,3.8e+07,2.45e+08,9.44e+08,1.686e+09,6.2e+07,-6e+06,1.707e+09,-2.59e+08,1.531e+09,1.21e+08,1.652e+09,3.338e+09,7.9e+07,4e+07,-1999999.99999999,4e+07,1.57e+08,-6.1e+07,-6.1e+07,-6.1e+07,1e+06,-6e+07,-2e+07,0,-1.8e+07,0,-1.8e+07,-3.9e+07,5.8e+07,5.8e+07,2.4e+07,8.2e+07,1.2e+08,9.24e+08,9.9e+07,0.23237,0.11065,0.09959,0.04358,0.02157,1.375,1.75067,1.02058,0.27681,1.1557,1.15385,11.60514,24.14125,1.58909,0.32103,0.03218,0.03463,0.27778,5.36667,8.05
"33","2018_Q2",52.05640625,"Down",7.2e+08,-5.44e+08,1.76e+08,-8.5e+07,-7e+07,-1.5e+07,9.1e+07,1e+06,-1e+07,-1.3e+07,3e+06,1.1e+07,9.2e+07,9.2e+07,-2.05e+08,1e+06,-1.12e+08,-1.12e+08,-1e+07,-1.22e+08,-1.22e+08,1.89e+08,1.89e+08,5.51e+08,4.78e+08,6.3e+07,6.3e+07,1.281e+09,1.329e+09,5.79e+08,1.64e+08,1.84e+08,2.7e+07,5.4e+07,1.5e+08,1.908e+09,3.189e+09,4.95e+08,2e+07,4.75e+08,2.93e+08,7.88e+08,6.31e+08,2.72e+08,2e+07,2.52e+08,9.03e+08,1.691e+09,6.2e+07,-6e+06,1.555e+09,-2.63e+08,1.374e+09,1.24e+08,1.498e+09,3.189e+09,-1.12e+08,3.9e+07,1.81e+08,-6.3e+07,4.5e+07,-5.2e+07,-5.2e+07,-5.2e+07,5e+06,-1.01e+08,-2e+07,-5419467.39450794,-1.6e+07,-2724428.97503839,-1.6e+07,-3.6e+07,-9.2e+07,-9.2e+07,1e+06,-9.1e+07,1.3e+08,9.24e+08,2.2e+08,0.24444,0.12639,-0.16944,-0.08144,-0.03826,-1.80328,1.62563,1.12884,0.28975,-1.97092,-1.97092,11.63166,21.77706,3.55412,0.3231,-0.03786,0.08166,-0.16393,5.65385,8.07692
"34","2018_Q3",56.842380952381,"Up",8.18e+08,-6.3e+08,1.88e+08,-9.5e+07,-7.9e+07,-1.6e+07,9.3e+07,-1e+07,-1.1e+07,-1.4e+07,3e+06,1e+06,8.3e+07,-1.71e+08,7000000.00000003,1e+06,-1.63e+08,-1.63e+08,-1e+07,-1.73e+08,-1.73e+08,1.79e+08,1.79e+08,6.37e+08,4.98e+08,7.3e+07,7.3e+07,1.387e+09,1.274e+09,4.56e+08,1.03e+08,9.7e+07,4.9e+07,5.4e+07,1.53e+08,1.73e+09,3.117e+09,5.29e+08,2.4e+07,5.05e+08,3.04e+08,8.33e+08,6.31e+08,2.84e+08,1.9e+07,2.65e+08,9.15e+08,1.748e+09,6.2e+07,-7e+06,1.37e+09,-2.09e+08,1.242e+09,1.27e+08,1.369e+09,3.117e+09,-1.63e+08,4e+07,2.33e+08,-7.4e+07,3.6e+07,-4.4e+07,-5.7e+07,-5.7e+07,-1.2e+07,-5.6e+07,-1.9e+07,9000000.00000001,1e+06,1e+06,0,-1.5e+07,-3.5e+07,-3.5e+07,2.5e+07,-9999999.99999999,1.33e+08,9.35e+08,8e+06,0.22983,0.11369,-0.21149,-0.12637,-0.0555,-0.0462400000000001,1.66507,1.27684,0.29997,-2.80389,-2.80389,13.2577,19.70827,0.12966,0.30794,-0.05951,0.00309,-0.10983,5.68421,8.12903
"35","2018_Q4",44.2842857142857,"Down",8.54e+08,-6.57e+08,1.97e+08,-9.1e+07,-7.4e+07,-1.7e+07,1.06e+08,-1.1e+07,-1.2e+07,-1.4e+07,2e+06,1e+06,9.5e+07,9.5e+07,4e+06,0,9.9e+07,9.9e+07,-1.1e+07,8.8e+07,8.8e+07,1.31e+08,1.31e+08,6.64e+08,4.82e+08,6.5e+07,6.5e+07,1.342e+09,1.248e+09,4.67e+08,9.6e+07,9.2e+07,6.8e+07,5.1e+07,1.6e+08,1.715e+09,3.057e+09,5.16e+08,2.5e+07,4.91e+08,3.48e+08,8.64e+08,6.3e+08,2.48e+08,1e+06,2.47e+08,8.78e+08,1.742e+09,6.2e+07,-7e+06,1.417e+09,-3.13e+08,1.185e+09,1.3e+08,1.315e+09,3.057e+09,9.9e+07,3.8e+07,-2.2e+07,-5.3e+07,6.2e+07,-5.8e+07,-5.8e+07,-5.8e+07,3e+06,-5.4e+07,-2.1e+07,4.4e+07,-2.6e+07,1.7e+07,-4.3e+07,-1.8e+07,-1e+07,-1e+07,-3.8e+07,-4.8e+07,1.44e+08,9.78e+08,2.9e+07,0.23068,0.12412,0.10304,0.06692,0.02879,0.32955,1.55324,1.32471,0.31992,1.42395,1.42395,13.81877,18.75405,0.46926,0.33981,0.0429,0.01141,0.23864,5.88194,7.99057
"36","2019_Q1",40.285737704918,"Down",8.5e+08,-6.39e+08,2.11e+08,-1.03e+08,-8.5e+07,-1.8e+07,1.08e+08,-7e+06,-1.1e+07,-1.3e+07,2e+06,4e+06,1.01e+08,1.01e+08,1e+06,0,1.02e+08,1.02e+08,-8e+06,9.4e+07,9.4e+07,1.75e+08,1.75e+08,6.37e+08,5.11e+08,6.3e+07,6.3e+07,1.386e+09,1.296e+09,5.62e+08,9.8e+07,9.3e+07,1.34e+08,5.2e+07,1.85e+08,1.858e+09,3.244e+09,6.42e+08,2.9e+07,6.13e+08,2.84e+08,9.26e+08,7.19e+08,2.94e+08,4.2e+07,2.52e+08,1.013e+09,1.939e+09,6.1e+07,-7e+06,1.417e+09,-3.17e+08,1.18e+09,1.25e+08,1.305e+09,3.244e+09,1.02e+08,3.2e+07,-5.1e+07,7.2e+07,1.55e+08,-3.6e+07,-6.2e+07,-6.2e+07,1e+06,-3.5e+07,-2e+07,2.7e+07,-7.9e+07,4e+06,-8.3e+07,-7.2e+07,4.8e+07,4.8e+07,-4e+06,4.4e+07,1.4e+08,1.003e+09,1.75e+08,0.24824,0.12706,0.11059,0.07203,0.02898,1.8617,1.49676,1.48582,0.30919,1.53094,1.53094,13.84365,18.79479,2.85016,0.32573,0.04381,0.06726,0.21277,5.91429,7.66667
"37","2019_Q2",40.5785714285714,"Up",8.21e+08,-6.55e+08,1.66e+08,-8.9e+07,-7.3e+07,-1.6e+07,7.7e+07,-7e+06,-1.3e+07,-1.5e+07,2e+06,6e+06,7e+07,7e+07,7e+06,670720.880334396,7.7e+07,7.7e+07,-8e+06,6.9e+07,6.9e+07,1.42e+08,1.42e+08,5.88e+08,5.89e+08,6.2e+07,6.2e+07,1.381e+09,1.298e+09,5.76e+08,9.4e+07,9e+07,1.51e+08,4.9e+07,1.92e+08,1.874e+09,3.255e+09,5.35e+08,1.4e+07,5.21e+08,5.2e+08,1.055e+09,6.71e+08,2.53e+08,4.2e+07,2.11e+08,9.24e+08,1.979e+09,6e+07,-7e+06,1.41e+09,-3.2e+08,1.143e+09,1.33e+08,1.276e+09,3.255e+09,7.7e+07,3.5e+07,-1.2e+07,-1.39e+08,-3.9e+07,-5.4e+07,-5.4e+07,-5.4e+07,-511631.249030946,-5.4e+07,-2e+07,1.92e+08,-6.2e+07,-1575378.92899939,-6.2e+07,7.4e+07,-1.9e+07,-1.9e+07,-1.4e+07,-3.3e+07,1.12e+08,1.191e+09,-8.8e+07,0.20219,0.09379,0.08404,0.05408,0.0212,-1.27536,1.309,1.55094,0.3659,1.15192,1.14809,13.70618,19.0818,-1.46912,0.33389,0.03272,-0.03235,0.28986,9.36607,13.62338
"38","2019_Q3",39.2346875,"Down",8.44e+08,-6.66e+08,1.78e+08,-8.5e+07,-7e+07,-1.5e+07,9.3e+07,-2.4e+07,-1.2e+07,-1.4e+07,2e+06,-1.2e+07,6.9e+07,4.9e+07,-2e+07,1235429.60704346,2.9e+07,2.9e+07,-6e+06,2.3e+07,2.3e+07,1.76e+08,1.76e+08,5.55e+08,5.54e+08,2.38e+08,5.9e+07,1.523e+09,1.297e+09,4.52e+08,9.3e+07,9.1e+07,1.58e+08,3.8e+07,7.2e+07,1.749e+09,3.272e+09,5.31e+08,2e+06,5.29e+08,5.81e+08,1.133e+09,6.72e+08,2.35e+08,4.2e+07,1.93e+08,9.07e+08,2.04e+09,5.9e+07,-7e+06,1.367e+09,-3.15e+08,1.104e+09,1.28e+08,1.232e+09,3.272e+09,2.9e+07,3.8e+07,2.6e+07,-3e+06,9e+07,-4.3e+07,-4.3e+07,-4.3e+07,-1e+06,-4.4e+07,-2e+07,5.9e+07,-4.9e+07,1e+06,-5e+07,-1.6e+07,3e+07,3e+07,4000000.00000001,3.4e+07,1.31e+08,1.253e+09,1.05e+08,0.2109,0.11019,0.02725,0.01867,0.00703,4.56522,1.34422,1.65584,0.38295,0.38917,0.38786,14.28088,18.6802,1.77665,0.33841,0.01581,0.0386,0.86957,8.22137,11.58065
"39","2019_Q4",42.56171875,"Up",8.45e+08,-6.75e+08,1.7e+08,-8.1e+07,-6.5e+07,-1.6e+07,8.9e+07,-1.2e+07,-1.2e+07,-1.4e+07,2e+06,0,7.7e+07,6.9e+07,-3e+07,1e+06,4e+07,4e+07,-8e+06,3.2e+07,3.2e+07,1.47e+08,1.47e+08,6.11e+08,5.18e+08,5.9e+07,5.9e+07,1.335e+09,1.336e+09,4.48e+08,1e+08,9.2e+07,1.46e+08,3.9e+07,7.1e+07,1.784e+09,3.119e+09,5.56e+08,3e+06,5.53e+08,88999999.9999999,6.45e+08,1.017e+09,2.31e+08,4e+07,1.91e+08,1.248e+09,1.893e+09,5.8e+07,-6e+06,1.351e+09,-3.11e+08,1.092e+09,1.34e+08,1.226e+09,3.119e+09,4e+07,3.7e+07,2.1e+07,1.7e+07,1.15e+08,-5.8e+07,-5.8e+07,-5.8e+07,-4e+06,6.5e+07,-2e+07,-1.47e+08,-3.1e+07,1e+06,-3.2e+07,-2.04e+08,-2.4e+07,-2.4e+07,-5e+06,-2.9e+07,1.26e+08,1.106e+09,1.15e+08,0.20118,0.10533,0.03787,0.0261,0.01026,3.59375,2.06977,1.54405,0.3546,0.54889,0.54983,14.494,18.7307,1.97256,0.34305,0.02029,0.04487,0.625,7.61111,10.77528
"40","2020_Q1",35.1724193548387,"Down",8.27e+08,-6.56e+08,1.71e+08,-9.5e+07,-8.2e+07,-1.3e+07,7.6e+07,-8e+06,-1.3e+07,-1.6e+07,3e+06,5e+06,6.8e+07,6.7e+07,-2.7e+07,0,4e+07,4e+07,-7e+06,3.3e+07,3.3e+07,1.69e+08,1.69e+08,5.3e+08,4.66e+08,4.5e+07,4.5e+07,1.21e+09,1.348e+09,4.46e+08,9.6e+07,9e+07,1.63e+08,3.9e+07,5.8e+07,1.794e+09,3.004e+09,5.59e+08,2.2e+07,5.37e+08,4e+07,5.99e+08,1.024e+09,2.47e+08,4.1e+07,2.06e+08,1.271e+09,1.87e+09,5.7e+07,-5e+06,1.337e+09,-3.91e+08,9.98e+08,1.36e+08,1.134e+09,3.004e+09,4e+07,3.8e+07,-6e+06,1.25e+08,1.97e+08,-6.9e+07,-6.9e+07,-6.9e+07,3e+06,-6.1e+07,-2e+07,-6.8e+07,-2.7e+07,2e+06,-2.9e+07,-9e+07,4.6e+07,4.6e+07,-2.4e+07,2.2e+07,1.14e+08,1.064e+09,1.97e+08,0.20677,0.0919,0.0399,0.0291,0.01099,5.9697,2.02003,1.64903,0.35419,0.57391,0.57292,14.38261,17.35652,3.42609,0.34783,0.02168,0.08057,0.60606,7.85088,11.77632
"41","2020_Q2",31.2601587301587,"Down",7.27e+08,-5.86e+08,1.41e+08,-7.8e+07,-6.4e+07,-1.4e+07,6.3e+07,-1.3e+07,-1.1e+07,-1.4e+07,3e+06,-2e+06,5e+07,5e+07,-4e+06,283103.951531166,4.6e+07,4.6e+07,-5e+06,4.1e+07,4.1e+07,1.73e+08,1.73e+08,4.85e+08,4.79e+08,5.9e+07,5.9e+07,1.196e+09,1.395e+09,5.6e+08,9.7e+07,9.2e+07,1.61e+08,3.9e+07,1.71e+08,1.955e+09,3.151e+09,5.63e+08,1.9e+07,5.44e+08,1.1e+07,5.74e+08,1.095e+09,3.3e+08,4.1e+07,2.89e+08,1.425e+09,1.999e+09,5.7e+07,-5e+06,1.329e+09,-3.54e+08,1.027e+09,1.25e+08,1.152e+09,3.151e+09,4.6e+07,3.9e+07,-4e+06,2.4e+07,1.05e+08,-6.8e+07,-6.8e+07,-6.8e+07,-1e+06,-7.7e+07,-2e+07,2e+07,-3.3e+07,1e+06,-3.4e+07,-4.4e+07,-1.6e+07,-1.6e+07,2e+07,4e+06,1.02e+08,1.106e+09,6.2e+07,0.19395,0.08666,0.0564,0.03559,0.01301,1.5122,2.08362,1.73524,0.351,0.72056,0.7193,12.7768,18.04921,1.08963,0.35149,0.02357,0.02396,0.4878,9.14706,14.80952
"42","2020_Q3",35.8165625,"Up",7.1e+08,-5.57e+08,1.53e+08,-1.28e+08,-1.14e+08,-1.4e+07,2.5e+07,-1.2e+07,-1.1e+07,-1.4e+07,3e+06,-1e+06,1.3e+07,1.2e+07,-1e+07,1e+06,2999999.99999999,3e+06,-4e+06,-1e+06,-1e+06,1.42e+08,1.42e+08,4.62e+08,4.69e+08,9.8e+07,9.8e+07,1.171e+09,1.369e+09,5.57e+08,8.7e+07,8.2e+07,1.81e+08,3.6e+07,1.71e+08,1.926e+09,3.097e+09,5.56e+08,2.6e+07,5.3e+08,7e+06,5.63e+08,1.19e+09,3.09e+08,4.1e+07,2.68e+08,1.499e+09,2.062e+09,5.6e+07,-4e+06,1.302e+09,-4.29e+08,9.25e+08,1.1e+08,1.035e+09,3.097e+09,3e+06,3.9e+07,-1.2e+07,-6e+06,2.4e+07,-5.1e+07,-5.1e+07,-5.1e+07,2e+06,-4.9e+07,-2e+07,9.4e+07,-8e+06,2e+06,-1e+07,5.4e+07,2.9e+07,2.9e+07,-2.5e+07,4e+06,6.4e+07,1.197e+09,1.7e+07,0.21549,0.03521,-0.00141,-0.00097,-0.00032,-17,2.07993,1.99227,0.3865,-0.0177000000000002,-0.01767,12.56637,16.37168,0.30088,0.35398,0.00748,0.00669,-20,16.48438,42.2
"43","2020_Q4",39.48328125,"Up",5.18e+08,-4.49e+08,6.9e+07,-6.5e+07,-5.2e+07,-1.3e+07,4e+06,-1.5e+07,-1.2e+07,-1.3e+07,1e+06,-3e+06,-1.1e+07,-1.1e+07,5e+06,1e+06,-5e+06,-5e+06,-1e+06,-6e+06,-6e+06,1.62e+08,1.62e+08,3.62e+08,3.93e+08,6.6e+07,6.6e+07,9.83e+08,1.412e+09,6.24e+08,1.02e+08,1.3e+08,1.81e+08,3.6e+07,1.75e+08,2.036e+09,3.019e+09,4.74e+08,1.4e+07,4.6e+08,2e+07,4.94e+08,1.164e+09,3.18e+08,4.1e+07,2.77e+08,1.482e+09,1.976e+09,5.7e+07,-4e+06,1.277e+09,-4e+08,9.3e+08,1.13e+08,1.043e+09,3.019e+09,-5e+06,3.9e+07,4e+06,1.11e+08,1.49e+08,-4.3e+07,-4.3e+07,-4.3e+07,1e+06,-1.26e+08,-2e+07,-2.4e+07,0,0,1.86264514923096e-09,-4.7e+07,-2.4e+07,-2.4e+07,9e+06,-1.5e+07,4.3e+07,1.184e+09,1.06e+08,0.1332,0.00772,-0.01158,-0.00574999999999997,-0.00199,-17.66667,1.98988,1.89453,0.39218,-0.10582,-0.10619,9.1358,16.40212,1.86949,0.35273,0.00549999999999999,0.04165,-3.33333,23.76744,255.5
"44","2021_Q1",47.2570491803279,"Up",6.59e+08,-5.22e+08,1.37e+08,-7.8e+07,-6.2e+07,-1.6e+07,5.9e+07,-1.4e+07,-1.1e+07,-11956549.6688905,-7e+06,-3e+06,4.5e+07,-8.4e+07,-1.82e+08,1e+06,-2.65e+08,-2.65e+08,-7e+06,-2.72e+08,-2.72e+08,1.51e+08,1.51e+08,4.18e+08,3.59e+08,5e+07,5e+07,9.78e+08,1.314e+09,4.89e+08,1.03e+08,1.34e+08,5.3e+07,3.9e+07,1.6e+08,1.803e+09,2.781e+09,5.08e+08,2e+07,4.88e+08,2.1e+07,5.29e+08,1.094e+09,3.44e+08,5.8e+07,2.86e+08,1.438e+09,1.967e+09,5.7e+07,-4e+06,9.89e+08,-3.51e+08,6.91e+08,1.23e+08,8.14e+08,2.781e+09,-2.65e+08,4.1e+07,2.9e+08,3.3e+07,9.9e+07,-3.8e+07,-32909461.6413569,-32909461.6413569,2e+06,-3.6e+07,-2e+07,-7.5e+07,0,4.65661287307739e-10,0,-9.5e+07,-3.2e+07,-3.2e+07,2.1e+07,-1.1e+07,1e+08,1.115e+09,2.77e+08,0.20789,0.08953,-0.41275,-0.33415,-0.09781,-1.01838,1.84877,2.41646,0.40093,-4.83126,-4.83126,11.70515,12.27353,4.92007,0.35524,-0.11087,0.12187,-0.0735300000000034,9.64,16.33898
"45","2021_Q2",56.6619047619048,"Up",7.46e+08,-5.53e+08,1.93e+08,-7.5e+07,-6.1e+07,-1.4e+07,1.18e+08,-1.9e+07,-1e+07,-1.2e+07,2e+06,-9e+06,9.9e+07,9.9e+07,-2.9e+07,623111.863434015,7e+07,7e+07,-1e+07,6e+07,6e+07,1.47e+08,1.47e+08,5.13e+08,4.03e+08,6.2e+07,6.2e+07,1.125e+09,1.353e+09,5.02e+08,1.07e+08,1.42e+08,5.1e+07,4.1e+07,1.61e+08,1.855e+09,2.98e+09,5.49e+08,2.8e+07,5.21e+08,2.1e+07,5.7e+08,1.085e+09,3.63e+08,5.8e+07,3.05e+08,1.448e+09,2.018e+09,5.7e+07,-4e+06,1.032e+09,-2.62e+08,8.23e+08,1.39e+08,9.62e+08,2.98e+09,7e+07,3.9e+07,1.3e+07,-1.01e+08,2.1e+07,-2.9e+07,-2.9e+07,-2.9e+07,3316215.75510246,-2.9e+07,-2e+07,-1.6e+07,-1e+06,1e+06,-2e+06,-3.8e+07,-4.6e+07,-4.6e+07,4.2e+07,-4e+06,1.57e+08,1.106e+09,5.6e+07,0.25871,0.15818,0.08043,0.06237,0.02013,0.93333,1.97368,2.09771,0.37114,1.06195,1.06007,13.20354,14.56637,0.99115,0.35398,0.03291,0.02304,0.33333,6.10828,8.12711999999997
"46","2021_Q3",51.83328125,"Down",8.42e+08,-6.28e+08,2.14e+08,-8.6e+07,-7.1e+07,-1.5e+07,1.28e+08,-1e+07,-1.1e+07,-1.3e+07,2e+06,1e+06,1.18e+08,1.18e+08,-3.4e+07,1e+06,8.5e+07,85000000.0000001,-1e+07,7.5e+07,7.5e+07,1.46e+08,1.46e+08,5.78e+08,4.36e+08,6.4e+07,6.4e+07,1.224e+09,1.334e+09,4.89e+08,1.03e+08,1.39e+08,5e+07,4e+07,1.57e+08,1.823e+09,3.047e+09,5.95e+08,3.3e+07,5.62e+08,5.2e+07,6.47e+08,1.087e+09,3.66e+08,5.8e+07,3.08e+08,1.453e+09,2.1e+09,5.7e+07,-4e+06,1.094e+09,-3.36e+08,8.11e+08,1.36e+08,9.47e+08,3.047e+09,85000000.0000001,3.8e+07,2.3e+07,-8.1e+07,6.5e+07,-4e+07,-4e+07,-4e+07,3e+06,-3.7e+07,-2e+07,3e+07,1e+06,1e+06,0,1.1e+07,3.9e+07,3.9e+07,-3.6e+07,3e+06,1.66e+08,1.139e+09,7.9e+07,0.25416,0.15202,0.08907,0.0792,0.02461,1.05333,1.89181,2.21753,0.37381,1.32275,1.32042,14.85009,14.30335,1.3933,0.35273,0.03874,0.03222,0.26667,5.98193,7.75781
"47","2021_Q4",53.68078125,"Up",9.17e+08,-7.03e+08,2.14e+08,-8e+07,-6.8e+07,-1.2e+07,1.34e+08,-1.1e+07,-1e+07,-1.2e+07,2e+06,-1e+06,1.23e+08,1.23e+08,-3e+07,2e+06,9.5e+07,9.5e+07,-9e+06,8.6e+07,8.6e+07,1.73e+08,1.73e+08,6.33e+08,4.87e+08,7.7e+07,7.7e+07,1.37e+09,1.359e+09,4.96e+08,1.03e+08,1.42e+08,4.6e+07,4.1e+07,1.64e+08,1.855e+09,3.225e+09,6.36e+08,3.4e+07,6.02e+08,6.8e+07,7.04e+08,1.088e+09,3.39e+08,5.8e+07,2.81e+08,1.427e+09,2.131e+09,5.7e+07,-4e+06,1.169e+09,-2.67e+08,9.55e+08,1.39e+08,1.094e+09,3.225e+09,9.5e+07,4e+07,0,-6.4e+07,7.1e+07,-4.6e+07,-4.6e+07,-4.6e+07,2e+06,-4.4e+07,-2e+07,1.5e+07,3e+06,3e+06,-2.3283064365387e-10,-2.1e+07,6e+06,6e+06,1.7e+07,2.3e+07,1.74e+08,1.156e+09,9.4e+07,0.23337,0.14613,0.09378,0.07861,0.02667,1.09302,1.94602,1.9479,0.35845,1.51943,1.51675,16.20141,16.87279,1.66078,0.35336,0.04094,0.03631,0.23256,5.64943,7.33582
"48","2022_Q1",64.805,"Up",9.04e+08,-7.26e+08,1.78e+08,-1.04e+08,-8.9e+07,-1.5e+07,7.4e+07,-8e+06,-1e+07,-6452505.40257241,-6e+06,2e+06,6.6e+07,6.6e+07,-3e+07,0,3.6e+07,3.6e+07,-7e+06,2.9e+07,2.9e+07,1.68e+08,1.68e+08,6.45e+08,5.23e+08,8.9e+07,8.9e+07,1.425e+09,1.376e+09,4.65e+08,1e+08,1.4e+08,5.3e+07,28645757.3632421,1.72e+08,1.881e+09,3.306e+09,7.02e+08,3.5e+07,6.67e+08,4.45e+08,1.147e+09,7.17e+08,3.52e+08,7.3e+07,2.79e+08,1.069e+09,2.216e+09,8.1e+07,-4e+06,1.159e+09,-2.89e+08,9.47e+08,1.43e+08,1.09e+09,3.306e+09,3.6e+07,4.3e+07,1.9e+07,1999999.99999999,1e+08,-8e+07,-31235489.8352181,-31235489.8352181,4e+06,-7.6e+07,-2e+07,6999999.99999999,9.31322574615479e-10,1e+06,-1e+06,-1.2e+07,1.2e+07,1.2e+07,-1.5e+07,-3e+06,1.17e+08,1.162e+09,6.9e+07,0.1969,0.08186,0.03208,0.02661,0.00877,2.37931,1.24237,2.03303,0.35148,0.51237,0.51146,15.97173,16.73145,1.21908,0.35336,0.01882,0.0265,0.68966,8.49573,13.43243
