"","YQ","p","d","revenue","cost_of_revenue","gross_profit","operating_expenses","selling_general_administrative","depreciation_amortization","operating_income_loss","non_operating_income_loss","interest_expense_net","other_non_operating_income_loss","pretax_income_loss_adj","pretax_income_loss","income_tax_expense_benefit_net","income_loss_from_continuing_operations","income_loss_incl_minority_interest","net_income","net_income_common","cash_cash_equivalents_short_term_investments","cash_cash_equivalents","short_term_investments","accounts_notes_receivable","accounts_receivable_net","other_short_term_assets","misc_short_term_assets","total_current_assets","property_plant_equipment_net","other_long_term_assets","intangible_assets","goodwill","deferred_tax_assets_long_term","misc_long_term_assets","total_noncurrent_assets","total_assets","payables_accruals","accounts_payable","other_payables_accruals","other_short_term_liabilities","deferred_revenue_short_term","total_current_liabilities","other_long_term_liabilities","deferred_tax_liabilities_long_term","misc_long_term_liabilities","total_noncurrent_liabilities","total_liabilities","preferred_equity","share_capital_additional_paid_in_capital","additional_paid_in_capital","retained_earnings","other_equity","equity_before_minority_interest","total_equity","total_liabilities_equity","net_income_starting_line","depreciation_amortization_2","non_cash_items","stock_based_compensation","deferred_income_taxes","other_non_cash_adjustments","change_in_working_capital","change_in_accounts_receivable","change_in_accounts_payable","change_in_other","net_cash_from_operating_activities","change_in_fixed_assets_intangibles","acquisition_of_fixed_assets_intangibles","purchase_of_fixed_assets","net_change_in_long_term_investment","increase_in_long_term_investment","net_cash_from_acquisitions_divestitures","net_cash_from_other_acquisitions","net_cash_from_investing_activities","cash_from_repurchase_of_equity","increase_in_capital_stock","decrease_in_capital_stock","net_cash_from_financing_activities","net_cash_before_disc_operations_and_fx","net_cash_before_fx","effect_of_foreign_exchange_rates","net_change_in_cash","ebitda","total_debt","free_cash_flow","gross_profit_margin","operating_margin","net_profit_margin","return_on_equity","return_on_assets","free_cash_flow_to_net_income","current_ratio","liabilities_to_equity_ratio","debt_ratio","earnings_per_share_basic","earnings_per_share_diluted","sales_per_share","equity_per_share","free_cash_flow_per_share","piotroski_f_score","return_on_invested_capital","cash_return_on_invested_capital","net_debt_ebitda","net_debt_ebit"
"25","2016_Q2",56.02390625,"Up",3.202e+09,-1.915e+09,1.287e+09,-7.33e+08,-6.46e+08,-8.7e+07,5.54e+08,2.6e+07,2.6e+07,0,5.8e+08,5.89e+08,-1.48e+08,4.41e+08,4.41e+08,4.41e+08,4.41e+08,4451700000,1523800000,2927900000,2319100000,2319100000,800100000,800100000,7570900000,1.27e+09,3.895e+09,862300000,2461800000,2.95e+08,275900000,5.165e+09,12735900000,1538300000,213200000,1325100000,349600000,349600000,2050400000,214800000,9100000,138100000,1073200000,3123600000,0,307500000,301400000,9366400000,-61600000,9612300000,9612300000,12735900000,4.41e+08,8.8e+07,1.26e+08,5.4e+07,6.9e+07,3e+06,-5.83e+08,-5.5e+07,4.8e+07,-5.76e+08,7.2e+07,-6.4e+07,-6.4e+07,-6.4e+07,-9.4e+07,-1.096e+09,-7e+07,-7e+07,-2.28e+08,-2.08e+08,4.9e+07,-2.57e+08,-4.71e+08,-6.27e+08,-6.27e+08,2.6e+07,-6.01e+08,6.42e+08,1020900000,1.43e+08,0.40194,0.17302,0.13773,0.04588,0.03463,0.32426,3.6924,0.32496,0.08016,0.72533,0.72082,5.26645,15.8097,0.2352,6,0.04065,0.01318,-5.34393,-6.19278
"26","2016_Q3",52.745,"Down",3.37e+09,-2.038e+09,1.332e+09,-7.41e+08,-6.54e+08,-8.7e+07,5.91e+08,2.4e+07,2.3e+07,1e+06,6.15e+08,5.95e+08,-3.43e+08,2.52e+08,2.52e+08,2.52e+08,2.52e+08,4481200000,1684500000,2796700000,2427400000,2427400000,850300000,850300000,7758900000,1287400000,4034200000,961400000,2457900000,328700000,286200000,5381200000,13140100000,1729500000,164500000,1.565e+09,321700000,321700000,2.12e+09,317200000,3e+06,138600000,1157200000,3277200000,0,339800000,333700000,9618800000,-95700000,9862900000,9862900000,13140100000,2.52e+08,9.3e+07,3e+07,6.2e+07,-4.3e+07,1.1e+07,-8999999.99999988,-1.32e+08,-4.2e+07,1.65e+08,3.66e+08,-7.5e+07,-7.5e+07,-7.5e+07,1.24e+08,-1.837e+09,-8.1e+07,-8.1e+07,-3.2e+07,-3.6e+07,4.2e+07,-7.8e+07,-1.5e+08,1.84e+08,1.84e+08,-2.4e+07,1.6e+08,6.84e+08,908800000,9.43e+08,0.39525,0.17537,0.07478,0.02555,0.01918,3.74206,3.65986,0.33228,0.06916,0.41577,0.41393,5.56014,16.27273,1.55585,6,0.02273,0.08504,-5.22281,-6.04467
"27","2016_Q4",49.6180952380952,"Down",3.453e+09,-2.077e+09,1.376e+09,-7.93e+08,-7.01e+08,-9.2e+07,5.83e+08,2.3e+07,2.2e+07,1e+06,6.06e+08,6.13e+08,-1.7e+08,4.44e+08,4.44e+08,4.44e+08,4.44e+08,4858600000,1550300000,3308300000,2492100000,2492100000,849100000,849100000,8199800000,1323300000,4.133e+09,936900000,2.482e+09,385300000,328800000,5516900000,13716700000,1.944e+09,171500000,1772500000,281700000,281700000,2300700000,302100000,3700000,140100000,1123700000,3424400000,0,285300000,279200000,10063200000,-56200000,10292300000,10292300000,13716700000,4.44e+08,9.7e+07,-1.6e+07,4.9e+07,-7e+07,5e+06,7.8e+07,-7.4e+07,6e+06,1.46e+08,6.03e+08,-7.4e+07,-7.4e+07,-7.4e+07,-4.76e+08,-1.254e+09,-3.4e+07,-3.4e+07,-6.13e+08,-1.13e+08,4.4e+07,-1.57e+08,-1.27e+08,-1.37e+08,-1.37e+08,3e+06,-1.34e+08,6.8e+08,896600000,8.54e+08,0.39849,0.16884,0.12858,0.04314,0.03237,1.92342,3.56405,0.33271,0.06537,0.73243,0.72966,5.69614,16.97839,1.40878,7,0.03864,0.07432,-5.82647,-6.79588
"28","2017_Q1",53.3033870967742,"Up",3.462e+09,-2.078e+09,1.384e+09,-8.23e+08,-7.3e+08,-9.3e+07,5.61e+08,2.5e+07,2.5e+07,2.3283064365387e-10,5.86e+08,5.6e+08,-1.44e+08,4.16e+08,4.16e+08,4.16e+08,4.16e+08,5.169e+09,2.034e+09,3.135e+09,2.556e+09,2.556e+09,8.75e+08,8.75e+08,8.6e+09,1.311e+09,4.289e+09,9.51e+08,2.554e+09,4.25e+08,3.59e+08,5.662e+09,1.4262e+10,2.031e+09,1.75e+08,1.856e+09,3.06e+08,3.06e+08,2.418e+09,3.19e+08,6e+06,1.62e+08,1.116e+09,3.534e+09,0,3.64e+08,3.58e+08,1.0478e+10,-1.14e+08,1.0728e+10,1.0728e+10,1.4262e+10,4.16e+08,1.01e+08,2e+07,5.2e+07,-4.7e+07,1.5e+07,4.3e+07,-6.9e+07,-6e+06,1.18e+08,5.8e+08,-8.7e+07,-8.7e+07,-8.7e+07,1.17e+08,-9.82e+08,-1.49e+08,-1.49e+08,-90000000.0000001,2.1e+07,4.1e+07,-2e+07,29000000.0000001,5.19e+08,5.19e+08,-3.5e+07,4.84e+08,6.62e+08,8.78e+08,7.62e+08,0.39977,0.16205,0.12016,0.03878,0.02917,1.83173,3.55666,0.32942,0.06156,0.68455,0.68096,5.69689,17.65345,1.25391,6,0.03488,0.0639,-6.48187,-7.64884
"29","2017_Q2",58.974126984127,"Up",3.546e+09,-2.194e+09,1.352e+09,-7.82e+08,-6.86e+08,-9.6e+07,5.7e+08,2.7e+07,2.6e+07,1e+06,5.97e+08,6.49e+08,-9.2e+07,5.57e+08,5.57e+08,5.57e+08,5.57e+08,4.274e+09,1.308e+09,2.966e+09,2.644e+09,2.644e+09,9.24e+08,9.24e+08,7.842e+09,1.306e+09,4.371e+09,9.23e+08,2.563e+09,4.58e+08,4.27e+08,5.787e+09,1.3629e+10,1.751e+09,1.89e+08,1.562e+09,3.97e+08,3.97e+08,2.585e+09,2.89e+08,6e+06,1.55e+08,1.061e+09,3.646e+09,0,6.5e+07,5.9e+07,9.935e+09,-1.7e+07,9.983e+09,9.983e+09,1.3629e+10,5.57e+08,1.04e+08,1.7e+07,5.4e+07,9e+06,-4.6e+07,-4.01e+08,-8.6e+07,1.3e+07,-3.28e+08,2.77e+08,-6.6e+07,-6.6e+07,-6.6e+07,1.63e+08,-1.584e+09,-6e+06,-6e+06,9.1e+07,-1.453e+09,6.1e+07,-1.514e+09,-1.124e+09,-7.56e+08,-7.56e+08,3e+07,-7.26e+08,6.74e+08,1.209e+09,2.99e+08,0.38127,0.16074,0.15708,0.05579,0.04087,0.5368,3.03366,0.36522,0.08871,0.92066,0.91763,5.86116,16.50083,0.49421,6,0.04851,0.02604,-4.54748,-5.37719
"30","2017_Q3",65.3309523809524,"Up",3.67e+09,-2.261e+09,1.409e+09,-8.03e+08,-7.09e+08,-9.4e+07,6.06e+08,2.4e+07,2.5e+07,-1e+06,6.3e+08,6.35e+08,-1.65e+08,4.7e+08,4.7e+08,4.7e+08,4.7e+08,4.378e+09,1.157e+09,3.221e+09,2.68e+09,2.68e+09,1.041e+09,1.041e+09,8.099e+09,1.284e+09,4.357e+09,8.94e+08,2.576e+09,4.57e+08,4.3e+08,5.839e+09,1.3938e+10,1.834e+09,1.79e+08,1.655e+09,3.37e+08,3.37e+08,2.415e+09,2.93e+08,5e+06,1.55e+08,1.04e+09,3.455e+09,2.77555756156289e-17,1.34e+08,1.28e+08,1.0316e+10,3.3e+07,1.0483e+10,1.0483e+10,1.3938e+10,4.7e+08,1.03e+08,5.4e+07,5.5e+07,-1e+06,0,-1.06e+08,-1.7e+07,-1.1e+07,-78000000.0000001,5.21e+08,-6e+07,-6e+07,-6e+07,2.83e+08,-2.51e+08,0,-1.49011611938477e-08,-3.89e+08,1.3e+07,4.3e+07,-29999999.9999998,-2.97e+08,-1.65e+08,-1.65e+08,1.4e+07,-1.51e+08,7.09e+08,9.91e+08,7.08e+08,0.38392,0.16512,0.12807,0.04483,0.03372,1.50638,3.35362,0.32958,0.0711,0.79796,0.79526,6.2309,17.79796,1.20204,7,0.04751,0.06017,-4.77715,-5.58911
"31","2017_Q4",68.1195238095238,"Up",3.766e+09,-2.337e+09,1.429e+09,-7.81e+08,-6.74e+08,-1.07e+08,6.48e+08,2.6e+07,2.8e+07,-2e+06,6.74e+08,6.58e+08,-1.64e+08,4.95e+08,4.95e+08,4.95e+08,4.95e+08,4.713e+09,1.577e+09,3.136e+09,2.889e+09,2.889e+09,9.55e+08,9.55e+08,8.557e+09,1.304e+09,4.457e+09,9.57e+08,2.608e+09,4.64e+08,4.28e+08,6.023e+09,1.458e+10,2.167e+09,1.86e+08,1.981e+09,3.33e+08,3.33e+08,2.6e+09,2.78e+08,5e+06,1.59e+08,1.001e+09,3.601e+09,0,2.14e+08,2.08e+08,1.0721e+10,4.4e+07,1.0979e+10,1.0979e+10,1.458e+10,4.95e+08,1.14e+08,7e+06,5.2e+07,-5.4e+07,9e+06,1.57e+08,-1.81e+08,-7e+06,3.45e+08,7.73e+08,-7.8e+07,-7.8e+07,-7.8e+07,2.15e+08,-6.91e+08,-6.6e+07,-6.6e+07,-1.24e+08,2.9e+07,4.2e+07,-1.3e+07,-2.31e+08,4.18e+08,4.18e+08,2e+06,4.2e+08,7.62e+08,8.23e+08,1.005e+09,0.37945,0.17207,0.13144,0.04509,0.03395,2.0303,3.29115,0.32799,0.05645,0.83898,0.83615,6.38305,18.60847,1.70339,7,0.04843,0.0832,-5.10499,-6.00309
"32","2018_Q1",73.8404918032787,"Up",3.828e+09,-2.36e+09,1.468e+09,-8.11e+08,-7e+08,-1.11e+08,6.57e+08,3e+07,3.1e+07,-1e+06,6.87e+08,7.13e+08,-7.32e+08,-18000000.0000001,-18000000.0000001,-18000000.0000001,-18000000.0000001,5.056e+09,1.925e+09,3.131e+09,2.865e+09,2.865e+09,1.19e+09,1.19e+09,9.111e+09,1.324e+09,4.551e+09,9.81e+08,2.704e+09,4.18e+08,4.48e+08,6.11e+09,1.5221e+10,2.281e+09,2.1e+08,2.071e+09,3.83e+08,3.83e+08,2.839e+09,1.015e+09,1.46e+08,7.65e+08,1.713e+09,4.552e+09,4.44089209850063e-16,5.5e+07,4.9e+07,1.0544e+10,7e+07,1.0669e+10,1.0669e+10,1.5221e+10,-18000000.0000001,1.22e+08,1.96e+08,6e+07,1.7e+08,-3.4e+07,5.36e+08,3.5e+07,2.1e+07,4.8e+08,8.36e+08,-8e+07,-8e+07,-8e+07,7.4e+07,-9.79e+08,-1.44e+08,-1.44e+08,-1.6e+08,-2.89e+08,4.3e+07,-3.32e+08,-3.33e+08,3.43e+08,3.43e+08,5e+06,3.48e+08,7.79e+08,8.73e+08,1.967e+09,0.38349,0.17163,-0.00470000000000001,-0.00168999999999999,-0.00117999999999999,-109.27778,3.20923,0.42666,0.05735,-0.03061,-0.03051,6.5102,18.14456,3.34524,5,0.00541999999999999,0.15665,-5.3697,-6.36682
"33","2018_Q2",73.64859375,"Down",3.912e+09,-2.401e+09,1.511e+09,-8.18e+08,-7.11e+08,-1.07e+08,6.93e+08,3.5e+07,3.5e+07,0,7.28e+08,6.97e+08,-1.77e+08,5.2e+08,5.2e+08,5.2e+08,5.2e+08,4.83e+09,1.44e+09,3.39e+09,3.145e+09,3.145e+09,1.015e+09,1.015e+09,8.99e+09,1.333e+09,4.639e+09,9.55e+08,2.713e+09,3.94e+08,5.77e+08,6.055e+09,1.5045e+10,2.009e+09,2.93e+08,1.716e+09,3.6e+08,3.6e+08,2.469e+09,9.15e+08,1.13e+08,7.32e+08,1.588e+09,4.057e+09,0,6.9e+07,6.3e+07,1.0856e+10,6.3e+07,1.0988e+10,1.0988e+10,1.5045e+10,5.2e+08,1.17e+08,8.6e+07,5.9e+07,2e+06,2.5e+07,-3.35e+08,-2.73e+08,8.6e+07,-1.48e+08,3.88e+08,-9.6e+07,-9.6e+07,-9.6e+07,-7.9e+07,-3.31e+08,-1e+06,-1e+06,-2.27e+08,-2.56e+08,6e+07,-3.16e+08,-4.88e+08,-3.27e+08,-3.27e+08,1e+06,-3.26e+08,8.1e+08,7.73e+08,5.56e+08,0.38625,0.17715,0.13292,0.04732,0.03456,1.06923,3.64115,0.36922,0.05138,0.88586,0.88285,6.6644,18.71891,0.94719,7,0.05033,0.04386,-5.00864,-5.85426
"34","2018_Q3",73.4592063492064,"Down",4.006e+09,-2.417e+09,1.589e+09,-9.19e+08,-8.05e+08,-1.14e+08,6.7e+08,3.3e+07,3.3e+07,0,7.03e+08,6.23e+08,-1.68e+08,4.56e+08,4.56e+08,4.56e+08,4.56e+08,4.247e+09,9.01e+08,3.346e+09,3.204e+09,3.204e+09,8.52e+08,8.52e+08,8.303e+09,1.345e+09,5.078e+09,1.06e+09,3.036e+09,3.67e+08,6.15e+08,6.503e+09,1.4806e+10,2.129e+09,2.17e+08,1.912e+09,3.08e+08,3.08e+08,2.537e+09,9.72e+08,1.45e+08,7.5e+08,1.621e+09,4.158e+09,0,6.1e+07,5.5e+07,1.0681e+10,-9.4e+07,1.0648e+10,1.0648e+10,1.4806e+10,4.56e+08,1.23e+08,1.99e+08,7.1e+07,4.9e+07,7.9e+07,-1.38e+08,-5.7e+07,-8.9e+07,8e+06,6.4e+08,-9.1e+07,-9.1e+07,-9.1e+07,6.6e+07,-7.93e+08,-4.77e+08,-4.77e+08,-5.84e+08,-5.91e+08,4.2e+07,-6.33e+08,-7.34e+08,-6.78e+08,-6.78e+08,-2e+07,-6.98e+08,7.93e+08,7.49e+08,7.32e+08,0.39666,0.16725,0.11383,0.04282,0.0308,1.60526,3.27276,0.3905,0.05059,0.77949,0.77816,6.84786,18.20171,1.25128,7,0.04641,0.05918,-4.4111,-5.2209
"35","2018_Q4",65.4953968253968,"Down",4.078e+09,-2.48e+09,1.598e+09,-8.53e+08,-7.34e+08,-1.19e+08,7.45e+08,3.9e+07,4.1e+07,-2e+06,7.84e+08,6.62e+08,-1.85e+08,4.77e+08,4.77e+08,4.77e+08,4.77e+08,4.763e+09,1.339e+09,3.424e+09,3.187e+09,3.187e+09,7.77e+08,7.77e+08,8.727e+09,1.362e+09,5.092e+09,1.021e+09,3.037e+09,3.91e+08,6.43e+08,6.547e+09,1.5274e+10,2.349e+09,2.23e+08,2.126e+09,2.44e+08,2.44e+08,2.693e+09,9.79e+08,1.57e+08,7.5e+08,1.603e+09,4.296e+09,0,1.25e+08,1.19e+08,1.1041e+10,-1.88e+08,1.0978e+10,1.0978e+10,1.5274e+10,4.77e+08,1.27e+08,1.61e+08,6.9e+07,-5e+06,9.7e+07,9.7e+07,1.7e+07,-2e+06,8.2e+07,8.62e+08,-9.4e+07,-9.4e+07,-9.4e+07,3.9e+07,-7.11e+08,-1e+06,-1e+06,-2.66e+08,-5e+06,4e+07,-4.5e+07,-1.46e+08,4.5e+08,4.5e+08,-1.2e+07,4.38e+08,8.72e+08,7.24e+08,1.06e+09,0.39186,0.18269,0.11697,0.04345,0.03123,2.22222,3.24062,0.39133,0.0474,0.82383,0.82241,7.04318,18.96028,1.83074,7,0.04676,0.08359,-4.63188,-5.42148
"36","2019_Q1",66.1,"Up",4.129e+09,-2.54e+09,1.589e+09,-8.77e+08,-7.57e+08,-1.2e+08,7.12e+08,4.1e+07,4.1e+07,0,7.53e+08,8.15e+08,-1.68e+08,6.48e+08,6.48e+08,6.48e+08,6.48e+08,4.511e+09,1.161e+09,3.35e+09,3.257e+09,3.257e+09,9.09e+08,9.09e+08,8.677e+09,1.394e+09,5.762e+09,1.15e+09,3.481e+09,4.42e+08,6.89e+08,7.236e+09,1.5913e+10,2.482e+09,2.15e+08,2.267e+09,2.86e+08,2.86e+08,2.777e+09,9.76e+08,1.83e+08,7.31e+08,1.712e+09,4.489e+09,1.13686837721616e-13,5.3e+07,4.7e+07,1.1485e+10,-1.14e+08,1.1424e+10,1.1424e+10,1.5913e+10,6.48e+08,1.31e+08,-4.6e+07,6.8e+07,-3.8e+07,-7.6e+07,-3.1e+07,-5.2e+07,1e+06,2e+07,7.02e+08,-9.6e+07,-9.6e+07,-9.6e+07,-1.694e+09,-1.671e+09,-6.32e+08,-6.32e+08,-5.5e+08,-2.28e+08,3.9e+07,-2.67e+08,-3.25e+08,-1.73e+08,-1.73e+08,-5e+06,-1.78e+08,8.43e+08,7.45e+08,8.84e+08,0.38484,0.17244,0.15694,0.05672,0.04072,1.3642,3.12459,0.39294,0.04682,1.12305,1.11532,7.15598,19.79896,1.53206,7,0.05812,0.06725,-4.46738,-5.28933
"37","2019_Q2",62.138253968254,"Down",4.11e+09,-2.575e+09,1.535e+09,-9.96e+08,-8.73e+08,-1.23e+08,5.39e+08,4.2e+07,4.1e+07,1e+06,5.81e+08,5.83e+08,-1.42e+08,4.41e+08,4.41e+08,4.41e+08,4.41e+08,3.668e+09,9.5e+08,2.718e+09,3.377e+09,3.377e+09,8.38e+08,8.38e+08,7.883e+09,1.314e+09,6.82e+09,1.185e+09,3.638e+09,4.64e+08,1.533e+09,8.213e+09,1.6096e+10,2.177e+09,2.62e+08,1.915e+09,5.24e+08,3.4e+08,2.72e+09,1.513e+09,1.77e+08,1.272e+09,2.24e+09,4.96e+09,0,7e+07,6.4e+07,1.114e+10,-7.4e+07,1.1136e+10,1.1136e+10,1.6096e+10,4.41e+08,1.33e+08,1.7e+07,6.6e+07,-4.2e+07,-7e+06,-3.22e+08,-1.31e+08,4.9e+07,-2.4e+08,2.69e+08,-1.06e+08,-1.06e+08,-1.06e+08,4.05e+08,-2.74e+08,-1.97e+08,-1.97e+08,3.56e+08,-7.21e+08,5e+07,-7.71e+08,-8.39e+08,-2.14e+08,-2.14e+08,3e+06,-2.11e+08,6.72e+08,7.46e+08,3.86e+08,0.37348,0.13114,0.1073,0.0396,0.0274,0.87528,2.89816,0.4454,0.04635,0.76963,0.76696,7.17277,19.43455,0.67365,3,0.04158,0.02882,-4.34821,-5.42115
"38","2019_Q3",60.05984375,"Down",4.141e+09,-2.629e+09,1.512e+09,-8.93e+08,-7.68e+08,-1.25e+08,6.19e+08,4.1e+07,3.9e+07,2e+06,6.6e+08,6.76e+08,-1.67e+08,5.09e+08,5.09e+08,5.09e+08,5.09e+08,3.003e+09,1.66e+09,1.343e+09,3.386e+09,3.386e+09,8.17e+08,8.17e+08,7.206e+09,1.337e+09,6.894e+09,1.161e+09,3.651e+09,4.68e+08,1.614e+09,8.311e+09,1.5517e+10,2.31e+09,2.54e+08,2.056e+09,4.86e+08,2.85e+08,2.824e+09,1.418e+09,4.4e+07,1.311e+09,2.136e+09,4.96e+09,-9.09494701772928e-13,4.4e+07,3.8e+07,1.0583e+10,-7e+07,1.0557e+10,1.0557e+10,1.5517e+10,5.09e+08,1.33e+08,-1.03e+08,5.4e+07,-1.38e+08,-1.9e+07,36000000.0000001,2000000.00000001,-4.7e+07,80999999.9999999,5.75e+08,-9.6e+07,-9.6e+07,-9.6e+07,1.367e+09,-3.69e+08,-3.5e+07,-3.5e+07,1.267e+09,-1.014e+09,4e+07,-1.054e+09,-1.137e+09,7.05e+08,7.05e+08,5e+06,7.1e+08,7.52e+08,7.46e+08,8.59e+08,0.36513,0.14948,0.12292,0.04821,0.0328,1.68762,2.5517,0.46983,0.04808,0.90088,0.90088,7.3292,18.68496,1.52035,5,0.04913,0.06753,-3.00133,-3.6462
"39","2019_Q4",58.921875,"Down",4.248e+09,-2.681e+09,1.567e+09,-7.82e+08,-6.55e+08,-1.27e+08,7.85e+08,3.6e+07,3.6e+07,0,8.21e+08,6.58e+08,-1.6e+08,4.97e+08,4.97e+08,4.97e+08,4.97e+08,3.077e+09,2.343e+09,7.34e+08,3.438e+09,3.438e+09,8.76e+08,8.76e+08,7.391e+09,1.318e+09,7.056e+09,1.192e+09,3.694e+09,4.92e+08,1.678e+09,8.453e+09,1.5844e+10,2.421e+09,2.46e+08,2.175e+09,4.6e+08,2.65e+08,2.919e+09,1.514e+09,5.7e+07,1.386e+09,2.223e+09,5.142e+09,0,4.1e+07,3.5e+07,1.082e+10,-1.59e+08,1.0702e+10,1.0702e+10,1.5844e+10,4.97e+08,1.27e+08,9.4e+07,5.2e+07,-2.3e+07,6.5e+07,-1e+06,-4.7e+07,1.9e+07,2.7e+07,7.17e+08,-9.7e+07,-9.7e+07,-9.7e+07,1e+07,-1.5e+08,-1.46e+08,-1.46e+08,3.4e+08,-2.22e+08,3.7e+07,-2.59e+08,-3.4e+08,7.17e+08,7.17e+08,-3.4e+07,6.83e+08,9.12e+08,7.47e+08,9.74e+08,0.36888,0.18479,0.117,0.04644,0.03137,1.95976,2.53203,0.48047,0.04715,0.902,0.90528,7.70962,19.42287,1.7677,5,0.0469,0.07514,-2.55482,-2.96815
"40","2020_Q1",56.9898387096774,"Down",4.284e+09,-2.749e+09,1.535e+09,-8.08e+08,-6.76e+08,-1.32e+08,7.27e+08,3.6e+07,3.4e+07,2e+06,7.63e+08,6.26e+08,-1.74e+08,3.95e+08,3.95e+08,3.95e+08,3.95e+08,3.424e+09,2.645e+09,7.79e+08,3.256e+09,3.256e+09,9.31e+08,9.31e+08,7.611e+09,1.309e+09,7.267e+09,1.041e+09,3.979e+09,5.85e+08,1.662e+09,8.593e+09,1.6204e+10,2.43e+09,2.39e+08,2.191e+09,5.15e+08,3.13e+08,2.983e+09,1.499e+09,3.5e+07,1.441e+09,2.199e+09,5.182e+09,111396.855324336,3.8e+07,3.3e+07,1.1022e+10,-3.8e+07,1.1022e+10,1.1022e+10,1.6204e+10,3.95e+08,1.33e+08,21999999.9999999,4.5e+07,-1.03e+08,8e+07,3.88e+08,2.13e+08,-1.3e+07,1.88e+08,9.38e+08,-9.3e+07,-9.3e+07,-9.3e+07,-1.184e+09,-7.16e+08,-2.39e+08,-2.39e+08,-3.75e+08,-1.31e+08,3.2e+07,-1.63e+08,-2.53e+08,3.1e+08,3.1e+08,-7999999.99999999,3.02e+08,8.6e+08,7.38e+08,1.329e+09,0.35831,0.1697,0.0922,0.03584,0.02438,3.36456,2.55146,0.47015,0.04554,0.72212,0.71688,7.83181,20.14991,2.42962,6,0.03809,0.10023,-3.12326,-3.69464
"41","2020_Q2",51.5766666666667,"Down",4.225e+09,-2.747e+09,1.478e+09,-8.44e+08,-7.11e+08,-1.33e+08,6.34e+08,3.3e+07,3.5e+07,-2e+06,6.67e+08,5.1e+08,-1.42e+08,3.67e+08,3.67e+08,3.67e+08,3.67e+08,4.282e+09,3.886e+09,3.96e+08,3.22e+09,3.22e+09,8.23e+08,8.23e+08,8.325e+09,1.322e+09,7.349e+09,1.005e+09,4.014e+09,5.94e+08,1.736e+09,9.104e+09,1.7429e+10,2.283e+09,2.89e+08,1.994e+09,5.51e+08,3.54e+08,2.872e+09,1.514e+09,3.1e+07,1.441e+09,3.944e+09,6.816e+09,5.82076609134674e-11,4.6e+07,4.1e+07,1.0831e+10,-2.64e+08,1.0613e+10,1.0613e+10,1.7429e+10,3.67e+08,1.36e+08,1.8e+08,5.5e+07,-1.9e+07,1.44e+08,-1.86e+08,1.3e+07,4.4e+07,-2.43e+08,4.97e+08,-1.12e+08,-1.12e+08,-1.12e+08,-2.56e+08,-2.56e+08,-8.6e+07,-8.6e+07,-2.72e+08,-4.71e+08,4e+07,-5.11e+08,1.135e+09,1.36e+09,1.36e+09,-1.19e+08,1.241e+09,7.7e+08,2.468e+09,6.14e+08,0.34982,0.15006,0.08686,0.03458,0.02106,1.67302,2.89868,0.64223,0.1416,0.67216,0.67216,7.7381,19.43773,1.12454,5,0.03344,0.04207,-2.35584,-2.8612
"42","2020_Q3",62.70640625,"Up",4e+09,-2.615e+09,1.385e+09,-8.47e+08,-7.11e+08,-1.36e+08,5.38e+08,-7.4e+07,2.8e+07,2e+06,4.64e+08,4.95e+08,-1.34e+08,3.61e+08,3.61e+08,3.61e+08,3.61e+08,4.582e+09,4.422e+09,1.6e+08,3.208e+09,3.208e+09,7.41e+08,7.41e+08,8.531e+09,1.345e+09,7.911e+09,1.026e+09,4.391e+09,6.69e+08,1.825e+09,9.685e+09,1.8216e+10,2.649e+09,3.59e+08,2.29e+09,5.25e+08,3.19e+08,3.212e+09,1.611e+09,2.8e+07,1.537e+09,4.032e+09,7.244e+09,0,8.8e+07,8.3e+07,1.1072e+10,-1.88e+08,1.0972e+10,1.0972e+10,1.8216e+10,3.61e+08,1.37e+08,3.4e+07,6.5e+07,-7.4e+07,4.3e+07,4.47e+08,6.5e+07,5.9e+07,3.23e+08,9.79e+08,-9.3e+07,-9.3e+07,-9.3e+07,-2.1e+08,-2.1e+08,-4.03e+08,-4.03e+08,-2.59e+08,-3.8e+07,3.6e+07,-7.4e+07,-1.71e+08,5.49e+08,5.49e+08,-1.3e+07,5.36e+08,6.75e+08,2.459e+09,1.163e+09,0.34625,0.1345,0.09025,0.0329,0.01982,3.22161,2.65598,0.66023,0.13499,0.66852,0.66605,7.40741,20.31852,2.1537,5,0.03204,0.07732,-3.14519,-3.9461
