"","YQ","p","d","revenue","cost_of_revenue","gross_profit","operating_expenses","selling_general_administrative","operating_income_loss","non_operating_income_loss","interest_expense_net","other_non_operating_income_loss","pretax_income_loss_adj","pretax_income_loss","income_tax_expense_benefit_net","income_loss_from_continuing_operations","income_loss_incl_minority_interest","minority_interest","net_income","net_income_common","cash_cash_equivalents_short_term_investments","cash_cash_equivalents","accounts_notes_receivable","accounts_receivable_net","inventories","other_short_term_assets","prepaid_expenses","total_current_assets","property_plant_equipment_net","other_long_term_assets","misc_long_term_assets","total_noncurrent_assets","total_assets","payables_accruals","accounts_payable","accrued_taxes","short_term_debt","other_short_term_liabilities","misc_short_term_liabilities","total_current_liabilities","long_term_debt","other_long_term_liabilities","deferred_tax_liabilities_long_term","misc_long_term_liabilities","total_noncurrent_liabilities","total_liabilities","share_capital_additional_paid_in_capital","retained_earnings","other_equity","equity_before_minority_interest","minority_interest_2","total_equity","total_liabilities_equity","net_income_starting_line","depreciation_amortization_2","non_cash_items","change_in_working_capital","net_cash_from_operating_activities","change_in_fixed_assets_intangibles","other_investing_activities","net_cash_from_investing_activities","cash_from_repayment_of_debt","cash_from_repurchase_of_equity","decrease_in_capital_stock","other_financing_activities","net_cash_from_financing_activities","net_cash_before_disc_operations_and_fx","net_cash_before_fx","effect_of_foreign_exchange_rates","net_change_in_cash","ebitda","total_debt","free_cash_flow","gross_profit_margin","operating_margin","net_profit_margin","return_on_equity","return_on_assets","free_cash_flow_to_net_income","current_ratio","liabilities_to_equity_ratio","debt_ratio","earnings_per_share_basic","earnings_per_share_diluted","sales_per_share","equity_per_share","free_cash_flow_per_share","return_on_invested_capital","cash_return_on_invested_capital","net_debt_ebitda","net_debt_ebit"
"30","2017_Q3",9.37746031746032,"Down",596846000,-295500000,301346000,-314209000,-314209000,-12863000,-9639000,-11641000,2002000,-22502000,-439395000,96296000,-343099000,-343099000,-1613000,-344712000,-344712000,319824000,319824000,240401000,240401000,618070000,126488000,126488000,1304783000,255778000,215411000,215411000,471189000,1775972000,182899000,163538000,19361000,32719000,198482000,198482000,414100000,613580000,93478000,507000,92971000,707058000,1121158000,228263000,494927000,-80161000,643029000,11785000,654814000,1775972000,-343099000,21199000,316738000,-10823000,-15985000,-8353000,379000,-7974000,29283000,882000,882000,-1683000,28482000,4523000.00000001,4523000.00000001,-5624000,-1101000,8336000,646299000,-107136000,0.5049,-0.02155,-0.57756,-0.52643,-0.1941,0.3108,3.15089,1.71218,0.36391,-7.10981,-7.10981,12.31016,13.26271,-2.20972,-0.24718,-0.07682,39.16447,-25.38094
"31","2017_Q4",7.74555555555556,"Down",688722000,-368829000,319893000,-314623000,-314623000,5270000,-8210000,-12071000,3861000,-2940000,-8709000,3230000,-5479000,-5479000,79000,-5400000,-5400000,166922000,166922000,310895000,310895000,682986000,125533000,125533000,1286336000,243448000,220588000,220588000,464036000,1750372000,261901000,248824000,13077000,40209000,251403000,251403000,553513000,444303000,99558000,499999.999999996,99058000,543861000,1097374000,236475000,489528000,-84710000,641293000,11705000,652998000,1750372000,-5479000,19441000,7477000,3339000,24778000,-3943000,-186000,-4129000,-163217000,0,307868.346116052,276000,-162941000,-142292000,-142292000,-10598000,-152890000,24711000,484512000,20877000,0.46447,0.00765,-0.00784,-0.00827,-0.00309000000000004,-3.86611,2.32395,1.68052,0.27681,-0.11129,-0.11129,14.19431,13.21681,0.43027,-0.00436999999999996,0.01688,12.85217,60.26376
"32","2018_Q1",11.0495081967213,"Up",920805000,-472724000,448081000,-390486000,-390486000,57595000,-8883000,-11118000,2235000,48712000,42359000,-120551000,-78192000,-78192000,-1682000,-79874000.0000001,-79874000.0000001,231244000,231244000,367013000,367013000,573788000,118943000,118943000,1290988000,219742000,147642000,147642000,367384000,1658372000,222641000,204981000,17660000,2144000,284303000,284303000,509088000,443942000,124395000,1096000,123299000,568337000,1077425000,242749000,409653000,-76269000,576133000,4814000,580947000,1658372000,-78192000,19447000,89177000,88942000,119374000,-8266000,-1976000,-8492000,-40542000,-1218000,-1218000,-3473000,-45233000,65649000.0000001,65649000.0000001,-1323000,64326000.0000001,77042000,446086000,278269000,0.48662,0.06255,-0.08674,-0.13749,-0.04816,-3.48385,2.53588,1.8546,0.26899,-1.64505,-1.64505,18.96455,11.86582,5.73112,-0.06937,0.24167,2.78863,3.73022
"33","2018_Q2",20.49125,"Up",569156000,-281465000,287691000,-294654000,-294654000,-6963000,-12579000,-10691000,-1888000,-19542000,-40860000,-6645000,-47505000,-47505000,-768000,-48273000,-48273000,229863000,229863000,234164000,234164000,530706000,161691000,161691000,1156424000,208477000,150770000,150770000,359247000,1515671000,145052000,133734000,11318000,127103000,251742000,251742000,523897000,335536000,129683000,2738000,126945000,465219000,989116000,251735000,334838000,-65125000,521448000,5107000,526555000,1515671000,-47505000,16019000,9724000,17455000,-4307000,-3720000,-180000,-3900000,21628000,-855000,-855000,-8823000,11950000,3743000,3743000,-3639000,104000,9056000,462639000,29436000,0.50547,-0.01223,-0.08482,-0.09168,-0.03185,-0.60978,2.20735,1.87847,0.30524,-0.99099,-0.99099,11.6841,10.70471,0.60429,-0.04314,0.0263100000000001,25.70406,-33.43042
"34","2018_Q3",25.18,"Up",576583000,-267573000,309010000,-287237000,-287237000,21773000,-11622000,-11068000,-554000,10151000,-10609000,3372000,-7237000,-7237000,-563000,-7800000.00000001,-7800000.00000001,241797000,241797000,204651000,204651000,497814000,1.25e+08,1.25e+08,1069262000,200113000,136826000,136826000,336939000,1406201000,151805000,139464000,12341000,127721000,227979000,227979000,507505000,268367000,113482000,2464000,111018000,381849000,889354000,257762000,327038000,-69832000,514968000,1879000,516847000,1406201000,-7237000,15073000,-4372000,78193000,81657000,-2429000,-344000,-2773000,-66628000,1040000,855000,-6126000,-71714000,7169999.99999997,7169999.99999997,4687000,11857000,36846000,396088000,109238000,0.53593,0.03776,-0.01353,-0.01509,-0.00555,-14.00487,2.1069,1.72073,0.28167,-0.15845,-0.15845,11.7125,10.46088,2.21902,-0.0076,0.10643,4.18746,7.08635
"35","2018_Q4",19.3701587301587,"Down",608827000,-282295000,326532000,-297803000,-297803000,28729000,-12795000,-9899000,-2896000,15934000,9858000,-3936000,5922000,5922000,-916000,5006000,5006000,236103000,236103000,261678000,261678000,521311000,129410000,129410000,1148502000,190644000,130385000,130385000,321029000,1469531000,186926000,159401000,27525000,127977000,256275000,256275000,571178000,269134000,99638000,2450000,97188000,368772000,939950000,263249000,332044000,-68508000,526785000,2796000,529581000,1469531000,5922000,16062000,15146000,-42068000,-4938000,-3857000,36000,-3821000,284000,1000,-1052480.17192587,-880000,-595000,-9354000,-9354000,3540000,-5814000,44791000,397111000,2802000,0.53633,0.04719,0.00822,0.00945000000000001,0.00341,0.55973,2.01076,1.77489,0.27023,0.10138,0.09882,12.32918,10.66777,0.05674,0.00488,0.00273,3.59465,5.60437
"36","2019_Q1",15.9334426229508,"Down",786922000,-370018000,416904000,-344890000,-344890000,72014000,-5545000,-10845000,5300000,66469000,61781000,-13899000,47882000,47882000,-293000,47589000,47589000,403373000,403373000,328022000,328022000,377622000,149552000,149552000,1258569000,183203000,133426000,133426000,316629000,1575198000,198023000,169561000,28462000,126427000,281353000,281353000,605803000,269788000,110976000,2439000,108537000,380764000,986567000,268608000,381626000,-64691000,585543000,3088000,588631000,1575198000,47882000,20430000,20683000,86732000,175727000,-7238000,2114000,-5124000,-1751000,-3042000,-2856000,2495000,-2298000,168305000,168305000,4776000,173081000,92444000,396215000,185837000,0.52979,0.09151,0.06047,0.08085,0.03021,3.90504,2.07752,1.67604,0.25153,0.96211,0.98763,15.90931,11.838,3.75709,0.04343,0.16959,-0.07743,-0.0994
"37","2019_Q2",12.2798412698413,"Down",465268000,-217341000,247927000,-257684000,-257684000,-9757000,17790000,-8122000,25912000,8033000,-2154000,-9608000,-11762000,-11762000,-480000,-12242000,-12242000,271442000,271442000,199898000,199898000,384069000,133106000,133106000,988515000,172707000,428669000,428669000,601376000,1589891000,167303000,138278000,29025000,65891000,263333000,263333000,496527000,161130000,383008000,2563000,380445000,544138000,1040665000,273932000,339916000,-68190000,545658000,3568000,549226000,1589891000,-11762000,14439000,33146000,-28206000,7617000,-5407000,40663000,35256000,-170046000,-1515000,-1515000,-823000,-172384000,-129511000,-129511000,-2276000,-131787000,4682000,227021000,-19323000,0.53287,-0.02097,-0.02631,-0.02229,-0.0077,1.57842,1.99086,1.89478,0.14279,-0.24672,-0.24672,9.377,10.99718,-0.38944,-0.01056,-0.01667,-9.48761,4.55273
"38","2019_Q3",11.31546875,"Down",501393000,-236285000,265108000,-256110000,-256110000,8998000,-6847000,-7352000,505000,2151000,-5165999.99999999,-1443000,-6608999.99999999,-6608999.99999999,-702000,-7310999.99999999,-7310999.99999999,226596000,226596000,204181000,204181000,460332000,124440000,124440000,1015549000,165180000,427474000,427474000,592654000,1608203000,209894000,178508000,31386000,66373000,251319000,251319000,527586000,161958000,379021000,2586000,376435000,540979000,1068565000,276893000,332605000,-70339000,539159000,479000,539638000,1608203000,-6608999.99999999,13873000,23123000,-64107000,-33720000,-3869000,-1003000,-4871999.99999999,202000,-2364000,-2364000,-3889000,-6050999.99999997,-44643000,-44643000,34000,-44609000,22871000,228331000,-43661999.9999999,0.52874,0.01795,-0.01458,-0.01355,-0.00455,5.9721,1.9249,1.98015,0.14198,-0.14527,-0.14527,9.9629,10.71333,-0.86758,-0.00637,-0.03807,0.07586,0.19282
"39","2019_Q4",9.22484375,"Down",539488000,-260947000,278541000,-264102000,-264102000,14439000,-8845000,-7423000,-1422000,5594000,-17998000,-6940000,-24938000,-24938000,-997000,-25935000,-25935000,147482000,147482000,247553000,247553000,570331000,126350000,126350000,1091716000,155058000,393869000,393869000,548927000,1640643000,222230000,192960000,29270000,21865000,285039000,285039000,529134000,242137000,359500000,2517000,356983000,601637000,1130771000,281294000,306670000,-78705000,509259000,613000,509872000,1640643000,-24938000,13542000,65348000,-166082000,-112130000,-3523000,-632000,-4155000,44580000,-97000,-97000,-8200000,36283000,-80002000,-80002000,568000,-79434000,27981000,264002000,-134684000,0.51631,0.02676,-0.04807,-0.05087,-0.01581,5.19314,2.06321,2.21775,0.16091,-0.5139,-0.5139,10.68992,10.09093,-2.66875,-0.02288,-0.11883,4.16425,8.06981
"40","2020_Q1",5.89596774193548,"Down",711563000,-403701000,307862000,-295016000,-295016000,12846000,-5046000,-7035000,1989000,7800000.00000001,-6013000,-690000.000000004,-6703000.00000001,-6703000.00000001,-174000,-6876999.99999999,-6876999.99999999,200218000,200218000,289744000,289744000,452278000,117218000,117218000,1059458000,151500000,393774000,288166000,545274000,1604732000,201419000,172191000,29228000,26228000,331533000,331533000,559180000,178796000,362915000,2097000,360818000,541711000,1100891000,283876000,299793000,-80615000,503054000,787000,503841000,1604732000,-6703000.00000001,12938000,36682000,81107000,124024000,34730000,-42280000,-7550000,-59956000,-221000,-221000,-6157000,-66334000,50140000,50140000,2556000,52696000,25784000,205024000,142311000,0.43266,0.01805,-0.00966000000000002,-0.01365,-0.00429,-20.69376,1.89466,2.185,0.12776,-0.13615,-0.13615,14.08785,9.95969,2.81754,-0.00642,0.13278,0.18639,0.37412
"41","2020_Q2",3.83873015873016,"Down",390718000,-250358000,140360000,-245719000,-245719000,-105359000,-14754000,-7464000,-7290000,-120113000,-149095000,63651000,-85444000,-85444000,-137000,-85581000,-85581000,245427000,245427000,153397000,153397000,439707000,128607000,128607000,967138000,138689000,426759000,426759000,565448000,1532586000,151085000,132730000,18355000,21077000,291067000,291067000,463229000,298481000,354503000,2057000,352446000,652984000,1116213000,286803000,214212000,-85566000,415449000,924000,416373000,1532586000,-85444000,12187000,52100000,-55982000,-77139000,-2776000,-387000,-3163000,120609000,-176000,-176000,-8100000,112333000,32031000,32031000,12477000,44508000,-93172000,319558000,-215581000,0.35924,-0.26965,-0.21904,-0.20554,-0.05584,2.51903,2.08782,2.6808,0.20851,-1.69246,-1.69246,7.72689,8.21598,-4.26336,-0.07848,-0.1977,-0.79564,-0.703599999999999
"42","2020_Q3",5.328125,"Up",259009000,-118413000,140596000,-163503000,-163503000,-22907000,-6995000,-7874000,879000,-29902000,-43800000,20840000,-22960000,-22960000,417000,-22543000,-22543000,277561000,277561000,130083000,130083000,375906000,98123000,98123000,881673000,133334000,436322000,436322000,569656000,1451329000,146750000,127927000,18823000,25166000,291822000,291822000,463738000,243920000,347108000,2103000,345005000,591028000,1054766000,289154000,191669000,-84767000,396056000,507000,396563000,1451329000,-22960000,10680000,27868000,73182000,88770000.0000001,-2796000,-869000,-3665000,-51310000,-523000,-523000,-1900000,-53733000,31372000,31372000,1079000,32451000,-12227000,269086000,37319000.0000001,0.54282,-0.08844,-0.08704,-0.05685,-0.01553,-1.65546,1.90123,2.65977,0.18541,-0.44059,-0.44059,5.06213,7.74061,0.72937,-0.02226,0.03685,0.69314,0.36997
"43","2020_Q4",8.4090625,"Up",435491000,-205725000,229766000,-201988000,-201988000,27778000,-8047000,-8047000,0,19731000,9464000,6759000,16223000,16223000,-236000,15987000,15987000,323560000,323560000,189801000,189801000,359516000,134891000,134891000,1007768000,118527000,396024000,396024000,514551000,1522319000,235596000,213120000,22476000,21425000,292880000,292880000,549901000,217862000,331005000,2152000,328853000,548867000,1098768000,292315000,207656000,-77163000,422808000,743000,423551000,1522319000,16223000,10256000,11080000,46669000,84228000,-1449000,-893000,-2342000,-32920000,-13000,-13000,0,-32933000,48953000,48953000,-2575000,46378000,38034000,239287000,76495000,0.5276,0.06379,0.03671,0.03775,0.0105,4.78483,1.83264,2.59418,0.15719,0.3117,0.3117,8.49092,8.24364,1.49145,0.01609,0.07697,-2.21573,-3.0338
"44","2021_Q1",13.9880327868852,"Up",528125000,-268491000,259634000,-223909000,-223909000,35725000,-6868000,-8451000,1583000,28857000,11448000,-15207000,-3759000,-3759000,-199000,-3958000,-3958000,315965000,315965000,229847000,229847000,295296000,149367000,149367000,990475000,114026000,374004000,226815000,488030000,1478505000,211417000,178212000,33205000,41561000,305548000,305548000,558526000,185852000,294095000,495000,293600000,479947000,1038473000,294292000,203698000,-58900000,439090000,942000,440032000,1478505000,-3759000,10011000,46388000,-47261000,5379000,-1639000,193000,-1446000,-14900000,-15000.0000000001,-15000.0000000001,-2.91038304567337e-11,-14915000,-10982000,-10982000,4142000,-6840000.00000001,45736000,227413000,12043000,0.49161,0.06764,-0.00749,-0.00899,-0.00268,-3.0427,1.77337,2.35999,0.15381,-0.07694,-0.07694,10.26622,8.53547,0.2341,-0.00412,0.01252,-1.93616,-2.47871
"45","2021_Q2",13.1715873015873,"Down",363042000,-180453000,182589000,-187324000,-187324000,-4735000,-5467000,-7331000,1864000,-10202000,-22222000,-2117000,-24339000,-24339000,-101000,-24440000,-24440000,246694000,246694000,175507000,175507000,322495000,202414000,202414000,947110000,104851000,297152000,211918000,402003000,1349113000,229278000,201230000,28048000,37860000,240088000,240088000,507226000,157235000,275828000,491000,275337000,433063000,940289000,295802000,179258000,-67279000,407781000,1043000,408824000,1349113000,-24339000,8933000,23147000,-45590000,-37849000,8789000,6267000,15056000,-33924000,-254000,-254000,-682032.842519182,-34178000,-56971000,-56971000,-6550000,-63521000,4198000,195095000,-30486000,0.50294,-0.01304,-0.06732,-0.05978,-0.01812,1.24738,1.86723,2.29998,0.14461,-0.47439,-0.47439,7.04676,7.91516,-0.59174,-0.02778,-0.03465,-12.29133,10.89736
"46","2021_Q3",12.93625,"Down",410939000,-189100000,221839000,-200479000,-200479000,21360000,-7031000,-6532000,-499000,14329000,7315999.99999999,-8081000,-765000,-765000,-427000,-1192000,-1192000,252251000,252251000,187636000,187636000,351990000,157294000,157294000,949171000,97639000,290628000,199478000,388267000,1337438000,244792000,213496000,31296000,38361000,238647000,238647000,521800000,139705000,266606000,495000,266111000,406311000,928111000,296225000,178066000,-66434000,407857000,1470000,409327000,1337438000,-765000,7499000,26744000,-5400000,28078000,-1112000,465999.999999998,-646000.000000002,-19785000,-2095000,-2095000,-209000,-22089000,5343000,5343000,981000,6324000,28859000,178066000,30428000,0.53983,0.05198,-0.0029,-0.00291,-0.00089,-25.52685,1.81903,2.26741,0.13314,-0.02291,-0.02291,7.89675,7.83753,0.58472,-0.0014,0.03563,-2.5706,-3.47308
"47","2021_Q4",12.09125,"Down",491827000,-232305000,259522000,-205718000,-205718000,53804000,-6904000,-6422000,-482000,46900000,40902000,-8978000,31924000,31924000,-504000,31420000,31420000,181782000,181782000,251496000,251496000,398324000,155848000,155848000,987450000,92771000,275740000,187952000,368511000,1355961000,280737000,246325000,34412000,41205000,247439000,247439000,569381000,97426000,246254000,487000,245767000,343680000,913061000,299026000,209486000,-67586000,440926000,1974000,442900000,1355961000,31924000,6978000,29166000,-95293000,-27225000,-3056000,170000,-2886000,-41106000,-56000,-56000,-23000,-41185000,-71296000,-71296000,5000,-71291000,60782000,138631000,-28589000,0.52767,0.1094,0.06388,0.07094,0.02317,-0.9099,1.73425,2.06155,0.10224,0.60681,0.60681,9.49858,8.51554,-0.55214,0.03796,-0.03454,-0.70993,-0.802
"48","2022_Q1",11.3412903225806,"Down",604228000,-301804000,302424000,-249104000,-249104000,53320000,-20184000,-4801000,-15383000,33136000,27055000,-7251000,19804000,19804000,-158000,19646000,19646000,250844000,250844000,255131000,255131000,346850000,169930000,169930000,1022755000,89767000,256197000,177597000,345964000,1368719000,259355000,229877000,29478000,554000,275738000,275738000,535647000,141354000,226360000,504000,225856000,367714000,903361000,301369000,229132000,-67275000,463226000,2132000,465358000,1368719000,19804000,6196000,53213000,7812000.00000001,87025000,-3545000,-872000,-4417000,-4856999.99999999,-15000,-15000,-10247000,-15119000,67489000,67489000,1325000,68814000,59516000,141908000,71034000,0.50051,0.08824,0.03251,0.04222,0.01435,3.6157,1.90938,1.94122,0.10368,0.37679,0.37232,11.58835,8.8841,1.36234,0.02357,0.08521,-1.83036,-2.04306
"49","2022_Q2",8.09596774193548,"Down",375853000,-191540000,184313000,-195758000,-195758000,-11445000,-2379000,-3997000,1618000,-13824000,-16661000,-4687000,-21348000,-21348000,-166000,-21514000,-21514000,162619000,162619000,201106000,201106000,385831000,187663000,187663000,937219000,85558000,242545000,166231000,328103000,1265322000,224827000,198527000,26300000,618999.999999996,207233000,207233000,432679000,183852000,219327000,502000,218825000,403179000,835858000,303094000,198134000,-74062000,427166000,2298000,429464000,1265322000,-21348000,6185000,23591000,-123473000,-115045000,-2526000,251000,-2275000,42067000,-1e+07,-1e+07,-17369710.0743959,32067000,-85253000,-85253000,-3502000,-88755000,-5260000,184471000,-126572000,0.49039,-0.03045,-0.05724,-0.0501,-0.017,5.88324,2.16608,1.94628,0.14579,-0.41294,-0.40669,7.21407,8.19896,-2.4294,-0.02582,-0.1519,-4.15437,-1.90931
"50","2022_Q3",5.12875,"Down",371168000,-179819000,191349000,-199233000,-199233000,-7884000,-5995000,-4321000,-1674000,-13879000,-16932000,-2003000,-18935000,-18935000,-139000,-19074000,-19074000,167067000,167067000,176517000,176517000,437909000,183295000,183295000,964788000,80559000,238077000,168615000,318636000,1283424000,231529000,208732000,22797000,570000,189185000,189185000,421284000,248905000,219210000,479000,218731000,468115000,889399000,305293000,179060000,-87079000,397274000,-3249000,394025000,1283424000,-18935000,5762000,23784000,-61345000,-50734000,-1936000,386000,-1550000,64618000,-2431000,-2431000,-6069000,56118000,3834000,3834000,-296000,3538000,-2122000,249475000,-63400000,0.51553,-0.02124,-0.05139,-0.04841,-0.01486,3.3239,2.29011,2.25721,0.19438,-0.3661,-0.36057,7.12415,7.62522,-1.21689,-0.02211,-0.07349,-38.83506,-10.45256
