"","YQ","p","d","revenue","cost_of_revenue","gross_profit","operating_expenses","selling_general_administrative","research_development","depreciation_amortization","operating_income_loss","non_operating_income_loss","other_non_operating_income_loss","pretax_income_loss_adj","pretax_income_loss","income_tax_expense_benefit_net","income_loss_from_continuing_operations","income_loss_incl_minority_interest","net_income","net_income_common","cash_cash_equivalents_short_term_investments","cash_cash_equivalents","accounts_notes_receivable","accounts_receivable_net","inventories","other_short_term_assets","prepaid_expenses","misc_short_term_assets","total_current_assets","property_plant_equipment_net","other_long_term_assets","goodwill","other_intangible_assets","misc_long_term_assets","total_noncurrent_assets","total_assets","payables_accruals","accounts_payable","other_payables_accruals","other_short_term_liabilities","deferred_revenue_short_term","total_current_liabilities","other_long_term_liabilities","misc_long_term_liabilities","total_noncurrent_liabilities","total_liabilities","share_capital_additional_paid_in_capital","retained_earnings","other_equity","equity_before_minority_interest","total_equity","total_liabilities_equity","net_income_starting_line","depreciation_amortization_2","non_cash_items","change_in_working_capital","net_cash_from_operating_activities","change_in_fixed_assets_intangibles","net_cash_from_investing_activities","net_cash_from_financing_activities","net_cash_before_disc_operations_and_fx","net_cash_before_fx","effect_of_foreign_exchange_rates","net_change_in_cash","ebitda","total_debt","free_cash_flow","gross_profit_margin","operating_margin","net_profit_margin","return_on_equity","return_on_assets","free_cash_flow_to_net_income","current_ratio","liabilities_to_equity_ratio","debt_ratio","earnings_per_share_basic","earnings_per_share_diluted","sales_per_share","equity_per_share","free_cash_flow_per_share","return_on_invested_capital","cash_return_on_invested_capital","net_debt_ebitda","net_debt_ebit"
"31","2017_Q4",109.188571428571,"Up",480840000,-267983000,212857000,-204005000,-145464000,-50677000,-7864000,8852000,3374000,3374000,12226000,12226000,12914000,25140000,25140000,25140000,25140000,1321784000,774455000,425931000,425931000,30857000,669152000,90865000,578287000,2447724000,96570000,1138316000,389728000,108112000,640476000,1234886000,3682610000,953343000,45998000,907345000,1118774000,1118774000,2072117000,195835000,151334000,209673000,2281790000,1862750000,-17311000,-31095000,1400820000,1400820000,3682610000,25140000,7864000,-33696000,109413000,108721000,-14761000,-61040000,-118941000,-71260000,-71260000,1794000,-69466000,16716000,13838000,98454000,0.44268,0.01841,0.05228,0.01795,0.00683,3.91623,1.18127,1.6289,0.00376,0.22054,0.2132,4.21823,12.28886,0.8637,0.01561,0.06113,-78.24515,-147.75712
"32","2018_Q1",112.010491803279,"Up",450274000,-189211000,261063000,-173238000,-107901000,-55858000,-9479000,87825000,3451000,3451000,91276000,91276000,-423000.000000004,90853000,90853000,90853000,90853000,1424379000,808973000,247649000,247649000,15162000,721987000,133454000,588533000,2409177000,102478000,1226186000,399530000,103681000,718045000,1328664000,3737841000,949777000,35029000,914748000,777152000,777152000,1726929000,513874000,158285000,521942000,2248871000,1889366000,73516000,-15732000,1488970000,1488970000,3737841000,90853000,8969000,49534000,103098000,252454000,-14079000,-89312000,-76401000,86741000,86741000,10369000,97110000,96794000,8068000,186236000,0.57979,0.19505,0.20177,0.06102,0.02431,2.04986,1.39506,1.51035,0.00216,0.81173,0.86259,4.023,13.30328,1.66394,0.04518,0.09261,-14.63222,-16.12651
"33","2018_Q2",108.84171875,"Down",387982000,-131365000,256617000,-185771000,-126041000,-50470000,-9260000,70846000,6601000,6601000,77447000,77447000,-5754000,71693000,71693000,71693000,71693000,1102260000,464804000,239736000,239736000,10642000,721709000,180512000,541197000,2074347000,105852000,1275805000,387328000,91954000,796523000,1381657000,3456004000,940648000,33767000,906881000,450568000,450568000,1391216000,207351000,191490000,212583000,1603799000,1889418000,615482000,-41015000,1852205000,1852205000,3456004000,71693000,9130000,5740000,-97746000,-11183000,-14289000,-39998000,-211903000,-263084000,-263084000,-9103000,-272187000,79976000,5232000,-26305000,0.66141,0.1826,0.18478,0.03871,0.02074,-0.36691,1.49103,0.86589,0.00151,0.63478,0.61812,3.43526,16.39976,-0.23291,0.03472,-0.01274,-13.71697,-15.48469
"34","2018_Q3",127.592380952381,"Up",492667000,-234880000,257787000,-231801000,-161485000,-60565000,-9751000,25986000,4975000,4975000,30961000,30961000,-5593999.99999999,25367000,25367000,25367000,25367000,1025299000,462347000,534633000,534633000,40541000,591263000,162647000,428616000,2191736000,110900000,1352553000,389816000,87318000,875419000,1463453000,3655189000,930765000,77298000,853467000,559024000,559024000,1489789000,220961000,205554000,220961000,1710750000,1952469000,640849000,-37199000,1944439000,1944439000,3655189000,25367000,9623000,51794000,-281636000,-194852000,-14855000,59687000,-5563999.99999997,-140729000,-140729000,-361000,-141090000,35609000,0,-255288000,0.52325,0.05275,0.05149,0.01305,0.00694,-10.06378,1.47117,0.87982,0,0.22304,0.2185,4.33171,17.09622,-2.24459,0.01171,-0.11789,-28.79325,-39.45582
"35","2018_Q4",115.134126984127,"Down",1248738000,-898485000,350253000,-298475000,-231960000,-56375000,-10140000,51778000,8071000,8071000,59849000,59849000,120098000,179947000,179947000,179947000,179947000,1600645000,1054911000,823482000,823482000,39786000,510860000,179454000,331406000,2974773000,114672000,1297715000,383110000,79903000,688486000,1412387000,4387160000,1280947000,74615000,1206332000,818411000,818411000,2099358000,260335000,191198000,260335000,2359693000,1978197000,820796000,-50954000,2027467000,2027467000,4387160000,179947000,10016000,588806000,-182535000,596234000,-14502000,2589000,-130762000,468061000,468061000,-5660000,462401000,61794000,0,-255341000,0.28049,0.04146,0.1441,0.08875,0.04102,-1.41898,1.41699,1.16386,0,1.58637,1.56834,11.0086,17.8737,-2.25103,0.07865,-0.11161,-25.90292,-30.91361
"36","2019_Q1",96.9429508196721,"Down",539007000,-258914000,280093000,-226989000,-153148000,-62760000,-11081000,53104000,6466000,6466000,59570000,64528000,-7698000,56830000,56830000,56830000,56830000,1571010000,826525000,395729000,395729000,28200000,832896000,186688000,646208000,2827835000,127882000,1287348000,381717000,73115000,697784000,1415230000,4243065000,1108492000,72797000,1035695000,843302000,843302000,1951794000,250691000,229633000,250691000,2202485000,2020715000,877626000,-37189000,2040580000,2040580000,4243065000,56830000,10957000,-62262000,447791000,453316000,-23323000,-245854000,-115456000,92006000.0000001,92006000.0000001,4485000,96491000,64061000,-1.16415321826935e-10,496227000,0.51965,0.09852,0.10543,0.02785,0.01339,8.73178,1.44884,1.07934,0,0.50473,0.49862,4.78713,18.12318,4.40719,0.0248,0.21657,-24.52366,-29.58365
"37","2019_Q2",102.913492063492,"Up",540459000,-241469000,298990000,-247260000,-166654000,-69349000,-11257000,51730000,10425000,10425000,62155000,62155000,-15875000,46280000,46280000,46280000,46280000,1542278000,984625000,352625000,352625000,23847000,902329000,220324000,682005000,2821079000,126393000,1418750000,391404000,68008000,850359000,1545143000,4366222000,1115921000,55379000,1060542000,826085000,826085000,1942006000,337889000,315792000,337889000,2279895000,2026981000,923906000,-43988000,2086327000,2086327000,4366222000,46280000,11134000,191392000,-140271000,108535000,-9971000,166793000,-52118000,223210000,223210000,-3201000,220009000,62864000,0,-71503000,0.55321,0.09571,0.08563,0.02218,0.0106,-1.54501,1.45266,1.09278,0,0.41094,0.40694,4.79892,18.5252,-0.6349,0.01909,-0.0295,-24.53356,-29.814
"38","2019_Q3",124.77140625,"Up",857841000,-468248000,389593000,-314773000,-226225000,-76524000,-12024000,74820000,8054000,8054000,82874000,82874000,-11059000,71815000,71815000,71815000,71815000,1504645000,762032000,858597000,858597000,39293000,985798000,218673000,767125000,3388333000,129168000,1297610000,383778000,61159000,742506000,1426778000,4815111000,1388415000,114946000,1273469000,901813000,901813000,2290228000,343120000,317742000,343120000,2633348000,2061076000,995721000,-54462000,2181763000,2181763000,4815111000,71815000,11903000,388269000,-436364000,35623000,-15561000,-202993000,-9360000,-176730000,-176730000,-4862000,-181592000,86723000,4.65661287307739e-10,-354143000,0.45416,0.08722,0.08372,0.03292,0.01491,-4.93132,1.47947,1.20698,0,0.63487,0.62928,7.58366,19.28767,-3.13077,0.02844,-0.14026,-17.35001,-20.1102
"39","2019_Q4",121.745625,"Down",930129000,-437093000,493036000,-315736000,-221599000,-81807000,-12330000,177300000,11943000,11943000,189243000,188776000,-25134000,163642000,163642000,163642000,163642000,1984130000,1284861000,647460000,647460000,24426000,779021000,228567000,550454000,3435037000,127417000,1317179000,391815000,56596000,757937000,1444596000,4879633000,1254517000,82491000,1172026000,841814000,841814000,2096331000,381267000,348305000,381267000,2477598000,2101731000,1159363000,-38487000,2402035000,2402035000,4879633000,163642000,12209000,-269450000,389416000,295817000,-9258000,9123000,733000,305673000,305673000,6358000,312031000,189509000,0,594801000,0.53007,0.19062,0.17593,0.06813,0.03354,3.63477,1.63859,1.03146,0,1.44496,1.43323,8.21306,21.21002,5.25211,0.05879,0.2137,-10.46985,-11.19081
"40","2020_Q1",118.204838709677,"Down",760541000,-395640000,364901000,-243401000,-162181000,-68718000,-12502000,121500000,8083000,8083000,129583000,124634000,-1912000,122722000,122722000,122722000,122722000,2001667000,1357664000,592555000,592555000,19108000,880021000,273503000,606518000,3493351000,131888000,1323593000,386494000,51260000,769163000,1455481000,4948832000,1235568000,65684000,1169884000,802971000,777784000,2038539000,266632000,238293000,371049000,2409588000,2136107000,1282085000,-58376000,2539244000,2539244000,4948832000,122722000,12382000,163210000,-52610999.9999999,245703000,-18594000,31126000,-16708000,260121000,260121000,-9163000,250958000,133882000,104417000,64589000,0.47979,0.15975,0.16136,0.04833,0.0248,0.5263,1.71365,0.94894,0.0211,1.08224,1.07165,6.70695,22.39271,0.569590000000001,0.04217,0.02219,-14.17106,-15.61523
"41","2020_Q2",130.784920634921,"Up",831310000,-476689000,354621000,-272478000,-186952000,-73108000,-12418000,82143000,8218000,8218000,90361000,90361000,-1856000,88505000,88505000,88505000,88505000,2284949000,1404124000,685169000,685169000,19486000,697329000,183712000,513617000,3686933000,128904000,1553404000,389825000,46746000,995941000,1682308000,5369241000,1220640000,56410000,1164230000,928100000,928100000,2148740000,268503000,235652000,569473000,2718213000,2153141000,1370590000,-52131000,2651028000,2651028000,5369241000,88505000,12298000,112914000,231706000,445423000,-8905000,-247465000,-32003000,165955000,165955000,1925000,167880000,94441000,300970000,319098000,0.42658,0.09881,0.10646,0.03339,0.01648,3.60542,1.71586,1.02534,0.05605,0.7773,0.7699,7.30103,23.28282,2.8025,0.02748,0.09908,-21.0076,-24.15275
"42","2020_Q3",162.40828125,"Up",841142000,-432505000,408637000,-293031000,-205124000,-74216000,-13691000,115606000,2706000,2706000,118312000,117418000,-18097000,99321000,99321000,99321000,99321000,2385885000,1345099000,787818000,787818000,26934000,731461000,192192000,539269000,3932098000,133404000,1770652000,5.21e+08,126392000,1005568000,1904056000,5836154000,1262771000,85103000,1177668000,1063064000,1063064000,2325835000,306602000,273722000,609037000,2934872000,2286767000,1469911000,-34824000,2901282000,2901282000,5836154000,99321000,13528000,87639000,-19166000,181322000,-16116000,-255159000,-9696000,-83533000,-83533000,7041000,-76492000,129134000,302435000,111949000,0.48581,0.13744,0.11808,0.03423,0.01702,1.12714,1.69062,1.01158,0.05182,0.86786,0.85967,7.34981,25.35111,0.9782,0.02829,0.03189,-16.13402,-18.02199
"43","2020_Q4",174.8465625,"Up",860889000,-346244000,514645000,-338965000,-238530000,-86428000,-14007000,175680000,1098000,1098000,176778000,216446000,-34198000,182248000,182248000,182248000,182248000,2422515000,1649832000,581136000,581136000,26733000,1129575000,296518000,833057000,4159959000,135257000,1670883000,534535000,117618000,891418000,1806140000,5966099000,1319773000,100159000,1219614000,1022016000,991476000,2341789000,360352000,328539000,469019000,2810808000,2329288000,1652159000,-5584000,3155291000,3155291000,5966099000,182248000,14964000,34003000,-70299000,160916000,-15186000,261725000,-4672000,417969000,417969000,10040000,428009000,190644000,108667000,139357000,0.59781,0.20407,0.2117,0.05776,0.03055,0.76466,1.7764,0.89082,0.01821,1.58474,1.56801,7.48586,27.43684,1.21178,0.05028,0.03845,-12.13701,-13.17081
"44","2021_Q1",189.486885245902,"Up",839431000,-279647000,559784000,-304101000,-205062000,-83559000,-15480000,255683000,-3226000,-3226000,252457000,253591000,-34779000,218812000,218812000,218812000,218812000,2731576000,1422884000,552762000,552762000,17742000,918435000,320646000,597789000,4220515000,149364000,1658339000,535306000,121591000,911236000,1807703000,6028218000,1275091000,71001000,1204090000,959624000,928029000,2234715000,461611000,314182000,461611000,2696326000,2290157000,1870971000,-8664000,3331892000,3331892000,6028218000,218812000,15519000,96604000,-206278000,124657000,-28716000,-565825000,-10967000,-452135000,-452135000,-406999.999999998,-452542000,271202000,0,70987000,0.66686,0.30459,0.26067,0.06567,0.0363,0.32442,1.88861,0.80925,-3.46944695195361e-18,1.90106,1.88214,7.29306,28.9478,0.61674,0.05768,0.01871,-10.07211,-10.68345
"45","2021_Q2",177.526349206349,"Down",813300000,-329700000,483600000,-313100000,-208300000,-92300000,-12500000,170500000,-1e+06,-1e+06,169500000,171500000,-19200000,152300000,152300000,152300000,152300000,2536064000,1400876000,487171000,487171000,11491000,978886000,300377000,678509000,4013612000,224880000,2075763000,645591000,305707000,1046082000,2300643000,6314255000,1309448000,67136000,1242312000,855881000,824520000,2165329000,405967000,354649000,517619000,2682948000,2419047000,2023227000,-2770000,3618932000,3631307000,6314255000,152300000,12500000,111900000,-128500000,148200000,-86400000,-13800000,-39100000,95300000,95300000,1800000,97100000,1.83e+08,111652000,-12700000,0.59461,0.20964,0.18726,0.04194,0.02412,-0.08339,1.85358,0.73884,0.01768,1.32895,1.31583,7.09673,31.57826,-0.11082,0.03671,-0.00306,-13.24815,-14.21943
"46","2021_Q3",161.97078125,"Down",858200000,-456700000,401500000,-381400000,-263800000,-101500000,-16100000,20100000,-6e+05,-6e+05,19500000,19900000,-9700000,10200000,10200000,10200000,10200000,2297532000,856901000,804468000,804468000,12579000,1128879000,307370000,821509000,4243458000,231230000,2144343000,662585000,288090000,1118674000,2375573000,6619031000,1583299000,83401000,1499898000,983574000,951612000,2566873000,582490000,418500000,582490000,3149363000,2476475000,2033524000,-19747000,3469668000,3469668000,6619031000,10200000,15900000,2e+08,-90600000,135500000,-24800000,-370300000,-205300000,-440100000,-440100000,-2500000,-442600000,3.6e+07,-2.98023223876953e-08,-69700000,0.46784,0.02342,0.01189,0.00294,0.00154,-6.83333,1.65316,0.90768,0,0.08849,0.0873999999999999,7.44519,30.10062,-0.60467,0.00252,-0.0172,-63.82033,-114.30507
"47","2021_Q4",174.27875,"Up",903300000,-350400000,552900000,-398800000,-266100000,-116700000,-1.6e+07,154100000,-5600000,-5600000,148500000,152200000,-7600000,144600000,144600000,144600000,144600000,2465754000,986741000,647907000,647907000,11678000,579674000,249719000,329955000,3705013000,235957000,2416983000,679997000,274297000,1384968000,2652940000,6357953000,1126966000,100720000,1026246000,945379000,910899000,2072345000,619871000,437662000,619871000,2692216000,2542883000,2178021000,-34583000,3665737000,3665737000,6357953000,144600000,16300000,89200000,-514600000,-264500000,-22200000,-95700000,4700000,-355500000,-355500000,-2e+06,-357500000,170400000,0,-358800000,0.61209,0.1706,0.16008,0.03945,0.02274,-2.48133,1.78784,0.73443,0,1.25446,1.23899,7.83645,31.80159,-3.11272,0.03374,-0.08372,-14.47039,-16.001
"48","2022_Q1",159.983709677419,"Down",9.3e+08,-398601000,531399000,-401655000,-289084000,-96066000,-16505000,129744000,-7012000,-7012000,122732000,121798000,-10876000,110922000,110922000,110922000,110922000,2552200000,1732100000,579400000,579400000,-1193347.42356255,739500000,193400000,546100000,3871100000,2.42e+08,2433200000,674600000,266500000,1418300000,2675200000,6546300000,1200800000,125900000,1074900000,904200000,865300000,2.105e+09,631600000,538900000,631600000,2736600000,2598600000,2.289e+09,-57300000,3809700000,3809700000,6546300000,110922000,16496000,129944000,-18578000,238784000,-25242000,619016000,-17113000,840687000,840687000,-2603000,838084000,146240000,-1.19209289550781e-07,113296000,0.5714,0.13951,0.11927,0.02912,0.01694,1.0214,1.839,0.71832,-6.93889390390723e-18,0.96789,0.95834,8.11504,33.24288,0.988600000000001,0.02498,0.02551,-17.45213,-19.67104
"49","2022_Q2",127.279032258065,"Down",1102400000,-435700000,666700000,-704100000,-509200000,-172600000,-22300000,-37400000,-29300000,-29300000,-66700000,-106300000,2300000,-1.04e+08,-1.04e+08,-1.04e+08,-1.04e+08,1306600000,847400000,633700000,633700000,-35363042.2706877,1095699999,255700000,839999999,3035999999,300200000,14408700000,7227200000,5454600000,1620300000,14708900000,17744899999,1801600000,199900000,1601700000,1135100000,1079700000,3286700000,1860400000,628400000,4795900000,8082600000,8618400000,2.185e+09,-120500000,9662300000,9662300000,17744900000,-1.04e+08,17500000,263500000,-76200000,100800000,-42500000,-2807300000,2.017e+09,-689500000,-689500000,-14700000,-704200000,-19900000,3285500000,-140900000,0.60477,-0.03393,-0.09434,-0.01076,-0.00586,1.35481,0.92372,0.83651,0.18515,-0.7619,-0.7619,8.07619,70.78608,-1.03223,-0.00702,-0.00951,-99.44221,-52.91176
"50","2022_Q3",124.19984375,"Down",1393500000,-713900000,679600000,-932100000,-6.59e+08,-243200000,-29900000,-252500000,-50500000,-50500000,-3.03e+08,-301100000,44100000,-2.57e+08,-2.57e+08,-2.57e+08,-2.57e+08,1304400000,956400000,831400000,831400000,-100159084.541375,1115300000,3.47e+08,768300000,3251100000,333800000,1.3908e+10,6871500000,5362900000,1557700000,14241800000,17492900000,1896700000,162800000,1733900000,1220300000,1164700000,3.467e+09,1656900000,756300000,4592400000,8059400000,8762400000,1.928e+09,-236300000,9433500000,9433500000,17492900000,-2.57e+08,21400000,489600000,-225400000,28600000,-56900000,42700000,116500000,187800000,187800000,-21500000,166300000,-231100000,3285500000,-557500000,0.48769,-0.1812,-0.18443,-0.02724,-0.01469,2.16926,0.93773,0.85434,0.18782,-1.53984,-1.53984,8.34931,56.52187,-3.34032,-0.01788,-0.03878,-8.57248,-7.84594
