"","YQ","p","d","revenue","cost_of_revenue","gross_profit","operating_expenses","selling_general_administrative","research_development","depreciation_amortization","other_operating_expenses","operating_income_loss","non_operating_income_loss","interest_expense_net","other_non_operating_income_loss","pretax_income_loss_adj","abnormal_gains_losses","pretax_income_loss","income_tax_expense_benefit_net","income_loss_from_continuing_operations","income_loss_incl_minority_interest","net_income","net_income_common","cash_cash_equivalents_short_term_investments","cash_cash_equivalents","accounts_notes_receivable","inventories","other_short_term_assets","prepaid_expenses","misc_short_term_assets","total_current_assets","property_plant_equipment_net","long_term_investments_receivables","other_long_term_assets","investments_in_affiliates","misc_long_term_assets","total_noncurrent_assets","total_assets","payables_accruals","accounts_payable","accrued_taxes","other_payables_accruals","short_term_debt","total_current_liabilities","long_term_debt","other_long_term_liabilities","pension_liabilities","deferred_tax_liabilities_long_term","misc_long_term_liabilities","total_noncurrent_liabilities","total_liabilities","share_capital_additional_paid_in_capital","common_stock","other_share_capital","treasury_stock","retained_earnings","other_equity","equity_before_minority_interest","total_equity","total_liabilities_equity","net_income_starting_line","net_income_2","depreciation_amortization_2","non_cash_items","change_in_working_capital","net_cash_from_operating_activities","change_in_fixed_assets_intangibles","other_investing_activities","net_cash_from_investing_activities","dividends_paid","cash_from_repayment_of_debt","cash_from_repurchase_of_equity","other_financing_activities","net_cash_from_financing_activities","net_cash_before_disc_operations_and_fx","net_cash_before_fx","effect_of_foreign_exchange_rates","net_change_in_cash","ebitda","total_debt","free_cash_flow","gross_profit_margin","operating_margin","net_profit_margin","return_on_equity","return_on_assets","free_cash_flow_to_net_income","current_ratio","liabilities_to_equity_ratio","debt_ratio","earnings_per_share_basic","earnings_per_share_diluted","sales_per_share","equity_per_share","free_cash_flow_per_share","dividends_per_share","piotroski_f_score","return_on_invested_capital","cash_return_on_invested_capital","dividend_payout_ratio","net_debt_ebitda","net_debt_ebit"
"29","2017_Q2",40.064126984127,"Down",7.518e+09,-3.192e+09,4.326e+09,-4.148e+09,-9.7e+07,-5.5e+08,-1.979e+09,-1.522e+09,1.78e+08,-8.4e+07,-3.15e+08,3.1e+07,9.4e+07,-3.26e+08,-2.32e+08,8.31e+08,5.99e+08,5.99e+08,5.86e+08,5.86e+08,3.361e+09,3.109e+09,3.105e+09,1.097e+09,3.165e+09,2.911e+09,2.54e+08,1.0728e+10,5.444e+10,2.1153e+10,1.652e+09,5.22e+08,1.13e+09,7.7245e+10,8.7973e+10,4.287e+09,3.494e+09,7.56e+08,3.7e+07,1.095e+09,7.526e+09,2.534e+10,1.9506e+10,2.534e+09,7.568e+09,9.404e+09,4.4846e+10,5.2372e+10,4.6528e+10,1.8e+07,4.651e+10,-3.7018e+10,3.1804e+10,-5.961e+09,3.5353e+10,3.5601e+10,8.7973e+10,5.99e+08,5.99e+08,1.979e+09,-7.5e+08,-3.8e+07,1.79e+09,-9.31e+08,-4.3e+07,-9.74e+08,-3.31e+08,-8.39e+08,-1.58e+08,-1.6e+07,-1.344e+09,-5.28e+08,-5.28e+08,2.7e+07,-5.01e+08,2.157e+09,2.6435e+10,3.57e+08,0.57542,0.02368,0.07795,0.01646,0.00666,0.60922,1.42546,1.47108,0.30049,0.47133,0.46928,6.04691,28.43527,0.28714,0.26623,7,0.01125,0.00438,0.56485,10.69726,129.62921
"30","2017_Q3",38.8853968253968,"Down",6.781e+09,-2.922e+09,3.859e+09,-3.34e+09,-9.5e+07,-9.7e+07,-1.625e+09,-1.523e+09,5.19e+08,-8.1e+07,-3.06e+08,4.7e+07,4.38e+08,-4.799e+09,-4.361e+09,9.35e+08,-3.426e+09,-3.426e+09,-3.44e+09,-3.44e+09,1.18e+10,7.534e+09,3.02e+09,1.019e+09,4.04e+09,3.897e+09,1.43e+08,1.9879e+10,4.6846e+10,9.681e+09,1.598e+09,5.22e+08,1.076e+09,5.8125e+10,7.8004e+10,4.225e+09,3.401e+09,7.91e+08,3.3e+07,3.798e+09,9.926e+09,1.967e+10,1.7909e+10,2.499e+09,6.335e+09,9.075e+09,3.7579e+10,4.7505e+10,4.6576e+10,1.8e+07,4.6558e+10,-3.7981e+10,2.8033e+10,-6.342e+09,3.0286e+10,3.0499e+10,7.8004e+10,-3.426e+09,-3.426e+09,1.625e+09,3.442e+09,1.1e+08,1.751e+09,9.687e+09,-2.49e+09,7.197e+09,-3.31e+08,-3.24e+09,-9.8e+08,-4.8e+07,-4.599e+09,4.349e+09,4.349e+09,7.6e+07,4.425e+09,2.144e+09,2.3468e+10,1.1006e+10,0.56909,0.07654,-0.5073,-0.11279,-0.0441,-3.19942,2.00272,1.55759,0.30086,-2.7813,-2.7813,5.48256,24.48677,8.89855,0.26762,6,-0.04326,0.15312,-0.0962199999999996,5.44216,22.4817
"31","2017_Q4",44.7674603174603,"Up",6.688e+09,-2.926e+09,3.762e+09,-3.188e+09,-1.1e+08,-7.3e+07,-1.608e+09,-1.397e+09,5.74e+08,1e+07,-2.51e+08,6.5e+07,5.84e+08,6.9e+07,6.53e+08,-2.17e+08,4.36e+08,4.36e+08,4.2e+08,4.2e+08,1.1691e+10,6.911e+09,3.222e+09,1.023e+09,1.018e+09,8.76e+08,1.42e+08,1.6954e+10,4.6669e+10,9.696e+09,1.542e+09,4.61e+08,1.081e+09,5.7907e+10,7.4861e+10,4.421e+09,3.378e+09,1.005e+09,3.8e+07,1.331e+09,7.131e+09,1.9673e+10,1.7345e+10,1.903e+09,6.262e+09,9.18e+09,3.7018e+10,4.4149e+10,4.6613e+10,1.8e+07,4.6595e+10,-3.8951e+10,2.813e+10,-5.292e+09,3.05e+10,3.0712e+10,7.4861e+10,4.36e+08,4.36e+08,1.608e+09,-9.8e+08,-9e+06,1.055e+09,1.91e+09,9.8e+07,2.008e+09,-3.24e+08,-2.515e+09,-9.72e+08,-1.6e+07,-3.827e+09,-7.64e+08,-7.64e+08,1.41e+08,-6.23e+08,2.182e+09,2.1004e+10,4.3e+09,0.5625,0.08583,0.0628,0.01368,0.00561,10.2381,2.37751,1.43752,0.28057,0.3464,0.34558,5.51609,25.15559,3.54653,0.26723,9,0.01077,0.06226,0.77143,4.2681,16.22474
"32","2018_Q1",49.4011475409836,"Up",8.119e+09,-3.435e+09,4.684e+09,-3.501e+09,-1.25e+08,-2.14e+08,-1.633e+09,-1.529e+09,1.183e+09,3.58e+08,-2.26e+08,3.86e+08,1.541e+09,-2.16e+08,1.325e+09,2.73e+08,1.598e+09,1.598e+09,1.579e+09,1.579e+09,1.0097e+10,6.325e+09,4.179e+09,1.06e+09,1.176e+09,1.035e+09,1.41e+08,1.6512e+10,4.5683e+10,9.599e+09,1.568e+09,4.61e+08,1.107e+09,5.685e+10,7.3362e+10,5.068e+09,4.009e+09,1.038e+09,2.1e+07,2.575e+09,9.397e+09,1.7128e+10,1.6036e+10,1.854e+09,5.282e+09,8.9e+09,3.3164e+10,4.2561e+10,4.664e+10,1.8e+07,4.6622e+10,-3.9906e+10,2.9391e+10,-5.518e+09,3.0607e+10,3.0801e+10,7.3362e+10,1.598e+09,1.598e+09,1.633e+09,-7.02e+08,-4.8e+07,2.481e+09,-1.397e+09,9.28e+08,-469000000.000001,-3.19e+08,-1.282e+09,-9.53e+08,-3.2e+07,-2.586e+09,-5.74e+08,-5.74e+08,-1.2e+07,-5.86e+08,2.816e+09,1.9703e+10,1.098e+09,0.57692,0.14571,0.19448,0.05126,0.02152,0.69538,1.75716,1.38181,0.26857,1.32512,1.33445,6.8136,25.68591,0.92146,0.26771,8,0.02852,0.0165,0.20203,3.41122,8.12003
"33","2018_Q2",58.4825,"Up",8.798e+09,-3.714e+09,5.084e+09,-2.96e+09,-9.9e+07,-9.5e+07,-1.412e+09,-1.354e+09,2.124e+09,-2.8e+07,-1.84e+08,-5.2e+07,2.096e+09,-3.2e+08,1.776e+09,-8.76e+08,9e+08,9e+08,8.88e+08,8.88e+08,7.048e+09,4.984e+09,4.032e+09,1.053e+09,1.054e+09,8.94e+08,1.6e+08,1.3187e+10,4.5997e+10,9.572e+09,1.971e+09,3.99e+08,1.572e+09,5.754e+10,7.0727e+10,5.227e+09,3.824e+09,1.341e+09,6.2e+07,3.37e+08,7.109e+09,1.6709e+10,1.6191e+10,1.832e+09,5.409e+09,8.95e+09,3.29e+10,4.0009e+10,4.666e+10,1.8e+07,4.6642e+10,-4.0406e+10,2.9663e+10,-5.371e+09,3.0546e+10,3.0718e+10,7.0727e+10,9e+08,9e+08,1.412e+09,1.73e+08,-8.6e+07,2.399e+09,-1.366e+09,1.288e+09,-7.8e+07,-3.38e+08,-2.888e+09,-5.18e+08,-3.2e+07,-3.776e+09,-1.455e+09,-1.455e+09,1.25e+08,-1.33e+09,3.536e+09,1.7046e+10,2.96e+09,0.57786,0.24142,0.10093,0.02891,0.01256,3.33333,1.85497,1.30246,0.24101,0.75268,0.74845,7.45725,25.891,2.50892,0.28649,9,0.01917,0.04628,0.38063,2.82749,4.70716
"34","2018_Q3",63.6296825396825,"Up",8.504e+09,-3.064e+09,5.44e+09,-3.211e+09,-1.18e+08,-6.9e+07,-1.438e+09,-1.586e+09,2.229e+09,5.04e+08,-1.77e+08,4.16e+08,2.733e+09,-1.14e+08,2.619e+09,-9.65e+08,1.654e+09,1.654e+09,1.64e+09,1.64e+09,6.005e+09,3.234e+09,3.75e+09,1.093e+09,7.6e+08,5.8e+08,1.8e+08,1.1608e+10,4.6306e+10,9.435e+09,1.587e+09,3.99e+08,1.188e+09,5.7328e+10,6.8936e+10,4.967e+09,3.642e+09,1.301e+09,2.4e+07,8.9e+07,6.638e+09,1.4885e+10,1.6191e+10,1.774e+09,5.534e+09,8.883e+09,3.1076e+10,3.7714e+10,4.6764e+10,1.8e+07,4.6746e+10,-4.1052e+10,3.0967e+10,-5.637e+09,3.1042e+10,3.1222e+10,6.8936e+10,1.654e+09,1.654e+09,1.438e+09,7.3e+07,1.77e+08,3.342e+09,-1.86e+09,-8.9e+07,-1.949e+09,-3.37e+08,-2.064e+09,-5.86e+08,-1.6e+07,-3.003e+09,-1.61e+09,-1.61e+09,-1.39e+08,-1.749e+09,3.667e+09,1.4974e+10,2.949e+09,0.6397,0.26211,0.19285,0.05253,0.02379,1.79817,1.74872,1.20793,0.21722,1.39887,1.38846,7.25363,26.47781,2.5154,0.28745,8,0.03169,0.04727,0.20549,2.44587,4.02378
"35","2018_Q4",60.2926984126984,"Down",9.449e+09,-3.53e+09,5.919e+09,-3.395e+09,-1.19e+08,-1.03e+08,-1.494e+09,-1.679e+09,2.524e+09,4.17e+08,-1.86e+08,3.09e+08,2.941e+09,-3.5e+07,2.906e+09,-1.033e+09,1.873e+09,1.873e+09,1.861e+09,1.861e+09,6.677e+09,3.716e+09,4.319e+09,1.239e+09,2.488e+09,2.308e+09,1.8e+08,1.4723e+10,4.4736e+10,9.553e+09,1.544e+09,3.35e+08,1.209e+09,5.5833e+10,7.0556e+10,5.5e+09,3.887e+09,1.582e+09,3.1e+07,9.5e+07,7.401e+09,1.4902e+10,1.6174e+10,1.755e+09,5.535e+09,8.884e+09,3.1076e+10,3.8477e+10,4.6876e+10,1.8e+07,4.6858e+10,-4.1979e+10,3.2495e+10,-5.442e+09,3.195e+10,3.2079e+10,7.0556e+10,1.873e+09,1.873e+09,1.494e+09,9.4e+07,-5.1e+07,3.41e+09,-1.513e+09,-1.25e+08,-1.638e+09,-3.34e+08,-1.8e+07,-8.48e+08,-6.3e+07,-1.263e+09,5.09e+08,5.09e+08,-2.6e+07,4.83e+08,4.018e+09,1.4997e+10,3.487e+09,0.62642,0.26712,0.19695,0.05801,0.02638,1.87372,1.98933,1.19945,0.21255,1.60013,1.58694,8.12445,27.47128,2.9982,0.28718,8,0.0347,0.05513,0.17947,2.07068,3.29635
"36","2019_Q1",59.8118032786885,"Down",1.0913e+10,-3.986e+09,6.927e+09,-3.774e+09,-6.5e+07,-1.02e+08,-1.612e+09,-1.995e+09,3.153e+09,-1.986e+09,-1.88e+08,-1.048e+09,1.167e+09,1.505e+09,2.672e+09,-7.94e+08,1.878e+09,1.878e+09,1.868e+09,1.868e+09,7.625e+09,5.915e+09,3.92e+09,1.007e+09,7.22e+08,5.75e+08,1.47e+08,1.3274e+10,4.5698e+10,9.329e+09,1.679e+09,3.35e+08,1.344e+09,5.6706e+10,6.998e+10,5.215e+09,3.863e+09,1.32e+09,3.2e+07,1.12e+08,7.395e+09,1.4856e+10,1.5665e+10,1.764e+09,5.021e+09,8.88e+09,3.0521e+10,3.7916e+10,4.6897e+10,1.8e+07,4.6879e+10,-4.2905e+10,3.401e+10,-6.063e+09,3.1939e+10,3.2064e+10,6.998e+10,1.878e+09,1.878e+09,1.612e+09,-3.02e+08,5.95e+08,3.783e+09,-9.29e+08,-8.69e+08,-1.78e+08,-3.54e+08,-2.5e+07,-9.26e+08,-1.2e+07,-1.317e+09,2.288e+09,2.288e+09,-7.7e+07,2.211e+09,4.765e+09,1.4968e+10,5.225e+09,0.63475,0.28892,0.17117,0.05826,0.02669,2.79711,1.795,1.18251,0.21389,1.62323,1.6078,9.48303,27.75391,4.54035,0.30761,9,0.03544,0.08334,0.18951,1.54103,2.32889
"37","2019_Q2",55.5855555555556,"Down",9.15e+09,-3.675e+09,5.475e+09,-3.355e+09,-1.53e+08,-1.1e+08,-1.546e+09,-1.546e+09,2.12e+09,6.57e+08,-2.33e+08,7.02e+08,2.777e+09,-9e+07,2.687e+09,-8.41e+08,1.846e+09,1.846e+09,1.833e+09,1.833e+09,6.467e+09,6.218e+09,3.701e+09,1.014e+09,2.501e+09,5.28e+08,1.973e+09,1.3683e+10,4.5942e+10,9.302e+09,2.571e+09,2.68e+08,2.303e+09,5.7815e+10,7.1498e+10,5.385e+09,3.815e+09,1.539e+09,3.1e+07,1.13e+08,7.37e+09,1.4832e+10,1.6315e+10,1.704e+09,5.043e+09,9.568e+09,3.1147e+10,3.8517e+10,4.6895e+10,1.8e+07,4.6877e+10,-4.3656e+10,3.5534e+10,-5.914e+09,3.2859e+10,3.2981e+10,7.1498e+10,1.846e+09,1.846e+09,1.546e+09,-4.44e+08,-5.4e+07,2.894e+09,-1.495e+09,1.8e+07,-1.477e+09,-3.5e+08,-1.9e+07,-7.9e+08,-1.4e+07,-1.173e+09,2.44e+08,2.44e+08,7.5e+07,3.19e+08,3.666e+09,1.4945e+10,2.958e+09,0.59836,0.23169,0.20033,0.05558,0.02564,1.61375,1.85658,1.16785,0.20903,1.60865,1.59876,8.0301,28.83727,2.59596,0.30716,9,0.03398,0.04605,0.19094,2.3126,3.99906
"38","2019_Q3",51.14625,"Down",7.953e+09,-2.674e+09,5.279e+09,-3.353e+09,-1.29e+08,-1.22e+08,-1.49e+09,-1.612e+09,1.926e+09,1.8e+08,-1.65e+08,1.72e+08,2.106e+09,-4.8e+07,2.058e+09,-4.61e+08,1.597e+09,1.597e+09,1.58e+09,1.58e+09,6.673e+09,5.941e+09,3.49e+09,1.089e+09,4.548e+09,2.552e+09,1.996e+09,1.58e+10,4.4334e+10,8.748e+09,2.379e+09,2.68e+08,2.111e+09,5.5461e+10,7.1261e+10,4.848e+09,3.618e+09,1.213e+09,1.7e+07,1.14e+08,8.996e+09,1.4809e+10,1.4382e+10,1.689e+09,4.825e+09,7.868e+09,2.9191e+10,3.8187e+10,4.694e+10,1.8e+07,4.6922e+10,-4.4906e+10,3.6769e+10,-5.827e+09,3.2976e+10,3.3074e+10,7.1261e+10,1.597e+09,1.597e+09,1.49e+09,3.35e+08,-5.31e+08,2.891e+09,-1.17e+09,-2.91e+08,-1.461e+09,-3.46e+08,-1.9e+07,-1.248e+09,-4.1e+07,-1.654e+09,-2.24e+08,-2.24e+08,-4.9e+07,-2.73e+08,3.416e+09,1.4923e+10,2.176e+09,0.66377,0.24217,0.19867,0.04777,0.02217,1.37722,1.75634,1.15459,0.20941,1.4033,1.39513,7.06356,29.28807,1.93264,0.3073,7,0.03088,0.03488,0.21899,2.41511,4.28349
"39","2019_Q4",53.24265625,"Up",9.543e+09,-2.71e+09,6.833e+09,-3.84e+09,-8.7e+07,-3.6e+08,-1.566e+09,-1.827e+09,2.993e+09,-1.496e+09,-1.84e+08,-9.32e+08,1.497e+09,1.996e+09,3.493e+09,-4.22e+08,3.071e+09,3.071e+09,3.056e+09,3.056e+09,8.101e+09,7.193e+09,3.478e+09,9.55e+08,2.683e+09,5.94e+08,2.089e+09,1.5217e+10,4.3814e+10,8.916e+09,2.393e+09,2.19e+08,2.174e+09,5.5123e+10,7.034e+10,4.248e+09,3.148e+09,1.077e+09,2.3e+07,1.21e+08,5.942e+09,1.4799e+10,1.436e+10,1.786e+09,4.693e+09,7.881e+09,2.9159e+10,3.5101e+10,4.6972e+10,1.8e+07,4.6954e+10,-4.5656e+10,3.9484e+10,-5.654e+09,3.5146e+10,3.5239e+10,7.034e+10,3.071e+09,3.071e+09,1.566e+09,-1.993e+09,-3.07e+08,2.337e+09,5.44e+08,2.71e+08,1.5e+08,-3.41e+08,-2.1e+07,-7.52e+08,-1.8e+07,-1.132e+09,1.355e+09,1.355e+09,-9.4e+07,1.261e+09,4.559e+09,1.492e+10,5.218e+09,0.71602,0.31363,0.32023,0.08672,0.04345,1.70746,2.56092,0.99608,0.21211,2.7574,2.74307,8.61055,31.71186,4.70815,0.30768,8,0.05265,0.08088,0.11158,1.49572,2.27832
"40","2020_Q1",46.2635483870968,"Down",8.058e+09,-2.783e+09,5.275e+09,-3.442e+09,-1.87e+08,-1.51e+08,-1.488e+09,-1.616e+09,1.833e+09,-2.5e+08,-1.96e+08,-7e+06,1.583e+09,-2.97e+08,1.286e+09,-5.43e+08,7.43e+08,7.43e+08,7.2e+08,7.2e+08,8.116e+09,5.088e+09,3.267e+09,1.026e+09,4.504e+09,2.259e+09,2.245e+09,1.6913e+10,4.2269e+10,8.687e+09,2.645e+09,2.19e+08,2.426e+09,5.3601e+10,7.0514e+10,4.23e+09,3.176e+09,1.03e+09,2.4e+07,1.05e+08,7.043e+09,1.479e+10,1.3631e+10,1.781e+09,4.634e+09,7.216e+09,2.8421e+10,3.5464e+10,4.7001e+10,1.8e+07,4.6983e+10,-4.6405e+10,3.9742e+10,-5.357e+09,3.4981e+10,3.505e+10,7.0514e+10,7.43e+08,7.43e+08,1.488e+09,4.38e+08,3.13e+08,2.982e+09,-1.503e+09,-8.2e+07,-3.83e+09,-4.63e+08,-2.1e+07,-7.4e+08,-4.6e+07,-1.27e+09,-2.118e+09,-2.118e+09,2.2e+07,-2.096e+09,3.321e+09,1.4895e+10,2.674e+09,0.65463,0.22748,0.08935,0.02054,0.01021,3.71389,2.40139,1.01181,0.21123,0.65731,0.65393,7.35645,31.93544,2.44119,0.42269,7,0.01861,0.04206,0.64306,2.04125,3.69831
"41","2020_Q2",37.1577777777778,"Down",4.853e+09,-2.661e+09,2.192e+09,-3.086e+09,3e+06,-1.88e+08,-1.411e+09,-1.49e+09,-8.94e+08,-1.06e+08,-2.02e+08,6e+06,-1e+09,-5.63e+08,-1.563e+09,-1.48e+08,-1.711e+09,-1.711e+09,-1.739e+09,-1.739e+09,7.774e+09,3.908e+09,2.116e+09,7.26e+08,2.528e+09,1.96e+09,5.68e+08,1.3144e+10,4.0645e+10,8.707e+09,2.537e+09,1.67e+08,2.37e+09,5.1889e+10,6.5033e+10,3.774e+09,2.9e+09,8.53e+08,2.1e+07,1.26e+08,6.075e+09,1.4847e+10,1.2724e+10,1.563e+09,4.141e+09,7.02e+09,2.7571e+10,3.3646e+10,4.7045e+10,1.8e+07,4.7027e+10,-4.713e+10,3.7545e+10,-6.145e+09,3.1315e+10,3.1387e+10,6.5033e+10,-1.711e+09,-1.711e+09,1.411e+09,1.908e+09,4.97e+08,2.105e+09,-1.1e+09,1.03e+08,-1.932e+09,-4.58e+08,-2.4e+07,-7.24e+08,-2.4e+07,-1.23e+09,-1.057e+09,-1.057e+09,-1.22e+08,-1.179e+09,5.17e+08,1.4973e+10,6.2e+07,0.45168,-0.18422,-0.35834,-0.05541,-0.02674,-0.03565,2.16362,1.07197,0.23024,-1.60341,-1.60341,4.47462,28.87343,0.05717,0.42229,4,-0.02168,0.00105,-0.26337,13.92456,-8.05257
"42","2020_Q3",35.23375,"Down",3.42e+09,-1.13e+09,2.29e+09,-2.665e+09,-1.56e+08,-9.7e+07,-1.158e+09,-1.254e+09,-3.75e+08,-2.02e+08,-2.02e+08,6999999.99999997,-5.77e+08,5.98e+08,2.1e+07,2.57e+08,2.78e+08,2.78e+08,2.6e+08,2.6e+08,6.892e+09,2.907e+09,1.399e+09,9.82e+08,1.78e+09,6.76e+08,1.104e+09,1.1053e+10,4.112e+10,8.334e+09,2.539e+09,1.67e+08,2.372e+09,5.1993e+10,6.3046e+10,2.392e+09,2.06e+09,3.12e+08,2e+07,1.46e+08,4.105e+09,1.4852e+10,1.2596e+10,1.586e+09,3.901e+09,7.109e+09,2.7448e+10,3.1553e+10,4.7097e+10,1.8e+07,4.7079e+10,-4.713e+10,3.7351e+10,-5.825e+09,3.1493e+10,3.1493e+10,6.3046e+10,2.78e+08,2.78e+08,1.158e+09,-7.6e+08,-5.19e+08,1.57e+08,-1.12e+08,-3.23e+08,-5.3e+08,-4.55e+08,-1.9e+08,0,-4e+06,-6.49e+08,-1.022e+09,-1.022e+09,2.9e+07,-9.93e+08,7.83e+08,1.4998e+10,-1.05e+08,0.66959,-0.10965,0.0760199999999999,0.00826000000000002,0.00412,-0.40385,2.69257,1.00191,0.23789,0.24149,0.24149,3.17649,29.25067,-0.0975200000000002,0.4226,5,0.0121,-0.00178,1.75,10.35249,-21.616
"43","2020_Q4",34.70546875,"Down",4.383e+09,-1.839e+09,2.544e+09,-2.836e+09,-9.6e+07,-1.25e+08,-1.411e+09,-1.204e+09,-2.92e+08,-2.15e+08,-2e+08,-2e+07,-5.07e+08,-5e+06,-5.12e+08,6.2e+07,-4.5e+08,-4.5e+08,-4.5e+08,-4.5e+08,6.522e+09,2.49e+09,1.984e+09,1.034e+09,1.519e+09,5.75e+08,9.44e+08,1.1059e+10,4.1269e+10,8.295e+09,2.534e+09,1.14e+08,2.42e+09,5.2098e+10,6.3157e+10,2.578e+09,2.217e+09,3.39e+08,2.2e+07,4.82e+08,4.64e+09,1.4905e+10,1.2829e+10,1.661e+09,3.854e+09,7.314e+09,2.7734e+10,3.2374e+10,4.7131e+10,1.8e+07,4.7113e+10,-4.713e+10,3.6448e+10,-5.666e+09,3.0783e+10,3.0783e+10,6.3157e+10,-4.5e+08,-4.5e+08,1.411e+09,2.67e+08,-3.6e+08,8.68e+08,-1.133e+09,7.6e+07,-1.116e+09,-4.54e+08,2.8e+08,-4e+06,1e+06,-1.77e+08,-4.25e+08,-4.25e+08,3.1e+07,-3.94e+08,1.119e+09,1.5387e+10,-4.36e+08,0.58042,-0.06662,-0.10267,-0.01462,-0.00713,0.96889,2.38341,1.05168,0.24363,-0.41768,-0.41768,4.06821,28.57217,-0.40469,0.42139,3,7e-05,-0.00739,-1.00889,7.92225,-30.35959
"44","2021_Q1",46.7637704918033,"Up",6.051e+09,-2.448e+09,3.603e+09,-4.171e+09,-1.81e+08,-1.047e+09,-1.541e+09,-1.402e+09,-5.68e+08,-2.24e+08,-2.02e+08,-6000000.00000001,-7.92e+08,-2.94e+08,-1.086e+09,3.14e+08,-7.72e+08,-7.72e+08,-7.72e+08,-7.72e+08,6.6e+09,2.991e+09,2.634e+09,1.002e+09,1.83e+09,4.54e+08,1.376e+09,1.2066e+10,3.9893e+10,8.017e+09,2.642e+09,1.14e+08,2.528e+09,5.0552e+10,6.2618e+10,4.747e+09,2.669e+09,3.2e+08,1.758e+09,6.19e+08,5.366e+09,1.475e+10,1.2653e+10,1.697e+09,3.747e+09,7.209e+09,2.7403e+10,3.2769e+10,4.7151e+10,1.8e+07,4.7133e+10,-4.7297e+10,3.5213e+10,-5.218e+09,2.9849e+10,2.9849e+10,6.2618e+10,-7.72e+08,-7.72e+08,1.541e+09,8.93e+08,1e+07,1.672e+09,-1.053e+09,79000000.0000001,-5.43e+08,-4.64e+08,-2e+07,-1.69e+08,1e+06,-6.52e+08,4.77e+08,4.77e+08,4.2e+07,5.19e+08,9.73e+08,1.5369e+10,-3.84e+08,0.59544,-0.09387,-0.12758,-0.02586,-0.01233,0.49741,2.2486,1.09783,0.24544,-0.71656,-0.71656,5.61642,27.70525,-0.35642,0.43068,3,-0.00532,-0.00664,-0.60104,9.01233,-15.43838
"45","2021_Q2",53.3130158730159,"Up",1.0326e+10,-4.483e+09,5.843e+09,-4.096e+09,-3.11e+08,-8.4e+07,-1.886e+09,-1.815e+09,1.747e+09,-2.69e+08,-2.26e+08,-2.4e+07,1.478e+09,2.36e+08,1.714e+09,-7.32e+08,9.82e+08,9.82e+08,9.82e+08,9.82e+08,6.935e+09,2.831e+09,4.339e+09,1.098e+09,2.242e+09,5.36e+08,1.706e+09,1.4614e+10,5.827e+10,8.286e+09,2.523e+09,5.9e+07,2.464e+09,6.9079e+10,8.3693e+10,4.76e+09,3.779e+09,9.59e+08,2.2e+07,6.89e+08,7.184e+09,1.9338e+10,1.4016e+10,1.53e+09,4.982e+09,7.504e+09,3.3354e+10,4.0538e+10,6.0299e+10,2.1e+07,6.0278e+10,-4.7672e+10,3.5608e+10,-5.08e+09,4.3155e+10,4.3155e+10,8.3693e+10,9.82e+08,9.82e+08,1.886e+09,-7.73e+08,-1.5e+07,2.08e+09,-1.217e+09,1.19e+08,-1.215e+09,-5.88e+08,-2.6e+07,-4.03e+08,2e+06,-1.015e+09,-1.5e+08,-1.5e+08,-2e+06,-1.52e+08,3.633e+09,2.0027e+10,3.133e+09,0.56585,0.16918,0.0951,0.02276,0.01173,3.19043,2.03424,0.93936,0.23929,0.72814,0.72569,7.65662,31.99897,2.32309,0.436,6,0.02034,0.04058,0.59878,3.60363,7.49399
"46","2021_Q3",55.71640625,"Up",1.0152e+10,-2.998e+09,7.154e+09,-3.864e+09,-1.17e+08,-56999999.9999999,-1.867e+09,-1.823e+09,3.29e+09,-2.67e+08,-2.2e+08,-3.7e+07,3.023e+09,5.7e+07,3.08e+09,-9.89e+08,2.091e+09,2.091e+09,2.091e+09,2.091e+09,8.859e+09,6.608e+09,4.401e+09,1.138e+09,2.774e+09,8.49e+08,1.925e+09,1.7172e+10,5.7717e+10,8.013e+09,2.501e+09,5.9e+07,2.442e+09,6.8231e+10,8.5403e+10,6.945e+09,3.591e+09,1.406e+09,1.948e+09,1.205e+09,8.15e+09,1.8805e+10,1.4172e+10,1.297e+09,5.331e+09,7.544e+09,3.2977e+10,4.1127e+10,6.0358e+10,2.1e+07,6.0337e+10,-4.8278e+10,3.7116e+10,-4.92e+09,4.4276e+10,4.4276e+10,8.5403e+10,2.091e+09,2.091e+09,1.867e+09,8.2e+07,2.11e+08,4.251e+09,-1.088e+09,2.1e+07,7.34e+08,-5.83e+08,-1.8e+07,-6.03e+08,1e+06,-1.203e+09,3.782e+09,3.782e+09,1.1e+07,3.793e+09,5.157e+09,2.001e+10,5.269e+09,0.70469,0.32407,0.20597,0.04723,0.02448,2.51985,2.10699,0.92888,0.2343,1.55045,1.54522,7.5276,32.83018,3.90691,0.43229,7,0.03408,0.06716,0.27881,2.1623,3.38936
