"","YQ","p","d","revenue","cost_of_revenue","gross_profit","operating_expenses","selling_general_administrative","operating_income_loss","non_operating_income_loss","interest_expense_net","other_non_operating_income_loss","pretax_income_loss_adj","pretax_income_loss","income_tax_expense_benefit_net","income_loss_from_continuing_operations","income_loss_incl_minority_interest","net_income","net_income_common","cash_cash_equivalents_short_term_investments","cash_cash_equivalents","short_term_investments","accounts_notes_receivable","inventories","other_short_term_assets","prepaid_expenses","total_current_assets","property_plant_equipment_net","other_long_term_assets","goodwill","misc_long_term_assets","total_noncurrent_assets","total_assets","payables_accruals","accounts_payable","other_payables_accruals","other_short_term_liabilities","misc_short_term_liabilities","total_current_liabilities","other_long_term_liabilities","misc_long_term_liabilities","total_noncurrent_liabilities","total_liabilities","share_capital_additional_paid_in_capital","retained_earnings","other_equity","equity_before_minority_interest","total_equity","total_liabilities_equity","net_income_starting_line","depreciation_amortization_2","non_cash_items","change_in_working_capital","net_cash_from_operating_activities","change_in_fixed_assets_intangibles","net_change_in_long_term_investment","net_cash_from_investing_activities","cash_from_repurchase_of_equity","increase_in_capital_stock","other_financing_activities","net_cash_from_financing_activities","net_cash_before_disc_operations_and_fx","net_cash_before_fx","effect_of_foreign_exchange_rates","net_change_in_cash","ebitda","total_debt","free_cash_flow","gross_profit_margin","operating_margin","net_profit_margin","return_on_equity","return_on_assets","free_cash_flow_to_net_income","current_ratio","liabilities_to_equity_ratio","debt_ratio","earnings_per_share_basic","earnings_per_share_diluted","sales_per_share","equity_per_share","free_cash_flow_per_share","return_on_invested_capital","cash_return_on_invested_capital","net_debt_ebitda","net_debt_ebit"
"32","2019_Q3",26.36359375,"Up",228425000,-151229000,77196000,-65523000,-65523000,11673000,1356000,798000,558000,13029000,13029000,-4004000,9025000,9025000,9025000,9025000,188649000,63846000,124803000,21615000,151079000,11789000,11789000,373132000,116219000,392910000,57306000,314430000,509129000,882261000,101336000,82859000,15582000,79796000,79796000,181132000,296922000,296922000,296922000,478054000,156625000,260156000,-12574000,404207000,404207000,882261000,9025000,6251000,15765000,-5740000,25301000,-4961000,-16781000,-21742000,-629283.285968388,1395121.80311741,0,0,3559000,3559000,-37999.9999999999,3521000,17924000,0,11227000,0.33795,0.0511,0.03951,0.02233,0.01023,1.24399,2.06,1.1827,0,0.35816,0.35477,9.0652,16.04123,0.44555,0.01287,0.01601,-10.52494,-16.16114
"33","2019_Q4",31.62140625,"Up",264023000,-169447000,94576000,-70266000,-70266000,24310000,1278000,1002000,276000,25588000,25588000,-6409000,19179000,19179000,19179000,19179000,178647000,31929000,146718000,16790000,183381000,10757000,10757000,389575000,115170000,390285000,57580000,310509000,505455000,895030000,98777000,73418000,21929000,78557000,78557000,177334000,290857000,290857000,290857000,468191000,159251000,279335000,-11747000,426839000,426839000,895030000,19179000,6262000,15067000,-46217000,-5709000,-5579000,-21773000,-27352000,1604000,1604000,0,1021000,-32040000,-32040000,262000,-31778000,30572000,0,-14815000,0.35821,0.09208,0.07264,0.04493,0.02143,-0.77246,2.19684,1.09688,0,0.76014,0.74772,10.46423,16.91724,-0.58717,0.02672,-0.02064,-5.84348,-7.3487
"34","2020_Q1",28.1896774193548,"Down",328753000,-200426000,128327000,-79471000,-79471000,48856000,1547000,1002000,545000,50403000,50403000,-12519000,37884000,37884000,37884000,37884000,251196000,52428000,198768000,16841000,135095000,9456000,9456000,412588000,113051000,388619000,57099000,310653000,501670000,914258000,76126000,47787000,23653000,83584000,83584000,159710000,288462000,288462000,288462000,448172000,161458000,317219000,-12591000,466086000,466086000,914258000,37884000,6673000,17694000,14365000,76616000,-4947000,-51175000,-56122000,728000,728000,-84000,644000,21138000,21138000,-187000,20951000,55529000,0,77466000,0.39034,0.14861,0.11524,0.08128,0.04144,2.04482,2.58336,0.96157,0,1.49852,1.47409,13.00396,18.43622,3.0642,0.05021,0.10267,-4.52369,-5.14156
"35","2020_Q2",22.7114285714286,"Down",137772000,-114036000,23736000,-51584000,-51584000,-27848000,1180000,1074000,106000,-26668000,-26668000,5567000,-21101000,-21101000,-21101000,-21101000,217225000,63731000,153494000,16837000,136354000,5179000,5179000,375595000,109573000,376265000,56706000,293987000,485838000,861433000,67100000,49497000,13173000,70584000,70584000,156881000,273398000,273398000,273398000,430279000,163349000,282701000,-14896000,431154000,431154000,861433000,-21101000,6096000,13037000,-15574000,-17542000,-2504000,45238000,42734000,-12989000,428000,-93000,-13082000,12110000,12110000,-853000,11257000,-21752000,19197000,-45397000,0.17228,-0.20213,-0.15316,-0.04894,-0.0245,2.15141,2.39414,0.99797,0.02228,-0.84269,-0.84269,5.50208,17.21861,-1.81298,-0.02916,-0.06272,9.1039,7.11103
"36","2020_Q3",26.14890625,"Up",250392000,-159542000,90850000,-57738000,-57738000,33112000,1186000,794000,392000,34298000,34298000,-8906000,25392000,25392000,25392000,25392000,299132000,133905000,165227000,24811000,126701000,10560000,10560000,461204000,113231000,362461000,60225000,286659000,475692000,936896000,98668000,75318000,17816000,104932000,104932000,203600000,263270000,263270000,263270000,466870000,165056000,308093000,-3123000,470026000,470026000,936896000,25392000,5909000,20832000,27414000,79547000,-2520000,-9570999.99999999,-12091000,117000,117000,1.45519152283669e-11,117000,67573000,67573000,2999000,70572000,39021000,0,72821000,0.36283,0.13224,0.10141,0.05402,0.0271,2.86787,2.26525,0.99329,-3.46944695195361e-18,1.02239,0.99522,10.08182,18.92519,2.93207,0.03463,0.09931,-7.66592,-9.03395
"37","2020_Q4",33.6865625,"Up",270952000,-165146000,105806000,-67941000,-67941000,37865000,855000,769000,86000,38720000,38720000,-9581000,29139000,29139000,29139000,29139000,316173000,84939000,231234000,19301000,160961000,9240000,9240000,505675000,101820000,366659000,59540000,283598000,468479000,974154000,118074000,84069000,25603000,97853000,97853000,215927000,259041000,259041000,259041000,474968000,167119000,337232000,-5165000,499186000,499186000,974154000,29139000,5904000,18581000,-33875000,19749000,-2464000,-66440000,-68904000,413999.999999998,414000,0,414000,-48741000,-48741000,-247000,-48988000,43769000,0,17011000,0.3905,0.13975,0.10754,0.05837,0.02991,0.58379,2.34188,0.95149,0,1.17198,1.15361,10.8978,20.07746,0.68419,0.03843,0.02244,-7.22367,-8.35001
"38","2021_Q1",44.53,"Up",331536000,-201913000,129623000,-75814000,-75814000,53809000,2298000,881000,1417000,56107000,56107000,-13310000,42797000,42797000,42797000,42797000,375542000,73622000,301920000,16558000,134354000,8823000,8823000,535277000,98352000,364735000,61470000,277309000,463087000,998364000,103979000,69751000,27911000,91473000,91473000,195452000,250316000,250316000,250316000,445768000,171628000,380029000,939000,552596000,552596000,998364000,42797000,6150000,16035000,-8324000,56658000,-1569000,-70711000,-72280000,2918000,2918000,-61000,2857000,-12765000,-12765000,1623000,-11142000,59959000,0,63376000,0.39098,0.1623,0.12909,0.07745,0.04287,1.48085,2.73866,0.80668,8.67361737988404e-19,1.7099,1.66015,13.24607,22.07823,2.5321,0.0533,0.07893,-6.26331,-6.97917
"39","2021_Q2",44.8844444444444,"Up",279069000,-175900000,103169000,-68889000,-68889000,34280000,1229000,975000,254000,35509000,35509000,-9124000,26385000,26385000,26385000,26385000,400391000,81503000,318888000,20481000,136498000,9481000,9481000,566851000,96004000,354949000,61307000,271478000,450953000,1017804000,104092000,75610000,24784000,89154000,89154000,193246000,242777000,242777000,242777000,436023000,174921000,406414000,446000,581781000,581781000,1017804000,26385000,5889000,23604000,-28953000,26925000,-2825000,-18443000,-21268000,2039000,2039000,-486000,1553000,7210000,7210000,766000,7976000,40169000,0,17515000,0.36969,0.12284,0.09455,0.04535,0.02592,0.66382,2.93331,0.74946,0,1.0484,1.02761,11.08869,23.11682,0.69595,0.032,0.02124,-9.96766,-11.68002
"40","2021_Q3",42.67078125,"Down",268666000,-163702000,104964000,-73011000,-73011000,31953000,814000,965000,-151000,32767000,32767000,-8769000,23998000,23998000,23998000,23998000,411979000,74207000,337772000,24834000,149368000,11656000,11656000,597837000,92921000,339984000,60440000,258036000,432905000,1030742000,111039000,80174000,23371000,94114000,94114000,205153000,231293000,231293000,231293000,436446000,176951000,419489000,-2144000,594296000,594296000,1030742000,23998000,5750000,19274000,-23817000,25205000,-2593000,-19211000,-21804000,-10068000,413000,-73999.9999999999,-10142000,-6741000,-6741000,-627000,-7368000,37703000,0,20062000,0.39069,0.11893,0.08932,0.04038,0.02328,0.83599,2.9141,0.73439,0,0.94948,0.93472,10.62971,23.51319,0.79375,0.02907,0.0243,-10.92696,-12.89328
"41","2021_Q4",45.6528125,"Up",289455000,-174791000,114664000,-74822000,-74822000,39842000,1361000,893000,468000,41203000,41203000,-10501000,30702000,30702000,30702000,30702000,338086000,75545000,262541000,22107000,175108000,11633000,11633000,546934000,91956000,339299000,59525000,256581000,431255000,978189000,123140000,84609000,27436000,94501000,94501000,217641000,228806000,228806000,228806000,446447000,179049000,358560000,-5867000,531742000,531742000,978189000,30702000,5679000,16426000,-33001000,19806000,-3390000,72681000,69291000,-87628000,411000,0,-87628000,1469000,1469000,-205000,1264000,45521000,0,19631000,0.39614,0.13764,0.10607,0.05774,0.03139,0.6394,2.51301,0.83959,0,1.21732,1.19579,11.47675,21.0833,0.77836,0.04037,0.02581,-7.42703,-8.48567
"42","2022_Q1",43.4832258064516,"Down",346677000,-212744000,133933000,-82198000,-82198000,51735000,-703000,759000,-1462000,51032000,51032000,-12828000,38204000,38204000,38204000,38204000,294483000,117223000,177260000,14427000,128728000,10011000,10011000,447649000,91451000,322912000,57560000,241995000,414363000,862012000,86847000,55638000,31209000,97592000,97592000,184439000,209255000,209255000,209255000,393694000,180824000,300957000,-13463000,468318000,468318000,862012000,38204000,5612000,19309000,-111000,63014000,-6941000,82365000,75424000,-95131000,138000,-61000,-95192000,43246000,43246000,-1756000,41490000,57347000,0,63123000,0.38633,0.14923,0.1102,0.08158,0.04432,1.65226,2.42708,0.84066,-3.3881317890172e-21,1.57322,1.55118,14.27594,19.28504,2.59937,0.05638,0.09316,-5.13511,-5.69214000000001
"43","2022_Q2",33.6504838709677,"Down",220686000,-148312000,72374000,-71877000,-71877000,497000,664000,492000,172000,1161000,1161000,-1558000,-397000,-397000,-397000,-397000,172953000,62501000,110452000,23609000,141883000,10348000,10348000,348793000,90313000,329008000,55325000,251682000,419321000,768114000,84442000,65108000,19334000,93855000,93855000,178297000,212920000,212920000,212920000,391217000,182899000,217272000,-23274000,376897000,376897000,768114000,-397000,5416000,19961000,-49457000,-24477000,-3562000,62127000,58565000,-87078000,782000,-407000,-87485000,-53397000,-53397000,-1497000,-54894000,5913000,0,-45548000,0.32795,0.00225,-0.0018,-0.00105,-0.00052,114.73048,1.95625,1.03799,0,-0.02032,-0.02032,11.29811,19.2954,-2.33185,-0.00067,-0.07722,-29.24962,-347.99396
"44","2022_Q3",26.133125,"Down",219993000,-144929000,75064000,-70109000,-70109000,4955000,591000,358000,233000,5546000,5546000,-2479000,3067000,3067000,3067000,3067000,166180000,59144000,107036000,24201000,151071000,14053000,14053000,355505000,91196000,313910000,54017000,239668000,405106000,760611000,89885000,72915000,16970000,91362000,91362000,181247000,201068000,201068000,201068000,382315000,184619000,220339000,-26662000,378296000,378296000,760611000,3067000,5182000,19577000,-27508000,318000,-6691000,3849000,-2842000,-1000,-1000,-92000,-93000,-2617000,-2617000,-870000,-3487000,10137000,0,-21583000,0.34121,0.02252,0.01394,0.00810999999999999,0.00403000000000001,-7.03717,1.96144,1.01062,0,0.16071,0.16071,11.52761,19.82268,-1.13095,0.00529,-0.03725,-16.39341,-33.53784
