"","YQ","p","d","revenue","cost_of_revenue","gross_profit","operating_expenses","selling_general_administrative","depreciation_amortization","other_operating_expenses","operating_income_loss","non_operating_income_loss","other_non_operating_income_loss","pretax_income_loss_adj","pretax_income_loss","income_tax_expense_benefit_net","income_loss_from_continuing_operations","income_loss_incl_minority_interest","net_income","net_income_common","cash_cash_equivalents_short_term_investments","cash_cash_equivalents","accounts_notes_receivable","accounts_receivable_net","other_short_term_assets","prepaid_expenses","total_current_assets","property_plant_equipment_net","other_long_term_assets","intangible_assets","goodwill","deferred_tax_assets_long_term","misc_long_term_assets","total_noncurrent_assets","total_assets","payables_accruals","accounts_payable","accrued_taxes","short_term_debt","other_short_term_liabilities","misc_short_term_liabilities","total_current_liabilities","long_term_debt","other_long_term_liabilities","deferred_tax_liabilities_long_term","misc_long_term_liabilities","total_noncurrent_liabilities","total_liabilities","share_capital_additional_paid_in_capital","retained_earnings","other_equity","equity_before_minority_interest","total_equity","total_liabilities_equity","net_income_starting_line","depreciation_amortization_2","non_cash_items","change_in_working_capital","net_cash_from_operating_activities","change_in_fixed_assets_intangibles","net_cash_from_investing_activities","cash_from_repayment_of_debt","cash_from_repurchase_of_equity","increase_in_capital_stock","other_financing_activities","net_cash_from_financing_activities","net_cash_before_disc_operations_and_fx","net_cash_before_fx","effect_of_foreign_exchange_rates","net_change_in_cash","ebitda","total_debt","free_cash_flow","gross_profit_margin","operating_margin","net_profit_margin","return_on_equity","return_on_assets","free_cash_flow_to_net_income","current_ratio","liabilities_to_equity_ratio","debt_ratio","earnings_per_share_basic","earnings_per_share_diluted","sales_per_share","equity_per_share","free_cash_flow_per_share","return_on_invested_capital","cash_return_on_invested_capital","net_debt_ebitda","net_debt_ebit"
"30","2017_Q3",26.9977777777778,"Up",670697000,-414508000,256189000,-175230000,-167758000,-8387000,915000,80959000,1701000,11560000,82660000,84573000,-15471000,69102000,69102000,68946000,68946000,441064000,441064000,637613000,637613000,246277000,246277000,1324954000,208658000,1705822000,127068000,1260511000,67568000,249866000,1914480000,3239434000,69543000,18317000,51226000,244213000,452364000,452364000,766120000,1026047000,184167000,6621000,177546000,1210214000,1976334000,1358860000,276184000,-376624000,1258420000,1263100000,3239434000,69102000,21560000,983000,-7348999.99999999,84296000,-12089000,-216398000,179388000,2318999.99999997,2319000,-2e+05,169949000,37847000,37847000,15031000,52878000,102519000,1270260000,98552000,0.38197,0.12071,0.1028,0.05458,0.02128,1.42941,1.72943,1.56467,0.39212,0.36009,0.35588,3.50289,6.57243,0.51471,0.02962,0.03627,8.08822,10.24217
"31","2017_Q4",29.4269841269841,"Up",708824000,-428790000,280034000,-182115000,-172028000,-10151000,64000,97919000,-13222000,-4498000,84697000,89742000,-16581000,73161000,73161000,73745000,73745000,440055000,440055000,670692000,670692000,243867000,243867000,1354614000,205623000,1789654000,138215000,1315312000,75273000,260021000,1995277000,3349891000,83186000,16858000,66328000,199224000,540743000,540743000,823153000,1016371000,192175000,7210000,184965000,1208546000,2031699000,1371318000,338349000,-395314000,1314353000,1318192000,3349891000,73161000,25110000,6803000,43295000,148369000,-17078000,-87446000,-56093000,2754000,2754000,-5279000,-70199000,-9276000,-9276000,8267000,-1009000,123029000,1215595000,165827000,0.39507,0.13814,0.10404,0.05594,0.02201,2.24865,1.64564,1.54128,0.36288,0.38384,0.37828,3.6894,6.84116,0.86312,0.0313,0.06083,6.30372,7.92022
"32","2018_Q1",30.9229508196721,"Up",734413000,-457069000,277344000,-206691000,-189203000,-10632000,-6856000,70653000,10979000,18623000,81632000,81583000,-15445000,66138000,66138000,67082000,67082000,504468000,504468000,693085000,693085000,236342000,236342000,1433895000,207030000,1808696000,131590000,1337122000,76929000,262169000,2015726000,3449621000,45076000,15050000,30026000,209226000,584482000,584482000,838784000,1006687000,175356000,6747000,168609000,1182043000,2020827000,1423292000,355982000,-355230000,1424044000,1428794000,3449621000,66138000,26864000,14965000,-12582000,95385000,-9631000,-29133000,-508999.99999997,2694000.00000001,2694000,-1149000,-10554000,55698000,55698000,8715000,64413000,97517000,1215913000,90749000,0.37764,0.0962,0.09134,0.04695,0.01945,1.35281,1.70949,1.41436,0.35248,0.34794,0.34076,3.80928,7.38629,0.4707,0.0279,0.03218,7.2956,10.06957
"33","2018_Q2",29.5171875,"Down",688912000,-444324000,244588000,-180827000,-171109000,-9936000,218000,63761000,7450000,15550000,71211000,76009000,-12075000,63934000,63934000,64695000,64695000,424226000,424226000,703066000,703066000,199208000,199208000,1326500000,205035000,1865592000,125781000,1337051000,81734000,320107000,2070627000,3397127000,53837000,13811000,40026000,314237000,503116000,503116000,871190000,996999000,162941000,7083000,155858000,1159940000,2031130000,1424800000,321916000,-380719000,1365997000,1365997000,3397127000,63934000,25772000,-5006000,-112022000,-27322000,-18562000,-27657000,94403000,-91782000,4202000,-14760000,-26547000,-81526000,-81526000,1284000,-80242000,89533000,1311236000,-28976000,0.35504,0.09255,0.09391,0.04736,0.01904,-0.44789,1.52263,1.48692,0.38598,0.33553,0.32959,3.57289,7.08444,-0.15028,0.02785,-0.0102,9.90707,13.91148
"34","2018_Q3",29.0515873015873,"Down",728561000,-462898000,265663000,-186141000,-176166000,-9826000,-149000,79522000,-673999.999999999,9748000,78848000,81653000,-17079000,64574000,64574000,64574000,64574000,333903000,333903000,691347000,691347000,207334000,207334000,1232584000,202669000,1830825000,120624000,1311361000,88278000,309728000,2033494000,3266078000,75455000,20942000,54513000,254249000,483241000,483241000,812945000,987314000,169394000,7036000,162358000,1156708000,1969653000,1439967000,338120000,-481662000,1296425000,1296425000,3266078000,64574000,25603000,15671000,-29042000,76806000,-18832000,-26739000,-70593000,-28933000,5186000,-945000.000000004,-114711000,-64644000,-64644000,-25679000,-90323000,105125000,1241563000,74330000,0.36464,0.10915,0.08863,0.04981,0.01977,1.15108,1.5162,1.5193,0.38014,0.33963,0.33395,3.83186,6.81853,0.39094,0.02911,0.02745,8.6341,11.41395
"35","2018_Q4",27.3139682539683,"Down",747978000,-481412000,266566000,-172538000,-168010000,-9372000,4844000,94028000,-3761000,5385000,90267000,97717000,-24114000,73603000,73603000,73603000,73603000,401230000,401230000,710045000,710045000,210006000,210006000,1321281000,211382000,1923966000,135028000,1386408000,94212000,307493000,2135348000,3456629000,88003000,14436000,73567000,363476000,554708000,554708000,1006187000,983884000,181540000,6512000,175028000,1165424000,2171611000,1455570000,397470000,-568022000,1285018000,1285018000,3456629000,73603000,25371000,22247000,32101000,153322000,-30134000,-145364000,105654000,2887000,2887000,-5094000,89194000,97152000,97152000,-29825000,67327000,119399000,1347360000,145480000,0.35638,0.12571,0.0984,0.05728,0.02129,1.97655,1.31316,1.68995,0.38979,0.38733,0.38113,3.93621,6.76237,0.76558,0.03122,0.0517,7.9241,10.06222
"36","2019_Q1",30.3640983606557,"Up",835339000,-533134000,302205000,-191364000,-178580000,-9716000,-3068000,110841000,10854000,5078000,121695000,106642000,-27495000,79147000,79147000,79147000,79147000,368396000,368396000,774184000,774184000,212477000,212477000,1355057000,212715000,1961673000,177087000,1393832000,74566000,315352000,2174388000,3529445000,76479000,42584000,33895000,328483000,579430000,571350000,984392000,975645000,165226000,7106985.30335111,165226000,1140871000,2125263000,1473189000,438453000,-507460000,1404182000,1404182000,3529445000,79147000,-11878000,75768000,-6332000,136705000,-16782000,-76290000,-43858999.9999999,-22294000,1759000,-2769000,-83123000,-22708000,-22708000,-10126000,-32834000,98963000,1304128000,103344000,0.36178,0.13269,0.09475,0.05637,0.02242,1.30572,1.37654,1.51352,0.3695,0.41717,0.40977,4.4029,7.40115,0.5447,0.03249,0.03596,9.45537,8.44211
"37","2019_Q2",35.0638095238095,"Up",809206000,-519137000,290069000,-199997000,-191402000,-8509000,-86000,90072000,-7316000,3803000,82756000,79324000,-18483000,60841000,60841000,60841000,60841000,325377000,325377000,838992000,838992000,230175000,230175000,1394544000,206820000,2303450000,173472000,1400212000,78607000,650307000,2510270000,3904814000,79423000,29494000,49929000,354016000,578342000,578342000,1011781000,966873000,430991000,8409000,422582000,1397864000,2409645000,1495597000,483175000,-483603000,1495169000,1495169000,3904814000,60841000,30428000,15157000,-111842000,-5416000,-12594000,-26813000,14720000,4599000,4599000,-9052000,-5852000,-38081000,-38081000,-4938000,-43019000,120500000,1320889000,14547000,0.35846,0.11131,0.07519,0.04069,0.01558,0.2391,1.37831,1.61162,0.33827,0.32114,0.3146,4.2713,7.89208,0.07678,0.0237,0.00448,8.26151,11.0524
"38","2019_Q3",38.29109375,"Up",881799000,-571244000,310555000,-204353000,-196312000,-8096000,55000,106202000,-11598000,560000,94604000,94955000,-21233000,73722000,73722000,73722000,73722000,378030000,378030000,856602000,856602000,225163000,225163000,1459795000,211244000,2341718000,165751000,1400257000,78807000,696061000,2552962000,4012757000,89216000,24398000,64818000,323498000,590437000,590437000,1003151000,959151000,467085000,8332000,458753000,1426236000,2429387000,1521924000,540709000,-479263000,1583370000,1583370000,4012757000,73722000,31885000,28875000,-8023999.99999999,126458000,-16236000,-24823000,-40822000,6878000,6878000,-4147000,-54279000,47356000,47356000,5297000,52653000,138087000,1282649000,135060000,0.35218,0.12044,0.0836,0.04656,0.01837,1.83202,1.45521,1.53431,0.31964,0.38768,0.37852,4.63706,8.32637,0.71023,0.02697,0.04052,6.55108,8.51791
"39","2019_Q4",38.69859375,"Up",888799000,-573659000,315140000,-201556000,-194537000,-6960000,-59000,113584000,-9522000,704000,104062000,110789000,-22669000,88120000,88120000,88120000,88120000,456872000,456872000,863232000,863232000,236761000,236761000,1556865000,216385000,2324511000,162571000,1389487000,80583000,691870000,2540896000,4097761000,105491000,20954000,84537000,278504000,680199000,680199000,1064194000,950908000,476975000,4413000,472562000,1427883000,2492077000,1546651000,588714000,-529681000,1605684000,1605684000,4097761000,88120000,31486000,14830000,85841000,220277000,-24620000,-34380000,-55654000,-19441000,4472000,-2768000,-94071000,91826000,91826000,-12984000,78842000,145070000,1229412000,228960000,0.35457,0.12779,0.09915,0.05488,0.0215,2.59828,1.46295,1.55203,0.30002,0.46233,0.44984,4.66319,8.42441,1.20127,0.0315,0.06913,5.32529,6.80149
"40","2020_Q1",37.975,"Down",940739000,-630648000,310091000,-190573000,-212650000,-9047000,31124000,119518000,-1523000,719000,117995000,114349000,-32151000,82198000,82198000,82198000,82198000,467096000,467096000,914255000,914255000,170325000,170325000,1551676000,254035000,2648473000,230861000,1574466000,89715000,753431000,2902508000,4454184000,749038000,21981000,43186000,103509000,57664000,57664000,910211000,1339796000,515006000,3990000,511016000,1854802000,2765013000,1572471000,648656000,-531956000,1689171000,1689171000,4454184000,82198000,34914000,-17323000,-13220000,86569000,-19727000,-271103000,215376000,-2381000,3721000,-2990000,193849000,9315000,9315000,909000,10224000,154432000,1443305000,153636000,0.32962,0.12705,0.08738,0.04866,0.01845,1.8691,1.70474,1.63691,0.32403,0.43243,0.41811,4.94908,8.88646,0.80825,0.02696,0.04212,6.32129,8.16788
"41","2020_Q2",32.8790476190476,"Down",923192000,-604771000,318421000,-207763000,-197342000,-10741000,320000,110658000,-99000,-2934000,110559000,110559000,-24861000,85698000,85698000,85698000,85698000,401624000,401624000,910955000,910955000,166358000,166358000,1478937000,245800000,2678043000,215036000,1554679000,102078000,806250000,2923843000,4402780000,73294999.9999998,26070000,47225000,198517000,672245000,672245000,944057000,1331689000,553955000,3333000,550622000,1885644000,2829701000,1568089000,666816000,-661826000,1573079000,1573079000,4402780000,85698000,39235000,9809000,-153391000,-18649000,-20644000,-23880000,84550000,-40958000,4063000,-26858000,-1809000,-44338000,-44338000,-21134000,-65472000,149893000,1530206000,719000,0.34491,0.11986,0.09283,0.05448,0.01946,0.00839,1.56658,1.79883,0.34755,0.44956,0.43605,4.84293,8.25214,0.00377,0.0285,0.000199999999999999,7.52925,10.19883
"42","2020_Q3",38.444375,"Up",900094000,-593892000,306202000,-215838000,-186312000,-10697000,-18829000,90364000,-11217000,2920000,79147000,79147000,-16986000,62161000,62161000,62161000,62161000,867363000,867363000,868781000,868781000,180083000,180083000,1916227000,233758000,2696101000,195594000,1557011000,102973000,840523000,2929859000,4846086000,84774000,19182000,65592000,528523000,670019000,670019000,1283316000,1323583000,578573000,3358000,575215000,1902156000,3185472000,1591920000,710382000,-641688000,1660614000,1660614000,4846086000,62161000,40368000,48287000,40892000,191708000,-12095000,-15308000,319385000,8357000,8357000,-3176000,305971000,482371000,482371000,-16632000,465739000,130732000,1852106000,176515000,0.34019,0.10039,0.06906,0.03743,0.01283,2.83964,1.49318,1.91825,0.38219,0.32623,0.31859,4.72388,8.71525,0.92639,0.01974,0.04314,7.53253,10.89751
"43","2020_Q4",38.65390625,"Up",935523000,-605829000,329694000,-205052000,-198335000,-10235000,3518000,124642000,-14199000,960000,110443000,110443000,-25008000,85435000,85435000,85435000,85435000,803399000,803399000,859070000,859070000,216244000,216244000,1878713000,237473000,2687452000,176908000,1567603000,105160000,837781000,2924925000,4803638000,125498000,30754000,94744000,278530000,742622000,742622000,1146650000,1315477000,564331000,3236000,561095000,1879808000,3026458000,1613984000,748621000,-585425000,1777180000,1777180000,4803638000,85435000,40343000,19270000,107106000,252154000,-14746000,-16688000,-261675000,-21726000,6841000,-3743000,-305781000,-70315000,-70315000,6351000,-63964000,164985000,1594007000,282353000,0.35242,0.13323,0.09132,0.04807,0.01779,3.30489,1.63844,1.70296,0.33183,0.44742,0.43444,4.89933,9.30709,1.47868,0.02644,0.07174,4.792,6.34303
"44","2021_Q1",40.6988524590164,"Up",950568000,-613645000,336923000,-223870000,-207860000,-11670000,-4340000,113053000,-12725000,2292000,100328000,100328000,-25346000,74982000,74982000,74982000,74982000,680440000,680440000,881020000,881020000,187408000,187408000,1748868000,231122000,2893523000,236732000,1695688000,106674000,854429000,3124645000,4873513000,862620000,13910000,41941000,283537000,56479000,56479000,1202636000,1307371000,529277000,1516000,527761000,1836648000,3039284000,1637911000,741658000,-545340000,1834229000,1834229000,4873513000,74982000,39896000,22464000,21753000,159095000,-22078000,-210521000,-6827000,-57650000,5874000,-7478000,-90392000,-141818000,-141818000,18859000,-122959000,152949000,1590908000,177970000,0.35444,0.11893,0.07888,0.04088,0.01539,2.3735,1.4542,1.65698,0.32644,0.39575,0.38487,5.01698,9.68084,0.9393,0.02362,0.04501,5.95276,8.05346
"45","2021_Q2",44.4885714285714,"Up",946071000,-600928000,345143000,-217261000,-200732000,-16176000,-353000,127882000,-7657000,1392000,120225000,120225000,-28952000,91273000,91273000,91273000,91273000,644002000,644002000,886223000,886223000,181405000,181405000,1711630000,218173000,2858121000,215976000,1689365000,103865000,848915000,3076294000,4787924000,753159000,21567000,56494000,33544000,57034999.9999999,57034999.9999999,843738000,1646230000,548332000,828000,547504000,2194562000,3038300000,1632312000,678631000,-561319000,1749624000,1749624000,4787924000,91273000,45129000,16655000,-75901000,77156000,-11329000,-18535000,88463000,-127622000,6596000,-30614000,-89888000,-31267000,-31267000,-5171000,-36438000,173011000,1679774000,114733000,0.36482,0.13517,0.09648,0.05217,0.01906,1.25703,2.02863,1.73654,0.35084,0.48382,0.4724,5.01495,9.27444,0.60818,0.028,0.02884,5.98674,8.09944
"46","2021_Q3",48.92875,"Up",988126000,-632982000,355144000,-218241000,-204168000,-14550000,477000,136903000,-1494000,6094000,135409000,135409000,-32705000,102704000,102704000,102704000,102704000,752580000,752580000,916366000,916366000,213163000,213163000,1882109000,205361000,2811121000,196099000,1687363000,107529000,820130000,3016482000,4898591000,799221000,25194000,85525000,383154000,58337000,58337000,1240712000,1288663000,530247000,1349000,528898000,1818910000,3059622000,1659625000,748199000,-568855000,1838969000,1838969000,4898591000,102704000,41421000,16787000,-303000.00000003,160609000,-7286000,-10468000,-11202000,-4844999.99999999,8161000,-4396000,-40576000,109565000,109565000,-987000,108578000,178324000,1671817000,203440000,0.35941,0.13855,0.10394,0.05585,0.02097,1.98084,1.51696,1.66377,0.34129,0.54442,0.53156,5.23788,9.74804,1.0784,0.0304,0.05034,5.15487,6.71451
"47","2021_Q4",49.68046875,"Up",1015737000,-653686000,362051000,-229762000,-215957000,-13898000,93000,132289000,-8552000,1480000,123737000,123737000,-21351000,102386000,102386000,102386000,102386000,922475000,922475000,951171000,951171000,201598000,201598000,2075244000,207920000,2765967000,171008000,1685684000,108871000,800404000,2973887000,5049131000,870833000,24834000,110019000,383293000,58222000,58222000,1312348000,1280571000,503326000,1237000,502089000,1783897000,3096245000,1692126000,830372000,-569612000,1952886000,1952886000,5049131000,102386000,40418000,20776000,46132000,209712000,-8259000,-8249000,-11420000,15029000,15029000,-4037000,-20641000,180822000,180822000,-10927000,169895000,172707000,1663864000,231931000,0.35644,0.13024,0.1008,0.05243,0.02028,2.26526,1.58132,1.58547,0.32953,0.54502,0.53006,5.407,10.39565,1.23462,0.02976,0.05629,4.29276,5.60431
"48","2022_Q1",45.8701612903226,"Down",1072277000,-702656000,369621000,-257696000,-244858000,-13824000,986000,111925000,-8167000,3929000,103758000,103758000,-30673000,73085000,73085000,73085000,73085000,899458000,899458000,887742000,887742000,134441000,134441000,1921641000,215089000,2838539000,169635000,1731027000,106322000,831555000,3053628000,4975269000,863777000,24984000,47353000,383433000,61591000,61591000,1308801000,1272476000,496859000,3942000,492917000,1769335000,3078136000,1719012000,732474000,-554353000,1897133000,1897133000,4975269000,73085000,40604000,15886000,117229000,246804000,-20083000,-85501000,-13769000,-145730000,5265000,-2255000,-181772000,-20469000,-20469000,-2548000,-23017000,152529000,1655909000,280348000,0.34471,0.10438,0.06816,0.03852,0.01469,3.83592,1.46825,1.62252,0.33283,0.38905,0.37837,5.70797,10.09887,1.49236,0.02299,0.06922,4.95939,6.75855
"49","2022_Q2",42.0803225806452,"Down",1068443000,-685962000,382481000,-248605000,-237296000,-11306000,-3000,133876000,-8194000,-409000,125682000,125682000,-29503000,96179000,96179000,96179000,96179000,861760000,861760000,971361000,971361000,151613000,151613000,1984734000,202707000,2783830000,154149000,1722012000,99079000,808590000,2986537000,4971271000,690228000,21098000,53212000,633569000,59497000,59497000,1383294000,1264372000,476211000,3613000,472598000,1740583000,3123877000,1695699000,729503000,-577808000,1847394000,1847394000,4971271000,96179000,36153000,15811000,-262424000,-114281000,-16701000,-17766000,239208000,-72732000,3300000,-41889000,101453000,-30594000,-30594000,-7104000,-37698000,170029000,1897941000,-79593000,0.35798,0.1253,0.09002,0.05206,0.01935,-0.82755,1.43479,1.69096,0.38178,0.5133,0.49784,5.70222,9.85944,-0.42478,0.02826,-0.01885,6.09414,7.73986
"50","2022_Q3",45.74765625,"Up",1089147000,-714256000,374891000,-265208000,-233096000,-10895000,-21217000,109683000,-14320000,-4258000,95363000,95363000,-23693000,71670000,71670000,71670000,71670000,460376000,460376000,1014285000,1014285000,244639000,195281000,1719300000,189070000,2632010000,113574000,1687147000,102761000,728528000,2821080000,4540380000,743726000,26964000,76018000,283577000,63986000,63986000,1091289000,1256270000,442383000,3687000,438696000,1698653000,2789942000,1718725000,702219000,-670506000,1750438000,1750438000,4540380000,71670000,33917000,40491000,-43745000,102333000,-10199000,-11260000,-362226000,-70891000,5146000,-2632000.00000001,-458684000,-367611000,-367611000,-33773000,-401384000,143600000,1539847000,113349000,0.34421,0.10071,0.0658,0.04094,0.01579,1.58154,1.57548,1.59385,0.33914,0.38863,0.3815,5.90585,9.49167,0.61463,0.02535,0.03037,7.51721,9.84173
