"","YQ","p","d","revenue","cost_of_revenue","gross_profit","operating_expenses","selling_general_administrative","depreciation_amortization","operating_income_loss","non_operating_income_loss","interest_expense_net","other_investment_income_loss","income_loss_from_affiliates","pretax_income_loss_adj","abnormal_gains_losses","pretax_income_loss","income_tax_expense_benefit_net","income_loss_from_continuing_operations","income_loss_incl_minority_interest","minority_interest","net_income","preferred_dividends","net_income_common","cash_cash_equivalents_short_term_investments","cash_cash_equivalents","accounts_notes_receivable","accounts_receivable_net","other_short_term_assets","misc_short_term_assets","total_current_assets","property_plant_equipment_net","property_plant_equipment","accumulated_depreciation","long_term_investments_receivables","long_term_investments","other_long_term_assets","intangible_assets","investments_in_affiliates","misc_long_term_assets","total_noncurrent_assets","total_assets","payables_accruals","accounts_payable","other_payables_accruals","other_short_term_liabilities","deferred_revenue_short_term","misc_short_term_liabilities","total_current_liabilities","long_term_debt","long_term_borrowings","other_long_term_liabilities","deferred_compensation","total_noncurrent_liabilities","total_liabilities","preferred_equity","share_capital_additional_paid_in_capital","common_stock","additional_paid_in_capital","retained_earnings","other_equity","equity_before_minority_interest","minority_interest_2","total_equity","total_liabilities_equity","net_income_starting_line","depreciation_amortization_2","non_cash_items","change_in_working_capital","net_cash_from_operating_activities","change_in_fixed_assets_intangibles","acquisition_of_fixed_assets_intangibles","net_change_in_long_term_investment","other_investing_activities","net_cash_from_investing_activities","dividends_paid","cash_from_repayment_of_debt","cash_from_repurchase_of_equity","decrease_in_capital_stock","other_financing_activities","net_cash_from_financing_activities","net_cash_before_disc_operations_and_fx","net_cash_before_fx","net_change_in_cash","ebitda","total_debt","free_cash_flow","gross_profit_margin","operating_margin","net_profit_margin","return_on_equity","return_on_assets","free_cash_flow_to_net_income","current_ratio","liabilities_to_equity_ratio","debt_ratio","earnings_per_share_basic","earnings_per_share_diluted","sales_per_share","equity_per_share","free_cash_flow_per_share","dividends_per_share","return_on_invested_capital","cash_return_on_invested_capital","dividend_payout_ratio","net_debt_ebitda","net_debt_ebit"
"24","2016_Q1",51.152131147541,"Down",134809000,-70767000,64042000,7777999.99999997,-15418000,23196000,71820000,8101999.99999999,-22566000,21959000,8709000,79922000,29622000,109544000,767000,110311000,283544000,-32437000,251107000,-20365000,230742000,1835707000,1835707000,98062000,98062000,107799000,107799000,2041568000,14671870000,18090137000,-3418267000,725758000,574761000,3704097000,227901000,1550422000,1925774000,19101725000,21143293000,9957668000,443955000,9513713000,785554000,346119000,439435000,10743222000,1577297000,1577297000,117475000,117475000,1694772000,12437994000,1276954000,7140500000,7521000,7132979000,-1766780000,46921000,6697595000,2007704000,8705299000,21143293000,283544000,145713000,-317136000,116445000,228566000,-136233000,-136233000,147587000,-263395000,-252041000,-139171000,1195511000,-2573000,-2573000,-61426000,992341000,968866000,968866000,968866000,217533000,1577297000,196978000,0.47506,0.53275,1.71162,0.02651,0.01091,0.85367,0.19003,1.42878,0.0746,0.98934,0.98753,0.57801,23.24172,0.84457,0.59671,0.03557,0.01894,0.60315,-1.18791,-3.59802
"25","2016_Q2",55.003125,"Up",613037000,-256349000,356688000,-191661000,-48704000,-142957000,165027000,-89927000,-96971000,11284000,-4240000,75100000,-164593000,-89493000,-2831000,-92324000,-91608000,-2191000,-93799000,-20364000,-114163000,1673566000,1673566000,97345000,97345000,109147000,109147000,1880058000,14585566000,17938552000,-3352986000,728787000,566696000,3678963000,218388000,1553250000,1907325000,18993316000,20873374000,10291942000,447700000,9844242000,771778000,325013000,446765000,11063720000,1215590000,1215590000,116824000,116824000,1332414000,12396134000,1276954000,7194565000,7529000,7187036000,-1999994000,53399000,6524924000,1952316000,8477240000,20873374000,-91608000,150648000,153153000,59339000,271532000,-127283000,-127283000,-75314000,-32540000,-235137000,-139231000,-22117000,-185000,-185000,-35655000,-197188000,-160793000,-160793000,-160793000,315675000,1215590000,250562000,0.58184,0.2692,-0.18623,-0.01347,-0.00547,-2.19477,0.16993,1.46228,0.05824,-0.48919,-0.48919,2.62689,22.48777,1.07367,0.59661,0.00256,0.02554,-1.21958,-1.45078,-2.77516
"26","2016_Q3",59.1725,"Up",621708000,-245138000,376570000,-186877000,-45564000,-141313000,189693000,-78309000,-95340000,16389000,642000,111384000,156632000,268016000,-2109000,265907000,268382000,-27556000,240826000,-20363000,220463000,1644067000,1644067000,95623000,95623000,94628000,94628000,1834318000,14734699000,18109566000,-3374867000,718639000,524150000,3786074000,210010000,1499792000,2076272000,19239412000,21073730000,10226912000,480094000,9746818000,802501000,314367000,488134000,11029413000,1331953000,1331953000,119292000,119292000,1451245000,12480658000,1276954000,7143102000,7531000,7135571000,-1898505000,72556000,6594107000,1998965000,8593072000,21073730000,268382000,148893000,-149312000,-220690000,47273000,-149931000,-149931000,-30542000,-25332000,-205805000,-139328000,315248000,-1000.0000000149,-1000.00000000745,-61405000,114514000,-44018000.0000001,-44018000.0000001,-44018000.0000001,338586000,1331953000,-29926000.0000001,0.6057,0.30512,0.35461,0.02566,0.01046,-0.135740000000001,0.16631,1.45241,0.0632,0.94412,0.93859,2.66244,22.77046,-0.12816,0.59667,0.03582,-0.00298,0.63198,-0.92182,-1.64536
"27","2016_Q4",56.5214285714286,"Down",255023000,-125059000,129964000,-50438000,-18325000,-32113000,79526000,-29035000,-37602000,1077000,7490000,50491000,161489000,211980000,-3981000,207999000,100604000,-8024000,92580000,-26455000,66125000,1352697000,1352697000,94057000,94057000,111941000,111941000,1558695000,14836730000,18267562000,-3430832000,717551000,519386000,3746393000,201450000,1497925000,2047018000,19300674000,20859369000,10328784000,461234000,9867550000,762229000,301017000,461212000,11091013000,1332688000,1332688000,118359000,118359000,1451047000,12542060000,1038111000,7146757000,7537000,7139220000,-1951411000,82374000,6315831000,2001478000,8317309000,20859369000,100604000,146499000,-22779000,29285000,253609000,-149427000,-149427000,-83921000,-11756000,-245104000,-142310000,115919000,-246250000,-246250000,-9921000,-282562000,-274057000,-274057000,-274057000,226025000,1332688000,109864000,0.50962,0.31184,0.25929,0.00795,0.00317,1.66146,0.14054,1.50795,0.06389,0.28298,0.28128,1.09138,22.58616,0.47017,0.60902,0.02134,0.01125,2.15214,-0.08853,-0.2516
"28","2017_Q1",61.9229032258065,"Up",513974000,-218020000,295954000,-140903000,-31050000,-104640000,155051000,60314000,-75992000,140198000,-3892000,215365000,-20935000,194430000,997999.999999999,195428000,704544000,-37234000,667310000,-16129000,651181000,1501027000,1501027000,61069000,61069000,95032000,95032000,1657128000,11606306000,14187820000,-2581514000,665836000,462132000,6885577000,189668000,1378254000,5317655000,19157719000,20814847000,8510382000,397134000,8113248000,1952918000,276276000,1676642000,10463300000,1333422000,1333422000,121183000,121183000,1454605000,11917905000,1038055000,7160874000,7542000,7153332000,-1419382000,118972000,6898519000,1998423000,8896942000,20814847000,704544000,149230000,-487212000,56104000,422666000,-179924000,-179924000,-106140000,7.9e+07,-207064000,-135229000,99858000,0,0,-45547000,-80918000,134684000,134684000,134684000,304281000,1333422000,179463000,0.57582,0.30167,1.26695,0.07319,0.03128,0.2756,0.15838,1.33955,0.06406,2.78504,2.74033,2.19822,25.06464,0.76755,0.57836,0.07597,0.01734,0.20767,-0.55082,-1.08097
"29","2017_Q2",56.491746031746,"Down",508058000,-220659000,287399000,-154834000,-47237000,-105128000,132565000,-74403000,-76029000,268000,1358000,58162000,2218000,60380000,-1851000,58529000,73847000,-9966000,63881000,-16129000,47752000,1484814000,1484814000,86753000,86753000,98191000,98191000,1669758000,14861987000,18466335000,-3604348000,643641000,454946000,3556062000,184009000,1415747000,1956306000,19061690000,20731448000,9732436000,451156000,9281280000,710521000,274477000,436044000,10442957000,1334157000,1334157000,124933000,124933000,1459090000,11902047000,1038049000,7190875000,7551000,7183324000,-1506236000,119019000,6841707000,1987694000,8829401000,20731448000,73847000,145886000,11513000,70039000,301285000,-98227000,-98227000,-63354000,4927000,-156654000,-150461000,-4458000,-264000,-264000,-5765000,-160948000,-16317000,-16317000,-16317000,278451000,1334157000,252114000,0.56568,0.26092,0.09399,0.00541,0.0023,5.27965,0.15989,1.348,0.06435,0.20402,0.20278,2.1707,24.79637,1.07717,0.64285,0.01927,0.0245,3.15088,-0.54105,-1.13648
"30","2017_Q3",56.0431746031746,"Down",511087000,-215700000,295387000,-140255000,-34343000,-105123000,155132000,-25836000,-76248000,4391000,46021000,129296000,529000,129825000,-452000,129373000,147484000,-15383000,132101000,-16129000,115972000,1471303000,1471303000,83768000,83768000,86386000,86386000,1641457000,14912587000,18595490000,-3682903000,643181000,455692000,3692065000,176506000,1354089000,2161470000,19247833000,20889290000,9930095000,427401000,9502694000,698424000,264035000,434389000,10628519000,1334891000,1334891000,104566000,104566000,1439457000,12067976000,1038011000,7287390000,7556000,7279834000,-1524806000,115839000,6916434000,1904880000,8821314000,20889290000,147484000,144012000,-33925000,-242639000,14932000.0000001,-92846000,-92846000,-82918000,80889000,-94875000,-150614000,217416000,-21000.0000000075,-21000,-12154000,54627000.0000001,-25316000,-25316000,-25316000,299144000,1334891000,-35889000,0.57796,0.30353,0.22691,0.01315,0.00555,-0.30946,0.15444,1.36805,0.0639,0.802270000000001,0.7951,3.53558,40.66559,-0.24827,1.04191,0.02598,-0.0035,1.29871,-0.45601,-0.87933
"31","2017_Q4",56.6574603174603,"Up",528755000,-225226000,303529000,-141233000,-34286000,-104972000,162296000,-125846000,-77737000,-6308000,-41801000,36450000,1914000,38364000,-1188000,37176000,-10754000,-2144000,-12898000,-16128000,-29026000,1282230000,1282230000,54769000,54769000,103553000,103553000,1440552000,11777539000,14582699000,-2805160000,544895000,351750000,3079134000,166198000,1064982000,1847954000,15401568000,16842120000,8543706000,412100000,8131606000,713898000,240377000,473521000,9257604000,1219995000,1219995000,106244000,106244000,1326239000,10583843000,1038011000,7509394000,7571000,7501823000,-4098127000,121801000,4571079000,1687198000,6258277000,16842120000,-10754000,117641000,146752000,91769000,345408000,-83643000,-83643000,-63785000,344662000,197234000,-129863000,-161025000,-133000,-133000,-423536000,-714557000,-171915000,-171915000,-171915000,279937000,1219995000,289251000,0.57404,0.30694,-0.05489,-0.00464,-0.00172,-9.96524,0.15561,1.69118,0.07244,-0.1531,-0.15209,2.7889,18.63501,1.52564,0.68496,0.0133,0.03814,-4.47402,-0.22232,-0.38347
"32","2018_Q1",51.807868852459,"Down",536226000,-225011000,311215000,-150781000,-34916000,-114166000,160434000,-73508000,-84779000,16849000,-5578000.00000001,86926000,4236000,91162000,-38884000,52278000,53551000,-9219000,44332000,-17013000,27319000,1817655000,1817655000,58700000,58700000,97157000,97157000,1973512000,11871012000,14756295000,-2885283000,537556000,354804000,3015854000,159260000,1056829000,1799765000,15424422000,17397934000,8552933000,415794000,8137139000,695324000,227069000,468255000,9248257000,1592348000,1592348000,564691000,109177000,2157039000,11405296000,891988000,7500235000,7577000,7492658000,-4183253000,128682000,4337652000,1654986000,5992638000,17397934000,53551000,122287000,43701000.0000001,-21022000,198517000,-81136000,-81136000,-91858000,20972000,-152022000,-130068000,372258000,309609000,2.98023223876953e-08,-69265000,482534000,529029000,529029000,529029000,282721000,1592348000,219447000,0.58038,0.29919,0.05095,0.00456,0.00157,8.03275999999999,0.21339,1.90322,0.09153,0.14386,0.14167,2.82368,18.14434,1.15557,0.68492,0.01931,0.02693,4.76108,-0.79692,-1.40436
"33","2018_Q2",52.1071875,"Up",536437000,-237602000,298835000,-151915000,-43633000,-108686000,146920000,-131261000,-112550000,-8807000,-9904000,15659000,-13560000,2099000,-1454000,645000,282000,9398000,9680000,-27521000,-17841000,1327384000,1327384000,64387000,64387000,90684000,90684000,1482455000,11963354000,14926337000,-2962983000,486318000,336552000,2932356000,152834000,1033228000,1746294000,15382028000,16864483000,8533332000,431094000,8102238000,667483000,200648000,466835000,9200815000,1672239000,1672239000,109525000,109525000,1781764000,10982579000,891325000,7636597000,7584000,7629013000,-4198088000,30258000,4360092000,1521812000,5881904000,16864483000,282000,115337000,76051000,73748000,265418000,-86808000,-86808000,-98379000,-5433000,-190620000,-136392000,40879000,-470784000,-470784000,-5245000,-571542000,-496744000,-496744000,-496744000,262257000,1672239000,250651000,0.55707,0.27388,-0.03326,-0.00303,-0.00106,-14.04916,0.16112,1.86718,0.09916,-0.09386,-0.09386,2.82215,18.24889,1.31865,0.71755,0.01547,0.03271,-7.64486,1.31495,2.34723
"34","2018_Q3",56.33,"Up",541818000,-235981000,305837000,-147250000,-33327000,-111846000,158587000,-76984000,-56765000,-28976000,8757000,81603000,24619000,106222000,-1567000,104655000,105338000,18730000,124068000,-12534000,111534000,1090791000,1090791000,65773000,65773000,121168000,121168000,1277732000,12012423000,15047946000,-3035523000,538689000,373039000,3037239000,146370000,959801000,1931068000,15588351000,16866083000,8502697000,394079000,8108618000,708479000,187934000,520545000,9211176000,1672911000,1672911000,100368000,100368000,1773279000,10984455000,891325000,7563580000,7587000,7555993000,-4206381000,33351000,4281875000,1599753000,5881628000,16866083000,105338000,118411000,-60504000,-187403000,-24158000,86808000,86808000,-71421000,-79672999.9999999,-64286000,-133249000,-245000,0,-5.96046447753906e-08,15829000,-117665000,-206109000,-206109000,-206109000,276998000,1672911000,177970000,0.56446,0.29269,0.20585,0.01896,0.00661,1.59566,0.13872,1.86759,0.09919,0.5864,0.58343,2.84868,17.82624,0.9357,0.70057,0.03198,0.02325,1.19469,2.10153,3.67067
"35","2018_Q4",52.5347619047619,"Down",542048000,-235575000,306473000,-147007000,-31977000,-113169000,159466000,-79042000,-86058000,-190000,7206000,80424000,140620000,221044000,-1943000,219101000,219162000,-15983000,203179000,-12534000,190645000,772524000,772524000,69796000,69796000,147286000,147286000,989606000,11966789000,15076150000,-3109361000,527718000,369767000,3193907000,139994000,909440000,2144473000,15688414000,16678020000,8534606000,415531000,8119075000,405458000,176211000,229247000,8940064000,1673584000,1673584000,102281000,102281000,1775865000,10715929000,891294000,7588052000,7589000,7580463000,-4135602000,34173000,4377917000,1584174000,5962091000,16678020000,219162000,120013000,-128128000,35731000,246778000,-274147000,-274147000,-493971000,370718000,-397400000,-132397000,7647000,0,0,-16777000,-141527000,-292149000,-292149000,-292149000,279479000,1673584000,43006000,0.5654,0.29419,0.35171,0.03198,0.01143,0.22558,0.11069,1.79734,0.10035,1.0021,0.99644,2.84921,18.32702,0.22606,0.69593,0.04175,0.00556,0.69447,3.22407,5.65048
"36","2019_Q1",52.0088524590164,"Down",543417000,-254320000,289097000,-139789000,-32934000,-112869000,149308000,-123687000,-75519000,-51258000,-6059000,25621000,104612000,130233000,-32669000,97564000,97821000,15206000,113027000,-12533000,100494000,570916000,570916000,73322000,73322000,145989000,145989000,790227000,13057708000,16237883000,-3180175000,470956000,318758000,2861903000,136781000,858113000,1867009000,16390567000,17180794000,8598774000,430976000,8167798000,479536000,167730000,311806000,9078310000,2114516000,2114516000,96523000,96523000,2211039000,11289349000,891294000,7733457000,7600000,7725857000,-4167184000,7664000,4465231000,1426214000,5891445000,17180794000,97821000,119024000,-27451000,125209000,314603000,-144039000,-144039000,667872000,-389213000,-225416000,-132425000,-206780000,465124000,457815000,-418011000,-292092000,-202905000,-202905000,-202905000,268332000,2114516000,282171000,0.532,0.27476,0.18493,0.01706,0.00585,2.80784,0.08705,1.91623,0.12307,0.52794,0.52182,2.85483,18.77561,1.48238,0.69569,0.02875,0.03483,1.31774,5.75258,10.33836
"37","2019_Q2",52.5890476190476,"Up",534668000,-246895000,287773000,-180162000,-58020000,-116709000,107611000,-90265000,-97418000,-167000,7320000,17346000,225578000,242924000,-29743000,213181000,213044000,-19022000,194022000,-12534000,181488000,307047000,307047000,73404000,73404000,4078479000,1051421000,4458930000,10213215000,13058335000,-2845120000,1129358000,322858000,1836452000,34161000,730264000,1072027000,13179025000,17637955000,6961685000,442496000,6519189000,1945038000,71328000,1873710000,8906723000,2671333000,2671333000,101922000,101922000,2773255000,11679978000,891263000,7684379000,7609000,7676770000,-4120265000,-11385000,4443992000,1513985000,5957977000,17637955000,213044000,123135000,-189951000,-82110000,64118000,-143302000,-143302000,413947000,132649000,403294000,-138410000,-229814000,-9585000,-9585000,103126000,-274683000,192729000,192729000,192729000,230746000,2671333000,35077000,0.53823,0.20127,0.33944,0.03046,0.01029,0.19327,0.50063,1.96039,0.15145,0.95175,0.95022,2.80387,18.63101,0.18395,0.72584,0.03664,0.00402,0.76264,10.24627,21.97067
"38","2019_Q3",49.6890625,"Down",463103000,-220752000,242351000,-153222000,-38872000,-113035000,89129000,-48119000,-55189000,-15803000,22873000,41010000,2582537000,2623547000,-26914000,2596633000,2596693000,-183966000,2412727000,-12532000,2400195000,922604000,922604000,85153000,85153000,534520000,534520000,1542277000,10148187000,13042389000,-2894202000,1096875000,306596000,5126518000,32478000,4025534000,1068506000,16371580000,17913857000,6649389000,392581000,6256808000,870361000,66835000,803526000,7519750000,1936022000,1936022000,99879000,99879000,2035901000,9555651000,891256000,7853359000,7611000,7845748000,-1845995000,-38066000,6860554000,1497652000,8358206000,17913857000,2596693000,117731000,-2524394000,38704000,228734000,-146230000,-146230000,115536000,1740911000,1710217000,-138459000,-1276446000,0,0,-356770000,-1771675000,167276000,167276000,167276000,206860000,1936022000,126248000,0.52332,0.19246,5.18285,0.28717,0.13399,0.0526000000000004,0.2051,1.14327,0.10807,12.58089,12.56226,2.42741,31.28874,0.66174,0.72575,0.24424,0.01215,0.0576899999999994,4.89905,11.37024
"39","2019_Q4",51.7103125,"Up",465961000,-226359000,239602000,-130648000,-33237000,-96437000,108954000,-30267000,-58403000,2190000,25946000,78687000,309055000,387742000,-23885000,363857000,363849000,-28411000,335438000,-12532000,322906000,1132491000,1132491000,99499000,99499000,483669000,483669000,1715659000,10264595000,13209702000,-2945107000,1085993000,306596000,5149852000,30773000,4023820000,1095259000,16500440000,18216099000,6094226000,453331000,5640895000,819651000,62583000,757068000,6913877000,2637956000,2637956000,99677000,99677000,2737633000,9651510000,891256000,7880210000,7613000,7872597000,-1649035000,-47359000,7075072000,1489517000,8564589000,18216099000,363849000,101085000,-288806000,-71009000,105119000,-158749000,-158749000,133274000,140512000,115037000,-138479000,-42974000,0,0,129943000,-51510000,168646000,168646000,168646000,210039000,2637956000,4166000,0.51421,0.23383,0.69299,0.0377,0.01773,0.0129,0.24815,1.12691,0.14481,1.69224,1.69042,2.44194,32.40722,0.02183,0.72572,0.04082,0.00037,0.42885,7.16755,13.81744
"40","2020_Q1",47.281935483871,"Down",460968000,-223975000,236993000,-136604000,-39791000,-92926000,100389000,-121370000,-53794000,-90302000,22726000,-20981000,204499000,183518000,-22897000,160621000,160676000,45074000,205750000,-12533000,193217000,1515012000,1515012000,95733000,95733000,471665000,471665000,2082410000,10058054000,13074012000,-3015958000,255962000,222649000,5890587000,30965000,3999165000,1860457000,16204603000,18287013000,6079946000,440049000,5639897000,823437000,59429000,764008000,6903383000,2681672000,2681672000,502065000,103773000,3183737000,10087120000,891214000,7835315000,7618000,7827697000,-1954266000,-40233000,6732030000,1467863000,8199893000,18287013000,160676000,96982000,-92339000,99249000,264568000,-110240000,-110240000,2359656000,-2014688000,234728000,365217000,-83655000.0000001,7796000,892999.999999996,-427079000,-137721000,361575000,361575000,361575000,197371000,2681672000,209277000,0.51412,0.21778,0.41915,0.02356,0.01057,1.08312,0.30165,1.23015,0.14664,1.01204,1.01091,2.41448,30.59332,1.09616,-1.91295,-0.01511,0.01838,-1.89019,5.911,11.62139
"41","2020_Q2",32.6598412698413,"Down",444532000,-230007000,214525000,-134382000,-52834000,-92793000,80143000,-229106000,-64746000,-183463000,19103000,-148963000,57273000,-91690000,-12813000,-104503000,-104503000,121997000,17494000,-12531000,4963000,1586738000,1586738000,115795000,115795000,80570000,80570000,1783103000,10118651000,13168260000,-3049609000,776936000,45129000,5530969000,29123000,3970791000,1531055000,16426556000,18209659000,6051305000,407598000,5643707000,861206000,54992000,806214000,6912511000,3289249000,3289249000,90888000,90888000,3380137000,10292648000,891211000,8120147000,7624000,8112523000,-2091612000,-82719000,6837027000,1079984000,7917011000,18209659000,-104503000,96913000,186475000,-127437000,51448000,-169845000,-169845000,120797000,-50291000,-99339000,-511017000,550912000,4762000,-137000,63411000,108068000,60177000,60177000,60177000,177056000,3289249000,-107413000,0.48259,0.18029,0.01116,0.00063,0.00027,-21.64276,0.25795,1.30007,0.18063,0.02598,0.02597,2.32693,31.12373,-0.56226,2.67495,0.04567,-0.00951,102.96534,9.61566,21.24341
"42","2020_Q3",30.440625,"Down",343026000,-174425000,168601000,-134175000,-35014000,-92805000,34426000,-169708000,-61298000,183463000,-291873000,-135282000,-80233000,-215515000,-1837000,-217352000,-217352000,32132000,-185220000,-12530000,-197750000,1768459000,1768459000,118273000,118273000,94882000,94882000,1981614000,10214464000,13320857000,-3106393000,710384000,17453000,5135985000,27660000,3648651000,1459674000,16060833000,18042447000,6024308000,385956000,5638352000,871049000,49386000,821663000,6895357000,3405184000,3405184000,94080999.9999999,94081000,3499265000,10394622000,891164000,8103399000,7625000,8095774000,-2415500000,-82646000,6496417000,1151408000,7647825000,18042447000,-217352000,97007000,277609000,59002999.9999999,216267000,-149449000,-149449000,161759000,-37028000,-24717999.9999999,-151203000,-7962000.00000012,367999.999999996,0,163281000,4484000,196033000,196033000,196033000,131433000,3405184000,42823999.9999999,0.49151,0.10036,-0.57649,-0.02586,-0.01096,-0.216560000000001,0.28738,1.35916,0.18873,-1.03478,-1.03518,1.79497,29.3309,0.22409,0.79121,-0.00418,0.00384,-0.764619999999994,12.45292,47.54328
"43","2020_Q4",31.73953125,"Up",363962000,-195645000,168317000,-143761000,-32407000,-107013000,24556000,-136551000,-55642000,300478766.093132,-80909000,-111995000,204512000,92517000,-23781000,68736000,68736000,-3036000,65700000,-12530000,53170000,1411047000,1411047000,96544159.6769824,96544159.6769824,79291000,79291000,1490338000,10305425000,13460841000,-3155416000,682120000,3739000,5085015000,25746000,3504328000,1554941000,16072560000,17562898000,6069597000,430446000,5639151000,773741000,45473000,728268000,6843338000,3041581000,3041581000,98543000,98543000,3140124000,9983462000,891156000,8131153000,7629000,8123524000,-2463635000,-89834000,6468840000,1110596000,7579436000,17562898000,68736000,111985000,-34545000,-222531000,-76355000,-241779000,-241779000,685111000,-195860000,247472000,612097000,-501525000,3e+05,0,-654992000,-544120000,-373003000,-373003000,-373003000,136541000,3041581000,-303988000,0.46246,0.06747,0.14609,0.00702,0.00303,-5.71728,0.21778,1.31718,0.17318,0.27814,0.27814,1.90393,29.17748,-1.59019,-3.20195,-0.05214,-0.02836,-11.51207,11.94172,66.40064
"44","2021_Q1",36.5850819672131,"Up",376431000,-202682165.597845,181802004.867769,-951509000,-61254000,-107084000,24999000,-254824000,-53064000,152539835.316779,-201760000,-229825000,19298000.0000001,-210527000,1801000,-208726000,-208726000,13747000,-194979000,-14148000,-209127000,1624482000,1624482000,77658000,77658000,473252000,473252000,2175392000,8918497000,12087943000,-3169446000,677814000,3739000,4450119000,23856000,3491107000,935156000,14046430000,16221822000,6007751000,427202000,5580549000,735638000,40110000,695528000,6743389000,1818447000,1818447000,105564000,105564000,1924011000,8667400000,1182339000,8200140000,7633000,8192507000,-2774182000,-75099000,6533198000,1021224000,7554422000,16221822000,-208726000,112037000,222888000,106681000,232880000,-40847000,-347372179.95887,104968000,-275336000,-211215000,-841467000,-52674000.0000001,291477000,-5.82076609134674e-11,821030000,218366000,240031000,240031000,240031000,137036000,1818447000,201069000,0.471881381862506,0.06641,-0.55555,-0.02768,-0.01289,-0.961470000000002,0.3226,1.14733,0.1121,-1.09331,-1.09331,1.96798,27.97425,1.05119,4.39918,0.06671,0.02121,-4.02371,1.41543,7.75891
"45","2021_Q2",41.7268253968254,"Up",379977000,-190979000,188998000,-142785000,-44186000,-95354000,46213000,-19638000,-48542000,-169000.000000417,29073000,26575000,2402000,28977000,-1984000,26993000,26993000,-6443000,20550000,-16467000,4083000,1636093000,1636093000,74590000,74590000,485446000,485446000,2196129000,8986992000,12207985000,-3220993000,3739000,3739000,4958277000,22390000,3363657000,1572230000,13949008000,16145137000,6005661000,432035000,5573626000,724860000,36925000,687935000,6730521000,1818912000,1818912000,107889000,107889000,1926801000,8657322000,1182311000,8088030000,7638000,8080392000,-2871681000,-60753000,6337907000,1149908000,7487815000,16145137000,26993000,100034000,60234000,36924000,224185000,-136052620.475801,-396865151.812033,-270659336.301669,-56539000,-56539000,-117934000,-8331000,102000,102000,-16242000,-142405000,25241000,25241000,25241000,146247000,1818912000,295518905.170599,0.49739,0.12162,0.01075,0.00055,0.00025,3.68215304079041,0.32629,1.15619,0.11266,0.02133,0.02126,1.98506,26.93371,1.54481981620201,0.61611,0.01296,0.0294594950716162,28.88415,1.25007,3.95601
"46","2021_Q3",38.9096875,"Down",378941000,-190920000,188021000,-123757000,-30602000,-89777000,64264000,-13587000,-50355000,5342000,31426000,50677000,28996000,79673000,-2841000,76832000,76832000,-12320000,64512000,-16467000,48045000,2172195000,2172195000,62294000,62294000,510361000,510361000,2744850000,9002133000,12271329000,-3269196000,3739000.00000006,3739000,4906071000,21347000,3355401000,1529323000,13911943000,16656793000,5947102000,399497000,5547605000,722305000,33965000,688340000,6669407000,2562148000,2562148000,107237000,107237000,2669385000,9338792000,1182291000,8076674000,7641000,8069033000,-2925161000,-51437000,6282367000,1035634000,7318001000,16656793000,76832000,94191000,3593000,73908000,248524000,-283777000,-359514000,-237581731.737976,156862000,-126915000,-117989000,732895000,223999.99999994,224000,-175012000,440118000,561727000,561727000,561727000,158455000,2562148000,-48573000,0.49617,0.16959,0.12679,0.00657,0.00288,-1.01099,0.41156,1.27614,0.15382,0.251,0.25019,1.97965,26.64366,-0.253749999999999,0.61639,0.01662,-0.00486,2.4558,2.46097,6.06799
"47","2021_Q4",39.4965625,"Up",409212000,-198064907.50701,196051916.636987,-338320000,-25553000,-100867000,70892000,-24044000,-50313000,6302418.61685728,26269000,46848000,-459000,46389000,25376000,71765000,71765000,-8243000,63522000,-25833000,37689000,2128964000,2128964000,89606000,89606000,476363000,476363000,2694933000,9610595000,12919868000,-3309273000,659876000,3739000,4523396000,158438000,3287870000,1077088000,14793867000,17488800000,6519280000,449768000,6069512000,728918000,50064000,678854000,7548198000,2562229000,2562229000,107860000,107860000,2670089000,10218287000,1182499000,8145983000,7646000,8138337000,-2988999000,-45179000,6294304000,976209000,7270513000,17488800000,71765000,105524000,34112000,-206007000,5394000,-174218000,-198505000,-25120261.3052946,-34962000,-209180000,-117993000,-5400000,291419000,-440000,-13380000,154646000,-49140000,-49140000,-49140000,176416000,2862229000,-229185000,0.496871264202881,0.17324,0.0921,0.00518,0.00216,-6.08095,0.35703,1.40544,0.16366,0.19673,0.19673,2.13602,26.68277,-1.19631,0.6159,0.0152,-0.02238,3.1307,4.15645,10.34341
"48","2022_Q1",40.5941935483871,"Up",421080000,-207505168.413552,211289828.768992,-729498000,-34204000,-126349000,73481000,-27632000,-77274000,-5172999.99999999,54815000,45849000,-3831000,42018000,-10055000,31963000,31963000,-4548000,27415000,-16146000,11269000,1760225000,1760225000,79661000,79661000,170126000,170126000,2010012000,9841498000,13217845000,-3376347000,664048000,7730000,4751030000,154895000,3297389000,1298746000,15256576000,17266588000,6666840000,613497000,6053343000,418324000,48118000,370206000,7085164000,2562604000,2340786624.1091,414899000,110174000,2977503000,10062667000,1122535334.07539,9333200000,7649915.76867007,8182387899.51251,-3079320000,-17534000,6236346000,967575000,7203921000,17266588000,31963000,132845000,15700000,103195000,283703000,-151857000,64313659.1850225,137404000,-125260000,-139713000,-118073000,944600000,-1260000,-1453000,-1307103000,-481836000,-337846000,-337846000,-337846000,206326000,2562604000,167719000,0.503859440856379,0.17451,0.02676,0.00156,0.00065,14.88322,0.28369,1.39683,0.14841,0.05882,0.05882,2.19797,32.55269,0.87547,0.61632,0.0127,0.01647,10.47768,3.88889,10.91954
