"","YQ","p","d","revenue","net_premiums_earned","investment_income_loss","other_operating_income","total_realized_investment_gains","other_realized_investment_gains","total_claims_losses","underwriting_expense_acquisition_cost","other_operating_expenses","operating_income_loss","non_operating_income_loss","interest_expense_net","pretax_income_loss_adj","pretax_income_loss","income_tax_expense_benefit_net","income_loss_from_continuing_operations","income_loss_incl_minority_interest","net_income","net_income_common","total_investments","fixed_income_trading_afs_short_term_inv","fixed_income_securities_htm","equity_securities","other_investments","cash_cash_equivalents_short_term_investments","deferred_policy_acquisition_costs","other_assets","total_assets","insurance_reserves","reserve_for_outstanding_claims_losses","premium_reserve_unearned","life_policy_benefits","other_short_term_liabilities","long_term_debt","total_liabilities","preferred_equity","share_capital_additional_paid_in_capital","common_stock","additional_paid_in_capital","retained_earnings","other_equity","equity_before_minority_interest","total_equity","total_liabilities_equity","net_income_starting_line","non_cash_items","change_in_working_capital","net_cash_from_operating_activities","net_change_in_investments","other_investing_activities","net_cash_from_investing_activities","dividends_paid","cash_from_repurchase_of_equity","other_financing_activities","net_cash_from_financing_activities","net_cash_before_disc_operations_and_fx","net_cash_before_fx","effect_of_foreign_exchange_rates","net_change_in_cash","total_debt","operating_margin","net_profit_margin","return_on_equity","return_on_assets","liabilities_to_equity_ratio","debt_ratio","earnings_per_share_basic","earnings_per_share_diluted","sales_per_share","equity_per_share","dividends_per_share","return_on_invested_capital","dividend_payout_ratio","net_debt_ebit"
"24","2016_Q1",100.45737704918,"Up",4.679e+09,4.207e+09,5.32e+08,-59999999.9999999,-59999999.9999999,999999.999999881,-2.461e+09,-1.306e+09,-4.5e+07,8.67e+08,-9.3e+07,-9.3e+07,7.74e+08,7.5e+08,-6.7e+07,6.83e+08,6.83e+08,6.83e+08,6.83e+08,6.6251e+10,4.3587e+10,8.43e+09,4.97e+08,1.3737e+10,1.775e+09,2.873e+09,2.6084e+10,1.02306e+11,5.0549e+10,3.7303e+10,8.439e+09,4.807e+09,1.1522e+10,9.389e+09,7.2864e+10,3.07e+08,1.2314e+10,7.833e+09,4.481e+09,1.9478e+10,-7.35e+08,2.9442e+10,2.9442e+10,1.02306e+11,6.83e+08,5.4e+07,4.28e+08,1.165e+09,-4.666e+09,-2.03e+08,-4.869e+09,-2.18e+08,4.2e+07,-3.3e+07,4.472e+09,7.68e+08,7.68e+08,-3.1e+07,7.37e+08,9.389e+09,0.1853,0.14597,0.0232,0.00668,2.47483,0.09177,2.10497,2.08365,14.4204,89.79233,0.67186,0.00992,0.31918,8.78201
"25","2016_Q2",108.3353125,"Up",6.877e+09,6.597e+09,6.74e+08,-3.94e+08,-3.94e+08,-3.31e+08,-3.8e+09,-2.185e+09,-3.5e+07,8.57e+08,-1.46e+08,-1.46e+08,7.11e+08,5.63e+08,-1.24e+08,4.39e+08,4.39e+08,4.39e+08,4.39e+08,9.7586e+10,7.7538e+10,1.128e+10,8.93e+08,7.875e+09,1.091e+09,3.376e+09,4.6899e+10,1.56644e+11,7.9971e+10,6.0206e+10,1.4896e+10,4.869e+09,1.5929e+10,1.2636e+10,1.10439e+11,3.08e+08,2.7261e+10,1.1121e+10,1.614e+10,1.9917e+10,3.67e+08,4.6205e+10,4.6205e+10,1.56644e+11,4.39e+08,4.36e+08,1.45e+08,1.02e+09,1.261e+10,-1.4225e+10,-1.615e+09,-2.18e+08,5.1e+07,-4e+06,-1.02e+08,-6.97e+08,-6.97e+08,1.3e+07,-6.84e+08,1.3136e+10,0.12462,0.06384,0.0095,0.0028,2.3902,0.08386,0.98268,0.97553,15.39376,102.73771,0.48798,0.00467,0.49658,14.05484
"26","2016_Q3",112.1303125,"Up",7.897e+09,7.405e+09,7.08e+08,-2.16e+08,-2.16e+08,-2e+08,-4.4e+09,-2.389e+09,2.4e+07,1.132e+09,-1.53e+08,-1.53e+08,9.79e+08,8.81e+08,-1.55e+08,7.26e+08,7.26e+08,7.26e+08,7.26e+08,9.9846e+10,7.9951e+10,1.109e+10,7.87e+08,8.018e+09,1.011e+09,3.948e+09,4.6866e+10,1.60203e+11,8.1023e+10,6.0819e+10,1.5229e+10,4.975e+09,1.711e+10,1.2631e+10,1.12669e+11,3.08e+08,2.6979e+10,1.1121e+10,1.5858e+10,2.0643e+10,1.181e+09,4.7534e+10,4.7534e+10,1.60203e+11,7.26e+08,1.747e+09,-1.34e+09,1.133e+09,-1.022e+09,-3.5e+07,-1.057e+09,-3.12e+08,4.1e+07,2e+06,-1.67e+08,-91000000.0000002,-91000000.0000002,1.1e+07,-79999999.9999998,1.3131e+10,0.14335,0.09193,0.01527,0.00453,2.37028,0.08196,1.55227,1.54089,16.88471,100.9747,0.66709,0.00725,0.42975,10.70671
"27","2016_Q4",113.29619047619,"Up",8.527e+09,7.688e+09,7.39e+08,1e+08,1e+08,1.12e+08,-4.424e+09,-2.286e+09,8.7e+07,1.904e+09,-1.52e+08,-1.52e+08,1.752e+09,1.637e+09,-2.77e+08,1.36e+09,1.36e+09,1.36e+09,1.36e+09,1.01036e+11,8.1358e+10,1.0927e+10,8.03e+08,7.948e+09,8.7e+08,4.238e+09,4.7173e+10,1.6181e+11,8.1411e+10,6.1347e+10,1.5054e+10,5.01e+09,1.7192e+10,1.2621e+10,1.1313e+11,3.08e+08,2.6722e+10,1.1121e+10,1.5601e+10,2.2003e+10,1.197e+09,4.868e+10,4.868e+10,1.6181e+11,1.36e+09,7.85e+08,-4.61e+08,1.684e+09,-1.459e+09,-1.43e+08,-1.602e+09,-3.21e+08,2.5e+07,0,-2.41e+08,-1.59e+08,-1.59e+08,1.8e+07,-1.41e+08,1.3121e+10,0.22329,0.15949,0.02794,0.0084,2.32395,0.08109,2.90585,2.88505,18.21926,103.35432,0.68587,0.01162,0.23603,6.43435
"28","2017_Q1",120.133548387097,"Up",8.168e+09,7.059e+09,7.44e+08,3.65e+08,3.65e+08,3.77e+08,-4.016e+09,-2.125e+09,1.27e+08,2.154e+09,-1.54e+08,-1.54e+08,2e+09,1.869e+09,-2.59e+08,1.61e+09,1.61e+09,1.61e+09,1.61e+09,9.9094e+10,8.0115e+10,1.0644e+10,8.14e+08,7.521e+09,9.85e+08,4.314e+09,4.6423e+10,1.59786e+11,8.0355e+10,6.054e+10,1.4779e+10,5.036e+09,1.6335e+10,1.261e+10,1.11203e+11,3.08e+08,2.6456e+10,1.1121e+10,1.5335e+10,2.3613e+10,-3.14e+08,4.8583e+10,4.8583e+10,1.59786e+11,1.61e+09,-5.91e+08,4.36e+08,1.455e+09,-1.038e+09,-3e+06,-1.041e+09,-3.22e+08,5e+07,-3e+06,-2.32e+08,1.82e+08,1.82e+08,-6.7e+07,1.15e+08,1.311e+10,0.26371,0.19711,0.03314,0.01008,2.28893,0.08205,3.44299,3.41656,17.46728,103.23616,0.6886,0.01347,0.2,5.62906
"29","2017_Q2",126.350793650794,"Up",7.51e+09,6.772e+09,7.45e+08,-7e+06,-7e+06,1.2e+07,-3.957e+09,-2.073e+09,6e+06,1.486e+09,-1.54e+08,-1.54e+08,1.332e+09,1.221e+09,-1.28e+08,1.093e+09,1.093e+09,1.093e+09,1.093e+09,9.9491e+10,8.0806e+10,1.0519e+10,8.35e+08,7.331e+09,1.063e+09,4.406e+09,4.7127e+10,1.60967e+11,8.0522e+10,6.0579e+10,1.4857e+10,5.086e+09,1.6909e+10,1.23e+10,1.11435e+11,3.08e+08,2.5916e+10,1.1121e+10,1.4795e+10,2.4706e+10,0,4.9532e+10,4.9532e+10,1.60967e+11,1.093e+09,3.1e+07,-1.11e+08,1.013e+09,1.2e+07,-7.8e+07,-6.6e+07,-3.24e+08,-8.6e+07,1e+06,-8.58e+08,8.9e+07,8.9e+07,-1.7e+07,7.2e+07,1.26e+10,0.19787,0.14554,0.02207,0.00679,2.24976,0.07828,2.33097,2.31209,16.0161,104.97692,0.69097,0.00984,0.29643,7.7638
"30","2017_Q3",130.519682539683,"Up",8.108e+09,7.237e+09,7.7e+08,1.01e+08,1.01e+08,1.09e+08,-4.309e+09,-2.155e+09,8e+07,1.724e+09,-1.47e+08,-1.47e+08,1.577e+09,1.505e+09,-2e+08,1.305e+09,1.305e+09,1.305e+09,1.305e+09,1.00208e+11,8.1645e+10,1.0371e+10,8.56e+08,7.336e+09,1.297e+09,4.546e+09,4.7275e+10,1.62988e+11,8.0873e+10,6.0394e+10,1.5289e+10,5.19e+09,1.7461e+10,1.1667e+10,1.12331e+11,3.08e+08,2.5643e+10,1.1121e+10,1.4522e+10,2.6011e+10,3.7e+08,5.0657e+10,5.0657e+10,1.62988e+11,1.305e+09,3.54e+08,-1.032e+09,6.27e+08,3.42e+08,-1.53e+08,1.89e+08,-3.22e+08,-3e+08,4e+06,-5.85e+08,2.31e+08,2.31e+08,2.8e+07,2.59e+08,1.2589e+10,0.21263,0.16095,0.02576,0.00801,2.21748,0.07724,2.78857,2.76569,17.32549,107.58768,0.68806,0.01118,0.24674,6.54987999999998
"31","2017_Q4",135.433650793651,"Up",8.61e+09,7.807e+09,8.13e+08,-1e+07,-1e+07,-2e+06,-6.416e+09,-2.202e+09,5.3e+07,4.5e+07,-1.5e+08,-1.5e+08,-1.05e+08,-1.55e+08,8.5e+07,-7e+07,-7e+07,-7e+07,-7e+07,1.02424e+11,8.3686e+10,1.016e+10,9.1e+08,7.668e+09,1.088e+09,4.691e+09,4.9824e+10,1.67578e+11,8.4916e+10,6.4153e+10,1.5456e+10,5.307e+09,1.7896e+10,1.1559e+10,1.16799e+11,3.08e+08,2.5338e+10,1.1121e+10,1.4217e+10,2.5941e+10,1.069e+09,5.0779e+10,5.0779e+10,1.67578e+11,-7e+07,3.415e+09,-1.574e+09,1.771e+09,-1.465e+09,1e+06,-1.464e+09,-3.32e+08,-2.12e+08,0,-5.27e+08,-2.2e+08,-2.2e+08,-6e+06,-2.26e+08,1.2579e+10,0.00523,-0.00813,-0.00138,-0.00042,2.30014,0.07506,-0.1501,-0.1501,18.46171,108.22076,0.71188,0.00175,-4.74286,255.35556
"32","2018_Q1",131.920819672131,"Down",8.015e+09,7.218e+09,7.97e+08,1.49011611938477e-08,1.49011611938477e-08,9999999.99999999,-4.448e+09,-2.184e+09,1e+06,1.384e+09,-1.56e+08,-1.56e+08,1.228e+09,1.151e+09,3.82e+08,1.533e+09,1.533e+09,1.533e+09,1.533e+09,1.02444e+11,7.8939e+10,1.4335e+10,9.37e+08,8.233e+09,7.28e+08,4.723e+09,4.9793e+10,1.67022e+11,8.3716e+10,6.3179e+10,1.5216e+10,5.321e+09,1.7849e+10,1.1556e+10,1.15542e+11,3.08e+08,2.5099e+10,1.1121e+10,1.3978e+10,2.7474e+10,5.43e+08,5.148e+10,5.148e+10,1.67022e+11,1.533e+09,-8.39e+08,3.98e+08,1.092e+09,-9.52e+08,-1.29e+08,-1.081e+09,-3.3e+08,-5.2e+07,0,-3.49e+08,-3.38e+08,-3.38e+08,-3999999.99999999,-3.42e+08,1.2569e+10,0.17268,0.19127,0.02978,0.00918,2.24441,0.07525,3.29445,3.23533,17.22441,109.96976,0.70918,0.01249,0.215260000000001,8.55564000000001
"33","2018_Q2",121.7175,"Down",7.831e+09,7.027e+09,8.06e+08,-2e+06,-2e+06,-1e+06,-4.253e+09,-2.156e+09,-3.8e+07,1.384e+09,-1.57e+08,-1.57e+08,1.227e+09,1.217e+09,-1.35e+08,1.082e+09,1.082e+09,1.082e+09,1.082e+09,1.02105e+11,7.9111e+10,1.4253e+10,9.48e+08,7.793e+09,1.988e+09,4.843e+09,5.0275e+10,1.68781e+11,8.4046e+10,6.3139e+10,1.5495e+10,5.412e+09,1.7273e+10,1.2786e+10,1.17186e+11,3.08e+08,2.4551e+10,1.1121e+10,1.343e+10,2.8965e+10,-5.02e+08,5.1595e+10,5.1595e+10,1.68781e+11,1.082e+09,-1.1e+07,-5.2e+08,5.51e+08,-7.36e+08,-1.45e+08,-8.81e+08,-3.3e+08,5e+06,4e+06,1.567e+09,1.237e+09,1.237e+09,2.5e+07,1.262e+09,1.4455e+10,0.17673,0.13817,0.02097,0.00641,2.27127,0.08564,2.32337,2.30471,16.81543,110.12807,0.70861,0.00932,0.30499,9.00795
"34","2018_Q3",124.622698412698,"Up",8.51e+09,7.664e+09,8.28e+08,1.8e+07,1.8e+07,2.2e+07,-4.637e+09,-2.211e+09,3e+07,1.692e+09,-1.67e+08,-1.67e+08,1.525e+09,1.512e+09,-2.18e+08,1.294e+09,1.294e+09,1.294e+09,1.294e+09,1.01186e+11,7.7963e+10,1.386e+10,9.33e+08,8.43e+09,1e+09,4.916e+09,5.0091e+10,1.67534e+11,8.3996e+10,6.2778e+10,1.5748e+10,5.47e+09,1.8062e+10,1.2184e+10,1.16255e+11,3.08e+08,2.4271e+10,1.1121e+10,1.315e+10,3.026e+10,-1.52e+09,5.1279e+10,5.1279e+10,1.67534e+11,1.294e+09,9.17e+08,-5.65e+08,1.646e+09,10999999.9999999,-3.9e+08,-3.79e+08,-3.31e+08,-2.92e+08,1e+06,-2.216e+09,-9.49e+08,-9.49e+08,-6.3e+07,-1.012e+09,1.2784e+10,0.19882,0.15206,0.02523,0.00772,2.26711,0.07631,2.78114,2.76271,18.2902,109.54989,0.7114,0.01087,0.2558,6.96454
"35","2018_Q4",119.689206349206,"Down",8.75e+09,7.908e+09,8.23e+08,1.9e+07,1.9e+07,3e+07,-4.995e+09,-2.223e+09,6.2e+07,1.594e+09,-1.64e+08,-1.64e+08,1.43e+09,1.414e+09,-1.83e+08,1.231e+09,1.231e+09,1.231e+09,1.231e+09,1.01163e+11,7.7853e+10,1.3563e+10,8.43e+08,8.904e+09,1.053e+09,4.902e+09,5.0373e+10,1.67684e+11,8.4217e+10,6.3029e+10,1.5725e+10,5.463e+09,1.8162e+10,1.2149e+10,1.16442e+11,3.08e+08,2.3974e+10,1.1121e+10,1.2853e+10,3.1491e+10,-2.159e+09,5.1242e+10,5.1242e+10,1.67684e+11,1.231e+09,1.197e+09,-7.28e+08,1.7e+09,-7.56e+08,-1.11e+08,-8.67e+08,-3.4e+08,-3.59e+08,1e+06,-7.75e+08,5.8e+07,5.8e+07,-2e+06,5.6e+07,1.2649e+10,0.18217,0.14069,0.02402,0.00734,2.27239,0.07543,2.65885,2.64154,18.89922,110.01292,0.73437,0.01051,0.2762,7.27478
"36","2019_Q1",123.924754098361,"Up",7.626e+09,7.465e+09,8.48e+08,-6.87e+08,-6.87e+08,-6.54e+08,-4.772e+09,-2.208e+09,4.1e+07,6.87e+08,-1.53e+08,-1.53e+08,5.34e+08,5.14e+08,-1.59e+08,3.55e+08,3.55e+08,3.55e+08,3.55e+08,1.00968e+11,7.847e+10,1.3435e+10,7.7e+08,8.293e+09,1.247e+09,4.922e+09,5.0559e+10,1.67771e+11,8.3998e+10,6.296e+10,1.5532e+10,5.506e+09,1.9139e+10,1.2087e+10,1.17151e+11,3.08e+08,2.3678e+10,1.1121e+10,1.2557e+10,3.17e+10,-2.448e+09,5.062e+10,5.062e+10,1.67771e+11,3.55e+08,9.55e+08,2.73e+08,1.583e+09,-1.096e+09,2.88e+08,-8.08e+08,-3.36e+08,-2.83e+08,4e+06,-5.67e+08,2.08e+08,2.08e+08,-2.5e+07,1.83e+08,1.2596e+10,0.09009,0.04655,0.00701,0.00212,2.31432,0.07508,0.77081,0.76618,16.55828,109.24211,0.72955,0.00465,0.94648,16.51965
"37","2019_Q2",135.223333333333,"Up",7.876e+09,7.137e+09,8.36e+08,-9.7e+07,-9.7e+07,-8.4e+07,-4.294e+09,-2.174e+09,-3.7e+07,1.371e+09,-1.4e+08,-1.4e+08,1.231e+09,1.228e+09,-1.88e+08,1.04e+09,1.04e+09,1.04e+09,1.04e+09,1.0326e+11,8.0663e+10,1.3136e+10,8.21e+08,8.64e+09,1.271e+09,5.008e+09,5.1982e+10,1.71347e+11,8.4604e+10,6.3143e+10,1.5909e+10,5.552e+09,2.0081e+10,1.2071e+10,1.18684e+11,3.08e+08,2.3172e+10,1.1121e+10,1.2051e+10,3.2728e+10,-7.7e+08,5.2663e+10,5.2663e+10,1.71347e+11,1.04e+09,5.92e+08,-3.1e+08,1.322e+09,-1.86e+08,-4.87e+08,-6.73e+08,-3.36e+08,-3.32e+08,1e+06,-6.3e+08,1.9e+07,1.9e+07,3.4e+07,5.3e+07,1.258e+10,0.17407,0.13205,0.01975,0.00607,2.25365,0.07342,2.26676,2.25334,17.16633,114.11161,0.73234,0.0091,0.32308,8.24872
"38","2019_Q3",145.644375,"Up",8.527e+09,7.891e+09,8.59e+08,-2.23e+08,-2.23e+08,-2.1e+08,-4.876e+09,-2.302e+09,1.53e+08,1.502e+09,-1.4e+08,-1.4e+08,1.362e+09,1.358e+09,-2.08e+08,1.15e+09,1.15e+09,1.15e+09,1.15e+09,1.05739e+11,8.241e+10,1.2838e+10,7.15e+08,9.776e+09,1.27e+09,5.113e+09,5.1459e+10,1.74516e+11,8.5176e+10,6.3205e+10,1.6403e+10,5.568e+09,2.0434e+10,1.3371e+10,1.20406e+11,3.08e+08,2.2878e+10,1.1121e+10,1.1757e+10,3.3878e+10,1.39e+08,5.411e+10,5.411e+10,1.74516e+11,1.15e+09,1.106e+09,-8.7e+08,1.386e+09,-6.98e+08,-9.16e+08,-1.614e+09,-3.35e+08,-3.14e+08,-3e+06,1.99e+08,-2.9e+07,-2.9e+07,3999999.99999999,-2.5e+07,1.338e+10,0.17615,0.13487,0.02125,0.00659,2.22521,0.07667,2.51522,2.49886,18.64984,117.67312,0.7327,0.00964,0.2913,8.06258
"39","2019_Q4",144.7165625,"Down",9.045e+09,8.327e+09,8.73e+08,-1.55e+08,-1.55e+08,-1.31e+08,-5.21e+09,-2.355e+09,-1.9e+07,1.461e+09,-1.38e+08,-1.38e+08,1.323e+09,1.321e+09,-2.3e+08,1.091e+09,1.091e+09,1.091e+09,1.091e+09,1.07178e+11,8.5044e+10,1.2622e+10,7.22e+08,8.79e+09,1.478e+09,5.148e+09,5.0941e+10,1.75148e+11,8.5321e+10,6.3012e+10,1.6571e+10,5.738e+09,2.0236e+10,1.3285e+10,1.20268e+11,3.08e+08,2.2586e+10,1.1121e+10,1.1465e+10,3.4969e+10,5.21e+08,5.488e+10,5.488e+10,1.75148e+11,1.091e+09,6.08e+08,5.06e+08,2.205e+09,-1.084e+09,-1.9e+08,-1.274e+09,-3.43e+08,-4.02e+08,0,-6.93e+08,2.38e+08,2.38e+08,-1.7e+07,2.21e+08,1.3295e+10,0.16153,0.12062,0.01988,0.00623,2.19147,0.07591,2.39811,2.38196,19.88166,119.95381,0.75394,0.00926,0.31439,8.0883
"40","2020_Q1",136.306774193548,"Down",8.738e+09,7.935e+09,8.58e+08,-5.5e+07,-5.5e+07,-4.7e+07,-5.09e+09,-2.352e+09,1.94e+08,1.49e+09,-1.34e+08,-1.34e+08,1.356e+09,1.342e+09,-1.69e+08,1.173e+09,1.173e+09,1.173e+09,1.173e+09,1.09234e+11,8.5488e+10,1.2581e+10,8.12e+08,1.0353e+10,1.537e+09,5.242e+09,5.0573e+10,1.76943e+11,8.4834e+10,6.269e+10,1.6771e+10,5.373e+09,2.0196e+10,1.3559e+10,1.21304e+11,3.08e+08,2.2324e+10,1.1121e+10,1.1203e+10,3.6142e+10,6.19e+08,5.5639e+10,5.5639e+10,1.76943e+11,1.173e+09,-4.69e+08,4.2e+08,1.429e+09,-9.26e+08,-1.418e+09,-2.344e+09,-3.4e+08,-2.78e+08,2e+06,9.73e+08,57999999.9999999,57999999.9999999,-999999.999999996,5.7e+07,1.4858e+10,0.17052,0.13424,0.02108,0.00663,2.1802,0.08397,2.59124,2.57302,19.30285,122.23005,0.75108,0.00965,0.28986,8.94027
"41","2020_Q2",111.009047619048,"Down",7.697e+09,7.794e+09,8.61e+08,-9.58e+08,-9.58e+08,-9.58e+08,-4.614e+09,-2.356e+09,-1.28e+08,5.99e+08,-1.32e+08,-1.32e+08,4.67e+08,4.67e+08,-2.15e+08,2.52e+08,2.52e+08,2.52e+08,2.52e+08,1.05284e+11,8.153e+10,1.2025e+10,2.068e+09,9.661e+09,1.512e+09,5.162e+09,5.1111e+10,1.73127e+11,8.4449e+10,6.2214e+10,1.6459e+10,5.776e+09,1.9955e+10,1.351e+10,1.20622e+11,3.08e+08,2.1831e+10,1.1121e+10,1.071e+10,3.6331e+10,-2.093e+09,5.2505e+10,5.2505e+10,1.73127e+11,2.52e+08,1.483e+09,-9.6e+07,1.712e+09,1.54e+08,-1.164e+09,-1.01e+09,-3.39e+08,-2.76e+08,-3e+06,-6.45e+08,5.7e+07,5.7e+07,-4.5e+07,1.2e+07,1.481e+10,0.07782,0.03274,0.0048,0.00146,2.29734,0.08554,0.55768,0.55443,17.03371,115.51365,0.75022,0.00386,1.34524,22.20033
"42","2020_Q3",121.04578125,"Up",8.985e+09,8.128e+09,8.27e+08,29999999.9999996,29999999.9999996,29999999.9999999,-6.8e+09,-2.32e+09,-1.3e+08,-2.65e+08,-1.28e+08,-1.28e+08,-3.93e+08,-3.93e+08,6.2e+07,-3.31e+08,-3.31e+08,-3.31e+08,-3.31e+08,1.10877e+11,8.6712e+10,11778465057.6843,2.394e+09,2.1771e+10,1.557e+09,5.243e+09,5.2944e+10,1.81474e+11,8.8675e+10,6.5699e+10,1.7081e+10,5.895e+09,2.1366e+10,1.3656e+10,1.26406e+11,3.08e+08,2.1537e+10,1.1121e+10,1.0416e+10,3.5991e+10,1.098e+09,5.5068e+10,5.5068e+10,1.81474e+11,-3.31e+08,3.132e+09,-8.88e+08,1.985e+09,-1.129e+09,-5.55e+08,-1.684e+09,-3.39e+08,1.7e+07,0,-2.53e+08,4.8e+07,4.8e+07,3e+06,5.1e+07,1.4956e+10,-0.02949,-0.03684,-0.00601,-0.00182,2.29545,0.08241,-0.73327,-0.7376,19.90462,121.31072,0.75099,4.99999999999993e-05,-1.02417,-50.56226
"43","2020_Q4",135.965,"Up",9.464e+09,8.765e+09,8.4e+08,-1.41e+08,-1.41e+08,-1.41e+08,-6.033e+09,-2.378e+09,1.18e+08,1.171e+09,-1.3e+08,-1.3e+08,1.041e+09,1.041e+09,1.53e+08,1.194e+09,1.194e+09,1.194e+09,1.194e+09,1.16047e+11,8.9852e+10,11790876059.2294,3.088e+09,2.3107e+10,1.707e+09,5.275e+09,5.4169e+10,1.87786e+11,9.1362e+10,6.7905e+10,1.7502e+10,5.955e+09,2.216e+10,1.483e+10,1.31065e+11,3.08e+08,2.1179e+10,1.1064e+10,1.0115e+10,3.6919e+10,1.856e+09,5.6721e+10,5.6721e+10,1.87786e+11,1.194e+09,2.578e+09,-3e+08,3.544e+09,-2.869e+09,-1.166e+09,-4.035e+09,-3.57e+08,3e+06,3e+06,6.64e+08,1.73e+08,1.73e+08,-9e+06,1.64e+08,1.613e+10,0.12373,0.12616,0.02105,0.00636,2.3107,0.0859,2.64289,2.61005,20.94835,124.8689,0.79021,0.00936,0.29899,12.31682
"44","2021_Q1",157.069508196721,"Up",9.848e+09,8.43e+09,8.47e+08,5.71e+08,5.71e+08,5.71e+08,-5.047e+09,-2.472e+09,8.44e+08,3.173e+09,-1.26e+08,-1.26e+08,3.047e+09,3.047e+09,-6.29e+08,2.418e+09,2.418e+09,2.418e+09,2.418e+09,1.18669e+11,9.0699e+10,1.1653e+10,4.027e+09,1.229e+10,1.747e+09,5.402e+09,6.4956e+10,1.90774e+11,9.1176e+10,6.7811e+10,1.7652e+10,5.713e+09,2.3496e+10,1.4948e+10,1.31025e+11,3.08e+08,1.7235e+10,7.42e+09,9.815e+09,3.9337e+10,2.869e+09,5.9749e+10,5.9749e+10,1.90774e+11,2.418e+09,-9.15e+08,9.68e+08,2.544e+09,-3.73e+08,-4.19e+08,-7.92e+08,-3.53e+08,-1.22e+08,-8.7e+07,-1.848e+09,-9.6e+07,-9.6e+07,5.9e+07,-3.7e+07,1.4948e+10,0.3222,0.24553,0.04047,0.01267,2.19292,0.07835,5.35712,5.33736,21.81841,131.69252,0.78208,0.01657,0.14599,4.16042
"45","2021_Q2",162.316031746032,"Up",9.971e+09,8.221e+09,8.63e+08,8.87e+08,8.87e+08,8.87e+08,-5.22e+09,-2.409e+09,4.18e+08,2.76e+09,-1.22e+08,-1.22e+08,2.638e+09,2.638e+09,-3.38e+08,2.3e+09,2.3e+09,2.3e+09,2.3e+09,1.18979e+11,9.1071e+10,1.1132e+10,4.405e+09,1.2371e+10,1.684e+09,5.443e+09,5.5298e+10,1.91977e+11,9.3134e+10,6.9255e+10,1.804e+10,5.839e+09,2.3175e+10,1.4879e+10,1.32593e+11,3.08e+08,2.0382e+10,1.1064e+10,9.318e+09,4.1637e+10,9.58e+08,5.9384e+10,5.9384e+10,1.91977e+11,2.3e+09,6.1e+08,-8.77e+08,2.105e+09,-1.604e+09,3.52e+08,-1.252e+09,-3.52e+08,-4.04e+08,-6.5e+07,-8.12e+08,4.1e+07,4.1e+07,-3.6e+07,5e+06,1.4879e+10,0.2768,0.23067,0.03873,0.01198,2.23281,0.0775,5.10499,5.0735,22.13124,131.12278,0.78129,0.01571,0.15304,4.7808
"46","2021_Q3",172.536875,"Up",9.664e+09,8.813e+09,8.84e+08,-3.3e+07,-3.3e+07,-3.3e+07,-5.191e+09,-2.473e+09,7.04e+08,2.704e+09,-1.22e+08,-1.22e+08,2.582e+09,2.582e+09,-3.17e+08,2.265e+09,2.265e+09,2.265e+09,2.265e+09,1.2137e+11,9.2163e+10,1.0673e+10,4.607e+09,1.3927e+10,1.843e+09,5.605e+09,5.6636e+10,1.97174e+11,9.5386e+10,7.0289e+10,1.9167e+10,5.93e+09,2.5059e+10,1.4954e+10,1.36804e+11,3.08e+08,2.011e+10,1.1064e+10,9.046e+09,4.3902e+10,1.822e+09,6.037e+10,6.037e+10,1.97174e+11,2.265e+09,1.192e+09,-4.08e+08,3.122e+09,1.9e+08,-9.63e+08,-7.73e+08,-3.51e+08,-1.858e+09,-1.5e+07,-2.21e+09,1.39e+08,1.39e+08,1.8e+07,1.57e+08,1.4954e+10,0.2798,0.23438,0.03752,0.01149,2.26609,0.07584,5.02731,4.9963,21.44984,133.31127,0.77907,0.0152,0.15497,4.84874
"47","2021_Q4",185.69453125,"Up",1.0845e+10,1e+10,8.66e+08,-2.1e+07,-2.1e+07,-2.1e+07,-6.78e+09,-2.584e+09,-1.81e+08,1.3e+09,-1.22e+08,-1.22e+08,1.178e+09,1.178e+09,6.55e+08,1.833e+09,1.833e+09,1.833e+09,1.833e+09,1.22129e+11,9.2685e+10,1.0515e+10,4.557e+09,1.4372e+10,1.62e+09,5.532e+09,6.9773e+10,1.99054e+11,9.804e+10,7.2631e+10,1.9519e+10,5.89e+09,2.5159e+10,1.4823e+10,1.39428e+11,3.08e+08,1.3116e+10,4.364e+09,8.752e+09,4.5224e+10,9.78e+08,5.9626e+10,5.9626e+10,1.99054e+11,1.833e+09,4.441e+09,-3.023e+09,3.322e+09,-1.674e+09,-5.2e+07,-1.726e+09,-3.53e+08,-1.44e+09,-1e+06,-1.783e+09,-1.87e+08,-1.87e+08,-1.5e+07,-2.02e+08,1.4823e+10,0.11987,0.16902,0.03074,0.00921,2.33838,0.07447,4.13215,4.10409,24.44797,133.72107,0.79577,0.01257,0.19258,10.15615
