"","YQ","p","d","revenue","net_premiums_earned","investment_income_loss","other_operating_income","total_realized_investment_gains","total_claims_losses","claims_losses","other_operating_expenses","operating_income_loss","non_operating_income_loss","interest_expense_net","pretax_income_loss_adj","abnormal_gains_losses","pretax_income_loss","income_tax_expense_benefit_net","income_loss_from_continuing_operations","income_loss_incl_minority_interest","net_income","net_income_common","total_investments","fixed_income_trading_afs_short_term_inv","loans_mortgages","equity_securities","other_investments","cash_cash_equivalents_short_term_investments","accounts_notes_receivable","property_plant_equipment_net","deferred_policy_acquisition_costs","other_assets","total_assets","insurance_reserves","reserve_for_outstanding_claims_losses","premium_reserve_unearned","life_policy_benefits","other_insurance_reserves","other_short_term_liabilities","long_term_debt","total_liabilities","preferred_equity","share_capital_additional_paid_in_capital","common_stock","additional_paid_in_capital","treasury_stock","retained_earnings","other_equity","equity_before_minority_interest","total_equity","total_liabilities_equity","net_income_starting_line","non_cash_items","deferred_income_taxes","other_non_cash_adjustments","change_in_working_capital","net_cash_from_operating_activities","net_change_in_investments","decrease_in_investments","net_cash_from_investing_activities","dividends_paid","cash_from_repurchase_of_equity","increase_in_capital_stock","decrease_in_capital_stock","change_in_insurance_reserves","other_financing_activities","net_cash_from_financing_activities","net_cash_before_disc_operations_and_fx","net_cash_before_fx","net_change_in_cash","total_debt","operating_margin","net_profit_margin","return_on_equity","return_on_assets","liabilities_to_equity_ratio","debt_ratio","earnings_per_share_basic","earnings_per_share_diluted","sales_per_share","equity_per_share","dividends_per_share","return_on_invested_capital","dividend_payout_ratio","net_debt_ebit"
"22","2015_Q3",53.4075,"Down",8.982e+09,8.085e+09,7.89e+08,1.08e+08,1.08e+08,-6.218e+09,-5.587e+09,-2.147e+09,6.17e+08,-7.3e+07,-7.3e+07,5.44e+08,-1.8e+07,5.26e+08,-1.71e+08,3.55e+08,3.55e+08,3.55e+08,3.26e+08,7.9141e+10,5.993e+10,4.343e+09,4e+09,1.0868e+10,8.05e+08,5.599e+09,1.038e+09,3.708e+09,1.6826e+10,1.07117e+11,6.9755e+10,2.3702e+10,1.1858e+10,1.2227e+10,2.1968e+10,6.757e+09,5.186e+09,8.5819e+10,1.746e+09,3.214e+09,9e+06,3.205e+09,-2.2273e+10,3.8567e+10,4.4e+07,2.1298e+10,2.1298e+10,1.07117e+11,3.55e+08,2.89e+08,-3.42e+08,6.31e+08,9.3e+07,7.37e+08,5.5e+07,8.923e+09,-1.9e+07,-1.54e+08,-3.69e+08,4.5e+07,-4.14e+08,-3.14e+08,1.7e+07,-8.29e+08,-1.11e+08,-1.11e+08,-1.11e+08,5.186e+09,0.06869,0.03629,0.01531,0.00304,4.02944,0.04841,0.80098,0.79011,22.0688,48.03931,0.37838,0.00478,0.47239,7.10049
"23","2015_Q4",53.39,"Down",9.028e+09,8.188e+09,8.07e+08,3.3e+07,3.3e+07,-5.909e+09,-5.255e+09,-2.084e+09,1.035e+09,-7.3e+07,-7.3e+07,9.62e+08,-7e+06,9.55e+08,-3.05e+08,6.5e+08,6.5e+08,6.5e+08,6.21e+08,7.8342e+10,5.8257e+10,4.402e+09,4.236e+09,1.1447e+10,9.05e+08,5.711e+09,1.05e+09,3.811e+09,1.603e+10,1.05849e+11,6.9888e+10,2.3757e+10,1.2343e+10,1.2229e+10,2.1559e+10,6.605e+09,5.175e+09,8.5345e+10,1.746e+09,3.233e+09,9e+06,3.224e+09,-2.3058e+10,3.9068e+10,-4.85e+08,2.0504e+10,2.0504e+10,1.05849e+11,6.5e+08,7.62e+08,2.23e+08,5.39e+08,-2.9e+07,1.383e+09,1.27e+08,8.498e+09,4.1e+07,-1.51e+08,-7.8e+08,1.2e+07,-7.92e+08,-3.84e+08,2e+06,-1.324e+09,1e+08,1e+08,1e+08,5.175e+09,0.11464,0.06879,0.03029,0.00587,4.16236,0.04889,1.56423,1.54439,22.74055,47.24937,0.38035,0.00778,0.24316,4.1256
"24","2016_Q1",54.2045901639344,"Up",8.691e+09,8.231e+09,7.1e+08,-2.5e+08,-2.5e+08,-5.838e+09,-5.199e+09,-2.054e+09,7.99e+08,-7.3e+07,-7.3e+07,7.26e+08,-6e+06,7.2e+08,-2.31e+08,4.89e+08,4.89e+08,4.89e+08,4.6e+08,7.776e+10,5.7948e+10,4.34e+09,5.082e+09,1.039e+10,4.95e+08,5.544e+09,1.024e+09,3.861e+09,1.5974e+10,1.04658e+11,6.9613e+10,2.3869e+10,1.2202e+10,1.2247e+10,2.1295e+10,6.236e+09,5.124e+09,8.4631e+10,1.746e+09,3.254e+09,9e+06,3.245e+09,-2.362e+10,3.9413e+10,-7.68e+08,2.0025e+10,2.0025e+10,1.04656e+11,4.89e+08,4.09e+08,-5.9e+07,4.68e+08,3.2e+07,9.3e+08,-2.69e+08,1.0054e+10,-3.53e+08,-1.47e+08,-5.83e+08,9e+06,-5.92e+08,-2.66e+08,9e+06,-9.87e+08,-4.1e+08,-4.1e+08,-4.1e+08,5.124e+09,0.09193,0.05293,0.02297,0.0044,4.22627,0.04896,1.19605,1.17979,22.5975,47.5273,0.38222,0.00617,0.31957,5.79349
"25","2016_Q2",58.0540625,"Up",8.871e+09,8.289e+09,7.31e+08,-1.49e+08,-1.49e+08,-6.329e+09,-5.684e+09,-2.111e+09,4.31e+08,-7.3e+07,-7.3e+07,3.58e+08,-3e+06,3.55e+08,-1.09e+08,2.46e+08,2.46e+08,2.46e+08,2.17e+08,7.8877e+10,5.7291e+10,4.302e+09,5.117e+09,1.2167e+10,5.31e+08,5.558e+09,1.011e+09,3.807e+09,1.6163e+10,1.05947e+11,6.9957e+10,2.4605e+10,1.2036e+10,1.2224e+10,2.1092e+10,7.035e+09,5.108e+09,8.5607e+10,1.746e+09,3.246e+09,9e+06,3.237e+09,-2.3994e+10,3.9505e+10,-1.63e+08,2.034e+10,2.034e+10,1.05947e+11,2.46e+08,6.2e+08,-2.6e+07,6.46e+08,-1.52e+08,7.14e+08,1.48e+08,7.868e+09,9.6e+07,-1.44e+08,-4.26e+08,3e+07,-4.56e+08,-2.31e+08,4.3e+07,-7.74e+08,3.6e+07,3.6e+07,3.6e+07,5.108e+09,0.04859,0.02446,0.01067,0.00205,4.2088,0.04821,0.57392,0.56673,23.46205,49.17747,0.38085,0.00365,0.66359,10.61949
"26","2016_Q3",59.99953125,"Up",9.164e+09,8.378e+09,7.62e+08,2.4e+07,2.4e+07,-6.54e+09,-5.901e+09,-2.166e+09,4.58e+08,-7.2e+07,-7.2e+07,3.86e+08,-1e+07,3.76e+08,-1.05e+08,2.71e+08,2.71e+08,2.71e+08,2.42e+08,7.9694e+10,5.8129e+10,4.453e+09,5.265e+09,1.1847e+10,4.46e+08,5.593e+09,1.011e+09,3.819e+09,1.6721e+10,1.07284e+11,7.0264e+10,2.4904e+10,1.23e+10,1.2215e+10,2.0845e+10,7.92e+09,5.109e+09,8.6731e+10,1.746e+09,3.212e+09,9e+06,3.203e+09,-2.431e+10,3.9623e+10,2.82e+08,2.0553e+10,2.0553e+10,1.07284e+11,2.71e+08,3.09e+08,-1.5e+08,4.59e+08,6.4e+07,6.44e+08,1.48e+08,9.502e+09,8e+07,-1.54e+08,-4.06e+08,4.2e+07,-4.48e+08,-2.6e+08,1.1e+07,-8.09e+08,-85000000.0000001,-84999999.9999999,-84999999.9999999,5.109e+09,0.04998,0.02641,0.01177,0.00226,4.21987,0.04762,0.64775,0.64004,24.52891,50.33994,0.41221,0.00399,0.63636,10.18122
"27","2016_Q4",61.6552380952381,"Up",9.221e+09,8.44e+09,7.48e+08,3.3e+07,3.3e+07,-6.22e+09,-5.553e+09,-2.159e+09,8.42e+08,-7.3e+07,-7.3e+07,7.69e+08,-4e+06,7.65e+08,-2.45e+08,5.2e+08,5.2e+08,5.2e+08,4.91e+08,8.1104e+10,6.0306e+10,4.396e+09,5.288e+09,1.1114e+10,3.89e+08,5.799e+09,1.013e+09,3.886e+09,1.6346e+10,1.08537e+11,7.1033e+10,2.545e+10,1.2772e+10,1.2228e+10,2.0583e+10,7.991e+09,5.11e+09,8.7603e+10,1.746e+09,3.246e+09,9e+06,3.237e+09,-2.4537e+10,3.999e+10,4.89e+08,2.0934e+10,2.0934e+10,1.08537e+11,5.2e+08,7.35e+08,2.06e+08,5.29e+08,1.29e+08,1.384e+09,-7.64e+08,1.0879e+10,-8.34e+08,-1.53e+08,-1.99e+08,5.1e+07,-2.5e+08,-2.61e+08,6e+06,-6.07e+08,-5.7e+07,-5.7e+07,-5.7e+07,5.11e+09,0.09131,0.05325,0.02345,0.00452,4.18472,0.04708,1.32167,1.3062,24.821,51.65007,0.41184,0.00641,0.31161,5.60689
"28","2017_Q1",69.2266129032258,"Up",9.278e+09,8.475e+09,8.01e+08,1999999.99999999,2e+06,-5.715e+09,-5.083e+09,-2.22e+09,1.343e+09,-7.7e+07,-7.7e+07,1.266e+09,-8e+06,1.258e+09,-4.18e+08,8.4e+08,8.4e+08,8.4e+08,8.11e+08,8.1799e+10,5.7839e+10,4.486e+09,5.666e+09,1.3808e+10,4.36e+08,5.597e+09,1.065e+09,3.954e+09,1.5759e+10,1.0861e+11,7.0332e+10,2.525e+10,1.2583e+10,1.2239e+10,2.026e+10,7.965e+09,6.347e+09,8.8037e+10,1.746e+09,3.312e+09,9e+06,3.303e+09,-2.4741e+10,4.0678e+10,-4.22e+08,2.0573e+10,2.0573e+10,1.0861e+11,8.4e+08,4.68e+08,3.87e+08,80999999.9999999,-5.7e+07,1.251e+09,-1.745e+09,6.51e+09,-1.868e+09,-1.51e+08,-1.42e+08,4.1e+07,-1.83e+08,-2.86e+08,8e+06,6.64e+08,4.7e+07,4.7e+07,4.7e+07,6.347e+09,0.14475,0.08741,0.03942,0.00747,4.27925,0.05844,2.2038,2.17835,25.21196,51.16033,0.41033,0.00956,0.18619,4.40134
"29","2017_Q2",74.8636507936508,"Up",9.434e+09,8.552e+09,7.48e+08,1.34e+08,1.34e+08,-6.063e+09,-5.416e+09,-2.266e+09,1.105e+09,-8.5e+07,-8.5e+07,1.02e+09,-8e+06,1.012e+09,-3.17e+08,6.95e+08,6.95e+08,6.95e+08,6.66e+08,8.1143e+10,5.8636e+10,4.349e+09,5.685e+09,1.2473e+10,4.42e+08,5.649e+09,1.067e+09,3.988e+09,1.7954e+10,1.10243e+11,7.0607e+10,2.5628e+10,1.2705e+10,1.2223e+10,2.0051e+10,8.696e+09,6.346e+09,8.9085e+10,1.746e+09,3.294e+09,9e+06,3.285e+09,-2.4887e+10,4.1208e+10,-2.03e+08,2.1158e+10,2.1158e+10,1.10243e+11,6.95e+08,3.81e+08,2.84e+08,9.7e+07,-2.19e+08,8.57e+08,1.15e+09,1.2916e+10,-2.8e+08,-1.51e+08,-1.97e+08,6.7e+07,-2.64e+08,-2.26e+08,3e+06,-5.71e+08,6e+06,6e+06,6e+06,6.346e+09,0.11713,0.0706,0.03148,0.00604,4.21046,0.05756,1.82116,1.7937,25.7971,53.08176,0.41291,0.00805,0.22673,5.34299
"30","2017_Q3",80.6479365079365,"Up",9.587e+09,8.609e+09,8.97e+08,8.1e+07,8.1e+07,-6.35e+09,-5.689e+09,-2.262e+09,9.75e+08,-8.3e+07,-8.3e+07,8.92e+08,-4.1e+07,8.51e+08,-2.72e+08,5.79e+08,5.79e+08,5.79e+08,5.5e+08,8.1305e+10,5.8656e+10,4.336e+09,6.117e+09,1.2196e+10,4.82e+08,5.693e+09,1.072e+09,4.037e+09,1.8276e+10,1.10865e+11,7.0974e+10,2.5884e+10,1.3024e+10,1.2234e+10,1.9832e+10,8.626e+09,6.348e+09,8.9364e+10,1.746e+09,3.278e+09,9e+06,3.269e+09,-2.5241e+10,4.1622e+10,95999999.9999999,2.1501e+10,2.1501e+10,1.10865e+11,5.79e+08,8.6e+07,-3.26e+08,4.12e+08,-1.74e+08,4.91e+08,4.09e+08,1.0481e+10,3.37e+08,-1.64e+08,-3.52e+08,4.1e+07,-3.93e+08,-2.16e+08,-5.6e+07,-7.88e+08,4e+07,4e+07,4e+07,6.348e+09,0.1017,0.05737,0.02558,0.00496,4.15627,0.05726,1.51265,1.49051,26.36689,54.33168,0.45105,0.00698,0.29818,6.01641
"31","2017_Q4",87.7106349206349,"Up",1.0324e+10,8.714e+09,8.43e+08,7.67e+08,-3.52e+08,-6.175e+09,-5.545e+09,-3.082e+09,1.067e+09,-8.3e+07,-8.3e+07,9.84e+08,-1.3e+07,9.71e+08,-3.05e+08,6.66e+08,6.66e+08,6.66e+08,6.37e+08,8.2771e+10,5.9391e+10,4.322e+09,6.434e+09,1.2624e+10,6.9e+08,5.922e+09,1.067e+09,4.147e+09,1.9035e+10,1.13632e+11,7.2566e+10,2.7154e+10,1.3535e+10,1.2227e+10,1.965e+10,9.176e+09,6.349e+09,9.1513e+10,1.746e+09,3.339e+09,9e+06,3.33e+09,-2.5413e+10,4.2125e+10,3.22e+08,2.2119e+10,2.2119e+10,1.13632e+11,6.66e+08,5.4e+08,1.61e+08,3.79e+08,6.6e+08,1.866e+09,-1.057e+09,8.457e+09,-1.127e+09,-1.63e+08,-1.67e+08,2.4e+07,-1.91e+08,-2.07e+08,6e+06,-5.31e+08,2.08e+08,2.08e+08,2.08e+08,6.349e+09,0.10335,0.0617,0.0288,0.00561,4.1373,0.05587,1.76308,1.73522,28.57459,56.38804,0.45115,0.00766,0.25589,5.30366
"32","2018_Q1",86.5947540983607,"Down",1.0062e+10,8.803e+09,9.13e+08,3.46e+08,5.82e+08,-5.954e+09,-5.279e+09,-2.715e+09,1.393e+09,-8.4e+07,-8.4e+07,1.309e+09,-1.52e+08,1.157e+09,92000000.0000001,1.249e+09,1.249e+09,1.249e+09,1.22e+09,8.2803e+10,5.8992e+10,4.534e+09,6.621e+09,1.2656e+10,6.17e+08,5.786e+09,1.072e+09,4.191e+09,1.7953e+10,1.12422e+11,7.1781e+10,2.6325e+10,1.3473e+10,1.2549e+10,1.9434e+10,8.296e+09,6.35e+09,8.9871e+10,1.746e+09,3.322e+09,9e+06,3.313e+09,-2.5982e+10,4.3162e+10,3.03e+08,2.2551e+10,2.2551e+10,1.12422e+11,1.249e+09,-2.1e+08,-3.64e+08,1.54e+08,6.1e+07,1.1e+09,-57000000.0000001,9.436e+09,-1.4e+08,-1.63e+08,-6.44e+08,3000000.00000003,-6.47e+08,-2.16e+08,-1e+07,-1.033e+09,-7.3e+07,-7.3e+07,-7.3e+07,6.35e+09,0.13844,0.12125,0.0541,0.01085,3.98523,0.05648,3.41354,3.35349,28.15333,58.21209,0.45607,0.01328,0.13361,4.11558
"33","2018_Q2",85.40375,"Down",9.77e+09,8.902e+09,7.86e+08,8.2e+07,-1e+06,-5.794e+09,-5.129e+09,-2.598e+09,1.378e+09,-8.3e+07,-8.3e+07,1.295e+09,-3.2e+07,1.263e+09,-2.57e+08,1.006e+09,1.006e+09,1.006e+09,9.77e+08,8.3289e+10,5.6674e+10,4.679e+09,6.986e+09,1.495e+10,4.5e+08,5.856e+09,1.06e+09,4.409e+09,1.8225e+10,1.13289e+11,7.1035e+10,2.6115e+10,1.3448e+10,1.2333e+10,1.9139e+10,8.816e+09,6.847e+09,9.0012e+10,2.303e+09,3.376e+09,9e+06,3.367e+09,-2.628e+10,4.5031e+10,-1.153e+09,2.3277e+10,2.3277e+10,1.13289e+11,1.006e+09,-9e+06,1.89e+08,-1.98e+08,-3.71e+08,6.26e+08,-1.184e+09,1.1104e+10,-1.251e+09,-1.61e+08,2.98e+08,5.68e+08,-2.7e+08,-2.39e+08,6.2e+07,4.58e+08,-1.67e+08,-1.67e+08,-1.67e+08,6.847e+09,0.14104,0.1,0.04197,0.00862,3.86699,0.06044,2.75911,2.71464,27.59108,59.23186,0.45467,0.01089,0.16479,4.64224
"34","2018_Q3",88.0419047619048,"Up",1.0099e+10,9.072e+09,8.24e+08,2.03e+08,-4e+06,-6.46e+09,-5.812e+09,-2.733e+09,9.06e+08,-8.6e+07,-8.6e+07,8.2e+08,-1.4e+07,8.06e+08,-1.61e+08,6.45e+08,6.45e+08,6.45e+08,6.06e+08,8.3241e+10,5.6891e+10,4.535e+09,6.888e+09,1.4927e+10,4.89e+08,5.953e+09,1.04e+09,4.533e+09,1.8113e+10,1.13369e+11,7.1548e+10,2.6623e+10,1.3824e+10,1.2213e+10,1.8888e+10,8.98e+09,6.448e+09,9.0247e+10,2.303e+09,3.4e+09,9e+06,3.391e+09,-2.6818e+10,4.5508e+10,-1.271e+09,2.3122e+10,2.3122e+10,1.13369e+11,6.45e+08,3.97e+08,-4.46e+08,8.43e+08,4.22e+08,1.464e+09,1.1e+07,1.3784e+10,-6e+07,-1.92e+08,-5.51e+08,1.7e+07,-5.68e+08,-2.52e+08,3.1e+07,-1.365e+09,3.9e+07,3.9e+07,3.9e+07,6.448e+09,0.08971,0.06001,0.02621,0.00535,3.90308,0.05688,1.7354,1.70897,28.92039,59.61913,0.54983,0.00764,0.31683,6.57726
"35","2018_Q4",81.4352380952381,"Down",1.0465e+10,9.207e+09,8.44e+08,4.14e+08,-5e+06,-6.478e+09,-5.817e+09,-2.851e+09,1.136e+09,-8.2e+07,-8.2e+07,1.054e+09,-1.5e+07,1.039e+09,-1.69e+08,8.7e+08,8.7e+08,8.7e+08,8.33e+08,8.3968e+10,5.7663e+10,4.592e+09,6.965e+09,1.4748e+10,4.6e+08,6.196e+09,1.032e+09,4.667e+09,1.8167e+10,1.1449e+11,7.2211e+10,2.6939e+10,1.4408e+10,1.2214e+10,1.865e+10,8.889e+09,6.45e+09,9.0857e+10,2.303e+09,3.45e+09,9e+06,3.441e+09,-2.7011e+10,4.6178e+10,-1.287e+09,2.3633e+10,2.3633e+10,1.1449e+11,8.7e+08,3.76e+08,3e+07,3.46e+08,4.82e+08,1.728e+09,-1.078e+09,9.167e+09,-1.145e+09,-1.99e+08,-1.86e+08,3.8e+07,-2.24e+08,-2.27e+08,0,-6.12e+08,-2.9e+07,-2.9e+07,-2.9e+07,6.45e+09,0.10855,0.0796,0.03525,0.00728,3.8445,0.05634,2.40751,2.3685,30.24566,61.6474,0.57514,0.00977,0.2389,5.27289
"36","2019_Q1",82.5044262295082,"Up",9.481e+09,9.332e+09,7.86e+08,-6.37e+08,-8.67e+08,-6.673e+09,-6.02e+09,-2.739e+09,6.9e+07,-8.1e+07,-8.1e+07,-1.2e+07,-4.68e+08,-4.8e+08,1.19e+08,-3.61e+08,-3.61e+08,-3.61e+08,-4.04e+08,8.126e+10,5.717e+10,4.67e+09,5.036e+09,1.4384e+10,4.99e+08,6.154e+09,1.045e+09,4.784e+09,1.8507e+10,1.12249e+11,7.2512e+10,2.7423e+10,1.451e+10,1.2208e+10,1.8371e+10,9.169e+09,6.451e+09,9.0937e+10,1.93e+09,3.319e+09,9e+06,3.31e+09,-2.8085e+10,4.4033e+10,1.15e+08,2.1312e+10,2.1312e+10,1.12249e+11,-3.61e+08,1.396e+09,-1.53e+08,1.549e+09,3.22e+08,1.357e+09,1.97e+09,1.1767e+10,7.37e+08,-1.96e+08,-1.619e+09,7000000.00000003,-1.626e+09,-2.39e+08,-2e+06,-2.055e+09,3.9e+07,3.9e+07,3.9e+07,6.451e+09,0.00727999999999997,-0.04261,-0.01896,-0.0036,4.26694,0.05747,-1.18163,-1.16561,27.73033,56.68909,0.57327,-0.00202,-0.48515,86.26087
"37","2019_Q2",89.5731746031746,"Up",1.099e+10,9.43e+09,6.48e+08,9.12e+08,-1.4e+07,-6.479e+09,-5.82e+09,-2.776e+09,1.735e+09,-8.3e+07,-8.3e+07,1.652e+09,-3.2e+07,1.62e+09,-3.28e+08,1.292e+09,1.292e+09,1.292e+09,1.261e+09,8.4121e+10,5.8202e+10,4.681e+09,5.802e+09,1.5436e+10,5.51e+08,6.201e+09,1.047e+09,4.67e+09,1.9244e+10,1.15834e+11,7.2228e+10,2.7544e+10,1.4323e+10,1.22e+10,1.8161e+10,1.0685e+10,6.453e+09,9.2416e+10,1.93e+09,3.3e+09,9e+06,3.291e+09,-2.8042e+10,4.5148e+10,1.082e+09,2.3418e+10,2.3418e+10,1.15834e+11,1.292e+09,-1.68e+08,3.03e+08,-4.71e+08,-4.1e+08,7.14e+08,-1.65e+08,1.02e+10,-2.63e+08,-1.89e+08,-5e+06,-5e+06,0,-2.04e+08,-1e+06,-3.99e+08,5.2e+07,5.2e+07,5.2e+07,6.453e+09,0.15787,0.11474,0.05385,0.01089,3.94637,0.05571,3.79134,3.7363,33.04269,64.60613,0.56825,0.01379,0.14988,3.40173
"38","2019_Q3",96.15703125,"Up",1.1144e+10,9.607e+09,9.42e+08,5.95e+08,-15000000.0000001,-7.023e+09,-6.356e+09,-2.774e+09,1.347e+09,-8.2e+07,-8.2e+07,1.265e+09,-1.87e+08,1.078e+09,-2.27e+08,8.51e+08,8.51e+08,8.51e+08,8.21e+08,8.6491e+10,5.8484e+10,4.687e+09,7.906e+09,1.5414e+10,5.99e+08,6.38e+09,1.058e+09,4.667e+09,1.9179e+10,1.18374e+11,7.3158e+10,2.8105e+10,1.4752e+10,1.2337e+10,1.7964e+10,1.1054e+10,6.628e+09,9.3898e+10,1.93e+09,3.486e+09,9e+06,3.477e+09,-2.85e+10,4.5803e+10,1.757e+09,2.4476e+10,2.4476e+10,1.18374e+11,8.51e+08,5.92e+08,-1.44e+08,7.36e+08,-94999999.9999999,1.348e+09,-7.86e+08,1.1785e+10,-8.79e+08,-1.96e+08,-2.83e+08,4.9e+07,-3.32e+08,-1.68e+08,5.1e+07,-4.21e+08,4.8e+07,4.8e+07,4.8e+07,6.628e+09,0.12087,0.07367,0.03354,0.00694,3.83633,0.05599,2.47289,2.43692,33.56627,67.90964,0.59036,0.00948,0.23873,4.47587
"39","2019_Q4",101.0603125,"Up",1.1069e+10,9.719e+09,8.8e+08,4.7e+08,1.212e+09,-6.733e+09,-6.051e+09,-2.871e+09,1.465e+09,-8e+07,-8e+07,1.385e+09,-2.25e+08,1.16e+09,-2.29e+08,9.31e+08,9.31e+08,9.31e+08,8.89e+08,8.9307e+10,5.9259e+10,4.694e+09,8.206e+09,1.7148e+10,5.87e+08,6.558e+09,1.092e+09,4.683e+09,1.8846e+10,1.21073e+11,7.3601e+10,2.8076e+10,1.5343e+10,1.2378e+10,1.7804e+10,1.176e+10,6.63e+09,9.4933e+10,3.052e+09,3.52e+09,9e+06,3.511e+09,-2.9063e+10,4.6527e+10,2.104e+09,2.614e+10,2.614e+10,1.21073e+11,9.31e+08,5.78e+08,9.5e+07,4.83e+08,3.24e+08,1.833e+09,-1.973e+09,6.719e+09,-2.093e+09,-1.97e+08,5.72e+08,1.176e+09,-6.04e+08,-1.55e+08,2.9e+07,2.48e+08,-1.2e+07,-1.2e+07,-1.2e+07,6.63e+09,0.13235,0.08031,0.03401,0.00734,3.63171,0.05476,2.71202,2.67208,33.76754,70.43319,0.60098,0.00993,0.2216,4.12491
"40","2020_Q1",101.112903225806,"Up",8.338e+09,8.465e+09,-7.42e+08,6.15e+08,3.55e+08,-3.741e+09,-5.749e+09,-2.48e+09,1.516e+09,-8.2e+07,-8.2e+07,1.434e+09,1.51e+08,1.585e+09,-3.32e+08,1.253e+09,1.773e+09,1.773e+09,1.707e+09,8.8362e+10,5.9044e+10,4.817e+09,8.162e+09,1.6339e+10,3.38e+08,6.472e+09,1.145e+09,4.699e+09,1.8934e+10,1.1995e+11,7.3047e+10,2.7712e+10,1.5343e+10,1.23e+10,1.7692e+10,1.123e+10,6.631e+09,9.3952e+10,3.463e+09,2.257e+09,9e+06,2.248e+09,-2.9746e+10,4.8074e+10,1.95e+09,2.5998e+10,2.5998e+10,1.1995e+11,1.773e+09,-1.338e+09,2.33e+08,-1.571e+09,1.52e+08,1.234e+09,2.43e+09,-2.9198e+10,4.28e+08,-2.05e+08,-1.737e+09,-2.352e+09,6.15e+08,-1.39e+08,1.7e+08,-1.911e+09,-2.49e+08,-4.1e+08,-4.1e+08,6.631e+09,0.18182,0.20473,0.06566,0.01423,3.61382,0.05528,5.32772,5.22178,26.02372,70.33396,0.63983,0.01759,0.12009,4.15106
"41","2020_Q2",91.8839682539682,"Down",9.866e+09,9.517e+09,2.46e+08,1.03e+08,-1.62e+08,-5.35e+09,-5.341e+09,-3.082e+09,1.434e+09,-8.1e+07,-8.1e+07,1.353e+09,-3.22e+08,1.031e+09,-1.94e+08,8.37e+08,5.49e+08,5.49e+08,5.13e+08,8.4842e+10,5.9857e+10,4.759e+09,3.701e+09,1.6525e+10,3.38e+08,6.401e+09,1.123e+09,4.742e+09,1.8661e+10,1.16107e+11,7.1795e+10,2.7148e+10,1.4999e+10,1.2244e+10,1.7404e+10,1.1072e+10,6.633e+09,9.1934e+10,1.97e+09,3.528e+09,9e+06,3.519e+09,-3.0209e+10,4.8326e+10,5.58e+08,2.4173e+10,2.4173e+10,1.16107e+11,5.49e+08,2.06e+08,2.8e+07,1.78e+08,2.72e+08,1.027e+09,2.406e+09,-8.089e+09,6.8e+07,-1.88e+08,-6.94e+08,-2.8e+08,-4.14e+08,-2.25e+08,1.2e+07,-1.095e+09,0,0,0,6.633e+09,0.14535,0.052,0.02122,0.00442,3.80317,0.05713,1.61626,1.59119,31.08381,69.95274,0.59231,0.00667,0.36647,4.38982
"42","2020_Q3",87.7275,"Down",1.0403e+10,9.486e+09,2.2e+08,6.97e+08,4.4e+08,-5.495e+09,-5.486e+09,-3.364e+09,1.544e+09,-7.9e+07,-7.9e+07,1.465e+09,-8.6e+07,1.379e+09,-2.73e+08,1.106e+09,1.25e+09,1.25e+09,1.224e+09,8.9637e+10,6.4448e+10,4.774e+09,4.212e+09,1.6203e+10,5.47e+08,6.367e+09,1.1e+09,4.683e+09,1.8932e+10,1.21266e+11,7.2741e+10,2.7426e+10,1.5448e+10,1.2471e+10,1.7396e+10,1.1999e+10,6.634e+09,9.428e+10,1.97e+09,3.55e+09,9e+06,3.541e+09,-3.0542e+10,4.938e+10,2.628e+09,2.6986e+10,2.6986e+10,1.21266e+11,1.25e+09,3.55e+08,2.29e+08,1.26e+08,2.44e+08,1.849e+09,-1.01e+09,-7.56e+09,-1.026e+09,-1.99e+08,-3.63e+08,44000000.0000002,-4.07e+08,-7.2e+07,2e+07,-6.14e+08,2.09e+08,4.18e+08,4.18e+08,6.634e+09,0.14842,0.11766,0.04536,0.01009,3.49366,0.05471,3.90057,3.85876,33.15169,79.71957,0.63416,0.01302,0.16258,3.94236
"43","2020_Q4",92.95375,"Up",1.0678e+10,9.623e+09,4.64e+08,5.91e+08,3.19e+08,1.0819e+10,1.0827e+10,-3.131e+09,1.731e+09,-7.8e+07,-7.8e+07,1.653e+09,-1.25e+08,1.528e+09,-3.12e+08,1.216e+09,1.153e+09,1.153e+09,1.126e+09,9.1197e+10,6.6551e+10,4.655e+09,4.395e+09,1.5596e+10,3.7e+08,6.609e+09,1.076e+09,4.661e+09,1.8837e+10,1.2275e+11,7.4063e+10,2.7987e+10,1.6029e+10,1.2759e+10,1.7288e+10,1.1725e+10,6.635e+09,9.5487e+10,1.97e+09,3.462e+09,9e+06,3.453e+09,-3.1338e+10,5.0336e+10,2.833e+09,2.7263e+10,2.7263e+10,1.2275e+11,1.153e+09,-4.79e+08,-8.74e+08,3.95e+08,1.22e+08,1.296e+09,-1.747e+09,4.7041e+10,-2.85e+08,-1.95e+08,-9.68e+08,-5.2e+07,-9.16e+08,-1.05e+08,8e+07,-1.188e+09,-1.77e+08,-3.54e+08,-3.54e+08,6.635e+09,0.16211,0.10545,0.0413,0.00917,3.50244,0.05405,3.61941,3.58485,34.32337,81.30183,0.62681,0.0119,0.17318,3.6193
