"","YQ","p","d","revenue","cost_of_revenue","gross_profit","operating_expenses","selling_general_administrative","depreciation_amortization","operating_income_loss","non_operating_income_loss","interest_expense_net","other_non_operating_income_loss","pretax_income_loss_adj","pretax_income_loss","income_tax_expense_benefit_net","income_loss_from_continuing_operations","income_loss_incl_minority_interest","minority_interest","net_income","net_income_common","cash_cash_equivalents_short_term_investments","cash_cash_equivalents","accounts_notes_receivable","accounts_receivable_net","other_short_term_assets","prepaid_expenses","total_current_assets","property_plant_equipment_net","other_long_term_assets","goodwill","other_intangible_assets","misc_long_term_assets","total_noncurrent_assets","total_assets","payables_accruals","interest_dividends_payable","other_payables_accruals","short_term_debt","other_short_term_liabilities","deferred_revenue_short_term","total_current_liabilities","long_term_debt","other_long_term_liabilities","pension_liabilities","deferred_tax_liabilities_long_term","misc_long_term_liabilities","total_noncurrent_liabilities","total_liabilities","share_capital_additional_paid_in_capital","common_stock","additional_paid_in_capital","treasury_stock","retained_earnings","other_equity","equity_before_minority_interest","minority_interest_2","total_equity","total_liabilities_equity","net_income_starting_line","net_income_2","depreciation_amortization_2","non_cash_items","deferred_income_taxes","other_non_cash_adjustments","change_in_working_capital","change_in_accounts_receivable","change_in_other","net_cash_from_operating_activities","change_in_fixed_assets_intangibles","acquisition_of_fixed_assets_intangibles","purchase_of_fixed_assets","net_cash_from_acquisitions_divestitures","net_cash_from_other_acquisitions","other_investing_activities","net_cash_from_investing_activities","dividends_paid","cash_from_repayment_of_debt","cash_from_repayment_of_long_term_debt_net","repayments_of_long_term_debt","cash_from_long_term_debt","cash_from_repurchase_of_equity","increase_in_capital_stock","decrease_in_capital_stock","other_financing_activities","net_cash_from_financing_activities","net_cash_before_disc_operations_and_fx","net_cash_before_fx","net_change_in_cash","ebitda","total_debt","free_cash_flow","gross_profit_margin","operating_margin","net_profit_margin","return_on_equity","return_on_assets","free_cash_flow_to_net_income","current_ratio","liabilities_to_equity_ratio","debt_ratio","earnings_per_share_basic","earnings_per_share_diluted","sales_per_share","equity_per_share","free_cash_flow_per_share","dividends_per_share","piotroski_f_score","return_on_invested_capital","cash_return_on_invested_capital","dividend_payout_ratio","net_debt_ebitda","net_debt_ebit"
"27","2016_Q4",20.0444444444444,"Down",4.089e+10,-1.889e+10,2.2e+10,-1.5592e+10,-9.013e+09,-6.579e+09,6.408e+09,-1.231e+09,-1.224e+09,-7e+06,5.177e+09,5.177e+09,-1.775e+09,3.418e+09,3.418e+09,-9e+07,3.328e+09,3.328e+09,5.895e+09,5.895e+09,1.6855e+10,1.6855e+10,1.4624e+10,1.333e+09,3.7374e+10,1.23922e+11,2.4e+11,1.05271e+11,1.02975e+11,3.1754e+10,3.65601e+11,4.02975e+11,3.1797e+10,2.948e+09,2.8849e+10,7.982e+09,7.323e+09,4.637e+09,4.7102e+10,1.17239e+11,1.14031e+11,3.3483e+10,5.9649e+10,2.0899e+10,2.3127e+11,2.78372e+11,9.6031e+10,6.495e+09,8.9536e+10,-1.2589e+10,3.5319e+10,4.85e+09,1.23611e+11,9.92e+08,1.24603e+11,4.02975e+11,3.418e+09,3.418e+09,6.579e+09,1.082e+09,1.244e+09,-1.62e+08,-8.4e+07,-7.44e+08,6.6e+08,1.0995e+10,-5.581e+09,-5.581e+09,-5.581e+09,-2.36e+09,-2.437e+09,-2.32e+08,-8.172e+09,-2.951e+09,-1.559e+09,-1.559e+09,-1.559e+09,0,-2.29e+08,1.8e+07,-2.47e+08,6.03e+08,-4.136e+09,-1.313e+09,-1.313e+09,-1.313e+09,1.2987e+10,1.25221e+11,9.097e+09,0.53803,0.15671,0.08139,0.02671,0.00826,2.73347,0.79347,2.23407,0.31074,0.53956,0.53773,6.62935,20.04061,1.47486,0.47844,6,0.01726,0.025,0.88672,9.18811,18.62141
"28","2017_Q1",21.6259677419355,"Up",4.1841e+10,-2.1425e+10,2.0416e+10,-1.6611e+10,-1.0482e+10,-6.129e+09,3.805e+09,-2.94e+08,-1.221e+09,9.27e+08,3.511e+09,3.15e+09,-6.76e+08,2.515e+09,2.515e+09,-7.8e+07,2.437e+09,2.437e+09,5.788e+09,5.788e+09,1.6794e+10,1.6794e+10,1.5787e+10,1.555e+09,3.8369e+10,1.24899e+11,2.38879e+11,1.05207e+11,1.02617e+11,3.1055e+10,3.65452e+11,4.03821e+11,3.4146e+10,3.008e+09,3.1138e+10,9.832e+09,6.598e+09,4.519e+09,5.0576e+10,1.13681e+11,1.15454e+11,3.3578e+10,6.0128e+10,2.1748e+10,2.29135e+11,2.79711e+11,9.6099e+10,6.495e+09,8.9604e+10,-1.2659e+10,3.4734e+10,4.961e+09,1.23135e+11,9.75e+08,1.2411e+11,4.03821e+11,2.515e+09,2.515e+09,6.129e+09,1.523e+09,-6.4e+07,1.587e+09,-9.27e+08,1.05e+08,-1.032e+09,9.24e+09,-6.233e+09,-6.233e+09,-6.233e+09,424999999.999999,-3.7e+07,5.08e+08,-5.129e+09,-2.947e+09,-1.35e+08,-1.35e+08,-1.35e+08,0,-5.9e+07,9e+06,-6.8e+07,-1.082e+09,-4.223e+09,-1.12e+08,-1.12e+08,-1.12e+08,9.934e+09,1.23513e+11,3.45e+09,0.48794,0.09094,0.05824,0.01964,0.00603,1.41568,0.75864,2.25373,0.30586,0.39574,0.39421,6.79455,19.99586,0.56024,0.47856,6,0.01483,0.0095,1.20927,11.85071,30.93955
"29","2017_Q2",20.5011111111111,"Down",3.9365e+10,-1.811e+10,2.1255e+10,-1.4899e+10,-8.772e+09,-6.127e+09,6.356e+09,-8.05e+08,-1.293e+09,4.88e+08,5.551e+09,5.551e+09,-1.804e+09,3.574e+09,3.574e+09,-1.05e+08,3.469e+09,3.469e+09,1.4884e+10,1.4884e+10,1.5078e+10,1.5078e+10,1.5765e+10,1.418e+09,4.5727e+10,1.25292e+11,2.39333e+11,1.05593e+11,1.02912e+11,3.0828e+10,3.66176e+11,4.11903e+11,3.0132e+10,3.012e+09,2.712e+10,1.2681e+10,7.877e+09,4.493e+09,5.069e+10,1.20568e+11,1.15664e+11,3.3404e+10,6.11e+10,2.116e+10,2.36232e+11,2.86922e+11,9.5906e+10,6.495e+09,8.9411e+10,-1.24e+10,3.5175e+10,5.16e+09,1.23841e+11,1.14e+09,1.24981e+11,4.11903e+11,3.574e+09,3.574e+09,6.127e+09,9.76e+08,4.8e+08,4.96e+08,-1.712e+09,4.45e+08,-2.157e+09,8.965e+09,-5.784e+09,-5.784e+09,-5.784e+09,-1.56e+08,-1.62e+08,-4.6e+07,-5.969e+09,-3.009e+09,9.387e+09,9.387e+09,-3.053e+09,1.244e+10,-1.56e+08,2.1e+07,-1.77e+08,-1.73e+08,6.049e+09,9.045e+09,9.045e+09,9.045e+09,1.2483e+10,1.33249e+11,6.791e+09,0.53995,0.16146,0.08812,0.02776,0.00842,1.95762,0.90209,2.29572,0.3235,0.5626,0.56078,6.38418,20.08442,1.10136,0.488,6,0.01733,0.01816,0.8674,9.4821,18.62256
"30","2017_Q3",20.0073015873016,"Down",3.9837e+10,-1.8605e+10,2.1232e+10,-1.4706e+10,-8.559e+09,-6.147e+09,6.526e+09,-4.7e+08,-1.395e+09,9.25e+08,6.056e+09,6.056e+09,-2.056e+09,4.014e+09,4.014e+09,-9.9e+07,3.915e+09,3.915e+09,2.5617e+10,2.5617e+10,1.4997e+10,1.4997e+10,1.2933e+10,1.371e+09,5.3547e+10,1.26184e+11,2.39449e+11,1.05546e+11,1.03844e+11,3.0059e+10,3.67248e+11,4.20795e+11,2.9479e+10,3.008e+09,2.6471e+10,1.0831e+10,7.702e+09,4.371e+09,4.8012e+10,1.32824e+11,1.14101e+11,3.1422e+10,6.1926e+10,2.0753e+10,2.46925e+11,2.94937e+11,9.5966e+10,6.495e+09,8.9471e+10,-1.2697e+10,3.6067e+10,5.389e+09,1.24725e+11,1.133e+09,1.25858e+11,4.20795e+11,4.014e+09,4.014e+09,6.147e+09,4.23e+08,4.84e+08,-60999999.9999999,-1.879e+09,-3.26e+08,-1.553e+09,8.705e+09,-4.966e+09,-4.966e+09,-4.966e+09,1.431e+09,1.386e+09,-4.5e+07,-3.428e+09,-3.012e+09,8.608e+09,8.61e+09,-3.065e+09,1.1675e+10,-2.78e+08,3e+06,-2.81e+08,2.5e+08,5.568e+09,1.0845e+10,1.0845e+10,1.0845e+10,1.2673e+10,1.43655e+11,7.884e+09,0.53297,0.16382,0.09828,0.03111,0.0093,2.01379,1.11528,2.34341,0.34139,0.63493,0.63308,6.46073,20.22778,1.27862,0.48848,6,0.01806,0.02055,0.76935,9.31413,18.08734
"31","2017_Q4",19.4807936507937,"Down",3.9668e+10,-1.9169e+10,2.0499e+10,-1.4692e+10,-8.65e+09,-6.042e+09,5.807e+09,-8.44e+08,-1.686e+09,8.42e+08,4.963e+09,4.963e+09,-1.851e+09,3.123e+09,3.123e+09,-9.4e+07,3.029e+09,3.029e+09,4.8499e+10,4.8499e+10,1.5876e+10,1.5876e+10,1.1982e+10,1.258e+09,7.6357e+10,1.26462e+11,2.39419e+11,1.05668e+11,1.03846e+11,2.9905e+10,3.67508e+11,4.43865e+11,3.1936e+10,3.008e+09,2.8928e+10,8.551e+09,7.206e+09,4.503e+09,4.7693e+10,1.54728e+11,1.15335e+11,3.1231e+10,6.4381e+10,1.9723e+10,2.70063e+11,3.17756e+11,9.6022e+10,6.495e+09,8.9527e+10,-1.2716e+10,3.6074e+10,5.58e+09,1.2496e+11,1.149e+09,1.26109e+11,4.43865e+11,3.123e+09,3.123e+09,6.042e+09,2.449e+09,2.29e+09,1.59e+08,-8.11e+08,-7.71e+08,-4e+07,1.0803e+10,-5.006e+09,-5.006e+09,-5.006e+09,-6.5e+07,-7e+07,3.8e+07,-4.967e+09,-3.009e+09,1.8455e+10,1.8455e+10,-4.191e+09,2.2646e+10,0,2e+06,-2e+06,1.639e+09,1.7085e+10,2.2921e+10,2.2921e+10,2.2921e+10,1.1849e+10,1.63279e+11,7.883e+09,0.51676,0.14639,0.07636,0.02402,0.00682,2.60251,1.60101,2.51969,0.36786,0.49156,0.48997,6.43749,20.27905,1.27929,0.48831,5,0.01492,0.01948,0.9934,9.68689,19.7658
"32","2018_Q1",20.1147540983607,"Up",4.1676e+10,-2.1926e+10,1.975e+10,-1.5555e+10,-9.484e+09,-6.071e+09,4.195e+09,-2.584e+09,-1.926e+09,-6.58e+08,1.611e+09,-1.303e+09,2.0419e+10,1.9136e+10,1.9136e+10,-9.9e+07,1.9037e+10,1.9037e+10,5.0498e+10,5.0498e+10,1.6522e+10,1.6522e+10,1.2126e+10,1.369e+09,7.9146e+10,1.25222e+11,2.38169e+11,1.05449e+11,1.07255e+11,2.5465e+10,3.64951e+11,4.44097e+11,3.754e+10,3.07e+09,3.447e+10,3.8374e+10,5.475e+09,4.213e+09,8.1389e+10,1.25972e+11,9.4729e+10,3.1775e+10,4.3207e+10,1.9747e+10,2.20701e+11,3.0209e+11,9.6058e+10,6.495e+09,8.9563e+10,-1.2714e+10,5.05e+10,7.017e+09,1.40861e+11,1.146e+09,1.42007e+11,4.44097e+11,1.9136e+10,1.9136e+10,6.071e+09,-1.5148e+10,-1.9194e+10,4.046e+09,-5.22e+08,-3.34e+08,-1.88e+08,9.537e+09,-4.891e+09,-4.891e+09,-4.891e+09,-27999999.9999995,-30999999.9999995,1.26e+08,-4.579e+09,-3.008e+09,1999999.99999619,2e+06,-2.03e+09,2.032e+09,4e+06,7e+06,-3e+06,2.3e+08,-2.772e+09,2.186e+09,2.186e+09,2.186e+09,1.0266e+10,1.64346e+11,-1.5566e+10,0.47389,0.10066,0.45679,0.13406,0.04287,-0.81767,0.97244,2.12729,0.37007,3.08941,3.08041,6.76336,22.85953,-2.52612,0.48815,5,0.05496,-0.03881,0.15801,11.08981,27.13897
"33","2018_Q2",18.3971875,"Down",3.8038e+10,-1.7946e+10,2.0092e+10,-1.3891e+10,-7.897e+09,-5.994e+09,6.201e+09,-6.9e+07,-1.771e+09,1.702e+09,6.132e+09,6.132e+09,-1.382e+09,4.759e+09,4.759e+09,-9.7e+07,4.662e+09,4.662e+09,4.8872e+10,4.8872e+10,1.629e+10,1.629e+10,1.3343e+10,1.335e+09,7.8505e+10,1.25124e+11,2.40091e+11,1.05482e+11,1.03757e+11,3.0852e+10,3.67838e+11,4.46343e+11,3.4643e+10,3.074e+09,3.1569e+10,2.9322e+10,6.615e+09,5.081e+09,7.058e+10,1.33724e+11,9.4963e+10,3.0116e+10,4.573e+10,1.9117e+10,2.28687e+11,2.99267e+11,9.5899e+10,6.495e+09,8.9404e+10,-1.2432e+10,5.5067e+10,7.386e+09,1.4592e+11,1.156e+09,1.47076e+11,4.46343e+11,4.759e+09,4.759e+09,5.994e+09,5.9e+08,1.222e+09,-6.32e+08,-2.396e+09,-4.39e+08,-1.957e+09,8.947e+09,-5.957e+09,-5.957e+09,-5.957e+09,-1.78e+08,-2.34e+08,-9.01e+08,-7.152e+09,-3.07e+09,-2.346e+09,-2.346e+09,-4.911e+09,2.565e+09,-1.34e+08,1.1e+07,-1.45e+08,2.048e+09,-3.502e+09,-1.707e+09,-1.707e+09,-1.707e+09,1.2195e+10,1.63046e+11,5.224e+09,0.52821,0.16302,0.12256,0.0317,0.01044,1.12055,1.11228,2.03478,0.36529,0.75669,0.75437,6.17397,23.68437,0.84791,0.49829,6,0.01909,0.0129,0.65852,9.36236,18.41219
"34","2018_Q3",18.2371428571429,"Down",3.8986e+10,-1.7458e+10,2.1528e+10,-1.5062e+10,-8.684e+09,-6.378e+09,6.466e+09,3.3e+08,-2.023e+09,2.353e+09,6.796e+09,6.796e+09,-1.532e+09,5.248e+09,5.248e+09,-1.16e+08,5.132e+09,5.132e+09,1.3523e+10,1.3523e+10,2.5492e+10,2.5492e+10,1.6271e+10,1.966e+09,5.5286e+10,1.29556e+11,3.41842e+11,1.42607e+11,1.27602e+11,7.1633e+10,4.79405e+11,5.34691e+11,3.9118e+10,3.63e+09,3.5488e+10,2.1672e+10,7.803e+09,5.914e+09,6.8593e+10,1.68495e+11,1.13473e+11,2.8791e+10,5.9665e+10,2.5017e+10,2.81968e+11,3.50561e+11,1.33581e+11,7.621e+09,1.2596e+11,-1.2872e+10,5.6555e+10,5.716e+09,1.8298e+11,1.15e+09,1.8413e+11,5.34691e+11,5.248e+09,5.248e+09,6.378e+09,-382000000.000002,8.1e+08,-1.192e+09,-1.015e+09,6.72e+08,-1.687e+09,1.0229e+10,-5.002e+09,-5.002e+09,-5.002e+09,-4.0478e+10,-4.0481e+10,9.9e+07,-4.5483e+10,-3.074e+09,6.443e+09,-6.23e+08,-2.4536e+10,2.3913e+10,-4.18e+08,1e+06,-4.19e+08,-3.169e+09,-2.18e+08,-3.5472e+10,-3.5472e+10,-3.5472e+10,1.2844e+10,1.90167e+11,8.359e+09,0.5522,0.16585,0.13164,0.02787,0.00959999999999999,1.6288,0.806,1.90388,0.35566,0.80806,0.80514,6.13854,28.8111,1.31617,0.48402,6,0.01682,0.01714,0.59899,13.75304,27.3189
"35","2018_Q4",17.5814285714286,"Down",4.5739e+10,-2.0706e+10,2.5033e+10,-1.7764e+10,-9.598e+09,-8.166e+09,7.269e+09,-9.98e+08,-2.051e+09,1.053e+09,6.271e+09,6.271e+09,-1.391e+09,4.816e+09,4.816e+09,-9.8e+07,4.718e+09,4.718e+09,8.657e+09,8.657e+09,2.6312e+10,2.6312e+10,1.8138e+10,1.86e+09,5.3107e+10,1.30348e+11,3.45287e+11,1.46475e+11,1.2475e+11,7.4062e+10,4.81763e+11,5.3487e+11,4.301e+10,3.635e+09,3.9375e+10,1.4905e+10,7.505e+09,6.045e+09,6.542e+10,1.68513e+11,1.15966e+11,2.8981e+10,6.0495e+10,2.649e+10,2.84479e+11,3.49899e+11,1.33327e+11,7.621e+09,1.25706e+11,-1.2486e+10,5.7624e+10,5.383e+09,1.83848e+11,1.123e+09,1.84971e+11,5.3487e+11,4.816e+09,4.816e+09,8.166e+09,2.239e+09,9.02e+08,1.337e+09,-2.875e+09,-1.251e+09,-1.624e+09,1.2346e+10,-5.736e+09,-5.736e+09,-5.736e+09,-1.477e+09,-2.401e+09,-1.23e+08,-7.352e+09,-3.631e+09,-6.645e+09,-2.285e+09,-1.4132e+10,1.1847e+10,3.34e+08,3.47e+08,-1.3e+07,-1.7e+07,-9.959e+09,-4.965e+09,-4.965e+09,-4.965e+09,1.5435e+10,1.83418e+11,8.215e+09,0.5473,0.15892,0.10315,0.02551,0.00882,1.7412,0.81179,1.89164,0.34292,0.64772,0.64453,6.27935,25.23988,1.12781,0.49849,6,0.01724,0.01696,0.76961,11.32238,24.04196
"36","2019_Q1",17.6708196721311,"Up",4.7993e+10,-2.3309e+10,2.4684e+10,-1.8478e+10,-1.0586e+10,-7.892e+09,6.206e+09,-4.86e+08,-2.112e+09,1.674e+09,5.72e+09,5.674e+09,-6.15e+08,5.13e+09,5.13e+09,-2.72e+08,4.858e+09,4.858e+09,5.204e+09,5.204e+09,2.6472e+10,2.6472e+10,1.9751e+10,2.047e+09,5.1427e+10,1.31473e+11,3.42719e+11,1.4637e+11,1.22413e+11,7.3936e+10,4.80437e+11,5.31864e+11,4.7038e+10,3.854e+09,4.3184e+10,1.0255e+10,7.127e+09,5.948e+09,6.442e+10,1.6625e+11,1.0731e+11,1.9218e+10,5.7859e+10,3.0233e+10,2.7356e+11,3.3798e+11,1.33146e+11,7.621e+09,1.25525e+11,-1.2059e+10,5.8753e+10,4.249e+09,1.84089e+11,9.795e+09,1.93884e+11,5.31864e+11,5.13e+09,5.13e+09,7.892e+09,4.076e+09,1.997e+09,2.079e+09,-5.018e+09,-5.62e+08,-4.456e+09,1.208e+10,-4.556e+09,-4.556e+09,-4.556e+09,9.72e+08,-192999999.999996,3.75e+08,-3.158e+09,-3.635e+09,-6.241e+09,-5.514e+09,-9.064e+09,3.55e+09,3.54e+08,3.86e+08,-3.2e+07,-2.788e+09,-1.231e+10,-3.388e+09,-3.388e+09,-3.388e+09,1.4098e+10,1.76505e+11,5.139e+09,0.51433,0.12931,0.10122,0.02506,0.00913,1.05784,0.79831,1.74321,0.33186,0.66402,0.66095,6.55998,25.16242,0.70243,0.49685,5,0.01778,0.01076,0.74825,12.15073,27.60248
"37","2019_Q2",18.7173015873016,"Up",4.4827e+10,-2.0739e+10,2.4088e+10,-1.6855e+10,-9.649e+09,-7.206e+09,7.233e+09,-1.855e+09,-2.141e+09,2.86e+08,5.378e+09,5.378e+09,-1.023e+09,4.348e+09,4.348e+09,-2.52e+08,4.096e+09,4.096e+09,6.516e+09,6.516e+09,2.3863e+10,2.3863e+10,1.6093e+10,1.518e+09,4.6472e+10,1.32051e+11,3.63631e+11,1.46434e+11,1.21733e+11,9.5464e+10,5.01912e+11,5.48384e+11,4.6028e+10,3.722e+09,4.2306e+10,1.1538e+10,7.086e+09,5.956e+09,6.4652e+10,1.63942e+11,1.24839e+11,1.9664e+10,5.9207e+10,4.5968e+10,2.88781e+11,3.53433e+11,1.32795e+11,7.621e+09,1.25174e+11,-1.1452e+10,5.9424e+10,4.345e+09,1.85112e+11,9.839e+09,1.94951e+11,5.48384e+11,4.348e+09,4.348e+09,7.206e+09,4.527e+09,1.069e+09,3.458e+09,-5.029e+09,1.894e+09,-6.923e+09,1.1052e+10,-5.121e+09,-5.121e+09,-5.121e+09,-1.07e+08,-1.17e+08,-1.72e+08,-5.401e+09,-3.714e+09,-7.94e+08,-6.58e+08,-9.84e+09,9.182e+09,-2.2e+07,1.67e+08,-1.89e+08,1.09e+08,-4.421e+09,1.23e+09,1.23e+09,1.23e+09,1.4439e+10,1.7548e+11,5.312e+09,0.53735,0.16135,0.09137,0.02101,0.00747,1.29688,0.7188,1.81293,0.31999,0.5601,0.55788,6.12974,25.31263,0.72637,0.50786,6,0.01577,0.01073,0.90674,11.70192,23.36015
"38","2019_Q3",20.9971875,"Up",4.4957e+10,-2.0512e+10,2.4445e+10,-1.6945e+10,-9.844e+09,-7.101e+09,7.5e+09,-2.467e+09,-2.149e+09,-3.18e+08,5.033e+09,5.033e+09,-1.099e+09,3.974e+09,3.974e+09,-2.61e+08,3.713e+09,3.713e+09,8.423e+09,8.423e+09,2.2381e+10,2.2381e+10,1.6414e+10,1.441e+09,4.7218e+10,1.32074e+11,3.63489e+11,1.46662e+11,1.20409e+11,9.6418e+10,4.99696e+11,5.46914e+11,4.5808e+10,3.726e+09,4.2082e+10,1.2772e+10,7.796e+09,5.734e+09,6.6376e+10,1.5779e+11,1.28667e+11,2.121e+10,5.8713e+10,4.8744e+10,2.86457e+11,3.52833e+11,1.3273e+11,7.621e+09,1.25109e+11,-1.1151e+10,5.9389e+10,3.289e+09,1.84257e+11,9.824e+09,1.94081e+11,5.46914e+11,3.974e+09,3.974e+09,7.101e+09,4.27e+09,11000000.0000001,4.259e+09,-1.061e+09,1.646e+09,-2.707e+09,1.4284e+10,-5.421e+09,-5.421e+09,-5.421e+09,3.38e+09,-2.03e+08,-2.54e+08,-1.898e+09,-3.722e+09,-5.262e+09,-5.436e+09,-6.284e+09,8.48e+08,2.37e+08,2.88e+08,-51000000.0000001,-1.615e+09,-1.0362e+10,2.024e+09,2.024e+09,2.024e+09,1.4601e+10,1.70562e+11,9.218e+09,0.54374,0.16683,0.08259,0.01913,0.00679,2.48263,0.71137,1.81797,0.31186,0.50703,0.50503,6.13913,25.16131,1.25877,0.50826,5,0.01507,0.01869,1.00242,11.10465,21.61853
"39","2019_Q4",23.1965625,"Up",4.4588e+10,-2.0154e+10,2.4434e+10,-1.6533e+10,-9.584e+09,-6.949e+09,7.901e+09,-3.018e+09,-2.083e+09,-9.35e+08,4.883e+09,4.883e+09,-9.37e+08,3.949e+09,3.949e+09,-2.49e+08,3.7e+09,3.7e+09,6.588e+09,6.588e+09,2.2921e+10,2.2921e+10,2.1186e+10,1.493e+09,5.0695e+10,1.31316e+11,3.62648e+11,1.46106e+11,1.18086e+11,9.8456e+10,4.98101e+11,5.48796e+11,4.768e+10,3.725e+09,4.3955e+10,1.1608e+10,8.838e+09,6.097e+09,6.8126e+10,1.53568e+11,1.32775e+11,2.2853e+10,5.7786e+10,5.2136e+10,2.86343e+11,3.54469e+11,1.3276e+11,7.621e+09,1.25139e+11,-1.1195e+10,5.9347e+10,2.137e+09,1.83049e+11,1.1278e+10,1.94327e+11,5.48796e+11,3.949e+09,3.949e+09,6.949e+09,2.974e+09,-4.1e+07,3.015e+09,-2.483e+09,-1.037e+09,-1.446e+09,1.1389e+10,-5.301e+09,-5.301e+09,-5.301e+09,-6.22e+08,-8.04e+08,9.3e+07,-5.703e+09,-3.726e+09,-3.99e+09,-3.24e+09,-8.244e+09,5.004e+09,-4.8e+07,1.21e+08,-1.69e+08,2.06e+08,-7.558e+09,-1.872e+09,-1.872e+09,-1.872e+09,1.485e+10,1.65176e+11,8.003e+09,0.54799,0.1772,0.08298,0.01904,0.00674,2.16297,0.74414,1.82409,0.30098,0.50498,0.50299,6.08541,24.9827,1.09226,0.50853,5,0.01508,0.01626,1.00703,10.67933,20.07189
"40","2020_Q1",22.2437096774194,"Down",4.6821e+10,-2.2736e+10,2.4085e+10,-1.7306e+10,-1.0345e+10,-6.961e+09,6.779e+09,-2.147e+09,-2.049e+09,-1.04e+08,4.632e+09,3.174e+09,-4.34e+08,2.704e+09,2.704e+09,-3.1e+08,2.394e+09,2.391e+09,1.213e+10,1.213e+10,2.2636e+10,2.2636e+10,1.9995e+10,1.631e+09,5.4761e+10,1.30128e+11,3.6678e+11,1.46241e+11,1.18705e+11,9.8139e+10,4.96908e+11,5.51669e+11,4.9737e+10,3.781e+09,4.5956e+10,1.1838e+10,7.336e+09,6.124e+09,6.8911e+10,1.51309e+11,1.29515e+11,1.8788e+10,5.9502e+10,5.1225e+10,2.80824e+11,3.49735e+11,1.339e+11,7.621e+09,1.26279e+11,-1.3085e+10,5.7936e+10,5.47e+09,1.84221e+11,1.7713e+10,2.01934e+11,5.51669e+11,2.704e+09,2.704e+09,6.961e+09,5.901e+09,7.67e+08,5.134e+09,-3.623e+09,3.09e+08,-3.932e+09,1.1943e+10,8.92e+08,-3.792e+09,-3.792e+09,-4.46e+09,-6.85e+08,4.03e+08,-3.688e+09,-3.726e+09,-3.675e+09,-1.219e+09,-3.224e+09,2.005e+09,-7.89e+08,1.219e+09,-2.008e+09,5.448e+09,-2.742e+09,5.513e+09,5.513e+09,5.513e+09,1.374e+10,1.63147e+11,1.1443e+10,0.51441,0.14479,0.05107,0.01184,0.00433,4.78586,0.79466,1.73193,0.29573,0.32695,0.32566,6.40241,25.19079,1.56474,0.5095,6,0.01237,0.02314,1.55834,10.99105,22.27718
"41","2020_Q2",18.8625396825397,"Down",4.2779e+10,-1.9188e+10,2.3591e+10,-1.5982e+10,-8.76e+09,-7.222e+09,7.609e+09,-1.221e+09,-2.018e+09,8.03e+08,6.388e+09,6.265e+09,-1.302e+09,4.963e+09,4.963e+09,-3.53e+08,4.61e+09,4.578e+09,9.955e+09,9.955e+09,1.9908e+10,1.9908e+10,2.2841e+10,1.6e+09,5.2704e+10,1.28921e+11,3.60123e+11,1.45546e+11,1.16285e+11,9.8292e+10,4.9265e+11,5.45354e+11,4.4508e+10,3.737e+09,4.0771e+10,1.7067e+10,8.129e+09,5.96e+09,6.9704e+10,1.47202e+11,1.32999e+11,1.8324e+10,5.8491e+10,5.6184e+10,2.80201e+11,3.49905e+11,1.37587e+11,7.621e+09,1.29966e+11,-1.7957e+10,5.8534e+10,-3.85e+08,1.77779e+11,1.767e+10,1.95449e+11,5.45354e+11,4.963e+09,4.963e+09,7.222e+09,2.076e+09,2.59e+08,1.817e+09,-5.395e+09,1.695e+09,-7.09e+09,8.866e+09,-4.848e+09,-4.966e+09,-4.966e+09,-1e+08,-1e+08,-6.8e+07,-5.022e+09,-3.737e+09,3.067e+09,-6.5e+07,-4.422e+09,4.357e+09,-1.536e+09,3.927e+09,-5.463e+09,-3.893e+09,-6.099e+09,-2.255e+09,-2.255e+09,-2.255e+09,1.4831e+10,1.64269e+11,5.89e+09,0.55146,0.17787,0.10702,0.02342,0.00839,1.28659,0.75611,1.79026,0.30122,0.63698,0.6346,5.95225,24.73609,0.81953,0.51996,8,0.01688,0.01195,0.8163,10.40483,20.28046
