"","YQ","p","d","revenue","cost_of_revenue","gross_profit","operating_expenses","depreciation_amortization","other_operating_expenses","operating_income_loss","non_operating_income_loss","interest_expense_net","income_loss_from_affiliates","pretax_income_loss_adj","abnormal_gains_losses","pretax_income_loss","income_tax_expense_benefit_net","income_loss_from_continuing_operations","income_loss_incl_minority_interest","minority_interest","net_income","net_income_common","cash_cash_equivalents_short_term_investments","cash_cash_equivalents","accounts_notes_receivable","accounts_receivable_net","inventories","other_short_term_assets","misc_short_term_assets","total_current_assets","property_plant_equipment_net","property_plant_equipment","accumulated_depreciation","long_term_investments_receivables","other_long_term_assets","intangible_assets","misc_long_term_assets","total_noncurrent_assets","total_assets","payables_accruals","accounts_payable","other_payables_accruals","short_term_debt","total_current_liabilities","long_term_debt","other_long_term_liabilities","misc_long_term_liabilities","total_noncurrent_liabilities","total_liabilities","share_capital_additional_paid_in_capital","retained_earnings","other_equity","equity_before_minority_interest","minority_interest_2","total_equity","total_liabilities_equity","net_income_starting_line","depreciation_amortization_2","non_cash_items","change_in_working_capital","net_cash_from_operating_activities","change_in_fixed_assets_intangibles","net_cash_from_acquisitions_divestitures","other_investing_activities","net_cash_from_investing_activities","cash_from_repayment_of_debt","other_financing_activities","net_cash_from_financing_activities","net_cash_before_disc_operations_and_fx","net_cash_before_fx","net_change_in_cash","ebitda","total_debt","free_cash_flow","gross_profit_margin","operating_margin","net_profit_margin","return_on_equity","return_on_assets","free_cash_flow_to_net_income","current_ratio","liabilities_to_equity_ratio","debt_ratio","earnings_per_share_basic","earnings_per_share_diluted","sales_per_share","equity_per_share","free_cash_flow_per_share","return_on_invested_capital","cash_return_on_invested_capital","net_debt_ebitda","net_debt_ebit"
"31","2018_Q4",129.584444444444,"Up",1.1451e+10,-7.267e+09,4.184e+09,-2.679e+09,-5.82e+08,-2.097e+09,1.505e+09,-4.33e+08,-4.42e+08,9e+06,1.072e+09,-3e+06,1.069e+09,-1.73e+08,8.96e+08,8.96e+08,-1.37e+08,7.59e+08,7.59e+08,5.78e+08,5.78e+08,6.532e+09,6.532e+09,1.634e+09,1.266e+09,1.266e+09,1.001e+10,1.9041e+10,4.1978e+10,-2.2937e+10,6.05e+08,8.388e+09,7.759e+09,6.29e+08,2.8034e+10,3.8044e+10,6.04e+09,2.414e+09,3.626e+09,1.91e+08,6.231e+09,3.2916e+10,2.627e+09,2.627e+09,3.5543e+10,4.1774e+10,3e+06,-5.342e+09,-2.66e+08,-5.605e+09,1.875e+09,-3.73e+09,3.8044e+10,8.96e+08,5.82e+08,-1.2e+07,2.55e+08,1.721e+09,-8.46e+08,-5.15e+08,6.1e+07,-1.3e+09,-9.1e+07,-1.92e+08,-7.06e+08,-2.85e+08,-2.85e+08,-2.9e+08,2.087e+09,3.3107e+10,1.669e+09,0.36538,0.13143,0.06628,-0.20349,0.01995,2.19895,1.60648,-11.19946,0.87023,2.19503,2.14652,33.11634,-16.20968,4.82675,0.0275,0.05215,15.58649,21.61395
"32","2019_Q1",130.018032786885,"Up",1.2274e+10,-7.487e+09,4.787e+09,-2.864e+09,-5.81e+08,-2.283e+09,1.923e+09,-4.42e+08,-4.46e+08,4e+06,1.481e+09,8e+06,1.489e+09,-2.44e+08,1.245e+09,1.245e+09,-1.81e+08,1.064e+09,1.064e+09,5.02e+08,5.02e+08,6.789e+09,6.789e+09,1.732e+09,1.19e+09,1.19e+09,1.0213e+10,1.9757e+10,4.2965e+10,-2.3208e+10,5.94e+08,8.643e+09,7.953e+09,6.9e+08,2.8994e+10,3.9207e+10,6.781e+09,2.577e+09,4.204e+09,7.88e+08,7.569e+09,3.2033e+10,2.523e+09,2.523e+09,3.4556e+10,4.2125e+10,3e+06,-4.572e+09,-3.81e+08,-4.95e+09,2.032e+09,-2.918e+09,3.9207e+10,1.245e+09,5.81e+08,1.69e+08,1.8e+08,2.175e+09,-1.153e+09,-1.91e+08,5.8e+07,-1.286e+09,-3.62e+08,-1.43e+08,-9.61e+08,-71999999.9999999,-71999999.9999999,-76000000.0000001,2.504e+09,3.2821e+10,1.775e+09,0.39001,0.15667,0.08669,-0.36463,0.02714,1.66823,1.34932,-14.43626,0.83712,3.09343,3.01553,35.6849,-14.39142,5.16056,0.03654,0.05474,12.90695,16.80655
"33","2019_Q2",122.757777777778,"Down",1.2517e+10,-7.688e+09,4.829e+09,-2.918e+09,-6.19e+08,-2.299e+09,1.911e+09,-4.5e+08,-4.61e+08,1.1e+07,1.461e+09,-1e+06,1.46e+09,-2.79e+08,1.181e+09,1.181e+09,-1.42e+08,1.039e+09,1.039e+09,5.31e+08,5.31e+08,7.42e+09,7.42e+09,1.778e+09,1.379e+09,1.379e+09,1.1108e+10,2.1128e+10,4.4583e+10,-2.3455e+10,5.84e+08,1.0559e+10,8.159e+09,2.4e+09,3.2271e+10,4.3379e+10,6.735e+09,2.693e+09,4.042e+09,3.796e+09,1.0531e+10,3.1019e+10,4.084e+09,4.084e+09,3.5103e+10,4.5634e+10,3e+06,-3.983e+09,-3.74e+08,-4.354e+09,2.099e+09,-2.255e+09,4.3379e+10,1.181e+09,6.19e+08,3.68e+08,-1.194e+09,9.74e+08,-7.81e+08,-1.444e+09,6e+07,-2.165e+09,1.911e+09,-2.76e+08,1.216e+09,2.5e+07,2.5e+07,2.9e+07,2.53e+09,3.4815e+10,8.34e+08,0.3858,0.15267,0.08301,-0.46075,0.02395,0.80269,1.05479,-20.23681,0.80258,3.03025,2.96589,36.50591,-12.69847,2.43237,0.0322,0.02276,13.55099,17.94035
"34","2019_Q3",125.88875,"Up",1.2602e+10,-7.955e+09,4.647e+09,-2.998e+09,-6.36e+08,-2.362e+09,1.649e+09,-4.69e+08,-4.77e+08,8e+06,1.18e+09,1.8e+07,1.198e+09,-2.71e+08,9.27e+08,9.27e+08,-1.44e+08,7.83e+08,7.83e+08,2.43e+09,2.43e+09,7.219e+09,7.219e+09,1.826e+09,1.394e+09,1.394e+09,1.2869e+10,2.1467e+10,4.5369e+10,-2.3902e+10,5.89e+08,1.0524e+10,8.14e+09,2.384e+09,3.258e+10,4.5449e+10,6.888e+09,2.609e+09,4.279e+09,2.073e+09,8.961e+09,3.412e+10,4.138e+09,4.138e+09,3.8258e+10,4.7219e+10,3e+06,-3.474e+09,-4.31e+08,-3.902e+09,2.132e+09,-1.77e+09,4.5449e+10,9.27e+08,6.36e+08,-1.17e+08,5.51e+08,1.997e+09,-9.64e+08,-19000000.0000002,3.5e+07,-9.48e+08,1.402e+09,-1.69e+08,8.54e+08,1.903e+09,1.903e+09,1.899e+09,2.285e+09,3.6193e+10,2.143e+09,0.36875,0.13085,0.06213,-0.44237,0.01723,2.73691,1.43611,-26.6774,0.79634,2.28847,2.24773,36.8318,-11.40435,6.26333,0.02386,0.05557,14.77593,20.47483
"35","2019_Q4",131.24171875,"Up",1.2694e+10,-8.061e+09,4.633e+09,-2.999e+09,-6.47e+08,-2.352e+09,1.634e+09,-4.44e+08,-4.48e+08,4e+06,1.19e+09,-2.11e+08,9.79e+08,-2.15e+08,7.64e+08,7.64e+08,-1.52e+08,6.12e+08,6.12e+08,5.59e+08,5.59e+08,7.131e+09,7.131e+09,1.769e+09,1.31e+09,1.31e+09,1.0769e+10,2.2002e+10,4.6295e+10,-2.4293e+10,6e+08,1.0541e+10,8.16e+09,2.381e+09,3.3143e+10,4.3912e+10,6.976e+09,2.61e+09,4.366e+09,1.48e+08,7.124e+09,3.4097e+10,4.138e+09,4.138e+09,3.8235e+10,4.5359e+10,3e+06,-3.107e+09,-4.61e+08,-3.565e+09,2.118e+09,-1.447e+09,4.3912e+10,7.64e+08,6.47e+08,3.78e+08,3.37e+08,2.126e+09,-1.139e+09,-8e+07,-4.3e+07,-1.262e+09,-2.181e+09,-1.75e+08,-2.731e+09,-1.867e+09,-1.867e+09,-1.871e+09,2.281e+09,3.4245e+10,1.694e+09,0.36498,0.12872,0.04821,-0.42294,0.01394,2.76797,1.51165,-31.34692,0.77986,1.79593,1.76131,37.25093,-10.4616,4.97109,0.02025,0.04586,14.76808,20.61567
"36","2020_Q1",126.892741935484,"Down",1.3523e+10,-8.337e+09,5.186e+09,-3.162e+09,-6.94e+08,-2.468e+09,2.024e+09,-4.18e+08,-4.38e+08,2e+07,1.606e+09,1000000.00000006,1.607e+09,-3.34e+08,1.273e+09,1.273e+09,-2.02e+08,1.071e+09,1.071e+09,6.21e+08,6.21e+08,7.38e+09,7.38e+09,1.849e+09,1.346e+09,1.346e+09,1.1196e+10,2.2715e+10,4.7235e+10,-2.452e+10,5.64e+08,1.0583e+10,8.269e+09,2.314e+09,3.3862e+10,4.5058e+10,7.612e+09,2.905e+09,4.707e+09,1.45e+08,7.757e+09,3.3577e+10,4.289e+09,4.289e+09,3.7866e+10,4.5623e+10,3e+06,-2.351e+09,-4.6e+08,-2.808e+09,2.243e+09,-5.65e+08,4.5058e+10,1.273e+09,6.94e+08,3.2e+08,2.18e+08,2.505e+09,-1.274e+09,-7.8e+07,-1.8e+07,-1.345e+09,-5.65e+08,-1.37e+08,-1.11e+09,50000000.000001,50000000.000001,6.2e+07,2.718e+09,3.3722e+10,1.996e+09,0.38349,0.14967,0.0792,-1.89558,0.02377,1.86368,1.44334,-80.74867,0.74841,3.15888,3.08852,39.88568,-8.28211,5.88714,0.03223,0.0533,12.17844,16.35425
"37","2020_Q2",102.130793650794,"Down",1.2861e+10,-8.241e+09,4.62e+09,-3.101e+09,-6.74e+08,-2.427e+09,1.519e+09,-4.21e+08,-4.28e+08,7e+06,1.098e+09,-2.88e+08,8.1e+08,-1.12e+08,6.98e+08,6.98e+08,-1.17e+08,5.81e+08,5.81e+08,7.31e+08,7.31e+08,6.89e+09,6.89e+09,1.953e+09,1.442e+09,1.442e+09,1.1016e+10,2.2985e+10,4.7861e+10,-2.4876e+10,5.63e+08,1.0857e+10,8.587e+09,2.27e+09,3.4405e+10,4.5421e+10,6.857e+09,2.75e+09,4.107e+09,1.62e+08,7.019e+09,3.4699e+10,4.406e+09,4.406e+09,3.9105e+10,4.6124e+10,3e+06,-2.394e+09,-5.71e+08,-2.962e+09,2.259e+09,-7.03e+08,4.5421e+10,6.98e+08,6.74e+08,5.19e+08,-5.16e+08,1.375e+09,-8.53e+08,-2.93e+08,2e+06,-1.145e+09,8.13e+08,-3.29e+08,-1.09e+08,1.21e+08,1.21e+08,1.1e+08,2.193e+09,3.4861e+10,9.36e+08,0.35923,0.11811,0.04518,-0.82646,0.01279,1.61102,1.56945,-65.61024,0.76751,1.71771,1.68848,38.02307,-8.75704,2.76725,0.01901,0.02427,15.56316,22.46873
"38","2020_Q3",121.59921875,"Up",1.1068e+10,-7.078e+09,3.99e+09,-2.838e+09,-6.91e+08,-2.147e+09,1.152e+09,-3.87e+08,-3.88e+08,1e+06,7.65e+08,7.95e+08,1.56e+09,-3.44e+08,1.216e+09,1.216e+09,-1.37e+08,1.079e+09,1.079e+09,4.638e+09,4.638e+09,6.139e+09,6.139e+09,1.834e+09,1.42e+09,1.42e+09,1.4031e+10,2.3071e+10,4.8484e+10,-2.5413e+10,6.39e+08,1.0968e+10,8.578e+09,2.39e+09,3.4678e+10,4.8709e+10,7.694e+09,2.882e+09,4.812e+09,1.63e+08,1.2856e+10,3.0779e+10,4.506e+09,4.506e+09,3.5285e+10,4.8141e+10,9.1e+07,-1.315e+09,-5.62e+08,-1.786e+09,2.354e+09,5.68e+08,4.8709e+10,1.216e+09,6.91e+08,5.478e+09,1.338e+09,8.723e+09,-7.45e+08,-1.4e+07,-3.9e+07,-8.08e+08,-3.957e+09,-4.9e+07,-4.007e+09,3.908e+09,3.908e+09,3.907e+09,1.843e+09,3.0942e+10,2.78e+09,0.3605,0.10408,0.09749,1.89965,0.02215,2.57646,1.0914,84.75528,0.63524,3.19458,3.15867,32.76883,-5.28778,8.2307,0.02999,0.07719,14.27238,22.83333
"39","2020_Q4",143.73328125,"Up",1.3311e+10,-8.225e+09,5.086e+09,-2.945e+09,-6.94e+08,-2.251e+09,2.141e+09,-3.45e+08,-3.85e+08,4e+07,1.796e+09,-8.08e+08,9.88e+08,-2.09e+08,7.79e+08,7.79e+08,-1.11e+08,6.68e+08,6.68e+08,6.588e+09,6.588e+09,6.433e+09,6.433e+09,1.95e+09,1.295e+09,1.295e+09,1.6266e+10,2.2941e+10,4.8775e+10,-2.5834e+10,7.25e+08,1.1084e+10,8.57e+09,2.514e+09,3.475e+10,5.1016e+10,8.084e+09,3.27e+09,4.814e+09,1.72e+08,1.4379e+10,3.0792e+10,4.546e+09,4.546e+09,3.5338e+10,4.9717e+10,1.88e+08,-6.47e+08,-5.15e+08,-9.74e+08,2.273e+09,1.299e+09,5.1016e+10,7.79e+08,6.94e+08,6.3e+08,6.14e+08,2.717e+09,-4.89e+08,-5e+06,-7e+06,-5.3e+08,-3.9e+07,-2.06e+08,-2.45e+08,1.942e+09,1.942e+09,1.95e+09,2.835e+09,3.0964e+10,3.169e+09,0.38209,0.16084,0.05018,0.51424,0.01309,4.74401,1.13123,38.27329,0.60695,1.97534,1.94556,39.36198,-2.88022,9.37105,0.01815,0.08609,8.59824,11.38533
"40","2021_Q1",174.002459016393,"Up",1.4293e+10,-8.699e+09,5.594e+09,-3.144e+09,-6.62e+08,-2.482e+09,2.45e+09,-3.77e+08,-3.83e+08,6e+06,2.073e+09,-999999.999999762,2.072e+09,-3.78e+08,1.694e+09,1.694e+09,-2.68e+08,1.426e+09,1.426e+09,1.793e+09,1.793e+09,7.051e+09,7.051e+09,2.025e+09,1.464e+09,1.464e+09,1.2333e+10,2.3199e+10,4.9317e+10,-2.6118e+10,8.1e+08,1.1148e+10,8.578e+09,2.57e+09,3.5157e+10,4.749e+10,8.495e+09,3.535e+09,4.96e+09,2.09e+08,8.704e+09,3.0795e+10,5.099e+09,5.099e+09,3.5894e+10,4.4598e+10,2.97e+08,7.77e+08,-5.02e+08,5.72e+08,2.32e+09,2.892e+09,4.749e+10,1.694e+09,6.62e+08,-5.781e+09,-1.58e+08,-3.583e+09,-7.48e+08,-1.88e+08,6e+06,-9.1e+08,-34000000.0000005,-2.82e+08,-3.16e+08,-4.809e+09,-4.809e+09,-4.795e+09,3.112e+09,3.1004e+10,2.584e+09,0.39138,0.17141,0.09977,0.49308,0.03003,1.81206,1.41693,15.42116,0.65285,4.20742,4.12881,42.17157,1.68769,7.62411,0.03657,0.06626,9.38657,11.92286
"41","2021_Q2",201.61,"Up",1.3977e+10,-8.525e+09,5.452e+09,-3.118e+09,-6.97e+08,-2.421e+09,2.334e+09,-3.63e+08,-3.84e+08,2.1e+07,1.971e+09,2e+06,1.973e+09,-3.93e+08,1.58e+09,1.58e+09,-1.57e+08,1.423e+09,1.423e+09,1.03e+09,1.03e+09,7.424e+09,7.424e+09,2.068e+09,1.514e+09,1.514e+09,1.2036e+10,2.3188e+10,4.9877e+10,-2.6689e+10,8.2e+08,1.1233e+10,8.575e+09,2.658e+09,3.5241e+10,4.7277e+10,8.408e+09,3.524e+09,4.884e+09,2.34e+08,8.642e+09,3.0838e+10,5.315e+09,5.315e+09,3.6153e+10,4.4795e+10,3e+06,7.35e+08,-4.91e+08,2.47e+08,2.235e+09,2.482e+09,4.7277e+10,1.58e+09,6.97e+08,5.38e+08,-8.27e+08,1.988e+09,-6.54e+08,-2e+06,9e+06,-6.49e+08,3.3e+07,-4.41e+08,-2.104e+09,-7.65e+08,-7.65e+08,-7.63e+08,3.031e+09,3.1072e+10,1.943e+09,0.39007,0.16699,0.10181,0.57333,0.0301,1.36543,1.39273,18.04795,0.65723,4.20853,4.14481,41.33703,0.7305,5.74643,0.04096,0.04999,9.91158,12.87147
"42","2021_Q3",242.37421875,"Up",1.4435e+10,-8.765e+09,5.67e+09,-3.185e+09,-7.12e+08,-2.473e+09,2.485e+09,-3.64e+08,-3.86e+08,2.2e+07,2.121e+09,-4e+06,2.117e+09,-4.53e+08,1.664e+09,1.664e+09,-2.14e+08,1.45e+09,1.45e+09,1.12e+09,1.12e+09,7.636e+09,7.636e+09,2.027e+09,1.692e+09,1.692e+09,1.2475e+10,2.3471e+10,5.0698e+10,-2.7227e+10,7.92e+08,1.1426e+10,8.68e+09,2.746e+09,3.5689e+10,4.8164e+10,8.362e+09,3.531e+09,4.831e+09,2.53e+08,8.615e+09,3.2319e+10,5.44e+09,5.44e+09,3.7759e+10,4.6374e+10,2999999.99999997,-1.21e+08,-4.75e+08,-5.93e+08,2.383e+09,1.79e+09,4.8164e+10,1.664e+09,7.12e+08,-221000000.000001,95999999.9999999,2.251e+09,-8.42e+08,-6.6e+07,-2e+06,-9.2e+08,1.373e+09,-1.72e+08,-1.242e+09,8.9e+07,8.9e+07,89999999.9999995,3.197e+09,3.2572e+10,2.904e+09,0.3928,0.17215,0.10045,0.81006,0.03011,2.00276,1.44806,25.90726,0.67627,4.28838,4.22345,42.69156,-1.7538,8.58859,0.04035,0.07296,9.83797,12.65674
"43","2021_Q4",243.06859375,"Up",1.5276e+10,-9.557e+09,5.719e+09,-3.246e+09,-7.16e+08,-2.53e+09,2.473e+09,-3.63e+08,-3.98e+08,3.5e+07,2.11e+09,1.047e+09,3.157e+09,-6.85e+08,2.472e+09,2.472e+09,-2.03e+08,2.269e+09,2.269e+09,1.027e+09,1.027e+09,8.433e+09,8.433e+09,2.019e+09,1.769e+09,1.769e+09,1.3248e+10,2.3547e+10,5.0695e+10,-2.7148e+10,8.3e+08,1.1937e+10,9.153e+09,2.784e+09,3.6314e+10,4.9562e+10,9.374e+09,3.759e+09,5.615e+09,2.5e+08,9.624e+09,3.2049e+10,6.064e+09,6.064e+09,3.8113e+10,4.7737e+10,3e+06,-2.06e+08,-4.92e+08,-6.95e+08,2.52e+09,1.825e+09,4.9562e+10,2.472e+09,7.16e+08,-7.28e+08,-1.83e+08,2.277e+09,-8.89e+08,1.56e+09,-5e+06,6.4e+08,-3.56e+08,-1.67e+08,-3.003e+09,-8.6e+07,-8.6e+07,-9.3e+07,3.189e+09,3.2299e+10,2.802e+09,0.37438,0.16189,0.14853,1.24329,0.04578,1.23491,1.37656,26.15726,0.65169,7.23758,7.00246,48.7269,-2.21689,8.93773,0.06022,0.06972,9.80621,12.64537
"44","2022_Q1",249.926290322581,"Up",1.5064e+10,-9.413e+09,5.651e+09,-3.265e+09,-7.28e+08,-2.537e+09,2.386e+09,-3.63e+08,-3.98e+08,3.5e+07,2.023e+09,5.63e+08,2.586e+09,-5.81e+08,2.005e+09,2.005e+09,-1.91e+08,1.814e+09,1.814e+09,1.451e+09,1.451e+09,8.095e+09,8.095e+09,1.986e+09,2.01e+09,2.01e+09,1.3542e+10,2.4063e+10,5.135e+10,-2.7287e+10,4.38e+08,1.2699e+10,9.54e+09,2.711e+09,3.72e+10,5.0742e+10,9.345e+09,4.111e+09,5.234e+09,2.37e+08,9.582e+09,3.4342e+10,5.329e+09,5.329e+09,3.9671e+10,4.9253e+10,3e+06,-5.32e+08,-4.04e+08,-9.33e+08,2.422e+09,1.489e+09,5.0742e+10,2.005e+09,7.28e+08,-7.01e+08,4.11e+08,2.443e+09,-1.192e+09,-4.37e+08,-6e+06,-1.714e+09,2.205e+09,-2.91e+08,-3.06e+08,4.23e+08,4.23e+08,4.24e+08,3.114e+09,3.4579e+10,2.914e+09,0.37513,0.15839,0.12042,1.21827,0.03575,1.60639,1.41327,33.0779,0.68147,5.83237,5.7511,48.43375,-2.99978,9.36909,0.04739,0.07039,10.63841,13.88433
"45","2022_Q2",214.270967741935,"Down",1.4945e+10,-9.26e+09,5.685e+09,-3.484e+09,-7.32e+08,-2.752e+09,2.201e+09,-3.97e+08,-4.08e+08,1.1e+07,1.804e+09,1e+07,1.814e+09,-3.49e+08,1.465e+09,1.465e+09,-1.92e+08,1.273e+09,1.273e+09,2.371e+09,2.371e+09,8.52e+09,8.52e+09,2.003e+09,2.112e+09,2.112e+09,1.5006e+10,2.4228e+10,5.2042e+10,-2.7814e+10,4.08e+08,1.2566e+10,9.525e+09,2.6e+09,3.7202e+10,5.2208e+10,9.032e+09,4.01e+09,5.022e+09,1.486e+09,1.0518e+10,3.621e+10,5.066e+09,5.066e+09,4.1276e+10,5.1794e+10,3e+06,-1.589e+09,-4.47e+08,-2.033e+09,2.447e+09,4.14e+08,5.2208e+10,1.465e+09,7.32e+08,4.67e+08,-1.319e+09,1.345e+09,-8.61e+08,1.2e+07,-6e+06,-8.45e+08,3.12e+09,-4.17e+08,4.25e+08,9.25e+08,9.25e+08,9.2e+08,2.933e+09,3.7696e+10,1.102e+09,0.38039,0.14727,0.08518,3.07488,0.02438,0.86567,1.4267,125.10628,0.72203,4.09295,4.03591,48.05114,-6.5365,3.54315,0.03358,0.02552,12.04398,16.04952
"46","2022_Q3",197.71,"Down",1.482e+10,-9.093e+09,5.727e+09,-3.431e+09,-7.38e+08,-2.693e+09,2.296e+09,-4.26e+08,-4.34e+08,8e+06,1.87e+09,-1.1e+08,1.76e+09,-3.81e+08,1.379e+09,1.379e+09,-2.24e+08,1.155e+09,1.155e+09,8.58e+08,8.58e+08,8.628e+09,8.628e+09,2.043e+09,2.408e+09,2.408e+09,1.3937e+10,2.4587e+10,5.2816e+10,-2.8229e+10,3.79e+08,1.2681e+10,9.593e+09,2.653e+09,3.7647e+10,5.1584e+10,8.753e+09,3.742e+09,5.011e+09,2.46e+08,8.999e+09,3.8657e+10,5.07e+09,5.07e+09,4.3727e+10,5.2726e+10,3e+06,-3.168e+09,-5.15e+08,-3.68e+09,2.538e+09,-1.142e+09,5.1584e+10,1.379e+09,7.38e+08,2.1e+07,-5.08e+08,1.63e+09,-1.08e+09,-1.08e+08,-5e+06,-1.205e+09,1.086e+09,-1.7e+08,-1.926e+09,-1.501e+09,-1.501e+09,-1.513e+09,3.034e+09,3.8903e+10,1.827e+09,0.38644,0.15493,0.07794,-1.01138,0.02239,1.58182,1.54873,-46.16988,0.75417,3.90884,3.90122,50.15493,-12.45413,6.18307,0.0307,0.04266,12.53955,16.57012
