"","YQ","p","d","revenue","cost_of_revenue","gross_profit","operating_expenses","selling_general_administrative","other_operating_expenses","operating_income_loss","non_operating_income_loss","interest_expense_net","pretax_income_loss_adj","pretax_income_loss","income_tax_expense_benefit_net","income_loss_from_continuing_operations","income_loss_incl_minority_interest","net_income","net_income_common","cash_cash_equivalents_short_term_investments","cash_cash_equivalents","accounts_notes_receivable","inventories","other_short_term_assets","misc_short_term_assets","total_current_assets","property_plant_equipment_net","other_long_term_assets","intangible_assets","goodwill","misc_long_term_assets","total_noncurrent_assets","total_assets","payables_accruals","accounts_payable","other_payables_accruals","other_short_term_liabilities","misc_short_term_liabilities","total_current_liabilities","long_term_debt","other_long_term_liabilities","deferred_tax_liabilities_long_term","misc_long_term_liabilities","total_noncurrent_liabilities","total_liabilities","share_capital_additional_paid_in_capital","retained_earnings","other_equity","equity_before_minority_interest","total_equity","total_liabilities_equity","net_income_starting_line","depreciation_amortization_2","non_cash_items","change_in_working_capital","net_cash_from_operating_activities","change_in_fixed_assets_intangibles","net_cash_from_investing_activities","dividends_paid","other_financing_activities","net_cash_from_financing_activities","net_cash_before_disc_operations_and_fx","net_cash_before_fx","net_change_in_cash","ebitda","total_debt","free_cash_flow","gross_profit_margin","operating_margin","net_profit_margin","return_on_equity","return_on_assets","free_cash_flow_to_net_income","current_ratio","liabilities_to_equity_ratio","debt_ratio","earnings_per_share_basic","earnings_per_share_diluted","sales_per_share","equity_per_share","free_cash_flow_per_share","dividends_per_share","return_on_invested_capital","cash_return_on_invested_capital","dividend_payout_ratio","net_debt_ebitda","net_debt_ebit"
"31","2017_Q4",20.5930158730159,"Down",2333961000,-2032019000,301942000,-262972000,-261045000,-1927000,38970000,-8738000,-8738000,30232000,20933000,-10063000,10870000,10870000,10870000,10870000,98415000,98415000,732756000,989251000,311499000,311499000,2131921000,203587000,998648000,231886000,690230000,76532000,1202235000,3334156000,907628000,875630000,31998000,296663000,296663000,1204291000,917256000,208825000,137539000,71286000,1126081000,2330372000,346682000,683444000,-26342000,1003784000,1003784000,3334156000,10870000,15854000,5647000,55770000,88141000,-13289000,-379858000,-15840000,-3503000,332455000,40738000,40738000,41349000,54824000,917256000,107368000,0.12937,0.0167,0.00466,0.01083,0.00326,9.87746,1.77027,2.32159,0.27511,0.18162,0.18162,38.99749,16.77194,1.79398,0.26467,0.01254,0.05041,1.45722,14.93581,21.01209
"32","2018_Q1",16.7981967213115,"Down",2389834000,-2074622000,315212000,-284412000,-281625000,-2787000,30800000,-9555000,-9555000,21245000,-18328000,41325000,22997000,22997000,22997000,22997000,104522000,104522000,758936000,990193000,328254000,328254000,2181905000,206490000,987898000,184468000,713811000,89619000,1194388000,3376293000,977988000,947572000,30416000,331745000,331745000,1309733000,900744000,150337000,74247000,76090000,1051081000,2360814000,349889000,690674000,-25084000,1015479000,1015479000,3376293000,22997000,18383000,-39988000,49737000,51129000,-13065000,-13065000.0000001,-15835000,-1357000,-32916999.9999999,5147000,5147000,6107000.00000001,49183000,900744000,44530000,0.1319,0.01289,0.00962,0.02265,0.00681,1.93634,1.66592,2.32483,0.26678,0.38151,0.38151,39.64621,16.84631,0.73873,0.2627,0.01879,0.02155,0.68857,16.18897,25.85136
"33","2018_Q2",15.495,"Down",2372579000,-2047892000,324687000,-285710000,-284361000,-1349000,38977000,-10253000,-10253000,28724000,13964000,-5813000,8151000,8151000,8151000,8151000,87632000,87632000,778155000,1021711000,300275000,300275000,2187773000,207042000,996739000,178880000,715445000,102414000,1203781000,3391554000,988750000,958270000,30480000,337230000,337230000,1325980000,897071000,149585000,73180000,76405000,1046656000,2372636000,351897000,682798000,-15777000,1018918000,1018918000,3391554000,8151000,17911000,2904000,-10693000,18273000,-14160000,-14160000,-16074000,-2304000,-21803000,-17690000,-17690000,-16890000,56888000,897071000,37848000,0.13685,0.01643,0.00344,0.00800000000000002,0.0024,4.64336,1.64993,2.32858,0.2645,0.13592,0.13592,39.56342,16.99075,0.63113,0.26804,0.01173,0.01832,1.97203,14.22864,20.76709
"34","2018_Q3",16.521746031746,"Up",2458271000,-2133278000,324993000,-306667000,-308775000,2108000,18326000,-18571000,-18571000,-245000,-190622000,7845000,-182777000,-182777000,-182777000,-182777000,118188000,118188000,856673000,1220115000,320206000,320206000,2515182000,344061000,1183888000,342542000,742538000,98808000,1527949000,4043131000,1104919000,1067553000,37366000,315842000,315842000,1420761000,1669478000,150684000,66466000,84218000,1820162000,3240923000,354565000,483846000,-36203000,802208000,802208000,4043131000,-182777000,25902000,166677000,18178000,27980000,-15882000,-749315000,-16210000,-29063000,748652000,27317000,27317000,30556000,44228000,1669478000,38679000,0.1322,0.00745,-0.07435,-0.22784,-0.04521,-0.211619999999994,1.77031,4.04,0.41292,-3.05903,-3.05903,41.14261,13.42608,0.64735,0.2713,-0.06352,0.01475,-0.0886899999999995,35.07484,84.64968
"35","2018_Q4",10.2369841269841,"Down",2464877000,-2112304000,352573000,-323489000,-325011000,1522000,29084000,-23827000,-23827000,5257000,-2469000,1904000,-565000,-565000,-565000,-565000,124890000,124890000,870187000,1203838000,293993000,293993000,2492908000,343710000,1195663000,332172000,761173000,102318000,1539373000,4032281000,1154945000,1107541000,47404000,301800000,301800000,1456745000,1640455000,142668000,66445000,76223000,1783123000,3239868000,358458000,467126000,-33171000,792413000,792413000,4032281000,-565000,29783000,8206000,38832000,76256000,-17005000,-35406000,133000,-2453000,-31683000,9167000,9167000,6702000,58867000,1640455000,78790000,0.14304,0.0118,-0.00023,-0.000710000000000044,-0.000140000000000001,-139.45133,1.71129,4.08861,0.40683,-0.00945,-0.00945,41.24213,13.25859,1.31831,-0.00223,-0.000270000000000006,0.03059,0.2354,25.74558,52.10992
"36","2019_Q1",6.30114754098361,"Down",2542981000,-2178271000,364710000,-341458000,-343601000,2143000,23252000,-24370000,-24370000,-1118000,-290068000,28247000,-261821000,-261821000,-261821000,-261821000,103367000,103367000,823418000,1290103000,321690000,321690000,2538578000,386723000,848487000,321764000,414122000,112601000,1235210000,3773788000,1157792000,1109589000,48203000,314219000,314219000,1472011000,1650582000,132776000,50852000,81924000,1783358000,3255369000,363361000,200670000,-45612000,518419000,518419000,3773788000,-261821000,28331000,258657000,-32087000,-6920000,-16948000,-16948000.0000001,-16049000,-1909000,5905000.00000012,-17963000,-17963000,-21523000,51583000,1650582000,-25699000,0.14342,0.00914,-0.10296,-0.50504,-0.06938,0.098150000000004,1.72456,6.27942,0.43738,-4.32255,-4.32255,41.98347,8.55886,-0.42428,0.26496,-0.10677,-0.01116,-0.0613,29.99467,66.54116
"37","2019_Q2",3.40047619047619,"Down",2461388000,-2102964000,358424000,-338742000,-338703000,-39000,19682000,-29101000,-29101000,-9419000,-14409000,313000,-14096000,-14096000,-14096000,-14096000,75239000,75239000,843384000,1210558000,336065000,336065000,2465246000,386135000,1030983000,311254000,413235000,306494000,1417118000,3882364000,1031687000,990688000,40999000,377989000,377989000,1409676000,1685135000,285714000,42144000,243570000,1970849000,3380525000,367419000,186455000,-52035000,501839000,501839000,3882364000,-14096000,28720000,3189000,-78717000,-60904000,-14008000,-14008000,-4764000,-5437000,49505000,-25407000,-25407000,-28128000,48402000,1685135000,-44636000,0.14562,0.008,-0.00573,-0.0280900000000002,-0.00362999999999999,3.16657,1.7488,6.73627,0.43405,-0.23347,-0.23347,40.76766,8.3119,-0.7393,0.07891,-0.00377,-0.01805,-0.33797,33.26094,81.79535
"38","2019_Q3",4.47375,"Up",2484199000,-2115772000,368427000,-346628000,-345892000,-736000,21799000,-27682000,-27682000,-5883000,-11538000,1062000,-10476000,-10476000,-10476000,-10476000,91339000,91339000,843343000,1237713000,302234000,302234000,2474629000,389933000,1031509000,311027000,407651000,312831000,1421442000,3896071000,1086358000,1039074000,47284000,384040000,384040000,1470398000,1624692000,304080000,49507000,254573000,1928772000,3399170000,370684000,175865000,-49648000,496901000,496901000,3896071000,-10476000,30182000,1972999.99999997,68239000,89918000,-11184000,-11184000,-154000.000000002,-810000,-65558000,13176000,13176000,16100000,51981000,1624692000,107974000,0.14831,0.00878,-0.00422000000000002,-0.02108,-0.00269,-10.3068,1.68297,6.84074,0.41701,-0.173360000000001,-0.17336,41.1087,8.22275,1.78676,0.00255000000000001,-0.00426,0.04451,-0.0147,29.49834,70.34052
"39","2019_Q4",6.4115625,"Up",2074709000,-1957801000,116908000,-85001000,-83391000,-1610000,31907000,-22788000,-18774000,9119000,4988000,2351000,7339000,1224000,1224000,1224000,96803000,96803000,741670000,1153079000,259708000,259708000,2251260000,383825000,1053334000,299874000,398065000,355395000,1437159000,3688419000,935824000,873743000,62081000,359965000,359965000,1295789000,1553991000,347361000,50553000,296808000,1901352000,3197141000,374640000,176914000,-60276000,491278000,491278000,3688419000,1224000,29302000,10705000,68860000,110091000,-12740000,-12740000,-154000,-1175000,-73241000,24110000,24110000,21664000,61209000,1553991000,114978000,0.05635,0.01538,0.00059,0.00248999999999998,0.000330000000000002,93.93627,1.73737,6.5078,0.42132,0.02017,0.02017,34.18648,8.09514,1.89458,0.00254,0.000580000000000001,0.04806,0.12582,23.80676,45.66985
"40","2020_Q1",6.02693548387097,"Down",2190643000,-1905911000,284732000,-254919000,-255079000,160000,29813000,-21469000,-22556000,8344000,-7760000.00000001,2409000,-5351000,-39023000,-39023000,-39023000,67030000,67030000,674706000,1146192000,519355000,79372000,2407283000,315427000,920374000,285018000,393181000,242175000,1235801000,3643084000,861619000,808035000,53584000,554540000,231029000,1416159000,1508415000,256356000,40550000,215806000,1764771000,3180930000,377087000,137774000,-52707000,462154000,462154000,3643084000,-39023000,28474000,28390000,9139000,26980000,-4487000,-13965000,-154000,243000,-40903000,-27888000,-27888000,-28316000,58287000,1508415000,60530000,0.12998,0.01361,-0.01781,-0.08444,-0.01071,-1.55114,1.69987,6.88284,0.41405,-0.6418,-0.6418,36.02913,7.60097,0.99553,0.00253,-0.01745,0.02718,-0.00395000000000001,24.7291,48.34753
"41","2020_Q2",7.31047619047619,"Up",2122693000,-1854134000,268559000,-251739000,-254048000,2309000,16820000,-24061000,-23342000,-7241000,-17432000,8523000,-8909000,-11324000,-11324000,-11324000,92315000,92315000,667607000,1108844000,651045000,151635000,2519811000,301335000,893724000,271513000,3.88e+08,234211000,1195059000,3714870000,936264000,891542000,44722000,613410000,229824000,1549674000,1484340000,264518000,42962000,221556000,1748858000,3298532000,382127000,126323000,-92112000,416338000,416338000,3714870000,-11324000,23913000,27995000,52870000,93454000,-4738000,-5680000,-155000,-8253000,-31406000,56368000,56368000,56306000,40733000,1484340000,80342000,0.12652,0.00792,-0.00533,-0.0272,-0.00305,-7.09484,1.62603,7.92273,0.39957,-0.18695,-0.18695,35.04471,6.87355,1.32641,0.00256,-0.00516,0.03711,-0.01369,34.17438,82.76011
"42","2020_Q3",14.57625,"Up",1807719000,-1538311000,269408000,-241157000,-241734000,577000,28251000,-18910000,-21606000,9341000,5143000,-4982000,161000,-55627000,-55627000,-55627000,101276000,101276000,633647000,1040861000,175244000,175244000,1951028000,297033000,889725000,262539000,391670000,235516000,1186758000,3137786000,878576000,824131000,54445000,317658000,317658000,1196234000,1269854000,276536000,41430000,235106000,1546390000,2742624000,386207000,70540000,-61585000,395162000,395162000,3137786000,-55627000,24891000,58391000,29348000,57003000,-3926000,132639000,-156000,-6593000,-139656000,49986000,49986000,55460000,53142000,1269854000,83546000,0.14903,0.01563,-0.03077,-0.14077,-0.01773,-1.5019,1.63098,6.94051,0.4047,-0.91092,-0.91092,29.60222,6.47096,1.3681,0.00255,-0.02857,0.04303,-0.0028,21.98973,41.36413
"43","2020_Q4",25.7115625,"Up",2187928000,-1843590000,344338000,-262404000,-262538000,134000,81934000,-21759000,-20975000,60175000,53484000,-7404000,46080000,46080000,46080000,46080000,77256000,77256000,688884000,1095410000,235983000,235983000,2097533000,301299000,898283000,251615000,390395000,256273000,1199582000,3297115000,1017522000,946116000,71406000,412483000,412483000,1430005000,1099645000,316130000,75009000,241121000,1415775000,2845780000,389434000,116465000,-54564000,451335000,451335000,3297115000,46080000,20690000,31541000,19428000,117739000,120164000,-14129000,-156000,-1343000,-73893000,29717000,29717000,31026000,102624000,1099645000,249620000,0.15738,0.03745,0.02106,0.1021,0.01398,5.4171,1.4668,6.30525,0.33352,0.75158,0.75158,35.68573,7.3614,4.07137,0.00254,0.02476,0.13369,0.00339,9.96247,12.4782
"44","2021_Q1",31.2591803278689,"Up",2361837000,-1963308000,398529000,-283664000,-283016000,-648000,114865000,-18261000,-17475000,96604000,68713000,-17971000,50742000,50742000,50742000,50742000,83058000,83058000,700792000,1233751000,118264000,118264000,2135865000,315662000,884112000,243351000,394086000,246675000,1199774000,3335639000,1109633000,1000186000,109447000,236094000,236094000,1345727000,986018000,291840000,50641000,241199000,1277858000,2623585000,583541000,167022000,-38509000,712054000,712054000,3335639000,50742000,23842000,14354000,-17911000,71027000,-161924000,-32757000,-181000,-10669000,-134431000,-96161000,-96161000,-92973000,138707000,986018000,-23156999.9999999,0.16874,0.04863,0.02148,0.07126,0.01521,-0.456370000000001,1.58715,3.68453,0.2956,0.71951,0.71368,33.49031,10.09676,-0.328360000000002,0.00257,0.02559,-0.01164,0.00357,6.50984,7.86105
"45","2021_Q2",38.8950793650794,"Up",2326534000,-1883783000,442751000,-290096000,-292701000,2605000,152655000,-14241000,-13672000,138414000,92018000,-22429000,69589000,69589000,69589000,69589000,54455000,54455000,736176000,1322897000,93208000,93208000,2206736000,307852000,876233000,232009000,391349000,252875000,1184085000,3390821000,1086422000,1021761000,64661000,250875000,250875000,1337297000,981342000,285921000,51476000,234445000,1267263000,2604560000,580690000,236177000,-30606000,786261000,786261000,3390821000,69589000,22900000,48212000,-115278000,25423000,-5048000,-6619000,-181000,-35473000,-80394000,-61590000,-61590000,-63729000,175555000,981342000,77658000,0.1903,0.06561,0.02991,0.08851,0.02052,1.11595,1.65015,3.31259,0.28941,0.98242,0.98098,32.84488,11.10005,1.09634,0.00256,0.03398,0.03782,0.0026,5.27975,6.07178
"46","2021_Q3",39.35046875,"Up",2489460000,-2089392000,400068000,-294559000,-294095000,-464000,105509000,-12569000,-11540000,92940000,84316000,-18419000,65897000,65897000,65897000,65897000,45424000,45424000,738573000,1530367000,87709000,87709000,2402073000,306511000,883245000,221223000,389864000,272158000,1189756000,3591829000,1222436000,1126355000,96081000,212741000,212741000,1435177000,1007968000,300665000,45327000,255338000,1308633000,2743810000,579151000,301886000,-33018000,848019000,848019000,3591829000,65897000,22601000,10571000,-112086000,-13017000,-9559999.99999997,-12040000,-183000,-10811000,15606000,-9451000,-9451000,-9030000.00000001,128110000,1007968000,24883000,0.1607,0.04238,0.02647,0.07771,0.01835,0.3776,1.67371,3.23555,0.28063,0.9303,0.92894,35.14499,11.97192,0.35129,0.00258,0.03064,0.01154,0.00278,7.51342,9.12286
"47","2021_Q4",39.20484375,"Down",2502175000,-2173336000,328839000,-259584000,-262457000,2873000,69255000,-12371000,-11572000,56884000,50504000,-6375000,44129000,44129000,44129000,44129000,39759000,39759000,759744000,1514387000,84335000,84335000,2398225000,308463000,877431000,209789000,386693000,280949000,1185894000,3584119000,1218924000,1118753000,100171000,206094000,206094000,1425018000,959485000,312611000,37093000,275518000,1272096000,2697114000,585810000,345832000,-44637000,887005000,887005000,3584119000,44128000,22641000,2902000,-8241000,61430000,-11797000,-13925000,-184000,-1250000,-52434000,-4929000,-4929000,-5665000,91896000,959485000,78233000,0.13142,0.02768,0.01764,0.04975,0.01231,1.77283,1.68294,3.0407,0.2677,0.60743,0.58524,34.44197,12.20946,1.07686,0.00253,0.02052,0.03623,0.00417,10.00834,13.28028
"48","2022_Q1",42.9375806451613,"Up",2467146000,-2125575000,341571000,-266441000,-267618000,1177000,75130000,-12105000,-11306000,63025000,49916000,-7942000,41974000,41974000,41974000,41974000,55712000,55712000,681564000,1495972000,88564000,88564000,2321812000,317235000,897504000,209745000,390185000,297574000,1214739000,3536551000,1117817000,1001959000,115858000,226204000,226204000,1344021000,947540000,306489000,35310000,271179000,1254029000,2598050000,591473000,387619000,-40591000,938501000,938501000,3536551000,41975000,22479000,-4814000,-9298999.99999999,50341000,-14580000,-21046000.0000001,-183000,227000,-12256000.0000001,17039000,17039000,15953000,97609000,947540000,81672000,0.13845,0.03045,0.01701,0.04472,0.01187,1.94578,1.72751,2.7683,0.26793,0.5603,0.54074,32.93348,12.52788,1.09022,0.00244,0.01923,0.03725,0.00436,9.13674,11.87046
"49","2022_Q2",36.2245161290323,"Down",2406952000,-2033504000,373448000,-278841000,-279740000,899000,94607000,-12802000,-12019000,81805000,48257000,-8978000,39279000,39279000,39279000,39279000,211298000,211298000,775779000,1447383000,118889000,118889000,2553349000,586668000,2567952000,494888000,1657159000,415905000,3154620000,5707969000,1211395000,1115400000,95995000,442900000,442900000,1654295000,2635314000,470738000,110319000,360419000,3106052000,4760347000,561913000,426898000,-41189000,947622000,947622000,5707969000,39279000,24125000,10962000,5333000,79699000,-9609000,-1587236000,-179970.829022982,-68506000,1664194000,156657000,156657000,155988000,118732000,2635314000,123434000,0.15515,0.03931,0.01632,0.04145,0.00688,3.14249,1.54347,5.02347,0.46169,0.53597,0.51685,32.84327,12.93046,1.68428,0.00235064546833136,0.00969,0.03045,0.00080665373346932,20.41586,25.62195
"50","2022_Q3",30.8153125,"Down",2500015000,-1967510000,532505000,-449818000,-452813000,2995000,82687000,-36621000,-35839000,46066000,38464000,-9859000,28605000,28605000,28605000,28605000,56406000,56406000,743853000,1525331000,108612000,108612000,2434202000,595888000,2525188000,462444000,1656308000,406436000,3121076000,5555278000,1235166000,1137337000,97829000,334198000,334198000,1569364000,2565613000,461642000,107181000,354461000,3027255000,4596619000,560116000,455502000,-56959000,958659000,958659000,5555278000,28605000,73161000,7193000,-19134000,89825000,-46781000,-158063000,-173912.487068947,332439000,-83561000,-151799000,-151799000,-154994000,155848000,2565613000,99792000,0.213,0.03307,0.01144,0.02984,0.00515,3.48862,1.55108,4.79484,0.46183,0.38843,0.37629,33.94776,13.01765,1.35508,0.00229193640499409,0.00718,0.02504,-0.00890003879959204,16.10035,30.34585
