"","YQ","p","d","revenue","cost_of_revenue","gross_profit","operating_expenses","selling_general_administrative","research_development","operating_income_loss","non_operating_income_loss","other_non_operating_income_loss","pretax_income_loss_adj","pretax_income_loss","income_tax_expense_benefit_net","income_loss_from_continuing_operations","income_loss_incl_minority_interest","net_income","net_income_common","cash_cash_equivalents_short_term_investments","cash_cash_equivalents","short_term_investments","inventories","other_short_term_assets","prepaid_expenses","total_current_assets","property_plant_equipment_net","other_long_term_assets","intangible_assets","goodwill","misc_long_term_assets","total_noncurrent_assets","total_assets","payables_accruals","accounts_payable","accrued_taxes","other_payables_accruals","other_short_term_liabilities","deferred_revenue_short_term","total_current_liabilities","other_long_term_liabilities","deferred_tax_liabilities_long_term","misc_long_term_liabilities","total_noncurrent_liabilities","total_liabilities","share_capital_additional_paid_in_capital","retained_earnings","other_equity","equity_before_minority_interest","total_equity","total_liabilities_equity","net_income_starting_line","depreciation_amortization_2","non_cash_items","change_in_working_capital","net_cash_from_operating_activities","change_in_fixed_assets_intangibles","other_investing_activities","net_cash_from_investing_activities","cash_from_repurchase_of_equity","increase_in_capital_stock","decrease_in_capital_stock","other_financing_activities","net_cash_from_financing_activities","net_cash_before_disc_operations_and_fx","net_cash_before_fx","net_change_in_cash","ebitda","total_debt","free_cash_flow","gross_profit_margin","operating_margin","net_profit_margin","return_on_equity","return_on_assets","free_cash_flow_to_net_income","current_ratio","liabilities_to_equity_ratio","debt_ratio","earnings_per_share_basic","earnings_per_share_diluted","sales_per_share","equity_per_share","free_cash_flow_per_share","return_on_invested_capital","cash_return_on_invested_capital","net_debt_ebitda","net_debt_ebit"
"31","2018_Q2",38.18921875,"Down",344973000,-240468000,104505000,-96027000,-60296000,-28947000,8478000,-504000,-1252000,7974000,7983000,-2393000,5590000,5590000,5590000,5590000,386237000,258795000,127442000,266345000,29849000,29849000,999533000,19779000,193865000,22449000,85463000,85953000,213644000,1213177000,371171000,96371000,9866000,264934000,30985000,30985000,402156000,55302000,32089000,23213000,55302000,457458000,615908000,140080000,-269000,755719000,755719000,1213177000,5590000,5887000,8812000,36707000,56996000,-3185000,-259000,-3444000,4644000,4644000,0,-2271000,2373000,55925000,55925000,55925000,14365000,0,50280000,0.30294,0.02458,0.0162,0.0074,0.00461,8.99463,2.48544,0.60533,0,0.17787,0.17116,10.97696,24.04681,1.5999,0.00689,0.062,-26.88737,-45.55756
"32","2018_Q3",43.0026984126984,"Up",366820000,-257648000,109172000,-110786000,-67431000,-31371000,-1614000.00000001,2133000,1061000,519000.000000004,-862000.000000004,-4368000,-5229999.99999999,-5230000,-5230000,-5230000,355638000,227397000,128241000,291459000,44878000,44878000,1035858000,29137000,191636000,20024000,85463000,86149000,220773000,1256631000,413878000,107704000,1359000,304815000,30674000,30674000,444552000,56343000,32199000,24144000,56343000,500895000,625890000,129953000,-107000,755736000,755736000,1256631000,-5229999.99999999,5768000,10530000,-27997000,-16929000,-10183000,-346000.000000001,-10529000,957000.000000004,957000,3.72529029846191e-09,-4897000.00000001,-3940000.00000001,-31398000,-31398000,-31398000,4154000,0,-29658000,0.29762,-0.00440000000000012,-0.01426,-0.00692,-0.00415999999999999,5.67075,2.33012,0.66279,0,-0.16512,-0.16512,11.58111,23.85982,-0.93635,-0.00644,-0.03652,-85.61338,220.34572
"33","2018_Q4",33.947619047619,"Down",400586000,-276394000,124192000,-114580000,-72273000,-35253000,9612000,2319000,829000,11931000,11930000,-2780000,9150000,9150000,9949000,9949000,529813000,393640000,136173000,330516000,39011000,39011000,1258322000,56647000,218353000,22341000,101965000,94047000,2.75e+08,1533322000,488586000,168155000,6853000,313578000,35485000,35485000,524071000,74772000,21273000,53499000,74772000,598843000,785726000,124488000,-36000,910178000,934479000,1533322000,9150000,5933000,6622000,12084000,33789000,-6515000,-7272000,-27515000,-9863000,5137000,-1.5e+07,169832000,159969000,166243000,166243000,166243000,15545000,0,23894000,0.31003,0.02399,0.02484,0.01065,0.00649,2.40165,2.40105,0.64083,0,0.31284,0.30172,12.59625,28.62015,0.75134,0.00986,0.02367,-34.08253,-55.11995
"34","2019_Q1",36.283606557377,"Up",-53562999.9999999,57392000,3829000.00000001,18409000,-17426000,13155000,22238000,542000,-128000,22780000,24153000,-16337000,7816000,-27839000,-19471000,-19471000,274364000,201047000,73317000,243871000,35997000,35997000,857899000,20177000,165300000,17146000,80721000,67433000,185477000,1043376000,372906000,139748000,2020000,231138000,11086000,11086000,383992000,31832000,19600000,12232000,31832000,415824000,793617000,-166050000,-15000,627552000,627552000,1043376000,7816000,1263000,5976000,-103970000,-177067000,7632000,63745000,-1701000,-13343000,1657000,-1.5e+07,-170729000,-13825000,-192593000,-192593000,-192593000,23501000,0,-56500000,-0.07149,-0.41517,0.36352,-0.03103,-0.01866,2.90175,2.23416,0.66261,0,-0.61615,-0.55253,-1.69498,19.85861,-1.78792,-0.02953,-0.08569,-11.67457,-12.33762
"35","2019_Q2",29.1228571428571,"Down",249082000,-167074000,82008000,-68068000,-48972000,-18832000,13940000,1042000,341000,14982000,15050000,-2207000,12843000,12843000,12843000,12843000,212652000,185680000,26972000,236123000,34791000,34791000,746097000,20645000,203633000,15058000,80721000,107854000,224278000,970375000,268261000,69279000,2895000,196087000,11750000,11750000,280011000,57456000,18142000,39314000,57456000,337467000,804445000,-171551000,14000,632908000,632908000,970375000,12843000,5028000,7465000,-62529000,-37193000,-5958000,46999000,35841000,4329000,4329000,-39056232.6549872,-3344000,-14015000,-15367000,-15367000,-15367000,18968000,0,-47312000,0.32924,0.05597,0.05156,0.02029,0.01324,-3.68387,2.66453,0.5332,0,0.40793,0.39067,7.91163,20.10317,-1.50278,0.0186,-0.06853,-11.21109,-15.25481
"36","2019_Q3",31.400625,"Up",230852000,-165407000,65445000,-63818000,-45004000,-18814000,1627000,1269000,487000,2896000,1595000,-756000,839000.000000004,839000,839000.000000007,839000.000000007,218311000,214611000,3700000,276316000,38687000,38687000,771949000,21074000,199484000,13297000,80721000,105466000,220558000,992507000,304894000,108444000,1141000,195309000,10093000,10093000,314987000,55448000,18278000,37170000,55448000,370435000,812065000,-190005000,12000,622072000,622072000,992507000,839000.000000004,4937000,7678000,13812000,27266000,-3465000,23501000,20036000,923000,923000,-76470863.5815389,-2313999.99999997,-18371000,28931000,28931000,28931000,6564000,0,17667000,0.28349,0.00704999999999998,0.00363000000000003,0.00135,0.000850000000000004,21.05721,2.45073,0.59549,0,0.0268500000000002,0.02609,7.38797,19.90822,0.5654,0.00124,0.02608,-33.25884,-134.18009
"37","2019_Q4",27.32828125,"Down",265858000,-188666000,77192000,-66360000,-45378000,-19537000,10832000,236000,-403000,11068000,12301000,228000,12529000,12529000,12529000,12529000,171917000,168002000,3915000,275584000,31153000,31153000,726724000,19671000,196666000,11699000,80721000,104246000,216337000,943061000,266662000,83912000,1314000,181436000,5812000,5812000,272474000,48449000,13219000,35230000,48449000,320923000,821997000,-199841000,-18000,622138000,622138000,943061000,12529000,4612000,8717000,-51975000,-26117000,-2374000,4000,-2654000,2947000,2947000,-98386562.7173212,-4e+05,-17838000,-46609000,-46609000,-46609000,15444000,0,-39133000,0.29035,0.04074,0.04713,0.02014,0.01329,-3.12339,2.66713,0.51584,0,0.40504,0.39221,8.59464,20.11244,-1.26509,0.01868,-0.05836,-11.13164,-15.87121
"38","2020_Q1",22.4548387096774,"Down",252971000,-183388000,69583000,-69794000,-48228000,-20799000,-211000,836000,2958000,625000,625000,-1045000,-420000,-419999.999999996,-420000,-420000,195707000,190208000,5499000,235489000,35745000,35745000,744109000,17683000,194021000,10104000,80721000,103196000,211704000,955813000,291941000,80531000,1839000,209571000,6450000,6450000,298391000,48729000,15307000,33422000,48729000,347120000,831395000,-222723000,21000,608693000,608693000,955813000,-420000,4829000,7805000,37355000,49569000,-2433000,-1331000,-3764000,-75501000,445000,-75946000,-462999.999999998,-23599000,22206000,22206000,22206000,4618000,0,40585000,0.27506,-0.000829999999999997,-0.00165999999999999,-0.000689999999999996,-0.000439999999999999,-96.63095,2.49374,0.57027,0,-0.01396,-0.0136000000000001,8.40966,20.23513,1.34919,-0.000640000000000002,0.06173,-42.37917,927.52133
"39","2020_Q2",24.3398412698413,"Up",229963000,-163722000,66241000,-65572000,-46165000,-19739000,669000,-4324000,-4586000,-3655000,-3655000,-518000,-4173000,-4173000,-4173000,-4173000,209714000,204292000,5422000,180602000,29749000,29749000,677647000,16382000,185340000,8510000,80721000,96109000,201722000,879369000,227533000,39213000,1204000,187116000,6669000,6669000,234202000,47376000,15125000,32251000,47376000,281578000,840671000,-243251000,371000,597791000,597791000,879369000,-4173000,4630000,14089000,14459000,29005000,-1275000,19000,-1506000,-12068000,2940000,-15008000,-1347000,-13415000,14084000,14084000,14084000,5299000,0,19001000,0.28805,0.00291,-0.01815,-0.00698,-0.00475,-4.55332,2.89343,0.47103,0,-0.14106,-0.14106,7.77348,20.20725,0.64229,-0.00647,0.02945,-39.57615,-313.47384
"40","2020_Q3",30.34984375,"Up",280052000,-198751000,81301000,-72434000,-49865000,-21144000,8867000,363000.000000002,313999.999999998,9230000,9230000,-3247000,5983000,5983000,5983000,5983000,258552000,252633000,5919000,150585000,35061000,35061000,721688000,15536000,191747000,6915000,80721000,104111000,207283000,928971000,262112000,76086000,805000,185221000,8171000,8171000,270283000,52542000,15505000,37037000,52542000,322825000,853167000,-247028000,7000,606146000,606146000,928971000,5983000,4753000,13484000,38945000,63165000,-2356000,-17000,-8388000,-4176000,3324000,-7500000,-2260000,-6436000,48341000,48341000,48341000,13620000,0,53456000,0.29031,0.03166,0.02136,0.00987,0.00644,8.93465000000002,2.67012,0.53259,0,0.2019,0.19568,9.45068,20.4551,1.80393,0.00908,0.08116,-18.98326,-29.1589
"41","2020_Q4",34.00703125,"Up",378114000,-264620000,113494000,-81328000,-56261000,-24529000,32166000,-417000,-106000,31749000,31749000,-6214000,25535000,25535000,25535000,25535000,306818000,300492000,6326000,144302000,371592000,31588000,822712000,15313000,190246000,5390000,80721000,104135000,205559000,1028271000,315115000,87747000,1299000,226069000,10883000,10883000,325998000,56006000,18290000,37716000,56006000,382004000,869015000,-222636000,-112000,646267000,646267000,1028271000,25535000,4860000,8730000,3767000,42892000,-2481000,-4000,-2520000,8630000,8630000,0,-1143000,7487000,47859000,47859000,47859000,37026000,0,44526000,0.30016,0.08507,0.06753,0.03951,0.02483,1.74372,2.52367,0.59109,0,0.85054,0.82731,12.59456,21.52645,1.48311,0.03636,0.0634,-8.28656,-9.53858
"42","2021_Q1",41.2268852459016,"Up",367073000,-255957000,111116000,-77274000,-56711000,-23376000,33842000,-363000,-363000,33479000,33479000,-2531000,30948000,30948000,30948000,30948000,353318000,346460000,6858000,172112000,30696000,30696000,893178000,16080000,196781000,3899000,80721000,112161000,212861000,1106039000,351615000,90902000,7318000,253395000,13458000,13458000,365073000,51582000,19174000,32408000,51582000,416655000,882739000,-193320000,-35000,689384000,689384000,1106039000,30948000,4688000,-3944000,14396000,46088000,-4184000,-13000,-4422000,4642000,5934000,-1292000,-340000,4302000,45968000,45968000,45968000,38530000,0,51273000,0.30271,0.09219,0.08431,0.04489,0.02798,1.65675,2.44657,0.60439,0,1.0197,0.98132,12.09466,22.71446,1.68939,0.04177,0.0692,-9.16995,-10.44022
"43","2021_Q2",38.7761904761905,"Down",317925000,-206984000,110941000,-79614000,-53220000,-23829000,31327000,-552000,-552000,30775000,30775000,-7815000,22960000,22960000,22960000,22960000,370656000,363514000,7142000,215705000,31592000,31592000,930875000,14897000,191643000,2409000,80721000,108513000,206540000,1137415000,346194000,87348000,11876000,246970000,15134000,15134000,361328000,51664000,20906000,30758000,51664000,412992000,896741000,-172324000,6000,724423000,724423000,1137415000,22960000,4661000,11013000,-24897000,13737000,-1588000,158000,-1770000,7051000,7051000,-12911116.3924108,-1964000,5087000,17054000,17054000,17054000,35988000,0,17318000,0.34895,0.09854,0.07222,0.03169,0.02019,0.75427,2.57626,0.5701,0,0.74874,0.72169,10.36768,23.62377,0.56475,0.02958,0.02231,-10.29943,-11.83184
"44","2021_Q3",34.6921875,"Down",308811000,-215455000,93356000,-71852000,-51363000,-22586000,21504000,699000,699000,22203000,22203000,-4369000,17834000,17834000,17834000,17834000,335319000,328941000,6378000,251764000,34110000,34110000,911791000,14217000,186199000,2184000,80721000,103294000,200416000,1112207000,327732000,70381000,1719000,255632000,15620000,15620000,343352000,45855000,20370000,25485000,45855000,389207000,906358000,-183440000,82000,7.23e+08,7.23e+08,1112207000,17834000,3220000,9192000,-35473000,-5227000,-2968000,-145000,-3113000,-22282000,2717000,-24999000,-3951000,-26233000,-34573000,-34573000,-34573000,24724000,0,-9348000,0.30231,0.06963,0.05775,0.02467,0.01603,-0.52417,2.65556,0.53832,0,0.58158,0.56057,10.07047,23.57737,-0.30484,0.0232,-0.01216,-13.56249,-15.59333
"45","2021_Q4",29.82625,"Down",290150000,-203309000,86841000,-73926000,-50232000,-23472000,12915000,-132000,-132000,12783000,12783000,-3199000,9584000,9584000,9584000,9584000,292195000,283267000,8928000,305129000,36150000,36150000,9e+08,14729000,184356000,1992000,80721000,101643000,199085000,1099085000,329439000,75113000,1785000,252541000,15732000,15732000,345171000,45058000,20740000,24318000,45058000,390229000,916708000,-207863000,11000,708856000,708856000,1099085000,9584000,3041000,4921000,-34554000,-17008000,-2362000,7000,-2550000,-24575000,4060000,-28635000,-1541000,-26116000,-45674000,-45674000,-45674000,15956000,0,-17761000,0.2993,0.04451,0.03303,0.01352,0.00872,-1.85319,2.6074,0.55051,0,0.31629,0.31119,9.57559,23.39382,-0.58615,0.01271,-0.02356,-18.31255,-22.62447
"46","2022_Q1",26.6809677419355,"Down",251187000,-176488000,74699000,-73848000,-50805000,-23080000,851000,-1108000,-1108000,-257000,-256999.999999998,-734000,-990999.999999998,-991000.000000002,-991000.000000002,-991000.000000002,271516000,263772000,7744000,315667000,34752000,34752000,883093000,13335000,182103000,1856000,80721000,99526000,195438000,1078531000,324545000,73729000,1528000,249288000,16500000,16500000,341045000,40671000,18990000,21681000,40671000,381716000,923257000,-226591000,149000,696815000,696815000,1078531000,-990999.999999998,2984000,7603000,-5677000,3919000,-2946000,544000,-2552000,-20658000,708000,-21366000,-204000,-20862000,-19495000,-19495000,-19495000,3835000,0,-4054000,0.29738,0.00339,-0.00395,-0.00142,-0.000919999999999999,4.09082,2.58937,0.5478,0,-0.03271,-0.0321799999999999,8.28973,22.99644,-0.13379,-0.00134,-0.0055,-70.79948,-319.05523
"47","2022_Q2",20.4214516129032,"Down",210558000,-151655000,58903000,-73006000,-49188000,-23821000,-14103000,-982000,-982000,-15085000,-59527000,2317000,-57210000,-57210000,-57210000,-57210000,263788000,206826000,56962000,327309000,247041000,27130000,838138000,11984000,163923000,1719000,36279000,125925000,175907000,1014045000,299668000,64803000,1638000,233227000,17861000,17861000,317529000,59495000,19154000,40341000,59495000,377024000,931305000,-294440000,156000,637021000,637021000,1014045000,-57210000,2807000,43595000,12102000,1294000,-957000,-49785000,-50952000,-6026000,3351000,-9377000,-1262000,-7288000,-56946000,-56946000,-56946000,-11296000,0,-2468000,0.27975,-0.06698,-0.27171,-0.08981,-0.05642,0.04314,2.63956,0.59185,0,-1.94222,-1.94222,7.14822,21.62619,-0.08379,-0.08214,-0.00354,23.35234,18.70439
"48","2022_Q3",22.4921875,"Up",223224000,-161803000,61421000,-71471000,-48693000,-22205000,-10050000,-820000,-820000,-10870000,-10870000,2336000,-8534000,-8534000,-8534000,-8534000,468010000,149049000,318961000,300796000,30698000,30698000,799504000,11592000,164436000,1586000,36279000,126571000,176028000,975532000,286764000,69806000,1092000,215866000,18398000,18398000,305162000,54141000,16709000,37432000,54141000,359303000,936453000,-320293000,69000,616229000,616229000,975532000,-8534000,2591000,2965000,8130000,5152000,-1080000,-44429000,-45629000,-14981000,19000,-1.5e+07,-2319000,-17300000,-57777000,-57777000,-57777000,-7459000,0,-2745000,0.27515,-0.04502,-0.03823,-0.01385,-0.00875,0.32165,2.61993,0.58307,0,-0.29539,-0.29539,7.72642,21.32945,-0.09501,-0.01273,-0.00409,62.74434,46.56816
