"","YQ","p","d","revenue","cost_of_revenue","gross_profit","operating_expenses","selling_general_administrative","research_development","other_operating_expenses","operating_income_loss","non_operating_income_loss","interest_expense_net","pretax_income_loss_adj","pretax_income_loss","income_tax_expense_benefit_net","income_loss_from_affiliates_net_of_taxes","income_loss_from_continuing_operations","income_loss_incl_minority_interest","minority_interest","net_income","net_income_common","cash_cash_equivalents_short_term_investments","cash_cash_equivalents","accounts_notes_receivable","accounts_receivable_net","inventories","other_short_term_assets","misc_short_term_assets","total_current_assets","property_plant_equipment_net","other_long_term_assets","intangible_assets","goodwill","deferred_tax_assets_long_term","misc_long_term_assets","total_noncurrent_assets","total_assets","total_current_liabilities","long_term_debt","other_long_term_liabilities","deferred_tax_liabilities_long_term","misc_long_term_liabilities","total_noncurrent_liabilities","total_liabilities","share_capital_additional_paid_in_capital","treasury_stock","retained_earnings","other_equity","equity_before_minority_interest","minority_interest_2","total_equity","total_liabilities_equity","total_debt","gross_profit_margin","operating_margin","net_profit_margin","return_on_equity","return_on_assets","current_ratio","liabilities_to_equity_ratio","debt_ratio","earnings_per_share_basic","earnings_per_share_diluted","sales_per_share","equity_per_share","return_on_invested_capital","net_debt_ebit"
"29","2017_Q2",57.5901587301587,"Up",1.478e+09,-1.136e+09,3.42e+08,-1.74e+08,-1.42e+08,-2.1e+07,-1.1e+07,1.68e+08,-2.4e+07,-2.6e+07,1.44e+08,1.44e+08,-4.3e+07,-2925919.27203245,1.01e+08,1.01e+08,0,1.01e+08,1.01e+08,1.01e+08,1.01e+08,9.18e+08,9.18e+08,7.26e+08,8.8e+07,7.6e+07,1.833e+09,3.117e+09,3.016e+09,1.133e+09,1.337e+09,3.49e+08,1.97e+08,6.133e+09,7.966e+09,9.75e+08,2.256e+09,7.89e+08,3.6e+07,7.53e+08,3.045e+09,4.02e+09,3.98e+09,-8.54e+08,1.455e+09,-6.76e+08,3.905e+09,4.1e+07,3.946e+09,7.966e+09,2.259e+09,0.23139,0.11367,0.06834,0.0256,0.01268,1.88,1.01875,0.28358,0.89938,0.88987,13.16118,34.77293,0.02088,12.84524
"30","2017_Q3",64.4233333333333,"Up",1.597e+09,-1.189e+09,4.08e+08,-1.89e+08,-1.55e+08,-2.1e+07,-1.3e+07,2.19e+08,-5.6e+07,-2.7e+07,1.63e+08,1.63e+08,-6.7e+07,0,9.6e+07,9.6e+07,0,9.6e+07,9.6e+07,1.99e+08,1.99e+08,9.15e+08,9.15e+08,7.92e+08,8.2e+07,7.2e+07,1.988e+09,3.336e+09,3.366e+09,1.361e+09,1.484e+09,3.21e+08,2e+08,6.702e+09,8.69e+09,1.116e+09,2.686e+09,8.73e+08,7.5e+07,7.98e+08,3.559e+09,4.675e+09,3.989e+09,-9.08e+08,1.529e+09,-6.34e+08,3.976e+09,3.9e+07,4.015e+09,8.69e+09,2.689e+09,0.25548,0.13713,0.06011,0.02391,0.01105,1.78136,1.16438,0.30944,0.85944,0.84581,14.29722,35.59534,0.01267,11.36986
"31","2017_Q4",77.7896825396825,"Up",1.703e+09,-1.28e+09,4.23e+08,-2e+08,-1.59e+08,-2.2e+07,-1.9e+07,2.23e+08,-2.4e+07,-2.8e+07,1.99e+08,1.28e+08,-3.2e+07,0,9.6e+07,9.6e+07,0,9.6e+07,9.6e+07,1.68e+08,1.68e+08,9.16e+08,9.16e+08,7.93e+08,8.6e+07,7.4e+07,1.963e+09,3.314e+09,3.379e+09,1.367e+09,1.513e+09,2.97e+08,2.02e+08,6.693e+09,8.656e+09,1.185e+09,2.539e+09,8.18e+08,6.5e+07,7.53e+08,3.357e+09,4.542e+09,3.996e+09,-9.2e+08,1.603e+09,-6.05e+08,4.074e+09,4e+07,4.114e+09,8.656e+09,2.544e+09,0.24839,0.13095,0.05637,0.02333,0.01109,1.65654,1.10404,0.2939,0.86643,0.85258,15.37004,36.76895,0.01578,10.65471
"32","2018_Q1",80.7214754098361,"Up",1.606e+09,-1.21e+09,3.96e+08,-2.09e+08,-1.64e+08,-2.1e+07,-2.4e+07,1.87e+08,-6.3e+07,-2.6e+07,1.24e+08,1.24e+08,-1.27e+08,0,-2999999.99999999,-2999999.99999999,-1e+06,-4e+06,-4e+06,2.46e+08,2.46e+08,8.06e+08,8.06e+08,8.41e+08,9.2e+07,8e+07,1.985e+09,3.425e+09,3.222e+09,1.36e+09,1.507e+09,1.44e+08,2.11e+08,6.647e+09,8.632e+09,1.282e+09,2.405e+09,7.41e+08,3.7e+07,7.04e+08,3.146e+09,4.428e+09,4.012e+09,-9.11e+08,1.575e+09,-5.14e+08,4.162e+09,4.2e+07,4.204e+09,8.632e+09,2.405e+09,0.24658,0.11644,-0.00249,-0.00095,-0.00046,1.54836,1.05328,0.27861,-0.0359700000000002,-0.03534,14.44245,37.42806,0.00209,11.54545
"33","2018_Q2",64.08921875,"Down",1.691e+09,-1.336e+09,3.55e+08,-2.28e+08,-1.85e+08,-2.3e+07,-2e+07,1.27e+08,-2.4e+07,-2.8e+07,1.03e+08,1.03e+08,-1.1e+07,0,9.2e+07,9.2e+07,0,9.2e+07,9.2e+07,1.4e+08,1.4e+08,1.061e+09,1.061e+09,9.43e+08,8.4e+07,8.1e+07,2.228e+09,3.755e+09,4.23e+09,1.872e+09,1.962e+09,1.55e+08,2.41e+08,7.985e+09,1.0213e+10,1.384e+09,3.762e+09,9.26e+08,1.43e+08,7.83e+08,4.688e+09,6.072e+09,4e+09,-1.003e+09,1.631e+09,-5.3e+08,4.098e+09,4.3e+07,4.141e+09,1.0213e+10,3.767e+09,0.20993,0.0751,0.05441,0.02222,0.00901,1.60983,1.46631,0.36884,0.82511,0.8156,15.16592,36.75336,0.01562,28.55906
"34","2018_Q3",56.06,"Down",1.824e+09,-1.406e+09,4.18e+08,-2.15e+08,-1.87e+08,-2.2e+07,-6e+06,2.03e+08,-3e+07,-3.3e+07,1.73e+08,1.73e+08,-4.9e+07,-2e+06,1.22e+08,1.22e+08,-1e+06,1.21e+08,1.21e+08,1.49e+08,1.49e+08,9.48e+08,9.48e+08,9.84e+08,1.19e+08,1.14e+08,2.2e+09,3.722e+09,4.128e+09,1.811e+09,1.968e+09,1.15e+08,2.34e+08,7.85e+09,1.005e+10,1.381e+09,3.636e+09,8.66e+08,1.27e+08,7.39e+08,4.502e+09,5.883e+09,4.01e+09,-1.013e+09,1.729e+09,-6e+08,4.126e+09,4.1e+07,4.167e+09,1.005e+10,3.641e+09,0.22917,0.11129,0.06634,0.02904,0.01204,1.59305,1.41181,0.36229,1.09107,1.08423,16.44725,37.20469,0.01395,17.20197
"35","2018_Q4",45.2826984126984,"Down",1.818e+09,-1.37e+09,4.48e+08,-1.93e+08,-1.59e+08,-2.1e+07,-1.3e+07,2.55e+08,-2.7e+07,-3.1e+07,2.28e+08,2.28e+08,-6.7e+07,1e+06,1.62e+08,1.62e+08,-1e+06,1.61e+08,1.61e+08,1.36e+08,1.36e+08,9.55e+08,9.55e+08,1.032e+09,1.18e+08,1.13e+08,2.241e+09,3.741e+09,4.064e+09,1.799e+09,1.96e+09,7.1e+07,2.34e+08,7.805e+09,1.0046e+10,1.386e+09,3.669e+09,7.85e+08,1.24e+08,6.61e+08,4.454e+09,5.84e+09,4.018e+09,-1.11e+09,1.867e+09,-6.1e+08,4.165e+09,4.1e+07,4.206e+09,1.0046e+10,3.674e+09,0.24642,0.14026,0.08856,0.03828,0.01603,1.61688,1.38849,0.36572,1.46364,1.45438,16.52727,37.86364,0.02135,13.87451
"36","2019_Q1",46.0052459016393,"Up",1.724e+09,-1.313e+09,4.11e+08,-1.89e+08,-1.69e+08,-2.3e+07,3e+06,2.22e+08,-2.2e+07,-2.5e+07,2e+08,2e+08,-2.9e+07,0,1.71e+08,1.71e+08,0,1.71e+08,1.71e+08,7.8e+07,7.8e+07,7.94e+08,7.94e+08,1.072e+09,7.6e+07,7.6e+07,2.02e+09,3.811e+09,3.94e+09,1.779e+09,1.949e+09,4.3e+07,1.69e+08,7.751e+09,9.771e+09,1.278e+09,3.362e+09,8.07e+08,1.41e+08,6.66e+08,4.169e+09,5.447e+09,4.029e+09,-1.103e+09,2.013e+09,-6.56e+08,4.283e+09,4.1e+07,4.324e+09,9.771e+09,3.362e+09,0.2384,0.12877,0.09919,0.03955,0.0175,1.58059,1.25971,0.34408,1.56593,1.54751,15.78755,39.22161,0.01975,14.79279
"37","2019_Q2",48.1877777777778,"Up",1.667e+09,-1.342e+09,3.25e+08,-2.09e+08,-1.82e+08,-2.2e+07,-5e+06,1.16e+08,-3.4e+07,-3.6e+07,8.2e+07,8.2e+07,-3.9e+07,1e+06,4.4e+07,4.4e+07,0,4.4e+07,4.4e+07,8.2e+07,8.2e+07,1.04e+09,1.04e+09,1.109e+09,1.02e+08,9.9e+07,2.333e+09,3.776e+09,4.156e+09,1.758e+09,1.935e+09,4.4e+07,4.19e+08,7.932e+09,1.0265e+10,1.275e+09,3.711e+09,9.77e+08,1.69e+08,8.08e+08,4.688e+09,5.963e+09,4.026e+09,-1.15e+09,2.033e+09,-6.47e+08,4.262e+09,4e+07,4.302e+09,1.0265e+10,3.711e+09,0.19496,0.06959,0.02639,0.01023,0.00429,1.8298,1.3861,0.36152,0.40183,0.39964,15.22374,38.92237,0.00896,31.28448
"38","2019_Q3",54.22171875,"Up",1.918e+09,-1.478e+09,4.4e+08,-2.13e+08,-1.81e+08,-2.2e+07,-1e+07,2.27e+08,-2.9e+07,-3.2e+07,1.98e+08,1.98e+08,-5.9e+07,-1e+06,1.38e+08,1.38e+08,-5.82076609134674e-11,1.38e+08,1.38e+08,9.2e+07,9.2e+07,9.86e+08,9.86e+08,1.058e+09,1.03e+08,1e+08,2.239e+09,3.802e+09,4.142e+09,1.753e+09,1.94e+09,4e+07,4.09e+08,7.944e+09,1.0183e+10,1.325e+09,3.404e+09,1.009e+09,2.02e+08,8.07e+08,4.413e+09,5.738e+09,4.035e+09,-1.141e+09,2.146e+09,-6.35e+08,4.405e+09,4e+07,4.445e+09,1.0183e+10,3.404e+09,0.22941,0.11835,0.07195,0.03105,0.01355,1.68981,1.29089,0.33428,1.26489,1.26027,17.5802,40.3758,0.01355,14.59031
"39","2019_Q4",60.8725,"Up",1.883e+09,-1.422e+09,4.61e+08,-1.86e+08,-1.64e+08,-2.1e+07,-1e+06,2.75e+08,-3.1e+07,-3.3e+07,2.44e+08,2.12e+08,-6.1e+07,0,1.51e+08,1.51e+08,-1e+06,1.5e+08,1.5e+08,3.5e+07,3.5e+07,9.77e+08,9.77e+08,1.031e+09,8.7e+07,8.7e+07,2.13e+09,3.759e+09,4.066e+09,1.716e+09,1.909e+09,3.6e+07,4.05e+08,7.825e+09,9.955e+09,1.261e+09,3.18e+09,9.92e+08,2.47e+08,7.45e+08,4.172e+09,5.433e+09,4.044e+09,-1.14e+09,2.272e+09,-6.93e+08,4.483e+09,3.9e+07,4.522e+09,9.955e+09,3.18e+09,0.24482,0.14604,0.07966,0.03317,0.01507,1.68914,1.20146,0.31944,1.37615,1.3587,17.27523,41.12844,0.01748,11.43636
"40","2020_Q1",53.4654838709677,"Down",1.692e+09,-1.309e+09,3.83e+08,-1.77e+08,-1.71e+08,-2.2e+07,1.6e+07,2.06e+08,-1.08e+08,-3e+07,9.8e+07,9.8e+07,-2.7e+07,1e+06,7.2e+07,7.2e+07,1e+06,7.3e+07,7.3e+07,1.72e+08,1.72e+08,7.7e+08,7.7e+08,1.033e+09,8.6e+07,8.6e+07,2.061e+09,3.855e+09,4.09e+09,1.721e+09,1.932e+09,4.6e+07,3.91e+08,7.945e+09,1.0006e+10,1.329e+09,2.986e+09,1.02e+09,2.72e+08,7.48e+08,4.006e+09,5.335e+09,4.052e+09,-1.13e+09,2.319e+09,-6.1e+08,4.631e+09,4e+07,4.671e+09,1.0006e+10,2.986e+09,0.22636,0.12175,0.04314,0.01563,0.0073,1.55079,1.14215,0.29842,0.6685,0.66123,15.49451,42.40842,0.00959,13.66019
"41","2020_Q2",44.7068253968254,"Down",1.601e+09,-1.295e+09,3.06e+08,-2.32e+08,-1.79e+08,-2.1e+07,-3.2e+07,7.4e+07,-2.3e+07,-2.7e+07,5.1e+07,-8.93e+08,-2.4e+07,1e+06,-9.16e+08,-9.16e+08,-1e+06,-9.17e+08,-9.17e+08,2.34e+08,2.34e+08,9.31e+08,9.31e+08,1.062e+09,1.05e+08,1.05e+08,2.332e+09,3.747e+09,3.072e+09,1.655e+09,9.59e+08,3.1e+07,4.27e+08,6.819e+09,9.151e+09,1.43e+09,3.213e+09,9.82e+08,2.74e+08,7.08e+08,4.195e+09,5.625e+09,4.047e+09,-1.21e+09,1.376e+09,-7.26e+08,3.487e+09,3.9e+07,3.526e+09,9.151e+09,3.213e+09,0.19113,0.04622,-0.57277,-0.26007,-0.10021,1.63077,1.59529,0.35111,-8.42831,-8.42831,14.71507,32.04963,-0.09737,40.25676
"42","2020_Q3",61.7153125,"Up",1.625e+09,-1.282e+09,3.43e+08,-1.75e+08,-1.51e+08,-1.8e+07,-6e+06,1.68e+08,-3.3e+07,-3.6e+07,1.35e+08,1.35e+08,-3.9e+07,-1e+06,9.5e+07,9.5e+07,1e+06,95999999.9999996,95999999.9999996,5.82e+08,5.82e+08,9.86e+08,9.86e+08,9.51e+08,8.5e+07,8.5e+07,2.604e+09,3.716e+09,3.05e+09,1.65e+09,9.66e+08,3.2e+07,4.02e+08,6.766e+09,9.37e+09,1.393e+09,3.314e+09,1e+09,3.04e+08,6.96e+08,4.314e+09,5.707e+09,4.055e+09,-1.201e+09,1.445e+09,-6.75e+08,3.624e+09,3.9e+07,3.663e+09,9.37e+09,3.314e+09,0.21108,0.10338,0.0590800000000001,0.02621,0.01025,1.86935,1.55801,0.35368,0.883979999999996,0.883980000000001,14.96317,33.37017,0.01302,16.2619
"43","2020_Q4",70.35296875,"Up",1.904e+09,-1.427e+09,4.77e+08,-1.85e+08,-1.63e+08,-2e+07,-2e+06,2.92e+08,-3.1e+07,-3.5e+07,2.61e+08,2.61e+08,-5.6e+07,1e+06,2.06e+08,2.06e+08,2175021.74542564,2.06e+08,2.06e+08,6.47e+08,6.47e+08,1.016e+09,1.016e+09,8.86e+08,8.4e+07,8.4e+07,2.633e+09,3.717e+09,3.048e+09,1.655e+09,9.76e+08,3.3e+07,3.84e+08,6.765e+09,9.398e+09,1.351e+09,3.126e+09,1.029e+09,3.42e+08,6.87e+08,4.155e+09,5.506e+09,4.065e+09,-1.2e+09,1.625e+09,-6.38e+08,3.852e+09,4e+07,3.892e+09,9.398e+09,3.126e+09,0.25053,0.15336,0.10819,0.05293,0.02192,1.94893,1.4147,0.33262,1.89512,1.89512,17.5161,35.43698,0.02469,8.48973
"44","2021_Q1",81.3370491803279,"Up",1.925e+09,-1.441e+09,4.84e+08,-2.12e+08,-1.71e+08,-2.3e+07,-1.8e+07,2.72e+08,-3.1e+07,-3.4e+07,2.41e+08,2.41e+08,-1e+07,-1e+06,2.3e+08,2.3e+08,2e+06,2.32e+08,2.32e+08,7.17e+08,7.17e+08,9.19e+08,9.19e+08,8.55e+08,1.15e+08,1.15e+08,2.606e+09,3.809e+09,3.066e+09,1.667e+09,9.89e+08,2.8e+07,3.82e+08,6.875e+09,9.481e+09,1.44e+09,3.126e+09,9.74e+08,3.32e+08,3.12e+08,4.1e+09,5.54e+09,4.06e+09,-1.4e+09,1.829e+09,-5.88e+08,3.901e+09,4e+07,3.941e+09,9.481e+09,3.126e+09,0.25143,0.1413,0.12052,0.05887,0.02447,1.80972,1.40573,0.32971,2.1422,2.1422,17.7747,36.02031,0.03209,8.85662
"45","2021_Q2",97.1531746031746,"Up",1.915e+09,-1.471e+09,4.44e+08,-1.94e+08,-1.74e+08,-2e+07,-35513453.921991,2.5e+08,1.8e+07,-3.3e+07,2.68e+08,2.68e+08,-5.9e+07,1e+06,2.1e+08,2.1e+08,1954351.77452223,2.1e+08,2.1e+08,6.05e+08,6.05e+08,1.167e+09,1.167e+09,8.54e+08,1.12e+08,1.12e+08,2.738e+09,3.758e+09,3.064e+09,1.647e+09,9.8e+08,2.8e+07,4.09e+08,6.822e+09,9.56e+09,1.467e+09,3.145e+09,9.81e+08,3.41e+08,4.87e+08,4.126e+09,5.593e+09,4.057e+09,-1.52e+09,2.011e+09,-6.2e+08,3.928e+09,3.9e+07,3.967e+09,9.56e+09,3.145e+09,0.23185,0.13055,0.10966,0.05294,0.02197,1.86639,1.40988,0.32897,1.99241,1.98113,18.16888,37.26755,0.03274,10.16
"46","2021_Q3",91.65921875,"Down",2.239e+09,-1.621e+09,6.18e+08,-2.1e+08,-1.88e+08,-2.2e+07,-38551271.8959879,4.08e+08,-1.3e+07,-3.3e+07,3.95e+08,3.95e+08,-9.7e+07,0,2.98e+08,2.98e+08,1830707.27353104,2.98e+08,2.98e+08,8.88e+08,8.88e+08,1.226e+09,1.226e+09,8.87e+08,1.23e+08,1.23e+08,3.124e+09,3.791e+09,3.062e+09,1.634e+09,9.85e+08,3.3e+07,4.1e+08,6.853e+09,9.977e+09,1.637e+09,3.144e+09,1.04e+09,3.7e+08,5.17e+08,4.184e+09,5.821e+09,4.065e+09,-1.637e+09,2.282e+09,-5.93e+08,4.117e+09,3.9e+07,4.156e+09,9.977e+09,3.144e+09,0.27602,0.18222,0.1331,0.0717,0.02987,1.90837,1.40063,0.31512,2.82732,2.81132,21.24288,39.06072,0.03573,5.52941
"47","2021_Q4",88.7140625,"Down",2.213e+09,-1.617e+09,5.96e+08,-2.07e+08,-1.86e+08,-2.1e+07,-9563453.92199096,3.89e+08,-2.6e+07,-3.1e+07,3.63e+08,3.54e+08,-9.4e+07,-1e+06,2.59e+08,2.59e+08,1e+06,2.6e+08,2.6e+08,9.2e+08,9.2e+08,1.141e+09,1.141e+09,9.49e+08,1.33e+08,1.33e+08,3.143e+09,3.767e+09,3.071e+09,1.629e+09,9.95e+08,3.9e+07,4.08e+08,6.838e+09,9.981e+09,1.686e+09,2.958e+09,1.088e+09,3.97e+08,4.15e+08,4.046e+09,5.732e+09,4.077e+09,-1.799e+09,2.515e+09,-5.83e+08,4.21e+09,3.9e+07,4.249e+09,9.981e+09,2.958e+09,0.26932,0.17578,0.11749,0.06119,0.02605,1.86418,1.34902,0.29636,2.49042,2.47148,21.19732,40.32567,0.03448,5.23907
"48","2022_Q1",90.3033870967742,"Up",2.131e+09,-1.572e+09,5.59e+08,-1.68e+08,-2.09e+08,-2.8e+07,6.9e+07,3.91e+08,-9.5e+07,-2.9e+07,2.96e+08,2.96e+08,-6.9e+07,1e+06,2.28e+08,2.28e+08,-1e+06,2.27e+08,2.27e+08,9.59e+08,9.59e+08,9.39e+08,9.39e+08,1.078e+09,1.21e+08,1.21e+08,3.097e+09,3.873e+09,3.045e+09,1.617e+09,9.9e+08,3.1e+07,4.07e+08,6.918e+09,1.0015e+10,1.697e+09,2.96e+09,1.023e+09,3.76e+08,4.13e+08,3.983e+09,5.68e+09,4.093e+09,-1.922e+09,2.706e+09,-5.81e+08,4.296e+09,3.9e+07,4.335e+09,1.0015e+10,2.96e+09,0.26232,0.18348,0.10652,0.05236,0.02267,1.82499,1.31027,0.29556,2.24975,2.23206,21.11992,42.57681,0.03054,5.11765
"49","2022_Q2",87.0035483870968,"Down",2.346e+09,-1.727e+09,6.19e+08,-2.07e+08,-1.84e+08,-2.3e+07,214689089.869985,4.12e+08,2e+06,-2.8e+07,4.14e+08,4.14e+08,-1.07e+08,2347706.43660955,3.07e+08,3.07e+08,-3e+06,3.04e+08,3.04e+08,7.48e+08,7.48e+08,1.395e+09,1.395e+09,1.147e+09,1.41e+08,1.41e+08,3.431e+09,3.825e+09,3.06e+09,1.606e+09,9.83e+08,3e+07,4.41e+08,6.885e+09,1.0316e+10,1.999e+09,2.959e+09,9.93e+08,3.76e+08,3.89e+08,3.952e+09,5.951e+09,4.092e+09,-2.144e+09,2.974e+09,-5.81e+08,4.341e+09,2.4e+07,4.365e+09,1.0316e+10,2.959e+09,0.26385,0.17562,0.12958,0.06964,0.02947,1.71636,1.36334,0.28684,3.01288,2.98918,23.25074,43.02279,0.04076,5.3665
"50","2022_Q3",83.12921875,"Down",2.601e+09,-1.867e+09,7.34e+08,-2.25e+08,-2.01e+08,-2.4e+07,445053815.687964,5.09e+08,-4.6e+07,-2.6e+07,4.63e+08,4.63e+08,-1.19e+08,-1e+06,3.43e+08,3.43e+08,0,3.43e+08,3.43e+08,8.1e+08,8.1e+08,1.358e+09,1.358e+09,1.254e+09,2.67e+08,1.86e+08,3.689e+09,3.684e+09,3.17e+09,1.614e+09,1.079e+09,2.1e+07,4.56e+08,6.854e+09,1.0543e+10,1.974e+09,2.989e+09,9.93e+08,3.76e+08,4.01e+08,3.982e+09,5.956e+09,4.108e+09,-2.222e+09,3.282e+09,-6.28e+08,4.54e+09,4.7e+07,4.587e+09,1.0543e+10,2.989e+09,0.2822,0.19569,0.13187,0.07478,0.03253,1.86879,1.29845,0.28351,3.51434,3.48577,26.64959,46.51639,0.04411,4.28094
