"","YQ","p","d","revenue","operating_expenses","selling_general_administrative","research_development","depreciation_amortization","operating_income_loss","non_operating_income_loss","other_non_operating_income_loss","pretax_income_loss_adj","abnormal_gains_losses","pretax_income_loss","income_tax_expense_benefit_net","income_loss_from_continuing_operations","income_loss_incl_minority_interest","net_income","net_income_common","cash_cash_equivalents_short_term_investments","cash_cash_equivalents","accounts_notes_receivable","accounts_receivable_net","other_short_term_assets","misc_short_term_assets","total_current_assets","property_plant_equipment_net","other_long_term_assets","goodwill","misc_long_term_assets","total_noncurrent_assets","total_assets","payables_accruals","accounts_payable","other_short_term_liabilities","misc_short_term_liabilities","total_current_liabilities","long_term_debt","other_long_term_liabilities","misc_long_term_liabilities","total_noncurrent_liabilities","total_liabilities","share_capital_additional_paid_in_capital","retained_earnings","other_equity","equity_before_minority_interest","total_equity","total_liabilities_equity","net_income_starting_line","net_income_2","depreciation_amortization_2","non_cash_items","change_in_working_capital","net_cash_from_operating_activities","change_in_fixed_assets_intangibles","net_cash_from_investing_activities","dividends_paid","other_financing_activities","net_cash_from_financing_activities","net_cash_before_disc_operations_and_fx","net_cash_before_fx","effect_of_foreign_exchange_rates","net_change_in_cash","ebitda","total_debt","free_cash_flow","operating_margin","net_profit_margin","return_on_equity","return_on_assets","free_cash_flow_to_net_income","current_ratio","liabilities_to_equity_ratio","debt_ratio","earnings_per_share_basic","earnings_per_share_diluted","sales_per_share","equity_per_share","free_cash_flow_per_share","dividends_per_share","return_on_invested_capital","cash_return_on_invested_capital","dividend_payout_ratio","net_debt_ebitda","net_debt_ebit"
"22","2015_Q3",35.04875,"Down",3.393e+09,-3.472e+09,-2.075e+09,-5.62e+08,-8.14e+08,-78999999.9999995,-1.16e+08,9e+06,-1.95e+08,-4.284e+09,-4.479e+09,1.686e+09,-2.793e+09,-2.793e+09,-2.816e+09,-2.816e+09,1.725e+09,1.725e+09,1.602e+09,1.602e+09,1.403e+09,4.7e+08,4.73e+09,2.7824e+10,8.052e+09,6.349e+09,1.703e+09,3.5876e+10,4.0606e+10,1.035e+09,1.035e+09,2.293e+09,1.947e+09,3.998e+09,1.1375e+10,5.082e+09,2.173e+09,1.6457e+10,2.0455e+10,4.777e+09,1.0018e+10,5.28e+08,1.5323e+10,2.0151e+10,4.0606e+10,-2.793e+09,-2.793e+09,8.14e+08,3.377e+09,-3.05e+08,1.093e+09,-1.439e+09,-1.439e+09,-9.8e+07,-5.9e+07,2.1e+08,-1.36e+08,-1.36e+08,3e+06,-1.33e+08,7.35e+08,1.2045e+10,-2.695e+09,-0.02328,-0.82994,-0.13974,-0.06935,0.95703,1.18309,1.01509,0.29663,-6.93596,-6.93596,8.35714,37.74138,-6.63793,0.24138,-0.07291,-0.07229,-0.0348,14.04082,-130.63291
"23","2015_Q4",31.5325,"Down",3.601e+09,-3.103e+09,-1.835e+09,-5.1e+08,-7.44e+08,4.98e+08,-1.79e+08,-4.3e+07,3.19e+08,-5.942e+09,-5.623e+09,1.714e+09,-3.909e+09,-3.909e+09,-3.507e+09,-3.507e+09,1.787e+09,1.787e+09,1.318e+09,1.318e+09,1.193e+09,4.95e+08,4.298e+09,2.2775e+10,7.278e+09,5.775e+09,1.503e+09,3.0053e+10,3.4351e+10,9.4e+08,9.4e+08,2.061e+09,1.8e+09,3.501e+09,1.14e+10,3.528e+09,2.195e+09,1.4928e+10,1.8429e+10,4.814e+09,6.413e+09,3.21e+08,1.1548e+10,1.5922e+10,3.4351e+10,-3.909e+09,-3.909e+09,7.44e+08,4.56e+09,1.55e+08,1.55e+09,-1.166e+09,-1.166e+09,-9.9e+07,-5.7e+07,-3e+08,8.4e+07,8.4e+07,-2.2e+07,6.2e+07,1.242e+09,1.19e+10,-1.483e+09,0.13829,-0.9739,-0.22026,-0.10209,0.42287,1.22765,1.15746,0.34642,-8.63793,-8.63793,8.86946,28.44335,-3.65271,0.24384,-0.10871,-0.0473,-0.02823,8.14251,20.30723
"24","2016_Q1",18.8627868852459,"Down",2.886e+09,-2.36e+09,-2.054e+09,1.174e+09,-1.534e+09,-1.913e+09,-3.59e+08,-2.18e+08,-2.272e+09,-1.86e+09,-4.132e+09,7.78e+08,-3.354e+09,-3.354e+09,-2.974e+09,-2.974e+09,2.31e+09,2.31e+09,1.105e+09,1.105e+09,6.06e+08,6.06e+08,4.021e+09,1.9068e+10,6.362e+09,5.032e+09,1.33e+09,2.543e+10,2.9451e+10,9.06e+08,9.06e+08,1.413e+09,1.413e+09,3.295e+09,1.2056e+10,3.111e+09,2.223e+09,1.5167e+10,1.8462e+10,5.038e+09,1.781e+09,2.3e+08,7.049e+09,1.0989e+10,2.9451e+10,-3.354e+09,-3.354e+09,1.534e+09,2.624e+09,-2.16e+08,5.88e+08,-1.063e+09,-1.063e+09,-1e+08,-9.8e+07,1.01e+09,5.35e+08,5.35e+08,-1.2e+07,5.23e+08,-3.79e+08,1.3032e+10,-2.436e+09,-0.66286,-1.03049,-0.27063,-0.10098,0.8191,1.22033,1.68004,0.4425,-7.25366,-7.25366,7.03902,17.19268,-5.94146,0.2439,-0.10593,-0.08978,-0.03362,-28.29024,-5.60480999999999
"25","2016_Q2",26.48203125,"Up",2.126e+09,-2.266e+09,-1.26e+09,-4.44e+08,-5.42e+08,-1.4e+08,-1.85e+08,-2.1e+07,-3.25e+08,-3.36e+09,-3.685e+09,2.17e+08,-3.468e+09,-3.468e+09,-3.056e+09,-3.056e+09,1.635e+09,1.635e+09,1.023e+09,1.023e+09,2.92e+08,2.14e+08,2.95e+09,1.9264e+10,6.423e+09,4.159e+09,2.264e+09,2.5687e+10,2.8637e+10,6.4e+08,6.4e+08,1.61e+09,1.61e+09,2.6e+09,1.2195e+10,3.334e+09,2.603e+09,1.5529e+10,1.8129e+10,7.553e+09,-1.4e+09,2.57e+08,6.41e+09,1.0508e+10,2.8637e+10,-3.468e+09,-3.468e+09,5.42e+08,2.85e+09,2.4e+08,1.64e+08,-2.358e+09,-2.358e+09,-1.25e+08,6.38e+08,1.493e+09,-7.01e+08,-7.01e+08,2.6e+07,-6.75e+08,4.02e+08,1.2545e+10,-1.933e+09,-0.06585,-1.43744,-0.29083,-0.10672,0.63253,1.13462,1.72526,0.43807,-6.44726,-6.44726,4.48523,13.52321,-4.07806,0.26371,-0.11108,-0.07326,-0.0409,27.1393,-77.92857
"26","2016_Q3",31.745625,"Up",2.488e+09,-2.389e+09,-1.485e+09,-4.16e+08,-4.84e+08,98999999.9999998,-2.48e+08,-8.5e+07,-1.49e+08,-1.596e+09,-1.745e+09,1.82e+08,-1.563e+09,-1.563e+09,-1.57e+09,-1.57e+09,1.723e+09,1.723e+09,1.167e+09,1.167e+09,1.092e+09,3.64e+08,3.982e+09,1.6815e+10,6.447e+09,4.159e+09,2.288e+09,2.3262e+10,2.7244e+10,5.45e+08,5.45e+08,2.034e+09,2.034e+09,2.929e+09,1.2357e+10,3.039e+09,2.484e+09,1.5396e+10,1.8325e+10,7.552e+09,-2.97e+09,2.65e+08,4.847e+09,8.919e+09,2.7244e+10,-1.563e+09,-1.563e+09,4.84e+08,1.559e+09,-1.61e+08,3.19e+08,-3.09e+08,-3.09e+08,-3.3e+07,-37000000.0000001,9e+07,1e+08,1e+08,-1.2e+07,88000000.0000002,5.83e+08,1.2707e+10,-6.9e+07,0.0397900000000001,-0.63103,-0.17603,-0.05763,0.0439500000000002,1.35951,2.0546,0.46641,-3.03089,-3.03089,4.80309,9.35714,-0.1332,0.06371,-0.06232,-0.0028,-0.02102,18.84048,110.94949
"27","2016_Q4",34.5846031746032,"Up",4.233e+09,-2.387e+09,-1.621e+09,-3.55e+08,-3.94e+08,1.846e+09,-2.87e+08,-4.4e+07,1.559e+09,-3.81e+08,1.178e+09,-1.71e+08,1.007e+09,1.007e+09,9.93e+08,9.93e+08,2.385e+09,2.385e+09,1.092e+09,1.092e+09,9.74e+08,2.57e+08,4.451e+09,1.6169e+10,6.193e+09,3.963e+09,2.23e+09,2.2362e+10,2.6813e+10,5.29e+08,5.29e+08,1.972e+09,1.972e+09,2.851e+09,1.1004e+10,2.897e+09,2.266e+09,1.3901e+10,1.6752e+10,7.539e+09,-1.977e+09,2.78e+08,5.84e+09,1.0061e+10,2.6813e+10,1.007e+09,1.007e+09,3.94e+08,-7.86e+08,1.46e+08,7.61e+08,1.256e+09,1.256e+09,-3.2e+07,4.3e+07,-1.346e+09,6.71e+08,6.71e+08,-9e+06,6.62e+08,2.24e+09,1.1354e+10,3.813e+09,0.4361,0.23459,0.0987,0.03703,3.83988,1.56121,1.66504,0.42345,1.91699,1.90595,8.17181,11.27413,7.361,0.06178,0.04216,0.15684,0.03223,4.00402,4.85861
"28","2017_Q1",34.4814516129032,"Down",1.457e+09,-1.667e+09,-2.032e+09,1e+09,-6.76e+08,-2.013e+09,-5.62e+08,-2.25e+08,-2.575e+09,5.51e+09,2.935e+09,-3.69e+08,2.566e+09,2.566e+09,2.577e+09,2.577e+09,1.959e+09,1.959e+09,1.356e+09,1.356e+09,4.57e+08,2.64e+08,3.772e+09,2.0533e+10,4.37e+09,2.383e+09,1.987e+09,2.4903e+10,2.8675e+10,6.42e+08,6.42e+08,1.974e+09,1.974e+09,2.616e+09,1.0154e+10,3.183e+09,2.12e+09,1.3337e+10,1.5953e+10,7.289e+09,-68999999.9999998,1.054e+09,8.274e+09,1.2722e+10,2.8675e+10,2.566e+09,2.566e+09,6.76e+08,-2.839e+09,-1.66e+08,2.37e+08,8.36e+08,8.36e+08,-3.1e+07,-1.98e+08,-1.433e+09,-3.6e+08,-3.6e+08,-6.6e+07,-4.26e+08,-1.337e+09,1.0154e+10,-2.98e+08,-1.38161,1.7687,0.20256,0.08987,-0.11564,1.4419,1.25397,0.35411,4.9749,5.00388,2.81274,15.97297,-0.575289999999998,0.05985,0.10008,-0.0114400000000001,0.01203,-6.12939,-4.07104
"29","2017_Q2",28.7188888888889,"Down",3.551e+09,-2.668e+09,-2.045e+09,-9.5e+07,-5.28e+08,4.26e+08,-9.7e+07,3.1e+07,3.29e+08,-4e+06,3.25e+08,-8e+06,3.17e+08,3.17e+08,3.03e+08,3.03e+08,2.119e+09,2.119e+09,1.32e+09,1.32e+09,3.36e+08,3.36e+08,3.775e+09,1.6421e+10,5.938e+09,3.964e+09,1.974e+09,2.2359e+10,2.6134e+10,6.38e+08,6.38e+08,1.832e+09,1.832e+09,2.47e+09,1.0381e+10,2.361e+09,1.71e+09,1.2742e+10,1.5212e+10,7.26e+09,-1.081e+09,2.87e+08,6.466e+09,1.0922e+10,2.6134e+10,3.17e+08,3.17e+08,5.28e+08,-1.38e+08,3.6e+07,7.43e+08,-6.41e+08,-4.51e+08,-3.2e+07,-6.8e+07,-1.24e+08,1.68e+08,1.68e+08,-8e+06,1.6e+08,9.54e+08,1.0381e+10,3.57e+08,0.11997,0.08533,0.02774,0.01159,1.17822,1.52834,1.39279,0.39722,0.58382,0.58046,6.842,12.45857,0.68786,0.06166,0.01416,0.01509,0.10561,8.66038,19.39437
"30","2017_Q3",25.5015873015873,"Down",1.014e+09,-3.57e+08,-5.9e+07,-57000000.0000001,-2.41e+08,2.02e+08,-41000000.0000001,-9e+06,1.61e+08,3.4e+07,1.95e+08,8000000.00000003,2.03e+08,2.45e+08,2.19e+08,2.19e+08,2.369e+09,2.369e+09,1.248e+09,1.248e+09,4.69e+08,4.69e+08,4.086e+09,1.6822e+10,5.906e+09,3.964e+09,1.942e+09,2.2728e+10,2.6814e+10,6.92e+08,6.92e+08,1.84e+09,1.84e+09,2.532e+09,1.0558e+10,2.394e+09,1.735e+09,1.2952e+10,1.5484e+10,7.264e+09,-6.56e+08,2.91e+08,6.899e+09,1.133e+10,2.6814e+10,2.03e+08,2.45e+08,2.41e+08,-1.29e+08,9.7e+07,4.12e+08,-1.16e+08,-3.06e+08,-3.3e+07,1.2e+07,2999999.99999988,1.09e+08,2.42e+08,7999999.99999999,2.5e+08,4.43e+08,1.0558e+10,4.16e+08,0.19921,0.21598,0.01933,0.00817,1.89954,1.61374,1.36664,0.39375,0.421150000000001,0.41874,1.95,13.26731,0.8,0.06346,0.01038,0.01713,0.15068,18.48533,40.5396
"31","2017_Q4",29.8268253968254,"Up",1.933e+09,-1.44e+09,-1.013e+09,-5.7e+07,-3.7e+08,4.5e+07,-8e+06,7e+07,3.7e+07,1.7e+08,2.07e+08,-1.3e+07,1.94e+08,2.12e+08,1.93e+08,1.93e+08,2.781e+09,2.781e+09,1.462e+09,1.462e+09,3.79e+08,3.79e+08,4.622e+09,1.7082e+10,5.855e+09,3.964e+09,1.891e+09,2.2937e+10,2.7559e+10,7.97e+08,7.97e+08,2.015e+09,2.015e+09,2.832e+09,1.0383e+10,2.41e+09,1.745e+09,1.2793e+10,1.5625e+10,7.26e+09,-4.28e+08,2.97e+08,7.129e+09,1.1934e+10,2.7559e+10,1.94e+08,2.12e+08,3.7e+08,-5.1e+07,-1.2e+07,5.01e+08,-1.93e+08,-1.93e+08,-3e+07,-1e+06,-3.1e+07,2.77e+08,4.73e+08,1.2e+07,4.85e+08,4.15e+08,1.0403e+10,2.23e+08,0.02328,0.09984,0.01617,0.007,1.15544,1.63206,1.30928,0.37748,0.37115,0.36902,3.71731,13.70962,0.42885,0.05769,0.00901,0.00901,0.15544,18.36627,169.37778
"32","2018_Q1",28.9775409836066,"Down",7.451e+09,-6.591e+09,-5.485e+09,-1.71e+08,-9.35e+08,3.97e+08,-2.28e+08,3.2e+07,1.69e+08,0,1.69e+08,1.95e+08,3.64e+08,3.04e+08,1.83e+08,1.83e+08,2.642e+09,2.642e+09,9.89e+08,9.89e+08,1.16e+09,4e+08,4.791e+09,1.4584e+10,1.0866e+10,8.41e+08,1.0025e+10,2.545e+10,3.0241e+10,6.33e+08,6.33e+08,2.567e+09,2.567e+09,3.315e+09,6.749e+09,6.073e+09,5.584e+09,1.2822e+10,1.6137e+10,7.386e+09,7.02e+08,1.166e+09,9.254e+09,1.4104e+10,3.0241e+10,3.64e+08,3.04e+08,9.35e+08,8.2e+07,-1.4e+08,1.241e+09,-1.438e+09,-1.248e+09,-3.2e+07,1.85e+08,1.61e+08,1.54e+08,-1.75e+08,-6e+06,-1.81e+08,1.332e+09,6.864e+09,-4.41e+08,0.05328,0.02456,0.01298,0.00605,-2.40984,1.44525,1.14414,0.22698,0.35125,0.34924,14.30134,17.762,-0.84645,0.06142,0.00795,-0.01631,0.17486,3.16967,10.63476
"33","2018_Q2",30.64578125,"Up",3.81e+09,-3.01e+09,-2.44e+09,-3.3e+07,-5.37e+08,2.57e+08,-4.5e+08,-1.9e+07,-1.93e+08,1.2e+07,-1.81e+08,2.8e+07,-1.53e+08,-1.53e+08,-1.97e+08,-1.97e+08,1.424e+09,1.424e+09,1.695e+09,1.695e+09,5.16e+08,5.16e+08,3.635e+09,2.1383e+10,4.298e+09,2.383e+09,1.915e+09,2.5681e+10,2.9316e+10,8.62e+08,8.62e+08,2.266e+09,2.266e+09,3.482e+09,9.628e+09,2.481e+09,1.708e+09,1.2109e+10,1.5591e+10,7.322e+09,4.73e+08,1.122e+09,8.905e+09,1.3725e+10,2.9316e+10,-1.53e+08,-1.53e+08,5.37e+08,4.14e+08,6e+06,8.04e+08,-7.9e+08,-7.9e+08,-3.2e+07,-4.25e+08,-1.213e+09,-1.199e+09,-1.199e+09,-1.5e+07,-1.214e+09,7.94e+08,9.982e+09,-1.8e+07,0.06745,-0.05171,-0.01435,-0.00672,0.09137,1.04394,1.13596,0.3405,-0.37885,-0.37885,7.32692,17.125,-0.03462,0.06154,-0.0063,-0.00069,-0.16244,10.77834,33.29961
"34","2018_Q3",33.7204761904762,"Up",6.37e+08,-2.95e+08,5.5e+07,-6.8e+07,-2.82e+08,-2.3e+08,-4.4e+07,-2.6e+07,-2.74e+08,-2.71e+08,-5.45e+08,1.3e+07,-5.32e+08,-3.35e+08,-4.25e+08,-4.25e+08,1.46e+09,1.46e+09,1.141e+09,1.141e+09,1.1219e+10,4.55e+08,1.382e+10,1.4121e+10,1.218e+09,8.41e+08,3.77e+08,1.5339e+10,2.9159e+10,7.71e+08,7.71e+08,7.329e+09,7.329e+09,8.377e+09,5.79e+09,2.144e+09,1.712e+09,7.934e+09,1.6311e+10,6.939e+09,6e+06,1.091e+09,8.014e+09,1.2848e+10,2.9159e+10,-5.32e+08,-3.35e+08,2.82e+08,4.39e+08,-1.14e+08,7.5e+07,1.28e+08,1.28e+08,-4.2e+07,76999999.9999999,-5.15e+08,-3.12e+08,-1.72e+08,2.27e+08,5.5e+07,5.2e+07,6.067e+09,5.3e+07,-0.36107,-0.66719,-0.03308,-0.01458,-0.12471,1.64976,1.26954,0.20807,-0.82524,-0.82524,1.23689,15.56117,0.10291,0.08155,-0.01819,0.00252,-0.09882,88.59615,-20.03043
"35","2018_Q4",24.397619047619,"Down",2.579e+09,-1.812e+09,-1.364e+09,-3.2e+07,-4.16e+08,2.13e+08,-4.4e+07,3.1e+07,1.69e+08,-7e+06,1.62e+08,1.38e+08,3e+08,2.563e+09,2.537e+09,2.537e+09,3.102e+09,3.102e+09,1.226e+09,1.226e+09,4.29e+08,4.29e+08,4.757e+09,1.4202e+10,1.213e+09,8.41e+08,3.72e+08,1.5415e+10,2.0172e+10,7.77e+08,7.77e+08,2.19e+09,2.19e+09,3.224e+09,5.791e+09,2.259e+09,1.716e+09,8.05e+09,1.1274e+10,5.264e+09,2.505e+09,1.164e+09,8.898e+09,8.898e+09,2.0172e+10,3e+08,2.563e+09,4.16e+08,1.42e+08,-5.1e+07,8.07e+08,-5.28e+08,-5.28e+08,-3.8e+07,-3e+06,-1.76e+09,-1.481e+09,1.586e+09,1e+07,1.596e+09,6.29e+08,6.048e+09,-8.8e+07,0.08259,0.98371,0.28512,0.12577,-0.03469,1.4755,1.26703,0.29982,5.22016,5.18814,5.30658,18.30864,-0.18107,0.07819,0.14967,-0.00511,0.01498,4.68362,13.83099
"36","2019_Q1",22.2555737704918,"Down",1.87e+09,-1.134e+09,-1.146e+09,5e+06,6999999.99999994,1.252e+09,-3.5e+07,2.1e+07,1.217e+09,2.91e+08,1.508e+09,-4.09e+08,1.099e+09,1.149e+09,1.149e+09,1.149e+09,2.414e+09,2.414e+09,8.85e+08,8.85e+08,1.138e+09,9.41e+08,4.437e+09,1.3935e+10,1.194e+09,8.41e+08,3.53e+08,1.5129e+10,1.9566e+10,6.62e+08,6.62e+08,1.402e+09,1.402e+09,2.226e+09,5.785e+09,2.369e+09,1.492e+09,8.154e+09,1.038e+10,4.531e+09,3.65e+09,1.027e+09,9.186e+09,9.186e+09,1.9566e+10,1.099e+09,1.149e+09,-6999999.99999994,-1.196e+09,999999.99999997,-1.03e+08,-4.81e+08,-4.81e+08,-3.7e+07,3.05e+08,-8.89e+08,-1.473e+09,-4.53e+08,-2.22e+08,-6.75e+08,1.245e+09,5.947e+09,1.174e+09,0.66952,0.61444,0.12508,0.05872,1.02176,1.99326,1.12998,0.30395,2.52527,2.47629,4.10989,20.18901,2.58022,0.08132,0.06776,0.06708,0.0322,2.83775,2.82188
"37","2019_Q2",23.7368253968254,"Up",1.501e+09,-1.384e+09,-9.12e+08,-1.3e+07,-4.59e+08,-3.89e+08,-2.8e+07,4.5e+07,-4.17e+08,-1e+07,-4.27e+08,1.1e+08,-3.17e+08,-3.17e+08,-3.17e+08,-3.17e+08,1.327e+09,1.327e+09,1.038e+09,1.038e+09,3.38e+08,3.38e+08,2.703e+09,1.3864e+10,1.51e+09,8.41e+08,6.69e+08,1.5374e+10,1.8077e+10,6.03e+08,6.03e+08,1.365e+09,1.365e+09,1.968e+09,5.786e+09,2.466e+09,1.694e+09,8.252e+09,1.022e+10,3.56e+09,3.28e+09,1.064e+09,7.857e+09,7.857e+09,1.8077e+10,-3.17e+08,-3.17e+08,4.59e+08,5.37e+08,-3.02e+08,3.77e+08,-2.48e+08,-2.48e+08,-3.4e+07,-2.6e+07,-1.221e+09,-1.092e+09,-1.092e+09,1e+06,-1.091e+09,7e+07,5.786e+09,-5.9e+08,-0.25916,-0.21119,-0.04035,-0.01754,1.8612,1.37348,1.30075,0.32008,-0.74065,-0.74065,3.50701,18.35748,-1.3785,0.07944,-0.01757,-0.03663,-0.10726,63.7,-11.46272
"38","2019_Q3",20.05890625,"Down",1.648e+09,-1.113e+09,-8e+08,2e+06,-3.15e+08,3.05e+08,-8.9e+07,-3.6e+07,2.16e+08,-8e+06,2.08e+08,-70999999.9999999,1.37e+08,4.95e+08,4.95e+08,4.95e+08,3.47e+09,3.47e+09,8.42e+08,8.42e+08,8.55e+08,7.24e+08,5.167e+09,1.0037e+10,1.445e+09,8.41e+08,6.04e+08,1.1482e+10,1.6649e+10,5.22e+08,5.22e+08,2.945e+09,1.051e+09,3.467e+09,4.294e+09,1.894e+09,1.411e+09,6.188e+09,9.655e+09,3.393e+09,3.738e+09,-1.17e+08,6.994e+09,6.994e+09,1.6649e+10,1.37e+08,4.95e+08,3.15e+08,-2.2e+07,1.59e+08,5.89e+08,-4.32e+08,-4.32e+08,-3.7e+07,4e+06,-2.19e+08,-6.2e+07,2.46e+09,3.8e+07,2.498e+09,6.2e+08,4.294e+09,4.18e+08,0.18507,0.30036,0.07077,0.02973,0.84444,1.49034,1.38047,0.25791,1.20732,1.20732,4.01951,17.05854,1.01951,0.09024,0.04036,0.03171,0.07475,1.32902999999998,2.70164
"39","2019_Q4",18.11484375,"Down",1.482e+09,-1.15e+09,-7.91e+08,-1.8e+07,-3.41e+08,1.95e+08,-5.7e+07,3e+06,1.38e+08,-7e+06,1.31e+08,-4.2e+07,8.9e+07,1.09e+08,1.09e+08,1.09e+08,1.375e+09,1.375e+09,7.87e+08,7.87e+08,6.84e+08,6.63e+08,2.846e+09,1.0177e+10,1.371e+09,8.41e+08,5.3e+08,1.1548e+10,1.4394e+10,5.13e+08,5.13e+08,1.145e+09,9.73e+08,1.658e+09,4.295e+09,1.899e+09,1.376e+09,6.194e+09,7.852e+09,2.854e+09,3.812e+09,-1.16e+08,6.542e+09,6.542e+09,1.4394e+10,8.9e+07,1.09e+08,3.41e+08,2.5e+07,4.3e+07,4.98e+08,-5.03e+08,-5.03e+08,-3.5e+07,-1e+06,-5.97e+08,-6.02e+08,-2.158e+09,-3.9e+07,-2.197e+09,5.36e+08,4.295e+09,1.18e+08,0.13158,0.07355,0.01666,0.00757,1.08257,1.71653,1.20024,0.29839,0.28021,0.28021,3.80977,16.81748,0.30334,0.08997,0.01131,0.00927,0.3211,5.44776,14.97436
"40","2020_Q1",14.6016129032258,"Down",1.589e+09,-1.195e+09,-7.84e+08,-2.9e+07,-3.82e+08,7e+07,-8e+07,-2.66e+08,-1e+07,-11000000.0000001,-2.1e+07,3.3e+07,11999999.9999999,-6.4e+08,-6.42e+08,-6.42e+08,1.844e+09,1.844e+09,8.32e+08,8.32e+08,1.175e+09,2.32e+08,3.851e+09,8.593e+09,1.273e+09,7.53e+08,5.2e+08,9.866e+09,1.3717e+10,4.28e+08,4.28e+08,1.499e+09,1.04e+09,1.927e+09,4.294e+09,1.576e+09,1.235e+09,5.87e+09,7.797e+09,2.773e+09,3.148e+09,-1.19e+08,5.802e+09,5.92e+09,1.3717e+10,11999999.9999999,-6.4e+08,3.82e+08,1.67e+08,1.8e+07,5.79e+08,-3.68e+08,-3.68e+08,-3.4e+07,1.13e+08,-2.4e+07,1.87e+08,1.88e+08,-84020652.7827875,1.88e+08,4.52e+08,4.294e+09,68999999.9999999,0.04405,-0.40403,-0.10845,-0.0468,-0.10748,1.99844,1.31706,0.31304,-1.70292,-1.70292,4.21485,15.38992,0.18302,0.09019,-0.05157,0.00585,-0.0529600000000001,5.42035,35
"41","2020_Q2",9.33460317460317,"Down",2.087e+09,-1.193e+09,-6.8e+08,-1.12e+08,-4.01e+08,5.76e+08,-1.7e+07,-1.7e+07,5.59e+08,-2.666e+09,-2.107e+09,4.17e+08,-1.69e+09,-1.815e+09,-1.816e+09,-1.816e+09,1.527e+09,1.527e+09,5.94e+08,5.94e+08,1.934e+09,1.198e+09,4.055e+09,5.78e+09,1.309e+09,7.53e+08,5.56e+08,7.089e+09,1.1144e+10,4.44e+08,4.44e+08,1.11e+09,8.16e+08,1.554e+09,4.295e+09,1.255e+09,1.255e+09,5.55e+09,7.104e+09,2.739e+09,1.298e+09,-1.18e+08,3.919e+09,4.04e+09,1.1144e+10,-1.69e+09,-1.815e+09,4.01e+08,1.874e+09,-5.6e+07,5.29e+08,-4.04e+08,-4.04e+08,-3.4e+07,-1.5e+07,-8.7e+07,3.8e+07,-1.17e+08,-88682314.2548512,-1.17e+08,9.77e+08,4.295e+09,1e+08,0.27599,-0.87015,-0.4495,-0.16296,-0.05507,2.6094,1.75842,0.38541,-4.81698,-4.81698,5.53581,10.39523,0.26525,0.09019,-0.18582,0.01043,-0.01872,2.83316,4.80556
"42","2020_Q3",8.79390625,"Down",3.94e+08,-7.29e+08,-4.18e+08,-1.2e+07,-2.99e+08,-5.98e+08,-8.2e+07,-82000000.0000001,-6.8e+08,-4.76837158203125e-07,-6.8e+08,3000000.00000006,-6.77e+08,-6.68e+08,-6.7e+08,-6.7e+08,1.474e+09,1.474e+09,5.15e+08,5.15e+08,1.389e+09,6.41e+08,3.378e+09,5.686e+09,1.293e+09,7.53e+08,5.4e+08,6.979e+09,1.0357e+10,3.09e+08,3.09e+08,1.143e+09,7.02e+08,1.452e+09,4.296e+09,1.256e+09,1.256e+09,5.552e+09,7.004e+09,2.758e+09,5.86e+08,-1.17e+08,3.227e+09,3.353e+09,1.0357e+10,-6.77e+08,-6.68e+08,2.99e+08,6.27e+08,-9.9e+07,1.5e+08,-3.05e+08,-3.05e+08,-4.2e+07,2999999.99999999,-3.9e+07,-1.94e+08,-58000000.0000001,-67833649.3355213,-5.8e+07,-2.99e+08,4.296e+09,-7.06e+08,-1.51777,-1.70051,-0.19982,-0.06469,1.05373,2.32645,2.08888,0.41479,-1.77719,-1.77719,1.04509,8.55968,-1.87268,0.11141,-0.07052,-0.07928,-0.06269,-9.43813,-4.71906
"43","2020_Q4",10.5821875,"Up",1.067e+09,-8.91e+08,-5.53e+08,-3.9e+07,-2.99e+08,-9.5e+07,-6.6e+07,-6.6e+07,-1.61e+08,-3.2e+07,-1.93e+08,9e+07,-1.03e+08,-9e+07,-9.2e+07,-9.2e+07,1.707e+09,1.707e+09,4.93e+08,4.93e+08,1.277e+09,5.49e+08,3.477e+09,5.556e+09,1.293e+09,7.53e+08,5.4e+08,6.849e+09,1.0326e+10,4.15e+08,4.15e+08,1.294e+09,8.31e+08,1.709e+09,4.297e+09,1.172e+09,1.172e+09,5.469e+09,7.178e+09,2.788e+09,3.51e+08,-1.16e+08,3.023e+09,3.148e+09,1.0326e+10,-1.03e+08,-9e+07,2.99e+08,1.73e+08,5.8e+07,4.27e+08,-2.03e+08,-2.03e+08,-4.3e+07,-3e+06,-4.6e+07,1.78e+08,2.28e+08,-36323322.9441275,2.28e+08,2.04e+08,4.297e+09,-3.1e+07,-0.08903,-0.08622,-0.02922,-0.00891,0.33696,2.03452,2.28018,0.41613,-0.24403,-0.24403,2.83024,8.01857,-0.08223,0.11406,-0.00569,-0.0036,-0.46739,12.69608,-27.26316
